Orthogroup	A_vesiculosa.proteins	L_sativa.proteins
OG0000120	Av_00022290-RA	Lsat_1_v5_gn_4_46240.1
OG0000120	Av_00020803-RA	Lsat_1_v5_gn_6_6340.1
OG0000121	Av_00001370-RA	Lsat_1_v5_gn_4_133320.1, Lsat_1_v5_gn_4_133320.3
OG0000121	Av_00013289-RA	Lsat_1_v5_gn_6_31901.1, Lsat_1_v5_gn_2_103761.2, Lsat_1_v5_gn_2_103761.1
OG0000122	Av_00015184-RA	Lsat_1_v5_gn_7_38301.3
OG0000122	Av_00014604-RA	Lsat_1_v5_gn_7_38301.1
OG0000122	Av_00015420-RA	Lsat_1_v5_gn_8_105461.1, Lsat_1_v5_gn_4_44821.1, Lsat_1_v5_gn_1_5820.4, Lsat_1_v5_gn_5_152620.1, Lsat_1_v5_gn_1_110681.1
OG0000122	Av_00014454-RA	Lsat_1_v5_gn_5_152640.1, Lsat_1_v5_gn_8_6001.1, Lsat_1_v5_gn_8_6001.2, Lsat_1_v5_gn_1_110661.3, Lsat_1_v5_gn_1_110661.1
OG0000123	Av_00009476-RA, Av_00001677-RA, Av_00001678-RA, Av_00018866-RA	Lsat_1_v5_gn_4_147220.1
OG0000123	Av_00020305-RA, Av_00003479-RA, Av_00006755-RA, Av_00023019-RA	Lsat_1_v5_gn_2_43780.1, Lsat_1_v5_gn_2_43780.2, Lsat_1_v5_gn_2_43681.1, Lsat_1_v5_gn_2_43681.2, Lsat_1_v5_gn_2_42941.3, Lsat_1_v5_gn_2_42941.1, Lsat_1_v5_gn_2_43721.1, Lsat_1_v5_gn_2_43721.2, Lsat_1_v5_gn_2_42881.1, Lsat_1_v5_gn_2_42860.3, Lsat_1_v5_gn_2_42860.1
OG0000124	Av_00010170-RA	Lsat_1_v5_gn_5_113081.2
OG0000125	Av_00006820-RA	Lsat_1_v5_gn_5_188520.1, Lsat_1_v5_gn_5_188520.4, Lsat_1_v5_gn_9_1760.2, Lsat_1_v5_gn_5_188500.1, Lsat_1_v5_gn_5_188500.3
OG0000125	Av_00020356-RA	Lsat_1_v5_gn_5_39240.4, Lsat_1_v5_gn_5_39240.1, Lsat_1_v5_gn_5_39260.1
OG0000127	Av_00014440-RA, Av_00001249-RA	Lsat_1_v5_gn_8_77860.1, Lsat_1_v5_gn_8_77860.2
OG0000127	Av_00002562-RA, Av_00018470-RA, Av_00006317-RA	Lsat_1_v5_gn_9_4861.1
OG0000127	Av_00009246-RA, Av_00015031-RA, Av_00000921-RA, Av_00000920-RA	Lsat_1_v5_gn_4_83181.1
OG0000129	Av_00001105-RA, Av_00008320-RA, Av_00008319-RA, Av_00017954-RA, Av_00024632-RA, Av_00003603-RA	Lsat_1_v5_gn_6_99401.1, Lsat_1_v5_gn_6_99280.1, Lsat_1_v5_gn_6_99280.5, Lsat_1_v5_gn_6_99320.2, Lsat_1_v5_gn_6_99320.1
OG0000131	Av_00008767-RA	Lsat_1_v5_gn_5_136060.1
OG0000134	Av_00001044-RA, Av_00022546-RA, Av_00018234-RA	Lsat_1_v5_gn_7_57401.2, Lsat_1_v5_gn_7_57401.4, Lsat_1_v5_gn_7_57401.3, Lsat_1_v5_gn_7_57401.1, Lsat_1_v5_gn_7_57281.3, Lsat_1_v5_gn_7_57281.1, Lsat_1_v5_gn_1_20861.1, Lsat_1_v5_gn_1_20721.1, Lsat_1_v5_gn_1_20721.3, Lsat_1_v5_gn_1_20661.1, Lsat_1_v5_gn_1_20761.1, Lsat_1_v5_gn_1_20761.2, Lsat_1_v5_gn_4_123961.1, Lsat_1_v5_gn_4_123961.2, Lsat_1_v5_gn_1_105701.1, Lsat_1_v5_gn_1_105701.2, Lsat_1_v5_gn_6_113640.1, Lsat_1_v5_gn_6_113620.1, Lsat_1_v5_gn_6_113620.2
OG0000135	Av_00015825-RA	Lsat_1_v5_gn_4_94760.1
OG0000135	Av_00017571-RA, Av_00013077-RA, Av_00018331-RA	Lsat_1_v5_gn_8_23180.1, Lsat_1_v5_gn_2_102701.1, Lsat_1_v5_gn_2_102701.2
OG0000136	Av_00023894-RA, Av_00014249-RA, Av_00022366-RA	Lsat_1_v5_gn_3_72061.1, Lsat_1_v5_gn_2_75721.3, Lsat_1_v5_gn_2_75721.1
OG0000138	Av_00005734-RA, Av_00017291-RA	Lsat_1_v5_gn_9_64901.1, Lsat_1_v5_gn_2_118460.1
OG0000139	Av_00011998-RA, Av_00005008-RA, Av_00005715-RA	Lsat_1_v5_gn_2_116741.2, Lsat_1_v5_gn_2_116741.1, Lsat_1_v5_gn_2_116801.1, Lsat_1_v5_gn_2_116801.3, Lsat_1_v5_gn_2_116781.3, Lsat_1_v5_gn_2_116781.1, Lsat_1_v5_gn_2_119780.1, Lsat_1_v5_gn_2_116861.1, Lsat_1_v5_gn_9_40541.1, Lsat_1_v5_gn_9_40541.3, Lsat_1_v5_gn_2_119980.1, Lsat_1_v5_gn_2_119880.4
OG0000140	Av_00019737-RA	Lsat_1_v5_gn_3_34461.1, Lsat_1_v5_gn_3_34421.3, Lsat_1_v5_gn_3_34361.1, Lsat_1_v5_gn_3_34401.1, Lsat_1_v5_gn_3_34361.3, Lsat_1_v5_gn_3_34421.1, Lsat_1_v5_gn_3_34441.3, Lsat_1_v5_gn_3_34441.1, Lsat_1_v5_gn_3_34300.1
OG0000143	Av_00008537-RA, Av_00017945-RA, Av_00002008-RA	Lsat_1_v5_gn_1_3740.1, Lsat_1_v5_gn_1_3821.3, Lsat_1_v5_gn_1_3821.1, Lsat_1_v5_gn_4_129720.1
OG0000144	Av_00001844-RA	Lsat_1_v5_gn_5_47341.1, Lsat_1_v5_gn_5_47341.3, Lsat_1_v5_gn_4_143260.1
OG0000145	Av_00008637-RA, Av_00011445-RA	Lsat_1_v5_gn_4_36561.2, Lsat_1_v5_gn_4_36561.1, Lsat_1_v5_gn_4_36541.1
OG0000146	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA	Lsat_1_v5_gn_5_171121.1
OG0000146	Av_00011999-RA	Lsat_1_v5_gn_2_120081.1
OG0000147	Av_00021851-RA	Lsat_1_v5_gn_0_18260.1, Lsat_1_v5_gn_0_18260.3, Lsat_1_v5_gn_0_18260.2
OG0000147	Av_00012705-RA, Av_00020525-RA	Lsat_1_v5_gn_6_45560.1, Lsat_1_v5_gn_6_45560.2, Lsat_1_v5_gn_6_45560.3, Lsat_1_v5_gn_2_100461.1, Lsat_1_v5_gn_2_100461.3, Lsat_1_v5_gn_2_100461.2
OG0000148	Av_00022736-RA	Lsat_1_v5_gn_9_23720.1, Lsat_1_v5_gn_9_23760.2, Lsat_1_v5_gn_9_23760.1, Lsat_1_v5_gn_9_23820.1
OG0000148	Av_00019670-RA, Av_00006146-RA	Lsat_1_v5_gn_8_73841.1, Lsat_1_v5_gn_5_169401.1, Lsat_1_v5_gn_9_23680.1
OG0000148	Av_00020556-RA, Av_00014073-RA	Lsat_1_v5_gn_8_85281.1, Lsat_1_v5_gn_5_154481.1
OG0000149	Av_00001613-RA	Lsat_1_v5_gn_5_51821.3, Lsat_1_v5_gn_5_51821.1
OG0000149	Av_00011501-RA	Lsat_1_v5_gn_3_129500.1
OG0000149	Av_00016214-RA	Lsat_1_v5_gn_5_84180.2, Lsat_1_v5_gn_5_84180.1, Lsat_1_v5_gn_5_84180.3, Lsat_1_v5_gn_5_84981.2, Lsat_1_v5_gn_5_84981.3, Lsat_1_v5_gn_5_84981.1, Lsat_1_v5_gn_5_85041.2, Lsat_1_v5_gn_5_85041.1, Lsat_1_v5_gn_5_85041.3
OG0000152	Av_00006096-RA, Av_00005508-RA, Av_00013353-RA	Lsat_1_v5_gn_1_65280.1, Lsat_1_v5_gn_2_63781.1, Lsat_1_v5_gn_1_66401.1, Lsat_1_v5_gn_1_64700.1, Lsat_1_v5_gn_1_64780.1, Lsat_1_v5_gn_1_64800.1
OG0000153	Av_00013452-RA, Av_00020182-RA, Av_00021340-RA	Lsat_1_v5_gn_1_53800.1, Lsat_1_v5_gn_1_53800.3, Lsat_1_v5_gn_1_53800.2, Lsat_1_v5_gn_2_109681.3, Lsat_1_v5_gn_2_109681.2, Lsat_1_v5_gn_2_109681.1, Lsat_1_v5_gn_9_67940.3, Lsat_1_v5_gn_9_67940.2, Lsat_1_v5_gn_9_67940.1, Lsat_1_v5_gn_2_115161.1
OG0000153	Av_00016947-RA	Lsat_1_v5_gn_5_1080.1
OG0000153	Av_00001271-RA, Av_00015076-RA	Lsat_1_v5_gn_1_82020.1, Lsat_1_v5_gn_1_82020.3, Lsat_1_v5_gn_2_37460.1
OG0000154	Av_00021482-RA, Av_00022567-RA, Av_00015465-RA	Lsat_1_v5_gn_0_27881.1
OG0000155	Av_00001520-RA, Av_00013491-RA, Av_00024885-RA, Av_00001519-RA	Lsat_1_v5_gn_7_26981.1
OG0000156	Av_00024913-RA	Lsat_1_v5_gn_7_38881.2, Lsat_1_v5_gn_7_38881.1
OG0000156	Av_00019326-RA, Av_00011725-RA	Lsat_1_v5_gn_2_99420.1, Lsat_1_v5_gn_6_43981.1, Lsat_1_v5_gn_1_51660.1, Lsat_1_v5_gn_2_107241.3, Lsat_1_v5_gn_2_107241.1
OG0000159	Av_00008586-RA	Lsat_1_v5_gn_0_14841.1, Lsat_1_v5_gn_0_14841.3, Lsat_1_v5_gn_0_14861.1, Lsat_1_v5_gn_0_14861.3
OG0000159	Av_00009492-RA	Lsat_1_v5_gn_8_4320.1, Lsat_1_v5_gn_2_134960.1
OG0000160	Av_00007416-RA	Lsat_1_v5_gn_2_641.1
OG0000160	Av_00022355-RA, Av_00022827-RA	Lsat_1_v5_gn_8_112540.1, Lsat_1_v5_gn_8_112560.1, Lsat_1_v5_gn_2_73880.2, Lsat_1_v5_gn_2_73880.1, Lsat_1_v5_gn_2_73820.1
OG0000161	Av_00019011-RA, Av_00019010-RA, Av_00019007-RA	Lsat_1_v5_gn_2_69761.2, Lsat_1_v5_gn_2_69761.1
OG0000162	Av_00004972-RA	Lsat_1_v5_gn_4_155840.1, Lsat_1_v5_gn_2_81040.1, Lsat_1_v5_gn_2_81040.3, Lsat_1_v5_gn_4_155900.1
OG0000162	Av_00007787-RA	Lsat_1_v5_gn_8_40101.1
OG0000163	Av_00000797-RA, Av_00003444-RA	Lsat_1_v5_gn_8_91480.4
OG0000163	Av_00004788-RA	Lsat_1_v5_gn_8_91480.1
OG0000163	Av_00020340-RA	Lsat_1_v5_gn_8_24921.1, Lsat_1_v5_gn_8_24921.2, Lsat_1_v5_gn_8_24921.3, Lsat_1_v5_gn_0_35700.4
OG0000164	Av_00009562-RA, Av_00022631-RA	Lsat_1_v5_gn_8_261.2, Lsat_1_v5_gn_8_261.1, Lsat_1_v5_gn_2_19760.3, Lsat_1_v5_gn_2_19760.1
OG0000164	Av_00014947-RA	Lsat_1_v5_gn_1_61441.1, Lsat_1_v5_gn_6_117821.1
OG0000164	Av_00009037-RA, Av_00021627-RA	Lsat_1_v5_gn_8_58281.2
OG0000164	Av_00018348-RA, Av_00005134-RA	Lsat_1_v5_gn_9_79920.1, Lsat_1_v5_gn_9_79920.2
OG0000168	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA	Lsat_1_v5_gn_8_117061.1, Lsat_1_v5_gn_8_117061.3
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	Lsat_1_v5_gn_8_3281.3, Lsat_1_v5_gn_8_3281.1, Lsat_1_v5_gn_2_16181.2, Lsat_1_v5_gn_2_16181.1
OG0000170	Av_00023969-RA	Lsat_1_v5_gn_5_169781.1, Lsat_1_v5_gn_5_169781.2, Lsat_1_v5_gn_9_24201.1
OG0000170	Av_00005502-RA, Av_00024526-RA	Lsat_1_v5_gn_6_84920.1, Lsat_1_v5_gn_6_84920.3, Lsat_1_v5_gn_6_84920.2
OG0000170	Av_00015134-RA, Av_00006691-RA, Av_00016145-RA	Lsat_1_v5_gn_8_2800.1, Lsat_1_v5_gn_0_320.1
OG0000171	Av_00010251-RA, Av_00010250-RA, Av_00010069-RA, Av_00004643-RA, Av_00024165-RA, Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA	Lsat_1_v5_gn_1_46781.1, Lsat_1_v5_gn_1_46781.3, Lsat_1_v5_gn_6_23641.2, Lsat_1_v5_gn_6_23641.1, Lsat_1_v5_gn_1_34721.1, Lsat_1_v5_gn_5_134561.2, Lsat_1_v5_gn_5_134561.1, Lsat_1_v5_gn_4_100980.1
OG0000171	Av_00023216-RA, Av_00010986-RA	Lsat_1_v5_gn_4_45781.1, Lsat_1_v5_gn_7_11381.1, Lsat_1_v5_gn_3_1301.1, Lsat_1_v5_gn_3_1301.2
OG0000172	Av_00019965-RA	Lsat_1_v5_gn_2_126500.1, Lsat_1_v5_gn_2_126500.3, Lsat_1_v5_gn_9_60301.1
OG0000179	Av_00013630-RA, Av_00008250-RA, Av_00008208-RA	Lsat_1_v5_gn_9_66780.3, Lsat_1_v5_gn_9_66780.1
OG0000179	Av_00012567-RA	Lsat_1_v5_gn_6_29440.1, Lsat_1_v5_gn_6_29440.3
OG0000179	Av_00020630-RA, Av_00014246-RA, Av_00011691-RA	Lsat_1_v5_gn_3_71621.1, Lsat_1_v5_gn_3_71621.3, Lsat_1_v5_gn_4_144421.1
OG0000180	Av_00007137-RA, Av_00017139-RA, Av_00021970-RA	Lsat_1_v5_gn_5_138920.1, Lsat_1_v5_gn_5_138920.3, Lsat_1_v5_gn_5_119340.2, Lsat_1_v5_gn_5_119340.1, Lsat_1_v5_gn_5_138880.1
OG0000180	Av_00002186-RA	Lsat_1_v5_gn_8_163801.2, Lsat_1_v5_gn_8_163801.1, Lsat_1_v5_gn_5_190260.1, Lsat_1_v5_gn_5_190260.3, Lsat_1_v5_gn_5_190260.2
OG0000181	Av_00020506-RA, Av_00008380-RA, Av_00008381-RA	Lsat_1_v5_gn_6_112901.1, Lsat_1_v5_gn_6_112901.3
OG0000181	Av_00011782-RA	Lsat_1_v5_gn_7_77260.1, Lsat_1_v5_gn_5_69380.1
OG0000182	Av_00013467-RA, Av_00013640-RA, Av_00023400-RA	Lsat_1_v5_gn_8_19240.3, Lsat_1_v5_gn_8_19240.1, Lsat_1_v5_gn_8_19240.2, Lsat_1_v5_gn_1_64300.1, Lsat_1_v5_gn_2_98541.1, Lsat_1_v5_gn_2_114861.1, Lsat_1_v5_gn_2_109001.2, Lsat_1_v5_gn_2_109001.1, Lsat_1_v5_gn_2_108980.1, Lsat_1_v5_gn_2_108920.1
OG0000182	Av_00004288-RA, Av_00009862-RA, Av_00011072-RA, Av_00018316-RA, Av_00007261-RA	Lsat_1_v5_gn_3_47760.3, Lsat_1_v5_gn_3_47760.2, Lsat_1_v5_gn_3_47760.1, Lsat_1_v5_gn_8_123201.1
OG0000183	Av_00017849-RA, Av_00022898-RA, Av_00019892-RA, Av_00021012-RA, Av_00006175-RA, Av_00008439-RA	Lsat_1_v5_gn_1_53200.1, Lsat_1_v5_gn_1_53200.3, Lsat_1_v5_gn_6_31181.1, Lsat_1_v5_gn_6_31181.3, Lsat_1_v5_gn_6_31181.2, Lsat_1_v5_gn_8_133740.2, Lsat_1_v5_gn_8_133740.1, Lsat_1_v5_gn_3_38841.1, Lsat_1_v5_gn_3_38841.3
OG0000184	Av_00017044-RA	Lsat_1_v5_gn_8_5760.3
OG0000185	Av_00020648-RA, Av_00000618-RA	Lsat_1_v5_gn_5_147080.3, Lsat_1_v5_gn_5_147080.1
OG0000185	Av_00020843-RA	Lsat_1_v5_gn_6_65880.1
OG0000186	Av_00002766-RA, Av_00005199-RA, Av_00000877-RA, Av_00022484-RA, Av_00000876-RA	Lsat_1_v5_gn_4_1361.2, Lsat_1_v5_gn_4_1361.3, Lsat_1_v5_gn_4_1361.1
OG0000187	Av_00004735-RA	Lsat_1_v5_gn_0_2501.1, Lsat_1_v5_gn_4_185000.1, Lsat_1_v5_gn_4_185000.3
OG0000187	Av_00020489-RA	Lsat_1_v5_gn_0_2660.1, Lsat_1_v5_gn_2_93220.1
OG0000187	Av_00018686-RA	Lsat_1_v5_gn_2_93180.2, Lsat_1_v5_gn_2_93180.1
OG0000189	Av_00008267-RA	Lsat_1_v5_gn_9_27380.1, Lsat_1_v5_gn_0_12501.3, Lsat_1_v5_gn_0_12501.1, Lsat_1_v5_gn_0_12601.1
OG0000189	Av_00020740-RA	Lsat_1_v5_gn_3_48980.1, Lsat_1_v5_gn_3_48980.4, Lsat_1_v5_gn_3_48980.3, Lsat_1_v5_gn_3_48880.3, Lsat_1_v5_gn_3_48880.1, Lsat_1_v5_gn_8_159661.1, Lsat_1_v5_gn_8_159661.2
OG0000189	Av_00003581-RA, Av_00008268-RA	Lsat_1_v5_gn_0_5800.6, Lsat_1_v5_gn_0_5800.3, Lsat_1_v5_gn_0_5800.5, Lsat_1_v5_gn_0_5800.4, Lsat_1_v5_gn_0_5800.1
OG0000191	Av_00021883-RA, Av_00021882-RA	Lsat_1_v5_gn_9_28081.2, Lsat_1_v5_gn_9_28081.1, Lsat_1_v5_gn_9_28061.1, Lsat_1_v5_gn_8_79221.1
OG0000192	Av_00014755-RA	Lsat_1_v5_gn_6_39241.1, Lsat_1_v5_gn_6_39221.1, Lsat_1_v5_gn_6_38581.1, Lsat_1_v5_gn_6_39361.2, Lsat_1_v5_gn_6_39301.1, Lsat_1_v5_gn_6_39361.1, Lsat_1_v5_gn_6_50420.1, Lsat_1_v5_gn_7_43541.1, Lsat_1_v5_gn_1_74120.1
OG0000193	Av_00015944-RA	Lsat_1_v5_gn_5_111400.1
OG0000198	Av_00013347-RA	Lsat_1_v5_gn_8_78021.1, Lsat_1_v5_gn_8_78000.1
OG0000199	Av_00003513-RA	Lsat_1_v5_gn_2_117961.1
OG0000199	Av_00024249-RA, Av_00004418-RA, Av_00012295-RA, Av_00021266-RA, Av_00001076-RA	Lsat_1_v5_gn_9_109041.1, Lsat_1_v5_gn_5_117540.1
OG0000199	Av_00009032-RA, Av_00003777-RA, Av_00007403-RA, Av_00019446-RA	Lsat_1_v5_gn_8_93601.1, Lsat_1_v5_gn_8_93601.2, Lsat_1_v5_gn_3_108581.1
OG0000200	Av_00001956-RA	Lsat_1_v5_gn_3_77340.3, Lsat_1_v5_gn_3_77340.1, Lsat_1_v5_gn_3_77360.2, Lsat_1_v5_gn_3_77360.1
OG0000201	Av_00006563-RA	Lsat_1_v5_gn_8_3141.2, Lsat_1_v5_gn_8_3141.1
OG0000201	Av_00002041-RA	Lsat_1_v5_gn_7_22820.1, Lsat_1_v5_gn_3_80180.1, Lsat_1_v5_gn_1_76380.1, Lsat_1_v5_gn_1_73921.3, Lsat_1_v5_gn_1_73901.1, Lsat_1_v5_gn_1_76340.1, Lsat_1_v5_gn_1_73921.5, Lsat_1_v5_gn_1_73921.1, Lsat_1_v5_gn_2_16901.1
OG0000203	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA	Lsat_1_v5_gn_7_4761.1
OG0000206	Av_00007012-RA, Av_00014917-RA, Av_00008149-RA	Lsat_1_v5_gn_6_50081.3, Lsat_1_v5_gn_6_50081.2, Lsat_1_v5_gn_6_50081.1
OG0000206	Av_00018524-RA, Av_00012695-RA, Av_00004740-RA, Av_00016933-RA	Lsat_1_v5_gn_2_35880.1, Lsat_1_v5_gn_2_35880.3
OG0000207	Av_00001416-RA	Lsat_1_v5_gn_9_8941.1, Lsat_1_v5_gn_9_8941.2, Lsat_1_v5_gn_5_181960.1
OG0000207	Av_00012253-RA	Lsat_1_v5_gn_1_55200.1, Lsat_1_v5_gn_6_31561.1
OG0000207	Av_00000060-RA	Lsat_1_v5_gn_7_7281.1, Lsat_1_v5_gn_7_7281.3
OG0000208	Av_00015817-RA	Lsat_1_v5_gn_5_172161.4, Lsat_1_v5_gn_5_172161.6, Lsat_1_v5_gn_5_172161.2, Lsat_1_v5_gn_5_171780.1, Lsat_1_v5_gn_5_171780.3, Lsat_1_v5_gn_5_171780.2, Lsat_1_v5_gn_5_171961.1, Lsat_1_v5_gn_5_171961.3, Lsat_1_v5_gn_5_171881.1, Lsat_1_v5_gn_5_171881.3, Lsat_1_v5_gn_5_172221.3, Lsat_1_v5_gn_5_172221.1, Lsat_1_v5_gn_5_172221.2, Lsat_1_v5_gn_5_172141.1, Lsat_1_v5_gn_5_172141.3, Lsat_1_v5_gn_5_172141.2, Lsat_1_v5_gn_5_172161.5, Lsat_1_v5_gn_5_172161.1, Lsat_1_v5_gn_1_38541.5, Lsat_1_v5_gn_4_91161.1, Lsat_1_v5_gn_4_91161.2, Lsat_1_v5_gn_1_38541.4, Lsat_1_v5_gn_1_38541.1
OG0000211	Av_00003836-RA, Av_00005037-RA, Av_00021376-RA	Lsat_1_v5_gn_9_13940.1, Lsat_1_v5_gn_9_37760.3, Lsat_1_v5_gn_9_37760.1, Lsat_1_v5_gn_2_124880.1, Lsat_1_v5_gn_9_59761.1
OG0000211	Av_00006413-RA, Av_00007555-RA, Av_00015516-RA, Av_00016968-RA	Lsat_1_v5_gn_8_51000.1, Lsat_1_v5_gn_4_11020.1, Lsat_1_v5_gn_4_178600.2, Lsat_1_v5_gn_4_178600.1
OG0000212	Av_00009181-RA, Av_00022867-RA, Av_00001625-RA, Av_00012930-RA, Av_00009405-RA, Av_00002082-RA	Lsat_1_v5_gn_5_111301.1, Lsat_1_v5_gn_2_132281.2, Lsat_1_v5_gn_2_132281.1, Lsat_1_v5_gn_2_132281.3, Lsat_1_v5_gn_8_8460.1, Lsat_1_v5_gn_8_8460.3
OG0000213	Av_00017744-RA, Av_00019827-RA	Lsat_1_v5_gn_7_91320.3, Lsat_1_v5_gn_7_91320.1, Lsat_1_v5_gn_9_107000.2, Lsat_1_v5_gn_9_107000.1, Lsat_1_v5_gn_9_82301.2, Lsat_1_v5_gn_9_82301.3, Lsat_1_v5_gn_9_82301.1
OG0000214	Av_00001794-RA	Lsat_1_v5_gn_4_171601.1, Lsat_1_v5_gn_4_171540.1, Lsat_1_v5_gn_4_171580.1, Lsat_1_v5_gn_3_97880.1, Lsat_1_v5_gn_2_88720.1, Lsat_1_v5_gn_3_97721.4, Lsat_1_v5_gn_3_97721.1, Lsat_1_v5_gn_3_97721.2, Lsat_1_v5_gn_3_98381.1, Lsat_1_v5_gn_3_97661.1, Lsat_1_v5_gn_7_38380.1, Lsat_1_v5_gn_9_58961.3, Lsat_1_v5_gn_9_58961.1, Lsat_1_v5_gn_3_97620.1, Lsat_1_v5_gn_3_97661.3
OG0000216	Av_00002521-RA, Av_00003068-RA	Lsat_1_v5_gn_7_113520.1, Lsat_1_v5_gn_7_113520.2, Lsat_1_v5_gn_9_90921.2, Lsat_1_v5_gn_9_90921.1
OG0000216	Av_00025005-RA, Av_00001398-RA	Lsat_1_v5_gn_8_98080.3, Lsat_1_v5_gn_8_98080.2, Lsat_1_v5_gn_8_98080.1
OG0000216	Av_00011937-RA, Av_00019820-RA	Lsat_1_v5_gn_5_124700.1, Lsat_1_v5_gn_5_124700.3
OG0000217	Av_00020112-RA, Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA, Av_00018235-RA	Lsat_1_v5_gn_7_111781.2, Lsat_1_v5_gn_7_111781.13
OG0000218	Av_00012318-RA	Lsat_1_v5_gn_8_65360.3, Lsat_1_v5_gn_7_52980.1, Lsat_1_v5_gn_4_23560.1
OG0000218	Av_00022649-RA, Av_00022097-RA	Lsat_1_v5_gn_3_18921.1
OG0000220	Av_00018653-RA	Lsat_1_v5_gn_9_103020.3, Lsat_1_v5_gn_9_103020.1, Lsat_1_v5_gn_9_103160.3, Lsat_1_v5_gn_9_103160.1, Lsat_1_v5_gn_9_103120.1
OG0000220	Av_00003043-RA	Lsat_1_v5_gn_9_107920.1, Lsat_1_v5_gn_9_107920.3, Lsat_1_v5_gn_9_106340.1, Lsat_1_v5_gn_9_106340.3, Lsat_1_v5_gn_7_115181.1, Lsat_1_v5_gn_7_115181.3, Lsat_1_v5_gn_7_115281.1
OG0000220	Av_00000134-RA	Lsat_1_v5_gn_7_116500.2, Lsat_1_v5_gn_7_116500.3, Lsat_1_v5_gn_7_116500.1
OG0000220	Av_00000133-RA	Lsat_1_v5_gn_4_64200.1
OG0000221	Av_00006316-RA	Lsat_1_v5_gn_4_157561.1, Lsat_1_v5_gn_4_157561.2, Lsat_1_v5_gn_4_157601.1, Lsat_1_v5_gn_4_157601.3
OG0000221	Av_00012451-RA, Av_00009342-RA	Lsat_1_v5_gn_0_21500.3, Lsat_1_v5_gn_0_21500.1
OG0000222	Av_00018681-RA	Lsat_1_v5_gn_3_19161.1
OG0000222	Av_00005942-RA, Av_00005628-RA	Lsat_1_v5_gn_6_36881.1
OG0000222	Av_00019951-RA, Av_00001491-RA	Lsat_1_v5_gn_9_27001.1
OG0000222	Av_00020751-RA, Av_00023020-RA	Lsat_1_v5_gn_6_61521.3, Lsat_1_v5_gn_6_61521.1
OG0000224	Av_00008716-RA, Av_00003651-RA	Lsat_1_v5_gn_7_21121.2, Lsat_1_v5_gn_7_21121.1
OG0000224	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA	Lsat_1_v5_gn_8_133421.1, Lsat_1_v5_gn_8_133561.1, Lsat_1_v5_gn_3_36721.1, Lsat_1_v5_gn_3_36721.2, Lsat_1_v5_gn_8_133141.2, Lsat_1_v5_gn_8_133141.1, Lsat_1_v5_gn_8_133061.1, Lsat_1_v5_gn_8_133061.3, Lsat_1_v5_gn_4_65821.1, Lsat_1_v5_gn_4_65801.1, Lsat_1_v5_gn_4_65761.1
OG0000227	Av_00004995-RA, Av_00003894-RA, Av_00005737-RA, Av_00016728-RA, Av_00016727-RA, Av_00022907-RA, Av_00022213-RA	Lsat_1_v5_gn_1_57621.1
OG0000228	Av_00010669-RA	Lsat_1_v5_gn_9_2400.1, Lsat_1_v5_gn_9_43381.3, Lsat_1_v5_gn_9_43381.1, Lsat_1_v5_gn_6_102081.1, Lsat_1_v5_gn_6_102081.2, Lsat_1_v5_gn_1_4081.3, Lsat_1_v5_gn_1_4081.1, Lsat_1_v5_gn_2_87840.1, Lsat_1_v5_gn_2_87840.3, Lsat_1_v5_gn_3_98860.1, Lsat_1_v5_gn_3_98860.3, Lsat_1_v5_gn_3_98860.2
OG0000229	Av_00011159-RA, Av_00004437-RA	Lsat_1_v5_gn_9_108181.1, Lsat_1_v5_gn_9_108181.3, Lsat_1_v5_gn_9_108181.2, Lsat_1_v5_gn_7_90441.2, Lsat_1_v5_gn_7_90441.1, Lsat_1_v5_gn_5_119440.1, Lsat_1_v5_gn_5_119601.1, Lsat_1_v5_gn_5_119440.3
OG0000230	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA	Lsat_1_v5_gn_1_12360.1
OG0000231	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA, Av_00009817-RA	Lsat_1_v5_gn_8_65360.1
OG0000231	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA	Lsat_1_v5_gn_8_159861.2, Lsat_1_v5_gn_8_159861.1, Lsat_1_v5_gn_4_6701.1
OG0000232	Av_00020262-RA, Av_00004826-RA, Av_00002446-RA, Av_00015772-RA, Av_00022924-RA	Lsat_1_v5_gn_5_6700.1
OG0000235	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA	Lsat_1_v5_gn_2_101160.4
