Orthogroup	A_vesiculosa.proteins	D_muscipula.proteins
OG0000088	Av_00002335-RA, Av_00019465-RA	Dm_00006025-RA
OG0000088	Av_00003725-RA	Dm_00016161-RA
OG0000089	Av_00023663-RA, Av_00018159-RA	Dm_00005049-RA, Dm_00005048-RA
OG0000089	Av_00004150-RA	Dm_00012672-RA
OG0000089	Av_00022570-RA, Av_00012795-RA, Av_00004655-RA	Dm_00000623-RA
OG0000089	Av_00007975-RA	Dm_00005052-RA
OG0000090	Av_00014172-RA, Av_00010636-RA	Dm_00017037-RA
OG0000090	Av_00007702-RA, Av_00000317-RA, Av_00001990-RA	Dm_00004995-RA
OG0000091	Av_00024182-RA, Av_00022189-RA	Dm_00002549-RA, Dm_00011577-RA
OG0000091	Av_00011058-RA, Av_00016851-RA	Dm_00004862-RA
OG0000091	Av_00007950-RA, Av_00006833-RA, Av_00010055-RA	Dm_00002331-RA
OG0000092	Av_00005802-RA	Dm_00008014-RA, Dm_00018424-RA, Dm_00019033-RA, Dm_00002825-RA, Dm_00003366-RA, Dm_00002758-RA, Dm_00013437-RA, Dm_00006790-RA, Dm_00009685-RA, Dm_00019542-RA, Dm_00018772-RA, Dm_00019544-RA, Dm_00016580-RA, Dm_00003219-RA, Dm_00009722-RA, Dm_00019429-RA, Dm_00019543-RA
OG0000092	Av_00002090-RA	Dm_00002958-RA
OG0000093	Av_00020943-RA	Dm_00008970-RA
OG0000093	Av_00009079-RA, Av_00009080-RA	Dm_00011309-RA
OG0000093	Av_00019964-RA	Dm_00014861-RA, Dm_00016946-RA
OG0000093	Av_00006037-RA	Dm_00008254-RA, Dm_00012465-RA
OG0000095	Av_00016560-RA	Dm_00013674-RA
OG0000095	Av_00015892-RA, Av_00013399-RA	Dm_00001105-RA
OG0000096	Av_00015889-RA	Dm_00002220-RA
OG0000096	Av_00006885-RA	Dm_00001356-RA
OG0000096	Av_00009973-RA	Dm_00001357-RA
OG0000097	Av_00021109-RA	Dm_00006030-RA, Dm_00017352-RA
OG0000098	Av_00009967-RA	Dm_00003034-RA
OG0000098	Av_00000865-RA, Av_00023933-RA, Av_00002780-RA	Dm_00021020-RA
OG0000098	Av_00020806-RA, Av_00006102-RA	Dm_00015457-RA
OG0000098	Av_00020288-RA, Av_00020594-RA, Av_00006724-RA, Av_00013130-RA, Av_00020473-RA	Dm_00004482-RA
OG0000098	Av_00003512-RA	Dm_00015844-RA
OG0000098	Av_00006162-RA, Av_00008431-RA	Dm_00003528-RA
OG0000098	Av_00010415-RA	Dm_00013312-RA
OG0000098	Av_00005476-RA, Av_00018555-RA, Av_00023364-RA	Dm_00006029-RA
OG0000102	Av_00021401-RA	Dm_00001450-RA, Dm_00018156-RA, Dm_00001449-RA
OG0000102	Av_00014100-RA, Av_00014101-RA	Dm_00021072-RA, Dm_00017323-RA
OG0000103	Av_00007835-RA, Av_00000217-RA	Dm_00020702-RA
OG0000103	Av_00018171-RA	Dm_00020247-RA
OG0000104	Av_00018015-RA	Dm_00012898-RA
OG0000104	Av_00015686-RA	Dm_00001406-RA
OG0000105	Av_00010637-RA, Av_00014174-RA	Dm_00013721-RA
OG0000105	Av_00003052-RA, Av_00015716-RA	Dm_00001881-RA
OG0000105	Av_00015656-RA, Av_00022221-RA, Av_00020946-RA	Dm_00000769-RA, Dm_00001787-RA
OG0000106	Av_00011369-RA, Av_00004576-RA, Av_00004300-RA, Av_00013001-RA, Av_00011131-RA	Dm_00014066-RA, Dm_00019398-RA, Dm_00003375-RA
OG0000106	Av_00024896-RA, Av_00025104-RA	Dm_00016346-RA
OG0000106	Av_00004577-RA	Dm_00019397-RA, Dm_00014065-RA
OG0000106	Av_00000933-RA, Av_00004301-RA, Av_00007250-RA	Dm_00017534-RA, Dm_00020809-RA
OG0000107	Av_00000247-RA	Dm_00002832-RA
OG0000107	Av_00006353-RA	Dm_00001602-RA
OG0000107	Av_00007784-RA	Dm_00001603-RA
OG0000108	Av_00010829-RA	Dm_00018091-RA
OG0000108	Av_00005367-RA	Dm_00012144-RA
OG0000108	Av_00003730-RA	Dm_00014168-RA
OG0000109	Av_00018758-RA, Av_00008820-RA	Dm_00003433-RA
OG0000109	Av_00021187-RA, Av_00001943-RA	Dm_00007914-RA
OG0000109	Av_00011101-RA, Av_00009901-RA	Dm_00012182-RA
OG0000110	Av_00020501-RA, Av_00008377-RA	Dm_00010771-RA
OG0000110	Av_00008370-RA, Av_00008371-RA	Dm_00016846-RA
OG0000110	Av_00011529-RA	Dm_00017526-RA
OG0000113	Av_00023507-RA	Dm_00016399-RA
OG0000113	Av_00014534-RA	Dm_00006694-RA
OG0000113	Av_00018581-RA	Dm_00006695-RA
OG0000113	Av_00014535-RA, Av_00010366-RA, Av_00003020-RA, Av_00005449-RA	Dm_00006693-RA
OG0000114	Av_00003668-RA, Av_00015326-RA	Dm_00013880-RA
OG0000115	Av_00020585-RA	Dm_00005936-RA, Dm_00005937-RA
OG0000116	Av_00012531-RA	Dm_00014421-RA, Dm_00016555-RA
OG0000116	Av_00009763-RA	Dm_00004779-RA
OG0000116	Av_00013418-RA	Dm_00008694-RA
OG0000118	Av_00017992-RA, Av_00017242-RA	Dm_00001565-RA
OG0000118	Av_00022902-RA	Dm_00002039-RA
OG0000118	Av_00012860-RA, Av_00001648-RA, Av_00009432-RA	Dm_00015779-RA
OG0000118	Av_00007265-RA, Av_00013942-RA	Dm_00006495-RA
OG0000120	Av_00014461-RA, Av_00022346-RA	Dm_00019247-RA
OG0000120	Av_00001195-RA, Av_00014395-RA	Dm_00019570-RA
OG0000120	Av_00011870-RA, Av_00007013-RA	Dm_00010177-RA
OG0000120	Av_00021880-RA	Dm_00008637-RA
OG0000120	Av_00022290-RA	Dm_00001877-RA
OG0000120	Av_00010880-RA	Dm_00017614-RA
OG0000120	Av_00020803-RA	Dm_00017973-RA
OG0000121	Av_00021066-RA	Dm_00017678-RA
OG0000121	Av_00001370-RA	Dm_00018618-RA
OG0000121	Av_00012522-RA	Dm_00014597-RA
OG0000122	Av_00015160-RA, Av_00024373-RA	Dm_00016543-RA
OG0000122	Av_00014603-RA	Dm_00020293-RA
OG0000123	Av_00009476-RA, Av_00001677-RA, Av_00001678-RA, Av_00018866-RA	Dm_00013069-RA, Dm_00000436-RA
OG0000123	Av_00020305-RA, Av_00003479-RA, Av_00006755-RA, Av_00023019-RA	Dm_00006567-RA, Dm_00005134-RA
OG0000125	Av_00019160-RA, Av_00001507-RA	Dm_00010601-RA
OG0000125	Av_00006820-RA	Dm_00004819-RA
OG0000125	Av_00016779-RA	Dm_00000561-RA
OG0000126	Av_00024260-RA	Dm_00019691-RA, Dm_00020193-RA, Dm_00009923-RA, Dm_00006520-RA, Dm_00016739-RA, Dm_00005718-RA, Dm_00010318-RA, Dm_00014553-RA, Dm_00015759-RA, Dm_00017083-RA, Dm_00015758-RA, Dm_00011850-RA, Dm_00014574-RA, Dm_00015445-RA, Dm_00017871-RA, Dm_00008377-RA, Dm_00016693-RA, Dm_00020194-RA, Dm_00011129-RA, Dm_00014575-RA, Dm_00014905-RA, Dm_00009924-RA, Dm_00010640-RA, Dm_00000360-RA, Dm_00013494-RA, Dm_00013054-RA, Dm_00015159-RA, Dm_00003938-RA, Dm_00018601-RA, Dm_00016736-RA, Dm_00013187-RA
OG0000127	Av_00014440-RA, Av_00001249-RA	Dm_00001228-RA
OG0000127	Av_00002562-RA, Av_00018470-RA, Av_00006317-RA	Dm_00006084-RA
OG0000127	Av_00009246-RA, Av_00015031-RA, Av_00000921-RA, Av_00000920-RA	Dm_00000969-RA, Dm_00000275-RA, Dm_00000966-RA, Dm_00015587-RA
OG0000129	Av_00001105-RA, Av_00008320-RA, Av_00008319-RA, Av_00017954-RA, Av_00024632-RA, Av_00003603-RA	Dm_00019326-RA
OG0000131	Av_00008767-RA	Dm_00020931-RA, Dm_00002070-RA
OG0000134	Av_00001044-RA, Av_00022546-RA, Av_00018234-RA	Dm_00002439-RA
OG0000135	Av_00015825-RA	Dm_00020801-RA
OG0000135	Av_00023049-RA	Dm_00015604-RA
OG0000135	Av_00021246-RA, Av_00023855-RA	Dm_00010230-RA
OG0000135	Av_00017571-RA, Av_00013077-RA	Dm_00006540-RA
OG0000135	Av_00018331-RA	Dm_00009257-RA
OG0000135	Av_00017962-RA, Av_00001097-RA	Dm_00010456-RA, Dm_00019007-RA
OG0000136	Av_00023293-RA, Av_00020159-RA	Dm_00018695-RA
OG0000136	Av_00023894-RA, Av_00014249-RA, Av_00022366-RA	Dm_00005806-RA
OG0000137	Av_00012426-RA, Av_00009313-RA, Av_00015913-RA, Av_00010531-RA, Av_00010516-RA	Dm_00020784-RA, Dm_00016612-RA, Dm_00005256-RA, Dm_00006644-RA, Dm_00015272-RA, Dm_00020969-RA, Dm_00020646-RA
OG0000138	Av_00011570-RA	Dm_00008855-RA
OG0000138	Av_00005734-RA, Av_00017291-RA	Dm_00019040-RA
OG0000139	Av_00011998-RA	Dm_00010302-RA
OG0000139	Av_00005008-RA	Dm_00016348-RA
OG0000139	Av_00005715-RA	Dm_00002446-RA
OG0000140	Av_00019737-RA	Dm_00010965-RA
OG0000143	Av_00017945-RA, Av_00002008-RA	Dm_00003928-RA
OG0000144	Av_00016294-RA	Dm_00011268-RA
OG0000144	Av_00001844-RA	Dm_00009755-RA
OG0000145	Av_00008637-RA, Av_00011445-RA	Dm_00017523-RA
OG0000146	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA
OG0000147	Av_00021851-RA	Dm_00012154-RA
OG0000147	Av_00019395-RA	Dm_00005818-RA
OG0000147	Av_00012705-RA, Av_00020525-RA	Dm_00004214-RA
OG0000148	Av_00019670-RA, Av_00006146-RA	Dm_00003748-RA
OG0000148	Av_00020556-RA, Av_00014073-RA	Dm_00014512-RA
OG0000149	Av_00001613-RA	Dm_00013011-RA
OG0000149	Av_00016214-RA	Dm_00002696-RA
OG0000152	Av_00023873-RA	Dm_00019913-RA
OG0000152	Av_00012587-RA, Av_00015693-RA, Av_00005098-RA	Dm_00003386-RA, Dm_00006856-RA
OG0000152	Av_00006096-RA, Av_00005508-RA	Dm_00014149-RA
OG0000152	Av_00013353-RA	Dm_00020320-RA, Dm_00016601-RA
OG0000153	Av_00013452-RA, Av_00020182-RA, Av_00021340-RA	Dm_00003098-RA
OG0000153	Av_00016947-RA	Dm_00019288-RA
OG0000153	Av_00001271-RA, Av_00015076-RA	Dm_00004902-RA, Dm_00004472-RA
OG0000154	Av_00021482-RA, Av_00022567-RA, Av_00015465-RA	Dm_00006672-RA, Dm_00009628-RA
OG0000155	Av_00001520-RA, Av_00013491-RA	Dm_00014490-RA
OG0000155	Av_00024885-RA, Av_00001519-RA	Dm_00017503-RA
OG0000156	Av_00007919-RA, Av_00006858-RA	Dm_00008341-RA
OG0000156	Av_00024913-RA	Dm_00015627-RA
OG0000156	Av_00019326-RA, Av_00011725-RA	Dm_00010080-RA, Dm_00011484-RA
OG0000157	Av_00024921-RA	Dm_00017223-RA
OG0000157	Av_00010056-RA, Av_00007953-RA	Dm_00002335-RA
OG0000157	Av_00007384-RA, Av_00003795-RA, Av_00021642-RA	Dm_00004388-RA
OG0000159	Av_00008586-RA	Dm_00004560-RA
OG0000159	Av_00009492-RA	Dm_00000193-RA
OG0000160	Av_00007416-RA	Dm_00000160-RA
OG0000160	Av_00022355-RA	Dm_00002270-RA
OG0000160	Av_00022827-RA	Dm_00012322-RA
OG0000162	Av_00007787-RA	Dm_00020718-RA, Dm_00002774-RA
OG0000163	Av_00000797-RA, Av_00003444-RA	Dm_00013005-RA
OG0000163	Av_00006762-RA, Av_00008041-RA	Dm_00011806-RA
OG0000163	Av_00020340-RA	Dm_00003550-RA
OG0000164	Av_00009562-RA, Av_00022631-RA	Dm_00019025-RA
OG0000164	Av_00014947-RA	Dm_00014735-RA, Dm_00018986-RA
OG0000164	Av_00009037-RA, Av_00021627-RA	Dm_00000108-RA
OG0000168	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA	Dm_00004247-RA, Dm_00004248-RA
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	Dm_00001981-RA
OG0000170	Av_00005721-RA	Dm_00008657-RA
OG0000170	Av_00023969-RA	Dm_00013647-RA
OG0000170	Av_00005038-RA, Av_00003834-RA	Dm_00018535-RA
OG0000170	Av_00005502-RA, Av_00024526-RA	Dm_00015271-RA
OG0000170	Av_00006691-RA, Av_00016145-RA	Dm_00003497-RA, Dm_00003545-RA
OG0000171	Av_00010251-RA, Av_00010250-RA	Dm_00017813-RA
OG0000171	Av_00010069-RA, Av_00004643-RA, Av_00024165-RA	Dm_00000656-RA
OG0000171	Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA	Dm_00009503-RA
OG0000171	Av_00010342-RA, Av_00014519-RA	Dm_00000880-RA
OG0000171	Av_00023216-RA, Av_00010986-RA	Dm_00010899-RA
OG0000172	Av_00003826-RA, Av_00005047-RA	Dm_00001563-RA
OG0000172	Av_00005416-RA, Av_00002975-RA, Av_00010320-RA, Av_00017991-RA	Dm_00000012-RA
OG0000179	Av_00013630-RA, Av_00008250-RA	Dm_00013947-RA
OG0000179	Av_00008208-RA	Dm_00016891-RA
OG0000179	Av_00012567-RA	Dm_00014782-RA
OG0000179	Av_00015976-RA, Av_00011377-RA	Dm_00020368-RA
OG0000179	Av_00020630-RA, Av_00014246-RA, Av_00011691-RA	Dm_00017688-RA
OG0000180	Av_00007137-RA, Av_00017139-RA, Av_00021970-RA	Dm_00014427-RA
OG0000180	Av_00002186-RA	Dm_00015134-RA
OG0000181	Av_00011783-RA, Av_00006948-RA, Av_00016639-RA, Av_00014853-RA, Av_00011782-RA	Dm_00001869-RA
OG0000182	Av_00013467-RA	Dm_00013542-RA
OG0000182	Av_00013640-RA, Av_00023400-RA	Dm_00004694-RA
OG0000182	Av_00004288-RA, Av_00009862-RA, Av_00011072-RA, Av_00018316-RA, Av_00007261-RA	Dm_00003411-RA
OG0000183	Av_00019892-RA, Av_00021012-RA	Dm_00006578-RA
OG0000183	Av_00006175-RA, Av_00008439-RA	Dm_00003753-RA
OG0000183	Av_00014103-RA	Dm_00000721-RA
OG0000184	Av_00002027-RA	Dm_00010841-RA
OG0000184	Av_00012870-RA, Av_00012869-RA, Av_00012866-RA	Dm_00009564-RA
OG0000185	Av_00020648-RA, Av_00000618-RA	Dm_00008201-RA
OG0000185	Av_00020843-RA	Dm_00019609-RA
OG0000186	Av_00002766-RA, Av_00005199-RA	Dm_00012498-RA
OG0000188	Av_00014599-RA, Av_00005503-RA, Av_00024529-RA	Dm_00013309-RA, Dm_00006026-RA
OG0000188	Av_00008619-RA	Dm_00004072-RA
OG0000188	Av_00014654-RA	Dm_00020166-RA
OG0000189	Av_00008267-RA	Dm_00009083-RA
OG0000189	Av_00020740-RA	Dm_00005825-RA
OG0000189	Av_00003581-RA, Av_00008268-RA	Dm_00009082-RA
OG0000192	Av_00019192-RA, Av_00011814-RA	Dm_00001966-RA
OG0000192	Av_00010659-RA	Dm_00007600-RA
OG0000192	Av_00014755-RA	Dm_00018084-RA
OG0000193	Av_00015944-RA	Dm_00019935-RA
OG0000198	Av_00013347-RA	Dm_00010685-RA
OG0000198	Av_00013618-RA	Dm_00016861-RA
OG0000198	Av_00007082-RA	Dm_00019359-RA
OG0000198	Av_00016396-RA, Av_00013419-RA	Dm_00011593-RA
OG0000199	Av_00003513-RA	Dm_00014546-RA
OG0000199	Av_00024249-RA	Dm_00002428-RA
OG0000199	Av_00004418-RA, Av_00012295-RA, Av_00021266-RA	Dm_00013937-RA, Dm_00001731-RA
OG0000199	Av_00009032-RA	Dm_00000116-RA
OG0000199	Av_00003777-RA, Av_00007403-RA	Dm_00001028-RA
OG0000200	Av_00001956-RA	Dm_00011732-RA
OG0000201	Av_00006563-RA	Dm_00010307-RA
OG0000201	Av_00002041-RA	Dm_00001382-RA
OG0000203	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA	Dm_00016637-RA
OG0000206	Av_00007012-RA	Dm_00010176-RA
OG0000206	Av_00014917-RA, Av_00008149-RA	Dm_00018567-RA
OG0000206	Av_00018524-RA, Av_00012695-RA	Dm_00006201-RA
OG0000206	Av_00004740-RA, Av_00016933-RA	Dm_00020951-RA
OG0000206	Av_00023641-RA	Dm_00018450-RA
OG0000207	Av_00001416-RA	Dm_00008540-RA, Dm_00012316-RA
OG0000207	Av_00012253-RA	Dm_00020776-RA
OG0000207	Av_00000060-RA	Dm_00005362-RA
OG0000208	Av_00015817-RA	Dm_00010303-RA
OG0000211	Av_00021376-RA	Dm_00017798-RA, Dm_00019243-RA
OG0000211	Av_00006413-RA, Av_00007555-RA	Dm_00001989-RA
OG0000211	Av_00015516-RA, Av_00016968-RA	Dm_00005372-RA
OG0000212	Av_00009181-RA	Dm_00003314-RA
OG0000212	Av_00022867-RA	Dm_00011656-RA
OG0000212	Av_00018708-RA, Av_00023788-RA	Dm_00010728-RA
OG0000213	Av_00017744-RA	Dm_00011152-RA
OG0000213	Av_00019827-RA	Dm_00001766-RA
OG0000214	Av_00001794-RA	Dm_00007920-RA, Dm_00011105-RA
OG0000216	Av_00002521-RA, Av_00003068-RA	Dm_00003598-RA, Dm_00004133-RA
OG0000216	Av_00025005-RA, Av_00001398-RA	Dm_00001128-RA, Dm_00015348-RA
OG0000216	Av_00011937-RA, Av_00019820-RA	Dm_00004892-RA
OG0000217	Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA, Av_00018235-RA	Dm_00018926-RA
OG0000218	Av_00022649-RA, Av_00022097-RA	Dm_00015495-RA
OG0000220	Av_00000134-RA	Dm_00020025-RA
OG0000220	Av_00000133-RA	Dm_00001513-RA, Dm_00001514-RA, Dm_00020024-RA, Dm_00014687-RA, Dm_00017640-RA
OG0000221	Av_00012992-RA	Dm_00003470-RA
OG0000221	Av_00006316-RA	Dm_00006083-RA
OG0000221	Av_00012451-RA, Av_00009342-RA	Dm_00019483-RA
OG0000222	Av_00018681-RA	Dm_00007071-RA
OG0000222	Av_00005942-RA, Av_00005628-RA	Dm_00007034-RA
OG0000222	Av_00019951-RA, Av_00001491-RA	Dm_00020094-RA
OG0000222	Av_00020751-RA, Av_00023020-RA	Dm_00010493-RA
OG0000224	Av_00008716-RA, Av_00003651-RA	Dm_00004529-RA
OG0000224	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA	Dm_00007961-RA, Dm_00003159-RA
OG0000227	Av_00022148-RA	Dm_00015659-RA
OG0000227	Av_00004995-RA, Av_00003894-RA, Av_00005737-RA	Dm_00005804-RA
OG0000227	Av_00016728-RA, Av_00016727-RA, Av_00022907-RA	Dm_00008810-RA
OG0000228	Av_00010669-RA	Dm_00018952-RA
OG0000228	Av_00011221-RA, Av_00009247-RA, Av_00015029-RA	Dm_00000277-RA, Dm_00000967-RA
OG0000229	Av_00019979-RA, Av_00012518-RA, Av_00017907-RA, Av_00001955-RA	Dm_00007169-RA
OG0000229	Av_00011159-RA, Av_00004437-RA	Dm_00005607-RA
OG0000230	Av_00012766-RA	Dm_00006279-RA
OG0000230	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA	Dm_00010795-RA, Dm_00008107-RA
OG0000231	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA	Dm_00010742-RA
OG0000231	Av_00009817-RA	Dm_00004433-RA
OG0000231	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA	Dm_00003957-RA
OG0000232	Av_00002446-RA, Av_00015772-RA, Av_00022924-RA	Dm_00006467-RA
OG0000235	Av_00001192-RA	Dm_00007259-RA
OG0000235	Av_00011874-RA, Av_00007016-RA, Av_00006516-RA	Dm_00014092-RA
OG0000235	Av_00018801-RA	Dm_00019411-RA, Dm_00008269-RA
OG0000236	Av_00021788-RA	Dm_00018982-RA, Dm_00017997-RA
OG0000236	Av_00005695-RA	Dm_00014567-RA
OG0000237	Av_00015911-RA	Dm_00018021-RA
OG0000237	Av_00010141-RA	Dm_00020449-RA
OG0000237	Av_00023952-RA	Dm_00012499-RA, Dm_00016086-RA, Dm_00020474-RA, Dm_00003780-RA, Dm_00020796-RA, Dm_00013456-RA, Dm_00019147-RA, Dm_00017112-RA, Dm_00021042-RA, Dm_00017255-RA, Dm_00020870-RA, Dm_00019186-RA, Dm_00016681-RA, Dm_00016905-RA, Dm_00017807-RA, Dm_00018027-RA, Dm_00011144-RA, Dm_00018367-RA, Dm_00016384-RA, Dm_00017872-RA, Dm_00014800-RA, Dm_00020892-RA, Dm_00020251-RA, Dm_00010168-RA, Dm_00013681-RA, Dm_00020234-RA, Dm_00015063-RA, Dm_00017531-RA
OG0000237	Av_00016573-RA	Dm_00015894-RA
OG0000237	Av_00021605-RA	Dm_00015250-RA, Dm_00013902-RA, Dm_00015598-RA, Dm_00007302-RA, Dm_00006550-RA, Dm_00020100-RA, Dm_00020281-RA, Dm_00014382-RA, Dm_00002940-RA, Dm_00006608-RA, Dm_00011597-RA, Dm_00014005-RA, Dm_00018346-RA, Dm_00015368-RA, Dm_00019893-RA
OG0000237	Av_00010140-RA	Dm_00020326-RA, Dm_00006329-RA, Dm_00008504-RA
OG0000237	Av_00021603-RA, Av_00022727-RA, Av_00015690-RA	Dm_00012489-RA
OG0000238	Av_00022313-RA	Dm_00007963-RA
OG0000238	Av_00016331-RA, Av_00012514-RA	Dm_00007192-RA, Dm_00008221-RA, Dm_00008223-RA, Dm_00008222-RA
OG0000240	Av_00011911-RA	Dm_00003698-RA
OG0000240	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA	Dm_00007397-RA
OG0000240	Av_00023888-RA	Dm_00010486-RA
OG0000241	Av_00023851-RA	Dm_00008568-RA
OG0000241	Av_00006049-RA	Dm_00004181-RA
OG0000242	Av_00014620-RA	Dm_00012845-RA
OG0000242	Av_00019581-RA	Dm_00002713-RA
OG0000243	Av_00010707-RA	Dm_00017507-RA
OG0000243	Av_00010705-RA	Dm_00017506-RA, Dm_00020004-RA
OG0000244	Av_00013571-RA, Av_00001585-RA, Av_00009146-RA, Av_00014759-RA	Dm_00010726-RA
OG0000244	Av_00018452-RA	Dm_00003192-RA
OG0000245	Av_00020184-RA, Av_00023518-RA	Dm_00007470-RA, Dm_00005273-RA, Dm_00007469-RA
OG0000246	Av_00023306-RA	Dm_00015392-RA
OG0000246	Av_00013509-RA	Dm_00015799-RA, Dm_00018996-RA, Dm_00010772-RA, Dm_00019664-RA, Dm_00010970-RA, Dm_00007590-RA, Dm_00018698-RA, Dm_00019045-RA, Dm_00011739-RA, Dm_00008536-RA, Dm_00015596-RA, Dm_00007659-RA, Dm_00009389-RA, Dm_00015800-RA, Dm_00001055-RA, Dm_00009432-RA, Dm_00016564-RA, Dm_00017658-RA
OG0000247	Av_00013519-RA	Dm_00012774-RA
OG0000248	Av_00002684-RA, Av_00005308-RA	Dm_00006793-RA
OG0000249	Av_00004340-RA, Av_00008162-RA, Av_00014387-RA	Dm_00007674-RA
OG0000249	Av_00012069-RA	Dm_00018649-RA
OG0000249	Av_00013871-RA, Av_00011265-RA	Dm_00010765-RA
OG0000250	Av_00022983-RA, Av_00006637-RA	Dm_00013845-RA
OG0000250	Av_00000774-RA, Av_00004835-RA	Dm_00012773-RA
OG0000250	Av_00003217-RA	Dm_00014769-RA
OG0000250	Av_00008640-RA, Av_00000049-RA	Dm_00017039-RA
OG0000251	Av_00002368-RA	Dm_00015938-RA
OG0000251	Av_00005020-RA, Av_00017267-RA	Dm_00009500-RA, Dm_00001044-RA
OG0000252	Av_00021364-RA	Dm_00011892-RA
OG0000252	Av_00011935-RA, Av_00014355-RA, Av_00001163-RA	Dm_00012978-RA
OG0000254	Av_00024772-RA, Av_00004119-RA	Dm_00014114-RA
OG0000254	Av_00008022-RA, Av_00006776-RA, Av_00018116-RA	Dm_00007185-RA
OG0000256	Av_00009404-RA	Dm_00011654-RA
OG0000256	Av_00013916-RA, Av_00013917-RA	Dm_00020630-RA
OG0000256	Av_00000047-RA, Av_00011441-RA, Av_00011440-RA	Dm_00020395-RA, Dm_00004520-RA
OG0000257	Av_00022012-RA, Av_00015478-RA	Dm_00020715-RA
OG0000262	Av_00015108-RA, Av_00001317-RA, Av_00016799-RA	Dm_00000608-RA
OG0000262	Av_00008068-RA	Dm_00002554-RA
OG0000262	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA	Dm_00014915-RA
OG0000264	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA	Dm_00010481-RA
OG0000265	Av_00017215-RA, Av_00002364-RA	Dm_00012299-RA
OG0000266	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA	Dm_00005517-RA, Dm_00006442-RA
OG0000266	Av_00017739-RA, Av_00004775-RA	Dm_00011348-RA
OG0000267	Av_00012985-RA	Dm_00003016-RA
OG0000268	Av_00004669-RA	Dm_00019727-RA
OG0000268	Av_00006823-RA	Dm_00004823-RA
OG0000269	Av_00021511-RA, Av_00004127-RA	Dm_00013579-RA
OG0000269	Av_00021444-RA	Dm_00014933-RA
OG0000270	Av_00018108-RA	Dm_00004263-RA, Dm_00006561-RA
OG0000271	Av_00009293-RA, Av_00012407-RA	Dm_00002603-RA
OG0000271	Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA	Dm_00010741-RA
OG0000273	Av_00024264-RA	Dm_00015967-RA, Dm_00020428-RA, Dm_00012823-RA, Dm_00015829-RA, Dm_00019779-RA
OG0000273	Av_00017882-RA	Dm_00009879-RA
OG0000273	Av_00006455-RA	Dm_00018468-RA, Dm_00020255-RA, Dm_00020814-RA, Dm_00016889-RA, Dm_00020481-RA, Dm_00016654-RA, Dm_00015705-RA, Dm_00012209-RA, Dm_00012049-RA, Dm_00017542-RA, Dm_00016515-RA, Dm_00017373-RA, Dm_00010597-RA, Dm_00013806-RA, Dm_00019654-RA, Dm_00006784-RA, Dm_00013966-RA, Dm_00020743-RA, Dm_00014787-RA, Dm_00020219-RA, Dm_00011772-RA, Dm_00017251-RA, Dm_00015897-RA, Dm_00005474-RA, Dm_00015828-RA, Dm_00006848-RA, Dm_00020060-RA, Dm_00016652-RA, Dm_00019820-RA, Dm_00021103-RA, Dm_00020124-RA, Dm_00017310-RA, Dm_00012210-RA, Dm_00012048-RA, Dm_00015401-RA, Dm_00009728-RA, Dm_00017186-RA, Dm_00011651-RA, Dm_00018815-RA, Dm_00012702-RA, Dm_00012637-RA, Dm_00013338-RA, Dm_00020419-RA, Dm_00012824-RA, Dm_00019997-RA, Dm_00020907-RA, Dm_00018506-RA, Dm_00003903-RA, Dm_00015147-RA, Dm_00019287-RA, Dm_00011521-RA, Dm_00019861-RA
OG0000273	Av_00025096-RA, Av_00004339-RA	Dm_00006847-RA
OG0000273	Av_00005381-RA	Dm_00016514-RA, Dm_00003904-RA, Dm_00019246-RA, Dm_00020482-RA, Dm_00015840-RA
OG0000276	Av_00009904-RA	Dm_00003012-RA
OG0000276	Av_00005283-RA	Dm_00010885-RA
OG0000276	Av_00001287-RA	Dm_00001832-RA, Dm_00008973-RA
OG0000276	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA	Dm_00012068-RA
