Orthogroup	A_vesiculosa.proteins	S_lycopersicum.proteins
OG0000121	Av_00013289-RA	Solyc06g073740.3.1, Solyc06g073760.3.1, Solyc06g073750.3.1, Solyc11g071640.2.1
OG0000122	Av_00015184-RA	Solyc09g015300.1.1, Solyc01g017300.1.1, Solyc09g018800.2.1, Solyc09g015290.1.1
OG0000122	Av_00024977-RA	Solyc10g017890.1.1, Solyc02g020960.2.1
OG0000122	Av_00014604-RA	Solyc01g017310.1.1, Solyc06g009940.1.1
OG0000122	Av_00022651-RA	Solyc03g078005.1.1, Solyc00g245200.2.1, Solyc01g018090.2.1, Solyc10g052740.2.1
OG0000122	Av_00014602-RA	Solyc12g035580.1.1, Solyc02g036320.1.1, Solyc12g062610.1.1, Solyc07g021250.1.1, Solyc12g033070.1.1, Solyc12g033000.1.1
OG0000122	Av_00015420-RA	Solyc12g033040.1.1
OG0000122	Av_00014454-RA	Solyc12g032970.1.1, Solyc04g016170.2.1, Solyc12g033050.2.1, Solyc12g062590.1.1, Solyc07g021230.1.1, Solyc10g017910.2.1
OG0000122	Av_00024373-RA	Solyc06g009950.1.1, Solyc05g020010.1.1
OG0000122	Av_00014603-RA	Solyc12g032980.1.1, Solyc09g059640.2.1
OG0000123	Av_00009476-RA, Av_00001677-RA, Av_00001678-RA, Av_00018866-RA	Solyc12g098090.1.1, Solyc05g053170.3.1
OG0000123	Av_00020305-RA, Av_00003479-RA, Av_00006755-RA, Av_00023019-RA	Solyc09g091510.3.1, Solyc05g053550.3.1
OG0000124	Av_00010170-RA	Solyc10g050880.1.1, Solyc01g108530.3.1, Solyc01g108520.2.1
OG0000125	Av_00006820-RA	Solyc09g074230.3.1
OG0000125	Av_00020356-RA	Solyc01g098560.3.1
OG0000125	Av_00016779-RA	Solyc02g005180.3.1, Solyc01g098490.3.1, Solyc01g098500.3.1
OG0000127	Av_00014440-RA, Av_00001249-RA, Av_00002562-RA, Av_00018470-RA, Av_00006317-RA	Solyc09g074530.3.1
OG0000127	Av_00009246-RA, Av_00015031-RA, Av_00000921-RA, Av_00000920-RA	Solyc06g072630.3.1, Solyc03g097870.3.1, Solyc03g097590.3.1, Solyc03g097600.3.1, Solyc03g097570.3.1, Solyc03g097585.1.1, Solyc06g072620.3.1, Solyc03g097580.3.1, Solyc03g097610.3.1, Solyc06g072640.1.1
OG0000129	Av_00001105-RA, Av_00008320-RA, Av_00008319-RA, Av_00017954-RA, Av_00024632-RA, Av_00003603-RA	Solyc08g006500.3.1, Solyc06g063210.3.1, Solyc06g063180.2.1, Solyc06g063200.2.1, Solyc06g063170.3.1, Solyc06g063190.3.1
OG0000131	Av_00008767-RA	Solyc03g123410.1.1
OG0000134	Av_00001044-RA, Av_00022546-RA, Av_00018234-RA	Solyc04g079260.3.1, Solyc04g079250.3.1, Solyc04g079240.3.1
OG0000135	Av_00017571-RA, Av_00013077-RA, Av_00018331-RA	Solyc04g049400.3.1
OG0000135	Av_00017962-RA, Av_00001097-RA	Solyc05g047550.3.1
OG0000136	Av_00023894-RA, Av_00014249-RA, Av_00022366-RA	Solyc02g083580.4.1, Solyc03g033420.3.1, Solyc02g062020.3.1
OG0000137	Av_00012426-RA, Av_00009313-RA, Av_00015913-RA, Av_00010531-RA, Av_00010516-RA	Solyc05g054380.2.1, Solyc09g091000.3.1, Solyc12g096960.2.1, Solyc09g090990.2.1, Solyc09g090970.3.1, Solyc09g090980.3.1
OG0000140	Av_00019737-RA	Solyc11g011590.2.1, Solyc11g011580.2.1, Solyc04g008950.3.1, Solyc04g008940.3.1, Solyc11g011600.2.1, Solyc04g008930.2.1, Solyc04g008970.3.1, Solyc04g008960.3.1
OG0000143	Av_00008537-RA, Av_00017945-RA, Av_00002008-RA	Solyc04g074340.3.1, Solyc04g074330.3.1, Solyc04g074390.3.1, Solyc04g074380.3.1, Solyc04g074350.3.1, Solyc04g074360.2.1, Solyc12g057060.2.1, Solyc12g057080.2.1, Solyc12g057070.2.1
OG0000144	Av_00001844-RA	Solyc04g012160.3.1, Solyc11g010130.2.1
OG0000145	Av_00008637-RA, Av_00011445-RA	Solyc01g094210.2.1, Solyc01g099560.3.1, Solyc01g094240.3.1, Solyc01g094250.3.1, Solyc01g094260.3.1, Solyc01g094270.3.1, Solyc10g017570.3.1, Solyc01g094220.3.1
OG0000146	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA	Solyc09g015020.1.1, Solyc09g015000.3.1
OG0000146	Av_00011999-RA	Solyc06g076560.2.1, Solyc06g076520.1.1, Solyc06g076540.1.1, Solyc06g076570.3.1
OG0000147	Av_00021851-RA	Solyc05g013650.2.1, Solyc05g013660.3.1
OG0000147	Av_00019395-RA	Solyc02g093480.3.1
OG0000147	Av_00012705-RA, Av_00020525-RA	Solyc06g075110.3.1, Solyc11g069550.1.1, Solyc06g010170.3.1
OG0000148	Av_00022736-RA	Solyc04g011640.3.1, Solyc01g100200.3.1
OG0000148	Av_00019670-RA, Av_00006146-RA	Solyc06g076280.2.1
OG0000148	Av_00020556-RA, Av_00014073-RA	Solyc10g086530.1.1, Solyc09g010920.1.1
OG0000149	Av_00001613-RA	Solyc10g085630.2.1
OG0000149	Av_00011501-RA	Solyc01g090700.3.1
OG0000149	Av_00016214-RA	Solyc01g108790.2.1
OG0000152	Av_00022456-RA	Solyc05g055440.1.1, Solyc03g071620.1.1
OG0000153	Av_00013452-RA, Av_00020182-RA, Av_00021340-RA	Solyc09g007290.3.1
OG0000153	Av_00001271-RA, Av_00015076-RA	Solyc12g027650.1.1
OG0000155	Av_00001520-RA, Av_00013491-RA, Av_00024885-RA, Av_00001519-RA	Solyc04g011800.1.1, Solyc04g011810.1.1, Solyc04g011790.1.1, Solyc04g011870.1.1, Solyc04g011850.1.1, Solyc04g011830.1.1, Solyc04g011840.1.1, Solyc04g011780.1.1, Solyc04g011860.1.1, Solyc04g011820.1.1, Solyc05g051730.1.1, Solyc05g051720.1.1, Solyc04g011880.1.1, Solyc04g053110.1.1, Solyc00g028960.1.1
OG0000156	Av_00024913-RA	Solyc08g065910.1.1, Solyc12g008670.2.1
OG0000156	Av_00019326-RA, Av_00011725-RA	Solyc11g069030.2.1, Solyc06g074920.2.1, Solyc06g074910.3.1, Solyc09g008250.3.1
OG0000157	Av_00024921-RA	Solyc10g007470.3.1
OG0000157	Av_00010056-RA, Av_00007953-RA	Solyc03g116840.2.1
OG0000157	Av_00005838-RA, Av_00007384-RA, Av_00003795-RA, Av_00021642-RA	Solyc10g080090.2.1, Solyc12g009640.1.1
OG0000159	Av_00008586-RA	Solyc10g005060.3.1
OG0000159	Av_00009492-RA	Solyc03g080180.3.1
OG0000160	Av_00007416-RA	Solyc04g082610.3.1
OG0000160	Av_00022355-RA, Av_00022827-RA	Solyc02g082480.3.1
OG0000162	Av_00004972-RA	Solyc02g086270.3.1
OG0000162	Av_00007787-RA	Solyc05g008930.3.1
OG0000163	Av_00004788-RA	Solyc06g008530.2.1
OG0000163	Av_00020340-RA	Solyc11g006220.2.1
OG0000164	Av_00009562-RA, Av_00022631-RA	Solyc03g098280.3.1, Solyc06g072300.3.1
OG0000164	Av_00014947-RA	Solyc06g074730.3.1
OG0000164	Av_00009037-RA, Av_00021627-RA	Solyc12g006790.2.1
OG0000164	Av_00018348-RA, Av_00005134-RA	Solyc09g082830.3.1
OG0000165	Av_00019533-RA	Solyc11g007790.1.1, Solyc10g076440.1.1, Solyc02g037540.2.1
OG0000168	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA	Solyc01g096740.3.1
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	Solyc05g055870.3.1, Solyc04g050990.3.1, Solyc12g098200.2.1, Solyc12g044930.2.1, Solyc12g098190.2.1, Solyc05g053620.3.1, Solyc04g056735.1.1, Solyc04g056710.2.1, Solyc04g056680.2.1, Solyc12g096890.1.1
OG0000170	Av_00023969-RA	Solyc06g005800.3.1, Solyc06g076430.3.1
OG0000170	Av_00015134-RA, Av_00006691-RA, Av_00016145-RA	Solyc05g055060.3.1, Solyc09g090060.3.1, Solyc06g053630.3.1
OG0000171	Av_00010251-RA, Av_00010250-RA, Av_00010069-RA, Av_00004643-RA, Av_00024165-RA, Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA	Solyc08g066660.1.1, Solyc03g120840.2.1, Solyc06g066540.1.1
OG0000171	Av_00023216-RA, Av_00010986-RA	Solyc05g050830.2.1, Solyc01g090560.3.1, Solyc08g078410.1.1, Solyc08g078420.1.1
OG0000172	Av_00019965-RA	Solyc06g048560.1.1, Solyc03g095490.3.1
OG0000172	Av_00003826-RA, Av_00005047-RA, Av_00005416-RA, Av_00002975-RA, Av_00010320-RA, Av_00017991-RA	Solyc09g030450.3.1
OG0000179	Av_00013630-RA, Av_00008250-RA, Av_00008208-RA	Solyc05g055980.3.1
OG0000179	Av_00012567-RA	Solyc09g007080.3.1, Solyc10g084410.2.1
OG0000179	Av_00020630-RA, Av_00014246-RA, Av_00011691-RA	Solyc02g083420.3.1, Solyc03g033340.3.1
OG0000180	Av_00007137-RA, Av_00017139-RA, Av_00021970-RA	Solyc12g009300.3.1, Solyc07g042550.3.1
OG0000181	Av_00020506-RA, Av_00008380-RA, Av_00008381-RA	Solyc11g012860.2.1, Solyc06g060320.3.1
OG0000181	Av_00011783-RA, Av_00006948-RA, Av_00016639-RA, Av_00014853-RA, Av_00011782-RA	Solyc12g068070.2.1
OG0000182	Av_00013467-RA, Av_00013640-RA, Av_00023400-RA	Solyc06g011350.3.1, Solyc11g069430.2.1, Solyc10g084120.2.1, Solyc09g007765.1.1, Solyc09g007770.2.1, Solyc09g007760.3.1
OG0000183	Av_00017849-RA, Av_00022898-RA, Av_00019892-RA, Av_00021012-RA, Av_00006175-RA, Av_00008439-RA	Solyc07g053670.3.1
OG0000184	Av_00012870-RA, Av_00012869-RA, Av_00012866-RA	Solyc03g005530.1.1, Solyc03g005537.1.1
OG0000185	Av_00020648-RA, Av_00000618-RA	Solyc09g082060.3.1
OG0000185	Av_00020843-RA	Solyc08g014340.3.1
OG0000186	Av_00002766-RA, Av_00005199-RA, Av_00000877-RA, Av_00022484-RA, Av_00000876-RA	Solyc05g023740.3.1
OG0000187	Av_00020489-RA	Solyc02g094220.2.1
OG0000187	Av_00018686-RA	Solyc02g094210.1.1
OG0000188	Av_00014599-RA, Av_00005503-RA, Av_00024529-RA, Av_00008619-RA, Av_00014654-RA	Solyc10g011960.2.1, Solyc05g049990.3.1
OG0000189	Av_00008267-RA	Solyc05g005830.3.1
OG0000189	Av_00020740-RA	Solyc05g005860.2.1, Solyc05g005850.3.1
OG0000189	Av_00003581-RA, Av_00008268-RA	Solyc02g087060.3.1, Solyc02g087050.2.1
OG0000191	Av_00021883-RA, Av_00021882-RA	Solyc07g065090.2.1
OG0000192	Av_00014755-RA	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1
OG0000198	Av_00013347-RA	Solyc04g011440.4.1, Solyc11g066100.2.1
OG0000199	Av_00003513-RA	Solyc09g082530.2.1
OG0000199	Av_00004418-RA, Av_00012295-RA, Av_00021266-RA, Av_00001076-RA	Solyc12g088950.2.1
OG0000199	Av_00009032-RA, Av_00003777-RA, Av_00007403-RA, Av_00019446-RA	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1
OG0000200	Av_00001956-RA	Solyc02g084910.3.1
OG0000201	Av_00006563-RA	Solyc05g055700.3.1
OG0000201	Av_00002041-RA	Solyc03g007200.2.1, Solyc06g063040.1.1, Solyc12g010960.2.1, Solyc12g010950.2.1, Solyc12g096760.2.1
OG0000203	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA	Solyc06g036070.3.1, Solyc03g025420.3.1
OG0000206	Av_00007012-RA, Av_00014917-RA, Av_00008149-RA	Solyc01g014480.3.1, Solyc01g006650.2.1
OG0000206	Av_00018524-RA, Av_00012695-RA, Av_00004740-RA, Av_00016933-RA	Solyc06g073720.2.1, Solyc06g073730.2.1, Solyc01g009170.3.1
OG0000206	Av_00023641-RA	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1
OG0000207	Av_00001416-RA	Solyc09g066260.3.1, Solyc06g083930.2.1
OG0000207	Av_00012253-RA	Solyc01g098220.2.1
OG0000207	Av_00010915-RA, Av_00015240-RA	Solyc01g091420.2.1
OG0000207	Av_00000060-RA	Solyc01g091400.3.1
OG0000208	Av_00015817-RA	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1
OG0000211	Av_00003836-RA, Av_00005037-RA, Av_00021376-RA	Solyc09g018020.3.1, Solyc05g052245.1.1, Solyc05g052250.3.1, Solyc06g049050.3.1
OG0000211	Av_00006413-RA, Av_00007555-RA, Av_00015516-RA, Av_00016968-RA	Solyc05g007830.3.1, Solyc01g010890.3.1, Solyc02g088100.3.1
OG0000212	Av_00009181-RA, Av_00022867-RA, Av_00001625-RA, Av_00012930-RA, Av_00009405-RA, Av_00002082-RA	Solyc01g094400.3.1, Solyc10g017550.3.1
OG0000212	Av_00018708-RA, Av_00023788-RA	Solyc06g005360.3.1
OG0000213	Av_00007469-RA, Av_00005967-RA	Solyc02g080880.3.1, Solyc02g032940.3.1
OG0000213	Av_00017744-RA, Av_00019827-RA	Solyc07g051850.3.1, Solyc01g101240.3.1, Solyc09g082760.3.1, Solyc03g005280.3.1, Solyc09g082930.1.1, Solyc03g005290.2.1
OG0000214	Av_00001794-RA	Solyc02g066960.3.1, Solyc02g088750.2.1
OG0000216	Av_00002521-RA, Av_00003068-RA	Solyc07g065080.4.1
OG0000216	Av_00025005-RA, Av_00001398-RA	Solyc06g083070.3.1, Solyc09g056170.3.1
OG0000216	Av_00011937-RA, Av_00019820-RA	Solyc07g049600.3.1, Solyc12g005920.2.1
OG0000217	Av_00020112-RA, Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA, Av_00018235-RA	Solyc07g066550.3.1
OG0000218	Av_00012318-RA	Solyc01g005210.3.1
OG0000218	Av_00022649-RA, Av_00022097-RA	Solyc08g076650.3.1
OG0000219	Av_00012929-RA	Solyc07g020720.1.1, Solyc03g045080.2.1
OG0000220	Av_00003043-RA	Solyc07g065920.3.1
OG0000221	Av_00006316-RA	Solyc02g091520.3.1, Solyc02g063370.2.1
OG0000221	Av_00012451-RA, Av_00009342-RA	Solyc12g040800.2.1, Solyc06g068940.3.1, Solyc03g118710.3.1, Solyc03g118720.3.1
OG0000222	Av_00018681-RA	Solyc08g005280.2.1, Solyc08g076320.3.1
OG0000222	Av_00005942-RA, Av_00005628-RA	Solyc01g067520.3.1, Solyc10g074620.2.1
OG0000222	Av_00019951-RA, Av_00001491-RA	Solyc09g075550.3.1
OG0000224	Av_00008716-RA, Av_00003651-RA	Solyc02g078320.2.1
OG0000224	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA	Solyc07g054080.2.1, Solyc12g010670.1.1, Solyc10g008410.1.1, Solyc10g008400.1.1
OG0000227	Av_00022148-RA, Av_00004995-RA, Av_00003894-RA, Av_00005737-RA, Av_00016728-RA, Av_00016727-RA, Av_00022907-RA, Av_00022213-RA	Solyc04g011520.3.1
OG0000228	Av_00010669-RA	Solyc12g056900.2.1, Solyc04g072640.3.1, Solyc02g088620.3.1
OG0000229	Av_00011159-RA, Av_00004437-RA	Solyc01g109860.3.1, Solyc11g040280.2.1, Solyc10g053900.2.1
OG0000230	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA	Solyc06g065210.4.1, Solyc11g020610.3.1
OG0000231	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA, Av_00009817-RA	Solyc07g006500.3.1
OG0000231	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA	Solyc04g025940.3.1, Solyc05g005750.3.1
OG0000235	Av_00018801-RA	Solyc03g063280.3.1
OG0000235	Av_00009078-RA	Solyc01g073960.3.1, Solyc06g009900.2.1, Solyc10g044960.2.1
OG0000236	Av_00003858-RA, Av_00005021-RA	Solyc06g051620.3.1, Solyc05g052760.3.1
OG0000236	Av_00021788-RA	Solyc06g082000.3.1
OG0000236	Av_00005695-RA	Solyc03g096070.3.1, Solyc06g051630.4.1
OG0000240	Av_00011911-RA	Solyc10g083670.2.1, Solyc05g055410.2.1
OG0000240	Av_00003810-RA	Solyc10g083675.1.1
OG0000240	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA, Av_00023888-RA	Solyc11g066820.2.1, Solyc06g074630.3.1
OG0000241	Av_00023851-RA	Solyc08g077940.2.1, Solyc06g060960.2.1
OG0000241	Av_00006049-RA	Solyc03g093700.2.1, Solyc03g093710.1.1, Solyc03g093760.1.1, Solyc06g017863.1.1, Solyc03g093715.1.1, Solyc03g093770.1.1, Solyc03g093730.1.1, Solyc06g017870.1.1, Solyc06g017867.1.1
OG0000243	Av_00010705-RA	Solyc08g079355.1.1, Solyc08g079317.1.1
OG0000245	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA	Solyc10g086000.2.1
OG0000247	Av_00013519-RA	Solyc09g074850.3.1, Solyc06g009040.3.1, Solyc06g009020.2.1
OG0000249	Av_00008847-RA, Av_00007310-RA	Solyc04g077020.3.1, Solyc02g087880.3.1, Solyc08g006890.3.1
OG0000250	Av_00022983-RA, Av_00006637-RA	Solyc01g101000.3.1
OG0000250	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA	Solyc01g091620.3.1, Solyc05g051050.3.1
OG0000251	Av_00002368-RA	Solyc12g013920.2.1, Solyc07g062880.3.1
OG0000251	Av_00005020-RA, Av_00017267-RA	Solyc03g096130.2.1, Solyc03g096260.2.1, Solyc03g096250.3.1
OG0000251	Av_00003859-RA	Solyc07g062890.3.1
OG0000252	Av_00021364-RA	Solyc09g008020.3.1
OG0000252	Av_00011935-RA, Av_00014355-RA, Av_00001163-RA	Solyc04g024710.3.1
OG0000254	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA	Solyc06g071560.3.1
OG0000256	Av_00009404-RA	Solyc03g025770.3.1, Solyc03g025760.3.1
OG0000256	Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA	Solyc01g094390.2.1
OG0000257	Av_00022012-RA, Av_00015478-RA	Solyc05g005490.3.1
OG0000262	Av_00015108-RA, Av_00001317-RA, Av_00016799-RA	Solyc01g099520.3.1, Solyc09g074890.1.1
OG0000262	Av_00008068-RA, Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA	Solyc12g005460.1.1
OG0000264	Av_00008916-RA	Solyc11g028020.2.1, Solyc06g064840.3.1
OG0000264	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA	Solyc02g071730.3.1
OG0000265	Av_00017215-RA, Av_00002364-RA	Solyc12g088000.2.1, Solyc12g096240.2.1, Solyc10g007110.3.1
OG0000266	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA	Solyc03g031760.3.1, Solyc10g005330.3.1, Solyc02g080260.3.1
OG0000267	Av_00000949-RA, Av_00011354-RA	Solyc07g039510.3.1, Solyc05g014110.3.1, Solyc05g018770.2.1, Solyc07g039530.1.1, Solyc07g039525.1.1, Solyc07g039520.1.1
OG0000268	Av_00004669-RA, Av_00006823-RA	Solyc03g116640.3.1, Solyc06g009695.1.1
OG0000269	Av_00021444-RA	Solyc08g066200.3.1, Solyc12g095890.2.1
OG0000270	Av_00018108-RA	Solyc06g064620.3.1, Solyc03g121680.2.1
OG0000271	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA	Solyc06g071350.3.1, Solyc03g114060.3.1
OG0000276	Av_00009904-RA	Solyc04g081120.1.1, Solyc04g081130.1.1, Solyc04g081110.1.1, Solyc04g081140.1.1, Solyc12g089250.1.1
OG0000276	Av_00005283-RA	Solyc04g005780.1.1, Solyc05g007010.2.1
OG0000276	Av_00001287-RA	Solyc07g006660.1.1
OG0000276	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA	Solyc07g021020.3.1
OG0000277	Av_00017356-RA, Av_00008487-RA	Solyc06g074360.3.1
OG0000277	Av_00008677-RA	Solyc04g074320.2.1
OG0000277	Av_00005392-RA, Av_00006367-RA, Av_00005393-RA, Av_00002614-RA	Solyc05g009770.2.1
OG0000277	Av_00011866-RA, Av_00007006-RA, Av_00001198-RA	Solyc03g059270.3.1
OG0000278	Av_00008364-RA	Solyc06g064660.3.1, Solyc11g045610.2.1
OG0000278	Av_00020086-RA	Solyc01g103350.3.1
OG0000278	Av_00016433-RA, Av_00011211-RA, Av_00007857-RA, Av_00000205-RA	Solyc07g063130.3.1
OG0000279	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA, Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA	Solyc06g053300.3.1, Solyc03g082395.1.1, Solyc03g082390.3.1, Solyc03g082400.3.1
OG0000280	Av_00005204-RA, Av_00002761-RA	Solyc01g009820.3.1
OG0000280	Av_00023876-RA	Solyc02g094410.3.1
OG0000286	Av_00003033-RA, Av_00005457-RA	Solyc01g091470.3.1, Solyc08g007560.2.1, Solyc08g079720.3.1, Solyc06g060500.1.1
OG0000287	Av_00018628-RA, Av_00018815-RA	Solyc12g096020.2.1, Solyc08g062650.2.1
OG0000288	Av_00008899-RA	Solyc07g027025.1.1
OG0000290	Av_00005822-RA	Solyc03g033813.1.1
OG0000291	Av_00015510-RA, Av_00016961-RA	Solyc05g007490.3.1, Solyc03g078060.3.1, Solyc01g010870.3.1
OG0000291	Av_00001758-RA, Av_00015912-RA, Av_00010518-RA	Solyc03g116150.3.1, Solyc06g069870.3.1
OG0000291	Av_00020641-RA, Av_00020797-RA	Solyc08g077240.3.1
OG0000292	Av_00011948-RA, Av_00011651-RA	Solyc04g010110.3.1
OG0000293	Av_00015703-RA, Av_00021177-RA, Av_00002893-RA	Solyc09g008280.2.1, Solyc10g083970.1.1
OG0000293	Av_00022981-RA, Av_00001335-RA, Av_00015129-RA, Av_00021052-RA	Solyc12g099000.2.1, Solyc01g101060.3.1
OG0000294	Av_00016133-RA, Av_00016751-RA	Solyc04g050070.2.1, Solyc05g055940.3.1
OG0000295	Av_00013205-RA, Av_00018795-RA	Solyc10g080700.2.1
OG0000295	Av_00004640-RA, Av_00019262-RA, Av_00024759-RA	Solyc12g095830.2.1, Solyc11g070170.2.1
OG0000296	Av_00017187-RA, Av_00012645-RA	Solyc06g084330.3.1, Solyc09g064810.3.1
OG0000296	Av_00014149-RA, Av_00005603-RA, Av_00005975-RA	Solyc02g036260.3.1, Solyc02g036210.1.1, Solyc02g081030.3.1
OG0000296	Av_00013087-RA, Av_00004769-RA, Av_00017746-RA	Solyc07g048110.3.1
OG0000298	Av_00022919-RA, Av_00018105-RA	Solyc10g005550.2.1
OG0000299	Av_00005627-RA	Solyc12g005370.2.1
OG0000299	Av_00023775-RA	Solyc05g046000.3.1, Solyc12g005790.2.1, Solyc08g075830.3.1
OG0000300	Av_00007014-RA, Av_00011871-RA, Av_00016564-RA, Av_00014394-RA	Solyc01g006560.3.1, Solyc12g011040.2.1
OG0000301	Av_00012772-RA, Av_00018519-RA, Av_00012701-RA, Av_00006224-RA, Av_00012771-RA	Solyc11g072590.2.1, Solyc06g005190.3.1
OG0000302	Av_00006379-RA, Av_00005789-RA, Av_00004954-RA	Solyc02g089320.3.1, Solyc02g065700.3.1
OG0000302	Av_00004974-RA	Solyc03g034270.3.1, Solyc02g086220.3.1
OG0000302	Av_00001688-RA, Av_00017656-RA	Solyc03g111770.3.1
OG0000302	Av_00001995-RA	Solyc02g067925.1.1
OG0000303	Av_00006444-RA, Av_00007518-RA	Solyc05g006540.3.1
OG0000303	Av_00005745-RA, Av_00017301-RA, Av_00021390-RA, Av_00023774-RA, Av_00009132-RA	Solyc02g087360.3.1, Solyc02g067570.3.1
OG0000309	Av_00014221-RA, Av_00011662-RA	Solyc11g010990.2.1, Solyc11g010980.2.1, Solyc11g010960.2.1, Solyc11g011340.2.1, Solyc11g011330.2.1
OG0000310	Av_00018710-RA	Solyc08g062130.1.1
OG0000310	Av_00021463-RA	Solyc05g018360.1.1, Solyc11g061950.1.1
OG0000311	Av_00013165-RA, Av_00021723-RA, Av_00013166-RA	Solyc10g079320.2.1, Solyc04g016190.1.1, Solyc10g079980.1.1, Solyc10g079330.1.1
OG0000313	Av_00007312-RA	Solyc10g049280.2.1, Solyc01g106920.3.1
OG0000313	Av_00020737-RA	Solyc05g006020.3.1
OG0000313	Av_00012410-RA, Av_00011285-RA	Solyc12g026430.2.1, Solyc03g114030.3.1, Solyc06g071330.3.1
OG0000314	Av_00020896-RA, Av_00013471-RA	Solyc09g007830.3.1, Solyc10g084150.2.1
OG0000315	Av_00023261-RA	Solyc07g049670.3.1
OG0000316	Av_00001032-RA, Av_00018224-RA	Solyc07g008940.3.1
OG0000317	Av_00005842-RA, Av_00003793-RA, Av_00007385-RA, Av_00021641-RA, Av_00009053-RA	Solyc07g008040.3.1
OG0000318	Av_00016108-RA, Av_00023640-RA	Solyc11g072940.2.1, Solyc06g075590.3.1
OG0000319	Av_00018339-RA	Solyc02g088120.3.1, Solyc02g067210.3.1
OG0000321	Av_00022737-RA	Solyc06g082210.1.1
OG0000321	Av_00003437-RA, Av_00004792-RA	Solyc06g083860.2.1
OG0000322	Av_00010529-RA	Solyc09g075060.3.1, Solyc09g075070.3.1
OG0000323	Av_00009642-RA, Av_00002228-RA, Av_00024035-RA, Av_00001478-RA	Solyc09g061710.3.1
OG0000323	Av_00007405-RA, Av_00009030-RA	Solyc04g071690.3.1
OG0000323	Av_00004878-RA, Av_00003773-RA, Av_00021623-RA	Solyc04g081880.3.1
OG0000324	Av_00023687-RA	Solyc09g055950.1.1
OG0000324	Av_00015158-RA	Solyc10g017940.1.1, Solyc10g061830.2.1, Solyc12g027550.1.1
OG0000324	Av_00014600-RA	Solyc10g047410.1.1
OG0000324	Av_00023551-RA, Av_00021192-RA	Solyc02g080635.1.1, Solyc01g011480.1.1
OG0000324	Av_00023887-RA	Solyc07g008990.1.1, Solyc09g031730.1.1
OG0000325	Av_00020995-RA	Solyc05g013450.3.1, Solyc05g013470.3.1, Solyc05g013460.3.1, Solyc07g008410.3.1, Solyc12g019330.2.1, Solyc12g019320.2.1
OG0000326	Av_00021579-RA, Av_00019248-RA	Solyc02g084670.3.1
OG0000326	Av_00006618-RA, Av_00015077-RA	Solyc05g056580.3.1
OG0000327	Av_00010005-RA, Av_00007907-RA	Solyc12g088790.2.1, Solyc04g078790.3.1
OG0000327	Av_00014198-RA	Solyc11g005780.2.1
OG0000327	Av_00008017-RA	Solyc06g062460.3.1, Solyc03g121240.1.1
OG0000327	Av_00012497-RA, Av_00022034-RA, Av_00024141-RA	Solyc03g044460.1.1, Solyc02g090950.1.1
