Orthogroup	L_sativa.proteins	G_max.proteins
OG0000040	Lsat_1_v5_gn_3_61580.1, Lsat_1_v5_gn_3_61580.5, Lsat_1_v5_gn_3_61580.3, Lsat_1_v5_gn_3_61600.1, Lsat_1_v5_gn_3_61560.2, Lsat_1_v5_gn_3_61560.1, Lsat_1_v5_gn_3_62461.1, Lsat_1_v5_gn_3_62461.3, Lsat_1_v5_gn_3_62461.2, Lsat_1_v5_gn_3_62321.1, Lsat_1_v5_gn_3_62321.2, Lsat_1_v5_gn_3_62301.2, Lsat_1_v5_gn_3_62301.1	GmISU01.05G203400.1.p, GmISU01.08G040800.1.p, GmISU01.08G040900.1.p, GmISU01.10G231000.4.p, GmISU01.20G085800.1.p, GmISU01.20G086300.4.p, GmISU01.20G086300.1.p, GmISU01.20G086300.2.p, GmISU01.20G086400.2.p, GmISU01.20G086400.1.p, GmISU01.20G086400.3.p, GmISU01.20G085900.2.p, GmISU01.20G086100.1.p, GmISU01.10G230900.1.p, GmISU01.20G085900.1.p, GmISU01.10G231000.2.p, GmISU01.20G086200.1.p, GmISU01.10G081500.1.p
OG0000041	Lsat_1_v5_gn_4_71501.1, Lsat_1_v5_gn_3_46481.1	GmISU01.06G003500.1.p, GmISU01.04G003700.1.p, GmISU01.12G029300.1.p, GmISU01.11G098600.1.p
OG0000041	Lsat_1_v5_gn_8_43460.1	GmISU01.20G011000.1.p, GmISU01.07G183700.1.p
OG0000041	Lsat_1_v5_gn_9_8501.3	GmISU01.10G146900.1.p, GmISU01.20G169600.1.p, GmISU01.02G005100.1.p, GmISU01.10G005900.1.p
OG0000041	Lsat_1_v5_gn_6_114481.1	GmISU01.02G012700.1.p, GmISU01.10G013600.1.p
OG0000041	Lsat_1_v5_gn_7_35020.1	GmISU01.13G081300.1.p, GmISU01.17G046000.1.p
OG0000041	Lsat_1_v5_gn_6_53661.1	GmISU01.14G126000.1.p, GmISU01.13G013900.1.p
OG0000042	Lsat_1_v5_gn_9_64341.1, Lsat_1_v5_gn_9_64341.2, Lsat_1_v5_gn_9_63660.3	GmISU01.12G054200.1.p
OG0000042	Lsat_1_v5_gn_9_24040.1	GmISU01.11G123500.1.p
OG0000042	Lsat_1_v5_gn_6_116221.1, Lsat_1_v5_gn_6_116940.1	GmISU01.18G139600.1.p, GmISU01.07G119700.1.p, GmISU01.07G119850.1.p, GmISU01.18G139800.1.p
OG0000043	Lsat_1_v5_gn_6_112940.1, Lsat_1_v5_gn_6_112960.1, Lsat_1_v5_gn_1_25520.1, Lsat_1_v5_gn_1_25520.3, Lsat_1_v5_gn_1_22720.1, Lsat_1_v5_gn_1_8140.2, Lsat_1_v5_gn_1_7281.3, Lsat_1_v5_gn_1_7281.1, Lsat_1_v5_gn_1_8240.2, Lsat_1_v5_gn_1_7200.1, Lsat_1_v5_gn_1_7200.2, Lsat_1_v5_gn_1_8140.1, Lsat_1_v5_gn_1_8140.4, Lsat_1_v5_gn_1_7281.2, Lsat_1_v5_gn_1_7841.1, Lsat_1_v5_gn_1_7841.2, Lsat_1_v5_gn_1_23801.1, Lsat_1_v5_gn_1_23801.2, Lsat_1_v5_gn_1_23761.1, Lsat_1_v5_gn_1_23821.1, Lsat_1_v5_gn_1_23581.1, Lsat_1_v5_gn_1_23621.1, Lsat_1_v5_gn_1_23581.2, Lsat_1_v5_gn_1_23721.1, Lsat_1_v5_gn_1_23701.1, Lsat_1_v5_gn_4_155980.1, Lsat_1_v5_gn_4_129180.1, Lsat_1_v5_gn_4_129060.1, Lsat_1_v5_gn_4_129800.1	GmISU01.11G085400.1.p
OG0000044	Lsat_1_v5_gn_2_76741.1	GmISU01.16G114600.1.p, GmISU01.02G052900.1.p, GmISU01.02G052700.1.p, GmISU01.01G138700.1.p
OG0000044	Lsat_1_v5_gn_9_124220.1	GmISU01.02G138600.2.p, GmISU01.02G138600.1.p
OG0000044	Lsat_1_v5_gn_5_35960.3, Lsat_1_v5_gn_5_35960.1	GmISU01.07G137500.3.p, GmISU01.07G137500.2.p, GmISU01.20G004500.4.p, GmISU01.20G004500.1.p
OG0000044	Lsat_1_v5_gn_2_109221.1	GmISU01.13G111000.1.p, GmISU01.10G047500.1.p, GmISU01.10G047500.5.p, GmISU01.10G047500.3.p, GmISU01.10G047500.2.p, GmISU01.03G141300.1.p, GmISU01.19G144700.1.p
OG0000044	Lsat_1_v5_gn_6_14101.1	GmISU01.13G308400.1.p, GmISU01.13G308400.2.p, GmISU01.15G023300.1.p, GmISU01.08G178900.1.p, GmISU01.07G008200.1.p
OG0000044	Lsat_1_v5_gn_4_66301.1, Lsat_1_v5_gn_4_66301.3	GmISU01.13G256200.1.p, GmISU01.12G173600.1.p, GmISU01.06G244000.1.p, GmISU01.12G103300.1.p
OG0000044	Lsat_1_v5_gn_5_185501.1	GmISU01.10G027900.1.p, GmISU01.02G129400.1.p, GmISU01.03G121000.1.p, GmISU01.19G125100.1.p
OG0000046	Lsat_1_v5_gn_5_118741.1, Lsat_1_v5_gn_5_118741.3, Lsat_1_v5_gn_9_109560.2, Lsat_1_v5_gn_9_109560.3, Lsat_1_v5_gn_9_109560.1	GmISU01.04G012700.2.p, GmISU01.04G012700.1.p
OG0000046	Lsat_1_v5_gn_5_103581.1, Lsat_1_v5_gn_8_95340.1	GmISU01.09G152400.1.p, GmISU01.07G077500.1.p
OG0000046	Lsat_1_v5_gn_3_60180.3, Lsat_1_v5_gn_3_60180.1	GmISU01.01G073600.1.p, GmISU01.01G073600.4.p, GmISU01.01G073600.3.p, GmISU01.02G114200.1.p, GmISU01.16G084200.1.p
OG0000046	Lsat_1_v5_gn_2_86540.1	GmISU01.08G235400.1.p, GmISU01.08G235400.2.p, GmISU01.18G222200.3.p, GmISU01.18G222200.1.p, GmISU01.18G222200.2.p
OG0000046	Lsat_1_v5_gn_5_130540.1, Lsat_1_v5_gn_5_130540.2, Lsat_1_v5_gn_5_130540.3	GmISU01.07G004100.1.p, GmISU01.07G004100.4.p
OG0000047	Lsat_1_v5_gn_6_109820.1	GmISU01.14G141000.1.p, GmISU01.13G059600.1.p
OG0000047	Lsat_1_v5_gn_1_102361.1	GmISU01.04G117050.1.p
OG0000048	Lsat_1_v5_gn_5_149921.1	GmISU01.18G048900.1.p
OG0000048	Lsat_1_v5_gn_5_152461.3, Lsat_1_v5_gn_5_152461.1	GmISU01.18G159300.1.p, GmISU01.09G232500.1.p, GmISU01.01G099400.1.p, GmISU01.03G035000.1.p, GmISU01.03G035300.1.p, GmISU01.03G035100.1.p, GmISU01.01G099300.1.p, GmISU01.03G035200.1.p, GmISU01.01G100900.1.p, GmISU01.03G031850.1.p, GmISU01.01G099200.1.p
OG0000048	Lsat_1_v5_gn_1_89881.2, Lsat_1_v5_gn_1_89881.3, Lsat_1_v5_gn_1_89881.1	GmISU01.08G149600.1.p, GmISU01.15G220200.1.p
OG0000055	Lsat_1_v5_gn_4_2160.1, Lsat_1_v5_gn_3_31781.1	GmISU01.20G206500.3.p, GmISU01.20G206500.2.p, GmISU01.20G206500.1.p, GmISU01.10G254500.3.p, GmISU01.10G254500.2.p, GmISU01.08G321900.5.p, GmISU01.08G321900.7.p, GmISU01.08G321900.6.p, GmISU01.08G321900.8.p
OG0000055	Lsat_1_v5_gn_3_25860.1, Lsat_1_v5_gn_3_25860.2	GmISU01.13G183300.2.p, GmISU01.13G183300.1.p, GmISU01.15G089700.1.p
OG0000055	Lsat_1_v5_gn_9_12120.3, Lsat_1_v5_gn_9_12120.1	GmISU01.11G132900.1.p
OG0000055	Lsat_1_v5_gn_5_180201.2, Lsat_1_v5_gn_5_180201.1, Lsat_1_v5_gn_5_180201.3	GmISU01.08G317200.1.p, GmISU01.18G129400.1.p
OG0000055	Lsat_1_v5_gn_9_94201.1, Lsat_1_v5_gn_9_94201.3	GmISU01.14G023500.1.p, GmISU01.02G249200.1.p, GmISU01.08G279900.1.p
OG0000055	Lsat_1_v5_gn_5_166160.1, Lsat_1_v5_gn_9_21141.1	GmISU01.11G133000.1.p, GmISU01.12G067000.1.p
OG0000056	Lsat_1_v5_gn_7_23261.1, Lsat_1_v5_gn_7_23261.2	GmISU01.13G198000.1.p, GmISU01.15G076000.1.p
OG0000056	Lsat_1_v5_gn_8_159241.1, Lsat_1_v5_gn_8_158900.4, Lsat_1_v5_gn_8_159221.3, Lsat_1_v5_gn_8_159221.1, Lsat_1_v5_gn_8_159080.3, Lsat_1_v5_gn_4_27800.1, Lsat_1_v5_gn_4_23901.2, Lsat_1_v5_gn_8_158900.3, Lsat_1_v5_gn_4_23901.1, Lsat_1_v5_gn_4_23901.3, Lsat_1_v5_gn_4_27820.1, Lsat_1_v5_gn_4_23880.3, Lsat_1_v5_gn_4_23880.1, Lsat_1_v5_gn_8_158900.2, Lsat_1_v5_gn_8_158900.1, Lsat_1_v5_gn_8_158181.2, Lsat_1_v5_gn_8_158181.1, Lsat_1_v5_gn_8_159080.2, Lsat_1_v5_gn_8_159080.1, Lsat_1_v5_gn_8_159040.1, Lsat_1_v5_gn_8_159040.2, Lsat_1_v5_gn_8_159040.3, Lsat_1_v5_gn_4_54820.2, Lsat_1_v5_gn_4_54820.1, Lsat_1_v5_gn_7_23361.1, Lsat_1_v5_gn_4_49840.1, Lsat_1_v5_gn_4_49960.1, Lsat_1_v5_gn_4_49920.1, Lsat_1_v5_gn_4_49900.1	GmISU01.15G075950.1.p, GmISU01.13G198100.1.p, GmISU01.13G198500.1.p, GmISU01.13G198200.1.p, GmISU01.15G075900.1.p, GmISU01.15G075800.1.p
OG0000058	Lsat_1_v5_gn_2_117241.1, Lsat_1_v5_gn_2_117241.3, Lsat_1_v5_gn_2_117181.1	GmISU01.14G060200.3.p, GmISU01.14G060200.7.p, GmISU01.14G060200.2.p, GmISU01.14G060200.1.p, GmISU01.14G060200.6.p, GmISU01.14G060200.5.p, GmISU01.18G031400.1.p, GmISU01.18G031400.2.p, GmISU01.11G203500.1.p
OG0000058	Lsat_1_v5_gn_8_115501.1, Lsat_1_v5_gn_8_115501.3, Lsat_1_v5_gn_8_115380.3, Lsat_1_v5_gn_8_115380.1, Lsat_1_v5_gn_8_115521.1, Lsat_1_v5_gn_8_115521.2, Lsat_1_v5_gn_8_115421.1, Lsat_1_v5_gn_8_115421.3	GmISU01.10G095600.1.p, GmISU01.10G095700.1.p, GmISU01.14G060100.2.p, GmISU01.14G060100.1.p, GmISU01.14G060000.4.p, GmISU01.14G060000.3.p, GmISU01.14G060000.5.p, GmISU01.14G060000.1.p, GmISU01.14G059700.1.p, GmISU01.14G059900.2.p, GmISU01.14G059900.1.p, GmISU01.02G214200.1.p
OG0000058	Lsat_1_v5_gn_6_66300.1, Lsat_1_v5_gn_6_66300.2	GmISU01.03G016350.1.p
OG0000058	Lsat_1_v5_gn_6_66300.5, Lsat_1_v5_gn_6_66300.3, Lsat_1_v5_gn_6_66300.4	GmISU01.03G154000.1.p, GmISU01.10G061400.1.p
OG0000058	Lsat_1_v5_gn_3_135061.1	GmISU01.09G221400.1.p
OG0000059	Lsat_1_v5_gn_0_45160.1	GmISU01.14G128300.1.p
OG0000063	Lsat_1_v5_gn_5_175381.2	GmISU01.14G049800.1.p
OG0000063	Lsat_1_v5_gn_5_175321.1, Lsat_1_v5_gn_5_175381.1	GmISU01.11G171200.1.p, GmISU01.18G051100.1.p
OG0000063	Lsat_1_v5_gn_8_13440.1	GmISU01.14G049700.1.p, GmISU01.02G221000.1.p, GmISU01.04G179300.1.p, GmISU01.06G132800.1.p
OG0000065	Lsat_1_v5_gn_9_74380.1	GmISU01.04G088600.1.p
OG0000065	Lsat_1_v5_gn_8_81940.1, Lsat_1_v5_gn_8_81940.3, Lsat_1_v5_gn_8_81960.1, Lsat_1_v5_gn_8_83441.2, Lsat_1_v5_gn_8_83441.1, Lsat_1_v5_gn_8_83421.1, Lsat_1_v5_gn_8_83421.2, Lsat_1_v5_gn_8_84381.1, Lsat_1_v5_gn_8_81760.2, Lsat_1_v5_gn_8_81700.2, Lsat_1_v5_gn_8_81760.1, Lsat_1_v5_gn_8_81700.1, Lsat_1_v5_gn_8_81880.1, Lsat_1_v5_gn_8_81880.2, Lsat_1_v5_gn_8_81900.1, Lsat_1_v5_gn_8_81900.3	GmISU01.02G160000.1.p, GmISU01.07G123000.1.p, GmISU01.07G122800.1.p, GmISU01.07G122900.1.p, GmISU01.07G123100.1.p, GmISU01.18G142300.1.p, GmISU01.07G123401.1.p, GmISU01.07G123401.2.p, GmISU01.07G123600.1.p, GmISU01.18G142700.1.p, GmISU01.07G123300.1.p, GmISU01.07G123050.1.p, GmISU01.07G122700.1.p, GmISU01.07G123200.1.p, GmISU01.18G142400.1.p, GmISU01.03G054800.3.p, GmISU01.03G054800.1.p, GmISU01.01G082000.1.p, GmISU01.03G054700.1.p, GmISU01.01G081900.1.p
OG0000067	Lsat_1_v5_gn_2_109580.2, Lsat_1_v5_gn_2_109580.3, Lsat_1_v5_gn_2_109580.1	GmISU01.03G139900.2.p, GmISU01.03G139900.7.p, GmISU01.19G143200.21.p, GmISU01.19G143200.20.p, GmISU01.19G143200.18.p, GmISU01.19G143200.14.p, GmISU01.19G143200.5.p, GmISU01.19G143200.17.p, GmISU01.19G143200.13.p, GmISU01.19G143200.7.p, GmISU01.19G143200.10.p, GmISU01.19G143200.8.p, GmISU01.19G143200.3.p, GmISU01.19G143200.6.p, GmISU01.19G143200.4.p, GmISU01.19G143200.1.p, GmISU01.19G143200.15.p, GmISU01.19G143200.11.p, GmISU01.19G143200.12.p, GmISU01.19G143200.16.p, GmISU01.19G143200.19.p, GmISU01.19G143200.2.p, GmISU01.19G143200.9.p, GmISU01.10G045800.13.p, GmISU01.10G045800.3.p, GmISU01.10G045800.14.p, GmISU01.10G045800.8.p, GmISU01.10G045800.5.p, GmISU01.10G045800.4.p, GmISU01.10G045800.2.p, GmISU01.13G109300.3.p, GmISU01.13G109300.4.p, GmISU01.13G109300.5.p, GmISU01.13G109300.2.p, GmISU01.13G109300.1.p, GmISU01.10G045800.10.p, GmISU01.10G045800.7.p, GmISU01.10G045800.6.p, GmISU01.10G045800.12.p, GmISU01.10G045800.1.p, GmISU01.10G045800.11.p
OG0000068	Lsat_1_v5_gn_1_61861.2, Lsat_1_v5_gn_1_61861.1, Lsat_1_v5_gn_5_61760.1, Lsat_1_v5_gn_5_61760.2, Lsat_1_v5_gn_1_49841.1, Lsat_1_v5_gn_1_49841.3, Lsat_1_v5_gn_1_49821.1, Lsat_1_v5_gn_1_45340.2, Lsat_1_v5_gn_1_45340.3, Lsat_1_v5_gn_1_45340.1, Lsat_1_v5_gn_1_45280.2, Lsat_1_v5_gn_1_45280.1, Lsat_1_v5_gn_1_45260.1, Lsat_1_v5_gn_1_45260.2, Lsat_1_v5_gn_1_45601.3, Lsat_1_v5_gn_1_45601.1, Lsat_1_v5_gn_1_45601.2, Lsat_1_v5_gn_0_29540.4, Lsat_1_v5_gn_0_29540.3, Lsat_1_v5_gn_0_29540.1, Lsat_1_v5_gn_5_79180.1, Lsat_1_v5_gn_5_79180.3, Lsat_1_v5_gn_5_79180.2, Lsat_1_v5_gn_6_29241.3, Lsat_1_v5_gn_6_29241.2, Lsat_1_v5_gn_6_29241.1, Lsat_1_v5_gn_8_119100.3, Lsat_1_v5_gn_8_119100.2, Lsat_1_v5_gn_6_114201.1, Lsat_1_v5_gn_6_114201.3, Lsat_1_v5_gn_6_114740.1, Lsat_1_v5_gn_5_104640.2, Lsat_1_v5_gn_5_104640.4, Lsat_1_v5_gn_6_115280.3, Lsat_1_v5_gn_6_115280.2, Lsat_1_v5_gn_2_74820.1, Lsat_1_v5_gn_2_74820.3, Lsat_1_v5_gn_2_74820.2, Lsat_1_v5_gn_2_71081.3, Lsat_1_v5_gn_2_71081.1, Lsat_1_v5_gn_2_71101.2, Lsat_1_v5_gn_2_71101.1, Lsat_1_v5_gn_2_71101.3, Lsat_1_v5_gn_2_74740.2, Lsat_1_v5_gn_2_74740.1, Lsat_1_v5_gn_2_74740.3, Lsat_1_v5_gn_2_74920.1, Lsat_1_v5_gn_2_74920.5, Lsat_1_v5_gn_2_74920.2, Lsat_1_v5_gn_8_106801.1, Lsat_1_v5_gn_8_106801.4, Lsat_1_v5_gn_4_105500.7, Lsat_1_v5_gn_4_105500.6, Lsat_1_v5_gn_0_29540.2, Lsat_1_v5_gn_5_104640.3, Lsat_1_v5_gn_5_104640.1, Lsat_1_v5_gn_6_29421.1, Lsat_1_v5_gn_8_27180.1, Lsat_1_v5_gn_8_27180.2, Lsat_1_v5_gn_6_115280.1, Lsat_1_v5_gn_8_106541.1, Lsat_1_v5_gn_8_106600.2, Lsat_1_v5_gn_8_106600.1, Lsat_1_v5_gn_8_106241.1, Lsat_1_v5_gn_8_106600.3, Lsat_1_v5_gn_8_106541.2, Lsat_1_v5_gn_8_106541.3, Lsat_1_v5_gn_8_106261.2, Lsat_1_v5_gn_8_106261.1, Lsat_1_v5_gn_1_45260.3, Lsat_1_v5_gn_6_102921.3, Lsat_1_v5_gn_6_102921.1, Lsat_1_v5_gn_8_119100.1	GmISU01.09G049600.1.p, GmISU01.09G049600.4.p, GmISU01.09G049600.3.p, GmISU01.09G049600.5.p, GmISU01.15G145600.6.p, GmISU01.15G145600.5.p, GmISU01.15G145600.4.p, GmISU01.15G145600.3.p, GmISU01.15G145600.2.p, GmISU01.15G145600.7.p, GmISU01.15G145600.1.p, GmISU01.02G154000.1.p, GmISU01.02G154000.2.p
OG0000070	Lsat_1_v5_gn_5_42480.1, Lsat_1_v5_gn_5_42480.3, Lsat_1_v5_gn_8_116260.1	GmISU01.05G159700.1.p, GmISU01.08G135800.1.p, GmISU01.06G137400.2.p, GmISU01.06G137400.1.p, GmISU01.06G137400.3.p, GmISU01.04G175300.4.p, GmISU01.04G175300.3.p, GmISU01.04G175300.2.p, GmISU01.04G175300.1.p
OG0000070	Lsat_1_v5_gn_8_15800.1	GmISU01.02G150500.1.p, GmISU01.02G150500.3.p, GmISU01.02G150500.2.p, GmISU01.09G090200.4.p, GmISU01.09G090200.3.p, GmISU01.09G090200.2.p, GmISU01.19G114300.4.p, GmISU01.03G109300.1.p, GmISU01.11G127200.1.p, GmISU01.12G058000.3.p, GmISU01.12G058000.2.p, GmISU01.12G058000.1.p
OG0000070	Lsat_1_v5_gn_8_82840.1	GmISU01.05G000900.3.p, GmISU01.19G000900.2.p, GmISU01.05G000900.5.p
OG0000071	Lsat_1_v5_gn_5_12880.1	GmISU01.05G040300.1.p, GmISU01.17G116400.1.p
OG0000071	Lsat_1_v5_gn_6_28301.3	GmISU01.13G117400.1.p, GmISU01.03G146400.1.p
OG0000071	Lsat_1_v5_gn_2_111980.3, Lsat_1_v5_gn_2_111980.1, Lsat_1_v5_gn_9_71760.3, Lsat_1_v5_gn_9_71760.1	GmISU01.10G235800.3.p, GmISU01.10G235800.1.p, GmISU01.20G080600.1.p, GmISU01.10G235800.4.p
OG0000071	Lsat_1_v5_gn_2_43400.1, Lsat_1_v5_gn_0_4881.2, Lsat_1_v5_gn_0_4881.1	GmISU01.20G053300.3.p, GmISU01.10G100300.1.p
OG0000071	Lsat_1_v5_gn_8_90220.1, Lsat_1_v5_gn_9_12800.1	GmISU01.18G131500.2.p
OG0000071	Lsat_1_v5_gn_8_154380.2, Lsat_1_v5_gn_8_154380.1	GmISU01.18G011300.1.p
OG0000072	Lsat_1_v5_gn_1_16160.1, Lsat_1_v5_gn_1_3221.2	GmISU01.14G181200.1.p
OG0000072	Lsat_1_v5_gn_9_73101.1	GmISU01.17G222400.1.p, GmISU01.18G014200.1.p
OG0000075	Lsat_1_v5_gn_4_44341.1, Lsat_1_v5_gn_7_11420.1	GmISU01.20G183200.1.p
OG0000077	Lsat_1_v5_gn_3_45880.1, Lsat_1_v5_gn_3_45880.2, Lsat_1_v5_gn_4_68600.1	GmISU01.19G116900.1.p
OG0000077	Lsat_1_v5_gn_8_126040.1	GmISU01.12G027800.1.p
OG0000077	Lsat_1_v5_gn_1_60200.1, Lsat_1_v5_gn_1_60340.3, Lsat_1_v5_gn_1_67920.1, Lsat_1_v5_gn_1_67920.3	GmISU01.03G038600.1.p
OG0000077	Lsat_1_v5_gn_1_60240.1, Lsat_1_v5_gn_1_60140.1, Lsat_1_v5_gn_1_60140.2, Lsat_1_v5_gn_1_60240.2, Lsat_1_v5_gn_6_36221.1, Lsat_1_v5_gn_6_36240.1	GmISU01.02G148600.1.p
OG0000077	Lsat_1_v5_gn_1_60340.1	GmISU01.19G117100.1.p, GmISU01.19G117000.1.p, GmISU01.03G111800.1.p
OG0000079	Lsat_1_v5_gn_4_58020.1, Lsat_1_v5_gn_4_58020.2	GmISU01.13G281000.1.p
OG0000079	Lsat_1_v5_gn_4_145300.1, Lsat_1_v5_gn_4_145381.1, Lsat_1_v5_gn_4_145381.4, Lsat_1_v5_gn_4_145280.1	GmISU01.12G091900.1.p, GmISU01.06G257000.1.p, GmISU01.09G098200.1.p, GmISU01.09G098200.2.p, GmISU01.09G098200.3.p, GmISU01.20G051500.1.p
OG0000084	Lsat_1_v5_gn_0_32940.3, Lsat_1_v5_gn_0_32940.1, Lsat_1_v5_gn_0_32940.2	GmISU01.08G169300.2.p, GmISU01.08G169300.3.p
OG0000084	Lsat_1_v5_gn_7_82500.3, Lsat_1_v5_gn_7_82500.1, Lsat_1_v5_gn_7_82120.1, Lsat_1_v5_gn_7_82580.1, Lsat_1_v5_gn_7_74501.1, Lsat_1_v5_gn_7_74501.3	GmISU01.01G141400.1.p, GmISU01.01G141300.1.p, GmISU01.11G057000.1.p, GmISU01.01G141500.1.p, GmISU01.07G229200.1.p, GmISU01.17G005900.1.p
OG0000084	Lsat_1_v5_gn_7_113201.3, Lsat_1_v5_gn_7_113201.1, Lsat_1_v5_gn_5_1540.3, Lsat_1_v5_gn_5_1540.6, Lsat_1_v5_gn_5_1540.7	GmISU01.18G071600.1.p, GmISU01.08G291300.1.p, GmISU01.18G071400.1.p, GmISU01.08G291400.1.p, GmISU01.08G291500.1.p, GmISU01.08G291600.1.p, GmISU01.07G138800.1.p, GmISU01.07G138800.2.p, GmISU01.20G005700.1.p, GmISU01.07G139500.2.p, GmISU01.07G139500.3.p, GmISU01.20G005600.1.p, GmISU01.09G233500.1.p, GmISU01.17G180900.1.p, GmISU01.14G106900.1.p, GmISU01.18G071500.1.p, GmISU01.02G198500.1.p
OG0000085	Lsat_1_v5_gn_5_140541.1, Lsat_1_v5_gn_8_85560.1	GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p
OG0000085	Lsat_1_v5_gn_4_93421.2, Lsat_1_v5_gn_4_93421.1, Lsat_1_v5_gn_4_94081.1	GmISU01.07G036800.1.p, GmISU01.16G006900.1.p
OG0000085	Lsat_1_v5_gn_5_153541.1, Lsat_1_v5_gn_5_153541.3	GmISU01.18G167400.1.p, GmISU01.09G225200.1.p
OG0000085	Lsat_1_v5_gn_5_80941.2, Lsat_1_v5_gn_5_80941.1, Lsat_1_v5_gn_5_80941.3, Lsat_1_v5_gn_7_57420.2, Lsat_1_v5_gn_7_57420.5, Lsat_1_v5_gn_7_57420.1, Lsat_1_v5_gn_5_80560.1	GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p
OG0000085	Lsat_1_v5_gn_2_50401.1	GmISU01.08G115200.1.p, GmISU01.05G140100.1.p
OG0000085	Lsat_1_v5_gn_3_20560.1, Lsat_1_v5_gn_6_75341.1	GmISU01.09G175400.1.p, GmISU01.01G114900.1.p, GmISU01.16G090400.1.p
OG0000087	Lsat_1_v5_gn_5_159621.1	GmISU01.03G097000.1.p, GmISU01.19G100600.1.p
OG0000087	Lsat_1_v5_gn_2_126340.1	GmISU01.06G130100.1.p, GmISU01.04G181700.2.p, GmISU01.04G181700.1.p, GmISU01.06G130100.2.p
OG0000087	Lsat_1_v5_gn_4_74061.1, Lsat_1_v5_gn_5_18120.3, Lsat_1_v5_gn_5_18120.1	GmISU01.04G143700.1.p, GmISU01.06G170500.1.p, GmISU01.05G030000.2.p, GmISU01.05G030000.1.p, GmISU01.17G085900.1.p, GmISU01.17G085900.2.p
OG0000088	Lsat_1_v5_gn_7_102080.1, Lsat_1_v5_gn_7_102080.3, Lsat_1_v5_gn_7_102060.2, Lsat_1_v5_gn_7_102060.1, Lsat_1_v5_gn_5_125941.3, Lsat_1_v5_gn_5_125941.1	GmISU01.06G198400.1.p, GmISU01.12G127900.3.p, GmISU01.12G127900.2.p, GmISU01.12G127900.1.p, GmISU01.12G196400.1.p, GmISU01.12G196400.2.p, GmISU01.12G196220.1.p, GmISU01.12G195300.1.p, GmISU01.13G229800.1.p, GmISU01.17G168800.1.p, GmISU01.17G163400.1.p
OG0000088	Lsat_1_v5_gn_4_26820.2, Lsat_1_v5_gn_4_26820.1	GmISU01.02G248100.2.p, GmISU01.02G248100.4.p, GmISU01.02G248100.3.p, GmISU01.02G248100.1.p, GmISU01.14G024800.1.p
OG0000089	Lsat_1_v5_gn_5_133321.1, Lsat_1_v5_gn_5_133301.1, Lsat_1_v5_gn_5_133301.2, Lsat_1_v5_gn_1_33901.1, Lsat_1_v5_gn_1_33901.2, Lsat_1_v5_gn_1_34040.1, Lsat_1_v5_gn_1_33941.1, Lsat_1_v5_gn_4_104160.1, Lsat_1_v5_gn_5_133361.1, Lsat_1_v5_gn_5_133361.3, Lsat_1_v5_gn_5_132941.1	GmISU01.15G011300.1.p, GmISU01.13G319600.1.p, GmISU01.15G011200.1.p, GmISU01.07G030900.3.p, GmISU01.07G030900.4.p, GmISU01.07G030900.2.p, GmISU01.07G030900.1.p
OG0000089	Lsat_1_v5_gn_5_32461.1, Lsat_1_v5_gn_5_32481.2, Lsat_1_v5_gn_5_32481.1, Lsat_1_v5_gn_5_32481.3, Lsat_1_v5_gn_5_32461.2, Lsat_1_v5_gn_5_32461.3, Lsat_1_v5_gn_6_22800.1	GmISU01.06G065600.1.p
OG0000090	Lsat_1_v5_gn_2_91101.2, Lsat_1_v5_gn_2_91101.1, Lsat_1_v5_gn_0_22040.1, Lsat_1_v5_gn_0_22040.3	GmISU01.05G093800.1.p, GmISU01.05G093800.2.p, GmISU01.05G093800.3.p, GmISU01.19G042200.2.p, GmISU01.19G042200.3.p, GmISU01.19G042200.4.p, GmISU01.19G060000.2.p, GmISU01.19G060000.3.p, GmISU01.19G060000.1.p, GmISU01.16G061400.1.p
OG0000090	Lsat_1_v5_gn_5_13881.3, Lsat_1_v5_gn_5_13881.1, Lsat_1_v5_gn_1_28580.4	GmISU01.06G160900.1.p, GmISU01.04G152400.1.p
OG0000091	Lsat_1_v5_gn_2_45920.2, Lsat_1_v5_gn_2_45920.1	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p
OG0000091	Lsat_1_v5_gn_7_56941.1	GmISU01.13G075800.1.p, GmISU01.09G057100.1.p
OG0000091	Lsat_1_v5_gn_8_67581.1, Lsat_1_v5_gn_8_67381.1, Lsat_1_v5_gn_8_67360.1, Lsat_1_v5_gn_8_67360.3, Lsat_1_v5_gn_8_67401.1, Lsat_1_v5_gn_8_67301.1, Lsat_1_v5_gn_7_54320.5	GmISU01.13G067600.1.p, GmISU01.17G060200.1.p, GmISU01.17G059900.1.p, GmISU01.13G067700.1.p, GmISU01.17G060100.1.p, GmISU01.13G068000.1.p, GmISU01.17G059800.1.p, GmISU01.17G060000.1.p
