Orthogroup	L_sativa.proteins	A_hypochondriacus.proteins
OG0000112	Lsat_1_v5_gn_9_18681.2, Lsat_1_v5_gn_9_18681.1, Lsat_1_v5_gn_7_920.1, Lsat_1_v5_gn_7_920.3, Lsat_1_v5_gn_3_104600.2, Lsat_1_v5_gn_3_104600.1	AH015488-RA
OG0000112	Lsat_1_v5_gn_4_147941.1	AH015562-RA
OG0000113	Lsat_1_v5_gn_6_21140.1	AH016269-RA, AH023225-RA
OG0000113	Lsat_1_v5_gn_4_44640.1	AH023633-RA
OG0000113	Lsat_1_v5_gn_3_1560.1, Lsat_1_v5_gn_1_127541.1, Lsat_1_v5_gn_1_127541.5, Lsat_1_v5_gn_1_127541.2, Lsat_1_v5_gn_3_320.1, Lsat_1_v5_gn_3_221.1, Lsat_1_v5_gn_7_47621.1	AH018586-RA
OG0000113	Lsat_1_v5_gn_3_1500.2, Lsat_1_v5_gn_3_1500.1, Lsat_1_v5_gn_1_47561.1, Lsat_1_v5_gn_1_47941.1	AH018579-RA
OG0000114	Lsat_1_v5_gn_7_20181.2, Lsat_1_v5_gn_7_20181.1, Lsat_1_v5_gn_7_20220.1, Lsat_1_v5_gn_7_20200.1	AH015161-RA
OG0000115	Lsat_1_v5_gn_9_55720.3, Lsat_1_v5_gn_9_55720.1, Lsat_1_v5_gn_5_111240.3, Lsat_1_v5_gn_5_111240.1, Lsat_1_v5_gn_5_111280.2, Lsat_1_v5_gn_5_111280.1, Lsat_1_v5_gn_9_55780.1, Lsat_1_v5_gn_9_55760.1, Lsat_1_v5_gn_9_55820.1, Lsat_1_v5_gn_6_27021.1, Lsat_1_v5_gn_6_27021.2, Lsat_1_v5_gn_9_55800.1	AH002718-RA, AH002719-RA, AH011596-RA
OG0000115	Lsat_1_v5_gn_5_161580.3, Lsat_1_v5_gn_5_161580.1, Lsat_1_v5_gn_5_161560.2, Lsat_1_v5_gn_5_161560.1	AH021864-RA, AH006630-RA
OG0000115	Lsat_1_v5_gn_4_21321.1, Lsat_1_v5_gn_4_20821.1, Lsat_1_v5_gn_4_20821.3	AH011228-RA
OG0000116	Lsat_1_v5_gn_5_89181.1, Lsat_1_v5_gn_7_36021.1, Lsat_1_v5_gn_5_89261.1	AH006915-RA
OG0000116	Lsat_1_v5_gn_5_89161.1	AH006916-RA
OG0000116	Lsat_1_v5_gn_1_129421.1, Lsat_1_v5_gn_7_54561.1, Lsat_1_v5_gn_5_168841.1	AH022502-RA
OG0000116	Lsat_1_v5_gn_8_16740.1	AH020377-RA
OG0000117	Lsat_1_v5_gn_8_44921.1, Lsat_1_v5_gn_2_45181.2, Lsat_1_v5_gn_2_45181.1, Lsat_1_v5_gn_4_27960.1, Lsat_1_v5_gn_4_144140.1, Lsat_1_v5_gn_4_63260.1, Lsat_1_v5_gn_1_120281.1	AH003210-RA, AH018569-RA, AH011627-RA, AH011626-RA, AH021154-RA, AH014525-RA, AH014524-RA, AH020866-RA, AH014523-RA, AH000151-RA, AH004397-RA, AH004396-RA, AH004394-RA, AH004395-RA, AH021986-RA, AH021985-RA
OG0000118	Lsat_1_v5_gn_7_116161.1	AH022107-RA
OG0000118	Lsat_1_v5_gn_6_86061.3	AH012040-RA, AH019634-RA
OG0000118	Lsat_1_v5_gn_4_145581.1	AH006465-RA
OG0000118	Lsat_1_v5_gn_9_13560.1, Lsat_1_v5_gn_5_177320.1	AH002266-RA
OG0000119	Lsat_1_v5_gn_5_101640.3, Lsat_1_v5_gn_5_101640.1	AH017345-RA, AH002923-RA
OG0000120	Lsat_1_v5_gn_5_164121.1, Lsat_1_v5_gn_8_75640.3, Lsat_1_v5_gn_8_75640.1	AH020337-RA, AH006837-RA
OG0000120	Lsat_1_v5_gn_8_79201.3, Lsat_1_v5_gn_8_79201.1	AH020344-RA
OG0000120	Lsat_1_v5_gn_6_6340.1	AH018632-RA
OG0000121	Lsat_1_v5_gn_4_133320.1, Lsat_1_v5_gn_4_133320.3	AH010321-RA
OG0000121	Lsat_1_v5_gn_6_31901.1, Lsat_1_v5_gn_2_103761.2, Lsat_1_v5_gn_2_103761.1	AH022634-RA
OG0000121	Lsat_1_v5_gn_6_31901.4	AH010322-RA, AH013867-RA
OG0000122	Lsat_1_v5_gn_8_105461.4, Lsat_1_v5_gn_8_105461.2, Lsat_1_v5_gn_7_38301.3, Lsat_1_v5_gn_7_38301.1, Lsat_1_v5_gn_8_5981.1, Lsat_1_v5_gn_1_88121.1, Lsat_1_v5_gn_4_147740.1	AH015608-RA
OG0000123	Lsat_1_v5_gn_2_76880.1	AH004264-RA, AH005234-RA
OG0000124	Lsat_1_v5_gn_9_110161.2, Lsat_1_v5_gn_9_110161.1	AH001904-RA
OG0000124	Lsat_1_v5_gn_5_113081.2	AH001376-RA
OG0000124	Lsat_1_v5_gn_7_87201.1, Lsat_1_v5_gn_7_87241.1, Lsat_1_v5_gn_7_87261.1, Lsat_1_v5_gn_7_87261.2, Lsat_1_v5_gn_3_102200.1, Lsat_1_v5_gn_5_112981.1, Lsat_1_v5_gn_5_112981.3, Lsat_1_v5_gn_5_113041.2, Lsat_1_v5_gn_5_113041.1, Lsat_1_v5_gn_5_113081.5, Lsat_1_v5_gn_5_113081.1, Lsat_1_v5_gn_6_10780.1, Lsat_1_v5_gn_7_87281.1	AH019891-RA, AH004745-RA, AH000628-RA
OG0000124	Lsat_1_v5_gn_1_20141.1	AH015148-RA
OG0000125	Lsat_1_v5_gn_5_188520.1, Lsat_1_v5_gn_5_188520.4, Lsat_1_v5_gn_9_1760.2, Lsat_1_v5_gn_5_188500.1, Lsat_1_v5_gn_5_188500.3	AH012890-RA
OG0000125	Lsat_1_v5_gn_5_39240.4, Lsat_1_v5_gn_5_39240.1, Lsat_1_v5_gn_5_39260.1	AH010561-RA
OG0000127	Lsat_1_v5_gn_8_77860.1, Lsat_1_v5_gn_8_77860.2	AH010397-RA
OG0000127	Lsat_1_v5_gn_9_4861.1	AH022171-RA, AH012869-RA
OG0000127	Lsat_1_v5_gn_4_83181.1	AH002969-RA, AH017357-RA
OG0000128	Lsat_1_v5_gn_4_74600.1	AH013509-RA, AH013505-RA
OG0000128	Lsat_1_v5_gn_3_19140.1, Lsat_1_v5_gn_3_19140.3	AH013510-RA
OG0000129	Lsat_1_v5_gn_6_99280.3	AH019248-RA
OG0000129	Lsat_1_v5_gn_6_99401.1, Lsat_1_v5_gn_6_99280.1, Lsat_1_v5_gn_6_99280.5, Lsat_1_v5_gn_6_99320.2, Lsat_1_v5_gn_6_99320.1	AH019249-RA
OG0000131	Lsat_1_v5_gn_5_141001.3, Lsat_1_v5_gn_5_141001.2, Lsat_1_v5_gn_5_141001.1, Lsat_1_v5_gn_5_140821.1	AH014578-RA
OG0000131	Lsat_1_v5_gn_5_136060.1	AH016864-RA, AH016862-RA, AH003876-RA, AH018991-RA, AH013318-RA, AH003875-RA, AH016865-RA, AH013320-RA, AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA, AH016833-RA, AH016845-RA, AH016868-RA, AH014582-RA, AH014583-RA, AH014581-RA, AH014580-RA, AH014579-RA, AH009123-RA, AH009120-RA, AH014365-RA, AH014364-RA, AH020779-RA, AH020778-RA, AH014066-RA, AH020774-RA
OG0000134	Lsat_1_v5_gn_7_57401.2, Lsat_1_v5_gn_7_57401.4, Lsat_1_v5_gn_7_57401.3, Lsat_1_v5_gn_7_57401.1, Lsat_1_v5_gn_7_57281.3, Lsat_1_v5_gn_7_57281.1, Lsat_1_v5_gn_1_20861.1, Lsat_1_v5_gn_1_20721.1, Lsat_1_v5_gn_1_20721.3, Lsat_1_v5_gn_1_20661.1, Lsat_1_v5_gn_1_20761.1, Lsat_1_v5_gn_1_20761.2, Lsat_1_v5_gn_4_123961.1, Lsat_1_v5_gn_4_123961.2, Lsat_1_v5_gn_1_105701.1, Lsat_1_v5_gn_1_105701.2, Lsat_1_v5_gn_6_113640.1, Lsat_1_v5_gn_6_113620.1, Lsat_1_v5_gn_6_113620.2	AH001790-RA, AH001791-RA
OG0000135	Lsat_1_v5_gn_4_94760.1	AH022214-RA
OG0000135	Lsat_1_v5_gn_8_23180.1, Lsat_1_v5_gn_2_102701.1, Lsat_1_v5_gn_2_102701.2	AH013502-RA
OG0000136	Lsat_1_v5_gn_4_72861.1, Lsat_1_v5_gn_4_72861.2	AH017306-RA
OG0000138	Lsat_1_v5_gn_5_100260.1, Lsat_1_v5_gn_5_100260.3	AH014147-RA, AH014146-RA
OG0000138	Lsat_1_v5_gn_5_169241.1, Lsat_1_v5_gn_9_24441.1	AH013724-RA, AH022574-RA
OG0000139	Lsat_1_v5_gn_2_116741.2, Lsat_1_v5_gn_2_116741.1, Lsat_1_v5_gn_2_116801.1, Lsat_1_v5_gn_2_116801.3, Lsat_1_v5_gn_2_116781.3, Lsat_1_v5_gn_2_116781.1, Lsat_1_v5_gn_2_119780.1, Lsat_1_v5_gn_2_116861.1, Lsat_1_v5_gn_9_40541.1, Lsat_1_v5_gn_9_40541.3, Lsat_1_v5_gn_2_119980.1, Lsat_1_v5_gn_2_119880.4	AH023020-RA, AH016410-RA
OG0000140	Lsat_1_v5_gn_3_34461.1, Lsat_1_v5_gn_3_34421.3, Lsat_1_v5_gn_3_34361.1, Lsat_1_v5_gn_3_34401.1, Lsat_1_v5_gn_3_34361.3, Lsat_1_v5_gn_3_34421.1, Lsat_1_v5_gn_3_34441.3, Lsat_1_v5_gn_3_34441.1, Lsat_1_v5_gn_3_34300.1	AH001067-RA, AH001066-RA, AH001068-RA, AH001070-RA, AH003302-RA, AH014008-RA
OG0000143	Lsat_1_v5_gn_1_3740.1, Lsat_1_v5_gn_1_3821.3, Lsat_1_v5_gn_1_3821.1, Lsat_1_v5_gn_4_129720.1	AH016191-RA, AH008728-RA, AH008727-RA
OG0000144	Lsat_1_v5_gn_7_79141.3, Lsat_1_v5_gn_7_79141.1, Lsat_1_v5_gn_5_105721.1	AH005332-RA
OG0000144	Lsat_1_v5_gn_6_94561.1, Lsat_1_v5_gn_3_15481.1	AH011428-RA
OG0000145	Lsat_1_v5_gn_8_74361.1	AH013887-RA
OG0000145	Lsat_1_v5_gn_4_36561.2, Lsat_1_v5_gn_4_36561.1, Lsat_1_v5_gn_4_36541.1, Lsat_1_v5_gn_3_7900.1, Lsat_1_v5_gn_3_7900.2, Lsat_1_v5_gn_3_7900.3, Lsat_1_v5_gn_4_34101.1, Lsat_1_v5_gn_3_7921.1, Lsat_1_v5_gn_3_7921.3, Lsat_1_v5_gn_3_7921.2, Lsat_1_v5_gn_3_8300.1, Lsat_1_v5_gn_3_8300.3	AH009242-RA
OG0000146	Lsat_1_v5_gn_5_171121.1	AH013670-RA, AH013668-RA
OG0000146	Lsat_1_v5_gn_5_168220.1, Lsat_1_v5_gn_5_168220.5, Lsat_1_v5_gn_8_72460.1, Lsat_1_v5_gn_8_72460.3, Lsat_1_v5_gn_8_72420.1, Lsat_1_v5_gn_2_120081.1	AH019053-RA, AH016411-RA, AH023019-RA, AH023024-RA, AH008823-RA
OG0000147	Lsat_1_v5_gn_0_18260.1, Lsat_1_v5_gn_0_18260.3, Lsat_1_v5_gn_0_18260.2	AH021952-RA
OG0000147	Lsat_1_v5_gn_6_45560.1, Lsat_1_v5_gn_6_45560.2, Lsat_1_v5_gn_6_45560.3, Lsat_1_v5_gn_2_100461.1, Lsat_1_v5_gn_2_100461.3, Lsat_1_v5_gn_2_100461.2	AH000183-RA
OG0000148	Lsat_1_v5_gn_8_73841.1, Lsat_1_v5_gn_5_169401.1, Lsat_1_v5_gn_9_23680.1	AH022552-RA
OG0000149	Lsat_1_v5_gn_5_51821.3, Lsat_1_v5_gn_5_51821.1	AH016220-RA
OG0000149	Lsat_1_v5_gn_3_129500.1	AH022324-RA
OG0000152	Lsat_1_v5_gn_1_55740.1	AH022513-RA
OG0000152	Lsat_1_v5_gn_0_37721.1, Lsat_1_v5_gn_9_22461.1	AH013637-RA
OG0000152	Lsat_1_v5_gn_1_65280.1, Lsat_1_v5_gn_2_63781.1, Lsat_1_v5_gn_1_66401.1, Lsat_1_v5_gn_1_64700.1, Lsat_1_v5_gn_1_64780.1, Lsat_1_v5_gn_1_64800.1	AH016497-RA, AH022506-RA
OG0000153	Lsat_1_v5_gn_1_53800.1, Lsat_1_v5_gn_1_53800.3, Lsat_1_v5_gn_1_53800.2, Lsat_1_v5_gn_2_109681.3, Lsat_1_v5_gn_2_109681.2, Lsat_1_v5_gn_2_109681.1, Lsat_1_v5_gn_9_67940.3, Lsat_1_v5_gn_9_67940.2, Lsat_1_v5_gn_9_67940.1, Lsat_1_v5_gn_2_115161.1	AH021960-RA
OG0000153	Lsat_1_v5_gn_1_82020.1, Lsat_1_v5_gn_1_82020.3, Lsat_1_v5_gn_2_37460.1	AH007368-RA
OG0000155	Lsat_1_v5_gn_7_26981.1	AH012856-RA, AH012857-RA, AH012863-RA, AH012861-RA, AH012858-RA, AH012846-RA, AH012847-RA, AH012848-RA, AH022179-RA, AH012859-RA, AH012860-RA, AH012864-RA, AH012865-RA, AH012862-RA, AH010202-RA, AH022174-RA, AH010200-RA, AH012855-RA
OG0000156	Lsat_1_v5_gn_7_55061.1	AH003843-RA, AH008358-RA, AH020988-RA, AH012748-RA, AH014386-RA
OG0000159	Lsat_1_v5_gn_0_14841.1, Lsat_1_v5_gn_0_14841.3, Lsat_1_v5_gn_0_14861.1, Lsat_1_v5_gn_0_14861.3	AH009478-RA, AH009480-RA
OG0000159	Lsat_1_v5_gn_8_4320.1, Lsat_1_v5_gn_2_134960.1	AH011882-RA
OG0000160	Lsat_1_v5_gn_2_641.1	AH016892-RA, AH023753-RA
OG0000160	Lsat_1_v5_gn_8_112540.1, Lsat_1_v5_gn_8_112560.1, Lsat_1_v5_gn_2_73880.2, Lsat_1_v5_gn_2_73880.1, Lsat_1_v5_gn_2_73820.1	AH005973-RA
OG0000160	Lsat_1_v5_gn_4_71341.1, Lsat_1_v5_gn_4_71341.2	AH001592-RA, AH000928-RA
OG0000161	Lsat_1_v5_gn_2_69761.2, Lsat_1_v5_gn_2_69761.1	AH010020-RA
OG0000162	Lsat_1_v5_gn_8_143940.2	AH017198-RA, AH002995-RA
OG0000162	Lsat_1_v5_gn_4_155840.1, Lsat_1_v5_gn_2_81040.1, Lsat_1_v5_gn_2_81040.3, Lsat_1_v5_gn_4_155900.1	AH022861-RA, AH022859-RA
OG0000162	Lsat_1_v5_gn_8_40101.1	AH005478-RA, AH004130-RA
OG0000162	Lsat_1_v5_gn_3_61620.3, Lsat_1_v5_gn_3_61760.3, Lsat_1_v5_gn_3_61760.1	AH000903-RA
OG0000163	Lsat_1_v5_gn_8_91480.4, Lsat_1_v5_gn_6_62221.6, Lsat_1_v5_gn_9_9241.7, Lsat_1_v5_gn_9_9241.4	AH014552-RA
OG0000163	Lsat_1_v5_gn_8_91480.1	AH002639-RA, AH017756-RA
OG0000164	Lsat_1_v5_gn_8_261.2, Lsat_1_v5_gn_8_261.1, Lsat_1_v5_gn_2_19760.3, Lsat_1_v5_gn_2_19760.1	AH021228-RA, AH014343-RA
OG0000164	Lsat_1_v5_gn_1_61441.1, Lsat_1_v5_gn_6_117821.1	AH001454-RA, AH000392-RA
OG0000164	Lsat_1_v5_gn_8_58281.2	AH020804-RA, AH014173-RA
OG0000168	Lsat_1_v5_gn_8_117061.1, Lsat_1_v5_gn_8_117061.3	AH007811-RA
OG0000169	Lsat_1_v5_gn_8_3281.3, Lsat_1_v5_gn_8_3281.1, Lsat_1_v5_gn_2_16181.2, Lsat_1_v5_gn_2_16181.1	AH003317-RA
OG0000169	Lsat_1_v5_gn_9_91201.1	AH014133-RA, AH023348-RA
OG0000169	Lsat_1_v5_gn_7_74080.3, Lsat_1_v5_gn_7_74080.1, Lsat_1_v5_gn_7_74040.1	AH010535-RA
OG0000170	Lsat_1_v5_gn_9_63420.2, Lsat_1_v5_gn_9_63420.3, Lsat_1_v5_gn_9_63420.1, Lsat_1_v5_gn_2_117360.3	AH013750-RA
OG0000170	Lsat_1_v5_gn_6_84920.1, Lsat_1_v5_gn_6_84920.3, Lsat_1_v5_gn_6_84920.2	AH011283-RA
OG0000170	Lsat_1_v5_gn_8_2800.1, Lsat_1_v5_gn_0_320.1	AH007222-RA
OG0000171	Lsat_1_v5_gn_1_46781.1, Lsat_1_v5_gn_1_46781.3, Lsat_1_v5_gn_6_23641.2, Lsat_1_v5_gn_6_23641.1, Lsat_1_v5_gn_1_34721.1, Lsat_1_v5_gn_5_134561.2, Lsat_1_v5_gn_5_134561.1, Lsat_1_v5_gn_4_100980.1	AH000491-RA, AH002132-RA
OG0000171	Lsat_1_v5_gn_3_1301.1, Lsat_1_v5_gn_3_1301.2	AH018302-RA
OG0000172	Lsat_1_v5_gn_2_126500.1, Lsat_1_v5_gn_2_126500.3, Lsat_1_v5_gn_9_60301.1	AH019304-RA, AH015622-RA
OG0000179	Lsat_1_v5_gn_9_66780.3, Lsat_1_v5_gn_9_66780.1	AH015938-RA
OG0000179	Lsat_1_v5_gn_6_29440.1, Lsat_1_v5_gn_6_29440.3	AH012805-RA
OG0000179	Lsat_1_v5_gn_3_71621.1, Lsat_1_v5_gn_3_71621.3, Lsat_1_v5_gn_4_144421.1	AH004307-RA
OG0000180	Lsat_1_v5_gn_5_138920.1, Lsat_1_v5_gn_5_138920.3, Lsat_1_v5_gn_5_119340.2, Lsat_1_v5_gn_5_119340.1, Lsat_1_v5_gn_5_138880.1	AH014306-RA, AH021076-RA
OG0000180	Lsat_1_v5_gn_8_163801.2, Lsat_1_v5_gn_8_163801.1, Lsat_1_v5_gn_5_190260.1, Lsat_1_v5_gn_5_190260.3, Lsat_1_v5_gn_5_190260.2	AH022087-RA
OG0000181	Lsat_1_v5_gn_6_112901.1, Lsat_1_v5_gn_6_112901.3	AH008868-RA
OG0000181	Lsat_1_v5_gn_7_77260.1, Lsat_1_v5_gn_5_69380.1	AH010377-RA, AH003266-RA
OG0000182	Lsat_1_v5_gn_8_19240.3, Lsat_1_v5_gn_8_19240.1, Lsat_1_v5_gn_8_19240.2, Lsat_1_v5_gn_1_64300.1, Lsat_1_v5_gn_2_98541.1, Lsat_1_v5_gn_2_114861.1	AH021993-RA
OG0000182	Lsat_1_v5_gn_3_47760.3, Lsat_1_v5_gn_3_47760.2, Lsat_1_v5_gn_3_47760.1, Lsat_1_v5_gn_8_123201.1	AH002277-RA, AH000801-RA, AH012779-RA
OG0000183	Lsat_1_v5_gn_1_53200.1, Lsat_1_v5_gn_1_53200.3, Lsat_1_v5_gn_6_31181.1, Lsat_1_v5_gn_6_31181.3, Lsat_1_v5_gn_6_31181.2, Lsat_1_v5_gn_8_133740.2, Lsat_1_v5_gn_8_133740.1, Lsat_1_v5_gn_3_38841.1, Lsat_1_v5_gn_3_38841.3	AH000308-RA, AH001363-RA
OG0000184	Lsat_1_v5_gn_8_5760.3	AH007212-RA
OG0000184	Lsat_1_v5_gn_9_8581.1, Lsat_1_v5_gn_8_92900.1, Lsat_1_v5_gn_5_183381.1, Lsat_1_v5_gn_5_182500.1	AH017737-RA
OG0000185	Lsat_1_v5_gn_5_147080.3, Lsat_1_v5_gn_5_147080.1	AH007772-RA
OG0000185	Lsat_1_v5_gn_6_65880.1	AH020040-RA
OG0000185	Lsat_1_v5_gn_4_116580.1, Lsat_1_v5_gn_4_116580.2	AH010844-RA, AH007773-RA, AH010845-RA
OG0000186	Lsat_1_v5_gn_4_1361.2, Lsat_1_v5_gn_4_1361.3, Lsat_1_v5_gn_4_1361.1	AH004613-RA
OG0000187	Lsat_1_v5_gn_0_2501.1	AH006242-RA
OG0000187	Lsat_1_v5_gn_0_2660.1, Lsat_1_v5_gn_2_93220.1	AH003378-RA, AH006240-RA
OG0000187	Lsat_1_v5_gn_2_93180.2, Lsat_1_v5_gn_2_93180.1	AH003380-RA
OG0000188	Lsat_1_v5_gn_6_4461.1, Lsat_1_v5_gn_6_4461.2, Lsat_1_v5_gn_6_4461.3	AH018007-RA
OG0000188	Lsat_1_v5_gn_0_39001.1, Lsat_1_v5_gn_8_51440.1, Lsat_1_v5_gn_9_56680.2, Lsat_1_v5_gn_9_56680.1, Lsat_1_v5_gn_9_56680.3	AH019606-RA, AH012098-RA
OG0000189	Lsat_1_v5_gn_3_48980.1, Lsat_1_v5_gn_3_48980.4, Lsat_1_v5_gn_3_48980.3, Lsat_1_v5_gn_3_48880.3, Lsat_1_v5_gn_3_48880.1, Lsat_1_v5_gn_8_159661.1, Lsat_1_v5_gn_8_159661.2	AH004583-RA
OG0000190	Lsat_1_v5_gn_3_24620.1, Lsat_1_v5_gn_4_143560.1, Lsat_1_v5_gn_4_143700.1	AH021202-RA
OG0000191	Lsat_1_v5_gn_9_28081.2, Lsat_1_v5_gn_9_28081.1, Lsat_1_v5_gn_9_28061.1, Lsat_1_v5_gn_8_79221.1	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA, AH006833-RA
OG0000192	Lsat_1_v5_gn_1_76640.2, Lsat_1_v5_gn_1_76640.1	AH011738-RA
OG0000192	Lsat_1_v5_gn_6_39241.1, Lsat_1_v5_gn_6_39221.1, Lsat_1_v5_gn_6_38581.1, Lsat_1_v5_gn_6_39361.2, Lsat_1_v5_gn_6_39301.1, Lsat_1_v5_gn_6_39361.1, Lsat_1_v5_gn_6_50420.1, Lsat_1_v5_gn_7_43541.1, Lsat_1_v5_gn_1_74120.1	AH011736-RA, AH020017-RA
OG0000193	Lsat_1_v5_gn_0_15721.3, Lsat_1_v5_gn_7_84380.2, Lsat_1_v5_gn_0_15681.2, Lsat_1_v5_gn_0_15641.2, Lsat_1_v5_gn_0_40681.2, Lsat_1_v5_gn_0_40681.1, Lsat_1_v5_gn_0_15641.1, Lsat_1_v5_gn_7_84380.1, Lsat_1_v5_gn_0_15681.1, Lsat_1_v5_gn_0_15721.1, Lsat_1_v5_gn_7_84300.3, Lsat_1_v5_gn_7_84300.1, Lsat_1_v5_gn_2_14780.1, Lsat_1_v5_gn_2_14780.3	AH010169-RA, AH002456-RA, AH002454-RA
OG0000193	Lsat_1_v5_gn_5_111400.1	AH002455-RA
OG0000198	Lsat_1_v5_gn_8_78021.1, Lsat_1_v5_gn_8_78000.1	AH013656-RA
OG0000198	Lsat_1_v5_gn_5_89440.1	AH009407-RA
OG0000198	Lsat_1_v5_gn_5_89440.2	AH015977-RA
OG0000198	Lsat_1_v5_gn_8_78141.2	AH015978-RA
OG0000199	Lsat_1_v5_gn_2_117961.1	AH011848-RA
OG0000199	Lsat_1_v5_gn_3_37841.1	AH000315-RA
OG0000199	Lsat_1_v5_gn_9_109041.1, Lsat_1_v5_gn_5_117540.1	AH001884-RA
OG0000199	Lsat_1_v5_gn_8_93601.1, Lsat_1_v5_gn_8_93601.2, Lsat_1_v5_gn_3_108581.1	AH015573-RA
OG0000200	Lsat_1_v5_gn_2_77800.1, Lsat_1_v5_gn_2_77840.1, Lsat_1_v5_gn_2_77840.3, Lsat_1_v5_gn_9_51240.1, Lsat_1_v5_gn_2_77780.1, Lsat_1_v5_gn_2_77740.1, Lsat_1_v5_gn_2_77740.2	AH005777-RA
OG0000200	Lsat_1_v5_gn_5_27160.1, Lsat_1_v5_gn_5_27160.3, Lsat_1_v5_gn_5_27140.1	AH014501-RA
OG0000200	Lsat_1_v5_gn_3_77340.3, Lsat_1_v5_gn_3_77340.1, Lsat_1_v5_gn_3_77360.2, Lsat_1_v5_gn_3_77360.1	AH005778-RA
OG0000201	Lsat_1_v5_gn_7_22820.1	AH020018-RA
OG0000202	Lsat_1_v5_gn_1_15801.1, Lsat_1_v5_gn_1_15841.1, Lsat_1_v5_gn_1_15841.2, Lsat_1_v5_gn_5_26160.1, Lsat_1_v5_gn_4_115001.1, Lsat_1_v5_gn_4_115001.3, Lsat_1_v5_gn_4_114881.1, Lsat_1_v5_gn_4_114881.2, Lsat_1_v5_gn_4_114821.3, Lsat_1_v5_gn_4_114821.1, Lsat_1_v5_gn_4_115141.1, Lsat_1_v5_gn_4_115101.1	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA
OG0000206	Lsat_1_v5_gn_6_50081.3, Lsat_1_v5_gn_6_50081.2, Lsat_1_v5_gn_6_50081.1	AH010923-RA
OG0000206	Lsat_1_v5_gn_8_117601.1, Lsat_1_v5_gn_8_117601.3, Lsat_1_v5_gn_2_63620.1, Lsat_1_v5_gn_2_63620.3	AH010673-RA
OG0000207	Lsat_1_v5_gn_9_8941.1, Lsat_1_v5_gn_9_8941.2, Lsat_1_v5_gn_5_181960.1	AH002648-RA
OG0000207	Lsat_1_v5_gn_9_64661.1	AH022984-RA
OG0000207	Lsat_1_v5_gn_1_55200.1, Lsat_1_v5_gn_6_31561.1	AH018948-RA
OG0000207	Lsat_1_v5_gn_3_132740.1	AH023638-RA
OG0000207	Lsat_1_v5_gn_7_7281.1, Lsat_1_v5_gn_7_7281.3	AH009147-RA
OG0000208	Lsat_1_v5_gn_5_172161.4, Lsat_1_v5_gn_5_172161.6, Lsat_1_v5_gn_5_172161.2, Lsat_1_v5_gn_5_171780.1, Lsat_1_v5_gn_5_171780.3, Lsat_1_v5_gn_5_171780.2, Lsat_1_v5_gn_5_171961.1, Lsat_1_v5_gn_5_171961.3, Lsat_1_v5_gn_5_171881.1, Lsat_1_v5_gn_5_171881.3, Lsat_1_v5_gn_5_172221.3, Lsat_1_v5_gn_5_172221.1, Lsat_1_v5_gn_5_172221.2, Lsat_1_v5_gn_5_172141.1, Lsat_1_v5_gn_5_172141.3, Lsat_1_v5_gn_5_172141.2, Lsat_1_v5_gn_5_172161.5, Lsat_1_v5_gn_5_172161.1, Lsat_1_v5_gn_1_38541.5, Lsat_1_v5_gn_4_91161.1, Lsat_1_v5_gn_4_91161.2, Lsat_1_v5_gn_1_38541.4, Lsat_1_v5_gn_1_38541.1	AH013416-RA, AH022322-RA, AH013411-RA
OG0000211	Lsat_1_v5_gn_4_109320.2	AH017571-RA
OG0000211	Lsat_1_v5_gn_8_51000.1, Lsat_1_v5_gn_4_11020.1, Lsat_1_v5_gn_4_178600.2, Lsat_1_v5_gn_4_178600.1	AH005036-RA, AH004370-RA
OG0000212	Lsat_1_v5_gn_5_111301.1, Lsat_1_v5_gn_2_132281.2, Lsat_1_v5_gn_2_132281.1, Lsat_1_v5_gn_2_132281.3, Lsat_1_v5_gn_8_8460.1, Lsat_1_v5_gn_8_8460.3	AH019579-RA, AH012403-RA
OG0000212	Lsat_1_v5_gn_8_16461.3	AH013636-RA
OG0000213	Lsat_1_v5_gn_9_82301.2, Lsat_1_v5_gn_9_82301.3, Lsat_1_v5_gn_9_82301.1	AH011769-RA, AH007383-RA, AH010611-RA
OG0000216	Lsat_1_v5_gn_7_113520.1, Lsat_1_v5_gn_7_113520.2, Lsat_1_v5_gn_9_90921.2, Lsat_1_v5_gn_9_90921.1	AH008260-RA
OG0000216	Lsat_1_v5_gn_8_98080.3, Lsat_1_v5_gn_8_98080.2, Lsat_1_v5_gn_8_98080.1	AH002574-RA
OG0000216	Lsat_1_v5_gn_5_124700.1, Lsat_1_v5_gn_5_124700.3	AH000038-RA
