Orthogroup	V_vinifera.proteins	G_max.proteins
OG0000055	VIT_201s0146g00250.1, VIT_201s0146g00250.5, VIT_201s0146g00250.3, VIT_201s0146g00250.2	GmISU01.20G206500.3.p, GmISU01.20G206500.2.p, GmISU01.20G206500.1.p, GmISU01.10G254500.3.p, GmISU01.10G254500.2.p
OG0000055	VIT_201s0146g00250.4	GmISU01.08G321900.5.p, GmISU01.08G321900.7.p, GmISU01.08G321900.6.p, GmISU01.08G321900.8.p
OG0000055	VIT_205s0020g01770.1	GmISU01.13G183300.2.p, GmISU01.13G183300.1.p, GmISU01.15G089700.1.p
OG0000055	VIT_214s0068g01540.3, VIT_214s0068g01540.4, VIT_214s0068g01540.1, VIT_214s0068g01540.2	GmISU01.16G047400.1.p, GmISU01.19G073600.1.p, GmISU01.19G073600.3.p
OG0000055	VIT_207s0005g06450.1	GmISU01.08G317200.1.p, GmISU01.18G129400.1.p
OG0000055	VIT_219s0014g00940.1	GmISU01.14G023500.1.p, GmISU01.02G249200.1.p, GmISU01.08G279900.1.p
OG0000055	VIT_206s0004g03670.1	GmISU01.11G133000.1.p, GmISU01.12G067000.1.p
OG0000056	VIT_210s0003g01010.1	GmISU01.13G198000.1.p, GmISU01.15G076000.1.p
OG0000058	VIT_216s0022g02420.1, VIT_216s0022g02450.1, VIT_216s0100g00030.1, VIT_202s0025g04600.2, VIT_202s0025g04600.1, VIT_213s0019g02640.6, VIT_213s0019g02640.5, VIT_213s0019g02640.7, VIT_213s0019g02640.3, VIT_213s0019g02640.2, VIT_213s0019g02640.4, VIT_213s0019g02640.1, VIT_213s0019g02580.1, VIT_213s0019g02590.1, VIT_213s0019g02620.1, VIT_213s0019g02610.1, VIT_213s0019g02600.1, VIT_213s0019g02560.2, VIT_213s0019g02560.4, VIT_213s0019g02560.1, VIT_213s0019g02560.3, VIT_213s0019g02540.1, VIT_213s0019g02530.1, VIT_213s0019g02550.1, VIT_213s0019g02480.1	GmISU01.14G060200.3.p, GmISU01.14G060200.7.p, GmISU01.14G060200.2.p, GmISU01.14G060200.1.p, GmISU01.14G060200.6.p, GmISU01.14G060200.5.p, GmISU01.18G031400.1.p, GmISU01.18G031400.2.p, GmISU01.11G203500.1.p
OG0000058	VIT_206s0080g00085.1	GmISU01.03G016350.1.p
OG0000058	VIT_208s0007g03650.1	GmISU01.03G154000.1.p, GmISU01.10G061400.1.p
OG0000058	VIT_215s0048g01210.3, VIT_215s0048g01210.4, VIT_215s0048g01210.2, VIT_215s0048g01210.1, VIT_215s0048g01200.1	GmISU01.09G221400.1.p
OG0000059	VIT_203s0132g00380.1, VIT_203s0132g00340.1, VIT_203s0132g00450.1	GmISU01.09G014100.1.p, GmISU01.09G014100.2.p, GmISU01.09G026600.1.p, GmISU01.09G026600.2.p, GmISU01.09G026500.1.p, GmISU01.09G026700.2.p, GmISU01.09G026700.3.p, GmISU01.09G026700.1.p, GmISU01.09G026400.1.p, GmISU01.09G026400.2.p, GmISU01.15G123800.1.p
OG0000059	VIT_218s0041g00030.1	GmISU01.14G128300.1.p
OG0000060	VIT_203s0110g00150.1	GmISU01.12G106500.1.p, GmISU01.13G060900.1.p, GmISU01.09G052900.1.p, GmISU01.13G001300.1.p, GmISU01.08G145900.1.p, GmISU01.12G108300.1.p, GmISU01.14G131800.1.p, GmISU01.13G010500.2.p, GmISU01.13G010500.1.p, GmISU01.15G221100.1.p, GmISU01.19G038900.1.p, GmISU01.04G115650.1.p, GmISU01.01G083000.1.p, GmISU01.12G119700.1.p, GmISU01.17G003100.1.p, GmISU01.12G026300.1.p, GmISU01.08G250300.1.p, GmISU01.13G238100.1.p, GmISU01.08G242900.1.p, GmISU01.14G097800.1.p, GmISU01.18G128700.1.p
OG0000063	VIT_212s0028g01830.1, VIT_212s0028g01840.1	GmISU01.06G231900.1.p, GmISU01.12G110400.1.p, GmISU01.12G177500.1.p
OG0000063	VIT_218s0001g06850.3, VIT_218s0001g06850.6, VIT_218s0001g06850.1, VIT_218s0001g06850.2, VIT_218s0001g06850.5, VIT_218s0001g06850.4	GmISU01.09G232300.1.p, GmISU01.18G159500.1.p, GmISU01.09G232400.1.p, GmISU01.18G159400.1.p
OG0000063	VIT_206s0004g07740.1	GmISU01.18G051400.1.p, GmISU01.11G171500.1.p, GmISU01.02G197200.1.p, GmISU01.14G166700.1.p
OG0000063	VIT_208s0058g00990.1	GmISU01.03G034300.1.p, GmISU01.03G034200.1.p, GmISU01.03G034100.1.p, GmISU01.03G034000.1.p, GmISU01.03G033900.1.p, GmISU01.01G099700.1.p, GmISU01.03G033600.1.p, GmISU01.03G034400.1.p, GmISU01.01G099500.1.p, GmISU01.18G051300.1.p
OG0000063	VIT_206s0004g07770.1	GmISU01.11G171200.1.p, GmISU01.18G051100.1.p
OG0000063	VIT_213s0067g02360.1, VIT_213s0067g02360.2, VIT_213s0067g02360.4, VIT_213s0067g02360.3	GmISU01.14G049700.1.p, GmISU01.02G221000.1.p, GmISU01.04G179300.1.p, GmISU01.06G132800.1.p
OG0000065	VIT_218s0001g07010.1	GmISU01.04G088600.1.p
OG0000065	VIT_217s0000g02940.1, VIT_217s0000g02920.1	GmISU01.02G160000.1.p
OG0000065	VIT_214s0060g02170.1, VIT_206s0004g05670.1, VIT_206s0004g05680.1, VIT_206s0004g05700.1, VIT_208s0007g01410.1, VIT_208s0007g01400.1, VIT_208s0007g01420.1	GmISU01.07G123000.1.p, GmISU01.07G122800.1.p, GmISU01.07G122900.1.p, GmISU01.07G123100.1.p, GmISU01.18G142300.1.p, GmISU01.07G123401.1.p, GmISU01.07G123401.2.p, GmISU01.07G123600.1.p, GmISU01.18G142700.1.p, GmISU01.07G123300.1.p, GmISU01.07G123050.1.p, GmISU01.07G122700.1.p, GmISU01.07G123200.1.p, GmISU01.18G142400.1.p, GmISU01.03G054800.3.p, GmISU01.03G054800.1.p, GmISU01.01G082000.1.p, GmISU01.03G054700.1.p, GmISU01.01G081900.1.p
OG0000065	VIT_205s0051g00310.1	GmISU01.13G011600.1.p
OG0000065	VIT_207s0005g04880.1, VIT_207s0005g04870.1, VIT_207s0005g04890.1	GmISU01.20G071000.1.p
OG0000067	VIT_206s0004g03400.1, VIT_206s0004g03400.5, VIT_206s0004g03400.3, VIT_206s0004g03400.4, VIT_206s0004g03400.6, VIT_206s0004g03400.2	GmISU01.11G134500.3.p, GmISU01.12G065600.6.p, GmISU01.12G065600.1.p, GmISU01.12G065600.5.p, GmISU01.12G065600.4.p, GmISU01.12G065600.9.p, GmISU01.12G065600.7.p, GmISU01.12G065600.3.p, GmISU01.12G065600.8.p, GmISU01.12G065600.10.p, GmISU01.12G065600.2.p, GmISU01.11G134500.2.p, GmISU01.11G134500.8.p, GmISU01.11G134500.9.p, GmISU01.11G134500.6.p, GmISU01.11G134500.5.p, GmISU01.11G134500.7.p, GmISU01.11G134500.4.p, GmISU01.11G134500.1.p, GmISU01.13G289000.1.p, GmISU01.13G289000.3.p, GmISU01.15G042100.2.p, GmISU01.15G042100.1.p
OG0000067	VIT_208s0040g02400.3, VIT_208s0040g02400.4, VIT_208s0040g02400.2, VIT_208s0040g02400.6, VIT_208s0040g02400.1, VIT_208s0040g02400.5	GmISU01.03G139900.2.p, GmISU01.03G139900.7.p, GmISU01.19G143200.21.p, GmISU01.19G143200.20.p, GmISU01.19G143200.18.p, GmISU01.19G143200.14.p, GmISU01.19G143200.5.p, GmISU01.19G143200.17.p, GmISU01.19G143200.13.p, GmISU01.19G143200.7.p, GmISU01.19G143200.10.p, GmISU01.19G143200.8.p, GmISU01.19G143200.3.p, GmISU01.19G143200.6.p, GmISU01.19G143200.4.p, GmISU01.19G143200.1.p, GmISU01.19G143200.15.p, GmISU01.19G143200.11.p, GmISU01.19G143200.12.p, GmISU01.19G143200.16.p, GmISU01.19G143200.19.p, GmISU01.19G143200.2.p, GmISU01.19G143200.9.p, GmISU01.10G045800.13.p, GmISU01.10G045800.3.p, GmISU01.10G045800.14.p, GmISU01.10G045800.8.p, GmISU01.10G045800.5.p, GmISU01.10G045800.4.p, GmISU01.10G045800.2.p, GmISU01.13G109300.3.p, GmISU01.13G109300.4.p, GmISU01.13G109300.5.p, GmISU01.13G109300.2.p, GmISU01.13G109300.1.p, GmISU01.10G045800.10.p, GmISU01.10G045800.7.p, GmISU01.10G045800.6.p, GmISU01.10G045800.12.p, GmISU01.10G045800.1.p, GmISU01.10G045800.11.p
OG0000068	VIT_210s0003g04510.1	GmISU01.09G050100.4.p, GmISU01.09G050100.1.p, GmISU01.09G050100.3.p, GmISU01.09G050100.6.p, GmISU01.09G050100.2.p, GmISU01.09G050100.5.p, GmISU01.15G146200.1.p, GmISU01.01G011200.1.p, GmISU01.01G011200.2.p
OG0000068	VIT_201s0010g01370.1, VIT_201s0010g01380.2, VIT_201s0010g01380.4, VIT_201s0010g01380.5, VIT_201s0010g01380.1, VIT_201s0010g01380.3	GmISU01.09G049600.1.p, GmISU01.09G049600.4.p, GmISU01.09G049600.3.p, GmISU01.09G049600.5.p, GmISU01.15G145600.6.p, GmISU01.15G145600.5.p, GmISU01.15G145600.4.p, GmISU01.15G145600.3.p, GmISU01.15G145600.2.p, GmISU01.15G145600.7.p, GmISU01.15G145600.1.p, GmISU01.02G154000.1.p, GmISU01.02G154000.2.p
OG0000070	VIT_204s0044g00580.1	GmISU01.05G159700.1.p, GmISU01.08G135800.1.p, GmISU01.06G137400.2.p, GmISU01.06G137400.1.p, GmISU01.06G137400.3.p, GmISU01.04G175300.4.p, GmISU01.04G175300.3.p, GmISU01.04G175300.2.p, GmISU01.04G175300.1.p
OG0000070	VIT_213s0019g01240.2, VIT_213s0019g01240.1, VIT_213s0019g01240.3	GmISU01.05G000900.2.p, GmISU01.19G000900.1.p, GmISU01.02G082600.1.p, GmISU01.18G233000.2.p, GmISU01.18G233000.1.p
OG0000070	VIT_208s0007g06520.1	GmISU01.15G036800.1.p, GmISU01.13G295000.1.p, GmISU01.15G036800.2.p, GmISU01.15G036800.3.p
OG0000070	VIT_204s0044g00580.2, VIT_213s0019g01240.4	GmISU01.05G000900.3.p, GmISU01.19G000900.2.p, GmISU01.05G000900.5.p
OG0000071	VIT_217s0000g09810.1	GmISU01.05G040300.1.p, GmISU01.17G116400.1.p
OG0000071	VIT_208s0007g04820.1	GmISU01.13G117400.1.p, GmISU01.03G146400.1.p
OG0000071	VIT_213s0019g04910.5, VIT_213s0019g04910.2, VIT_213s0019g04910.1, VIT_213s0019g04910.3, VIT_213s0019g04910.4	GmISU01.10G235800.3.p, GmISU01.10G235800.1.p, GmISU01.20G080600.1.p, GmISU01.10G235800.4.p
OG0000071	VIT_205s0051g00590.1	GmISU01.20G053300.3.p, GmISU01.10G100300.1.p
OG0000071	VIT_207s0005g05520.4, VIT_207s0005g05520.1	GmISU01.18G131500.2.p
OG0000071	VIT_201s0137g00240.2, VIT_201s0137g00240.1	GmISU01.18G011300.1.p
OG0000072	VIT_218s0001g13680.2	GmISU01.14G181200.1.p
OG0000072	VIT_200s2837g00010.1	GmISU01.17G222400.1.p, GmISU01.18G014200.1.p
OG0000072	VIT_204s0023g03120.1	GmISU01.18G014300.1.p
OG0000076	VIT_215s0021g00810.1	GmISU01.01G085600.1.p, GmISU01.02G161800.1.p
OG0000077	VIT_203s0038g02060.1	GmISU01.19G116900.1.p
OG0000077	VIT_203s0038g02050.1	GmISU01.12G027800.1.p
OG0000077	VIT_206s0004g00980.1	GmISU01.01G097400.1.p, GmISU01.03G038300.1.p
OG0000077	VIT_208s0007g06960.1, VIT_208s0007g06950.1, VIT_208s0007g06930.1, VIT_208s0007g06990.1, VIT_208s0007g07000.1, VIT_208s0007g06910.1, VIT_208s0007g06900.1	GmISU01.02G148600.1.p
OG0000078	VIT_206s0061g00475.1	GmISU01.13G088700.1.p
OG0000079	VIT_200s0392g00060.1, VIT_200s0361g00060.1, VIT_200s0392g00030.1	GmISU01.13G281000.1.p
OG0000079	VIT_212s0134g00020.1, VIT_212s0134g00020.2, VIT_212s0134g00030.1	GmISU01.12G091900.1.p, GmISU01.06G257000.1.p, GmISU01.09G098200.1.p, GmISU01.09G098200.2.p, GmISU01.09G098200.3.p, GmISU01.20G051500.1.p
OG0000084	VIT_210s0092g00450.1	GmISU01.08G169300.2.p, GmISU01.08G169300.3.p
OG0000084	VIT_208s0032g00240.1, VIT_210s0092g00480.1, VIT_210s0092g00370.1, VIT_210s0092g00495.1, VIT_218s0072g01140.1, VIT_210s0092g00510.1	GmISU01.18G071600.1.p, GmISU01.08G291300.1.p, GmISU01.18G071400.1.p, GmISU01.08G291400.1.p, GmISU01.08G291500.1.p, GmISU01.08G291600.1.p, GmISU01.07G138800.1.p, GmISU01.07G138800.2.p, GmISU01.20G005700.1.p, GmISU01.07G139500.2.p, GmISU01.07G139500.3.p, GmISU01.20G005600.1.p, GmISU01.09G233500.1.p, GmISU01.17G180900.1.p, GmISU01.14G106900.1.p, GmISU01.18G071500.1.p
OG0000084	VIT_219s0015g00080.1, VIT_219s0015g00110.1, VIT_219s0015g00100.1	GmISU01.02G198500.1.p
OG0000085	VIT_211s0016g01060.1	GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p
OG0000085	VIT_204s0008g02070.1	GmISU01.14G100600.1.p, GmISU01.17G188300.1.p, GmISU01.04G052700.1.p, GmISU01.06G051300.1.p
OG0000085	VIT_209s0002g01110.1	GmISU01.07G036800.1.p, GmISU01.16G006900.1.p
OG0000085	VIT_208s0056g00150.1	GmISU01.18G167400.1.p, GmISU01.09G225200.1.p
OG0000085	VIT_211s0065g00470.2, VIT_211s0065g00470.1	GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p
OG0000085	VIT_206s0004g00220.2, VIT_206s0004g00220.1	GmISU01.08G115200.1.p, GmISU01.05G140100.1.p
OG0000085	VIT_202s0087g00270.1	GmISU01.09G175400.1.p, GmISU01.01G114900.1.p, GmISU01.16G090400.1.p
OG0000087	VIT_208s0007g05390.1	GmISU01.03G097000.1.p, GmISU01.19G100600.1.p
OG0000087	VIT_213s0067g03070.1	GmISU01.06G130100.1.p, GmISU01.04G181700.2.p, GmISU01.04G181700.1.p, GmISU01.06G130100.2.p
OG0000087	VIT_201s0026g00940.1	GmISU01.18G106700.1.p, GmISU01.08G261500.1.p
OG0000087	VIT_217s0000g07580.1	GmISU01.04G143700.1.p, GmISU01.06G170500.1.p, GmISU01.05G030000.2.p, GmISU01.05G030000.1.p, GmISU01.17G085900.1.p, GmISU01.17G085900.2.p
OG0000088	VIT_211s0118g00750.1, VIT_211s0118g00740.1, VIT_219s0014g00800.1	GmISU01.06G198400.1.p, GmISU01.12G127900.3.p, GmISU01.12G127900.2.p, GmISU01.12G127900.1.p, GmISU01.12G196400.1.p, GmISU01.12G196400.2.p, GmISU01.12G196220.1.p, GmISU01.12G195300.1.p, GmISU01.13G229800.1.p, GmISU01.17G168800.1.p, GmISU01.17G163400.1.p
OG0000088	VIT_219s0014g00470.1, VIT_219s0014g00520.1, VIT_219s0014g00500.1	GmISU01.13G229600.3.p, GmISU01.13G229600.2.p, GmISU01.13G229600.4.p, GmISU01.13G229600.1.p, GmISU01.13G229400.1.p
OG0000088	VIT_212s0028g01350.4, VIT_212s0028g01350.3, VIT_212s0028g01350.1	GmISU01.02G248100.2.p, GmISU01.02G248100.4.p, GmISU01.02G248100.3.p, GmISU01.02G248100.1.p, GmISU01.14G024800.1.p
OG0000089	VIT_209s0002g05590.1, VIT_209s0002g05570.1, VIT_209s0002g05560.1, VIT_209s0002g05530.1, VIT_209s0002g05530.3, VIT_209s0002g05410.2, VIT_209s0002g05410.1, VIT_209s0002g05410.3, VIT_209s0002g05530.2	GmISU01.14G108900.6.p, GmISU01.14G108900.7.p
OG0000089	VIT_209s0002g05490.1, VIT_209s0002g05490.4, VIT_209s0002g05400.1, VIT_209s0002g05370.1, VIT_209s0002g05360.1, VIT_209s0002g05600.1	GmISU01.15G011300.1.p, GmISU01.13G319600.1.p, GmISU01.15G011200.1.p, GmISU01.07G030900.3.p, GmISU01.07G030900.4.p, GmISU01.07G030900.2.p, GmISU01.07G030900.1.p
OG0000089	VIT_204s0008g04790.1, VIT_204s0008g04790.2, VIT_204s0008g04820.1	GmISU01.06G065600.1.p
OG0000090	VIT_204s0044g01620.4, VIT_204s0044g01620.3, VIT_204s0044g01620.6, VIT_204s0044g01620.5, VIT_204s0044g01620.2, VIT_204s0044g01620.1, VIT_204s0044g01620.7	GmISU01.04G171200.1.p, GmISU01.04G171200.3.p, GmISU01.04G171200.4.p, GmISU01.04G171200.2.p, GmISU01.06G141850.1.p, GmISU01.08G000966.1.p, GmISU01.05G163900.1.p
OG0000090	VIT_214s0066g00290.1, VIT_214s0066g00290.2, VIT_214s0066g00290.3	GmISU01.05G093800.1.p, GmISU01.05G093800.2.p, GmISU01.05G093800.3.p, GmISU01.19G042200.2.p, GmISU01.19G042200.3.p, GmISU01.19G042200.4.p, GmISU01.19G060000.2.p, GmISU01.19G060000.3.p, GmISU01.19G060000.1.p, GmISU01.16G061400.1.p
OG0000090	VIT_201s0137g00460.3, VIT_201s0137g00460.4, VIT_201s0137g00460.7, VIT_201s0137g00460.9, VIT_201s0137g00460.8, VIT_201s0137g00460.2, VIT_201s0137g00460.1, VIT_201s0137g00460.10	GmISU01.18G012200.1.p, GmISU01.18G012200.5.p, GmISU01.18G012200.4.p, GmISU01.18G012200.3.p, GmISU01.18G012200.2.p, GmISU01.11G222000.1.p, GmISU01.11G222000.2.p, GmISU01.11G222000.4.p, GmISU01.08G121700.1.p, GmISU01.08G121700.2.p, GmISU01.05G145900.2.p, GmISU01.05G145900.5.p, GmISU01.05G145900.4.p, GmISU01.05G145900.1.p, GmISU01.05G145900.3.p
OG0000090	VIT_217s0000g09640.1	GmISU01.06G160900.1.p, GmISU01.04G152400.1.p
OG0000091	VIT_205s0062g00240.1, VIT_205s0062g00480.1, VIT_205s0062g00610.1, VIT_205s0062g00250.1	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p
OG0000091	VIT_211s0052g01250.1	GmISU01.13G075800.1.p, GmISU01.09G057100.1.p
OG0000091	VIT_211s0052g01200.1, VIT_211s0052g01340.1, VIT_211s0052g01270.1, VIT_211s0052g01180.1, VIT_211s0052g01190.1, VIT_211s0052g01300.1, VIT_211s0052g01260.1, VIT_211s0052g01320.1, VIT_211s0052g01280.1, VIT_211s0052g01330.1, VIT_211s0052g01220.1	GmISU01.13G067800.1.p, GmISU01.13G067600.1.p, GmISU01.17G060200.1.p, GmISU01.17G059900.1.p, GmISU01.13G067700.1.p, GmISU01.17G060100.1.p, GmISU01.13G068000.1.p, GmISU01.17G059800.1.p, GmISU01.17G060000.1.p
OG0000092	VIT_213s0067g00650.1	GmISU01.11G193200.1.p
OG0000092	VIT_213s0064g00550.1	GmISU01.03G102400.1.p, GmISU01.13G095900.1.p
OG0000093	VIT_206s0004g01440.1	GmISU01.11G119200.1.p, GmISU01.11G119200.2.p, GmISU01.15G029800.2.p, GmISU01.12G049600.2.p, GmISU01.12G049500.3.p, GmISU01.12G049600.1.p, GmISU01.12G049500.1.p
OG0000093	VIT_206s0004g01420.2, VIT_206s0004g01420.1	GmISU01.15G029700.1.p
OG0000093	VIT_213s0064g01760.1	GmISU01.09G002800.1.p, GmISU01.12G202900.1.p, GmISU01.12G202900.2.p
OG0000093	VIT_213s0064g01750.1, VIT_213s0064g01750.3, VIT_213s0064g01750.5, VIT_213s0064g01640.3, VIT_213s0064g01660.5, VIT_213s0064g01640.2, VIT_213s0064g01660.4, VIT_213s0064g01750.2, VIT_213s0064g01750.7, VIT_213s0064g01750.8, VIT_213s0064g01750.6, VIT_213s0064g01750.4, VIT_213s0064g01660.3, VIT_213s0064g01660.2, VIT_213s0064g00480.1, VIT_213s0064g00480.5, VIT_213s0064g00480.4, VIT_213s0064g00520.1, VIT_213s0064g00480.3, VIT_213s0064g00480.2, VIT_213s0064g01660.1, VIT_213s0064g01640.1, VIT_213s0064g01640.4	GmISU01.08G139500.1.p, GmISU01.08G139600.1.p, GmISU01.15G224400.1.p, GmISU01.15G224300.2.p
OG0000095	VIT_209s0054g01830.1, VIT_209s0054g01830.2, VIT_209s0054g01830.4, VIT_209s0054g01830.3	GmISU01.15G031000.2.p, GmISU01.15G031000.3.p, GmISU01.15G031000.1.p, GmISU01.13G300800.1.p, GmISU01.13G300800.2.p, GmISU01.13G300800.4.p
OG0000095	VIT_201s0011g01470.5, VIT_201s0011g01470.4, VIT_201s0011g01470.3, VIT_201s0011g01470.1, VIT_201s0011g01470.2	GmISU01.09G001166.1.p
OG0000095	VIT_203s0017g01780.2, VIT_203s0017g01780.5, VIT_203s0017g01780.3, VIT_203s0017g01780.1, VIT_203s0017g01780.4	GmISU01.04G104900.5.p, GmISU01.04G104900.8.p, GmISU01.04G104900.6.p, GmISU01.04G104900.2.p, GmISU01.04G104900.4.p, GmISU01.04G104900.10.p, GmISU01.04G104900.1.p, GmISU01.04G104900.9.p, GmISU01.04G104900.3.p, GmISU01.06G268400.1.p, GmISU01.06G268400.3.p
OG0000095	VIT_203s0017g01810.4, VIT_203s0017g01810.1, VIT_203s0017g01810.2, VIT_203s0017g01810.3, VIT_203s0017g01810.5, VIT_203s0017g01810.6	GmISU01.10G219500.3.p, GmISU01.10G219500.1.p, GmISU01.10G219500.2.p, GmISU01.20G098700.2.p, GmISU01.20G098700.5.p, GmISU01.20G098700.1.p, GmISU01.20G098700.9.p, GmISU01.20G098700.6.p, GmISU01.20G098700.10.p, GmISU01.20G098700.7.p, GmISU01.20G098700.8.p, GmISU01.20G098700.3.p, GmISU01.20G098700.4.p
OG0000096	VIT_212s0055g00180.1, VIT_212s0055g00200.1, VIT_212s0034g00080.1, VIT_212s0034g00040.1, VIT_212s0034g01120.1, VIT_212s0034g00060.1, VIT_212s0055g00250.1, VIT_212s0055g00060.1, VIT_212s0055g00190.1, VIT_212s0055g00320.1, VIT_212s0055g00310.1, VIT_212s0055g00280.1, VIT_212s0055g00030.1, VIT_212s0055g00050.1, VIT_212s0055g00020.1, VIT_212s0034g00030.1, VIT_212s0055g00070.1, VIT_212s0055g00225.1, VIT_212s0055g00170.1, VIT_212s0055g00160.1, VIT_212s0034g00140.1, VIT_212s0034g00130.1, VIT_212s0034g00160.1, VIT_203s0017g01990.1, VIT_203s0017g01996.1, VIT_203s0017g02146.1, VIT_203s0017g01992.1, VIT_203s0017g02140.1	GmISU01.02G268000.1.p
OG0000096	VIT_206s0004g06380.1, VIT_206s0004g06400.1, VIT_206s0004g06390.1, VIT_206s0004g06370.1	GmISU01.02G190100.1.p, GmISU01.02G190000.1.p, GmISU01.14G158700.1.p
OG0000097	VIT_217s0000g08760.1	GmISU01.05G035500.1.p, GmISU01.17G080500.1.p, GmISU01.04G148800.1.p
OG0000097	VIT_213s0067g00420.1, VIT_205s0029g01470.1	GmISU01.16G091200.1.p
OG0000097	VIT_219s0085g00150.1, VIT_218s0089g00680.1, VIT_219s0015g00030.1	GmISU01.08G190700.1.p
OG0000098	VIT_218s0001g14360.1	GmISU01.17G224800.1.p, GmISU01.14G183100.1.p, GmISU01.06G021100.1.p, GmISU01.04G023000.1.p
OG0000098	VIT_210s0003g05320.1	GmISU01.09G024900.1.p, GmISU01.15G122800.1.p
OG0000098	VIT_202s0025g03540.1	GmISU01.05G176100.1.p, GmISU01.08G012800.1.p
OG0000098	VIT_217s0000g02450.1	GmISU01.05G211600.1.p, GmISU01.08G049400.1.p
OG0000098	VIT_208s0040g00980.1, VIT_208s0040g00980.2, VIT_206s0009g02020.1	GmISU01.19G096500.2.p, GmISU01.19G096500.1.p, GmISU01.03G092100.1.p
OG0000098	VIT_216s0050g00380.1	GmISU01.03G057700.1.p, GmISU01.01G084400.1.p
OG0000098	VIT_202s0025g03680.1	GmISU01.20G123200.1.p, GmISU01.10G197000.1.p
OG0000099	VIT_207s0031g01680.1, VIT_207s0031g01670.1, VIT_207s0031g01660.1, VIT_214s0006g01680.1	GmISU01.19G003400.1.p, GmISU01.19G004100.1.p, GmISU01.05G003100.1.p, GmISU01.05G003000.1.p, GmISU01.05G002900.1.p, GmISU01.19G003300.1.p, GmISU01.19G046300.1.p
OG0000102	VIT_210s0003g01100.1	GmISU01.12G111700.1.p, GmISU01.06G229800.1.p, GmISU01.06G230500.1.p, GmISU01.06G229900.1.p, GmISU01.06G229700.1.p, GmISU01.06G230200.1.p, GmISU01.06G230600.1.p, GmISU01.06G229400.1.p, GmISU01.12G111500.1.p, GmISU01.12G111400.1.p, GmISU01.12G111200.1.p, GmISU01.06G230100.1.p, GmISU01.06G230000.1.p
OG0000102	VIT_212s0028g02250.1, VIT_212s0028g02300.1, VIT_212s0028g02290.1, VIT_212s0028g02260.2, VIT_212s0028g02260.1, VIT_212s0028g02260.3	GmISU01.06G235700.1.p, GmISU01.06G236300.1.p, GmISU01.06G234100.1.p, GmISU01.06G235100.1.p, GmISU01.06G240200.1.p, GmISU01.12G106700.1.p, GmISU01.12G108800.1.p, GmISU01.06G235350.1.p, GmISU01.06G234200.1.p, GmISU01.12G106900.1.p, GmISU01.12G106800.1.p, GmISU01.12G108700.1.p, GmISU01.06G240100.1.p, GmISU01.12G069900.1.p, GmISU01.11G158000.1.p
OG0000103	VIT_219s0027g00390.1	GmISU01.08G161300.3.p, GmISU01.08G161300.2.p, GmISU01.08G161300.1.p, GmISU01.15G210100.1.p, GmISU01.08G218000.1.p, GmISU01.15G181800.1.p
OG0000103	VIT_208s0040g01930.5, VIT_208s0040g01930.7, VIT_208s0040g01930.4, VIT_208s0040g01930.3, VIT_208s0040g01930.8, VIT_208s0040g01930.2, VIT_208s0040g01930.6, VIT_208s0040g01930.1	GmISU01.03G142100.2.p, GmISU01.19G145500.1.p, GmISU01.10G048200.1.p, GmISU01.13G111600.1.p
OG0000103	VIT_200s0370g00010.4, VIT_200s0370g00010.3, VIT_200s0370g00010.2, VIT_200s0370g00010.1	GmISU01.15G067800.3.p, GmISU01.13G207800.1.p, GmISU01.13G207800.2.p, GmISU01.13G207800.3.p, GmISU01.13G207800.4.p, GmISU01.15G067800.4.p, GmISU01.15G067800.1.p, GmISU01.07G164300.1.p, GmISU01.13G151800.1.p
OG0000103	VIT_208s0007g02150.6, VIT_208s0007g02150.5, VIT_208s0007g02150.3, VIT_208s0007g02150.2, VIT_208s0007g02150.7, VIT_208s0007g02150.1, VIT_208s0007g02150.4	GmISU01.07G129400.1.p, GmISU01.07G129400.2.p, GmISU01.18G149000.1.p
OG0000104	VIT_208s0007g02700.1	GmISU01.19G161300.1.p
OG0000104	VIT_208s0007g02660.1, VIT_208s0007g02670.2, VIT_208s0007g02670.1, VIT_208s0007g02640.1, VIT_208s0007g02630.1	GmISU01.19G161400.1.p, GmISU01.19G161500.1.p, GmISU01.03G159500.1.p
OG0000104	VIT_206s0080g01020.1, VIT_206s0080g01000.1	GmISU01.12G083900.1.p, GmISU01.11G144700.1.p, GmISU01.15G181900.1.p, GmISU01.03G083100.1.p, GmISU01.12G084000.1.p, GmISU01.03G083200.1.p, GmISU01.12G083800.1.p
OG0000104	VIT_208s0007g02720.3, VIT_208s0007g02720.1, VIT_208s0007g02720.2	GmISU01.19G161200.1.p
OG0000105	VIT_214s0066g00460.2, VIT_214s0066g00460.1	GmISU01.19G003600.3.p, GmISU01.19G003600.2.p, GmISU01.19G003600.1.p
