Orthogroup	S_lycopersicum.proteins	V_vinifera.proteins
OG0000085	Solyc07g042590.3.1	VIT_211s0065g00470.2, VIT_211s0065g00470.1
OG0000085	Solyc01g028830.3.1	VIT_206s0004g00220.2, VIT_206s0004g00220.1
OG0000085	Solyc08g074980.3.1	VIT_202s0087g00270.1
OG0000087	Solyc10g079600.2.1, Solyc10g079595.1.1, Solyc10g079700.2.1	VIT_208s0007g05390.1
OG0000087	Solyc06g048600.3.1, Solyc06g048930.3.1	VIT_213s0067g03070.1
OG0000087	Solyc05g006420.3.1	VIT_201s0026g00940.1
OG0000087	Solyc03g113720.3.1	VIT_217s0000g07580.1
OG0000088	Solyc12g014350.2.1	VIT_219s0014g00710.1, VIT_219s0014g00750.1, VIT_219s0014g00750.2, VIT_219s0014g00810.1, VIT_219s0014g00790.1, VIT_219s0014g00790.2, VIT_219s0014g00680.3, VIT_219s0014g00680.2, VIT_219s0014g00680.1
OG0000088	Solyc02g071860.3.1, Solyc02g071820.3.1, Solyc02g071810.3.1	VIT_210s0003g01990.2, VIT_210s0003g01990.1, VIT_210s0003g01900.1, VIT_210s0003g01980.1, VIT_210s0003g01980.4, VIT_210s0003g01980.2, VIT_210s0003g01980.3, VIT_210s0003g01920.1, VIT_210s0003g01920.2, VIT_210s0003g01960.4, VIT_210s0003g01960.1, VIT_210s0003g01960.3, VIT_210s0003g01960.2
OG0000088	Solyc07g055810.3.1	VIT_212s0028g01350.4, VIT_212s0028g01350.3, VIT_212s0028g01350.1
OG0000089	Solyc05g053570.3.1, Solyc05g053590.3.1, Solyc05g053600.3.1, Solyc05g053610.2.1, Solyc09g091660.3.1, Solyc09g091670.3.1, Solyc12g100180.2.1, Solyc12g100190.2.1, Solyc12g098210.2.1	VIT_209s0002g05490.1, VIT_209s0002g05490.4, VIT_209s0002g05400.1, VIT_209s0002g05370.1, VIT_209s0002g05360.1, VIT_209s0002g05600.1
OG0000089	Solyc08g067610.3.1, Solyc08g067620.2.1	VIT_211s0016g04590.1, VIT_204s0008g04790.1, VIT_204s0008g04790.2, VIT_204s0008g04820.1
OG0000090	Solyc09g065870.3.1	VIT_204s0044g01620.4, VIT_204s0044g01620.3, VIT_204s0044g01620.6, VIT_204s0044g01620.5, VIT_204s0044g01620.2, VIT_204s0044g01620.1, VIT_204s0044g01620.7
OG0000090	Solyc02g093520.3.1	VIT_214s0066g00290.1, VIT_214s0066g00290.2, VIT_214s0066g00290.3
OG0000090	Solyc03g111870.3.1	VIT_217s0000g09640.1
OG0000091	Solyc12g098610.2.1, Solyc09g092520.3.1	VIT_205s0062g00240.1, VIT_205s0062g00480.1, VIT_205s0062g00610.1, VIT_205s0062g00250.1
OG0000091	Solyc07g009380.3.1, Solyc05g046290.3.1	VIT_211s0052g01250.1
OG0000091	Solyc03g093130.3.1, Solyc03g093120.4.1, Solyc03g093110.3.1, Solyc03g093080.3.1	VIT_211s0052g01220.1
OG0000092	Solyc10g085780.1.1	VIT_213s0067g00650.1
OG0000092	Solyc04g039980.3.1, Solyc04g039990.3.1	VIT_214s0006g00055.1, VIT_213s0064g00530.1, VIT_219s0027g00830.1
OG0000093	Solyc10g045240.2.1, Solyc08g044510.3.1	VIT_213s0064g01750.1, VIT_213s0064g01750.3, VIT_213s0064g01750.5, VIT_213s0064g01640.3, VIT_213s0064g01660.5, VIT_213s0064g01640.2, VIT_213s0064g01660.4, VIT_213s0064g01750.2, VIT_213s0064g01750.7, VIT_213s0064g01750.8, VIT_213s0064g01750.6, VIT_213s0064g01750.4, VIT_213s0064g01660.3, VIT_213s0064g01660.2, VIT_213s0064g00480.1, VIT_213s0064g00480.5, VIT_213s0064g00480.4, VIT_213s0064g00520.1, VIT_213s0064g00480.3, VIT_213s0064g00480.2, VIT_213s0064g01660.1, VIT_213s0064g01640.1, VIT_213s0064g01640.4
OG0000093	Solyc01g074030.3.1, Solyc01g074040.1.1	VIT_213s0064g01740.1
OG0000095	Solyc03g121630.3.1	VIT_209s0054g01830.1, VIT_209s0054g01830.2, VIT_209s0054g01830.4, VIT_209s0054g01830.3
OG0000095	Solyc07g043260.3.1	VIT_203s0017g01830.1, VIT_203s0017g01830.2
OG0000095	Solyc02g068550.2.1	VIT_201s0011g01470.5, VIT_201s0011g01470.4, VIT_201s0011g01470.3, VIT_201s0011g01470.1, VIT_201s0011g01470.2
OG0000095	Solyc07g043270.3.1	VIT_203s0017g01780.2, VIT_203s0017g01780.5, VIT_203s0017g01780.3, VIT_203s0017g01780.1, VIT_203s0017g01780.4
OG0000095	Solyc08g060840.1.1	VIT_203s0017g01810.4, VIT_203s0017g01810.1, VIT_203s0017g01810.2, VIT_203s0017g01810.3, VIT_203s0017g01810.5, VIT_203s0017g01810.6
OG0000096	Solyc07g043120.1.1, Solyc07g043150.1.1, Solyc09g098080.3.1, Solyc07g043160.1.1, Solyc07g043100.1.1, Solyc07g043110.1.1, Solyc07g043170.3.1, Solyc12g014010.2.1	VIT_212s0055g00180.1, VIT_212s0055g00200.1, VIT_212s0034g00080.1, VIT_212s0034g00040.1, VIT_212s0034g01120.1, VIT_212s0034g00060.1, VIT_212s0055g00250.1, VIT_212s0055g00060.1, VIT_212s0055g00190.1, VIT_212s0055g00320.1, VIT_212s0055g00310.1, VIT_212s0055g00280.1, VIT_212s0055g00030.1, VIT_212s0055g00050.1, VIT_212s0055g00020.1, VIT_212s0034g00030.1, VIT_212s0055g00070.1, VIT_212s0055g00225.1, VIT_212s0055g00170.1, VIT_212s0055g00160.1, VIT_212s0034g00140.1, VIT_212s0034g00130.1, VIT_212s0034g00160.1, VIT_203s0017g01990.1, VIT_203s0017g01996.1, VIT_203s0017g02146.1, VIT_203s0017g01992.1, VIT_203s0017g02140.1
OG0000096	Solyc07g043030.2.1, Solyc07g043040.1.1, Solyc07g043060.1.1, Solyc07g043050.1.1, Solyc07g043020.1.1, Solyc07g043190.2.1	VIT_203s0017g02110.1, VIT_203s0017g02000.1, VIT_203s0017g02120.1
OG0000097	Solyc03g112680.2.1	VIT_217s0000g08760.1
OG0000097	Solyc07g015990.1.1, Solyc06g006053.1.1	VIT_210s0003g04760.1, VIT_212s0028g01845.1, VIT_200s0658g00010.1, VIT_210s0003g05200.1, VIT_210s0003g04814.1, VIT_209s0018g01460.1
OG0000097	Solyc10g055290.2.1, Solyc10g055300.1.1, Solyc09g064960.1.1, Solyc03g098360.2.1, Solyc09g064990.1.1, Solyc09g064980.1.1	VIT_213s0067g00420.1, VIT_205s0029g01470.1
OG0000097	Solyc08g044336.1.1	VIT_203s0017g00090.1, VIT_212s0057g00745.1, VIT_209s0096g01010.1, VIT_219s0085g00150.1, VIT_218s0089g00680.1, VIT_219s0015g00030.1, VIT_212s0057g00820.1, VIT_216s0013g01710.1
OG0000098	Solyc04g081490.3.1, Solyc12g089310.2.1	VIT_218s0001g14360.1
OG0000098	Solyc03g118760.3.1	VIT_202s0025g03540.1, VIT_217s0000g02450.1
OG0000098	Solyc10g080940.2.1	VIT_208s0040g00980.1, VIT_208s0040g00980.2, VIT_206s0009g02020.1
OG0000098	Solyc06g076640.3.1	VIT_216s0050g00380.1
OG0000098	Solyc10g086760.2.1, Solyc10g085020.2.1, Solyc06g035970.3.1, Solyc03g025730.3.1	VIT_202s0025g03680.1
OG0000099	Solyc04g011925.1.1, Solyc04g011920.2.1, Solyc04g051768.1.1, Solyc04g011940.2.1, Solyc04g051730.1.1	VIT_207s0031g01680.1, VIT_207s0031g01670.1, VIT_207s0031g01660.1
OG0000102	Solyc12g056020.1.1, Solyc12g056010.2.1, Solyc12g056000.1.1, Solyc02g076970.2.1, Solyc03g006200.2.1	VIT_210s0003g01100.1
OG0000102	Solyc02g077050.3.1, Solyc02g076910.3.1	VIT_212s0028g02250.1, VIT_212s0028g02300.1, VIT_212s0028g02290.1, VIT_212s0028g02260.2, VIT_212s0028g02260.1, VIT_212s0028g02260.3
OG0000103	Solyc10g005640.3.1, Solyc10g005630.3.1	VIT_219s0027g00390.1
OG0000103	Solyc10g084110.2.1, Solyc09g007730.3.1	VIT_208s0040g01930.5, VIT_208s0040g01930.7, VIT_208s0040g01930.4, VIT_208s0040g01930.3, VIT_208s0040g01930.8, VIT_208s0040g01930.2, VIT_208s0040g01930.6, VIT_208s0040g01930.1
OG0000103	Solyc02g078530.3.1, Solyc03g006500.3.1	VIT_200s0370g00010.4, VIT_200s0370g00010.3, VIT_200s0370g00010.2, VIT_200s0370g00010.1
OG0000103	Solyc09g014470.2.1	VIT_208s0007g02150.8
OG0000103	Solyc10g076760.2.1	VIT_208s0007g02150.6, VIT_208s0007g02150.5, VIT_208s0007g02150.3, VIT_208s0007g02150.2, VIT_208s0007g02150.7, VIT_208s0007g02150.1, VIT_208s0007g02150.4
OG0000104	Solyc10g083170.2.1	VIT_208s0007g02700.1
OG0000104	Solyc10g085665.1.1	VIT_208s0007g02660.1, VIT_208s0007g02670.2, VIT_208s0007g02670.1, VIT_208s0007g02640.1, VIT_208s0007g02630.1
OG0000104	Solyc08g028690.3.1	VIT_206s0080g01020.1, VIT_206s0080g01000.1
OG0000104	Solyc10g083180.2.1	VIT_208s0007g02720.3, VIT_208s0007g02720.1, VIT_208s0007g02720.2
OG0000105	Solyc02g067830.3.1, Solyc02g093360.3.1	VIT_214s0066g00460.2, VIT_214s0066g00460.1
OG0000105	Solyc04g015130.3.1	VIT_210s0116g00440.1
OG0000105	Solyc07g065710.3.1, Solyc10g005770.3.1	VIT_219s0015g00770.6, VIT_219s0015g00770.4, VIT_219s0015g00770.3, VIT_219s0015g00770.5, VIT_219s0015g00770.2, VIT_219s0015g00770.1
OG0000105	Solyc10g083500.2.1, Solyc09g009380.3.1	VIT_208s0007g03600.1, VIT_208s0007g03600.2
OG0000105	Solyc06g074480.3.1, Solyc11g067070.1.1	VIT_206s0061g01540.1
OG0000106	Solyc10g052560.1.1, Solyc10g052590.1.1, Solyc10g052530.1.1, Solyc10g052550.1.1, Solyc11g011605.1.1, Solyc04g052910.2.1, Solyc04g052890.2.1, Solyc10g052570.1.1, Solyc04g052980.1.1, Solyc04g052990.1.1, Solyc11g011670.1.1, Solyc11g011710.1.1, Solyc11g011640.1.1, Solyc04g052960.1.1, Solyc11g011690.1.1, Solyc11g011730.1.1, Solyc11g011630.2.1, Solyc11g011660.1.1, Solyc04g053030.1.1, Solyc04g053010.1.1, Solyc11g011615.1.1, Solyc04g053020.2.1	VIT_203s0038g03490.1, VIT_203s0038g03510.1, VIT_203s0038g03780.1, VIT_203s0038g03790.1, VIT_203s0038g03485.1, VIT_203s0038g03770.1, VIT_203s0038g03756.1, VIT_203s0038g03760.1, VIT_203s0038g03465.1, VIT_203s0038g03480.1, VIT_203s0038g03470.1, VIT_203s0038g03500.1, VIT_203s0038g03520.1
OG0000107	Solyc05g008805.1.1	VIT_201s0011g04180.1
OG0000107	Solyc02g086370.3.1	VIT_214s0006g02480.3, VIT_214s0006g02480.2, VIT_214s0006g02480.1, VIT_214s0006g02480.4, VIT_214s0006g02480.6, VIT_214s0006g02480.5
OG0000107	Solyc04g025370.2.1, Solyc04g025400.3.1	VIT_217s0000g03170.2, VIT_217s0000g03170.1
OG0000108	Solyc06g009280.1.1, Solyc06g009290.3.1	VIT_207s0005g02660.7, VIT_207s0005g02660.3, VIT_207s0005g02660.8, VIT_207s0005g02660.4, VIT_207s0005g02660.1
OG0000108	Solyc02g071350.3.1, Solyc02g071340.2.1	VIT_210s0003g02540.1, VIT_210s0003g02570.1, VIT_210s0003g02580.1
OG0000109	Solyc01g110380.3.1	VIT_203s0038g00700.1
OG0000109	Solyc02g084390.3.1, Solyc02g062330.2.1	VIT_204s0023g03060.2, VIT_204s0023g03060.3, VIT_204s0023g03060.4, VIT_204s0023g03060.1
OG0000109	Solyc04g081060.3.1	VIT_218s0001g13580.1
OG0000110	Solyc12g056820.2.1	VIT_218s0122g00420.1, VIT_218s0122g00520.1
OG0000110	Solyc04g072280.3.1	VIT_218s0001g00680.1, VIT_200s0444g00010.1, VIT_218s0001g00340.1, VIT_218s0001g01010.1, VIT_218s0001g00400.1, VIT_200s0731g00010.1, VIT_218s0001g00930.1, VIT_218s0075g00670.3, VIT_218s0117g00450.1, VIT_218s0075g00530.2, VIT_218s0001g00850.1, VIT_218s0075g00810.2, VIT_218s0001g01280.1, VIT_218s0001g00730.1, VIT_200s0481g00020.1, VIT_218s0001g00790.1, VIT_218s0001g00080.1, VIT_218s0111g00027.1, VIT_218s0001g00310.1, VIT_218s0122g01150.1, VIT_218s0117g00550.1, VIT_200s0413g00010.1, VIT_218s0075g00530.1, VIT_218s0075g00670.2, VIT_218s0075g00670.4, VIT_218s0075g00670.5, VIT_218s0075g00670.1, VIT_218s0117g00590.1, VIT_218s0075g00810.1, VIT_218s0075g00780.1, VIT_218s0075g00540.1, VIT_218s0075g00530.3
OG0000112	Solyc12g062470.2.1, Solyc10g078870.2.1, Solyc08g048230.1.1, Solyc04g018190.1.1, Solyc04g039770.2.1, Solyc08g029400.2.1, Solyc02g011920.1.1, Solyc04g050840.1.1, Solyc02g011930.1.1, Solyc04g039760.2.1, Solyc09g031840.1.1, Solyc03g080130.1.1, Solyc08g045620.1.1, Solyc10g018980.2.1, Solyc04g050850.2.1, Solyc04g024540.1.1, Solyc01g017140.1.1, Solyc08g014590.1.1, Solyc11g040080.1.1, Solyc03g013490.1.1, Solyc09g031850.1.1, Solyc04g024580.1.1, Solyc06g018000.2.1, Solyc10g019000.2.1, Solyc01g017290.1.1, Solyc03g093320.2.1, Solyc01g017280.1.1	VIT_219s0027g00800.1
OG0000112	Solyc03g058237.1.1	VIT_216s0039g02786.1
OG0000112	Solyc12g035790.1.1, Solyc12g019590.1.1	VIT_214s0108g00960.1
OG0000113	Solyc06g065970.1.1	VIT_204s0008g05640.1
OG0000113	Solyc01g090970.3.1	VIT_215s0048g00630.1
OG0000113	Solyc08g078920.2.1, Solyc08g079230.1.1, Solyc08g079190.1.1, Solyc08g079200.1.1, Solyc08g078870.2.1, Solyc06g060640.1.1	VIT_212s0035g02000.1
OG0000113	Solyc08g078940.1.1, Solyc08g078890.2.1	VIT_202s0154g00280.1, VIT_202s0154g00290.1
OG0000113	Solyc08g078900.1.1	VIT_212s0055g00800.1, VIT_202s0154g00300.1
OG0000114	Solyc02g079540.2.1, Solyc02g079533.1.1, Solyc02g079550.2.1, Solyc04g008385.1.1, Solyc04g008370.2.1, Solyc04g008390.2.1, Solyc04g058110.3.1, Solyc02g079580.3.1, Solyc03g006720.1.1, Solyc03g006730.2.1	VIT_200s0347g00060.1, VIT_200s0743g00020.1, VIT_200s0353g00020.1, VIT_200s0420g00030.1, VIT_200s0420g00010.1
OG0000114	Solyc10g005440.2.1, Solyc02g079570.3.1	VIT_200s0420g00005.1, VIT_200s0353g00050.2, VIT_200s0353g00050.1
OG0000115	Solyc10g078200.1.1, Solyc12g042390.1.1, Solyc12g094540.1.1	VIT_208s0040g00710.1, VIT_208s0040g00715.1
OG0000115	Solyc04g076925.1.1	VIT_214s0060g00990.1, VIT_214s0060g01000.1
OG0000115	Solyc01g100670.1.1, Solyc01g100680.1.1	VIT_207s0005g01745.1
OG0000116	Solyc11g066160.1.1	VIT_206s0004g04370.1
OG0000116	Solyc11g072840.1.1, Solyc04g011390.1.1, Solyc05g054610.1.1, Solyc06g075960.1.1, Solyc06g005420.1.1, Solyc06g005430.1.1, Solyc06g075930.1.1, Solyc06g075830.2.1, Solyc06g072240.1.1, Solyc11g072860.2.1	VIT_206s0004g03890.1
OG0000117	Solyc09g005500.3.1, Solyc05g046210.2.1, Solyc05g046150.3.1, Solyc05g046145.1.1, Solyc05g046205.1.1, Solyc04g007795.1.1, Solyc05g046220.1.1, Solyc05g046160.1.1, Solyc04g007830.3.1, Solyc04g007825.1.1, Solyc05g046140.3.1, Solyc00g322635.1.1	VIT_201s0011g05150.1, VIT_201s0011g05180.1, VIT_201s0011g05190.1, VIT_201s0011g05170.1
OG0000118	Solyc07g066080.3.1	VIT_219s0015g01190.1
OG0000118	Solyc06g007510.3.1, Solyc06g082600.3.1	VIT_206s0004g08200.1
OG0000118	Solyc10g011740.3.1, Solyc01g095490.3.1	VIT_202s0025g01050.1
OG0000118	Solyc02g083570.3.1	VIT_203s0038g02390.1
OG0000119	Solyc12g098170.1.1	VIT_205s0062g01285.1, VIT_205s0062g01285.2
OG0000119	Solyc10g008450.1.1, Solyc01g067010.3.1, Solyc09g091690.1.1, Solyc01g067030.2.1, Solyc00g016490.1.1, Solyc00g014960.1.1, Solyc00g018770.1.1	VIT_218s0041g01090.1, VIT_218s0041g01100.1
OG0000120	Solyc10g080420.2.1, Solyc10g080430.1.1, Solyc10g078680.2.1	VIT_208s0007g06170.2, VIT_208s0007g06170.1, VIT_208s0007g06170.4, VIT_208s0007g06170.3
OG0000120	Solyc03g077920.1.1	VIT_208s0007g06140.1
OG0000120	Solyc01g086720.3.1	VIT_213s0064g01380.1
OG0000120	Solyc01g094410.3.1, Solyc08g008020.1.1	VIT_215s0046g03030.1, VIT_215s0046g03030.2
OG0000121	Solyc11g071650.2.1	VIT_214s0036g01040.1, VIT_214s0036g01050.1, VIT_201s0011g00800.1, VIT_206s0009g00800.1
OG0000121	Solyc06g073740.3.1, Solyc06g073760.3.1, Solyc06g073750.3.1, Solyc11g071640.2.1	VIT_206s0009g00810.1, VIT_206s0009g00810.5, VIT_206s0009g00810.2, VIT_206s0009g00810.6, VIT_206s0009g00810.4, VIT_206s0009g00810.3
OG0000121	Solyc01g009240.3.1	VIT_208s0032g00470.2, VIT_208s0032g00470.5, VIT_206s0004g06110.4, VIT_206s0009g00780.1
OG0000122	Solyc12g033040.1.1	VIT_211s0037g01170.1
OG0000122	Solyc12g033060.1.1, Solyc12g032990.1.1, Solyc06g009950.1.1, Solyc05g020010.1.1, Solyc07g021240.1.1, Solyc12g062600.1.1	VIT_218s0001g08620.1
OG0000122	Solyc12g035740.1.1	VIT_209s0002g08340.1
OG0000123	Solyc12g098090.1.1, Solyc05g053170.3.1	VIT_216s0100g00750.1, VIT_216s0100g01170.3, VIT_216s0100g01170.4, VIT_216s0100g01170.1, VIT_216s0100g01160.1, VIT_216s0100g01070.1, VIT_210s0042g00920.1, VIT_210s0042g00930.1, VIT_216s0100g00780.1, VIT_216s0100g00910.1, VIT_216s0100g00830.1, VIT_216s0100g01150.1, VIT_216s0100g01120.1, VIT_216s0100g01140.1, VIT_216s0100g01170.2, VIT_216s0100g01020.2, VIT_216s0100g00770.1, VIT_216s0100g00990.1, VIT_216s0100g01010.1, VIT_216s0100g01020.3, VIT_216s0100g00900.1, VIT_216s0100g00930.1, VIT_216s0100g00880.1, VIT_216s0100g01020.1, VIT_216s0100g01000.1, VIT_216s0100g01040.1, VIT_216s0100g00920.1, VIT_216s0100g00840.1, VIT_216s0100g00940.1, VIT_216s0100g00850.1
OG0000123	Solyc09g091510.3.1, Solyc05g053550.3.1	VIT_205s0136g00260.1
OG0000124	Solyc10g050880.1.1, Solyc01g108530.3.1, Solyc01g108520.2.1	VIT_203s0063g00820.1
OG0000124	Solyc04g079190.3.1	VIT_218s0001g10810.1
OG0000124	Solyc09g075670.1.1, Solyc06g054290.2.1	VIT_205s0020g03010.1, VIT_205s0020g03000.1
OG0000125	Solyc09g074230.3.1	VIT_207s0104g00830.1
OG0000125	Solyc01g098560.3.1	VIT_214s0030g00210.1, VIT_214s0030g00210.3, VIT_214s0030g00210.2
OG0000125	Solyc02g005180.3.1, Solyc01g098490.3.1, Solyc01g098500.3.1	VIT_214s0030g00320.1, VIT_214s0030g00200.1, VIT_214s0030g00230.1, VIT_214s0030g00230.2, VIT_214s0030g00240.1, VIT_214s0030g00260.1, VIT_214s0030g00280.1, VIT_214s0030g00250.1
OG0000125	Solyc01g080680.3.1	VIT_205s0020g02170.1
OG0000127	Solyc09g074530.3.1	VIT_207s0104g01340.1
OG0000127	Solyc06g072630.3.1, Solyc03g097870.3.1, Solyc03g097590.3.1, Solyc03g097600.3.1, Solyc03g097570.3.1, Solyc03g097585.1.1, Solyc06g072620.3.1, Solyc03g097580.3.1, Solyc03g097610.3.1, Solyc06g072640.1.1	VIT_204s0043g00980.1
OG0000127	Solyc03g097620.1.1	VIT_217s0000g00820.1
OG0000127	Solyc05g024260.3.1	VIT_201s0146g00260.1, VIT_201s0146g00260.2, VIT_201s0146g00260.3
OG0000128	Solyc12g035450.2.1, Solyc12g035460.2.1	VIT_209s0054g01280.1
OG0000128	Solyc12g006520.2.1, Solyc12g006510.2.1, Solyc12g006530.2.1	VIT_209s0054g01390.1, VIT_209s0054g01520.1, VIT_209s0054g01230.2, VIT_209s0054g01230.1, VIT_209s0054g01410.1, VIT_209s0054g01220.1, VIT_209s0054g01210.1
OG0000129	Solyc08g006500.3.1	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1
OG0000129	Solyc06g063210.3.1, Solyc06g063180.2.1, Solyc06g063200.2.1, Solyc06g063170.3.1, Solyc06g063190.3.1	VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3
OG0000131	Solyc07g041720.1.1	VIT_211s0016g01220.1
OG0000131	Solyc03g123410.1.1	VIT_209s0002g01320.1, VIT_218s0086g00410.1, VIT_207s0005g05920.1, VIT_207s0005g05910.1, VIT_207s0005g05930.1, VIT_207s0005g05985.1, VIT_212s0059g00740.1, VIT_218s0086g00590.1, VIT_209s0002g01330.1, VIT_209s0002g01340.1
OG0000134	Solyc03g044710.3.1, Solyc02g090490.3.1, Solyc02g065090.3.1, Solyc02g065100.1.1	VIT_200s0567g00060.1
OG0000134	Solyc02g090630.3.1, Solyc04g079210.3.1	VIT_200s0567g00040.1
OG0000134	Solyc04g079260.3.1, Solyc04g079250.3.1, Solyc04g079240.3.1	VIT_218s0001g10940.1, VIT_218s0001g10970.1, VIT_218s0001g10950.1, VIT_218s0001g11010.3, VIT_218s0001g11010.1, VIT_218s0001g11010.2, VIT_218s0001g10880.1, VIT_218s0001g10920.1
OG0000135	Solyc06g043250.3.1, Solyc12g096010.2.1	VIT_209s0002g01830.2, VIT_209s0002g01830.1
OG0000135	Solyc04g049400.3.1	VIT_209s0054g01060.1
OG0000135	Solyc08g069180.3.1	VIT_204s0008g02910.1
OG0000135	Solyc05g047550.3.1	VIT_211s0065g00390.1
OG0000136	Solyc03g114070.3.1	VIT_217s0000g07890.1
OG0000136	Solyc02g077400.3.1	VIT_210s0003g00570.1
OG0000136	Solyc01g088780.3.1	VIT_215s0021g01130.1
OG0000136	Solyc01g111560.3.1	VIT_203s0038g02380.1
OG0000136	Solyc02g083580.4.1, Solyc03g033420.3.1, Solyc02g062020.3.1	VIT_204s0023g03860.3, VIT_204s0023g03860.1, VIT_204s0023g03860.2
OG0000137	Solyc05g054380.2.1	VIT_205s0077g01690.1
OG0000137	Solyc09g091000.3.1, Solyc12g096960.2.1, Solyc09g090990.2.1, Solyc09g090970.3.1, Solyc09g090980.3.1	VIT_205s0077g01520.1, VIT_205s0077g01680.1
OG0000138	Solyc06g076320.1.1, Solyc06g005610.1.1	VIT_206s0004g05065.1
OG0000139	Solyc06g076550.3.1	VIT_206s0004g05780.1
OG0000139	Solyc10g085230.2.1, Solyc10g085280.1.1, Solyc10g084890.2.1, Solyc10g085240.1.1, Solyc12g019990.1.1, Solyc12g019975.1.1, Solyc02g005115.1.1, Solyc10g085260.1.1	VIT_208s0007g05130.1
OG0000139	Solyc03g078790.1.1, Solyc03g078780.2.1, Solyc03g078810.3.1	VIT_213s0019g02860.1, VIT_213s0019g02795.1, VIT_213s0019g02810.1, VIT_213s0019g02880.1
OG0000140	Solyc11g011590.2.1, Solyc11g011580.2.1, Solyc04g008950.3.1, Solyc04g008940.3.1, Solyc11g011600.2.1, Solyc04g008930.2.1, Solyc04g008970.3.1, Solyc04g008960.3.1	VIT_210s0071g00380.1, VIT_210s0071g00560.1, VIT_210s0071g00510.1
OG0000140	Solyc03g098660.3.1	VIT_217s0119g00110.1
OG0000143	Solyc03g078490.3.1	VIT_200s0324g00050.1, VIT_200s0324g00060.1
OG0000143	Solyc03g078500.3.1	VIT_200s0324g00070.1
OG0000143	Solyc04g074340.3.1, Solyc04g074330.3.1, Solyc04g074390.3.1, Solyc04g074380.3.1, Solyc04g074350.3.1, Solyc04g074360.2.1, Solyc12g057060.2.1, Solyc12g057080.2.1, Solyc12g057070.2.1	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1
OG0000143	Solyc01g105360.3.1	VIT_203s0017g01140.1
OG0000144	Solyc01g103940.3.1	VIT_212s0035g00310.1
OG0000144	Solyc04g074500.3.1	VIT_218s0001g06310.2, VIT_218s0001g06310.1, VIT_207s0191g00070.1, VIT_207s0191g00070.7, VIT_200s0710g00020.2
OG0000144	Solyc08g077780.3.1	VIT_202s0236g00130.2, VIT_202s0236g00130.4, VIT_202s0236g00130.3, VIT_202s0236g00130.1
OG0000145	Solyc11g071460.2.1	VIT_206s0009g01450.6, VIT_206s0009g01450.2, VIT_206s0009g01450.1, VIT_206s0009g01450.4, VIT_206s0009g01450.5, VIT_206s0009g01450.3
OG0000145	Solyc01g094210.2.1, Solyc01g099560.3.1, Solyc01g094240.3.1, Solyc01g094250.3.1, Solyc01g094260.3.1, Solyc01g094270.3.1, Solyc10g017570.3.1, Solyc01g094220.3.1	VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1
OG0000146	Solyc09g015020.1.1, Solyc09g015000.3.1	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1
OG0000146	Solyc06g076560.2.1, Solyc06g076520.1.1, Solyc06g076540.1.1, Solyc06g076570.3.1	VIT_213s0019g03170.1
OG0000147	Solyc05g013650.2.1, Solyc05g013660.3.1	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1, VIT_201s0137g00770.1, VIT_200s0187g00030.1
OG0000147	Solyc06g075110.3.1, Solyc11g069550.1.1, Solyc06g010170.3.1	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6
OG0000148	Solyc04g011640.3.1, Solyc01g100200.3.1	VIT_206s0004g04990.1, VIT_206s0004g04980.1, VIT_206s0004g04970.1
OG0000148	Solyc06g076280.2.1	VIT_206s0004g04960.1, VIT_206s0004g04950.1
OG0000148	Solyc05g053090.2.1	VIT_213s0019g01710.2, VIT_213s0019g01710.1, VIT_213s0019g01810.2, VIT_213s0019g01810.1, VIT_213s0019g01780.1, VIT_213s0019g01790.1, VIT_213s0019g01700.1
