Orthogroup	B_vulgaris.proteins	S_lycopersicum.proteins
OG0000106	Bevul.9G126800.1.p, Bevul.9G127200.1.p, Bevul.9G127500.1.p, Bevul.9G126400.1.p, Bevul.9G126500.1.p, Bevul.9G127300.1.p, Bevul.9G127000.1.p, Bevul.9G127600.1.p, Bevul.9G127100.1.p, Bevul.9G127400.1.p, Bevul.9G126600.1.p, Bevul.9G126300.1.p, Bevul.9G126900.1.p, Bevul.9G126700.1.p, Bevul.9G127700.1.p, Bevul.9G127800.1.p, Bevul.9G126200.1.p	Solyc10g052560.1.1, Solyc10g052590.1.1, Solyc10g052530.1.1, Solyc10g052550.1.1, Solyc11g011605.1.1, Solyc04g052910.2.1, Solyc04g052890.2.1, Solyc10g052570.1.1, Solyc04g052980.1.1, Solyc04g052990.1.1, Solyc11g011670.1.1, Solyc11g011710.1.1, Solyc11g011640.1.1, Solyc04g052960.1.1, Solyc11g011690.1.1, Solyc11g011730.1.1, Solyc11g011630.2.1, Solyc11g011660.1.1, Solyc04g053030.1.1, Solyc04g053010.1.1, Solyc11g011615.1.1, Solyc04g053020.2.1
OG0000107	Bevul.6G135200.1.p	Solyc05g008805.1.1
OG0000107	Bevul.6G135100.1.p	Solyc02g086370.3.1, Solyc05g008820.3.1, Solyc05g008815.1.1
OG0000108	Bevul.8G206000.1.p, Bevul.4G117300.1.p, Bevul.9G172600.1.p	Solyc06g009280.1.1, Solyc06g009290.3.1
OG0000108	Bevul.8G078900.1.p	Solyc02g071350.3.1, Solyc02g071340.2.1
OG0000109	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p	Solyc01g110380.3.1
OG0000109	Bevul.6G028900.1.p	Solyc02g084390.3.1, Solyc02g062330.2.1
OG0000109	Bevul.1G164200.1.p	Solyc04g081060.3.1
OG0000110	Bevul.3G149500.1.p	Solyc12g056820.2.1
OG0000112	Bevul.2G077600.1.p	Solyc09g031840.1.1, Solyc03g080130.1.1
OG0000113	Bevul.2G177100.1.p	Solyc06g065970.1.1
OG0000113	Bevul.1G135600.1.p	Solyc01g090970.3.1
OG0000113	Bevul.5G004000.1.p	Solyc08g078920.2.1, Solyc08g079230.1.1, Solyc08g079190.1.1, Solyc08g079200.1.1, Solyc08g078870.2.1, Solyc06g060640.1.1, Solyc08g005960.2.1, Solyc08g074480.1.1
OG0000113	Bevul.5G005400.1.p	Solyc08g078940.1.1, Solyc08g078890.2.1
OG0000114	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p, Bevul.8G062400.1.p, Bevul.8G062300.1.p, Bevul.8G062100.1.p, Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p, Bevul.9G088300.1.p	Solyc02g079580.3.1, Solyc03g006720.1.1, Solyc03g006730.2.1
OG0000114	Bevul.8G062500.1.p	Solyc10g005440.2.1, Solyc02g079570.3.1
OG0000115	Bevul.5G258000.1.p	Solyc10g078200.1.1, Solyc12g042390.1.1, Solyc12g094540.1.1
OG0000115	Bevul.3G216400.1.p	Solyc11g006480.1.1, Solyc01g103460.2.1
OG0000115	Bevul.4G166300.1.p, Bevul.4G166200.1.p	Solyc01g100670.1.1, Solyc01g100680.1.1
OG0000115	Bevul.3G061200.1.p, Bevul.3G061100.1.p	Solyc08g078620.1.1, Solyc08g007350.2.1
OG0000116	Bevul.7G210000.1.p	Solyc11g066160.1.1
OG0000116	Bevul.5G013500.1.p	Solyc11g072840.1.1, Solyc04g011390.1.1, Solyc05g054610.1.1, Solyc06g075960.1.1, Solyc06g005420.1.1, Solyc06g005430.1.1, Solyc06g075930.1.1, Solyc06g075830.2.1, Solyc06g072240.1.1, Solyc11g072860.2.1
OG0000117	Bevul.5G006500.1.p, Bevul.5G006800.1.p, Bevul.4G042900.1.p, Bevul.4G042700.1.p, Bevul.4G042800.1.p, Bevul.4G043000.1.p, Bevul.3G100300.1.p, Bevul.8G125200.1.p, Bevul.8G125100.1.p, Bevul.8G194200.1.p, Bevul.2G080700.1.p, Bevul.7G058300.1.p, Bevul.7G058400.1.p	Solyc09g005500.3.1, Solyc05g046210.2.1, Solyc05g046150.3.1, Solyc05g046145.1.1, Solyc05g046205.1.1, Solyc04g007795.1.1, Solyc05g046220.1.1, Solyc05g046160.1.1, Solyc04g007830.3.1, Solyc04g007825.1.1, Solyc05g046140.3.1, Solyc00g322635.1.1
OG0000118	Bevul.5G021700.1.p, Bevul.7G094000.1.p	Solyc07g066080.3.1
OG0000118	Bevul.3G044400.1.p	Solyc10g011740.3.1
OG0000118	Bevul.6G031600.1.p	Solyc02g083570.3.1
OG0000119	Bevul.6G168600.1.p, Bevul.8G064500.1.p	Solyc09g091680.1.1, Solyc06g017890.1.1
OG0000119	Bevul.8G066300.1.p, Bevul.8G066400.1.p, Bevul.8G007500.1.p, Bevul.8G064300.1.p, Bevul.8G064400.1.p	Solyc01g008660.3.1
OG0000120	Bevul.3G185900.1.p	Solyc10g080420.2.1, Solyc10g080430.1.1, Solyc10g078680.2.1
OG0000120	Bevul.3G186500.1.p	Solyc03g077920.1.1
OG0000120	Bevul.6G188900.1.p	Solyc01g086720.3.1
OG0000120	Bevul.1G158600.1.p, Bevul.5G000300.1.p	Solyc08g008020.1.1
OG0000121	Bevul.4G108700.1.p	Solyc01g097000.3.1
OG0000121	Bevul.7G184000.1.p	Solyc06g073740.3.1, Solyc06g073760.3.1, Solyc06g073750.3.1, Solyc11g071640.2.1
OG0000122	Bevul.8G023100.1.p	Solyc09g015300.1.1, Solyc01g017300.1.1, Solyc09g018800.2.1, Solyc09g015290.1.1
OG0000122	Bevul.7G084500.1.p	Solyc10g017890.1.1, Solyc02g020960.2.1
OG0000122	Bevul.5G126200.1.p	Solyc01g017320.1.1
OG0000122	Bevul.1G016700.1.p	Solyc12g033040.1.1
OG0000122	Bevul.7G084400.1.p	Solyc12g032970.1.1, Solyc04g016170.2.1, Solyc12g033050.2.1, Solyc12g062590.1.1, Solyc07g021230.1.1, Solyc10g017910.2.1
OG0000122	Bevul.3G142300.1.p	Solyc12g033060.1.1, Solyc12g032990.1.1, Solyc06g009950.1.1, Solyc05g020010.1.1, Solyc07g021240.1.1, Solyc12g062600.1.1
OG0000123	Bevul.2G026700.1.p	Solyc12g098090.1.1, Solyc05g053170.3.1
OG0000124	Bevul.9G081400.1.p	Solyc10g050880.1.1, Solyc01g108530.3.1, Solyc01g108520.2.1
OG0000124	Bevul.3G002000.1.p, Bevul.3G004500.1.p, Bevul.9G183000.1.p	Solyc01g108540.3.1, Solyc01g108570.3.1, Solyc01g108560.4.1, Solyc01g108580.3.1
OG0000124	Bevul.8G010600.1.p	Solyc04g079190.3.1
OG0000124	Bevul.5G072700.1.p, Bevul.9G009700.1.p, Bevul.3G141000.1.p	Solyc09g075670.1.1, Solyc06g054290.2.1
OG0000125	Bevul.7G078600.1.p	Solyc09g074230.3.1
OG0000125	Bevul.4G149800.1.p	Solyc01g098560.3.1
OG0000125	Bevul.4G149700.1.p, Bevul.4G149400.1.p, Bevul.4G149500.1.p, Bevul.4G149600.1.p	Solyc02g005180.3.1, Solyc01g098490.3.1, Solyc01g098500.3.1
OG0000125	Bevul.3G150600.1.p	Solyc01g080680.3.1
OG0000127	Bevul.4G194200.1.p, Bevul.7G087800.1.p	Solyc09g074530.3.1
OG0000127	Bevul.5G158900.1.p	Solyc03g097620.1.1
OG0000128	Bevul.7G149700.1.p	Solyc12g035450.2.1, Solyc12g035460.2.1, Solyc12g006520.2.1, Solyc12g006510.2.1, Solyc12g006530.2.1
OG0000129	Bevul.2G004200.1.p	Solyc08g006500.3.1, Solyc06g063210.3.1, Solyc06g063180.2.1, Solyc06g063200.2.1, Solyc06g063170.3.1, Solyc06g063190.3.1
OG0000131	Bevul.8G137700.1.p	Solyc07g041720.1.1
OG0000131	Bevul.2G009600.1.p, Bevul.2G008900.1.p, Bevul.8G138700.1.p, Bevul.8G138600.1.p, Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p, Bevul.1G041300.1.p, Bevul.8G138100.1.p, Bevul.8G138300.1.p, Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p, Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p, Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p	Solyc03g123410.1.1
OG0000135	Bevul.7G150000.1.p	Solyc04g049400.3.1
OG0000135	Bevul.2G120400.1.p	Solyc05g047550.3.1
OG0000136	Bevul.5G207500.1.p	Solyc03g114070.3.1
OG0000136	Bevul.8G017700.1.p	Solyc02g077400.3.1
OG0000136	Bevul.9G136600.1.p	Solyc01g111560.3.1
OG0000136	Bevul.6G031700.1.p	Solyc02g083580.4.1, Solyc03g033420.3.1, Solyc02g062020.3.1
OG0000137	Bevul.2G100000.1.p, Bevul.2G100400.1.p, Bevul.7G104400.1.p, Bevul.8G104700.1.p, Bevul.7G104700.1.p, Bevul.3G085500.1.p	Solyc05g054380.2.1, Solyc09g091000.3.1, Solyc12g096960.2.1, Solyc09g090990.2.1, Solyc09g090970.3.1, Solyc09g090980.3.1
OG0000138	Bevul.2G217300.1.p	Solyc02g065570.1.1
OG0000138	Bevul.7G202500.1.p	Solyc06g076320.1.1, Solyc06g005610.1.1
OG0000140	Bevul.9G004400.1.p, Bevul.1G171700.1.p, Bevul.9G004300.1.p, Bevul.9G004100.1.p, Bevul.1G171600.1.p	Solyc11g011590.2.1, Solyc11g011580.2.1, Solyc04g008950.3.1, Solyc04g008940.3.1, Solyc11g011600.2.1, Solyc04g008930.2.1, Solyc04g008970.3.1, Solyc04g008960.3.1
OG0000143	Bevul.6G067300.1.p	Solyc03g078490.3.1
OG0000143	Bevul.1G102700.1.p, Bevul.1G103300.1.p, Bevul.1G103200.1.p, Bevul.1G103500.1.p, Bevul.1G103700.1.p	Solyc04g074340.3.1, Solyc04g074330.3.1, Solyc04g074390.3.1, Solyc04g074380.3.1, Solyc04g074350.3.1, Solyc04g074360.2.1, Solyc12g057060.2.1, Solyc12g057080.2.1, Solyc12g057070.2.1
OG0000144	Bevul.1G105300.1.p	Solyc04g074500.3.1
OG0000144	Bevul.6G096000.1.p	Solyc04g012160.3.1, Solyc11g010130.2.1
OG0000144	Bevul.5G076800.1.p	Solyc08g077780.3.1
OG0000145	Bevul.7G185900.1.p	Solyc11g071460.2.1
OG0000145	Bevul.1G166900.1.p	Solyc01g094210.2.1, Solyc01g099560.3.1, Solyc01g094240.3.1, Solyc01g094250.3.1, Solyc01g094260.3.1, Solyc01g094270.3.1, Solyc10g017570.3.1, Solyc01g094220.3.1
OG0000146	Bevul.7G207800.1.p	Solyc09g015020.1.1, Solyc09g015000.3.1
OG0000146	Bevul.2G223800.1.p, Bevul.6G087300.1.p, Bevul.2G222800.1.p, Bevul.2G234100.1.p, Bevul.2G239000.1.p	Solyc06g076560.2.1, Solyc06g076520.1.1, Solyc06g076540.1.1, Solyc06g076570.3.1
OG0000147	Bevul.7G065100.1.p	Solyc05g013650.2.1, Solyc05g013660.3.1
OG0000147	Bevul.9G048300.1.p	Solyc06g075110.3.1, Solyc11g069550.1.1, Solyc06g010170.3.1
OG0000148	Bevul.2G192100.1.p, Bevul.7G203300.1.p	Solyc04g011640.3.1
OG0000148	Bevul.7G204000.1.p	Solyc06g076280.2.1
OG0000148	Bevul.2G230800.4.p, Bevul.2G230800.3.p, Bevul.2G230800.1.p, Bevul.2G230800.2.p, Bevul.2G230800.5.p	Solyc05g053090.2.1
OG0000149	Bevul.2G168000.1.p	Solyc10g085630.2.1
OG0000149	Bevul.1G138700.1.p	Solyc01g090700.3.1
OG0000152	Bevul.4G146800.1.p, Bevul.7G045900.1.p	Solyc06g074780.1.1, Solyc06g074790.1.1
OG0000153	Bevul.7G062900.2.p, Bevul.7G062900.1.p	Solyc09g007290.3.1
OG0000153	Bevul.4G177400.1.p	Solyc12g027650.1.1
OG0000154	Bevul.6G189400.1.p	Solyc01g008000.3.1
OG0000154	Bevul.2G193200.2.p, Bevul.2G193200.1.p	Solyc01g100860.3.1
OG0000154	Bevul.6G007200.1.p	Solyc02g092970.3.1
OG0000155	Bevul.3G125200.1.p, Bevul.3G125000.1.p, Bevul.3G125100.1.p, Bevul.3G124900.1.p, Bevul.1G147500.1.p, Bevul.7G089200.1.p, Bevul.7G090100.1.p, Bevul.4G034200.1.p, Bevul.7G089100.1.p, Bevul.7G089300.1.p	Solyc04g011800.1.1, Solyc04g011810.1.1, Solyc04g011790.1.1, Solyc04g011870.1.1, Solyc04g011850.1.1, Solyc04g011830.1.1, Solyc04g011840.1.1, Solyc04g011780.1.1, Solyc04g011860.1.1, Solyc04g011820.1.1, Solyc05g051730.1.1, Solyc05g051720.1.1, Solyc04g011880.1.1, Solyc04g053110.1.1, Solyc00g028960.1.1
OG0000156	Bevul.1G012000.1.p	Solyc04g077260.3.1
OG0000156	Bevul.8G213200.1.p	Solyc07g006750.3.1
OG0000156	Bevul.2G151900.1.p	Solyc08g065910.1.1, Solyc12g008670.2.1
OG0000156	Bevul.7G050500.1.p	Solyc11g069030.2.1, Solyc06g074920.2.1, Solyc06g074910.3.1, Solyc09g008250.3.1
OG0000157	Bevul.4G083400.1.p	Solyc10g007470.3.1
OG0000157	Bevul.1G115400.1.p	Solyc10g007810.3.1
OG0000157	Bevul.9G189900.1.p	Solyc03g116840.2.1
OG0000157	Bevul.8G171800.1.p	Solyc10g080090.2.1, Solyc12g009640.1.1
OG0000159	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p, Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p	Solyc10g005060.3.1
OG0000159	Bevul.7G078300.1.p	Solyc06g060220.1.1
OG0000159	Bevul.3G025700.1.p	Solyc03g080180.3.1
OG0000160	Bevul.1G045000.1.p	Solyc04g082610.3.1
OG0000160	Bevul.6G075500.1.p, Bevul.6G075600.1.p	Solyc02g082480.3.1
OG0000161	Bevul.9G042400.1.p, Bevul.9G042300.1.p, Bevul.9G044100.1.p, Bevul.9G042500.1.p, Bevul.9G042600.1.p	Solyc03g043710.1.1
OG0000162	Bevul.5G145600.1.p	Solyc03g119240.3.1, Solyc12g036325.1.1
OG0000162	Bevul.2G210000.1.p	Solyc02g086270.3.1
OG0000162	Bevul.6G132800.1.p	Solyc05g008930.3.1
OG0000162	Bevul.3G181700.1.p, Bevul.9G146300.1.p, Bevul.9G146100.3.p, Bevul.9G146100.2.p, Bevul.9G146100.1.p, Bevul.6G132700.1.p	Solyc05g009000.3.1, Solyc05g008940.3.1, Solyc05g008990.3.1, Solyc05g008970.1.1, Solyc05g008980.2.1, Solyc05g008950.3.1, Solyc05g008960.3.1, Solyc04g007400.3.1, Solyc04g007390.3.1, Solyc05g010530.3.1, Solyc05g009010.1.1
OG0000163	Bevul.8G133500.1.p	Solyc06g083960.2.1, Solyc07g041150.3.1
OG0000163	Bevul.5G245100.1.p	Solyc06g008530.2.1
OG0000163	Bevul.4G129500.1.p	Solyc11g006220.2.1
OG0000164	Bevul.8G102300.1.p	Solyc03g098280.3.1, Solyc06g072300.3.1
OG0000164	Bevul.9G101700.1.p	Solyc06g074730.3.1
OG0000164	Bevul.8G185900.1.p	Solyc12g006790.2.1
OG0000165	Bevul.4G053100.1.p, Bevul.4G056500.1.p, Bevul.4G056600.1.p, Bevul.4G056400.1.p, Bevul.4G056800.1.p, Bevul.5G170000.1.p	Solyc11g007790.1.1, Solyc10g076440.1.1, Solyc02g037540.2.1
OG0000168	Bevul.3G223400.1.p	Solyc10g076940.2.1
OG0000168	Bevul.4G112700.1.p	Solyc01g096740.3.1
OG0000169	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p	Solyc05g055870.3.1, Solyc04g050990.3.1, Solyc12g098200.2.1, Solyc12g044930.2.1, Solyc12g098190.2.1, Solyc05g053620.3.1, Solyc04g056735.1.1, Solyc04g056710.2.1, Solyc04g056680.2.1, Solyc12g096890.1.1
OG0000169	Bevul.5G195600.1.p, Bevul.2G195200.1.p, Bevul.3G185200.1.p	Solyc12g098195.1.1
OG0000170	Bevul.7G199000.1.p	Solyc06g005800.3.1, Solyc06g076430.3.1
OG0000170	Bevul.3G010800.1.p	Solyc05g055060.3.1, Solyc09g090060.3.1, Solyc06g053630.3.1
OG0000171	Bevul.9G215000.1.p	Solyc08g066660.1.1, Solyc03g120840.2.1, Solyc06g066540.1.1
OG0000171	Bevul.8G199500.1.p	Solyc12g044390.2.1
OG0000171	Bevul.5G069700.1.p	Solyc08g078410.1.1, Solyc08g078420.1.1
OG0000172	Bevul.2G030800.1.p	Solyc06g048560.1.1, Solyc03g095490.3.1
OG0000172	Bevul.7G001900.2.p, Bevul.7G001900.6.p, Bevul.7G001900.11.p, Bevul.7G001900.5.p, Bevul.7G001900.4.p, Bevul.7G001900.10.p, Bevul.7G001900.1.p, Bevul.7G001900.12.p, Bevul.7G001900.9.p, Bevul.7G001900.8.p, Bevul.7G001900.3.p, Bevul.7G001900.7.p	Solyc09g030450.3.1
OG0000178	Bevul.4G080500.1.p	Solyc04g009080.1.1, Solyc04g025820.1.1, Solyc04g025850.1.1, Solyc04g009100.1.1, Solyc04g009155.1.1, Solyc07g039388.1.1, Solyc07g039390.1.1, Solyc04g025860.1.1, Solyc04g009090.1.1, Solyc04g009240.2.1, Solyc07g039410.3.1, Solyc04g009157.1.1, Solyc04g009690.2.1, Solyc04g009660.2.1, Solyc04g009290.1.1, Solyc04g009150.1.1, Solyc04g009250.1.1, Solyc04g009110.1.1, Solyc04g009130.3.1, Solyc04g009153.1.1, Solyc07g039420.1.1, Solyc04g025840.2.1, Solyc07g039400.2.1, Solyc04g009070.1.1, Solyc07g039440.1.1, Solyc04g026110.3.1, Solyc04g009120.2.1, Solyc04g009135.1.1, Solyc07g039386.1.1
OG0000179	Bevul.2G110200.2.p, Bevul.2G110200.8.p, Bevul.2G110200.1.p, Bevul.2G110200.6.p, Bevul.2G110200.7.p, Bevul.2G110200.3.p, Bevul.2G110200.5.p, Bevul.2G110200.4.p	Solyc05g055980.3.1
OG0000179	Bevul.7G070800.1.p	Solyc09g007080.3.1, Solyc10g084410.2.1
OG0000179	Bevul.6G223700.1.p	Solyc02g083420.3.1, Solyc03g033340.3.1
OG0000180	Bevul.7G203400.1.p	Solyc07g042520.3.1
OG0000180	Bevul.8G146900.1.p	Solyc12g009300.3.1, Solyc07g042550.3.1
OG0000181	Bevul.1G117700.1.p	Solyc11g012860.2.1, Solyc06g060320.3.1
OG0000181	Bevul.4G182800.1.p	Solyc12g068070.2.1
OG0000182	Bevul.9G050000.1.p, Bevul.9G050400.1.p	Solyc06g011350.3.1, Solyc11g069430.2.1
OG0000182	Bevul.9G135000.1.p	Solyc01g111660.3.1, Solyc10g055630.2.1
OG0000183	Bevul.9G079300.1.p, Bevul.9G079300.2.p, Bevul.9G079400.3.p, Bevul.9G079400.2.p, Bevul.9G079400.5.p, Bevul.9G079400.1.p, Bevul.9G079400.6.p, Bevul.9G079400.4.p	Solyc07g053670.3.1
OG0000184	Bevul.3G010600.1.p, Bevul.3G010700.1.p, Bevul.3G010400.1.p, Bevul.3G010500.1.p, Bevul.3G010100.1.p, Bevul.9G036100.4.p, Bevul.9G036100.2.p, Bevul.9G036100.5.p, Bevul.9G036100.3.p, Bevul.9G036100.1.p, Bevul.9G036100.6.p, Bevul.3G010300.1.p, Bevul.3G010200.1.p, Bevul.3G010000.1.p, Bevul.3G207900.1.p	Solyc03g005530.1.1, Solyc03g005537.1.1
OG0000184	Bevul.5G247900.1.p	Solyc06g034200.1.1, Solyc09g066410.2.1
OG0000185	Bevul.4G141300.1.p	Solyc09g082060.3.1
OG0000185	Bevul.3G113800.1.p	Solyc08g014340.3.1
OG0000185	Bevul.4G141500.1.p	Solyc01g097930.3.1, Solyc01g097950.3.1, Solyc01g097920.3.1
OG0000186	Bevul.6G197200.1.p	Solyc05g023740.3.1
OG0000187	Bevul.6G205300.1.p	Solyc06g072070.2.1
OG0000187	Bevul.6G040000.1.p	Solyc02g068160.1.1
OG0000188	Bevul.3G050000.1.p, Bevul.3G050300.1.p, Bevul.3G050100.1.p, Bevul.3G050200.1.p, Bevul.4G145100.1.p	Solyc06g036310.3.1, Solyc03g007870.3.1
OG0000188	Bevul.1G182700.1.p	Solyc10g011960.2.1, Solyc05g049990.3.1
OG0000189	Bevul.6G195200.1.p	Solyc05g005860.2.1, Solyc05g005850.3.1
OG0000189	Bevul.2G095900.6.p, Bevul.2G095900.9.p, Bevul.2G095900.7.p, Bevul.2G095900.3.p, Bevul.2G095900.8.p, Bevul.2G095900.4.p, Bevul.2G095900.10.p, Bevul.2G095900.2.p, Bevul.2G095900.5.p, Bevul.2G095900.1.p	Solyc02g087060.3.1, Solyc02g087050.2.1
OG0000191	Bevul.3G186700.1.p, Bevul.3G186800.1.p, Bevul.3G186900.1.p, Bevul.3G187400.1.p, Bevul.3G187500.1.p, Bevul.4G032100.1.p, Bevul.3G186600.1.p	Solyc07g065090.2.1
OG0000192	Bevul.3G117700.1.p, Bevul.3G117600.1.p	Solyc08g014560.2.1, Solyc12g019140.2.1, Solyc12g019130.2.1
OG0000192	Bevul.3G117400.1.p, Bevul.6G182700.1.p, Bevul.3G116900.1.p, Bevul.3G117300.1.p, Bevul.3G117000.1.p, Bevul.3G116800.1.p	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1
OG0000193	Bevul.8G170100.1.p, Bevul.9G221500.1.p, Bevul.9G221400.1.p, Bevul.9G221200.1.p, Bevul.9G221300.1.p, Bevul.9G221100.1.p	Solyc01g106620.2.1, Solyc01g106610.2.1, Solyc00g174330.3.1, Solyc00g174340.2.1, Solyc09g007010.1.1, Solyc09g007020.1.1, Solyc09g006010.2.1, Solyc01g106640.2.1
OG0000193	Bevul.9G221000.1.p	Solyc01g106600.2.1
OG0000198	Bevul.7G208800.1.p	Solyc04g011440.4.1, Solyc11g066100.2.1
OG0000198	Bevul.1G209700.1.p	Solyc03g117630.1.1
OG0000199	Bevul.3G145500.1.p	Solyc09g082530.2.1
OG0000199	Bevul.9G078100.1.p	Solyc07g053840.1.1
OG0000199	Bevul.9G180000.1.p	Solyc12g088950.2.1
OG0000199	Bevul.8G190400.1.p	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1
OG0000200	Bevul.6G023300.1.p, Bevul.6G023400.1.p	Solyc03g033790.3.1, Solyc03g033840.3.1, Solyc03g033820.1.1, Solyc02g062550.3.1, Solyc10g079630.1.1
OG0000200	Bevul.6G023500.1.p	Solyc02g084910.3.1
OG0000200	Bevul.6G228500.1.p	Solyc05g015060.3.1
OG0000201	Bevul.4G215600.1.p	Solyc05g055700.3.1
OG0000202	Bevul.1G173200.1.p, Bevul.1G172400.1.p, Bevul.1G172900.1.p, Bevul.1G172800.1.p, Bevul.1G172700.1.p, Bevul.1G090300.1.p, Bevul.1G173100.1.p, Bevul.1G173000.1.p, Bevul.1G172500.1.p, Bevul.1G172600.1.p	Solyc09g092580.3.1, Solyc09g092560.3.1, Solyc09g092600.3.1, Solyc11g006593.1.1, Solyc11g006590.2.1, Solyc09g092640.3.1, Solyc09g092620.3.1, Solyc09g092670.3.1, Solyc09g092590.2.1
OG0000203	Bevul.3G066500.1.p, Bevul.1G178500.1.p	Solyc06g036070.3.1, Solyc03g025420.3.1
OG0000206	Bevul.8G198400.1.p	Solyc01g014480.3.1, Solyc01g006650.2.1
OG0000206	Bevul.9G063000.1.p, Bevul.9G063000.2.p	Solyc06g073720.2.1, Solyc06g073730.2.1, Solyc01g009170.3.1
OG0000206	Bevul.4G112100.1.p	Solyc01g096810.3.1
OG0000206	Bevul.4G248800.1.p	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1
OG0000207	Bevul.5G245900.1.p	Solyc09g066260.3.1, Solyc06g083930.2.1
OG0000207	Bevul.5G121000.1.p	Solyc01g098220.2.1
OG0000207	Bevul.1G128900.1.p	Solyc01g091420.2.1
OG0000207	Bevul.1G129000.1.p	Solyc01g091400.3.1
OG0000208	Bevul.7G163400.1.p, Bevul.7G163500.1.p, Bevul.7G163200.1.p	Solyc12g049550.2.1
OG0000208	Bevul.7G163900.1.p, Bevul.7G164000.1.p, Bevul.7G164100.1.p	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1
OG0000211	Bevul.5G186400.1.p	Solyc03g115890.3.1
OG0000211	Bevul.6G233100.1.p	Solyc05g007830.3.1, Solyc01g010890.3.1, Solyc02g088100.3.1
OG0000212	Bevul.1G164600.1.p	Solyc01g094400.3.1, Solyc10g017550.3.1
OG0000213	Bevul.8G051200.1.p	Solyc02g080880.3.1, Solyc02g032940.3.1
OG0000213	Bevul.3G124000.1.p	Solyc09g082760.3.1, Solyc03g005280.3.1, Solyc09g082930.1.1, Solyc03g005290.2.1
OG0000215	Bevul.8G028300.1.p	Solyc11g005640.2.1, Solyc10g086125.1.1, Solyc11g005650.1.1
OG0000215	Bevul.1G188900.1.p	Solyc07g064130.2.1
OG0000216	Bevul.4G014500.1.p	Solyc07g065080.4.1
OG0000216	Bevul.5G223900.1.p	Solyc06g083070.3.1, Solyc09g056170.3.1
OG0000216	Bevul.3G072500.1.p	Solyc07g049600.3.1, Solyc12g005920.2.1
OG0000217	Bevul.7G119200.1.p, Bevul.7G119400.1.p, Bevul.2G033100.1.p	Solyc07g066550.3.1
OG0000218	Bevul.8G158900.1.p	Solyc01g005210.3.1
OG0000218	Bevul.5G093100.1.p	Solyc08g076650.3.1
OG0000220	Bevul.4G054200.1.p	Solyc07g065920.3.1
OG0000221	Bevul.2G076500.1.p, Bevul.2G076400.2.p, Bevul.2G076400.1.p, Bevul.2G076400.3.p, Bevul.2G076100.1.p, Bevul.2G076200.1.p, Bevul.2G076300.1.p	Solyc02g091520.3.1, Solyc02g063370.2.1
OG0000221	Bevul.5G137400.1.p	Solyc12g040800.2.1, Solyc06g068940.3.1, Solyc03g118710.3.1, Solyc03g118720.3.1
OG0000222	Bevul.3G016300.1.p	Solyc03g097050.3.1
OG0000222	Bevul.5G097700.1.p	Solyc08g005280.2.1, Solyc08g076320.3.1
OG0000222	Bevul.3G093600.1.p	Solyc01g067520.3.1, Solyc10g074620.2.1
OG0000222	Bevul.7G106100.1.p	Solyc09g075550.3.1
OG0000223	Bevul.6G084000.1.p	Solyc02g077530.2.1, Solyc02g077510.3.1, Solyc02g077520.3.1, Solyc10g008120.3.1, Solyc12g041960.2.1, Solyc03g097700.3.1, Solyc00g005285.1.1
OG0000224	Bevul.4G060000.1.p	Solyc07g063200.2.1, Solyc10g006960.2.1, Solyc12g013800.2.1
OG0000224	Bevul.8G027100.1.p	Solyc02g078320.2.1
OG0000224	Bevul.9G074900.1.p	Solyc07g054080.2.1, Solyc12g010670.1.1, Solyc10g008410.1.1, Solyc10g008400.1.1
OG0000227	Bevul.7G205400.1.p	Solyc06g005500.3.1
OG0000227	Bevul.5G133900.1.p, Bevul.2G232500.1.p	Solyc04g011520.3.1
