Orthogroup	D_spatulata.proteins	A_hypochondriacus.proteins
OG0000268	Ds_00007255-RA	AH014098-RA, AH020709-RA
OG0000268	Ds_00000669-RA	AH001979-RA
OG0000269	Ds_00000770-RA	AH000502-RA
OG0000269	Ds_00009079-RA	AH017112-RA
OG0000270	Ds_00013290-RA	AH013316-RA
OG0000271	Ds_00011411-RA, Ds_00011409-RA	AH017307-RA, AH002751-RA
OG0000276	Ds_00000122-RA	AH023560-RA, AH008937-RA
OG0000276	Ds_00015826-RA	AH015150-RA
OG0000276	Ds_00006180-RA	AH010847-RA
OG0000276	Ds_00014383-RA	AH014503-RA, AH020889-RA
OG0000277	Ds_00001265-RA	AH013259-RA, AH022403-RA
OG0000277	Ds_00001588-RA	AH016190-RA
OG0000277	Ds_00013965-RA	AH020366-RA, AH010939-RA
OG0000278	Ds_00011940-RA	AH008601-RA
OG0000278	Ds_00002166-RA	AH008064-RA
OG0000279	Ds_00007694-RA, Ds_00005605-RA, Ds_00004534-RA	AH011909-RA
OG0000280	Ds_00010589-RA	AH004575-RA, AH005224-RA
OG0000280	Ds_00014355-RA	AH006406-RA
OG0000286	Ds_00008101-RA	AH018383-RA
OG0000286	Ds_00017034-RA	AH001609-RA
OG0000287	Ds_00016016-RA, Ds_00008874-RA	AH014543-RA
OG0000288	Ds_00002369-RA, Ds_00000797-RA	AH013288-RA
OG0000288	Ds_00000200-RA	AH021166-RA, AH014663-RA
OG0000289	Ds_00010809-RA	AH019082-RA
OG0000291	Ds_00010576-RA	AH005068-RA, AH004389-RA
OG0000291	Ds_00012421-RA, Ds_00012419-RA	AH002812-RA
OG0000291	Ds_00004904-RA	AH018325-RA
OG0000292	Ds_00013450-RA, Ds_00008121-RA	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA
OG0000293	Ds_00014444-RA, Ds_00003940-RA	AH015410-RA
OG0000294	Ds_00006252-RA, Ds_00006973-RA	AH007875-RA
OG0000295	Ds_00007144-RA	AH006922-RA
OG0000295	Ds_00005521-RA	AH007665-RA, AH010890-RA
OG0000295	Ds_00003456-RA	AH016162-RA, AH015966-RA
OG0000296	Ds_00017519-RA, Ds_00001817-RA	AH012909-RA
OG0000296	Ds_00004478-RA	AH021481-RA
OG0000297	Ds_00002561-RA	AH017004-RA
OG0000300	Ds_00005528-RA, Ds_00001934-RA, Ds_00006100-RA	AH010916-RA
OG0000301	Ds_00014589-RA	AH000104-RA, AH001296-RA
OG0000302	Ds_00012373-RA	AH003593-RA
OG0000302	Ds_00011067-RA	AH022753-RA, AH016603-RA
OG0000302	Ds_00006710-RA	AH016519-RA, AH022864-RA
OG0000302	Ds_00003824-RA	AH022373-RA, AH013565-RA
OG0000303	Ds_00008984-RA	AH004650-RA, AH004696-RA
OG0000309	Ds_00011241-RA	AH005931-RA, AH005930-RA
OG0000311	Ds_00010988-RA	AH012009-RA, AH006751-RA, AH020405-RA, AH020404-RA, AH020406-RA, AH007133-RA
OG0000313	Ds_00014371-RA	AH002470-RA
OG0000313	Ds_00015470-RA	AH004628-RA
OG0000313	Ds_00011412-RA, Ds_00003755-RA	AH017309-RA, AH002753-RA
OG0000314	Ds_00015566-RA	AH021771-RA
OG0000314	Ds_00008768-RA, Ds_00010276-RA	AH022007-RA
OG0000315	Ds_00003348-RA, Ds_00003347-RA	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA
OG0000315	Ds_00009504-RA	AH000220-RA
OG0000316	Ds_00009824-RA, Ds_00007937-RA	AH021048-RA, AH014278-RA
OG0000316	Ds_00013630-RA, Ds_00003417-RA	AH017043-RA
OG0000318	Ds_00007027-RA	AH012025-RA
OG0000321	Ds_00010037-RA	AH013195-RA, AH022459-RA
OG0000321	Ds_00006963-RA	AH010741-RA
OG0000321	Ds_00014160-RA, Ds_00007828-RA	AH017716-RA
OG0000322	Ds_00011799-RA	AH006382-RA
OG0000323	Ds_00006563-RA	AH013038-RA
OG0000323	Ds_00014812-RA, Ds_00015051-RA	AH023711-RA
OG0000324	Ds_00016941-RA	AH003333-RA
OG0000325	Ds_00009803-RA	AH016984-RA
OG0000325	Ds_00003081-RA, Ds_00017068-RA	AH004827-RA
OG0000326	Ds_00013206-RA	AH003788-RA
OG0000326	Ds_00003958-RA, Ds_00003708-RA	AH010638-RA, AH007369-RA
OG0000327	Ds_00000569-RA	AH009341-RA
OG0000327	Ds_00003627-RA, Ds_00010932-RA	AH006219-RA
OG0000327	Ds_00002360-RA	AH001541-RA
OG0000328	Ds_00014943-RA	AH019353-RA
OG0000329	Ds_00016932-RA	AH002112-RA, AH000479-RA
OG0000330	Ds_00007533-RA	AH023349-RA
OG0000331	Ds_00008749-RA, Ds_00013684-RA	AH012723-RA
OG0000332	Ds_00007759-RA, Ds_00008518-RA	AH019776-RA
OG0000332	Ds_00008519-RA, Ds_00007758-RA	AH019773-RA, AH019774-RA, AH019775-RA
OG0000335	Ds_00006490-RA, Ds_00008589-RA	AH005409-RA
OG0000335	Ds_00005765-RA	AH020444-RA
OG0000336	Ds_00007811-RA, Ds_00007812-RA	AH001754-RA
OG0000336	Ds_00017897-RA, Ds_00005025-RA	AH018414-RA
OG0000337	Ds_00004397-RA	AH021340-RA, AH014760-RA
OG0000338	Ds_00016605-RA, Ds_00006734-RA	AH003825-RA, AH005754-RA
OG0000339	Ds_00000284-RA	AH008319-RA, AH016741-RA
OG0000340	Ds_00013796-RA	AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA
OG0000342	Ds_00009078-RA	AH016160-RA
OG0000342	Ds_00007632-RA	AH020914-RA, AH014483-RA
OG0000342	Ds_00000765-RA	AH002162-RA
OG0000343	Ds_00010877-RA	AH008645-RA
OG0000344	Ds_00008752-RA	AH001121-RA, AH018764-RA, AH000083-RA, AH003297-RA, AH003298-RA, AH011813-RA
OG0000345	Ds_00001691-RA	AH009779-RA
OG0000345	Ds_00011179-RA	AH014864-RA
OG0000346	Ds_00010753-RA	AH004921-RA, AH004507-RA
OG0000346	Ds_00003847-RA	AH017181-RA
OG0000347	Ds_00001258-RA	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA
OG0000348	Ds_00000882-RA	AH000329-RA
OG0000348	Ds_00004257-RA	AH008485-RA
OG0000348	Ds_00000378-RA	AH022326-RA, AH020820-RA, AH001939-RA, AH013396-RA
OG0000349	Ds_00005441-RA	AH006258-RA
OG0000349	Ds_00008696-RA	AH023123-RA, AH016347-RA, AH016346-RA
OG0000349	Ds_00015379-RA	AH014979-RA
OG0000350	Ds_00000555-RA	AH023607-RA
OG0000350	Ds_00000290-RA, Ds_00017039-RA	AH004101-RA
OG0000351	Ds_00013667-RA	AH023606-RA, AH009021-RA
OG0000351	Ds_00001389-RA	AH018197-RA
OG0000352	Ds_00011986-RA, Ds_00017864-RA	AH023686-RA
OG0000352	Ds_00004494-RA	AH014980-RA
OG0000352	Ds_00005292-RA	AH000236-RA
OG0000353	Ds_00016869-RA	AH003480-RA, AH000122-RA
OG0000354	Ds_00003544-RA, Ds_00003546-RA, Ds_00007164-RA, Ds_00008804-RA	AH022147-RA
OG0000361	Ds_00016279-RA	AH015525-RA
OG0000362	Ds_00010002-RA, Ds_00005195-RA	AH001289-RA, AH001290-RA
OG0000362	Ds_00009530-RA	AH020962-RA
OG0000363	Ds_00011624-RA, Ds_00011629-RA	AH013696-RA
OG0000363	Ds_00012120-RA	AH006525-RA, AH006524-RA
OG0000363	Ds_00000994-RA	AH012996-RA
OG0000364	Ds_00007473-RA	AH010889-RA
OG0000364	Ds_00002052-RA, Ds_00006393-RA	AH003426-RA
OG0000364	Ds_00004874-RA	AH018462-RA
OG0000366	Ds_00012155-RA	AH014632-RA
OG0000367	Ds_00010107-RA	AH022705-RA, AH022706-RA
OG0000367	Ds_00011990-RA, Ds_00017563-RA	AH023697-RA
OG0000368	Ds_00000361-RA	AH009713-RA
OG0000368	Ds_00017983-RA, Ds_00004980-RA, Ds_00007859-RA	AH001782-RA
OG0000369	Ds_00014524-RA	AH007971-RA, AH010212-RA
OG0000370	Ds_00016457-RA	AH021050-RA
OG0000370	Ds_00015244-RA	AH022752-RA
OG0000370	Ds_00009120-RA, Ds_00008421-RA	AH005377-RA
OG0000371	Ds_00010290-RA	AH012790-RA
OG0000371	Ds_00005963-RA	AH015920-RA
OG0000372	Ds_00013765-RA, Ds_00003846-RA	AH017178-RA
OG0000375	Ds_00001468-RA, Ds_00013192-RA	AH005764-RA
OG0000375	Ds_00010344-RA, Ds_00016766-RA	AH021923-RA
OG0000377	Ds_00006331-RA	AH010530-RA, AH007629-RA
OG0000377	Ds_00003057-RA, Ds_00003055-RA	AH020202-RA, AH020203-RA
OG0000377	Ds_00000962-RA	AH012949-RA
OG0000378	Ds_00001951-RA	AH004051-RA, AH005334-RA
OG0000378	Ds_00005456-RA	AH009393-RA
OG0000378	Ds_00005711-RA	AH006488-RA
OG0000379	Ds_00003196-RA	AH019914-RA
OG0000379	Ds_00012327-RA	AH017726-RA
OG0000380	Ds_00003219-RA	AH007141-RA
OG0000381	Ds_00008956-RA	AH004215-RA
OG0000381	Ds_00007779-RA	AH002560-RA
OG0000381	Ds_00013738-RA	AH007438-RA
OG0000382	Ds_00002411-RA	AH000476-RA
OG0000382	Ds_00013048-RA	AH011965-RA
OG0000383	Ds_00012892-RA, Ds_00009631-RA, Ds_00007245-RA	AH020719-RA, AH014029-RA
OG0000384	Ds_00010026-RA	AH013217-RA
OG0000384	Ds_00015976-RA, Ds_00014321-RA	AH021734-RA
OG0000385	Ds_00008553-RA	AH001773-RA, AH016113-RA, AH005500-RA, AH005501-RA, AH004183-RA
OG0000387	Ds_00004307-RA, Ds_00000894-RA	AH014692-RA, AH014693-RA
OG0000388	Ds_00012319-RA	AH017719-RA
OG0000388	Ds_00003192-RA	AH019913-RA, AH007197-RA
OG0000389	Ds_00003069-RA	AH020166-RA
OG0000389	Ds_00006928-RA	AH007543-RA, AH010863-RA
OG0000389	Ds_00007086-RA	AH017363-RA
OG0000390	Ds_00006261-RA, Ds_00006947-RA	AH010760-RA, AH007888-RA
OG0000392	Ds_00003044-RA	AH016899-RA
OG0000392	Ds_00013139-RA	AH018381-RA
OG0000393	Ds_00013395-RA	AH004976-RA
OG0000394	Ds_00012488-RA, Ds_00008392-RA	AH009654-RA
OG0000395	Ds_00016500-RA	AH009701-RA
OG0000395	Ds_00001305-RA	AH003176-RA
OG0000396	Ds_00015710-RA	AH014052-RA
OG0000397	Ds_00007437-RA	AH013120-RA
OG0000397	Ds_00005936-RA	AH015841-RA
OG0000398	Ds_00010974-RA	AH007712-RA
OG0000398	Ds_00000327-RA	AH005974-RA, AH002824-RA, AH013086-RA
OG0000399	Ds_00003126-RA	AH020127-RA
OG0000399	Ds_00003863-RA	AH011271-RA
OG0000400	Ds_00003886-RA	AH007598-RA
OG0000400	Ds_00011055-RA	AH022831-RA
OG0000400	Ds_00004646-RA	AH020133-RA
OG0000401	Ds_00011008-RA	AH002938-RA
OG0000401	Ds_00014974-RA	AH015544-RA, AH015420-RA
OG0000403	Ds_00017295-RA, Ds_00016024-RA	AH008595-RA
OG0000404	Ds_00001054-RA	AH017683-RA
OG0000404	Ds_00009451-RA	AH018426-RA
OG0000405	Ds_00013293-RA, Ds_00001298-RA, Ds_00016404-RA	AH012140-RA
OG0000406	Ds_00011226-RA	AH004991-RA
OG0000406	Ds_00008020-RA	AH013968-RA
OG0000406	Ds_00009567-RA	AH016772-RA, AH023662-RA
OG0000407	Ds_00004439-RA, Ds_00011185-RA	AH021441-RA, AH014885-RA
OG0000407	Ds_00018044-RA	AH001177-RA
OG0000407	Ds_00014045-RA	AH008275-RA, AH009751-RA
OG0000408	Ds_00012867-RA	AH020819-RA
OG0000408	Ds_00014274-RA, Ds_00009925-RA	AH015360-RA
OG0000409	Ds_00014279-RA, Ds_00009914-RA	AH019214-RA
OG0000409	Ds_00012871-RA, Ds_00007278-RA	AH020812-RA, AH014162-RA
OG0000411	Ds_00014670-RA	AH011849-RA
OG0000412	Ds_00002237-RA	AH008669-RA
OG0000412	Ds_00010561-RA	AH005041-RA
OG0000412	Ds_00010819-RA	AH019070-RA
OG0000413	Ds_00006903-RA	AH016370-RA
OG0000414	Ds_00013335-RA	AH000732-RA, AH002375-RA
OG0000415	Ds_00016712-RA	AH003601-RA
OG0000415	Ds_00003041-RA	AH016906-RA
OG0000416	Ds_00014021-RA	AH003586-RA, AH005962-RA
OG0000417	Ds_00002836-RA	AH005072-RA, AH004584-RA, AH004585-RA
OG0000418	Ds_00013210-RA	AH006447-RA, AH006448-RA
OG0000418	Ds_00001847-RA	AH005144-RA
OG0000419	Ds_00014415-RA	AH017762-RA
OG0000419	Ds_00006407-RA	AH007953-RA
OG0000419	Ds_00006406-RA	AH010289-RA
OG0000420	Ds_00001895-RA	AH015836-RA, AH019150-RA
OG0000421	Ds_00012946-RA, Ds_00001413-RA	AH011892-RA
OG0000422	Ds_00008001-RA	AH007673-RA
OG0000423	Ds_00002933-RA	AH009097-RA
OG0000423	Ds_00012941-RA	AH012278-RA
OG0000423	Ds_00001343-RA	AH018739-RA
OG0000424	Ds_00002356-RA	AH002000-RA
OG0000425	Ds_00015808-RA, Ds_00015807-RA, Ds_00007651-RA, Ds_00009000-RA, Ds_00008999-RA, Ds_00007768-RA, Ds_00009002-RA, Ds_00015806-RA, Ds_00015475-RA, Ds_00015476-RA	AH006275-RA, AH003409-RA, AH003407-RA
OG0000426	Ds_00015226-RA, Ds_00015124-RA	AH021612-RA, AH015105-RA
OG0000427	Ds_00001975-RA	AH010677-RA
OG0000427	Ds_00017080-RA	AH004471-RA
OG0000428	Ds_00006843-RA, Ds_00006454-RA, Ds_00006453-RA, Ds_00003189-RA, Ds_00003188-RA	AH007202-RA
OG0000428	Ds_00001065-RA, Ds_00001050-RA, Ds_00001049-RA, Ds_00001066-RA	AH017742-RA
OG0000431	Ds_00007102-RA	AH007017-RA
OG0000432	Ds_00016915-RA, Ds_00012830-RA, Ds_00015745-RA, Ds_00008928-RA, Ds_00011813-RA, Ds_00015670-RA	AH008968-RA, AH020818-RA
OG0000433	Ds_00010130-RA, Ds_00011569-RA	AH022631-RA, AH013864-RA
OG0000434	Ds_00001021-RA	AH022194-RA, AH013078-RA
OG0000435	Ds_00015308-RA	AH018824-RA, AH018384-RA, AH016436-RA, AH002640-RA
OG0000436	Ds_00013760-RA	AH002988-RA
OG0000437	Ds_00011211-RA	AH005598-RA
OG0000437	Ds_00015573-RA, Ds_00015960-RA	AH012556-RA
OG0000437	Ds_00006855-RA	AH021773-RA, AH020714-RA
OG0000437	Ds_00000266-RA	AH020855-RA, AH014536-RA
OG0000438	Ds_00002512-RA	AH016674-RA, AH016673-RA, AH016672-RA, AH016675-RA, AH016671-RA
OG0000439	Ds_00010514-RA	AH004044-RA, AH005553-RA
OG0000440	Ds_00011298-RA, Ds_00000130-RA	AH008959-RA
OG0000440	Ds_00000338-RA	AH001752-RA
OG0000441	Ds_00001700-RA	AH008273-RA
OG0000441	Ds_00004442-RA	AH014891-RA, AH021447-RA
OG0000442	Ds_00012259-RA, Ds_00009511-RA	AH010184-RA, AH014989-RA
OG0000443	Ds_00005830-RA	AH018886-RA, AH022083-RA
OG0000444	Ds_00000796-RA	AH001514-RA, AH000362-RA
OG0000444	Ds_00011312-RA	AH017146-RA
OG0000445	Ds_00015364-RA	AH014040-RA
OG0000445	Ds_00008308-RA	AH013851-RA
OG0000446	Ds_00016054-RA	AH020072-RA, AH013526-RA, AH000493-RA
OG0000446	Ds_00006067-RA	AH020584-RA, AH020073-RA, AH020071-RA, AH007010-RA
OG0000448	Ds_00011095-RA, Ds_00015949-RA	AH016653-RA
OG0000450	Ds_00014850-RA	AH001415-RA, AH000253-RA
OG0000450	Ds_00000485-RA, Ds_00011495-RA	AH014791-RA, AH021385-RA
OG0000453	Ds_00010361-RA	AH006807-RA, AH016424-RA
OG0000453	Ds_00014901-RA	AH012658-RA
OG0000453	Ds_00015500-RA, Ds_00015494-RA	AH022575-RA, AH013725-RA
OG0000454	Ds_00015688-RA	AH013254-RA
OG0000455	Ds_00000058-RA	AH000803-RA
OG0000456	Ds_00017614-RA	AH009422-RA
OG0000457	Ds_00011872-RA	AH005915-RA
OG0000458	Ds_00001594-RA	AH003961-RA, AH005868-RA, AH008715-RA
OG0000458	Ds_00008484-RA, Ds_00008590-RA, Ds_00006488-RA	AH022894-RA, AH004063-RA, AH005410-RA
OG0000459	Ds_00016324-RA	AH000343-RA, AH001353-RA
OG0000460	Ds_00004936-RA	AH023765-RA
OG0000460	Ds_00001900-RA	AH015876-RA
OG0000461	Ds_00005678-RA	AH019636-RA, AH012039-RA
OG0000462	Ds_00010279-RA	AH012763-RA, AH022008-RA
OG0000462	Ds_00011335-RA, Ds_00005984-RA, Ds_00008774-RA	AH015887-RA
OG0000463	Ds_00005662-RA	AH019649-RA, AH012023-RA
OG0000463	Ds_00010770-RA	AH005188-RA
OG0000466	Ds_00006536-RA, Ds_00000984-RA	AH022060-RA, AH012974-RA
OG0000467	Ds_00001167-RA	AH000314-RA
OG0000469	Ds_00004676-RA	AH017842-RA
OG0000470	Ds_00005592-RA	AH019736-RA
OG0000471	Ds_00002085-RA, Ds_00017766-RA	AH021823-RA, AH021822-RA, AH012613-RA
OG0000472	Ds_00014170-RA, Ds_00008053-RA	AH007908-RA
OG0000472	Ds_00005010-RA	AH019978-RA
OG0000473	Ds_00005220-RA	AH007806-RA
OG0000474	Ds_00010402-RA	AH000468-RA, AH002091-RA
OG0000475	Ds_00007700-RA, Ds_00002101-RA	AH010820-RA
OG0000476	Ds_00017200-RA	AH008705-RA, AH008706-RA, AH008710-RA, AH008707-RA, AH008711-RA
OG0000477	Ds_00014999-RA, Ds_00009684-RA	AH020628-RA
OG0000477	Ds_00001709-RA, Ds_00014039-RA	AH008263-RA, AH009733-RA
OG0000480	Ds_00002401-RA	AH002144-RA, AH002143-RA, AH002142-RA, AH000511-RA
OG0000481	Ds_00014397-RA	AH020928-RA, AH014444-RA
OG0000481	Ds_00000773-RA	AH023063-RA
OG0000482	Ds_00016170-RA	AH017608-RA
OG0000483	Ds_00010305-RA	AH021958-RA
OG0000483	Ds_00005956-RA	AH015957-RA, AH023515-RA
OG0000484	Ds_00002009-RA, Ds_00010284-RA, Ds_00008777-RA	AH012780-RA, AH021984-RA
OG0000484	Ds_00004120-RA	AH000165-RA
OG0000485	Ds_00009103-RA, Ds_00008409-RA	AH005444-RA
OG0000485	Ds_00008941-RA	AH010261-RA
OG0000488	Ds_00016955-RA	AH015456-RA, AH015453-RA, AH015449-RA, AH020647-RA
OG0000489	Ds_00000993-RA	AH022028-RA, AH010336-RA, AH010334-RA
OG0000490	Ds_00004543-RA, Ds_00001092-RA	AH002590-RA, AH017821-RA
OG0000491	Ds_00009714-RA	AH017235-RA
OG0000492	Ds_00005817-RA	AH016393-RA, AH023048-RA
OG0000493	Ds_00011856-RA, Ds_00006785-RA	AH003698-RA
OG0000494	Ds_00000064-RA, Ds_00011208-RA	AH000797-RA, AH002283-RA
OG0000494	Ds_00015204-RA	AH021637-RA
OG0000495	Ds_00011323-RA	AH018574-RA, AH003207-RA
OG0000495	Ds_00002538-RA	AH008396-RA
OG0000495	Ds_00002601-RA, Ds_00004233-RA	AH023224-RA, AH016267-RA
OG0000496	Ds_00001005-RA, Ds_00006554-RA	AH013024-RA, AH022133-RA
OG0000497	Ds_00012967-RA	AH019518-RA, AH012345-RA
OG0000497	Ds_00015000-RA, Ds_00001324-RA	AH018690-RA
OG0000498	Ds_00000259-RA, Ds_00013051-RA	AH020868-RA, AH014520-RA
OG0000498	Ds_00013405-RA	AH003529-RA
OG0000499	Ds_00008867-RA, Ds_00000102-RA	AH014554-RA
OG0000499	Ds_00008090-RA	AH004234-RA, AH004235-RA, AH005267-RA
OG0000500	Ds_00013605-RA	AH019167-RA, AH015696-RA
OG0000501	Ds_00006922-RA	AH022069-RA
OG0000501	Ds_00009761-RA	AH017381-RA, AH002959-RA, AH017382-RA
OG0000502	Ds_00011868-RA	AH003981-RA
OG0000503	Ds_00012442-RA	AH002797-RA
OG0000503	Ds_00014962-RA	AH015754-RA, AH019379-RA
OG0000504	Ds_00015445-RA	AH004796-RA
OG0000504	Ds_00013806-RA	AH002498-RA, AH017967-RA
OG0000508	Ds_00014578-RA, Ds_00005224-RA, Ds_00012232-RA	AH015916-RA, AH015913-RA, AH015911-RA, AH015912-RA, AH015915-RA
OG0000509	Ds_00006001-RA	AH015903-RA
OG0000509	Ds_00013720-RA	AH012774-RA
OG0000510	Ds_00006471-RA	AH017905-RA, AH017906-RA, AH002577-RA, AH017904-RA, AH017903-RA, AH002578-RA
OG0000511	Ds_00012627-RA	AH006535-RA
OG0000512	Ds_00011851-RA	AH006046-RA
OG0000514	Ds_00007474-RA, Ds_00015033-RA	AH021163-RA
OG0000515	Ds_00012141-RA	AH018482-RA, AH021174-RA
OG0000516	Ds_00014546-RA, Ds_00001816-RA	AH008008-RA
OG0000517	Ds_00010184-RA, Ds_00015083-RA	AH021592-RA
OG0000519	Ds_00000710-RA, Ds_00010387-RA	AH000536-RA
OG0000520	Ds_00008395-RA	AH017893-RA
OG0000520	Ds_00012928-RA	AH012229-RA
OG0000520	Ds_00013474-RA, Ds_00001352-RA	AH003214-RA
OG0000521	Ds_00011647-RA	AH009558-RA, AH009559-RA
OG0000521	Ds_00016886-RA, Ds_00005642-RA, Ds_00005643-RA, Ds_00005645-RA, Ds_00005646-RA, Ds_00005651-RA, Ds_00005649-RA, Ds_00005648-RA, Ds_00005650-RA, Ds_00018008-RA, Ds_00005676-RA	AH019670-RA, AH012001-RA
OG0000522	Ds_00015819-RA, Ds_00004339-RA, Ds_00004336-RA, Ds_00015176-RA, Ds_00015175-RA, Ds_00004340-RA, Ds_00004337-RA, Ds_00004338-RA, Ds_00000989-RA, Ds_00006417-RA	AH004675-RA
OG0000523	Ds_00008417-RA	AH004117-RA
OG0000523	Ds_00015243-RA	AH016608-RA
OG0000528	Ds_00010060-RA	AH022515-RA, AH013622-RA
OG0000529	Ds_00004898-RA	AH018237-RA, AH011472-RA
OG0000530	Ds_00006263-RA, Ds_00006159-RA	AH007737-RA, AH010770-RA
OG0000531	Ds_00005741-RA, Ds_00012639-RA	AH000231-RA
OG0000532	Ds_00007822-RA, Ds_00014094-RA	AH017734-RA, AH017735-RA, AH002651-RA
OG0000532	Ds_00006443-RA	AH007227-RA
OG0000533	Ds_00016498-RA	AH009703-RA
OG0000533	Ds_00004592-RA	AH016051-RA
OG0000534	Ds_00008714-RA, Ds_00002082-RA, Ds_00017764-RA	AH012618-RA, AH021826-RA
OG0000534	Ds_00009897-RA	AH003117-RA, AH018731-RA
OG0000535	Ds_00005884-RA	AH005486-RA
OG0000535	Ds_00003969-RA	AH007353-RA
OG0000536	Ds_00005856-RA	AH000208-RA
OG0000536	Ds_00002022-RA, Ds_00013711-RA	AH022015-RA
OG0000537	Ds_00000008-RA	AH001580-RA
OG0000537	Ds_00012195-RA, Ds_00014380-RA	AH009303-RA, AH009302-RA, AH009304-RA, AH000811-RA
OG0000538	Ds_00012326-RA	AH017727-RA, AH002658-RA
OG0000538	Ds_00006968-RA, Ds_00006142-RA	AH010750-RA
OG0000538	Ds_00003198-RA	AH019917-RA
OG0000539	Ds_00008179-RA	AH003918-RA, AH005854-RA, AH003916-RA
OG0000540	Ds_00016647-RA	AH016568-RA
OG0000541	Ds_00010959-RA	AH006028-RA
OG0000541	Ds_00002945-RA	AH006961-RA, AH003091-RA
OG0000541	Ds_00013030-RA	AH001577-RA
OG0000542	Ds_00000239-RA	AH008917-RA
OG0000543	Ds_00006591-RA	AH008549-RA
OG0000543	Ds_00009087-RA	AH019339-RA
OG0000544	Ds_00017483-RA	AH017917-RA
OG0000544	Ds_00006840-RA	AH012473-RA, AH021721-RA
OG0000545	Ds_00007720-RA	AH015101-RA
OG0000545	Ds_00017331-RA, Ds_00004193-RA	AH001011-RA
OG0000547	Ds_00016304-RA	AH001347-RA
OG0000548	Ds_00009094-RA	AH015311-RA, AH019029-RA
OG0000550	Ds_00015994-RA	AH021690-RA, AH012431-RA
OG0000551	Ds_00013951-RA, Ds_00014752-RA	AH010980-RA, AH010981-RA, AH007725-RA
OG0000552	Ds_00017387-RA, Ds_00010735-RA	AH004906-RA
OG0000552	Ds_00001989-RA	AH004496-RA, AH004907-RA
OG0000554	Ds_00010610-RA	AH020067-RA, AH011664-RA
OG0000558	Ds_00014666-RA, Ds_00003153-RA	AH011852-RA, AH019821-RA
OG0000558	Ds_00001099-RA	AH017828-RA
OG0000560	Ds_00013944-RA, Ds_00014929-RA, Ds_00008005-RA	AH010963-RA
OG0000561	Ds_00005945-RA, Ds_00012741-RA, Ds_00005944-RA	AH013179-RA, AH002741-RA
OG0000562	Ds_00004033-RA	AH003303-RA
OG0000562	Ds_00006534-RA	AH020419-RA
OG0000563	Ds_00011711-RA	AH016062-RA, AH022682-RA
OG0000563	Ds_00000740-RA	AH011373-RA
OG0000564	Ds_00013863-RA	AH019307-RA
OG0000565	Ds_00005774-RA	AH006684-RA
OG0000565	Ds_00017740-RA	AH011040-RA
OG0000566	Ds_00010689-RA	AH014940-RA
OG0000566	Ds_00012366-RA	AH013088-RA, AH022200-RA
OG0000567	Ds_00013956-RA, Ds_00014759-RA, Ds_00007994-RA	AH010988-RA
OG0000567	Ds_00011005-RA	AH020384-RA
OG0000567	Ds_00014643-RA	AH011612-RA
OG0000568	Ds_00012980-RA	AH009535-RA, AH009583-RA
OG0000569	Ds_00006814-RA	AH010412-RA, AH007349-RA
OG0000570	Ds_00013045-RA	AH002426-RA
OG0000570	Ds_00000628-RA, Ds_00002474-RA	AH008311-RA
OG0000571	Ds_00012368-RA	AH022203-RA
OG0000572	Ds_00008685-RA, Ds_00001508-RA	AH016933-RA, AH008422-RA
OG0000573	Ds_00014420-RA, Ds_00003711-RA	AH010390-RA
OG0000573	Ds_00001514-RA	AH008856-RA
OG0000574	Ds_00008413-RA	AH004097-RA
OG0000574	Ds_00012378-RA, Ds_00009801-RA	AH016615-RA, AH016614-RA
OG0000575	Ds_00017229-RA	AH018310-RA
OG0000575	Ds_00008569-RA	AH014398-RA
OG0000576	Ds_00000803-RA	AH013301-RA
OG0000578	Ds_00012817-RA, Ds_00017131-RA	AH017109-RA, AH017110-RA
OG0000579	Ds_00002838-RA	AH009576-RA
OG0000580	Ds_00002870-RA	AH009500-RA
OG0000580	Ds_00006396-RA	AH021743-RA, AH012504-RA
OG0000580	Ds_00012876-RA	AH020795-RA
OG0000580	Ds_00014283-RA	AH015363-RA
OG0000581	Ds_00003588-RA	AH009667-RA
OG0000582	Ds_00011444-RA	AH023389-RA
OG0000583	Ds_00013497-RA, Ds_00015252-RA	AH022776-RA
OG0000584	Ds_00009065-RA	AH004838-RA
OG0000584	Ds_00013793-RA, Ds_00003797-RA	AH017943-RA
OG0000585	Ds_00009042-RA, Ds_00009041-RA, Ds_00014696-RA, Ds_00009037-RA, Ds_00009032-RA, Ds_00009033-RA, Ds_00009038-RA, Ds_00014695-RA, Ds_00009035-RA, Ds_00009039-RA, Ds_00009034-RA	AH004417-RA, AH004777-RA
OG0000586	Ds_00009017-RA	AH015986-RA
OG0000587	Ds_00014351-RA, Ds_00005767-RA	AH007042-RA
OG0000594	Ds_00008911-RA, Ds_00008913-RA, Ds_00017492-RA, Ds_00008910-RA, Ds_00008909-RA, Ds_00008912-RA, Ds_00013639-RA	AH015206-RA
OG0000596	Ds_00005734-RA, Ds_00009351-RA	AH006540-RA, AH020539-RA, AH020538-RA
OG0000597	Ds_00003043-RA	AH016902-RA, AH002480-RA
OG0000597	Ds_00003865-RA	AH010441-RA
