Orthogroup	D_spatulata.proteins	A_thaliana.proteins
OG0000180	Ds_00017730-RA	AT4G02280.1, AT5G49190.1, AT5G49190.2, AT5G49190.3
OG0000181	Ds_00017542-RA	AT1G21810.2, AT1G21810.1, AT1G21810.3
OG0000181	Ds_00014418-RA	AT3G05270.2, AT3G05270.1, AT3G05270.3
OG0000182	Ds_00010282-RA, Ds_00005977-RA	AT2G37180.1, AT2G37170.1, AT2G37170.2, AT3G53420.2, AT3G53420.1, AT5G60660.1, AT3G54820.1, AT2G39010.1
OG0000182	Ds_00008849-RA, Ds_00013004-RA	AT2G39010.2
OG0000184	Ds_00003186-RA, Ds_00006449-RA	AT2G32830.1
OG0000184	Ds_00006448-RA	AT5G43350.1, AT5G43370.2, AT5G43370.1, AT5G43360.1
OG0000184	Ds_00014554-RA	AT2G38940.1, AT3G54700.2, AT3G54700.1
OG0000185	Ds_00003146-RA	AT4G14880.2, AT4G14880.3, AT4G14880.1, AT4G14880.4, AT4G14880.5, AT3G22460.1
OG0000185	Ds_00003193-RA	AT2G43750.2, AT2G43750.1, AT3G59760.3
OG0000185	Ds_00006933-RA	AT3G22460.2
OG0000187	Ds_00009726-RA	AT5G63500.1, AT3G48660.1
OG0000187	Ds_00008058-RA	AT5G40960.1
OG0000187	Ds_00006661-RA	AT5G08391.1
OG0000188	Ds_00015932-RA, Ds_00008381-RA	AT1G01490.1, AT1G01490.2, AT1G01490.3, AT1G01490.4
OG0000189	Ds_00014158-RA	AT5G40210.1, AT5G40240.2, AT5G40240.3, AT5G40240.1, AT5G40230.1, AT4G15540.1, AT4G15540.2, AT3G28050.1
OG0000191	Ds_00002682-RA, Ds_00009564-RA, Ds_00017337-RA, Ds_00009562-RA, Ds_00007625-RA, Ds_00009563-RA, Ds_00000808-RA, Ds_00011024-RA	AT5G06860.1, AT5G06870.1
OG0000192	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA	AT2G43860.1, AT2G43870.1, AT3G59850.2, AT3G59850.1
OG0000193	Ds_00012193-RA	AT3G19690.1, AT2G14580.1, AT2G14610.1, AT4G33730.1
OG0000198	Ds_00010071-RA	AT3G12580.1
OG0000198	Ds_00009858-RA	AT1G16030.1
OG0000198	Ds_00001079-RA	AT1G56410.1
OG0000198	Ds_00003282-RA	AT3G09440.2, AT3G09440.1, AT3G09440.3, AT3G09440.4, AT5G02500.1, AT5G02490.1
OG0000199	Ds_00014671-RA	AT3G22800.1
OG0000199	Ds_00007893-RA, Ds_00015747-RA	AT4G33970.1, AT2G15880.1
OG0000199	Ds_00003361-RA	AT1G62440.1, AT1G12040.1
OG0000199	Ds_00012859-RA, Ds_00014801-RA	AT3G24480.1, AT4G13340.1
OG0000200	Ds_00016619-RA	AT3G50930.1, AT3G50940.1
OG0000201	Ds_00016810-RA, Ds_00008360-RA	AT1G65560.2, AT1G65560.1
OG0000203	Ds_00003582-RA	AT2G45950.1, AT2G45950.3, AT2G45950.4, AT2G45950.2, AT2G45950.5, AT3G61415.1, AT3G61415.2
OG0000206	Ds_00005530-RA	AT1G73730.2, AT1G73730.1
OG0000206	Ds_00004104-RA, Ds_00004103-RA	AT3G20770.1, AT2G27050.1
OG0000206	Ds_00007448-RA	AT5G10120.1, AT5G65100.1
OG0000207	Ds_00007817-RA, Ds_00001074-RA	AT2G42430.1
OG0000207	Ds_00009946-RA	AT5G06080.1
OG0000207	Ds_00000933-RA	AT3G03760.1
OG0000207	Ds_00001632-RA, Ds_00008813-RA	AT2G45420.1
OG0000207	Ds_00008814-RA	AT2G45410.1, AT4G00210.1
OG0000208	Ds_00002325-RA, Ds_00002326-RA, Ds_00002327-RA	AT3G14225.2, AT3G14225.1, AT1G53940.1, AT1G53940.2, AT5G40990.1, AT1G53990.1
OG0000211	Ds_00012122-RA, Ds_00012463-RA, Ds_00012462-RA, Ds_00007175-RA, Ds_00000439-RA, Ds_00012459-RA	AT2G40610.1
OG0000211	Ds_00010559-RA	AT1G26770.2, AT1G26770.1, AT1G69530.2, AT1G69530.1, AT2G03090.1
OG0000212	Ds_00012990-RA	AT4G25590.2, AT4G25590.1, AT5G52360.1
OG0000213	Ds_00004488-RA	AT4G04460.1, AT4G04460.2, AT1G62290.1, AT1G62290.6, AT1G62290.4, AT1G62290.3, AT1G62290.5, AT1G62290.2, AT1G11910.2, AT1G11910.1
OG0000214	Ds_00005326-RA	AT3G02100.1, AT1G78270.1
OG0000216	Ds_00014036-RA	AT4G26700.5, AT4G26700.6, AT4G26700.3, AT4G26700.2, AT4G26700.1, AT4G26700.4, AT4G26700.7, AT5G55400.2, AT5G55400.1, AT5G55400.3
OG0000216	Ds_00006476-RA	AT5G48460.1
OG0000216	Ds_00005269-RA	AT5G35700.1, AT2G04750.1
OG0000217	Ds_00007309-RA, Ds_00007311-RA	AT1G56130.1, AT1G56130.3, AT1G56130.2, AT1G56140.1, AT1G56120.3, AT1G56120.2, AT1G56120.1, AT1G56145.1, AT1G56145.2, AT1G56145.3
OG0000218	Ds_00009872-RA	AT1G68020.3, AT1G68020.2, AT1G68020.1
OG0000218	Ds_00005113-RA	AT4G17770.1, AT4G17770.2
OG0000220	Ds_00005279-RA	AT5G25030.1, AT5G56060.1, AT2G11045.1, AT5G56075.1, AT4G26485.1
OG0000221	Ds_00005941-RA, Ds_00007739-RA	AT5G37740.2, AT5G37740.1
OG0000221	Ds_00016123-RA, Ds_00014147-RA	AT3G17980.1, AT1G48590.1, AT1G48590.4, AT1G48590.2, AT1G48590.3, AT1G73580.1
OG0000222	Ds_00015918-RA	AT4G38190.1
OG0000222	Ds_00000960-RA	AT1G02730.1
OG0000222	Ds_00005548-RA	AT2G33100.2, AT2G33100.1
OG0000224	Ds_00001155-RA, Ds_00017987-RA	AT4G03510.3, AT4G03510.1, AT4G03510.2, AT4G03510.4, AT4G28270.1
OG0000227	Ds_00008521-RA, Ds_00015271-RA, Ds_00012771-RA	AT2G39660.1
OG0000228	Ds_00007084-RA	AT4G24990.1, AT4G24990.2
OG0000229	Ds_00007857-RA	AT4G34580.2, AT4G34580.1, AT2G21540.4, AT2G21540.2, AT2G21540.6, AT2G21540.1, AT2G21540.5, AT2G21540.3, AT4G39180.3, AT4G39180.2, AT4G39180.1, AT2G18180.4, AT2G18180.3, AT2G18180.5, AT2G18180.2, AT2G18180.1, AT4G36490.1
OG0000230	Ds_00002554-RA	AT4G34860.1, AT4G34860.2, AT4G34860.3
OG0000230	Ds_00002902-RA, Ds_00005465-RA	AT1G35580.2, AT1G35580.1, AT4G09510.1
OG0000231	Ds_00016273-RA	AT2G18700.1
OG0000231	Ds_00015462-RA	AT1G60140.5, AT1G60140.6, AT1G60140.2, AT1G60140.4, AT1G60140.1, AT1G60140.3, AT1G70290.1, AT1G23870.1
OG0000232	Ds_00014009-RA	AT2G14070.1, AT4G33560.1
OG0000235	Ds_00006097-RA	AT5G13020.3, AT5G13020.2, AT5G13020.1
OG0000235	Ds_00014038-RA	AT3G12140.2, AT3G12140.1, AT3G12140.3, AT5G06780.1, AT5G06780.2
OG0000235	Ds_00017558-RA	AT2G44440.1
OG0000236	Ds_00015612-RA	AT3G08510.1, AT3G08510.2, AT3G08510.3, AT3G08510.4, AT3G55940.1
OG0000236	Ds_00008273-RA	AT4G38530.1, AT5G58670.1
OG0000236	Ds_00015613-RA	AT2G40116.1
OG0000237	Ds_00015067-RA	ATMG00300.1
OG0000238	Ds_00009909-RA, Ds_00012113-RA, Ds_00014947-RA	AT4G03500.3, AT4G03500.2, AT4G03500.1, AT4G03460.1, AT4G03460.2, AT1G03670.1, AT4G03490.5, AT4G03490.3, AT4G03490.2, AT4G03490.1, AT4G03490.4, AT4G03495.1
OG0000240	Ds_00002050-RA	AT5G03760.1
OG0000240	Ds_00008338-RA	AT5G22740.1
OG0000241	Ds_00015289-RA, Ds_00005132-RA	AT2G35160.3, AT2G35160.1, AT2G35160.2, AT2G35160.4, AT2G35160.5, AT2G22740.1, AT2G22740.2
OG0000241	Ds_00009206-RA	AT5G47150.1, AT5G47160.3, AT5G47160.2, AT5G47160.1
OG0000242	Ds_00012553-RA, Ds_00002892-RA	AT1G22540.1, AT1G72130.1, AT1G72130.2, AT1G72130.3, AT1G72140.1, AT1G22570.1, AT1G22570.2, AT1G22550.1, AT1G72125.1, AT1G72120.1
OG0000243	Ds_00002144-RA	AT4G12334.1
OG0000244	Ds_00005926-RA	AT1G23200.1
OG0000245	Ds_00010310-RA	AT5G60100.3, AT5G60100.5, AT5G60100.2, AT5G60100.1, AT5G60100.6, AT5G60100.4, AT5G60100.7
OG0000247	Ds_00003230-RA	AT3G62760.1
OG0000247	Ds_00004686-RA, Ds_00001094-RA	AT1G02920.1, AT1G02930.2, AT1G02930.1, AT2G02930.1, AT4G02520.1
OG0000248	Ds_00009307-RA	AT2G43840.1, AT2G43840.2, AT2G43820.1
OG0000249	Ds_00017955-RA, Ds_00006075-RA, Ds_00005512-RA	AT5G19770.1, AT5G19780.1
OG0000249	Ds_00002711-RA	AT1G64740.1
OG0000249	Ds_00017247-RA	AT1G04820.1, AT1G50010.1, AT4G14960.2
OG0000250	Ds_00003938-RA, Ds_00014446-RA	AT3G05840.2, AT3G05840.1, AT5G26751.1
OG0000250	Ds_00004610-RA, Ds_00016483-RA	AT4G00720.1
OG0000251	Ds_00013459-RA	AT5G53940.1
OG0000251	Ds_00006599-RA	AT2G40110.1, AT2G40110.2, AT2G40110.4, AT2G40110.3
OG0000252	Ds_00006002-RA	AT5G03330.1, AT5G03330.2, AT5G03330.3, AT5G03330.4, AT5G04250.2, AT5G04250.1
OG0000254	Ds_00002367-RA, Ds_00000795-RA, Ds_00016930-RA	AT1G17720.1, AT1G17720.2
OG0000256	Ds_00012988-RA	AT5G23850.1, AT3G48980.1, AT3G48980.2
OG0000257	Ds_00009045-RA	AT1G70410.3, AT1G70410.1, AT1G70410.2, AT1G23730.2, AT1G23730.1
OG0000257	Ds_00001881-RA	AT3G01500.1, AT3G01500.2, AT3G01500.3, AT3G01500.4, AT5G14740.9, AT5G14740.5, AT5G14740.3, AT5G14740.4, AT5G14740.1, AT5G14740.6, AT5G14740.7, AT5G14740.2, AT5G14740.8
OG0000262	Ds_00003887-RA	AT4G15800.1, AT3G16570.2, AT3G16570.3, AT3G16570.1, AT1G02900.1
OG0000262	Ds_00003658-RA	AT3G05490.1
OG0000262	Ds_00009337-RA	AT4G14010.1
OG0000262	Ds_00002158-RA, Ds_00007580-RA	AT2G33775.1, AT1G28270.1
OG0000263	Ds_00007557-RA, Ds_00014080-RA	AT3G07040.1
OG0000264	Ds_00004404-RA	AT4G18960.1
OG0000265	Ds_00001790-RA	AT5G53970.1
OG0000265	Ds_00001172-RA	AT5G36160.1, AT4G28420.2, AT4G28420.1, AT2G20610.1, AT2G20610.2, AT4G28410.2, AT4G28410.1, AT2G24850.1
OG0000266	Ds_00010221-RA, Ds_00017447-RA	AT4G21750.1, AT4G21750.2, AT4G21750.4, AT4G21750.3, AT4G04890.2, AT4G04890.1
OG0000266	Ds_00016228-RA	AT1G05230.9, AT1G05230.8, AT1G05230.2, AT1G05230.11, AT1G05230.1, AT1G05230.12, AT1G05230.3, AT1G05230.10, AT1G05230.7, AT1G05230.6, AT1G05230.5, AT1G05230.4
OG0000267	Ds_00016004-RA	AT3G47560.1, AT3G47560.3, AT3G47560.2, AT3G47560.5, AT3G47560.4, AT1G29840.1, AT3G47590.1, AT3G47590.2, AT2G19550.1
OG0000267	Ds_00016005-RA	AT5G11910.4, AT5G11910.1, AT5G11910.3, AT5G11910.2
OG0000269	Ds_00009079-RA	AT4G32850.12, AT4G32850.11, AT4G32850.15, AT4G32850.4, AT4G32850.14, AT4G32850.16, AT4G32850.2, AT4G32850.6, AT4G32850.3, AT4G32850.8, AT4G32850.10, AT4G32850.1, AT4G32850.5, AT4G32850.9, AT4G32850.7, AT4G32850.17, AT4G32850.13, AT2G25850.9, AT2G25850.1, AT2G25850.2, AT2G25850.4, AT2G25850.3, AT2G25850.8, AT2G25850.6, AT2G25850.7, AT2G25850.5
OG0000270	Ds_00013290-RA	AT3G13790.4, AT3G13790.5, AT3G13790.3, AT3G13790.2, AT3G13790.1, AT1G55120.3, AT1G55120.2, AT1G55120.4, AT1G55120.1
OG0000271	Ds_00011411-RA, Ds_00011409-RA	AT3G48060.2, AT3G48060.1, AT3G48060.3, AT3G48050.2, AT3G48050.1
OG0000276	Ds_00000122-RA	AT1G19900.1, AT1G75620.1
OG0000276	Ds_00015826-RA	AT1G14430.1
OG0000276	Ds_00006180-RA	AT3G57620.1
OG0000276	Ds_00014383-RA	AT1G67290.1, AT5G19580.1
OG0000277	Ds_00001265-RA	AT1G08290.1
OG0000277	Ds_00001588-RA	AT1G34790.1
OG0000277	Ds_00009985-RA, Ds_00008597-RA	AT1G13290.1
OG0000278	Ds_00011940-RA	AT4G10010.1, AT4G10010.2, AT1G33770.1, AT1G71530.3, AT1G71530.4, AT1G71530.2, AT1G71530.1
OG0000278	Ds_00002166-RA	AT1G53050.1, AT1G53050.2
OG0000279	Ds_00007694-RA, Ds_00005605-RA, Ds_00004534-RA	AT1G32790.1, AT1G32790.2, AT4G10610.1, AT4G10610.2, AT3G49390.2, AT3G49390.3, AT3G49390.1
OG0000280	Ds_00010589-RA	AT2G33490.3, AT2G33490.1, AT2G33490.2, AT2G33490.4
OG0000280	Ds_00014355-RA	AT3G26910.1, AT3G26910.3, AT3G26910.2, AT5G41100.2, AT5G41100.1
OG0000286	Ds_00008101-RA	AT2G35270.1, AT4G17800.1
OG0000286	Ds_00017034-RA	AT4G35390.1
OG0000287	Ds_00016016-RA, Ds_00008874-RA	AT4G26080.1, AT5G57050.1, AT5G57050.3, AT5G57050.2
OG0000288	Ds_00002369-RA, Ds_00000797-RA, Ds_00000200-RA	AT1G55200.1, AT1G55200.2, AT1G55200.3, AT1G55200.4, AT3G13690.2, AT3G13690.1, AT3G13690.3
OG0000289	Ds_00010809-RA	AT3G03620.2, AT3G03620.1, AT5G17700.3, AT5G17700.2, AT5G17700.1
OG0000290	Ds_00014989-RA	AT3G28570.1, AT3G28570.2, AT5G40000.1, AT3G28610.1, AT3G28600.1, AT3G28600.2
OG0000291	Ds_00010576-RA	AT1G26850.1, AT1G26850.2, AT1G26850.3
OG0000291	Ds_00004904-RA	AT4G18030.1
OG0000292	Ds_00013450-RA, Ds_00008121-RA	AT3G29630.1, AT3G29630.2, AT1G50580.1, AT4G09500.2, AT4G09500.1, AT2G22930.2, AT2G22930.1, AT1G64920.1, AT1G64910.1, AT5G53990.1, AT4G27560.1, AT4G27570.1, AT5G54010.1, AT5G54060.1
OG0000293	Ds_00002024-RA, Ds_00013705-RA	AT2G36880.1, AT2G36880.2
OG0000294	Ds_00006252-RA, Ds_00006973-RA	AT4G28610.1, AT3G04450.1, AT3G04450.2, AT3G04450.4, AT3G04450.3, AT5G29000.2, AT5G29000.1, AT5G29000.3, AT5G29000.4
OG0000295	Ds_00007144-RA	AT5G18190.1, AT5G18190.2, AT3G03940.1
OG0000295	Ds_00005521-RA	AT3G13670.1
OG0000295	Ds_00002400-RA, Ds_00003456-RA	AT2G25760.1, AT2G25760.2
OG0000296	Ds_00017519-RA, Ds_00001817-RA	AT4G02900.1, AT4G02900.2, AT4G02900.3, AT4G02900.4
OG0000296	Ds_00004478-RA	AT4G22120.3, AT4G22120.4, AT4G22120.1, AT4G22120.6, AT4G22120.5, AT4G22120.2, AT4G04340.3, AT4G04340.1, AT4G04340.2, AT1G62320.1, AT1G62320.4, AT1G62320.5, AT1G62320.3, AT1G11960.1, AT1G11960.3, AT1G11960.2
OG0000297	Ds_00002561-RA	AT5G36140.1, AT5G36110.1, AT5G36110.2
OG0000298	Ds_00012836-RA	AT5G65230.1, AT5G10280.1
OG0000298	Ds_00012069-RA, Ds_00007294-RA, Ds_00013510-RA	AT5G16770.1, AT5G16770.2, AT5G16770.4, AT5G16770.3, AT3G02940.3, AT3G02940.1, AT3G02940.2
OG0000299	Ds_00009227-RA, Ds_00003147-RA	AT1G05250.1, AT1G05240.1
OG0000300	Ds_00005528-RA, Ds_00001934-RA, Ds_00006100-RA	AT3G45140.1, AT3G45140.2
OG0000301	Ds_00014589-RA	AT5G60170.2, AT5G60170.1, AT3G45630.2, AT3G45630.1
OG0000302	Ds_00011067-RA	AT3G30380.2, AT3G30380.1
OG0000302	Ds_00006710-RA	AT5G38220.3, AT5G38220.1, AT5G38220.2, AT1G66900.1
OG0000302	Ds_00003824-RA	AT4G24760.1
OG0000302	Ds_00001976-RA	AT3G01690.1, AT5G14390.1
OG0000303	Ds_00008984-RA	AT1G24190.3, AT1G24190.1, AT1G24190.2, AT1G70060.1, AT1G70060.2
OG0000303	Ds_00008507-RA, Ds_00012101-RA	AT3G01320.1, AT3G01320.2, AT5G15020.1, AT5G15020.2
OG0000308	Ds_00009977-RA	AT3G57260.2, AT3G57260.1, AT3G57240.1, AT3G57270.1
OG0000309	Ds_00011241-RA	AT4G37980.1, AT4G37980.2, AT4G37990.1
OG0000313	Ds_00014371-RA	AT1G49960.1
OG0000313	Ds_00015470-RA	AT1G60030.1
OG0000313	Ds_00011412-RA, Ds_00003755-RA	AT5G49990.1, AT5G49990.2, AT5G49990.4, AT5G49990.3, AT5G62890.3, AT5G62890.2, AT5G62890.1
OG0000314	Ds_00015566-RA	AT5G06300.1
OG0000314	Ds_00008768-RA, Ds_00010276-RA	AT3G53450.1, AT2G37210.2, AT2G37210.1
OG0000315	Ds_00003348-RA, Ds_00003347-RA, Ds_00009504-RA, Ds_00009660-RA	AT5G17540.1
OG0000316	Ds_00009824-RA, Ds_00007937-RA	AT2G19160.2, AT2G19160.1
OG0000316	Ds_00013630-RA, Ds_00003417-RA	AT4G31350.2, AT4G31350.1, AT4G31350.3, AT4G31350.4
OG0000318	Ds_00007027-RA	AT5G59710.3, AT5G59710.2, AT5G59710.1
OG0000319	Ds_00006895-RA	AT1G14170.2, AT1G14170.1, AT1G14170.3, AT5G15270.3, AT5G15270.2, AT5G15270.1
OG0000321	Ds_00010037-RA	AT1G07090.1
OG0000321	Ds_00014160-RA, Ds_00007828-RA	AT2G31160.1
OG0000322	Ds_00011797-RA	AT1G60270.2
OG0000323	Ds_00006563-RA	AT3G07030.4, AT3G07030.2, AT3G07030.3, AT3G07030.1
OG0000323	Ds_00014812-RA, Ds_00015051-RA	AT1G20220.1, AT1G76010.2, AT1G76010.1
OG0000324	Ds_00016941-RA	ATCG00270.1
OG0000324	Ds_00016942-RA	ATCG00280.1
OG0000325	Ds_00009803-RA	AT1G47530.1, AT1G47530.2
OG0000325	Ds_00003081-RA, Ds_00017068-RA	AT1G23300.1, AT3G26590.2, AT3G26590.1, AT5G38030.1, AT1G12950.1
OG0000326	Ds_00013206-RA	AT3G51070.1, AT3G51070.2
OG0000327	Ds_00000569-RA	AT3G50330.1, AT5G67060.2, AT5G67060.1
OG0000327	Ds_00003627-RA, Ds_00010932-RA	AT4G00120.1, AT5G09750.1
OG0000327	Ds_00002360-RA	AT3G21330.1
OG0000328	Ds_00014943-RA	AT4G05030.2, AT4G05030.1
OG0000329	Ds_00016932-RA	AT3G16180.1, AT1G52190.1
OG0000330	Ds_00007533-RA	AT4G32790.3, AT4G32790.2, AT4G32790.1, AT5G25820.1, AT5G11610.3, AT5G11610.2, AT5G11610.1
OG0000331	Ds_00008749-RA, Ds_00013684-RA	AT2G36750.1, AT2G36790.1, AT2G36800.1, AT2G36770.1, AT2G36780.1, AT2G36760.1, AT3G53160.1
OG0000332	Ds_00007759-RA, Ds_00008518-RA	AT5G52090.1, AT5G37150.1, AT5G37140.1, AT5G37165.1, AT4G05540.1, AT5G37030.1
OG0000332	Ds_00008519-RA, Ds_00007758-RA	AT5G37160.1
OG0000335	Ds_00006490-RA, Ds_00008589-RA	AT1G68640.1
OG0000335	Ds_00010332-RA, Ds_00005765-RA	AT3G12250.6, AT3G12250.1, AT3G12250.7, AT3G12250.2, AT3G12250.4, AT3G12250.5, AT3G12250.3, AT5G06950.4, AT5G06950.1, AT5G06950.3, AT5G06950.2, AT5G06950.5, AT5G06960.2, AT5G06960.1, AT5G06960.3
OG0000336	Ds_00017897-RA, Ds_00005025-RA	AT3G46860.1
OG0000337	Ds_00004397-RA	AT1G78550.1, AT1G78550.2, AT1G17020.1, AT1G17010.1, AT4G25300.1, AT4G25300.2, AT4G25310.2, AT4G25310.1
OG0000338	Ds_00007862-RA	AT2G18328.1
OG0000339	Ds_00001519-RA	AT1G71830.1, AT1G34210.1, AT1G34210.2
OG0000339	Ds_00000284-RA	AT2G13790.1, AT2G13800.4, AT2G13800.2, AT2G13800.3, AT2G13800.1, AT4G33430.1, AT4G33430.2
OG0000340	Ds_00013796-RA	AT1G49390.1, AT1G49390.2, AT5G20400.1, AT5G20550.1, AT5G54000.2, AT5G54000.1
OG0000341	Ds_00010863-RA, Ds_00012900-RA	AT5G28780.1
OG0000341	Ds_00012843-RA, Ds_00014921-RA, Ds_00010465-RA, Ds_00011669-RA, Ds_00006675-RA, Ds_00002998-RA	AT3G51700.1, AT3G51690.1
OG0000342	Ds_00007632-RA	AT2G19900.1, AT2G19900.2
OG0000342	Ds_00000765-RA	AT1G79750.1
OG0000343	Ds_00010877-RA	AT1G21610.4, AT1G21610.5, AT1G21610.6, AT1G21610.2, AT1G21610.1, AT1G21610.3, AT1G77310.2, AT1G77310.1
OG0000345	Ds_00001691-RA	AT4G25434.9, AT4G25434.11, AT4G25434.12, AT4G25434.6, AT4G25434.7, AT4G25434.2, AT4G25434.13, AT4G25434.5, AT4G25434.3, AT4G25434.4, AT4G25434.8, AT4G25434.1, AT4G25434.10, AT5G47650.4, AT5G47650.2, AT5G47650.1, AT5G47650.5, AT5G47650.3
OG0000346	Ds_00010753-RA	AT1G67580.2, AT1G67580.1
OG0000346	Ds_00003847-RA	AT5G63370.5, AT5G63370.10, AT5G63370.4, AT5G63370.1, AT5G63370.7, AT5G63370.6, AT5G63370.8, AT5G63370.9, AT5G63370.3, AT5G63370.2
OG0000347	Ds_00001258-RA	AT5G22410.1
OG0000348	Ds_00000882-RA	AT1G30700.1
OG0000348	Ds_00000378-RA	AT1G34575.1, AT1G30710.1
OG0000349	Ds_00008696-RA	AT2G38300.1
OG0000351	Ds_00013667-RA	AT1G77810.1, AT1G77810.2, AT1G22015.1
OG0000351	Ds_00001389-RA	AT1G32930.1
OG0000351	Ds_00001573-RA	AT1G33430.2, AT1G33430.3, AT1G33430.1
OG0000352	Ds_00011986-RA, Ds_00017864-RA	AT1G41830.1, AT1G76160.1, AT1G21850.1, AT1G21860.1
OG0000352	Ds_00004494-RA	AT4G22010.1
OG0000354	Ds_00003544-RA, Ds_00003546-RA, Ds_00007164-RA, Ds_00008804-RA	AT2G44890.1, AT2G44890.2, AT2G45510.1
OG0000360	Ds_00009599-RA	AT4G20990.1, AT4G21000.1
OG0000361	Ds_00014970-RA, Ds_00016952-RA, Ds_00016280-RA, Ds_00002078-RA	ATCG00170.1
OG0000362	Ds_00010002-RA, Ds_00005195-RA	AT5G21150.1, AT2G27040.2, AT2G27040.1
OG0000362	Ds_00009530-RA	AT2G32940.1
OG0000363	Ds_00011624-RA, Ds_00011629-RA, Ds_00011628-RA, Ds_00007491-RA, Ds_00012120-RA	AT2G32750.2, AT2G32750.1
OG0000363	Ds_00000994-RA	AT2G20370.1
OG0000364	Ds_00007473-RA	AT1G69770.1
OG0000364	Ds_00002052-RA, Ds_00006393-RA	AT1G80740.1
OG0000364	Ds_00004874-RA	AT4G19020.2, AT4G19020.1
OG0000366	Ds_00012155-RA	AT2G14820.1, AT2G14820.2
OG0000366	Ds_00009404-RA, Ds_00006744-RA	AT4G37590.1
OG0000367	Ds_00010107-RA	AT1G07350.2, AT1G07350.3, AT1G07350.6, AT1G07350.4, AT1G07350.1, AT1G07350.5
OG0000367	Ds_00011990-RA, Ds_00017563-RA	AT4G35785.2, AT4G35785.6, AT4G35785.3, AT4G35785.5, AT4G35785.1, AT4G35785.4
OG0000368	Ds_00000361-RA	AT1G19680.1, AT1G75400.1
OG0000368	Ds_00017983-RA, Ds_00004980-RA, Ds_00007859-RA	AT4G39140.5, AT4G39140.2, AT4G39140.1, AT4G39140.3, AT4G39140.4, AT2G21500.1, AT2G21500.2
OG0000369	Ds_00014524-RA	AT1G78580.1, AT1G78580.3, AT1G78580.4, AT1G78580.2
OG0000370	Ds_00016457-RA	AT2G24120.2, AT2G24120.1
OG0000370	Ds_00015244-RA	AT5G15700.2, AT5G15700.1
OG0000371	Ds_00010290-RA	AT3G09710.1, AT3G09710.2, AT5G03040.1, AT5G03040.3, AT5G03040.2
OG0000372	Ds_00013765-RA, Ds_00003846-RA	AT5G63320.3, AT5G63320.2, AT5G63320.1
OG0000375	Ds_00012542-RA, Ds_00002880-RA	AT2G46860.1, AT1G01050.1, AT1G01050.2, AT4G01480.2, AT4G01480.1
OG0000375	Ds_00010344-RA, Ds_00016766-RA	AT3G53620.1
OG0000377	Ds_00006331-RA	AT3G05600.1
OG0000377	Ds_00000962-RA	AT4G02340.1
OG0000378	Ds_00001951-RA	AT4G09640.1, AT1G34470.1, AT1G71900.2, AT1G71900.1
OG0000378	Ds_00005711-RA	AT4G13800.9, AT4G13800.7, AT4G13800.4, AT4G13800.3, AT4G13800.2, AT4G13800.6, AT4G13800.1, AT4G13800.8, AT4G13800.5, AT4G13800.10, AT3G23870.1, AT3G23870.4, AT3G23870.5, AT3G23870.2, AT3G23870.3
OG0000379	Ds_00003196-RA	AT4G14350.3, AT4G14350.2, AT4G14350.1, AT4G14350.4
OG0000379	Ds_00012327-RA	AT2G20470.3, AT2G20470.2, AT2G20470.1
OG0000380	Ds_00005075-RA, Ds_00003219-RA	AT4G16143.1, AT4G16143.2, AT3G06720.1, AT3G06720.2
OG0000380	Ds_00006812-RA, Ds_00000972-RA, Ds_00006811-RA, Ds_00000971-RA	AT1G32880.1
OG0000381	Ds_00008956-RA	AT4G18530.2, AT4G18530.3, AT4G18530.1
OG0000381	Ds_00007779-RA	AT4G12840.2, AT4G12840.1, AT4G12840.3
OG0000382	Ds_00002411-RA	AT1G79820.3, AT1G79820.5, AT1G79820.1, AT1G79820.2, AT1G79820.4
OG0000384	Ds_00010026-RA	AT5G07070.1, AT5G58380.1
OG0000385	Ds_00008553-RA	AT1G15170.2, AT1G15180.2, AT1G15180.1, AT1G15170.1
OG0000387	Ds_00004308-RA	AT4G03625.1
OG0000387	Ds_00004307-RA, Ds_00000894-RA	AT4G05460.1, AT4G05490.1, AT4G05497.1, AT5G52480.2, AT5G52480.1, AT4G03630.1, AT4G05470.1, AT4G05475.1
OG0000388	Ds_00012319-RA, Ds_00003192-RA	AT1G04430.3, AT1G04430.2, AT1G04430.1, AT3G23300.1, AT3G23300.2, AT4G14360.2, AT4G14360.1
OG0000389	Ds_00006928-RA	AT1G54610.2, AT1G54610.3, AT1G54610.1
OG0000389	Ds_00007086-RA	AT5G50860.1, AT5G50860.2
OG0000390	Ds_00006261-RA, Ds_00006947-RA	AT3G04580.2, AT3G04580.1
OG0000390	Ds_00004625-RA, Ds_00003179-RA	AT3G23150.2, AT3G23150.1
OG0000391	Ds_00012003-RA, Ds_00012002-RA, Ds_00012004-RA, Ds_00012006-RA, Ds_00012057-RA, Ds_00012007-RA, Ds_00012008-RA, Ds_00012009-RA, Ds_00005800-RA, Ds_00012005-RA, Ds_00014320-RA, Ds_00011256-RA	AT3G26040.1
OG0000391	Ds_00003842-RA, Ds_00015870-RA	AT1G24430.1
OG0000392	Ds_00003044-RA	AT2G33620.4, AT2G33620.3, AT2G33620.2, AT2G33620.1
OG0000392	Ds_00013139-RA	AT4G17950.1, AT5G46640.1
