Orthogroup	V_vinifera.proteins	A_hypochondriacus.proteins
OG0000124	VIT_218s0001g10810.1	AH015148-RA
OG0000125	VIT_207s0104g00830.1	AH012890-RA
OG0000125	VIT_214s0030g00210.1, VIT_214s0030g00210.3, VIT_214s0030g00210.2	AH010561-RA
OG0000125	VIT_214s0030g00320.1, VIT_214s0030g00200.1, VIT_214s0030g00230.1, VIT_214s0030g00230.2, VIT_214s0030g00240.1, VIT_214s0030g00260.1, VIT_214s0030g00280.1, VIT_214s0030g00250.1	AH010565-RA, AH010563-RA
OG0000127	VIT_207s0104g01340.1	AH010397-RA, AH022171-RA, AH012869-RA
OG0000127	VIT_204s0043g00980.1	AH002969-RA, AH017357-RA
OG0000127	VIT_217s0000g00820.1	AH017358-RA, AH002968-RA
OG0000128	VIT_204s0008g03000.1, VIT_209s0054g01480.1	AH013509-RA, AH013505-RA
OG0000128	VIT_209s0054g01470.1, VIT_209s0054g01340.2, VIT_209s0054g01340.3, VIT_209s0054g01340.1, VIT_209s0054g01360.1	AH013510-RA
OG0000129	VIT_204s0069g00740.1	AH019248-RA
OG0000129	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1, VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3	AH019249-RA
OG0000131	VIT_211s0016g01220.1	AH014578-RA
OG0000131	VIT_209s0002g01320.1, VIT_218s0086g00410.1, VIT_207s0005g05920.1, VIT_207s0005g05910.1, VIT_207s0005g05930.1, VIT_207s0005g05985.1, VIT_212s0059g00740.1, VIT_218s0086g00590.1, VIT_209s0002g01330.1, VIT_209s0002g01340.1	AH016864-RA, AH016862-RA, AH003876-RA, AH018991-RA, AH013318-RA, AH003875-RA, AH016865-RA, AH013320-RA, AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA, AH016833-RA, AH016845-RA, AH016868-RA, AH014582-RA, AH014583-RA, AH014581-RA, AH014580-RA, AH014579-RA, AH009123-RA, AH009120-RA, AH014365-RA, AH014364-RA, AH020779-RA, AH020778-RA, AH014066-RA, AH020774-RA
OG0000134	VIT_200s0567g00040.1	AH006080-RA
OG0000134	VIT_218s0001g10930.1, VIT_218s0001g10910.1, VIT_218s0001g10870.1, VIT_218s0001g10870.2, VIT_218s0001g10830.1, VIT_218s0001g10830.2, VIT_218s0001g10830.3, VIT_218s0001g10940.1, VIT_218s0001g10970.1, VIT_218s0001g10950.1, VIT_218s0001g11010.3, VIT_218s0001g11010.1, VIT_218s0001g11010.2, VIT_218s0001g10880.1, VIT_218s0001g10920.1	AH001790-RA, AH001791-RA
OG0000135	VIT_204s0008g01360.1	AH016059-RA
OG0000135	VIT_209s0054g01060.1	AH013502-RA
OG0000135	VIT_211s0065g00390.1	AH015896-RA
OG0000136	VIT_217s0000g07890.1	AH017306-RA
OG0000136	VIT_203s0038g02380.1	AH000810-RA, AH002265-RA
OG0000137	VIT_205s0077g01690.1, VIT_205s0077g01520.1, VIT_205s0077g01680.1, VIT_207s0005g00930.1	AH022076-RA, AH022075-RA, AH014193-RA, AH012283-RA, AH019476-RA, AH019481-RA, AH014194-RA, AH019421-RA, AH011697-RA, AH012282-RA
OG0000138	VIT_206s0004g05065.1	AH013724-RA, AH022574-RA
OG0000139	VIT_213s0019g02960.1	AH023020-RA
OG0000140	VIT_210s0071g00380.1, VIT_210s0071g00560.1, VIT_210s0071g00510.1	AH001068-RA, AH001070-RA, AH003302-RA, AH014008-RA
OG0000142	VIT_209s0002g06202.1, VIT_209s0002g06210.2, VIT_209s0002g06210.1, VIT_209s0002g06136.1, VIT_209s0002g06136.2, VIT_209s0002g00190.1, VIT_209s0002g00250.1, VIT_209s0096g00200.1, VIT_209s0096g00760.1, VIT_209s0096g00420.1, VIT_209s0002g06140.1, VIT_209s0002g06260.1, VIT_209s0002g06240.2, VIT_209s0002g06240.1, VIT_209s0096g00390.1, VIT_209s0002g06230.1, VIT_209s0096g00840.1, VIT_209s0018g00480.1, VIT_209s0002g06133.1, VIT_209s0002g06152.1, VIT_209s0002g00270.1, VIT_209s0096g00830.1, VIT_211s0037g01270.1, VIT_211s0016g01860.1, VIT_209s0002g05830.1, VIT_209s0096g00740.1, VIT_209s0002g00240.1, VIT_209s0070g00350.1, VIT_209s0002g03980.1, VIT_209s0002g03270.1, VIT_209s0002g03300.1, VIT_219s0027g01631.1	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA
OG0000143	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1	AH016191-RA, AH008728-RA, AH008727-RA
OG0000144	VIT_212s0035g00310.1	AH005332-RA
OG0000144	VIT_212s0035g00310.2	AH004163-RA
OG0000144	VIT_202s0236g00130.2, VIT_202s0236g00130.4, VIT_202s0236g00130.3, VIT_202s0236g00130.1	AH011428-RA
OG0000145	VIT_206s0009g01450.6, VIT_206s0009g01450.2, VIT_206s0009g01450.1, VIT_206s0009g01450.4, VIT_206s0009g01450.5, VIT_206s0009g01450.3	AH013887-RA
OG0000145	VIT_206s0061g00620.1, VIT_206s0061g00670.1, VIT_206s0061g00670.2, VIT_206s0061g00640.1, VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1, VIT_202s0025g04510.1	AH009242-RA
OG0000146	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1	AH013670-RA, AH013668-RA
OG0000146	VIT_213s0019g03170.1	AH019053-RA, AH016411-RA, AH023019-RA, AH023024-RA, AH008823-RA
OG0000147	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1	AH021952-RA
OG0000147	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6	AH000183-RA
OG0000148	VIT_206s0004g04990.1, VIT_206s0004g04980.1, VIT_206s0004g04970.1	AH022555-RA, AH013718-RA, AH013719-RA, AH013714-RA
OG0000148	VIT_206s0004g04960.1, VIT_206s0004g04950.1	AH022552-RA
OG0000148	VIT_213s0019g01710.2, VIT_213s0019g01710.1, VIT_213s0019g01810.2, VIT_213s0019g01810.1, VIT_213s0019g01780.1, VIT_213s0019g01790.1, VIT_213s0019g01700.1	AH022967-RA
OG0000149	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1	AH016220-RA
OG0000149	VIT_215s0021g02240.4, VIT_215s0021g02240.3, VIT_215s0021g02240.2, VIT_215s0021g02240.1	AH022324-RA
OG0000149	VIT_215s0045g01190.1	AH018906-RA
OG0000152	VIT_206s0061g00870.1	AH000407-RA
OG0000152	VIT_206s0004g04250.1	AH022508-RA, AH013637-RA, AH016497-RA, AH022506-RA
OG0000153	VIT_206s0004g03490.1	AH021960-RA
OG0000153	VIT_200s0259g00180.1, VIT_200s1287g00010.1, VIT_219s0015g00440.2, VIT_219s0015g00440.1	AH008291-RA
OG0000155	VIT_207s0104g01420.1	AH012856-RA, AH012857-RA, AH012863-RA, AH012861-RA, AH012858-RA, AH012846-RA, AH012847-RA, AH012848-RA, AH022179-RA, AH012859-RA, AH012860-RA, AH012864-RA, AH012865-RA, AH012862-RA, AH010202-RA, AH022174-RA, AH010200-RA, AH012855-RA
OG0000157	VIT_209s0002g07340.1	AH001951-RA
OG0000157	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1	AH019804-RA
OG0000159	VIT_215s0048g02450.1, VIT_215s0048g02490.2, VIT_215s0048g02490.1, VIT_215s0048g02480.1	AH009478-RA, AH009480-RA
OG0000159	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1	AH020974-RA, AH011882-RA
OG0000160	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5	AH016892-RA, AH023753-RA
OG0000160	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5	AH005973-RA
OG0000160	VIT_203s0038g03920.1, VIT_203s0038g03920.2	AH001592-RA, AH000928-RA
OG0000161	VIT_200s0346g00040.1	AH010020-RA
OG0000162	VIT_217s0000g03340.1	AH017198-RA, AH002995-RA
OG0000162	VIT_214s0006g02600.2, VIT_214s0006g02600.1, VIT_214s0006g02600.3, VIT_214s0006g02600.5, VIT_214s0006g02600.4, VIT_214s0006g02600.6	AH022861-RA, AH022859-RA
OG0000162	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1	AH005478-RA, AH004130-RA
OG0000163	VIT_209s0002g01910.9, VIT_207s0005g04785.1, VIT_216s0013g01295.1, VIT_207s0005g02970.1	AH014552-RA
OG0000163	VIT_209s0002g01910.5, VIT_209s0002g01910.6, VIT_209s0002g01910.8, VIT_209s0002g01910.7, VIT_209s0002g01910.10, VIT_209s0002g01910.3, VIT_209s0002g01910.2, VIT_209s0002g01910.4, VIT_209s0002g01910.1	AH013346-RA
OG0000164	VIT_219s0014g01840.1, VIT_217s0053g00680.1	AH021228-RA, AH014343-RA
OG0000164	VIT_208s0007g04360.1, VIT_206s0061g01040.1	AH001454-RA, AH000392-RA
OG0000164	VIT_211s0016g04620.1	AH020804-RA, AH014173-RA
OG0000165	VIT_219s0014g00900.1, VIT_219s0014g00870.1, VIT_219s0014g00920.1	AH001450-RA, AH009997-RA, AH010091-RA
OG0000168	VIT_213s0047g00020.1, VIT_213s0047g00030.1	AH020524-RA
OG0000168	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4	AH020525-RA, AH006562-RA, AH006510-RA
OG0000168	VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3	AH007811-RA
OG0000169	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1	AH003317-RA
OG0000169	VIT_200s0214g00110.1	AH014133-RA, AH023348-RA
OG0000169	VIT_214s0060g02020.1, VIT_214s0060g02000.1	AH010535-RA
OG0000170	VIT_205s0049g00890.3	AH013750-RA
OG0000170	VIT_202s0025g00480.1	AH011283-RA
OG0000170	VIT_205s0049g00890.1, VIT_205s0049g00890.2, VIT_214s0036g00370.1, VIT_214s0036g00370.2	AH007222-RA, AH010754-RA
OG0000171	VIT_211s0016g03350.1, VIT_204s0008g03400.1, VIT_209s0002g03940.1	AH000491-RA, AH002132-RA
OG0000171	VIT_200s0341g00080.1, VIT_200s0632g00010.1, VIT_200s0341g00070.1, VIT_214s0006g02290.1	AH018302-RA
OG0000172	VIT_208s0040g00060.2, VIT_208s0040g00060.1	AH019304-RA, AH015622-RA
OG0000179	VIT_213s0067g03500.1	AH015938-RA
OG0000179	VIT_208s0040g02970.1	AH012805-RA
OG0000180	VIT_211s0016g00470.1	AH014306-RA, AH021076-RA
OG0000180	VIT_205s0077g01930.1, VIT_207s0005g00750.1, VIT_207s0005g00750.3, VIT_207s0005g00750.2	AH022087-RA
OG0000181	VIT_218s0001g02730.5, VIT_218s0001g02730.4, VIT_218s0001g02730.10, VIT_218s0001g02730.6, VIT_218s0001g02730.1, VIT_218s0001g02730.2, VIT_218s0001g02730.8, VIT_218s0001g02730.3, VIT_218s0001g02730.9, VIT_218s0001g02730.7	AH008868-RA
OG0000181	VIT_207s0031g02720.4, VIT_207s0031g02720.2, VIT_207s0031g02720.3, VIT_207s0031g02720.8, VIT_207s0031g02720.9, VIT_207s0031g02720.1, VIT_207s0031g02720.5, VIT_207s0031g02720.7, VIT_207s0031g02720.6	AH010377-RA, AH003266-RA
OG0000182	VIT_213s0019g04280.1, VIT_208s0040g01890.1	AH021993-RA
OG0000182	VIT_203s0038g02520.1, VIT_203s0038g02520.3, VIT_203s0038g02520.4, VIT_203s0038g02520.2, VIT_206s0004g02850.2, VIT_208s0040g01890.2	AH012779-RA
OG0000184	VIT_205s0049g00920.3, VIT_205s0049g00920.2, VIT_205s0049g00920.4, VIT_205s0049g00920.1, VIT_205s0049g00920.5, VIT_205s0049g00930.1	AH007212-RA
OG0000184	VIT_207s0005g03290.1	AH017737-RA
OG0000185	VIT_214s0030g01560.1	AH007772-RA
OG0000185	VIT_205s0094g00780.1	AH020040-RA
OG0000185	VIT_214s0030g01520.1, VIT_214s0030g01550.1	AH010844-RA, AH007773-RA, AH010845-RA
OG0000186	VIT_201s0150g00090.7, VIT_201s0150g00090.15, VIT_201s0150g00090.3, VIT_201s0150g00090.10, VIT_201s0150g00090.12, VIT_201s0150g00090.1, VIT_201s0150g00090.8, VIT_201s0150g00090.4, VIT_201s0150g00090.13, VIT_201s0150g00090.2, VIT_201s0150g00090.14, VIT_201s0150g00090.5, VIT_201s0150g00090.11, VIT_201s0150g00090.6, VIT_201s0150g00090.9	AH004613-RA
OG0000187	VIT_214s0068g01830.1	AH006377-RA
OG0000187	VIT_214s0068g01850.1	AH006242-RA
OG0000187	VIT_214s0068g01840.1	AH003378-RA, AH006240-RA
OG0000187	VIT_214s0068g01860.1	AH003380-RA
OG0000187	VIT_201s0010g03850.1	AH004538-RA, AH005195-RA
OG0000188	VIT_202s0025g00350.2, VIT_202s0025g00350.3, VIT_202s0025g00350.1	AH018007-RA
OG0000188	VIT_216s0050g01250.1, VIT_216s0050g01190.1, VIT_216s0050g01240.1, VIT_216s0050g01220.1	AH019606-RA, AH012098-RA
OG0000188	VIT_215s0046g02230.2, VIT_215s0046g02230.3, VIT_215s0046g02230.1	AH009637-RA
OG0000189	VIT_201s0026g00540.4, VIT_201s0026g00540.3, VIT_201s0026g00540.5, VIT_201s0026g00540.6, VIT_201s0026g00540.2, VIT_201s0026g00540.1	AH004583-RA
OG0000190	VIT_205s0062g01423.1, VIT_205s0124g00010.1, VIT_205s0062g01400.1, VIT_205s0062g01395.1, VIT_205s0062g01390.1, VIT_205s0124g00230.1	AH021202-RA
OG0000191	VIT_208s0007g07690.1	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA, AH006833-RA
OG0000192	VIT_200s0220g00150.1, VIT_200s0220g00140.1	AH007480-RA, AH011104-RA
OG0000192	VIT_205s0094g01300.1, VIT_205s0094g01300.2	AH011736-RA, AH020017-RA
OG0000193	VIT_203s0097g00700.1, VIT_203s0088g00890.1, VIT_203s0088g00810.1, VIT_203s0088g00690.1, VIT_203s0088g00700.1, VIT_203s0088g00710.1, VIT_203s0088g00750.1, VIT_203s0088g00780.1	AH010169-RA, AH002456-RA, AH002454-RA
OG0000193	VIT_203s0088g00910.1	AH002455-RA
OG0000198	VIT_211s0037g00510.1	AH009407-RA
OG0000199	VIT_205s0020g03910.1	AH011848-RA
OG0000199	VIT_212s0028g03390.1	AH000315-RA
OG0000199	VIT_211s0016g04190.1	AH015573-RA
OG0000200	VIT_204s0023g02360.1	AH005777-RA
OG0000200	VIT_209s0054g00910.1, VIT_209s0054g00900.1	AH014501-RA
OG0000201	VIT_205s0094g01120.2	AH011734-RA
OG0000201	VIT_205s0094g01260.2, VIT_205s0094g01260.1	AH020018-RA
OG0000202	VIT_218s0001g13820.1, VIT_218s0001g13830.1, VIT_218s0001g13850.1, VIT_218s0001g13770.1, VIT_218s0001g13780.1, VIT_218s0001g13790.1	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA
OG0000206	VIT_206s0004g01610.1	AH010923-RA
OG0000206	VIT_213s0047g00250.1, VIT_213s0047g00250.3, VIT_213s0047g00250.2	AH010673-RA
OG0000206	VIT_200s0357g00120.1	AH022824-RA, AH007651-RA
OG0000207	VIT_207s0005g03030.1	AH002648-RA
OG0000207	VIT_213s0019g02060.1	AH022984-RA
OG0000207	VIT_208s0056g01650.1	AH018948-RA
OG0000207	VIT_215s0048g00840.1	AH009147-RA
OG0000208	VIT_209s0002g00490.1, VIT_209s0002g00490.2	AH013419-RA, AH022318-RA
OG0000208	VIT_209s0002g00580.1	AH013416-RA, AH022322-RA, AH013411-RA
OG0000211	VIT_217s0000g06360.1, VIT_217s0000g06360.2	AH017571-RA
OG0000211	VIT_217s0053g00990.3, VIT_217s0053g00990.1, VIT_201s0026g02620.1, VIT_201s0026g02620.3, VIT_201s0026g02620.2, VIT_214s0108g01020.1, VIT_214s0108g01020.2	AH005036-RA, AH004370-RA
OG0000212	VIT_216s0050g00220.1	AH019579-RA, AH012403-RA
OG0000212	VIT_206s0004g04280.1, VIT_208s0040g03360.1, VIT_208s0040g03360.2, VIT_206s0004g04280.2, VIT_213s0019g00550.1, VIT_213s0019g00550.3, VIT_213s0019g00550.2, VIT_208s0040g03360.3, VIT_208s0040g03360.4	AH013636-RA
OG0000213	VIT_210s0116g01210.1	AH021488-RA, AH014963-RA
OG0000213	VIT_205s0020g00950.3, VIT_205s0020g00950.1, VIT_205s0020g00950.2	AH011769-RA
OG0000216	VIT_219s0090g01440.2, VIT_219s0090g01440.1	AH008260-RA
OG0000216	VIT_200s1365g00010.1	AH002574-RA
OG0000216	VIT_212s0059g00560.1	AH000038-RA
OG0000217	VIT_212s0055g00580.1, VIT_210s0092g00520.1, VIT_210s0092g00470.1, VIT_210s0092g00590.1, VIT_200s0125g00210.4, VIT_200s0125g00210.2, VIT_200s0125g00210.3, VIT_200s0125g00210.1, VIT_200s0125g00210.5, VIT_210s0092g00570.1, VIT_200s0125g00140.1, VIT_212s0055g00600.1, VIT_212s0055g00640.1, VIT_212s0055g00660.1	AH006817-RA, AH006820-RA
OG0000218	VIT_201s0011g05960.1	AH021003-RA
OG0000218	VIT_202s0012g01680.3	AH018419-RA
OG0000219	VIT_216s0022g02220.1, VIT_216s0050g01740.1, VIT_216s0022g00110.1, VIT_216s0022g00170.1	AH012080-RA
OG0000219	VIT_205s0029g01000.1	AH012060-RA
OG0000220	VIT_203s0038g01050.1	AH018373-RA
OG0000220	VIT_219s0015g01630.1, VIT_219s0015g01660.1, VIT_219s0015g01590.1, VIT_219s0015g01560.1	AH018372-RA
OG0000220	VIT_219s0015g01635.1	AH018371-RA
OG0000220	VIT_200s0194g00010.1	AH002688-RA
OG0000221	VIT_214s0006g01250.1	AH015847-RA, AH019151-RA
OG0000222	VIT_203s0038g04120.1	AH019420-RA, AH010384-RA, AH019521-RA
OG0000222	VIT_207s0005g01030.1	AH012987-RA
OG0000222	VIT_214s0030g02140.1	AH012396-RA
OG0000223	VIT_212s0028g02885.1, VIT_212s0028g02870.1, VIT_215s0045g01490.1, VIT_212s0028g02860.1, VIT_212s0028g02700.1, VIT_212s0028g02830.4, VIT_212s0028g02830.6, VIT_212s0028g02740.1, VIT_212s0028g02950.1, VIT_212s0028g02920.1, VIT_212s0028g02880.1, VIT_212s0028g01940.1, VIT_212s0028g01880.1, VIT_212s0028g02710.1, VIT_212s0028g02810.1, VIT_212s0028g02830.1, VIT_212s0028g02830.2, VIT_212s0028g02850.2, VIT_212s0028g02850.3, VIT_212s0028g02850.1, VIT_212s0028g02850.4, VIT_212s0028g02830.5, VIT_212s0028g02830.3, VIT_210s0003g00480.1, VIT_210s0003g00440.1, VIT_210s0003g00460.1, VIT_210s0003g00470.1	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA
OG0000224	VIT_219s0014g02900.1	AH010030-RA, AH008072-RA
OG0000224	VIT_200s0916g00010.2, VIT_200s0916g00010.1, VIT_200s0916g00010.3, VIT_200s0916g00010.4	AH021647-RA, AH015222-RA
OG0000224	VIT_212s0028g03860.3, VIT_212s0028g03860.2, VIT_212s0028g03860.1	AH000336-RA, AH001344-RA
OG0000227	VIT_206s0004g04810.1, VIT_206s0004g04810.3, VIT_206s0004g04810.2, VIT_206s0004g04810.5	AH013692-RA, AH022541-RA
OG0000227	VIT_213s0019g01080.1, VIT_213s0019g01080.2, VIT_213s0019g01080.4, VIT_213s0019g01080.3	AH019119-RA, AH022956-RA, AH016463-RA
OG0000228	VIT_214s0068g01590.3	AH003360-RA
OG0000228	VIT_214s0068g01590.2, VIT_214s0068g01590.1	AH006396-RA
OG0000228	VIT_217s0000g00890.2, VIT_217s0000g00890.1	AH002970-RA, AH017354-RA
OG0000229	VIT_204s0023g02400.1	AH003810-RA, AH005782-RA
OG0000230	VIT_203s0038g01480.1	AH016753-RA
OG0000230	VIT_206s0009g01820.1	AH023644-RA
OG0000230	VIT_218s0072g01040.2, VIT_218s0072g01040.4	AH009416-RA
OG0000231	VIT_201s0026g00280.4, VIT_201s0026g00280.7, VIT_201s0026g00280.5, VIT_201s0026g00280.11, VIT_201s0026g00280.10, VIT_201s0026g00280.2, VIT_201s0026g00280.8, VIT_201s0026g00280.3, VIT_201s0026g00280.9, VIT_201s0026g00280.1, VIT_201s0026g00280.6	AH004765-RA
OG0000232	VIT_212s0057g00070.1, VIT_212s0057g00140.1, VIT_212s0057g00120.1, VIT_212s0057g00150.1, VIT_212s0057g00170.1, VIT_212s0057g00090.1, VIT_212s0057g00080.1, VIT_212s0057g00110.1, VIT_212s0057g00180.1, VIT_212s0057g00190.1	AH009986-RA, AH009984-RA, AH009983-RA, AH009981-RA, AH009982-RA, AH008127-RA
OG0000235	VIT_206s0004g01350.4, VIT_206s0004g01350.2, VIT_206s0004g01350.7, VIT_206s0004g01350.3, VIT_206s0004g01350.6, VIT_206s0004g01350.1, VIT_206s0004g01350.5	AH007677-RA, AH010905-RA
OG0000236	VIT_213s0067g00900.1	AH023101-RA, AH016378-RA
OG0000236	VIT_206s0004g06670.1	AH013818-RA
OG0000236	VIT_213s0067g00890.1	AH023094-RA
OG0000236	VIT_206s0004g06660.2, VIT_206s0004g06660.3, VIT_206s0004g06660.5, VIT_206s0004g06660.6, VIT_206s0004g06660.1, VIT_206s0004g06660.4	AH022662-RA
OG0000238	VIT_212s0028g03950.1, VIT_212s0028g04015.1, VIT_212s0028g03990.1, VIT_212s0028g04030.1, VIT_212s0028g04000.1, VIT_212s0059g00100.1, VIT_212s0059g00140.1, VIT_212s0028g04000.2, VIT_212s0059g00050.1, VIT_212s0059g00080.1, VIT_212s0059g00060.1, VIT_212s0028g04010.1, VIT_212s0059g00120.1, VIT_212s0059g00160.1, VIT_212s0028g04040.1, VIT_212s0028g03960.1, VIT_212s0059g00130.1, VIT_212s0028g04020.1, VIT_212s0059g00110.1, VIT_212s0059g00150.1	AH022168-RA, AH022166-RA, AH022167-RA, AH004972-RA, AH002211-RA, AH002223-RA, AH002216-RA, AH013971-RA, AH002218-RA, AH000864-RA, AH005582-RA
OG0000240	VIT_213s0074g00500.6, VIT_213s0074g00500.2, VIT_213s0074g00500.1	AH007927-RA
OG0000240	VIT_213s0074g00500.3, VIT_213s0074g00500.5, VIT_213s0074g00500.4	AH012669-RA
OG0000240	VIT_206s0061g01230.1	AH001498-RA, AH000378-RA
OG0000241	VIT_200s0309g00020.1	AH011397-RA, AH018288-RA, AH018263-RA
OG0000241	VIT_216s0013g00310.1, VIT_216s0013g00650.1	AH001165-RA, AH016129-RA, AH018322-RA, AH018264-RA, AH011413-RA
OG0000242	VIT_218s0041g00500.1	AH009443-RA
OG0000243	VIT_205s0094g01200.1, VIT_213s0067g01040.1	AH003233-RA
OG0000243	VIT_216s0022g01390.1, VIT_205s0094g01190.1, VIT_200s1682g00020.1, VIT_216s0022g01510.1, VIT_216s0022g01500.1, VIT_216s0022g01540.1	AH018529-RA
OG0000244	VIT_201s0011g05380.1	AH013016-RA
OG0000244	VIT_214s0108g00900.1, VIT_216s0022g00700.1, VIT_216s0022g00710.1	AH019455-RA, AH012210-RA
OG0000244	VIT_215s0048g00510.1, VIT_206s0009g02590.1, VIT_206s0009g02630.1, VIT_206s0009g02560.1, VIT_206s0009g02570.1	AH001048-RA
OG0000244	VIT_206s0009g02600.1	AH001047-RA, AH001046-RA
OG0000245	VIT_213s0067g03390.2, VIT_213s0067g03390.3, VIT_213s0067g03390.1	AH015960-RA
OG0000245	VIT_208s0040g03120.1	AH021950-RA
OG0000246	VIT_213s0084g00095.1, VIT_207s0031g02450.1	AH014183-RA, AH013911-RA, AH014182-RA
OG0000247	VIT_207s0104g01810.1, VIT_207s0104g01800.2, VIT_206s0009g00965.1, VIT_202s0033g00615.1, VIT_207s0104g01800.1	AH022128-RA
OG0000247	VIT_207s0104g01820.1, VIT_207s0104g01830.2, VIT_207s0104g01830.1	AH022491-RA, AH010176-RA, AH010177-RA
OG0000248	VIT_207s0151g00540.1, VIT_207s0289g00060.2, VIT_207s0289g00060.1, VIT_207s0289g00050.1	AH017874-RA, AH002559-RA, AH017875-RA
OG0000248	VIT_201s0026g00630.1	AH004731-RA, AH004633-RA
OG0000248	VIT_205s0094g01000.1, VIT_205s0094g01000.2, VIT_205s0094g01060.1, VIT_205s0094g01030.1, VIT_205s0094g01040.1, VIT_205s0094g01050.1	AH020026-RA, AH011726-RA
OG0000249	VIT_206s0004g00480.2, VIT_206s0004g00480.1, VIT_206s0004g00480.3, VIT_200s1322g00010.1	AH007643-RA
OG0000250	VIT_215s0048g02010.3, VIT_215s0048g02010.1	AH009230-RA
OG0000251	VIT_219s0014g02250.1, VIT_219s0014g02250.2, VIT_219s0014g02250.3, VIT_219s0014g02250.4	AH010082-RA
OG0000251	VIT_213s0067g00610.2, VIT_213s0067g00610.1, VIT_213s0067g00610.5, VIT_213s0067g00610.4, VIT_213s0067g00610.3, VIT_213s0067g00630.1, VIT_213s0067g00630.2, VIT_213s0067g00610.6, VIT_208s0007g02170.3	AH023083-RA
OG0000252	VIT_208s0040g01590.2, VIT_208s0040g01590.5, VIT_208s0040g01590.1, VIT_208s0040g01590.7, VIT_208s0040g01590.11, VIT_208s0040g01590.8, VIT_208s0040g01590.17, VIT_208s0040g01590.16, VIT_208s0040g01590.14, VIT_208s0040g01590.9, VIT_208s0040g01590.10, VIT_208s0040g01590.13, VIT_208s0040g01590.12, VIT_208s0040g01590.15, VIT_208s0040g01590.4, VIT_208s0040g01590.3, VIT_208s0040g01590.6	AH005701-RA, AH003872-RA
OG0000253	VIT_213s0064g01320.1	AH019047-RA
