Orthogroup	V_vinifera.proteins	B_vulgaris.proteins
OG0000088	VIT_210s0003g01900.1, VIT_210s0003g01980.1, VIT_210s0003g01980.4, VIT_210s0003g01980.2, VIT_210s0003g01980.3, VIT_210s0003g01920.1, VIT_210s0003g01920.2, VIT_210s0003g01960.4, VIT_210s0003g01960.1, VIT_210s0003g01960.3, VIT_210s0003g01960.2	Bevul.9G197700.2.p, Bevul.9G197700.3.p, Bevul.9G197700.1.p, Bevul.9G197700.4.p, Bevul.9G197700.5.p, Bevul.9G197700.6.p, Bevul.9G197700.7.p, Bevul.8G074400.1.p
OG0000089	VIT_209s0002g05490.1, VIT_209s0002g05490.4, VIT_209s0002g05400.1, VIT_209s0002g05370.1, VIT_209s0002g05360.1, VIT_209s0002g05600.1	Bevul.9G199700.1.p
OG0000089	VIT_211s0016g04590.1	Bevul.8G186400.1.p
OG0000090	VIT_204s0044g01620.4, VIT_204s0044g01620.3, VIT_204s0044g01620.6, VIT_204s0044g01620.5, VIT_204s0044g01620.2, VIT_204s0044g01620.1, VIT_204s0044g01620.7	Bevul.4G177600.1.p
OG0000090	VIT_214s0066g00290.1, VIT_214s0066g00290.2, VIT_214s0066g00290.3	Bevul.6G147700.1.p
OG0000091	VIT_205s0062g00240.1, VIT_205s0062g00480.1, VIT_205s0062g00610.1, VIT_205s0062g00250.1	Bevul.3G230400.1.p, Bevul.3G229900.1.p, Bevul.3G229800.1.p
OG0000091	VIT_211s0052g01250.1	Bevul.8G117100.1.p
OG0000091	VIT_211s0052g01200.1, VIT_211s0052g01340.1, VIT_211s0052g01270.1, VIT_211s0052g01180.1, VIT_211s0052g01190.1, VIT_211s0052g01300.1, VIT_211s0052g01260.1, VIT_211s0052g01320.1, VIT_211s0052g01280.1, VIT_211s0052g01330.1, VIT_211s0052g01220.1	Bevul.7G053900.1.p, Bevul.1G098700.1.p, Bevul.1G099000.1.p, Bevul.1G098800.1.p, Bevul.5G151700.1.p, Bevul.5G151600.1.p, Bevul.2G055300.1.p, Bevul.2G055200.1.p
OG0000092	VIT_219s0027g00830.1	Bevul.5G086800.1.p
OG0000092	VIT_213s0084g00060.1	Bevul.2G014200.1.p, Bevul.2G012200.1.p
OG0000095	VIT_209s0054g01830.1, VIT_209s0054g01830.2, VIT_209s0054g01830.4, VIT_209s0054g01830.3	Bevul.7G228500.1.p
OG0000095	VIT_203s0017g01780.2, VIT_203s0017g01780.5, VIT_203s0017g01780.3, VIT_203s0017g01780.1, VIT_203s0017g01780.4	Bevul.6G047300.1.p
OG0000095	VIT_203s0017g01810.4, VIT_203s0017g01810.1, VIT_203s0017g01810.2, VIT_203s0017g01810.3, VIT_203s0017g01810.5, VIT_203s0017g01810.6	Bevul.4G035700.1.p
OG0000096	VIT_212s0055g00180.1, VIT_212s0055g00200.1, VIT_212s0034g00080.1, VIT_212s0034g00040.1, VIT_212s0034g01120.1, VIT_212s0034g00060.1, VIT_212s0055g00250.1, VIT_212s0055g00060.1, VIT_212s0055g00190.1, VIT_212s0055g00320.1, VIT_212s0055g00310.1, VIT_212s0055g00280.1, VIT_212s0055g00030.1, VIT_212s0055g00050.1, VIT_212s0055g00020.1, VIT_212s0034g00030.1, VIT_212s0055g00070.1, VIT_212s0055g00225.1, VIT_212s0055g00170.1, VIT_212s0055g00160.1, VIT_212s0034g00140.1, VIT_212s0034g00130.1, VIT_212s0034g00160.1, VIT_203s0017g01990.1, VIT_203s0017g01996.1, VIT_203s0017g02146.1, VIT_203s0017g01992.1, VIT_203s0017g02140.1	Bevul.6G093700.1.p, Bevul.6G094300.1.p, Bevul.6G093800.1.p, Bevul.6G093900.1.p, Bevul.6G094200.1.p, Bevul.6G094400.1.p, Bevul.6G094500.1.p, Bevul.6G120200.1.p
OG0000097	VIT_217s0000g08760.1	Bevul.5G215500.1.p
OG0000097	VIT_219s0085g00150.1, VIT_218s0089g00680.1, VIT_219s0015g00030.1	Bevul.4G007500.1.p, Bevul.4G009100.1.p, Bevul.4G009300.1.p, Bevul.4G009200.1.p, Bevul.4G006500.1.p, Bevul.4G008300.1.p, Bevul.4G008400.1.p, Bevul.4G008500.1.p, Bevul.7G126500.1.p
OG0000098	VIT_218s0001g14360.1	Bevul.1G023300.1.p
OG0000098	VIT_202s0025g03540.1, VIT_217s0000g02450.1	Bevul.5G002300.1.p
OG0000098	VIT_208s0040g00980.1, VIT_208s0040g00980.2, VIT_206s0009g02020.1	Bevul.3G212800.1.p
OG0000098	VIT_216s0050g00380.1	Bevul.7G197100.1.p
OG0000098	VIT_208s0007g01630.2, VIT_208s0007g01630.1, VIT_206s0004g05870.1, VIT_202s0025g03680.1	Bevul.5G030900.1.p
OG0000099	VIT_207s0031g01680.1, VIT_207s0031g01670.1, VIT_207s0031g01660.1	Bevul.6G102400.1.p
OG0000099	VIT_214s0006g01680.1	Bevul.6G102500.1.p
OG0000102	VIT_212s0028g02250.1, VIT_212s0028g02300.1, VIT_212s0028g02290.1, VIT_212s0028g02260.2, VIT_212s0028g02260.1, VIT_212s0028g02260.3	Bevul.1G039700.1.p, Bevul.8G011800.1.p, Bevul.8G011900.1.p, Bevul.8G012000.1.p, Bevul.8G011700.1.p
OG0000103	VIT_219s0027g00390.1	Bevul.4G093400.1.p
OG0000103	VIT_208s0040g01930.5, VIT_208s0040g01930.7, VIT_208s0040g01930.4, VIT_208s0040g01930.3, VIT_208s0040g01930.8, VIT_208s0040g01930.2, VIT_208s0040g01930.6, VIT_208s0040g01930.1	Bevul.7G057800.1.p
OG0000103	VIT_200s0370g00010.4, VIT_200s0370g00010.3, VIT_200s0370g00010.2, VIT_200s0370g00010.1	Bevul.8G030200.1.p
OG0000103	VIT_219s0014g01530.3, VIT_219s0014g01530.1, VIT_219s0014g01530.2, VIT_215s0024g01320.1	Bevul.3G111000.1.p
OG0000104	VIT_208s0007g02700.1	Bevul.7G018600.1.p
OG0000104	VIT_208s0007g02710.1	Bevul.7G018700.1.p
OG0000104	VIT_206s0080g00980.1, VIT_206s0080g00990.1, VIT_206s0080g01020.1, VIT_206s0080g01000.1, VIT_208s0007g02720.3, VIT_208s0007g02720.1, VIT_208s0007g02720.2	Bevul.9G234500.4.p, Bevul.9G234500.1.p, Bevul.9G234500.6.p, Bevul.9G234500.2.p, Bevul.9G234500.7.p, Bevul.9G234500.3.p, Bevul.9G234500.5.p, Bevul.9G234700.1.p, Bevul.9G234800.1.p
OG0000105	VIT_214s0066g00460.2, VIT_214s0066g00460.1	Bevul.6G149400.1.p
OG0000105	VIT_210s0116g00440.1, VIT_219s0015g00770.6, VIT_219s0015g00770.4, VIT_219s0015g00770.3, VIT_219s0015g00770.5, VIT_219s0015g00770.2, VIT_219s0015g00770.1	Bevul.8G035800.1.p, Bevul.4G003500.1.p
OG0000105	VIT_208s0007g03600.1, VIT_208s0007g03600.2	Bevul.7G031800.2.p, Bevul.7G031800.1.p
OG0000105	VIT_206s0061g01540.1	Bevul.7G230900.1.p
OG0000106	VIT_203s0038g03490.1, VIT_203s0038g03510.1, VIT_203s0038g03780.1, VIT_203s0038g03790.1, VIT_203s0038g03485.1, VIT_203s0038g03770.1, VIT_203s0038g03756.1, VIT_203s0038g03760.1, VIT_203s0038g03465.1, VIT_203s0038g03480.1, VIT_203s0038g03470.1, VIT_203s0038g03500.1, VIT_203s0038g03520.1	Bevul.9G126800.1.p, Bevul.9G127200.1.p, Bevul.9G127500.1.p, Bevul.9G126400.1.p, Bevul.9G126500.1.p, Bevul.9G127300.1.p, Bevul.9G127000.1.p, Bevul.9G127600.1.p, Bevul.9G127100.1.p, Bevul.9G127400.1.p, Bevul.9G126600.1.p, Bevul.9G126300.1.p, Bevul.9G126900.1.p, Bevul.9G126700.1.p, Bevul.9G127700.1.p, Bevul.9G127800.1.p, Bevul.9G126200.1.p
OG0000107	VIT_201s0011g04180.1	Bevul.6G135200.1.p
OG0000107	VIT_214s0006g02480.3, VIT_214s0006g02480.2, VIT_214s0006g02480.1, VIT_214s0006g02480.4, VIT_214s0006g02480.6, VIT_214s0006g02480.5	Bevul.6G135100.1.p
OG0000108	VIT_207s0005g02660.7, VIT_207s0005g02660.3, VIT_207s0005g02660.8, VIT_207s0005g02660.4, VIT_207s0005g02660.1	Bevul.8G206000.1.p, Bevul.4G117300.1.p, Bevul.9G172600.1.p
OG0000108	VIT_210s0003g02540.1, VIT_210s0003g02570.1, VIT_210s0003g02580.1	Bevul.8G078900.1.p
OG0000109	VIT_203s0038g00700.1	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p
OG0000109	VIT_204s0023g03060.2, VIT_204s0023g03060.3, VIT_204s0023g03060.4, VIT_204s0023g03060.1	Bevul.6G028900.1.p
OG0000109	VIT_218s0001g13580.1	Bevul.1G164200.1.p
OG0000110	VIT_218s0122g00420.1, VIT_218s0122g00520.1	Bevul.3G149500.1.p
OG0000110	VIT_218s0122g00370.1, VIT_218s0075g00700.1, VIT_218s0117g00600.1, VIT_218s0117g00480.1, VIT_218s0075g00590.1, VIT_218s0117g00610.1, VIT_218s0117g00610.2, VIT_218s0075g00630.1, VIT_218s0075g00620.2, VIT_218s0075g00620.3, VIT_218s0075g00620.4, VIT_218s0075g00620.1, VIT_218s0075g01090.1, VIT_200s2280g00010.1, VIT_200s1212g00020.1, VIT_218s0001g02360.1, VIT_218s0075g00950.1	Bevul.1G060000.1.p
OG0000112	VIT_219s0027g00800.1	Bevul.2G077600.1.p
OG0000113	VIT_204s0008g05640.1	Bevul.2G177100.1.p
OG0000113	VIT_215s0048g00630.1	Bevul.1G135600.1.p
OG0000113	VIT_212s0035g02000.1, VIT_202s0154g00320.1	Bevul.5G004000.1.p
OG0000113	VIT_202s0154g00280.1, VIT_202s0154g00290.1	Bevul.5G005400.1.p
OG0000114	VIT_200s0347g00060.1, VIT_200s0743g00020.1, VIT_200s0353g00020.1, VIT_200s0420g00030.1, VIT_200s0420g00010.1	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p, Bevul.8G062400.1.p, Bevul.8G062300.1.p, Bevul.8G062100.1.p, Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p, Bevul.9G088300.1.p
OG0000114	VIT_200s0420g00005.1, VIT_200s0353g00050.2, VIT_200s0353g00050.1	Bevul.8G062500.1.p
OG0000115	VIT_208s0040g00710.1, VIT_208s0040g00715.1	Bevul.5G258000.1.p
OG0000115	VIT_207s0005g01745.1	Bevul.4G166300.1.p, Bevul.4G166200.1.p
OG0000116	VIT_206s0004g04370.1	Bevul.7G210000.1.p
OG0000116	VIT_213s0019g00800.1, VIT_213s0067g03650.1, VIT_208s0007g00040.1, VIT_213s0019g00780.1, VIT_206s0004g03890.1	Bevul.5G013500.1.p
OG0000117	VIT_201s0011g05150.1, VIT_201s0011g05180.1, VIT_201s0011g05190.1, VIT_201s0011g05170.1	Bevul.5G006500.1.p, Bevul.5G006800.1.p, Bevul.4G042900.1.p, Bevul.4G042700.1.p, Bevul.4G042800.1.p, Bevul.4G043000.1.p, Bevul.3G100300.1.p, Bevul.8G125200.1.p, Bevul.8G125100.1.p, Bevul.8G194200.1.p, Bevul.2G080700.1.p, Bevul.7G058300.1.p, Bevul.7G058400.1.p
OG0000118	VIT_219s0015g01190.1	Bevul.5G021700.1.p, Bevul.7G094000.1.p
OG0000118	VIT_202s0025g01050.1	Bevul.3G044400.1.p
OG0000118	VIT_203s0038g02390.1	Bevul.6G031600.1.p
OG0000120	VIT_208s0007g06170.2, VIT_208s0007g06170.1, VIT_208s0007g06170.4, VIT_208s0007g06170.3	Bevul.3G185900.1.p
OG0000120	VIT_208s0007g06140.1	Bevul.3G186500.1.p
OG0000120	VIT_213s0064g01380.1	Bevul.6G188900.1.p
OG0000120	VIT_215s0046g03030.1, VIT_215s0046g03030.2	Bevul.1G158600.1.p, Bevul.5G000300.1.p
OG0000121	VIT_206s0009g00810.1, VIT_206s0009g00810.5, VIT_206s0009g00810.2, VIT_206s0009g00810.6, VIT_206s0009g00810.4, VIT_206s0009g00810.3	Bevul.7G184000.1.p
OG0000122	VIT_211s0037g01170.1	Bevul.1G016700.1.p
OG0000122	VIT_218s0001g08620.1	Bevul.3G142300.1.p
OG0000123	VIT_216s0100g00750.1, VIT_216s0100g01170.3, VIT_216s0100g01170.4, VIT_216s0100g01170.1, VIT_216s0100g01160.1, VIT_216s0100g01070.1, VIT_210s0042g00920.1, VIT_210s0042g00930.1, VIT_216s0100g00780.1, VIT_216s0100g00910.1, VIT_216s0100g00830.1, VIT_216s0100g01150.1, VIT_216s0100g01120.1, VIT_216s0100g01140.1, VIT_216s0100g01170.2, VIT_216s0100g01020.2, VIT_216s0100g00770.1, VIT_216s0100g00990.1, VIT_216s0100g01010.1, VIT_216s0100g01020.3, VIT_216s0100g00900.1, VIT_216s0100g00930.1, VIT_216s0100g00880.1, VIT_216s0100g01020.1, VIT_216s0100g01000.1, VIT_216s0100g01040.1, VIT_216s0100g00920.1, VIT_216s0100g00840.1, VIT_216s0100g00940.1, VIT_216s0100g00850.1	Bevul.2G026700.1.p
OG0000123	VIT_214s0068g00920.2, VIT_214s0068g00920.3, VIT_214s0068g00920.1	Bevul.6G168100.1.p, Bevul.6G215400.1.p, Bevul.6G220300.1.p, Bevul.1G134500.1.p, Bevul.1G134800.1.p, Bevul.1G134700.1.p, Bevul.1G134600.1.p
OG0000124	VIT_203s0063g00830.1	Bevul.9G182900.1.p
OG0000124	VIT_203s0063g00820.1	Bevul.9G081400.1.p
OG0000124	VIT_218s0001g10810.1	Bevul.8G010600.1.p
OG0000124	VIT_205s0020g03010.1, VIT_205s0020g03000.1	Bevul.5G072700.1.p, Bevul.9G009700.1.p, Bevul.3G141000.1.p
OG0000125	VIT_207s0104g00830.1	Bevul.7G078600.1.p
OG0000125	VIT_214s0030g00210.1, VIT_214s0030g00210.3, VIT_214s0030g00210.2	Bevul.4G149800.1.p
OG0000125	VIT_214s0030g00320.1, VIT_214s0030g00200.1, VIT_214s0030g00230.1, VIT_214s0030g00230.2, VIT_214s0030g00240.1, VIT_214s0030g00260.1, VIT_214s0030g00280.1, VIT_214s0030g00250.1	Bevul.4G149700.1.p, Bevul.4G149400.1.p, Bevul.4G149500.1.p, Bevul.4G149600.1.p
OG0000125	VIT_205s0020g02170.1	Bevul.3G150600.1.p
OG0000127	VIT_207s0104g01340.1	Bevul.4G194200.1.p, Bevul.7G087800.1.p
OG0000127	VIT_217s0000g00820.1	Bevul.5G158900.1.p
OG0000128	VIT_209s0054g01280.1, VIT_209s0054g01390.1, VIT_209s0054g01520.1, VIT_209s0054g01230.2, VIT_209s0054g01230.1, VIT_209s0054g01410.1, VIT_209s0054g01220.1, VIT_209s0054g01210.1, VIT_204s0008g03000.1, VIT_209s0054g01480.1, VIT_209s0054g01470.1, VIT_209s0054g01340.2, VIT_209s0054g01340.3, VIT_209s0054g01340.1, VIT_209s0054g01360.1	Bevul.7G149700.1.p
OG0000129	VIT_204s0069g00740.1	Bevul.2G003900.1.p, Bevul.2G004000.1.p
OG0000129	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1, VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3	Bevul.2G004200.1.p
OG0000131	VIT_211s0016g01220.1	Bevul.8G137700.1.p
OG0000131	VIT_209s0002g01320.1, VIT_218s0086g00410.1, VIT_207s0005g05920.1, VIT_207s0005g05910.1, VIT_207s0005g05930.1, VIT_207s0005g05985.1, VIT_212s0059g00740.1, VIT_218s0086g00590.1, VIT_209s0002g01330.1, VIT_209s0002g01340.1	Bevul.2G009600.1.p, Bevul.2G008900.1.p, Bevul.8G138700.1.p, Bevul.8G138600.1.p, Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p, Bevul.1G041300.1.p, Bevul.8G138100.1.p, Bevul.8G138300.1.p, Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p, Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p, Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p
OG0000134	VIT_207s0031g00850.2, VIT_207s0031g00850.1, VIT_207s0031g00870.1	Bevul.6G064200.1.p, Bevul.6G047900.1.p, Bevul.6G064300.1.p
OG0000135	VIT_204s0008g01360.1	Bevul.2G140100.1.p
OG0000135	VIT_209s0054g01060.1	Bevul.7G150000.1.p
OG0000135	VIT_211s0065g00390.1	Bevul.2G120400.1.p
OG0000136	VIT_217s0000g07890.1	Bevul.5G207500.1.p
OG0000136	VIT_210s0003g00570.1	Bevul.8G017700.1.p
OG0000136	VIT_203s0038g02380.1	Bevul.9G136600.1.p
OG0000136	VIT_204s0023g03860.3, VIT_204s0023g03860.1, VIT_204s0023g03860.2	Bevul.6G031700.1.p
OG0000137	VIT_205s0077g01690.1, VIT_205s0077g01520.1, VIT_205s0077g01680.1, VIT_207s0005g00930.1	Bevul.2G100000.1.p, Bevul.2G100400.1.p, Bevul.7G104400.1.p, Bevul.8G104700.1.p, Bevul.7G104700.1.p, Bevul.3G085500.1.p
OG0000138	VIT_213s0019g01890.1	Bevul.2G230200.1.p
OG0000138	VIT_206s0004g05065.1	Bevul.7G202500.1.p
OG0000139	VIT_213s0019g02960.1	Bevul.2G223000.1.p
OG0000142	VIT_211s0016g01860.1	Bevul.8G131900.1.p
OG0000143	VIT_200s0324g00050.1, VIT_200s0324g00060.1	Bevul.6G067300.1.p
OG0000143	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1	Bevul.1G102700.1.p, Bevul.1G103300.1.p, Bevul.1G103200.1.p, Bevul.1G103500.1.p, Bevul.1G103700.1.p
OG0000144	VIT_218s0001g06310.2, VIT_218s0001g06310.1, VIT_207s0191g00070.1, VIT_207s0191g00070.7, VIT_200s0710g00020.2	Bevul.1G105300.1.p
OG0000144	VIT_202s0236g00130.2, VIT_202s0236g00130.4, VIT_202s0236g00130.3, VIT_202s0236g00130.1	Bevul.5G076800.1.p
OG0000145	VIT_206s0009g01450.6, VIT_206s0009g01450.2, VIT_206s0009g01450.1, VIT_206s0009g01450.4, VIT_206s0009g01450.5, VIT_206s0009g01450.3	Bevul.7G185900.1.p
OG0000145	VIT_206s0061g00620.1, VIT_206s0061g00670.1, VIT_206s0061g00670.2, VIT_206s0061g00640.1, VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1, VIT_202s0025g04510.1	Bevul.1G166900.1.p
OG0000146	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1	Bevul.7G207800.1.p
OG0000146	VIT_213s0019g03170.1	Bevul.2G223800.1.p, Bevul.6G087300.1.p, Bevul.2G222800.1.p, Bevul.2G234100.1.p, Bevul.2G239000.1.p
OG0000147	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1	Bevul.7G065100.1.p
OG0000147	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6	Bevul.9G048300.1.p
OG0000148	VIT_206s0004g04990.1, VIT_206s0004g04980.1, VIT_206s0004g04970.1	Bevul.7G203500.1.p, Bevul.7G203700.1.p, Bevul.7G203600.1.p, Bevul.7G203800.1.p, Bevul.2G192100.1.p, Bevul.7G203300.1.p
OG0000148	VIT_206s0004g04960.1, VIT_206s0004g04950.1	Bevul.7G204000.1.p
OG0000148	VIT_213s0019g01710.2, VIT_213s0019g01710.1, VIT_213s0019g01810.2, VIT_213s0019g01810.1, VIT_213s0019g01780.1, VIT_213s0019g01790.1, VIT_213s0019g01700.1	Bevul.2G230800.4.p, Bevul.2G230800.3.p, Bevul.2G230800.1.p, Bevul.2G230800.2.p, Bevul.2G230800.5.p
OG0000149	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1	Bevul.2G168000.1.p
OG0000149	VIT_215s0021g02240.4, VIT_215s0021g02240.3, VIT_215s0021g02240.2, VIT_215s0021g02240.1	Bevul.1G138700.1.p
OG0000149	VIT_215s0045g01190.1	Bevul.2G086000.2.p, Bevul.2G086000.1.p
OG0000152	VIT_206s0061g00870.1	Bevul.2G056700.1.p
OG0000152	VIT_206s0004g04250.1	Bevul.7G211300.1.p, Bevul.7G211500.1.p, Bevul.7G211400.1.p, Bevul.7G211000.1.p
OG0000153	VIT_206s0004g03490.1	Bevul.7G062900.2.p, Bevul.7G062900.1.p
OG0000153	VIT_200s0259g00180.1, VIT_200s1287g00010.1, VIT_219s0015g00440.2, VIT_219s0015g00440.1	Bevul.4G008900.1.p
OG0000154	VIT_201s0127g00440.1, VIT_201s0127g00440.4, VIT_201s0127g00440.3, VIT_201s0127g00440.5, VIT_201s0127g00440.2	Bevul.6G189400.1.p
OG0000154	VIT_207s0129g01090.5, VIT_207s0129g01090.4, VIT_207s0129g01090.2, VIT_207s0129g01090.1, VIT_207s0129g01090.3	Bevul.6G007200.1.p
OG0000155	VIT_207s0104g01420.1	Bevul.3G125200.1.p, Bevul.3G125000.1.p, Bevul.3G125100.1.p, Bevul.3G124900.1.p, Bevul.1G147500.1.p, Bevul.7G089200.1.p, Bevul.7G090100.1.p, Bevul.4G034200.1.p, Bevul.7G089100.1.p, Bevul.7G089300.1.p
OG0000156	VIT_218s0001g08470.1, VIT_200s1352g00010.2, VIT_200s1352g00010.1	Bevul.1G012000.1.p
OG0000156	VIT_211s0052g01490.1	Bevul.8G213200.1.p
OG0000156	VIT_208s0007g05030.1, VIT_206s0061g00470.1	Bevul.7G050500.1.p
OG0000157	VIT_219s0014g00320.6, VIT_219s0014g00320.7, VIT_219s0014g00320.2, VIT_219s0014g00320.1, VIT_219s0014g00320.4, VIT_219s0014g00320.3, VIT_219s0014g00320.5	Bevul.4G083400.1.p
OG0000157	VIT_212s0142g00390.1	Bevul.1G115400.1.p
OG0000157	VIT_209s0002g07340.1	Bevul.9G189900.1.p
OG0000157	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1	Bevul.8G171800.1.p
OG0000159	VIT_215s0048g02450.1, VIT_215s0048g02490.2, VIT_215s0048g02490.1, VIT_215s0048g02480.1	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p, Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p
OG0000159	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1	Bevul.7G078300.1.p, Bevul.1G116800.1.p, Bevul.3G025700.1.p
OG0000160	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5	Bevul.1G045000.1.p
OG0000160	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5	Bevul.6G075500.1.p, Bevul.6G075600.1.p
OG0000160	VIT_203s0038g03920.1, VIT_203s0038g03920.2	Bevul.9G150300.2.p, Bevul.9G150300.1.p, Bevul.9G150200.1.p, Bevul.9G150200.3.p, Bevul.9G150200.2.p
OG0000161	VIT_200s0346g00040.1	Bevul.4G059000.1.p, Bevul.4G058200.1.p, Bevul.4G001700.1.p
OG0000161	VIT_200s0211g00155.1, VIT_200s0211g00190.1	Bevul.9G042400.1.p, Bevul.9G042300.1.p, Bevul.9G044100.1.p, Bevul.9G042500.1.p, Bevul.9G042600.1.p
OG0000162	VIT_217s0000g03340.1	Bevul.5G145600.1.p
OG0000162	VIT_214s0006g02600.2, VIT_214s0006g02600.1, VIT_214s0006g02600.3, VIT_214s0006g02600.5, VIT_214s0006g02600.4, VIT_214s0006g02600.6	Bevul.2G210000.1.p
OG0000162	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1	Bevul.6G132800.1.p
OG0000163	VIT_209s0002g01910.9, VIT_207s0005g04785.1, VIT_216s0013g01295.1, VIT_207s0005g02970.1	Bevul.8G133500.1.p
OG0000163	VIT_209s0002g01910.5, VIT_209s0002g01910.6, VIT_209s0002g01910.8, VIT_209s0002g01910.7, VIT_209s0002g01910.10, VIT_209s0002g01910.3, VIT_209s0002g01910.2, VIT_209s0002g01910.4, VIT_209s0002g01910.1	Bevul.7G172600.1.p
OG0000163	VIT_214s0081g00160.2	Bevul.4G129500.1.p
OG0000164	VIT_219s0014g01840.1, VIT_217s0053g00680.1	Bevul.8G102300.1.p
OG0000164	VIT_208s0007g04360.1, VIT_206s0061g01040.1	Bevul.9G101700.1.p
OG0000164	VIT_211s0016g04620.1	Bevul.8G185900.1.p
OG0000165	VIT_219s0014g00900.1, VIT_219s0014g00870.1, VIT_219s0014g00920.1	Bevul.4G053100.1.p, Bevul.4G056500.1.p, Bevul.4G056600.1.p, Bevul.4G056400.1.p, Bevul.4G056800.1.p, Bevul.5G170000.1.p
OG0000168	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4	Bevul.3G223400.1.p
OG0000168	VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3	Bevul.4G112700.1.p
OG0000169	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p
OG0000169	VIT_200s0214g00110.1	Bevul.5G195600.1.p, Bevul.2G195200.1.p, Bevul.3G185200.1.p
OG0000169	VIT_214s0060g02020.1, VIT_214s0060g02000.1	Bevul.4G161600.1.p, Bevul.4G200900.1.p
OG0000170	VIT_206s0004g05530.1	Bevul.7G199000.1.p
OG0000170	VIT_202s0025g00480.1	Bevul.5G024800.1.p
OG0000170	VIT_205s0049g00890.1, VIT_205s0049g00890.2, VIT_214s0036g00370.1, VIT_214s0036g00370.2	Bevul.3G010800.1.p, Bevul.4G131200.1.p
