Orthogroup	L_sativa.proteins	S_lycopersicum.proteins
OG0000046	Lsat_1_v5_gn_2_86540.1	Solyc02g089760.3.1
OG0000046	Lsat_1_v5_gn_5_130540.1, Lsat_1_v5_gn_5_130540.2, Lsat_1_v5_gn_5_130540.3	Solyc03g120760.3.1
OG0000047	Lsat_1_v5_gn_6_109820.1	Solyc04g078300.3.1
OG0000047	Lsat_1_v5_gn_7_84161.1, Lsat_1_v5_gn_6_107221.5, Lsat_1_v5_gn_5_109681.1, Lsat_1_v5_gn_5_111061.1	Solyc12g088080.1.1
OG0000047	Lsat_1_v5_gn_7_19860.1, Lsat_1_v5_gn_9_25680.1, Lsat_1_v5_gn_4_821.1, Lsat_1_v5_gn_4_103221.2, Lsat_1_v5_gn_4_10400.5, Lsat_1_v5_gn_4_10400.3, Lsat_1_v5_gn_4_14100.2, Lsat_1_v5_gn_4_14100.1, Lsat_1_v5_gn_4_861.1, Lsat_1_v5_gn_4_71361.1, Lsat_1_v5_gn_4_861.2, Lsat_1_v5_gn_4_14100.3, Lsat_1_v5_gn_4_1060.1, Lsat_1_v5_gn_4_1060.2, Lsat_1_v5_gn_2_93321.1, Lsat_1_v5_gn_2_93321.3	Solyc12g087830.2.1
OG0000048	Lsat_1_v5_gn_5_149921.1, Lsat_1_v5_gn_5_152461.3, Lsat_1_v5_gn_5_152461.1	Solyc10g075070.2.1, Solyc10g075060.2.1, Solyc10g075090.2.1, Solyc10g075110.2.1, Solyc10g075050.2.1, Solyc10g075150.2.1, Solyc10g075130.2.1, Solyc10g076200.2.1, Solyc09g008500.2.1, Solyc09g018010.3.1, Solyc10g075100.2.1
OG0000048	Lsat_1_v5_gn_1_73001.1	Solyc02g087910.2.1
OG0000048	Lsat_1_v5_gn_1_89881.2, Lsat_1_v5_gn_1_89881.3, Lsat_1_v5_gn_1_89881.1	Solyc01g081600.3.1
OG0000055	Lsat_1_v5_gn_4_2160.1, Lsat_1_v5_gn_3_31781.1	Solyc05g024290.3.1
OG0000055	Lsat_1_v5_gn_3_25860.1, Lsat_1_v5_gn_3_25860.2	Solyc01g067400.3.1
OG0000055	Lsat_1_v5_gn_5_180201.2, Lsat_1_v5_gn_5_180201.1, Lsat_1_v5_gn_5_180201.3	Solyc09g061330.2.1, Solyc06g083500.3.1
OG0000055	Lsat_1_v5_gn_9_94201.1, Lsat_1_v5_gn_9_94201.3	Solyc10g006340.3.1, Solyc12g005160.2.1, Solyc07g064340.3.1
OG0000055	Lsat_1_v5_gn_7_17361.1	Solyc10g005300.3.1
OG0000055	Lsat_1_v5_gn_2_110100.1, Lsat_1_v5_gn_2_110100.3, Lsat_1_v5_gn_2_115401.1, Lsat_1_v5_gn_2_115401.2	Solyc10g085990.2.1
OG0000055	Lsat_1_v5_gn_5_166160.1, Lsat_1_v5_gn_9_21141.1	Solyc11g072660.2.1, Solyc06g075550.3.1
OG0000056	Lsat_1_v5_gn_7_23261.1, Lsat_1_v5_gn_7_23261.2	Solyc03g006240.3.1
OG0000056	Lsat_1_v5_gn_8_159241.1, Lsat_1_v5_gn_8_158900.4, Lsat_1_v5_gn_8_159221.3, Lsat_1_v5_gn_8_159221.1, Lsat_1_v5_gn_8_159080.3	Solyc10g008720.3.1, Solyc02g077120.3.1
OG0000056	Lsat_1_v5_gn_4_27800.1, Lsat_1_v5_gn_4_23901.2, Lsat_1_v5_gn_8_158900.3, Lsat_1_v5_gn_4_23901.1, Lsat_1_v5_gn_4_23901.3, Lsat_1_v5_gn_4_27820.1, Lsat_1_v5_gn_4_23880.3, Lsat_1_v5_gn_4_23880.1, Lsat_1_v5_gn_8_158900.2, Lsat_1_v5_gn_8_158900.1, Lsat_1_v5_gn_8_158181.2, Lsat_1_v5_gn_8_158181.1, Lsat_1_v5_gn_8_159080.2, Lsat_1_v5_gn_8_159080.1, Lsat_1_v5_gn_8_159040.1, Lsat_1_v5_gn_8_159040.2, Lsat_1_v5_gn_8_159040.3, Lsat_1_v5_gn_4_54820.2, Lsat_1_v5_gn_4_54820.1, Lsat_1_v5_gn_7_23361.1, Lsat_1_v5_gn_4_49840.1, Lsat_1_v5_gn_4_49960.1, Lsat_1_v5_gn_4_49920.1, Lsat_1_v5_gn_4_49900.1	Solyc03g006250.2.1
OG0000058	Lsat_1_v5_gn_2_117241.1, Lsat_1_v5_gn_2_117241.3, Lsat_1_v5_gn_2_117181.1	Solyc03g079890.2.1
OG0000058	Lsat_1_v5_gn_6_66300.1, Lsat_1_v5_gn_6_66300.2	Solyc02g072330.2.1, Solyc02g072340.1.1, Solyc10g085520.1.1
OG0000058	Lsat_1_v5_gn_6_66300.5, Lsat_1_v5_gn_6_66300.3, Lsat_1_v5_gn_6_66300.4	Solyc09g009750.2.1
OG0000058	Lsat_1_v5_gn_3_135061.1	Solyc01g091930.3.1
OG0000059	Lsat_1_v5_gn_2_62240.4, Lsat_1_v5_gn_2_62240.3, Lsat_1_v5_gn_8_118040.1, Lsat_1_v5_gn_8_118040.2, Lsat_1_v5_gn_8_118101.1, Lsat_1_v5_gn_8_118101.2, Lsat_1_v5_gn_2_62280.1, Lsat_1_v5_gn_2_62280.2, Lsat_1_v5_gn_2_73280.1, Lsat_1_v5_gn_2_73280.2, Lsat_1_v5_gn_2_62181.1, Lsat_1_v5_gn_2_62181.3, Lsat_1_v5_gn_2_62541.1, Lsat_1_v5_gn_2_62920.4, Lsat_1_v5_gn_2_30021.1, Lsat_1_v5_gn_2_62920.2, Lsat_1_v5_gn_2_62501.3, Lsat_1_v5_gn_2_62501.1	Solyc02g068660.2.1
OG0000059	Lsat_1_v5_gn_0_45160.1	Solyc09g005190.2.1, Solyc10g076560.1.1
OG0000063	Lsat_1_v5_gn_5_151121.1, Lsat_1_v5_gn_5_151121.3, Lsat_1_v5_gn_5_151081.3, Lsat_1_v5_gn_5_151081.1, Lsat_1_v5_gn_5_151141.2, Lsat_1_v5_gn_5_151141.1, Lsat_1_v5_gn_5_150900.1, Lsat_1_v5_gn_5_150900.2	Solyc05g050870.3.1, Solyc09g018590.1.1
OG0000063	Lsat_1_v5_gn_5_175381.2	Solyc09g018600.1.1
OG0000063	Lsat_1_v5_gn_8_13440.1	Solyc06g050440.3.1, Solyc05g052280.3.1
OG0000065	Lsat_1_v5_gn_9_74380.1	Solyc01g081310.3.1
OG0000065	Lsat_1_v5_gn_8_81940.1, Lsat_1_v5_gn_8_81940.3, Lsat_1_v5_gn_8_81960.1, Lsat_1_v5_gn_8_83441.2, Lsat_1_v5_gn_8_83441.1, Lsat_1_v5_gn_8_83421.1, Lsat_1_v5_gn_8_83421.2, Lsat_1_v5_gn_8_84381.1, Lsat_1_v5_gn_8_81760.2, Lsat_1_v5_gn_8_81700.2, Lsat_1_v5_gn_8_81760.1, Lsat_1_v5_gn_8_81700.1, Lsat_1_v5_gn_8_81880.1, Lsat_1_v5_gn_8_81880.2, Lsat_1_v5_gn_8_81900.1, Lsat_1_v5_gn_8_81900.3	Solyc06g069045.1.1, Solyc09g011590.3.1, Solyc09g011570.3.1, Solyc09g011610.3.1, Solyc12g036560.1.1, Solyc09g011600.3.1, Solyc09g011580.2.1, Solyc09g011550.2.1, Solyc09g011560.2.1, Solyc09g011620.1.1, Solyc09g011520.3.1, Solyc09g011510.2.1, Solyc09g011530.2.1, Solyc09g011500.3.1, Solyc09g011490.3.1, Solyc09g011630.3.1, Solyc09g011640.4.1, Solyc10g084960.2.1, Solyc09g011540.2.1, Solyc01g086680.3.1, Solyc09g011650.3.1
OG0000065	Lsat_1_v5_gn_1_85660.1	Solyc01g081250.3.1, Solyc01g081270.2.1
OG0000067	Lsat_1_v5_gn_2_109580.2, Lsat_1_v5_gn_2_109580.3, Lsat_1_v5_gn_2_109580.1	Solyc09g007360.3.1, Solyc10g084290.2.1, Solyc10g086030.2.1
OG0000068	Lsat_1_v5_gn_4_105500.5, Lsat_1_v5_gn_4_105500.1, Lsat_1_v5_gn_2_74860.1, Lsat_1_v5_gn_8_106801.3, Lsat_1_v5_gn_1_45260.4, Lsat_1_v5_gn_2_74920.3	Solyc02g068600.3.1
OG0000068	Lsat_1_v5_gn_1_61861.2, Lsat_1_v5_gn_1_61861.1, Lsat_1_v5_gn_5_61760.1, Lsat_1_v5_gn_5_61760.2, Lsat_1_v5_gn_1_49841.1, Lsat_1_v5_gn_1_49841.3, Lsat_1_v5_gn_1_49821.1, Lsat_1_v5_gn_1_45340.2, Lsat_1_v5_gn_1_45340.3, Lsat_1_v5_gn_1_45340.1, Lsat_1_v5_gn_1_45280.2, Lsat_1_v5_gn_1_45280.1, Lsat_1_v5_gn_1_45260.1, Lsat_1_v5_gn_1_45260.2, Lsat_1_v5_gn_1_45601.3, Lsat_1_v5_gn_1_45601.1, Lsat_1_v5_gn_1_45601.2, Lsat_1_v5_gn_0_29540.4, Lsat_1_v5_gn_0_29540.3, Lsat_1_v5_gn_0_29540.1, Lsat_1_v5_gn_5_79180.1, Lsat_1_v5_gn_5_79180.3, Lsat_1_v5_gn_5_79180.2, Lsat_1_v5_gn_6_29241.3, Lsat_1_v5_gn_6_29241.2, Lsat_1_v5_gn_6_29241.1, Lsat_1_v5_gn_8_119100.3, Lsat_1_v5_gn_8_119100.2, Lsat_1_v5_gn_6_114201.1, Lsat_1_v5_gn_6_114201.3, Lsat_1_v5_gn_6_114740.1, Lsat_1_v5_gn_5_104640.2, Lsat_1_v5_gn_5_104640.4, Lsat_1_v5_gn_6_115280.3, Lsat_1_v5_gn_6_115280.2, Lsat_1_v5_gn_2_74820.1, Lsat_1_v5_gn_2_74820.3, Lsat_1_v5_gn_2_74820.2, Lsat_1_v5_gn_2_71081.3, Lsat_1_v5_gn_2_71081.1, Lsat_1_v5_gn_2_71101.2, Lsat_1_v5_gn_2_71101.1, Lsat_1_v5_gn_2_71101.3, Lsat_1_v5_gn_2_74740.2, Lsat_1_v5_gn_2_74740.1, Lsat_1_v5_gn_2_74740.3, Lsat_1_v5_gn_2_74920.1, Lsat_1_v5_gn_2_74920.5, Lsat_1_v5_gn_2_74920.2, Lsat_1_v5_gn_8_106801.1, Lsat_1_v5_gn_8_106801.4, Lsat_1_v5_gn_4_105500.7, Lsat_1_v5_gn_4_105500.6, Lsat_1_v5_gn_0_29540.2, Lsat_1_v5_gn_5_104640.3, Lsat_1_v5_gn_5_104640.1, Lsat_1_v5_gn_6_29421.1, Lsat_1_v5_gn_8_27180.1, Lsat_1_v5_gn_8_27180.2, Lsat_1_v5_gn_6_115280.1, Lsat_1_v5_gn_8_106541.1, Lsat_1_v5_gn_8_106600.2, Lsat_1_v5_gn_8_106600.1, Lsat_1_v5_gn_8_106241.1, Lsat_1_v5_gn_8_106600.3, Lsat_1_v5_gn_8_106541.2, Lsat_1_v5_gn_8_106541.3, Lsat_1_v5_gn_8_106261.2, Lsat_1_v5_gn_8_106261.1, Lsat_1_v5_gn_1_45260.3, Lsat_1_v5_gn_6_102921.3, Lsat_1_v5_gn_6_102921.1, Lsat_1_v5_gn_8_119100.1	Solyc02g068610.2.1
OG0000070	Lsat_1_v5_gn_5_42480.1, Lsat_1_v5_gn_5_42480.3, Lsat_1_v5_gn_8_116260.1	Solyc03g078400.3.1
OG0000070	Lsat_1_v5_gn_8_15800.1	Solyc04g011500.3.1
OG0000070	Lsat_1_v5_gn_8_82840.1	Solyc04g045285.1.1, Solyc05g024490.3.1, Solyc11g005330.2.1
OG0000071	Lsat_1_v5_gn_5_12880.1	Solyc03g111690.3.1
OG0000071	Lsat_1_v5_gn_2_94200.1, Lsat_1_v5_gn_2_93361.1	Solyc02g093580.3.1
OG0000071	Lsat_1_v5_gn_6_28301.3	Solyc09g008380.3.1
OG0000071	Lsat_1_v5_gn_2_111980.3, Lsat_1_v5_gn_2_111980.1, Lsat_1_v5_gn_9_71760.3, Lsat_1_v5_gn_9_71760.1	Solyc11g008140.2.1, Solyc03g071570.3.1, Solyc05g055510.3.1
OG0000071	Lsat_1_v5_gn_2_43400.1, Lsat_1_v5_gn_0_4881.2, Lsat_1_v5_gn_0_4881.1	Solyc09g091430.3.1
OG0000071	Lsat_1_v5_gn_8_90220.1, Lsat_1_v5_gn_9_12800.1	Solyc09g061890.3.1
OG0000071	Lsat_1_v5_gn_8_154380.2, Lsat_1_v5_gn_8_154380.1	Solyc05g014000.3.1
OG0000072	Lsat_1_v5_gn_4_114681.1, Lsat_1_v5_gn_1_16160.1, Lsat_1_v5_gn_1_3221.2	Solyc04g081150.3.1
OG0000072	Lsat_1_v5_gn_9_73101.1	Solyc05g051515.1.1
OG0000072	Lsat_1_v5_gn_6_81961.1, Lsat_1_v5_gn_6_48681.1, Lsat_1_v5_gn_6_104521.1, Lsat_1_v5_gn_6_99580.1, Lsat_1_v5_gn_7_10540.1, Lsat_1_v5_gn_1_9380.1, Lsat_1_v5_gn_5_89880.1, Lsat_1_v5_gn_6_48701.3, Lsat_1_v5_gn_6_48701.1, Lsat_1_v5_gn_6_48681.3, Lsat_1_v5_gn_1_67140.3, Lsat_1_v5_gn_6_48701.6, Lsat_1_v5_gn_6_99500.1, Lsat_1_v5_gn_1_67140.1, Lsat_1_v5_gn_6_48661.1, Lsat_1_v5_gn_6_41341.1, Lsat_1_v5_gn_6_99560.2, Lsat_1_v5_gn_6_48681.2, Lsat_1_v5_gn_6_99480.1, Lsat_1_v5_gn_6_99380.1	Solyc12g056540.1.1
OG0000077	Lsat_1_v5_gn_3_45880.1, Lsat_1_v5_gn_3_45880.2, Lsat_1_v5_gn_4_68600.1	Solyc10g055200.1.1, Solyc01g111235.1.1, Solyc02g032040.1.1, Solyc02g032050.1.1, Solyc02g032030.1.1, Solyc10g008900.3.1, Solyc10g055230.1.1, Solyc10g055190.1.1, Solyc10g055210.2.1, Solyc10g055065.1.1, Solyc10g054975.1.1, Solyc10g055085.1.1, Solyc10g055000.2.1, Solyc10g055090.1.1
OG0000077	Lsat_1_v5_gn_8_126040.1	Solyc01g111230.3.1
OG0000077	Lsat_1_v5_gn_1_97880.3, Lsat_1_v5_gn_1_97880.1	Solyc06g054320.1.1
OG0000077	Lsat_1_v5_gn_1_60200.1, Lsat_1_v5_gn_1_60340.3, Lsat_1_v5_gn_1_67920.1, Lsat_1_v5_gn_1_67920.3	Solyc00g131610.2.1
OG0000077	Lsat_1_v5_gn_1_60240.1, Lsat_1_v5_gn_1_60140.1, Lsat_1_v5_gn_1_60140.2, Lsat_1_v5_gn_1_60240.2, Lsat_1_v5_gn_6_36221.1, Lsat_1_v5_gn_6_36240.1	Solyc07g042300.1.1
OG0000078	Lsat_1_v5_gn_6_63141.1	Solyc10g086610.1.1, Solyc05g053460.1.1, Solyc09g011107.1.1, Solyc09g011100.1.1, Solyc09g011103.1.1, Solyc03g025660.1.1
OG0000078	Lsat_1_v5_gn_6_61461.1, Lsat_1_v5_gn_0_4660.1	Solyc09g091310.1.1, Solyc09g091300.1.1, Solyc09g091290.1.1, Solyc09g091330.1.1, Solyc09g091340.1.1, Solyc09g091320.1.1, Solyc09g091350.1.1, Solyc12g097090.2.1, Solyc09g092370.1.1
OG0000079	Lsat_1_v5_gn_4_58020.1, Lsat_1_v5_gn_4_58020.2	Solyc02g079890.2.1, Solyc03g007730.1.1, Solyc02g079895.1.1, Solyc00g154480.2.1
OG0000079	Lsat_1_v5_gn_6_32141.2, Lsat_1_v5_gn_6_32141.1, Lsat_1_v5_gn_2_30961.1, Lsat_1_v5_gn_2_30961.2, Lsat_1_v5_gn_2_30320.1, Lsat_1_v5_gn_2_30320.2, Lsat_1_v5_gn_8_143701.1, Lsat_1_v5_gn_8_143701.3, Lsat_1_v5_gn_8_142860.1, Lsat_1_v5_gn_8_142801.3, Lsat_1_v5_gn_8_142801.1, Lsat_1_v5_gn_8_143440.1, Lsat_1_v5_gn_8_143440.3, Lsat_1_v5_gn_6_32320.2, Lsat_1_v5_gn_6_32320.3, Lsat_1_v5_gn_6_32320.1, Lsat_1_v5_gn_8_142841.1, Lsat_1_v5_gn_8_143560.2, Lsat_1_v5_gn_6_33381.1, Lsat_1_v5_gn_6_33321.1, Lsat_1_v5_gn_6_33321.4, Lsat_1_v5_gn_2_110381.2, Lsat_1_v5_gn_2_110381.1, Lsat_1_v5_gn_2_110381.4	Solyc01g105890.3.1, Solyc01g105920.3.1, Solyc01g105900.2.1, Solyc01g105880.4.1, Solyc01g105960.2.1, Solyc01g105850.3.1, Solyc01g105870.3.1, Solyc02g079840.2.1
OG0000079	Lsat_1_v5_gn_4_145381.3, Lsat_1_v5_gn_4_145200.1	Solyc02g079910.2.1
OG0000084	Lsat_1_v5_gn_0_32940.3, Lsat_1_v5_gn_0_32940.1, Lsat_1_v5_gn_0_32940.2	Solyc01g008670.3.1, Solyc01g008640.3.1, Solyc01g008650.3.1, Solyc04g083140.2.1, Solyc11g007980.2.1, Solyc06g066240.3.1, Solyc06g066230.3.1, Solyc06g059995.1.1, Solyc06g034236.1.1, Solyc06g035943.1.1, Solyc06g060017.1.1, Solyc06g060190.3.1, Solyc08g074260.3.1, Solyc02g062030.1.1, Solyc03g118585.1.1, Solyc04g063245.1.1, Solyc03g058853.1.1, Solyc07g007460.2.1, Solyc07g052370.3.1, Solyc03g058855.1.1, Solyc10g087013.1.1, Solyc10g087010.2.1, Solyc08g076253.1.1, Solyc08g076257.1.1, Solyc08g076250.2.1, Solyc12g036675.1.1, Solyc03g118583.1.1, Solyc11g038350.1.1, Solyc09g065455.1.1, Solyc06g034238.1.1
OG0000084	Lsat_1_v5_gn_7_82500.3, Lsat_1_v5_gn_7_82500.1, Lsat_1_v5_gn_7_82120.1, Lsat_1_v5_gn_7_82580.1, Lsat_1_v5_gn_7_74501.1, Lsat_1_v5_gn_7_74501.3	Solyc02g082070.3.1
OG0000084	Lsat_1_v5_gn_7_113201.3, Lsat_1_v5_gn_7_113201.1, Lsat_1_v5_gn_5_1540.3, Lsat_1_v5_gn_5_1540.6, Lsat_1_v5_gn_5_1540.7	Solyc02g092250.3.1, Solyc10g017510.3.1
OG0000085	Lsat_1_v5_gn_5_140541.1, Lsat_1_v5_gn_8_85560.1	Solyc07g041940.3.1
OG0000085	Lsat_1_v5_gn_4_93421.2, Lsat_1_v5_gn_4_93421.1, Lsat_1_v5_gn_4_94081.1	Solyc12g049360.2.1, Solyc06g062920.3.1
OG0000085	Lsat_1_v5_gn_5_153541.1, Lsat_1_v5_gn_5_153541.3	Solyc10g074710.2.1
OG0000085	Lsat_1_v5_gn_5_80941.2, Lsat_1_v5_gn_5_80941.1, Lsat_1_v5_gn_5_80941.3, Lsat_1_v5_gn_7_57420.2, Lsat_1_v5_gn_7_57420.5, Lsat_1_v5_gn_7_57420.1, Lsat_1_v5_gn_5_80560.1	Solyc07g042590.3.1
OG0000085	Lsat_1_v5_gn_2_50401.1	Solyc01g028830.3.1
OG0000085	Lsat_1_v5_gn_3_20560.1, Lsat_1_v5_gn_6_75341.1	Solyc08g074980.3.1
OG0000087	Lsat_1_v5_gn_5_159621.1	Solyc10g079600.2.1, Solyc10g079595.1.1, Solyc10g079700.2.1
OG0000087	Lsat_1_v5_gn_1_115501.1	Solyc02g071220.3.1
OG0000087	Lsat_1_v5_gn_2_126340.1	Solyc06g048600.3.1, Solyc06g048930.3.1
OG0000087	Lsat_1_v5_gn_4_74061.1, Lsat_1_v5_gn_5_18120.3, Lsat_1_v5_gn_5_18120.1	Solyc03g113720.3.1
OG0000088	Lsat_1_v5_gn_7_102080.1, Lsat_1_v5_gn_7_102080.3, Lsat_1_v5_gn_7_102060.2, Lsat_1_v5_gn_7_102060.1, Lsat_1_v5_gn_5_125941.3, Lsat_1_v5_gn_5_125941.1	Solyc12g014350.2.1
OG0000088	Lsat_1_v5_gn_4_37761.1, Lsat_1_v5_gn_4_37780.1	Solyc02g071860.3.1, Solyc02g071820.3.1, Solyc02g071810.3.1
OG0000088	Lsat_1_v5_gn_4_26820.2, Lsat_1_v5_gn_4_26820.1	Solyc07g055810.3.1
OG0000089	Lsat_1_v5_gn_5_133321.1, Lsat_1_v5_gn_5_133301.1, Lsat_1_v5_gn_5_133301.2, Lsat_1_v5_gn_1_33901.1, Lsat_1_v5_gn_1_33901.2, Lsat_1_v5_gn_1_34040.1, Lsat_1_v5_gn_1_33941.1, Lsat_1_v5_gn_4_104160.1, Lsat_1_v5_gn_5_133361.1, Lsat_1_v5_gn_5_133361.3, Lsat_1_v5_gn_5_132941.1	Solyc05g053570.3.1, Solyc05g053590.3.1, Solyc05g053600.3.1, Solyc05g053610.2.1, Solyc09g091660.3.1, Solyc09g091670.3.1, Solyc12g100180.2.1, Solyc12g100190.2.1, Solyc12g098210.2.1
OG0000089	Lsat_1_v5_gn_5_32461.1, Lsat_1_v5_gn_5_32481.2, Lsat_1_v5_gn_5_32481.1, Lsat_1_v5_gn_5_32481.3, Lsat_1_v5_gn_5_32461.2, Lsat_1_v5_gn_5_32461.3, Lsat_1_v5_gn_6_22800.1	Solyc08g067610.3.1, Solyc08g067620.2.1
OG0000090	Lsat_1_v5_gn_2_91101.2, Lsat_1_v5_gn_2_91101.1, Lsat_1_v5_gn_0_22040.1, Lsat_1_v5_gn_0_22040.3	Solyc02g093520.3.1
OG0000090	Lsat_1_v5_gn_5_13881.3, Lsat_1_v5_gn_5_13881.1, Lsat_1_v5_gn_1_28580.4	Solyc03g111870.3.1
OG0000091	Lsat_1_v5_gn_2_45920.2, Lsat_1_v5_gn_2_45920.1	Solyc12g098610.2.1, Solyc09g092520.3.1
OG0000091	Lsat_1_v5_gn_7_56941.1	Solyc07g009380.3.1, Solyc05g046290.3.1
OG0000091	Lsat_1_v5_gn_8_67581.1, Lsat_1_v5_gn_8_67381.1, Lsat_1_v5_gn_8_67360.1, Lsat_1_v5_gn_8_67360.3, Lsat_1_v5_gn_8_67401.1, Lsat_1_v5_gn_8_67301.1, Lsat_1_v5_gn_7_54320.5	Solyc03g093130.3.1, Solyc03g093120.4.1, Solyc03g093110.3.1, Solyc03g093080.3.1
OG0000093	Lsat_1_v5_gn_6_49701.3, Lsat_1_v5_gn_6_49701.4, Lsat_1_v5_gn_6_49701.1	Solyc10g045240.2.1, Solyc08g044510.3.1, Solyc01g074030.3.1, Solyc01g074040.1.1
OG0000095	Lsat_1_v5_gn_8_33061.2, Lsat_1_v5_gn_8_33061.1	Solyc07g043270.3.1
OG0000095	Lsat_1_v5_gn_4_9780.1	Solyc08g060840.1.1
OG0000096	Lsat_1_v5_gn_2_60220.1, Lsat_1_v5_gn_2_60281.1, Lsat_1_v5_gn_2_60281.2	Solyc02g081690.1.1
OG0000096	Lsat_1_v5_gn_2_83360.1	Solyc07g043120.1.1
OG0000096	Lsat_1_v5_gn_5_65600.1, Lsat_1_v5_gn_5_64321.1	Solyc07g043150.1.1, Solyc09g098080.3.1, Solyc07g043160.1.1
OG0000096	Lsat_1_v5_gn_3_119721.1, Lsat_1_v5_gn_3_119740.1, Lsat_1_v5_gn_3_119441.1, Lsat_1_v5_gn_3_119441.3, Lsat_1_v5_gn_3_119700.5, Lsat_1_v5_gn_3_119700.1, Lsat_1_v5_gn_3_119900.1, Lsat_1_v5_gn_3_119861.1, Lsat_1_v5_gn_3_118940.1, Lsat_1_v5_gn_3_118880.1, Lsat_1_v5_gn_3_119381.2, Lsat_1_v5_gn_3_119381.1	Solyc07g043100.1.1, Solyc07g043110.1.1, Solyc07g043170.3.1, Solyc12g014010.2.1
OG0000096	Lsat_1_v5_gn_5_138141.2, Lsat_1_v5_gn_5_138141.1, Lsat_1_v5_gn_9_116901.4	Solyc07g043030.2.1, Solyc07g043040.1.1, Solyc07g043060.1.1, Solyc07g043050.1.1, Solyc07g043020.1.1, Solyc07g043190.2.1
OG0000097	Lsat_1_v5_gn_4_75740.1	Solyc03g112680.2.1
OG0000097	Lsat_1_v5_gn_2_121260.3, Lsat_1_v5_gn_7_36640.3, Lsat_1_v5_gn_7_36640.4	Solyc07g015990.1.1, Solyc06g006053.1.1
OG0000097	Lsat_1_v5_gn_9_117821.1, Lsat_1_v5_gn_8_30160.1, Lsat_1_v5_gn_2_133840.1, Lsat_1_v5_gn_9_10221.1	Solyc08g044336.1.1
OG0000098	Lsat_1_v5_gn_9_46981.1, Lsat_1_v5_gn_9_46981.2, Lsat_1_v5_gn_8_30681.1, Lsat_1_v5_gn_2_9641.3, Lsat_1_v5_gn_2_9641.1	Solyc04g081490.3.1, Solyc12g089310.2.1
OG0000098	Lsat_1_v5_gn_3_7300.2, Lsat_1_v5_gn_3_7300.1, Lsat_1_v5_gn_6_6441.1	Solyc03g118760.3.1
OG0000098	Lsat_1_v5_gn_9_33260.1	Solyc10g086760.2.1, Solyc10g085020.2.1
OG0000098	Lsat_1_v5_gn_5_111360.1	Solyc06g035970.3.1, Solyc03g025730.3.1
OG0000099	Lsat_1_v5_gn_4_137760.1, Lsat_1_v5_gn_4_137860.1	Solyc04g011925.1.1, Solyc04g011920.2.1, Solyc04g051768.1.1, Solyc04g011940.2.1, Solyc04g051730.1.1
OG0000099	Lsat_1_v5_gn_8_27980.3, Lsat_1_v5_gn_8_27980.1, Lsat_1_v5_gn_8_27841.1, Lsat_1_v5_gn_8_27841.3, Lsat_1_v5_gn_9_70380.2, Lsat_1_v5_gn_9_70380.1, Lsat_1_v5_gn_8_26161.2, Lsat_1_v5_gn_8_26101.1, Lsat_1_v5_gn_8_26101.3, Lsat_1_v5_gn_5_90700.1, Lsat_1_v5_gn_5_90700.3, Lsat_1_v5_gn_7_70361.2, Lsat_1_v5_gn_7_70361.1, Lsat_1_v5_gn_7_70581.1, Lsat_1_v5_gn_4_129940.1, Lsat_1_v5_gn_4_129940.2, Lsat_1_v5_gn_9_92240.2, Lsat_1_v5_gn_9_92240.1, Lsat_1_v5_gn_9_92340.3, Lsat_1_v5_gn_9_92340.1	Solyc10g080840.1.1, Solyc10g080817.1.1, Solyc10g080813.1.1, Solyc10g087040.2.1, Solyc10g080870.3.1, Solyc10g080815.1.1, Solyc10g080855.1.1
OG0000102	Lsat_1_v5_gn_4_49720.1, Lsat_1_v5_gn_4_50080.1	Solyc12g056020.1.1, Solyc12g056010.2.1, Solyc12g056000.1.1, Solyc02g076970.2.1, Solyc03g006200.2.1
OG0000102	Lsat_1_v5_gn_7_22980.1, Lsat_1_v5_gn_8_116441.1, Lsat_1_v5_gn_8_116481.1, Lsat_1_v5_gn_8_116461.1, Lsat_1_v5_gn_8_116441.2, Lsat_1_v5_gn_8_116461.2, Lsat_1_v5_gn_4_158581.1, Lsat_1_v5_gn_8_63680.1, Lsat_1_v5_gn_3_42561.1	Solyc02g077050.3.1, Solyc02g076910.3.1
OG0000103	Lsat_1_v5_gn_7_103281.1, Lsat_1_v5_gn_7_103301.1, Lsat_1_v5_gn_7_103301.2	Solyc07g062620.3.1
OG0000103	Lsat_1_v5_gn_7_116101.1, Lsat_1_v5_gn_7_116101.2	Solyc10g005640.3.1, Solyc10g005630.3.1
OG0000103	Lsat_1_v5_gn_2_108880.2, Lsat_1_v5_gn_2_108880.1	Solyc10g084110.2.1, Solyc09g007730.3.1
OG0000103	Lsat_1_v5_gn_7_19020.3, Lsat_1_v5_gn_7_19020.1	Solyc02g078530.3.1, Solyc03g006500.3.1
OG0000103	Lsat_1_v5_gn_5_153021.1, Lsat_1_v5_gn_5_153021.3	Solyc10g076760.2.1
OG0000104	Lsat_1_v5_gn_6_35741.3, Lsat_1_v5_gn_6_35741.2, Lsat_1_v5_gn_6_35741.1	Solyc10g083170.2.1
OG0000104	Lsat_1_v5_gn_4_50200.1, Lsat_1_v5_gn_4_50280.1, Lsat_1_v5_gn_4_50280.2, Lsat_1_v5_gn_4_50280.3, Lsat_1_v5_gn_4_50160.1, Lsat_1_v5_gn_4_50160.2	Solyc08g028690.3.1
