Orthogroup	L_sativa.proteins	D_muscipula.proteins
OG0000125	Lsat_1_v5_gn_5_188520.1, Lsat_1_v5_gn_5_188520.4, Lsat_1_v5_gn_9_1760.2, Lsat_1_v5_gn_5_188500.1, Lsat_1_v5_gn_5_188500.3	Dm_00004819-RA
OG0000125	Lsat_1_v5_gn_3_26081.1	Dm_00019657-RA
OG0000127	Lsat_1_v5_gn_8_77860.1, Lsat_1_v5_gn_8_77860.2	Dm_00001228-RA
OG0000127	Lsat_1_v5_gn_9_4861.1	Dm_00006084-RA
OG0000127	Lsat_1_v5_gn_4_83181.1	Dm_00015587-RA
OG0000129	Lsat_1_v5_gn_6_99280.3	Dm_00018929-RA, Dm_00010360-RA
OG0000129	Lsat_1_v5_gn_6_99401.1, Lsat_1_v5_gn_6_99280.1, Lsat_1_v5_gn_6_99280.5, Lsat_1_v5_gn_6_99320.2, Lsat_1_v5_gn_6_99320.1	Dm_00019326-RA
OG0000131	Lsat_1_v5_gn_5_136060.1	Dm_00020931-RA, Dm_00002070-RA
OG0000134	Lsat_1_v5_gn_7_57401.2, Lsat_1_v5_gn_7_57401.4, Lsat_1_v5_gn_7_57401.3, Lsat_1_v5_gn_7_57401.1, Lsat_1_v5_gn_7_57281.3, Lsat_1_v5_gn_7_57281.1, Lsat_1_v5_gn_1_20861.1, Lsat_1_v5_gn_1_20721.1, Lsat_1_v5_gn_1_20721.3, Lsat_1_v5_gn_1_20661.1, Lsat_1_v5_gn_1_20761.1, Lsat_1_v5_gn_1_20761.2, Lsat_1_v5_gn_4_123961.1, Lsat_1_v5_gn_4_123961.2, Lsat_1_v5_gn_1_105701.1, Lsat_1_v5_gn_1_105701.2, Lsat_1_v5_gn_6_113640.1, Lsat_1_v5_gn_6_113620.1, Lsat_1_v5_gn_6_113620.2	Dm_00002439-RA, Dm_00009619-RA, Dm_00002440-RA
OG0000135	Lsat_1_v5_gn_4_94760.1	Dm_00020801-RA
OG0000135	Lsat_1_v5_gn_8_23180.1, Lsat_1_v5_gn_2_102701.1, Lsat_1_v5_gn_2_102701.2	Dm_00006540-RA, Dm_00009257-RA
OG0000136	Lsat_1_v5_gn_3_72061.1, Lsat_1_v5_gn_2_75721.3, Lsat_1_v5_gn_2_75721.1	Dm_00005806-RA
OG0000138	Lsat_1_v5_gn_2_118460.1	Dm_00019040-RA
OG0000139	Lsat_1_v5_gn_2_116741.2, Lsat_1_v5_gn_2_116741.1, Lsat_1_v5_gn_2_116801.1, Lsat_1_v5_gn_2_116801.3, Lsat_1_v5_gn_2_116781.3, Lsat_1_v5_gn_2_116781.1, Lsat_1_v5_gn_2_119780.1, Lsat_1_v5_gn_2_116861.1, Lsat_1_v5_gn_9_40541.1, Lsat_1_v5_gn_9_40541.3, Lsat_1_v5_gn_2_119980.1, Lsat_1_v5_gn_2_119880.4	Dm_00010302-RA, Dm_00016348-RA, Dm_00002446-RA, Dm_00018590-RA
OG0000140	Lsat_1_v5_gn_3_34461.1, Lsat_1_v5_gn_3_34421.3, Lsat_1_v5_gn_3_34361.1, Lsat_1_v5_gn_3_34401.1, Lsat_1_v5_gn_3_34361.3, Lsat_1_v5_gn_3_34421.1, Lsat_1_v5_gn_3_34441.3, Lsat_1_v5_gn_3_34441.1, Lsat_1_v5_gn_3_34300.1	Dm_00010965-RA
OG0000143	Lsat_1_v5_gn_1_3740.1, Lsat_1_v5_gn_1_3821.3, Lsat_1_v5_gn_1_3821.1, Lsat_1_v5_gn_4_129720.1	Dm_00003928-RA
OG0000144	Lsat_1_v5_gn_7_79141.3, Lsat_1_v5_gn_7_79141.1, Lsat_1_v5_gn_5_105721.1	Dm_00009698-RA, Dm_00010190-RA
OG0000144	Lsat_1_v5_gn_5_47341.1, Lsat_1_v5_gn_5_47341.3, Lsat_1_v5_gn_4_143260.1	Dm_00009755-RA
OG0000145	Lsat_1_v5_gn_4_36561.2, Lsat_1_v5_gn_4_36561.1, Lsat_1_v5_gn_4_36541.1	Dm_00017523-RA
OG0000146	Lsat_1_v5_gn_5_171121.1	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA
OG0000147	Lsat_1_v5_gn_0_18260.1, Lsat_1_v5_gn_0_18260.3, Lsat_1_v5_gn_0_18260.2	Dm_00012154-RA
OG0000147	Lsat_1_v5_gn_6_45560.1, Lsat_1_v5_gn_6_45560.2, Lsat_1_v5_gn_6_45560.3, Lsat_1_v5_gn_2_100461.1, Lsat_1_v5_gn_2_100461.3, Lsat_1_v5_gn_2_100461.2	Dm_00004214-RA
OG0000148	Lsat_1_v5_gn_8_73841.1, Lsat_1_v5_gn_5_169401.1, Lsat_1_v5_gn_9_23680.1	Dm_00003748-RA
OG0000148	Lsat_1_v5_gn_8_85281.1, Lsat_1_v5_gn_5_154481.1	Dm_00014512-RA
OG0000149	Lsat_1_v5_gn_5_51821.3, Lsat_1_v5_gn_5_51821.1	Dm_00013011-RA
OG0000149	Lsat_1_v5_gn_5_84180.2, Lsat_1_v5_gn_5_84180.1, Lsat_1_v5_gn_5_84180.3, Lsat_1_v5_gn_5_84981.2, Lsat_1_v5_gn_5_84981.3, Lsat_1_v5_gn_5_84981.1, Lsat_1_v5_gn_5_85041.2, Lsat_1_v5_gn_5_85041.1, Lsat_1_v5_gn_5_85041.3	Dm_00002696-RA
OG0000152	Lsat_1_v5_gn_8_22980.1, Lsat_1_v5_gn_9_71400.1, Lsat_1_v5_gn_8_17840.1, Lsat_1_v5_gn_8_17800.1, Lsat_1_v5_gn_8_17780.1, Lsat_1_v5_gn_9_71381.2, Lsat_1_v5_gn_6_62541.1, Lsat_1_v5_gn_9_71381.1	Dm_00004775-RA
OG0000152	Lsat_1_v5_gn_1_65280.1, Lsat_1_v5_gn_2_63781.1, Lsat_1_v5_gn_1_66401.1, Lsat_1_v5_gn_1_64700.1, Lsat_1_v5_gn_1_64780.1, Lsat_1_v5_gn_1_64800.1	Dm_00014149-RA, Dm_00020320-RA, Dm_00016601-RA
OG0000153	Lsat_1_v5_gn_1_53800.1, Lsat_1_v5_gn_1_53800.3, Lsat_1_v5_gn_1_53800.2, Lsat_1_v5_gn_2_109681.3, Lsat_1_v5_gn_2_109681.2, Lsat_1_v5_gn_2_109681.1, Lsat_1_v5_gn_9_67940.3, Lsat_1_v5_gn_9_67940.2, Lsat_1_v5_gn_9_67940.1, Lsat_1_v5_gn_2_115161.1	Dm_00003098-RA
OG0000153	Lsat_1_v5_gn_5_1080.1	Dm_00019288-RA
OG0000153	Lsat_1_v5_gn_1_82020.1, Lsat_1_v5_gn_1_82020.3, Lsat_1_v5_gn_2_37460.1	Dm_00004902-RA, Dm_00004472-RA
OG0000154	Lsat_1_v5_gn_0_27881.1, Lsat_1_v5_gn_8_154661.1	Dm_00006672-RA, Dm_00009628-RA
OG0000154	Lsat_1_v5_gn_0_27881.3	Dm_00005408-RA
OG0000155	Lsat_1_v5_gn_7_26981.1	Dm_00014490-RA, Dm_00017503-RA
OG0000156	Lsat_1_v5_gn_8_67501.1	Dm_00000763-RA
OG0000156	Lsat_1_v5_gn_7_38881.2, Lsat_1_v5_gn_7_38881.1	Dm_00015627-RA
OG0000156	Lsat_1_v5_gn_2_99420.1, Lsat_1_v5_gn_6_43981.1, Lsat_1_v5_gn_1_51660.1, Lsat_1_v5_gn_2_107241.3, Lsat_1_v5_gn_2_107241.1	Dm_00010080-RA, Dm_00011484-RA
OG0000159	Lsat_1_v5_gn_0_14841.1, Lsat_1_v5_gn_0_14841.3, Lsat_1_v5_gn_0_14861.1, Lsat_1_v5_gn_0_14861.3	Dm_00004560-RA
OG0000159	Lsat_1_v5_gn_8_4320.1, Lsat_1_v5_gn_2_134960.1	Dm_00000193-RA
OG0000160	Lsat_1_v5_gn_2_641.1	Dm_00000160-RA
OG0000160	Lsat_1_v5_gn_8_112540.1, Lsat_1_v5_gn_8_112560.1, Lsat_1_v5_gn_2_73880.2, Lsat_1_v5_gn_2_73880.1, Lsat_1_v5_gn_2_73820.1	Dm_00002270-RA, Dm_00012322-RA
OG0000162	Lsat_1_v5_gn_8_40101.1	Dm_00020718-RA, Dm_00002774-RA
OG0000163	Lsat_1_v5_gn_8_91480.4	Dm_00013005-RA
OG0000163	Lsat_1_v5_gn_6_62221.6	Dm_00002817-RA
OG0000163	Lsat_1_v5_gn_9_9241.7, Lsat_1_v5_gn_9_9241.4	Dm_00007859-RA
OG0000163	Lsat_1_v5_gn_8_24921.1, Lsat_1_v5_gn_8_24921.2, Lsat_1_v5_gn_8_24921.3, Lsat_1_v5_gn_0_35700.4	Dm_00003550-RA
OG0000164	Lsat_1_v5_gn_8_261.2, Lsat_1_v5_gn_8_261.1, Lsat_1_v5_gn_2_19760.3, Lsat_1_v5_gn_2_19760.1	Dm_00019025-RA, Dm_00020584-RA, Dm_00020207-RA
OG0000164	Lsat_1_v5_gn_1_61441.1, Lsat_1_v5_gn_6_117821.1	Dm_00014735-RA, Dm_00018986-RA
OG0000164	Lsat_1_v5_gn_8_58281.2	Dm_00000108-RA
OG0000168	Lsat_1_v5_gn_5_65240.2, Lsat_1_v5_gn_5_65240.1	Dm_00006284-RA
OG0000168	Lsat_1_v5_gn_8_117061.1, Lsat_1_v5_gn_8_117061.3	Dm_00004247-RA, Dm_00004248-RA
OG0000169	Lsat_1_v5_gn_8_3281.3, Lsat_1_v5_gn_8_3281.1, Lsat_1_v5_gn_2_16181.2, Lsat_1_v5_gn_2_16181.1	Dm_00001981-RA
OG0000169	Lsat_1_v5_gn_7_74080.3, Lsat_1_v5_gn_7_74080.1, Lsat_1_v5_gn_7_74040.1	Dm_00003996-RA
OG0000170	Lsat_1_v5_gn_5_169781.1, Lsat_1_v5_gn_5_169781.2, Lsat_1_v5_gn_9_24201.1	Dm_00013647-RA
OG0000170	Lsat_1_v5_gn_6_84920.1, Lsat_1_v5_gn_6_84920.3, Lsat_1_v5_gn_6_84920.2	Dm_00015271-RA
OG0000170	Lsat_1_v5_gn_8_2800.1, Lsat_1_v5_gn_0_320.1	Dm_00003497-RA, Dm_00003545-RA
OG0000171	Lsat_1_v5_gn_1_46781.1, Lsat_1_v5_gn_1_46781.3, Lsat_1_v5_gn_6_23641.2, Lsat_1_v5_gn_6_23641.1, Lsat_1_v5_gn_1_34721.1, Lsat_1_v5_gn_5_134561.2, Lsat_1_v5_gn_5_134561.1, Lsat_1_v5_gn_4_100980.1	Dm_00017813-RA, Dm_00000656-RA, Dm_00009503-RA
OG0000171	Lsat_1_v5_gn_4_45781.1, Lsat_1_v5_gn_7_11381.1, Lsat_1_v5_gn_3_1301.1, Lsat_1_v5_gn_3_1301.2	Dm_00010899-RA
OG0000179	Lsat_1_v5_gn_9_66780.3, Lsat_1_v5_gn_9_66780.1	Dm_00013947-RA, Dm_00016891-RA
OG0000179	Lsat_1_v5_gn_6_29440.1, Lsat_1_v5_gn_6_29440.3	Dm_00014782-RA
OG0000179	Lsat_1_v5_gn_3_71621.1, Lsat_1_v5_gn_3_71621.3, Lsat_1_v5_gn_4_144421.1	Dm_00017688-RA, Dm_00018639-RA
OG0000180	Lsat_1_v5_gn_5_138920.1, Lsat_1_v5_gn_5_138920.3, Lsat_1_v5_gn_5_119340.2, Lsat_1_v5_gn_5_119340.1, Lsat_1_v5_gn_5_138880.1	Dm_00014427-RA
OG0000180	Lsat_1_v5_gn_8_163801.2, Lsat_1_v5_gn_8_163801.1, Lsat_1_v5_gn_5_190260.1, Lsat_1_v5_gn_5_190260.3, Lsat_1_v5_gn_5_190260.2	Dm_00015134-RA
OG0000181	Lsat_1_v5_gn_7_77260.1, Lsat_1_v5_gn_5_69380.1	Dm_00001869-RA
OG0000182	Lsat_1_v5_gn_8_19240.3, Lsat_1_v5_gn_8_19240.1, Lsat_1_v5_gn_8_19240.2, Lsat_1_v5_gn_1_64300.1, Lsat_1_v5_gn_2_98541.1, Lsat_1_v5_gn_2_114861.1, Lsat_1_v5_gn_2_109001.2, Lsat_1_v5_gn_2_109001.1, Lsat_1_v5_gn_2_108980.1, Lsat_1_v5_gn_2_108920.1	Dm_00013542-RA, Dm_00004694-RA
OG0000182	Lsat_1_v5_gn_3_47760.3, Lsat_1_v5_gn_3_47760.2, Lsat_1_v5_gn_3_47760.1, Lsat_1_v5_gn_8_123201.1	Dm_00003411-RA, Dm_00018679-RA, Dm_00009374-RA
OG0000183	Lsat_1_v5_gn_1_53200.1, Lsat_1_v5_gn_1_53200.3, Lsat_1_v5_gn_6_31181.1, Lsat_1_v5_gn_6_31181.3, Lsat_1_v5_gn_6_31181.2, Lsat_1_v5_gn_8_133740.2, Lsat_1_v5_gn_8_133740.1, Lsat_1_v5_gn_3_38841.1, Lsat_1_v5_gn_3_38841.3	Dm_00006578-RA, Dm_00003753-RA
OG0000185	Lsat_1_v5_gn_5_147080.3, Lsat_1_v5_gn_5_147080.1	Dm_00008201-RA
OG0000185	Lsat_1_v5_gn_6_65880.1	Dm_00019609-RA
OG0000186	Lsat_1_v5_gn_4_1361.2, Lsat_1_v5_gn_4_1361.3, Lsat_1_v5_gn_4_1361.1	Dm_00012498-RA
OG0000189	Lsat_1_v5_gn_9_27380.1, Lsat_1_v5_gn_0_12501.3, Lsat_1_v5_gn_0_12501.1, Lsat_1_v5_gn_0_12601.1	Dm_00009083-RA
OG0000189	Lsat_1_v5_gn_3_48980.1, Lsat_1_v5_gn_3_48980.4, Lsat_1_v5_gn_3_48980.3, Lsat_1_v5_gn_3_48880.3, Lsat_1_v5_gn_3_48880.1, Lsat_1_v5_gn_8_159661.1, Lsat_1_v5_gn_8_159661.2	Dm_00005825-RA
OG0000189	Lsat_1_v5_gn_0_5800.6, Lsat_1_v5_gn_0_5800.3, Lsat_1_v5_gn_0_5800.5, Lsat_1_v5_gn_0_5800.4, Lsat_1_v5_gn_0_5800.1	Dm_00009082-RA
OG0000191	Lsat_1_v5_gn_9_28081.2, Lsat_1_v5_gn_9_28081.1, Lsat_1_v5_gn_9_28061.1, Lsat_1_v5_gn_8_79221.1	Dm_00013133-RA, Dm_00020682-RA, Dm_00017204-RA, Dm_00008634-RA, Dm_00012017-RA, Dm_00008636-RA, Dm_00017241-RA, Dm_00010364-RA
OG0000192	Lsat_1_v5_gn_6_39241.1, Lsat_1_v5_gn_6_39221.1, Lsat_1_v5_gn_6_38581.1, Lsat_1_v5_gn_6_39361.2, Lsat_1_v5_gn_6_39301.1, Lsat_1_v5_gn_6_39361.1, Lsat_1_v5_gn_6_50420.1, Lsat_1_v5_gn_7_43541.1, Lsat_1_v5_gn_1_74120.1	Dm_00018084-RA
OG0000193	Lsat_1_v5_gn_5_111400.1	Dm_00019935-RA
OG0000198	Lsat_1_v5_gn_8_78021.1, Lsat_1_v5_gn_8_78000.1	Dm_00010685-RA
OG0000199	Lsat_1_v5_gn_2_117961.1	Dm_00014546-RA
OG0000199	Lsat_1_v5_gn_9_109041.1, Lsat_1_v5_gn_5_117540.1	Dm_00002428-RA, Dm_00013937-RA, Dm_00001731-RA
OG0000199	Lsat_1_v5_gn_8_69601.1, Lsat_1_v5_gn_7_56981.1	Dm_00009341-RA
OG0000199	Lsat_1_v5_gn_8_93601.1, Lsat_1_v5_gn_8_93601.2, Lsat_1_v5_gn_3_108581.1	Dm_00000116-RA, Dm_00001028-RA
OG0000200	Lsat_1_v5_gn_2_77800.1, Lsat_1_v5_gn_2_77840.1, Lsat_1_v5_gn_2_77840.3, Lsat_1_v5_gn_9_51240.1, Lsat_1_v5_gn_2_77780.1, Lsat_1_v5_gn_2_77740.1, Lsat_1_v5_gn_2_77740.2	Dm_00018449-RA
OG0000200	Lsat_1_v5_gn_3_77340.3, Lsat_1_v5_gn_3_77340.1, Lsat_1_v5_gn_3_77360.2, Lsat_1_v5_gn_3_77360.1	Dm_00011732-RA
OG0000201	Lsat_1_v5_gn_8_3141.2, Lsat_1_v5_gn_8_3141.1	Dm_00010307-RA
OG0000201	Lsat_1_v5_gn_7_22820.1	Dm_00001382-RA
OG0000203	Lsat_1_v5_gn_7_4761.1	Dm_00016637-RA
OG0000206	Lsat_1_v5_gn_6_50081.3, Lsat_1_v5_gn_6_50081.2, Lsat_1_v5_gn_6_50081.1	Dm_00010176-RA, Dm_00018567-RA
OG0000206	Lsat_1_v5_gn_2_35880.1, Lsat_1_v5_gn_2_35880.3	Dm_00006201-RA, Dm_00020951-RA
OG0000207	Lsat_1_v5_gn_9_8941.1, Lsat_1_v5_gn_9_8941.2, Lsat_1_v5_gn_5_181960.1	Dm_00008540-RA, Dm_00012316-RA
OG0000207	Lsat_1_v5_gn_9_64661.1	Dm_00012138-RA, Dm_00009219-RA
OG0000207	Lsat_1_v5_gn_1_55200.1, Lsat_1_v5_gn_6_31561.1	Dm_00020776-RA
OG0000207	Lsat_1_v5_gn_4_38981.1, Lsat_1_v5_gn_4_38981.3	Dm_00004923-RA
OG0000207	Lsat_1_v5_gn_3_132740.1	Dm_00004924-RA
OG0000207	Lsat_1_v5_gn_7_7281.1, Lsat_1_v5_gn_7_7281.3	Dm_00005362-RA
OG0000208	Lsat_1_v5_gn_5_172161.4, Lsat_1_v5_gn_5_172161.6, Lsat_1_v5_gn_5_172161.2, Lsat_1_v5_gn_5_171780.1, Lsat_1_v5_gn_5_171780.3, Lsat_1_v5_gn_5_171780.2, Lsat_1_v5_gn_5_171961.1, Lsat_1_v5_gn_5_171961.3, Lsat_1_v5_gn_5_171881.1, Lsat_1_v5_gn_5_171881.3, Lsat_1_v5_gn_5_172221.3, Lsat_1_v5_gn_5_172221.1, Lsat_1_v5_gn_5_172221.2, Lsat_1_v5_gn_5_172141.1, Lsat_1_v5_gn_5_172141.3, Lsat_1_v5_gn_5_172141.2, Lsat_1_v5_gn_5_172161.5, Lsat_1_v5_gn_5_172161.1, Lsat_1_v5_gn_1_38541.5, Lsat_1_v5_gn_4_91161.1, Lsat_1_v5_gn_4_91161.2, Lsat_1_v5_gn_1_38541.4, Lsat_1_v5_gn_1_38541.1	Dm_00010303-RA
OG0000211	Lsat_1_v5_gn_9_13940.1, Lsat_1_v5_gn_9_37760.3, Lsat_1_v5_gn_9_37760.1, Lsat_1_v5_gn_2_124880.1, Lsat_1_v5_gn_9_59761.1	Dm_00017798-RA, Dm_00019243-RA
OG0000211	Lsat_1_v5_gn_4_109320.2	Dm_00010386-RA
OG0000211	Lsat_1_v5_gn_8_51000.1, Lsat_1_v5_gn_4_11020.1, Lsat_1_v5_gn_4_178600.2, Lsat_1_v5_gn_4_178600.1	Dm_00001989-RA, Dm_00005372-RA
OG0000212	Lsat_1_v5_gn_5_111301.1, Lsat_1_v5_gn_2_132281.2, Lsat_1_v5_gn_2_132281.1, Lsat_1_v5_gn_2_132281.3, Lsat_1_v5_gn_8_8460.1, Lsat_1_v5_gn_8_8460.3	Dm_00003314-RA, Dm_00011656-RA
OG0000212	Lsat_1_v5_gn_8_16461.3	Dm_00004774-RA, Dm_00004773-RA
OG0000213	Lsat_1_v5_gn_7_91320.3, Lsat_1_v5_gn_7_91320.1, Lsat_1_v5_gn_9_107000.2, Lsat_1_v5_gn_9_107000.1, Lsat_1_v5_gn_9_82301.2, Lsat_1_v5_gn_9_82301.3, Lsat_1_v5_gn_9_82301.1	Dm_00011152-RA, Dm_00001766-RA
OG0000214	Lsat_1_v5_gn_4_171601.1, Lsat_1_v5_gn_4_171540.1, Lsat_1_v5_gn_4_171580.1, Lsat_1_v5_gn_3_97880.1, Lsat_1_v5_gn_2_88720.1, Lsat_1_v5_gn_3_97721.4, Lsat_1_v5_gn_3_97721.1, Lsat_1_v5_gn_3_97721.2, Lsat_1_v5_gn_3_98381.1, Lsat_1_v5_gn_3_97661.1, Lsat_1_v5_gn_7_38380.1, Lsat_1_v5_gn_9_58961.3, Lsat_1_v5_gn_9_58961.1, Lsat_1_v5_gn_3_97620.1, Lsat_1_v5_gn_3_97661.3	Dm_00007920-RA, Dm_00011105-RA
OG0000216	Lsat_1_v5_gn_7_113520.1, Lsat_1_v5_gn_7_113520.2, Lsat_1_v5_gn_9_90921.2, Lsat_1_v5_gn_9_90921.1	Dm_00003598-RA, Dm_00004133-RA
OG0000216	Lsat_1_v5_gn_8_98080.3, Lsat_1_v5_gn_8_98080.2, Lsat_1_v5_gn_8_98080.1	Dm_00001128-RA, Dm_00015348-RA
OG0000216	Lsat_1_v5_gn_5_124700.1, Lsat_1_v5_gn_5_124700.3	Dm_00004892-RA
OG0000217	Lsat_1_v5_gn_7_111781.2, Lsat_1_v5_gn_7_111781.13	Dm_00018926-RA
OG0000218	Lsat_1_v5_gn_3_18921.1	Dm_00015495-RA
OG0000220	Lsat_1_v5_gn_7_116500.2, Lsat_1_v5_gn_7_116500.3, Lsat_1_v5_gn_7_116500.1	Dm_00020025-RA
OG0000220	Lsat_1_v5_gn_4_64200.1	Dm_00001513-RA, Dm_00001514-RA, Dm_00020024-RA, Dm_00014687-RA, Dm_00017640-RA
OG0000221	Lsat_1_v5_gn_4_157561.1, Lsat_1_v5_gn_4_157561.2, Lsat_1_v5_gn_4_157601.1, Lsat_1_v5_gn_4_157601.3	Dm_00006083-RA
OG0000221	Lsat_1_v5_gn_0_21500.3, Lsat_1_v5_gn_0_21500.1	Dm_00019483-RA
OG0000222	Lsat_1_v5_gn_3_19161.1	Dm_00007071-RA
OG0000222	Lsat_1_v5_gn_6_36881.1	Dm_00007034-RA
OG0000222	Lsat_1_v5_gn_9_27001.1	Dm_00020094-RA
OG0000222	Lsat_1_v5_gn_6_61521.3, Lsat_1_v5_gn_6_61521.1	Dm_00010493-RA
OG0000224	Lsat_1_v5_gn_7_21121.2, Lsat_1_v5_gn_7_21121.1	Dm_00004529-RA
OG0000224	Lsat_1_v5_gn_8_133421.1, Lsat_1_v5_gn_8_133561.1, Lsat_1_v5_gn_3_36721.1, Lsat_1_v5_gn_3_36721.2, Lsat_1_v5_gn_8_133141.2, Lsat_1_v5_gn_8_133141.1, Lsat_1_v5_gn_8_133061.1, Lsat_1_v5_gn_8_133061.3, Lsat_1_v5_gn_4_65821.1, Lsat_1_v5_gn_4_65801.1, Lsat_1_v5_gn_4_65761.1	Dm_00007961-RA, Dm_00003159-RA
OG0000227	Lsat_1_v5_gn_1_57621.1	Dm_00005804-RA, Dm_00008810-RA
OG0000228	Lsat_1_v5_gn_9_2400.1, Lsat_1_v5_gn_9_43381.3, Lsat_1_v5_gn_9_43381.1, Lsat_1_v5_gn_6_102081.1, Lsat_1_v5_gn_6_102081.2, Lsat_1_v5_gn_1_4081.3, Lsat_1_v5_gn_1_4081.1, Lsat_1_v5_gn_2_87840.1, Lsat_1_v5_gn_2_87840.3, Lsat_1_v5_gn_3_98860.1, Lsat_1_v5_gn_3_98860.3, Lsat_1_v5_gn_3_98860.2	Dm_00018952-RA
OG0000229	Lsat_1_v5_gn_9_108181.1, Lsat_1_v5_gn_9_108181.3, Lsat_1_v5_gn_9_108181.2, Lsat_1_v5_gn_7_90441.2, Lsat_1_v5_gn_7_90441.1, Lsat_1_v5_gn_5_119440.1, Lsat_1_v5_gn_5_119601.1, Lsat_1_v5_gn_5_119440.3	Dm_00005607-RA
OG0000230	Lsat_1_v5_gn_2_9501.3, Lsat_1_v5_gn_2_9501.1	Dm_00003037-RA
OG0000230	Lsat_1_v5_gn_3_140360.1, Lsat_1_v5_gn_3_140360.3	Dm_00003240-RA
OG0000230	Lsat_1_v5_gn_1_12360.1	Dm_00010795-RA, Dm_00008107-RA
OG0000231	Lsat_1_v5_gn_8_65360.1	Dm_00010742-RA, Dm_00004433-RA
OG0000231	Lsat_1_v5_gn_8_159861.2, Lsat_1_v5_gn_8_159861.1, Lsat_1_v5_gn_4_6701.1	Dm_00003957-RA
OG0000232	Lsat_1_v5_gn_5_6700.1	Dm_00017329-RA, Dm_00008795-RA, Dm_00006467-RA
OG0000235	Lsat_1_v5_gn_2_101160.4	Dm_00007259-RA, Dm_00014092-RA
OG0000235	Lsat_1_v5_gn_8_74320.2, Lsat_1_v5_gn_8_74320.1	Dm_00019411-RA, Dm_00008269-RA
OG0000236	Lsat_1_v5_gn_5_150521.3, Lsat_1_v5_gn_5_150521.1	Dm_00018982-RA, Dm_00017997-RA
OG0000236	Lsat_1_v5_gn_2_123400.1, Lsat_1_v5_gn_2_123380.1, Lsat_1_v5_gn_8_12081.1	Dm_00014567-RA
OG0000240	Lsat_1_v5_gn_2_102741.1	Dm_00003698-RA
OG0000240	Lsat_1_v5_gn_6_42601.1, Lsat_1_v5_gn_6_42601.3, Lsat_1_v5_gn_2_96600.1	Dm_00007397-RA, Dm_00010486-RA
OG0000241	Lsat_1_v5_gn_8_13940.1, Lsat_1_v5_gn_8_13880.1, Lsat_1_v5_gn_8_13980.1, Lsat_1_v5_gn_5_3421.1	Dm_00004181-RA
OG0000242	Lsat_1_v5_gn_1_26061.2, Lsat_1_v5_gn_1_26061.1, Lsat_1_v5_gn_1_26041.1, Lsat_1_v5_gn_6_111480.3, Lsat_1_v5_gn_6_111480.1	Dm_00012845-RA, Dm_00002713-RA
OG0000244	Lsat_1_v5_gn_8_45100.1	Dm_00003192-RA
OG0000244	Lsat_1_v5_gn_3_127861.1	Dm_00004109-RA, Dm_00003980-RA, Dm_00005516-RA
OG0000245	Lsat_1_v5_gn_2_110060.3, Lsat_1_v5_gn_2_110060.1	Dm_00007470-RA, Dm_00005273-RA, Dm_00007469-RA
OG0000246	Lsat_1_v5_gn_2_29560.2	Dm_00010969-RA
OG0000246	Lsat_1_v5_gn_1_86261.1, Lsat_1_v5_gn_1_86261.3, Lsat_1_v5_gn_5_28121.1, Lsat_1_v5_gn_9_74641.1, Lsat_1_v5_gn_4_7901.1, Lsat_1_v5_gn_1_39420.1, Lsat_1_v5_gn_2_29560.1, Lsat_1_v5_gn_0_14981.1, Lsat_1_v5_gn_2_16340.1, Lsat_1_v5_gn_5_66180.1, Lsat_1_v5_gn_5_173001.1, Lsat_1_v5_gn_8_46960.1, Lsat_1_v5_gn_8_67200.1, Lsat_1_v5_gn_9_37820.1, Lsat_1_v5_gn_9_74641.2, Lsat_1_v5_gn_2_6680.1, Lsat_1_v5_gn_9_113500.1, Lsat_1_v5_gn_5_78101.1, Lsat_1_v5_gn_8_158780.1, Lsat_1_v5_gn_8_93540.1, Lsat_1_v5_gn_8_61580.1, Lsat_1_v5_gn_1_64540.1, Lsat_1_v5_gn_6_116521.1, Lsat_1_v5_gn_8_84821.1, Lsat_1_v5_gn_3_6061.3, Lsat_1_v5_gn_6_1241.1, Lsat_1_v5_gn_8_34000.1, Lsat_1_v5_gn_4_39681.1	Dm_00002182-RA, Dm_00016375-RA, Dm_00020254-RA
OG0000247	Lsat_1_v5_gn_5_191321.1, Lsat_1_v5_gn_8_54660.2, Lsat_1_v5_gn_8_54660.1	Dm_00012774-RA
OG0000248	Lsat_1_v5_gn_3_49640.1, Lsat_1_v5_gn_3_49640.3	Dm_00006793-RA
OG0000249	Lsat_1_v5_gn_6_37560.1	Dm_00006387-RA
OG0000249	Lsat_1_v5_gn_2_58360.1	Dm_00018649-RA
OG0000249	Lsat_1_v5_gn_3_100900.3, Lsat_1_v5_gn_3_100900.1, Lsat_1_v5_gn_4_178280.1, Lsat_1_v5_gn_4_159141.1	Dm_00011243-RA
OG0000250	Lsat_1_v5_gn_8_167520.1	Dm_00013845-RA
OG0000250	Lsat_1_v5_gn_7_5601.3, Lsat_1_v5_gn_7_5601.1, Lsat_1_v5_gn_3_136140.1	Dm_00014769-RA, Dm_00017039-RA
OG0000251	Lsat_1_v5_gn_7_104620.1	Dm_00015938-RA
OG0000252	Lsat_1_v5_gn_1_51980.3, Lsat_1_v5_gn_1_51980.2, Lsat_1_v5_gn_1_51980.1	Dm_00011892-RA
OG0000252	Lsat_1_v5_gn_2_112861.1, Lsat_1_v5_gn_2_112861.3	Dm_00012978-RA
