Orthogroup	L_sativa.proteins	V_vinifera.proteins
OG0000044	Lsat_1_v5_gn_2_76741.1	VIT_204s0023g01430.1
OG0000044	Lsat_1_v5_gn_9_124220.1	VIT_209s0054g01820.1
OG0000044	Lsat_1_v5_gn_5_35960.3, Lsat_1_v5_gn_5_35960.1	VIT_201s0010g02100.2, VIT_201s0010g02100.1
OG0000044	Lsat_1_v5_gn_2_109221.1	VIT_208s0040g02100.2, VIT_208s0040g02100.1, VIT_208s0040g02100.4, VIT_208s0040g02100.3, VIT_208s0040g02100.5, VIT_206s0004g03070.2, VIT_206s0004g03070.1
OG0000044	Lsat_1_v5_gn_6_14101.1	VIT_209s0002g02300.1, VIT_204s0008g01160.1
OG0000044	Lsat_1_v5_gn_4_66301.1, Lsat_1_v5_gn_4_66301.3	VIT_212s0028g03030.2, VIT_212s0028g03030.1
OG0000044	Lsat_1_v5_gn_5_185501.1	VIT_200s0179g00170.1
OG0000046	Lsat_1_v5_gn_5_103581.1, Lsat_1_v5_gn_8_95340.1	VIT_211s0016g03880.1
OG0000046	Lsat_1_v5_gn_2_86540.1	VIT_214s0083g00330.3, VIT_214s0083g00330.1
OG0000047	Lsat_1_v5_gn_6_109820.1	VIT_207s0031g01140.1
OG0000047	Lsat_1_v5_gn_4_108241.3, Lsat_1_v5_gn_9_75300.1, Lsat_1_v5_gn_9_75300.3	VIT_203s0167g00100.2, VIT_203s0167g00100.1, VIT_203s0017g00360.1, VIT_215s0024g02000.1, VIT_200s0729g00010.1, VIT_203s0017g00450.1, VIT_203s0017g00440.1, VIT_215s0024g01860.1
OG0000047	Lsat_1_v5_gn_7_84161.1, Lsat_1_v5_gn_6_107221.5, Lsat_1_v5_gn_5_109681.1, Lsat_1_v5_gn_5_111061.1	VIT_200s0211g00150.1, VIT_203s0097g00160.3, VIT_203s0097g00160.4
OG0000047	Lsat_1_v5_gn_7_19860.1, Lsat_1_v5_gn_9_25680.1, Lsat_1_v5_gn_4_821.1, Lsat_1_v5_gn_4_103221.2, Lsat_1_v5_gn_4_10400.5, Lsat_1_v5_gn_4_10400.3, Lsat_1_v5_gn_4_14100.2, Lsat_1_v5_gn_4_14100.1, Lsat_1_v5_gn_4_861.1, Lsat_1_v5_gn_4_71361.1, Lsat_1_v5_gn_4_861.2, Lsat_1_v5_gn_4_14100.3, Lsat_1_v5_gn_4_1060.1, Lsat_1_v5_gn_4_1060.2	VIT_201s0010g03896.1
OG0000047	Lsat_1_v5_gn_2_93321.1, Lsat_1_v5_gn_2_93321.3	VIT_214s0068g01800.1
OG0000047	Lsat_1_v5_gn_3_120640.1, Lsat_1_v5_gn_3_120640.2	VIT_207s0129g00650.1
OG0000048	Lsat_1_v5_gn_5_149921.1	VIT_208s0058g01230.1, VIT_206s0004g08060.1
OG0000048	Lsat_1_v5_gn_5_152461.3, Lsat_1_v5_gn_5_152461.1	VIT_208s0058g01210.1
OG0000048	Lsat_1_v5_gn_1_89881.2, Lsat_1_v5_gn_1_89881.3, Lsat_1_v5_gn_1_89881.1	VIT_213s0320g00050.1
OG0000055	Lsat_1_v5_gn_4_2160.1, Lsat_1_v5_gn_3_31781.1	VIT_201s0146g00250.1, VIT_201s0146g00250.5, VIT_201s0146g00250.3, VIT_201s0146g00250.2, VIT_201s0146g00250.4
OG0000055	Lsat_1_v5_gn_3_25860.1, Lsat_1_v5_gn_3_25860.2	VIT_205s0020g01770.1
OG0000055	Lsat_1_v5_gn_5_180201.2, Lsat_1_v5_gn_5_180201.1, Lsat_1_v5_gn_5_180201.3	VIT_207s0005g06450.1
OG0000055	Lsat_1_v5_gn_9_94201.1, Lsat_1_v5_gn_9_94201.3	VIT_219s0014g00940.1, VIT_219s0090g00030.1
OG0000055	Lsat_1_v5_gn_7_17361.1	VIT_210s0116g00850.1
OG0000055	Lsat_1_v5_gn_2_115401.1, Lsat_1_v5_gn_2_115401.2	VIT_213s0067g03410.1
OG0000055	Lsat_1_v5_gn_5_166160.1, Lsat_1_v5_gn_9_21141.1	VIT_206s0004g03670.1
OG0000056	Lsat_1_v5_gn_7_23261.1, Lsat_1_v5_gn_7_23261.2	VIT_210s0003g01010.1
OG0000058	Lsat_1_v5_gn_2_117241.1, Lsat_1_v5_gn_2_117241.3, Lsat_1_v5_gn_2_117181.1	VIT_213s0019g02640.6, VIT_213s0019g02640.5, VIT_213s0019g02640.7, VIT_213s0019g02640.3, VIT_213s0019g02640.2, VIT_213s0019g02640.4, VIT_213s0019g02640.1, VIT_213s0019g02580.1, VIT_213s0019g02590.1, VIT_213s0019g02620.1, VIT_213s0019g02610.1, VIT_213s0019g02600.1, VIT_213s0019g02560.2, VIT_213s0019g02560.4, VIT_213s0019g02560.1, VIT_213s0019g02560.3
OG0000058	Lsat_1_v5_gn_4_12580.1, Lsat_1_v5_gn_4_7680.1, Lsat_1_v5_gn_4_7680.2	VIT_206s0004g05630.1, VIT_206s0009g01220.1, VIT_206s0009g01260.1, VIT_206s0004g05590.1, VIT_206s0004g05610.1, VIT_206s0004g04830.1
OG0000058	Lsat_1_v5_gn_6_66300.1, Lsat_1_v5_gn_6_66300.2	VIT_206s0080g00085.1
OG0000058	Lsat_1_v5_gn_6_66300.5, Lsat_1_v5_gn_6_66300.3, Lsat_1_v5_gn_6_66300.4	VIT_208s0007g03650.1
OG0000058	Lsat_1_v5_gn_3_135061.1	VIT_215s0048g01210.3, VIT_215s0048g01210.4, VIT_215s0048g01210.2, VIT_215s0048g01210.1, VIT_215s0048g01200.1
OG0000059	Lsat_1_v5_gn_2_62240.4, Lsat_1_v5_gn_2_62240.3, Lsat_1_v5_gn_8_118040.1, Lsat_1_v5_gn_8_118040.2, Lsat_1_v5_gn_8_118101.1, Lsat_1_v5_gn_8_118101.2, Lsat_1_v5_gn_2_62280.1, Lsat_1_v5_gn_2_62280.2, Lsat_1_v5_gn_2_73280.1, Lsat_1_v5_gn_2_73280.2, Lsat_1_v5_gn_2_62181.1, Lsat_1_v5_gn_2_62181.3, Lsat_1_v5_gn_2_62541.1, Lsat_1_v5_gn_2_62920.4, Lsat_1_v5_gn_2_30021.1, Lsat_1_v5_gn_2_62920.2, Lsat_1_v5_gn_2_62501.3, Lsat_1_v5_gn_2_62501.1	VIT_217s0000g04380.1, VIT_217s0000g04370.1, VIT_217s0000g02410.1, VIT_217s0000g04360.1, VIT_217s0000g04405.1, VIT_217s0000g04430.1, VIT_217s0000g04393.1
OG0000059	Lsat_1_v5_gn_0_45160.1	VIT_218s0041g00030.1
OG0000059	Lsat_1_v5_gn_2_62240.1, Lsat_1_v5_gn_2_62481.1, Lsat_1_v5_gn_2_30001.1, Lsat_1_v5_gn_2_62621.3, Lsat_1_v5_gn_2_62920.3, Lsat_1_v5_gn_2_62960.3, Lsat_1_v5_gn_2_63081.2, Lsat_1_v5_gn_2_36780.4, Lsat_1_v5_gn_2_36780.1	VIT_217s0000g04390.1, VIT_217s0000g04420.1
OG0000063	Lsat_1_v5_gn_5_151121.1, Lsat_1_v5_gn_5_151121.3, Lsat_1_v5_gn_5_151081.3, Lsat_1_v5_gn_5_151081.1, Lsat_1_v5_gn_5_151141.2, Lsat_1_v5_gn_5_151141.1, Lsat_1_v5_gn_5_150900.1, Lsat_1_v5_gn_5_150900.2	VIT_208s0058g00970.1, VIT_208s0058g00970.3, VIT_208s0058g00970.2
OG0000063	Lsat_1_v5_gn_5_175321.1, Lsat_1_v5_gn_5_175381.1	VIT_206s0004g07770.1
OG0000063	Lsat_1_v5_gn_8_13440.1	VIT_213s0067g02360.1, VIT_213s0067g02360.2, VIT_213s0067g02360.4, VIT_213s0067g02360.3
OG0000065	Lsat_1_v5_gn_9_74380.1	VIT_218s0001g07010.1
OG0000065	Lsat_1_v5_gn_8_81940.1, Lsat_1_v5_gn_8_81940.3, Lsat_1_v5_gn_8_81960.1, Lsat_1_v5_gn_8_83441.2, Lsat_1_v5_gn_8_83441.1, Lsat_1_v5_gn_8_83421.1, Lsat_1_v5_gn_8_83421.2, Lsat_1_v5_gn_8_84381.1, Lsat_1_v5_gn_8_81760.2, Lsat_1_v5_gn_8_81700.2, Lsat_1_v5_gn_8_81760.1, Lsat_1_v5_gn_8_81700.1, Lsat_1_v5_gn_8_81880.1, Lsat_1_v5_gn_8_81880.2, Lsat_1_v5_gn_8_81900.1, Lsat_1_v5_gn_8_81900.3	VIT_217s0000g02950.1, VIT_217s0000g02930.1, VIT_217s0000g02940.1, VIT_217s0000g02920.1, VIT_214s0060g02170.1, VIT_206s0004g05670.1, VIT_206s0004g05680.1, VIT_206s0004g05700.1, VIT_208s0007g01410.1, VIT_208s0007g01400.1, VIT_208s0007g01420.1
OG0000065	Lsat_1_v5_gn_1_85660.1	VIT_215s0024g01540.1, VIT_215s0024g01540.2, VIT_215s0107g00150.1, VIT_200s0153g00050.1, VIT_200s0153g00070.1, VIT_215s0024g01650.1, VIT_215s0024g01630.1
OG0000067	Lsat_1_v5_gn_2_109580.2, Lsat_1_v5_gn_2_109580.3, Lsat_1_v5_gn_2_109580.1	VIT_208s0040g02400.3, VIT_208s0040g02400.4, VIT_208s0040g02400.2, VIT_208s0040g02400.6, VIT_208s0040g02400.1, VIT_208s0040g02400.5
OG0000068	Lsat_1_v5_gn_4_105500.5, Lsat_1_v5_gn_4_105500.1, Lsat_1_v5_gn_2_74860.1, Lsat_1_v5_gn_8_106801.3, Lsat_1_v5_gn_1_45260.4, Lsat_1_v5_gn_2_74920.3	VIT_210s0003g04510.1
OG0000068	Lsat_1_v5_gn_1_61861.2, Lsat_1_v5_gn_1_61861.1, Lsat_1_v5_gn_5_61760.1, Lsat_1_v5_gn_5_61760.2, Lsat_1_v5_gn_1_49841.1, Lsat_1_v5_gn_1_49841.3, Lsat_1_v5_gn_1_49821.1, Lsat_1_v5_gn_1_45340.2, Lsat_1_v5_gn_1_45340.3, Lsat_1_v5_gn_1_45340.1, Lsat_1_v5_gn_1_45280.2, Lsat_1_v5_gn_1_45280.1, Lsat_1_v5_gn_1_45260.1, Lsat_1_v5_gn_1_45260.2, Lsat_1_v5_gn_1_45601.3, Lsat_1_v5_gn_1_45601.1, Lsat_1_v5_gn_1_45601.2, Lsat_1_v5_gn_0_29540.4, Lsat_1_v5_gn_0_29540.3, Lsat_1_v5_gn_0_29540.1, Lsat_1_v5_gn_5_79180.1, Lsat_1_v5_gn_5_79180.3, Lsat_1_v5_gn_5_79180.2, Lsat_1_v5_gn_6_29241.3, Lsat_1_v5_gn_6_29241.2, Lsat_1_v5_gn_6_29241.1, Lsat_1_v5_gn_8_119100.3, Lsat_1_v5_gn_8_119100.2, Lsat_1_v5_gn_6_114201.1, Lsat_1_v5_gn_6_114201.3, Lsat_1_v5_gn_6_114740.1, Lsat_1_v5_gn_5_104640.2, Lsat_1_v5_gn_5_104640.4, Lsat_1_v5_gn_6_115280.3, Lsat_1_v5_gn_6_115280.2, Lsat_1_v5_gn_2_74820.1, Lsat_1_v5_gn_2_74820.3, Lsat_1_v5_gn_2_74820.2, Lsat_1_v5_gn_2_71081.3, Lsat_1_v5_gn_2_71081.1, Lsat_1_v5_gn_2_71101.2, Lsat_1_v5_gn_2_71101.1, Lsat_1_v5_gn_2_71101.3, Lsat_1_v5_gn_2_74740.2, Lsat_1_v5_gn_2_74740.1, Lsat_1_v5_gn_2_74740.3, Lsat_1_v5_gn_2_74920.1, Lsat_1_v5_gn_2_74920.5, Lsat_1_v5_gn_2_74920.2, Lsat_1_v5_gn_8_106801.1, Lsat_1_v5_gn_8_106801.4, Lsat_1_v5_gn_4_105500.7, Lsat_1_v5_gn_4_105500.6, Lsat_1_v5_gn_0_29540.2, Lsat_1_v5_gn_5_104640.3, Lsat_1_v5_gn_5_104640.1, Lsat_1_v5_gn_6_29421.1, Lsat_1_v5_gn_8_27180.1, Lsat_1_v5_gn_8_27180.2, Lsat_1_v5_gn_6_115280.1, Lsat_1_v5_gn_8_106541.1, Lsat_1_v5_gn_8_106600.2, Lsat_1_v5_gn_8_106600.1, Lsat_1_v5_gn_8_106241.1, Lsat_1_v5_gn_8_106600.3, Lsat_1_v5_gn_8_106541.2, Lsat_1_v5_gn_8_106541.3, Lsat_1_v5_gn_8_106261.2, Lsat_1_v5_gn_8_106261.1, Lsat_1_v5_gn_1_45260.3, Lsat_1_v5_gn_6_102921.3, Lsat_1_v5_gn_6_102921.1, Lsat_1_v5_gn_8_119100.1	VIT_201s0010g01370.1, VIT_201s0010g01380.2, VIT_201s0010g01380.4, VIT_201s0010g01380.5, VIT_201s0010g01380.1, VIT_201s0010g01380.3
OG0000070	Lsat_1_v5_gn_5_42480.1, Lsat_1_v5_gn_5_42480.3, Lsat_1_v5_gn_8_116260.1	VIT_204s0044g00580.1
OG0000070	Lsat_1_v5_gn_8_82840.1	VIT_204s0044g00580.2, VIT_213s0019g01240.4
OG0000071	Lsat_1_v5_gn_5_12880.1	VIT_217s0000g09810.1
OG0000071	Lsat_1_v5_gn_2_94200.1, Lsat_1_v5_gn_2_93361.1	VIT_214s0219g00230.2, VIT_214s0219g00230.1
OG0000071	Lsat_1_v5_gn_6_28301.3	VIT_208s0007g04820.1
OG0000071	Lsat_1_v5_gn_2_111980.3, Lsat_1_v5_gn_2_111980.1, Lsat_1_v5_gn_9_71760.3, Lsat_1_v5_gn_9_71760.1	VIT_213s0019g04910.5, VIT_213s0019g04910.2, VIT_213s0019g04910.1, VIT_213s0019g04910.3, VIT_213s0019g04910.4
OG0000071	Lsat_1_v5_gn_2_43400.1, Lsat_1_v5_gn_0_4881.2, Lsat_1_v5_gn_0_4881.1	VIT_205s0051g00590.1
OG0000071	Lsat_1_v5_gn_8_90220.1, Lsat_1_v5_gn_9_12800.1	VIT_207s0005g05520.4, VIT_207s0005g05520.1
OG0000071	Lsat_1_v5_gn_8_154380.2, Lsat_1_v5_gn_8_154380.1	VIT_201s0137g00240.2, VIT_201s0137g00240.1
OG0000072	Lsat_1_v5_gn_4_114681.1, Lsat_1_v5_gn_1_16160.1, Lsat_1_v5_gn_1_3221.2	VIT_218s0001g13680.2
OG0000072	Lsat_1_v5_gn_9_73101.1	VIT_207s0191g00130.1, VIT_200s2837g00010.1
OG0000077	Lsat_1_v5_gn_3_45880.1, Lsat_1_v5_gn_3_45880.2, Lsat_1_v5_gn_4_68600.1	VIT_203s0038g02060.1
OG0000077	Lsat_1_v5_gn_8_126040.1	VIT_203s0038g02050.1
OG0000077	Lsat_1_v5_gn_1_97920.1, Lsat_1_v5_gn_1_97880.3, Lsat_1_v5_gn_1_97880.1	VIT_213s0019g01210.1
OG0000077	Lsat_1_v5_gn_1_60240.1, Lsat_1_v5_gn_1_60140.1, Lsat_1_v5_gn_1_60140.2, Lsat_1_v5_gn_1_60240.2, Lsat_1_v5_gn_6_36221.1, Lsat_1_v5_gn_6_36240.1	VIT_208s0007g06960.1, VIT_208s0007g06950.1, VIT_208s0007g06930.1, VIT_208s0007g06990.1, VIT_208s0007g07000.1, VIT_208s0007g06910.1, VIT_208s0007g06900.1
OG0000079	Lsat_1_v5_gn_4_58020.1, Lsat_1_v5_gn_4_58020.2	VIT_200s0392g00060.1, VIT_200s0361g00060.1, VIT_200s0392g00030.1
OG0000079	Lsat_1_v5_gn_6_32141.2, Lsat_1_v5_gn_6_32141.1, Lsat_1_v5_gn_2_30961.1, Lsat_1_v5_gn_2_30961.2, Lsat_1_v5_gn_2_30320.1, Lsat_1_v5_gn_2_30320.2, Lsat_1_v5_gn_8_143701.1, Lsat_1_v5_gn_8_143701.3, Lsat_1_v5_gn_8_142860.1, Lsat_1_v5_gn_8_142801.3, Lsat_1_v5_gn_8_142801.1, Lsat_1_v5_gn_8_143440.1, Lsat_1_v5_gn_8_143440.3, Lsat_1_v5_gn_6_32320.2, Lsat_1_v5_gn_6_32320.3, Lsat_1_v5_gn_6_32320.1, Lsat_1_v5_gn_8_142841.1, Lsat_1_v5_gn_8_143560.2, Lsat_1_v5_gn_6_33381.1, Lsat_1_v5_gn_6_33321.1, Lsat_1_v5_gn_6_33321.4, Lsat_1_v5_gn_2_110381.2, Lsat_1_v5_gn_2_110381.1, Lsat_1_v5_gn_2_110381.4	VIT_200s0724g00010.1, VIT_200s2271g00010.1, VIT_213s0067g00090.1, VIT_213s0084g00010.1, VIT_213s0067g00130.1, VIT_213s0067g00370.1, VIT_213s0067g03770.1, VIT_213s0067g03700.1, VIT_213s0067g03830.1, VIT_213s0067g03790.1, VIT_213s0123g00040.1, VIT_213s0019g00060.1, VIT_213s0067g03740.1, VIT_213s0123g00024.1
OG0000079	Lsat_1_v5_gn_4_145300.1, Lsat_1_v5_gn_4_145381.1, Lsat_1_v5_gn_4_145381.4, Lsat_1_v5_gn_4_145280.1, Lsat_1_v5_gn_4_145381.3, Lsat_1_v5_gn_4_145200.1	VIT_212s0134g00020.1, VIT_212s0134g00020.2, VIT_212s0134g00030.1
OG0000084	Lsat_1_v5_gn_0_32940.3, Lsat_1_v5_gn_0_32940.1, Lsat_1_v5_gn_0_32940.2	VIT_210s0092g00450.1
OG0000084	Lsat_1_v5_gn_7_113201.3, Lsat_1_v5_gn_7_113201.1, Lsat_1_v5_gn_5_1540.3, Lsat_1_v5_gn_5_1540.6, Lsat_1_v5_gn_5_1540.7	VIT_208s0032g00240.1, VIT_210s0092g00480.1, VIT_210s0092g00370.1, VIT_210s0092g00495.1, VIT_218s0072g01140.1, VIT_210s0092g00510.1, VIT_219s0015g00080.1, VIT_219s0015g00110.1, VIT_219s0015g00100.1
OG0000085	Lsat_1_v5_gn_5_140541.1, Lsat_1_v5_gn_8_85560.1	VIT_211s0016g01060.1
OG0000085	Lsat_1_v5_gn_4_93421.2, Lsat_1_v5_gn_4_93421.1, Lsat_1_v5_gn_4_94081.1	VIT_209s0002g01110.1
OG0000085	Lsat_1_v5_gn_5_153541.1, Lsat_1_v5_gn_5_153541.3	VIT_208s0056g00150.1
OG0000085	Lsat_1_v5_gn_5_80941.2, Lsat_1_v5_gn_5_80941.1, Lsat_1_v5_gn_5_80941.3, Lsat_1_v5_gn_7_57420.2, Lsat_1_v5_gn_7_57420.5, Lsat_1_v5_gn_7_57420.1, Lsat_1_v5_gn_5_80560.1	VIT_211s0065g00470.2, VIT_211s0065g00470.1
OG0000085	Lsat_1_v5_gn_2_50401.1	VIT_206s0004g00220.2, VIT_206s0004g00220.1
OG0000085	Lsat_1_v5_gn_3_20560.1, Lsat_1_v5_gn_6_75341.1	VIT_202s0087g00270.1
OG0000087	Lsat_1_v5_gn_5_159621.1	VIT_208s0007g05390.1
OG0000087	Lsat_1_v5_gn_2_126340.1	VIT_213s0067g03070.1
OG0000087	Lsat_1_v5_gn_4_74061.1, Lsat_1_v5_gn_5_18120.3, Lsat_1_v5_gn_5_18120.1	VIT_217s0000g07580.1
OG0000088	Lsat_1_v5_gn_7_102080.1, Lsat_1_v5_gn_7_102080.3, Lsat_1_v5_gn_7_102060.2, Lsat_1_v5_gn_7_102060.1, Lsat_1_v5_gn_5_125941.3, Lsat_1_v5_gn_5_125941.1	VIT_211s0118g00750.1, VIT_211s0118g00740.1, VIT_219s0014g00800.1, VIT_219s0014g00710.1, VIT_219s0014g00750.1, VIT_219s0014g00750.2, VIT_219s0014g00810.1, VIT_219s0014g00790.1, VIT_219s0014g00790.2, VIT_219s0014g00680.3, VIT_219s0014g00680.2, VIT_219s0014g00680.1
OG0000088	Lsat_1_v5_gn_4_37761.1, Lsat_1_v5_gn_4_37780.1	VIT_210s0003g01990.2, VIT_210s0003g01990.1, VIT_210s0003g01900.1, VIT_210s0003g01980.1, VIT_210s0003g01980.4, VIT_210s0003g01980.2, VIT_210s0003g01980.3, VIT_210s0003g01920.1, VIT_210s0003g01920.2, VIT_210s0003g01960.4, VIT_210s0003g01960.1, VIT_210s0003g01960.3, VIT_210s0003g01960.2
OG0000088	Lsat_1_v5_gn_4_26820.2, Lsat_1_v5_gn_4_26820.1	VIT_212s0028g01350.4, VIT_212s0028g01350.3, VIT_212s0028g01350.1
OG0000089	Lsat_1_v5_gn_5_133321.1, Lsat_1_v5_gn_5_133301.1, Lsat_1_v5_gn_5_133301.2, Lsat_1_v5_gn_1_33901.1, Lsat_1_v5_gn_1_33901.2, Lsat_1_v5_gn_1_34040.1, Lsat_1_v5_gn_1_33941.1, Lsat_1_v5_gn_4_104160.1, Lsat_1_v5_gn_5_133361.1, Lsat_1_v5_gn_5_133361.3, Lsat_1_v5_gn_5_132941.1	VIT_209s0002g05490.1, VIT_209s0002g05490.4, VIT_209s0002g05400.1, VIT_209s0002g05370.1, VIT_209s0002g05360.1, VIT_209s0002g05600.1
OG0000089	Lsat_1_v5_gn_5_32461.1, Lsat_1_v5_gn_5_32481.2, Lsat_1_v5_gn_5_32481.1, Lsat_1_v5_gn_5_32481.3, Lsat_1_v5_gn_5_32461.2, Lsat_1_v5_gn_5_32461.3, Lsat_1_v5_gn_6_22800.1	VIT_211s0016g04590.1, VIT_204s0008g04790.1, VIT_204s0008g04790.2, VIT_204s0008g04820.1
OG0000090	Lsat_1_v5_gn_2_91101.2, Lsat_1_v5_gn_2_91101.1, Lsat_1_v5_gn_0_22040.1, Lsat_1_v5_gn_0_22040.3	VIT_214s0066g00290.1, VIT_214s0066g00290.2, VIT_214s0066g00290.3
OG0000090	Lsat_1_v5_gn_5_13881.3, Lsat_1_v5_gn_5_13881.1, Lsat_1_v5_gn_1_28580.4	VIT_217s0000g09640.1
OG0000091	Lsat_1_v5_gn_2_45920.2, Lsat_1_v5_gn_2_45920.1	VIT_205s0062g00240.1, VIT_205s0062g00480.1, VIT_205s0062g00610.1, VIT_205s0062g00250.1
OG0000091	Lsat_1_v5_gn_7_56941.1	VIT_211s0052g01250.1
OG0000091	Lsat_1_v5_gn_8_67581.1, Lsat_1_v5_gn_8_67381.1, Lsat_1_v5_gn_8_67360.1, Lsat_1_v5_gn_8_67360.3, Lsat_1_v5_gn_8_67401.1, Lsat_1_v5_gn_8_67301.1, Lsat_1_v5_gn_7_54320.5	VIT_211s0052g01200.1, VIT_211s0052g01340.1, VIT_211s0052g01270.1, VIT_211s0052g01180.1, VIT_211s0052g01190.1, VIT_211s0052g01300.1, VIT_211s0052g01260.1, VIT_211s0052g01320.1, VIT_211s0052g01280.1, VIT_211s0052g01330.1, VIT_211s0052g01220.1
OG0000093	Lsat_1_v5_gn_6_49701.3, Lsat_1_v5_gn_6_49701.4, Lsat_1_v5_gn_6_49701.1	VIT_206s0004g01440.1, VIT_206s0004g01420.2, VIT_206s0004g01420.1, VIT_213s0064g01760.1, VIT_213s0064g01540.1, VIT_213s0064g01720.1, VIT_213s0064g01750.1, VIT_213s0064g01750.3, VIT_213s0064g01750.5, VIT_213s0064g01640.3, VIT_213s0064g01660.5, VIT_213s0064g01640.2, VIT_213s0064g01660.4, VIT_213s0064g01750.2, VIT_213s0064g01750.7, VIT_213s0064g01750.8, VIT_213s0064g01750.6, VIT_213s0064g01750.4, VIT_213s0064g01660.3, VIT_213s0064g01660.2, VIT_213s0064g00480.1, VIT_213s0064g00480.5, VIT_213s0064g00480.4, VIT_213s0064g00520.1, VIT_213s0064g00480.3, VIT_213s0064g00480.2, VIT_213s0064g01660.1, VIT_213s0064g01640.1, VIT_213s0064g01640.4, VIT_213s0064g01740.1
OG0000095	Lsat_1_v5_gn_8_33061.2, Lsat_1_v5_gn_8_33061.1	VIT_203s0017g01780.2, VIT_203s0017g01780.5, VIT_203s0017g01780.3, VIT_203s0017g01780.1, VIT_203s0017g01780.4
OG0000095	Lsat_1_v5_gn_4_9780.1	VIT_203s0017g01810.4, VIT_203s0017g01810.1, VIT_203s0017g01810.2, VIT_203s0017g01810.3, VIT_203s0017g01810.5, VIT_203s0017g01810.6
OG0000096	Lsat_1_v5_gn_2_83360.1, Lsat_1_v5_gn_5_65600.1, Lsat_1_v5_gn_5_64321.1, Lsat_1_v5_gn_3_119721.1, Lsat_1_v5_gn_3_119740.1, Lsat_1_v5_gn_3_119441.1, Lsat_1_v5_gn_3_119441.3, Lsat_1_v5_gn_3_119700.5, Lsat_1_v5_gn_3_119700.1, Lsat_1_v5_gn_3_119900.1, Lsat_1_v5_gn_3_119861.1, Lsat_1_v5_gn_3_118940.1, Lsat_1_v5_gn_3_118880.1, Lsat_1_v5_gn_3_119381.2, Lsat_1_v5_gn_3_119381.1	VIT_212s0055g00180.1, VIT_212s0055g00200.1, VIT_212s0034g00080.1, VIT_212s0034g00040.1, VIT_212s0034g01120.1, VIT_212s0034g00060.1, VIT_212s0055g00250.1, VIT_212s0055g00060.1, VIT_212s0055g00190.1, VIT_212s0055g00320.1, VIT_212s0055g00310.1, VIT_212s0055g00280.1, VIT_212s0055g00030.1, VIT_212s0055g00050.1, VIT_212s0055g00020.1, VIT_212s0034g00030.1, VIT_212s0055g00070.1, VIT_212s0055g00225.1, VIT_212s0055g00170.1, VIT_212s0055g00160.1, VIT_212s0034g00140.1, VIT_212s0034g00130.1, VIT_212s0034g00160.1, VIT_203s0017g01990.1, VIT_203s0017g01996.1, VIT_203s0017g02146.1, VIT_203s0017g01992.1, VIT_203s0017g02140.1
OG0000096	Lsat_1_v5_gn_5_138141.2, Lsat_1_v5_gn_5_138141.1, Lsat_1_v5_gn_9_116901.4	VIT_203s0017g02110.1, VIT_203s0017g02000.1, VIT_203s0017g02120.1
OG0000097	Lsat_1_v5_gn_4_75740.1	VIT_217s0000g08760.1
OG0000097	Lsat_1_v5_gn_2_121260.3, Lsat_1_v5_gn_7_36640.3, Lsat_1_v5_gn_7_36640.4	VIT_210s0003g04760.1, VIT_212s0028g01845.1, VIT_200s0658g00010.1, VIT_210s0003g05200.1, VIT_210s0003g04814.1, VIT_209s0018g01460.1
OG0000097	Lsat_1_v5_gn_9_10221.1	VIT_219s0085g00150.1, VIT_218s0089g00680.1
OG0000098	Lsat_1_v5_gn_9_46981.1, Lsat_1_v5_gn_9_46981.2, Lsat_1_v5_gn_8_30681.1, Lsat_1_v5_gn_2_9641.3, Lsat_1_v5_gn_2_9641.1	VIT_218s0001g14360.1
OG0000098	Lsat_1_v5_gn_3_7300.2, Lsat_1_v5_gn_3_7300.1, Lsat_1_v5_gn_6_6441.1	VIT_202s0025g03540.1
OG0000098	Lsat_1_v5_gn_9_25361.3, Lsat_1_v5_gn_9_25361.1, Lsat_1_v5_gn_5_171060.1, Lsat_1_v5_gn_5_171060.3, Lsat_1_v5_gn_8_72280.1, Lsat_1_v5_gn_8_72280.3	VIT_208s0007g01630.2, VIT_208s0007g01630.1, VIT_206s0004g05870.1
OG0000098	Lsat_1_v5_gn_9_33260.1, Lsat_1_v5_gn_5_111360.1	VIT_202s0025g03680.1
OG0000099	Lsat_1_v5_gn_4_137760.1, Lsat_1_v5_gn_4_137860.1	VIT_207s0031g01680.1, VIT_207s0031g01670.1, VIT_207s0031g01660.1
OG0000099	Lsat_1_v5_gn_8_26161.1	VIT_214s0006g01680.1
OG0000102	Lsat_1_v5_gn_4_49720.1, Lsat_1_v5_gn_4_50080.1	VIT_210s0003g01100.1
OG0000102	Lsat_1_v5_gn_7_22980.1, Lsat_1_v5_gn_8_116441.1, Lsat_1_v5_gn_8_116481.1, Lsat_1_v5_gn_8_116461.1, Lsat_1_v5_gn_8_116441.2, Lsat_1_v5_gn_8_116461.2, Lsat_1_v5_gn_4_158581.1, Lsat_1_v5_gn_8_63680.1, Lsat_1_v5_gn_3_42561.1	VIT_212s0028g02250.1, VIT_212s0028g02300.1, VIT_212s0028g02290.1, VIT_212s0028g02260.2, VIT_212s0028g02260.1, VIT_212s0028g02260.3
OG0000103	Lsat_1_v5_gn_7_116101.1, Lsat_1_v5_gn_7_116101.2	VIT_219s0027g00390.1
