,gene_ID,module,AT_gene_id,Symbol,TopBlastHitDescription,Position
6050,Dm_00012995-RA,3,AT1G80410.1," Symbols: OMA, EMB2753, NAA15, MUSE6 "," ""mutant,snc1-enhancing 6"", EMBRYO DEFECTIVE 2753, OMISHA, NAA15 ", chr1:30227963-30234832 REVERSE LENGTH=897
5186,Dm_00010872-RA,3,AT1G69490.1," Symbols: NAP, ATNAP, ANAC029 "," ""NAC-LIKE, ACTIVATED BY AP3/PI"", Arabidopsis NAC domain containing protein 29, ""NAC-like, activated by AP3/PI"" ", chr1:26122233-26123222 FORWARD LENGTH=268
5788,Dm_00012382-RA,3,AT1G25550.1," Symbols: HHO3, NIGT1.1 "," ""NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW Pi-ELICITED PRIMARY ROOT SHORTENING 1.1"", HRS1 HOMOLOG3 ", chr1:8976644-8977942 FORWARD LENGTH=344
8225,Dm_00018751-RA,3,AT1G68670.1," Symbols: NIGT1.2, HHO2 "," ""NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW Pi-ELICITED PRIMARY ROOT SHORTENING 1.2"" ", chr1:25782344-25783873 FORWARD LENGTH=354
1630,Dm_00003098-RA,3,AT2G37060.3, Symbols: NF-YB8 ," ""nuclear factor Y, subunit B8"" ", chr2:15576336-15577660 FORWARD LENGTH=173
1316,Dm_00002461-RA,3,AT3G12480.1, Symbols: NF-YC11 ," ""nuclear factor Y, subunit C11"" ", chr3:3958065-3960278 FORWARD LENGTH=293
7156,Dm_00015861-RA,3,AT3G12480.1, Symbols: NF-YC11 ," ""nuclear factor Y, subunit C11"" ", chr3:3958065-3960278 FORWARD LENGTH=293
3184,Dm_00006338-RA,3,AT2G18040.1, Symbols: PIN1AT ," ""peptidylprolyl cis/trans isomerase, NIMA-interacting 1"" ", chr2:7842346-7843537 FORWARD LENGTH=119
8071,Dm_00018328-RA,3,AT3G61440.1," Symbols: ATCYSC1, ARATH;BSAS3;1, CAS-C1, CYSC1 "," ##-cyanoalanine synthase C1, CYSTEINE SYNTHASE C1, BETA-SUBSTITUTED ALA SYNTHASE 3;1, cysteine synthase C1 ", chr3:22735885-22737792 FORWARD LENGTH=368
5685,Dm_00012101-RA,3,AT1G50480.1, Symbols: THFS , 10-formyltetrahydrofolate synthetase , chr1:18702064-18704687 FORWARD LENGTH=634
3913,Dm_00007857-RA,3,AT5G12020.1, Symbols: HSP17.6II , 17.6 kDa class II heat shock protein , chr5:3882409-3882876 REVERSE LENGTH=155
8729,Dm_00020136-RA,3,AT5G12020.1, Symbols: HSP17.6II , 17.6 kDa class II heat shock protein , chr5:3882409-3882876 REVERSE LENGTH=155
5718,Dm_00012188-RA,3,AT3G14290.1, Symbols: PAE2 , 20S proteasome alpha subunit E2 , chr3:4764364-4766381 FORWARD LENGTH=237
4845,Dm_00010007-RA,3,AT2G27020.1, Symbols: PAG1 , 20S proteasome alpha subunit G1 , chr2:11528515-11530858 REVERSE LENGTH=249
6164,Dm_00013285-RA,3,AT3G22630.1," Symbols: PBD1, PRCGB ", 20S proteasome beta subunit D1 , chr3:8009709-8010774 REVERSE LENGTH=204
3605,Dm_00007234-RA,3,AT1G56450.1," Symbols: MUD1, PBG1 ", 20S proteasome beta subunit G1 , chr1:21141970-21144186 FORWARD LENGTH=246
8307,Dm_00018941-RA,3,AT4G03415.3, Symbols: PP2C52 , 2C-type protein phosphatase 52 , chr4:1503789-1505510 REVERSE LENGTH=468
2407,Dm_00004677-RA,3,AT1G76490.1," Symbols: MAD3, HMGR1, AtHMGR1, HMG1 "," 3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1, hydroxy methylglutaryl CoA reductase 1, miRNA action deficient 3 ", chr1:28695801-28698206 FORWARD LENGTH=642
1191,Dm_00002202-RA,3,AT2G26800.1, Symbols: HGML , 3-Hydroxy-3-methylglutaryl-CoA (HMGCoA) lyase , chr2:11429192-11432185 REVERSE LENGTH=433
1635,Dm_00003105-RA,3,AT1G01120.1, Symbols: KCS1 , 3-ketoacyl-CoA synthase 1 , chr1:57392-58978 REVERSE LENGTH=528
2222,Dm_00004301-RA,3,AT2G28630.2, Symbols: KCS12 , 3-ketoacyl-CoA synthase 12 , chr2:12275719-12277149 REVERSE LENGTH=476
7043,Dm_00015523-RA,3,AT2G28630.2, Symbols: KCS12 , 3-ketoacyl-CoA synthase 12 , chr2:12275719-12277149 REVERSE LENGTH=476
4604,Dm_00009428-RA,3,AT1G04220.1," Symbols: KCS2, DAISY "," 3-ketoacyl-CoA synthase 2, DAISY ", chr1:1119853-1122483 REVERSE LENGTH=528
6594,Dm_00014322-RA,3,AT5G04510.1," Symbols: PDK1, ATPDK1 ", 3'-phosphoinositide-dependent protein kinase 1 , chr5:1287235-1289681 FORWARD LENGTH=491
6026,Dm_00012947-RA,3,AT1G06570.1," Symbols: HPPD, PDS1, HPD "," 4-hydroxyphenylpyruvate dioxygenase, phytoene desaturation 1 ", chr1:2012015-2013459 REVERSE LENGTH=445
2362,Dm_00004587-RA,3,AT1G72370.2," Symbols: RPSAA, AP40, RP40, P40 ", 40s ribosomal protein SA , chr1:27243148-27244842 REVERSE LENGTH=294
5265,Dm_00011063-RA,3,AT3G04770.2, Symbols: RPSAb , 40s ribosomal protein SA B , chr3:1309544-1310846 REVERSE LENGTH=280
3432,Dm_00006870-RA,3,AT3G49010.7," Symbols: BBC1, RSU2, ATBBC1 "," 40S RIBOSOMAL PROTEIN, breast basic conserved 1 ", chr3:18166971-18168047 REVERSE LENGTH=206
6551,Dm_00014218-RA,3,AT3G49010.7," Symbols: BBC1, RSU2, ATBBC1 "," 40S RIBOSOMAL PROTEIN, breast basic conserved 1 ", chr3:18166971-18168047 REVERSE LENGTH=206
6669,Dm_00014508-RA,3,AT3G02360.2, Symbols: PGD2 , 6-phosphogluconate dehydrogenase 2 , chr3:482498-483958 FORWARD LENGTH=486
1671,Dm_00003184-RA,3,AT1G13700.3, Symbols: PGL1 , 6-phosphogluconolactonase 1 , chr1:4694475-4695600 REVERSE LENGTH=268
7431,Dm_00016606-RA,3,AT5G46800.3, Symbols: BOU , A BOUT DE SOUFFLE , chr5:18988779-18989810 REVERSE LENGTH=300
4498,Dm_00009196-RA,3,AT3G51800.3," Symbols: ATG2, EBP1, ATEBP1, G2p "," A. THALIANA ERBB-3 BINDING PROTEIN 1, ERBB-3 BINDING PROTEIN 1 ", chr3:19211261-19213568 REVERSE LENGTH=385
2960,Dm_00005856-RA,3,AT2G29570.1," Symbols: ATPCNA2, PCNA2 "," A. THALIANA PROLIFERATING CELL NUCLEAR ANTIGEN 2, proliferating cell nuclear antigen 2 ", chr2:12650139-12651598 REVERSE LENGTH=264
2553,Dm_00004992-RA,3,AT5G01520.1," Symbols: AtAIRP2, AIRP2 ", ABA Insensitive RING Protein 2 , chr5:206797-208399 FORWARD LENGTH=242
6390,Dm_00013849-RA,3,AT5G01520.1," Symbols: AtAIRP2, AIRP2 ", ABA Insensitive RING Protein 2 , chr5:206797-208399 FORWARD LENGTH=242
3484,Dm_00006965-RA,3,AT3G09770.1," Symbols: AtAIRP3, AIRP3, LOG2 "," ABA insensitive RING protein 3, LOSS OF GDU 2 ", chr3:2996402-2997835 REVERSE LENGTH=388
1580,Dm_00002996-RA,3,AT1G51965.1, Symbols: ABO5 , ABA Overly-Sensitive 5 , chr1:19312078-19314145 REVERSE LENGTH=653
1696,Dm_00003237-RA,3,AT2G46510.1," Symbols: ATAIB, bHLH017, bHLH17, JAM1, AIB "," ABA-inducible BHLH-type transcription factor, JA-associated MYC2-like 1 ", chr2:19091187-19092887 REVERSE LENGTH=566
2661,Dm_00005216-RA,3,AT2G40090.1," Symbols: ABC1K15, ATH9, ATATH9 ", ABC2 homolog 9 , chr2:16737685-16740303 REVERSE LENGTH=538
7739,Dm_00017465-RA,3,AT3G23560.2, Symbols: ALF5 , ABERRANT LATERAL ROOT FORMATION 5 , chr3:8454697-8456588 REVERSE LENGTH=416
7758,Dm_00017515-RA,3,AT3G23560.2, Symbols: ALF5 , ABERRANT LATERAL ROOT FORMATION 5 , chr3:8454697-8456588 REVERSE LENGTH=416
2877,Dm_00005692-RA,3,AT5G01450.1, Symbols: APD2 , ABERRANT POLLEN DEVELOPMENT 2 , chr5:183693-186244 REVERSE LENGTH=444
7954,Dm_00017999-RA,3,AT5G01450.1, Symbols: APD2 , ABERRANT POLLEN DEVELOPMENT 2 , chr5:183693-186244 REVERSE LENGTH=444
1670,Dm_00003178-RA,3,AT1G69260.1, Symbols: AFP1 , ABI five binding protein , chr1:26039314-26040570 FORWARD LENGTH=345
8643,Dm_00019880-RA,3,AT5G20910.1, Symbols: AIP2 , ABI3-interacting protein 2 , chr5:7092663-7094310 REVERSE LENGTH=310
5359,Dm_00011297-RA,3,AT5G24310.3, Symbols: ABIL3 , ABL interactor-like protein 3 , chr5:8274637-8276325 FORWARD LENGTH=307
7154,Dm_00015858-RA,3,AT4G29010.1, Symbols: AIM1 , ABNORMAL INFLORESCENCE MERISTEM , chr4:14297312-14302016 REVERSE LENGTH=721
3984,Dm_00008022-RA,3,AT1G62340.1," Symbols: ALE, ALE1 "," ABNORMAL LEAF-SHAPE 1, ABNORMAL LEAF-SHAPE ", chr1:23051123-23055656 REVERSE LENGTH=832
819,Dm_00001526-RA,3,AT5G47720.4, Symbols: AACT1 , acetoacetyl-CoA thiolase 1 , chr5:19331762-19334145 FORWARD LENGTH=415
8471,Dm_00019407-RA,3,AT3G48560.1," Symbols: CSR1, IMR1, TZP5, ALS, AHAS "," ACETOLACTATE SYNTHASE, TRIAZOLOPYRIMIDINE RESISTANT 5, IMIDAZOLE RESISTANT 1, ACETOHYDROXY ACID SYNTHASE, chlorsulfuron/imidazolinone resistant 1 ", chr3:18001530-18003542 REVERSE LENGTH=670
5225,Dm_00010967-RA,3,AT5G36880.2, Symbols: ACS , acetyl-CoA synthetase , chr5:14534961-14540296 REVERSE LENGTH=743
4166,Dm_00008473-RA,3,AT5G65890.3, Symbols: ACR1 , ACT domain repeat 1 , chr5:26355701-26357721 FORWARD LENGTH=477
8527,Dm_00019559-RA,3,AT5G65890.3, Symbols: ACR1 , ACT domain repeat 1 , chr5:26355701-26357721 FORWARD LENGTH=477
8571,Dm_00019678-RA,3,AT5G09810.1," Symbols: AtACT7, ACT7 ", actin 7 , chr5:3052809-3054220 FORWARD LENGTH=377
3490,Dm_00006981-RA,3,AT2G16700.1," Symbols: ADF5, ATADF5 ", actin depolymerizing factor 5 , chr2:7244717-7245467 FORWARD LENGTH=143
5096,Dm_00010621-RA,3,AT2G31200.1," Symbols: ATADF6, ADF6 ", actin depolymerizing factor 6 , chr2:13294171-13294948 FORWARD LENGTH=146
2345,Dm_00004547-RA,3,AT3G12110.1, Symbols: ACT11 , actin-11 , chr3:3858116-3859609 FORWARD LENGTH=377
6165,Dm_00013287-RA,3,AT3G46520.2, Symbols: ACT12 , actin-12 , chr3:17128567-17129981 FORWARD LENGTH=377
7389,Dm_00016482-RA,3,AT2G33385.3, Symbols: arpc2b , actin-related protein C2B , chr2:14148005-14149769 REVERSE LENGTH=307
6591,Dm_00014317-RA,3,AT1G60430.4, Symbols: ARPC3 , actin-related protein C3 , chr1:22264997-22265682 REVERSE LENGTH=137
4615,Dm_00009454-RA,3,AT3G48990.1, Symbols: AAE3 , ACYL-ACTIVATING ENZYME 3 , chr3:18159031-18161294 REVERSE LENGTH=514
8107,Dm_00018412-RA,3,AT3G16910.1," Symbols: AAE7, BZU1, ACN1 "," acyl-activating enzyme 7, ACETATE NON-UTILIZING 1 ", chr3:5773231-5775411 REVERSE LENGTH=569
2719,Dm_00005337-RA,3,AT4G16760.1," Symbols: ATACX1, ACX1 ", acyl-CoA oxidase 1 , chr4:9424930-9428689 REVERSE LENGTH=664
7077,Dm_00015636-RA,3,AT5G65110.1," Symbols: ATACX2, ACX2 ", acyl-CoA oxidase 2 , chr5:26009821-26012482 REVERSE LENGTH=692
6357,Dm_00013758-RA,3,AT1G06290.1," Symbols: ATACX3, ACX3 ", acyl-CoA oxidase 3 , chr1:1922423-1926002 FORWARD LENGTH=675
5026,Dm_00010458-RA,3,AT3G51840.1," Symbols: ACX4, ATG6, ATSCX ", acyl-CoA oxidase 4 , chr3:19225653-19229008 REVERSE LENGTH=436
3108,Dm_00006182-RA,3,AT1G47830.1, Symbols: AP2S , ADAPTOR 55 PROTEIN 2 small subunit , chr1:17613346-17614784 REVERSE LENGTH=142
3014,Dm_00005966-RA,3,AT2G38280.2," Symbols: ATAMPD, FAC1 "," ADENOSINE 5'-MONOPHOSPHATE DEAMINASE, EMBRYONIC FACTOR1 ", chr2:16033767-16038793 REVERSE LENGTH=839
2628,Dm_00005146-RA,3,AT2G47420.1, Symbols: DIM1A , adenosine dimethyl transferase 1A , chr2:19457574-19458777 FORWARD LENGTH=353
6798,Dm_00014875-RA,3,AT3G57610.1, Symbols: ADSS , adenylosuccinate synthase , chr3:21334519-21336603 REVERSE LENGTH=490
2750,Dm_00005408-RA,3,AT5G14670.3," Symbols: ATARFA1B, ARFA1B ", ADP-ribosylation factor A1B , chr5:4729319-4730672 FORWARD LENGTH=181
4692,Dm_00009628-RA,3,AT5G14670.3," Symbols: ATARFA1B, ARFA1B ", ADP-ribosylation factor A1B , chr5:4729319-4730672 FORWARD LENGTH=181
217,Dm_00000407-RA,3,AT5G17060.2," Symbols: ATARFB1B, ARFB1B ", ADP-ribosylation factor B1B , chr5:5611056-5612639 FORWARD LENGTH=192
3630,Dm_00007280-RA,3,AT5G13490.2, Symbols: AAC2 , ADP/ATP carrier 2 , chr5:4336034-4337379 FORWARD LENGTH=385
3921,Dm_00007871-RA,3,AT5G13490.2, Symbols: AAC2 , ADP/ATP carrier 2 , chr5:4336034-4337379 FORWARD LENGTH=385
4104,Dm_00008316-RA,3,AT4G28390.2," Symbols: AAC3, ATAAC3 ", ADP/ATP carrier 3 , chr4:14041486-14042781 REVERSE LENGTH=379
5352,Dm_00011281-RA,3,AT4G28390.2," Symbols: AAC3, ATAAC3 ", ADP/ATP carrier 3 , chr4:14041486-14042781 REVERSE LENGTH=379
5038,Dm_00010481-RA,3,AT4G18960.1, Symbols: AG , AGAMOUS , chr4:10383917-10388272 FORWARD LENGTH=252
6268,Dm_00013559-RA,3,AT1G69120.2," Symbols: AP1, AtAP1, AGL7 "," AGAMOUS-like 7, APETALA1 ", chr1:25982899-25986102 REVERSE LENGTH=234
589,Dm_00001115-RA,3,AT3G25250.1," Symbols: OXI1, AGC2, AtOXI1, AGC2-1 "," AGC2 kinase 1, oxidative signal-inducible1 ", chr3:9195566-9196949 FORWARD LENGTH=421
4704,Dm_00009656-RA,3,AT5G08170.5," Symbols: ATAIH, EMB1873 "," AGMATINE IMINOHYDROLASE, EMBRYO DEFECTIVE 1873 ", chr5:2628663-2630196 REVERSE LENGTH=299
8654,Dm_00019916-RA,3,AT3G12740.1, Symbols: ALIS1 , ALA-interacting subunit 1 , chr3:4049739-4051561 FORWARD LENGTH=350
5496,Dm_00011642-RA,3,AT1G72330.1, Symbols: ALAAT2 , alanine aminotransferase 2 , chr1:27233637-27236571 FORWARD LENGTH=540
1734,Dm_00003303-RA,3,AT4G39660.2, Symbols: AGT2 , alanine:glyoxylate aminotransferase 2 , chr4:18407252-18409262 FORWARD LENGTH=401
739,Dm_00001384-RA,3,AT2G36230.1," Symbols: HISN3, APG10 ", ALBINO AND PALE GREEN 10 , chr2:15193878-15195509 REVERSE LENGTH=304
7773,Dm_00017547-RA,3,AT2G14170.1," Symbols: ALDH6B2, MMSD ", aldehyde dehydrogenase  6B2 , chr2:5977727-5981899 REVERSE LENGTH=607
3282,Dm_00006554-RA,3,AT1G74920.1, Symbols: ALDH10A8 , aldehyde dehydrogenase 10A8 , chr1:28139175-28142573 REVERSE LENGTH=501
1932,Dm_00003686-RA,3,AT4G36250.1, Symbols: ALDH3F1 , aldehyde dehydrogenase 3F1 , chr4:17151029-17153381 FORWARD LENGTH=484
4958,Dm_00010260-RA,3,AT4G34240.4," Symbols: ALDH3I1, ALDH3 "," aldehyde dehydrogenase 3I1, aldehyde dehydrogenase 3 ", chr4:16390099-16392633 FORWARD LENGTH=535
1784,Dm_00003412-RA,3,AT1G44170.2," Symbols: ALDH4, ALDH3H1 "," aldehyde dehydrogenase 4, aldehyde dehydrogenase 3H1 ", chr1:16796564-16800031 REVERSE LENGTH=484
2761,Dm_00005427-RA,3,AT1G44170.2," Symbols: ALDH4, ALDH3H1 "," aldehyde dehydrogenase 4, aldehyde dehydrogenase 3H1 ", chr1:16796564-16800031 REVERSE LENGTH=484
4398,Dm_00008988-RA,3,AT1G54100.2, Symbols: ALDH7B4 , aldehyde dehydrogenase 7B4 , chr1:20195435-20198853 REVERSE LENGTH=508
3989,Dm_00008038-RA,3,AT1G56560.1, Symbols: A/N-InvA , alkaline/neutral invertase A , chr1:21192593-21194948 FORWARD LENGTH=616
3801,Dm_00007615-RA,3,AT1G23740.1, Symbols: AOR , alkenal/one oxidoreductase , chr1:8398245-8399656 REVERSE LENGTH=386
5789,Dm_00012383-RA,3,AT3G25770.1, Symbols: AOC2 , allene oxide cyclase 2 , chr3:9406975-9407839 FORWARD LENGTH=253
69,Dm_00000131-RA,3,AT1G76130.2," Symbols: ATAMY2, AMY2 "," alpha-amylase-like 2, ARABIDOPSIS THALIANA ALPHA-AMYLASE-LIKE 2 ", chr1:28561647-28563914 FORWARD LENGTH=413
3073,Dm_00006099-RA,3,AT5G08370.1," Symbols: AtAGAL2, AGAL2 ", alpha-galactosidase 2 , chr5:2691116-2693441 REVERSE LENGTH=396
3588,Dm_00007186-RA,3,AT3G21160.1," Symbols: MANIA, MNS2 "," alpha-mannosidase 2, ALPHA-MANNOSIDASE IA ", chr3:7414129-7418328 REVERSE LENGTH=572
6703,Dm_00014622-RA,3,AT2G24100.1, Symbols: ASG1 , ALTERED SEED GERMINATION 1 , chr2:10244921-10246715 FORWARD LENGTH=466
2538,Dm_00004964-RA,3,AT1G20650.1," Symbols: PBL21, ASG5 "," ALTERED SEED GERMINATION 5, PBS1-Like 21 ", chr1:7158422-7160022 REVERSE LENGTH=381
1340,Dm_00002516-RA,3,AT3G03210.1, Symbols: AXY9 , ALTERED XYLOGLUCAN 9 , chr3:740987-742093 FORWARD LENGTH=368
6036,Dm_00012965-RA,3,AT2G37330.1, Symbols: ALS3 , ALUMINUM SENSITIVE 3 , chr2:15669190-15670172 FORWARD LENGTH=273
8138,Dm_00018513-RA,3,AT3G18440.1," Symbols: ALMT9, AtALMT9 ", aluminum-activated malate transporter 9 , chr3:6328181-6330652 FORWARD LENGTH=598
3818,Dm_00007670-RA,3,AT1G77380.1," Symbols: ATAAP3, AAP3 ", amino acid permease 3 , chr1:29075201-29077252 REVERSE LENGTH=476
8580,Dm_00019693-RA,3,AT4G33090.1," Symbols: APM1, ATAPM1 "," AMINOPEPTIDASE M1, aminopeptidase M1 ", chr4:15965915-15970418 REVERSE LENGTH=879
2505,Dm_00004895-RA,3,AT1G64780.1," Symbols: AMT1;2, ATAMT1;2 ", ammonium transporter 1;2 , chr1:24061021-24062565 REVERSE LENGTH=514
3890,Dm_00007805-RA,3,AT5G53860.1," Symbols: EMB2737, ANU7, EMB64 "," ANGULATA 7, EMBRYO DEFECTIVE 2737, EMBRYO DEFECTIVE 64 ", chr5:21865353-21868576 FORWARD LENGTH=402
1341,Dm_00002523-RA,3,AT4G38730.1," Symbols: ENOR3L1, AVI2H ", ANTIVIRAL RNAI-DEFECTIVE 2H , chr4:18080484-18082305 REVERSE LENGTH=326
5023,Dm_00010453-RA,3,AT3G54340.1," Symbols: AP3, ATAP3 ", APETALA 3 , chr3:20119428-20121087 REVERSE LENGTH=232
891,Dm_00001674-RA,3,AT3G48425.1, Symbols: APE1L , APEX1-like protein , chr3:17931910-17934493 FORWARD LENGTH=364
7031,Dm_00015494-RA,3,AT2G31440.2, Symbols: APH-1 , APH-1 , chr2:13399309-13400971 REVERSE LENGTH=250
2691,Dm_00005290-RA,3,AT1G78860.1, Symbols: GAL2 , apple domain lectin-2 , chr1:29646168-29647499 REVERSE LENGTH=443
5889,Dm_00012609-RA,3,AT5G18280.1," Symbols: ATAPY2, APY2 ", apyrase 2 , chr5:6050799-6054023 REVERSE LENGTH=472
2746,Dm_00005392-RA,3,AT4G38220.1, Symbols: AQI , aquaporin interactor , chr4:17925251-17926919 FORWARD LENGTH=430
2317,Dm_00004492-RA,3,AT1G65430.1," Symbols: ARI8, ATARI8 "," ARABIDOPSIS ARIADNE 8, ARIADNE 8 ", chr1:24301165-24306159 REVERSE LENGTH=567
93,Dm_00000173-RA,3,AT5G53560.1," Symbols: ATB5-A, CB5-E, ATCB5-E, B5 #2 "," ARABIDOPSIS CYTOCHROME B5 ISOFORM E, cytochrome B5 isoform E ", chr5:21759628-21760353 FORWARD LENGTH=134
443,Dm_00000841-RA,3,AT5G54800.1," Symbols: GPT1, ATGPT1 "," ARABIDOPSIS GLUCOSE 6-PHOSPHATE/PHOSPHATE TRANSLOCATOR 1, glucose 6-phosphate/phosphate translocator 1, Growing Plus-end Tracking 1 ", chr5:22261408-22263562 FORWARD LENGTH=388
4066,Dm_00008228-RA,3,AT5G54800.1," Symbols: GPT1, ATGPT1 "," ARABIDOPSIS GLUCOSE 6-PHOSPHATE/PHOSPHATE TRANSLOCATOR 1, glucose 6-phosphate/phosphate translocator 1, Growing Plus-end Tracking 1 ", chr5:22261408-22263562 FORWARD LENGTH=388
130,Dm_00000236-RA,3,AT5G16820.2," Symbols: HSFA1B, HSF3, ATHSF3, ATHSFA1B "," ARABIDOPSIS HEAT SHOCK FACTOR 3, CLASS A HEAT SHOCK FACTOR 1B, heat shock factor 3, ARABIDOPSIS THALIANA CLASS A HEAT SHOCK FACTOR 1B ", chr5:5530446-5532497 FORWARD LENGTH=481
7804,Dm_00017623-RA,3,AT3G12580.1," Symbols: HSP70, ATHSP70, HSC70-4 "," ARABIDOPSIS HEAT SHOCK PROTEIN 70, heat shock protein 70 ", chr3:3991487-3993689 REVERSE LENGTH=650
5286,Dm_00011115-RA,3,AT1G77000.2," Symbols: ATSKP2;2, SKP2B ", ARABIDOPSIS HOMOLOG OF HOMOLOG OF HUMAN SKP2 2 , chr1:28940888-28942401 FORWARD LENGTH=360
8644,Dm_00019881-RA,3,AT3G23620.1, Symbols: ARPF2 , Arabidopsis homolog of yeast Rpf2 , chr3:8480147-8481873 FORWARD LENGTH=314
1893,Dm_00003607-RA,3,AT2G37990.1, Symbols: ARRS1 , Arabidopsis homolog of yeast Rrs1 , chr2:15900713-15903028 FORWARD LENGTH=318
4628,Dm_00009483-RA,3,AT3G11940.2," Symbols: ATRPS5A, RPS5A, AML1 "," ARABIDOPSIS MINUTE-LIKE 1, ribosomal protein 5A, MEI2-like protein 1 ", chr3:3778175-3779354 REVERSE LENGTH=207
4792,Dm_00009873-RA,3,AT3G11940.2," Symbols: ATRPS5A, RPS5A, AML1 "," ARABIDOPSIS MINUTE-LIKE 1, ribosomal protein 5A, MEI2-like protein 1 ", chr3:3778175-3779354 REVERSE LENGTH=207
8892,Dm_00020735-RA,3,AT3G11940.2," Symbols: ATRPS5A, RPS5A, AML1 "," ARABIDOPSIS MINUTE-LIKE 1, ribosomal protein 5A, MEI2-like protein 1 ", chr3:3778175-3779354 REVERSE LENGTH=207
1008,Dm_00001862-RA,3,AT1G01720.1," Symbols: ATAF1, ANAC2, ANAC002 ", Arabidopsis NAC domain containing protein 2 , chr1:268471-269514 FORWARD LENGTH=289
3505,Dm_00007018-RA,3,AT1G01720.1," Symbols: ATAF1, ANAC2, ANAC002 ", Arabidopsis NAC domain containing protein 2 , chr1:268471-269514 FORWARD LENGTH=289
4956,Dm_00010258-RA,3,AT1G01720.1," Symbols: ATAF1, ANAC2, ANAC002 ", Arabidopsis NAC domain containing protein 2 , chr1:268471-269514 FORWARD LENGTH=289
3276,Dm_00006530-RA,3,AT4G27410.2," Symbols: ANAC72, AtRD26, RD26, ANAC072 "," Arabidopsis NAC domain containing protein 72, RESPONSIVE TO DESICCATION 26 ", chr4:13707928-13709013 REVERSE LENGTH=297
6289,Dm_00013600-RA,3,AT4G27410.2," Symbols: ANAC72, AtRD26, RD26, ANAC072 "," Arabidopsis NAC domain containing protein 72, RESPONSIVE TO DESICCATION 26 ", chr4:13707928-13709013 REVERSE LENGTH=297
3311,Dm_00006617-RA,3,AT4G33920.1, Symbols: APD5 , Arabidopsis Pp2c clade D 5 , chr4:16260876-16262703 FORWARD LENGTH=380
6458,Dm_00014002-RA,3,AT5G06750.3, Symbols: APD8 , Arabidopsis Pp2c clade D 8 , chr5:2086403-2088245 REVERSE LENGTH=393
6795,Dm_00014872-RA,3,AT1G61580.1," Symbols: RPL3B, ARP2 "," ARABIDOPSIS RIBOSOMAL PROTEIN 2, R-protein L3 B ", chr1:22720833-22722402 REVERSE LENGTH=390
5528,Dm_00011705-RA,3,AT2G33550.1, Symbols: ASR3 , ARABIDOPSIS SH4-RELATED3 , chr2:14210180-14211487 REVERSE LENGTH=314
3406,Dm_00006816-RA,3,AT3G24860.1, Symbols: AST1 , Arabidopsis SIP1 clade Trihelix1 , chr3:9073642-9074574 FORWARD LENGTH=310
2813,Dm_00005539-RA,3,AT4G35840.1, Symbols: ATL26 , Arabidopsis T####xicos en Levadura 26 , chr4:16981083-16982266 FORWARD LENGTH=236
7822,Dm_00017683-RA,3,AT4G35840.1, Symbols: ATL26 , Arabidopsis T####xicos en Levadura 26 , chr4:16981083-16982266 FORWARD LENGTH=236
2172,Dm_00004186-RA,3,AT2G42360.1, Symbols: ATL41 , Arabidopsis T####xicos en Levadura 41 , chr2:17640907-17641617 FORWARD LENGTH=236
3647,Dm_00007315-RA,3,AT2G18650.1," Symbols: ATL49, MEE16 "," Arabidopsis T####xicos en Levadura 49, maternal effect embryo arrest 16 ", chr2:8086860-8088131 REVERSE LENGTH=423
6190,Dm_00013345-RA,3,AT3G03550.1, Symbols: ATL51 , Arabidopsis T####xicos en Levadura 51 , chr3:850391-851461 REVERSE LENGTH=356
8887,Dm_00020722-RA,3,AT1G72220.1, Symbols: ATL54 , Arabidopsis T####xicos en Levadura 54 , chr1:27184388-27185629 REVERSE LENGTH=413
716,Dm_00001344-RA,3,AT2G27940.1, Symbols: ATL57 , Arabidopsis T####xicos en Levadura 57 , chr2:11897963-11898742 FORWARD LENGTH=237
7048,Dm_00015541-RA,3,AT1G53820.1, Symbols: ATL60 , Arabidopsis T####xicos en Levadura 60 , chr1:20091491-20092423 FORWARD LENGTH=310
4967,Dm_00010291-RA,3,AT1G22640.1," Symbols: ATMYB3, MYB3 "," ARABIDOPSIS THALIANA  MYB DOMAIN PROTEIN 3, myb domain protein 3 ", chr1:8006289-8007219 FORWARD LENGTH=257
8721,Dm_00020111-RA,3,AT1G27450.1," Symbols: APT1, ATAPT1 "," ARABIDOPSIS THALIANA ADENINE PHOSPHORIBOSYLTRANSFERASE 1, adenine phosphoribosyl transferase 1 ", chr1:9532042-9533807 FORWARD LENGTH=243
5216,Dm_00010948-RA,3,AT1G77120.1," Symbols: ADH1, ATADH, ADH, ATADH1 "," ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE, ALCOHOL DEHYDROGENASE, alcohol dehydrogenase 1 ", chr1:28975509-28977216 FORWARD LENGTH=379
5311,Dm_00011173-RA,3,AT1G77120.1," Symbols: ADH1, ATADH, ADH, ATADH1 "," ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE, ALCOHOL DEHYDROGENASE, alcohol dehydrogenase 1 ", chr1:28975509-28977216 FORWARD LENGTH=379
