Orthogroup	B_vulgaris.proteins	P_amilis.proteins
OG0000044	Bevul.2G143200.1.p, Bevul.2G143200.4.p, Bevul.2G143200.2.p, Bevul.2G143200.3.p	FUN_005250-T1
OG0000044	Bevul.9G080900.1.p, Bevul.9G080900.2.p	FUN_012688-T1
OG0000044	Bevul.5G238300.1.p	FUN_050905-T1
OG0000045	Bevul.2G135500.1.p, Bevul.7G096000.1.p, Bevul.8G197300.1.p	FUN_008915-T1, FUN_023500-T1, FUN_053058-T1, FUN_043753-T1, FUN_023687-T1
OG0000046	Bevul.9G172100.1.p	FUN_002274-T2, FUN_002274-T3, FUN_002274-T1, FUN_007518-T1
OG0000046	Bevul.6G085300.1.p	FUN_001154-T1, FUN_030219-T1
OG0000046	Bevul.8G193500.1.p, Bevul.8G193400.1.p	FUN_015529-T1, FUN_026427-T1
OG0000046	Bevul.6G116700.1.p	FUN_023782-T1, FUN_033699-T1, FUN_033699-T3, FUN_033699-T2
OG0000046	Bevul.2G218800.1.p, Bevul.2G218800.5.p, Bevul.2G218800.4.p, Bevul.2G218800.2.p, Bevul.2G218800.3.p, Bevul.2G218800.6.p, Bevul.2G218800.7.p	FUN_016469-T1, FUN_029956-T1
OG0000046	Bevul.9G205500.1.p, Bevul.9G205500.2.p	FUN_006307-T1
OG0000047	Bevul.6G072600.1.p	FUN_016927-T1, FUN_029662-T1
OG0000047	Bevul.8G084000.1.p	FUN_044316-T1
OG0000047	Bevul.6G205000.1.p, Bevul.9G121600.1.p	FUN_025284-T1
OG0000048	Bevul.7G007100.1.p, Bevul.7G006800.1.p, Bevul.9G163800.1.p	FUN_004047-T1, FUN_020331-T1, FUN_020329-T1, FUN_020334-T1
OG0000048	Bevul.7G006900.1.p, Bevul.7G007000.1.p	FUN_020328-T1, FUN_004032-T1, FUN_004039-T1, FUN_053006-T1, FUN_004044-T1
OG0000048	Bevul.9G163700.1.p	FUN_004042-T1, FUN_004048-T1
OG0000048	Bevul.7G007200.1.p	FUN_020326-T1, FUN_004031-T1
OG0000050	Bevul.6G212000.1.p, Bevul.9G063100.1.p, Bevul.2G118600.1.p	FUN_053084-T1
OG0000050	Bevul.6G054500.1.p, Bevul.3G141600.1.p, Bevul.3G044000.1.p	FUN_053188-T1, FUN_053188-T2
OG0000050	Bevul.4G082400.1.p	FUN_053296-T1
OG0000050	Bevul.4G069400.1.p, Bevul.1G145400.1.p	FUN_052997-T1
OG0000050	Bevul.2G039300.1.p, Bevul.7G166000.1.p, Bevul.2G109200.1.p, Bevul.4G056700.1.p, Bevul.8G140100.1.p, Bevul.7G019800.1.p, Bevul.5G071100.1.p, Bevul.4G184500.1.p, Bevul.9G012300.1.p, Bevul.7G031500.1.p, Bevul.1G041000.1.p	FUN_053004-T1
OG0000051	Bevul.2G130700.1.p, Bevul.4G060700.1.p, Bevul.6G180000.1.p, Bevul.9G062300.1.p, Bevul.4G085800.1.p, Bevul.6G105900.1.p, Bevul.6G177600.1.p, Bevul.8G033100.1.p	FUN_053064-T1, FUN_053028-T1, FUN_053327-T1, FUN_053002-T1, FUN_052994-T1, FUN_053000-T1, FUN_053202-T1, FUN_053270-T1, FUN_053137-T1, FUN_053195-T1, FUN_053159-T1, FUN_053268-T1, FUN_053116-T1, FUN_053040-T1, FUN_053305-T1, FUN_053253-T1
OG0000051	Bevul.5G196000.1.p	FUN_027836-T1
OG0000055	Bevul.6G201900.1.p	FUN_025259-T1, FUN_025259-T2
OG0000055	Bevul.3G152000.1.p	FUN_020259-T1
OG0000055	Bevul.6G037500.1.p	FUN_020601-T1
OG0000055	Bevul.7G220500.1.p, Bevul.7G123900.1.p	FUN_024965-T1
OG0000055	Bevul.7G124000.1.p	FUN_043526-T1, FUN_024966-T1
OG0000055	Bevul.4G037900.1.p	FUN_045967-T1, FUN_049882-T1
OG0000055	Bevul.8G057600.1.p	FUN_014867-T1
OG0000055	Bevul.7G220300.1.p	FUN_007699-T1
OG0000056	Bevul.4G202900.1.p	FUN_051500-T1
OG0000056	Bevul.8G133800.1.p, Bevul.8G133700.1.p, Bevul.8G133900.1.p, Bevul.8G133600.1.p	FUN_018752-T1, FUN_018752-T3, FUN_018752-T2, FUN_018753-T1, FUN_018754-T1, FUN_050304-T1, FUN_045992-T1, FUN_033038-T1, FUN_038724-T1, FUN_045993-T1, FUN_001040-T1
OG0000056	Bevul.5G169200.1.p, Bevul.1G056800.1.p, Bevul.6G155400.1.p, Bevul.6G155300.1.p, Bevul.3G205600.1.p, Bevul.3G206800.1.p, Bevul.3G171300.1.p, Bevul.3G171200.1.p, Bevul.3G171400.1.p, Bevul.3G171100.1.p, Bevul.3G216600.1.p	FUN_046643-T1, FUN_046644-T1, FUN_046645-T1, FUN_046646-T1
OG0000056	Bevul.9G148400.1.p, Bevul.1G122700.1.p, Bevul.1G121200.1.p, Bevul.1G121100.1.p	FUN_004783-T1, FUN_013626-T1, FUN_014936-T1
OG0000056	Bevul.7G009200.1.p, Bevul.7G009200.3.p, Bevul.7G009200.2.p	FUN_018366-T1
OG0000056	Bevul.7G009000.1.p	FUN_020318-T1
OG0000058	Bevul.7G198300.1.p	FUN_009655-T1, FUN_009655-T2
OG0000058	Bevul.7G030900.1.p, Bevul.7G030900.2.p, Bevul.7G030900.3.p	FUN_020519-T1, FUN_000927-T1
OG0000059	Bevul.1G077700.1.p, Bevul.1G077800.1.p	FUN_020456-T1
OG0000059	Bevul.3G108300.1.p, Bevul.4G207200.1.p, Bevul.4G207400.1.p	FUN_020369-T1, FUN_020373-T1, FUN_020369-T2, FUN_020377-T1, FUN_020374-T1
OG0000059	Bevul.8G204300.1.p, Bevul.8G204400.1.p	FUN_026705-T1
OG0000059	Bevul.5G092000.1.p, Bevul.9G227200.1.p, Bevul.9G227100.1.p, Bevul.4G160900.1.p	FUN_036105-T1, FUN_036107-T1, FUN_036112-T1, FUN_036129-T1, FUN_036113-T1, FUN_036123-T1, FUN_036122-T1, FUN_036124-T1, FUN_036130-T1, FUN_036128-T1, FUN_036114-T1, FUN_012167-T1, FUN_036111-T1, FUN_036108-T1, FUN_036106-T1, FUN_036101-T1, FUN_036102-T1, FUN_036102-T2, FUN_036098-T1, FUN_036099-T1, FUN_049926-T1, FUN_052447-T1
OG0000060	Bevul.9G085600.1.p, Bevul.2G113300.1.p, Bevul.5G158700.1.p, Bevul.6G112500.1.p, Bevul.3G135000.1.p, Bevul.2G050500.1.p, Bevul.6G192600.1.p, Bevul.1G032500.1.p, Bevul.6G224900.1.p, Bevul.2G017000.1.p, Bevul.9G096800.1.p, Bevul.1G082000.1.p, Bevul.7G051800.1.p, Bevul.2G125300.1.p, Bevul.4G094800.1.p, Bevul.5G182700.1.p, Bevul.2G234000.1.p, Bevul.5G136200.1.p, Bevul.3G152200.1.p, Bevul.3G185000.1.p, Bevul.8G086400.1.p, Bevul.6G063000.1.p, Bevul.8G098000.1.p, Bevul.7G155700.1.p, Bevul.3G150400.1.p, Bevul.2G136500.1.p, Bevul.3G161000.1.p, Bevul.5G158800.1.p, Bevul.9G084200.1.p, Bevul.4G140300.1.p, Bevul.7G174300.1.p, Bevul.4G135800.1.p, Bevul.6G178600.1.p, Bevul.7G075500.1.p, Bevul.1G030200.1.p, Bevul.6G164700.1.p, Bevul.1G030100.1.p, Bevul.8G107100.1.p, Bevul.7G151700.1.p, Bevul.9G069700.1.p, Bevul.7G057400.1.p, Bevul.5G087900.1.p, Bevul.5G114800.1.p, Bevul.5G092900.1.p, Bevul.1G103000.1.p, Bevul.5G227500.1.p, Bevul.6G137600.1.p, Bevul.4G111400.1.p, Bevul.4G143400.1.p, Bevul.9G051300.1.p, Bevul.8G151700.1.p, Bevul.2G048400.1.p, Bevul.7G080500.1.p, Bevul.4G113200.1.p, Bevul.6G129900.1.p, Bevul.1G069400.1.p, Bevul.3G132800.1.p, Bevul.6G103300.1.p, Bevul.8G063200.1.p, Bevul.6G115000.1.p, Bevul.4G085700.1.p, Bevul.4G106200.1.p, Bevul.1G049200.1.p, Bevul.6G110300.1.p, Bevul.6G149300.1.p	FUN_019328-T1
OG0000060	Bevul.7G086100.1.p	FUN_053291-T1
OG0000060	Bevul.6G152800.1.p, Bevul.2G147800.1.p	FUN_053171-T1
OG0000063	Bevul.9G094300.1.p	FUN_004978-T1
OG0000063	Bevul.9G094200.1.p	FUN_028019-T1, FUN_027976-T1
OG0000063	Bevul.9G094400.1.p	FUN_006651-T1
OG0000063	Bevul.7G222300.1.p, Bevul.7G222600.1.p, Bevul.7G222500.1.p	FUN_049359-T1
OG0000063	Bevul.2G185200.1.p, Bevul.2G185200.2.p	FUN_029304-T1
OG0000063	Bevul.2G185300.1.p	FUN_029314-T1
OG0000063	Bevul.2G185400.1.p	FUN_029317-T2, FUN_029317-T1, FUN_019005-T1
OG0000063	Bevul.7G222800.1.p	FUN_007710-T1
OG0000063	Bevul.2G184800.1.p	FUN_029311-T1, FUN_019002-T1, FUN_019000-T1, FUN_018999-T1
OG0000063	Bevul.2G184500.1.p, Bevul.2G184600.1.p, Bevul.2G184700.1.p	FUN_018998-T1
OG0000065	Bevul.3G163400.1.p	FUN_023948-T1, FUN_023949-T1, FUN_023951-T1, FUN_023953-T1, FUN_030381-T1
OG0000065	Bevul.4G077200.1.p, Bevul.4G077300.1.p	FUN_033117-T1
OG0000065	Bevul.7G117800.1.p, Bevul.7G117700.1.p	FUN_043594-T1
OG0000067	Bevul.9G057500.6.p, Bevul.9G057500.5.p, Bevul.9G057500.1.p, Bevul.9G057500.2.p, Bevul.9G057500.7.p, Bevul.9G057500.3.p, Bevul.9G057500.4.p	FUN_027482-T1
OG0000068	Bevul.3G027000.1.p	FUN_045069-T1, FUN_045070-T1
OG0000068	Bevul.8G060400.1.p	FUN_035301-T1
OG0000068	Bevul.8G072600.1.p, Bevul.8G072700.1.p, Bevul.8G072900.1.p, Bevul.8G060300.1.p	FUN_012468-T3, FUN_012468-T1, FUN_012468-T2
OG0000068	Bevul.3G137200.1.p	FUN_029024-T1
OG0000070	Bevul.6G213100.1.p, Bevul.2G233700.1.p	FUN_031965-T1, FUN_025355-T1, FUN_010235-T1
OG0000070	Bevul.7G207000.1.p	FUN_047896-T1, FUN_009640-T1
OG0000071	Bevul.7G142600.1.p	FUN_025121-T1, FUN_050310-T1
OG0000071	Bevul.3G015700.1.p	FUN_045262-T1
OG0000071	Bevul.7G048700.2.p, Bevul.7G048700.1.p	FUN_006200-T1
OG0000071	Bevul.3G133800.1.p	FUN_017402-T1
OG0000071	Bevul.3G170700.1.p	FUN_005720-T1
OG0000071	Bevul.7G121800.1.p	FUN_043533-T1, FUN_024955-T1, FUN_024955-T2
OG0000071	Bevul.6G171300.1.p	FUN_032036-T1
OG0000072	Bevul.6G096500.1.p	FUN_025445-T1
OG0000072	Bevul.4G070600.1.p	FUN_036489-T1
OG0000072	Bevul.4G241400.1.p	FUN_029141-T1
OG0000072	Bevul.1G173800.1.p	FUN_049826-T1
OG0000075	Bevul.4G135900.1.p, Bevul.9G089400.1.p, Bevul.8G054900.1.p, Bevul.2G092500.1.p, Bevul.3G164400.1.p, Bevul.9G123800.1.p, Bevul.9G020100.1.p, Bevul.4G078500.1.p, Bevul.9G131500.1.p, Bevul.5G150100.1.p, Bevul.9G030300.1.p, Bevul.4G073300.1.p, Bevul.1G068400.1.p, Bevul.8G073400.1.p, Bevul.1G092100.1.p, Bevul.6G175500.1.p, Bevul.6G178300.1.p, Bevul.4G107600.1.p, Bevul.1G102800.1.p, Bevul.8G145300.1.p, Bevul.4G096200.1.p, Bevul.7G096500.1.p, Bevul.7G033300.1.p, Bevul.4G097300.1.p, Bevul.2G079100.1.p, Bevul.7G123000.1.p, Bevul.2G091600.1.p, Bevul.4G082800.1.p, Bevul.1G037600.1.p, Bevul.4G058700.1.p, Bevul.6G128800.1.p, Bevul.1G083400.1.p, Bevul.4G014300.1.p, Bevul.8G114200.1.p, Bevul.8G141300.1.p, Bevul.3G140300.1.p, Bevul.2G081000.1.p, Bevul.1G016600.1.p, Bevul.5G200400.1.p, Bevul.3G129900.1.p, Bevul.4G131000.1.p, Bevul.2G062500.1.p, Bevul.7G087900.1.p, Bevul.1G003200.1.p, Bevul.9G047800.1.p, Bevul.8G071500.1.p, Bevul.1G074400.1.p, Bevul.6G099600.1.p, Bevul.5G073200.1.p, Bevul.4G101200.1.p, Bevul.7G113900.1.p, Bevul.6G120900.1.p, Bevul.4G142900.1.p, Bevul.8G070800.1.p, Bevul.3G140800.1.p, Bevul.8G087100.1.p, Bevul.2G091500.1.p	FUN_053122-T1, FUN_053198-T1
OG0000075	Bevul.9G081500.1.p	FUN_005764-T1
OG0000075	Bevul.7G079700.1.p, Bevul.6G120700.1.p	FUN_008706-T1, FUN_027892-T1, FUN_001397-T1
OG0000075	Bevul.2G100200.1.p	FUN_045957-T1, FUN_021737-T1, FUN_003060-T1, FUN_003439-T1, FUN_022639-T1, FUN_053322-T1, FUN_044507-T1
OG0000076	Bevul.7G121000.1.p	FUN_032437-T1, FUN_004161-T1, FUN_030217-T1, FUN_027898-T1
OG0000076	Bevul.9G093500.1.p	FUN_052590-T1, FUN_032879-T1, FUN_020273-T1, FUN_032942-T1, FUN_045100-T1, FUN_047103-T1, FUN_038886-T1, FUN_001158-T1, FUN_034641-T1, FUN_004883-T1, FUN_001989-T1, FUN_018147-T1, FUN_020267-T1, FUN_029677-T1, FUN_006263-T1, FUN_036010-T1, FUN_049769-T1, FUN_020684-T1, FUN_045843-T1, FUN_041680-T1, FUN_026563-T1, FUN_008655-T1, FUN_001810-T1, FUN_016859-T1, FUN_037603-T1, FUN_007989-T1, FUN_036065-T1, FUN_049253-T1, FUN_050980-T1, FUN_023822-T1, FUN_037806-T1, FUN_051438-T1, FUN_016257-T1, FUN_005236-T1, FUN_018146-T1, FUN_038753-T1, FUN_043921-T1, FUN_033899-T1, FUN_016695-T1, FUN_050571-T1, FUN_052464-T1
OG0000076	Bevul.7G097500.1.p	FUN_015273-T1, FUN_041773-T1, FUN_003908-T1, FUN_030844-T1
OG0000077	Bevul.9G139900.1.p	FUN_051914-T1, FUN_051913-T1
OG0000077	Bevul.9G140100.1.p, Bevul.9G140000.1.p	FUN_051934-T1, FUN_051915-T1, FUN_051916-T1
OG0000077	Bevul.9G139800.1.p	FUN_045694-T1, FUN_045693-T1, FUN_051940-T1
OG0000077	Bevul.2G047300.1.p	FUN_018829-T1
OG0000077	Bevul.4G245600.1.p	FUN_000256-T1
OG0000077	Bevul.3G177700.1.p, Bevul.3G177600.1.p	FUN_033024-T1
OG0000078	Bevul.7G129900.1.p	FUN_030618-T1
OG0000084	Bevul.6G022100.1.p, Bevul.8G147200.1.p	FUN_028502-T1, FUN_028512-T1
OG0000084	Bevul.8G147600.1.p, Bevul.8G147500.1.p, Bevul.8G147400.1.p, Bevul.8G147300.1.p, Bevul.8G191300.1.p	FUN_046448-T1, FUN_046447-T1, FUN_046444-T1, FUN_046450-T1, FUN_046449-T1, FUN_046445-T1
OG0000085	Bevul.8G140500.1.p	FUN_041708-T1, FUN_028183-T1
OG0000085	Bevul.7G169300.1.p	FUN_023955-T1
OG0000085	Bevul.7G169200.1.p	FUN_050067-T1, FUN_023959-T1
OG0000085	Bevul.2G000300.1.p	FUN_007810-T1
OG0000085	Bevul.2G120700.1.p	FUN_005979-T1, FUN_044617-T1
OG0000085	Bevul.4G250700.1.p	FUN_003118-T1
OG0000085	Bevul.5G108500.1.p	FUN_041849-T1
OG0000086	Bevul.1G040000.1.p	FUN_008349-T1, FUN_038722-T1, FUN_046396-T1, FUN_013719-T1, FUN_031517-T1, FUN_006350-T1, FUN_009845-T1, FUN_020553-T1, FUN_027733-T1, FUN_030320-T1, FUN_006375-T1, FUN_044264-T1, FUN_000010-T1, FUN_029413-T1, FUN_049656-T1, FUN_025350-T1, FUN_010757-T1, FUN_050847-T1, FUN_003075-T1, FUN_010243-T1, FUN_045452-T1, FUN_017228-T1, FUN_048532-T1, FUN_008138-T1, FUN_050350-T1, FUN_009674-T1, FUN_040774-T1, FUN_048952-T1, FUN_026036-T1, FUN_027476-T1, FUN_052542-T1, FUN_001152-T1, FUN_018530-T1, FUN_012347-T1, FUN_016933-T1, FUN_020048-T1, FUN_037128-T1, FUN_051380-T1, FUN_044562-T1, FUN_006559-T1, FUN_045650-T1, FUN_007757-T1, FUN_001297-T1, FUN_031274-T1, FUN_052567-T1, FUN_021869-T1, FUN_053155-T1, FUN_009350-T1, FUN_038601-T1, FUN_027835-T1, FUN_030993-T1, FUN_000411-T1, FUN_017348-T1, FUN_019993-T1, FUN_039821-T1, FUN_016719-T1, FUN_022341-T1, FUN_038873-T1, FUN_052727-T1, FUN_030382-T1, FUN_029623-T1, FUN_025124-T1, FUN_009134-T1, FUN_052998-T1, FUN_015963-T1, FUN_031560-T1, FUN_049191-T1, FUN_002617-T1, FUN_045093-T1, FUN_050765-T1, FUN_007931-T1, FUN_010404-T1, FUN_018624-T1, FUN_040801-T1, FUN_009164-T1, FUN_019493-T1, FUN_021401-T1, FUN_003173-T1, FUN_025972-T1, FUN_014644-T1, FUN_001036-T1, FUN_040559-T1, FUN_007684-T1, FUN_015478-T1, FUN_013702-T1, FUN_044117-T1, FUN_042660-T1, FUN_032509-T1, FUN_021882-T1, FUN_009965-T1, FUN_049887-T1, FUN_031126-T1, FUN_048242-T1, FUN_053070-T1, FUN_051164-T1, FUN_006620-T1, FUN_029012-T1, FUN_038561-T1, FUN_033690-T1, FUN_032183-T1, FUN_052124-T1, FUN_029990-T1, FUN_025122-T1, FUN_004188-T1, FUN_053204-T1, FUN_045884-T1, FUN_006102-T1, FUN_011227-T1, FUN_002936-T1, FUN_051122-T1, FUN_007754-T1, FUN_018015-T1, FUN_005945-T1, FUN_000594-T1, FUN_053143-T1, FUN_038001-T1, FUN_038131-T1, FUN_040308-T1, FUN_027006-T1, FUN_019325-T1, FUN_016852-T1, FUN_040895-T1, FUN_048069-T1, FUN_018416-T1, FUN_000343-T1
OG0000087	Bevul.3G206400.1.p	FUN_004476-T1, FUN_032711-T1
OG0000087	Bevul.2G043100.1.p	FUN_030789-T1
OG0000087	Bevul.2G042900.1.p	FUN_030788-T1, FUN_018859-T1
OG0000087	Bevul.2G042800.1.p	FUN_018863-T1, FUN_018862-T1, FUN_018860-T1, FUN_018865-T1, FUN_030787-T1
OG0000087	Bevul.1G116200.1.p	FUN_038676-T1, FUN_038676-T2
OG0000087	Bevul.6G246200.1.p	FUN_032390-T1, FUN_032390-T2, FUN_022969-T1
OG0000087	Bevul.5G203900.1.p	FUN_047495-T1, FUN_010957-T1
OG0000088	Bevul.4G082000.1.p	FUN_025362-T1, FUN_025362-T2, FUN_025363-T1, FUN_025363-T2
OG0000088	Bevul.4G081900.1.p	FUN_046755-T1, FUN_046754-T1
OG0000089	Bevul.9G199700.1.p	FUN_006211-T3, FUN_006211-T2, FUN_006211-T1, FUN_006211-T4
OG0000089	Bevul.2G018800.1.p	FUN_038467-T1, FUN_008746-T1, FUN_008390-T1, FUN_008390-T2, FUN_008390-T3, FUN_008390-T4
OG0000089	Bevul.8G186400.1.p	FUN_026304-T1
OG0000090	Bevul.4G177600.1.p	FUN_052301-T2, FUN_052301-T1
OG0000090	Bevul.6G147700.1.p, Bevul.6G173400.1.p	FUN_042832-T5, FUN_042832-T4, FUN_042832-T2, FUN_042832-T3, FUN_042832-T1, FUN_002964-T2, FUN_002964-T3, FUN_002964-T1, FUN_042833-T1, FUN_042833-T3, FUN_042833-T4, FUN_042833-T2
OG0000091	Bevul.3G230400.1.p	FUN_032283-T1, FUN_034071-T1
OG0000091	Bevul.3G229900.1.p, Bevul.3G229800.1.p	FUN_034072-T1, FUN_003535-T1
OG0000091	Bevul.1G099000.1.p, Bevul.1G098800.1.p	FUN_038181-T1
OG0000091	Bevul.5G151700.1.p, Bevul.5G151600.1.p	FUN_018772-T1, FUN_018773-T1
OG0000091	Bevul.2G055300.1.p, Bevul.2G055200.1.p	FUN_030891-T1, FUN_030890-T1, FUN_030889-T1, FUN_030888-T1, FUN_030887-T1, FUN_030892-T1
OG0000092	Bevul.5G086700.1.p, Bevul.5G086500.1.p, Bevul.5G086600.1.p	FUN_017551-T1, FUN_036306-T1, FUN_017552-T1, FUN_047116-T1
OG0000092	Bevul.2G192400.1.p	FUN_050902-T1, FUN_017541-T1
OG0000092	Bevul.9G149200.1.p, Bevul.9G105100.1.p	FUN_012616-T1
OG0000092	Bevul.3G109600.1.p, Bevul.3G088400.1.p	FUN_014331-T1
OG0000092	Bevul.9G185400.1.p, Bevul.9G185600.1.p	FUN_013995-T1, FUN_013984-T1
OG0000092	Bevul.5G086800.1.p	FUN_005023-T1, FUN_018581-T1, FUN_044125-T1
OG0000095	Bevul.7G228500.1.p	FUN_053310-T2, FUN_053310-T1
OG0000095	Bevul.6G047300.1.p	FUN_053071-T1, FUN_053071-T3, FUN_053071-T2, FUN_053071-T4
OG0000095	Bevul.4G035700.1.p	FUN_053289-T2, FUN_053289-T1
OG0000096	Bevul.6G093700.1.p, Bevul.6G094300.1.p, Bevul.6G093800.1.p, Bevul.6G093900.1.p, Bevul.6G094200.1.p	FUN_004754-T1, FUN_031243-T1, FUN_031242-T1, FUN_045233-T1
OG0000096	Bevul.6G094400.1.p, Bevul.6G094500.1.p, Bevul.6G120200.1.p	FUN_032549-T1, FUN_031248-T1, FUN_031250-T1
OG0000097	Bevul.5G215500.1.p	FUN_010778-T1
OG0000097	Bevul.8G067300.1.p	FUN_008459-T1
OG0000097	Bevul.4G007500.1.p, Bevul.4G009100.1.p, Bevul.4G009300.1.p, Bevul.4G009200.1.p, Bevul.4G006500.1.p, Bevul.4G008300.1.p, Bevul.4G008400.1.p, Bevul.4G008500.1.p, Bevul.7G126500.1.p	FUN_023814-T1
OG0000098	Bevul.1G023300.1.p	FUN_024139-T1
OG0000098	Bevul.3G212800.1.p	FUN_036291-T1
OG0000098	Bevul.7G197100.1.p	FUN_048014-T1
OG0000098	Bevul.5G030900.1.p	FUN_040838-T1
OG0000099	Bevul.6G102400.1.p	FUN_004255-T1
OG0000099	Bevul.6G246400.1.p, Bevul.6G101900.1.p	FUN_007844-T1, FUN_007845-T1
OG0000099	Bevul.6G102500.1.p	FUN_004319-T1, FUN_000816-T1, FUN_004293-T1
OG0000099	Bevul.7G136600.1.p, Bevul.6G080300.1.p, Bevul.6G080100.1.p, Bevul.6G080000.1.p, Bevul.7G136500.1.p	FUN_006143-T1, FUN_004278-T1, FUN_004291-T1, FUN_004281-T1, FUN_004285-T1, FUN_004252-T1, FUN_012557-T1, FUN_004277-T1, FUN_013003-T1, FUN_007545-T1, FUN_004218-T1, FUN_004273-T1, FUN_004257-T1, FUN_004271-T1, FUN_004244-T1
OG0000101	Bevul.8G134600.1.p, Bevul.6G002800.1.p, Bevul.1G107900.1.p, Bevul.4G032200.1.p	FUN_053190-T1
OG0000102	Bevul.1G039700.1.p, Bevul.8G011800.1.p, Bevul.8G011900.1.p, Bevul.8G012000.1.p	FUN_036782-T1, FUN_036783-T1
OG0000102	Bevul.8G011700.1.p	FUN_036786-T1
OG0000103	Bevul.4G072400.1.p	FUN_046694-T1, FUN_046694-T2
OG0000103	Bevul.4G093400.1.p	FUN_011723-T1, FUN_046785-T1
OG0000103	Bevul.8G030200.1.p	FUN_008761-T1, FUN_008761-T2
OG0000104	Bevul.7G018600.1.p	FUN_020265-T1
OG0000104	Bevul.7G018700.1.p	FUN_022997-T1
OG0000104	Bevul.9G234500.4.p, Bevul.9G234500.1.p, Bevul.9G234500.6.p, Bevul.9G234500.2.p, Bevul.9G234500.7.p, Bevul.9G234500.3.p, Bevul.9G234500.5.p, Bevul.9G234700.1.p, Bevul.9G234800.1.p	FUN_048807-T1, FUN_048810-T1, FUN_048813-T1, FUN_048812-T1, FUN_048811-T1, FUN_048808-T1, FUN_033750-T1
OG0000105	Bevul.4G003500.1.p	FUN_046429-T1, FUN_046432-T1
OG0000105	Bevul.7G031800.2.p, Bevul.7G031800.1.p	FUN_039134-T1
OG0000105	Bevul.7G230900.1.p	FUN_049962-T1
OG0000107	Bevul.6G135200.1.p	FUN_020121-T2, FUN_020121-T1
OG0000107	Bevul.6G135100.1.p	FUN_033480-T2, FUN_033480-T1, FUN_020090-T1
OG0000108	Bevul.8G206000.1.p, Bevul.4G117300.1.p, Bevul.9G172600.1.p	FUN_005434-T3, FUN_005434-T2, FUN_005434-T1, FUN_005432-T1, FUN_013601-T2, FUN_013601-T3, FUN_013601-T1
OG0000108	Bevul.8G078900.1.p	FUN_034902-T1
OG0000109	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p	FUN_050760-T1, FUN_002160-T1, FUN_002160-T2
OG0000109	Bevul.6G028900.1.p	FUN_031066-T1, FUN_025571-T1
OG0000109	Bevul.1G164200.1.p	FUN_038539-T1
OG0000110	Bevul.3G149500.1.p	FUN_020206-T1
OG0000110	Bevul.1G060000.1.p	FUN_043352-T1, FUN_027217-T1
OG0000112	Bevul.2G077600.1.p	FUN_048674-T1
OG0000113	Bevul.1G135600.1.p	FUN_036924-T1
OG0000113	Bevul.5G004000.1.p	FUN_040152-T1, FUN_040153-T1
OG0000113	Bevul.5G004200.1.p	FUN_040158-T1, FUN_040160-T1
OG0000113	Bevul.5G004300.1.p	FUN_040163-T1, FUN_040162-T1
OG0000113	Bevul.5G005400.1.p	FUN_040191-T1
OG0000114	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p	FUN_008529-T1, FUN_008532-T1, FUN_008538-T1, FUN_008540-T1
OG0000114	Bevul.8G062400.1.p	FUN_035476-T1, FUN_035471-T1
OG0000114	Bevul.8G062100.1.p	FUN_035477-T1, FUN_035473-T1, FUN_035478-T2, FUN_035478-T1, FUN_035478-T3
OG0000114	Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p	FUN_046590-T1, FUN_046591-T1, FUN_021823-T2, FUN_021823-T1
OG0000114	Bevul.9G088300.1.p	FUN_030024-T1, FUN_027385-T1
OG0000114	Bevul.8G062500.1.p	FUN_008517-T1, FUN_035468-T1
OG0000115	Bevul.3G216700.1.p	FUN_033974-T3, FUN_033974-T2, FUN_033974-T1, FUN_016159-T1
OG0000115	Bevul.5G258000.1.p	FUN_044854-T1, FUN_044847-T1, FUN_044852-T1, FUN_044855-T1, FUN_044853-T1, FUN_044851-T1
OG0000115	Bevul.3G216400.1.p	FUN_004395-T1, FUN_004390-T1
OG0000115	Bevul.4G166300.1.p, Bevul.4G166200.1.p	FUN_043606-T1, FUN_043605-T1
OG0000116	Bevul.7G210000.1.p	FUN_024579-T1
OG0000116	Bevul.5G013500.1.p	FUN_020145-T1, FUN_024580-T1, FUN_029945-T1, FUN_011257-T1
OG0000117	Bevul.3G100300.1.p	FUN_020513-T1
OG0000117	Bevul.8G125200.1.p, Bevul.8G125100.1.p	FUN_001316-T1, FUN_001319-T1, FUN_001321-T1, FUN_015683-T1
OG0000117	Bevul.8G194200.1.p, Bevul.2G080700.1.p, Bevul.7G058300.1.p, Bevul.7G058400.1.p	FUN_020368-T1, FUN_020378-T1
OG0000118	Bevul.7G094000.1.p	FUN_024743-T1
OG0000118	Bevul.3G044400.1.p	FUN_008995-T1
OG0000118	Bevul.6G031600.1.p	FUN_031123-T1
OG0000118	Bevul.9G136500.1.p	FUN_051972-T1
OG0000119	Bevul.8G042200.1.p	FUN_032783-T1, FUN_032786-T1, FUN_032789-T1, FUN_032784-T1, FUN_032788-T1, FUN_032787-T1
