Orthogroup	D_spatulata.proteins	L_sativa.proteins
OG0000098	Ds_00000511-RA	Lsat_1_v5_gn_9_46981.1, Lsat_1_v5_gn_9_46981.2, Lsat_1_v5_gn_8_30681.1, Lsat_1_v5_gn_2_9641.3, Lsat_1_v5_gn_2_9641.1
OG0000098	Ds_00001304-RA	Lsat_1_v5_gn_3_7300.2, Lsat_1_v5_gn_3_7300.1, Lsat_1_v5_gn_6_6441.1
OG0000099	Ds_00012557-RA	Lsat_1_v5_gn_8_26161.1
OG0000102	Ds_00005815-RA, Ds_00011097-RA, Ds_00000392-RA, Ds_00002262-RA, Ds_00010888-RA, Ds_00010889-RA, Ds_00017309-RA, Ds_00001972-RA, Ds_00013839-RA, Ds_00013837-RA, Ds_00011521-RA, Ds_00007139-RA, Ds_00006637-RA, Ds_00015393-RA, Ds_00006880-RA, Ds_00006881-RA, Ds_00011502-RA, Ds_00015916-RA	Lsat_1_v5_gn_7_22980.1, Lsat_1_v5_gn_8_116441.1, Lsat_1_v5_gn_8_116481.1, Lsat_1_v5_gn_8_116461.1, Lsat_1_v5_gn_8_116441.2, Lsat_1_v5_gn_8_116461.2, Lsat_1_v5_gn_4_158581.1, Lsat_1_v5_gn_8_63680.1, Lsat_1_v5_gn_3_42561.1
OG0000103	Ds_00007541-RA	Lsat_1_v5_gn_7_103281.1, Lsat_1_v5_gn_7_103301.1, Lsat_1_v5_gn_7_103301.2, Lsat_1_v5_gn_7_116101.1, Lsat_1_v5_gn_7_116101.2
OG0000103	Ds_00008775-RA	Lsat_1_v5_gn_2_108880.2, Lsat_1_v5_gn_2_108880.1
OG0000103	Ds_00015206-RA, Ds_00015118-RA	Lsat_1_v5_gn_7_19020.3, Lsat_1_v5_gn_7_19020.1
OG0000104	Ds_00015579-RA	Lsat_1_v5_gn_6_35741.3, Lsat_1_v5_gn_6_35741.2, Lsat_1_v5_gn_6_35741.1
OG0000105	Ds_00016593-RA, Ds_00001973-RA	Lsat_1_v5_gn_0_11801.1, Lsat_1_v5_gn_2_91441.1
OG0000105	Ds_00004427-RA, Ds_00011176-RA	Lsat_1_v5_gn_4_64081.1
OG0000105	Ds_00014085-RA	Lsat_1_v5_gn_5_1921.1, Lsat_1_v5_gn_7_114220.1
OG0000105	Ds_00008720-RA, Ds_00016969-RA	Lsat_1_v5_gn_1_48520.5, Lsat_1_v5_gn_1_48520.1
OG0000106	Ds_00012991-RA	Lsat_1_v5_gn_8_122340.1
OG0000107	Ds_00008559-RA	Lsat_1_v5_gn_3_62240.3, Lsat_1_v5_gn_3_62240.1
OG0000108	Ds_00017400-RA, Ds_00010757-RA, Ds_00015423-RA, Ds_00012364-RA	Lsat_1_v5_gn_9_6621.1
OG0000109	Ds_00000324-RA	Lsat_1_v5_gn_8_127960.2, Lsat_1_v5_gn_8_127960.1
OG0000109	Ds_00013208-RA	Lsat_1_v5_gn_2_78600.1
OG0000110	Ds_00010855-RA	Lsat_1_v5_gn_6_100980.1, Lsat_1_v5_gn_6_100980.3, Lsat_1_v5_gn_6_100980.4, Lsat_1_v5_gn_6_100940.2, Lsat_1_v5_gn_6_100940.3, Lsat_1_v5_gn_6_100940.1
OG0000110	Ds_00011944-RA	Lsat_1_v5_gn_1_5581.3
OG0000112	Ds_00016959-RA, Ds_00016949-RA	Lsat_1_v5_gn_8_26500.1, Lsat_1_v5_gn_9_42020.1, Lsat_1_v5_gn_9_18701.1, Lsat_1_v5_gn_3_105620.1, Lsat_1_v5_gn_0_15540.1, Lsat_1_v5_gn_7_82600.1, Lsat_1_v5_gn_7_67161.1, Lsat_1_v5_gn_3_13441.1
OG0000113	Ds_00004232-RA, Ds_00002603-RA	Lsat_1_v5_gn_6_21140.1
OG0000113	Ds_00016297-RA	Lsat_1_v5_gn_4_44640.1
OG0000113	Ds_00011325-RA	Lsat_1_v5_gn_3_1560.1, Lsat_1_v5_gn_1_127541.1, Lsat_1_v5_gn_1_127541.5, Lsat_1_v5_gn_1_127541.2, Lsat_1_v5_gn_3_320.1, Lsat_1_v5_gn_3_221.1, Lsat_1_v5_gn_7_47621.1
OG0000114	Ds_00015893-RA, Ds_00015892-RA	Lsat_1_v5_gn_7_20181.2, Lsat_1_v5_gn_7_20181.1, Lsat_1_v5_gn_7_20220.1, Lsat_1_v5_gn_7_20200.1
OG0000115	Ds_00009366-RA	Lsat_1_v5_gn_9_55720.3, Lsat_1_v5_gn_9_55720.1, Lsat_1_v5_gn_5_111240.3, Lsat_1_v5_gn_5_111240.1, Lsat_1_v5_gn_5_111280.2, Lsat_1_v5_gn_5_111280.1, Lsat_1_v5_gn_9_55780.1, Lsat_1_v5_gn_9_55760.1, Lsat_1_v5_gn_9_55820.1, Lsat_1_v5_gn_6_27021.1, Lsat_1_v5_gn_6_27021.2, Lsat_1_v5_gn_9_55800.1, Lsat_1_v5_gn_5_161580.3, Lsat_1_v5_gn_5_161580.1, Lsat_1_v5_gn_5_161560.2, Lsat_1_v5_gn_5_161560.1
OG0000115	Ds_00003925-RA, Ds_00003924-RA	Lsat_1_v5_gn_4_21321.1, Lsat_1_v5_gn_4_20821.1, Lsat_1_v5_gn_4_20821.3
OG0000116	Ds_00014709-RA, Ds_00000291-RA, Ds_00010066-RA, Ds_00010358-RA	Lsat_1_v5_gn_7_54561.1
OG0000117	Ds_00008529-RA	Lsat_1_v5_gn_8_44921.1, Lsat_1_v5_gn_2_45181.2, Lsat_1_v5_gn_2_45181.1, Lsat_1_v5_gn_4_27960.1, Lsat_1_v5_gn_4_144140.1, Lsat_1_v5_gn_4_63260.1, Lsat_1_v5_gn_1_120281.1
OG0000118	Ds_00011668-RA, Ds_00006827-RA	Lsat_1_v5_gn_7_116161.1
OG0000118	Ds_00015851-RA, Ds_00005679-RA	Lsat_1_v5_gn_6_86061.3
OG0000118	Ds_00002816-RA	Lsat_1_v5_gn_4_145581.1, Lsat_1_v5_gn_9_13560.1, Lsat_1_v5_gn_5_177320.1
OG0000120	Ds_00011028-RA	Lsat_1_v5_gn_5_164121.1, Lsat_1_v5_gn_8_75640.3, Lsat_1_v5_gn_8_75640.1
OG0000120	Ds_00011026-RA	Lsat_1_v5_gn_8_79201.3, Lsat_1_v5_gn_8_79201.1
OG0000120	Ds_00014982-RA	Lsat_1_v5_gn_4_46240.1
OG0000120	Ds_00015941-RA	Lsat_1_v5_gn_6_6340.1
OG0000121	Ds_00007035-RA	Lsat_1_v5_gn_4_133320.1, Lsat_1_v5_gn_4_133320.3
OG0000122	Ds_00007977-RA	Lsat_1_v5_gn_7_38301.3
OG0000122	Ds_00006648-RA	Lsat_1_v5_gn_5_80221.1, Lsat_1_v5_gn_3_84981.1, Lsat_1_v5_gn_8_105461.1, Lsat_1_v5_gn_4_44821.1, Lsat_1_v5_gn_1_5820.4, Lsat_1_v5_gn_5_152620.1, Lsat_1_v5_gn_1_110681.1
OG0000122	Ds_00016938-RA, Ds_00018075-RA	Lsat_1_v5_gn_4_147760.1, Lsat_1_v5_gn_1_5820.1, Lsat_1_v5_gn_1_88101.1, Lsat_1_v5_gn_5_152640.1, Lsat_1_v5_gn_8_6001.1, Lsat_1_v5_gn_8_6001.2, Lsat_1_v5_gn_1_110661.3, Lsat_1_v5_gn_1_110661.1
OG0000123	Ds_00017692-RA, Ds_00004523-RA	Lsat_1_v5_gn_4_147220.1
OG0000123	Ds_00005553-RA	Lsat_1_v5_gn_2_43780.1, Lsat_1_v5_gn_2_43780.2, Lsat_1_v5_gn_2_43681.1, Lsat_1_v5_gn_2_43681.2, Lsat_1_v5_gn_2_42941.3, Lsat_1_v5_gn_2_42941.1, Lsat_1_v5_gn_2_43721.1, Lsat_1_v5_gn_2_43721.2, Lsat_1_v5_gn_2_42881.1, Lsat_1_v5_gn_2_42860.3, Lsat_1_v5_gn_2_42860.1
OG0000124	Ds_00009554-RA	Lsat_1_v5_gn_5_113081.2
OG0000124	Ds_00015312-RA	Lsat_1_v5_gn_7_87201.1, Lsat_1_v5_gn_7_87241.1, Lsat_1_v5_gn_7_87261.1, Lsat_1_v5_gn_7_87261.2, Lsat_1_v5_gn_3_102200.1, Lsat_1_v5_gn_5_112981.1, Lsat_1_v5_gn_5_112981.3, Lsat_1_v5_gn_5_113041.2, Lsat_1_v5_gn_5_113041.1, Lsat_1_v5_gn_5_113081.5, Lsat_1_v5_gn_5_113081.1, Lsat_1_v5_gn_6_10780.1, Lsat_1_v5_gn_7_87281.1
OG0000124	Ds_00003136-RA	Lsat_1_v5_gn_7_67001.1
OG0000125	Ds_00004719-RA	Lsat_1_v5_gn_5_188520.1, Lsat_1_v5_gn_5_188520.4, Lsat_1_v5_gn_9_1760.2, Lsat_1_v5_gn_5_188500.1, Lsat_1_v5_gn_5_188500.3
OG0000125	Ds_00006202-RA	Lsat_1_v5_gn_5_39240.4, Lsat_1_v5_gn_5_39240.1, Lsat_1_v5_gn_5_39260.1
OG0000127	Ds_00000390-RA, Ds_00012730-RA	Lsat_1_v5_gn_9_4861.1
OG0000127	Ds_00017651-RA	Lsat_1_v5_gn_4_83181.1
OG0000128	Ds_00011307-RA, Ds_00008095-RA	Lsat_1_v5_gn_6_80201.3, Lsat_1_v5_gn_8_41000.1
OG0000129	Ds_00008115-RA	Lsat_1_v5_gn_6_99280.3
OG0000129	Ds_00014831-RA, Ds_00009085-RA	Lsat_1_v5_gn_6_99401.1, Lsat_1_v5_gn_6_99280.1, Lsat_1_v5_gn_6_99280.5, Lsat_1_v5_gn_6_99320.2, Lsat_1_v5_gn_6_99320.1
OG0000131	Ds_00008212-RA, Ds_00013324-RA	Lsat_1_v5_gn_5_136060.1
OG0000134	Ds_00015753-RA, Ds_00003473-RA, Ds_00007908-RA	Lsat_1_v5_gn_7_57401.2, Lsat_1_v5_gn_7_57401.4, Lsat_1_v5_gn_7_57401.3, Lsat_1_v5_gn_7_57401.1, Lsat_1_v5_gn_7_57281.3, Lsat_1_v5_gn_7_57281.1, Lsat_1_v5_gn_1_20861.1, Lsat_1_v5_gn_1_20721.1, Lsat_1_v5_gn_1_20721.3, Lsat_1_v5_gn_1_20661.1, Lsat_1_v5_gn_1_20761.1, Lsat_1_v5_gn_1_20761.2, Lsat_1_v5_gn_4_123961.1, Lsat_1_v5_gn_4_123961.2, Lsat_1_v5_gn_1_105701.1, Lsat_1_v5_gn_1_105701.2, Lsat_1_v5_gn_6_113640.1, Lsat_1_v5_gn_6_113620.1, Lsat_1_v5_gn_6_113620.2
OG0000135	Ds_00000458-RA, Ds_00012779-RA	Lsat_1_v5_gn_8_23180.1, Lsat_1_v5_gn_2_102701.1, Lsat_1_v5_gn_2_102701.2
OG0000136	Ds_00012310-RA	Lsat_1_v5_gn_4_72861.1, Lsat_1_v5_gn_4_72861.2, Lsat_1_v5_gn_4_40181.2, Lsat_1_v5_gn_4_40181.1, Lsat_1_v5_gn_8_137740.1
OG0000138	Ds_00015264-RA	Lsat_1_v5_gn_2_118460.1
OG0000138	Ds_00015496-RA	Lsat_1_v5_gn_5_169241.1, Lsat_1_v5_gn_9_24441.1
OG0000139	Ds_00013858-RA, Ds_00013856-RA	Lsat_1_v5_gn_2_116741.2, Lsat_1_v5_gn_2_116741.1, Lsat_1_v5_gn_2_116801.1, Lsat_1_v5_gn_2_116801.3, Lsat_1_v5_gn_2_116781.3, Lsat_1_v5_gn_2_116781.1, Lsat_1_v5_gn_2_119780.1, Lsat_1_v5_gn_2_116861.1, Lsat_1_v5_gn_9_40541.1, Lsat_1_v5_gn_9_40541.3, Lsat_1_v5_gn_2_119980.1, Lsat_1_v5_gn_2_119880.4
OG0000140	Ds_00002651-RA	Lsat_1_v5_gn_3_34461.1, Lsat_1_v5_gn_3_34421.3, Lsat_1_v5_gn_3_34361.1, Lsat_1_v5_gn_3_34401.1, Lsat_1_v5_gn_3_34361.3, Lsat_1_v5_gn_3_34421.1, Lsat_1_v5_gn_3_34441.3, Lsat_1_v5_gn_3_34441.1, Lsat_1_v5_gn_3_34300.1
OG0000143	Ds_00017988-RA, Ds_00009459-RA, Ds_00005378-RA, Ds_00009460-RA	Lsat_1_v5_gn_1_3740.1, Lsat_1_v5_gn_1_3821.3, Lsat_1_v5_gn_1_3821.1, Lsat_1_v5_gn_4_129720.1
OG0000144	Ds_00008018-RA	Lsat_1_v5_gn_7_79141.3, Lsat_1_v5_gn_7_79141.1, Lsat_1_v5_gn_5_105721.1
OG0000144	Ds_00008164-RA	Lsat_1_v5_gn_6_104420.1, Lsat_1_v5_gn_6_104420.3
OG0000144	Ds_00010956-RA, Ds_00003597-RA	Lsat_1_v5_gn_5_47341.1, Lsat_1_v5_gn_5_47341.3, Lsat_1_v5_gn_4_143260.1
OG0000145	Ds_00004600-RA	Lsat_1_v5_gn_4_36561.2, Lsat_1_v5_gn_4_36561.1, Lsat_1_v5_gn_4_36541.1
OG0000146	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA	Lsat_1_v5_gn_5_171121.1
OG0000146	Ds_00008350-RA	Lsat_1_v5_gn_2_28000.3, Lsat_1_v5_gn_2_28100.1, Lsat_1_v5_gn_2_28120.1, Lsat_1_v5_gn_2_28120.2, Lsat_1_v5_gn_2_28080.3, Lsat_1_v5_gn_2_28100.2, Lsat_1_v5_gn_2_120060.3, Lsat_1_v5_gn_2_120060.1
OG0000146	Ds_00006085-RA	Lsat_1_v5_gn_5_168220.1, Lsat_1_v5_gn_5_168220.5, Lsat_1_v5_gn_8_72460.1, Lsat_1_v5_gn_8_72460.3, Lsat_1_v5_gn_8_72420.1, Lsat_1_v5_gn_2_120081.1
OG0000147	Ds_00005844-RA	Lsat_1_v5_gn_6_45560.1, Lsat_1_v5_gn_6_45560.2, Lsat_1_v5_gn_6_45560.3, Lsat_1_v5_gn_2_100461.1, Lsat_1_v5_gn_2_100461.3, Lsat_1_v5_gn_2_100461.2
OG0000148	Ds_00010086-RA	Lsat_1_v5_gn_8_73841.1, Lsat_1_v5_gn_5_169401.1, Lsat_1_v5_gn_9_23680.1
OG0000148	Ds_00010778-RA	Lsat_1_v5_gn_8_85281.1, Lsat_1_v5_gn_5_154481.1
OG0000149	Ds_00012034-RA	Lsat_1_v5_gn_5_51821.3, Lsat_1_v5_gn_5_51821.1
OG0000149	Ds_00009210-RA	Lsat_1_v5_gn_3_129500.1
OG0000149	Ds_00006233-RA	Lsat_1_v5_gn_5_84180.2, Lsat_1_v5_gn_5_84180.1, Lsat_1_v5_gn_5_84180.3, Lsat_1_v5_gn_5_84981.2, Lsat_1_v5_gn_5_84981.3, Lsat_1_v5_gn_5_84981.1, Lsat_1_v5_gn_5_85041.2, Lsat_1_v5_gn_5_85041.1, Lsat_1_v5_gn_5_85041.3
OG0000149	Ds_00003858-RA	Lsat_1_v5_gn_7_10920.3, Lsat_1_v5_gn_7_10920.1, Lsat_1_v5_gn_7_10920.2
OG0000152	Ds_00014713-RA	Lsat_1_v5_gn_8_22980.1, Lsat_1_v5_gn_9_71400.1, Lsat_1_v5_gn_8_17840.1, Lsat_1_v5_gn_8_17800.1, Lsat_1_v5_gn_8_17780.1, Lsat_1_v5_gn_9_71381.2, Lsat_1_v5_gn_6_62541.1, Lsat_1_v5_gn_9_71381.1
OG0000152	Ds_00007505-RA	Lsat_1_v5_gn_1_64820.1, Lsat_1_v5_gn_1_64840.1, Lsat_1_v5_gn_0_37721.1, Lsat_1_v5_gn_9_22461.1, Lsat_1_v5_gn_1_65280.1, Lsat_1_v5_gn_2_63781.1, Lsat_1_v5_gn_1_66401.1, Lsat_1_v5_gn_1_64700.1, Lsat_1_v5_gn_1_64780.1, Lsat_1_v5_gn_1_64800.1
OG0000153	Ds_00010298-RA	Lsat_1_v5_gn_1_53800.1, Lsat_1_v5_gn_1_53800.3, Lsat_1_v5_gn_1_53800.2, Lsat_1_v5_gn_2_109681.3, Lsat_1_v5_gn_2_109681.2, Lsat_1_v5_gn_2_109681.1, Lsat_1_v5_gn_9_67940.3, Lsat_1_v5_gn_9_67940.2, Lsat_1_v5_gn_9_67940.1, Lsat_1_v5_gn_2_115161.1
OG0000153	Ds_00005175-RA	Lsat_1_v5_gn_7_96781.1, Lsat_1_v5_gn_7_96781.2, Lsat_1_v5_gn_5_122040.1, Lsat_1_v5_gn_5_1080.1
OG0000153	Ds_00014432-RA	Lsat_1_v5_gn_1_82020.1, Lsat_1_v5_gn_1_82020.3, Lsat_1_v5_gn_2_37460.1
OG0000154	Ds_00009050-RA	Lsat_1_v5_gn_0_27881.1
OG0000154	Ds_00009433-RA	Lsat_1_v5_gn_3_88401.1, Lsat_1_v5_gn_3_88401.3
OG0000155	Ds_00014910-RA, Ds_00004721-RA	Lsat_1_v5_gn_7_26981.1
OG0000156	Ds_00007972-RA	Lsat_1_v5_gn_8_67501.1
OG0000156	Ds_00003462-RA	Lsat_1_v5_gn_7_38881.2, Lsat_1_v5_gn_7_38881.1
OG0000156	Ds_00013706-RA, Ds_00008760-RA	Lsat_1_v5_gn_2_99420.1, Lsat_1_v5_gn_6_43981.1, Lsat_1_v5_gn_1_51660.1, Lsat_1_v5_gn_2_107241.3, Lsat_1_v5_gn_2_107241.1
OG0000159	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA	Lsat_1_v5_gn_0_14841.1, Lsat_1_v5_gn_0_14841.3, Lsat_1_v5_gn_0_14861.1, Lsat_1_v5_gn_0_14861.3
OG0000159	Ds_00004538-RA, Ds_00004525-RA, Ds_00004526-RA	Lsat_1_v5_gn_8_4320.1, Lsat_1_v5_gn_2_134960.1
OG0000160	Ds_00007481-RA	Lsat_1_v5_gn_2_641.1
OG0000160	Ds_00013430-RA	Lsat_1_v5_gn_8_112540.1, Lsat_1_v5_gn_8_112560.1, Lsat_1_v5_gn_2_73880.2, Lsat_1_v5_gn_2_73880.1, Lsat_1_v5_gn_2_73820.1
OG0000161	Ds_00008227-RA, Ds_00008230-RA, Ds_00004514-RA, Ds_00013396-RA	Lsat_1_v5_gn_2_69761.2, Lsat_1_v5_gn_2_69761.1
OG0000162	Ds_00008464-RA	Lsat_1_v5_gn_4_155840.1, Lsat_1_v5_gn_2_81040.1, Lsat_1_v5_gn_2_81040.3, Lsat_1_v5_gn_4_155900.1
OG0000162	Ds_00006516-RA	Lsat_1_v5_gn_8_40101.1
OG0000162	Ds_00005880-RA	Lsat_1_v5_gn_3_61620.3, Lsat_1_v5_gn_3_61760.3, Lsat_1_v5_gn_3_61760.1
OG0000163	Ds_00011543-RA	Lsat_1_v5_gn_8_91480.4
OG0000163	Ds_00001076-RA, Ds_00007815-RA	Lsat_1_v5_gn_8_91480.1
OG0000163	Ds_00006949-RA	Lsat_1_v5_gn_8_24921.1, Lsat_1_v5_gn_8_24921.2, Lsat_1_v5_gn_8_24921.3, Lsat_1_v5_gn_0_35700.4
OG0000164	Ds_00016899-RA, Ds_00000385-RA	Lsat_1_v5_gn_8_261.2, Lsat_1_v5_gn_8_261.1, Lsat_1_v5_gn_2_19760.3, Lsat_1_v5_gn_2_19760.1
OG0000164	Ds_00001238-RA	Lsat_1_v5_gn_1_61441.1, Lsat_1_v5_gn_6_117821.1
OG0000164	Ds_00007283-RA	Lsat_1_v5_gn_8_58281.2
OG0000168	Ds_00010005-RA	Lsat_1_v5_gn_5_65240.2, Lsat_1_v5_gn_5_65240.1
OG0000168	Ds_00006112-RA	Lsat_1_v5_gn_8_117061.1, Lsat_1_v5_gn_8_117061.3
OG0000169	Ds_00004019-RA	Lsat_1_v5_gn_8_3281.3, Lsat_1_v5_gn_8_3281.1, Lsat_1_v5_gn_2_16181.2, Lsat_1_v5_gn_2_16181.1
OG0000169	Ds_00003898-RA	Lsat_1_v5_gn_7_74080.3, Lsat_1_v5_gn_7_74080.1, Lsat_1_v5_gn_7_74040.1
OG0000170	Ds_00015508-RA	Lsat_1_v5_gn_5_169781.1, Lsat_1_v5_gn_5_169781.2, Lsat_1_v5_gn_9_24201.1
OG0000170	Ds_00016912-RA	Lsat_1_v5_gn_6_84920.1, Lsat_1_v5_gn_6_84920.3, Lsat_1_v5_gn_6_84920.2
OG0000170	Ds_00006258-RA, Ds_00006960-RA	Lsat_1_v5_gn_8_2800.1, Lsat_1_v5_gn_0_320.1
OG0000171	Ds_00014598-RA, Ds_00002404-RA, Ds_00000753-RA	Lsat_1_v5_gn_1_46781.1, Lsat_1_v5_gn_1_46781.3, Lsat_1_v5_gn_6_23641.2, Lsat_1_v5_gn_6_23641.1, Lsat_1_v5_gn_1_34721.1, Lsat_1_v5_gn_5_134561.2, Lsat_1_v5_gn_5_134561.1, Lsat_1_v5_gn_4_100980.1
OG0000179	Ds_00005952-RA	Lsat_1_v5_gn_9_66780.3, Lsat_1_v5_gn_9_66780.1
OG0000179	Ds_00010315-RA	Lsat_1_v5_gn_6_29440.1, Lsat_1_v5_gn_6_29440.3
OG0000179	Ds_00001438-RA, Ds_00013435-RA	Lsat_1_v5_gn_3_71621.1, Lsat_1_v5_gn_3_71621.3, Lsat_1_v5_gn_4_144421.1
OG0000180	Ds_00017730-RA	Lsat_1_v5_gn_8_163801.2, Lsat_1_v5_gn_8_163801.1, Lsat_1_v5_gn_5_190260.1, Lsat_1_v5_gn_5_190260.3, Lsat_1_v5_gn_5_190260.2
OG0000181	Ds_00017542-RA	Lsat_1_v5_gn_6_112901.1, Lsat_1_v5_gn_6_112901.3
OG0000181	Ds_00014418-RA	Lsat_1_v5_gn_7_77260.1, Lsat_1_v5_gn_5_69380.1
OG0000182	Ds_00010282-RA, Ds_00005977-RA	Lsat_1_v5_gn_8_19240.3, Lsat_1_v5_gn_8_19240.1, Lsat_1_v5_gn_8_19240.2, Lsat_1_v5_gn_1_64300.1, Lsat_1_v5_gn_2_98541.1, Lsat_1_v5_gn_2_114861.1, Lsat_1_v5_gn_2_109001.2, Lsat_1_v5_gn_2_109001.1, Lsat_1_v5_gn_2_108980.1, Lsat_1_v5_gn_2_108920.1
OG0000182	Ds_00008849-RA, Ds_00013004-RA	Lsat_1_v5_gn_3_47760.3, Lsat_1_v5_gn_3_47760.2, Lsat_1_v5_gn_3_47760.1, Lsat_1_v5_gn_8_123201.1
OG0000183	Ds_00012303-RA, Ds_00001174-RA	Lsat_1_v5_gn_1_53200.1, Lsat_1_v5_gn_1_53200.3, Lsat_1_v5_gn_6_31181.1, Lsat_1_v5_gn_6_31181.3, Lsat_1_v5_gn_6_31181.2, Lsat_1_v5_gn_8_133740.2, Lsat_1_v5_gn_8_133740.1, Lsat_1_v5_gn_3_38841.1, Lsat_1_v5_gn_3_38841.3
OG0000184	Ds_00006449-RA	Lsat_1_v5_gn_8_5760.3
OG0000184	Ds_00014554-RA	Lsat_1_v5_gn_9_8581.1, Lsat_1_v5_gn_8_92900.1, Lsat_1_v5_gn_5_183381.1, Lsat_1_v5_gn_5_182500.1
OG0000185	Ds_00003146-RA	Lsat_1_v5_gn_5_147080.3, Lsat_1_v5_gn_5_147080.1
OG0000185	Ds_00003193-RA	Lsat_1_v5_gn_6_65880.1
OG0000186	Ds_00004773-RA	Lsat_1_v5_gn_4_1361.2, Lsat_1_v5_gn_4_1361.3, Lsat_1_v5_gn_4_1361.1
OG0000187	Ds_00008058-RA	Lsat_1_v5_gn_0_2501.1
OG0000187	Ds_00008057-RA	Lsat_1_v5_gn_2_93180.2, Lsat_1_v5_gn_2_93180.1
OG0000189	Ds_00014158-RA	Lsat_1_v5_gn_9_27380.1, Lsat_1_v5_gn_0_12501.3, Lsat_1_v5_gn_0_12501.1, Lsat_1_v5_gn_0_12601.1
OG0000189	Ds_00003762-RA	Lsat_1_v5_gn_0_5800.6, Lsat_1_v5_gn_0_5800.3, Lsat_1_v5_gn_0_5800.5, Lsat_1_v5_gn_0_5800.4, Lsat_1_v5_gn_0_5800.1
OG0000191	Ds_00002682-RA, Ds_00009564-RA, Ds_00017337-RA, Ds_00009562-RA, Ds_00007625-RA, Ds_00009563-RA, Ds_00000808-RA, Ds_00011024-RA	Lsat_1_v5_gn_9_28081.2, Lsat_1_v5_gn_9_28081.1, Lsat_1_v5_gn_9_28061.1, Lsat_1_v5_gn_8_79221.1
OG0000192	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA	Lsat_1_v5_gn_6_39241.1, Lsat_1_v5_gn_6_39221.1, Lsat_1_v5_gn_6_38581.1, Lsat_1_v5_gn_6_39361.2, Lsat_1_v5_gn_6_39301.1, Lsat_1_v5_gn_6_39361.1, Lsat_1_v5_gn_6_50420.1, Lsat_1_v5_gn_7_43541.1, Lsat_1_v5_gn_1_74120.1
OG0000193	Ds_00013537-RA, Ds_00014382-RA	Lsat_1_v5_gn_5_111400.1
OG0000198	Ds_00010071-RA	Lsat_1_v5_gn_8_78021.1, Lsat_1_v5_gn_8_78000.1
OG0000198	Ds_00009858-RA	Lsat_1_v5_gn_5_89440.1
OG0000198	Ds_00003282-RA	Lsat_1_v5_gn_5_89440.2
OG0000199	Ds_00014671-RA	Lsat_1_v5_gn_2_117961.1
OG0000199	Ds_00007893-RA, Ds_00015747-RA, Ds_00004356-RA	Lsat_1_v5_gn_9_109041.1, Lsat_1_v5_gn_5_117540.1
OG0000199	Ds_00003361-RA	Lsat_1_v5_gn_8_69601.1, Lsat_1_v5_gn_7_56981.1
OG0000199	Ds_00012859-RA, Ds_00014801-RA	Lsat_1_v5_gn_8_93601.1, Lsat_1_v5_gn_8_93601.2, Lsat_1_v5_gn_3_108581.1
OG0000200	Ds_00016619-RA	Lsat_1_v5_gn_2_77800.1, Lsat_1_v5_gn_2_77840.1, Lsat_1_v5_gn_2_77840.3, Lsat_1_v5_gn_9_51240.1, Lsat_1_v5_gn_2_77780.1, Lsat_1_v5_gn_2_77740.1, Lsat_1_v5_gn_2_77740.2
OG0000200	Ds_00006108-RA, Ds_00006110-RA	Lsat_1_v5_gn_5_27160.1, Lsat_1_v5_gn_5_27160.3, Lsat_1_v5_gn_5_27140.1
OG0000201	Ds_00016810-RA, Ds_00008360-RA	Lsat_1_v5_gn_8_3141.2, Lsat_1_v5_gn_8_3141.1
OG0000201	Ds_00015640-RA	Lsat_1_v5_gn_7_22820.1
OG0000203	Ds_00003582-RA	Lsat_1_v5_gn_7_4761.1
OG0000206	Ds_00005530-RA	Lsat_1_v5_gn_6_50081.3, Lsat_1_v5_gn_6_50081.2, Lsat_1_v5_gn_6_50081.1
OG0000206	Ds_00004104-RA, Ds_00004103-RA	Lsat_1_v5_gn_2_35880.1, Lsat_1_v5_gn_2_35880.3
OG0000207	Ds_00007817-RA, Ds_00001074-RA	Lsat_1_v5_gn_9_8941.1, Lsat_1_v5_gn_9_8941.2, Lsat_1_v5_gn_5_181960.1
OG0000207	Ds_00009946-RA	Lsat_1_v5_gn_9_64661.1
OG0000207	Ds_00000933-RA	Lsat_1_v5_gn_1_55200.1, Lsat_1_v5_gn_6_31561.1
OG0000207	Ds_00008814-RA	Lsat_1_v5_gn_7_7281.1, Lsat_1_v5_gn_7_7281.3
