HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N3.HOG0000117	OG0000041	n92			AT2G31180.1, AT1G06180.1									
N3.HOG0000118	OG0000041	n96			AT5G49330.1, AT3G62610.1, AT2G47460.1					GmISU01.02G012700.1.p, GmISU01.10G013600.1.p				
N3.HOG0000119	OG0000041	n111								GmISU01.19G063300.1.p				
N3.HOG0000120	OG0000041	n118								GmISU01.03G215400.1.p, GmISU01.19G216600.1.p, GmISU01.16G020400.1.p, GmISU01.07G050100.1.p				
N3.HOG0000121	OG0000041	n137								GmISU01.13G081300.1.p, GmISU01.17G046000.1.p				
N3.HOG0000122	OG0000041	n153			AT3G13540.1					GmISU01.14G126000.1.p, GmISU01.13G013900.1.p				
N3.HOG0000123	OG0000041	n168			AT1G35515.1, AT4G09460.1									
N3.HOG0000124	OG0000042	n11			AT1G07440.2									
N3.HOG0000125	OG0000042	n12			AT2G29170.1									
N3.HOG0000126	OG0000042	n28								GmISU01.11G201500.2.p, GmISU01.11G201500.1.p, GmISU01.18G033000.1.p, GmISU01.11G201600.1.p, GmISU01.11G201700.1.p, GmISU01.11G200700.1.p				
N3.HOG0000127	OG0000042	n34			AT5G06060.1									
N3.HOG0000128	OG0000042	n72			AT2G29260.1					GmISU01.11G123500.1.p				
N3.HOG0000129	OG0000042	n95			AT2G29350.3, AT2G29350.1, AT2G29350.2, AT2G29290.2, AT2G29290.1, AT2G29360.1, AT2G29150.1, AT2G29370.1									
N3.HOG0000130	OG0000042	n111			AT1G07450.1, AT1G07440.1, AT2G30670.1, AT2G29330.1, AT2G29340.1, AT2G29340.2, AT2G29310.3, AT2G29310.4, AT2G29310.2, AT2G29310.1, AT2G29340.3, AT2G29340.4, AT2G29320.3, AT2G29300.2, AT2G29300.1, AT2G29320.2, AT2G29320.1									
N3.HOG0000131	OG0000042	n147								GmISU01.18G139600.1.p, GmISU01.07G119700.1.p, GmISU01.07G119850.1.p, GmISU01.18G139800.1.p				
N3.HOG0000132	OG0000042	n172								GmISU01.12G053900.1.p, GmISU01.12G053800.1.p, GmISU01.12G054000.1.p				
N3.HOG0000133	OG0000043	n4								GmISU01.01G151300.1.p				
N3.HOG0000134	OG0000043	n24			AT4G37310.1, AT5G67310.1, AT1G66540.2, AT1G66540.1, AT4G37360.1, AT4G37340.1, AT4G37370.1, AT4G37330.1, AT4G37320.1, AT3G28740.1, AT5G36220.1, AT5G36220.2, AT5G57220.1, AT4G37400.1, AT4G37410.1, AT4G37430.1					GmISU01.16G122100.1.p, GmISU01.08G081600.1.p, GmISU01.08G081700.1.p, GmISU01.11G046700.1.p				
N3.HOG0000135	OG0000043	n62			AT5G10610.1, AT5G10600.1									
N3.HOG0000136	OG0000044	n1			AT3G50700.1, AT5G66730.1					GmISU01.16G114600.1.p, GmISU01.02G052900.1.p, GmISU01.02G052700.1.p, GmISU01.01G138700.1.p				
N3.HOG0000137	OG0000044	n36								GmISU01.02G138600.2.p, GmISU01.02G138600.1.p				
N3.HOG0000138	OG0000044	n40			AT2G02080.6, AT2G02080.2, AT2G02080.4, AT2G02080.5, AT2G02080.3, AT2G02080.1, AT1G14580.1, AT1G14580.4, AT1G14580.3, AT1G14580.2, AT2G02070.2, AT2G02070.1					GmISU01.07G137500.3.p, GmISU01.07G137500.2.p, GmISU01.20G004500.4.p, GmISU01.20G004500.1.p				
N3.HOG0000139	OG0000044	n74			AT5G03150.1					GmISU01.13G111000.1.p, GmISU01.10G047500.1.p, GmISU01.10G047500.5.p, GmISU01.10G047500.3.p, GmISU01.10G047500.2.p, GmISU01.03G141300.1.p, GmISU01.19G144700.1.p				
N3.HOG0000140	OG0000044	n105			AT3G45260.2, AT3G45260.1									
N3.HOG0000141	OG0000044	n112			AT1G55110.1, AT1G55110.3, AT1G55110.2					GmISU01.13G308400.1.p, GmISU01.13G308400.2.p, GmISU01.15G023300.1.p, GmISU01.08G178900.1.p, GmISU01.07G008200.1.p				
N3.HOG0000142	OG0000044	n140			AT1G03840.2, AT1G03840.1					GmISU01.13G256200.1.p, GmISU01.12G173600.1.p, GmISU01.06G244000.1.p, GmISU01.12G103300.1.p				
N3.HOG0000143	OG0000044	n156			AT4G02670.1, AT4G02670.2					GmISU01.10G027900.1.p, GmISU01.02G129400.1.p, GmISU01.03G121000.1.p, GmISU01.19G125100.1.p				
N3.HOG0000144	OG0000045	n0			AT1G67020.1									
N3.HOG0000145	OG0000046	n3			AT4G34440.2, AT4G34440.1, AT1G49270.1, AT3G18810.1					GmISU01.04G012700.2.p, GmISU01.04G012700.1.p				
N3.HOG0000146	OG0000046	n39			AT2G18470.4, AT2G18470.2, AT2G18470.1, AT2G18470.3					GmISU01.11G060900.3.p, GmISU01.11G060900.1.p, GmISU01.01G137200.1.p, GmISU01.01G137200.2.p, GmISU01.11G060900.4.p, GmISU01.16G114300.1.p, GmISU01.02G052000.1.p				
N3.HOG0000147	OG0000046	n63			AT3G24550.1, AT3G24540.1					GmISU01.09G152400.1.p, GmISU01.07G077500.1.p				
N3.HOG0000148	OG0000046	n87			AT1G70450.1									
N3.HOG0000149	OG0000046	n89			AT1G68690.3, AT1G68690.1, AT1G68690.2, AT1G68690.4, AT1G26150.2, AT1G26150.1					GmISU01.01G073600.1.p, GmISU01.01G073600.4.p, GmISU01.01G073600.3.p, GmISU01.02G114200.1.p, GmISU01.16G084200.1.p				
N3.HOG0000150	OG0000046	n117			AT5G38560.1					GmISU01.08G235400.1.p, GmISU01.08G235400.2.p, GmISU01.18G222200.3.p, GmISU01.18G222200.1.p, GmISU01.18G222200.2.p				
N3.HOG0000151	OG0000046	n164			AT1G52290.2, AT1G52290.1					GmISU01.07G004100.1.p, GmISU01.07G004100.4.p				
N3.HOG0000152	OG0000047	n1			AT1G77950.1, AT1G77950.2, AT1G77950.4, AT1G77950.3, AT1G22130.1, AT1G77980.1					GmISU01.14G141000.1.p, GmISU01.13G059600.1.p				
N3.HOG0000153	OG0000047	n29			AT2G34440.1, AT3G66656.1									
N3.HOG0000154	OG0000047	n91								GmISU01.04G117050.1.p				
N3.HOG0000155	OG0000047	n153			AT5G62165.14									
N3.HOG0000156	OG0000048	n47								GmISU01.18G048900.1.p				
N3.HOG0000157	OG0000048	n50			AT3G51600.1, AT2G38540.1, AT2G38530.1, AT5G59310.1, AT5G59330.1, AT5G59320.1, AT3G51590.1					GmISU01.18G159300.1.p, GmISU01.09G232500.1.p, GmISU01.01G099400.1.p, GmISU01.03G035000.1.p, GmISU01.03G035300.1.p, GmISU01.03G035100.1.p, GmISU01.01G099300.1.p, GmISU01.03G035200.1.p, GmISU01.01G100900.1.p, GmISU01.03G031850.1.p, GmISU01.01G099200.1.p				
N3.HOG0000158	OG0000048	n71			AT4G33355.2, AT4G33355.1									
N3.HOG0000159	OG0000048	n134			AT2G18370.1					GmISU01.08G149600.1.p, GmISU01.15G220200.1.p				
N3.HOG0000160	OG0000048	n148			AT3G08770.2, AT3G08770.1, AT5G01870.1					GmISU01.18G162500.1.p, GmISU01.01G101100.1.p, GmISU01.03G031800.1.p				
N3.HOG0000161	OG0000048	n164								GmISU01.09G230100.1.p, GmISU01.18G162600.1.p				
N3.HOG0000162	OG0000049	n1								GmISU01.14G092500.1.p				
N3.HOG0000163	OG0000049	n75								GmISU01.10G088100.1.p, GmISU01.15G161800.1.p				
N3.HOG0000164	OG0000050	n110			AT1G21280.1									
N3.HOG0000165	OG0000051	n0								GmISU01.20G155800.1.p				
N3.HOG0000166	OG0000052	n148								GmISU01.15G204300.1.p				
N3.HOG0000167	OG0000055	n2			AT5G13160.1									
N3.HOG0000168	OG0000055	n14								GmISU01.20G206500.3.p, GmISU01.20G206500.2.p, GmISU01.20G206500.1.p, GmISU01.10G254500.3.p, GmISU01.10G254500.2.p				
N3.HOG0000169	OG0000055	n24								GmISU01.08G321900.5.p, GmISU01.08G321900.7.p, GmISU01.08G321900.6.p, GmISU01.08G321900.8.p				
N3.HOG0000170	OG0000055	n29			AT5G18610.1, AT5G18610.2, AT5G18610.3					GmISU01.13G183300.2.p, GmISU01.13G183300.1.p, GmISU01.15G089700.1.p				
N3.HOG0000171	OG0000055	n50								GmISU01.16G047400.1.p, GmISU01.19G073600.1.p, GmISU01.19G073600.3.p				
N3.HOG0000172	OG0000055	n61			AT1G07860.1					GmISU01.11G132900.1.p				
N3.HOG0000173	OG0000055	n70			AT3G07070.1					GmISU01.08G317200.1.p, GmISU01.18G129400.1.p				
N3.HOG0000174	OG0000055	n86			AT3G24790.2, AT3G24790.1, AT4G13190.4, AT4G13190.1, AT4G13190.3, AT4G13190.2, AT4G13190.5									
N3.HOG0000175	OG0000055	n98			AT3G20530.2, AT3G20530.1					GmISU01.14G023500.1.p, GmISU01.02G249200.1.p, GmISU01.08G279900.1.p				
N3.HOG0000176	OG0000055	n116			AT1G61860.1									
N3.HOG0000177	OG0000055	n142			AT5G02800.1					GmISU01.19G141500.1.p, GmISU01.03G138500.1.p, GmISU01.10G044300.1.p, GmISU01.13G108000.1.p				
N3.HOG0000178	OG0000055	n147			AT1G07870.1, AT1G07870.2					GmISU01.11G133000.1.p, GmISU01.12G067000.1.p				
N3.HOG0000179	OG0000056	n1			AT5G45910.1					GmISU01.13G198000.1.p, GmISU01.15G076000.1.p				
N3.HOG0000180	OG0000056	n11			AT2G27360.1, AT1G28610.1, AT1G28600.2, AT1G28600.1, AT1G28610.2, AT1G28590.1, AT1G31550.1, AT1G31550.2, AT1G28570.2, AT1G28570.3, AT1G28570.1, AT1G28580.1, AT1G28580.2, AT1G28650.1, AT1G28660.1, AT1G28660.2, AT1G28670.1, AT1G28640.1					GmISU01.15G075950.1.p, GmISU01.13G198100.1.p, GmISU01.13G198500.1.p, GmISU01.13G198200.1.p, GmISU01.15G075900.1.p, GmISU01.15G075800.1.p				
N3.HOG0000181	OG0000056	n70			AT5G03980.1									
N3.HOG0000182	OG0000058	n4								GmISU01.14G060200.3.p, GmISU01.14G060200.7.p, GmISU01.14G060200.2.p, GmISU01.14G060200.1.p, GmISU01.14G060200.6.p, GmISU01.14G060200.5.p, GmISU01.18G031400.1.p, GmISU01.18G031400.2.p, GmISU01.11G203500.1.p				
N3.HOG0000183	OG0000058	n45								GmISU01.10G095600.1.p, GmISU01.10G095700.1.p, GmISU01.14G060100.2.p, GmISU01.14G060100.1.p, GmISU01.14G060000.4.p, GmISU01.14G060000.3.p, GmISU01.14G060000.5.p, GmISU01.14G060000.1.p, GmISU01.14G059700.1.p, GmISU01.14G059900.2.p, GmISU01.14G059900.1.p, GmISU01.02G214200.1.p				
N3.HOG0000184	OG0000058	n67			AT5G59190.1, AT5G59100.1, AT3G46850.1, AT3G46840.1, AT5G58840.1, AT5G58840.3, AT5G58840.2, AT5G58820.1, AT5G58830.1, AT5G59090.3, AT5G59090.2, AT5G59090.1, AT5G59120.1, AT5G59130.2, AT5G59130.1, AT5G59130.4, AT5G59130.3, AT4G15040.1, AT4G15040.2									
N3.HOG0000185	OG0000058	n110			AT5G59110.1					GmISU01.03G016350.1.p				
N3.HOG0000186	OG0000058	n122			AT5G03620.2, AT5G03620.1					GmISU01.03G154000.1.p, GmISU01.10G061400.1.p				
N3.HOG0000187	OG0000058	n142			AT4G00230.1, AT4G00230.2					GmISU01.09G221400.1.p				
N3.HOG0000188	OG0000059	n30			AT1G16130.1, AT1G16150.1, AT1G79670.2, AT1G79670.1, AT1G16120.1, AT1G16160.1, AT1G16110.1, AT1G69730.1, AT1G79680.1, AT1G17910.1, AT1G16260.1, AT1G16260.2, AT1G16260.3									
N3.HOG0000189	OG0000059	n68								GmISU01.09G014100.1.p, GmISU01.09G014100.2.p, GmISU01.09G026600.1.p, GmISU01.09G026600.2.p, GmISU01.09G026500.1.p, GmISU01.09G026700.2.p, GmISU01.09G026700.3.p, GmISU01.09G026700.1.p, GmISU01.09G026400.1.p, GmISU01.09G026400.2.p, GmISU01.15G123800.1.p				
N3.HOG0000190	OG0000059	n125			AT1G16090.1					GmISU01.14G128300.1.p				
N3.HOG0000191	OG0000060	n101								GmISU01.12G106500.1.p				
N3.HOG0000192	OG0000060	n115								GmISU01.13G060900.1.p, GmISU01.09G052900.1.p				
N3.HOG0000193	OG0000060	n117								GmISU01.13G001300.1.p, GmISU01.08G145900.1.p, GmISU01.12G108300.1.p, GmISU01.14G131800.1.p, GmISU01.13G010500.2.p, GmISU01.13G010500.1.p, GmISU01.15G221100.1.p				
N3.HOG0000194	OG0000060	n124								GmISU01.19G038900.1.p, GmISU01.04G115650.1.p, GmISU01.01G083000.1.p, GmISU01.12G119700.1.p				
N3.HOG0000195	OG0000060	n127								GmISU01.17G003100.1.p, GmISU01.12G026300.1.p				
N3.HOG0000196	OG0000060	n129			ATMG00810.1									
N3.HOG0000197	OG0000060	n135								GmISU01.08G250300.1.p				
N3.HOG0000198	OG0000060	n138			ATMG00240.1					GmISU01.13G238100.1.p				
N3.HOG0000199	OG0000060	n139								GmISU01.08G242900.1.p, GmISU01.14G097800.1.p, GmISU01.18G128700.1.p				
N3.HOG0000200	OG0000063	n2								GmISU01.06G231900.1.p, GmISU01.12G110400.1.p, GmISU01.12G177500.1.p				
N3.HOG0000201	OG0000063	n36								GmISU01.09G232300.1.p, GmISU01.18G159500.1.p, GmISU01.09G232400.1.p, GmISU01.18G159400.1.p				
N3.HOG0000202	OG0000063	n45								GmISU01.18G051400.1.p, GmISU01.11G171500.1.p, GmISU01.02G197200.1.p, GmISU01.14G166700.1.p				
N3.HOG0000203	OG0000063	n68								GmISU01.03G034300.1.p, GmISU01.03G034200.1.p, GmISU01.03G034100.1.p, GmISU01.03G034000.1.p, GmISU01.03G033900.1.p, GmISU01.01G099700.1.p, GmISU01.03G033600.1.p, GmISU01.03G034400.1.p, GmISU01.01G099500.1.p, GmISU01.18G051300.1.p				
N3.HOG0000204	OG0000063	n86								GmISU01.14G049800.1.p				
N3.HOG0000205	OG0000063	n107			AT5G58390.1, AT5G58400.1					GmISU01.11G171200.1.p, GmISU01.18G051100.1.p				
N3.HOG0000206	OG0000063	n115			AT5G05340.1					GmISU01.14G049700.1.p, GmISU01.02G221000.1.p, GmISU01.04G179300.1.p, GmISU01.06G132800.1.p				
N3.HOG0000207	OG0000065	n2								GmISU01.04G088600.1.p				
N3.HOG0000208	OG0000065	n24								GmISU01.02G160000.1.p				
N3.HOG0000209	OG0000065	n31			AT2G29420.1									
N3.HOG0000210	OG0000065	n37			AT3G09270.1									
N3.HOG0000211	OG0000065	n74								GmISU01.07G123000.1.p, GmISU01.07G122800.1.p, GmISU01.07G122900.1.p, GmISU01.07G123100.1.p, GmISU01.18G142300.1.p, GmISU01.07G123401.1.p, GmISU01.07G123401.2.p, GmISU01.07G123600.1.p, GmISU01.18G142700.1.p, GmISU01.07G123300.1.p, GmISU01.07G123050.1.p, GmISU01.07G122700.1.p, GmISU01.07G123200.1.p, GmISU01.18G142400.1.p, GmISU01.03G054800.3.p, GmISU01.03G054800.1.p, GmISU01.01G082000.1.p, GmISU01.03G054700.1.p, GmISU01.01G081900.1.p				
N3.HOG0000212	OG0000065	n117								GmISU01.13G101600.1.p, GmISU01.13G101600.2.p, GmISU01.13G101700.1.p, GmISU01.13G011600.1.p				
N3.HOG0000213	OG0000065	n135								GmISU01.20G071000.1.p				
N3.HOG0000214	OG0000067	n5			AT5G60210.4, AT5G60210.2, AT5G60210.6, AT5G60210.5, AT5G60210.3, AT5G60210.1					GmISU01.11G134500.3.p, GmISU01.12G065600.6.p, GmISU01.12G065600.1.p, GmISU01.12G065600.5.p, GmISU01.12G065600.4.p, GmISU01.12G065600.9.p, GmISU01.12G065600.7.p, GmISU01.12G065600.3.p, GmISU01.12G065600.8.p, GmISU01.12G065600.10.p, GmISU01.12G065600.2.p, GmISU01.11G134500.2.p, GmISU01.11G134500.8.p, GmISU01.11G134500.9.p, GmISU01.11G134500.6.p, GmISU01.11G134500.5.p, GmISU01.11G134500.7.p, GmISU01.11G134500.4.p, GmISU01.11G134500.1.p, GmISU01.13G289000.1.p, GmISU01.13G289000.3.p, GmISU01.15G042100.2.p, GmISU01.15G042100.1.p				
N3.HOG0000215	OG0000067	n58								GmISU01.03G139900.2.p, GmISU01.03G139900.7.p, GmISU01.19G143200.21.p, GmISU01.19G143200.20.p, GmISU01.19G143200.18.p, GmISU01.19G143200.14.p, GmISU01.19G143200.5.p, GmISU01.19G143200.17.p, GmISU01.19G143200.13.p, GmISU01.19G143200.7.p, GmISU01.19G143200.10.p, GmISU01.19G143200.8.p, GmISU01.19G143200.3.p, GmISU01.19G143200.6.p, GmISU01.19G143200.4.p, GmISU01.19G143200.1.p, GmISU01.19G143200.15.p, GmISU01.19G143200.11.p, GmISU01.19G143200.12.p, GmISU01.19G143200.16.p, GmISU01.19G143200.19.p, GmISU01.19G143200.2.p, GmISU01.19G143200.9.p, GmISU01.10G045800.13.p, GmISU01.10G045800.3.p, GmISU01.10G045800.14.p, GmISU01.10G045800.8.p, GmISU01.10G045800.5.p, GmISU01.10G045800.4.p, GmISU01.10G045800.2.p, GmISU01.13G109300.3.p, GmISU01.13G109300.4.p, GmISU01.13G109300.5.p, GmISU01.13G109300.2.p, GmISU01.13G109300.1.p, GmISU01.10G045800.10.p, GmISU01.10G045800.7.p, GmISU01.10G045800.6.p, GmISU01.10G045800.12.p, GmISU01.10G045800.1.p, GmISU01.10G045800.11.p				
N3.HOG0000216	OG0000068	n23								GmISU01.09G050100.4.p, GmISU01.09G050100.1.p, GmISU01.09G050100.3.p, GmISU01.09G050100.6.p, GmISU01.09G050100.2.p, GmISU01.09G050100.5.p, GmISU01.15G146200.1.p				
N3.HOG0000217	OG0000068	n31			AT5G35810.1									
N3.HOG0000218	OG0000068	n40								GmISU01.01G011200.1.p, GmISU01.01G011200.2.p				
N3.HOG0000219	OG0000068	n47			AT5G35830.1, AT3G54070.1					GmISU01.09G049600.1.p, GmISU01.09G049600.4.p, GmISU01.09G049600.3.p, GmISU01.09G049600.5.p, GmISU01.15G145600.6.p, GmISU01.15G145600.5.p, GmISU01.15G145600.4.p, GmISU01.15G145600.3.p, GmISU01.15G145600.2.p, GmISU01.15G145600.7.p, GmISU01.15G145600.1.p, GmISU01.02G154000.1.p, GmISU01.02G154000.2.p				
N3.HOG0000220	OG0000070	n2								GmISU01.08G169400.1.p, GmISU01.08G169400.2.p, GmISU01.15G047200.4.p, GmISU01.15G047200.2.p, GmISU01.15G047200.1.p				
N3.HOG0000221	OG0000070	n12			AT5G09810.1					GmISU01.05G159700.1.p, GmISU01.08G135800.1.p, GmISU01.06G137400.2.p, GmISU01.06G137400.1.p, GmISU01.06G137400.3.p, GmISU01.04G175300.4.p, GmISU01.04G175300.3.p, GmISU01.04G175300.2.p, GmISU01.04G175300.1.p				
N3.HOG0000222	OG0000070	n55								GmISU01.02G150500.1.p, GmISU01.02G150500.3.p, GmISU01.02G150500.2.p, GmISU01.09G090200.4.p, GmISU01.09G090200.3.p, GmISU01.09G090200.2.p, GmISU01.19G114300.4.p, GmISU01.03G109300.1.p, GmISU01.11G127200.1.p, GmISU01.12G058000.3.p, GmISU01.12G058000.2.p, GmISU01.12G058000.1.p				
N3.HOG0000223	OG0000070	n68			AT3G12110.1					GmISU01.05G000900.2.p, GmISU01.19G000900.1.p, GmISU01.02G082600.1.p, GmISU01.18G233000.2.p, GmISU01.18G233000.1.p				
N3.HOG0000224	OG0000070	n92			AT5G59370.1, AT5G59370.2, AT3G46520.2, AT3G46520.1									
N3.HOG0000225	OG0000070	n97			AT2G37620.2, AT2G37620.4, AT2G37620.3, AT3G53750.1, AT3G53750.2, AT2G37620.1									
N3.HOG0000226	OG0000070	n107								GmISU01.15G036800.1.p, GmISU01.13G295000.1.p, GmISU01.15G036800.2.p, GmISU01.15G036800.3.p				
N3.HOG0000227	OG0000070	n115			AT3G18780.3, AT3G18780.2, AT1G49240.1, AT3G18780.1					GmISU01.05G000900.3.p, GmISU01.19G000900.2.p, GmISU01.05G000900.5.p				
N3.HOG0000228	OG0000071	n6			AT5G63180.1									
N3.HOG0000229	OG0000071	n9			AT4G24780.2, AT4G24780.1					GmISU01.05G040300.1.p, GmISU01.17G116400.1.p				
N3.HOG0000230	OG0000071	n20			AT3G27400.2, AT3G27400.1									
N3.HOG0000231	OG0000071	n36			AT3G53190.1					GmISU01.13G117400.1.p, GmISU01.03G146400.1.p				
N3.HOG0000232	OG0000071	n48			AT5G04310.1, AT5G04310.2, AT5G04310.3					GmISU01.10G235800.3.p, GmISU01.10G235800.1.p, GmISU01.20G080600.1.p, GmISU01.10G235800.4.p				
N3.HOG0000233	OG0000071	n75			AT4G13710.2, AT4G13710.1					GmISU01.20G053300.3.p, GmISU01.10G100300.1.p				
N3.HOG0000234	OG0000071	n96			AT3G07010.1, AT3G07010.2, AT5G48900.1, AT4G13210.2, AT4G13210.1, AT3G24670.1					GmISU01.18G131500.2.p				
N3.HOG0000235	OG0000071	n125			AT1G67750.1					GmISU01.18G011300.1.p				
N3.HOG0000236	OG0000072	n2			AT4G40040.3, AT4G40030.1					GmISU01.14G181200.1.p				
N3.HOG0000237	OG0000072	n17			AT4G40040.2, AT4G40030.4					GmISU01.17G222400.1.p, GmISU01.18G014200.1.p				
N3.HOG0000238	OG0000072	n28			AT5G10980.1					GmISU01.18G014300.1.p				
N3.HOG0000239	OG0000072	n32			AT4G40030.3					GmISU01.11G219900.1.p				
N3.HOG0000240	OG0000072	n33			AT4G40040.1									
N3.HOG0000241	OG0000072	n65			AT1G09200.1, AT5G10390.1									
N3.HOG0000242	OG0000072	n80			AT3G27360.1									
N3.HOG0000243	OG0000072	n84			AT5G65360.1									
N3.HOG0000244	OG0000072	n105			AT5G65350.1									
N3.HOG0000245	OG0000072	n110								GmISU01.11G119900.1.p, GmISU01.15G030600.1.p, GmISU01.15G188900.1.p, GmISU01.13G301200.2.p, GmISU01.13G144700.1.p, GmISU01.05G159600.1.p, GmISU01.08G225500.1.p, GmISU01.05G159500.1.p, GmISU01.18G209200.1.p, GmISU01.07G171900.1.p, GmISU01.08G211300.1.p, GmISU01.12G050400.1.p				
N3.HOG0000246	OG0000072	n128			AT1G75600.1									
N3.HOG0000247	OG0000073	n0								GmISU01.20G059450.1.p				
N3.HOG0000248	OG0000075	n9								GmISU01.13G004900.1.p				
N3.HOG0000249	OG0000075	n64			AT1G40390.1, AT1G43760.1									
N3.HOG0000250	OG0000075	n96								GmISU01.20G183200.1.p				
N3.HOG0000251	OG0000076	n4								GmISU01.01G085600.1.p				
N3.HOG0000252	OG0000076	n6								GmISU01.02G161800.1.p				
N3.HOG0000253	OG0000077	n4								GmISU01.19G116900.1.p				
N3.HOG0000254	OG0000077	n23			AT2G21100.1, AT2G21100.2					GmISU01.12G027800.1.p				
N3.HOG0000255	OG0000077	n79								GmISU01.01G097400.1.p, GmISU01.03G038300.1.p				
N3.HOG0000256	OG0000077	n83			AT3G58090.1					GmISU01.03G038600.1.p				
N3.HOG0000257	OG0000077	n94			AT1G55210.1, AT1G55210.2, AT3G13650.1, AT3G13662.1, AT5G49040.1, AT3G13660.1									
N3.HOG0000258	OG0000077	n105								GmISU01.02G148600.1.p				
N3.HOG0000259	OG0000077	n119								GmISU01.19G117100.1.p, GmISU01.19G117000.1.p, GmISU01.03G111800.1.p				
N3.HOG0000260	OG0000077	n123			AT5G42500.1, AT5G42510.1, AT1G22900.1, AT1G65870.1									
N3.HOG0000261	OG0000078	n33								GmISU01.13G088700.1.p				
N3.HOG0000262	OG0000078	n36								GmISU01.01G107400.1.p, GmISU01.01G107300.1.p, GmISU01.01G107000.1.p, GmISU01.01G106800.1.p, GmISU01.03G022300.1.p, GmISU01.03G022200.1.p, GmISU01.03G022100.1.p, GmISU01.01G107100.1.p, GmISU01.01G107200.1.p, GmISU01.01G107700.1.p				
N3.HOG0000263	OG0000078	n49			AT1G04645.1									
N3.HOG0000264	OG0000078	n52			AT5G12060.1, AT5G12070.1, AT3G17080.1, AT3G16970.1, AT3G16960.1, AT4G16195.1, AT4G24973.1, AT4G24975.1, AT4G24974.1									
N3.HOG0000265	OG0000078	n102			AT4G16295.1, AT4G29035.1									
N3.HOG0000266	OG0000078	n118			AT5G06020.1, AT5G06030.1, AT5G06040.1									
N3.HOG0000267	OG0000079	n2								GmISU01.13G281000.1.p				
N3.HOG0000268	OG0000079	n18			AT4G16740.3, AT4G16740.4, AT4G16740.2, AT4G16740.1, AT4G16730.1, AT4G16730.2, AT2G24210.1, AT3G25820.4, AT3G25820.3, AT3G25820.2, AT3G25830.1, AT3G25820.1, AT3G25810.1									
N3.HOG0000269	OG0000079	n106								GmISU01.12G091900.1.p, GmISU01.06G257000.1.p, GmISU01.09G098200.1.p, GmISU01.09G098200.2.p, GmISU01.09G098200.3.p, GmISU01.20G051500.1.p				
N3.HOG0000270	OG0000084	n32								GmISU01.08G169300.2.p, GmISU01.08G169300.3.p				
N3.HOG0000271	OG0000084	n67								GmISU01.01G141400.1.p, GmISU01.01G141300.1.p, GmISU01.11G057000.1.p, GmISU01.01G141500.1.p, GmISU01.07G229200.1.p, GmISU01.17G005900.1.p				
N3.HOG0000272	OG0000084	n99								GmISU01.18G071600.1.p, GmISU01.08G291300.1.p, GmISU01.18G071400.1.p, GmISU01.08G291400.1.p, GmISU01.08G291500.1.p, GmISU01.08G291600.1.p, GmISU01.07G138800.1.p, GmISU01.07G138800.2.p, GmISU01.20G005700.1.p, GmISU01.07G139500.2.p, GmISU01.07G139500.3.p, GmISU01.20G005600.1.p, GmISU01.09G233500.1.p, GmISU01.17G180900.1.p, GmISU01.14G106900.1.p, GmISU01.18G071500.1.p				
N3.HOG0000273	OG0000084	n120								GmISU01.02G198500.1.p				
N3.HOG0000274	OG0000085	n1			AT5G35580.2, AT5G35580.1, AT2G05940.1					GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p				
N3.HOG0000275	OG0000085	n24			AT2G26290.1					GmISU01.14G100600.1.p, GmISU01.17G188300.1.p, GmISU01.04G052700.1.p, GmISU01.06G051300.1.p				
N3.HOG0000276	OG0000085	n31			AT1G72540.1					GmISU01.07G036800.1.p, GmISU01.16G006900.1.p				
N3.HOG0000277	OG0000085	n53			AT5G01020.1					GmISU01.18G167400.1.p, GmISU01.09G225200.1.p				
N3.HOG0000278	OG0000085	n69			AT2G07180.1, AT2G07180.2					GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p				
N3.HOG0000279	OG0000085	n98			AT5G56460.1					GmISU01.08G115200.1.p, GmISU01.05G140100.1.p				
N3.HOG0000280	OG0000085	n114			AT1G61590.1					GmISU01.09G175400.1.p, GmISU01.01G114900.1.p, GmISU01.16G090400.1.p				
N3.HOG0000281	OG0000087	n1			AT3G57040.1, AT3G57040.2, AT2G07440.1, AT2G41310.1					GmISU01.03G097000.1.p, GmISU01.19G100600.1.p				
N3.HOG0000282	OG0000087	n48								GmISU01.13G165800.1.p, GmISU01.13G165800.2.p, GmISU01.15G197800.1.p, GmISU01.11G166800.1.p, GmISU01.04G113900.1.p				
N3.HOG0000283	OG0000087	n53								GmISU01.06G105300.1.p, GmISU01.04G204100.1.p, GmISU01.13G052700.2.p				
N3.HOG0000284	OG0000087	n64			AT2G40670.2, AT2G40670.1, AT3G56380.2, AT3G56380.1					GmISU01.06G130100.1.p, GmISU01.04G181700.2.p, GmISU01.04G181700.1.p, GmISU01.06G130100.2.p				
