HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N10.HOG0000227	OG0000052	n26					Bevul.2G027500.1.p, Bevul.1G145000.1.p, Bevul.8G101600.1.p, Bevul.9G088100.1.p, Bevul.4G102100.1.p, Bevul.5G110500.1.p							
N10.HOG0000228	OG0000055	n2		AH005218-RA, AH004572-RA			Bevul.6G201900.1.p							
N10.HOG0000229	OG0000055	n29		AH007027-RA			Bevul.3G152000.1.p							
N10.HOG0000230	OG0000055	n50					Bevul.6G037500.1.p							
N10.HOG0000231	OG0000055	n61		AH013063-RA			Bevul.7G220500.1.p, Bevul.7G123900.1.p							
N10.HOG0000232	OG0000055	n70					Bevul.7G124000.1.p							
N10.HOG0000233	OG0000055	n86		AH010394-RA										
N10.HOG0000234	OG0000055	n98					Bevul.4G037900.1.p							
N10.HOG0000235	OG0000055	n116					Bevul.8G057600.1.p							
N10.HOG0000236	OG0000055	n130					Bevul.2G111100.1.p, Bevul.2G111100.2.p							
N10.HOG0000237	OG0000055	n147					Bevul.7G220300.1.p							
N10.HOG0000238	OG0000056	n88		AH023488-RA										
N10.HOG0000239	OG0000056	n89		AH010523-RA			Bevul.4G202900.1.p							
N10.HOG0000240	OG0000056	n101					Bevul.8G133800.1.p, Bevul.8G133700.1.p, Bevul.8G133900.1.p, Bevul.8G133600.1.p							
N10.HOG0000241	OG0000056	n115		AH006697-RA			Bevul.5G169200.1.p, Bevul.1G056800.1.p, Bevul.6G155400.1.p, Bevul.6G155300.1.p, Bevul.3G205600.1.p, Bevul.3G206800.1.p, Bevul.3G171300.1.p, Bevul.3G171200.1.p, Bevul.3G171400.1.p, Bevul.3G171100.1.p, Bevul.3G216600.1.p							
N10.HOG0000242	OG0000056	n131		AH022868-RA, AH022873-RA, AH023487-RA, AH021120-RA			Bevul.9G148400.1.p, Bevul.1G122700.1.p, Bevul.1G121200.1.p, Bevul.1G121100.1.p							
N10.HOG0000243	OG0000056	n147		AH021732-RA, AH012484-RA			Bevul.7G009100.1.p							
N10.HOG0000244	OG0000056	n149		AH021731-RA, AH012482-RA			Bevul.7G009200.1.p, Bevul.7G009200.3.p, Bevul.7G009200.2.p							
N10.HOG0000245	OG0000056	n154					Bevul.7G009000.1.p							
N10.HOG0000246	OG0000058	n45					Bevul.2G147300.1.p, Bevul.2G147300.2.p, Bevul.2G147400.1.p							
N10.HOG0000247	OG0000058	n67					Bevul.7G198300.1.p							
N10.HOG0000248	OG0000058	n110		AH016699-RA, AH013757-RA, AH016050-RA										
N10.HOG0000249	OG0000058	n122		AH012624-RA			Bevul.7G030900.1.p, Bevul.7G030900.2.p, Bevul.7G030900.3.p							
N10.HOG0000250	OG0000058	n142					Bevul.1G123200.1.p							
N10.HOG0000251	OG0000059	n3		AH004860-RA			Bevul.1G077700.1.p, Bevul.1G077800.1.p							
N10.HOG0000252	OG0000059	n15		AH006349-RA, AH006347-RA, AH011674-RA			Bevul.3G108300.1.p							
N10.HOG0000253	OG0000059	n19		AH011171-RA			Bevul.4G207200.1.p							
N10.HOG0000254	OG0000059	n25		AH018362-RA, AH011169-RA, AH007432-RA			Bevul.4G207400.1.p							
N10.HOG0000255	OG0000059	n84		AH014450-RA			Bevul.8G204300.1.p							
N10.HOG0000256	OG0000059	n85		AH014451-RA			Bevul.8G204400.1.p							
N10.HOG0000257	OG0000059	n87		AH007433-RA			Bevul.4G210500.1.p							
N10.HOG0000258	OG0000059	n100		AH011189-RA, AH011195-RA, AH011191-RA										
N10.HOG0000259	OG0000059	n110		AH007426-RA										
N10.HOG0000260	OG0000059	n111		AH011192-RA, AH011196-RA, AH011193-RA, AH011201-RA										
N10.HOG0000261	OG0000059	n121					Bevul.5G092000.1.p, Bevul.9G227200.1.p, Bevul.9G227100.1.p, Bevul.4G160900.1.p							
N10.HOG0000262	OG0000060	n6					Bevul.4G032400.1.p, Bevul.6G106000.1.p, Bevul.1G069200.1.p, Bevul.4G140200.1.p, Bevul.2G183900.1.p, Bevul.2G179300.1.p, Bevul.5G113600.1.p, Bevul.9G154900.1.p, Bevul.7G122300.1.p, Bevul.7G087000.1.p, Bevul.6G130000.1.p, Bevul.3G157500.1.p, Bevul.9G041500.1.p							
N10.HOG0000263	OG0000060	n21					Bevul.9G085600.1.p, Bevul.2G113300.1.p, Bevul.5G158700.1.p, Bevul.6G112500.1.p, Bevul.3G135000.1.p, Bevul.2G050500.1.p, Bevul.6G192600.1.p, Bevul.1G032500.1.p, Bevul.6G224900.1.p, Bevul.2G017000.1.p, Bevul.9G096800.1.p, Bevul.1G082000.1.p, Bevul.7G051800.1.p, Bevul.2G125300.1.p, Bevul.4G094800.1.p, Bevul.5G182700.1.p, Bevul.2G234000.1.p, Bevul.5G136200.1.p, Bevul.3G152200.1.p, Bevul.3G185000.1.p, Bevul.8G086400.1.p, Bevul.6G063000.1.p, Bevul.8G098000.1.p, Bevul.7G155700.1.p, Bevul.3G150400.1.p, Bevul.2G136500.1.p, Bevul.3G161000.1.p, Bevul.5G158800.1.p, Bevul.9G084200.1.p, Bevul.4G140300.1.p, Bevul.7G174300.1.p, Bevul.4G135800.1.p, Bevul.6G178600.1.p, Bevul.7G075500.1.p, Bevul.1G030200.1.p, Bevul.6G164700.1.p, Bevul.1G030100.1.p, Bevul.8G107100.1.p, Bevul.7G151700.1.p, Bevul.9G069700.1.p, Bevul.7G057400.1.p, Bevul.5G087900.1.p, Bevul.5G114800.1.p, Bevul.5G092900.1.p, Bevul.1G103000.1.p, Bevul.5G227500.1.p, Bevul.6G137600.1.p, Bevul.4G111400.1.p, Bevul.4G143400.1.p, Bevul.9G051300.1.p, Bevul.8G151700.1.p, Bevul.2G048400.1.p, Bevul.7G080500.1.p, Bevul.4G113200.1.p, Bevul.6G129900.1.p, Bevul.1G069400.1.p, Bevul.3G132800.1.p, Bevul.6G103300.1.p, Bevul.8G063200.1.p, Bevul.6G115000.1.p, Bevul.4G085700.1.p, Bevul.4G106200.1.p, Bevul.1G049200.1.p, Bevul.6G110300.1.p, Bevul.6G149300.1.p							
N10.HOG0000264	OG0000060	n88					Bevul.8G022700.1.p							
N10.HOG0000265	OG0000060	n101					Bevul.7G086100.1.p							
N10.HOG0000266	OG0000060	n117					Bevul.3G145900.1.p							
N10.HOG0000267	OG0000060	n129					Bevul.6G152800.1.p, Bevul.2G147800.1.p							
N10.HOG0000268	OG0000060	n135					Bevul.7G048400.1.p							
N10.HOG0000269	OG0000060	n139					Bevul.1G063200.1.p, Bevul.9G077400.1.p, Bevul.1G057800.1.p, Bevul.1G013600.1.p							
N10.HOG0000270	OG0000063	n7		AH001425-RA			Bevul.9G094300.1.p							
N10.HOG0000271	OG0000063	n9		AH001424-RA			Bevul.9G094200.1.p							
N10.HOG0000272	OG0000063	n12					Bevul.9G094400.1.p							
N10.HOG0000273	OG0000063	n13					Bevul.9G094000.1.p, Bevul.9G094100.1.p							
N10.HOG0000274	OG0000063	n31		AH022436-RA			Bevul.7G222300.1.p, Bevul.7G222600.1.p, Bevul.7G222500.1.p							
N10.HOG0000275	OG0000063	n49		AH012497-RA			Bevul.7G010600.1.p, Bevul.7G010900.1.p, Bevul.7G010700.1.p, Bevul.7G010800.1.p							
N10.HOG0000276	OG0000063	n92		AH023171-RA			Bevul.2G185200.1.p, Bevul.2G185200.2.p							
N10.HOG0000277	OG0000063	n99		AH016307-RA										
N10.HOG0000278	OG0000063	n100		AH016306-RA			Bevul.2G185300.1.p							
N10.HOG0000279	OG0000063	n102					Bevul.2G185400.1.p							
N10.HOG0000280	OG0000063	n107					Bevul.7G222800.1.p							
N10.HOG0000281	OG0000063	n115		AH023173-RA, AH001423-RA, AH000423-RA, AH016304-RA, AH022434-RA			Bevul.2G184800.1.p							
N10.HOG0000282	OG0000063	n142		AH023174-RA										
N10.HOG0000283	OG0000063	n145		AH016303-RA			Bevul.2G184500.1.p, Bevul.2G184600.1.p							
N10.HOG0000284	OG0000063	n147		AH023175-RA			Bevul.2G184700.1.p							
N10.HOG0000285	OG0000065	n31					Bevul.7G197900.1.p, Bevul.4G193000.1.p							
N10.HOG0000286	OG0000065	n42		AH013518-RA			Bevul.7G110100.1.p, Bevul.7G148200.1.p							
N10.HOG0000287	OG0000065	n44		AH020188-RA			Bevul.3G163400.1.p							
N10.HOG0000288	OG0000065	n110		AH020229-RA			Bevul.4G077200.1.p, Bevul.4G077300.1.p							
N10.HOG0000289	OG0000065	n117		AH020228-RA										
N10.HOG0000290	OG0000065	n135		AH013022-RA			Bevul.7G117800.1.p, Bevul.7G117700.1.p							
N10.HOG0000291	OG0000067	n5		AH001311-RA			Bevul.9G057500.6.p, Bevul.9G057500.5.p, Bevul.9G057500.1.p, Bevul.9G057500.2.p, Bevul.9G057500.7.p, Bevul.9G057500.3.p, Bevul.9G057500.4.p							
N10.HOG0000292	OG0000067	n60		AH020385-RA, AH006767-RA			Bevul.7G062100.6.p, Bevul.7G062100.10.p, Bevul.7G062100.3.p, Bevul.7G062100.7.p, Bevul.7G062100.14.p, Bevul.7G062100.12.p, Bevul.7G062100.1.p, Bevul.7G062100.9.p, Bevul.7G062100.2.p, Bevul.7G062100.11.p, Bevul.7G062100.5.p, Bevul.7G062100.13.p, Bevul.7G062100.16.p, Bevul.7G062100.4.p, Bevul.7G062100.15.p, Bevul.7G062100.17.p, Bevul.7G062100.8.p							
N10.HOG0000293	OG0000067	n84		AH020386-RA										
N10.HOG0000294	OG0000068	n4		AH011897-RA			Bevul.3G027000.1.p							
N10.HOG0000295	OG0000068	n9		AH021520-RA			Bevul.8G060400.1.p							
N10.HOG0000296	OG0000068	n17		AH021522-RA			Bevul.8G072600.1.p							
N10.HOG0000297	OG0000068	n18		AH015036-RA			Bevul.8G072700.1.p							
N10.HOG0000298	OG0000068	n19		AH015035-RA			Bevul.8G060300.1.p							
N10.HOG0000299	OG0000068	n20		AH020117-RA			Bevul.3G137200.1.p							
N10.HOG0000300	OG0000070	n2		AH008914-RA, AH023567-RA			Bevul.1G170800.1.p							
N10.HOG0000301	OG0000070	n78		AH004919-RA, AH004504-RA			Bevul.6G213100.1.p							
N10.HOG0000302	OG0000070	n80		AH022950-RA			Bevul.2G233700.1.p							
N10.HOG0000303	OG0000070	n116		AH013681-RA			Bevul.7G207000.1.p							
N10.HOG0000304	OG0000070	n127		AH016471-RA										
N10.HOG0000305	OG0000071	n9		AH022369-RA, AH013559-RA			Bevul.7G142600.1.p							
N10.HOG0000306	OG0000071	n30		AH019943-RA			Bevul.3G015700.1.p							
N10.HOG0000307	OG0000071	n36		AH012735-RA			Bevul.7G048700.2.p, Bevul.7G048700.1.p							
N10.HOG0000308	OG0000071	n48		AH020129-RA			Bevul.3G133800.1.p							
N10.HOG0000309	OG0000071	n75		AH006941-RA, AH004025-RA, AH005525-RA			Bevul.3G170700.1.p							
N10.HOG0000310	OG0000071	n96		AH013047-RA			Bevul.7G121800.1.p							
N10.HOG0000311	OG0000071	n125		AH004886-RA			Bevul.6G171300.1.p							
N10.HOG0000312	OG0000072	n2		AH003759-RA, AH005866-RA			Bevul.6G096500.1.p							
N10.HOG0000313	OG0000072	n65		AH020159-RA, AH008035-RA			Bevul.4G070600.1.p							
N10.HOG0000314	OG0000072	n76					Bevul.4G070200.1.p							
N10.HOG0000315	OG0000072	n78					Bevul.4G241400.1.p							
N10.HOG0000316	OG0000072	n80		AH011844-RA										
N10.HOG0000317	OG0000072	n84					Bevul.6G033000.1.p							
N10.HOG0000318	OG0000072	n128					Bevul.1G173800.1.p							
N10.HOG0000319	OG0000075	n9					Bevul.4G135900.1.p, Bevul.9G089400.1.p, Bevul.8G054900.1.p, Bevul.2G092500.1.p, Bevul.3G164400.1.p, Bevul.9G123800.1.p, Bevul.9G020100.1.p, Bevul.4G078500.1.p, Bevul.9G131500.1.p, Bevul.5G150100.1.p, Bevul.9G030300.1.p, Bevul.4G073300.1.p, Bevul.1G068400.1.p, Bevul.8G073400.1.p, Bevul.1G092100.1.p, Bevul.6G175500.1.p, Bevul.6G178300.1.p, Bevul.4G107600.1.p, Bevul.1G102800.1.p, Bevul.8G145300.1.p, Bevul.4G096200.1.p, Bevul.7G096500.1.p, Bevul.7G033300.1.p, Bevul.4G097300.1.p, Bevul.2G079100.1.p, Bevul.7G123000.1.p, Bevul.2G091600.1.p, Bevul.4G082800.1.p, Bevul.1G037600.1.p, Bevul.4G058700.1.p, Bevul.6G128800.1.p, Bevul.1G083400.1.p, Bevul.4G014300.1.p, Bevul.8G114200.1.p, Bevul.8G141300.1.p, Bevul.3G140300.1.p, Bevul.2G081000.1.p, Bevul.1G016600.1.p, Bevul.5G200400.1.p, Bevul.3G129900.1.p, Bevul.4G131000.1.p, Bevul.2G062500.1.p, Bevul.7G087900.1.p, Bevul.1G003200.1.p, Bevul.9G047800.1.p, Bevul.8G071500.1.p, Bevul.1G074400.1.p, Bevul.6G099600.1.p, Bevul.5G073200.1.p, Bevul.4G101200.1.p, Bevul.7G113900.1.p, Bevul.6G120900.1.p, Bevul.4G142900.1.p, Bevul.8G070800.1.p, Bevul.3G140800.1.p							
N10.HOG0000320	OG0000075	n74					Bevul.8G087100.1.p							
N10.HOG0000321	OG0000075	n79					Bevul.2G091500.1.p							
N10.HOG0000322	OG0000075	n92					Bevul.5G109300.1.p, Bevul.5G141900.1.p							
N10.HOG0000323	OG0000075	n99					Bevul.9G081500.1.p							
N10.HOG0000324	OG0000075	n109					Bevul.7G079700.1.p, Bevul.6G120700.1.p							
N10.HOG0000325	OG0000075	n115					Bevul.2G100200.1.p							
N10.HOG0000326	OG0000076	n25		AH000848-RA, AH016383-RA, AH023797-RA, AH013574-RA, AH009513-RA, AH004741-RA			Bevul.7G121000.1.p							
N10.HOG0000327	OG0000076	n36					Bevul.9G093500.1.p							
N10.HOG0000328	OG0000076	n85					Bevul.7G097500.1.p							
N10.HOG0000329	OG0000077	n36					Bevul.9G139900.1.p							
N10.HOG0000330	OG0000077	n38					Bevul.9G140100.1.p, Bevul.9G140000.1.p							
N10.HOG0000331	OG0000077	n42					Bevul.9G139800.1.p							
N10.HOG0000332	OG0000077	n57		AH019349-RA			Bevul.2G047300.1.p							
N10.HOG0000333	OG0000077	n100		AH007662-RA, AH007663-RA			Bevul.4G245600.1.p							
N10.HOG0000334	OG0000077	n123		AH006889-RA			Bevul.3G177700.1.p, Bevul.3G177600.1.p							
N10.HOG0000335	OG0000078	n49					Bevul.1G103100.1.p, Bevul.9G153800.1.p							
N10.HOG0000336	OG0000078	n52		AH022838-RA			Bevul.2G206600.1.p, Bevul.2G206400.1.p, Bevul.2G206300.1.p, Bevul.2G206500.1.p							
N10.HOG0000337	OG0000078	n102					Bevul.7G129900.1.p, Bevul.4G007900.1.p, Bevul.2G061000.1.p, Bevul.2G060900.1.p, Bevul.4G008000.1.p							
N10.HOG0000338	OG0000079	n2		AH015194-RA			Bevul.8G067100.1.p							
N10.HOG0000339	OG0000079	n104		AH002054-RA			Bevul.4G206400.1.p							
N10.HOG0000340	OG0000080	n0					Bevul.5G085800.1.p							
N10.HOG0000341	OG0000084	n84					Bevul.6G022100.1.p, Bevul.8G147200.1.p							
N10.HOG0000342	OG0000084	n87					Bevul.8G147600.1.p, Bevul.8G147500.1.p, Bevul.8G147400.1.p, Bevul.8G147300.1.p, Bevul.8G191300.1.p							
N10.HOG0000343	OG0000085	n1		AH014594-RA, AH021106-RA			Bevul.8G140500.1.p							
N10.HOG0000344	OG0000085	n42		AH013377-RA			Bevul.7G169300.1.p							
N10.HOG0000345	OG0000085	n44		AH013378-RA			Bevul.7G169200.1.p							
N10.HOG0000346	OG0000085	n53		AH021680-RA			Bevul.2G000300.1.p							
N10.HOG0000347	OG0000085	n69		AH015892-RA, AH017005-RA			Bevul.2G120700.1.p							
N10.HOG0000348	OG0000085	n98					Bevul.4G250700.1.p							
N10.HOG0000349	OG0000085	n114		AH018522-RA			Bevul.5G108500.1.p							
N10.HOG0000350	OG0000086	n0					Bevul.1G040000.1.p							
N10.HOG0000351	OG0000087	n1		AH006703-RA, AH020455-RA			Bevul.3G206400.1.p							
N10.HOG0000352	OG0000087	n35		AH019163-RA, AH015676-RA			Bevul.2G043100.1.p							
N10.HOG0000353	OG0000087	n38					Bevul.2G042900.1.p							
N10.HOG0000354	OG0000087	n40		AH019164-RA, AH015677-RA			Bevul.2G042800.1.p							
N10.HOG0000355	OG0000087	n53					Bevul.1G116200.1.p							
N10.HOG0000356	OG0000087	n64					Bevul.2G027900.1.p							
N10.HOG0000357	OG0000087	n81		AH015391-RA, AH008860-RA, AH019285-RA, AH015392-RA										
N10.HOG0000358	OG0000087	n86		AH004659-RA			Bevul.6G246200.1.p							
N10.HOG0000359	OG0000087	n106		AH017338-RA			Bevul.5G203900.1.p							
N10.HOG0000360	OG0000088	n12		AH007982-RA			Bevul.4G082000.1.p							
N10.HOG0000361	OG0000088	n17					Bevul.4G081800.1.p, Bevul.4G081700.1.p, Bevul.4G081900.1.p							
N10.HOG0000362	OG0000088	n99		AH002003-RA, AH000992-RA			Bevul.9G197700.2.p, Bevul.9G197700.3.p, Bevul.9G197700.1.p, Bevul.9G197700.4.p, Bevul.9G197700.5.p, Bevul.9G197700.6.p, Bevul.9G197700.7.p							
N10.HOG0000363	OG0000088	n107		AH014780-RA			Bevul.8G074400.1.p							
N10.HOG0000364	OG0000089	n15		AH002040-RA			Bevul.9G199700.1.p							
N10.HOG0000365	OG0000089	n90		AH019224-RA, AH019223-RA			Bevul.2G018800.1.p							
N10.HOG0000366	OG0000089	n104		AH014168-RA			Bevul.8G186400.1.p							
N10.HOG0000367	OG0000090	n9		AH003790-RA										
N10.HOG0000368	OG0000090	n15		AH010641-RA			Bevul.4G177600.1.p							
N10.HOG0000369	OG0000090	n53		AH005307-RA			Bevul.6G147700.1.p							
N10.HOG0000370	OG0000090	n84		AH004871-RA, AH004467-RA			Bevul.6G173400.1.p							
N10.HOG0000371	OG0000091	n23		AH020558-RA			Bevul.3G230400.1.p							
N10.HOG0000372	OG0000091	n26		AH020560-RA			Bevul.3G229900.1.p, Bevul.3G229800.1.p							
N10.HOG0000373	OG0000091	n34					Bevul.8G117100.1.p							
N10.HOG0000374	OG0000091	n53		AH016466-RA			Bevul.2G233100.1.p							
N10.HOG0000375	OG0000091	n76		AH021178-RA, AH000644-RA			Bevul.7G053900.1.p							
N10.HOG0000376	OG0000091	n90		AH008758-RA			Bevul.1G098700.1.p							
N10.HOG0000377	OG0000091	n91		AH008757-RA			Bevul.1G099000.1.p, Bevul.1G098800.1.p							
N10.HOG0000378	OG0000091	n95		AH019221-RA, AH019219-RA			Bevul.5G151700.1.p, Bevul.5G151600.1.p							
N10.HOG0000379	OG0000091	n100					Bevul.2G055300.1.p, Bevul.2G055200.1.p							
N10.HOG0000380	OG0000091	n107		AH001608-RA, AH008756-RA, AH008759-RA, AH019220-RA										
N10.HOG0000381	OG0000092	n8					Bevul.5G086700.1.p, Bevul.5G086500.1.p, Bevul.5G086600.1.p							
N10.HOG0000382	OG0000092	n37		AH002167-RA			Bevul.9G149200.1.p, Bevul.9G105100.1.p							
N10.HOG0000383	OG0000092	n45					Bevul.3G109600.1.p, Bevul.3G088400.1.p							
N10.HOG0000384	OG0000092	n47					Bevul.9G185400.1.p, Bevul.9G185600.1.p							
N10.HOG0000385	OG0000092	n52		AH006375-RA										
N10.HOG0000386	OG0000092	n63		AH010573-RA, AH012303-RA										
N10.HOG0000387	OG0000092	n70		AH016633-RA			Bevul.5G086800.1.p							
N10.HOG0000388	OG0000092	n101		AH021997-RA										
N10.HOG0000389	OG0000092	n103		AH012260-RA										
N10.HOG0000390	OG0000092	n120					Bevul.2G014200.1.p, Bevul.2G012200.1.p							
N10.HOG0000391	OG0000093	n18		AH013659-RA										
N10.HOG0000392	OG0000093	n21		AH010915-RA										
N10.HOG0000393	OG0000093	n45		AH007680-RA, AH007681-RA										
N10.HOG0000394	OG0000095	n12		AH013260-RA			Bevul.7G228500.1.p							
N10.HOG0000395	OG0000095	n61		AH006304-RA			Bevul.6G047300.1.p							
N10.HOG0000396	OG0000095	n90		AH010162-RA			Bevul.4G035700.1.p							
N10.HOG0000397	OG0000096	n75		AH005894-RA			Bevul.6G093700.1.p, Bevul.6G094300.1.p, Bevul.6G093800.1.p, Bevul.6G093900.1.p, Bevul.6G094200.1.p							
N10.HOG0000398	OG0000096	n84					Bevul.6G094400.1.p, Bevul.6G094500.1.p, Bevul.6G120200.1.p							
N10.HOG0000399	OG0000096	n89		AH001835-RA										
N10.HOG0000400	OG0000097	n1		AH017957-RA			Bevul.5G215500.1.p							
N10.HOG0000401	OG0000097	n16		AH006658-RA, AH014154-RA										
N10.HOG0000402	OG0000097	n46		AH009806-RA, AH009803-RA, AH009808-RA, AH009820-RA, AH009797-RA, AH009800-RA, AH009810-RA, AH009805-RA, AH009802-RA, AH009809-RA, AH009816-RA, AH009798-RA										
N10.HOG0000403	OG0000097	n70		AH021560-RA			Bevul.8G067300.1.p							
N10.HOG0000404	OG0000097	n78		AH010510-RA, AH010508-RA, AH010504-RA										
N10.HOG0000405	OG0000097	n81		AH009815-RA										
N10.HOG0000406	OG0000097	n87		AH014933-RA, AH010507-RA, AH010512-RA, AH010506-RA, AH010515-RA, AH010503-RA, AH010513-RA, AH004608-RA, AH009799-RA, AH009807-RA, AH009818-RA, AH009801-RA, AH009814-RA, AH015317-RA, AH009812-RA, AH009813-RA, AH009819-RA			Bevul.4G007500.1.p, Bevul.4G009100.1.p, Bevul.4G009300.1.p, Bevul.4G009200.1.p, Bevul.4G006500.1.p, Bevul.4G008300.1.p, Bevul.4G008400.1.p, Bevul.4G008500.1.p, Bevul.7G126500.1.p							
N10.HOG0000407	OG0000097	n120		AH009811-RA										
N10.HOG0000408	OG0000098	n1		AH016758-RA			Bevul.1G023300.1.p							
N10.HOG0000409	OG0000098	n49		AH003177-RA			Bevul.5G002300.1.p							
N10.HOG0000410	OG0000098	n55					Bevul.3G212800.1.p, Bevul.4G219900.1.p							
N10.HOG0000411	OG0000098	n80					Bevul.7G197100.1.p							
N10.HOG0000412	OG0000098	n121					Bevul.5G030900.1.p							
N10.HOG0000413	OG0000099	n27		AH005801-RA			Bevul.6G102400.1.p							
N10.HOG0000414	OG0000099	n40					Bevul.6G246400.1.p, Bevul.6G101900.1.p							
N10.HOG0000415	OG0000099	n80		AH005806-RA, AH005677-RA			Bevul.6G101800.1.p, Bevul.6G102100.1.p, Bevul.6G102000.1.p							
N10.HOG0000416	OG0000099	n84		AH005807-RA, AH005808-RA, AH005980-RA, AH005678-RA, AH005805-RA, AH005804-RA, AH005803-RA			Bevul.6G102500.1.p							
N10.HOG0000417	OG0000099	n97		AH013600-RA, AH013598-RA, AH013601-RA, AH013599-RA			Bevul.7G136600.1.p, Bevul.6G080300.1.p, Bevul.6G080100.1.p, Bevul.6G080000.1.p, Bevul.7G136500.1.p							
N10.HOG0000418	OG0000101	n1		AH019269-RA			Bevul.9G147500.1.p, Bevul.3G108700.1.p, Bevul.1G020800.1.p							
N10.HOG0000419	OG0000101	n33					Bevul.9G102800.1.p							
N10.HOG0000420	OG0000101	n46					Bevul.9G113100.1.p, Bevul.2G059600.1.p, Bevul.7G077300.1.p, Bevul.4G099000.1.p, Bevul.1G205800.1.p, Bevul.2G065000.1.p, Bevul.4G142100.1.p, Bevul.5G108000.1.p, Bevul.8G146200.1.p, Bevul.3G140200.1.p, Bevul.7G057600.1.p, Bevul.7G100000.1.p, Bevul.6G125200.1.p, Bevul.7G113700.1.p, Bevul.2G128600.1.p, Bevul.8G100400.1.p, Bevul.1G095300.1.p, Bevul.8G071600.1.p, Bevul.8G119000.1.p, Bevul.8G055900.1.p, Bevul.9G046400.1.p, Bevul.7G074800.1.p, Bevul.8G032100.1.p, Bevul.4G088500.1.p, Bevul.9G059600.1.p, Bevul.6G179000.1.p, Bevul.9G001300.1.p, Bevul.9G022700.1.p, Bevul.4G134400.1.p, Bevul.4G091700.1.p, Bevul.6G180800.1.p, Bevul.5G090600.1.p, Bevul.1G020700.1.p, Bevul.6G130500.1.p, Bevul.7G010300.1.p, Bevul.7G149100.1.p							
N10.HOG0000421	OG0000101	n96					Bevul.6G178800.1.p, Bevul.5G136700.1.p, Bevul.8G101500.1.p, Bevul.3G168900.1.p							
N10.HOG0000422	OG0000101	n110					Bevul.8G134600.1.p, Bevul.6G002800.1.p, Bevul.1G107900.1.p, Bevul.4G032200.1.p							
N10.HOG0000423	OG0000102	n97		AH010958-RA			Bevul.1G039700.1.p							
N10.HOG0000424	OG0000102	n98		AH012445-RA			Bevul.8G011800.1.p, Bevul.8G011900.1.p, Bevul.8G012000.1.p							
N10.HOG0000425	OG0000102	n101		AH021394-RA			Bevul.8G011700.1.p							
N10.HOG0000426	OG0000103	n12		AH010123-RA			Bevul.4G072400.1.p							
N10.HOG0000427	OG0000103	n15					Bevul.4G093400.1.p							
N10.HOG0000428	OG0000103	n37		AH021989-RA			Bevul.7G057800.1.p							
N10.HOG0000429	OG0000103	n59		AH010272-RA, AH008021-RA, AH015077-RA										
N10.HOG0000430	OG0000103	n62					Bevul.8G030200.1.p							
N10.HOG0000431	OG0000103	n108		AH011687-RA			Bevul.3G111000.1.p							
N10.HOG0000432	OG0000104	n1		AH021778-RA, AH012562-RA			Bevul.7G018600.1.p							
N10.HOG0000433	OG0000104	n43		AH012563-RA			Bevul.7G018700.1.p							
N10.HOG0000434	OG0000104	n98		AH001537-RA, AH001536-RA, AH001538-RA, AH012416-RA			Bevul.9G234500.4.p, Bevul.9G234500.1.p, Bevul.9G234500.6.p, Bevul.9G234500.2.p, Bevul.9G234500.7.p, Bevul.9G234500.3.p, Bevul.9G234500.5.p, Bevul.9G234700.1.p, Bevul.9G234800.1.p							
N10.HOG0000435	OG0000105	n3		AH005316-RA			Bevul.6G149400.1.p							
N10.HOG0000436	OG0000105	n41		AH021428-RA, AH014857-RA			Bevul.8G035800.1.p							
N10.HOG0000437	OG0000105	n52					Bevul.4G003500.1.p							
N10.HOG0000438	OG0000105	n64		AH012640-RA, AH021838-RA			Bevul.7G031800.2.p, Bevul.7G031800.1.p							
N10.HOG0000439	OG0000105	n107		AH013279-RA			Bevul.7G230900.1.p							
N10.HOG0000440	OG0000106	n38		AH023641-RA, AH000766-RA			Bevul.9G126800.1.p, Bevul.9G127200.1.p, Bevul.9G127500.1.p, Bevul.9G126400.1.p							
N10.HOG0000441	OG0000106	n43		AH007103-RA, AH002332-RA			Bevul.9G126500.1.p							
N10.HOG0000442	OG0000106	n45					Bevul.9G127300.1.p, Bevul.9G127000.1.p, Bevul.9G127600.1.p, Bevul.9G127100.1.p, Bevul.9G127400.1.p, Bevul.9G126600.1.p, Bevul.9G126300.1.p							
N10.HOG0000443	OG0000106	n51		AH007102-RA, AH002238-RA, AH002331-RA, AH002336-RA, AH002237-RA			Bevul.9G126700.1.p							
N10.HOG0000444	OG0000106	n56		AH000765-RA, AH000768-RA			Bevul.9G127700.1.p, Bevul.9G127800.1.p							
N10.HOG0000445	OG0000107	n1		AH004190-RA, AH005485-RA			Bevul.6G135200.1.p							
N10.HOG0000446	OG0000107	n26		AH001713-RA			Bevul.6G135100.1.p							
N10.HOG0000447	OG0000108	n54		AH010687-RA			Bevul.4G117300.1.p							
N10.HOG0000448	OG0000108	n55		AH001829-RA			Bevul.9G172600.1.p							
N10.HOG0000449	OG0000108	n92		AH012760-RA, AH014759-RA			Bevul.8G078900.1.p							
