HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N5.HOG0000074	OG0000027	n101											Solyc07g005040.3.1	
N5.HOG0000075	OG0000027	n123									Lsat_1_v5_gn_5_85480.1, Lsat_1_v5_gn_8_68180.1			
N5.HOG0000076	OG0000027	n159									Lsat_1_v5_gn_5_90761.1		Solyc12g010360.2.1	
N5.HOG0000077	OG0000027	n176									Lsat_1_v5_gn_4_85900.1, Lsat_1_v5_gn_4_85900.2, Lsat_1_v5_gn_1_31841.1		Solyc03g117150.3.1	
N5.HOG0000078	OG0000028	n5									Lsat_1_v5_gn_7_98860.4, Lsat_1_v5_gn_7_98860.1, Lsat_1_v5_gn_7_98841.1, Lsat_1_v5_gn_7_98860.3			
N5.HOG0000079	OG0000028	n119											Solyc01g098370.1.1	
N5.HOG0000080	OG0000028	n122											Solyc12g013730.2.1, Solyc07g005150.2.1	
N5.HOG0000081	OG0000028	n125											Solyc01g014940.1.1, Solyc01g014930.1.1, Solyc01g012690.1.1	
N5.HOG0000082	OG0000028	n130											Solyc12g100020.1.1, Solyc12g100030.2.1, Solyc12g100010.1.1, Solyc12g040750.1.1, Solyc06g008300.3.1, Solyc06g008265.1.1, Solyc08g067805.1.1, Solyc12g099950.2.1, Solyc12g036793.1.1, Solyc12g036800.1.1, Solyc12g099870.2.1, Solyc12g099980.2.1, Solyc05g012430.1.1, Solyc12g049200.1.1, Solyc12g049190.2.1, Solyc10g051230.1.1, Solyc10g051225.1.1	
N5.HOG0000083	OG0000028	n163											Solyc10g051253.1.1	
N5.HOG0000084	OG0000028	n171											Solyc01g013880.1.1, Solyc01g014300.1.1, Solyc01g014310.1.1, Solyc01g013960.2.1	
N5.HOG0000085	OG0000028	n175											Solyc01g005715.1.1, Solyc01g005720.3.1, Solyc01g008390.2.1, Solyc01g006550.3.1, Solyc01g005730.3.1, Solyc01g005870.2.1, Solyc01g005760.3.1, Solyc01g008410.2.1, Solyc01g005755.1.1, Solyc01g006545.1.1, Solyc01g009680.3.1, Solyc03g082780.2.1, Solyc01g005775.1.1, Solyc01g005710.2.1, Solyc01g016370.2.1, Solyc10g007210.1.1, Solyc01g009700.2.1, Solyc01g005865.1.1, Solyc09g064670.2.1, Solyc12g040740.2.1, Solyc01g014147.1.1, Solyc01g009930.2.1, Solyc01g014143.1.1, Solyc01g014150.1.1	
N5.HOG0000086	OG0000029	n28									Lsat_1_v5_gn_8_32960.4		Solyc09g015210.1.1	
N5.HOG0000087	OG0000029	n34									Lsat_1_v5_gn_8_32981.1, Lsat_1_v5_gn_8_32981.3, Lsat_1_v5_gn_8_33001.2, Lsat_1_v5_gn_8_33001.1, Lsat_1_v5_gn_8_32960.1, Lsat_1_v5_gn_8_32960.3, Lsat_1_v5_gn_8_32880.1		Solyc09g015220.2.1, Solyc09g015240.1.1, Solyc09g015230.1.1	
N5.HOG0000088	OG0000029	n128									Lsat_1_v5_gn_9_35121.2, Lsat_1_v5_gn_9_35121.1, Lsat_1_v5_gn_9_35021.1, Lsat_1_v5_gn_9_35021.2, Lsat_1_v5_gn_9_35061.2, Lsat_1_v5_gn_9_35061.1			
N5.HOG0000089	OG0000029	n138									Lsat_1_v5_gn_7_30861.4		Solyc09g015200.1.1	
N5.HOG0000090	OG0000029	n147									Lsat_1_v5_gn_0_37361.2, Lsat_1_v5_gn_0_37361.1, Lsat_1_v5_gn_5_52120.1, Lsat_1_v5_gn_9_35121.4			
N5.HOG0000091	OG0000029	n154									Lsat_1_v5_gn_9_35021.5			
N5.HOG0000092	OG0000029	n183									Lsat_1_v5_gn_5_150741.1		Solyc11g072140.2.1	
N5.HOG0000093	OG0000029	n184									Lsat_1_v5_gn_8_101081.1, Lsat_1_v5_gn_8_101081.3, Lsat_1_v5_gn_8_101061.3, Lsat_1_v5_gn_8_101061.1, Lsat_1_v5_gn_8_101161.1, Lsat_1_v5_gn_8_101161.3, Lsat_1_v5_gn_8_101181.1, Lsat_1_v5_gn_8_101181.2		Solyc09g014730.3.1, Solyc09g014710.3.1, Solyc09g014720.2.1, Solyc09g014740.3.1, Solyc10g076530.2.1	
N5.HOG0000094	OG0000030	n10											Solyc02g082980.1.1	
N5.HOG0000095	OG0000030	n13											Solyc02g082985.1.1	
N5.HOG0000096	OG0000030	n14									Lsat_1_v5_gn_3_70580.1, Lsat_1_v5_gn_3_70480.1			
N5.HOG0000097	OG0000030	n21									Lsat_1_v5_gn_4_71121.1, Lsat_1_v5_gn_4_71020.1, Lsat_1_v5_gn_4_71060.2, Lsat_1_v5_gn_4_71060.1, Lsat_1_v5_gn_4_71080.1, Lsat_1_v5_gn_4_71101.1			
N5.HOG0000098	OG0000030	n144									Lsat_1_v5_gn_2_74680.1, Lsat_1_v5_gn_2_74580.1, Lsat_1_v5_gn_4_143581.1, Lsat_1_v5_gn_3_71001.1, Lsat_1_v5_gn_3_70040.1, Lsat_1_v5_gn_5_162820.1, Lsat_1_v5_gn_3_70961.1, Lsat_1_v5_gn_3_70901.1		Solyc02g083050.1.1, Solyc02g083040.1.1, Solyc02g083070.2.1, Solyc02g083100.2.1, Solyc02g083090.1.1, Solyc03g032230.1.1, Solyc02g083010.1.1, Solyc02g083020.1.1, Solyc02g083030.1.1, Solyc02g083000.1.1	
N5.HOG0000099	OG0000030	n183											Solyc02g083120.2.1	
N5.HOG0000100	OG0000031	n2									Lsat_1_v5_gn_5_53841.5, Lsat_1_v5_gn_7_55041.2, Lsat_1_v5_gn_7_55041.1, Lsat_1_v5_gn_7_10781.1, Lsat_1_v5_gn_7_10781.2, Lsat_1_v5_gn_7_10741.3, Lsat_1_v5_gn_7_10741.2, Lsat_1_v5_gn_7_10741.1, Lsat_1_v5_gn_7_10721.3, Lsat_1_v5_gn_7_10721.1, Lsat_1_v5_gn_3_139781.3, Lsat_1_v5_gn_3_139781.1		Solyc10g061840.2.1, Solyc01g080970.3.1, Solyc01g080990.3.1	
N5.HOG0000101	OG0000031	n58											Solyc01g080980.1.1	
N5.HOG0000102	OG0000031	n131									Lsat_1_v5_gn_3_77400.2			
N5.HOG0000103	OG0000031	n133									Lsat_1_v5_gn_3_77400.1, Lsat_1_v5_gn_3_77440.2, Lsat_1_v5_gn_3_77440.1, Lsat_1_v5_gn_4_149540.1			
N5.HOG0000104	OG0000031	n144											Solyc09g091530.2.1, Solyc09g091540.1.1, Solyc09g091550.3.1, Solyc04g055260.3.1, Solyc00g032947.1.1, Solyc12g036673.1.1, Solyc01g081340.3.1	
N5.HOG0000105	OG0000031	n166									Lsat_1_v5_gn_3_75880.1		Solyc02g084950.3.1	
N5.HOG0000106	OG0000031	n180									Lsat_1_v5_gn_1_16900.1, Lsat_1_v5_gn_1_16900.3		Solyc04g080660.3.1	
N5.HOG0000107	OG0000032	n38											Solyc01g102900.3.1, Solyc01g102875.1.1, Solyc01g102910.3.1, Solyc01g102890.3.1	
N5.HOG0000108	OG0000032	n151									Lsat_1_v5_gn_9_100781.1, Lsat_1_v5_gn_9_100801.1, Lsat_1_v5_gn_9_100901.1, Lsat_1_v5_gn_9_100660.1, Lsat_1_v5_gn_9_100640.1, Lsat_1_v5_gn_9_100700.1, Lsat_1_v5_gn_9_100821.1, Lsat_1_v5_gn_9_100680.1, Lsat_1_v5_gn_9_100861.1, Lsat_1_v5_gn_9_100861.2, Lsat_1_v5_gn_8_119361.1, Lsat_1_v5_gn_8_113160.1			
N5.HOG0000109	OG0000032	n163									Lsat_1_v5_gn_9_107321.1, Lsat_1_v5_gn_9_106481.1, Lsat_1_v5_gn_7_54120.1, Lsat_1_v5_gn_7_54100.1, Lsat_1_v5_gn_7_54140.3, Lsat_1_v5_gn_7_54140.1		Solyc10g078850.1.1, Solyc10g078840.1.1	
N5.HOG0000110	OG0000032	n178									Lsat_1_v5_gn_7_37780.1, Lsat_1_v5_gn_7_37740.1, Lsat_1_v5_gn_5_145800.3, Lsat_1_v5_gn_5_145800.1			
N5.HOG0000111	OG0000034	n16											Solyc02g080000.1.1	
N5.HOG0000112	OG0000034	n34											Solyc02g080040.3.1, Solyc02g080010.2.1, Solyc02g080070.3.1, Solyc02g080080.3.1, Solyc02g079990.3.1, Solyc02g080090.1.1, Solyc02g080030.1.1	
N5.HOG0000113	OG0000034	n41									Lsat_1_v5_gn_4_57601.3, Lsat_1_v5_gn_4_116381.2, Lsat_1_v5_gn_4_116381.1, Lsat_1_v5_gn_4_116381.4, Lsat_1_v5_gn_4_57641.2, Lsat_1_v5_gn_4_57641.1			
N5.HOG0000114	OG0000034	n50									Lsat_1_v5_gn_7_17880.1			
N5.HOG0000115	OG0000034	n85									Lsat_1_v5_gn_1_122360.3, Lsat_1_v5_gn_1_122360.1			
N5.HOG0000116	OG0000034	n138									Lsat_1_v5_gn_7_18081.1, Lsat_1_v5_gn_7_18141.1			
N5.HOG0000117	OG0000037	n1									Lsat_1_v5_gn_1_19741.2, Lsat_1_v5_gn_1_19741.1, Lsat_1_v5_gn_1_19681.1, Lsat_1_v5_gn_1_19681.2, Lsat_1_v5_gn_2_15421.1		Solyc12g088970.1.1	
N5.HOG0000118	OG0000037	n36									Lsat_1_v5_gn_4_123620.1, Lsat_1_v5_gn_4_123720.2, Lsat_1_v5_gn_4_123720.1, Lsat_1_v5_gn_4_123660.1, Lsat_1_v5_gn_4_123700.1			
N5.HOG0000119	OG0000037	n70									Lsat_1_v5_gn_6_113241.1, Lsat_1_v5_gn_6_113241.3, Lsat_1_v5_gn_6_113301.1, Lsat_1_v5_gn_6_113301.2, Lsat_1_v5_gn_6_113220.1, Lsat_1_v5_gn_6_113220.3			
N5.HOG0000120	OG0000037	n102									Lsat_1_v5_gn_4_120360.1, Lsat_1_v5_gn_4_121121.1, Lsat_1_v5_gn_4_121121.3, Lsat_1_v5_gn_4_120300.1, Lsat_1_v5_gn_4_43541.1, Lsat_1_v5_gn_4_43541.3, Lsat_1_v5_gn_4_120521.5, Lsat_1_v5_gn_4_124941.1, Lsat_1_v5_gn_4_120041.1, Lsat_1_v5_gn_4_108921.1, Lsat_1_v5_gn_4_122561.1, Lsat_1_v5_gn_4_122561.3, Lsat_1_v5_gn_4_120701.1, Lsat_1_v5_gn_4_120681.1, Lsat_1_v5_gn_4_120681.3, Lsat_1_v5_gn_4_122541.2, Lsat_1_v5_gn_4_122541.1, Lsat_1_v5_gn_4_120941.1, Lsat_1_v5_gn_4_120721.1, Lsat_1_v5_gn_2_122701.1, Lsat_1_v5_gn_2_122701.2, Lsat_1_v5_gn_4_121901.1, Lsat_1_v5_gn_4_121381.1, Lsat_1_v5_gn_7_104561.1, Lsat_1_v5_gn_7_104561.3, Lsat_1_v5_gn_4_120561.1, Lsat_1_v5_gn_4_120601.1, Lsat_1_v5_gn_4_121261.1, Lsat_1_v5_gn_4_123780.4, Lsat_1_v5_gn_4_123780.1, Lsat_1_v5_gn_4_123820.1		Solyc04g079680.3.1, Solyc04g079660.2.1, Solyc04g079640.3.1	
N5.HOG0000121	OG0000037	n139									Lsat_1_v5_gn_4_120521.1, Lsat_1_v5_gn_4_120521.4, Lsat_1_v5_gn_4_120340.1			
N5.HOG0000122	OG0000037	n157									Lsat_1_v5_gn_9_15900.2, Lsat_1_v5_gn_9_15900.1, Lsat_1_v5_gn_9_14820.1		Solyc09g059240.3.1	
N5.HOG0000123	OG0000037	n171											Solyc04g007940.3.1, Solyc06g073570.3.1, Solyc10g081550.2.1, Solyc10g039210.3.1	
N5.HOG0000124	OG0000038	n2									Lsat_1_v5_gn_4_147180.1, Lsat_1_v5_gn_4_153500.1			
N5.HOG0000125	OG0000038	n11									Lsat_1_v5_gn_1_70980.4		Solyc03g111975.1.1, Solyc06g076160.3.1	
N5.HOG0000126	OG0000038	n36											Solyc09g014900.3.1	
N5.HOG0000127	OG0000038	n110									Lsat_1_v5_gn_4_76080.1, Lsat_1_v5_gn_4_75941.1, Lsat_1_v5_gn_4_78521.1, Lsat_1_v5_gn_4_94821.1, Lsat_1_v5_gn_1_28540.1		Solyc03g111880.3.1	
N5.HOG0000128	OG0000038	n117									Lsat_1_v5_gn_1_70980.1, Lsat_1_v5_gn_1_70980.3, Lsat_1_v5_gn_1_70980.2, Lsat_1_v5_gn_1_71160.3, Lsat_1_v5_gn_1_71160.1, Lsat_1_v5_gn_1_71080.1, Lsat_1_v5_gn_1_70900.3, Lsat_1_v5_gn_1_70900.1, Lsat_1_v5_gn_1_28480.4, Lsat_1_v5_gn_1_28480.1, Lsat_1_v5_gn_1_11940.1, Lsat_1_v5_gn_1_11940.3, Lsat_1_v5_gn_1_12561.2, Lsat_1_v5_gn_1_12561.1, Lsat_1_v5_gn_4_45060.1, Lsat_1_v5_gn_1_27281.1, Lsat_1_v5_gn_1_27341.2, Lsat_1_v5_gn_1_27321.1, Lsat_1_v5_gn_1_27341.1, Lsat_1_v5_gn_5_14040.1, Lsat_1_v5_gn_5_14040.2, Lsat_1_v5_gn_5_14000.1, Lsat_1_v5_gn_5_12760.1, Lsat_1_v5_gn_1_28501.3, Lsat_1_v5_gn_1_28501.1		Solyc03g111950.3.1, Solyc03g111930.3.1, Solyc03g111920.2.1, Solyc03g111935.1.1, Solyc03g111990.3.1, Solyc03g111973.1.1, Solyc03g026377.1.1, Solyc03g112010.3.1, Solyc03g111887.1.1, Solyc03g112040.1.1, Solyc03g112030.2.1	
N5.HOG0000129	OG0000040	n19											Solyc03g083470.3.1	
N5.HOG0000130	OG0000040	n21											Solyc02g081500.3.1	
N5.HOG0000131	OG0000040	n25									Lsat_1_v5_gn_4_154500.1, Lsat_1_v5_gn_4_154500.2, Lsat_1_v5_gn_4_154500.3, Lsat_1_v5_gn_4_154400.1, Lsat_1_v5_gn_4_154280.4, Lsat_1_v5_gn_4_154280.3, Lsat_1_v5_gn_4_155920.1			
N5.HOG0000132	OG0000040	n60											Solyc01g008570.1.1, Solyc01g008500.3.1, Solyc11g007420.1.1, Solyc11g007400.1.1, Solyc02g081510.2.1, Solyc02g081470.3.1, Solyc02g079600.3.1	
N5.HOG0000133	OG0000040	n102									Lsat_1_v5_gn_8_142560.1, Lsat_1_v5_gn_0_19021.4, Lsat_1_v5_gn_8_142700.2, Lsat_1_v5_gn_8_142700.1, Lsat_1_v5_gn_8_142700.3, Lsat_1_v5_gn_8_142640.3, Lsat_1_v5_gn_8_142640.1			
N5.HOG0000134	OG0000040	n132									Lsat_1_v5_gn_3_61580.1, Lsat_1_v5_gn_3_61580.5, Lsat_1_v5_gn_3_61580.3, Lsat_1_v5_gn_3_61600.1, Lsat_1_v5_gn_3_61560.2, Lsat_1_v5_gn_3_61560.1, Lsat_1_v5_gn_3_62461.1, Lsat_1_v5_gn_3_62461.3, Lsat_1_v5_gn_3_62461.2, Lsat_1_v5_gn_3_62321.1, Lsat_1_v5_gn_3_62321.2, Lsat_1_v5_gn_3_62301.2, Lsat_1_v5_gn_3_62301.1			
N5.HOG0000135	OG0000040	n146											Solyc02g086210.3.1	
N5.HOG0000136	OG0000040	n157											Solyc05g009090.2.1, Solyc05g009040.3.1, Solyc05g009050.2.1, Solyc04g007380.2.1	
N5.HOG0000137	OG0000041	n2									Lsat_1_v5_gn_4_71501.1, Lsat_1_v5_gn_3_46481.1		Solyc10g055410.2.1, Solyc01g111500.3.1	
N5.HOG0000138	OG0000041	n49									Lsat_1_v5_gn_8_43460.1		Solyc05g008235.1.1, Solyc05g008250.2.1	
N5.HOG0000139	OG0000041	n79									Lsat_1_v5_gn_9_8501.3		Solyc03g005570.3.1, Solyc06g053610.3.1	
N5.HOG0000140	OG0000041	n92									Lsat_1_v5_gn_3_120520.1			
N5.HOG0000141	OG0000041	n96									Lsat_1_v5_gn_6_114481.1		Solyc01g079620.3.1, Solyc12g049350.2.1, Solyc06g009710.3.1	
N5.HOG0000142	OG0000041	n126											Solyc12g096200.2.1, Solyc08g005870.2.1, Solyc08g008485.1.1, Solyc08g008480.3.1, Solyc08g082890.3.1	
N5.HOG0000143	OG0000041	n149											Solyc12g049300.2.1	
N5.HOG0000144	OG0000041	n153									Lsat_1_v5_gn_6_53661.1			
N5.HOG0000145	OG0000041	n168											Solyc06g065100.3.1	
N5.HOG0000146	OG0000042	n12									Lsat_1_v5_gn_9_64341.1, Lsat_1_v5_gn_9_64341.2, Lsat_1_v5_gn_9_63660.3			
N5.HOG0000147	OG0000042	n34									Lsat_1_v5_gn_5_108221.3, Lsat_1_v5_gn_5_108221.2, Lsat_1_v5_gn_5_108261.1, Lsat_1_v5_gn_5_108261.3, Lsat_1_v5_gn_9_63620.1, Lsat_1_v5_gn_9_63600.2, Lsat_1_v5_gn_9_63600.1, Lsat_1_v5_gn_9_83540.1, Lsat_1_v5_gn_9_83540.3, Lsat_1_v5_gn_9_63660.1, Lsat_1_v5_gn_9_64461.1, Lsat_1_v5_gn_9_64441.1, Lsat_1_v5_gn_9_64341.4, Lsat_1_v5_gn_9_64021.3, Lsat_1_v5_gn_9_64021.1, Lsat_1_v5_gn_9_64401.3, Lsat_1_v5_gn_9_64361.1, Lsat_1_v5_gn_9_64321.3, Lsat_1_v5_gn_9_64321.1, Lsat_1_v5_gn_9_63921.1, Lsat_1_v5_gn_9_64001.1, Lsat_1_v5_gn_5_108221.1, Lsat_1_v5_gn_9_63660.4, Lsat_1_v5_gn_9_64401.1, Lsat_1_v5_gn_9_64301.1, Lsat_1_v5_gn_2_85880.1		Solyc03g096640.3.1, Solyc06g083470.3.1, Solyc06g083480.3.1, Solyc06g083490.3.1, Solyc03g096660.2.1	
N5.HOG0000148	OG0000042	n72									Lsat_1_v5_gn_9_24040.1		Solyc06g005720.3.1	
N5.HOG0000149	OG0000042	n151									Lsat_1_v5_gn_6_116221.1, Lsat_1_v5_gn_6_116940.1		Solyc10g086620.2.1	
N5.HOG0000150	OG0000042	n154											Solyc04g054950.3.1, Solyc09g011130.1.1, Solyc09g011140.3.1, Solyc10g081560.2.1	
N5.HOG0000151	OG0000043	n24											Solyc02g092860.3.1, Solyc02g064850.2.1	
N5.HOG0000152	OG0000043	n52									Lsat_1_v5_gn_1_24061.2, Lsat_1_v5_gn_1_24061.1, Lsat_1_v5_gn_1_24061.6			
N5.HOG0000153	OG0000043	n62											Solyc04g078360.1.1, Solyc04g078340.3.1, Solyc07g014670.3.1, Solyc04g078370.3.1	
N5.HOG0000154	OG0000043	n87									Lsat_1_v5_gn_6_112940.1		Solyc12g088510.1.1, Solyc12g088460.2.1	
N5.HOG0000155	OG0000043	n92									Lsat_1_v5_gn_6_112960.1			
N5.HOG0000156	OG0000043	n115									Lsat_1_v5_gn_1_25520.1, Lsat_1_v5_gn_1_25520.3, Lsat_1_v5_gn_1_22720.1		Solyc04g078270.3.1, Solyc04g078290.3.1	
N5.HOG0000157	OG0000043	n139									Lsat_1_v5_gn_1_8140.2, Lsat_1_v5_gn_1_7281.3, Lsat_1_v5_gn_1_7281.1, Lsat_1_v5_gn_1_8240.2, Lsat_1_v5_gn_1_7200.1, Lsat_1_v5_gn_1_7200.2, Lsat_1_v5_gn_1_8140.1, Lsat_1_v5_gn_1_8140.4, Lsat_1_v5_gn_1_7281.2, Lsat_1_v5_gn_1_7841.1, Lsat_1_v5_gn_1_7841.2, Lsat_1_v5_gn_1_23801.1, Lsat_1_v5_gn_1_23801.2, Lsat_1_v5_gn_1_23761.1, Lsat_1_v5_gn_1_23821.1, Lsat_1_v5_gn_1_23581.1, Lsat_1_v5_gn_1_23621.1, Lsat_1_v5_gn_1_23581.2, Lsat_1_v5_gn_1_23721.1, Lsat_1_v5_gn_1_23701.1, Lsat_1_v5_gn_4_155980.1, Lsat_1_v5_gn_4_129180.1, Lsat_1_v5_gn_4_129060.1, Lsat_1_v5_gn_4_129800.1			
N5.HOG0000158	OG0000044	n1									Lsat_1_v5_gn_2_76741.1		Solyc02g085580.3.1, Solyc02g062940.3.1	
N5.HOG0000159	OG0000044	n32									Lsat_1_v5_gn_1_18461.1, Lsat_1_v5_gn_4_120460.1		Solyc04g080130.3.1	
N5.HOG0000160	OG0000044	n36									Lsat_1_v5_gn_9_124220.1		Solyc01g099340.3.1	
N5.HOG0000161	OG0000044	n41									Lsat_1_v5_gn_5_35960.3, Lsat_1_v5_gn_5_35960.1		Solyc04g008500.3.1	
N5.HOG0000162	OG0000044	n65											Solyc01g007890.2.1	
N5.HOG0000163	OG0000044	n83									Lsat_1_v5_gn_2_98240.1, Lsat_1_v5_gn_6_46760.1		Solyc11g069240.2.1, Solyc06g075250.3.1	
N5.HOG0000164	OG0000044	n86									Lsat_1_v5_gn_2_109221.1		Solyc10g084180.2.1, Solyc09g007550.3.1	
N5.HOG0000165	OG0000044	n112									Lsat_1_v5_gn_6_14101.1		Solyc08g063040.3.1, Solyc03g121660.3.1, Solyc06g062670.3.1	
N5.HOG0000166	OG0000044	n140									Lsat_1_v5_gn_4_66301.1, Lsat_1_v5_gn_4_66301.3		Solyc07g053570.3.1	
N5.HOG0000167	OG0000044	n156									Lsat_1_v5_gn_5_185501.1		Solyc09g065670.3.1	
N5.HOG0000168	OG0000046	n3									Lsat_1_v5_gn_5_118741.1, Lsat_1_v5_gn_5_118741.3, Lsat_1_v5_gn_9_109560.2, Lsat_1_v5_gn_9_109560.3, Lsat_1_v5_gn_9_109560.1		Solyc11g044460.2.1, Solyc01g109530.3.1, Solyc10g051330.2.1	
N5.HOG0000169	OG0000046	n55									Lsat_1_v5_gn_2_76621.1		Solyc02g062790.3.1, Solyc03g034060.3.1	
N5.HOG0000170	OG0000046	n63									Lsat_1_v5_gn_5_103581.1, Lsat_1_v5_gn_8_95340.1		Solyc12g007110.2.1	
N5.HOG0000171	OG0000046	n89									Lsat_1_v5_gn_3_60180.3, Lsat_1_v5_gn_3_60180.1		Solyc05g010140.3.1, Solyc01g010030.3.1	
N5.HOG0000172	OG0000046	n117									Lsat_1_v5_gn_2_86540.1		Solyc02g089760.3.1	
N5.HOG0000173	OG0000046	n142											Solyc02g089750.4.1	
N5.HOG0000174	OG0000046	n164									Lsat_1_v5_gn_5_130540.1, Lsat_1_v5_gn_5_130540.2, Lsat_1_v5_gn_5_130540.3		Solyc03g120760.3.1	
N5.HOG0000175	OG0000047	n1									Lsat_1_v5_gn_6_109820.1		Solyc04g078300.3.1	
N5.HOG0000176	OG0000047	n33									Lsat_1_v5_gn_4_108241.3, Lsat_1_v5_gn_9_75300.1, Lsat_1_v5_gn_9_75300.3			
N5.HOG0000177	OG0000047	n58											Solyc04g025050.1.1	
N5.HOG0000178	OG0000047	n78											Solyc01g106170.3.1	
N5.HOG0000179	OG0000047	n81									Lsat_1_v5_gn_7_84161.1, Lsat_1_v5_gn_6_107221.5, Lsat_1_v5_gn_5_109681.1, Lsat_1_v5_gn_5_111061.1		Solyc12g088080.1.1	
N5.HOG0000180	OG0000047	n91									Lsat_1_v5_gn_1_102361.1			
N5.HOG0000181	OG0000047	n109									Lsat_1_v5_gn_0_36361.1, Lsat_1_v5_gn_8_35560.3, Lsat_1_v5_gn_8_35560.2, Lsat_1_v5_gn_8_35560.1			
N5.HOG0000182	OG0000047	n115									Lsat_1_v5_gn_5_23501.1, Lsat_1_v5_gn_4_114440.3			
N5.HOG0000183	OG0000047	n121									Lsat_1_v5_gn_7_19860.1, Lsat_1_v5_gn_9_25680.1, Lsat_1_v5_gn_4_821.1, Lsat_1_v5_gn_4_103221.2, Lsat_1_v5_gn_4_10400.5, Lsat_1_v5_gn_4_10400.3, Lsat_1_v5_gn_4_14100.2, Lsat_1_v5_gn_4_14100.1, Lsat_1_v5_gn_4_861.1, Lsat_1_v5_gn_4_71361.1, Lsat_1_v5_gn_4_861.2, Lsat_1_v5_gn_4_14100.3, Lsat_1_v5_gn_4_1060.1, Lsat_1_v5_gn_4_1060.2			
N5.HOG0000184	OG0000047	n139									Lsat_1_v5_gn_2_93321.1, Lsat_1_v5_gn_2_93321.3			
N5.HOG0000185	OG0000047	n141											Solyc12g087830.2.1	
N5.HOG0000186	OG0000047	n148											Solyc00g179240.2.1, Solyc10g017640.1.1	
N5.HOG0000187	OG0000047	n153											Solyc06g035560.2.1	
N5.HOG0000188	OG0000047	n169									Lsat_1_v5_gn_3_120640.1, Lsat_1_v5_gn_3_120640.2			
N5.HOG0000189	OG0000048	n36											Solyc10g075070.2.1, Solyc10g075060.2.1, Solyc10g075090.2.1, Solyc10g075110.2.1, Solyc10g075050.2.1, Solyc10g075150.2.1, Solyc10g075130.2.1, Solyc10g076200.2.1, Solyc09g008500.2.1, Solyc09g018010.3.1, Solyc10g075100.2.1	
N5.HOG0000190	OG0000048	n47									Lsat_1_v5_gn_5_149921.1			
N5.HOG0000191	OG0000048	n50									Lsat_1_v5_gn_5_152461.3, Lsat_1_v5_gn_5_152461.1			
N5.HOG0000192	OG0000048	n71									Lsat_1_v5_gn_1_73001.1		Solyc02g087910.2.1	
N5.HOG0000193	OG0000048	n87									Lsat_1_v5_gn_1_72560.1, Lsat_1_v5_gn_1_72560.3, Lsat_1_v5_gn_1_72560.2, Lsat_1_v5_gn_1_72901.1, Lsat_1_v5_gn_1_72901.3, Lsat_1_v5_gn_1_72740.2, Lsat_1_v5_gn_1_72740.1, Lsat_1_v5_gn_1_72700.1, Lsat_1_v5_gn_1_72640.1, Lsat_1_v5_gn_1_72640.2, Lsat_1_v5_gn_1_72600.3, Lsat_1_v5_gn_1_72600.1, Lsat_1_v5_gn_1_72901.2, Lsat_1_v5_gn_1_72921.2, Lsat_1_v5_gn_1_72921.1, Lsat_1_v5_gn_1_72941.3, Lsat_1_v5_gn_1_72941.2, Lsat_1_v5_gn_1_72941.1, Lsat_1_v5_gn_1_72961.3, Lsat_1_v5_gn_1_72961.2, Lsat_1_v5_gn_1_72961.1, Lsat_1_v5_gn_1_82001.1, Lsat_1_v5_gn_1_82001.3, Lsat_1_v5_gn_1_82001.2, Lsat_1_v5_gn_9_39161.2, Lsat_1_v5_gn_9_39161.3, Lsat_1_v5_gn_9_39161.1, Lsat_1_v5_gn_9_39240.3, Lsat_1_v5_gn_9_39240.2, Lsat_1_v5_gn_9_39240.1, Lsat_1_v5_gn_9_38580.3, Lsat_1_v5_gn_9_38580.2, Lsat_1_v5_gn_9_38580.1			
N5.HOG0000194	OG0000048	n134									Lsat_1_v5_gn_1_89881.2, Lsat_1_v5_gn_1_89881.3, Lsat_1_v5_gn_1_89881.1		Solyc01g081600.3.1	
N5.HOG0000195	OG0000048	n148											Solyc06g065600.1.1, Solyc06g005780.1.1, Solyc06g005795.1.1, Solyc06g005770.1.1, Solyc08g067530.1.1, Solyc08g067540.1.1, Solyc08g067550.1.1, Solyc08g067505.1.1, Solyc08g067520.1.1, Solyc08g067510.1.1, Solyc08g067500.1.1	
N5.HOG0000196	OG0000049	n1											Solyc01g057720.1.1, Solyc11g044597.1.1, Solyc11g044580.1.1, Solyc02g044010.2.1, Solyc06g011650.1.1, Solyc02g055535.1.1, Solyc06g034067.1.1, Solyc06g034070.2.1, Solyc02g055520.1.1, Solyc04g076153.1.1, Solyc04g076160.2.1, Solyc05g016037.1.1, Solyc10g054135.1.1, Solyc10g074420.1.1, Solyc10g074405.1.1	
N5.HOG0000197	OG0000049	n75											Solyc04g019320.1.1	
N5.HOG0000198	OG0000050	n6											Solyc04g015475.1.1	
N5.HOG0000199	OG0000050	n39											Solyc00g075030.3.1	
N5.HOG0000200	OG0000050	n125											Solyc02g065260.3.1	
N5.HOG0000201	OG0000051	n10											Solyc05g013435.1.1	
N5.HOG0000202	OG0000051	n18											Solyc00g304030.2.1, Solyc05g021247.1.1	
N5.HOG0000203	OG0000051	n136											Solyc01g058230.1.1	
