Orthogroup	A_hypochondriacus.proteins	D_muscipula.proteins
OG0000316	AH021048-RA, AH014278-RA	Dm_00002256-RA, Dm_00012303-RA
OG0000318	AH012025-RA	Dm_00005871-RA, Dm_00010653-RA, Dm_00018451-RA
OG0000321	AH010741-RA	Dm_00004723-RA
OG0000321	AH017716-RA	Dm_00002472-RA, Dm_00014714-RA
OG0000322	AH006382-RA	Dm_00007385-RA, Dm_00007207-RA
OG0000323	AH013038-RA	Dm_00013088-RA, Dm_00000936-RA
OG0000323	AH023711-RA	Dm_00001236-RA, Dm_00000120-RA
OG0000325	AH016984-RA	Dm_00001140-RA
OG0000325	AH004827-RA	Dm_00016822-RA, Dm_00019810-RA
OG0000326	AH003788-RA	Dm_00009995-RA, Dm_00009994-RA, Dm_00003688-RA
OG0000326	AH010638-RA, AH007369-RA	Dm_00004473-RA, Dm_00004903-RA
OG0000327	AH009341-RA	Dm_00003392-RA
OG0000327	AH006219-RA	Dm_00017836-RA
OG0000327	AH001541-RA	Dm_00008930-RA
OG0000329	AH002112-RA, AH000479-RA	Dm_00006010-RA
OG0000330	AH023349-RA	Dm_00000655-RA
OG0000331	AH012723-RA	Dm_00006123-RA
OG0000332	AH019773-RA, AH019774-RA, AH019775-RA	Dm_00019951-RA, Dm_00012440-RA, Dm_00019801-RA, Dm_00017820-RA
OG0000335	AH005409-RA	Dm_00013058-RA
OG0000335	AH020444-RA	Dm_00003124-RA
OG0000336	AH001754-RA	Dm_00008527-RA
OG0000336	AH018414-RA	Dm_00013584-RA
OG0000337	AH021340-RA, AH014760-RA	Dm_00015744-RA, Dm_00015296-RA, Dm_00018254-RA
OG0000338	AH003825-RA, AH005754-RA	Dm_00010813-RA
OG0000339	AH008319-RA, AH016741-RA, AH008318-RA	Dm_00006106-RA
OG0000340	AH011389-RA, AH005873-RA, AH005874-RA	Dm_00015365-RA
OG0000340	AH017008-RA, AH011390-RA, AH020675-RA	Dm_00003784-RA
OG0000340	AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA	Dm_00003330-RA
OG0000342	AH016160-RA	Dm_00013986-RA
OG0000342	AH020914-RA, AH014483-RA	Dm_00012035-RA
OG0000342	AH002162-RA	Dm_00008210-RA
OG0000343	AH008645-RA	Dm_00007266-RA
OG0000344	AH003297-RA, AH003298-RA, AH011813-RA	Dm_00012808-RA
OG0000345	AH009779-RA	Dm_00001528-RA
OG0000345	AH014864-RA	Dm_00009781-RA
OG0000346	AH004921-RA, AH004507-RA	Dm_00020511-RA, Dm_00011367-RA
OG0000346	AH017181-RA	Dm_00000311-RA
OG0000347	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA	Dm_00003875-RA
OG0000348	AH000329-RA	Dm_00009785-RA
OG0000348	AH008485-RA	Dm_00009021-RA
OG0000349	AH006258-RA	Dm_00007959-RA
OG0000349	AH023123-RA, AH016347-RA, AH016346-RA	Dm_00017301-RA
OG0000349	AH014979-RA	Dm_00005172-RA
OG0000350	AH023607-RA	Dm_00001656-RA
OG0000350	AH004101-RA	Dm_00008693-RA
OG0000351	AH023606-RA, AH009021-RA	Dm_00005528-RA
OG0000351	AH018197-RA	Dm_00001473-RA
OG0000352	AH023686-RA	Dm_00000134-RA, Dm_00001251-RA
OG0000352	AH014980-RA	Dm_00011971-RA
OG0000353	AH003480-RA, AH000122-RA	Dm_00000756-RA
OG0000354	AH022147-RA	Dm_00018530-RA, Dm_00016625-RA, Dm_00018867-RA, Dm_00017327-RA, Dm_00015970-RA, Dm_00015786-RA
OG0000362	AH001289-RA, AH001290-RA	Dm_00014459-RA, Dm_00019016-RA
OG0000362	AH020962-RA	Dm_00004806-RA
OG0000363	AH013696-RA	Dm_00003744-RA
OG0000363	AH006525-RA, AH006524-RA	Dm_00010037-RA
OG0000363	AH012996-RA	Dm_00010753-RA
OG0000364	AH010889-RA	Dm_00006053-RA
OG0000364	AH007324-RA	Dm_00000218-RA
OG0000366	AH014632-RA	Dm_00014040-RA
OG0000367	AH022705-RA, AH022706-RA	Dm_00003532-RA
OG0000367	AH023697-RA	Dm_00001245-RA
OG0000368	AH009713-RA	Dm_00012697-RA
OG0000368	AH001782-RA	Dm_00005604-RA
OG0000370	AH021050-RA	Dm_00001007-RA
OG0000370	AH022752-RA	Dm_00009521-RA
OG0000370	AH005377-RA	Dm_00009900-RA
OG0000371	AH012790-RA	Dm_00014543-RA
OG0000371	AH015920-RA	Dm_00014763-RA, Dm_00007194-RA
OG0000372	AH017178-RA	Dm_00000312-RA, Dm_00001861-RA
OG0000375	AH005764-RA	Dm_00003452-RA
OG0000375	AH021923-RA	Dm_00016395-RA, Dm_00019912-RA
OG0000377	AH010530-RA, AH007629-RA	Dm_00003998-RA
OG0000377	AH020202-RA, AH020203-RA	Dm_00019032-RA
OG0000378	AH004051-RA, AH005334-RA	Dm_00008423-RA, Dm_00013171-RA
OG0000378	AH009393-RA	Dm_00017665-RA
OG0000379	AH019914-RA	Dm_00018817-RA
OG0000379	AH002659-RA	Dm_00005397-RA
OG0000379	AH017726-RA	Dm_00004454-RA, Dm_00006527-RA
OG0000380	AH007141-RA	Dm_00010109-RA, Dm_00019915-RA
OG0000381	AH004215-RA	Dm_00017194-RA
OG0000381	AH002560-RA	Dm_00008202-RA
OG0000381	AH007438-RA	Dm_00001965-RA
OG0000382	AH000476-RA	Dm_00006014-RA
OG0000382	AH011965-RA	Dm_00006243-RA
OG0000383	AH020719-RA, AH014029-RA	Dm_00005399-RA, Dm_00004394-RA
OG0000384	AH023182-RA	Dm_00013403-RA
OG0000384	AH013217-RA	Dm_00020415-RA
OG0000384	AH021734-RA	Dm_00001577-RA, Dm_00000036-RA
OG0000385	AH001773-RA, AH016113-RA, AH005500-RA, AH005501-RA, AH004183-RA	Dm_00001589-RA
OG0000387	AH014692-RA, AH014693-RA	Dm_00019118-RA, Dm_00016663-RA
OG0000388	AH017719-RA	Dm_00010450-RA, Dm_00011527-RA
OG0000388	AH019913-RA, AH007197-RA	Dm_00019218-RA
OG0000389	AH020166-RA	Dm_00013881-RA
OG0000389	AH007543-RA, AH010863-RA	Dm_00013157-RA, Dm_00000539-RA
OG0000389	AH017363-RA	Dm_00000965-RA
OG0000392	AH016899-RA	Dm_00000166-RA, Dm_00003055-RA
OG0000392	AH018381-RA	Dm_00008716-RA
OG0000394	AH009654-RA	Dm_00012359-RA
OG0000395	AH009701-RA	Dm_00006809-RA
OG0000395	AH003176-RA	Dm_00015456-RA
OG0000396	AH014052-RA	Dm_00001062-RA
OG0000397	AH013120-RA	Dm_00015189-RA, Dm_00013394-RA
OG0000397	AH015841-RA	Dm_00000371-RA
OG0000398	AH017580-RA	Dm_00019575-RA
OG0000400	AH007598-RA	Dm_00014340-RA, Dm_00000604-RA
OG0000400	AH020133-RA	Dm_00006244-RA, Dm_00014085-RA
OG0000401	AH002938-RA	Dm_00005633-RA
OG0000404	AH017683-RA	Dm_00006434-RA
OG0000404	AH018426-RA	Dm_00017843-RA
OG0000405	AH012141-RA, AH012142-RA, AH019585-RA	Dm_00002957-RA
OG0000405	AH012140-RA	Dm_00006683-RA
OG0000406	AH004991-RA	Dm_00019188-RA, Dm_00016678-RA
OG0000406	AH013968-RA	Dm_00013122-RA
OG0000406	AH016772-RA, AH023662-RA	Dm_00018951-RA
OG0000407	AH021441-RA, AH014885-RA	Dm_00007275-RA, Dm_00014961-RA
OG0000407	AH001177-RA	Dm_00003911-RA
OG0000407	AH008275-RA, AH009751-RA	Dm_00004119-RA
OG0000408	AH020819-RA	Dm_00001042-RA
OG0000408	AH015360-RA	Dm_00009615-RA, Dm_00000627-RA
OG0000409	AH019214-RA	Dm_00014642-RA
OG0000409	AH020812-RA, AH014162-RA	Dm_00001047-RA
OG0000411	AH011849-RA	Dm_00016235-RA, Dm_00014754-RA
OG0000412	AH008669-RA	Dm_00015020-RA
OG0000412	AH005041-RA	Dm_00001992-RA
OG0000412	AH019070-RA	Dm_00016817-RA
OG0000413	AH016370-RA	Dm_00003536-RA, Dm_00009817-RA
OG0000414	AH000732-RA, AH002375-RA	Dm_00004969-RA
OG0000415	AH003601-RA	Dm_00002276-RA, Dm_00009550-RA
OG0000415	AH016906-RA	Dm_00003060-RA
OG0000416	AH003586-RA, AH005962-RA	Dm_00018076-RA
OG0000417	AH005072-RA, AH004584-RA, AH004585-RA	Dm_00003571-RA
OG0000417	AH003664-RA, AH005665-RA	Dm_00016567-RA, Dm_00003207-RA
OG0000418	AH006447-RA, AH006448-RA	Dm_00007427-RA
OG0000418	AH005144-RA	Dm_00009695-RA
OG0000419	AH017762-RA	Dm_00008046-RA, Dm_00015000-RA
OG0000419	AH010289-RA	Dm_00008019-RA
OG0000420	AH015836-RA, AH019150-RA	Dm_00012136-RA
OG0000421	AH011892-RA	Dm_00007836-RA
OG0000422	AH007673-RA	Dm_00007254-RA, Dm_00005888-RA
OG0000423	AH009097-RA	Dm_00003830-RA
OG0000423	AH012278-RA	Dm_00010161-RA, Dm_00011998-RA
OG0000423	AH018739-RA	Dm_00004267-RA, Dm_00008010-RA
OG0000424	AH002000-RA	Dm_00010029-RA, Dm_00011771-RA
OG0000425	AH006275-RA, AH003409-RA, AH003407-RA	Dm_00012655-RA, Dm_00006822-RA, Dm_00007155-RA, Dm_00019597-RA, Dm_00018593-RA, Dm_00015375-RA
OG0000426	AH021612-RA, AH015105-RA	Dm_00001467-RA, Dm_00002902-RA
OG0000427	AH010677-RA	Dm_00011906-RA
OG0000427	AH004471-RA	Dm_00004422-RA
OG0000428	AH007202-RA	Dm_00021064-RA, Dm_00016097-RA
OG0000432	AH008968-RA, AH020818-RA, AH013953-RA, AH009116-RA, AH011606-RA	Dm_00020996-RA
OG0000433	AH022631-RA, AH013864-RA	Dm_00006970-RA, Dm_00015921-RA
OG0000434	AH022194-RA, AH013078-RA	Dm_00019767-RA
OG0000436	AH005544-RA	Dm_00003174-RA, Dm_00001846-RA
OG0000437	AH005598-RA	Dm_00020483-RA
OG0000437	AH021773-RA, AH020714-RA	Dm_00000065-RA
OG0000437	AH020855-RA, AH014536-RA	Dm_00015528-RA, Dm_00016380-RA
OG0000438	AH016674-RA, AH016673-RA, AH016672-RA, AH016675-RA, AH016671-RA	Dm_00003400-RA, Dm_00001651-RA
OG0000439	AH004044-RA, AH005553-RA	Dm_00006067-RA
OG0000439	AH014797-RA	Dm_00000676-RA
OG0000440	AH008959-RA	Dm_00009533-RA, Dm_00019222-RA
OG0000441	AH008273-RA	Dm_00004122-RA, Dm_00003588-RA
OG0000441	AH014891-RA, AH021447-RA	Dm_00009195-RA, Dm_00015371-RA
OG0000442	AH010184-RA	Dm_00017121-RA
OG0000443	AH018886-RA, AH022083-RA	Dm_00016872-RA
OG0000444	AH001514-RA, AH000362-RA	Dm_00014761-RA
OG0000445	AH013851-RA	Dm_00018301-RA
OG0000446	AH020072-RA, AH013526-RA, AH000493-RA	Dm_00010015-RA
OG0000446	AH020584-RA, AH020073-RA, AH020071-RA, AH007010-RA	Dm_00016714-RA, Dm_00006114-RA
OG0000448	AH016653-RA	Dm_00020551-RA, Dm_00004087-RA
OG0000449	AH020507-RA	Dm_00003415-RA
OG0000450	AH001415-RA, AH000253-RA	Dm_00014182-RA
OG0000450	AH014791-RA, AH021385-RA	Dm_00002306-RA, Dm_00002310-RA
OG0000453	AH006807-RA, AH016424-RA	Dm_00014651-RA
OG0000453	AH012658-RA	Dm_00010945-RA
OG0000453	AH022575-RA, AH013725-RA	Dm_00009890-RA
OG0000454	AH013254-RA	Dm_00009161-RA
OG0000455	AH000803-RA	Dm_00005846-RA, Dm_00007189-RA
OG0000456	AH009422-RA	Dm_00008105-RA
OG0000457	AH005915-RA	Dm_00001086-RA
OG0000458	AH003961-RA, AH005868-RA, AH008715-RA	Dm_00012338-RA, Dm_00005708-RA
OG0000458	AH022894-RA, AH004063-RA, AH005410-RA	Dm_00019453-RA, Dm_00008573-RA, Dm_00007245-RA, Dm_00012575-RA
OG0000459	AH000343-RA, AH001353-RA	Dm_00017881-RA, Dm_00006517-RA
OG0000460	AH023765-RA	Dm_00001895-RA
OG0000461	AH019636-RA, AH012039-RA	Dm_00002037-RA, Dm_00018775-RA
OG0000461	AH011300-RA, AH018052-RA	Dm_00021018-RA
OG0000462	AH012763-RA, AH022008-RA	Dm_00004504-RA, Dm_00007000-RA
OG0000462	AH015887-RA	Dm_00016936-RA
OG0000463	AH019649-RA, AH012023-RA	Dm_00012486-RA
OG0000463	AH005188-RA	Dm_00009459-RA, Dm_00017982-RA
OG0000466	AH022060-RA, AH012974-RA	Dm_00003693-RA, Dm_00015737-RA
OG0000467	AH007696-RA, AH010945-RA	Dm_00007280-RA, Dm_00007871-RA
OG0000467	AH000314-RA	Dm_00008316-RA, Dm_00011281-RA
OG0000469	AH017842-RA	Dm_00018151-RA
OG0000471	AH021823-RA, AH021822-RA, AH012613-RA	Dm_00001377-RA
OG0000472	AH007908-RA	Dm_00006370-RA
OG0000472	AH019978-RA	Dm_00010688-RA
OG0000473	AH007806-RA	Dm_00019370-RA
OG0000474	AH000468-RA, AH002091-RA	Dm_00007082-RA
OG0000475	AH010820-RA	Dm_00002274-RA, Dm_00000169-RA, Dm_00002663-RA
OG0000476	AH008705-RA, AH008706-RA, AH008710-RA, AH008707-RA, AH008711-RA	Dm_00004889-RA, Dm_00018668-RA
OG0000477	AH020628-RA	Dm_00014102-RA
OG0000477	AH008263-RA, AH009733-RA	Dm_00003595-RA, Dm_00004130-RA
OG0000480	AH002144-RA, AH002143-RA, AH002142-RA, AH000511-RA	Dm_00014226-RA, Dm_00012243-RA
OG0000481	AH020928-RA, AH014444-RA	Dm_00017096-RA
OG0000481	AH023063-RA	Dm_00002997-RA
OG0000483	AH021958-RA	Dm_00003094-RA
OG0000483	AH015957-RA, AH023515-RA	Dm_00015987-RA
OG0000484	AH012780-RA, AH021984-RA	Dm_00010826-RA
OG0000484	AH000165-RA	Dm_00007333-RA
OG0000485	AH005444-RA	Dm_00003889-RA, Dm_00011429-RA
OG0000489	AH009455-RA	Dm_00007775-RA
OG0000489	AH004004-RA	Dm_00021040-RA
OG0000489	AH022028-RA, AH010336-RA, AH010334-RA	Dm_00009352-RA
OG0000490	AH002590-RA, AH017821-RA	Dm_00005742-RA, Dm_00015168-RA
OG0000491	AH017235-RA	Dm_00000304-RA, Dm_00001850-RA
OG0000492	AH016393-RA, AH023048-RA	Dm_00020429-RA
OG0000493	AH003698-RA	Dm_00003360-RA
OG0000494	AH000797-RA, AH002283-RA	Dm_00003407-RA, Dm_00017319-RA, Dm_00011889-RA
OG0000494	AH021637-RA	Dm_00001445-RA
OG0000495	AH018574-RA, AH003207-RA	Dm_00006789-RA, Dm_00006304-RA
OG0000495	AH023224-RA, AH016267-RA	Dm_00011258-RA
OG0000496	AH013024-RA, AH022133-RA	Dm_00000938-RA
OG0000497	AH019518-RA, AH012345-RA	Dm_00003067-RA, Dm_00010095-RA
OG0000497	AH018690-RA	Dm_00012261-RA, Dm_00012260-RA, Dm_00013892-RA
OG0000498	AH020868-RA, AH014520-RA	Dm_00018455-RA
OG0000498	AH003529-RA	Dm_00019711-RA
OG0000499	AH014554-RA	Dm_00007856-RA
OG0000499	AH004234-RA, AH004235-RA, AH005267-RA	Dm_00009256-RA
OG0000501	AH005128-RA	Dm_00011706-RA
OG0000501	AH017381-RA, AH002959-RA, AH017382-RA	Dm_00000955-RA, Dm_00003250-RA
OG0000502	AH003981-RA	Dm_00003355-RA
OG0000503	AH002797-RA	Dm_00007623-RA, Dm_00018050-RA, Dm_00014940-RA, Dm_00012753-RA, Dm_00014755-RA, Dm_00015127-RA, Dm_00007624-RA, Dm_00007387-RA, Dm_00012754-RA, Dm_00014941-RA, Dm_00009472-RA
OG0000503	AH015754-RA, AH019379-RA	Dm_00018440-RA
OG0000504	AH004796-RA	Dm_00008373-RA
OG0000504	AH002498-RA, AH017967-RA	Dm_00003323-RA, Dm_00020637-RA
OG0000508	AH015916-RA, AH015913-RA, AH015911-RA, AH015912-RA, AH015915-RA	Dm_00011011-RA, Dm_00016294-RA, Dm_00018737-RA
OG0000509	AH015903-RA	Dm_00005361-RA
OG0000509	AH012774-RA	Dm_00017698-RA, Dm_00007707-RA
OG0000510	AH017905-RA, AH017906-RA, AH002577-RA, AH017904-RA, AH017903-RA, AH002578-RA	Dm_00001123-RA
OG0000511	AH006535-RA	Dm_00020353-RA
OG0000512	AH006046-RA	Dm_00001070-RA, Dm_00002762-RA
OG0000514	AH021163-RA	Dm_00014119-RA
OG0000515	AH018482-RA, AH021174-RA	Dm_00017488-RA
OG0000516	AH008008-RA	Dm_00016140-RA, Dm_00004435-RA
OG0000517	AH021592-RA	Dm_00001923-RA
OG0000517	AH000446-RA	Dm_00005417-RA
OG0000519	AH000536-RA	Dm_00003721-RA
OG0000520	AH017893-RA	Dm_00012566-RA
OG0000520	AH012229-RA	Dm_00018335-RA, Dm_00017456-RA
OG0000520	AH003214-RA	Dm_00001132-RA, Dm_00005064-RA
OG0000521	AH019670-RA, AH012001-RA	Dm_00015210-RA, Dm_00000457-RA
OG0000522	AH004675-RA	Dm_00015195-RA, Dm_00015194-RA, Dm_00005959-RA, Dm_00012636-RA, Dm_00012635-RA, Dm_00008734-RA, Dm_00004210-RA
OG0000523	AH004117-RA	Dm_00016699-RA
OG0000523	AH016608-RA	Dm_00016237-RA
OG0000529	AH018237-RA, AH011472-RA	Dm_00018788-RA, Dm_00010607-RA
OG0000530	AH007737-RA, AH010770-RA	Dm_00003554-RA, Dm_00005027-RA
OG0000530	AH019404-RA	Dm_00012603-RA
OG0000531	AH000231-RA	Dm_00005723-RA
OG0000532	AH017734-RA, AH017735-RA, AH002651-RA	Dm_00010622-RA, Dm_00009870-RA
OG0000532	AH007227-RA	Dm_00009378-RA
OG0000533	AH016051-RA	Dm_00004572-RA
OG0000534	AH012618-RA, AH021826-RA	Dm_00017005-RA, Dm_00000782-RA
OG0000534	AH003117-RA, AH018731-RA	Dm_00003966-RA
OG0000535	AH005486-RA	Dm_00021115-RA
OG0000535	AH007353-RA	Dm_00005489-RA
OG0000536	AH000208-RA	Dm_00000483-RA, Dm_00010854-RA
OG0000536	AH022015-RA	Dm_00020970-RA, Dm_00006684-RA
OG0000537	AH001580-RA	Dm_00006912-RA, Dm_00018576-RA
OG0000537	AH009303-RA, AH009302-RA, AH009304-RA, AH000811-RA	Dm_00018070-RA, Dm_00005300-RA, Dm_00015672-RA, Dm_00016755-RA
OG0000538	AH017727-RA, AH002658-RA	Dm_00006528-RA
OG0000538	AH019917-RA	Dm_00013268-RA
OG0000541	AH006028-RA	Dm_00014801-RA
OG0000541	AH001577-RA	Dm_00014172-RA, Dm_00012765-RA
OG0000542	AH008917-RA	Dm_00015320-RA
OG0000543	AH008549-RA	Dm_00018213-RA
OG0000543	AH019339-RA	Dm_00015482-RA
OG0000544	AH017917-RA	Dm_00001420-RA
OG0000544	AH012473-RA, AH021721-RA	Dm_00000026-RA
OG0000545	AH015101-RA	Dm_00008517-RA
OG0000547	AH001347-RA	Dm_00005106-RA
OG0000548	AH015311-RA, AH019029-RA	Dm_00011089-RA
OG0000550	AH007989-RA, AH021690-RA, AH012431-RA	Dm_00000016-RA, Dm_00006155-RA
OG0000552	AH004906-RA	Dm_00011424-RA, Dm_00012434-RA
OG0000554	AH020067-RA, AH011664-RA	Dm_00012969-RA
OG0000558	AH011852-RA, AH019821-RA	Dm_00010993-RA
OG0000558	AH017828-RA	Dm_00017089-RA, Dm_00016797-RA
OG0000560	AH010963-RA	Dm_00006002-RA, Dm_00012271-RA
OG0000561	AH013179-RA, AH002741-RA	Dm_00000354-RA, Dm_00004053-RA
OG0000562	AH003303-RA	Dm_00004900-RA
OG0000562	AH020419-RA	Dm_00011112-RA
OG0000563	AH014794-RA	Dm_00014627-RA
OG0000564	AH019307-RA	Dm_00010940-RA
OG0000564	AH010490-RA	Dm_00000601-RA
OG0000565	AH006684-RA	Dm_00001284-RA, Dm_00003118-RA
OG0000565	AH011040-RA	Dm_00002192-RA
OG0000566	AH014940-RA	Dm_00008582-RA
OG0000566	AH013088-RA, AH022200-RA	Dm_00019015-RA, Dm_00000920-RA
OG0000567	AH010988-RA	Dm_00005101-RA, Dm_00007377-RA
OG0000567	AH020384-RA	Dm_00009295-RA, Dm_00016605-RA
OG0000569	AH010412-RA, AH007349-RA	Dm_00004698-RA
OG0000570	AH002426-RA	Dm_00011690-RA
OG0000570	AH008311-RA	Dm_00005882-RA
OG0000571	AH022203-RA	Dm_00006817-RA, Dm_00000923-RA
OG0000572	AH016933-RA, AH008422-RA	Dm_00007670-RA, Dm_00013217-RA
OG0000573	AH010390-RA	Dm_00010260-RA, Dm_00001864-RA
OG0000573	AH008856-RA	Dm_00003412-RA, Dm_00005427-RA
OG0000574	AH004097-RA	Dm_00004624-RA
OG0000575	AH018310-RA	Dm_00000876-RA, Dm_00004185-RA
OG0000575	AH014398-RA	Dm_00007043-RA
OG0000576	AH013301-RA	Dm_00016804-RA, Dm_00009570-RA
OG0000577	AH018206-RA	Dm_00002088-RA
OG0000578	AH017109-RA, AH017110-RA	Dm_00013803-RA, Dm_00009565-RA, Dm_00017020-RA, Dm_00010635-RA
OG0000579	AH009576-RA	Dm_00003114-RA, Dm_00003574-RA
OG0000580	AH009500-RA	Dm_00003105-RA, Dm_00007577-RA
OG0000580	AH021743-RA, AH012504-RA	Dm_00009428-RA
OG0000580	AH020795-RA	Dm_00000106-RA
OG0000580	AH015363-RA	Dm_00007734-RA
OG0000581	AH009667-RA	Dm_00004368-RA, Dm_00021068-RA
OG0000582	AH023389-RA	Dm_00006294-RA
OG0000583	AH022776-RA	Dm_00014955-RA
OG0000583	AH005522-RA	Dm_00009599-RA, Dm_00016565-RA
OG0000584	AH004838-RA	Dm_00016630-RA
OG0000584	AH017943-RA	Dm_00005181-RA
OG0000585	AH004417-RA, AH004777-RA	Dm_00012756-RA, Dm_00015942-RA, Dm_00015227-RA, Dm_00020775-RA, Dm_00015943-RA, Dm_00003975-RA
OG0000586	AH015986-RA	Dm_00012045-RA, Dm_00003956-RA
OG0000595	AH011036-RA, AH011037-RA, AH023256-RA, AH016254-RA	Dm_00008461-RA
OG0000596	AH006540-RA, AH020539-RA, AH020538-RA	Dm_00008480-RA
OG0000597	AH016902-RA, AH002480-RA	Dm_00000165-RA
OG0000597	AH010441-RA	Dm_00003134-RA
OG0000597	AH010442-RA	Dm_00003135-RA
OG0000599	AH021372-RA, AH014789-RA	Dm_00006391-RA
OG0000599	AH010150-RA, AH007997-RA	Dm_00004434-RA, Dm_00010288-RA
OG0000600	AH021679-RA	Dm_00002293-RA
OG0000600	AH001472-RA, AH001430-RA	Dm_00001334-RA, Dm_00005596-RA
OG0000601	AH016705-RA, AH008330-RA	Dm_00003038-RA, Dm_00001376-RA
OG0000602	AH018665-RA	Dm_00014056-RA
OG0000603	AH016114-RA, AH016115-RA	Dm_00000665-RA
OG0000603	AH018554-RA	Dm_00009123-RA
OG0000603	AH016110-RA	Dm_00014068-RA
OG0000604	AH015156-RA, AH015132-RA, AH021575-RA	Dm_00009931-RA
OG0000605	AH010997-RA	Dm_00007380-RA
OG0000605	AH022553-RA	Dm_00004086-RA
OG0000606	AH010057-RA	Dm_00010207-RA
OG0000607	AH007051-RA, AH010990-RA	Dm_00013076-RA, Dm_00016922-RA
OG0000607	AH007909-RA, AH010270-RA	Dm_00019531-RA
OG0000608	AH022319-RA, AH013418-RA	Dm_00003388-RA, Dm_00001645-RA
OG0000609	AH017365-RA	Dm_00012413-RA
OG0000611	AH000869-RA	Dm_00019279-RA
OG0000611	AH005543-RA	Dm_00003178-RA
OG0000612	AH005292-RA, AH004207-RA	Dm_00020310-RA
OG0000613	AH005371-RA	Dm_00006952-RA, Dm_00018247-RA
OG0000614	AH010607-RA	Dm_00003708-RA, Dm_00003710-RA
OG0000614	AH012153-RA	Dm_00003709-RA
OG0000621	AH012980-RA	Dm_00014561-RA
OG0000621	AH012616-RA, AH021825-RA	Dm_00012653-RA
OG0000622	AH017700-RA	Dm_00008912-RA, Dm_00008911-RA, Dm_00008914-RA, Dm_00008913-RA
OG0000623	AH008622-RA	Dm_00019422-RA, Dm_00008028-RA
OG0000623	AH021891-RA	Dm_00006860-RA, Dm_00003384-RA
OG0000624	AH007139-RA	Dm_00018013-RA
OG0000624	AH010409-RA	Dm_00001628-RA
OG0000626	AH009152-RA	Dm_00014544-RA
OG0000627	AH005302-RA	Dm_00004524-RA
OG0000627	AH009381-RA	Dm_00009148-RA
OG0000627	AH021152-RA	Dm_00011408-RA
OG0000628	AH001623-RA	Dm_00005130-RA
OG0000628	AH006114-RA, AH003743-RA	Dm_00002656-RA
OG0000629	AH023719-RA	Dm_00012279-RA
OG0000629	AH006468-RA	Dm_00017919-RA
OG0000630	AH000538-RA	Dm_00004959-RA
OG0000630	AH008965-RA	Dm_00013446-RA
OG0000632	AH002851-RA, AH005650-RA	Dm_00012500-RA
OG0000633	AH001843-RA	Dm_00001744-RA
OG0000633	AH003995-RA, AH005626-RA	Dm_00001090-RA, Dm_00002213-RA
OG0000634	AH009260-RA	Dm_00002749-RA
OG0000635	AH003772-RA, AH003771-RA, AH005820-RA	Dm_00007916-RA, Dm_00005013-RA
OG0000635	AH001768-RA	Dm_00004016-RA, Dm_00009178-RA, Dm_00004015-RA
OG0000636	AH003799-RA, AH005790-RA	Dm_00011729-RA
OG0000637	AH014448-RA, AH008357-RA, AH016718-RA	Dm_00008345-RA, Dm_00010858-RA, Dm_00013293-RA
OG0000640	AH018165-RA	Dm_00015283-RA
OG0000641	AH002552-RA, AH017861-RA	Dm_00012748-RA
OG0000642	AH007808-RA	Dm_00005870-RA
OG0000643	AH009771-RA, AH005097-RA, AH005096-RA, AH014661-RA	Dm_00000939-RA
OG0000644	AH009476-RA	Dm_00002697-RA
OG0000645	AH019271-RA	Dm_00018096-RA
OG0000646	AH010787-RA	Dm_00002793-RA
OG0000646	AH002592-RA, AH017813-RA	Dm_00019127-RA
OG0000647	AH011274-RA	Dm_00019551-RA, Dm_00014614-RA
OG0000647	AH012103-RA, AH012102-RA	Dm_00002052-RA, Dm_00006253-RA
OG0000648	AH011478-RA, AH018326-RA	Dm_00018167-RA
OG0000649	AH001913-RA, AH007851-RA, AH000619-RA, AH001914-RA	Dm_00003275-RA, Dm_00001264-RA, Dm_00005091-RA, Dm_00006995-RA, Dm_00011784-RA, Dm_00011110-RA, Dm_00017548-RA
OG0000650	AH020080-RA	Dm_00000368-RA
OG0000659	AH013034-RA, AH022192-RA	Dm_00005135-RA
OG0000659	AH007421-RA, AH011207-RA	Dm_00001979-RA, Dm_00001225-RA
OG0000660	AH022978-RA, AH016428-RA	Dm_00017087-RA, Dm_00009713-RA
OG0000660	AH022578-RA	Dm_00016766-RA, Dm_00009892-RA
OG0000662	AH020196-RA, AH006996-RA	Dm_00017911-RA, Dm_00005292-RA, Dm_00020409-RA, Dm_00006880-RA
OG0000663	AH007569-RA	Dm_00014803-RA
OG0000664	AH005546-RA, AH005547-RA	Dm_00003170-RA
OG0000665	AH006074-RA	Dm_00003934-RA, Dm_00003213-RA
OG0000665	AH001903-RA, AH000629-RA	Dm_00009110-RA
OG0000666	AH001652-RA	Dm_00020921-RA, Dm_00006736-RA
OG0000667	AH010325-RA, AH002745-RA, AH017291-RA	Dm_00010412-RA, Dm_00018730-RA, Dm_00013759-RA, Dm_00000915-RA
OG0000668	AH001590-RA	Dm_00019297-RA
OG0000669	AH023589-RA	Dm_00007782-RA
OG0000670	AH001007-RA, AH001008-RA, AH008088-RA, AH009626-RA	Dm_00000536-RA, Dm_00000535-RA
OG0000670	AH022352-RA, AH013522-RA	Dm_00013762-RA
