Orthogroup	A_hypochondriacus.proteins	G_max.proteins
OG0000105	AH013279-RA	GmISU01.06G275600.1.p
OG0000106	AH023641-RA, AH000766-RA, AH007103-RA, AH002332-RA, AH007102-RA, AH002238-RA, AH002331-RA, AH002336-RA, AH002237-RA, AH000765-RA, AH000768-RA	GmISU01.12G021100.1.p, GmISU01.11G088800.1.p
OG0000107	AH004190-RA, AH005485-RA	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p
OG0000107	AH001713-RA	GmISU01.18G235500.5.p, GmISU01.18G235500.3.p, GmISU01.18G235500.1.p, GmISU01.18G235500.2.p, GmISU01.02G080300.1.p, GmISU01.10G228900.3.p, GmISU01.10G228900.1.p, GmISU01.10G228900.2.p, GmISU01.20G088800.1.p, GmISU01.20G088800.2.p, GmISU01.20G088800.5.p
OG0000108	AH010687-RA, AH001829-RA	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p
OG0000108	AH012760-RA, AH014759-RA	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p
OG0000109	AH001741-RA	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p
OG0000109	AH003764-RA	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p
OG0000110	AH019974-RA, AH007045-RA	GmISU01.10G182000.1.p, GmISU01.20G135300.1.p, GmISU01.20G135200.1.p, GmISU01.10G182100.1.p, GmISU01.16G130700.1.p
OG0000112	AH015488-RA	GmISU01.16G058550.1.p
OG0000113	AH016269-RA, AH023225-RA	GmISU01.04G060700.1.p, GmISU01.17G183200.1.p, GmISU01.14G105500.1.p
OG0000113	AH023633-RA	GmISU01.01G064100.1.p
OG0000113	AH018586-RA	GmISU01.17G128800.1.p, GmISU01.17G128900.1.p, GmISU01.05G053200.1.p, GmISU01.05G053100.1.p, GmISU01.17G128700.1.p, GmISU01.05G053000.1.p
OG0000113	AH018579-RA	GmISU01.05G052300.1.p, GmISU01.17G128100.1.p
OG0000114	AH015161-RA	GmISU01.08G314100.5.p, GmISU01.08G314100.6.p, GmISU01.08G314100.7.p, GmISU01.08G314100.3.p, GmISU01.08G314100.4.p, GmISU01.08G314100.2.p, GmISU01.08G314100.1.p, GmISU01.08G314400.1.p, GmISU01.08G314300.1.p, GmISU01.13G214600.1.p, GmISU01.13G214600.2.p, GmISU01.03G061200.2.p, GmISU01.03G061200.1.p, GmISU01.16G081700.2.p, GmISU01.16G081700.1.p
OG0000115	AH021864-RA, AH006630-RA	GmISU01.07G126100.1.p, GmISU01.18G145300.1.p, GmISU01.18G145400.1.p, GmISU01.18G145200.1.p, GmISU01.07G125600.1.p
OG0000115	AH011228-RA	GmISU01.12G120600.1.p
OG0000115	AH011595-RA	GmISU01.09G032000.1.p, GmISU01.15G128600.1.p
OG0000116	AH006915-RA	GmISU01.11G182000.1.p, GmISU01.20G057600.1.p, GmISU01.12G067500.1.p
OG0000116	AH006916-RA	GmISU01.11G132300.1.p
OG0000116	AH022502-RA	GmISU01.10G106500.1.p, GmISU01.11G181900.1.p, GmISU01.11G182200.1.p
OG0000116	AH020377-RA	GmISU01.13G118600.1.p
OG0000117	AH003210-RA, AH018569-RA, AH011627-RA, AH011626-RA, AH021154-RA, AH014525-RA, AH014524-RA, AH020866-RA, AH014523-RA, AH000151-RA, AH004397-RA, AH004396-RA, AH004394-RA, AH004395-RA, AH021986-RA, AH021985-RA	GmISU01.15G227700.1.p, GmISU01.15G227600.1.p, GmISU01.09G085100.1.p
OG0000118	AH022107-RA	GmISU01.08G243200.1.p
OG0000118	AH012040-RA, AH019634-RA	GmISU01.11G185000.1.p
OG0000118	AH006465-RA	GmISU01.12G029900.1.p
OG0000118	AH009602-RA	GmISU01.09G227900.1.p, GmISU01.18G163900.3.p, GmISU01.02G199900.1.p, GmISU01.14G170600.1.p, GmISU01.02G199900.3.p, GmISU01.02G199900.2.p
OG0000119	AH017345-RA, AH002923-RA	GmISU01.07G228000.3.p, GmISU01.07G228000.2.p, GmISU01.17G006900.1.p, GmISU01.15G106700.1.p, GmISU01.15G106700.6.p, GmISU01.15G106700.5.p, GmISU01.15G106700.4.p, GmISU01.15G106700.3.p, GmISU01.09G009800.4.p, GmISU01.09G009800.3.p, GmISU01.09G009800.2.p
OG0000120	AH020337-RA, AH006837-RA	GmISU01.03G107300.3.p, GmISU01.03G107300.5.p, GmISU01.03G107300.2.p, GmISU01.03G107300.4.p, GmISU01.19G111900.4.p, GmISU01.19G111900.5.p, GmISU01.19G111900.3.p, GmISU01.19G111900.6.p
OG0000120	AH020344-RA	GmISU01.10G078200.1.p
OG0000120	AH018632-RA	GmISU01.01G177300.4.p, GmISU01.01G177300.6.p, GmISU01.01G177300.5.p, GmISU01.01G177300.2.p, GmISU01.01G177300.7.p, GmISU01.01G177300.1.p, GmISU01.11G022000.1.p
OG0000121	AH010321-RA	GmISU01.15G120100.5.p, GmISU01.15G120100.2.p, GmISU01.15G120100.4.p, GmISU01.15G120100.1.p, GmISU01.09G022200.2.p, GmISU01.09G022200.4.p, GmISU01.09G022200.3.p, GmISU01.09G022200.1.p
OG0000121	AH022634-RA	GmISU01.10G087000.2.p, GmISU01.10G087000.5.p, GmISU01.10G087000.6.p, GmISU01.10G087000.4.p, GmISU01.10G087000.3.p, GmISU01.02G232200.2.p, GmISU01.02G232200.1.p, GmISU01.14G041600.2.p
OG0000121	AH010322-RA, AH013867-RA	GmISU01.17G165400.1.p
OG0000122	AH015608-RA	GmISU01.04G123101.1.p
OG0000123	AH004264-RA, AH005234-RA	GmISU01.19G078000.1.p
OG0000124	AH001904-RA	GmISU01.02G120000.1.p, GmISU01.07G179000.1.p
OG0000124	AH019891-RA, AH004745-RA, AH000628-RA	GmISU01.02G119700.1.p, GmISU01.07G179100.1.p, GmISU01.07G179200.1.p, GmISU01.02G119600.1.p, GmISU01.02G119800.2.p, GmISU01.02G119800.1.p
OG0000124	AH015148-RA	GmISU01.04G035300.1.p, GmISU01.06G034500.1.p
OG0000125	AH012890-RA	GmISU01.19G118500.1.p, GmISU01.03G113500.1.p
OG0000125	AH010561-RA	GmISU01.03G198600.5.p, GmISU01.03G198600.1.p, GmISU01.03G198600.3.p, GmISU01.03G198600.2.p, GmISU01.19G199700.1.p, GmISU01.19G200200.1.p, GmISU01.19G200200.2.p, GmISU01.03G199100.1.p
OG0000127	AH010397-RA	GmISU01.02G079500.1.p, GmISU01.18G236100.1.p
OG0000127	AH002969-RA, AH017357-RA	GmISU01.08G008800.1.p, GmISU01.05G172000.1.p, GmISU01.06G153300.1.p, GmISU01.04G160400.1.p, GmISU01.06G153200.1.p, GmISU01.04G160500.1.p
OG0000128	AH013509-RA, AH013505-RA	GmISU01.07G000901.1.p, GmISU01.07G000901.2.p, GmISU01.07G000901.3.p, GmISU01.07G000901.4.p, GmISU01.03G089801.1.p
OG0000128	AH013510-RA	GmISU01.03G089700.2.p
OG0000129	AH019249-RA	GmISU01.07G192300.1.p, GmISU01.07G192300.3.p, GmISU01.07G192300.2.p, GmISU01.07G192400.1.p
OG0000131	AH014578-RA	GmISU01.07G035600.2.p, GmISU01.16G006100.1.p, GmISU01.13G082000.1.p, GmISU01.17G045300.1.p, GmISU01.15G159200.1.p
OG0000131	AH016864-RA, AH016862-RA, AH003876-RA, AH018991-RA, AH013318-RA, AH003875-RA, AH016865-RA, AH013320-RA, AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA, AH016833-RA, AH016845-RA, AH016868-RA, AH014582-RA, AH014583-RA, AH014581-RA, AH014580-RA, AH014579-RA, AH009123-RA, AH009120-RA, AH014365-RA, AH014364-RA, AH020779-RA, AH020778-RA, AH014066-RA, AH020774-RA	GmISU01.07G036000.1.p, GmISU01.07G036200.1.p, GmISU01.07G035800.1.p, GmISU01.07G035900.1.p, GmISU01.16G006200.1.p, GmISU01.07G035700.1.p
OG0000134	AH001790-RA, AH001791-RA	GmISU01.17G212300.1.p, GmISU01.14G076300.1.p, GmISU01.14G076100.1.p, GmISU01.06G034400.1.p, GmISU01.14G076200.1.p, GmISU01.17G212100.1.p, GmISU01.17G212200.1.p
OG0000135	AH022214-RA	GmISU01.15G025400.1.p, GmISU01.07G032600.1.p
OG0000135	AH017069-RA	GmISU01.07G035950.1.p
OG0000135	AH016059-RA	GmISU01.04G049400.3.p, GmISU01.04G049400.2.p
OG0000135	AH013502-RA	GmISU01.15G000500.2.p, GmISU01.15G000500.3.p, GmISU01.13G330000.1.p, GmISU01.13G330000.3.p, GmISU01.19G017566.1.p
OG0000135	AH015896-RA	GmISU01.08G025100.1.p, GmISU01.05G188900.1.p
OG0000136	AH017306-RA	GmISU01.06G168600.1.p, GmISU01.04G145600.1.p, GmISU01.05G031600.2.p, GmISU01.17G084400.1.p
OG0000137	AH022076-RA, AH022075-RA, AH014193-RA, AH012283-RA, AH019476-RA, AH019481-RA, AH014194-RA, AH019421-RA, AH011697-RA, AH012282-RA	GmISU01.15G134400.1.p, GmISU01.17G026700.1.p, GmISU01.07G206800.1.p
OG0000138	AH005424-RA	GmISU01.14G125200.1.p, GmISU01.20G147300.1.p, GmISU01.10G168700.1.p, GmISU01.02G089500.1.p, GmISU01.01G070500.1.p
OG0000138	AH022914-RA, AH016501-RA	GmISU01.08G235800.1.p, GmISU01.18G222901.1.p
OG0000138	AH014147-RA, AH014146-RA	GmISU01.09G185900.1.p, GmISU01.12G008200.1.p
OG0000138	AH022294-RA, AH013450-RA	GmISU01.16G013200.1.p, GmISU01.07G043600.1.p, GmISU01.03G219000.1.p
OG0000138	AH013724-RA, AH022574-RA	GmISU01.11G125200.1.p, GmISU01.12G055700.2.p
OG0000139	AH023020-RA	GmISU01.18G029700.1.p
OG0000140	AH001068-RA, AH001070-RA, AH003302-RA, AH014008-RA	GmISU01.09G087300.1.p, GmISU01.09G087300.3.p, GmISU01.09G087300.2.p
OG0000142	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA	GmISU01.09G214000.1.p
OG0000143	AH016191-RA, AH008728-RA, AH008727-RA	GmISU01.13G063200.1.p, GmISU01.14G144700.1.p, GmISU01.14G144500.2.p, GmISU01.14G144500.1.p, GmISU01.14G144600.1.p, GmISU01.14G144800.1.p, GmISU01.06G093400.2.p, GmISU01.06G093400.1.p, GmISU01.06G093400.3.p, GmISU01.13G037100.1.p, GmISU01.15G051100.1.p
OG0000144	AH005332-RA	GmISU01.08G175000.2.p, GmISU01.08G175000.3.p, GmISU01.08G175000.1.p, GmISU01.12G139600.1.p, GmISU01.12G139600.2.p
OG0000144	AH011428-RA	GmISU01.05G060900.3.p, GmISU01.05G060900.2.p, GmISU01.17G136800.1.p, GmISU01.17G136800.2.p, GmISU01.17G136800.3.p, GmISU01.11G034800.1.p
OG0000145	AH009242-RA	GmISU01.09G218200.1.p, GmISU01.03G012300.1.p, GmISU01.07G067400.1.p, GmISU01.18G176100.1.p, GmISU01.03G012400.1.p, GmISU01.07G067600.1.p, GmISU01.18G175800.1.p, GmISU01.09G218400.1.p, GmISU01.03G012200.2.p, GmISU01.03G012200.3.p, GmISU01.03G012200.1.p, GmISU01.07G067900.3.p, GmISU01.07G067900.1.p, GmISU01.07G067900.2.p, GmISU01.07G067300.3.p, GmISU01.07G067300.1.p, GmISU01.07G067700.4.p
OG0000146	AH013670-RA, AH013668-RA	GmISU01.14G059100.1.p, GmISU01.02G214800.1.p
OG0000146	AH019053-RA, AH016411-RA, AH023019-RA, AH023024-RA, AH008823-RA	GmISU01.13G147600.1.p, GmISU01.07G169700.1.p, GmISU01.07G170000.1.p, GmISU01.07G169800.1.p, GmISU01.07G169600.1.p, GmISU01.07G170200.1.p, GmISU01.13G147300.1.p, GmISU01.13G147100.1.p, GmISU01.13G147500.1.p, GmISU01.08G062900.1.p, GmISU01.08G062800.1.p, GmISU01.08G063100.1.p, GmISU01.06G144500.1.p
OG0000147	AH021952-RA	GmISU01.19G045500.1.p
OG0000147	AH000183-RA	GmISU01.12G143700.1.p
OG0000148	AH022552-RA	GmISU01.12G056800.5.p, GmISU01.12G056800.2.p, GmISU01.11G126100.1.p
OG0000149	AH016220-RA	GmISU01.17G191700.4.p, GmISU01.17G191700.5.p, GmISU01.17G191700.6.p, GmISU01.17G191700.1.p, GmISU01.17G191700.3.p, GmISU01.14G096900.1.p, GmISU01.14G096900.2.p
OG0000149	AH022324-RA	GmISU01.03G086300.1.p, GmISU01.03G086300.2.p
OG0000149	AH018906-RA	GmISU01.16G071800.4.p, GmISU01.16G071800.1.p, GmISU01.16G071800.3.p, GmISU01.16G071800.5.p
OG0000152	AH022513-RA	GmISU01.03G135100.1.p, GmISU01.19G138400.1.p, GmISU01.13G104500.1.p, GmISU01.13G281500.1.p
OG0000153	AH021960-RA	GmISU01.10G045200.1.p, GmISU01.10G045200.2.p, GmISU01.19G142800.1.p, GmISU01.19G142800.3.p
OG0000153	AH008291-RA	GmISU01.02G258800.1.p, GmISU01.18G069600.1.p, GmISU01.08G293500.1.p, GmISU01.03G070300.1.p
OG0000153	AH007368-RA	GmISU01.05G163700.1.p, GmISU01.08G000900.1.p
OG0000154	AH019982-RA	GmISU01.05G005700.2.p, GmISU01.05G005700.3.p
OG0000154	AH017268-RA	GmISU01.19G006100.1.p
OG0000155	AH012856-RA, AH012857-RA, AH012863-RA, AH012861-RA, AH012858-RA, AH012846-RA, AH012847-RA, AH012848-RA, AH022179-RA, AH012859-RA, AH012860-RA, AH012864-RA, AH012865-RA, AH012862-RA, AH010202-RA, AH022174-RA, AH010200-RA, AH012855-RA	GmISU01.10G019300.1.p, GmISU01.02G138100.1.p, GmISU01.03G169800.1.p, GmISU01.19G171600.1.p, GmISU01.02G138000.1.p, GmISU01.10G019500.1.p, GmISU01.19G171500.1.p, GmISU01.03G169700.1.p, GmISU01.10G019400.1.p
OG0000157	AH001951-RA	GmISU01.07G026700.1.p, GmISU01.13G324400.1.p, GmISU01.13G324400.2.p, GmISU01.15G006000.1.p
OG0000157	AH019804-RA	GmISU01.13G132200.11.p, GmISU01.13G132200.12.p, GmISU01.13G132200.13.p, GmISU01.13G132200.9.p, GmISU01.13G132200.6.p, GmISU01.13G132200.7.p, GmISU01.13G132200.1.p, GmISU01.13G132200.8.p, GmISU01.13G132200.5.p, GmISU01.13G132200.10.p, GmISU01.13G132200.4.p, GmISU01.17G102400.6.p, GmISU01.17G102400.2.p, GmISU01.17G102400.4.p, GmISU01.17G102400.1.p, GmISU01.13G132500.10.p, GmISU01.13G132500.5.p, GmISU01.13G132500.1.p, GmISU01.13G132500.7.p, GmISU01.13G132500.6.p, GmISU01.13G132500.8.p, GmISU01.13G132500.9.p, GmISU01.13G132500.2.p
OG0000159	AH009478-RA, AH009480-RA	GmISU01.07G045500.1.p, GmISU01.07G045400.1.p, GmISU01.19G219700.1.p
OG0000159	AH020974-RA	GmISU01.14G004900.1.p
OG0000159	AH011882-RA	GmISU01.06G125600.1.p, GmISU01.06G125700.1.p, GmISU01.04G186000.1.p, GmISU01.06G125800.1.p
OG0000160	AH016892-RA, AH023753-RA	GmISU01.06G014200.2.p, GmISU01.06G014200.7.p, GmISU01.06G014200.4.p, GmISU01.06G014200.1.p, GmISU01.04G015500.1.p
OG0000160	AH005973-RA	GmISU01.16G093600.7.p, GmISU01.16G093600.2.p, GmISU01.16G093600.3.p, GmISU01.16G093600.5.p, GmISU01.16G093600.6.p, GmISU01.16G093600.8.p, GmISU01.16G093600.4.p, GmISU01.16G093600.9.p, GmISU01.16G093600.1.p, GmISU01.09G157700.7.p, GmISU01.09G157700.4.p, GmISU01.09G157700.5.p, GmISU01.09G157700.2.p, GmISU01.09G157700.8.p
OG0000160	AH001592-RA, AH000928-RA	GmISU01.14G000200.1.p, GmISU01.14G001100.1.p, GmISU01.14G001100.3.p
OG0000161	AH010020-RA	GmISU01.18G117200.1.p, GmISU01.08G248400.1.p
OG0000162	AH017198-RA, AH002995-RA	GmISU01.08G086400.2.p, GmISU01.08G086400.1.p
OG0000162	AH022861-RA, AH022859-RA	GmISU01.18G235850.3.p, GmISU01.02G079800.1.p, GmISU01.18G235850.2.p, GmISU01.18G235850.1.p
OG0000162	AH005478-RA, AH004130-RA	GmISU01.19G056400.3.p, GmISU01.19G056400.4.p, GmISU01.19G056400.2.p, GmISU01.19G056400.1.p, GmISU01.09G094200.1.p
OG0000162	AH000903-RA	GmISU01.20G086900.1.p, GmISU01.20G087300.1.p
OG0000163	AH014552-RA	GmISU01.13G093000.1.p, GmISU01.13G093000.3.p, GmISU01.13G093000.5.p, GmISU01.10G031600.2.p, GmISU01.10G031600.1.p, GmISU01.13G093000.2.p, GmISU01.13G093000.4.p
OG0000164	AH021228-RA, AH014343-RA	GmISU01.09G131700.3.p, GmISU01.16G185200.2.p, GmISU01.16G185200.1.p
OG0000164	AH001454-RA, AH000392-RA	GmISU01.11G152200.1.p, GmISU01.12G075700.1.p
OG0000164	AH020804-RA, AH014173-RA	GmISU01.04G122300.2.p, GmISU01.06G190100.1.p, GmISU01.05G010100.3.p, GmISU01.05G010100.19.p, GmISU01.05G010100.2.p, GmISU01.05G010100.20.p, GmISU01.05G010100.21.p, GmISU01.05G010100.6.p, GmISU01.17G109900.1.p
OG0000165	AH001450-RA, AH009997-RA, AH010091-RA	GmISU01.12G183500.2.p, GmISU01.12G183500.1.p
OG0000168	AH020525-RA, AH006562-RA, AH006510-RA, AH007811-RA	GmISU01.13G156300.1.p, GmISU01.13G156300.6.p, GmISU01.13G156300.5.p, GmISU01.13G156300.3.p, GmISU01.13G156300.2.p, GmISU01.15G190100.1.p, GmISU01.13G156500.2.p, GmISU01.13G156500.1.p, GmISU01.13G156500.3.p, GmISU01.13G156500.6.p, GmISU01.13G156500.4.p, GmISU01.13G156500.5.p, GmISU01.13G156400.2.p, GmISU01.13G156400.4.p, GmISU01.13G156400.5.p, GmISU01.13G156400.3.p, GmISU01.13G156400.1.p, GmISU01.13G156600.2.p, GmISU01.13G156600.1.p, GmISU01.04G105100.3.p, GmISU01.04G105100.1.p, GmISU01.04G105100.2.p, GmISU01.06G267600.1.p, GmISU01.06G267700.1.p, GmISU01.06G267500.1.p
OG0000169	AH003317-RA	GmISU01.10G136900.1.p, GmISU01.03G210400.1.p, GmISU01.20G179400.1.p
OG0000169	AH010535-RA	GmISU01.10G119800.1.p, GmISU01.03G191800.1.p, GmISU01.19G193300.1.p
OG0000170	AH013750-RA	GmISU01.10G006100.3.p, GmISU01.10G152200.4.p
OG0000170	AH011283-RA	GmISU01.08G017000.1.p, GmISU01.05G180300.1.p
OG0000170	AH007222-RA	GmISU01.03G208200.4.p, GmISU01.03G208200.3.p, GmISU01.03G208200.2.p, GmISU01.03G208200.1.p, GmISU01.19G209000.1.p, GmISU01.10G134200.1.p, GmISU01.20G181500.1.p
OG0000171	AH000491-RA, AH002132-RA	GmISU01.17G169200.1.p, GmISU01.14G120500.1.p, GmISU01.04G076700.1.p, GmISU01.06G078300.1.p, GmISU01.13G313700.1.p, GmISU01.15G017500.1.p, GmISU01.08G188300.1.p, GmISU01.07G015400.1.p, GmISU01.09G155400.1.p, GmISU01.01G111600.1.p
OG0000171	AH018302-RA	GmISU01.11G032000.1.p, GmISU01.05G057000.1.p, GmISU01.17G132300.1.p
OG0000172	AH019304-RA, AH015622-RA	GmISU01.04G182300.4.p, GmISU01.04G182300.3.p, GmISU01.04G182300.7.p, GmISU01.04G182300.6.p, GmISU01.04G182300.5.p, GmISU01.04G182300.8.p, GmISU01.04G182300.9.p, GmISU01.04G182300.2.p, GmISU01.04G182300.1.p, GmISU01.06G129200.1.p, GmISU01.06G129200.3.p, GmISU01.06G129200.4.p, GmISU01.06G129200.5.p, GmISU01.06G129200.2.p
OG0000179	AH015938-RA	GmISU01.20G201900.1.p, GmISU01.10G250800.1.p
OG0000179	AH012805-RA	GmISU01.19G141100.1.p, GmISU01.03G138100.1.p, GmISU01.03G138100.2.p
OG0000179	AH004307-RA	GmISU01.02G041200.1.p
OG0000180	AH014306-RA, AH021076-RA	GmISU01.13G086200.16.p, GmISU01.13G086200.14.p, GmISU01.13G086200.12.p, GmISU01.13G086200.13.p, GmISU01.13G086200.15.p, GmISU01.13G086200.9.p, GmISU01.13G086200.19.p, GmISU01.13G086200.18.p, GmISU01.13G086200.11.p, GmISU01.13G086200.7.p, GmISU01.13G086200.8.p, GmISU01.13G086200.10.p, GmISU01.13G086200.5.p, GmISU01.13G086200.6.p, GmISU01.17G041400.1.p, GmISU01.13G086200.2.p, GmISU01.13G086200.3.p, GmISU01.13G086200.17.p, GmISU01.13G086200.1.p, GmISU01.09G065900.3.p, GmISU01.09G065900.4.p, GmISU01.09G065900.2.p, GmISU01.09G065900.7.p, GmISU01.09G065900.8.p, GmISU01.09G065900.5.p, GmISU01.09G065900.10.p, GmISU01.09G065900.9.p, GmISU01.09G065900.6.p, GmISU01.09G065900.11.p, GmISU01.09G065900.1.p, GmISU01.15G163300.2.p, GmISU01.15G163300.5.p, GmISU01.15G163300.4.p, GmISU01.15G163300.6.p, GmISU01.15G163300.3.p, GmISU01.15G163300.7.p, GmISU01.15G163300.1.p
OG0000180	AH022087-RA	GmISU01.15G138200.1.p, GmISU01.19G176200.1.p, GmISU01.03G175000.5.p, GmISU01.03G175000.1.p
OG0000181	AH008868-RA	GmISU01.04G205600.4.p, GmISU01.04G205600.5.p, GmISU01.04G205600.1.p, GmISU01.06G103900.2.p, GmISU01.06G103900.1.p, GmISU01.06G103900.4.p, GmISU01.06G103900.5.p, GmISU01.06G103900.3.p
OG0000181	AH010377-RA, AH003266-RA	GmISU01.15G193200.1.p, GmISU01.04G168500.4.p, GmISU01.04G168500.5.p, GmISU01.04G168500.9.p, GmISU01.04G168500.7.p, GmISU01.04G168500.8.p, GmISU01.04G168500.2.p, GmISU01.04G168500.3.p, GmISU01.04G168500.1.p, GmISU01.06G144800.3.p, GmISU01.06G144800.7.p, GmISU01.06G144800.2.p, GmISU01.06G144800.6.p, GmISU01.06G144800.4.p, GmISU01.05G165500.5.p, GmISU01.05G165500.2.p, GmISU01.05G165500.3.p, GmISU01.05G165500.4.p, GmISU01.05G165500.1.p, GmISU01.08G002500.3.p, GmISU01.08G002500.1.p, GmISU01.08G002500.7.p, GmISU01.08G002500.4.p, GmISU01.08G002500.5.p, GmISU01.08G002500.2.p
OG0000182	AH021993-RA	GmISU01.20G141900.1.p, GmISU01.10G174800.1.p, GmISU01.02G066300.1.p, GmISU01.02G066400.1.p, GmISU01.16G127600.1.p, GmISU01.16G127500.1.p
OG0000182	AH002277-RA, AH000801-RA, AH012779-RA	GmISU01.04G002800.3.p
OG0000183	AH015254-RA	GmISU01.13G202900.5.p, GmISU01.15G072500.1.p, GmISU01.13G202900.3.p, GmISU01.13G202900.6.p, GmISU01.13G202900.2.p, GmISU01.15G072500.2.p, GmISU01.15G152401.1.p
OG0000184	AH019907-RA, AH007213-RA	GmISU01.02G005300.3.p, GmISU01.02G005300.1.p, GmISU01.02G005300.2.p, GmISU01.10G006000.2.p
OG0000184	AH017737-RA	GmISU01.19G129800.1.p, GmISU01.19G129800.2.p, GmISU01.03G125800.1.p, GmISU01.03G125800.2.p, GmISU01.10G033700.1.p, GmISU01.10G033700.3.p
OG0000185	AH007772-RA	GmISU01.19G203200.2.p, GmISU01.19G203200.1.p, GmISU01.03G202100.2.p, GmISU01.11G005300.3.p, GmISU01.11G005300.2.p, GmISU01.11G005300.4.p, GmISU01.11G005300.1.p, GmISU01.20G113100.1.p
OG0000185	AH020040-RA	GmISU01.07G175400.1.p
OG0000185	AH010844-RA, AH007773-RA, AH010845-RA	GmISU01.10G127900.12.p, GmISU01.10G127900.1.p, GmISU01.15G217300.3.p, GmISU01.15G217300.1.p, GmISU01.15G217300.2.p, GmISU01.20G187600.1.p, GmISU01.20G187600.2.p, GmISU01.20G187600.3.p
OG0000186	AH004613-RA	GmISU01.08G236700.1.p
OG0000187	AH006377-RA	GmISU01.16G049600.1.p, GmISU01.19G070000.1.p
OG0000187	AH006242-RA	GmISU01.19G069800.1.p, GmISU01.16G049800.1.p
OG0000187	AH003378-RA, AH006240-RA	GmISU01.16G049700.1.p, GmISU01.19G069900.1.p
OG0000187	AH003380-RA	GmISU01.16G049900.1.p, GmISU01.19G069700.1.p, GmISU01.16G023600.1.p, GmISU01.07G053000.1.p
OG0000187	AH004538-RA, AH005195-RA	GmISU01.11G229300.1.p, GmISU01.05G122600.1.p
OG0000188	AH019606-RA, AH012098-RA	GmISU01.10G192600.1.p, GmISU01.20G126400.1.p, GmISU01.09G103700.1.p, GmISU01.09G103700.2.p, GmISU01.16G149900.1.p, GmISU01.16G149700.1.p, GmISU01.09G103400.1.p, GmISU01.09G103500.1.p, GmISU01.16G149800.1.p, GmISU01.09G104000.1.p, GmISU01.16G150200.1.p, GmISU01.16G150000.7.p, GmISU01.16G150000.6.p, GmISU01.16G150000.5.p, GmISU01.16G150000.4.p, GmISU01.16G150100.1.p, GmISU01.09G103900.1.p, GmISU01.10G192700.1.p, GmISU01.09G103300.1.p, GmISU01.16G149600.1.p, GmISU01.09G103800.2.p, GmISU01.10G192800.1.p
OG0000188	AH009637-RA	GmISU01.18G183500.1.p, GmISU01.09G211000.1.p, GmISU01.07G059700.1.p, GmISU01.16G029100.1.p
OG0000189	AH004583-RA	GmISU01.06G112400.3.p, GmISU01.06G112400.2.p, GmISU01.06G112400.1.p
OG0000191	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA	GmISU01.05G100250.1.p
OG0000192	AH011738-RA	GmISU01.15G172100.1.p, GmISU01.09G074000.1.p
OG0000192	AH011736-RA, AH020017-RA	GmISU01.03G073800.1.p, GmISU01.20G019400.1.p, GmISU01.07G190000.1.p
OG0000193	AH002455-RA	GmISU01.07G156500.1.p, GmISU01.13G218000.1.p, GmISU01.15G058800.1.p
