Orthogroup	A_hypochondriacus.proteins	B_vulgaris.proteins
OG0000118	AH002266-RA	Bevul.9G136500.1.p
OG0000119	AH021449-RA	Bevul.8G042200.1.p
OG0000119	AH017345-RA	Bevul.8G066300.1.p, Bevul.8G066400.1.p
OG0000119	AH002923-RA	Bevul.8G007500.1.p
OG0000120	AH020337-RA, AH006837-RA	Bevul.3G185900.1.p
OG0000120	AH010921-RA	Bevul.4G241800.1.p
OG0000120	AH020344-RA	Bevul.3G186500.1.p
OG0000120	AH009707-RA	Bevul.1G164500.1.p
OG0000120	AH018632-RA	Bevul.1G158600.1.p, Bevul.5G000300.1.p
OG0000121	AH010321-RA	Bevul.4G108700.1.p
OG0000121	AH003861-RA	Bevul.8G003400.1.p, Bevul.6G014900.1.p, Bevul.5G234100.1.p
OG0000121	AH022634-RA	Bevul.7G184000.1.p
OG0000121	AH003011-RA	Bevul.5G117700.1.p
OG0000122	AH015608-RA	Bevul.8G023100.1.p, Bevul.7G084500.1.p, Bevul.5G126200.1.p
OG0000122	AH003330-RA	Bevul.3G142300.1.p
OG0000123	AH004264-RA, AH005234-RA	Bevul.6G215400.1.p
OG0000124	AH001904-RA	Bevul.9G182900.1.p
OG0000124	AH001376-RA	Bevul.9G081400.1.p
OG0000124	AH019891-RA, AH004745-RA	Bevul.3G002000.1.p, Bevul.3G004500.1.p
OG0000124	AH000628-RA	Bevul.9G183000.1.p
OG0000124	AH015148-RA	Bevul.8G010600.1.p
OG0000125	AH012890-RA	Bevul.7G078600.1.p
OG0000125	AH010561-RA	Bevul.4G149800.1.p
OG0000125	AH010563-RA	Bevul.4G149500.1.p, Bevul.4G149600.1.p
OG0000127	AH010397-RA	Bevul.4G194200.1.p
OG0000127	AH022171-RA, AH012869-RA	Bevul.7G087800.1.p
OG0000127	AH017358-RA, AH002968-RA	Bevul.5G158900.1.p
OG0000128	AH013509-RA, AH013505-RA, AH013510-RA, AH013513-RA	Bevul.7G149700.1.p
OG0000129	AH019248-RA	Bevul.2G003900.1.p, Bevul.2G004000.1.p
OG0000129	AH019249-RA	Bevul.2G004200.1.p
OG0000131	AH014578-RA	Bevul.8G137700.1.p
OG0000131	AH013318-RA, AH003875-RA	Bevul.2G009600.1.p, Bevul.2G008900.1.p
OG0000131	AH016865-RA	Bevul.8G138700.1.p, Bevul.8G138600.1.p
OG0000131	AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA	Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p
OG0000131	AH016868-RA	Bevul.1G041300.1.p
OG0000131	AH014582-RA, AH014583-RA	Bevul.8G138100.1.p, Bevul.8G138300.1.p
OG0000131	AH014581-RA, AH014580-RA, AH014579-RA	Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p
OG0000131	AH020779-RA	Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p
OG0000131	AH020778-RA	Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p
OG0000135	AH022214-RA	Bevul.7G173200.1.p, Bevul.7G173300.1.p
OG0000135	AH016059-RA	Bevul.2G140100.1.p
OG0000135	AH013502-RA	Bevul.7G150000.1.p
OG0000135	AH015896-RA	Bevul.2G120400.1.p
OG0000136	AH017306-RA	Bevul.5G207500.1.p
OG0000136	AH016776-RA, AH023665-RA	Bevul.1G025900.1.p
OG0000136	AH000810-RA, AH002265-RA	Bevul.9G136600.1.p
OG0000137	AH022076-RA	Bevul.7G104400.1.p
OG0000137	AH022075-RA	Bevul.8G104700.1.p, Bevul.7G104700.1.p
OG0000137	AH014193-RA, AH012283-RA, AH019476-RA, AH019481-RA, AH014194-RA, AH019421-RA, AH011697-RA, AH012282-RA	Bevul.3G085500.1.p
OG0000138	AH005424-RA	Bevul.6G121200.1.p
OG0000138	AH022914-RA, AH016501-RA	Bevul.2G217300.1.p
OG0000138	AH014147-RA, AH014146-RA	Bevul.8G188600.1.p
OG0000138	AH022294-RA, AH013450-RA	Bevul.7G159500.1.p
OG0000138	AH013724-RA, AH022574-RA	Bevul.7G202500.1.p
OG0000139	AH023020-RA	Bevul.2G223600.2.p, Bevul.2G223600.1.p, Bevul.2G223700.1.p, Bevul.2G223000.1.p
OG0000139	AH016410-RA	Bevul.2G223500.1.p, Bevul.2G223100.1.p
OG0000140	AH001067-RA, AH001066-RA	Bevul.9G004400.1.p, Bevul.1G171700.1.p, Bevul.9G004300.1.p
OG0000142	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA	Bevul.8G131900.1.p
OG0000143	AH002172-RA	Bevul.9G147700.1.p
OG0000143	AH016191-RA, AH008728-RA	Bevul.1G102700.1.p
OG0000143	AH008727-RA	Bevul.1G103500.1.p, Bevul.1G103700.1.p
OG0000144	AH010736-RA	Bevul.4G125600.1.p
OG0000144	AH011428-RA	Bevul.5G076800.1.p
OG0000145	AH013887-RA	Bevul.7G185900.1.p
OG0000145	AH009242-RA	Bevul.1G166900.1.p
OG0000146	AH013670-RA, AH013668-RA	Bevul.7G207800.1.p
OG0000146	AH019053-RA, AH016411-RA, AH023019-RA	Bevul.2G223800.1.p
OG0000146	AH008823-RA	Bevul.6G087300.1.p, Bevul.2G222800.1.p, Bevul.2G234100.1.p, Bevul.2G239000.1.p
OG0000147	AH021952-RA	Bevul.7G065100.1.p
OG0000147	AH004457-RA	Bevul.6G177100.1.p
OG0000147	AH000183-RA	Bevul.9G048300.1.p
OG0000148	AH022555-RA, AH013718-RA	Bevul.7G203500.1.p, Bevul.7G203700.1.p, Bevul.7G203600.1.p
OG0000148	AH013719-RA	Bevul.7G203800.1.p
OG0000148	AH022552-RA	Bevul.7G204000.1.p
OG0000148	AH022967-RA	Bevul.2G230800.4.p, Bevul.2G230800.3.p, Bevul.2G230800.1.p, Bevul.2G230800.2.p, Bevul.2G230800.5.p
OG0000149	AH016220-RA	Bevul.2G168000.1.p
OG0000149	AH022324-RA	Bevul.1G138700.1.p
OG0000149	AH018906-RA	Bevul.2G086000.2.p, Bevul.2G086000.1.p
OG0000152	AH000407-RA	Bevul.2G056700.1.p
OG0000152	AH022506-RA	Bevul.7G211300.1.p, Bevul.7G211500.1.p, Bevul.7G211400.1.p, Bevul.7G211000.1.p
OG0000153	AH021960-RA	Bevul.7G062900.2.p, Bevul.7G062900.1.p
OG0000153	AH008291-RA	Bevul.4G008900.1.p
OG0000153	AH007368-RA	Bevul.4G177400.1.p
OG0000154	AH019982-RA	Bevul.4G170100.1.p
OG0000154	AH017268-RA	Bevul.3G128500.1.p
OG0000155	AH012856-RA, AH012857-RA, AH012863-RA, AH012861-RA, AH012858-RA	Bevul.3G125200.1.p, Bevul.3G125000.1.p, Bevul.3G125100.1.p, Bevul.3G124900.1.p, Bevul.1G147500.1.p
OG0000155	AH012846-RA, AH012847-RA, AH012848-RA, AH022179-RA	Bevul.7G090100.1.p
OG0000155	AH012859-RA, AH012860-RA, AH012864-RA, AH012865-RA, AH012862-RA, AH010202-RA, AH022174-RA, AH010200-RA	Bevul.4G034200.1.p
OG0000155	AH012855-RA	Bevul.7G089300.1.p
OG0000157	AH009232-RA	Bevul.6G139400.1.p
OG0000157	AH001951-RA	Bevul.9G189900.1.p
OG0000157	AH019804-RA	Bevul.8G171800.1.p
OG0000159	AH009478-RA	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p
OG0000159	AH009480-RA	Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p
OG0000159	AH020974-RA	Bevul.7G078300.1.p
OG0000159	AH011882-RA	Bevul.3G025700.1.p
OG0000160	AH016892-RA, AH023753-RA	Bevul.1G045000.1.p
OG0000160	AH005973-RA	Bevul.6G075500.1.p, Bevul.6G075600.1.p
OG0000160	AH001592-RA	Bevul.9G150300.2.p, Bevul.9G150300.1.p, Bevul.9G150200.1.p, Bevul.9G150200.3.p, Bevul.9G150200.2.p
OG0000161	AH010020-RA	Bevul.4G059000.1.p, Bevul.4G058200.1.p
OG0000162	AH017198-RA, AH002995-RA	Bevul.5G145600.1.p
OG0000162	AH022861-RA, AH022859-RA	Bevul.2G210000.1.p
OG0000162	AH005478-RA, AH004130-RA	Bevul.6G132800.1.p
OG0000162	AH000903-RA	Bevul.3G181700.1.p, Bevul.9G146300.1.p, Bevul.9G146100.3.p, Bevul.9G146100.2.p, Bevul.9G146100.1.p, Bevul.6G132700.1.p
OG0000163	AH014552-RA	Bevul.8G133500.1.p
OG0000163	AH013346-RA	Bevul.7G172600.1.p
OG0000163	AH002639-RA, AH017756-RA	Bevul.5G245100.1.p
OG0000164	AH021228-RA, AH014343-RA	Bevul.8G102300.1.p
OG0000164	AH001454-RA, AH000392-RA	Bevul.9G101700.1.p
OG0000164	AH020804-RA, AH014173-RA	Bevul.8G185900.1.p
OG0000165	AH009997-RA	Bevul.4G053100.1.p
OG0000165	AH010091-RA	Bevul.4G056500.1.p, Bevul.4G056600.1.p, Bevul.4G056400.1.p, Bevul.4G056800.1.p, Bevul.5G170000.1.p
OG0000168	AH020525-RA, AH006562-RA, AH006510-RA	Bevul.3G223400.1.p
OG0000168	AH007811-RA	Bevul.4G112700.1.p
OG0000169	AH003317-RA	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p
OG0000169	AH014133-RA, AH023348-RA	Bevul.5G195600.1.p, Bevul.2G195200.1.p, Bevul.3G185200.1.p
OG0000169	AH010535-RA	Bevul.4G161600.1.p, Bevul.4G200900.1.p
OG0000170	AH022999-RA, AH016450-RA	Bevul.2G225800.2.p, Bevul.2G225800.3.p, Bevul.2G225800.1.p
OG0000170	AH011283-RA	Bevul.5G024800.1.p
OG0000170	AH007222-RA	Bevul.3G010800.1.p
OG0000170	AH010754-RA	Bevul.4G131200.1.p
OG0000171	AH000491-RA, AH002132-RA	Bevul.9G215000.1.p
OG0000171	AH023351-RA	Bevul.2G159100.1.p
OG0000171	AH020896-RA, AH014491-RA	Bevul.8G199500.1.p
OG0000171	AH018302-RA	Bevul.5G069700.1.p
OG0000171	AH009054-RA	Bevul.1G140100.1.p
OG0000172	AH019304-RA, AH015622-RA	Bevul.2G030800.1.p
OG0000179	AH015938-RA	Bevul.2G110200.2.p, Bevul.2G110200.8.p, Bevul.2G110200.1.p, Bevul.2G110200.6.p, Bevul.2G110200.7.p, Bevul.2G110200.3.p, Bevul.2G110200.5.p, Bevul.2G110200.4.p
OG0000179	AH012805-RA	Bevul.7G070800.1.p
OG0000179	AH000794-RA, AH002289-RA	Bevul.9G132900.1.p, Bevul.9G132900.3.p, Bevul.9G132900.2.p, Bevul.9G132900.4.p, Bevul.9G132900.5.p
OG0000179	AH004307-RA	Bevul.6G223700.1.p
OG0000180	AH013715-RA	Bevul.7G203400.1.p
OG0000180	AH014306-RA, AH021076-RA	Bevul.8G146900.1.p
OG0000180	AH022087-RA	Bevul.7G102400.1.p
OG0000181	AH008868-RA	Bevul.1G117700.1.p
OG0000181	AH010377-RA, AH003266-RA	Bevul.4G182800.1.p
OG0000182	AH001251-RA, AH000172-RA	Bevul.9G050000.1.p, Bevul.9G050400.1.p
OG0000182	AH021993-RA	Bevul.7G057200.1.p
OG0000182	AH002277-RA, AH000801-RA	Bevul.9G135000.1.p
OG0000183	AH000308-RA, AH001363-RA	Bevul.9G079300.1.p, Bevul.9G079300.2.p, Bevul.9G079400.3.p, Bevul.9G079400.2.p, Bevul.9G079400.5.p, Bevul.9G079400.1.p, Bevul.9G079400.6.p, Bevul.9G079400.4.p
OG0000183	AH015254-RA	Bevul.8G021800.1.p
OG0000184	AH007212-RA	Bevul.5G055500.1.p, Bevul.5G006400.1.p, Bevul.3G009900.1.p, Bevul.3G009800.1.p
OG0000184	AH019907-RA	Bevul.3G010600.1.p, Bevul.3G010700.1.p, Bevul.3G010400.1.p, Bevul.3G010500.1.p, Bevul.3G010100.1.p, Bevul.9G036100.4.p, Bevul.9G036100.2.p, Bevul.9G036100.5.p, Bevul.9G036100.3.p, Bevul.9G036100.1.p, Bevul.9G036100.6.p, Bevul.3G010300.1.p, Bevul.3G010200.1.p
OG0000184	AH007213-RA	Bevul.3G010000.1.p, Bevul.3G207900.1.p
OG0000184	AH017737-RA	Bevul.5G247900.1.p
OG0000185	AH007772-RA	Bevul.4G141300.1.p
OG0000185	AH020040-RA	Bevul.3G113800.1.p
OG0000185	AH010844-RA, AH007773-RA, AH010845-RA	Bevul.4G141500.1.p
OG0000186	AH004613-RA	Bevul.6G197200.1.p
OG0000187	AH006377-RA	Bevul.6G040000.1.p
OG0000187	AH006242-RA	Bevul.6G040600.1.p
OG0000187	AH004538-RA, AH005195-RA	Bevul.6G205400.1.p, Bevul.1G089900.1.p
OG0000188	AH018007-RA	Bevul.5G025900.1.p
OG0000188	AH019606-RA	Bevul.3G050000.1.p
OG0000188	AH012098-RA	Bevul.3G050300.1.p, Bevul.3G050100.1.p, Bevul.3G050200.1.p, Bevul.4G145100.1.p
OG0000188	AH009637-RA	Bevul.1G182700.1.p
OG0000189	AH004583-RA	Bevul.6G195200.1.p
OG0000190	AH021202-RA	Bevul.2G132600.2.p, Bevul.2G132600.1.p, Bevul.2G132500.1.p
OG0000191	AH006828-RA, AH010151-RA	Bevul.3G186900.1.p
OG0000191	AH006832-RA	Bevul.3G187400.1.p, Bevul.3G187500.1.p
OG0000191	AH020345-RA	Bevul.4G032100.1.p
OG0000191	AH006833-RA	Bevul.3G186600.1.p
OG0000192	AH011738-RA	Bevul.3G117700.1.p, Bevul.3G117600.1.p
OG0000192	AH011160-RA, AH011162-RA, AH011161-RA	Bevul.4G209900.1.p
OG0000192	AH007480-RA, AH011104-RA	Bevul.4G215700.1.p
OG0000192	AH011736-RA	Bevul.3G117400.1.p, Bevul.6G182700.1.p, Bevul.3G116900.1.p, Bevul.3G117300.1.p, Bevul.3G117000.1.p
OG0000192	AH020017-RA	Bevul.3G116800.1.p
OG0000193	AH010169-RA, AH002456-RA, AH002454-RA	Bevul.8G170100.1.p, Bevul.9G221500.1.p, Bevul.9G221400.1.p, Bevul.9G221200.1.p, Bevul.9G221300.1.p, Bevul.9G221100.1.p
OG0000193	AH002455-RA	Bevul.9G221000.1.p
OG0000198	AH013656-RA	Bevul.7G208800.1.p
OG0000198	AH009407-RA	Bevul.1G209700.1.p
OG0000198	AH006665-RA	Bevul.1G091500.1.p, Bevul.1G092400.1.p
OG0000198	AH004318-RA	Bevul.1G090500.1.p
OG0000198	AH015977-RA, AH015978-RA	Bevul.2G099800.1.p
OG0000199	AH011848-RA	Bevul.3G145500.1.p
OG0000199	AH013563-RA	Bevul.7G141800.1.p
OG0000199	AH000315-RA	Bevul.9G078100.1.p
OG0000199	AH001884-RA	Bevul.9G180000.1.p
OG0000199	AH015573-RA	Bevul.8G190400.1.p
OG0000200	AH005777-RA	Bevul.6G023300.1.p, Bevul.6G023400.1.p
OG0000200	AH005778-RA	Bevul.6G023500.1.p
OG0000202	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA	Bevul.1G172400.1.p
OG0000203	AH019586-RA	Bevul.3G066500.1.p
OG0000204	AH002160-RA	Bevul.9G117900.1.p
OG0000206	AH010923-RA	Bevul.8G198400.1.p
OG0000206	AH010673-RA	Bevul.4G112100.1.p
OG0000206	AH022824-RA, AH007651-RA	Bevul.4G248800.1.p
OG0000207	AH002648-RA	Bevul.5G245900.1.p
OG0000207	AH022984-RA	Bevul.2G228300.1.p
OG0000207	AH018948-RA	Bevul.5G121000.1.p
OG0000207	AH009146-RA	Bevul.1G128900.1.p
OG0000207	AH009147-RA	Bevul.1G129000.1.p
OG0000208	AH013419-RA	Bevul.7G163400.1.p, Bevul.7G163500.1.p
OG0000208	AH022318-RA	Bevul.7G163200.1.p
OG0000208	AH013416-RA	Bevul.7G163900.1.p, Bevul.7G164000.1.p
OG0000208	AH022322-RA, AH013411-RA	Bevul.7G164100.1.p
OG0000211	AH017571-RA	Bevul.5G186400.1.p
OG0000211	AH005036-RA, AH004370-RA	Bevul.6G233100.1.p
OG0000212	AH015971-RA, AH015969-RA	Bevul.2G102100.1.p, Bevul.2G102400.1.p
OG0000213	AH021488-RA, AH014963-RA	Bevul.8G051200.1.p
OG0000213	AH011769-RA	Bevul.3G124000.1.p
OG0000213	AH007383-RA, AH010611-RA	Bevul.4G174400.1.p
OG0000213	AH000276-RA	Bevul.1G059600.1.p
OG0000216	AH008260-RA	Bevul.4G014500.1.p
OG0000216	AH002574-RA	Bevul.5G223900.1.p
OG0000216	AH000038-RA	Bevul.3G072500.1.p
OG0000217	AH006817-RA, AH006820-RA	Bevul.7G119200.1.p, Bevul.7G119400.1.p, Bevul.2G033100.1.p
OG0000218	AH021003-RA	Bevul.8G158900.1.p
OG0000218	AH018419-RA	Bevul.5G093100.1.p
OG0000219	AH011868-RA, AH011866-RA, AH011867-RA	Bevul.3G023400.1.p
OG0000220	AH018373-RA	Bevul.1G011000.1.p
OG0000220	AH018372-RA	Bevul.4G054200.1.p
OG0000220	AH002688-RA	Bevul.5G254800.1.p
OG0000221	AH016860-RA	Bevul.1G039400.1.p
OG0000221	AH015847-RA	Bevul.2G076500.1.p
OG0000221	AH019151-RA	Bevul.2G076400.2.p, Bevul.2G076400.1.p, Bevul.2G076400.3.p, Bevul.2G076100.1.p, Bevul.2G076200.1.p, Bevul.2G076300.1.p
OG0000222	AH018451-RA, AH011549-RA	Bevul.5G097700.1.p
OG0000222	AH019420-RA, AH010384-RA, AH019521-RA	Bevul.3G093600.1.p
OG0000222	AH012987-RA	Bevul.7G106100.1.p
OG0000222	AH012396-RA	Bevul.3G235800.1.p
OG0000223	AH021714-RA	Bevul.7G006500.1.p
OG0000223	AH012461-RA	Bevul.4G085400.1.p
OG0000223	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA	Bevul.6G084000.1.p
OG0000224	AH010030-RA, AH008072-RA	Bevul.4G060000.1.p
OG0000224	AH021647-RA, AH015222-RA	Bevul.8G027100.1.p
OG0000224	AH000336-RA, AH001344-RA	Bevul.9G074900.1.p
OG0000227	AH013692-RA, AH022541-RA	Bevul.7G205400.1.p
OG0000227	AH019119-RA	Bevul.5G133900.1.p
OG0000227	AH022956-RA, AH016463-RA	Bevul.2G232500.1.p
OG0000228	AH006396-RA	Bevul.6G037900.1.p
OG0000228	AH002970-RA, AH017354-RA	Bevul.5G158400.1.p
OG0000229	AH003810-RA, AH005782-RA	Bevul.6G023700.1.p
OG0000230	AH000872-RA, AH002204-RA	Bevul.9G142900.1.p, Bevul.9G142900.3.p, Bevul.9G142900.7.p, Bevul.9G142900.6.p, Bevul.9G142900.2.p, Bevul.9G142900.8.p, Bevul.9G142900.5.p, Bevul.9G142900.4.p
OG0000230	AH016753-RA	Bevul.1G021600.1.p
OG0000230	AH023644-RA	Bevul.1G193800.1.p
OG0000230	AH009416-RA	Bevul.1G208600.1.p
OG0000231	AH004765-RA	Bevul.6G193600.1.p
OG0000232	AH009986-RA	Bevul.4G050900.1.p
OG0000232	AH009984-RA	Bevul.4G050200.1.p, Bevul.4G049900.1.p, Bevul.4G050400.1.p
OG0000232	AH009983-RA, AH009981-RA, AH009982-RA	Bevul.4G050000.1.p, Bevul.4G050500.1.p, Bevul.4G050600.1.p, Bevul.4G050700.1.p
OG0000232	AH008127-RA	Bevul.4G050800.1.p
OG0000235	AH007677-RA, AH010905-RA	Bevul.4G242500.1.p
OG0000235	AH020331-RA, AH006874-RA, AH006856-RA	Bevul.3G183600.1.p, Bevul.3G183600.2.p
OG0000236	AH023101-RA, AH016378-RA	Bevul.2G242600.1.p
OG0000236	AH013818-RA	Bevul.7G189400.1.p, Bevul.7G189300.1.p
OG0000236	AH023094-RA	Bevul.2G242400.1.p
OG0000236	AH022662-RA	Bevul.7G189500.1.p, Bevul.7G189600.1.p
OG0000238	AH022168-RA, AH022166-RA, AH022167-RA, AH004972-RA	Bevul.4G016400.1.p
OG0000238	AH002211-RA, AH002223-RA, AH002216-RA, AH013971-RA, AH002218-RA, AH000864-RA	Bevul.6G088400.1.p
OG0000238	AH005582-RA	Bevul.6G088500.1.p, Bevul.6G088700.1.p
OG0000240	AH007927-RA	Bevul.4G101100.1.p
OG0000240	AH012669-RA	Bevul.7G035900.1.p
OG0000240	AH001498-RA, AH000378-RA	Bevul.9G104300.1.p
OG0000241	AH011397-RA, AH018288-RA	Bevul.3G200600.1.p, Bevul.3G200500.1.p
OG0000241	AH001165-RA	Bevul.9G027900.1.p
OG0000241	AH016129-RA	Bevul.5G072900.1.p, Bevul.2G153100.1.p
OG0000241	AH018322-RA	Bevul.5G072500.1.p, Bevul.5G072600.1.p
OG0000241	AH018264-RA, AH011413-RA	Bevul.5G075200.1.p
OG0000242	AH009443-RA	Bevul.1G205000.1.p
OG0000243	AH003232-RA	Bevul.5G010700.1.p
OG0000243	AH003233-RA	Bevul.5G010600.1.p
OG0000243	AH018529-RA	Bevul.5G010800.1.p, Bevul.2G037400.1.p, Bevul.2G037500.1.p
OG0000244	AH012219-RA	Bevul.3G089600.1.p
OG0000244	AH013016-RA	Bevul.7G117300.1.p
OG0000244	AH019455-RA, AH012210-RA	Bevul.3G089100.1.p
OG0000244	AH001048-RA, AH001047-RA, AH001046-RA	Bevul.1G134200.1.p
OG0000245	AH015960-RA	Bevul.2G112000.1.p
OG0000245	AH021950-RA	Bevul.7G065600.1.p
OG0000246	AH014183-RA, AH013911-RA	Bevul.3G093800.1.p, Bevul.5G115000.1.p, Bevul.1G168400.1.p, Bevul.7G003400.1.p
OG0000246	AH014182-RA	Bevul.5G188200.1.p, Bevul.9G185100.1.p
OG0000247	AH022491-RA, AH010176-RA, AH010177-RA	Bevul.9G037300.1.p, Bevul.7G054000.1.p, Bevul.8G126600.1.p, Bevul.3G193100.1.p, Bevul.7G095600.1.p, Bevul.8G064600.1.p
OG0000248	AH017874-RA	Bevul.5G229200.1.p
OG0000248	AH002559-RA	Bevul.5G228900.1.p, Bevul.5G229100.1.p, Bevul.5G229000.1.p
OG0000248	AH004731-RA, AH004633-RA	Bevul.6G185800.1.p, Bevul.2G214800.1.p
OG0000248	AH020026-RA	Bevul.3G115700.1.p
OG0000248	AH011726-RA	Bevul.3G115800.1.p
OG0000249	AH007643-RA	Bevul.4G249800.1.p
OG0000249	AH006900-RA	Bevul.3G175400.1.p
OG0000249	AH002805-RA	Bevul.5G193200.1.p
OG0000249	AH007993-RA	Bevul.6G083800.1.p
OG0000250	AH002733-RA	Bevul.5G259900.1.p
OG0000250	AH009230-RA	Bevul.1G168100.1.p
OG0000251	AH010082-RA	Bevul.4G067500.1.p
OG0000251	AH021673-RA	Bevul.8G022300.1.p
OG0000251	AH023083-RA	Bevul.2G240900.1.p, Bevul.2G240900.2.p
OG0000252	AH005701-RA, AH003872-RA	Bevul.6G013200.1.p
OG0000254	AH001522-RA, AH000357-RA	Bevul.9G108100.2.p, Bevul.9G108100.1.p
OG0000254	AH016102-RA	Bevul.2G148400.1.p, Bevul.2G148400.2.p
OG0000255	AH002933-RA, AH017418-RA	Bevul.4G091300.1.p
OG0000256	AH012393-RA	Bevul.3G070300.1.p
OG0000256	AH015599-RA	Bevul.1G164900.1.p
OG0000256	AH015603-RA	Bevul.1G164800.1.p, Bevul.1G164700.1.p
OG0000257	AH004421-RA	Bevul.6G190700.1.p
OG0000257	AH020706-RA	Bevul.8G177000.1.p
OG0000262	AH010500-RA, AH007601-RA	Bevul.4G204300.1.p
OG0000262	AH006972-RA, AH007602-RA, AH010501-RA	Bevul.4G204200.1.p
OG0000262	AH020567-RA, AH006502-RA	Bevul.3G231200.1.p
OG0000262	AH010069-RA	Bevul.4G064100.1.p
OG0000263	AH014844-RA, AH014846-RA	Bevul.4G002900.1.p
OG0000263	AH017033-RA	Bevul.4G139300.1.p, Bevul.4G139400.1.p, Bevul.4G138000.1.p, Bevul.4G139500.1.p, Bevul.4G137700.1.p, Bevul.4G139600.1.p
OG0000264	AH021353-RA, AH014775-RA	Bevul.8G075700.1.p
OG0000265	AH010088-RA	Bevul.4G068500.1.p
OG0000265	AH001360-RA, AH001361-RA	Bevul.9G079000.1.p
OG0000265	AH018443-RA	Bevul.5G096700.1.p
OG0000266	AH021514-RA, AH015026-RA	Bevul.8G059100.1.p
OG0000267	AH014219-RA	Bevul.8G130400.1.p
OG0000268	AH014098-RA, AH020709-RA	Bevul.8G176000.1.p
OG0000268	AH016282-RA, AH023211-RA	Bevul.2G179700.1.p
OG0000268	AH001979-RA	Bevul.9G193100.1.p
OG0000269	AH000502-RA	Bevul.9G116500.3.p, Bevul.9G116500.1.p, Bevul.9G116500.2.p
OG0000269	AH017112-RA	Bevul.2G153900.6.p, Bevul.2G153900.1.p, Bevul.2G153900.2.p, Bevul.2G153900.3.p, Bevul.2G153900.4.p, Bevul.2G153900.5.p
OG0000270	AH013321-RA	Bevul.8G047600.1.p, Bevul.8G047700.1.p, Bevul.8G132400.1.p, Bevul.7G175300.1.p
OG0000270	AH016076-RA	Bevul.2G142000.1.p, Bevul.2G142000.3.p, Bevul.2G142000.2.p, Bevul.2G142000.4.p
OG0000270	AH013316-RA	Bevul.7G175400.1.p, Bevul.7G175500.1.p
OG0000271	AH017307-RA, AH002751-RA	Bevul.5G207400.1.p, Bevul.2G155000.1.p, Bevul.2G154900.1.p
OG0000276	AH023560-RA	Bevul.1G173900.1.p
OG0000276	AH008937-RA	Bevul.1G174100.1.p, Bevul.1G174000.1.p
OG0000276	AH010847-RA	Bevul.4G141800.1.p
OG0000276	AH014503-RA, AH020889-RA	Bevul.8G198000.1.p
OG0000277	AH013259-RA, AH022403-RA	Bevul.7G228400.1.p
OG0000277	AH016190-RA	Bevul.1G102600.1.p
OG0000277	AH020366-RA, AH010939-RA	Bevul.3G190100.1.p, Bevul.4G239700.1.p
OG0000278	AH008601-RA	Bevul.1G065400.1.p
OG0000278	AH008064-RA	Bevul.4G062500.1.p
OG0000279	AH011909-RA	Bevul.3G028400.1.p
OG0000279	AH018190-RA, AH011370-RA	Bevul.5G064100.1.p
OG0000279	AH007947-RA, AH007948-RA	Bevul.4G089900.1.p
OG0000280	AH004575-RA, AH005224-RA	Bevul.6G200700.1.p
OG0000280	AH006406-RA	Bevul.6G037100.1.p
OG0000285	AH005940-RA, AH003613-RA	Bevul.6G063900.1.p
OG0000285	AH006470-RA, AH006345-RA	Bevul.6G030700.1.p, Bevul.6G105800.1.p
OG0000286	AH009150-RA	Bevul.1G128500.1.p
OG0000286	AH018733-RA	Bevul.5G042200.1.p
OG0000286	AH018383-RA	Bevul.5G088200.1.p
OG0000286	AH001609-RA	Bevul.9G152900.1.p
OG0000287	AH014543-RA	Bevul.8G132600.1.p
OG0000288	AH013288-RA	Bevul.7G231800.1.p
OG0000288	AH021166-RA, AH014663-RA	Bevul.8G119500.1.p
OG0000289	AH019082-RA	Bevul.8G097100.1.p, Bevul.5G130000.1.p
OG0000290	AH015739-RA, AH015740-RA	Bevul.2G054300.1.p
OG0000290	AH015738-RA	Bevul.2G054200.1.p
OG0000290	AH019369-RA	Bevul.2G054500.1.p
OG0000291	AH005068-RA, AH004389-RA	Bevul.6G237600.1.p
OG0000291	AH002812-RA	Bevul.5G191500.1.p
OG0000291	AH018325-RA	Bevul.5G083700.1.p
OG0000292	AH008346-RA	Bevul.8G018600.1.p
OG0000292	AH018794-RA, AH018629-RA, AH018628-RA, AH018627-RA	Bevul.6G186600.1.p
