Orthogroup	P_amilis.proteins	A_thaliana.proteins
OG0000117	FUN_046833-T1, FUN_046834-T1, FUN_046830-T1, FUN_046836-T1, FUN_016578-T1, FUN_046831-T1, FUN_046842-T1, FUN_046844-T1, FUN_046840-T1, FUN_046839-T1, FUN_046838-T1, FUN_024371-T1, FUN_046825-T1, FUN_046829-T1, FUN_046841-T1, FUN_046824-T1, FUN_046826-T1, FUN_020513-T1, FUN_001316-T1, FUN_001319-T1, FUN_001321-T1, FUN_015683-T1, FUN_020368-T1, FUN_020378-T1	AT1G70850.3, AT1G70850.1, AT1G70830.1, AT1G70830.4, AT1G70830.2, AT1G70850.2, AT1G70830.3, AT1G70830.5, AT1G70860.1, AT1G70880.1, AT1G70890.1, AT1G70840.1, AT1G23130.1, AT1G35310.1, AT1G35260.1, AT5G28010.1, AT5G28010.2, AT5G28000.1
OG0000118	FUN_018231-T1, FUN_037349-T1, FUN_024743-T1	AT3G08690.1, AT3G08690.2, AT5G56150.1
OG0000118	FUN_031123-T1, FUN_051972-T1	AT2G16740.1
OG0000119	FUN_035450-T1, FUN_035452-T1	AT4G22390.1, AT4G22390.2, AT4G12560.1, AT4G12560.3, AT4G12560.2
OG0000120	FUN_004771-T1, FUN_032956-T1	AT3G57880.4, AT3G57880.1, AT3G57880.2, AT3G57880.3, AT1G51570.1
OG0000120	FUN_004748-T1	AT5G06850.1
OG0000120	FUN_040842-T1	AT4G11610.2, AT4G11610.1, AT4G11610.3
OG0000121	FUN_022170-T1, FUN_042012-T1	AT5G04885.3, AT5G04885.1, AT5G04885.2
OG0000121	FUN_049916-T1	AT5G20950.1, AT5G20950.2, AT5G20950.3, AT5G20940.1
OG0000122	FUN_027205-T1	ATCG00350.1
OG0000123	FUN_020427-T1, FUN_020425-T1, FUN_041852-T1, FUN_041857-T1, FUN_041858-T1, FUN_041856-T1, FUN_041647-T1, FUN_003771-T1	AT5G13930.1
OG0000124	FUN_046051-T1, FUN_046050-T1, FUN_012683-T1, FUN_046055-T1, FUN_046056-T1, FUN_046057-T1, FUN_046063-T1, FUN_046061-T1, FUN_046062-T1, FUN_046064-T1	AT3G48700.1, AT3G48690.1, AT2G03550.1, AT1G19190.1
OG0000124	FUN_046942-T1, FUN_013341-T1	AT1G47480.1
OG0000125	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3	AT2G48020.4, AT2G48020.3, AT2G48020.1, AT2G48020.2
OG0000125	FUN_000422-T1, FUN_000423-T2, FUN_000423-T1, FUN_000424-T1	AT1G54730.2, AT1G54730.10, AT1G54730.6, AT1G54730.11, AT1G54730.7, AT1G54730.9, AT1G54730.8, AT1G54730.3, AT1G54730.4, AT1G54730.5, AT1G54730.1
OG0000125	FUN_033204-T1, FUN_033204-T2	AT5G18840.1
OG0000127	FUN_036806-T1, FUN_051586-T1	AT2G39060.1
OG0000127	FUN_046971-T1, FUN_011383-T1	AT5G50790.1
OG0000127	FUN_011381-T1, FUN_011381-T2, FUN_011382-T1, FUN_046977-T2, FUN_046977-T1, FUN_046978-T1, FUN_046974-T2, FUN_046974-T1, FUN_046975-T1	AT3G48740.1, AT5G23660.1
OG0000127	FUN_031774-T1	AT5G13170.1
OG0000128	FUN_018673-T1, FUN_005948-T1, FUN_000895-T2, FUN_000895-T1, FUN_020179-T2, FUN_020179-T1, FUN_020179-T3, FUN_020179-T4, FUN_020179-T5, FUN_033650-T1, FUN_049802-T1, FUN_049802-T2, FUN_006077-T1, FUN_049798-T1, FUN_032866-T1, FUN_032867-T1	AT1G78950.2, AT1G78950.1, AT1G78955.5, AT1G78955.4, AT1G78955.2, AT1G78955.3, AT1G78955.1, AT1G66960.3, AT1G66960.4, AT1G66960.2, AT1G66960.1, AT1G78960.5, AT1G78960.2, AT1G78960.3, AT1G78960.1, AT1G78960.4, AT1G78970.2, AT1G78970.1, AT1G78970.3
OG0000129	FUN_008282-T1	AT5G11210.8, AT5G11210.6, AT5G11210.7, AT5G11210.3, AT5G11210.10, AT5G11210.2, AT5G11210.4, AT5G11210.5, AT5G11210.1, AT5G11210.9, AT5G11210.11, AT5G11180.1, AT5G11180.2, AT2G24720.1, AT2G24710.1, AT2G24710.3, AT2G24710.2, AT5G27100.1, AT4G31710.2, AT4G31710.1, AT2G29100.2, AT2G29100.1, AT2G29110.1, AT2G29110.2, AT2G29120.1
OG0000131	FUN_028128-T1	AT1G72610.1, AT5G20630.1
OG0000134	FUN_017054-T1, FUN_017049-T1, FUN_017055-T1	AT4G37070.2, AT4G37070.3, AT4G37070.1, AT4G37070.4, AT4G37060.2, AT4G37060.1, AT4G37050.1
OG0000135	FUN_005277-T2, FUN_005277-T1	AT5G12000.1, AT5G12000.2, AT5G26150.1, AT5G26150.2
OG0000135	FUN_025181-T1, FUN_050254-T1	AT1G78940.1, AT1G78940.3, AT1G78940.2, AT1G16760.2, AT1G16760.1
OG0000135	FUN_005976-T1, FUN_044613-T1	AT2G07020.1, AT5G35380.1
OG0000136	FUN_047448-T2, FUN_010903-T1, FUN_047448-T1	AT5G62880.2, AT3G48040.2, AT5G62880.1, AT3G48040.1
OG0000136	FUN_036741-T1	AT5G45970.1
OG0000136	FUN_051971-T1, FUN_045727-T1	AT4G35020.2, AT4G35020.1, AT4G35020.3
OG0000136	FUN_025538-T1, FUN_031119-T1	AT3G51300.1, AT4G35950.1, AT2G17800.1, AT2G17800.2
OG0000138	FUN_030061-T1	AT3G23635.1
OG0000138	FUN_047956-T1	AT2G29125.1
OG0000139	FUN_004597-T1, FUN_004596-T1, FUN_030156-T1, FUN_030159-T1, FUN_030162-T1, FUN_019197-T1, FUN_019194-T1, FUN_030158-T1, FUN_030157-T1, FUN_004595-T1, FUN_019198-T1	AT3G11340.1, AT5G05900.1, AT5G05880.1, AT5G05890.1, AT5G05870.1, AT5G05860.1
OG0000143	FUN_048622-T1, FUN_048621-T1, FUN_038410-T1, FUN_038409-T1, FUN_038405-T1, FUN_008739-T1	AT1G22370.2, AT1G22370.1, AT1G22380.1, AT1G22400.1, AT1G22360.2, AT1G22360.1, AT1G22340.1
OG0000144	FUN_032317-T1	AT1G60940.1, AT1G60940.2, AT1G10940.2, AT1G10940.1
OG0000144	FUN_038128-T2, FUN_038128-T1	AT1G78290.3, AT1G78290.2
OG0000144	FUN_031226-T2, FUN_031226-T1	AT4G40010.1
OG0000145	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1	AT2G24190.2, AT2G24190.1, AT3G61220.3, AT3G61220.2, AT3G61220.1, AT1G01800.1, AT1G01800.2
OG0000146	FUN_003857-T1, FUN_003855-T1, FUN_004598-T1, FUN_030181-T1, FUN_019188-T1, FUN_030177-T1	AT2G29500.1
OG0000147	FUN_031379-T3, FUN_031379-T2, FUN_031379-T1	AT3G27470.3, AT3G27470.2, AT3G27470.5, AT3G27470.4, AT3G27470.1
OG0000147	FUN_027291-T2, FUN_027291-T1	AT2G28310.3, AT2G28310.2, AT2G28310.1, AT1G08040.1, AT1G08040.2, AT1G08040.4, AT1G08040.3
OG0000148	FUN_047942-T1, FUN_009668-T1, FUN_009669-T1, FUN_009676-T1, FUN_009670-T1	AT3G46600.2, AT3G46600.3, AT3G46600.1, AT5G59450.1
OG0000148	FUN_047938-T1	AT1G07530.1, AT2G29060.1, AT2G29060.2
OG0000149	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3	AT4G31810.1
OG0000149	FUN_049910-T1, FUN_047846-T2, FUN_047846-T1, FUN_047851-T1, FUN_047854-T1, FUN_038236-T2, FUN_038236-T1	AT2G30660.1, AT2G30660.2, AT2G30650.2, AT2G30650.1, AT5G65940.2, AT5G65940.3, AT5G65940.1, AT5G65940.4
OG0000152	FUN_013099-T1	AT2G28720.1
OG0000153	FUN_046354-T1	AT5G47640.1
OG0000153	FUN_052302-T1, FUN_035967-T1	AT2G13570.1
OG0000154	FUN_044906-T1	AT2G47170.1, AT2G47170.3, AT2G47170.2
OG0000154	FUN_030464-T2, FUN_030464-T1	AT3G62290.2, AT3G62290.3, AT3G62290.1
OG0000155	FUN_042862-T1, FUN_024687-T1, FUN_024688-T1, FUN_042863-T1, FUN_042866-T1, FUN_042868-T1, FUN_024693-T1, FUN_042865-T1, FUN_024686-T1, FUN_024690-T1, FUN_024689-T1, FUN_042864-T1	AT3G62930.1, AT1G03020.1
OG0000156	FUN_024336-T1, FUN_009509-T1, FUN_030640-T1	AT5G65790.1, AT3G49690.1
OG0000156	FUN_026848-T1, FUN_034047-T1	AT5G57620.1
OG0000156	FUN_053301-T1, FUN_025934-T1	AT2G36890.1, AT2G36890.2
OG0000157	FUN_053182-T1	AT3G42170.1, AT3G42170.2
OG0000159	FUN_045098-T1, FUN_045098-T2, FUN_043874-T1, FUN_043904-T1, FUN_010843-T1, FUN_010842-T1, FUN_014121-T1	AT5G54160.1
OG0000160	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1	AT1G42540.4, AT1G42540.1, AT1G42540.2
OG0000160	FUN_004181-T1	AT3G51480.4, AT3G51480.1, AT3G51480.2, AT3G51480.3
OG0000160	FUN_045573-T2, FUN_045573-T1, FUN_051804-T4, FUN_051804-T1, FUN_051804-T5, FUN_051804-T2, FUN_051804-T3, FUN_051804-T6, FUN_045572-T1	AT2G17260.1, AT4G35290.3, AT4G35290.4, AT4G35290.2, AT4G35290.5, AT4G35290.1, AT4G35290.6
OG0000161	FUN_018917-T1	AT5G65600.1, AT5G10530.1
OG0000162	FUN_010470-T1, FUN_046817-T1	AT1G18390.2, AT1G18390.1
OG0000162	FUN_016604-T2, FUN_016604-T1, FUN_029837-T1	AT1G66880.1, AT1G66880.2, AT1G66880.3, AT5G38210.3, AT5G38210.2, AT5G38210.1
OG0000162	FUN_005506-T1, FUN_005512-T1, FUN_034118-T1, FUN_034117-T1, FUN_033506-T1, FUN_033508-T1, FUN_033509-T1, FUN_033507-T1, FUN_020105-T1, FUN_033510-T1	AT1G25390.2, AT1G25390.1
OG0000163	FUN_027896-T1	AT3G58160.3, AT3G58160.4, AT3G58160.1, AT3G58160.5, AT3G58160.2
OG0000163	FUN_023893-T1	AT1G17580.1
OG0000163	FUN_002651-T1, FUN_035696-T1	AT1G54560.1, AT1G54560.2, AT1G08730.1, AT1G08730.2
OG0000164	FUN_040409-T1	AT1G48410.2, AT1G48410.3, AT1G48410.1
OG0000164	FUN_042279-T1, FUN_015644-T1	AT2G27880.1
OG0000164	FUN_026300-T1, FUN_026300-T2	AT5G43810.2, AT5G43810.4, AT5G43810.1, AT5G43810.3
OG0000167	FUN_040636-T1, FUN_041526-T1, FUN_014569-T1, FUN_037515-T1, FUN_028729-T1, FUN_049896-T1, FUN_025031-T1, FUN_033948-T1, FUN_034138-T1, FUN_017921-T1, FUN_017461-T1, FUN_030442-T1, FUN_011280-T1, FUN_007719-T1, FUN_036263-T1, FUN_043673-T1, FUN_040794-T1, FUN_049634-T1, FUN_032591-T1, FUN_021684-T1, FUN_011442-T1, FUN_046092-T1, FUN_045326-T1, FUN_047594-T1, FUN_023310-T1, FUN_007832-T1, FUN_026386-T1, FUN_026387-T1, FUN_032092-T1, FUN_041164-T1, FUN_033778-T1, FUN_027548-T1, FUN_032590-T1, FUN_049184-T1, FUN_004001-T1, FUN_017683-T1, FUN_047316-T1, FUN_041788-T1, FUN_026456-T1, FUN_017257-T1, FUN_001217-T1, FUN_016994-T1, FUN_052316-T1, FUN_034099-T1, FUN_011642-T1, FUN_049470-T1, FUN_001709-T1, FUN_009480-T1, FUN_028634-T1, FUN_012716-T1, FUN_031137-T1, FUN_026126-T1, FUN_032735-T1, FUN_008363-T1, FUN_026177-T1, FUN_017280-T1, FUN_026455-T1, FUN_041787-T1, FUN_038316-T1, FUN_051013-T1, FUN_014358-T1, FUN_027744-T1, FUN_017015-T1, FUN_047743-T1, FUN_026971-T1, FUN_051730-T1, FUN_004470-T1, FUN_033072-T1, FUN_050335-T1, FUN_005155-T1, FUN_037081-T1, FUN_017178-T1, FUN_003633-T1, FUN_011397-T1, FUN_049738-T1, FUN_036459-T1, FUN_011289-T1, FUN_038389-T1, FUN_030058-T1, FUN_005644-T1, FUN_021930-T1, FUN_038826-T1, FUN_015131-T1, FUN_036005-T1, FUN_005146-T1	AT4G09490.1
OG0000168	FUN_024578-T1, FUN_024578-T2, FUN_034014-T2, FUN_034014-T5, FUN_034014-T1, FUN_034014-T4, FUN_034014-T3, FUN_034015-T1, FUN_034012-T1	AT3G43790.1, AT3G43790.3, AT3G43790.2, AT3G43790.5, AT3G43790.4
OG0000168	FUN_040372-T4, FUN_040372-T2, FUN_040372-T3, FUN_040372-T1, FUN_040372-T5	AT5G13740.1, AT5G13740.2, AT5G13750.3, AT5G13750.4, AT5G13750.1, AT5G13750.2
OG0000169	FUN_036813-T1, FUN_051596-T1	AT2G02250.1, AT2G02240.1, AT2G02300.1, AT2G02310.1, AT2G02360.1, AT2G02350.2, AT2G02350.1, AT2G02320.1, AT2G02340.1, AT2G02230.1, AT5G24560.1, AT1G80110.1
OG0000169	FUN_034368-T1	AT1G56240.1, AT1G56250.1, AT1G09155.1
OG0000170	FUN_047999-T1	AT2G29400.1, AT5G59160.3, AT5G59160.1, AT5G59160.2, AT3G46820.1
OG0000170	FUN_018166-T1	AT4G11240.1, AT1G64040.1
OG0000171	FUN_001827-T1, FUN_006366-T1	AT5G25810.1, AT5G11590.1
OG0000171	FUN_036888-T1	AT2G35700.1, AT4G16750.1
OG0000172	FUN_012879-T1, FUN_004104-T1	AT3G08680.2, AT3G08680.1
OG0000173	FUN_021488-T1, FUN_016297-T1, FUN_021500-T1, FUN_028047-T1	AT3G29785.1
OG0000179	FUN_005858-T1	AT3G55050.1, AT3G55050.2, AT3G12620.2, AT3G12620.1
OG0000179	FUN_045770-T1	AT4G38520.2, AT4G38520.1
OG0000179	FUN_003878-T1	AT3G51370.3, AT3G51370.1, AT5G66080.1
OG0000180	FUN_028479-T2, FUN_028479-T1	AT3G43190.1, AT3G43190.2, AT5G20830.2, AT5G20830.3, AT5G20830.1
OG0000180	FUN_024783-T1, FUN_042976-T1	AT4G02280.1, AT5G49190.1, AT5G49190.2, AT5G49190.3
OG0000181	FUN_038660-T1, FUN_038660-T2, FUN_038660-T3	AT1G21810.2, AT1G21810.1, AT1G21810.3
OG0000181	FUN_035921-T1, FUN_021663-T3, FUN_021663-T1, FUN_021663-T2	AT3G05270.2, AT3G05270.1, AT3G05270.3
OG0000182	FUN_014663-T2, FUN_014663-T1	AT3G54820.1, AT2G39010.1
OG0000182	FUN_051988-T1, FUN_051988-T2, FUN_045751-T1	AT2G16850.1, AT4G35100.2, AT4G35100.1
OG0000182	FUN_014575-T2	AT2G39010.2
OG0000184	FUN_015134-T1	AT2G32830.1
OG0000184	FUN_015125-T1, FUN_015127-T1, FUN_015128-T1	AT5G43350.1, AT5G43370.2, AT5G43370.1, AT5G43360.1
OG0000184	FUN_010419-T1	AT2G38940.1, AT3G54700.2, AT3G54700.1
OG0000185	FUN_002529-T2, FUN_002529-T1	AT4G14880.2, AT4G14880.3, AT4G14880.1, AT4G14880.4, AT4G14880.5, AT3G22460.1
OG0000185	FUN_019414-T1	AT2G43750.2, AT2G43750.1, AT3G59760.3
OG0000185	FUN_002527-T1, FUN_002528-T1	AT5G28020.4, AT5G28020.1, AT5G28020.2, AT5G28020.6, AT5G28020.3, AT5G28030.5, AT5G28030.2, AT5G28030.3, AT5G28030.4, AT5G28030.1, AT3G04940.2, AT3G04940.1
OG0000185	FUN_002526-T1	AT3G22460.2
OG0000187	FUN_031838-T1	AT5G08391.1
OG0000188	FUN_013789-T1, FUN_013788-T1, FUN_013790-T1	AT5G52740.1, AT5G52740.2
OG0000188	FUN_037306-T1, FUN_048070-T1	AT1G01490.1, AT1G01490.2, AT1G01490.3, AT1G01490.4
OG0000189	FUN_002920-T1	AT5G40210.1, AT5G40240.2, AT5G40240.3, AT5G40240.1, AT5G40230.1, AT4G15540.1, AT4G15540.2, AT3G28050.1
OG0000190	FUN_005332-T1, FUN_050729-T1, FUN_050727-T1, FUN_006129-T1, FUN_024390-T1, FUN_005390-T1, FUN_005389-T1, FUN_002064-T1, FUN_032835-T1, FUN_006137-T1, FUN_005393-T1, FUN_006144-T1, FUN_013850-T1, FUN_052445-T1, FUN_052446-T1, FUN_005387-T1, FUN_014692-T1, FUN_006130-T1, FUN_027663-T1, FUN_004840-T1, FUN_011359-T1, FUN_004957-T1, FUN_004790-T1, FUN_004686-T1, FUN_004534-T1, FUN_021140-T1, FUN_005382-T1, FUN_005336-T1, FUN_003827-T1, FUN_005338-T1, FUN_006156-T1, FUN_008947-T1, FUN_005384-T1, FUN_005383-T1, FUN_005385-T1, FUN_046285-T1, FUN_005386-T1	AT3G06240.1
OG0000191	FUN_032934-T1, FUN_032927-T1, FUN_032932-T1, FUN_032936-T1, FUN_032952-T1, FUN_004704-T1, FUN_004703-T1, FUN_030770-T1, FUN_032916-T1, FUN_032926-T1, FUN_032930-T1, FUN_032931-T1, FUN_032929-T1, FUN_032925-T1, FUN_032920-T1, FUN_032921-T1, FUN_032924-T1, FUN_032939-T1, FUN_032918-T1, FUN_003730-T1, FUN_004709-T1, FUN_004699-T1, FUN_004701-T1, FUN_004696-T1, FUN_004698-T1, FUN_004743-T1, FUN_004747-T1, FUN_004742-T1, FUN_004706-T1	AT5G06860.1, AT5G06870.1
OG0000192	FUN_014158-T1	AT2G43880.1, AT2G43880.2
OG0000192	FUN_052570-T1	AT1G65570.1
OG0000192	FUN_014157-T1, FUN_011632-T1, FUN_014152-T1, FUN_018457-T1, FUN_014154-T1, FUN_014162-T1, FUN_000731-T1, FUN_014151-T1	AT2G43860.1, AT2G43870.1, AT3G59850.2, AT3G59850.1
OG0000193	FUN_005789-T1, FUN_005791-T1, FUN_005793-T1, FUN_005792-T1, FUN_005804-T1, FUN_024284-T1, FUN_052111-T1	AT1G50060.1
OG0000193	FUN_005601-T1	AT4G33720.1, AT3G19690.1, AT2G14580.1, AT2G14610.1, AT4G33730.1
OG0000198	FUN_049268-T1, FUN_001052-T1, FUN_001051-T1, FUN_001035-T1	AT3G12580.1
OG0000198	FUN_048833-T1, FUN_048406-T1	AT1G16030.1
OG0000198	FUN_028758-T2, FUN_028758-T1, FUN_038749-T1, FUN_018806-T1	AT1G56410.1
OG0000199	FUN_014541-T1	AT3G22800.1
OG0000199	FUN_015797-T1	AT4G28380.1
OG0000199	FUN_027090-T1	AT4G33970.1, AT2G15880.1
OG0000199	FUN_015552-T1, FUN_026377-T1	AT3G24480.1, AT4G13340.1
OG0000200	FUN_030984-T1, FUN_030981-T1, FUN_009419-T1	AT3G50930.1, AT3G50940.1
OG0000200	FUN_009412-T1	AT5G17730.1, AT5G17740.1, AT5G17760.1
OG0000201	FUN_052561-T2, FUN_052561-T1	AT1G65560.2, AT1G65560.1
OG0000202	FUN_049851-T1, FUN_049834-T1, FUN_049844-T1, FUN_049835-T1, FUN_049424-T1, FUN_049841-T1, FUN_049843-T1, FUN_049849-T1, FUN_049845-T1	AT4G31500.1, AT4G13770.1
OG0000203	FUN_013872-T2, FUN_013872-T1, FUN_037249-T1	AT2G45950.1, AT2G45950.3, AT2G45950.4, AT2G45950.2, AT2G45950.5, AT3G61415.1, AT3G61415.2
OG0000206	FUN_036480-T1, FUN_036480-T2	AT1G73730.2, AT1G73730.1
OG0000206	FUN_027480-T1	AT3G20770.1, AT2G27050.1
OG0000206	FUN_021923-T1	AT5G21120.2, AT5G21120.1, AT5G21120.3
OG0000206	FUN_033784-T1, FUN_033785-T1, FUN_033786-T1	AT5G10120.1, AT5G65100.1
OG0000207	FUN_051161-T1	AT2G42430.1
OG0000207	FUN_030105-T1	AT5G06080.1
OG0000207	FUN_039910-T1	AT3G03760.1
OG0000207	FUN_049718-T1, FUN_037042-T1	AT2G45420.1
OG0000207	FUN_037044-T1, FUN_049716-T1	AT2G45410.1, AT4G00210.1
OG0000208	FUN_024051-T1, FUN_024050-T1, FUN_024052-T1, FUN_050145-T1, FUN_024055-T1	AT1G53920.1
OG0000208	FUN_050137-T1, FUN_024044-T1	AT3G14225.2, AT3G14225.1, AT1G53940.1, AT1G53940.2, AT5G40990.1, AT1G53990.1
OG0000211	FUN_029249-T1, FUN_018978-T1, FUN_018975-T1, FUN_029248-T1	AT2G40610.1
OG0000211	FUN_032601-T1	AT1G26770.2, AT1G26770.1, AT1G69530.2, AT1G69530.1, AT2G03090.1
OG0000212	FUN_013921-T1, FUN_022785-T1	AT4G25590.2, AT4G25590.1, AT5G52360.1
OG0000212	FUN_049141-T1	AT4G00680.2, AT4G00680.1, AT1G01750.2, AT1G01750.1
OG0000213	FUN_035134-T1, FUN_012323-T1, FUN_012323-T2	AT4G04460.1, AT4G04460.2, AT1G62290.1, AT1G62290.6, AT1G62290.4, AT1G62290.3, AT1G62290.5, AT1G62290.2, AT1G11910.2, AT1G11910.1
OG0000215	FUN_053066-T1	AT4G02890.4
OG0000216	FUN_046275-T1	AT4G26700.5, AT4G26700.6, AT4G26700.3, AT4G26700.2, AT4G26700.1, AT4G26700.4, AT4G26700.7, AT5G55400.2, AT5G55400.1, AT5G55400.3
OG0000216	FUN_010692-T1, FUN_010692-T2, FUN_047305-T4, FUN_047305-T2, FUN_047305-T1	AT5G48460.1
OG0000216	FUN_027531-T3, FUN_027531-T2, FUN_027531-T1	AT5G35700.1, AT2G04750.1
OG0000217	FUN_002820-T1, FUN_002826-T1	AT1G56130.1, AT1G56130.3, AT1G56130.2, AT1G56140.1, AT1G56120.3, AT1G56120.2, AT1G56120.1, AT1G56145.1, AT1G56145.2, AT1G56145.3
OG0000218	FUN_017631-T2, FUN_017631-T1, FUN_041610-T1	AT4G17770.1, AT4G17770.2
OG0000220	FUN_046481-T1, FUN_046484-T1	AT5G25030.1, AT5G56060.1, AT2G11045.1, AT5G56075.1, AT4G26485.1
OG0000220	FUN_046479-T1	AT1G55800.1
OG0000220	FUN_046473-T1, FUN_046472-T1, FUN_046474-T1	AT1G55790.1, AT1G55803.1
OG0000221	FUN_033365-T1, FUN_033359-T1	AT1G70800.1, AT1G70810.1, AT1G23140.1
OG0000221	FUN_029064-T1, FUN_041387-T1, FUN_020694-T1	AT5G37740.2, AT5G37740.1
OG0000221	FUN_011672-T1	AT3G17980.1, AT1G48590.1, AT1G48590.4, AT1G48590.2, AT1G48590.3, AT1G73580.1
OG0000222	FUN_045246-T1	AT5G16910.1, AT3G03050.1
OG0000222	FUN_040473-T1	AT4G38190.1
OG0000222	FUN_024802-T1	AT1G02730.1
OG0000222	FUN_034110-T1	AT1G32180.1, AT1G32180.2, AT2G33100.2, AT2G33100.1
OG0000224	FUN_046575-T1	AT4G27470.1
OG0000224	FUN_015748-T1	AT4G03510.3, AT4G03510.1, AT4G03510.2, AT4G03510.4, AT4G28270.1
OG0000227	FUN_040840-T2, FUN_040840-T1, FUN_047915-T1	AT2G28930.3, AT2G28930.2, AT2G28930.1, AT1G07570.2, AT1G07570.5, AT1G07570.1, AT1G07570.3
OG0000227	FUN_030034-T1, FUN_010177-T1, FUN_010177-T2	AT2G39660.1
OG0000228	FUN_046968-T1, FUN_011385-T1	AT4G24990.1, AT4G24990.2
OG0000229	FUN_002222-T1, FUN_050585-T1	AT4G34580.2, AT4G34580.1, AT2G21540.4, AT2G21540.2, AT2G21540.6, AT2G21540.1, AT2G21540.5, AT2G21540.3, AT4G39180.3, AT4G39180.2, AT4G39180.1, AT2G18180.4, AT2G18180.3, AT2G18180.5, AT2G18180.2, AT2G18180.1, AT4G36490.1
OG0000230	FUN_051873-T1, FUN_024149-T1	AT4G34860.1, AT4G34860.2, AT4G34860.3
OG0000230	FUN_048392-T2	AT1G22650.1, AT1G22650.2, AT1G35580.3, AT4G09510.2
OG0000230	FUN_037736-T1, FUN_048392-T1	AT1G35580.2, AT1G35580.1, AT4G09510.1
OG0000231	FUN_010865-T3, FUN_010865-T1, FUN_010865-T2, FUN_047432-T1, FUN_047432-T2	AT2G18700.1
OG0000231	FUN_009214-T1, FUN_032262-T2, FUN_032262-T1	AT1G60140.5, AT1G60140.6, AT1G60140.2, AT1G60140.4, AT1G60140.1, AT1G60140.3, AT1G70290.1, AT1G23870.1
OG0000232	FUN_012008-T1, FUN_012007-T1, FUN_012011-T1, FUN_045838-T1	AT2G14070.1, AT4G33560.1
OG0000235	FUN_000308-T1, FUN_000110-T1	AT5G13020.3, AT5G13020.2, AT5G13020.1
OG0000235	FUN_004801-T2, FUN_004801-T1	AT3G12140.2, AT3G12140.1, AT3G12140.3, AT5G06780.1, AT5G06780.2
OG0000235	FUN_012854-T4, FUN_012854-T3, FUN_012854-T1, FUN_012854-T2	AT2G44440.1
OG0000236	FUN_019112-T1	AT3G08510.1, AT3G08510.2, AT3G08510.3, AT3G08510.4, AT3G55940.1
OG0000236	FUN_041655-T1	AT4G38530.1, AT5G58670.1
OG0000236	FUN_016364-T2, FUN_016364-T1	AT2G40116.1
OG0000236	FUN_049016-T2, FUN_049016-T1	AT5G58700.2, AT5G58700.3, AT5G58700.1
OG0000237	FUN_053019-T1	ATMG00300.1
OG0000238	FUN_045661-T1, FUN_046398-T1, FUN_001110-T1, FUN_001110-T2, FUN_001108-T1, FUN_001111-T1, FUN_001107-T1, FUN_001106-T1, FUN_001105-T1, FUN_017740-T1, FUN_001112-T1	AT4G03495.1
OG0000241	FUN_017300-T1, FUN_041292-T1	AT2G35160.3, AT2G35160.1, AT2G35160.2, AT2G35160.4, AT2G35160.5, AT2G22740.1, AT2G22740.2
OG0000241	FUN_041233-T1, FUN_017244-T1, FUN_044819-T1, FUN_017238-T1, FUN_017246-T1, FUN_017252-T1	AT5G47150.1, AT5G47160.3, AT5G47160.2, AT5G47160.1
OG0000242	FUN_037687-T1, FUN_037686-T1, FUN_037688-T1, FUN_037688-T2, FUN_037653-T1, FUN_037654-T1, FUN_037650-T2, FUN_037650-T1, FUN_037651-T1, FUN_037659-T1, FUN_037660-T1, FUN_037666-T1, FUN_037664-T1, FUN_037676-T1, FUN_037669-T1, FUN_037662-T1, FUN_037663-T1, FUN_037677-T4, FUN_037677-T1, FUN_037677-T2, FUN_037677-T3, FUN_037680-T1, FUN_037647-T1, FUN_037667-T1, FUN_037652-T1, FUN_048345-T1, FUN_048345-T2, FUN_048345-T3	AT1G22540.1, AT1G72130.1, AT1G72130.2, AT1G72130.3, AT1G72140.1, AT1G22570.1, AT1G22570.2, AT1G22550.1, AT1G72125.1, AT1G72120.1
OG0000243	FUN_018559-T1, FUN_018558-T1, FUN_018557-T1	AT4G12310.1, AT4G12320.1, AT4G12300.1, AT4G22690.1, AT4G22710.1, AT4G12330.1, AT5G44620.1, AT4G12334.1
OG0000244	FUN_043603-T1	AT1G23200.1
OG0000244	FUN_015349-T1, FUN_015345-T1, FUN_006611-T1	AT5G51500.1, AT5G51490.1, AT3G47400.1
OG0000244	FUN_036940-T1	AT2G45220.1
OG0000245	FUN_005870-T1, FUN_005870-T2, FUN_005870-T4, FUN_005870-T3	AT5G02810.1, AT5G02810.2
OG0000247	FUN_042894-T1, FUN_024716-T1	AT3G62760.1
OG0000247	FUN_024717-T1, FUN_042906-T1, FUN_024719-T1	AT2G47730.2, AT2G47730.1, AT1G02920.1, AT1G02930.2, AT1G02930.1, AT2G02930.1, AT4G02520.1
OG0000248	FUN_014124-T1	AT2G43840.1, AT2G43840.2, AT2G43820.1
OG0000248	FUN_009158-T1	AT1G24100.1
