Orthogroup	P_amilis.proteins	G_max.proteins
OG0000067	FUN_038294-T1	GmISU01.03G139900.2.p, GmISU01.03G139900.7.p, GmISU01.19G143200.21.p, GmISU01.19G143200.20.p, GmISU01.19G143200.18.p, GmISU01.19G143200.14.p, GmISU01.19G143200.5.p, GmISU01.19G143200.17.p, GmISU01.19G143200.13.p, GmISU01.19G143200.7.p, GmISU01.19G143200.10.p, GmISU01.19G143200.8.p, GmISU01.19G143200.3.p, GmISU01.19G143200.6.p, GmISU01.19G143200.4.p, GmISU01.19G143200.1.p, GmISU01.19G143200.15.p, GmISU01.19G143200.11.p, GmISU01.19G143200.12.p, GmISU01.19G143200.16.p, GmISU01.19G143200.19.p, GmISU01.19G143200.2.p, GmISU01.19G143200.9.p, GmISU01.10G045800.13.p, GmISU01.10G045800.3.p, GmISU01.10G045800.14.p, GmISU01.10G045800.8.p, GmISU01.10G045800.5.p, GmISU01.10G045800.4.p, GmISU01.10G045800.2.p, GmISU01.13G109300.3.p, GmISU01.13G109300.4.p, GmISU01.13G109300.5.p, GmISU01.13G109300.2.p, GmISU01.13G109300.1.p, GmISU01.10G045800.10.p, GmISU01.10G045800.7.p, GmISU01.10G045800.6.p, GmISU01.10G045800.12.p, GmISU01.10G045800.1.p, GmISU01.10G045800.11.p
OG0000068	FUN_045069-T1, FUN_045070-T1, FUN_035301-T1, FUN_012468-T3, FUN_012468-T1, FUN_012468-T2, FUN_029024-T1	GmISU01.09G050100.4.p, GmISU01.09G050100.1.p, GmISU01.09G050100.3.p, GmISU01.09G050100.6.p, GmISU01.09G050100.2.p, GmISU01.09G050100.5.p, GmISU01.15G146200.1.p, GmISU01.01G011200.1.p, GmISU01.01G011200.2.p
OG0000068	FUN_014800-T1	GmISU01.09G049600.1.p, GmISU01.09G049600.4.p, GmISU01.09G049600.3.p, GmISU01.09G049600.5.p, GmISU01.15G145600.6.p, GmISU01.15G145600.5.p, GmISU01.15G145600.4.p, GmISU01.15G145600.3.p, GmISU01.15G145600.2.p, GmISU01.15G145600.7.p, GmISU01.15G145600.1.p, GmISU01.02G154000.1.p, GmISU01.02G154000.2.p
OG0000070	FUN_031965-T1, FUN_025355-T1, FUN_010235-T1	GmISU01.05G000900.2.p, GmISU01.19G000900.1.p, GmISU01.02G082600.1.p, GmISU01.18G233000.2.p, GmISU01.18G233000.1.p
OG0000070	FUN_038597-T1	GmISU01.05G000900.3.p, GmISU01.19G000900.2.p, GmISU01.05G000900.5.p
OG0000071	FUN_025121-T1, FUN_050310-T1	GmISU01.05G040300.1.p, GmISU01.17G116400.1.p
OG0000071	FUN_006200-T1	GmISU01.13G117400.1.p, GmISU01.03G146400.1.p
OG0000071	FUN_017402-T1	GmISU01.10G235800.3.p, GmISU01.10G235800.1.p, GmISU01.20G080600.1.p, GmISU01.10G235800.4.p
OG0000071	FUN_005720-T1	GmISU01.20G053300.3.p, GmISU01.10G100300.1.p
OG0000071	FUN_043533-T1, FUN_024955-T1, FUN_024955-T2	GmISU01.18G131500.2.p
OG0000071	FUN_032036-T1	GmISU01.18G011300.1.p
OG0000072	FUN_025445-T1	GmISU01.14G181200.1.p
OG0000073	FUN_000013-T1, FUN_040168-T1, FUN_007747-T1	GmISU01.20G059450.1.p
OG0000075	FUN_053122-T1, FUN_053198-T1	GmISU01.13G004900.1.p
OG0000075	FUN_005764-T1, FUN_042496-T1, FUN_008706-T1, FUN_027892-T1, FUN_001397-T1, FUN_045957-T1, FUN_021737-T1, FUN_003060-T1, FUN_003439-T1, FUN_022639-T1, FUN_053322-T1, FUN_044507-T1	GmISU01.20G183200.1.p
OG0000076	FUN_021898-T1, FUN_042051-T1	GmISU01.01G085600.1.p
OG0000076	FUN_019910-T1, FUN_024278-T1, FUN_006264-T1, FUN_038183-T1, FUN_019359-T1, FUN_026269-T1	GmISU01.02G161800.1.p
OG0000077	FUN_051935-T1	GmISU01.19G116900.1.p
OG0000077	FUN_051914-T1, FUN_051913-T1, FUN_051934-T1, FUN_051915-T1, FUN_051916-T1, FUN_045694-T1, FUN_045693-T1, FUN_051940-T1	GmISU01.12G027800.1.p
OG0000077	FUN_000256-T1	GmISU01.01G097400.1.p, GmISU01.03G038300.1.p, GmISU01.03G038600.1.p
OG0000077	FUN_033024-T1	GmISU01.02G148600.1.p, GmISU01.19G117100.1.p, GmISU01.19G117000.1.p, GmISU01.03G111800.1.p
OG0000084	FUN_028502-T1, FUN_028512-T1, FUN_046448-T1, FUN_046447-T1, FUN_046444-T1, FUN_046450-T1, FUN_046449-T1, FUN_046445-T1	GmISU01.18G071600.1.p, GmISU01.08G291300.1.p, GmISU01.18G071400.1.p, GmISU01.08G291400.1.p, GmISU01.08G291500.1.p, GmISU01.08G291600.1.p, GmISU01.07G138800.1.p, GmISU01.07G138800.2.p, GmISU01.20G005700.1.p, GmISU01.07G139500.2.p, GmISU01.07G139500.3.p, GmISU01.20G005600.1.p, GmISU01.09G233500.1.p, GmISU01.17G180900.1.p, GmISU01.14G106900.1.p, GmISU01.18G071500.1.p, GmISU01.02G198500.1.p
OG0000085	FUN_041708-T1, FUN_028183-T1	GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p
OG0000085	FUN_023955-T1, FUN_050067-T1, FUN_023959-T1	GmISU01.07G036800.1.p, GmISU01.16G006900.1.p
OG0000085	FUN_007810-T1	GmISU01.18G167400.1.p, GmISU01.09G225200.1.p
OG0000085	FUN_005979-T1, FUN_044617-T1	GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p
OG0000085	FUN_003118-T1	GmISU01.08G115200.1.p, GmISU01.05G140100.1.p
OG0000085	FUN_041849-T1	GmISU01.09G175400.1.p, GmISU01.01G114900.1.p, GmISU01.16G090400.1.p
OG0000087	FUN_004476-T1, FUN_032711-T1	GmISU01.03G097000.1.p, GmISU01.19G100600.1.p
OG0000087	FUN_038676-T1, FUN_038676-T2	GmISU01.06G105300.1.p, GmISU01.04G204100.1.p, GmISU01.13G052700.2.p
OG0000087	FUN_032390-T1, FUN_032390-T2, FUN_022969-T1	GmISU01.18G106700.1.p, GmISU01.08G261500.1.p
OG0000087	FUN_047495-T1, FUN_010957-T1	GmISU01.04G143700.1.p, GmISU01.06G170500.1.p, GmISU01.05G030000.2.p, GmISU01.05G030000.1.p, GmISU01.17G085900.1.p, GmISU01.17G085900.2.p
OG0000088	FUN_046753-T1, FUN_025362-T1, FUN_025362-T2, FUN_025363-T1, FUN_025363-T2, FUN_046755-T1, FUN_046754-T1	GmISU01.06G198400.1.p, GmISU01.12G127900.3.p, GmISU01.12G127900.2.p, GmISU01.12G127900.1.p, GmISU01.12G196400.1.p, GmISU01.12G196400.2.p, GmISU01.12G196220.1.p, GmISU01.12G195300.1.p, GmISU01.13G229800.1.p, GmISU01.17G168800.1.p, GmISU01.17G163400.1.p
OG0000089	FUN_006211-T3, FUN_006211-T2, FUN_006211-T1, FUN_006211-T4	GmISU01.15G011300.1.p, GmISU01.13G319600.1.p, GmISU01.15G011200.1.p, GmISU01.07G030900.3.p, GmISU01.07G030900.4.p, GmISU01.07G030900.2.p, GmISU01.07G030900.1.p
OG0000090	FUN_052301-T2, FUN_052301-T1	GmISU01.04G171200.1.p, GmISU01.04G171200.3.p, GmISU01.04G171200.4.p, GmISU01.04G171200.2.p, GmISU01.06G141850.1.p, GmISU01.08G000966.1.p, GmISU01.05G163900.1.p
OG0000090	FUN_042832-T5, FUN_042832-T4, FUN_042832-T2, FUN_042832-T3, FUN_042832-T1, FUN_002964-T2, FUN_002964-T3, FUN_002964-T1, FUN_042833-T1, FUN_042833-T3, FUN_042833-T4, FUN_042833-T2	GmISU01.05G093800.1.p, GmISU01.05G093800.2.p, GmISU01.05G093800.3.p, GmISU01.19G042200.2.p, GmISU01.19G042200.3.p, GmISU01.19G042200.4.p, GmISU01.19G060000.2.p, GmISU01.19G060000.3.p, GmISU01.19G060000.1.p, GmISU01.16G061400.1.p
OG0000091	FUN_032283-T1, FUN_034071-T1, FUN_034072-T1, FUN_003535-T1	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p
OG0000091	FUN_038181-T1, FUN_018772-T1, FUN_018773-T1, FUN_030891-T1, FUN_030890-T1, FUN_030889-T1, FUN_030888-T1, FUN_030887-T1, FUN_030892-T1	GmISU01.13G067800.1.p
OG0000092	FUN_014331-T1, FUN_013995-T1, FUN_013984-T1	GmISU01.04G114000.2.p, GmISU01.04G114000.3.p, GmISU01.04G114000.4.p, GmISU01.04G114000.1.p
OG0000093	FUN_000348-T2, FUN_000348-T1, FUN_000344-T1, FUN_035606-T1, FUN_000349-T1	GmISU01.11G119200.1.p, GmISU01.11G119200.2.p, GmISU01.15G029800.2.p, GmISU01.12G049600.2.p, GmISU01.12G049500.3.p, GmISU01.12G049600.1.p, GmISU01.12G049500.1.p
OG0000095	FUN_053310-T2, FUN_053310-T1	GmISU01.15G031000.2.p, GmISU01.15G031000.3.p, GmISU01.15G031000.1.p, GmISU01.13G300800.1.p, GmISU01.13G300800.2.p, GmISU01.13G300800.4.p
OG0000095	FUN_053071-T1, FUN_053071-T3, FUN_053071-T2, FUN_053071-T4	GmISU01.04G104900.5.p, GmISU01.04G104900.8.p, GmISU01.04G104900.6.p, GmISU01.04G104900.2.p, GmISU01.04G104900.4.p, GmISU01.04G104900.10.p, GmISU01.04G104900.1.p, GmISU01.04G104900.9.p, GmISU01.04G104900.3.p, GmISU01.06G268400.1.p, GmISU01.06G268400.3.p
OG0000095	FUN_053289-T2, FUN_053289-T1	GmISU01.10G219500.3.p, GmISU01.10G219500.1.p, GmISU01.10G219500.2.p, GmISU01.20G098700.2.p, GmISU01.20G098700.5.p, GmISU01.20G098700.1.p, GmISU01.20G098700.9.p, GmISU01.20G098700.6.p, GmISU01.20G098700.10.p, GmISU01.20G098700.7.p, GmISU01.20G098700.8.p, GmISU01.20G098700.3.p, GmISU01.20G098700.4.p
OG0000096	FUN_004754-T1, FUN_031243-T1, FUN_031242-T1, FUN_045233-T1, FUN_032549-T1, FUN_031248-T1, FUN_031250-T1	GmISU01.02G268000.1.p
OG0000097	FUN_010778-T1	GmISU01.05G035500.1.p, GmISU01.17G080500.1.p, GmISU01.04G148800.1.p
OG0000097	FUN_025610-T1, FUN_025606-T1, FUN_018196-T1, FUN_016809-T1, FUN_010872-T1, FUN_005885-T1	GmISU01.16G091200.1.p
OG0000097	FUN_008459-T1	GmISU01.11G105400.1.p
OG0000097	FUN_023814-T1	GmISU01.08G190700.1.p
OG0000098	FUN_024139-T1	GmISU01.17G224800.1.p, GmISU01.14G183100.1.p, GmISU01.06G021100.1.p, GmISU01.04G023000.1.p
OG0000098	FUN_036291-T1	GmISU01.19G096500.2.p, GmISU01.19G096500.1.p, GmISU01.03G092100.1.p
OG0000098	FUN_048014-T1	GmISU01.03G057700.1.p, GmISU01.01G084400.1.p
OG0000098	FUN_040838-T1	GmISU01.20G123200.1.p, GmISU01.10G197000.1.p
OG0000099	FUN_004255-T1, FUN_007844-T1, FUN_007845-T1, FUN_004319-T1, FUN_000816-T1, FUN_004293-T1, FUN_006143-T1, FUN_004278-T1, FUN_004291-T1, FUN_004281-T1, FUN_004285-T1, FUN_004252-T1, FUN_012557-T1, FUN_004277-T1, FUN_013003-T1, FUN_007545-T1, FUN_004218-T1, FUN_004273-T1, FUN_004257-T1, FUN_004271-T1, FUN_004244-T1	GmISU01.19G003400.1.p, GmISU01.19G004100.1.p, GmISU01.05G003100.1.p, GmISU01.05G003000.1.p, GmISU01.05G002900.1.p, GmISU01.19G003300.1.p, GmISU01.19G046300.1.p
OG0000102	FUN_043426-T1, FUN_036782-T1, FUN_036783-T1, FUN_036786-T1	GmISU01.06G235700.1.p, GmISU01.06G236300.1.p, GmISU01.06G234100.1.p, GmISU01.06G235100.1.p, GmISU01.06G240200.1.p, GmISU01.12G106700.1.p, GmISU01.12G108800.1.p, GmISU01.06G235350.1.p, GmISU01.06G234200.1.p, GmISU01.12G106900.1.p, GmISU01.12G106800.1.p, GmISU01.12G108700.1.p, GmISU01.06G240100.1.p, GmISU01.12G069900.1.p, GmISU01.11G158000.1.p
OG0000103	FUN_011723-T1, FUN_046785-T1	GmISU01.08G161300.3.p, GmISU01.08G161300.2.p, GmISU01.08G161300.1.p, GmISU01.15G210100.1.p, GmISU01.08G218000.1.p, GmISU01.15G181800.1.p
OG0000103	FUN_008761-T1, FUN_008761-T2	GmISU01.15G067800.3.p, GmISU01.13G207800.1.p, GmISU01.13G207800.2.p, GmISU01.13G207800.3.p, GmISU01.13G207800.4.p, GmISU01.15G067800.4.p, GmISU01.15G067800.1.p, GmISU01.07G164300.1.p, GmISU01.13G151800.1.p
OG0000104	FUN_020265-T1	GmISU01.19G161300.1.p
OG0000104	FUN_033750-T1	GmISU01.12G083900.1.p, GmISU01.11G144700.1.p, GmISU01.15G181900.1.p, GmISU01.03G083100.1.p, GmISU01.12G084000.1.p, GmISU01.03G083200.1.p, GmISU01.12G083800.1.p
OG0000105	FUN_046429-T1, FUN_046432-T1	GmISU01.09G014500.2.p, GmISU01.15G112300.4.p, GmISU01.15G112300.5.p, GmISU01.15G112300.3.p, GmISU01.15G112300.2.p
OG0000105	FUN_039134-T1	GmISU01.13G123300.1.p, GmISU01.10G061000.5.p, GmISU01.10G061000.2.p, GmISU01.10G061000.3.p, GmISU01.10G061000.1.p, GmISU01.19G156200.13.p, GmISU01.19G156200.1.p, GmISU01.19G156200.5.p, GmISU01.19G156200.9.p, GmISU01.19G156200.8.p, GmISU01.19G156200.4.p, GmISU01.19G156200.3.p, GmISU01.19G156200.6.p, GmISU01.19G156200.10.p, GmISU01.19G156200.7.p, GmISU01.19G156200.14.p, GmISU01.19G156200.11.p, GmISU01.19G156200.12.p, GmISU01.19G156200.15.p, GmISU01.19G156200.2.p, GmISU01.03G153600.1.p
OG0000105	FUN_049962-T1	GmISU01.06G275600.1.p
OG0000107	FUN_020121-T2, FUN_020121-T1	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p
OG0000107	FUN_033480-T2, FUN_033480-T1, FUN_020090-T1	GmISU01.18G235500.5.p, GmISU01.18G235500.3.p, GmISU01.18G235500.1.p, GmISU01.18G235500.2.p, GmISU01.02G080300.1.p, GmISU01.10G228900.3.p, GmISU01.10G228900.1.p, GmISU01.10G228900.2.p, GmISU01.20G088800.1.p, GmISU01.20G088800.2.p, GmISU01.20G088800.5.p
OG0000107	FUN_046807-T1	GmISU01.18G054100.2.p, GmISU01.18G054100.1.p, GmISU01.11G173800.1.p
OG0000108	FUN_005434-T3, FUN_005434-T2, FUN_005434-T1, FUN_005432-T1, FUN_013601-T2, FUN_013601-T3, FUN_013601-T1	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p
OG0000108	FUN_034902-T1	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p
OG0000109	FUN_050760-T1, FUN_002160-T1, FUN_002160-T2	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p
OG0000109	FUN_031066-T1, FUN_025571-T1	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p
OG0000110	FUN_020206-T1	GmISU01.10G182000.1.p, GmISU01.20G135300.1.p, GmISU01.20G135200.1.p, GmISU01.10G182100.1.p, GmISU01.16G130700.1.p
OG0000113	FUN_036924-T1	GmISU01.01G064100.1.p
OG0000113	FUN_040152-T1, FUN_040153-T1	GmISU01.17G128800.1.p, GmISU01.17G128900.1.p, GmISU01.05G053200.1.p, GmISU01.05G053100.1.p, GmISU01.17G128700.1.p, GmISU01.05G053000.1.p
OG0000113	FUN_040159-T1	GmISU01.05G052500.1.p, GmISU01.17G128300.1.p, GmISU01.17G128500.1.p, GmISU01.05G052800.1.p, GmISU01.17G128400.1.p, GmISU01.05G052700.1.p
OG0000113	FUN_040191-T1	GmISU01.05G052300.1.p, GmISU01.17G128100.1.p
OG0000114	FUN_008529-T1, FUN_008532-T1, FUN_008538-T1, FUN_008540-T1, FUN_035476-T1, FUN_035471-T1, FUN_035477-T1, FUN_035473-T1, FUN_035478-T2, FUN_035478-T1, FUN_035478-T3, FUN_046590-T1, FUN_046591-T1, FUN_021823-T2, FUN_021823-T1, FUN_030024-T1, FUN_027385-T1	GmISU01.08G314100.5.p, GmISU01.08G314100.6.p, GmISU01.08G314100.7.p, GmISU01.08G314100.3.p, GmISU01.08G314100.4.p, GmISU01.08G314100.2.p, GmISU01.08G314100.1.p, GmISU01.08G314400.1.p, GmISU01.08G314300.1.p, GmISU01.13G214600.1.p, GmISU01.13G214600.2.p, GmISU01.03G061200.2.p, GmISU01.03G061200.1.p, GmISU01.16G081700.2.p, GmISU01.16G081700.1.p
OG0000114	FUN_008517-T1, FUN_035468-T1	GmISU01.15G061600.1.p, GmISU01.15G061600.2.p, GmISU01.13G214700.1.p, GmISU01.13G214700.2.p
OG0000115	FUN_004395-T1, FUN_004390-T1	GmISU01.07G126100.1.p, GmISU01.18G145300.1.p, GmISU01.18G145400.1.p, GmISU01.18G145200.1.p, GmISU01.07G125600.1.p
OG0000115	FUN_052407-T1, FUN_043606-T1, FUN_043605-T1	GmISU01.12G120600.1.p
OG0000116	FUN_024579-T1	GmISU01.11G182000.1.p, GmISU01.20G057600.1.p, GmISU01.12G067500.1.p
OG0000116	FUN_024580-T1, FUN_029945-T1, FUN_011257-T1	GmISU01.11G182200.1.p
OG0000117	FUN_046833-T1, FUN_046834-T1, FUN_046830-T1, FUN_046836-T1, FUN_016578-T1, FUN_046831-T1, FUN_046842-T1, FUN_046844-T1, FUN_046840-T1, FUN_046839-T1, FUN_046838-T1, FUN_024371-T1, FUN_046825-T1, FUN_046829-T1, FUN_046841-T1, FUN_046824-T1, FUN_046826-T1, FUN_020513-T1, FUN_001316-T1, FUN_001319-T1, FUN_001321-T1, FUN_015683-T1, FUN_020368-T1, FUN_020378-T1	GmISU01.15G227700.1.p, GmISU01.15G227600.1.p, GmISU01.09G085100.1.p
OG0000118	FUN_018231-T1, FUN_037349-T1, FUN_024743-T1	GmISU01.08G243200.1.p
OG0000118	FUN_008995-T1, FUN_013730-T1, FUN_013730-T2	GmISU01.11G185000.1.p
OG0000118	FUN_031123-T1	GmISU01.12G029900.1.p
OG0000119	FUN_035450-T1, FUN_035452-T1	GmISU01.07G228000.3.p, GmISU01.07G228000.2.p, GmISU01.17G006900.1.p, GmISU01.15G106700.1.p, GmISU01.15G106700.6.p, GmISU01.15G106700.5.p, GmISU01.15G106700.4.p, GmISU01.15G106700.3.p, GmISU01.09G009800.4.p, GmISU01.09G009800.3.p, GmISU01.09G009800.2.p
OG0000120	FUN_004771-T1, FUN_032956-T1	GmISU01.03G107300.3.p, GmISU01.03G107300.5.p, GmISU01.03G107300.2.p, GmISU01.03G107300.4.p, GmISU01.19G111900.4.p, GmISU01.19G111900.5.p, GmISU01.19G111900.3.p, GmISU01.19G111900.6.p
OG0000120	FUN_004748-T1	GmISU01.10G078200.1.p
OG0000120	FUN_040842-T1	GmISU01.01G177300.4.p, GmISU01.01G177300.6.p, GmISU01.01G177300.5.p, GmISU01.01G177300.2.p, GmISU01.01G177300.7.p, GmISU01.01G177300.1.p, GmISU01.11G022000.1.p
OG0000121	FUN_022170-T1, FUN_042012-T1	GmISU01.15G120100.5.p, GmISU01.15G120100.2.p, GmISU01.15G120100.4.p, GmISU01.15G120100.1.p, GmISU01.09G022200.2.p, GmISU01.09G022200.4.p, GmISU01.09G022200.3.p, GmISU01.09G022200.1.p
OG0000121	FUN_049916-T1	GmISU01.10G087000.2.p, GmISU01.10G087000.5.p, GmISU01.10G087000.6.p, GmISU01.10G087000.4.p, GmISU01.10G087000.3.p, GmISU01.02G232200.2.p, GmISU01.02G232200.1.p, GmISU01.14G041600.2.p
OG0000121	FUN_008752-T3, FUN_039941-T1	GmISU01.17G165400.1.p
OG0000123	FUN_020427-T1, FUN_020425-T1, FUN_041852-T1, FUN_041857-T1, FUN_041858-T1, FUN_041856-T1, FUN_041647-T1, FUN_003771-T1	GmISU01.19G078000.1.p
OG0000124	FUN_046051-T1, FUN_046050-T1	GmISU01.02G120000.1.p, GmISU01.07G179000.1.p
OG0000124	FUN_046055-T1, FUN_046056-T1, FUN_046057-T1, FUN_046063-T1, FUN_046061-T1, FUN_046062-T1, FUN_046064-T1	GmISU01.02G119700.1.p, GmISU01.07G179100.1.p, GmISU01.07G179200.1.p, GmISU01.02G119600.1.p, GmISU01.02G119800.2.p, GmISU01.02G119800.1.p
OG0000124	FUN_046942-T1, FUN_013341-T1	GmISU01.04G035300.1.p, GmISU01.06G034500.1.p
OG0000124	FUN_042202-T1	GmISU01.01G197100.1.p, GmISU01.10G211500.1.p, GmISU01.20G109100.1.p, GmISU01.01G197000.1.p, GmISU01.01G196900.1.p, GmISU01.10G211600.1.p, GmISU01.01G197200.1.p, GmISU01.11G003900.1.p
OG0000125	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3	GmISU01.19G118500.1.p, GmISU01.03G113500.1.p
OG0000125	FUN_033204-T1, FUN_033204-T2	GmISU01.15G092200.1.p, GmISU01.13G180800.1.p, GmISU01.13G180700.14.p, GmISU01.13G180700.10.p, GmISU01.13G180700.6.p, GmISU01.13G180700.13.p, GmISU01.13G180700.11.p, GmISU01.13G180700.12.p
OG0000127	FUN_036806-T1, FUN_051586-T1	GmISU01.02G079500.1.p, GmISU01.18G236100.1.p
OG0000127	FUN_046971-T1, FUN_011383-T1	GmISU01.08G008800.1.p, GmISU01.05G172000.1.p, GmISU01.06G153300.1.p, GmISU01.04G160400.1.p, GmISU01.06G153200.1.p, GmISU01.04G160500.1.p
OG0000127	FUN_031774-T1	GmISU01.05G098600.2.p, GmISU01.05G098600.1.p, GmISU01.08G070700.1.p, GmISU01.08G321700.1.p, GmISU01.18G242000.1.p, GmISU01.18G241900.1.p, GmISU01.08G321800.1.p
OG0000128	FUN_006077-T1	GmISU01.03G089700.2.p
OG0000129	FUN_008282-T1	GmISU01.07G192300.1.p, GmISU01.07G192300.3.p, GmISU01.07G192300.2.p, GmISU01.07G192400.1.p
OG0000131	FUN_028128-T1	GmISU01.07G035600.2.p, GmISU01.16G006100.1.p, GmISU01.13G082000.1.p, GmISU01.17G045300.1.p, GmISU01.15G159200.1.p
OG0000131	FUN_023918-T1, FUN_028063-T1, FUN_050388-T1, FUN_032815-T1, FUN_032816-T1, FUN_032812-T1, FUN_032814-T1, FUN_023703-T1, FUN_023694-T1, FUN_023696-T1, FUN_038830-T1, FUN_029252-T1, FUN_050387-T1, FUN_028129-T1, FUN_028106-T1, FUN_028062-T1	GmISU01.07G036000.1.p, GmISU01.07G036200.1.p, GmISU01.07G035800.1.p, GmISU01.07G035900.1.p, GmISU01.16G006200.1.p, GmISU01.07G035700.1.p
OG0000134	FUN_017054-T1, FUN_017049-T1, FUN_017055-T1	GmISU01.11G051200.1.p
OG0000135	FUN_020155-T1	GmISU01.15G025400.1.p, GmISU01.07G032600.1.p
OG0000135	FUN_005277-T2, FUN_005277-T1	GmISU01.04G049400.3.p, GmISU01.04G049400.2.p
OG0000135	FUN_025181-T1, FUN_050254-T1	GmISU01.15G000500.2.p, GmISU01.15G000500.3.p, GmISU01.13G330000.1.p, GmISU01.13G330000.3.p, GmISU01.19G017566.1.p
OG0000135	FUN_005976-T1, FUN_044613-T1	GmISU01.08G025100.1.p, GmISU01.05G188900.1.p
OG0000136	FUN_047448-T2	GmISU01.04G145600.2.p
OG0000136	FUN_010903-T1, FUN_047448-T1	GmISU01.06G168600.1.p, GmISU01.04G145600.1.p, GmISU01.05G031600.2.p, GmISU01.17G084400.1.p
OG0000136	FUN_036741-T1	GmISU01.07G172300.1.p
OG0000136	FUN_012662-T1	GmISU01.13G255600.1.p, GmISU01.12G174200.1.p
OG0000136	FUN_025538-T1, FUN_031119-T1	GmISU01.02G042600.1.p, GmISU01.16G102100.1.p, GmISU01.11G072000.2.p, GmISU01.11G072000.1.p, GmISU01.01G127100.3.p, GmISU01.01G127100.1.p, GmISU01.01G127100.2.p
OG0000137	FUN_043057-T1, FUN_043055-T1, FUN_043053-T1, FUN_043064-T2, FUN_043059-T1, FUN_043060-T1, FUN_043064-T1, FUN_043058-T1, FUN_043065-T1, FUN_043052-T1, FUN_043051-T1, FUN_043049-T1, FUN_043054-T1, FUN_043056-T1, FUN_043070-T1, FUN_043071-T1, FUN_042992-T1, FUN_042991-T1, FUN_042990-T1, FUN_042989-T1, FUN_024797-T1	GmISU01.15G134400.1.p, GmISU01.17G026700.1.p, GmISU01.07G206800.1.p
OG0000138	FUN_047956-T1	GmISU01.11G125200.1.p, GmISU01.12G055700.2.p
OG0000139	FUN_004597-T1, FUN_004596-T1	GmISU01.18G029700.1.p
OG0000140	FUN_027965-T1	GmISU01.09G087300.1.p, GmISU01.09G087300.3.p, GmISU01.09G087300.2.p
OG0000142	FUN_052174-T1, FUN_052173-T1	GmISU01.09G214000.1.p
OG0000143	FUN_048622-T1, FUN_048621-T1, FUN_038410-T1, FUN_038409-T1, FUN_038405-T1, FUN_008739-T1	GmISU01.13G063200.1.p, GmISU01.14G144700.1.p, GmISU01.14G144500.2.p, GmISU01.14G144500.1.p, GmISU01.14G144600.1.p, GmISU01.14G144800.1.p, GmISU01.06G093400.2.p, GmISU01.06G093400.1.p, GmISU01.06G093400.3.p, GmISU01.13G037100.1.p, GmISU01.15G051100.1.p
OG0000144	FUN_032317-T1	GmISU01.08G175000.2.p, GmISU01.08G175000.3.p, GmISU01.08G175000.1.p, GmISU01.12G139600.1.p, GmISU01.12G139600.2.p
