Orthogroup	D_spatulata.proteins	V_vinifera.proteins
OG0000125	Ds_00004719-RA	VIT_207s0104g00830.1
OG0000125	Ds_00006202-RA	VIT_214s0030g00210.1, VIT_214s0030g00210.3, VIT_214s0030g00210.2
OG0000125	Ds_00006911-RA	VIT_214s0030g00320.1, VIT_214s0030g00200.1, VIT_214s0030g00230.1, VIT_214s0030g00230.2, VIT_214s0030g00240.1, VIT_214s0030g00260.1, VIT_214s0030g00280.1, VIT_214s0030g00250.1
OG0000127	Ds_00000390-RA, Ds_00012730-RA	VIT_207s0104g01340.1
OG0000127	Ds_00017651-RA	VIT_204s0043g00980.1
OG0000128	Ds_00011307-RA, Ds_00008095-RA	VIT_209s0054g01280.1
OG0000129	Ds_00008115-RA	VIT_204s0069g00740.1
OG0000129	Ds_00014831-RA, Ds_00009085-RA	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1, VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3
OG0000131	Ds_00008212-RA, Ds_00013324-RA	VIT_209s0002g01320.1, VIT_218s0086g00410.1, VIT_207s0005g05920.1, VIT_207s0005g05910.1, VIT_207s0005g05930.1, VIT_207s0005g05985.1, VIT_212s0059g00740.1, VIT_218s0086g00590.1, VIT_209s0002g01330.1, VIT_209s0002g01340.1
OG0000134	Ds_00015753-RA, Ds_00003473-RA, Ds_00007908-RA	VIT_218s0001g10930.1, VIT_218s0001g10910.1, VIT_218s0001g10870.1, VIT_218s0001g10870.2, VIT_218s0001g10830.1, VIT_218s0001g10830.2, VIT_218s0001g10830.3, VIT_218s0001g10940.1, VIT_218s0001g10970.1, VIT_218s0001g10950.1, VIT_218s0001g11010.3, VIT_218s0001g11010.1, VIT_218s0001g11010.2, VIT_218s0001g10880.1, VIT_218s0001g10920.1
OG0000135	Ds_00011844-RA	VIT_204s0008g01360.1
OG0000135	Ds_00000458-RA, Ds_00012779-RA	VIT_209s0054g01060.1
OG0000135	Ds_00003378-RA, Ds_00002564-RA	VIT_211s0065g00390.1
OG0000136	Ds_00012310-RA	VIT_210s0003g00570.2, VIT_212s0028g02630.2, VIT_217s0000g07890.1, VIT_210s0003g00570.1, VIT_215s0021g01130.1, VIT_212s0028g02630.1
OG0000137	Ds_00001512-RA, Ds_00014384-RA, Ds_00014967-RA, Ds_00014968-RA	VIT_205s0077g01690.1, VIT_205s0077g01520.1, VIT_205s0077g01680.1, VIT_207s0005g00930.1
OG0000138	Ds_00015264-RA	VIT_213s0019g01890.1
OG0000138	Ds_00015496-RA	VIT_206s0004g05065.1
OG0000139	Ds_00013858-RA, Ds_00013856-RA	VIT_213s0019g02960.1
OG0000140	Ds_00002651-RA	VIT_210s0071g00380.1, VIT_210s0071g00560.1, VIT_210s0071g00510.1
OG0000142	Ds_00016529-RA, Ds_00015657-RA, Ds_00017015-RA	VIT_209s0002g06202.1, VIT_209s0002g06210.2, VIT_209s0002g06210.1, VIT_209s0002g06136.1, VIT_209s0002g06136.2, VIT_209s0002g00190.1, VIT_209s0002g00250.1, VIT_209s0096g00200.1, VIT_209s0096g00760.1, VIT_209s0096g00420.1, VIT_209s0002g06140.1, VIT_209s0002g06260.1, VIT_209s0002g06240.2, VIT_209s0002g06240.1, VIT_209s0096g00390.1, VIT_209s0002g06230.1, VIT_209s0096g00840.1, VIT_209s0018g00480.1, VIT_209s0002g06133.1, VIT_209s0002g06152.1, VIT_209s0002g00270.1, VIT_209s0096g00830.1, VIT_211s0037g01270.1
OG0000143	Ds_00017988-RA, Ds_00009459-RA, Ds_00005378-RA, Ds_00009460-RA	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1
OG0000144	Ds_00008018-RA	VIT_212s0035g00310.1
OG0000144	Ds_00008164-RA	VIT_218s0001g06310.2, VIT_218s0001g06310.1, VIT_207s0191g00070.1, VIT_207s0191g00070.7, VIT_200s0710g00020.2
OG0000145	Ds_00004600-RA	VIT_206s0061g00620.1, VIT_206s0061g00670.1, VIT_206s0061g00670.2, VIT_206s0061g00640.1, VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1
OG0000146	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA, Ds_00008350-RA	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1
OG0000146	Ds_00006085-RA	VIT_213s0019g03170.1
OG0000147	Ds_00005844-RA	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6
OG0000148	Ds_00010086-RA	VIT_206s0004g04960.1, VIT_206s0004g04950.1
OG0000148	Ds_00017699-RA	VIT_213s0019g01710.2, VIT_213s0019g01710.1, VIT_213s0019g01810.2, VIT_213s0019g01810.1, VIT_213s0019g01780.1, VIT_213s0019g01790.1, VIT_213s0019g01700.1
OG0000148	Ds_00010778-RA	VIT_208s0007g00510.1, VIT_208s0007g00510.2, VIT_208s0007g00510.3
OG0000149	Ds_00012034-RA	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1
OG0000149	Ds_00009210-RA	VIT_215s0021g02240.4, VIT_215s0021g02240.3, VIT_215s0021g02240.2, VIT_215s0021g02240.1
OG0000149	Ds_00006233-RA	VIT_213s0047g00371.1, VIT_213s0047g00372.1, VIT_215s0021g02430.1, VIT_213s0047g00380.1, VIT_213s0047g00370.1, VIT_213s0047g00360.1, VIT_213s0047g00390.1, VIT_213s0047g00410.1, VIT_213s0047g00500.1
OG0000149	Ds_00003858-RA	VIT_209s0002g07160.1, VIT_215s0045g01190.1
OG0000152	Ds_00013693-RA	VIT_206s0061g00870.1
OG0000152	Ds_00007505-RA	VIT_206s0004g04250.1
OG0000153	Ds_00010298-RA	VIT_206s0004g03490.1
OG0000153	Ds_00005175-RA	VIT_200s0259g00180.1, VIT_200s1287g00010.1, VIT_219s0015g00440.2, VIT_219s0015g00440.1
OG0000154	Ds_00009050-RA	VIT_201s0127g00440.1, VIT_201s0127g00440.4, VIT_201s0127g00440.3, VIT_201s0127g00440.5, VIT_201s0127g00440.2
OG0000154	Ds_00009433-RA	VIT_207s0129g01090.5, VIT_207s0129g01090.4, VIT_207s0129g01090.2, VIT_207s0129g01090.1, VIT_207s0129g01090.3
OG0000155	Ds_00014910-RA, Ds_00004721-RA	VIT_207s0104g01420.1
OG0000156	Ds_00007972-RA	VIT_211s0052g01490.1
OG0000156	Ds_00013706-RA, Ds_00008760-RA	VIT_208s0007g05030.1, VIT_206s0061g00470.1
OG0000157	Ds_00011121-RA	VIT_219s0014g00320.6, VIT_219s0014g00320.7, VIT_219s0014g00320.2, VIT_219s0014g00320.1, VIT_219s0014g00320.4, VIT_219s0014g00320.3, VIT_219s0014g00320.5
OG0000157	Ds_00000657-RA	VIT_209s0002g07340.1
OG0000157	Ds_00015738-RA, Ds_00009636-RA	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1
OG0000159	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA	VIT_215s0048g02450.1, VIT_215s0048g02490.2, VIT_215s0048g02490.1, VIT_215s0048g02480.1
OG0000159	Ds_00007405-RA, Ds_00004538-RA, Ds_00004525-RA, Ds_00004526-RA	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1
OG0000160	Ds_00007481-RA	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5
OG0000160	Ds_00013430-RA	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5
OG0000161	Ds_00008227-RA, Ds_00008230-RA, Ds_00004514-RA, Ds_00013396-RA	VIT_200s0346g00040.1
OG0000162	Ds_00008464-RA	VIT_214s0006g02600.2, VIT_214s0006g02600.1, VIT_214s0006g02600.3, VIT_214s0006g02600.5, VIT_214s0006g02600.4, VIT_214s0006g02600.6
OG0000162	Ds_00006516-RA	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1
OG0000163	Ds_00011543-RA	VIT_207s0005g04785.1, VIT_216s0013g01295.1
OG0000163	Ds_00006949-RA	VIT_214s0081g00160.2
OG0000164	Ds_00016899-RA, Ds_00000385-RA	VIT_219s0014g01840.1, VIT_217s0053g00680.1
OG0000164	Ds_00001238-RA	VIT_208s0007g04360.1, VIT_206s0061g01040.1
OG0000164	Ds_00007283-RA	VIT_211s0016g04620.1
OG0000165	Ds_00001766-RA	VIT_219s0014g00900.1, VIT_219s0014g00870.1, VIT_219s0014g00920.1
OG0000168	Ds_00010005-RA	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4
OG0000168	Ds_00006112-RA	VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3
OG0000169	Ds_00004019-RA	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1
OG0000169	Ds_00003898-RA	VIT_214s0060g02020.1, VIT_214s0060g02000.1
OG0000170	Ds_00015508-RA	VIT_206s0004g05530.1
OG0000170	Ds_00016912-RA	VIT_202s0025g00480.1
OG0000170	Ds_00006258-RA, Ds_00006960-RA	VIT_205s0049g00890.1, VIT_205s0049g00890.2, VIT_214s0036g00370.1, VIT_214s0036g00370.2
OG0000171	Ds_00014598-RA, Ds_00002404-RA, Ds_00000753-RA	VIT_211s0016g03350.1, VIT_204s0008g03400.1, VIT_209s0002g03940.1
OG0000172	Ds_00015990-RA, Ds_00014297-RA	VIT_208s0040g00060.2, VIT_208s0040g00060.1
OG0000178	Ds_00014079-RA	VIT_203s0038g01620.1, VIT_203s0038g01750.1, VIT_203s0038g01740.1, VIT_203s0038g01590.1, VIT_203s0038g01670.1, VIT_203s0038g01670.3, VIT_203s0038g01670.4, VIT_203s0038g01630.1, VIT_203s0038g01670.2, VIT_203s0038g01610.1, VIT_203s0038g01520.1, VIT_203s0038g01530.1, VIT_203s0038g01550.1, VIT_203s0038g01580.1, VIT_203s0038g01540.1, VIT_203s0038g01760.1, VIT_202s0033g01113.1, VIT_215s0046g02720.1
OG0000179	Ds_00005952-RA	VIT_213s0067g03500.1
OG0000179	Ds_00010315-RA	VIT_208s0040g02970.1
OG0000180	Ds_00017730-RA	VIT_205s0077g01930.1, VIT_207s0005g00750.1, VIT_207s0005g00750.3, VIT_207s0005g00750.2
OG0000181	Ds_00017542-RA	VIT_218s0001g02730.5, VIT_218s0001g02730.4, VIT_218s0001g02730.10, VIT_218s0001g02730.6, VIT_218s0001g02730.1, VIT_218s0001g02730.2, VIT_218s0001g02730.8, VIT_218s0001g02730.3, VIT_218s0001g02730.9, VIT_218s0001g02730.7
OG0000181	Ds_00014418-RA	VIT_207s0031g02720.4, VIT_207s0031g02720.2, VIT_207s0031g02720.3, VIT_207s0031g02720.8, VIT_207s0031g02720.9, VIT_207s0031g02720.1, VIT_207s0031g02720.5, VIT_207s0031g02720.7, VIT_207s0031g02720.6
OG0000182	Ds_00010282-RA, Ds_00005977-RA	VIT_213s0019g04280.1, VIT_208s0040g01890.1, VIT_206s0004g02850.1
OG0000182	Ds_00008849-RA, Ds_00013004-RA	VIT_203s0038g02520.1, VIT_203s0038g02520.3, VIT_203s0038g02520.4, VIT_203s0038g02520.2, VIT_206s0004g02850.2, VIT_208s0040g01890.2
OG0000184	Ds_00003186-RA, Ds_00006449-RA	VIT_205s0049g00920.3, VIT_205s0049g00920.2, VIT_205s0049g00920.4, VIT_205s0049g00920.1, VIT_205s0049g00920.5, VIT_205s0049g00930.1
OG0000184	Ds_00014554-RA	VIT_207s0005g03290.1
OG0000185	Ds_00003146-RA	VIT_214s0030g01560.1
OG0000185	Ds_00003193-RA	VIT_205s0094g00780.1
OG0000185	Ds_00006933-RA	VIT_214s0030g01540.5, VIT_214s0030g01540.1, VIT_214s0030g01540.8, VIT_214s0030g01540.3, VIT_214s0030g01540.4, VIT_214s0030g01540.6, VIT_214s0030g01540.10, VIT_214s0030g01540.9, VIT_214s0030g01540.7, VIT_214s0030g01540.2, VIT_214s0030g01540.11
OG0000186	Ds_00004773-RA	VIT_201s0150g00090.7, VIT_201s0150g00090.15, VIT_201s0150g00090.3, VIT_201s0150g00090.10, VIT_201s0150g00090.12, VIT_201s0150g00090.1, VIT_201s0150g00090.8, VIT_201s0150g00090.4, VIT_201s0150g00090.13, VIT_201s0150g00090.2, VIT_201s0150g00090.14, VIT_201s0150g00090.5, VIT_201s0150g00090.11, VIT_201s0150g00090.6, VIT_201s0150g00090.9
OG0000187	Ds_00009726-RA	VIT_217s0000g01210.1
OG0000187	Ds_00008058-RA	VIT_214s0068g01850.1
OG0000187	Ds_00008057-RA	VIT_214s0068g01860.1
OG0000187	Ds_00006661-RA	VIT_201s0010g03850.1
OG0000188	Ds_00015932-RA, Ds_00008381-RA	VIT_215s0046g02230.2, VIT_215s0046g02230.3, VIT_215s0046g02230.1
OG0000189	Ds_00014158-RA	VIT_214s0066g01650.2, VIT_214s0066g01650.3, VIT_214s0066g01650.1
OG0000189	Ds_00003762-RA	VIT_217s0000g07910.1, VIT_217s0000g07930.1
OG0000191	Ds_00002682-RA, Ds_00009564-RA, Ds_00017337-RA, Ds_00009562-RA, Ds_00007625-RA, Ds_00009563-RA, Ds_00000808-RA, Ds_00011024-RA	VIT_208s0007g07690.1
OG0000192	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA	VIT_205s0094g01300.1, VIT_205s0094g01300.2
OG0000193	Ds_00013537-RA, Ds_00014382-RA	VIT_203s0088g00910.1
OG0000198	Ds_00009858-RA	VIT_211s0037g00510.1
OG0000198	Ds_00009620-RA	VIT_208s0007g00130.1, VIT_213s0019g01430.1
OG0000198	Ds_00010353-RA, Ds_00017805-RA	VIT_206s0004g04510.1
OG0000199	Ds_00014671-RA	VIT_205s0020g03910.1
OG0000199	Ds_00007893-RA, Ds_00015747-RA	VIT_203s0063g01370.1
OG0000199	Ds_00012859-RA, Ds_00014801-RA	VIT_211s0016g04190.1
OG0000200	Ds_00016619-RA	VIT_204s0023g02360.1
OG0000200	Ds_00006108-RA, Ds_00006110-RA	VIT_209s0054g00910.1, VIT_209s0054g00900.1
OG0000200	Ds_00009185-RA, Ds_00009184-RA, Ds_00009183-RA	VIT_201s0010g02840.1, VIT_201s0010g02860.1, VIT_201s0010g02715.1, VIT_201s0010g02870.1, VIT_201s0010g02870.2, VIT_201s0010g02880.1
OG0000201	Ds_00016810-RA, Ds_00008360-RA	VIT_200s0220g00130.1
OG0000201	Ds_00015640-RA	VIT_205s0094g01260.2, VIT_205s0094g01260.1
OG0000203	Ds_00003582-RA	VIT_215s0046g02450.8, VIT_215s0046g02450.9, VIT_215s0046g02450.6, VIT_215s0046g02450.7, VIT_215s0046g02450.2, VIT_215s0046g02450.5, VIT_215s0046g02450.3, VIT_215s0046g02450.4, VIT_215s0046g02450.1
OG0000206	Ds_00005530-RA	VIT_206s0004g01610.1
OG0000206	Ds_00004104-RA, Ds_00004103-RA	VIT_206s0009g01380.1
OG0000206	Ds_00007448-RA	VIT_200s0357g00120.1
OG0000207	Ds_00007817-RA, Ds_00001074-RA	VIT_207s0005g03030.1
OG0000207	Ds_00009946-RA	VIT_213s0019g02060.1
OG0000207	Ds_00000933-RA	VIT_208s0056g01650.1
OG0000207	Ds_00008814-RA	VIT_215s0048g00840.1
OG0000208	Ds_00002325-RA, Ds_00002326-RA	VIT_209s0002g00550.1, VIT_209s0002g00550.3, VIT_209s0002g00550.4, VIT_209s0002g00550.5, VIT_209s0002g00550.6, VIT_209s0002g00550.2
OG0000208	Ds_00002327-RA	VIT_209s0002g00580.1
OG0000211	Ds_00012122-RA, Ds_00012463-RA, Ds_00012462-RA, Ds_00007175-RA, Ds_00000439-RA, Ds_00012459-RA	VIT_213s0067g02930.1
OG0000211	Ds_00005345-RA	VIT_217s0000g06360.1, VIT_217s0000g06360.2
OG0000211	Ds_00008442-RA	VIT_206s0004g00070.3, VIT_206s0004g00070.1
OG0000211	Ds_00010559-RA	VIT_217s0053g00990.3, VIT_217s0053g00990.1, VIT_201s0026g02620.1, VIT_201s0026g02620.3, VIT_201s0026g02620.2, VIT_214s0108g01020.1, VIT_214s0108g01020.2
OG0000212	Ds_00012990-RA	VIT_216s0050g00220.1
OG0000212	Ds_00007503-RA, Ds_00010063-RA	VIT_206s0004g04280.1, VIT_208s0040g03360.1, VIT_208s0040g03360.2, VIT_206s0004g04280.2, VIT_213s0019g00550.1, VIT_213s0019g00550.3, VIT_213s0019g00550.2, VIT_208s0040g03360.3, VIT_208s0040g03360.4
OG0000213	Ds_00004488-RA	VIT_210s0116g01210.1
OG0000213	Ds_00009515-RA	VIT_214s0060g00330.1, VIT_214s0060g00330.2, VIT_205s0020g00950.3, VIT_205s0020g00950.1, VIT_205s0020g00950.2
OG0000214	Ds_00005326-RA	VIT_202s0012g02830.1, VIT_214s0068g00440.1, VIT_214s0068g00450.1, VIT_214s0068g00460.1, VIT_214s0068g00500.1, VIT_214s0068g00480.1, VIT_214s0068g00490.1, VIT_217s0000g07015.1, VIT_214s0068g00470.1, VIT_217s0000g07030.1, VIT_217s0000g07080.1, VIT_217s0000g07015.2, VIT_217s0000g07015.3, VIT_217s0000g07060.1, VIT_217s0000g07020.1, VIT_217s0000g07070.1, VIT_217s0000g07100.1, VIT_217s0000g07110.1
OG0000216	Ds_00014036-RA	VIT_219s0090g01440.2, VIT_219s0090g01440.1
OG0000216	Ds_00006476-RA	VIT_200s1365g00010.1
OG0000216	Ds_00005269-RA	VIT_212s0059g00560.1
OG0000217	Ds_00007309-RA, Ds_00007311-RA	VIT_212s0055g00640.1
OG0000218	Ds_00009872-RA	VIT_201s0011g05960.1
OG0000218	Ds_00005113-RA	VIT_202s0012g01680.3, VIT_202s0012g01680.1, VIT_202s0012g01680.2
OG0000219	Ds_00003099-RA, Ds_00007306-RA, Ds_00009965-RA, Ds_00007304-RA, Ds_00009970-RA	VIT_216s0022g02220.1, VIT_216s0050g01740.1, VIT_216s0022g00110.1, VIT_216s0022g00170.1
OG0000220	Ds_00005279-RA	VIT_203s0038g01050.1
OG0000221	Ds_00005941-RA, Ds_00007739-RA	VIT_214s0006g01250.1
OG0000221	Ds_00016123-RA, Ds_00014147-RA	VIT_217s0000g02290.2, VIT_217s0000g02290.1
OG0000222	Ds_00015918-RA	VIT_203s0038g04120.1
OG0000222	Ds_00000960-RA	VIT_207s0005g01030.1
OG0000222	Ds_00005548-RA	VIT_214s0030g02140.1
OG0000224	Ds_00015113-RA	VIT_200s0916g00010.2, VIT_200s0916g00010.1, VIT_200s0916g00010.3, VIT_200s0916g00010.4
OG0000224	Ds_00001155-RA, Ds_00017987-RA	VIT_212s0028g03860.3, VIT_212s0028g03860.2, VIT_212s0028g03860.1
OG0000227	Ds_00010370-RA, Ds_00015277-RA, Ds_00008521-RA, Ds_00015271-RA, Ds_00012771-RA	VIT_213s0019g01080.1, VIT_213s0019g01080.2, VIT_213s0019g01080.4, VIT_213s0019g01080.3
OG0000228	Ds_00007084-RA	VIT_217s0000g00890.2, VIT_217s0000g00890.1
OG0000229	Ds_00013197-RA, Ds_00016620-RA	VIT_204s0023g02400.1
OG0000229	Ds_00007857-RA	VIT_203s0038g04480.2, VIT_203s0038g04480.1
OG0000230	Ds_00002554-RA	VIT_203s0038g01480.1
OG0000230	Ds_00010011-RA, Ds_00018035-RA	VIT_206s0009g01820.1
OG0000230	Ds_00002902-RA, Ds_00005465-RA	VIT_218s0072g01040.2, VIT_218s0072g01040.4
OG0000231	Ds_00015462-RA	VIT_201s0026g00280.4, VIT_201s0026g00280.7, VIT_201s0026g00280.5, VIT_201s0026g00280.11, VIT_201s0026g00280.10, VIT_201s0026g00280.2, VIT_201s0026g00280.8, VIT_201s0026g00280.3, VIT_201s0026g00280.9, VIT_201s0026g00280.1, VIT_201s0026g00280.6
OG0000232	Ds_00014009-RA	VIT_212s0057g00070.1, VIT_212s0057g00140.1, VIT_212s0057g00120.1, VIT_212s0057g00150.1, VIT_212s0057g00170.1, VIT_212s0057g00090.1, VIT_212s0057g00080.1, VIT_212s0057g00110.1, VIT_212s0057g00180.1, VIT_212s0057g00190.1
OG0000235	Ds_00006097-RA	VIT_206s0004g01350.4, VIT_206s0004g01350.2, VIT_206s0004g01350.7, VIT_206s0004g01350.3, VIT_206s0004g01350.6, VIT_206s0004g01350.1, VIT_206s0004g01350.5
OG0000235	Ds_00017558-RA	VIT_213s0156g00360.2, VIT_213s0156g00360.1, VIT_213s0156g00360.3
OG0000236	Ds_00015612-RA	VIT_213s0067g00900.1
OG0000236	Ds_00008273-RA	VIT_206s0004g06670.1
OG0000236	Ds_00015613-RA	VIT_213s0067g00890.1
OG0000238	Ds_00001150-RA	VIT_212s0028g03920.1
OG0000238	Ds_00003093-RA, Ds_00014408-RA, Ds_00012626-RA, Ds_00003094-RA, Ds_00014409-RA, Ds_00017800-RA, Ds_00014105-RA, Ds_00009909-RA, Ds_00012113-RA, Ds_00014947-RA	VIT_212s0028g03950.1, VIT_212s0028g04015.1, VIT_212s0028g03990.1, VIT_212s0028g04030.1, VIT_212s0028g04000.1, VIT_212s0059g00100.1, VIT_212s0059g00140.1, VIT_212s0028g04000.2, VIT_212s0059g00050.1, VIT_212s0059g00080.1, VIT_212s0059g00060.1, VIT_212s0028g04010.1, VIT_212s0059g00120.1, VIT_212s0059g00160.1, VIT_212s0028g04040.1, VIT_212s0028g03960.1, VIT_212s0059g00130.1, VIT_212s0028g04020.1, VIT_212s0059g00110.1, VIT_212s0059g00150.1
OG0000240	Ds_00005490-RA	VIT_213s0074g00500.6, VIT_213s0074g00500.2, VIT_213s0074g00500.1
OG0000240	Ds_00002050-RA	VIT_213s0074g00500.3, VIT_213s0074g00500.5, VIT_213s0074g00500.4
OG0000240	Ds_00008338-RA	VIT_206s0061g01230.1
OG0000241	Ds_00015289-RA, Ds_00005132-RA	VIT_200s0309g00020.1
OG0000241	Ds_00009206-RA	VIT_216s0013g00310.1, VIT_216s0013g00650.1
OG0000242	Ds_00012553-RA	VIT_218s0041g00500.1
OG0000242	Ds_00002892-RA	VIT_218s0041g00550.1, VIT_218s0041g00560.3, VIT_218s0041g00560.2, VIT_218s0041g00560.1, VIT_218s0041g00640.2, VIT_218s0041g00640.1, VIT_218s0041g00605.1, VIT_218s0041g00580.1, VIT_218s0041g00630.2, VIT_218s0041g00600.2, VIT_218s0041g00600.1, VIT_218s0041g00630.1, VIT_218s0041g00590.1, VIT_218s0041g00590.2, VIT_218s0041g00590.3, VIT_218s0041g00490.2, VIT_218s0041g00490.1, VIT_218s0041g00520.1, VIT_218s0041g00465.1, VIT_218s0041g00660.1, VIT_218s0041g00670.5, VIT_218s0041g00670.3, VIT_218s0041g00670.2, VIT_218s0041g00670.1, VIT_218s0041g00650.1
OG0000243	Ds_00002144-RA	VIT_205s0094g01200.1, VIT_213s0067g01040.1
OG0000244	Ds_00005926-RA	VIT_201s0011g05380.1
OG0000244	Ds_00016294-RA, Ds_00006368-RA	VIT_206s0009g02600.1
OG0000245	Ds_00010310-RA	VIT_208s0040g03120.1
OG0000246	Ds_00008159-RA, Ds_00007380-RA, Ds_00011966-RA, Ds_00014153-RA	VIT_219s0015g00720.1
OG0000246	Ds_00002196-RA, Ds_00014152-RA, Ds_00012109-RA, Ds_00002178-RA, Ds_00013893-RA, Ds_00013909-RA	VIT_213s0084g00095.1, VIT_207s0031g02450.1
OG0000247	Ds_00003230-RA	VIT_207s0104g01810.1, VIT_207s0104g01800.2, VIT_206s0009g00965.1, VIT_202s0033g00615.1, VIT_207s0104g01800.1
OG0000247	Ds_00004686-RA	VIT_207s0104g01820.1
OG0000247	Ds_00001094-RA	VIT_207s0104g01830.2, VIT_207s0104g01830.1
OG0000248	Ds_00009307-RA, Ds_00009308-RA	VIT_205s0094g00960.1, VIT_205s0094g00990.1
OG0000249	Ds_00017955-RA, Ds_00006075-RA, Ds_00005512-RA	VIT_206s0004g00480.2, VIT_206s0004g00480.1, VIT_206s0004g00480.3
OG0000250	Ds_00003938-RA, Ds_00014446-RA	VIT_214s0060g00600.4, VIT_214s0060g00600.3, VIT_214s0060g00600.2, VIT_214s0060g00600.5, VIT_214s0060g00600.1
OG0000250	Ds_00004610-RA, Ds_00016483-RA	VIT_214s0066g01050.1, VIT_215s0048g02010.3, VIT_215s0048g02010.1
OG0000251	Ds_00013459-RA	VIT_219s0014g02250.1, VIT_219s0014g02250.2, VIT_219s0014g02250.3, VIT_219s0014g02250.4
OG0000251	Ds_00006599-RA	VIT_213s0067g00610.2, VIT_213s0067g00610.1, VIT_213s0067g00610.5, VIT_213s0067g00610.4, VIT_213s0067g00610.3, VIT_213s0067g00630.1, VIT_213s0067g00630.2, VIT_213s0067g00610.6, VIT_208s0007g02170.3
OG0000252	Ds_00017779-RA	VIT_208s0040g01590.2, VIT_208s0040g01590.5, VIT_208s0040g01590.1, VIT_208s0040g01590.7, VIT_208s0040g01590.11, VIT_208s0040g01590.8, VIT_208s0040g01590.17, VIT_208s0040g01590.16, VIT_208s0040g01590.14, VIT_208s0040g01590.9, VIT_208s0040g01590.10, VIT_208s0040g01590.13, VIT_208s0040g01590.12, VIT_208s0040g01590.15, VIT_208s0040g01590.4, VIT_208s0040g01590.3, VIT_208s0040g01590.6
OG0000252	Ds_00006002-RA	VIT_209s0018g00050.1, VIT_213s0019g04620.2, VIT_213s0019g04620.3, VIT_213s0019g04620.6, VIT_213s0019g04620.5, VIT_213s0019g04620.4, VIT_213s0019g04620.1
OG0000254	Ds_00002367-RA, Ds_00000795-RA, Ds_00016930-RA	VIT_217s0000g08730.12, VIT_217s0000g08730.2
OG0000256	Ds_00012988-RA	VIT_202s0025g03710.3, VIT_202s0025g03710.2, VIT_202s0025g03710.1, VIT_216s0050g00160.1
OG0000256	Ds_00016497-RA	VIT_215s0046g03120.1, VIT_215s0046g03070.1, VIT_215s0046g03050.5, VIT_215s0046g03050.6, VIT_215s0046g03050.4, VIT_215s0046g03050.3, VIT_215s0046g03050.2, VIT_215s0046g03050.1, VIT_215s0046g03080.1
