Orthogroup	D_spatulata.proteins	G_max.proteins
OG0000103	Ds_00015206-RA, Ds_00015118-RA	GmISU01.15G067800.3.p, GmISU01.13G207800.1.p, GmISU01.13G207800.2.p, GmISU01.13G207800.3.p, GmISU01.13G207800.4.p, GmISU01.15G067800.4.p, GmISU01.15G067800.1.p, GmISU01.07G164300.1.p, GmISU01.13G151800.1.p
OG0000104	Ds_00015579-RA	GmISU01.19G161300.1.p
OG0000105	Ds_00016593-RA, Ds_00001973-RA	GmISU01.19G003600.3.p, GmISU01.19G003600.2.p, GmISU01.19G003600.1.p
OG0000105	Ds_00004427-RA, Ds_00011176-RA, Ds_00014085-RA	GmISU01.09G014500.2.p, GmISU01.15G112300.4.p, GmISU01.15G112300.5.p, GmISU01.15G112300.3.p, GmISU01.15G112300.2.p
OG0000105	Ds_00008720-RA, Ds_00016969-RA	GmISU01.13G123300.1.p, GmISU01.10G061000.5.p, GmISU01.10G061000.2.p, GmISU01.10G061000.3.p, GmISU01.10G061000.1.p, GmISU01.19G156200.13.p, GmISU01.19G156200.1.p, GmISU01.19G156200.5.p, GmISU01.19G156200.9.p, GmISU01.19G156200.8.p, GmISU01.19G156200.4.p, GmISU01.19G156200.3.p, GmISU01.19G156200.6.p, GmISU01.19G156200.10.p, GmISU01.19G156200.7.p, GmISU01.19G156200.14.p, GmISU01.19G156200.11.p, GmISU01.19G156200.12.p, GmISU01.19G156200.15.p, GmISU01.19G156200.2.p, GmISU01.03G153600.1.p
OG0000105	Ds_00015702-RA	GmISU01.06G275600.1.p
OG0000106	Ds_00012991-RA	GmISU01.12G021100.1.p, GmISU01.11G088800.1.p
OG0000107	Ds_00008559-RA	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p
OG0000108	Ds_00017400-RA, Ds_00010757-RA, Ds_00015423-RA, Ds_00012364-RA	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p
OG0000108	Ds_00004396-RA	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p
OG0000109	Ds_00000324-RA	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p
OG0000109	Ds_00013208-RA	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p
OG0000110	Ds_00010855-RA	GmISU01.10G182000.1.p, GmISU01.20G135300.1.p, GmISU01.20G135200.1.p, GmISU01.10G182100.1.p, GmISU01.16G130700.1.p
OG0000110	Ds_00016825-RA	GmISU01.11G215200.3.p, GmISU01.11G215200.4.p, GmISU01.11G215200.1.p
OG0000113	Ds_00004232-RA, Ds_00002603-RA	GmISU01.04G060700.1.p, GmISU01.17G183200.1.p, GmISU01.14G105500.1.p
OG0000113	Ds_00016297-RA	GmISU01.01G064100.1.p
OG0000113	Ds_00011325-RA	GmISU01.17G128800.1.p, GmISU01.17G128900.1.p, GmISU01.05G053200.1.p, GmISU01.05G053100.1.p, GmISU01.17G128700.1.p, GmISU01.05G053000.1.p
OG0000114	Ds_00015893-RA, Ds_00015892-RA	GmISU01.08G314100.5.p, GmISU01.08G314100.6.p, GmISU01.08G314100.7.p, GmISU01.08G314100.3.p, GmISU01.08G314100.4.p, GmISU01.08G314100.2.p, GmISU01.08G314100.1.p, GmISU01.08G314400.1.p, GmISU01.08G314300.1.p, GmISU01.13G214600.1.p, GmISU01.13G214600.2.p, GmISU01.03G061200.2.p, GmISU01.03G061200.1.p, GmISU01.16G081700.2.p, GmISU01.16G081700.1.p
OG0000115	Ds_00009366-RA	GmISU01.07G126100.1.p, GmISU01.18G145300.1.p, GmISU01.18G145400.1.p, GmISU01.18G145200.1.p, GmISU01.07G125600.1.p
OG0000115	Ds_00011785-RA, Ds_00003925-RA, Ds_00003924-RA	GmISU01.12G120600.1.p
OG0000116	Ds_00014709-RA, Ds_00000291-RA, Ds_00010066-RA, Ds_00010358-RA	GmISU01.11G182200.1.p
OG0000117	Ds_00008529-RA	GmISU01.15G227700.1.p, GmISU01.15G227600.1.p, GmISU01.09G085100.1.p
OG0000117	Ds_00008532-RA, Ds_00008530-RA, Ds_00008531-RA	GmISU01.09G095700.1.p
OG0000118	Ds_00011668-RA, Ds_00006827-RA	GmISU01.08G243200.1.p
OG0000118	Ds_00012570-RA, Ds_00015851-RA, Ds_00005679-RA	GmISU01.11G185000.1.p
OG0000118	Ds_00002816-RA	GmISU01.12G029900.1.p, GmISU01.18G163900.2.p, GmISU01.09G227900.1.p, GmISU01.18G163900.3.p, GmISU01.02G199900.1.p, GmISU01.14G170600.1.p, GmISU01.02G199900.3.p, GmISU01.02G199900.2.p, GmISU01.09G227900.3.p
OG0000120	Ds_00011028-RA	GmISU01.03G107300.3.p, GmISU01.03G107300.5.p, GmISU01.03G107300.2.p, GmISU01.03G107300.4.p, GmISU01.19G111900.4.p, GmISU01.19G111900.5.p, GmISU01.19G111900.3.p, GmISU01.19G111900.6.p
OG0000120	Ds_00011026-RA	GmISU01.10G078200.1.p
OG0000120	Ds_00014982-RA	GmISU01.15G224800.2.p, GmISU01.15G224800.1.p
OG0000120	Ds_00015941-RA	GmISU01.01G177300.4.p, GmISU01.01G177300.6.p, GmISU01.01G177300.5.p, GmISU01.01G177300.2.p, GmISU01.01G177300.7.p, GmISU01.01G177300.1.p, GmISU01.11G022000.1.p
OG0000121	Ds_00007035-RA	GmISU01.15G120100.5.p, GmISU01.15G120100.2.p, GmISU01.15G120100.4.p, GmISU01.15G120100.1.p, GmISU01.09G022200.2.p, GmISU01.09G022200.4.p, GmISU01.09G022200.3.p, GmISU01.09G022200.1.p
OG0000122	Ds_00007977-RA	GmISU01.04G123101.1.p
OG0000122	Ds_00006648-RA	GmISU01.19G072400.3.p, GmISU01.19G072400.2.p, GmISU01.19G072400.4.p
OG0000123	Ds_00005553-RA	GmISU01.05G127400.1.p, GmISU01.08G100300.1.p, GmISU01.08G101800.2.p, GmISU01.08G101100.2.p, GmISU01.08G100000.1.p, GmISU01.08G101600.1.p, GmISU01.08G101401.1.p, GmISU01.08G100200.1.p, GmISU01.08G102000.1.p, GmISU01.08G101500.1.p, GmISU01.08G101000.1.p, GmISU01.08G100100.1.p, GmISU01.01G072900.1.p, GmISU01.09G067000.1.p, GmISU01.02G115100.1.p, GmISU01.11G010500.1.p, GmISU01.01G187100.1.p
OG0000124	Ds_00015312-RA	GmISU01.02G119700.1.p, GmISU01.07G179100.1.p, GmISU01.07G179200.1.p, GmISU01.02G119600.1.p, GmISU01.02G119800.2.p, GmISU01.02G119800.1.p
OG0000124	Ds_00003136-RA	GmISU01.01G197100.1.p, GmISU01.10G211500.1.p, GmISU01.20G109100.1.p, GmISU01.01G197000.1.p, GmISU01.01G196900.1.p, GmISU01.10G211600.1.p, GmISU01.01G197200.1.p, GmISU01.11G003900.1.p
OG0000125	Ds_00004719-RA	GmISU01.19G118500.1.p, GmISU01.03G113500.1.p
OG0000125	Ds_00006202-RA	GmISU01.03G198600.5.p, GmISU01.03G198600.1.p, GmISU01.03G198600.3.p, GmISU01.03G198600.2.p, GmISU01.19G199700.1.p, GmISU01.19G200200.1.p, GmISU01.19G200200.2.p, GmISU01.03G199100.1.p
OG0000126	Ds_00013847-RA, Ds_00012723-RA, Ds_00009887-RA, Ds_00012111-RA, Ds_00006203-RA	GmISU01.07G219000.1.p, GmISU01.02G128400.1.p
OG0000127	Ds_00017651-RA	GmISU01.08G008800.1.p, GmISU01.05G172000.1.p, GmISU01.06G153300.1.p, GmISU01.04G160400.1.p, GmISU01.06G153200.1.p, GmISU01.04G160500.1.p
OG0000129	Ds_00014831-RA, Ds_00009085-RA	GmISU01.07G192300.1.p, GmISU01.07G192300.3.p, GmISU01.07G192300.2.p, GmISU01.07G192400.1.p
OG0000131	Ds_00008212-RA, Ds_00013324-RA	GmISU01.07G036000.1.p, GmISU01.07G036200.1.p, GmISU01.07G035800.1.p, GmISU01.07G035900.1.p, GmISU01.16G006200.1.p, GmISU01.07G035700.1.p
OG0000134	Ds_00015753-RA, Ds_00003473-RA, Ds_00007908-RA	GmISU01.17G212300.1.p, GmISU01.14G076300.1.p, GmISU01.14G076100.1.p, GmISU01.06G034400.1.p, GmISU01.14G076200.1.p, GmISU01.17G212100.1.p, GmISU01.17G212200.1.p
OG0000135	Ds_00011844-RA	GmISU01.04G049400.3.p, GmISU01.04G049400.2.p
OG0000135	Ds_00000458-RA, Ds_00012779-RA	GmISU01.15G000500.2.p, GmISU01.15G000500.3.p, GmISU01.13G330000.1.p, GmISU01.13G330000.3.p, GmISU01.19G017566.1.p
OG0000135	Ds_00003378-RA, Ds_00002564-RA	GmISU01.08G025100.1.p, GmISU01.05G188900.1.p
OG0000136	Ds_00012310-RA	GmISU01.04G145600.2.p, GmISU01.06G168600.1.p, GmISU01.04G145600.1.p, GmISU01.05G031600.2.p, GmISU01.17G084400.1.p, GmISU01.07G172300.1.p, GmISU01.13G255600.1.p, GmISU01.12G174200.1.p
OG0000137	Ds_00001512-RA, Ds_00014384-RA, Ds_00014967-RA, Ds_00014968-RA	GmISU01.15G134400.1.p, GmISU01.17G026700.1.p, GmISU01.07G206800.1.p
OG0000138	Ds_00015264-RA	GmISU01.02G210800.1.p, GmISU01.14G063200.1.p
OG0000138	Ds_00015496-RA	GmISU01.11G125200.1.p, GmISU01.12G055700.2.p
OG0000139	Ds_00013858-RA, Ds_00013856-RA	GmISU01.18G029700.1.p
OG0000140	Ds_00002651-RA	GmISU01.09G087300.1.p, GmISU01.09G087300.3.p, GmISU01.09G087300.2.p
OG0000142	Ds_00016529-RA, Ds_00015657-RA, Ds_00017015-RA	GmISU01.09G214000.1.p
OG0000143	Ds_00017988-RA, Ds_00009459-RA, Ds_00005378-RA, Ds_00009460-RA	GmISU01.13G063200.1.p, GmISU01.14G144700.1.p, GmISU01.14G144500.2.p, GmISU01.14G144500.1.p, GmISU01.14G144600.1.p, GmISU01.14G144800.1.p, GmISU01.06G093400.2.p, GmISU01.06G093400.1.p, GmISU01.06G093400.3.p, GmISU01.13G037100.1.p, GmISU01.15G051100.1.p
OG0000144	Ds_00008018-RA	GmISU01.08G175000.2.p, GmISU01.08G175000.3.p, GmISU01.08G175000.1.p, GmISU01.12G139600.1.p, GmISU01.12G139600.2.p
OG0000144	Ds_00008164-RA	GmISU01.02G175500.2.p, GmISU01.02G175500.1.p, GmISU01.14G145300.1.p, GmISU01.08G124200.1.p
OG0000145	Ds_00004600-RA	GmISU01.09G218200.1.p, GmISU01.03G012300.1.p, GmISU01.07G067400.1.p, GmISU01.18G176100.1.p, GmISU01.03G012400.1.p, GmISU01.07G067600.1.p, GmISU01.18G175800.1.p, GmISU01.09G218400.1.p, GmISU01.03G012200.2.p, GmISU01.03G012200.3.p, GmISU01.03G012200.1.p, GmISU01.07G067900.3.p, GmISU01.07G067900.1.p, GmISU01.07G067900.2.p, GmISU01.07G067300.3.p, GmISU01.07G067300.1.p, GmISU01.07G067700.4.p
OG0000146	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA, Ds_00008350-RA	GmISU01.14G059100.1.p, GmISU01.02G214800.1.p
OG0000146	Ds_00006085-RA	GmISU01.13G147600.1.p, GmISU01.07G169700.1.p, GmISU01.07G170000.1.p, GmISU01.07G169800.1.p, GmISU01.07G169600.1.p, GmISU01.07G170200.1.p, GmISU01.13G147300.1.p, GmISU01.13G147100.1.p, GmISU01.13G147500.1.p, GmISU01.08G062900.1.p, GmISU01.08G062800.1.p, GmISU01.08G063100.1.p, GmISU01.06G144500.1.p
OG0000147	Ds_00005844-RA	GmISU01.12G143700.1.p
OG0000148	Ds_00010086-RA	GmISU01.12G056800.5.p, GmISU01.12G056800.2.p, GmISU01.11G126100.1.p
OG0000148	Ds_00010778-RA	GmISU01.03G049300.2.p, GmISU01.03G049300.3.p, GmISU01.07G117200.3.p, GmISU01.07G117200.2.p, GmISU01.07G117200.6.p, GmISU01.07G117200.1.p, GmISU01.07G117200.4.p, GmISU01.07G117200.5.p, GmISU01.07G117200.8.p, GmISU01.18G136500.13.p, GmISU01.18G136500.6.p, GmISU01.18G136500.9.p, GmISU01.18G136500.11.p, GmISU01.18G136500.2.p, GmISU01.18G136500.10.p
OG0000149	Ds_00012034-RA	GmISU01.17G191700.4.p, GmISU01.17G191700.5.p, GmISU01.17G191700.6.p, GmISU01.17G191700.1.p, GmISU01.17G191700.3.p, GmISU01.14G096900.1.p, GmISU01.14G096900.2.p
OG0000149	Ds_00009210-RA	GmISU01.03G086300.1.p, GmISU01.03G086300.2.p
OG0000149	Ds_00006233-RA	GmISU01.16G178000.2.p, GmISU01.16G178000.3.p, GmISU01.16G178000.4.p, GmISU01.16G178000.1.p
OG0000149	Ds_00003858-RA	GmISU01.16G071800.4.p, GmISU01.16G071800.1.p, GmISU01.16G071800.3.p, GmISU01.16G071800.5.p
OG0000152	Ds_00010065-RA, Ds_00010062-RA, Ds_00007502-RA	GmISU01.11G128800.1.p, GmISU01.11G128900.1.p, GmISU01.11G129100.1.p, GmISU01.11G129000.1.p
OG0000153	Ds_00010298-RA	GmISU01.10G045200.1.p, GmISU01.10G045200.2.p, GmISU01.19G142800.1.p, GmISU01.19G142800.3.p
OG0000153	Ds_00005175-RA	GmISU01.02G258800.1.p, GmISU01.18G069600.1.p, GmISU01.08G293500.1.p, GmISU01.03G070300.1.p, GmISU01.15G109900.1.p, GmISU01.09G013200.1.p
OG0000153	Ds_00014432-RA	GmISU01.05G163700.1.p, GmISU01.08G000900.1.p
OG0000154	Ds_00009433-RA	GmISU01.01G150900.2.p, GmISU01.01G150900.1.p
OG0000155	Ds_00014910-RA, Ds_00004721-RA	GmISU01.10G019300.1.p, GmISU01.02G138100.1.p, GmISU01.03G169800.1.p, GmISU01.19G171600.1.p, GmISU01.02G138000.1.p, GmISU01.10G019500.1.p, GmISU01.19G171500.1.p, GmISU01.03G169700.1.p, GmISU01.10G019400.1.p
OG0000156	Ds_00007972-RA	GmISU01.13G067100.1.p, GmISU01.17G060600.1.p
OG0000156	Ds_00003462-RA	GmISU01.01G004700.1.p, GmISU01.07G111600.1.p, GmISU01.05G191900.1.p
OG0000156	Ds_00013706-RA, Ds_00008760-RA	GmISU01.18G121700.1.p, GmISU01.03G145000.1.p, GmISU01.19G148400.1.p, GmISU01.10G049900.1.p, GmISU01.13G113600.1.p, GmISU01.12G146000.1.p, GmISU01.13G282800.1.p, GmISU01.11G155100.1.p, GmISU01.12G072600.1.p
OG0000157	Ds_00011121-RA	GmISU01.15G180900.9.p, GmISU01.15G180900.16.p, GmISU01.15G180900.17.p, GmISU01.15G180900.3.p, GmISU01.15G180900.4.p, GmISU01.15G180900.15.p, GmISU01.15G180900.5.p, GmISU01.15G180900.11.p, GmISU01.15G180900.14.p, GmISU01.15G180900.13.p, GmISU01.15G180900.18.p, GmISU01.15G180900.6.p, GmISU01.09G083600.3.p, GmISU01.09G083600.4.p, GmISU01.09G083600.5.p, GmISU01.09G083600.2.p
OG0000157	Ds_00000657-RA	GmISU01.07G026700.1.p, GmISU01.13G324400.1.p, GmISU01.13G324400.2.p, GmISU01.15G006000.1.p
OG0000157	Ds_00015738-RA, Ds_00009636-RA	GmISU01.13G132200.11.p, GmISU01.13G132200.12.p, GmISU01.13G132200.13.p, GmISU01.13G132200.9.p, GmISU01.13G132200.6.p, GmISU01.13G132200.7.p, GmISU01.13G132200.1.p, GmISU01.13G132200.8.p, GmISU01.13G132200.5.p, GmISU01.13G132200.10.p, GmISU01.13G132200.4.p, GmISU01.17G102400.6.p, GmISU01.17G102400.2.p, GmISU01.17G102400.4.p, GmISU01.17G102400.1.p, GmISU01.13G132500.10.p, GmISU01.13G132500.5.p, GmISU01.13G132500.1.p, GmISU01.13G132500.7.p, GmISU01.13G132500.6.p, GmISU01.13G132500.8.p, GmISU01.13G132500.9.p, GmISU01.13G132500.2.p
OG0000159	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA	GmISU01.07G045500.1.p, GmISU01.07G045400.1.p, GmISU01.19G219700.1.p
OG0000159	Ds_00007405-RA	GmISU01.14G004900.1.p
OG0000159	Ds_00004538-RA, Ds_00004525-RA, Ds_00004526-RA	GmISU01.06G125600.1.p, GmISU01.06G125700.1.p, GmISU01.04G186000.1.p, GmISU01.06G125800.1.p
OG0000160	Ds_00007481-RA	GmISU01.06G014200.2.p, GmISU01.06G014200.7.p, GmISU01.06G014200.4.p, GmISU01.06G014200.1.p, GmISU01.04G015500.1.p
OG0000160	Ds_00013430-RA	GmISU01.16G093600.7.p, GmISU01.16G093600.2.p, GmISU01.16G093600.3.p, GmISU01.16G093600.5.p, GmISU01.16G093600.6.p, GmISU01.16G093600.8.p, GmISU01.16G093600.4.p, GmISU01.16G093600.9.p, GmISU01.16G093600.1.p, GmISU01.09G157700.7.p, GmISU01.09G157700.4.p, GmISU01.09G157700.5.p, GmISU01.09G157700.2.p, GmISU01.09G157700.8.p
OG0000161	Ds_00008227-RA, Ds_00008230-RA, Ds_00004514-RA, Ds_00013396-RA	GmISU01.18G117200.1.p, GmISU01.08G248400.1.p
OG0000162	Ds_00008464-RA	GmISU01.18G235850.3.p, GmISU01.02G079800.1.p, GmISU01.18G235850.2.p, GmISU01.18G235850.1.p
OG0000162	Ds_00006516-RA	GmISU01.19G056400.3.p, GmISU01.19G056400.4.p, GmISU01.19G056400.2.p, GmISU01.19G056400.1.p, GmISU01.09G094200.1.p
OG0000162	Ds_00005880-RA	GmISU01.20G086900.1.p, GmISU01.20G087300.1.p
OG0000163	Ds_00006949-RA	GmISU01.20G185300.1.p, GmISU01.20G185300.3.p, GmISU01.10G132000.1.p, GmISU01.10G132000.2.p, GmISU01.03G206100.1.p
OG0000164	Ds_00016899-RA, Ds_00000385-RA	GmISU01.09G131700.3.p, GmISU01.16G185200.2.p, GmISU01.16G185200.1.p
OG0000164	Ds_00001238-RA	GmISU01.11G152200.1.p, GmISU01.12G075700.1.p
OG0000164	Ds_00007283-RA	GmISU01.04G122300.2.p, GmISU01.06G190100.1.p, GmISU01.05G010100.3.p, GmISU01.05G010100.19.p, GmISU01.05G010100.2.p, GmISU01.05G010100.20.p, GmISU01.05G010100.21.p, GmISU01.05G010100.6.p, GmISU01.17G109900.1.p
OG0000165	Ds_00001766-RA	GmISU01.12G183500.2.p, GmISU01.12G183500.1.p
OG0000168	Ds_00010005-RA, Ds_00006112-RA	GmISU01.13G156300.1.p, GmISU01.13G156300.6.p, GmISU01.13G156300.5.p, GmISU01.13G156300.3.p, GmISU01.13G156300.2.p, GmISU01.15G190100.1.p, GmISU01.13G156500.2.p, GmISU01.13G156500.1.p, GmISU01.13G156500.3.p, GmISU01.13G156500.6.p, GmISU01.13G156500.4.p, GmISU01.13G156500.5.p, GmISU01.13G156400.2.p, GmISU01.13G156400.4.p, GmISU01.13G156400.5.p, GmISU01.13G156400.3.p, GmISU01.13G156400.1.p, GmISU01.13G156600.2.p, GmISU01.13G156600.1.p, GmISU01.04G105100.3.p, GmISU01.04G105100.1.p, GmISU01.04G105100.2.p, GmISU01.06G267600.1.p, GmISU01.06G267700.1.p, GmISU01.06G267500.1.p
OG0000169	Ds_00004019-RA	GmISU01.10G136900.1.p, GmISU01.03G210400.1.p, GmISU01.20G179400.1.p
OG0000169	Ds_00003898-RA	GmISU01.10G119800.1.p, GmISU01.03G191800.1.p, GmISU01.19G193300.1.p
OG0000170	Ds_00016912-RA	GmISU01.08G017000.1.p, GmISU01.05G180300.1.p
OG0000170	Ds_00006258-RA, Ds_00006960-RA	GmISU01.03G208200.4.p, GmISU01.03G208200.3.p, GmISU01.03G208200.2.p, GmISU01.03G208200.1.p, GmISU01.19G209000.1.p, GmISU01.10G134200.1.p, GmISU01.20G181500.1.p
OG0000171	Ds_00014598-RA, Ds_00002404-RA, Ds_00000753-RA	GmISU01.17G169200.1.p, GmISU01.14G120500.1.p, GmISU01.04G076700.1.p, GmISU01.06G078300.1.p, GmISU01.13G313700.1.p, GmISU01.15G017500.1.p, GmISU01.08G188300.1.p, GmISU01.07G015400.1.p, GmISU01.09G155400.1.p, GmISU01.01G111600.1.p
OG0000172	Ds_00015990-RA, Ds_00014297-RA	GmISU01.09G227700.2.p, GmISU01.09G227700.3.p, GmISU01.09G227700.1.p, GmISU01.18G164100.2.p, GmISU01.18G164100.3.p, GmISU01.18G164100.1.p
OG0000178	Ds_00014079-RA	GmISU01.01G133400.3.p, GmISU01.01G133400.4.p, GmISU01.01G133400.2.p, GmISU01.01G133400.6.p, GmISU01.01G133400.8.p, GmISU01.01G133400.7.p, GmISU01.01G133400.5.p, GmISU01.11G065700.2.p, GmISU01.11G065700.4.p, GmISU01.11G065700.5.p
OG0000179	Ds_00005952-RA	GmISU01.20G201900.1.p, GmISU01.10G250800.1.p
OG0000179	Ds_00010315-RA	GmISU01.19G141100.1.p, GmISU01.03G138100.1.p, GmISU01.03G138100.2.p
OG0000179	Ds_00001438-RA, Ds_00013435-RA	GmISU01.02G041200.1.p
OG0000180	Ds_00017730-RA	GmISU01.15G138200.1.p, GmISU01.19G176200.1.p, GmISU01.03G175000.5.p, GmISU01.03G175000.1.p
OG0000181	Ds_00017542-RA	GmISU01.04G205600.4.p, GmISU01.04G205600.5.p, GmISU01.04G205600.1.p, GmISU01.06G103900.2.p, GmISU01.06G103900.1.p, GmISU01.06G103900.4.p, GmISU01.06G103900.5.p, GmISU01.06G103900.3.p
OG0000181	Ds_00014418-RA	GmISU01.15G193200.1.p, GmISU01.04G168500.4.p, GmISU01.04G168500.5.p, GmISU01.04G168500.9.p, GmISU01.04G168500.7.p, GmISU01.04G168500.8.p, GmISU01.04G168500.2.p, GmISU01.04G168500.3.p, GmISU01.04G168500.1.p, GmISU01.06G144800.3.p, GmISU01.06G144800.7.p, GmISU01.06G144800.2.p, GmISU01.06G144800.6.p, GmISU01.06G144800.4.p, GmISU01.05G165500.5.p, GmISU01.05G165500.2.p, GmISU01.05G165500.3.p, GmISU01.05G165500.4.p, GmISU01.05G165500.1.p, GmISU01.08G002500.3.p, GmISU01.08G002500.1.p, GmISU01.08G002500.7.p, GmISU01.08G002500.4.p, GmISU01.08G002500.5.p, GmISU01.08G002500.2.p
OG0000182	Ds_00010282-RA, Ds_00005977-RA	GmISU01.20G141900.1.p, GmISU01.10G174800.1.p, GmISU01.02G066300.1.p, GmISU01.02G066400.1.p, GmISU01.16G127600.1.p, GmISU01.16G127500.1.p, GmISU01.12G068500.1.p, GmISU01.11G159400.1.p, GmISU01.13G286000.1.p, GmISU01.12G142000.1.p
OG0000182	Ds_00008849-RA, Ds_00013004-RA	GmISU01.04G002800.3.p
OG0000183	Ds_00011530-RA	GmISU01.13G202900.5.p, GmISU01.15G072500.1.p, GmISU01.13G202900.3.p, GmISU01.13G202900.6.p, GmISU01.13G202900.2.p, GmISU01.15G072500.2.p, GmISU01.15G152401.1.p
OG0000184	Ds_00006448-RA	GmISU01.02G005300.3.p, GmISU01.02G005300.1.p, GmISU01.02G005300.2.p, GmISU01.10G006000.2.p
OG0000184	Ds_00014554-RA	GmISU01.19G129800.1.p, GmISU01.19G129800.2.p, GmISU01.03G125800.1.p, GmISU01.03G125800.2.p, GmISU01.10G033700.1.p, GmISU01.10G033700.3.p
OG0000185	Ds_00003146-RA	GmISU01.19G203200.2.p, GmISU01.19G203200.1.p, GmISU01.03G202100.2.p, GmISU01.11G005300.3.p, GmISU01.11G005300.2.p, GmISU01.11G005300.4.p, GmISU01.11G005300.1.p, GmISU01.20G113100.1.p
OG0000185	Ds_00003193-RA	GmISU01.07G175400.1.p
OG0000187	Ds_00009726-RA	GmISU01.05G173200.1.p, GmISU01.08G096500.1.p, GmISU01.05G122700.1.p
OG0000187	Ds_00008058-RA	GmISU01.19G069800.1.p, GmISU01.16G049800.1.p
OG0000187	Ds_00008057-RA	GmISU01.16G049900.1.p, GmISU01.19G069700.1.p, GmISU01.16G023600.1.p, GmISU01.07G053000.1.p
OG0000187	Ds_00006661-RA	GmISU01.11G229300.1.p, GmISU01.05G122600.1.p
OG0000188	Ds_00015932-RA, Ds_00008381-RA	GmISU01.18G183500.1.p, GmISU01.09G211000.1.p, GmISU01.07G059700.1.p, GmISU01.16G029100.1.p
OG0000189	Ds_00014158-RA	GmISU01.08G302600.1.p, GmISU01.01G063200.1.p, GmISU01.11G182800.1.p, GmISU01.11G182800.2.p, GmISU01.19G010500.4.p, GmISU01.13G048600.1.p
OG0000189	Ds_00003762-RA	GmISU01.05G031900.1.p, GmISU01.05G031900.3.p, GmISU01.05G031900.2.p, GmISU01.05G031801.1.p, GmISU01.17G084200.1.p, GmISU01.17G084200.2.p
OG0000191	Ds_00002682-RA, Ds_00009564-RA, Ds_00017337-RA	GmISU01.08G072100.1.p, GmISU01.05G100400.1.p, GmISU01.05G100300.1.p, GmISU01.05G100200.1.p, GmISU01.08G072500.2.p, GmISU01.08G072500.1.p, GmISU01.08G072500.3.p, GmISU01.08G072400.1.p, GmISU01.08G072200.1.p
OG0000192	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA	GmISU01.03G073800.1.p, GmISU01.20G019400.1.p, GmISU01.07G190000.1.p
OG0000193	Ds_00013537-RA, Ds_00014382-RA	GmISU01.07G156500.1.p, GmISU01.13G218000.1.p, GmISU01.15G058800.1.p
OG0000193	Ds_00012193-RA	GmISU01.13G217700.1.p, GmISU01.13G217200.1.p, GmISU01.13G217100.1.p, GmISU01.13G217800.1.p, GmISU01.15G059300.1.p, GmISU01.13G217500.2.p, GmISU01.13G217300.1.p, GmISU01.15G058900.1.p, GmISU01.15G059100.1.p, GmISU01.15G059000.1.p, GmISU01.15G059400.1.p
OG0000198	Ds_00010071-RA	GmISU01.18G231300.1.p
OG0000198	Ds_00009858-RA	GmISU01.17G066700.1.p, GmISU01.17G066700.2.p
OG0000198	Ds_00010353-RA, Ds_00017805-RA	GmISU01.13G103500.1.p
