Orthogroup	D_spatulata.proteins	B_vulgaris.proteins
OG0000109	Ds_00000324-RA	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p
OG0000109	Ds_00013208-RA	Bevul.6G028900.1.p
OG0000109	Ds_00000125-RA	Bevul.1G164200.1.p
OG0000110	Ds_00010855-RA	Bevul.3G149500.1.p
OG0000110	Ds_00011944-RA	Bevul.1G060000.1.p
OG0000112	Ds_00016959-RA, Ds_00016949-RA	Bevul.2G077600.1.p
OG0000113	Ds_00004232-RA, Ds_00002603-RA	Bevul.2G177100.1.p
OG0000113	Ds_00016297-RA	Bevul.1G135600.1.p
OG0000113	Ds_00011325-RA	Bevul.5G004000.1.p
OG0000114	Ds_00015893-RA, Ds_00015892-RA	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p, Bevul.8G062400.1.p, Bevul.8G062300.1.p, Bevul.8G062100.1.p, Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p, Bevul.9G088300.1.p
OG0000115	Ds_00012650-RA	Bevul.3G216700.1.p
OG0000115	Ds_00009366-RA	Bevul.5G258000.1.p, Bevul.3G216400.1.p
OG0000115	Ds_00003925-RA	Bevul.4G166300.1.p, Bevul.4G166200.1.p
OG0000116	Ds_00014709-RA, Ds_00000291-RA, Ds_00010066-RA, Ds_00010358-RA	Bevul.5G013500.1.p
OG0000117	Ds_00008529-RA	Bevul.5G006500.1.p, Bevul.5G006800.1.p, Bevul.4G042900.1.p, Bevul.4G042700.1.p, Bevul.4G042800.1.p, Bevul.4G043000.1.p, Bevul.3G100300.1.p, Bevul.8G125200.1.p, Bevul.8G125100.1.p, Bevul.8G194200.1.p, Bevul.2G080700.1.p, Bevul.7G058300.1.p, Bevul.7G058400.1.p
OG0000118	Ds_00006827-RA	Bevul.5G021700.1.p, Bevul.7G094000.1.p
OG0000118	Ds_00012570-RA, Ds_00015851-RA, Ds_00005679-RA	Bevul.3G044400.1.p
OG0000118	Ds_00002816-RA	Bevul.6G031600.1.p, Bevul.9G136500.1.p, Bevul.1G187100.1.p
OG0000119	Ds_00005385-RA, Ds_00009209-RA	Bevul.8G064200.1.p
OG0000119	Ds_00017833-RA	Bevul.5G076300.1.p
OG0000120	Ds_00011028-RA	Bevul.3G185900.1.p
OG0000120	Ds_00011026-RA	Bevul.3G186500.1.p
OG0000120	Ds_00014982-RA	Bevul.6G188900.1.p
OG0000120	Ds_00004593-RA	Bevul.1G164500.1.p
OG0000120	Ds_00015941-RA	Bevul.1G158600.1.p, Bevul.5G000300.1.p
OG0000121	Ds_00007035-RA	Bevul.4G108700.1.p
OG0000121	Ds_00010128-RA	Bevul.8G003400.1.p, Bevul.6G014900.1.p, Bevul.5G234100.1.p
OG0000121	Ds_00014897-RA	Bevul.5G117700.1.p
OG0000122	Ds_00007977-RA	Bevul.8G023100.1.p
OG0000122	Ds_00006648-RA	Bevul.1G016700.1.p
OG0000122	Ds_00016938-RA, Ds_00018075-RA	Bevul.1G016800.1.p, Bevul.7G084400.1.p, Bevul.3G142300.1.p
OG0000123	Ds_00017692-RA, Ds_00004523-RA	Bevul.2G026700.1.p
OG0000124	Ds_00009554-RA	Bevul.9G081400.1.p
OG0000124	Ds_00015312-RA	Bevul.3G002000.1.p, Bevul.3G004500.1.p, Bevul.9G183000.1.p
OG0000124	Ds_00003136-RA	Bevul.5G072700.1.p, Bevul.9G009700.1.p, Bevul.3G141000.1.p
OG0000125	Ds_00004719-RA	Bevul.7G078600.1.p
OG0000125	Ds_00006202-RA	Bevul.4G149800.1.p
OG0000125	Ds_00006911-RA	Bevul.4G149700.1.p, Bevul.4G149400.1.p, Bevul.4G149500.1.p, Bevul.4G149600.1.p
OG0000126	Ds_00012110-RA	Bevul.8G088900.1.p, Bevul.2G070700.1.p, Bevul.6G164800.1.p, Bevul.9G102100.1.p
OG0000127	Ds_00000390-RA, Ds_00012730-RA	Bevul.7G087800.1.p
OG0000128	Ds_00011307-RA, Ds_00008095-RA	Bevul.7G149700.1.p
OG0000129	Ds_00008115-RA	Bevul.2G003900.1.p, Bevul.2G004000.1.p
OG0000129	Ds_00014831-RA, Ds_00009085-RA	Bevul.2G004200.1.p
OG0000131	Ds_00008212-RA, Ds_00013324-RA	Bevul.2G009600.1.p, Bevul.2G008900.1.p, Bevul.8G138700.1.p, Bevul.8G138600.1.p, Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p, Bevul.1G041300.1.p, Bevul.8G138100.1.p, Bevul.8G138300.1.p, Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p, Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p, Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p
OG0000135	Ds_00011844-RA	Bevul.2G140100.1.p
OG0000135	Ds_00002569-RA	Bevul.2G126000.1.p
OG0000135	Ds_00000458-RA, Ds_00012779-RA	Bevul.7G150000.1.p
OG0000135	Ds_00003378-RA, Ds_00002564-RA	Bevul.2G120400.1.p
OG0000136	Ds_00012310-RA	Bevul.5G207500.1.p, Bevul.8G017700.1.p
OG0000137	Ds_00001512-RA, Ds_00014384-RA, Ds_00014967-RA, Ds_00014968-RA	Bevul.3G085500.1.p
OG0000138	Ds_00015264-RA	Bevul.2G230200.1.p
OG0000138	Ds_00015496-RA	Bevul.7G202500.1.p
OG0000139	Ds_00013858-RA, Ds_00013856-RA	Bevul.2G223600.2.p, Bevul.2G223600.1.p, Bevul.2G223700.1.p, Bevul.2G223000.1.p
OG0000140	Ds_00002651-RA	Bevul.9G004400.1.p, Bevul.1G171700.1.p, Bevul.9G004300.1.p, Bevul.9G004100.1.p, Bevul.1G171600.1.p
OG0000143	Ds_00007320-RA	Bevul.9G147700.1.p
OG0000143	Ds_00017988-RA	Bevul.1G102700.1.p, Bevul.1G103300.1.p, Bevul.1G103200.1.p
OG0000143	Ds_00009459-RA, Ds_00005378-RA, Ds_00009460-RA	Bevul.1G103500.1.p, Bevul.1G103700.1.p
OG0000144	Ds_00006975-RA	Bevul.4G125600.1.p
OG0000144	Ds_00008164-RA	Bevul.1G105300.1.p
OG0000144	Ds_00010956-RA, Ds_00003597-RA	Bevul.6G096000.1.p
OG0000145	Ds_00004600-RA	Bevul.1G166900.1.p
OG0000146	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA	Bevul.7G207800.1.p
OG0000147	Ds_00005844-RA	Bevul.9G048300.1.p
OG0000148	Ds_00010086-RA	Bevul.7G204000.1.p
OG0000148	Ds_00017699-RA	Bevul.2G230800.4.p, Bevul.2G230800.3.p, Bevul.2G230800.1.p, Bevul.2G230800.2.p, Bevul.2G230800.5.p
OG0000149	Ds_00012034-RA	Bevul.2G168000.1.p
OG0000149	Ds_00009210-RA	Bevul.1G138700.1.p
OG0000149	Ds_00003858-RA	Bevul.2G086000.2.p, Bevul.2G086000.1.p
OG0000152	Ds_00013693-RA	Bevul.2G056700.1.p
OG0000152	Ds_00014713-RA	Bevul.4G146800.1.p, Bevul.7G045900.1.p
OG0000152	Ds_00007505-RA	Bevul.7G211300.1.p, Bevul.7G211500.1.p, Bevul.7G211400.1.p, Bevul.7G211000.1.p
OG0000153	Ds_00010298-RA	Bevul.7G062900.2.p, Bevul.7G062900.1.p
OG0000153	Ds_00005175-RA	Bevul.4G008900.1.p, Bevul.9G035000.1.p
OG0000153	Ds_00014432-RA	Bevul.4G177400.1.p
OG0000154	Ds_00014448-RA	Bevul.2G193200.2.p, Bevul.2G193200.1.p
OG0000154	Ds_00009433-RA	Bevul.6G007200.1.p
OG0000155	Ds_00014910-RA	Bevul.7G090100.1.p
OG0000155	Ds_00004721-RA	Bevul.4G034200.1.p, Bevul.7G089100.1.p, Bevul.7G089300.1.p
OG0000156	Ds_00007972-RA	Bevul.8G213200.1.p
OG0000156	Ds_00003462-RA	Bevul.2G151900.1.p
OG0000156	Ds_00013706-RA, Ds_00008760-RA	Bevul.7G050500.1.p
OG0000157	Ds_00011121-RA	Bevul.4G083400.1.p
OG0000157	Ds_00000657-RA	Bevul.9G189900.1.p
OG0000157	Ds_00015738-RA, Ds_00009636-RA	Bevul.8G171800.1.p
OG0000159	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p, Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p
OG0000159	Ds_00007405-RA	Bevul.7G078300.1.p
OG0000159	Ds_00004538-RA	Bevul.3G025700.1.p
OG0000160	Ds_00007481-RA	Bevul.1G045000.1.p
OG0000160	Ds_00013430-RA	Bevul.6G075500.1.p, Bevul.6G075600.1.p
OG0000161	Ds_00008227-RA, Ds_00008230-RA, Ds_00004514-RA, Ds_00013396-RA	Bevul.4G059000.1.p, Bevul.4G058200.1.p, Bevul.4G001700.1.p
OG0000162	Ds_00008464-RA	Bevul.2G210000.1.p
OG0000162	Ds_00006516-RA	Bevul.6G132800.1.p
OG0000162	Ds_00005880-RA	Bevul.3G181700.1.p, Bevul.9G146300.1.p, Bevul.9G146100.3.p, Bevul.9G146100.2.p, Bevul.9G146100.1.p, Bevul.6G132700.1.p
OG0000163	Ds_00011543-RA	Bevul.8G133500.1.p
OG0000163	Ds_00001076-RA, Ds_00007815-RA	Bevul.5G245100.1.p
OG0000163	Ds_00006949-RA	Bevul.4G129500.1.p
OG0000164	Ds_00016899-RA, Ds_00000385-RA	Bevul.8G102300.1.p
OG0000164	Ds_00001238-RA	Bevul.9G101700.1.p
OG0000164	Ds_00007283-RA	Bevul.8G185900.1.p
OG0000165	Ds_00001766-RA	Bevul.4G053100.1.p, Bevul.4G056500.1.p, Bevul.4G056600.1.p, Bevul.4G056400.1.p, Bevul.4G056800.1.p, Bevul.5G170000.1.p
OG0000168	Ds_00006112-RA	Bevul.4G112700.1.p
OG0000169	Ds_00004019-RA	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p
OG0000169	Ds_00003898-RA	Bevul.4G161600.1.p, Bevul.4G200900.1.p
OG0000170	Ds_00015508-RA	Bevul.7G199000.1.p
OG0000170	Ds_00016912-RA	Bevul.5G024800.1.p
OG0000170	Ds_00006258-RA, Ds_00006960-RA	Bevul.3G010800.1.p, Bevul.4G131200.1.p
OG0000171	Ds_00014598-RA, Ds_00002404-RA, Ds_00000753-RA	Bevul.9G215000.1.p
OG0000172	Ds_00015990-RA, Ds_00014297-RA	Bevul.7G001900.2.p, Bevul.7G001900.6.p, Bevul.7G001900.11.p, Bevul.7G001900.5.p, Bevul.7G001900.4.p, Bevul.7G001900.10.p, Bevul.7G001900.1.p, Bevul.7G001900.12.p, Bevul.7G001900.9.p, Bevul.7G001900.8.p, Bevul.7G001900.3.p, Bevul.7G001900.7.p
OG0000173	Ds_00002108-RA, Ds_00003719-RA, Ds_00005129-RA, Ds_00008498-RA, Ds_00018001-RA, Ds_00000349-RA, Ds_00010973-RA, Ds_00006728-RA, Ds_00007195-RA, Ds_00015053-RA, Ds_00008450-RA, Ds_00014042-RA, Ds_00017268-RA, Ds_00006674-RA, Ds_00012604-RA, Ds_00010484-RA, Ds_00004262-RA, Ds_00005822-RA, Ds_00012915-RA, Ds_00002664-RA, Ds_00008699-RA, Ds_00014236-RA, Ds_00009202-RA, Ds_00014804-RA, Ds_00016662-RA, Ds_00000810-RA, Ds_00002737-RA, Ds_00002119-RA, Ds_00010302-RA, Ds_00006631-RA, Ds_00011326-RA, Ds_00014873-RA, Ds_00007762-RA, Ds_00001725-RA, Ds_00017111-RA, Ds_00010972-RA, Ds_00009699-RA, Ds_00004167-RA, Ds_00013188-RA, Ds_00015054-RA, Ds_00016701-RA, Ds_00011153-RA, Ds_00009201-RA, Ds_00006681-RA, Ds_00010812-RA, Ds_00010301-RA, Ds_00017269-RA, Ds_00013137-RA, Ds_00017726-RA, Ds_00006692-RA, Ds_00008072-RA, Ds_00015957-RA, Ds_00008449-RA, Ds_00012098-RA, Ds_00010636-RA, Ds_00009266-RA, Ds_00010388-RA, Ds_00017431-RA, Ds_00001153-RA, Ds_00015628-RA, Ds_00013230-RA, Ds_00008700-RA, Ds_00017698-RA, Ds_00017217-RA, Ds_00016746-RA, Ds_00003689-RA, Ds_00017513-RA, Ds_00002665-RA, Ds_00008632-RA, Ds_00003688-RA, Ds_00014613-RA, Ds_00000348-RA, Ds_00014043-RA, Ds_00016468-RA, Ds_00004217-RA, Ds_00006630-RA	Bevul.4G162300.1.p, Bevul.1G005600.1.p, Bevul.2G079700.1.p, Bevul.5G046300.1.p, Bevul.4G157200.1.p, Bevul.9G109800.1.p, Bevul.7G133800.1.p
OG0000178	Ds_00014079-RA	Bevul.4G080500.1.p
OG0000179	Ds_00005952-RA	Bevul.2G110200.2.p, Bevul.2G110200.8.p, Bevul.2G110200.1.p, Bevul.2G110200.6.p, Bevul.2G110200.7.p, Bevul.2G110200.3.p, Bevul.2G110200.5.p, Bevul.2G110200.4.p
OG0000179	Ds_00010315-RA	Bevul.7G070800.1.p
OG0000179	Ds_00001438-RA, Ds_00013435-RA	Bevul.6G223700.1.p
OG0000180	Ds_00016983-RA	Bevul.7G203400.1.p
OG0000180	Ds_00017730-RA	Bevul.7G102400.1.p
OG0000181	Ds_00017542-RA	Bevul.1G117700.1.p
OG0000181	Ds_00014418-RA	Bevul.4G182800.1.p
OG0000182	Ds_00010282-RA, Ds_00005977-RA	Bevul.9G050000.1.p, Bevul.9G050400.1.p, Bevul.7G057200.1.p
OG0000183	Ds_00012303-RA, Ds_00001174-RA	Bevul.9G079300.1.p, Bevul.9G079300.2.p, Bevul.9G079400.3.p, Bevul.9G079400.2.p, Bevul.9G079400.5.p, Bevul.9G079400.1.p, Bevul.9G079400.6.p, Bevul.9G079400.4.p
OG0000183	Ds_00011530-RA	Bevul.8G021800.1.p
OG0000184	Ds_00003186-RA, Ds_00006449-RA	Bevul.5G055500.1.p, Bevul.5G006400.1.p, Bevul.3G009900.1.p, Bevul.3G009800.1.p
OG0000184	Ds_00006448-RA	Bevul.3G010600.1.p, Bevul.3G010700.1.p, Bevul.3G010400.1.p, Bevul.3G010500.1.p, Bevul.3G010100.1.p, Bevul.9G036100.4.p, Bevul.9G036100.2.p, Bevul.9G036100.5.p, Bevul.9G036100.3.p, Bevul.9G036100.1.p, Bevul.9G036100.6.p, Bevul.3G010300.1.p, Bevul.3G010200.1.p, Bevul.3G010000.1.p, Bevul.3G207900.1.p
OG0000184	Ds_00014554-RA	Bevul.5G247900.1.p
OG0000185	Ds_00003146-RA	Bevul.4G141300.1.p
OG0000185	Ds_00003193-RA	Bevul.3G113800.1.p
OG0000186	Ds_00004773-RA	Bevul.6G197200.1.p
OG0000187	Ds_00009726-RA	Bevul.6G205300.1.p, Bevul.5G156700.1.p
OG0000187	Ds_00008058-RA	Bevul.6G040600.1.p
OG0000187	Ds_00006661-RA	Bevul.6G205400.1.p, Bevul.1G089900.1.p
OG0000188	Ds_00015932-RA, Ds_00008381-RA	Bevul.1G182700.1.p
OG0000189	Ds_00003762-RA	Bevul.2G095900.6.p, Bevul.2G095900.9.p, Bevul.2G095900.7.p, Bevul.2G095900.3.p, Bevul.2G095900.8.p, Bevul.2G095900.4.p, Bevul.2G095900.10.p, Bevul.2G095900.2.p, Bevul.2G095900.5.p, Bevul.2G095900.1.p
OG0000191	Ds_00009563-RA, Ds_00000808-RA, Ds_00011024-RA	Bevul.3G186600.1.p
OG0000192	Ds_00004053-RA	Bevul.4G209900.1.p
OG0000192	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA	Bevul.3G117400.1.p, Bevul.6G182700.1.p, Bevul.3G116900.1.p, Bevul.3G117300.1.p, Bevul.3G117000.1.p
OG0000193	Ds_00013537-RA, Ds_00014382-RA, Ds_00012193-RA	Bevul.9G221000.1.p
OG0000198	Ds_00010071-RA	Bevul.7G208800.1.p
OG0000198	Ds_00009858-RA	Bevul.1G209700.1.p
OG0000198	Ds_00001079-RA	Bevul.1G091500.1.p, Bevul.1G092400.1.p, Bevul.1G090500.1.p
OG0000198	Ds_00003282-RA	Bevul.2G099800.1.p
OG0000198	Ds_00010353-RA, Ds_00017805-RA	Bevul.2G099600.1.p
OG0000199	Ds_00014671-RA	Bevul.3G145500.1.p
OG0000199	Ds_00004356-RA	Bevul.9G180000.1.p
OG0000199	Ds_00012859-RA, Ds_00014801-RA	Bevul.8G190400.1.p
OG0000200	Ds_00016619-RA	Bevul.6G023300.1.p, Bevul.6G023400.1.p
OG0000201	Ds_00016810-RA, Ds_00008360-RA	Bevul.4G215600.1.p
OG0000203	Ds_00003582-RA	Bevul.1G178500.1.p
OG0000206	Ds_00004104-RA, Ds_00004103-RA	Bevul.9G063000.1.p, Bevul.9G063000.2.p
OG0000206	Ds_00007448-RA	Bevul.4G248800.1.p
OG0000207	Ds_00007817-RA, Ds_00001074-RA	Bevul.5G245900.1.p
OG0000207	Ds_00009946-RA	Bevul.2G228300.1.p
OG0000207	Ds_00000933-RA	Bevul.5G121000.1.p
OG0000207	Ds_00001632-RA, Ds_00008813-RA	Bevul.1G128900.1.p
OG0000207	Ds_00008814-RA	Bevul.1G129000.1.p
OG0000208	Ds_00002327-RA	Bevul.7G163900.1.p, Bevul.7G164000.1.p, Bevul.7G164100.1.p
OG0000211	Ds_00005345-RA	Bevul.5G186400.1.p
OG0000211	Ds_00010559-RA	Bevul.6G233100.1.p
OG0000213	Ds_00004488-RA	Bevul.8G051200.1.p
OG0000213	Ds_00009515-RA	Bevul.3G124000.1.p, Bevul.4G174400.1.p, Bevul.1G059600.1.p
OG0000216	Ds_00014036-RA	Bevul.4G014500.1.p
OG0000216	Ds_00006476-RA	Bevul.5G223900.1.p
OG0000216	Ds_00005269-RA	Bevul.3G072500.1.p
OG0000218	Ds_00009872-RA	Bevul.8G158900.1.p
OG0000218	Ds_00005113-RA	Bevul.5G093100.1.p
OG0000219	Ds_00007308-RA, Ds_00003100-RA, Ds_00009967-RA, Ds_00009968-RA, Ds_00009180-RA, Ds_00007307-RA, Ds_00007305-RA, Ds_00009969-RA, Ds_00009950-RA, Ds_00010404-RA, Ds_00003104-RA, Ds_00009949-RA, Ds_00009181-RA	Bevul.3G023400.1.p
OG0000220	Ds_00005279-RA	Bevul.1G011000.1.p
OG0000221	Ds_00011265-RA	Bevul.1G039400.1.p
OG0000221	Ds_00005941-RA, Ds_00007739-RA	Bevul.2G076500.1.p, Bevul.2G076400.2.p, Bevul.2G076400.1.p, Bevul.2G076400.3.p, Bevul.2G076100.1.p, Bevul.2G076200.1.p, Bevul.2G076300.1.p
OG0000221	Ds_00016123-RA, Ds_00014147-RA	Bevul.5G137400.1.p
OG0000222	Ds_00011130-RA	Bevul.5G097700.1.p
OG0000222	Ds_00015918-RA	Bevul.3G093600.1.p
OG0000222	Ds_00000960-RA	Bevul.7G106100.1.p
OG0000222	Ds_00005548-RA	Bevul.3G235800.1.p
OG0000224	Ds_00015113-RA	Bevul.8G027100.1.p
OG0000224	Ds_00001155-RA, Ds_00017987-RA	Bevul.9G074900.1.p
OG0000227	Ds_00010370-RA, Ds_00015277-RA	Bevul.5G133900.1.p
OG0000227	Ds_00008521-RA, Ds_00015271-RA, Ds_00012771-RA	Bevul.2G232500.1.p
OG0000228	Ds_00007084-RA	Bevul.5G158400.1.p
OG0000229	Ds_00013197-RA, Ds_00016620-RA	Bevul.6G023700.1.p
OG0000229	Ds_00007857-RA	Bevul.9G167400.1.p
OG0000230	Ds_00002554-RA	Bevul.1G021600.1.p
OG0000230	Ds_00018035-RA	Bevul.1G193800.1.p
OG0000230	Ds_00002902-RA, Ds_00005465-RA	Bevul.1G208600.1.p
OG0000231	Ds_00016273-RA	Bevul.5G209400.1.p
OG0000231	Ds_00015462-RA	Bevul.6G193600.1.p
OG0000232	Ds_00014009-RA	Bevul.4G050900.1.p, Bevul.4G050200.1.p, Bevul.4G049900.1.p, Bevul.4G050400.1.p, Bevul.4G050000.1.p, Bevul.4G050500.1.p, Bevul.4G050600.1.p, Bevul.4G050700.1.p, Bevul.4G050800.1.p
OG0000235	Ds_00006097-RA	Bevul.4G242500.1.p
OG0000235	Ds_00014038-RA	Bevul.3G183600.1.p, Bevul.3G183600.2.p
OG0000236	Ds_00015612-RA	Bevul.2G242600.1.p
OG0000236	Ds_00008273-RA	Bevul.7G189400.1.p, Bevul.7G189300.1.p
OG0000236	Ds_00015613-RA	Bevul.2G242400.1.p
OG0000237	Ds_00015067-RA	Bevul.5G123200.1.p
OG0000238	Ds_00009909-RA, Ds_00012113-RA, Ds_00014947-RA	Bevul.4G016400.1.p, Bevul.6G088400.1.p, Bevul.6G088500.1.p, Bevul.6G088700.1.p
OG0000240	Ds_00005490-RA	Bevul.4G101100.1.p
OG0000240	Ds_00002050-RA	Bevul.7G035900.1.p
OG0000240	Ds_00008338-RA	Bevul.9G104300.1.p
OG0000241	Ds_00015289-RA, Ds_00005132-RA	Bevul.3G200600.1.p, Bevul.3G200500.1.p
OG0000241	Ds_00009206-RA	Bevul.9G027900.1.p, Bevul.5G072900.1.p, Bevul.2G153100.1.p, Bevul.5G073000.1.p, Bevul.5G072500.1.p, Bevul.5G072600.1.p
OG0000242	Ds_00012553-RA	Bevul.1G205000.1.p
OG0000242	Ds_00002892-RA	Bevul.1G204800.1.p, Bevul.1G204900.1.p
OG0000243	Ds_00002144-RA	Bevul.5G010600.1.p
OG0000244	Ds_00015624-RA, Ds_00012931-RA	Bevul.3G089600.1.p
OG0000244	Ds_00005926-RA	Bevul.7G117300.1.p
OG0000244	Ds_00016294-RA, Ds_00006368-RA	Bevul.1G134200.1.p
OG0000245	Ds_00010310-RA	Bevul.7G065600.1.p
OG0000246	Ds_00002196-RA, Ds_00014152-RA, Ds_00012109-RA, Ds_00002178-RA, Ds_00013893-RA, Ds_00013909-RA	Bevul.5G134400.1.p, Bevul.9G063900.1.p, Bevul.2G086400.1.p, Bevul.2G066500.1.p, Bevul.8G055100.1.p, Bevul.4G125400.1.p, Bevul.4G015800.1.p, Bevul.3G093800.1.p, Bevul.5G115000.1.p, Bevul.1G168400.1.p, Bevul.7G003400.1.p, Bevul.5G188200.1.p, Bevul.9G185100.1.p
OG0000247	Ds_00004686-RA, Ds_00001094-RA	Bevul.9G037300.1.p, Bevul.7G054000.1.p, Bevul.8G126600.1.p, Bevul.3G193100.1.p, Bevul.7G095600.1.p, Bevul.8G064600.1.p
OG0000248	Ds_00009307-RA	Bevul.3G115500.1.p
OG0000249	Ds_00017955-RA, Ds_00006075-RA, Ds_00005512-RA	Bevul.4G249800.1.p
OG0000249	Ds_00002711-RA	Bevul.3G175400.1.p
OG0000249	Ds_00017247-RA	Bevul.5G193200.1.p
OG0000250	Ds_00003938-RA, Ds_00014446-RA	Bevul.4G171700.1.p
OG0000250	Ds_00012078-RA	Bevul.5G259900.1.p
OG0000250	Ds_00004610-RA, Ds_00016483-RA	Bevul.1G168100.1.p
OG0000251	Ds_00013459-RA	Bevul.4G067500.1.p
OG0000251	Ds_00006599-RA	Bevul.2G240900.1.p, Bevul.2G240900.2.p
OG0000252	Ds_00017779-RA	Bevul.6G013200.1.p
OG0000254	Ds_00002367-RA, Ds_00000795-RA, Ds_00016930-RA	Bevul.2G148400.1.p, Bevul.2G148400.2.p
OG0000256	Ds_00012988-RA	Bevul.3G070300.1.p
OG0000256	Ds_00016497-RA	Bevul.1G164900.1.p, Bevul.1G165000.1.p, Bevul.1G164800.1.p, Bevul.1G164700.1.p
OG0000257	Ds_00009045-RA	Bevul.6G190700.1.p
OG0000257	Ds_00001881-RA	Bevul.8G177000.1.p
OG0000262	Ds_00003658-RA	Bevul.4G204200.1.p
OG0000262	Ds_00009337-RA	Bevul.3G231200.1.p
OG0000262	Ds_00002158-RA, Ds_00007580-RA	Bevul.4G064100.1.p
OG0000263	Ds_00007557-RA	Bevul.4G002900.1.p
OG0000263	Ds_00014080-RA	Bevul.4G139300.1.p, Bevul.4G139400.1.p, Bevul.4G138000.1.p, Bevul.4G139500.1.p, Bevul.4G137700.1.p, Bevul.4G139600.1.p
OG0000264	Ds_00004404-RA	Bevul.8G075700.1.p
OG0000265	Ds_00001790-RA	Bevul.4G068500.1.p
OG0000265	Ds_00001172-RA	Bevul.9G079000.1.p, Bevul.5G096700.1.p, Bevul.9G078900.1.p
OG0000266	Ds_00010221-RA, Ds_00017447-RA	Bevul.8G059100.1.p
OG0000268	Ds_00007255-RA	Bevul.8G176000.1.p
OG0000268	Ds_00000669-RA	Bevul.9G193100.1.p
OG0000269	Ds_00000770-RA	Bevul.9G116500.3.p, Bevul.9G116500.1.p, Bevul.9G116500.2.p
OG0000269	Ds_00009079-RA	Bevul.2G153900.6.p, Bevul.2G153900.1.p, Bevul.2G153900.2.p, Bevul.2G153900.3.p, Bevul.2G153900.4.p, Bevul.2G153900.5.p
OG0000270	Ds_00013290-RA	Bevul.7G175400.1.p, Bevul.7G175500.1.p
OG0000271	Ds_00011411-RA, Ds_00011409-RA	Bevul.5G207400.1.p, Bevul.2G155000.1.p, Bevul.2G154900.1.p
OG0000276	Ds_00000122-RA	Bevul.1G173900.1.p, Bevul.1G174100.1.p, Bevul.1G174000.1.p
OG0000276	Ds_00006180-RA	Bevul.4G141800.1.p
OG0000276	Ds_00014383-RA	Bevul.8G198000.1.p
OG0000277	Ds_00001265-RA	Bevul.7G228400.1.p
OG0000277	Ds_00001588-RA	Bevul.1G102600.1.p
OG0000277	Ds_00009985-RA, Ds_00008597-RA	Bevul.6G122700.1.p
OG0000277	Ds_00013965-RA	Bevul.4G239700.1.p
OG0000278	Ds_00011940-RA	Bevul.1G065400.1.p
OG0000278	Ds_00002166-RA	Bevul.4G062500.1.p
OG0000279	Ds_00007694-RA, Ds_00005605-RA, Ds_00004534-RA	Bevul.3G028400.1.p
OG0000280	Ds_00010589-RA	Bevul.6G200700.1.p
OG0000280	Ds_00014355-RA	Bevul.6G037100.1.p
OG0000286	Ds_00008101-RA	Bevul.5G088200.1.p
OG0000286	Ds_00017034-RA	Bevul.9G152900.1.p
OG0000287	Ds_00016016-RA, Ds_00008874-RA	Bevul.8G132600.1.p
OG0000288	Ds_00002369-RA, Ds_00000797-RA	Bevul.7G231800.1.p
OG0000288	Ds_00000200-RA	Bevul.8G119500.1.p
OG0000289	Ds_00010809-RA	Bevul.8G097100.1.p, Bevul.5G130000.1.p
OG0000290	Ds_00014989-RA	Bevul.5G199300.1.p
OG0000291	Ds_00010576-RA	Bevul.6G237600.1.p
OG0000291	Ds_00012421-RA, Ds_00012419-RA	Bevul.5G191500.1.p
OG0000291	Ds_00004904-RA	Bevul.5G083700.1.p
OG0000292	Ds_00013450-RA, Ds_00008121-RA	Bevul.6G247100.1.p, Bevul.6G247200.1.p, Bevul.6G246900.1.p, Bevul.4G069200.1.p, Bevul.4G069300.1.p, Bevul.4G202700.1.p
OG0000293	Ds_00014444-RA, Ds_00003940-RA	Bevul.4G172700.1.p
OG0000294	Ds_00006252-RA, Ds_00006973-RA	Bevul.4G126500.1.p
OG0000295	Ds_00007144-RA	Bevul.3G173400.1.p
OG0000295	Ds_00003456-RA	Bevul.2G155500.3.p, Bevul.2G155500.1.p, Bevul.2G155500.2.p
OG0000296	Ds_00017519-RA, Ds_00001817-RA	Bevul.7G076500.1.p
OG0000296	Ds_00004478-RA	Bevul.8G049400.1.p
