Orthogroup	G_max.proteins	B_vulgaris.proteins
OG0000067	GmISU01.03G139900.2.p, GmISU01.03G139900.7.p, GmISU01.19G143200.21.p, GmISU01.19G143200.20.p, GmISU01.19G143200.18.p, GmISU01.19G143200.14.p, GmISU01.19G143200.5.p, GmISU01.19G143200.17.p, GmISU01.19G143200.13.p, GmISU01.19G143200.7.p, GmISU01.19G143200.10.p, GmISU01.19G143200.8.p, GmISU01.19G143200.3.p, GmISU01.19G143200.6.p, GmISU01.19G143200.4.p, GmISU01.19G143200.1.p, GmISU01.19G143200.15.p, GmISU01.19G143200.11.p, GmISU01.19G143200.12.p, GmISU01.19G143200.16.p, GmISU01.19G143200.19.p, GmISU01.19G143200.2.p, GmISU01.19G143200.9.p, GmISU01.10G045800.13.p, GmISU01.10G045800.3.p, GmISU01.10G045800.14.p, GmISU01.10G045800.8.p, GmISU01.10G045800.5.p, GmISU01.10G045800.4.p, GmISU01.10G045800.2.p, GmISU01.13G109300.3.p, GmISU01.13G109300.4.p, GmISU01.13G109300.5.p, GmISU01.13G109300.2.p, GmISU01.13G109300.1.p, GmISU01.10G045800.10.p, GmISU01.10G045800.7.p, GmISU01.10G045800.6.p, GmISU01.10G045800.12.p, GmISU01.10G045800.1.p, GmISU01.10G045800.11.p	Bevul.7G062100.6.p, Bevul.7G062100.10.p, Bevul.7G062100.3.p, Bevul.7G062100.7.p, Bevul.7G062100.14.p, Bevul.7G062100.12.p, Bevul.7G062100.1.p, Bevul.7G062100.9.p, Bevul.7G062100.2.p, Bevul.7G062100.11.p, Bevul.7G062100.5.p, Bevul.7G062100.13.p, Bevul.7G062100.16.p, Bevul.7G062100.4.p, Bevul.7G062100.15.p, Bevul.7G062100.17.p, Bevul.7G062100.8.p
OG0000068	GmISU01.09G050100.4.p, GmISU01.09G050100.1.p, GmISU01.09G050100.3.p, GmISU01.09G050100.6.p, GmISU01.09G050100.2.p, GmISU01.09G050100.5.p, GmISU01.15G146200.1.p, GmISU01.01G011200.1.p, GmISU01.01G011200.2.p	Bevul.3G027000.1.p, Bevul.8G060400.1.p, Bevul.8G072600.1.p, Bevul.8G072700.1.p, Bevul.8G072900.1.p, Bevul.8G060300.1.p, Bevul.3G137200.1.p
OG0000070	GmISU01.08G169400.1.p, GmISU01.08G169400.2.p, GmISU01.15G047200.4.p, GmISU01.15G047200.2.p, GmISU01.15G047200.1.p	Bevul.1G170800.1.p
OG0000070	GmISU01.05G000900.2.p, GmISU01.19G000900.1.p, GmISU01.02G082600.1.p, GmISU01.18G233000.2.p, GmISU01.18G233000.1.p	Bevul.6G213100.1.p, Bevul.2G233700.1.p
OG0000071	GmISU01.05G040300.1.p, GmISU01.17G116400.1.p	Bevul.7G142600.1.p
OG0000071	GmISU01.13G117400.1.p, GmISU01.03G146400.1.p	Bevul.7G048700.2.p, Bevul.7G048700.1.p
OG0000071	GmISU01.10G235800.3.p, GmISU01.10G235800.1.p, GmISU01.20G080600.1.p, GmISU01.10G235800.4.p	Bevul.3G133800.1.p
OG0000071	GmISU01.20G053300.3.p, GmISU01.10G100300.1.p	Bevul.3G170700.1.p
OG0000071	GmISU01.18G131500.2.p	Bevul.7G121800.1.p
OG0000071	GmISU01.18G011300.1.p	Bevul.6G171300.1.p
OG0000072	GmISU01.14G181200.1.p	Bevul.6G096500.1.p
OG0000075	GmISU01.13G004900.1.p	Bevul.4G135900.1.p, Bevul.9G089400.1.p, Bevul.8G054900.1.p, Bevul.2G092500.1.p, Bevul.3G164400.1.p, Bevul.9G123800.1.p, Bevul.9G020100.1.p, Bevul.4G078500.1.p, Bevul.9G131500.1.p, Bevul.5G150100.1.p, Bevul.9G030300.1.p, Bevul.4G073300.1.p, Bevul.1G068400.1.p, Bevul.8G073400.1.p, Bevul.1G092100.1.p, Bevul.6G175500.1.p, Bevul.6G178300.1.p, Bevul.4G107600.1.p, Bevul.1G102800.1.p, Bevul.8G145300.1.p, Bevul.4G096200.1.p, Bevul.7G096500.1.p, Bevul.7G033300.1.p, Bevul.4G097300.1.p, Bevul.2G079100.1.p, Bevul.7G123000.1.p, Bevul.2G091600.1.p, Bevul.4G082800.1.p, Bevul.1G037600.1.p, Bevul.4G058700.1.p, Bevul.6G128800.1.p, Bevul.1G083400.1.p, Bevul.4G014300.1.p, Bevul.8G114200.1.p, Bevul.8G141300.1.p, Bevul.3G140300.1.p, Bevul.2G081000.1.p, Bevul.1G016600.1.p, Bevul.5G200400.1.p, Bevul.3G129900.1.p, Bevul.4G131000.1.p, Bevul.2G062500.1.p, Bevul.7G087900.1.p, Bevul.1G003200.1.p, Bevul.9G047800.1.p, Bevul.8G071500.1.p, Bevul.1G074400.1.p, Bevul.6G099600.1.p, Bevul.5G073200.1.p, Bevul.4G101200.1.p, Bevul.7G113900.1.p, Bevul.6G120900.1.p, Bevul.4G142900.1.p, Bevul.8G070800.1.p, Bevul.3G140800.1.p
OG0000075	GmISU01.20G183200.1.p	Bevul.9G081500.1.p, Bevul.7G079700.1.p, Bevul.6G120700.1.p, Bevul.2G100200.1.p
OG0000077	GmISU01.12G027800.1.p	Bevul.9G139900.1.p, Bevul.9G140100.1.p, Bevul.9G140000.1.p, Bevul.9G139800.1.p
OG0000077	GmISU01.01G097400.1.p, GmISU01.03G038300.1.p, GmISU01.03G038600.1.p	Bevul.4G245600.1.p
OG0000077	GmISU01.02G148600.1.p, GmISU01.19G117100.1.p, GmISU01.19G117000.1.p, GmISU01.03G111800.1.p	Bevul.3G177700.1.p, Bevul.3G177600.1.p
OG0000079	GmISU01.13G281000.1.p	Bevul.8G067100.1.p
OG0000084	GmISU01.18G071600.1.p, GmISU01.08G291300.1.p, GmISU01.18G071400.1.p, GmISU01.08G291400.1.p, GmISU01.08G291500.1.p, GmISU01.08G291600.1.p, GmISU01.07G138800.1.p, GmISU01.07G138800.2.p, GmISU01.20G005700.1.p, GmISU01.07G139500.2.p, GmISU01.07G139500.3.p, GmISU01.20G005600.1.p, GmISU01.09G233500.1.p, GmISU01.17G180900.1.p, GmISU01.14G106900.1.p, GmISU01.18G071500.1.p, GmISU01.02G198500.1.p	Bevul.6G022100.1.p, Bevul.8G147200.1.p, Bevul.8G147600.1.p, Bevul.8G147500.1.p, Bevul.8G147400.1.p, Bevul.8G147300.1.p, Bevul.8G191300.1.p
OG0000085	GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p	Bevul.8G140500.1.p
OG0000085	GmISU01.07G036800.1.p, GmISU01.16G006900.1.p	Bevul.7G169300.1.p, Bevul.7G169200.1.p
OG0000085	GmISU01.18G167400.1.p, GmISU01.09G225200.1.p	Bevul.2G000300.1.p
OG0000085	GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p	Bevul.2G120700.1.p
OG0000085	GmISU01.08G115200.1.p, GmISU01.05G140100.1.p	Bevul.4G250700.1.p
OG0000085	GmISU01.09G175400.1.p, GmISU01.01G114900.1.p, GmISU01.16G090400.1.p	Bevul.5G108500.1.p
OG0000087	GmISU01.03G097000.1.p, GmISU01.19G100600.1.p	Bevul.3G206400.1.p
OG0000087	GmISU01.06G105300.1.p, GmISU01.04G204100.1.p, GmISU01.13G052700.2.p	Bevul.1G116200.1.p
OG0000087	GmISU01.06G130100.1.p, GmISU01.04G181700.2.p, GmISU01.04G181700.1.p, GmISU01.06G130100.2.p	Bevul.2G027900.1.p
OG0000087	GmISU01.18G106700.1.p, GmISU01.08G261500.1.p	Bevul.6G246200.1.p
OG0000087	GmISU01.04G143700.1.p, GmISU01.06G170500.1.p, GmISU01.05G030000.2.p, GmISU01.05G030000.1.p, GmISU01.17G085900.1.p, GmISU01.17G085900.2.p	Bevul.5G203900.1.p
OG0000088	GmISU01.06G198400.1.p, GmISU01.12G127900.3.p, GmISU01.12G127900.2.p, GmISU01.12G127900.1.p, GmISU01.12G196400.1.p, GmISU01.12G196400.2.p, GmISU01.12G196220.1.p, GmISU01.12G195300.1.p, GmISU01.13G229800.1.p, GmISU01.17G168800.1.p, GmISU01.17G163400.1.p	Bevul.4G082000.1.p, Bevul.4G081800.1.p, Bevul.4G081700.1.p, Bevul.4G081900.1.p
OG0000089	GmISU01.15G011300.1.p, GmISU01.13G319600.1.p, GmISU01.15G011200.1.p, GmISU01.07G030900.3.p, GmISU01.07G030900.4.p, GmISU01.07G030900.2.p, GmISU01.07G030900.1.p	Bevul.9G199700.1.p
OG0000090	GmISU01.05G163900.1.p	Bevul.4G177600.1.p
OG0000090	GmISU01.05G093800.1.p, GmISU01.05G093800.2.p, GmISU01.05G093800.3.p, GmISU01.19G042200.2.p, GmISU01.19G042200.3.p, GmISU01.19G042200.4.p, GmISU01.19G060000.2.p, GmISU01.19G060000.3.p, GmISU01.19G060000.1.p, GmISU01.16G061400.1.p	Bevul.6G147700.1.p
OG0000091	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p	Bevul.3G230400.1.p, Bevul.3G229900.1.p, Bevul.3G229800.1.p
OG0000091	GmISU01.13G075800.1.p, GmISU01.09G057100.1.p	Bevul.8G117100.1.p
OG0000091	GmISU01.13G067800.1.p	Bevul.1G098700.1.p, Bevul.1G099000.1.p, Bevul.1G098800.1.p, Bevul.5G151700.1.p, Bevul.5G151600.1.p, Bevul.2G055300.1.p, Bevul.2G055200.1.p
OG0000092	GmISU01.04G114000.2.p, GmISU01.04G114000.3.p, GmISU01.04G114000.4.p, GmISU01.04G114000.1.p	Bevul.3G109600.1.p, Bevul.3G088400.1.p, Bevul.9G185400.1.p, Bevul.9G185600.1.p
OG0000095	GmISU01.15G031000.2.p, GmISU01.15G031000.3.p, GmISU01.15G031000.1.p, GmISU01.13G300800.1.p, GmISU01.13G300800.2.p, GmISU01.13G300800.4.p	Bevul.7G228500.1.p
OG0000095	GmISU01.04G104900.5.p, GmISU01.04G104900.8.p, GmISU01.04G104900.6.p, GmISU01.04G104900.2.p, GmISU01.04G104900.4.p, GmISU01.04G104900.10.p, GmISU01.04G104900.1.p, GmISU01.04G104900.9.p, GmISU01.04G104900.3.p, GmISU01.06G268400.1.p, GmISU01.06G268400.3.p	Bevul.6G047300.1.p
OG0000095	GmISU01.10G219500.3.p, GmISU01.10G219500.1.p, GmISU01.10G219500.2.p, GmISU01.20G098700.2.p, GmISU01.20G098700.5.p, GmISU01.20G098700.1.p, GmISU01.20G098700.9.p, GmISU01.20G098700.6.p, GmISU01.20G098700.10.p, GmISU01.20G098700.7.p, GmISU01.20G098700.8.p, GmISU01.20G098700.3.p, GmISU01.20G098700.4.p	Bevul.4G035700.1.p
OG0000096	GmISU01.02G268000.1.p	Bevul.6G093700.1.p, Bevul.6G094300.1.p, Bevul.6G093800.1.p, Bevul.6G093900.1.p, Bevul.6G094200.1.p, Bevul.6G094400.1.p, Bevul.6G094500.1.p, Bevul.6G120200.1.p
OG0000097	GmISU01.05G035500.1.p, GmISU01.17G080500.1.p, GmISU01.04G148800.1.p	Bevul.5G215500.1.p
OG0000097	GmISU01.11G105400.1.p	Bevul.8G067300.1.p
OG0000097	GmISU01.08G190700.1.p	Bevul.4G007500.1.p, Bevul.4G009100.1.p, Bevul.4G009300.1.p, Bevul.4G009200.1.p, Bevul.4G006500.1.p, Bevul.4G008300.1.p, Bevul.4G008400.1.p, Bevul.4G008500.1.p, Bevul.7G126500.1.p
OG0000098	GmISU01.17G224800.1.p, GmISU01.14G183100.1.p, GmISU01.06G021100.1.p, GmISU01.04G023000.1.p	Bevul.1G023300.1.p
OG0000098	GmISU01.05G176100.1.p, GmISU01.08G012800.1.p, GmISU01.05G211600.1.p, GmISU01.08G049400.1.p	Bevul.5G002300.1.p
OG0000098	GmISU01.19G096500.2.p, GmISU01.19G096500.1.p, GmISU01.03G092100.1.p	Bevul.3G212800.1.p
OG0000098	GmISU01.03G057700.1.p, GmISU01.01G084400.1.p	Bevul.7G197100.1.p
OG0000098	GmISU01.20G123200.1.p, GmISU01.10G197000.1.p	Bevul.5G030900.1.p
OG0000099	GmISU01.19G003400.1.p, GmISU01.19G004100.1.p, GmISU01.05G003100.1.p, GmISU01.05G003000.1.p, GmISU01.05G002900.1.p, GmISU01.19G003300.1.p, GmISU01.19G046300.1.p	Bevul.6G102400.1.p, Bevul.6G246400.1.p, Bevul.6G101900.1.p, Bevul.6G101800.1.p, Bevul.6G102100.1.p, Bevul.6G102000.1.p, Bevul.6G102500.1.p, Bevul.7G136600.1.p, Bevul.6G080300.1.p, Bevul.6G080100.1.p, Bevul.6G080000.1.p, Bevul.7G136500.1.p
OG0000101	GmISU01.13G171000.1.p	Bevul.1G020800.1.p
OG0000101	GmISU01.13G057800.1.p, GmISU01.04G096300.1.p	Bevul.9G102800.1.p
OG0000101	GmISU01.01G022600.1.p, GmISU01.10G106100.1.p, GmISU01.10G106400.1.p	Bevul.9G113100.1.p, Bevul.2G059600.1.p, Bevul.7G077300.1.p, Bevul.4G099000.1.p, Bevul.1G205800.1.p, Bevul.2G065000.1.p, Bevul.4G142100.1.p, Bevul.5G108000.1.p, Bevul.8G146200.1.p, Bevul.3G140200.1.p, Bevul.7G057600.1.p, Bevul.7G100000.1.p, Bevul.6G125200.1.p, Bevul.7G113700.1.p, Bevul.2G128600.1.p, Bevul.8G100400.1.p, Bevul.1G095300.1.p, Bevul.8G071600.1.p, Bevul.8G119000.1.p, Bevul.8G055900.1.p, Bevul.9G046400.1.p, Bevul.7G074800.1.p, Bevul.8G032100.1.p, Bevul.4G088500.1.p, Bevul.9G059600.1.p, Bevul.6G179000.1.p, Bevul.9G001300.1.p, Bevul.9G022700.1.p, Bevul.4G134400.1.p, Bevul.4G091700.1.p, Bevul.6G180800.1.p, Bevul.5G090600.1.p, Bevul.1G020700.1.p, Bevul.6G130500.1.p, Bevul.7G010300.1.p, Bevul.7G149100.1.p
OG0000102	GmISU01.06G235700.1.p, GmISU01.06G236300.1.p, GmISU01.06G234100.1.p, GmISU01.06G235100.1.p, GmISU01.06G240200.1.p, GmISU01.12G106700.1.p, GmISU01.12G108800.1.p, GmISU01.06G235350.1.p, GmISU01.06G234200.1.p, GmISU01.12G106900.1.p, GmISU01.12G106800.1.p, GmISU01.12G108700.1.p, GmISU01.06G240100.1.p, GmISU01.12G069900.1.p, GmISU01.11G158000.1.p	Bevul.1G039700.1.p, Bevul.8G011800.1.p, Bevul.8G011900.1.p, Bevul.8G012000.1.p, Bevul.8G011700.1.p
OG0000103	GmISU01.08G161300.3.p, GmISU01.08G161300.2.p, GmISU01.08G161300.1.p, GmISU01.15G210100.1.p, GmISU01.08G218000.1.p, GmISU01.15G181800.1.p	Bevul.4G093400.1.p
OG0000103	GmISU01.03G142100.2.p, GmISU01.19G145500.1.p, GmISU01.10G048200.1.p, GmISU01.13G111600.1.p	Bevul.7G057800.1.p
OG0000103	GmISU01.15G067800.3.p, GmISU01.13G207800.1.p, GmISU01.13G207800.2.p, GmISU01.13G207800.3.p, GmISU01.13G207800.4.p, GmISU01.15G067800.4.p, GmISU01.15G067800.1.p, GmISU01.07G164300.1.p, GmISU01.13G151800.1.p	Bevul.8G030200.1.p
OG0000104	GmISU01.19G161300.1.p	Bevul.7G018600.1.p
OG0000104	GmISU01.12G083900.1.p, GmISU01.11G144700.1.p, GmISU01.15G181900.1.p, GmISU01.03G083100.1.p, GmISU01.12G084000.1.p, GmISU01.03G083200.1.p, GmISU01.12G083800.1.p, GmISU01.19G161200.1.p	Bevul.9G234500.4.p, Bevul.9G234500.1.p, Bevul.9G234500.6.p, Bevul.9G234500.2.p, Bevul.9G234500.7.p, Bevul.9G234500.3.p, Bevul.9G234500.5.p, Bevul.9G234700.1.p, Bevul.9G234800.1.p
OG0000105	GmISU01.19G003600.3.p, GmISU01.19G003600.2.p, GmISU01.19G003600.1.p	Bevul.6G149400.1.p
OG0000105	GmISU01.09G014500.2.p, GmISU01.15G112300.4.p, GmISU01.15G112300.5.p, GmISU01.15G112300.3.p, GmISU01.15G112300.2.p	Bevul.8G035800.1.p, Bevul.4G003500.1.p
OG0000105	GmISU01.13G123300.1.p, GmISU01.10G061000.5.p, GmISU01.10G061000.2.p, GmISU01.10G061000.3.p, GmISU01.10G061000.1.p, GmISU01.19G156200.13.p, GmISU01.19G156200.1.p, GmISU01.19G156200.5.p, GmISU01.19G156200.9.p, GmISU01.19G156200.8.p, GmISU01.19G156200.4.p, GmISU01.19G156200.3.p, GmISU01.19G156200.6.p, GmISU01.19G156200.10.p, GmISU01.19G156200.7.p, GmISU01.19G156200.14.p, GmISU01.19G156200.11.p, GmISU01.19G156200.12.p, GmISU01.19G156200.15.p, GmISU01.19G156200.2.p, GmISU01.03G153600.1.p	Bevul.7G031800.2.p, Bevul.7G031800.1.p
OG0000105	GmISU01.06G275600.1.p	Bevul.7G230900.1.p
OG0000106	GmISU01.12G021100.1.p, GmISU01.11G088800.1.p	Bevul.9G126800.1.p, Bevul.9G127200.1.p, Bevul.9G127500.1.p, Bevul.9G126400.1.p, Bevul.9G126500.1.p, Bevul.9G127300.1.p, Bevul.9G127000.1.p, Bevul.9G127600.1.p, Bevul.9G127100.1.p, Bevul.9G127400.1.p, Bevul.9G126600.1.p, Bevul.9G126300.1.p, Bevul.9G126900.1.p, Bevul.9G126700.1.p, Bevul.9G127700.1.p, Bevul.9G127800.1.p, Bevul.9G126200.1.p
OG0000107	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p	Bevul.6G135200.1.p
OG0000107	GmISU01.18G235500.5.p, GmISU01.18G235500.3.p, GmISU01.18G235500.1.p, GmISU01.18G235500.2.p, GmISU01.02G080300.1.p, GmISU01.10G228900.3.p, GmISU01.10G228900.1.p, GmISU01.10G228900.2.p, GmISU01.20G088800.1.p, GmISU01.20G088800.2.p, GmISU01.20G088800.5.p	Bevul.6G135100.1.p
OG0000108	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p	Bevul.8G206000.1.p, Bevul.4G117300.1.p, Bevul.9G172600.1.p
OG0000108	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p	Bevul.8G078900.1.p
OG0000109	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p
OG0000109	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p	Bevul.6G028900.1.p
OG0000110	GmISU01.10G182000.1.p, GmISU01.20G135300.1.p, GmISU01.20G135200.1.p, GmISU01.10G182100.1.p, GmISU01.16G130700.1.p	Bevul.3G149500.1.p
OG0000113	GmISU01.04G060700.1.p, GmISU01.17G183200.1.p, GmISU01.14G105500.1.p	Bevul.2G177100.1.p
OG0000113	GmISU01.01G064100.1.p	Bevul.1G135600.1.p
OG0000113	GmISU01.17G128800.1.p, GmISU01.17G128900.1.p, GmISU01.05G053200.1.p, GmISU01.05G053100.1.p, GmISU01.17G128700.1.p, GmISU01.05G053000.1.p	Bevul.5G004000.1.p
OG0000113	GmISU01.05G052300.1.p, GmISU01.17G128100.1.p	Bevul.5G005400.1.p
OG0000114	GmISU01.08G314100.5.p, GmISU01.08G314100.6.p, GmISU01.08G314100.7.p, GmISU01.08G314100.3.p, GmISU01.08G314100.4.p, GmISU01.08G314100.2.p, GmISU01.08G314100.1.p, GmISU01.08G314400.1.p, GmISU01.08G314300.1.p, GmISU01.13G214600.1.p, GmISU01.13G214600.2.p, GmISU01.03G061200.2.p, GmISU01.03G061200.1.p, GmISU01.16G081700.2.p, GmISU01.16G081700.1.p	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p, Bevul.8G062400.1.p, Bevul.8G062300.1.p, Bevul.8G062100.1.p, Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p, Bevul.9G088300.1.p
OG0000114	GmISU01.15G061600.1.p, GmISU01.15G061600.2.p, GmISU01.13G214700.1.p, GmISU01.13G214700.2.p	Bevul.8G062500.1.p
OG0000115	GmISU01.07G126100.1.p, GmISU01.18G145300.1.p, GmISU01.18G145400.1.p, GmISU01.18G145200.1.p, GmISU01.07G125600.1.p	Bevul.3G216400.1.p
OG0000115	GmISU01.12G120600.1.p	Bevul.4G166300.1.p, Bevul.4G166200.1.p
OG0000115	GmISU01.09G032000.1.p, GmISU01.15G128600.1.p	Bevul.3G061200.1.p
OG0000116	GmISU01.11G182000.1.p, GmISU01.20G057600.1.p, GmISU01.12G067500.1.p	Bevul.7G210000.1.p
OG0000116	GmISU01.10G106500.1.p, GmISU01.11G181900.1.p, GmISU01.11G182200.1.p	Bevul.5G013500.1.p
OG0000116	GmISU01.18G059700.1.p	Bevul.5G013300.1.p
OG0000117	GmISU01.15G227700.1.p, GmISU01.15G227600.1.p, GmISU01.09G085100.1.p	Bevul.5G006500.1.p, Bevul.5G006800.1.p, Bevul.4G042900.1.p, Bevul.4G042700.1.p, Bevul.4G042800.1.p, Bevul.4G043000.1.p, Bevul.3G100300.1.p, Bevul.8G125200.1.p, Bevul.8G125100.1.p, Bevul.8G194200.1.p, Bevul.2G080700.1.p, Bevul.7G058300.1.p, Bevul.7G058400.1.p
OG0000118	GmISU01.08G243200.1.p	Bevul.5G021700.1.p, Bevul.7G094000.1.p
OG0000118	GmISU01.11G185000.1.p	Bevul.3G044400.1.p
OG0000118	GmISU01.12G029900.1.p	Bevul.6G031600.1.p
OG0000119	GmISU01.07G228000.3.p, GmISU01.07G228000.2.p, GmISU01.17G006900.1.p, GmISU01.15G106700.1.p, GmISU01.15G106700.6.p, GmISU01.15G106700.5.p, GmISU01.15G106700.4.p, GmISU01.15G106700.3.p, GmISU01.09G009800.4.p, GmISU01.09G009800.3.p, GmISU01.09G009800.2.p	Bevul.8G066300.1.p, Bevul.8G066400.1.p, Bevul.8G007500.1.p, Bevul.8G064300.1.p, Bevul.8G064400.1.p
OG0000120	GmISU01.03G107300.3.p, GmISU01.03G107300.5.p, GmISU01.03G107300.2.p, GmISU01.03G107300.4.p, GmISU01.19G111900.4.p, GmISU01.19G111900.5.p, GmISU01.19G111900.3.p, GmISU01.19G111900.6.p	Bevul.3G185900.1.p
OG0000120	GmISU01.10G078200.1.p	Bevul.3G186500.1.p
OG0000120	GmISU01.15G224800.2.p, GmISU01.15G224800.1.p	Bevul.6G188900.1.p
OG0000120	GmISU01.01G177300.4.p, GmISU01.01G177300.6.p, GmISU01.01G177300.5.p, GmISU01.01G177300.2.p, GmISU01.01G177300.7.p, GmISU01.01G177300.1.p, GmISU01.11G022000.1.p	Bevul.1G158600.1.p, Bevul.5G000300.1.p
OG0000121	GmISU01.15G120100.5.p, GmISU01.15G120100.2.p, GmISU01.15G120100.4.p, GmISU01.15G120100.1.p, GmISU01.09G022200.2.p, GmISU01.09G022200.4.p, GmISU01.09G022200.3.p, GmISU01.09G022200.1.p	Bevul.4G108700.1.p
OG0000121	GmISU01.10G087000.2.p, GmISU01.10G087000.5.p, GmISU01.10G087000.6.p, GmISU01.10G087000.4.p, GmISU01.10G087000.3.p, GmISU01.02G232200.2.p, GmISU01.02G232200.1.p, GmISU01.14G041600.2.p	Bevul.7G184000.1.p
OG0000122	GmISU01.04G123101.1.p	Bevul.8G023100.1.p
OG0000122	GmISU01.19G072400.3.p, GmISU01.19G072400.2.p, GmISU01.19G072400.4.p	Bevul.1G016700.1.p
OG0000123	GmISU01.19G078000.1.p	Bevul.6G168100.1.p, Bevul.6G215400.1.p, Bevul.6G220300.1.p, Bevul.1G134500.1.p, Bevul.1G134800.1.p, Bevul.1G134700.1.p, Bevul.1G134600.1.p
OG0000124	GmISU01.02G120000.1.p, GmISU01.07G179000.1.p	Bevul.9G182900.1.p
OG0000124	GmISU01.02G119700.1.p, GmISU01.07G179100.1.p, GmISU01.07G179200.1.p, GmISU01.02G119600.1.p, GmISU01.02G119800.2.p, GmISU01.02G119800.1.p	Bevul.3G002000.1.p, Bevul.3G004500.1.p, Bevul.9G183000.1.p
OG0000124	GmISU01.04G035300.1.p, GmISU01.06G034500.1.p	Bevul.8G010600.1.p
OG0000124	GmISU01.01G197100.1.p, GmISU01.10G211500.1.p, GmISU01.20G109100.1.p, GmISU01.01G197000.1.p, GmISU01.01G196900.1.p, GmISU01.10G211600.1.p, GmISU01.01G197200.1.p, GmISU01.11G003900.1.p	Bevul.5G072700.1.p, Bevul.9G009700.1.p, Bevul.3G141000.1.p
OG0000125	GmISU01.19G118500.1.p, GmISU01.03G113500.1.p	Bevul.7G078600.1.p
OG0000125	GmISU01.03G198600.5.p, GmISU01.03G198600.1.p, GmISU01.03G198600.3.p, GmISU01.03G198600.2.p, GmISU01.19G199700.1.p, GmISU01.19G200200.1.p, GmISU01.19G200200.2.p, GmISU01.03G199100.1.p	Bevul.4G149800.1.p
OG0000125	GmISU01.15G092200.1.p, GmISU01.13G180800.1.p, GmISU01.13G180700.14.p, GmISU01.13G180700.10.p, GmISU01.13G180700.6.p, GmISU01.13G180700.13.p, GmISU01.13G180700.11.p, GmISU01.13G180700.12.p	Bevul.3G150600.1.p
OG0000126	GmISU01.05G087200.1.p	Bevul.2G098000.1.p, Bevul.9G103400.1.p
OG0000127	GmISU01.02G079500.1.p, GmISU01.18G236100.1.p	Bevul.4G194200.1.p
OG0000128	GmISU01.03G090000.2.p, GmISU01.03G090000.1.p, GmISU01.03G090000.3.p, GmISU01.08G209900.2.p, GmISU01.08G209900.1.p, GmISU01.07G000901.1.p, GmISU01.07G000901.2.p, GmISU01.07G000901.3.p, GmISU01.07G000901.4.p, GmISU01.03G089801.1.p, GmISU01.03G089700.2.p	Bevul.7G149700.1.p
