Orthogroup	G_max.proteins	S_lycopersicum.proteins
OG0000067	GmISU01.03G139900.2.p, GmISU01.03G139900.7.p, GmISU01.19G143200.21.p, GmISU01.19G143200.20.p, GmISU01.19G143200.18.p, GmISU01.19G143200.14.p, GmISU01.19G143200.5.p, GmISU01.19G143200.17.p, GmISU01.19G143200.13.p, GmISU01.19G143200.7.p, GmISU01.19G143200.10.p, GmISU01.19G143200.8.p, GmISU01.19G143200.3.p, GmISU01.19G143200.6.p, GmISU01.19G143200.4.p, GmISU01.19G143200.1.p, GmISU01.19G143200.15.p, GmISU01.19G143200.11.p, GmISU01.19G143200.12.p, GmISU01.19G143200.16.p, GmISU01.19G143200.19.p, GmISU01.19G143200.2.p, GmISU01.19G143200.9.p, GmISU01.10G045800.13.p, GmISU01.10G045800.3.p, GmISU01.10G045800.14.p, GmISU01.10G045800.8.p, GmISU01.10G045800.5.p, GmISU01.10G045800.4.p, GmISU01.10G045800.2.p, GmISU01.13G109300.3.p, GmISU01.13G109300.4.p, GmISU01.13G109300.5.p, GmISU01.13G109300.2.p, GmISU01.13G109300.1.p, GmISU01.10G045800.10.p, GmISU01.10G045800.7.p, GmISU01.10G045800.6.p, GmISU01.10G045800.12.p, GmISU01.10G045800.1.p, GmISU01.10G045800.11.p	Solyc09g007360.3.1, Solyc10g084290.2.1, Solyc10g086030.2.1, Solyc10g019030.1.1
OG0000068	GmISU01.09G050100.4.p, GmISU01.09G050100.1.p, GmISU01.09G050100.3.p, GmISU01.09G050100.6.p, GmISU01.09G050100.2.p, GmISU01.09G050100.5.p, GmISU01.15G146200.1.p	Solyc02g068670.2.1
OG0000068	GmISU01.09G049600.1.p, GmISU01.09G049600.4.p, GmISU01.09G049600.3.p, GmISU01.09G049600.5.p, GmISU01.15G145600.6.p, GmISU01.15G145600.5.p, GmISU01.15G145600.4.p, GmISU01.15G145600.3.p, GmISU01.15G145600.2.p, GmISU01.15G145600.7.p, GmISU01.15G145600.1.p, GmISU01.02G154000.1.p, GmISU01.02G154000.2.p	Solyc02g068610.2.1
OG0000070	GmISU01.08G169400.1.p, GmISU01.08G169400.2.p, GmISU01.15G047200.4.p, GmISU01.15G047200.2.p, GmISU01.15G047200.1.p	Solyc04g071260.3.1
OG0000070	GmISU01.05G159700.1.p, GmISU01.08G135800.1.p, GmISU01.06G137400.2.p, GmISU01.06G137400.1.p, GmISU01.06G137400.3.p, GmISU01.04G175300.4.p, GmISU01.04G175300.3.p, GmISU01.04G175300.2.p, GmISU01.04G175300.1.p	Solyc03g078400.3.1
OG0000070	GmISU01.02G150500.1.p, GmISU01.02G150500.3.p, GmISU01.02G150500.2.p, GmISU01.09G090200.4.p, GmISU01.09G090200.3.p, GmISU01.09G090200.2.p, GmISU01.19G114300.4.p, GmISU01.03G109300.1.p, GmISU01.11G127200.1.p, GmISU01.12G058000.3.p, GmISU01.12G058000.2.p, GmISU01.12G058000.1.p	Solyc04g011500.3.1
OG0000070	GmISU01.05G000900.2.p, GmISU01.19G000900.1.p, GmISU01.02G082600.1.p, GmISU01.18G233000.2.p, GmISU01.18G233000.1.p	Solyc11g065990.2.1, Solyc05g054480.3.1, Solyc10g080500.2.1
OG0000070	GmISU01.05G000900.3.p, GmISU01.19G000900.2.p, GmISU01.05G000900.5.p	Solyc04g045285.1.1, Solyc05g024490.3.1, Solyc11g005330.2.1
OG0000071	GmISU01.05G040300.1.p, GmISU01.17G116400.1.p	Solyc03g111690.3.1
OG0000071	GmISU01.13G117400.1.p, GmISU01.03G146400.1.p	Solyc09g008380.3.1
OG0000071	GmISU01.10G235800.3.p, GmISU01.10G235800.1.p, GmISU01.20G080600.1.p, GmISU01.10G235800.4.p	Solyc11g008140.2.1, Solyc03g071570.3.1, Solyc05g055510.3.1
OG0000071	GmISU01.20G053300.3.p, GmISU01.10G100300.1.p	Solyc09g091430.3.1
OG0000071	GmISU01.18G131500.2.p	Solyc09g061890.3.1
OG0000071	GmISU01.18G011300.1.p	Solyc05g014000.3.1
OG0000072	GmISU01.14G181200.1.p	Solyc04g081150.3.1
OG0000072	GmISU01.17G222400.1.p, GmISU01.18G014200.1.p, GmISU01.18G014300.1.p, GmISU01.11G219900.1.p	Solyc05g051515.1.1
OG0000073	GmISU01.20G059450.1.p	Solyc00g025650.2.1
OG0000075	GmISU01.20G183200.1.p	Solyc09g056435.1.1
OG0000077	GmISU01.19G116900.1.p	Solyc10g055200.1.1, Solyc01g111235.1.1, Solyc02g032040.1.1, Solyc02g032050.1.1, Solyc02g032030.1.1, Solyc10g008900.3.1, Solyc10g055230.1.1, Solyc10g055190.1.1, Solyc10g055210.2.1, Solyc10g055065.1.1, Solyc10g054975.1.1, Solyc10g055085.1.1, Solyc10g055000.2.1, Solyc10g055090.1.1
OG0000077	GmISU01.12G027800.1.p	Solyc01g111230.3.1
OG0000077	GmISU01.03G038600.1.p	Solyc01g017563.1.1, Solyc01g021620.2.1, Solyc01g021600.3.1, Solyc01g017540.1.1, Solyc00g131610.2.1
OG0000077	GmISU01.02G148600.1.p	Solyc07g042300.1.1
OG0000078	GmISU01.13G088700.1.p	Solyc11g071900.1.1
OG0000079	GmISU01.13G281000.1.p	Solyc02g079890.2.1, Solyc03g007730.1.1, Solyc02g079895.1.1, Solyc00g154480.2.1
OG0000084	GmISU01.08G169300.2.p, GmISU01.08G169300.3.p	Solyc01g008670.3.1, Solyc01g008640.3.1, Solyc01g008650.3.1, Solyc04g083140.2.1, Solyc11g007980.2.1, Solyc06g066240.3.1, Solyc06g066230.3.1, Solyc06g059995.1.1, Solyc06g034236.1.1, Solyc06g035943.1.1, Solyc06g060017.1.1, Solyc06g060190.3.1, Solyc08g074260.3.1, Solyc02g062030.1.1, Solyc03g118585.1.1, Solyc04g063245.1.1, Solyc03g058853.1.1, Solyc07g007460.2.1, Solyc07g052370.3.1, Solyc03g058855.1.1, Solyc10g087013.1.1, Solyc10g087010.2.1, Solyc08g076253.1.1, Solyc08g076257.1.1, Solyc08g076250.2.1, Solyc12g036675.1.1, Solyc03g118583.1.1, Solyc11g038350.1.1, Solyc09g065455.1.1, Solyc06g034238.1.1
OG0000084	GmISU01.01G141400.1.p, GmISU01.01G141300.1.p, GmISU01.11G057000.1.p, GmISU01.01G141500.1.p, GmISU01.07G229200.1.p, GmISU01.17G005900.1.p	Solyc02g082070.3.1
OG0000084	GmISU01.18G071600.1.p, GmISU01.08G291300.1.p, GmISU01.18G071400.1.p, GmISU01.08G291400.1.p, GmISU01.08G291500.1.p, GmISU01.08G291600.1.p, GmISU01.07G138800.1.p, GmISU01.07G138800.2.p, GmISU01.20G005700.1.p, GmISU01.07G139500.2.p, GmISU01.07G139500.3.p, GmISU01.20G005600.1.p, GmISU01.09G233500.1.p, GmISU01.17G180900.1.p, GmISU01.14G106900.1.p, GmISU01.18G071500.1.p, GmISU01.02G198500.1.p	Solyc02g092250.3.1, Solyc10g017510.3.1
OG0000085	GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p	Solyc07g041940.3.1
OG0000085	GmISU01.14G100600.1.p, GmISU01.17G188300.1.p, GmISU01.04G052700.1.p, GmISU01.06G051300.1.p	Solyc08g061250.3.1
OG0000085	GmISU01.07G036800.1.p, GmISU01.16G006900.1.p	Solyc12g049360.2.1, Solyc06g062920.3.1
OG0000085	GmISU01.18G167400.1.p, GmISU01.09G225200.1.p	Solyc10g074710.2.1
OG0000085	GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p	Solyc12g009310.2.1, Solyc07g042590.3.1
OG0000085	GmISU01.08G115200.1.p, GmISU01.05G140100.1.p	Solyc01g028830.3.1
OG0000085	GmISU01.09G175400.1.p, GmISU01.01G114900.1.p, GmISU01.16G090400.1.p	Solyc08g074980.3.1
OG0000087	GmISU01.03G097000.1.p, GmISU01.19G100600.1.p	Solyc10g079600.2.1, Solyc10g079595.1.1, Solyc10g079700.2.1
OG0000087	GmISU01.06G130100.1.p, GmISU01.04G181700.2.p, GmISU01.04G181700.1.p, GmISU01.06G130100.2.p	Solyc06g048600.3.1, Solyc06g048930.3.1
OG0000087	GmISU01.18G106700.1.p, GmISU01.08G261500.1.p	Solyc05g006420.3.1
OG0000087	GmISU01.04G143700.1.p, GmISU01.06G170500.1.p, GmISU01.05G030000.2.p, GmISU01.05G030000.1.p, GmISU01.17G085900.1.p, GmISU01.17G085900.2.p	Solyc03g113720.3.1
OG0000088	GmISU01.02G248100.2.p, GmISU01.02G248100.4.p, GmISU01.02G248100.3.p, GmISU01.02G248100.1.p, GmISU01.14G024800.1.p	Solyc07g055810.3.1
OG0000089	GmISU01.15G011300.1.p, GmISU01.13G319600.1.p, GmISU01.15G011200.1.p, GmISU01.07G030900.3.p, GmISU01.07G030900.4.p, GmISU01.07G030900.2.p, GmISU01.07G030900.1.p	Solyc05g053570.3.1, Solyc05g053590.3.1, Solyc05g053600.3.1, Solyc05g053610.2.1, Solyc09g091660.3.1, Solyc09g091670.3.1, Solyc12g100180.2.1, Solyc12g100190.2.1, Solyc12g098210.2.1
OG0000089	GmISU01.06G065600.1.p	Solyc08g067610.3.1, Solyc08g067620.2.1
OG0000090	GmISU01.04G171200.1.p, GmISU01.04G171200.3.p, GmISU01.04G171200.4.p, GmISU01.04G171200.2.p, GmISU01.06G141850.1.p, GmISU01.08G000966.1.p, GmISU01.05G163900.1.p	Solyc09g065870.3.1
OG0000090	GmISU01.05G093800.1.p, GmISU01.05G093800.2.p, GmISU01.05G093800.3.p, GmISU01.19G042200.2.p, GmISU01.19G042200.3.p, GmISU01.19G042200.4.p, GmISU01.19G060000.2.p, GmISU01.19G060000.3.p, GmISU01.19G060000.1.p, GmISU01.16G061400.1.p	Solyc02g093520.3.1
OG0000090	GmISU01.06G160900.1.p, GmISU01.04G152400.1.p	Solyc03g111870.3.1
OG0000091	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p	Solyc12g098610.2.1, Solyc09g092520.3.1
OG0000091	GmISU01.13G075800.1.p, GmISU01.09G057100.1.p	Solyc07g009380.3.1, Solyc05g046290.3.1
OG0000091	GmISU01.13G067800.1.p, GmISU01.13G067600.1.p, GmISU01.17G060200.1.p, GmISU01.17G059900.1.p, GmISU01.13G067700.1.p, GmISU01.17G060100.1.p, GmISU01.13G068000.1.p, GmISU01.17G059800.1.p, GmISU01.17G060000.1.p	Solyc03g093130.3.1, Solyc03g093120.4.1, Solyc03g093110.3.1, Solyc03g093080.3.1
OG0000092	GmISU01.11G193200.1.p	Solyc10g085780.1.1
OG0000093	GmISU01.08G139500.1.p, GmISU01.08G139600.1.p, GmISU01.15G224400.1.p, GmISU01.15G224300.2.p	Solyc10g045240.2.1, Solyc08g044510.3.1
OG0000095	GmISU01.15G031000.2.p, GmISU01.15G031000.3.p, GmISU01.15G031000.1.p, GmISU01.13G300800.1.p, GmISU01.13G300800.2.p, GmISU01.13G300800.4.p	Solyc03g121630.3.1
OG0000095	GmISU01.09G001166.1.p	Solyc02g068550.2.1
OG0000095	GmISU01.04G104900.5.p, GmISU01.04G104900.8.p, GmISU01.04G104900.6.p, GmISU01.04G104900.2.p, GmISU01.04G104900.4.p, GmISU01.04G104900.10.p, GmISU01.04G104900.1.p, GmISU01.04G104900.9.p, GmISU01.04G104900.3.p, GmISU01.06G268400.1.p, GmISU01.06G268400.3.p	Solyc07g043270.3.1
OG0000095	GmISU01.10G219500.3.p, GmISU01.10G219500.1.p, GmISU01.10G219500.2.p, GmISU01.20G098700.2.p, GmISU01.20G098700.5.p, GmISU01.20G098700.1.p, GmISU01.20G098700.9.p, GmISU01.20G098700.6.p, GmISU01.20G098700.10.p, GmISU01.20G098700.7.p, GmISU01.20G098700.8.p, GmISU01.20G098700.3.p, GmISU01.20G098700.4.p	Solyc08g060840.1.1
OG0000096	GmISU01.09G071900.1.p	Solyc02g081690.1.1
OG0000096	GmISU01.02G268000.1.p	Solyc07g043120.1.1, Solyc07g043150.1.1, Solyc09g098080.3.1, Solyc07g043160.1.1, Solyc07g043100.1.1, Solyc07g043110.1.1, Solyc07g043170.3.1, Solyc12g014010.2.1
OG0000097	GmISU01.05G035500.1.p, GmISU01.17G080500.1.p, GmISU01.04G148800.1.p	Solyc03g112680.2.1
OG0000097	GmISU01.16G091200.1.p	Solyc10g055290.2.1, Solyc10g055300.1.1, Solyc09g064960.1.1, Solyc03g098360.2.1, Solyc09g064990.1.1, Solyc09g064980.1.1
OG0000097	GmISU01.11G001000.1.p, GmISU01.11G105400.1.p, GmISU01.08G190700.1.p	Solyc08g044336.1.1
OG0000098	GmISU01.17G224800.1.p, GmISU01.14G183100.1.p, GmISU01.06G021100.1.p, GmISU01.04G023000.1.p	Solyc04g081490.3.1, Solyc12g089310.2.1
OG0000098	GmISU01.05G176100.1.p, GmISU01.08G012800.1.p, GmISU01.05G211600.1.p, GmISU01.08G049400.1.p	Solyc03g118760.3.1
OG0000098	GmISU01.19G096500.2.p, GmISU01.19G096500.1.p, GmISU01.03G092100.1.p	Solyc10g080940.2.1
OG0000098	GmISU01.03G057700.1.p, GmISU01.01G084400.1.p	Solyc06g076640.3.1
OG0000098	GmISU01.20G123200.1.p, GmISU01.10G197000.1.p	Solyc10g086760.2.1, Solyc10g085020.2.1, Solyc06g035970.3.1, Solyc03g025730.3.1
OG0000099	GmISU01.19G003400.1.p, GmISU01.19G004100.1.p, GmISU01.05G003100.1.p, GmISU01.05G003000.1.p, GmISU01.05G002900.1.p, GmISU01.19G003300.1.p, GmISU01.19G046300.1.p	Solyc04g011925.1.1, Solyc04g011920.2.1, Solyc04g051768.1.1, Solyc04g011940.2.1, Solyc04g051730.1.1, Solyc10g080840.1.1, Solyc10g080817.1.1, Solyc10g080813.1.1, Solyc10g087040.2.1, Solyc10g080870.3.1, Solyc10g080815.1.1, Solyc10g080855.1.1
OG0000101	GmISU01.13G171000.1.p	Solyc05g025640.1.1
OG0000101	GmISU01.13G057800.1.p, GmISU01.04G096300.1.p	Solyc03g063670.1.1
OG0000101	GmISU01.01G022600.1.p, GmISU01.10G106100.1.p, GmISU01.10G106400.1.p	Solyc00g016480.1.1
OG0000102	GmISU01.12G111700.1.p, GmISU01.06G229800.1.p, GmISU01.06G230500.1.p, GmISU01.06G229900.1.p, GmISU01.06G229700.1.p, GmISU01.06G230200.1.p, GmISU01.06G230600.1.p, GmISU01.06G229400.1.p, GmISU01.12G111500.1.p, GmISU01.12G111400.1.p, GmISU01.12G111200.1.p, GmISU01.06G230100.1.p, GmISU01.06G230000.1.p	Solyc12g056020.1.1, Solyc12g056010.2.1, Solyc12g056000.1.1, Solyc02g076970.2.1, Solyc03g006200.2.1
OG0000102	GmISU01.06G235700.1.p, GmISU01.06G236300.1.p, GmISU01.06G234100.1.p, GmISU01.06G235100.1.p, GmISU01.06G240200.1.p, GmISU01.12G106700.1.p, GmISU01.12G108800.1.p, GmISU01.06G235350.1.p, GmISU01.06G234200.1.p, GmISU01.12G106900.1.p, GmISU01.12G106800.1.p, GmISU01.12G108700.1.p, GmISU01.06G240100.1.p, GmISU01.12G069900.1.p, GmISU01.11G158000.1.p	Solyc02g077050.3.1, Solyc02g076910.3.1
OG0000103	GmISU01.12G131100.2.p, GmISU01.12G131100.3.p, GmISU01.12G131100.1.p, GmISU01.06G200900.2.p, GmISU01.06G200900.1.p	Solyc07g062620.3.1
OG0000103	GmISU01.08G161300.3.p, GmISU01.08G161300.2.p, GmISU01.08G161300.1.p, GmISU01.15G210100.1.p, GmISU01.08G218000.1.p, GmISU01.15G181800.1.p	Solyc10g005640.3.1, Solyc10g005630.3.1
OG0000103	GmISU01.03G142100.2.p, GmISU01.19G145500.1.p, GmISU01.10G048200.1.p, GmISU01.13G111600.1.p	Solyc10g084110.2.1, Solyc09g007730.3.1
OG0000103	GmISU01.15G067800.3.p, GmISU01.13G207800.1.p, GmISU01.13G207800.2.p, GmISU01.13G207800.3.p, GmISU01.13G207800.4.p, GmISU01.15G067800.4.p, GmISU01.15G067800.1.p, GmISU01.07G164300.1.p, GmISU01.13G151800.1.p	Solyc02g078530.3.1, Solyc03g006500.3.1
OG0000103	GmISU01.07G129400.1.p, GmISU01.07G129400.2.p, GmISU01.18G149000.1.p	Solyc10g076760.2.1
OG0000104	GmISU01.19G161300.1.p	Solyc10g083170.2.1
OG0000104	GmISU01.19G161400.1.p, GmISU01.19G161500.1.p, GmISU01.03G159500.1.p	Solyc10g085665.1.1
OG0000104	GmISU01.12G083900.1.p, GmISU01.11G144700.1.p, GmISU01.15G181900.1.p, GmISU01.03G083100.1.p, GmISU01.12G084000.1.p, GmISU01.03G083200.1.p, GmISU01.12G083800.1.p	Solyc08g028690.3.1
OG0000104	GmISU01.19G161200.1.p	Solyc10g083180.2.1
OG0000105	GmISU01.19G003600.3.p, GmISU01.19G003600.2.p, GmISU01.19G003600.1.p	Solyc02g067830.3.1, Solyc02g093360.3.1
OG0000105	GmISU01.09G014500.2.p, GmISU01.15G112300.4.p, GmISU01.15G112300.5.p, GmISU01.15G112300.3.p, GmISU01.15G112300.2.p	Solyc04g015130.3.1
OG0000105	GmISU01.13G123300.1.p, GmISU01.10G061000.5.p, GmISU01.10G061000.2.p, GmISU01.10G061000.3.p, GmISU01.10G061000.1.p, GmISU01.19G156200.13.p, GmISU01.19G156200.1.p, GmISU01.19G156200.5.p, GmISU01.19G156200.9.p, GmISU01.19G156200.8.p, GmISU01.19G156200.4.p, GmISU01.19G156200.3.p, GmISU01.19G156200.6.p, GmISU01.19G156200.10.p, GmISU01.19G156200.7.p, GmISU01.19G156200.14.p, GmISU01.19G156200.11.p, GmISU01.19G156200.12.p, GmISU01.19G156200.15.p, GmISU01.19G156200.2.p, GmISU01.03G153600.1.p	Solyc10g083500.2.1, Solyc09g009380.3.1
OG0000105	GmISU01.06G275600.1.p	Solyc06g074480.3.1, Solyc11g067070.1.1
OG0000106	GmISU01.12G021100.1.p, GmISU01.11G088800.1.p	Solyc10g052560.1.1, Solyc10g052590.1.1, Solyc10g052530.1.1, Solyc10g052550.1.1, Solyc11g011605.1.1, Solyc04g052910.2.1, Solyc04g052890.2.1, Solyc10g052570.1.1, Solyc04g052980.1.1, Solyc04g052990.1.1, Solyc11g011670.1.1, Solyc11g011710.1.1, Solyc11g011640.1.1, Solyc04g052960.1.1, Solyc11g011690.1.1, Solyc11g011730.1.1, Solyc11g011630.2.1, Solyc11g011660.1.1, Solyc04g053030.1.1, Solyc04g053010.1.1, Solyc11g011615.1.1, Solyc04g053020.2.1
OG0000107	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p	Solyc05g008805.1.1
OG0000107	GmISU01.18G235500.5.p, GmISU01.18G235500.3.p, GmISU01.18G235500.1.p, GmISU01.18G235500.2.p, GmISU01.02G080300.1.p	Solyc02g086370.3.1
OG0000107	GmISU01.10G228900.3.p, GmISU01.10G228900.1.p, GmISU01.10G228900.2.p, GmISU01.20G088800.1.p, GmISU01.20G088800.2.p, GmISU01.20G088800.5.p	Solyc05g008820.3.1, Solyc05g008815.1.1
OG0000107	GmISU01.18G054100.2.p, GmISU01.18G054100.1.p, GmISU01.11G173800.1.p	Solyc04g025370.2.1, Solyc04g025400.3.1
OG0000108	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p	Solyc06g009280.1.1, Solyc06g009290.3.1
OG0000108	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p	Solyc02g071350.3.1, Solyc02g071340.2.1
OG0000109	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p	Solyc01g110380.3.1
OG0000109	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p	Solyc02g084390.3.1, Solyc02g062330.2.1
OG0000110	GmISU01.10G182000.1.p, GmISU01.20G135300.1.p, GmISU01.20G135200.1.p, GmISU01.10G182100.1.p, GmISU01.16G130700.1.p	Solyc12g056820.2.1
OG0000112	GmISU01.16G058550.1.p	Solyc08g048230.1.1, Solyc04g018190.1.1, Solyc04g039770.2.1, Solyc08g029400.2.1, Solyc02g011920.1.1
OG0000113	GmISU01.04G060700.1.p, GmISU01.17G183200.1.p, GmISU01.14G105500.1.p	Solyc06g065970.1.1
OG0000113	GmISU01.01G064100.1.p	Solyc01g090970.3.1
OG0000113	GmISU01.17G128800.1.p, GmISU01.17G128900.1.p, GmISU01.05G053200.1.p, GmISU01.05G053100.1.p, GmISU01.17G128700.1.p, GmISU01.05G053000.1.p	Solyc08g078920.2.1, Solyc08g079230.1.1, Solyc08g079190.1.1, Solyc08g079200.1.1, Solyc08g078870.2.1, Solyc06g060640.1.1, Solyc08g005960.2.1, Solyc08g074480.1.1
OG0000113	GmISU01.05G052500.1.p, GmISU01.17G128300.1.p, GmISU01.17G128500.1.p, GmISU01.05G052800.1.p, GmISU01.17G128400.1.p, GmISU01.05G052700.1.p	Solyc08g078930.1.1, Solyc08g078910.1.1
OG0000113	GmISU01.05G052300.1.p, GmISU01.17G128100.1.p	Solyc08g078940.1.1, Solyc08g078890.2.1
OG0000114	GmISU01.08G314100.5.p, GmISU01.08G314100.6.p, GmISU01.08G314100.7.p, GmISU01.08G314100.3.p, GmISU01.08G314100.4.p, GmISU01.08G314100.2.p, GmISU01.08G314100.1.p, GmISU01.08G314400.1.p, GmISU01.08G314300.1.p, GmISU01.13G214600.1.p, GmISU01.13G214600.2.p, GmISU01.03G061200.2.p, GmISU01.03G061200.1.p, GmISU01.16G081700.2.p, GmISU01.16G081700.1.p	Solyc02g079580.3.1, Solyc03g006720.1.1, Solyc03g006730.2.1
OG0000114	GmISU01.15G061600.1.p, GmISU01.15G061600.2.p, GmISU01.13G214700.1.p, GmISU01.13G214700.2.p	Solyc10g005440.2.1, Solyc02g079570.3.1
OG0000115	GmISU01.07G126100.1.p, GmISU01.18G145300.1.p, GmISU01.18G145400.1.p, GmISU01.18G145200.1.p, GmISU01.07G125600.1.p	Solyc11g006480.1.1, Solyc01g103460.2.1
OG0000115	GmISU01.12G120600.1.p	Solyc04g076925.1.1, Solyc01g100670.1.1, Solyc01g100680.1.1
OG0000115	GmISU01.09G032000.1.p, GmISU01.15G128600.1.p	Solyc08g078620.1.1, Solyc08g007350.2.1
OG0000116	GmISU01.11G182000.1.p, GmISU01.20G057600.1.p, GmISU01.12G067500.1.p	Solyc11g066160.1.1
OG0000116	GmISU01.11G182200.1.p	Solyc11g072840.1.1, Solyc04g011390.1.1, Solyc05g054610.1.1, Solyc06g075960.1.1, Solyc06g005420.1.1, Solyc06g005430.1.1, Solyc06g075930.1.1, Solyc06g075830.2.1, Solyc06g072240.1.1, Solyc11g072860.2.1
OG0000117	GmISU01.15G227700.1.p, GmISU01.15G227600.1.p, GmISU01.09G085100.1.p	Solyc09g005500.3.1, Solyc05g046210.2.1, Solyc05g046150.3.1, Solyc05g046145.1.1, Solyc05g046205.1.1, Solyc04g007795.1.1, Solyc05g046220.1.1, Solyc05g046160.1.1, Solyc04g007830.3.1, Solyc04g007825.1.1, Solyc05g046140.3.1, Solyc00g322635.1.1
OG0000118	GmISU01.08G243200.1.p	Solyc07g066080.3.1
OG0000118	GmISU01.14G134300.1.p, GmISU01.04G196600.2.p, GmISU01.06G113800.1.p	Solyc08g081950.3.1
OG0000118	GmISU01.11G185000.1.p	Solyc10g011740.3.1, Solyc01g095490.3.1
OG0000118	GmISU01.12G029900.1.p	Solyc02g083570.3.1
OG0000119	GmISU01.15G094300.1.p	Solyc00g016490.1.1
OG0000119	GmISU01.15G094100.2.p, GmISU01.13G178500.1.p	Solyc00g014960.1.1, Solyc00g018770.1.1
OG0000119	GmISU01.07G228000.3.p, GmISU01.07G228000.2.p, GmISU01.17G006900.1.p, GmISU01.15G106700.1.p, GmISU01.15G106700.6.p, GmISU01.15G106700.5.p, GmISU01.15G106700.4.p, GmISU01.15G106700.3.p, GmISU01.09G009800.4.p, GmISU01.09G009800.3.p, GmISU01.09G009800.2.p	Solyc01g008660.3.1
OG0000120	GmISU01.03G107300.3.p, GmISU01.03G107300.5.p, GmISU01.03G107300.2.p, GmISU01.03G107300.4.p, GmISU01.19G111900.4.p, GmISU01.19G111900.5.p, GmISU01.19G111900.3.p, GmISU01.19G111900.6.p	Solyc10g080420.2.1, Solyc10g080430.1.1, Solyc10g078680.2.1
OG0000120	GmISU01.10G078200.1.p	Solyc03g077920.1.1
OG0000120	GmISU01.15G224800.2.p, GmISU01.15G224800.1.p	Solyc01g086720.3.1
OG0000120	GmISU01.01G177300.4.p, GmISU01.01G177300.6.p, GmISU01.01G177300.5.p, GmISU01.01G177300.2.p, GmISU01.01G177300.7.p, GmISU01.01G177300.1.p, GmISU01.11G022000.1.p	Solyc08g008020.1.1
OG0000121	GmISU01.15G120100.5.p, GmISU01.15G120100.2.p, GmISU01.15G120100.4.p, GmISU01.15G120100.1.p, GmISU01.09G022200.2.p, GmISU01.09G022200.4.p, GmISU01.09G022200.3.p, GmISU01.09G022200.1.p	Solyc01g097000.3.1
OG0000121	GmISU01.10G087000.2.p, GmISU01.10G087000.5.p, GmISU01.10G087000.6.p, GmISU01.10G087000.4.p, GmISU01.10G087000.3.p, GmISU01.02G232200.2.p, GmISU01.02G232200.1.p, GmISU01.14G041600.2.p	Solyc06g073740.3.1, Solyc06g073760.3.1, Solyc06g073750.3.1, Solyc11g071640.2.1
OG0000121	GmISU01.17G165400.1.p	Solyc01g009240.3.1
OG0000122	GmISU01.04G123101.1.p	Solyc09g015300.1.1, Solyc01g017300.1.1, Solyc09g018800.2.1, Solyc09g015290.1.1
