Orthogroup	G_max.proteins	A_thaliana.proteins
OG0000090	GmISU01.18G012200.1.p, GmISU01.18G012200.5.p, GmISU01.18G012200.4.p, GmISU01.18G012200.3.p, GmISU01.18G012200.2.p, GmISU01.11G222000.1.p, GmISU01.11G222000.2.p, GmISU01.11G222000.4.p, GmISU01.08G121700.1.p, GmISU01.08G121700.2.p, GmISU01.05G145900.2.p, GmISU01.05G145900.5.p, GmISU01.05G145900.4.p, GmISU01.05G145900.1.p, GmISU01.05G145900.3.p, GmISU01.06G160900.1.p, GmISU01.04G152400.1.p	AT1G67800.2, AT1G67800.5, AT1G67800.4, AT1G67800.6, AT1G67800.3, AT1G67800.1
OG0000091	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p	AT4G14130.1, AT3G23730.1
OG0000093	GmISU01.09G002800.1.p, GmISU01.12G202900.1.p, GmISU01.12G202900.2.p	AT2G44450.2, AT2G44450.1, AT2G25630.1, AT5G44640.1, AT5G42260.1
OG0000095	GmISU01.15G031000.2.p, GmISU01.15G031000.3.p, GmISU01.15G031000.1.p, GmISU01.13G300800.1.p, GmISU01.13G300800.2.p, GmISU01.13G300800.4.p	AT1G76320.3, AT1G76320.1, AT1G76320.4, AT1G76320.2
OG0000095	GmISU01.09G001166.1.p	AT4G19990.6, AT4G19990.2, AT4G19990.3, AT4G19990.4, AT4G19990.7, AT4G19990.1, AT4G19990.5
OG0000095	GmISU01.04G104900.5.p, GmISU01.04G104900.8.p, GmISU01.04G104900.6.p, GmISU01.04G104900.2.p, GmISU01.04G104900.4.p, GmISU01.04G104900.10.p, GmISU01.04G104900.1.p, GmISU01.04G104900.9.p, GmISU01.04G104900.3.p, GmISU01.06G268400.1.p, GmISU01.06G268400.3.p	AT3G22170.1, AT3G22170.2
OG0000095	GmISU01.10G219500.3.p, GmISU01.10G219500.1.p, GmISU01.10G219500.2.p, GmISU01.20G098700.2.p, GmISU01.20G098700.5.p, GmISU01.20G098700.1.p, GmISU01.20G098700.9.p, GmISU01.20G098700.6.p, GmISU01.20G098700.10.p, GmISU01.20G098700.7.p, GmISU01.20G098700.8.p, GmISU01.20G098700.3.p, GmISU01.20G098700.4.p	AT4G15090.1, AT4G15090.4, AT4G15090.3, AT4G15090.5, AT4G15090.2
OG0000096	GmISU01.02G268000.1.p	AT3G21800.1, AT3G21790.1, AT3G21780.1, AT4G15280.1, AT4G15260.1, AT3G21760.1, AT3G21750.1
OG0000096	GmISU01.02G190100.1.p, GmISU01.02G190000.1.p, GmISU01.14G158700.1.p	AT1G07240.1, AT2G29740.1, AT2G29750.1, AT1G07260.1, AT1G07250.1, AT2G29710.1, AT2G29730.1
OG0000098	GmISU01.17G224800.1.p, GmISU01.14G183100.1.p, GmISU01.06G021100.1.p, GmISU01.04G023000.1.p	AT1G20010.1, AT1G75780.1
OG0000098	GmISU01.08G074200.1.p, GmISU01.05G102100.1.p, GmISU01.09G024900.1.p, GmISU01.15G122800.1.p	AT4G20890.1, AT5G44340.1
OG0000098	GmISU01.19G096500.2.p, GmISU01.19G096500.1.p, GmISU01.03G092100.1.p	AT5G12250.1
OG0000098	GmISU01.20G123200.1.p, GmISU01.10G197000.1.p	AT5G23860.2, AT5G23860.1
OG0000099	GmISU01.19G003400.1.p, GmISU01.19G004100.1.p, GmISU01.05G003100.1.p, GmISU01.05G003000.1.p, GmISU01.05G002900.1.p, GmISU01.19G003300.1.p, GmISU01.19G046300.1.p	AT4G39490.1, AT4G39480.1, AT2G23180.1, AT4G32170.1, AT4G39500.1, AT4G39500.2, AT5G51900.1, AT4G39510.1, AT5G02900.1, AT1G66030.1, AT1G47620.1, AT2G21910.1, AT1G65340.1, AT5G52320.2, AT5G52320.1
OG0000101	GmISU01.13G171000.1.p	AT3G30235.1
OG0000101	GmISU01.07G046400.1.p, GmISU01.13G057800.1.p, GmISU01.04G096300.1.p, GmISU01.01G022600.1.p, GmISU01.10G106100.1.p, GmISU01.10G106400.1.p	AT1G19260.1, AT4G09660.1, AT3G29765.1, AT3G29763.1, AT3G29450.1, AT1G41920.1
OG0000102	GmISU01.06G235700.1.p, GmISU01.06G236300.1.p, GmISU01.06G234100.1.p, GmISU01.06G235100.1.p, GmISU01.06G240200.1.p, GmISU01.12G106700.1.p, GmISU01.12G108800.1.p, GmISU01.06G235350.1.p, GmISU01.06G234200.1.p, GmISU01.12G106900.1.p, GmISU01.12G106800.1.p, GmISU01.12G108700.1.p, GmISU01.06G240100.1.p, GmISU01.12G069900.1.p, GmISU01.11G158000.1.p	AT2G22160.1, AT3G49340.1, AT2G27420.1, AT5G45890.1
OG0000103	GmISU01.08G161300.3.p, GmISU01.08G161300.2.p, GmISU01.08G161300.1.p, GmISU01.15G210100.1.p, GmISU01.08G218000.1.p, GmISU01.15G181800.1.p	AT1G16670.1
OG0000105	GmISU01.19G003600.3.p, GmISU01.19G003600.2.p, GmISU01.19G003600.1.p	AT3G27580.2, AT3G27580.1
OG0000105	GmISU01.09G014500.2.p, GmISU01.15G112300.4.p, GmISU01.15G112300.5.p, GmISU01.15G112300.3.p, GmISU01.15G112300.2.p	AT5G47750.1
OG0000105	GmISU01.13G123300.1.p, GmISU01.10G061000.5.p, GmISU01.10G061000.2.p, GmISU01.10G061000.3.p, GmISU01.10G061000.1.p, GmISU01.19G156200.13.p, GmISU01.19G156200.1.p, GmISU01.19G156200.5.p, GmISU01.19G156200.9.p, GmISU01.19G156200.8.p, GmISU01.19G156200.4.p, GmISU01.19G156200.3.p, GmISU01.19G156200.6.p, GmISU01.19G156200.10.p, GmISU01.19G156200.7.p, GmISU01.19G156200.14.p, GmISU01.19G156200.11.p, GmISU01.19G156200.12.p, GmISU01.19G156200.15.p, GmISU01.19G156200.2.p, GmISU01.03G153600.1.p	AT3G52890.2, AT3G52890.4, AT3G52890.1, AT3G52890.3, AT2G36350.1
OG0000106	GmISU01.12G021100.1.p, GmISU01.11G088800.1.p	AT1G29510.1, AT5G27780.1, AT1G29430.1, AT1G29440.1, AT1G29450.2, AT1G29450.1, AT1G29500.1, AT1G29460.1, AT1G29460.2, AT1G29420.2, AT1G29420.1, AT1G29490.1
OG0000107	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p	AT1G15080.1
OG0000107	GmISU01.18G235500.5.p, GmISU01.18G235500.3.p, GmISU01.18G235500.1.p, GmISU01.18G235500.2.p, GmISU01.02G080300.1.p	AT3G02600.7, AT3G02600.11, AT3G02600.9, AT3G02600.5, AT3G02600.3, AT3G02600.8, AT3G02600.10, AT3G02600.6, AT3G02600.12, AT3G02600.4, AT3G02600.1, AT3G02600.2
OG0000107	GmISU01.10G228900.3.p, GmISU01.10G228900.1.p, GmISU01.10G228900.2.p, GmISU01.20G088800.1.p, GmISU01.20G088800.2.p, GmISU01.20G088800.5.p	AT2G01180.7, AT2G01180.3, AT2G01180.6, AT2G01180.8, AT2G01180.1, AT2G01180.4, AT2G01180.5, AT2G01180.2
OG0000107	GmISU01.18G054100.2.p, GmISU01.18G054100.1.p, GmISU01.11G173800.1.p	AT3G18220.1
OG0000108	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p	AT4G01830.1, AT4G01830.2, AT4G01820.1, AT1G02520.2, AT1G02520.1, AT1G02520.3, AT1G02530.1, AT2G47000.1, AT2G47000.7, AT2G47000.3, AT2G47000.4, AT2G47000.2, AT2G47000.6, AT2G47000.5, AT3G62150.1, AT3G62150.2, AT3G62150.3
OG0000108	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p	AT5G46540.1, AT4G18050.1, AT4G18050.2
OG0000109	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p	AT2G21300.3, AT2G21300.2, AT2G21300.1, AT2G21300.5, AT2G21300.4, AT4G38950.5, AT4G38950.4, AT4G38950.2, AT4G38950.3, AT4G38950.1
OG0000109	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p	AT3G51150.2, AT3G51150.3, AT3G51150.5, AT3G51150.4, AT3G51150.1, AT5G66310.1, AT5G66310.2, AT5G66310.3
OG0000110	GmISU01.10G182000.1.p, GmISU01.20G135300.1.p, GmISU01.20G135200.1.p, GmISU01.10G182100.1.p, GmISU01.16G130700.1.p	AT5G48100.1
OG0000110	GmISU01.11G215200.3.p, GmISU01.11G215200.4.p, GmISU01.11G215200.1.p	AT5G09360.1
OG0000113	GmISU01.01G064100.1.p	AT4G00165.1, AT4G00165.2
OG0000113	GmISU01.17G128800.1.p, GmISU01.17G128900.1.p, GmISU01.05G053200.1.p, GmISU01.05G053100.1.p, GmISU01.17G128700.1.p, GmISU01.05G053000.1.p	AT2G45180.1
OG0000113	GmISU01.05G052500.1.p, GmISU01.17G128300.1.p, GmISU01.17G128500.1.p, GmISU01.05G052800.1.p, GmISU01.17G128400.1.p, GmISU01.05G052700.1.p	AT1G62510.1, AT1G12090.1
OG0000113	GmISU01.05G052300.1.p, GmISU01.17G128100.1.p	AT1G12100.1
OG0000114	GmISU01.08G314100.5.p, GmISU01.08G314100.6.p, GmISU01.08G314100.7.p, GmISU01.08G314100.3.p, GmISU01.08G314100.4.p, GmISU01.08G314100.2.p, GmISU01.08G314100.1.p, GmISU01.08G314400.1.p, GmISU01.08G314300.1.p, GmISU01.13G214600.1.p, GmISU01.13G214600.2.p, GmISU01.03G061200.2.p, GmISU01.03G061200.1.p, GmISU01.16G081700.2.p, GmISU01.16G081700.1.p	AT1G11350.1, AT1G11330.3, AT1G11330.2, AT1G11330.1, AT1G11300.2, AT1G11300.1, AT1G11303.1
OG0000114	GmISU01.15G061600.1.p, GmISU01.15G061600.2.p, GmISU01.13G214700.1.p, GmISU01.13G214700.2.p	AT4G21390.2, AT4G21390.1, AT1G61610.2, AT1G61610.1
OG0000115	GmISU01.09G032000.1.p, GmISU01.15G128600.1.p	AT3G12420.1, AT3G12410.1, AT3G12430.1, AT3G12460.1, AT3G12440.1, AT2G36110.1, AT3G12470.1
OG0000116	GmISU01.11G182000.1.p, GmISU01.20G057600.1.p, GmISU01.12G067500.1.p	AT1G07820.1
OG0000116	GmISU01.11G182100.1.p	AT3G45930.1
OG0000116	GmISU01.03G134100.1.p	AT5G59970.1
OG0000116	GmISU01.11G182200.1.p	AT1G07660.1
OG0000117	GmISU01.15G227700.1.p, GmISU01.15G227600.1.p, GmISU01.09G085100.1.p	AT1G70850.3, AT1G70850.1, AT1G70830.1, AT1G70830.4, AT1G70830.2, AT1G70850.2, AT1G70830.3, AT1G70830.5, AT1G70860.1, AT1G70880.1, AT1G70890.1, AT1G70840.1, AT1G23130.1, AT1G35310.1, AT1G35260.1, AT5G28010.1, AT5G28010.2, AT5G28000.1
OG0000118	GmISU01.08G243200.1.p	AT3G08690.1, AT3G08690.2, AT5G56150.1
OG0000118	GmISU01.12G029900.1.p	AT2G16740.1
OG0000118	GmISU01.18G163900.2.p	AT5G41700.2, AT5G41700.4, AT5G41700.5, AT5G41700.1
OG0000119	GmISU01.15G094300.1.p, GmISU01.15G094100.2.p, GmISU01.13G178500.1.p	AT3G23880.1
OG0000119	GmISU01.07G228000.3.p, GmISU01.07G228000.2.p, GmISU01.17G006900.1.p, GmISU01.15G106700.1.p, GmISU01.15G106700.6.p, GmISU01.15G106700.5.p, GmISU01.15G106700.4.p, GmISU01.15G106700.3.p, GmISU01.09G009800.4.p, GmISU01.09G009800.3.p, GmISU01.09G009800.2.p	AT4G22390.1, AT4G22390.2, AT4G12560.1, AT4G12560.3, AT4G12560.2
OG0000120	GmISU01.03G107300.3.p, GmISU01.03G107300.5.p, GmISU01.03G107300.2.p, GmISU01.03G107300.4.p, GmISU01.19G111900.4.p, GmISU01.19G111900.5.p, GmISU01.19G111900.3.p, GmISU01.19G111900.6.p	AT3G57880.4, AT3G57880.1, AT3G57880.2, AT3G57880.3, AT1G51570.1
OG0000120	GmISU01.11G119500.2.p, GmISU01.11G119500.3.p	AT5G12970.1
OG0000120	GmISU01.10G078200.1.p	AT5G06850.1
OG0000120	GmISU01.01G177300.4.p, GmISU01.01G177300.6.p, GmISU01.01G177300.5.p, GmISU01.01G177300.2.p, GmISU01.01G177300.7.p, GmISU01.01G177300.1.p, GmISU01.11G022000.1.p	AT4G11610.2, AT4G11610.1, AT4G11610.3
OG0000121	GmISU01.15G120100.5.p, GmISU01.15G120100.2.p, GmISU01.15G120100.4.p, GmISU01.15G120100.1.p, GmISU01.09G022200.2.p, GmISU01.09G022200.4.p, GmISU01.09G022200.3.p, GmISU01.09G022200.1.p	AT5G04885.3, AT5G04885.1, AT5G04885.2
OG0000121	GmISU01.10G087000.2.p, GmISU01.10G087000.5.p, GmISU01.10G087000.6.p, GmISU01.10G087000.4.p, GmISU01.10G087000.3.p, GmISU01.02G232200.2.p, GmISU01.02G232200.1.p, GmISU01.14G041600.2.p	AT5G20950.1, AT5G20950.2, AT5G20950.3, AT5G20940.1
OG0000122	GmISU01.04G123101.1.p	ATCG00350.1
OG0000123	GmISU01.19G078000.1.p	AT5G13930.1
OG0000124	GmISU01.02G120000.1.p, GmISU01.07G179000.1.p, GmISU01.02G119700.1.p, GmISU01.07G179100.1.p, GmISU01.07G179200.1.p, GmISU01.02G119600.1.p, GmISU01.02G119800.2.p, GmISU01.02G119800.1.p	AT3G48700.1, AT3G48690.1, AT2G03550.1, AT1G19190.1
OG0000124	GmISU01.04G035300.1.p, GmISU01.06G034500.1.p	AT1G47480.1
OG0000125	GmISU01.19G118500.1.p, GmISU01.03G113500.1.p	AT2G48020.4, AT2G48020.3, AT2G48020.1, AT2G48020.2
OG0000125	GmISU01.03G198600.5.p, GmISU01.03G198600.1.p, GmISU01.03G198600.3.p, GmISU01.03G198600.2.p, GmISU01.19G199700.1.p, GmISU01.19G200200.1.p, GmISU01.19G200200.2.p, GmISU01.03G199100.1.p	AT1G54730.2, AT1G54730.10, AT1G54730.6, AT1G54730.11, AT1G54730.7, AT1G54730.9, AT1G54730.8, AT1G54730.3, AT1G54730.4, AT1G54730.5, AT1G54730.1
OG0000125	GmISU01.15G092200.1.p, GmISU01.13G180800.1.p, GmISU01.13G180700.14.p, GmISU01.13G180700.10.p, GmISU01.13G180700.6.p, GmISU01.13G180700.13.p, GmISU01.13G180700.11.p, GmISU01.13G180700.12.p	AT5G18840.1
OG0000127	GmISU01.02G079500.1.p, GmISU01.18G236100.1.p	AT2G39060.1
OG0000127	GmISU01.08G008800.1.p, GmISU01.05G172000.1.p, GmISU01.06G153300.1.p, GmISU01.04G160400.1.p, GmISU01.06G153200.1.p, GmISU01.04G160500.1.p	AT5G50790.1
OG0000127	GmISU01.05G098600.2.p, GmISU01.05G098600.1.p, GmISU01.08G070700.1.p, GmISU01.08G321700.1.p, GmISU01.18G242000.1.p, GmISU01.18G241900.1.p, GmISU01.08G321800.1.p	AT5G13170.1
OG0000128	GmISU01.03G090000.2.p, GmISU01.03G090000.1.p, GmISU01.03G090000.3.p, GmISU01.08G209900.2.p, GmISU01.08G209900.1.p, GmISU01.07G000901.1.p, GmISU01.07G000901.2.p, GmISU01.07G000901.3.p, GmISU01.07G000901.4.p, GmISU01.03G089801.1.p, GmISU01.03G089700.2.p	AT1G78950.2, AT1G78950.1, AT1G78955.5, AT1G78955.4, AT1G78955.2, AT1G78955.3, AT1G78955.1, AT1G66960.3, AT1G66960.4, AT1G66960.2, AT1G66960.1, AT1G78960.5, AT1G78960.2, AT1G78960.3, AT1G78960.1, AT1G78960.4, AT1G78970.2, AT1G78970.1, AT1G78970.3
OG0000129	GmISU01.07G192300.1.p, GmISU01.07G192300.3.p, GmISU01.07G192300.2.p, GmISU01.07G192400.1.p	AT5G11210.8, AT5G11210.6, AT5G11210.7, AT5G11210.3, AT5G11210.10, AT5G11210.2, AT5G11210.4, AT5G11210.5, AT5G11210.1, AT5G11210.9, AT5G11210.11, AT5G11180.1, AT5G11180.2, AT2G24720.1, AT2G24710.1, AT2G24710.3, AT2G24710.2, AT5G27100.1, AT4G31710.2, AT4G31710.1, AT2G29100.2, AT2G29100.1, AT2G29110.1, AT2G29110.2, AT2G29120.1
OG0000131	GmISU01.07G035600.2.p, GmISU01.16G006100.1.p	AT1G72610.1
OG0000131	GmISU01.13G082000.1.p, GmISU01.17G045300.1.p, GmISU01.15G159200.1.p	AT5G20630.1
OG0000134	GmISU01.11G051200.1.p	AT4G37070.2, AT4G37070.3, AT4G37070.1, AT4G37070.4, AT4G37060.2, AT4G37060.1, AT4G37050.1
OG0000135	GmISU01.04G049400.3.p, GmISU01.04G049400.2.p	AT5G12000.1, AT5G12000.2, AT5G26150.1, AT5G26150.2
OG0000135	GmISU01.15G000500.2.p, GmISU01.15G000500.3.p, GmISU01.13G330000.1.p, GmISU01.13G330000.3.p, GmISU01.19G017566.1.p	AT1G78940.1, AT1G78940.3, AT1G78940.2, AT1G16760.2, AT1G16760.1
OG0000135	GmISU01.06G071600.2.p, GmISU01.06G071600.3.p, GmISU01.04G070600.2.p, GmISU01.04G070600.1.p, GmISU01.17G170700.1.p, GmISU01.14G115600.1.p, GmISU01.14G115600.2.p, GmISU01.14G115600.3.p, GmISU01.14G115600.4.p, GmISU01.17G170700.3.p, GmISU01.14G115600.5.p	AT4G31230.2, AT4G31230.1, AT2G24370.1
OG0000135	GmISU01.08G025100.1.p, GmISU01.05G188900.1.p	AT2G07020.1, AT5G35380.1
OG0000136	GmISU01.04G145600.2.p, GmISU01.06G168600.1.p, GmISU01.04G145600.1.p, GmISU01.05G031600.2.p, GmISU01.17G084400.1.p	AT5G62880.2, AT3G48040.2, AT5G62880.1, AT3G48040.1
OG0000136	GmISU01.07G172300.1.p	AT5G45970.1
OG0000136	GmISU01.02G042600.1.p, GmISU01.16G102100.1.p, GmISU01.11G072000.2.p, GmISU01.11G072000.1.p, GmISU01.01G127100.3.p, GmISU01.01G127100.1.p, GmISU01.01G127100.2.p	AT3G51300.1, AT4G35950.1, AT2G17800.1, AT2G17800.2
OG0000138	GmISU01.14G125200.1.p, GmISU01.20G147300.1.p, GmISU01.10G168700.1.p, GmISU01.02G089500.1.p, GmISU01.01G070500.1.p	AT1G13245.1, AT3G25717.1, AT1G68825.2, AT1G68825.1
OG0000138	GmISU01.08G235800.1.p, GmISU01.18G222901.1.p	AT1G67265.1, AT5G16023.1, AT3G02493.1
OG0000138	GmISU01.12G008400.1.p, GmISU01.09G185600.1.p	AT3G18518.1
OG0000138	GmISU01.08G023900.1.p	AT1G64585.1
OG0000138	GmISU01.11G074800.1.p, GmISU01.12G160700.1.p	AT4G35783.1
OG0000138	GmISU01.09G185900.1.p, GmISU01.12G008200.1.p	AT4G13395.1
OG0000138	GmISU01.16G013200.1.p, GmISU01.07G043600.1.p, GmISU01.03G219000.1.p	AT1G53708.1, AT3G14362.1
OG0000138	GmISU01.02G210800.1.p, GmISU01.14G063200.1.p	AT2G39705.1
OG0000138	GmISU01.11G199500.1.p, GmISU01.18G034900.1.p	AT3G55515.1
OG0000138	GmISU01.03G144000.1.p, GmISU01.19G147400.1.p, GmISU01.13G115300.1.p, GmISU01.10G052000.1.p	AT2G36985.1, AT3G53232.1
OG0000138	GmISU01.11G125200.1.p, GmISU01.12G055700.2.p	AT2G29125.1
OG0000139	GmISU01.11G122500.3.p, GmISU01.12G053100.1.p	AT3G46680.1, AT3G46650.1, AT3G46720.1, AT3G46700.1, AT3G46690.1, AT5G59590.1, AT5G59580.1, AT5G37950.1, AT5G37950.2, AT5G38010.1, AT5G38040.1, AT3G46660.1, AT3G46670.1
OG0000139	GmISU01.18G029700.1.p	AT3G11340.1, AT5G05900.1, AT5G05880.1, AT5G05890.1, AT5G05870.1, AT5G05860.1
OG0000139	GmISU01.11G204300.1.p, GmISU01.11G204400.1.p	AT3G55710.1, AT3G55700.1
OG0000140	GmISU01.20G071900.1.p, GmISU01.10G244400.1.p, GmISU01.20G071800.1.p, GmISU01.10G244500.1.p, GmISU01.20G071700.1.p, GmISU01.10G244600.2.p, GmISU01.20G009300.1.p, GmISU01.07G148500.2.p, GmISU01.07G148500.1.p, GmISU01.20G009200.1.p, GmISU01.10G244300.1.p, GmISU01.20G072000.1.p	AT5G23370.1, AT5G23350.1, AT5G23360.1, AT5G08350.1
OG0000142	GmISU01.09G214000.1.p	AT1G61180.2, AT1G61310.1, AT1G61300.1, AT1G61300.2, AT1G61190.4, AT1G61190.1, AT1G61190.3, AT1G61190.2, AT1G61180.1, AT5G63020.1, AT1G12290.1, AT1G12290.2, AT1G12290.4, AT1G12290.3, AT1G12210.2, AT1G12210.3, AT1G12210.1, AT1G12280.1, AT1G12280.2, AT1G12220.3, AT1G12220.1, AT1G12220.2, AT4G10780.1, AT4G10780.2, AT1G63350.3, AT1G63360.1, AT1G63360.2, AT1G62630.1, AT1G63350.4, AT1G63350.2, AT1G63350.1, AT4G26090.1
OG0000143	GmISU01.13G063200.1.p, GmISU01.14G144700.1.p, GmISU01.14G144500.2.p, GmISU01.14G144500.1.p, GmISU01.14G144600.1.p, GmISU01.14G144800.1.p, GmISU01.06G093400.2.p, GmISU01.06G093400.1.p, GmISU01.06G093400.3.p, GmISU01.13G037100.1.p, GmISU01.15G051100.1.p	AT1G22370.2, AT1G22370.1, AT1G22380.1, AT1G22400.1, AT1G22360.2, AT1G22360.1, AT1G22340.1
OG0000144	GmISU01.08G175000.2.p, GmISU01.08G175000.3.p, GmISU01.08G175000.1.p, GmISU01.12G139600.1.p, GmISU01.12G139600.2.p	AT1G60940.1, AT1G60940.2, AT1G10940.2, AT1G10940.1
OG0000144	GmISU01.02G175500.2.p, GmISU01.02G175500.1.p, GmISU01.14G145300.1.p, GmISU01.08G124200.1.p	AT1G78290.3, AT1G78290.2
OG0000145	GmISU01.09G218200.1.p, GmISU01.03G012300.1.p, GmISU01.07G067400.1.p, GmISU01.18G176100.1.p, GmISU01.03G012400.1.p, GmISU01.07G067600.1.p, GmISU01.18G175800.1.p, GmISU01.09G218400.1.p, GmISU01.03G012200.2.p, GmISU01.03G012200.3.p, GmISU01.03G012200.1.p, GmISU01.07G067900.3.p, GmISU01.07G067900.1.p, GmISU01.07G067900.2.p, GmISU01.07G067300.3.p, GmISU01.07G067300.1.p, GmISU01.07G067700.4.p	AT2G24190.2, AT2G24190.1, AT3G61220.3, AT3G61220.2, AT3G61220.1, AT1G01800.1, AT1G01800.2
OG0000146	GmISU01.14G059100.1.p, GmISU01.02G214800.1.p	AT1G53540.1, AT3G46230.1, AT5G59720.1
OG0000146	GmISU01.13G147600.1.p, GmISU01.07G169700.1.p, GmISU01.07G170000.1.p, GmISU01.07G169800.1.p, GmISU01.07G169600.1.p, GmISU01.07G170200.1.p, GmISU01.13G147300.1.p, GmISU01.13G147100.1.p, GmISU01.13G147500.1.p, GmISU01.08G062900.1.p, GmISU01.08G062800.1.p, GmISU01.08G063100.1.p, GmISU01.06G144500.1.p	AT2G29500.1
OG0000147	GmISU01.19G045500.1.p	AT3G27470.3, AT3G27470.2, AT3G27470.5, AT3G27470.4, AT3G27470.1
OG0000147	GmISU01.11G221500.1.p, GmISU01.11G221500.4.p, GmISU01.11G221500.2.p, GmISU01.11G221500.3.p, GmISU01.18G012800.2.p, GmISU01.18G012800.5.p, GmISU01.18G012800.6.p, GmISU01.18G012800.1.p, GmISU01.18G012800.4.p, GmISU01.05G147100.5.p, GmISU01.05G147100.4.p, GmISU01.05G147100.6.p, GmISU01.05G147100.2.p, GmISU01.05G147100.1.p, GmISU01.05G147100.3.p, GmISU01.08G122900.1.p	AT1G67850.2, AT1G67850.1, AT1G67850.6, AT1G67850.7, AT1G67850.3, AT1G67850.5, AT1G67850.4
OG0000147	GmISU01.12G143700.1.p	AT2G28310.3, AT2G28310.2, AT2G28310.1, AT1G08040.1, AT1G08040.2, AT1G08040.4, AT1G08040.3
OG0000148	GmISU01.12G056800.5.p, GmISU01.12G056800.2.p, GmISU01.11G126100.1.p	AT1G07530.1, AT2G29060.1, AT2G29060.2
OG0000148	GmISU01.03G049300.2.p, GmISU01.03G049300.3.p, GmISU01.07G117200.3.p, GmISU01.07G117200.2.p, GmISU01.07G117200.6.p, GmISU01.07G117200.1.p, GmISU01.07G117200.4.p, GmISU01.07G117200.5.p, GmISU01.07G117200.8.p, GmISU01.18G136500.13.p, GmISU01.18G136500.6.p, GmISU01.18G136500.9.p, GmISU01.18G136500.11.p, GmISU01.18G136500.2.p, GmISU01.18G136500.10.p	AT2G37650.1, AT2G37650.2
OG0000149	GmISU01.17G191700.4.p, GmISU01.17G191700.5.p, GmISU01.17G191700.6.p, GmISU01.17G191700.1.p, GmISU01.17G191700.3.p, GmISU01.14G096900.1.p, GmISU01.14G096900.2.p	AT4G31810.1
OG0000149	GmISU01.16G071800.4.p, GmISU01.16G071800.1.p, GmISU01.16G071800.3.p, GmISU01.16G071800.5.p	AT2G30660.1, AT2G30660.2, AT2G30650.2, AT2G30650.1, AT5G65940.2, AT5G65940.3, AT5G65940.1, AT5G65940.4
OG0000152	GmISU01.03G135100.1.p, GmISU01.19G138400.1.p	AT2G37470.1, AT3G53650.1
OG0000152	GmISU01.13G104500.1.p, GmISU01.13G281500.1.p	AT5G02570.1
OG0000153	GmISU01.10G045200.1.p, GmISU01.10G045200.2.p, GmISU01.19G142800.1.p, GmISU01.19G142800.3.p	AT3G53340.4, AT3G53340.3, AT3G53340.2, AT2G37060.3, AT2G37060.1, AT2G37060.2, AT3G53340.5, AT3G53340.1
OG0000153	GmISU01.02G258800.1.p, GmISU01.18G069600.1.p, GmISU01.08G293500.1.p, GmISU01.03G070300.1.p	AT5G47640.1
OG0000153	GmISU01.15G109900.1.p, GmISU01.09G013200.1.p	AT4G14540.1
OG0000153	GmISU01.05G163700.1.p, GmISU01.08G000900.1.p	AT2G13570.1
OG0000154	GmISU01.01G150900.2.p, GmISU01.01G150900.1.p	AT3G62290.2, AT3G62290.3, AT3G62290.1
