"","...1","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","Module"
"336",71,"GO:0009910","negative regulation of flower development",31,9,3.04,"0.00092","2"
"337",72,"GO:0034968","histone lysine methylation",63,17,6.18,"0.00092","2"
"338",73,"GO:0031324","negative regulation of cellular metabolic process",333,67,32.66,"0.00096","2"
"339",74,"GO:0010033","response to organic substance",1481,184,145.26,"0.00096","2"
"340",75,"GO:0010154","fruit development",820,138,80.43,"0.00103","2"
"341",76,"GO:0009787","regulation of abscisic acid-activated signaling pathway",72,15,7.06,"0.00108","2"
"342",77,"GO:0009909","regulation of flower development",107,28,10.49,"0.00141","2"
"343",78,"GO:0009616","RNAi-mediated antiviral immune response",11,5,1.08,"0.00142","2"
"344",79,"GO:0048193","Golgi vesicle transport",116,27,11.38,"0.00146","2"
"345",80,"GO:0010118","stomatal movement",105,19,10.3,"0.00154","2"
"346",81,"GO:0031124","mRNA 3'-end processing",26,12,2.55,"0.00154","2"
"347",82,"GO:0016482","cytosolic transport",16,6,1.57,"0.00155","2"
"348",83,"GO:0006897","endocytosis",53,12,5.2,"0.00157","2"
"349",84,"GO:0034497","protein localization to phagophore assembly site",7,4,0.69,"0.00157","2"
"350",85,"GO:0009790","embryo development",518,92,50.81,"0.00165","2"
"351",86,"GO:0017148","negative regulation of translation",47,11,4.61,"0.00183","2"
"352",87,"GO:0044265","cellular macromolecule catabolic process",347,70,34.03,"0.00185","2"
"353",88,"GO:0009651","response to salt stress",316,46,30.99,"0.00186","2"
"354",89,"GO:0048507","meristem development",279,39,27.36,"0.00188","2"
"355",90,"GO:0006906","vesicle fusion",34,9,3.33,"0.00189","2"
"356",91,"GO:0043488","regulation of mRNA stability",34,9,3.33,"0.00189","2"
"357",92,"GO:0006397","mRNA processing",215,51,21.09,"0.00195","2"
"358",93,"GO:0006281","DNA repair",236,34,23.15,"0.00216","2"
"359",94,"GO:0045036","protein targeting to chloroplast",37,12,3.63,"0.00218","2"
"360",95,"GO:0070417","cellular response to cold",17,6,1.67,"0.00222","2"
"361",96,"GO:1900150","regulation of defense response to fungus",17,6,1.67,"0.00222","2"
"362",97,"GO:0045324","late endosome to vacuole transport",35,9,3.43,"0.00235","2"
"363",98,"GO:1901672","positive regulation of systemic acquired resistance",4,3,0.39,"0.00241","2"
"364",99,"GO:1902446","regulation of shade avoidance",4,3,0.39,"0.00241","2"
"365",100,"GO:0080009","mRNA methylation",4,3,0.39,"0.00241","2"
"366",101,"GO:0000491","small nucleolar ribonucleoprotein complex assembly",4,3,0.39,"0.00241","2"
"367",102,"GO:0099022","vesicle tethering",4,3,0.39,"0.00241","2"
"368",103,"GO:1902066","regulation of cell wall pectin metabolic process",4,3,0.39,"0.00241","2"
"369",104,"GO:0043489","RNA stabilization",4,3,0.39,"0.00241","2"
"370",105,"GO:0044805","late nucleophagy",4,3,0.39,"0.00241","2"
"371",106,"GO:0051301","cell division",320,43,31.39,"0.00245","2"
"372",107,"GO:0051640","organelle localization",98,23,9.61,"0.00249","2"
"373",108,"GO:0048585","negative regulation of response to stimulus",135,25,13.24,"0.00251","2"
"374",109,"GO:0044087","regulation of cellular component biogenesis",78,15,7.65,"0.00251","2"
"375",110,"GO:0072593","reactive oxygen species metabolic process",71,14,6.96,"0.00271","2"
"376",111,"GO:0009555","pollen development",231,33,22.66,"0.00285","2"
"377",112,"GO:0007010","cytoskeleton organization",187,28,18.34,"0.00292","2"
"378",113,"GO:0030050","vesicle transport along actin filament",8,4,0.78,"0.00293","2"
"379",114,"GO:0016973","poly(A)+ mRNA export from nucleus",8,4,0.78,"0.00293","2"
"380",115,"GO:0006468","protein phosphorylation",469,72,46,"0.00298","2"
"381",116,"GO:0009294","DNA-mediated transformation",18,6,1.77,"0.00309","2"
"382",117,"GO:0016575","histone deacetylation",18,6,1.77,"0.00309","2"
"383",118,"GO:0016043","cellular component organization",1681,267,164.87,"0.00311","2"
"384",119,"GO:0009888","tissue development",855,113,83.86,"0.00316","2"
"385",120,"GO:0009911","positive regulation of flower development",30,8,2.94,"0.00318","2"
"386",121,"GO:0010256","endomembrane system organization",76,19,7.45,"0.00321","2"
"387",122,"GO:0080090","regulation of primary metabolic process",1299,223,127.41,"0.00322","2"
"388",123,"GO:0006306","DNA methylation",33,12,3.24,"0.00324","2"
"389",124,"GO:0035556","intracellular signal transduction",232,36,22.75,"0.00335","2"
"390",125,"GO:0051054","positive regulation of DNA metabolic process",13,5,1.28,"0.00342","2"
"391",126,"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process",13,5,1.28,"0.00342","2"
"392",127,"GO:0006893","Golgi to plasma membrane transport",13,5,1.28,"0.00342","2"
"393",128,"GO:0090056","regulation of chlorophyll metabolic process",13,5,1.28,"0.00342","2"
"394",129,"GO:0065007","biological regulation",3672,568,360.15,"0.00358","2"
"395",130,"GO:0008380","RNA splicing",212,46,20.79,"0.00360","2"
"396",131,"GO:0006508","proteolysis",432,71,42.37,"0.00367","2"
"397",132,"GO:0048856","anatomical structure development",2822,430,276.78,"0.00419","2"
"398",133,"GO:0006368","transcription elongation by RNA polymerase II promoter",19,6,1.86,"0.00419","2"
"399",134,"GO:1902074","response to salt",19,6,1.86,"0.00419","2"
"400",135,"GO:0010090","trichome morphogenesis",52,11,5.1,"0.00427","2"
"401",136,"GO:0036503","ERAD pathway",38,9,3.73,"0.00429","2"
"402",137,"GO:0010015","root morphogenesis",293,39,28.74,"0.00447","2"
"403",138,"GO:0097435","supramolecular fiber organization",107,18,10.49,"0.00457","2"
"404",139,"GO:0048467","gynoecium development",60,12,5.88,"0.00470","2"
"405",140,"GO:0000045","autophagosome assembly",21,9,2.06,"0.00489","2"
"406",141,"GO:0061014","positive regulation of mRNA catabolic process",32,8,3.14,"0.00490","2"
"407",142,"GO:1901001","negative regulation of response to salt stress",9,4,0.88,"0.00492","2"
"408",143,"GO:0000966","RNA 5'-end processing",9,4,0.88,"0.00492","2"
"409",144,"GO:1900056","negative regulation of leaf senescence",9,4,0.88,"0.00492","2"
"410",145,"GO:0007009","plasma membrane organization",9,4,0.88,"0.00492","2"
"411",146,"GO:1900368","regulation of post-transcriptional gene silencing by RNA",9,4,0.88,"0.00492","2"
"412",147,"GO:0006075","(1->3)-beta-D-glucan biosynthetic process",9,4,0.88,"0.00492","2"
"413",148,"GO:0140029","exocytic process",9,4,0.88,"0.00492","2"
"414",149,"GO:0010187","negative regulation of seed germination",14,5,1.37,"0.00495","2"
"415",150,"GO:0032786","positive regulation of DNA-templated transcription, elongation",14,5,1.37,"0.00495","2"
"416",151,"GO:0016050","vesicle organization",75,20,7.36,"0.00495","2"
"417",152,"GO:0006810","transport",1207,194,118.38,"0.00497","2"
"418",153,"GO:0010029","regulation of seed germination",53,14,5.2,"0.00506","2"
"419",154,"GO:0009908","flower development",361,65,35.41,"0.00509","2"
"420",155,"GO:0006355","regulation of DNA-templated transcription",911,147,89.35,"0.00536","2"
"421",156,"GO:0033036","macromolecule localization",529,107,51.88,"0.00546","2"
"422",157,"GO:0045037","protein import into chloroplast stroma",20,6,1.96,"0.00555","2"
"423",158,"GO:0019222","regulation of metabolic process",1867,339,183.12,"0.00556","2"
"424",159,"GO:0010343","singlet oxygen-mediated programmed cell death",5,3,0.49,"0.00565","2"
"425",160,"GO:1901654","response to ketone",5,3,0.49,"0.00565","2"
"426",161,"GO:0031087","deadenylation-independent decapping of nuclear-transcribed mRNA",5,3,0.49,"0.00565","2"
"427",162,"GO:0031048","small non-coding RNA-dependent heterochromatin formation",5,3,0.49,"0.00565","2"
"428",163,"GO:0018107","peptidyl-threonine phosphorylation",5,3,0.49,"0.00565","2"
"429",164,"GO:0061912","selective autophagy",5,3,0.49,"0.00565","2"
"430",165,"GO:0070920","regulation of production of small RNA involved in gene silencing by RNA",5,3,0.49,"0.00565","2"
"431",166,"GO:0009630","gravitropism",54,11,5.3,"0.00577","2"
"432",167,"GO:0009631","cold acclimation",33,8,3.24,"0.00599","2"
"433",168,"GO:0022604","regulation of cell morphogenesis",62,12,6.08,"0.00619","2"
"434",169,"GO:0006139","nucleobase-containing compound metabolic process",2287,358,224.31,"0.00637","2"
"435",170,"GO:0009267","cellular response to starvation",86,15,8.43,"0.00654","2"
"436",171,"GO:0016071","mRNA metabolic process",311,77,30.5,"0.00672","2"
"437",172,"GO:0031325","positive regulation of cellular metabolic process",396,76,38.84,"0.00687","2"
"438",173,"GO:0006672","ceramide metabolic process",15,5,1.47,"0.00690","2"
"439",174,"GO:0006886","intracellular protein transport",296,60,29.03,"0.00708","2"
"440",175,"GO:0006405","RNA export from nucleus",29,10,2.84,"0.00712","2"
"441",176,"GO:0046903","secretion",50,13,4.9,"0.00718","2"
"442",177,"GO:0010016","shoot system morphogenesis",146,22,14.32,"0.00720","2"
"443",178,"GO:0046283","anthocyanin-containing compound metabolic process",34,8,3.33,"0.00725","2"
"444",179,"GO:0010966","regulation of phosphate transport",2,2,0.2,"0.00747","2"
"445",180,"GO:0051099","positive regulation of binding",2,2,0.2,"0.00747","2"
"446",181,"GO:0006431","methionyl-tRNA aminoacylation",2,2,0.2,"0.00747","2"
"447",182,"GO:0006438","valyl-tRNA aminoacylation",2,2,0.2,"0.00747","2"
"448",183,"GO:0010265","SCF complex assembly",2,2,0.2,"0.00747","2"
"449",184,"GO:0032790","ribosome disassembly",2,2,0.2,"0.00747","2"
"450",185,"GO:0090213","regulation of radial pattern formation",2,2,0.2,"0.00747","2"
"451",186,"GO:0010098","suspensor development",2,2,0.2,"0.00747","2"
"452",187,"GO:2000615","regulation of histone H3-K9 acetylation",2,2,0.2,"0.00747","2"
"453",188,"GO:1990116","ribosome-associated ubiquitin-dependent protein catabolic process",2,2,0.2,"0.00747","2"
"454",189,"GO:0036257","multivesicular body organization",2,2,0.2,"0.00747","2"
"455",190,"GO:0044248","cellular catabolic process",862,143,84.54,"0.00776","2"
"456",191,"GO:0061024","membrane organization",174,33,17.07,"0.00809","2"
"457",192,"GO:0045814","negative regulation of gene expression, epigenetic",33,10,3.24,"0.00825","2"
"458",193,"GO:0009736","cytokinin-activated signaling pathway",28,7,2.75,"0.00834","2"
"459",194,"GO:0007033","vacuole organization",56,17,5.49,"0.00841","2"
"460",195,"GO:0009892","negative regulation of metabolic process",679,137,66.6,"0.00852","2"
"461",196,"GO:0032879","regulation of localization",83,19,8.14,"0.00878","2"
"462",197,"GO:0019637","organophosphate metabolic process",355,50,34.82,"0.00895","2"
"463",198,"GO:0009867","jasmonic acid mediated signaling pathway",73,13,7.16,"0.00919","2"
"464",199,"GO:0006891","intra-Golgi vesicle-mediated transport",22,6,2.16,"0.00920","2"
"465",200,"GO:0046854","phosphatidylinositol phosphate biosynthetic process",19,8,1.86,"0.00924","2"
"466",201,"GO:0032885","regulation of polysaccharide biosynthetic process",19,8,1.86,"0.00924","2"
"467",202,"GO:0010104","regulation of ethylene-activated signaling pathway",16,5,1.57,"0.00933","2"
"468",203,"GO:2000762","regulation of phenylpropanoid metabolic process",16,5,1.57,"0.00933","2"
"469",204,"GO:2000012","regulation of auxin polar transport",16,5,1.57,"0.00933","2"
"470",205,"GO:1901700","response to oxygen-containing compound",1333,156,130.74,"0.00936","2"
"471",206,"GO:0006796","phosphate-containing compound metabolic process",959,137,94.06,"0.00937","2"
"472",207,"GO:0005982","starch metabolic process",50,10,4.9,"0.00948","2"
"473",208,"GO:0016036","cellular response to phosphate starvation",43,9,4.22,"0.01005","2"
"474",209,"GO:0050779","RNA destabilization",29,7,2.84,"0.01019","2"
"475",210,"GO:0061157","mRNA destabilization",29,7,2.84,"0.01019","2"
"476",211,"GO:2000377","regulation of reactive oxygen species metabolic process",29,7,2.84,"0.01019","2"
"477",212,"GO:0048518","positive regulation of biological process",772,157,75.72,"0.01020","2"
"478",213,"GO:0048584","positive regulation of response to stimulus",120,21,11.77,"0.01038","2"
"479",214,"GO:0031330","negative regulation of cellular catabolic process",10,6,0.98,"0.01051","2"
"480",215,"GO:0009303","rRNA transcription",6,3,0.59,"0.01057","2"
"481",216,"GO:0051569","regulation of histone H3-K4 methylation",6,3,0.59,"0.01057","2"
"482",217,"GO:0000972","transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery",6,3,0.59,"0.01057","2"
"483",218,"GO:2000896","amylopectin metabolic process",6,3,0.59,"0.01057","2"
"484",219,"GO:0010021","amylopectin biosynthetic process",6,3,0.59,"0.01057","2"
"485",220,"GO:0051176","positive regulation of sulfur metabolic process",6,3,0.59,"0.01057","2"
"486",221,"GO:0072665","protein localization to vacuole",39,15,3.83,"0.01093","2"
"487",222,"GO:0072666","establishment of protein localization to vacuole",39,15,3.83,"0.01093","2"
"488",223,"GO:0030154","cell differentiation",611,75,59.93,"0.01094","2"
"489",224,"GO:0043933","protein-containing complex organization",375,50,36.78,"0.01101","2"
"490",225,"GO:0010380","regulation of chlorophyll biosynthetic process",11,4,1.08,"0.01119","2"
"491",226,"GO:0032968","positive regulation of transcription elongation by RNA polymerase II",11,4,1.08,"0.01119","2"
"492",227,"GO:0042147","retrograde transport, endosome to Golgi",11,4,1.08,"0.01119","2"
"493",228,"GO:0010562","positive regulation of phosphorus metabolic process",11,4,1.08,"0.01119","2"
"494",229,"GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",11,4,1.08,"0.01119","2"
"495",230,"GO:0098781","ncRNA transcription",11,4,1.08,"0.01119","2"
"496",231,"GO:0045937","positive regulation of phosphate metabolic process",11,4,1.08,"0.01119","2"
"497",232,"GO:0031327","negative regulation of cellular biosynthetic process",237,50,23.24,"0.01122","2"
"498",233,"GO:0044093","positive regulation of molecular function",61,13,5.98,"0.01125","2"
"499",234,"GO:0019750","chloroplast localization",23,6,2.26,"0.01156","2"
"500",235,"GO:0060341","regulation of cellular localization",23,6,2.26,"0.01156","2"
"501",236,"GO:0006996","organelle organization",1030,157,101.02,"0.01165","2"
"502",237,"GO:0000375","RNA splicing, via transesterification reactions",165,39,16.18,"0.01167","2"
"503",238,"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",165,39,16.18,"0.01167","2"
"504",239,"GO:0009624","response to nematode",44,9,4.32,"0.01169","2"
"505",240,"GO:0009314","response to radiation",1045,143,102.49,"0.01178","2"
"506",241,"GO:0032940","secretion by cell",46,12,4.51,"0.01206","2"
"507",242,"GO:0000398","mRNA splicing, via spliceosome",141,31,13.83,"0.01220","2"
"508",243,"GO:0010114","response to red light",37,8,3.63,"0.01224","2"
"509",244,"GO:0090305","nucleic acid phosphodiester bond hydrolysis",57,13,5.59,"0.01231","2"
"510",245,"GO:1901699","cellular response to nitrogen compound",30,7,2.94,"0.01233","2"
"511",246,"GO:0009733","response to auxin",190,26,18.64,"0.01287","2"
"512",247,"GO:0009657","plastid organization",224,42,21.97,"0.01298","2"
"513",248,"GO:0006401","RNA catabolic process",80,22,7.85,"0.01370","2"
"514",249,"GO:0065003","protein-containing complex assembly",331,45,32.46,"0.01376","2"
"515",250,"GO:0065008","regulation of biological quality",560,74,54.92,"0.01404","2"
"516",251,"GO:0051171","regulation of nitrogen compound metabolic process",1268,215,124.37,"0.01411","2"
"517",252,"GO:1905421","regulation of plant organ morphogenesis",24,6,2.35,"0.01431","2"
"518",253,"GO:0051644","plastid localization",24,6,2.35,"0.01431","2"
"519",254,"GO:0043087","regulation of GTPase activity",24,6,2.35,"0.01431","2"
"520",255,"GO:0010091","trichome branching",24,6,2.35,"0.01431","2"
"521",256,"GO:0031348","negative regulation of defense response",38,8,3.73,"0.01436","2"
"522",257,"GO:0010468","regulation of gene expression",1255,234,123.09,"0.01472","2"
"523",258,"GO:0034605","cellular response to heat",46,9,4.51,"0.01556","2"
"524",259,"GO:0098659","inorganic cation import across plasma membrane",12,4,1.18,"0.01566","2"
"525",260,"GO:0015914","phospholipid transport",12,4,1.18,"0.01566","2"
"526",261,"GO:0097035","regulation of membrane lipid distribution",12,4,1.18,"0.01566","2"
"527",262,"GO:1901463","regulation of tetrapyrrole biosynthetic process",12,4,1.18,"0.01566","2"
"528",263,"GO:0009649","entrainment of circadian clock",12,4,1.18,"0.01566","2"
"529",264,"GO:0009958","positive gravitropism",18,5,1.77,"0.01583","2"
"530",265,"GO:0051568","histone H3-K4 methylation",18,5,1.77,"0.01583","2"
"531",266,"GO:0009894","regulation of catabolic process",92,25,9.02,"0.01583","2"
"532",267,"GO:0048827","phyllome development",420,65,41.19,"0.01591","2"
"533",268,"GO:0031323","regulation of cellular metabolic process",1446,246,141.82,"0.01616","2"
"534",269,"GO:0006402","mRNA catabolic process",64,18,6.28,"0.01694","2"
"535",270,"GO:0016236","macroautophagy",28,12,2.75,"0.01704","2"
"536",271,"GO:0009895","negative regulation of catabolic process",11,6,1.08,"0.01721","2"
"537",272,"GO:0016049","cell growth",344,46,33.74,"0.01729","2"
"538",273,"GO:0006353","DNA-templated transcription termination",7,3,0.69,"0.01731","2"
"539",274,"GO:0006904","vesicle docking involved in exocytosis",7,3,0.69,"0.01731","2"
"540",275,"GO:0031929","TOR signaling",7,3,0.69,"0.01731","2"
"541",276,"GO:0009861","jasmonic acid and ethylene-dependent systemic resistance",7,3,0.69,"0.01731","2"
"542",277,"GO:0010072","primary shoot apical meristem specification",7,3,0.69,"0.01731","2"
