Orthogroup	D_muscipula.proteins	P_amilis.proteins
OG0000103	Dm_00020702-RA	FUN_046694-T1, FUN_046694-T2, FUN_011723-T1, FUN_046785-T1
OG0000103	Dm_00001448-RA	FUN_008761-T1, FUN_008761-T2
OG0000104	Dm_00012898-RA	FUN_020265-T1
OG0000104	Dm_00001406-RA	FUN_022997-T1
OG0000105	Dm_00001881-RA	FUN_046429-T1, FUN_046432-T1
OG0000105	Dm_00000769-RA, Dm_00001787-RA	FUN_039134-T1
OG0000105	Dm_00006766-RA	FUN_049962-T1
OG0000107	Dm_00002832-RA, Dm_00001602-RA	FUN_020121-T2, FUN_020121-T1
OG0000107	Dm_00001603-RA	FUN_033480-T2, FUN_033480-T1, FUN_020090-T1
OG0000108	Dm_00018091-RA, Dm_00012144-RA, Dm_00009382-RA	FUN_005434-T3, FUN_005434-T2, FUN_005434-T1, FUN_005432-T1, FUN_013601-T2, FUN_013601-T3, FUN_013601-T1
OG0000108	Dm_00014168-RA	FUN_034902-T1
OG0000109	Dm_00003433-RA	FUN_050760-T1, FUN_002160-T1, FUN_002160-T2
OG0000109	Dm_00007914-RA	FUN_031066-T1, FUN_025571-T1
OG0000109	Dm_00012182-RA	FUN_038539-T1
OG0000110	Dm_00010771-RA	FUN_020206-T1
OG0000110	Dm_00016846-RA	FUN_043352-T1, FUN_027217-T1
OG0000111	Dm_00013661-RA	FUN_020625-T1, FUN_048229-T1, FUN_021866-T1, FUN_017604-T1, FUN_029836-T1, FUN_050868-T1, FUN_029624-T1, FUN_042134-T1, FUN_010864-T1, FUN_040742-T1, FUN_025786-T1, FUN_023316-T1, FUN_035362-T1, FUN_042114-T1, FUN_016556-T1, FUN_024443-T1, FUN_022466-T1, FUN_009322-T1, FUN_051260-T1, FUN_029045-T1, FUN_009036-T1, FUN_028182-T1, FUN_017657-T1, FUN_014807-T1, FUN_010413-T1, FUN_045177-T1, FUN_034639-T1, FUN_023089-T1, FUN_000131-T1, FUN_040210-T1, FUN_042135-T1, FUN_014808-T1, FUN_002107-T1, FUN_006292-T1, FUN_005765-T1, FUN_026587-T1, FUN_022819-T1, FUN_042235-T1, FUN_027757-T1, FUN_022478-T1, FUN_052661-T1, FUN_047878-T1, FUN_044714-T1, FUN_050452-T1, FUN_015488-T1, FUN_031127-T1, FUN_019408-T1, FUN_048243-T1, FUN_006377-T1, FUN_052993-T1, FUN_043602-T1, FUN_045885-T1, FUN_000128-T1, FUN_044382-T1, FUN_036609-T1, FUN_042236-T1, FUN_039251-T1, FUN_022824-T1, FUN_051120-T1, FUN_044508-T1, FUN_029307-T1, FUN_023408-T1, FUN_000029-T1, FUN_008628-T1, FUN_009124-T1, FUN_009738-T1, FUN_039807-T1, FUN_031482-T1, FUN_031589-T1, FUN_013591-T1, FUN_037562-T1, FUN_028915-T1, FUN_047753-T1, FUN_050409-T1, FUN_029704-T1, FUN_029705-T1, FUN_003030-T1, FUN_008848-T1, FUN_027891-T1, FUN_010354-T1, FUN_000448-T1, FUN_000326-T1, FUN_022680-T1, FUN_008238-T1, FUN_030880-T1, FUN_031561-T1, FUN_021643-T1, FUN_031585-T1, FUN_051365-T1, FUN_023098-T1, FUN_040262-T1, FUN_002381-T1, FUN_006221-T1, FUN_027862-T1, FUN_006562-T1, FUN_008894-T1, FUN_009619-T1, FUN_025903-T1, FUN_028870-T1, FUN_028181-T1, FUN_028913-T1, FUN_023411-T1, FUN_027549-T1, FUN_018173-T1, FUN_009902-T1, FUN_008052-T1, FUN_021366-T1, FUN_001037-T1, FUN_003061-T1
OG0000113	Dm_00006694-RA, Dm_00006695-RA	FUN_040152-T1, FUN_040153-T1
OG0000113	Dm_00006693-RA	FUN_040158-T1, FUN_040160-T1, FUN_040163-T1, FUN_040162-T1
OG0000114	Dm_00013880-RA	FUN_008529-T1, FUN_008532-T1, FUN_008538-T1, FUN_008540-T1, FUN_035476-T1, FUN_035471-T1, FUN_035477-T1, FUN_035473-T1, FUN_035478-T2, FUN_035478-T1, FUN_035478-T3, FUN_046590-T1, FUN_046591-T1, FUN_021823-T2, FUN_021823-T1, FUN_030024-T1, FUN_027385-T1
OG0000115	Dm_00005936-RA, Dm_00005937-RA	FUN_033974-T3, FUN_033974-T2, FUN_033974-T1, FUN_016159-T1
OG0000115	Dm_00015940-RA, Dm_00015939-RA, Dm_00008526-RA, Dm_00005665-RA, Dm_00005666-RA	FUN_043606-T1, FUN_043605-T1
OG0000116	Dm_00014421-RA, Dm_00016555-RA, Dm_00004779-RA, Dm_00008694-RA	FUN_011257-T1
OG0000118	Dm_00001565-RA	FUN_018231-T1, FUN_037349-T1, FUN_024743-T1
OG0000118	Dm_00002039-RA, Dm_00015779-RA	FUN_008995-T1, FUN_013730-T1, FUN_013730-T2
OG0000118	Dm_00006495-RA	FUN_031123-T1, FUN_051972-T1
OG0000120	Dm_00019247-RA	FUN_004771-T1, FUN_032956-T1
OG0000120	Dm_00008637-RA	FUN_004748-T1
OG0000120	Dm_00017614-RA	FUN_049140-T1, FUN_037205-T1
OG0000120	Dm_00017973-RA	FUN_040842-T1
OG0000121	Dm_00018618-RA	FUN_022170-T1, FUN_042012-T1
OG0000121	Dm_00014597-RA	FUN_008752-T5, FUN_008752-T1, FUN_008752-T2, FUN_008753-T1, FUN_008752-T4, FUN_039944-T1
OG0000121	Dm_00021095-RA	FUN_008752-T3
OG0000122	Dm_00009338-RA	FUN_022901-T1
OG0000123	Dm_00020844-RA	FUN_020427-T1, FUN_020425-T1, FUN_041852-T1, FUN_041857-T1, FUN_041858-T1, FUN_041856-T1, FUN_041647-T1, FUN_003771-T1
OG0000124	Dm_00007112-RA	FUN_042202-T1
OG0000125	Dm_00004819-RA	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3
OG0000125	Dm_00000561-RA	FUN_000423-T2, FUN_000423-T1, FUN_000424-T1
OG0000125	Dm_00019657-RA	FUN_033204-T1, FUN_033204-T2
OG0000126	Dm_00000361-RA, Dm_00016740-RA, Dm_00011436-RA, Dm_00008990-RA, Dm_00016735-RA, Dm_00010571-RA, Dm_00015900-RA, Dm_00018285-RA, Dm_00012242-RA, Dm_00020196-RA, Dm_00008378-RA, Dm_00010641-RA, Dm_00017870-RA, Dm_00017344-RA, Dm_00007714-RA, Dm_00016477-RA, Dm_00013903-RA, Dm_00014573-RA, Dm_00005711-RA, Dm_00018317-RA, Dm_00018185-RA, Dm_00004452-RA, Dm_00011635-RA, Dm_00013614-RA, Dm_00019586-RA, Dm_00003267-RA, Dm_00013189-RA, Dm_00015995-RA, Dm_00015390-RA, Dm_00013188-RA, Dm_00005848-RA, Dm_00009927-RA	FUN_032490-T1
OG0000127	Dm_00001228-RA	FUN_036806-T1, FUN_051586-T1
OG0000127	Dm_00006084-RA	FUN_042852-T1, FUN_024673-T1, FUN_024672-T1, FUN_024676-T1
OG0000127	Dm_00000969-RA, Dm_00000275-RA, Dm_00000966-RA, Dm_00015587-RA	FUN_046971-T1, FUN_011383-T1
OG0000129	Dm_00018929-RA, Dm_00010360-RA	FUN_008279-T1
OG0000129	Dm_00019326-RA	FUN_008282-T1
OG0000131	Dm_00020931-RA, Dm_00002070-RA	FUN_023918-T1, FUN_028063-T1, FUN_050388-T1, FUN_032815-T1, FUN_032816-T1, FUN_032812-T1, FUN_032814-T1, FUN_023703-T1, FUN_023694-T1, FUN_023696-T1, FUN_038830-T1, FUN_029252-T1, FUN_050387-T1, FUN_028129-T1, FUN_028106-T1, FUN_028062-T1
OG0000135	Dm_00020801-RA	FUN_020155-T1
OG0000135	Dm_00015604-RA	FUN_005277-T2, FUN_005277-T1
OG0000135	Dm_00010230-RA	FUN_041672-T1, FUN_006039-T1
OG0000135	Dm_00006540-RA, Dm_00009257-RA	FUN_025181-T1, FUN_050254-T1
OG0000135	Dm_00010456-RA, Dm_00019007-RA	FUN_005976-T1, FUN_044613-T1
OG0000136	Dm_00005806-RA	FUN_025538-T1, FUN_031119-T1
OG0000137	Dm_00020784-RA, Dm_00016612-RA, Dm_00005256-RA, Dm_00006644-RA, Dm_00015272-RA, Dm_00020969-RA, Dm_00020646-RA	FUN_024797-T1
OG0000139	Dm_00010302-RA, Dm_00016348-RA, Dm_00002446-RA	FUN_004597-T1, FUN_004596-T1
OG0000139	Dm_00018590-RA	FUN_030156-T1, FUN_030159-T1, FUN_030162-T1, FUN_019197-T1, FUN_019194-T1, FUN_030158-T1, FUN_030157-T1, FUN_004595-T1, FUN_019198-T1
OG0000140	Dm_00010965-RA	FUN_027748-T2, FUN_027748-T1, FUN_027740-T1, FUN_027742-T1, FUN_027742-T2, FUN_027743-T1, FUN_027741-T1, FUN_027966-T1, FUN_027739-T1, FUN_027737-T1, FUN_027965-T1, FUN_027963-T1, FUN_027950-T1
OG0000143	Dm_00003928-RA	FUN_038410-T1, FUN_038409-T1, FUN_038405-T1, FUN_008739-T1
OG0000144	Dm_00009698-RA, Dm_00010190-RA	FUN_032317-T1
OG0000144	Dm_00009755-RA	FUN_031226-T2, FUN_031226-T1
OG0000145	Dm_00017523-RA	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1
OG0000146	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA	FUN_049426-T1
OG0000147	Dm_00012154-RA	FUN_031379-T3, FUN_031379-T2, FUN_031379-T1
OG0000147	Dm_00004214-RA	FUN_027291-T2, FUN_027291-T1
OG0000148	Dm_00003748-RA	FUN_047938-T1
OG0000148	Dm_00012196-RA	FUN_030056-T1
OG0000149	Dm_00013011-RA	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3
OG0000149	Dm_00002696-RA	FUN_020568-T1, FUN_049540-T1
OG0000152	Dm_00014149-RA, Dm_00020320-RA, Dm_00016601-RA	FUN_041983-T1, FUN_049290-T1
OG0000153	Dm_00004902-RA, Dm_00004472-RA	FUN_052302-T1, FUN_035967-T1
OG0000155	Dm_00014490-RA	FUN_042866-T1, FUN_042868-T1, FUN_024693-T1, FUN_042865-T1
OG0000155	Dm_00017503-RA	FUN_024686-T1, FUN_024690-T1, FUN_024689-T1, FUN_042864-T1
OG0000156	Dm_00000763-RA	FUN_026848-T1, FUN_034047-T1
OG0000156	Dm_00015627-RA	FUN_053301-T1, FUN_025934-T1
OG0000157	Dm_00015255-RA	FUN_053015-T3, FUN_053015-T1
OG0000157	Dm_00017223-RA	FUN_053304-T1, FUN_053304-T2
OG0000157	Dm_00002335-RA	FUN_053243-T1
OG0000157	Dm_00004388-RA	FUN_053182-T1
OG0000159	Dm_00004560-RA	FUN_013050-T1, FUN_013049-T1, FUN_037590-T1, FUN_001971-T1, FUN_048296-T1, FUN_048297-T1
OG0000159	Dm_00000193-RA	FUN_045098-T1, FUN_045098-T2
OG0000160	Dm_00000160-RA	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1
OG0000160	Dm_00002270-RA, Dm_00012322-RA	FUN_004181-T1
OG0000162	Dm_00020718-RA, Dm_00002774-RA	FUN_033505-T1, FUN_020099-T1
OG0000163	Dm_00005033-RA, Dm_00013005-RA, Dm_00002817-RA, Dm_00007859-RA	FUN_027896-T1
OG0000163	Dm_00011806-RA	FUN_023893-T1
OG0000163	Dm_00003550-RA	FUN_002651-T1, FUN_035696-T1
OG0000164	Dm_00019025-RA, Dm_00020584-RA, Dm_00020207-RA	FUN_040409-T1
OG0000164	Dm_00014735-RA, Dm_00018986-RA	FUN_042279-T1, FUN_015644-T1
OG0000164	Dm_00000108-RA	FUN_026300-T1, FUN_026300-T2
OG0000168	Dm_00006284-RA	FUN_024578-T1, FUN_024578-T2
OG0000168	Dm_00004247-RA, Dm_00004248-RA	FUN_040372-T4, FUN_040372-T2, FUN_040372-T3, FUN_040372-T1, FUN_040372-T5
OG0000169	Dm_00001981-RA	FUN_036813-T1, FUN_051596-T1
OG0000169	Dm_00003996-RA	FUN_034368-T1
OG0000170	Dm_00013647-RA	FUN_047999-T1
OG0000170	Dm_00015271-RA	FUN_018166-T1
OG0000170	Dm_00003497-RA, Dm_00003545-RA	FUN_015124-T1
OG0000171	Dm_00017813-RA, Dm_00000656-RA, Dm_00009503-RA	FUN_001827-T1, FUN_006366-T1
OG0000171	Dm_00018421-RA	FUN_026438-T1
OG0000171	Dm_00000880-RA	FUN_036888-T1
OG0000171	Dm_00010899-RA	FUN_019271-T1, FUN_036889-T1, FUN_049562-T1
OG0000172	Dm_00001563-RA, Dm_00000012-RA	FUN_012879-T1, FUN_004104-T1
OG0000173	Dm_00013472-RA	FUN_021488-T1
OG0000174	Dm_00009251-RA	FUN_010270-T1, FUN_034811-T1, FUN_028119-T1, FUN_010134-T1, FUN_017394-T1, FUN_009058-T1, FUN_033241-T1, FUN_016680-T1, FUN_045644-T1, FUN_001576-T1, FUN_011304-T1, FUN_001439-T1, FUN_019301-T1, FUN_009006-T1, FUN_025913-T1, FUN_002866-T1, FUN_006488-T1, FUN_039093-T1, FUN_003006-T1, FUN_015469-T1, FUN_042470-T3, FUN_042470-T4, FUN_042470-T1, FUN_042470-T2, FUN_021750-T1, FUN_018324-T1, FUN_006339-T1, FUN_027645-T1, FUN_050851-T1, FUN_014632-T1, FUN_003150-T1, FUN_044417-T1, FUN_016549-T1, FUN_020991-T1, FUN_051117-T1, FUN_019322-T1, FUN_019323-T1, FUN_035314-T1, FUN_038825-T1, FUN_031586-T1, FUN_050886-T1, FUN_025795-T1, FUN_045123-T1, FUN_030169-T1, FUN_039895-T1, FUN_003247-T1, FUN_012181-T1, FUN_051272-T1, FUN_047711-T1, FUN_027641-T1, FUN_009835-T1, FUN_027829-T1, FUN_051277-T1, FUN_019278-T1, FUN_016977-T1, FUN_029293-T1, FUN_023008-T1, FUN_000176-T1, FUN_024617-T1, FUN_024768-T1, FUN_039788-T1, FUN_027919-T1, FUN_018325-T1, FUN_044160-T1, FUN_006340-T1, FUN_044416-T1, FUN_000219-T1, FUN_021749-T1, FUN_006177-T1, FUN_007869-T1, FUN_045282-T1, FUN_026285-T1, FUN_022942-T1, FUN_034814-T1, FUN_033240-T1, FUN_006295-T1, FUN_000885-T1, FUN_042401-T1, FUN_015861-T1, FUN_031497-T1, FUN_002867-T1, FUN_038884-T1, FUN_045645-T1, FUN_021321-T1, FUN_040681-T1, FUN_003007-T1, FUN_006240-T1, FUN_016679-T1, FUN_005018-T1, FUN_044025-T1, FUN_024059-T1, FUN_050764-T1, FUN_032545-T1, FUN_005650-T1, FUN_002916-T1
OG0000179	Dm_00013947-RA, Dm_00016891-RA	FUN_005858-T1
OG0000179	Dm_00014782-RA	FUN_014593-T1
OG0000179	Dm_00017688-RA, Dm_00018639-RA	FUN_003878-T1
OG0000180	Dm_00014427-RA	FUN_028479-T2, FUN_028479-T1
OG0000180	Dm_00015134-RA	FUN_024783-T1, FUN_042976-T1
OG0000181	Dm_00001869-RA	FUN_035921-T1, FUN_021663-T3, FUN_021663-T1, FUN_021663-T2
OG0000182	Dm_00013542-RA, Dm_00004694-RA	FUN_014663-T2, FUN_014663-T1, FUN_014575-T1, FUN_014576-T1, FUN_027416-T1
OG0000182	Dm_00003411-RA	FUN_014575-T2
OG0000183	Dm_00006578-RA, Dm_00003753-RA	FUN_012734-T1, FUN_012734-T2, FUN_012734-T3, FUN_012734-T5, FUN_012734-T4
OG0000183	Dm_00000721-RA	FUN_043268-T2, FUN_043268-T1, FUN_043267-T1
OG0000184	Dm_00010841-RA	FUN_015134-T1
OG0000184	Dm_00009564-RA	FUN_015125-T1, FUN_015127-T1, FUN_015128-T1
OG0000185	Dm_00008201-RA	FUN_002529-T2, FUN_002529-T1
OG0000185	Dm_00019609-RA	FUN_019414-T1
OG0000188	Dm_00013309-RA, Dm_00006026-RA	FUN_052186-T1, FUN_018072-T1, FUN_018084-T1, FUN_018084-T2, FUN_018083-T1, FUN_018083-T2
OG0000188	Dm_00004072-RA, Dm_00020166-RA	FUN_037306-T1, FUN_048070-T1
OG0000189	Dm_00009083-RA	FUN_002920-T1
OG0000189	Dm_00005825-RA	FUN_032302-T1
OG0000189	Dm_00009082-RA	FUN_039258-T1, FUN_039259-T1
OG0000190	Dm_00016775-RA	FUN_045593-T1, FUN_005694-T1, FUN_004980-T1, FUN_041933-T1, FUN_038696-T1, FUN_038697-T1, FUN_001506-T1, FUN_005344-T1, FUN_005304-T1, FUN_006131-T1
OG0000191	Dm_00017204-RA, Dm_00008634-RA, Dm_00012017-RA, Dm_00008636-RA, Dm_00017241-RA, Dm_00010364-RA	FUN_004699-T1, FUN_004701-T1, FUN_004696-T1, FUN_004698-T1, FUN_004743-T1, FUN_004747-T1, FUN_004742-T1
OG0000192	Dm_00001966-RA	FUN_052483-T1
OG0000192	Dm_00007600-RA	FUN_052570-T1
OG0000192	Dm_00018084-RA	FUN_000731-T1
OG0000193	Dm_00019935-RA	FUN_005601-T1
OG0000198	Dm_00010685-RA	FUN_049268-T1
OG0000199	Dm_00014546-RA	FUN_014541-T1
OG0000199	Dm_00002428-RA	FUN_027090-T1
OG0000199	Dm_00013937-RA, Dm_00001731-RA	FUN_009915-T1
OG0000199	Dm_00000116-RA, Dm_00001028-RA	FUN_015552-T1, FUN_026377-T1
OG0000200	Dm_00018449-RA	FUN_030984-T1, FUN_030981-T1, FUN_009419-T1
OG0000200	Dm_00011732-RA	FUN_009412-T1
OG0000201	Dm_00010307-RA	FUN_052561-T2, FUN_052561-T1
OG0000201	Dm_00001382-RA	FUN_014150-T1, FUN_014149-T1
OG0000203	Dm_00016637-RA	FUN_037249-T1
OG0000206	Dm_00018567-RA	FUN_036480-T1, FUN_036480-T2
OG0000206	Dm_00006201-RA, Dm_00020951-RA	FUN_027480-T1
OG0000206	Dm_00018450-RA	FUN_033784-T1, FUN_033785-T1, FUN_033786-T1
OG0000207	Dm_00008540-RA, Dm_00012316-RA	FUN_051161-T1
OG0000207	Dm_00012138-RA, Dm_00009219-RA	FUN_030105-T1
OG0000207	Dm_00020776-RA	FUN_039910-T1
OG0000207	Dm_00005362-RA	FUN_037044-T1, FUN_049716-T1
OG0000208	Dm_00010303-RA	FUN_050137-T1, FUN_024044-T1
OG0000211	Dm_00017798-RA, Dm_00019243-RA	FUN_029249-T1, FUN_018978-T1, FUN_018975-T1, FUN_029248-T1
OG0000211	Dm_00010386-RA	FUN_011092-T1
OG0000211	Dm_00001989-RA, Dm_00005372-RA	FUN_032601-T1, FUN_023399-T1
OG0000212	Dm_00003314-RA, Dm_00011656-RA	FUN_013921-T1, FUN_022785-T1
OG0000212	Dm_00004774-RA, Dm_00004773-RA	FUN_049301-T2
OG0000212	Dm_00019158-RA	FUN_049301-T1, FUN_049292-T1, FUN_049300-T1
OG0000213	Dm_00011152-RA, Dm_00001766-RA	FUN_035996-T2, FUN_035996-T1, FUN_052335-T1, FUN_052335-T2, FUN_012624-T1, FUN_012624-T2
OG0000216	Dm_00003598-RA, Dm_00004133-RA	FUN_046275-T1
OG0000216	Dm_00001128-RA, Dm_00015348-RA	FUN_010692-T1, FUN_010692-T2, FUN_047305-T4, FUN_047305-T2, FUN_047305-T1
OG0000216	Dm_00004892-RA	FUN_027531-T3, FUN_027531-T2, FUN_027531-T1
OG0000217	Dm_00018926-RA	FUN_002820-T1
OG0000218	Dm_00015495-RA	FUN_017631-T2, FUN_017631-T1, FUN_041610-T1
OG0000221	Dm_00003470-RA	FUN_020120-T1
OG0000221	Dm_00006083-RA	FUN_029064-T1, FUN_041387-T1, FUN_020694-T1
OG0000221	Dm_00019483-RA	FUN_011672-T1
OG0000222	Dm_00007071-RA	FUN_041733-T1, FUN_017768-T1
OG0000222	Dm_00007034-RA	FUN_040473-T1
OG0000222	Dm_00020094-RA	FUN_024802-T1
OG0000222	Dm_00010493-RA	FUN_034110-T1
OG0000224	Dm_00004529-RA	FUN_036642-T1, FUN_036641-T1, FUN_043200-T1
OG0000224	Dm_00007961-RA, Dm_00003159-RA	FUN_015748-T1
OG0000227	Dm_00005804-RA, Dm_00008810-RA	FUN_030034-T1, FUN_010177-T1, FUN_010177-T2
OG0000228	Dm_00000277-RA, Dm_00000967-RA	FUN_046968-T1, FUN_011385-T1
OG0000229	Dm_00007169-RA	FUN_031002-T1, FUN_009410-T1
OG0000229	Dm_00005607-RA	FUN_002222-T1, FUN_050585-T1
OG0000230	Dm_00003037-RA	FUN_024149-T1
OG0000230	Dm_00010795-RA, Dm_00008107-RA	FUN_037736-T1, FUN_048392-T1
OG0000231	Dm_00010742-RA, Dm_00004433-RA	FUN_010865-T3, FUN_010865-T1, FUN_010865-T2, FUN_047432-T1, FUN_047432-T2
OG0000231	Dm_00003957-RA	FUN_009214-T1, FUN_032262-T2, FUN_032262-T1
OG0000232	Dm_00006467-RA	FUN_045838-T1
OG0000235	Dm_00007259-RA, Dm_00014092-RA	FUN_000308-T1, FUN_000110-T1
OG0000235	Dm_00019411-RA, Dm_00008269-RA	FUN_004801-T2, FUN_004801-T1
OG0000236	Dm_00018982-RA, Dm_00017997-RA	FUN_041655-T1
OG0000236	Dm_00014567-RA	FUN_016364-T2, FUN_016364-T1
OG0000237	Dm_00018021-RA	FUN_053019-T1
OG0000237	Dm_00015250-RA, Dm_00013902-RA, Dm_00015598-RA, Dm_00007302-RA, Dm_00006550-RA, Dm_00020100-RA, Dm_00020281-RA, Dm_00014382-RA, Dm_00002940-RA, Dm_00006608-RA, Dm_00011597-RA, Dm_00014005-RA, Dm_00018346-RA, Dm_00015368-RA, Dm_00019893-RA	FUN_053153-T1
OG0000237	Dm_00012489-RA	FUN_000698-T1
OG0000238	Dm_00007192-RA, Dm_00008221-RA, Dm_00008223-RA, Dm_00008222-RA	FUN_002073-T1, FUN_042827-T1
OG0000238	Dm_00011911-RA	FUN_045661-T1, FUN_046398-T1, FUN_001110-T1, FUN_001110-T2, FUN_001108-T1, FUN_001111-T1, FUN_001107-T1, FUN_001106-T1, FUN_001105-T1, FUN_017740-T1, FUN_001112-T1
OG0000240	Dm_00003698-RA	FUN_002062-T1
OG0000241	Dm_00008568-RA	FUN_017300-T1, FUN_041292-T1
OG0000241	Dm_00004181-RA	FUN_041233-T1, FUN_017244-T1, FUN_044819-T1, FUN_017238-T1, FUN_017246-T1, FUN_017252-T1
OG0000242	Dm_00012845-RA	FUN_037687-T1, FUN_037686-T1, FUN_037688-T1, FUN_037688-T2, FUN_037653-T1, FUN_037654-T1, FUN_037650-T2, FUN_037650-T1, FUN_037651-T1, FUN_037659-T1, FUN_037660-T1, FUN_037666-T1, FUN_037664-T1, FUN_037676-T1, FUN_037669-T1, FUN_037662-T1, FUN_037663-T1, FUN_037677-T4, FUN_037677-T1, FUN_037677-T2, FUN_037677-T3, FUN_037680-T1, FUN_037647-T1, FUN_037667-T1, FUN_037652-T1
OG0000242	Dm_00002713-RA	FUN_048345-T1, FUN_048345-T2, FUN_048345-T3
OG0000243	Dm_00017507-RA, Dm_00017506-RA, Dm_00020004-RA	FUN_018559-T1, FUN_018558-T1, FUN_018557-T1
OG0000244	Dm_00010726-RA	FUN_015335-T1, FUN_015334-T1
OG0000244	Dm_00003192-RA	FUN_043603-T1
OG0000244	Dm_00004109-RA, Dm_00003980-RA, Dm_00005516-RA	FUN_036940-T1
OG0000247	Dm_00012774-RA	FUN_042894-T1, FUN_024716-T1
OG0000248	Dm_00014126-RA	FUN_014124-T1
OG0000248	Dm_00006793-RA	FUN_009158-T1
OG0000249	Dm_00007674-RA	FUN_034648-T1
OG0000249	Dm_00006387-RA	FUN_003921-T1
OG0000249	Dm_00018649-RA	FUN_033051-T1, FUN_003724-T1
OG0000249	Dm_00010765-RA	FUN_047555-T1
OG0000250	Dm_00013845-RA	FUN_036030-T1, FUN_052350-T1
OG0000250	Dm_00012773-RA	FUN_044942-T1, FUN_044942-T2
OG0000250	Dm_00014769-RA, Dm_00017039-RA	FUN_049192-T1
OG0000251	Dm_00015938-RA	FUN_046654-T1
OG0000251	Dm_00009500-RA, Dm_00001044-RA	FUN_030312-T1
OG0000254	Dm_00014114-RA, Dm_00007185-RA	FUN_042420-T1, FUN_021291-T1
OG0000256	Dm_00011654-RA	FUN_022783-T1, FUN_022784-T1, FUN_013924-T1
OG0000256	Dm_00020630-RA, Dm_00020395-RA, Dm_00004520-RA	FUN_037183-T1, FUN_037184-T1, FUN_032428-T1, FUN_037179-T1, FUN_037190-T1, FUN_037189-T1, FUN_037209-T1, FUN_037204-T1, FUN_037193-T1, FUN_037195-T1, FUN_037192-T1, FUN_037202-T1, FUN_037188-T1, FUN_037185-T1, FUN_049142-T2, FUN_049142-T1, FUN_037191-T1
OG0000257	Dm_00020715-RA	FUN_009254-T1, FUN_032219-T1
OG0000257	Dm_00011295-RA	FUN_002831-T1, FUN_002831-T3, FUN_002831-T2, FUN_039301-T2, FUN_039301-T1
OG0000262	Dm_00000608-RA	FUN_024722-T1
OG0000262	Dm_00000606-RA, Dm_00000607-RA	FUN_051491-T1
OG0000262	Dm_00002554-RA	FUN_034081-T1, FUN_003508-T1
OG0000262	Dm_00014915-RA	FUN_011934-T1
OG0000264	Dm_00010481-RA	FUN_034960-T1
OG0000265	Dm_00012299-RA	FUN_011920-T2, FUN_011920-T1, FUN_049254-T1
OG0000265	Dm_00006575-RA	FUN_005711-T1, FUN_005712-T1, FUN_041659-T1, FUN_041683-T1, FUN_012733-T3, FUN_012733-T6, FUN_012733-T4, FUN_012733-T2, FUN_012733-T5, FUN_012733-T1, FUN_012737-T1
OG0000266	Dm_00005517-RA, Dm_00006442-RA	FUN_035283-T1, FUN_012447-T1
OG0000267	Dm_00003016-RA	FUN_007595-T1
OG0000268	Dm_00019727-RA	FUN_020985-T1
OG0000269	Dm_00013579-RA	FUN_006463-T2, FUN_006463-T3, FUN_006463-T1
OG0000269	Dm_00014933-RA	FUN_005120-T2, FUN_005120-T1
OG0000270	Dm_00004263-RA, Dm_00006561-RA	FUN_031439-T1, FUN_020087-T1, FUN_043360-T1
OG0000271	Dm_00002603-RA, Dm_00010741-RA	FUN_010906-T1, FUN_010906-T2, FUN_010901-T1
OG0000273	Dm_00015967-RA, Dm_00020428-RA, Dm_00012823-RA, Dm_00015829-RA, Dm_00019779-RA	FUN_031875-T1
OG0000276	Dm_00003012-RA	FUN_038553-T1, FUN_049823-T1, FUN_049822-T1, FUN_049821-T1
OG0000276	Dm_00010885-RA	FUN_032445-T1
OG0000276	Dm_00001832-RA, Dm_00008973-RA	FUN_002520-T1
OG0000276	Dm_00012068-RA	FUN_010257-T1
OG0000277	Dm_00019863-RA	FUN_048694-T1
OG0000277	Dm_00007324-RA	FUN_048623-T1
OG0000277	Dm_00014198-RA	FUN_023857-T1
OG0000277	Dm_00008273-RA, Dm_00016211-RA	FUN_036512-T1
OG0000278	Dm_00012892-RA	FUN_001489-T1, FUN_027214-T1, FUN_044546-T2, FUN_044546-T1
OG0000278	Dm_00020573-RA, Dm_00013316-RA	FUN_011938-T2, FUN_011938-T1, FUN_046609-T1
OG0000279	Dm_00000183-RA, Dm_00000424-RA	FUN_043112-T1, FUN_045048-T1
OG0000280	Dm_00017167-RA	FUN_031792-T1, FUN_025254-T1, FUN_025254-T2
OG0000280	Dm_00018855-RA	FUN_020597-T1, FUN_020597-T3, FUN_020597-T2
OG0000286	Dm_00014786-RA	FUN_040635-T1
OG0000286	Dm_00016645-RA	FUN_017519-T1, FUN_041554-T1
OG0000286	Dm_00004678-RA	FUN_051780-T1
OG0000287	Dm_00002547-RA	FUN_010414-T1
