Orthogroup	D_muscipula.proteins	A_hypochondriacus.proteins
OG0000316	Dm_00002256-RA, Dm_00012303-RA	AH021048-RA, AH014278-RA
OG0000318	Dm_00005871-RA, Dm_00010653-RA, Dm_00018451-RA	AH012025-RA
OG0000321	Dm_00004723-RA	AH010741-RA
OG0000321	Dm_00002472-RA, Dm_00014714-RA	AH017716-RA
OG0000322	Dm_00007385-RA, Dm_00007207-RA	AH006382-RA
OG0000323	Dm_00013088-RA, Dm_00000936-RA	AH013038-RA
OG0000323	Dm_00001236-RA, Dm_00000120-RA	AH023711-RA
OG0000325	Dm_00001140-RA	AH016984-RA
OG0000325	Dm_00016822-RA, Dm_00019810-RA	AH004827-RA
OG0000326	Dm_00009995-RA, Dm_00009994-RA, Dm_00003688-RA	AH003788-RA
OG0000326	Dm_00004473-RA, Dm_00004903-RA	AH010638-RA, AH007369-RA
OG0000327	Dm_00003392-RA	AH009341-RA
OG0000327	Dm_00017836-RA	AH006219-RA
OG0000327	Dm_00008930-RA	AH001541-RA
OG0000329	Dm_00006010-RA	AH002112-RA, AH000479-RA
OG0000330	Dm_00000655-RA	AH023349-RA
OG0000331	Dm_00006123-RA	AH012723-RA
OG0000332	Dm_00019951-RA, Dm_00012440-RA, Dm_00019801-RA, Dm_00017820-RA	AH019773-RA, AH019774-RA, AH019775-RA
OG0000335	Dm_00013058-RA	AH005409-RA
OG0000335	Dm_00003124-RA	AH020444-RA
OG0000336	Dm_00008527-RA	AH001754-RA
OG0000336	Dm_00013584-RA	AH018414-RA
OG0000337	Dm_00015744-RA, Dm_00015296-RA, Dm_00018254-RA	AH021340-RA, AH014760-RA
OG0000338	Dm_00010813-RA	AH003825-RA, AH005754-RA
OG0000339	Dm_00006106-RA	AH008319-RA, AH016741-RA, AH008318-RA
OG0000340	Dm_00015365-RA	AH011389-RA, AH005873-RA, AH005874-RA
OG0000340	Dm_00003784-RA	AH017008-RA, AH011390-RA, AH020675-RA
OG0000340	Dm_00003330-RA	AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA
OG0000342	Dm_00013986-RA	AH016160-RA
OG0000342	Dm_00012035-RA	AH020914-RA, AH014483-RA
OG0000342	Dm_00008210-RA	AH002162-RA
OG0000343	Dm_00007266-RA	AH008645-RA
OG0000344	Dm_00012808-RA	AH003297-RA, AH003298-RA, AH011813-RA
OG0000345	Dm_00001528-RA	AH009779-RA
OG0000345	Dm_00009781-RA	AH014864-RA
OG0000346	Dm_00020511-RA, Dm_00011367-RA	AH004921-RA, AH004507-RA
OG0000346	Dm_00000311-RA	AH017181-RA
OG0000347	Dm_00003875-RA	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA
OG0000348	Dm_00009785-RA	AH000329-RA
OG0000348	Dm_00009021-RA	AH008485-RA
OG0000349	Dm_00007959-RA	AH006258-RA
OG0000349	Dm_00017301-RA	AH023123-RA, AH016347-RA, AH016346-RA
OG0000349	Dm_00005172-RA	AH014979-RA
OG0000350	Dm_00001656-RA	AH023607-RA
OG0000350	Dm_00008693-RA	AH004101-RA
OG0000351	Dm_00005528-RA	AH023606-RA, AH009021-RA
OG0000351	Dm_00001473-RA	AH018197-RA
OG0000352	Dm_00000134-RA, Dm_00001251-RA	AH023686-RA
OG0000352	Dm_00011971-RA	AH014980-RA
OG0000353	Dm_00000756-RA	AH003480-RA, AH000122-RA
OG0000354	Dm_00018530-RA, Dm_00016625-RA, Dm_00018867-RA, Dm_00017327-RA, Dm_00015970-RA, Dm_00015786-RA	AH022147-RA
OG0000362	Dm_00014459-RA, Dm_00019016-RA	AH001289-RA, AH001290-RA
OG0000362	Dm_00004806-RA	AH020962-RA
OG0000363	Dm_00003744-RA	AH013696-RA
OG0000363	Dm_00010037-RA	AH006525-RA, AH006524-RA
OG0000363	Dm_00010753-RA	AH012996-RA
OG0000364	Dm_00006053-RA	AH010889-RA
OG0000364	Dm_00000218-RA	AH007324-RA
OG0000366	Dm_00014040-RA	AH014632-RA
OG0000367	Dm_00003532-RA	AH022705-RA, AH022706-RA
OG0000367	Dm_00001245-RA	AH023697-RA
OG0000368	Dm_00012697-RA	AH009713-RA
OG0000368	Dm_00005604-RA	AH001782-RA
OG0000370	Dm_00001007-RA	AH021050-RA
OG0000370	Dm_00009521-RA	AH022752-RA
OG0000370	Dm_00009900-RA	AH005377-RA
OG0000371	Dm_00014543-RA	AH012790-RA
OG0000371	Dm_00014763-RA, Dm_00007194-RA	AH015920-RA
OG0000372	Dm_00000312-RA, Dm_00001861-RA	AH017178-RA
OG0000375	Dm_00003452-RA	AH005764-RA
OG0000375	Dm_00016395-RA, Dm_00019912-RA	AH021923-RA
OG0000377	Dm_00003998-RA	AH010530-RA, AH007629-RA
OG0000377	Dm_00019032-RA	AH020202-RA, AH020203-RA
OG0000378	Dm_00008423-RA, Dm_00013171-RA	AH004051-RA, AH005334-RA
OG0000378	Dm_00017665-RA	AH009393-RA
OG0000379	Dm_00018817-RA	AH019914-RA
OG0000379	Dm_00005397-RA	AH002659-RA
OG0000379	Dm_00004454-RA, Dm_00006527-RA	AH017726-RA
OG0000380	Dm_00010109-RA, Dm_00019915-RA	AH007141-RA
OG0000381	Dm_00017194-RA	AH004215-RA
OG0000381	Dm_00008202-RA	AH002560-RA
OG0000381	Dm_00001965-RA	AH007438-RA
OG0000382	Dm_00006014-RA	AH000476-RA
OG0000382	Dm_00006243-RA	AH011965-RA
OG0000383	Dm_00005399-RA, Dm_00004394-RA	AH020719-RA, AH014029-RA
OG0000384	Dm_00013403-RA	AH023182-RA
OG0000384	Dm_00020415-RA	AH013217-RA
OG0000384	Dm_00001577-RA, Dm_00000036-RA	AH021734-RA
OG0000385	Dm_00001589-RA	AH001773-RA, AH016113-RA, AH005500-RA, AH005501-RA, AH004183-RA
OG0000387	Dm_00019118-RA, Dm_00016663-RA	AH014692-RA, AH014693-RA
OG0000388	Dm_00010450-RA, Dm_00011527-RA	AH017719-RA
OG0000388	Dm_00019218-RA	AH019913-RA, AH007197-RA
OG0000389	Dm_00013881-RA	AH020166-RA
OG0000389	Dm_00013157-RA, Dm_00000539-RA	AH007543-RA, AH010863-RA
OG0000389	Dm_00000965-RA	AH017363-RA
OG0000392	Dm_00000166-RA, Dm_00003055-RA	AH016899-RA
OG0000392	Dm_00008716-RA	AH018381-RA
OG0000394	Dm_00012359-RA	AH009654-RA
OG0000395	Dm_00006809-RA	AH009701-RA
OG0000395	Dm_00015456-RA	AH003176-RA
OG0000396	Dm_00001062-RA	AH014052-RA
OG0000397	Dm_00015189-RA, Dm_00013394-RA	AH013120-RA
OG0000397	Dm_00000371-RA	AH015841-RA
OG0000398	Dm_00019575-RA	AH017580-RA
OG0000400	Dm_00014340-RA, Dm_00000604-RA	AH007598-RA
OG0000400	Dm_00006244-RA, Dm_00014085-RA	AH020133-RA
OG0000401	Dm_00005633-RA	AH002938-RA
OG0000404	Dm_00006434-RA	AH017683-RA
OG0000404	Dm_00017843-RA	AH018426-RA
OG0000405	Dm_00002957-RA	AH012141-RA, AH012142-RA, AH019585-RA
OG0000405	Dm_00006683-RA	AH012140-RA
OG0000406	Dm_00019188-RA, Dm_00016678-RA	AH004991-RA
OG0000406	Dm_00013122-RA	AH013968-RA
OG0000406	Dm_00018951-RA	AH016772-RA, AH023662-RA
OG0000407	Dm_00007275-RA, Dm_00014961-RA	AH021441-RA, AH014885-RA
OG0000407	Dm_00003911-RA	AH001177-RA
OG0000407	Dm_00004119-RA	AH008275-RA, AH009751-RA
OG0000408	Dm_00001042-RA	AH020819-RA
OG0000408	Dm_00009615-RA, Dm_00000627-RA	AH015360-RA
OG0000409	Dm_00014642-RA	AH019214-RA
OG0000409	Dm_00001047-RA	AH020812-RA, AH014162-RA
OG0000411	Dm_00016235-RA, Dm_00014754-RA	AH011849-RA
OG0000412	Dm_00015020-RA	AH008669-RA
OG0000412	Dm_00001992-RA	AH005041-RA
OG0000412	Dm_00016817-RA	AH019070-RA
OG0000413	Dm_00003536-RA, Dm_00009817-RA	AH016370-RA
OG0000414	Dm_00004969-RA	AH000732-RA, AH002375-RA
OG0000415	Dm_00002276-RA, Dm_00009550-RA	AH003601-RA
OG0000415	Dm_00003060-RA	AH016906-RA
OG0000416	Dm_00018076-RA	AH003586-RA, AH005962-RA
OG0000417	Dm_00003571-RA	AH005072-RA, AH004584-RA, AH004585-RA
OG0000417	Dm_00016567-RA, Dm_00003207-RA	AH003664-RA, AH005665-RA
OG0000418	Dm_00007427-RA	AH006447-RA, AH006448-RA
OG0000418	Dm_00009695-RA	AH005144-RA
OG0000419	Dm_00008046-RA, Dm_00015000-RA	AH017762-RA
OG0000419	Dm_00008019-RA	AH010289-RA
OG0000420	Dm_00012136-RA	AH015836-RA, AH019150-RA
OG0000421	Dm_00007836-RA	AH011892-RA
OG0000422	Dm_00007254-RA, Dm_00005888-RA	AH007673-RA
OG0000423	Dm_00003830-RA	AH009097-RA
OG0000423	Dm_00010161-RA, Dm_00011998-RA	AH012278-RA
OG0000423	Dm_00004267-RA, Dm_00008010-RA	AH018739-RA
OG0000424	Dm_00010029-RA, Dm_00011771-RA	AH002000-RA
OG0000425	Dm_00012655-RA, Dm_00006822-RA, Dm_00007155-RA, Dm_00019597-RA, Dm_00018593-RA, Dm_00015375-RA	AH006275-RA, AH003409-RA, AH003407-RA
OG0000426	Dm_00001467-RA, Dm_00002902-RA	AH021612-RA, AH015105-RA
OG0000427	Dm_00011906-RA	AH010677-RA
OG0000427	Dm_00004422-RA	AH004471-RA
OG0000428	Dm_00021064-RA, Dm_00016097-RA	AH007202-RA
OG0000432	Dm_00020996-RA	AH008968-RA, AH020818-RA, AH013953-RA, AH009116-RA, AH011606-RA
OG0000433	Dm_00006970-RA, Dm_00015921-RA	AH022631-RA, AH013864-RA
OG0000434	Dm_00019767-RA	AH022194-RA, AH013078-RA
OG0000436	Dm_00003174-RA, Dm_00001846-RA	AH005544-RA
OG0000437	Dm_00020483-RA	AH005598-RA
OG0000437	Dm_00000065-RA	AH021773-RA, AH020714-RA
OG0000437	Dm_00015528-RA, Dm_00016380-RA	AH020855-RA, AH014536-RA
OG0000438	Dm_00003400-RA, Dm_00001651-RA	AH016674-RA, AH016673-RA, AH016672-RA, AH016675-RA, AH016671-RA
OG0000439	Dm_00006067-RA	AH004044-RA, AH005553-RA
OG0000439	Dm_00000676-RA	AH014797-RA
OG0000440	Dm_00009533-RA, Dm_00019222-RA	AH008959-RA
OG0000441	Dm_00004122-RA, Dm_00003588-RA	AH008273-RA
OG0000441	Dm_00009195-RA, Dm_00015371-RA	AH014891-RA, AH021447-RA
OG0000442	Dm_00017121-RA	AH010184-RA
OG0000443	Dm_00016872-RA	AH018886-RA, AH022083-RA
OG0000444	Dm_00014761-RA	AH001514-RA, AH000362-RA
OG0000445	Dm_00018301-RA	AH013851-RA
OG0000446	Dm_00010015-RA	AH020072-RA, AH013526-RA, AH000493-RA
OG0000446	Dm_00016714-RA, Dm_00006114-RA	AH020584-RA, AH020073-RA, AH020071-RA, AH007010-RA
OG0000448	Dm_00020551-RA, Dm_00004087-RA	AH016653-RA
OG0000449	Dm_00003415-RA	AH020507-RA
OG0000450	Dm_00014182-RA	AH001415-RA, AH000253-RA
OG0000450	Dm_00002306-RA, Dm_00002310-RA	AH014791-RA, AH021385-RA
OG0000453	Dm_00014651-RA	AH006807-RA, AH016424-RA
OG0000453	Dm_00010945-RA	AH012658-RA
OG0000453	Dm_00009890-RA	AH022575-RA, AH013725-RA
OG0000454	Dm_00009161-RA	AH013254-RA
OG0000455	Dm_00005846-RA, Dm_00007189-RA	AH000803-RA
OG0000456	Dm_00008105-RA	AH009422-RA
OG0000457	Dm_00001086-RA	AH005915-RA
OG0000458	Dm_00012338-RA, Dm_00005708-RA	AH003961-RA, AH005868-RA, AH008715-RA
OG0000458	Dm_00019453-RA, Dm_00008573-RA, Dm_00007245-RA, Dm_00012575-RA	AH022894-RA, AH004063-RA, AH005410-RA
OG0000459	Dm_00017881-RA, Dm_00006517-RA	AH000343-RA, AH001353-RA
OG0000460	Dm_00001895-RA	AH023765-RA
OG0000461	Dm_00002037-RA, Dm_00018775-RA	AH019636-RA, AH012039-RA
OG0000461	Dm_00021018-RA	AH011300-RA, AH018052-RA
OG0000462	Dm_00004504-RA, Dm_00007000-RA	AH012763-RA, AH022008-RA
OG0000462	Dm_00016936-RA	AH015887-RA
OG0000463	Dm_00012486-RA	AH019649-RA, AH012023-RA
OG0000463	Dm_00009459-RA, Dm_00017982-RA	AH005188-RA
OG0000466	Dm_00003693-RA, Dm_00015737-RA	AH022060-RA, AH012974-RA
OG0000467	Dm_00007280-RA, Dm_00007871-RA	AH007696-RA, AH010945-RA
OG0000467	Dm_00008316-RA, Dm_00011281-RA	AH000314-RA
OG0000469	Dm_00018151-RA	AH017842-RA
OG0000471	Dm_00001377-RA	AH021823-RA, AH021822-RA, AH012613-RA
OG0000472	Dm_00006370-RA	AH007908-RA
OG0000472	Dm_00010688-RA	AH019978-RA
OG0000473	Dm_00019370-RA	AH007806-RA
OG0000474	Dm_00007082-RA	AH000468-RA, AH002091-RA
OG0000475	Dm_00002274-RA, Dm_00000169-RA, Dm_00002663-RA	AH010820-RA
OG0000476	Dm_00004889-RA, Dm_00018668-RA	AH008705-RA, AH008706-RA, AH008710-RA, AH008707-RA, AH008711-RA
OG0000477	Dm_00014102-RA	AH020628-RA
OG0000477	Dm_00003595-RA, Dm_00004130-RA	AH008263-RA, AH009733-RA
OG0000480	Dm_00014226-RA, Dm_00012243-RA	AH002144-RA, AH002143-RA, AH002142-RA, AH000511-RA
OG0000481	Dm_00017096-RA	AH020928-RA, AH014444-RA
OG0000481	Dm_00002997-RA	AH023063-RA
OG0000483	Dm_00003094-RA	AH021958-RA
OG0000483	Dm_00015987-RA	AH015957-RA, AH023515-RA
OG0000484	Dm_00010826-RA	AH012780-RA, AH021984-RA
OG0000484	Dm_00007333-RA	AH000165-RA
OG0000485	Dm_00003889-RA, Dm_00011429-RA	AH005444-RA
OG0000489	Dm_00007775-RA	AH009455-RA
OG0000489	Dm_00021040-RA	AH004004-RA
OG0000489	Dm_00009352-RA	AH022028-RA, AH010336-RA, AH010334-RA
OG0000490	Dm_00005742-RA, Dm_00015168-RA	AH002590-RA, AH017821-RA
OG0000491	Dm_00000304-RA, Dm_00001850-RA	AH017235-RA
OG0000492	Dm_00020429-RA	AH016393-RA, AH023048-RA
OG0000493	Dm_00003360-RA	AH003698-RA
OG0000494	Dm_00003407-RA, Dm_00017319-RA, Dm_00011889-RA	AH000797-RA, AH002283-RA
OG0000494	Dm_00001445-RA	AH021637-RA
OG0000495	Dm_00006789-RA, Dm_00006304-RA	AH018574-RA, AH003207-RA
OG0000495	Dm_00011258-RA	AH023224-RA, AH016267-RA
OG0000496	Dm_00000938-RA	AH013024-RA, AH022133-RA
OG0000497	Dm_00003067-RA, Dm_00010095-RA	AH019518-RA, AH012345-RA
OG0000497	Dm_00012261-RA, Dm_00012260-RA, Dm_00013892-RA	AH018690-RA
OG0000498	Dm_00018455-RA	AH020868-RA, AH014520-RA
OG0000498	Dm_00019711-RA	AH003529-RA
OG0000499	Dm_00007856-RA	AH014554-RA
OG0000499	Dm_00009256-RA	AH004234-RA, AH004235-RA, AH005267-RA
OG0000501	Dm_00011706-RA	AH005128-RA
OG0000501	Dm_00000955-RA, Dm_00003250-RA	AH017381-RA, AH002959-RA, AH017382-RA
OG0000502	Dm_00003355-RA	AH003981-RA
OG0000503	Dm_00007623-RA, Dm_00018050-RA, Dm_00014940-RA, Dm_00012753-RA, Dm_00014755-RA, Dm_00015127-RA, Dm_00007624-RA, Dm_00007387-RA, Dm_00012754-RA, Dm_00014941-RA, Dm_00009472-RA	AH002797-RA
OG0000503	Dm_00018440-RA	AH015754-RA, AH019379-RA
OG0000504	Dm_00008373-RA	AH004796-RA
OG0000504	Dm_00003323-RA, Dm_00020637-RA	AH002498-RA, AH017967-RA
OG0000508	Dm_00011011-RA, Dm_00016294-RA, Dm_00018737-RA	AH015916-RA, AH015913-RA, AH015911-RA, AH015912-RA, AH015915-RA
OG0000509	Dm_00005361-RA	AH015903-RA
OG0000509	Dm_00017698-RA, Dm_00007707-RA	AH012774-RA
OG0000510	Dm_00001123-RA	AH017905-RA, AH017906-RA, AH002577-RA, AH017904-RA, AH017903-RA, AH002578-RA
OG0000511	Dm_00020353-RA	AH006535-RA
OG0000512	Dm_00001070-RA, Dm_00002762-RA	AH006046-RA
OG0000514	Dm_00014119-RA	AH021163-RA
OG0000515	Dm_00017488-RA	AH018482-RA, AH021174-RA
OG0000516	Dm_00016140-RA, Dm_00004435-RA	AH008008-RA
OG0000517	Dm_00001923-RA	AH021592-RA
OG0000517	Dm_00005417-RA	AH000446-RA
OG0000519	Dm_00003721-RA	AH000536-RA
OG0000520	Dm_00012566-RA	AH017893-RA
OG0000520	Dm_00018335-RA, Dm_00017456-RA	AH012229-RA
OG0000520	Dm_00001132-RA, Dm_00005064-RA	AH003214-RA
OG0000521	Dm_00015210-RA, Dm_00000457-RA	AH019670-RA, AH012001-RA
OG0000522	Dm_00015195-RA, Dm_00015194-RA, Dm_00005959-RA, Dm_00012636-RA, Dm_00012635-RA, Dm_00008734-RA, Dm_00004210-RA	AH004675-RA
OG0000523	Dm_00016699-RA	AH004117-RA
OG0000523	Dm_00016237-RA	AH016608-RA
OG0000529	Dm_00018788-RA, Dm_00010607-RA	AH018237-RA, AH011472-RA
OG0000530	Dm_00003554-RA, Dm_00005027-RA	AH007737-RA, AH010770-RA
OG0000530	Dm_00012603-RA	AH019404-RA
OG0000531	Dm_00005723-RA	AH000231-RA
OG0000532	Dm_00010622-RA, Dm_00009870-RA	AH017734-RA, AH017735-RA, AH002651-RA
OG0000532	Dm_00009378-RA	AH007227-RA
OG0000533	Dm_00004572-RA	AH016051-RA
OG0000534	Dm_00017005-RA, Dm_00000782-RA	AH012618-RA, AH021826-RA
OG0000534	Dm_00003966-RA	AH003117-RA, AH018731-RA
OG0000535	Dm_00021115-RA	AH005486-RA
OG0000535	Dm_00005489-RA	AH007353-RA
OG0000536	Dm_00000483-RA, Dm_00010854-RA	AH000208-RA
OG0000536	Dm_00020970-RA, Dm_00006684-RA	AH022015-RA
OG0000537	Dm_00006912-RA, Dm_00018576-RA	AH001580-RA
OG0000537	Dm_00018070-RA, Dm_00005300-RA, Dm_00015672-RA, Dm_00016755-RA	AH009303-RA, AH009302-RA, AH009304-RA, AH000811-RA
OG0000538	Dm_00006528-RA	AH017727-RA, AH002658-RA
OG0000538	Dm_00013268-RA	AH019917-RA
OG0000541	Dm_00014801-RA	AH006028-RA
OG0000541	Dm_00014172-RA, Dm_00012765-RA	AH001577-RA
OG0000542	Dm_00015320-RA	AH008917-RA
OG0000543	Dm_00018213-RA	AH008549-RA
OG0000543	Dm_00015482-RA	AH019339-RA
OG0000544	Dm_00001420-RA	AH017917-RA
OG0000544	Dm_00000026-RA	AH012473-RA, AH021721-RA
OG0000545	Dm_00008517-RA	AH015101-RA
OG0000547	Dm_00005106-RA	AH001347-RA
OG0000548	Dm_00011089-RA	AH015311-RA, AH019029-RA
OG0000550	Dm_00000016-RA, Dm_00006155-RA	AH007989-RA, AH021690-RA, AH012431-RA
OG0000552	Dm_00011424-RA, Dm_00012434-RA	AH004906-RA
OG0000554	Dm_00012969-RA	AH020067-RA, AH011664-RA
OG0000558	Dm_00010993-RA	AH011852-RA, AH019821-RA
OG0000558	Dm_00017089-RA, Dm_00016797-RA	AH017828-RA
OG0000560	Dm_00006002-RA, Dm_00012271-RA	AH010963-RA
OG0000561	Dm_00000354-RA, Dm_00004053-RA	AH013179-RA, AH002741-RA
OG0000562	Dm_00004900-RA	AH003303-RA
OG0000562	Dm_00011112-RA	AH020419-RA
OG0000563	Dm_00014627-RA	AH014794-RA
OG0000564	Dm_00010940-RA	AH019307-RA
OG0000564	Dm_00000601-RA	AH010490-RA
OG0000565	Dm_00001284-RA, Dm_00003118-RA	AH006684-RA
OG0000565	Dm_00002192-RA	AH011040-RA
OG0000566	Dm_00008582-RA	AH014940-RA
OG0000566	Dm_00019015-RA, Dm_00000920-RA	AH013088-RA, AH022200-RA
OG0000567	Dm_00005101-RA, Dm_00007377-RA	AH010988-RA
OG0000567	Dm_00009295-RA, Dm_00016605-RA	AH020384-RA
OG0000569	Dm_00004698-RA	AH010412-RA, AH007349-RA
OG0000570	Dm_00011690-RA	AH002426-RA
OG0000570	Dm_00005882-RA	AH008311-RA
OG0000571	Dm_00006817-RA, Dm_00000923-RA	AH022203-RA
OG0000572	Dm_00007670-RA, Dm_00013217-RA	AH016933-RA, AH008422-RA
OG0000573	Dm_00010260-RA, Dm_00001864-RA	AH010390-RA
OG0000573	Dm_00003412-RA, Dm_00005427-RA	AH008856-RA
OG0000574	Dm_00004624-RA	AH004097-RA
OG0000575	Dm_00000876-RA, Dm_00004185-RA	AH018310-RA
OG0000575	Dm_00007043-RA	AH014398-RA
OG0000576	Dm_00016804-RA, Dm_00009570-RA	AH013301-RA
OG0000577	Dm_00002088-RA	AH018206-RA
OG0000578	Dm_00013803-RA, Dm_00009565-RA, Dm_00017020-RA, Dm_00010635-RA	AH017109-RA, AH017110-RA
OG0000579	Dm_00003114-RA, Dm_00003574-RA	AH009576-RA
OG0000580	Dm_00003105-RA, Dm_00007577-RA	AH009500-RA
OG0000580	Dm_00009428-RA	AH021743-RA, AH012504-RA
OG0000580	Dm_00000106-RA	AH020795-RA
OG0000580	Dm_00007734-RA	AH015363-RA
OG0000581	Dm_00004368-RA, Dm_00021068-RA	AH009667-RA
OG0000582	Dm_00006294-RA	AH023389-RA
OG0000583	Dm_00014955-RA	AH022776-RA
OG0000583	Dm_00009599-RA, Dm_00016565-RA	AH005522-RA
OG0000584	Dm_00016630-RA	AH004838-RA
OG0000584	Dm_00005181-RA	AH017943-RA
OG0000585	Dm_00012756-RA, Dm_00015942-RA, Dm_00015227-RA, Dm_00020775-RA, Dm_00015943-RA, Dm_00003975-RA	AH004417-RA, AH004777-RA
OG0000586	Dm_00012045-RA, Dm_00003956-RA	AH015986-RA
OG0000595	Dm_00008461-RA	AH011036-RA, AH011037-RA, AH023256-RA, AH016254-RA
OG0000596	Dm_00008480-RA	AH006540-RA, AH020539-RA, AH020538-RA
OG0000597	Dm_00000165-RA	AH016902-RA, AH002480-RA
OG0000597	Dm_00003134-RA	AH010441-RA
OG0000597	Dm_00003135-RA	AH010442-RA
OG0000599	Dm_00006391-RA	AH021372-RA, AH014789-RA
OG0000599	Dm_00004434-RA, Dm_00010288-RA	AH010150-RA, AH007997-RA
OG0000600	Dm_00002293-RA	AH021679-RA
OG0000600	Dm_00001334-RA, Dm_00005596-RA	AH001472-RA, AH001430-RA
OG0000601	Dm_00003038-RA, Dm_00001376-RA	AH016705-RA, AH008330-RA
OG0000602	Dm_00014056-RA	AH018665-RA
OG0000603	Dm_00000665-RA	AH016114-RA, AH016115-RA
OG0000603	Dm_00009123-RA	AH018554-RA
OG0000603	Dm_00014068-RA	AH016110-RA
OG0000604	Dm_00009931-RA	AH015156-RA, AH015132-RA, AH021575-RA
OG0000605	Dm_00007380-RA	AH010997-RA
OG0000605	Dm_00004086-RA	AH022553-RA
OG0000606	Dm_00010207-RA	AH010057-RA
OG0000607	Dm_00013076-RA, Dm_00016922-RA	AH007051-RA, AH010990-RA
OG0000607	Dm_00019531-RA	AH007909-RA, AH010270-RA
OG0000608	Dm_00003388-RA, Dm_00001645-RA	AH022319-RA, AH013418-RA
OG0000609	Dm_00012413-RA	AH017365-RA
OG0000611	Dm_00019279-RA	AH000869-RA
OG0000611	Dm_00003178-RA	AH005543-RA
OG0000612	Dm_00020310-RA	AH005292-RA, AH004207-RA
OG0000613	Dm_00006952-RA, Dm_00018247-RA	AH005371-RA
OG0000614	Dm_00003708-RA, Dm_00003710-RA	AH010607-RA
OG0000614	Dm_00003709-RA	AH012153-RA
OG0000621	Dm_00014561-RA	AH012980-RA
OG0000621	Dm_00012653-RA	AH012616-RA, AH021825-RA
OG0000622	Dm_00008912-RA, Dm_00008911-RA, Dm_00008914-RA, Dm_00008913-RA	AH017700-RA
OG0000623	Dm_00019422-RA, Dm_00008028-RA	AH008622-RA
OG0000623	Dm_00006860-RA, Dm_00003384-RA	AH021891-RA
OG0000624	Dm_00018013-RA	AH007139-RA
OG0000624	Dm_00001628-RA	AH010409-RA
OG0000626	Dm_00014544-RA	AH009152-RA
OG0000627	Dm_00004524-RA	AH005302-RA
OG0000627	Dm_00009148-RA	AH009381-RA
OG0000627	Dm_00011408-RA	AH021152-RA
OG0000628	Dm_00005130-RA	AH001623-RA
OG0000628	Dm_00002656-RA	AH006114-RA, AH003743-RA
OG0000629	Dm_00012279-RA	AH023719-RA
OG0000629	Dm_00017919-RA	AH006468-RA
OG0000630	Dm_00004959-RA	AH000538-RA
OG0000630	Dm_00013446-RA	AH008965-RA
OG0000632	Dm_00012500-RA	AH002851-RA, AH005650-RA
OG0000633	Dm_00001744-RA	AH001843-RA
OG0000633	Dm_00001090-RA, Dm_00002213-RA	AH003995-RA, AH005626-RA
OG0000634	Dm_00002749-RA	AH009260-RA
OG0000635	Dm_00007916-RA, Dm_00005013-RA	AH003772-RA, AH003771-RA, AH005820-RA
OG0000635	Dm_00004016-RA, Dm_00009178-RA, Dm_00004015-RA	AH001768-RA
OG0000636	Dm_00011729-RA	AH003799-RA, AH005790-RA
OG0000637	Dm_00008345-RA, Dm_00010858-RA, Dm_00013293-RA	AH014448-RA, AH008357-RA, AH016718-RA
OG0000640	Dm_00015283-RA	AH018165-RA
OG0000641	Dm_00012748-RA	AH002552-RA, AH017861-RA
OG0000642	Dm_00005870-RA	AH007808-RA
OG0000643	Dm_00000939-RA	AH009771-RA, AH005097-RA, AH005096-RA, AH014661-RA
OG0000644	Dm_00002697-RA	AH009476-RA
OG0000645	Dm_00018096-RA	AH019271-RA
OG0000646	Dm_00002793-RA	AH010787-RA
OG0000646	Dm_00019127-RA	AH002592-RA, AH017813-RA
OG0000647	Dm_00019551-RA, Dm_00014614-RA	AH011274-RA
OG0000647	Dm_00002052-RA, Dm_00006253-RA	AH012103-RA, AH012102-RA
OG0000648	Dm_00018167-RA	AH011478-RA, AH018326-RA
OG0000649	Dm_00003275-RA, Dm_00001264-RA, Dm_00005091-RA, Dm_00006995-RA, Dm_00011784-RA, Dm_00011110-RA, Dm_00017548-RA	AH001913-RA, AH007851-RA, AH000619-RA, AH001914-RA
OG0000650	Dm_00000368-RA	AH020080-RA
OG0000659	Dm_00005135-RA	AH013034-RA, AH022192-RA
OG0000659	Dm_00001979-RA, Dm_00001225-RA	AH007421-RA, AH011207-RA
OG0000660	Dm_00017087-RA, Dm_00009713-RA	AH022978-RA, AH016428-RA
OG0000660	Dm_00016766-RA, Dm_00009892-RA	AH022578-RA
OG0000662	Dm_00017911-RA, Dm_00005292-RA, Dm_00020409-RA, Dm_00006880-RA	AH020196-RA, AH006996-RA
OG0000663	Dm_00014803-RA	AH007569-RA
OG0000664	Dm_00003170-RA	AH005546-RA, AH005547-RA
OG0000665	Dm_00003934-RA, Dm_00003213-RA	AH006074-RA
OG0000665	Dm_00009110-RA	AH001903-RA, AH000629-RA
OG0000666	Dm_00020921-RA, Dm_00006736-RA	AH001652-RA
OG0000667	Dm_00010412-RA, Dm_00018730-RA, Dm_00013759-RA, Dm_00000915-RA	AH010325-RA, AH002745-RA, AH017291-RA
OG0000668	Dm_00019297-RA	AH001590-RA
OG0000669	Dm_00007782-RA	AH023589-RA
OG0000670	Dm_00000536-RA, Dm_00000535-RA	AH001007-RA, AH001008-RA, AH008088-RA, AH009626-RA
OG0000670	Dm_00013762-RA	AH022352-RA, AH013522-RA
