Orthogroup	D_muscipula.proteins	A_coerulea.proteins
OG0000055	Dm_00011186-RA	Aqcoe2G168000.1.p, Aqcoe2G168000.2.p, Aqcoe1G484000.1.p
OG0000058	Dm_00001789-RA, Dm_00000773-RA	Aqcoe7G053300.1.p, Aqcoe7G052400.1.p
OG0000063	Dm_00017284-RA, Dm_00001327-RA	Aqcoe4G036500.1.p
OG0000067	Dm_00004643-RA, Dm_00004223-RA, Dm_00011275-RA	Aqcoe1G490000.2.p, Aqcoe1G490000.1.p, Aqcoe1G490000.3.p, Aqcoe2G166400.1.p
OG0000070	Dm_00019678-RA	Aqcoe5G246400.1.p
OG0000070	Dm_00017292-RA	Aqcoe5G246400.2.p
OG0000070	Dm_00008155-RA, Dm_00013287-RA, Dm_00004547-RA	Aqcoe2G005900.1.p, Aqcoe1G462200.1.p
OG0000071	Dm_00001685-RA	Aqcoe5G383300.1.p, Aqcoe3G135100.1.p
OG0000071	Dm_00012616-RA	Aqcoe2G209700.1.p, Aqcoe1G129400.1.p
OG0000071	Dm_00019310-RA	Aqcoe2G390800.1.p
OG0000071	Dm_00008368-RA, Dm_00000932-RA	Aqcoe5G006300.1.p
OG0000072	Dm_00015257-RA, Dm_00012063-RA	Aqcoe2G393100.1.p
OG0000072	Dm_00019149-RA	Aqcoe1G063900.1.p, Aqcoe1G249200.1.p, Aqcoe1G021700.1.p, Aqcoe1G247500.1.p, Aqcoe1G022200.1.p
OG0000075	Dm_00016096-RA, Dm_00020819-RA, Dm_00020574-RA, Dm_00019027-RA, Dm_00009838-RA, Dm_00018522-RA, Dm_00015436-RA, Dm_00004793-RA, Dm_00020283-RA, Dm_00004994-RA, Dm_00004792-RA, Dm_00007807-RA, Dm_00020772-RA	Aqcoe1G263600.1.p, Aqcoe7G254300.1.p, Aqcoe7G326500.1.p, Aqcoe4G142000.1.p, Aqcoe0192s0001.1.p, Aqcoe5G306000.1.p
OG0000075	Dm_00018466-RA	Aqcoe2G104800.1.p
OG0000077	Dm_00004852-RA, Dm_00021132-RA	Aqcoe4G087900.1.p, Aqcoe4G179500.1.p, Aqcoe4G178900.1.p, Aqcoe0403s0001.1.p, Aqcoe0403s0002.1.p, Aqcoe4G127100.1.p, Aqcoe4G088100.1.p, Aqcoe4G178600.1.p, Aqcoe4G179400.1.p, Aqcoe4G126100.1.p, Aqcoe4G127000.1.p, Aqcoe4G126000.1.p
OG0000077	Dm_00009375-RA	Aqcoe1G007000.1.p, Aqcoe1G007200.1.p, Aqcoe1G007200.2.p, Aqcoe6G314700.1.p
OG0000078	Dm_00012444-RA, Dm_00015818-RA, Dm_00020707-RA, Dm_00020663-RA, Dm_00009495-RA, Dm_00001317-RA	Aqcoe5G089900.1.p, Aqcoe3G423900.1.p, Aqcoe4G122900.1.p, Aqcoe7G124700.1.p
OG0000078	Dm_00014938-RA	Aqcoe3G318600.1.p, Aqcoe3G318700.1.p, Aqcoe3G295700.1.p
OG0000078	Dm_00001318-RA	Aqcoe7G124500.1.p
OG0000085	Dm_00002079-RA, Dm_00008755-RA	Aqcoe7G428500.1.p
OG0000085	Dm_00000001-RA	Aqcoe2G069700.1.p
OG0000085	Dm_00021097-RA	Aqcoe7G239100.1.p
OG0000085	Dm_00020301-RA	Aqcoe1G060400.1.p, Aqcoe1G060400.2.p
OG0000085	Dm_00011328-RA	Aqcoe5G241700.1.p
OG0000087	Dm_00009408-RA	Aqcoe1G041400.1.p, Aqcoe2G039200.1.p
OG0000087	Dm_00012409-RA	Aqcoe6G024800.1.p
OG0000088	Dm_00006025-RA	Aqcoe1G425600.1.p
OG0000089	Dm_00005049-RA, Dm_00005048-RA, Dm_00012672-RA	Aqcoe7G202700.8.p, Aqcoe7G202700.9.p, Aqcoe7G202700.10.p, Aqcoe7G202700.4.p, Aqcoe7G202700.3.p, Aqcoe7G202700.5.p, Aqcoe7G202700.1.p, Aqcoe7G202700.2.p, Aqcoe3G215000.1.p, Aqcoe7G202900.1.p, Aqcoe7G202400.1.p, Aqcoe7G202400.2.p, Aqcoe7G202600.1.p, Aqcoe7G202600.2.p, Aqcoe1G185700.1.p
OG0000089	Dm_00000623-RA, Dm_00005052-RA, Dm_00008000-RA, Dm_00005053-RA, Dm_00014697-RA, Dm_00001050-RA	Aqcoe7G202300.2.p, Aqcoe7G202300.1.p, Aqcoe7G202200.1.p
OG0000090	Dm_00017037-RA	Aqcoe5G076700.1.p, Aqcoe5G076700.2.p
OG0000091	Dm_00002549-RA, Dm_00011577-RA	Aqcoe1G208000.1.p
OG0000091	Dm_00004862-RA	Aqcoe5G474700.1.p
OG0000091	Dm_00000624-RA, Dm_00001319-RA, Dm_00002331-RA	Aqcoe6G159700.1.p, Aqcoe6G159600.1.p, Aqcoe6G232900.1.p, Aqcoe6G232700.1.p
OG0000092	Dm_00004449-RA, Dm_00015857-RA, Dm_00000793-RA, Dm_00002769-RA, Dm_00003361-RA, Dm_00014668-RA, Dm_00004450-RA, Dm_00010933-RA, Dm_00009686-RA, Dm_00002757-RA, Dm_00016581-RA, Dm_00003364-RA, Dm_00004447-RA, Dm_00013178-RA, Dm_00009687-RA, Dm_00003365-RA, Dm_00009688-RA, Dm_00003218-RA, Dm_00003221-RA, Dm_00003211-RA, Dm_00008014-RA, Dm_00018424-RA, Dm_00019033-RA, Dm_00002825-RA, Dm_00003366-RA, Dm_00002758-RA, Dm_00013437-RA, Dm_00006790-RA, Dm_00009685-RA, Dm_00019542-RA, Dm_00018772-RA, Dm_00019544-RA, Dm_00016580-RA, Dm_00003219-RA, Dm_00009722-RA, Dm_00019429-RA, Dm_00019543-RA, Dm_00002958-RA	Aqcoe4G221400.1.p, Aqcoe1G272600.1.p, Aqcoe1G317600.1.p, Aqcoe1G317400.1.p
OG0000093	Dm_00008970-RA, Dm_00008253-RA, Dm_00011309-RA, Dm_00014861-RA, Dm_00016946-RA, Dm_00008254-RA, Dm_00012465-RA	Aqcoe7G301000.1.p, Aqcoe7G300700.1.p, Aqcoe0021s0001.1.p, Aqcoe7G295300.1.p, Aqcoe7G301400.1.p, Aqcoe7G300100.2.p, Aqcoe7G300100.1.p, Aqcoe7G300000.1.p
OG0000095	Dm_00013674-RA, Dm_00001105-RA	Aqcoe6G022200.2.p, Aqcoe6G022200.3.p, Aqcoe6G022200.4.p, Aqcoe6G022200.1.p, Aqcoe7G165300.4.p, Aqcoe7G165300.1.p, Aqcoe7G165300.3.p, Aqcoe7G165300.2.p, Aqcoe7G165300.5.p, Aqcoe7G165300.7.p, Aqcoe7G165300.6.p
OG0000096	Dm_00002220-RA, Dm_00002364-RA, Dm_00001356-RA, Dm_00001357-RA	Aqcoe4G273300.1.p, Aqcoe7G439300.1.p, Aqcoe4G135000.1.p, Aqcoe4G135100.1.p
OG0000097	Dm_00005636-RA, Dm_00005630-RA	Aqcoe3G278900.1.p
OG0000098	Dm_00003034-RA	Aqcoe5G210900.1.p
OG0000098	Dm_00021020-RA	Aqcoe1G173300.1.p, Aqcoe4G008100.1.p, Aqcoe3G411000.1.p
OG0000098	Dm_00015457-RA	Aqcoe5G427300.1.p
OG0000098	Dm_00004482-RA, Dm_00015844-RA	Aqcoe3G000700.1.p, Aqcoe2G055200.1.p, Aqcoe2G055300.1.p
OG0000098	Dm_00003528-RA	Aqcoe7G037100.1.p
OG0000098	Dm_00013312-RA, Dm_00006029-RA	Aqcoe1G090000.1.p
OG0000101	Dm_00005058-RA	Aqcoe3G302000.1.p
OG0000101	Dm_00007144-RA	Aqcoe5G262700.1.p
OG0000101	Dm_00005941-RA, Dm_00007145-RA, Dm_00012329-RA	Aqcoe4G169800.1.p
OG0000101	Dm_00017960-RA, Dm_00019229-RA, Dm_00011937-RA, Dm_00005564-RA, Dm_00020741-RA, Dm_00012123-RA	Aqcoe4G215700.1.p, Aqcoe7G326600.1.p, Aqcoe7G192800.1.p, Aqcoe2G000100.1.p, Aqcoe4G290500.1.p
OG0000102	Dm_00001450-RA, Dm_00018156-RA, Dm_00001449-RA, Dm_00021072-RA, Dm_00017323-RA, Dm_00018155-RA, Dm_00000680-RA, Dm_00013767-RA, Dm_00001451-RA	Aqcoe1G229600.2.p, Aqcoe1G229600.1.p, Aqcoe1G229500.1.p, Aqcoe1G144900.1.p, Aqcoe2G016700.1.p, Aqcoe7G350300.1.p, Aqcoe2G016600.1.p
OG0000103	Dm_00020702-RA	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p
OG0000103	Dm_00001448-RA	Aqcoe7G153000.2.p, Aqcoe7G153000.1.p, Aqcoe7G153000.3.p, Aqcoe7G153000.4.p, Aqcoe1G314500.1.p
OG0000104	Dm_00012898-RA	Aqcoe1G436200.1.p
OG0000104	Dm_00001406-RA	Aqcoe1G436600.1.p
OG0000105	Dm_00012589-RA	Aqcoe3G145000.1.p, Aqcoe5G400800.1.p
OG0000105	Dm_00013721-RA, Dm_00001881-RA	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p
OG0000105	Dm_00000769-RA, Dm_00001787-RA, Dm_00006766-RA	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p
OG0000106	Dm_00014066-RA, Dm_00019398-RA, Dm_00003375-RA, Dm_00016346-RA, Dm_00019397-RA, Dm_00014065-RA, Dm_00017534-RA, Dm_00020809-RA	Aqcoe6G197100.1.p
OG0000107	Dm_00002832-RA, Dm_00001602-RA	Aqcoe3G024000.1.p, Aqcoe2G152900.1.p
OG0000107	Dm_00001603-RA	Aqcoe2G153000.12.p, Aqcoe2G153000.13.p, Aqcoe2G153000.5.p, Aqcoe2G153000.3.p, Aqcoe2G153000.1.p, Aqcoe2G153000.8.p, Aqcoe2G153000.6.p, Aqcoe2G153000.2.p, Aqcoe2G153000.4.p, Aqcoe2G153000.7.p, Aqcoe2G153000.10.p, Aqcoe2G153000.11.p, Aqcoe2G153000.9.p, Aqcoe3G024100.2.p, Aqcoe3G024100.8.p, Aqcoe3G024100.3.p, Aqcoe3G024100.5.p, Aqcoe3G024100.1.p, Aqcoe3G024100.7.p, Aqcoe3G024100.6.p, Aqcoe3G024100.9.p, Aqcoe3G024100.4.p
OG0000108	Dm_00018091-RA, Dm_00012144-RA, Dm_00009382-RA	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p
OG0000108	Dm_00014168-RA	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p
OG0000109	Dm_00003433-RA	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p
OG0000109	Dm_00007914-RA, Dm_00012182-RA	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p
OG0000113	Dm_00016399-RA	Aqcoe6G315000.1.p
OG0000113	Dm_00006694-RA, Dm_00006695-RA	Aqcoe5G161300.1.p
OG0000114	Dm_00013880-RA	Aqcoe1G244900.2.p, Aqcoe1G244900.5.p, Aqcoe1G244900.1.p, Aqcoe1G244900.3.p, Aqcoe1G244900.4.p, Aqcoe1G272500.1.p, Aqcoe1G272500.3.p, Aqcoe1G272500.2.p, Aqcoe4G031600.1.p, Aqcoe4G031600.2.p, Aqcoe4G031600.3.p, Aqcoe1G245000.3.p, Aqcoe1G245000.4.p, Aqcoe1G245000.2.p, Aqcoe1G245000.1.p
OG0000115	Dm_00013370-RA	Aqcoe7G428900.1.p
OG0000116	Dm_00014421-RA, Dm_00016555-RA, Dm_00004779-RA, Dm_00008694-RA	Aqcoe7G324500.1.p
OG0000118	Dm_00001565-RA	Aqcoe7G258200.1.p
OG0000118	Dm_00006495-RA	Aqcoe5G212800.1.p, Aqcoe6G221500.1.p
OG0000120	Dm_00019247-RA	Aqcoe2G011200.1.p, Aqcoe1G018900.1.p
OG0000120	Dm_00008637-RA	Aqcoe1G020800.1.p, Aqcoe1G020800.2.p
OG0000120	Dm_00001877-RA	Aqcoe2G011900.5.p, Aqcoe2G011900.3.p, Aqcoe2G011900.4.p, Aqcoe2G011900.6.p, Aqcoe2G011900.2.p, Aqcoe2G011900.1.p
OG0000120	Dm_00017973-RA	Aqcoe7G036400.1.p
OG0000121	Dm_00017678-RA, Dm_00018618-RA	Aqcoe1G068600.1.p
OG0000121	Dm_00021095-RA	Aqcoe1G069200.2.p, Aqcoe1G069200.4.p, Aqcoe1G069200.3.p, Aqcoe1G069200.1.p, Aqcoe1G069400.1.p, Aqcoe1G069400.2.p
OG0000123	Dm_00013069-RA, Dm_00000436-RA	Aqcoe2G387500.1.p, Aqcoe2G118400.1.p, Aqcoe3G357100.1.p
OG0000123	Dm_00020844-RA	Aqcoe5G334300.1.p
OG0000124	Dm_00007112-RA	Aqcoe2G339400.1.p
OG0000125	Dm_00004819-RA	Aqcoe2G321200.1.p
OG0000125	Dm_00019657-RA	Aqcoe2G319500.1.p
OG0000126	Dm_00010571-RA, Dm_00015900-RA, Dm_00018285-RA, Dm_00012242-RA, Dm_00020196-RA, Dm_00008378-RA, Dm_00010641-RA, Dm_00017870-RA, Dm_00017344-RA, Dm_00007714-RA, Dm_00016477-RA, Dm_00013903-RA, Dm_00014573-RA, Dm_00005711-RA, Dm_00018317-RA, Dm_00018185-RA, Dm_00004452-RA, Dm_00011635-RA, Dm_00013614-RA, Dm_00019586-RA, Dm_00003267-RA, Dm_00013189-RA, Dm_00015995-RA	Aqcoe1G261900.1.p
OG0000126	Dm_00014906-RA, Dm_00016307-RA, Dm_00019691-RA, Dm_00020193-RA, Dm_00009923-RA, Dm_00006520-RA, Dm_00016739-RA, Dm_00005718-RA, Dm_00010318-RA, Dm_00014553-RA, Dm_00015759-RA, Dm_00017083-RA, Dm_00015758-RA, Dm_00011850-RA, Dm_00014574-RA, Dm_00015445-RA, Dm_00017871-RA, Dm_00008377-RA, Dm_00016693-RA, Dm_00020194-RA, Dm_00011129-RA, Dm_00014575-RA, Dm_00014905-RA, Dm_00009924-RA, Dm_00010640-RA, Dm_00000360-RA, Dm_00013494-RA, Dm_00013054-RA, Dm_00015159-RA, Dm_00003938-RA, Dm_00018601-RA, Dm_00016736-RA, Dm_00013187-RA, Dm_00013615-RA, Dm_00008989-RA, Dm_00019585-RA, Dm_00014582-RA, Dm_00013055-RA, Dm_00019584-RA, Dm_00015158-RA, Dm_00010317-RA, Dm_00008656-RA, Dm_00019799-RA, Dm_00018600-RA, Dm_00011437-RA, Dm_00016504-RA, Dm_00008348-RA, Dm_00018472-RA, Dm_00011128-RA	Aqcoe3G408100.1.p, Aqcoe2G141300.1.p, Aqcoe7G251000.1.p
OG0000127	Dm_00001228-RA, Dm_00006084-RA	Aqcoe2G313000.1.p
OG0000127	Dm_00000969-RA, Dm_00000275-RA, Dm_00000966-RA, Dm_00015587-RA	Aqcoe3G159400.1.p, Aqcoe5G345400.2.p, Aqcoe5G345400.1.p
OG0000129	Dm_00018929-RA, Dm_00010360-RA	Aqcoe7G330100.1.p
OG0000129	Dm_00019326-RA	Aqcoe0018s0008.3.p, Aqcoe0018s0008.1.p, Aqcoe0018s0008.2.p, Aqcoe0018s0007.1.p, Aqcoe1G239100.1.p, Aqcoe1G239100.2.p, Aqcoe7G330700.1.p, Aqcoe0018s0003.3.p, Aqcoe0018s0003.2.p, Aqcoe0018s0003.1.p, Aqcoe7G330300.1.p, Aqcoe7G330300.2.p, Aqcoe7G330000.1.p, Aqcoe4G109900.1.p, Aqcoe4G109600.1.p, Aqcoe7G256400.1.p, Aqcoe4G123000.1.p, Aqcoe7G256300.1.p
OG0000131	Dm_00020931-RA, Dm_00002070-RA	Aqcoe7G437600.1.p
OG0000134	Dm_00002439-RA, Dm_00009619-RA, Dm_00002440-RA	Aqcoe6G146600.1.p, Aqcoe6G146900.1.p, Aqcoe6G147000.1.p, Aqcoe6G146700.1.p, Aqcoe6G146800.1.p, Aqcoe4G235500.1.p
OG0000135	Dm_00015604-RA	Aqcoe7G122400.1.p
OG0000135	Dm_00010230-RA, Dm_00006540-RA, Dm_00009257-RA, Dm_00010456-RA, Dm_00019007-RA	Aqcoe7G240700.1.p
OG0000136	Dm_00005806-RA	Aqcoe5G212600.2.p, Aqcoe5G212600.4.p
OG0000137	Dm_00020784-RA, Dm_00016612-RA, Dm_00005256-RA, Dm_00006644-RA, Dm_00015272-RA, Dm_00020969-RA, Dm_00020646-RA	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p
OG0000138	Dm_00008855-RA	Aqcoe3G050100.1.p, Aqcoe3G396300.1.p
OG0000138	Dm_00019040-RA	Aqcoe2G224400.1.p
OG0000139	Dm_00010302-RA, Dm_00016348-RA, Dm_00002446-RA, Dm_00018590-RA	Aqcoe1G233500.1.p
OG0000140	Dm_00010965-RA	Aqcoe3G439600.1.p
OG0000142	Dm_00012078-RA, Dm_00012077-RA	Aqcoe4G041600.1.p, Aqcoe4G049300.1.p, Aqcoe3G044000.1.p, Aqcoe4G046900.1.p, Aqcoe4G042800.2.p, Aqcoe4G042800.1.p, Aqcoe4G046700.1.p, Aqcoe4G047400.1.p, Aqcoe4G054100.1.p, Aqcoe4G053500.1.p, Aqcoe4G003300.1.p, Aqcoe4G112700.1.p, Aqcoe4G140700.1.p, Aqcoe2G046000.1.p, Aqcoe5G319200.1.p, Aqcoe4G069400.2.p, Aqcoe4G069400.1.p, Aqcoe4G167300.1.p, Aqcoe4G050300.1.p, Aqcoe4G050300.3.p, Aqcoe4G050300.2.p, Aqcoe3G272500.1.p
OG0000143	Dm_00008555-RA	Aqcoe4G190000.1.p
OG0000144	Dm_00009698-RA, Dm_00010190-RA	Aqcoe5G299000.1.p
OG0000145	Dm_00017523-RA	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p
OG0000146	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA	Aqcoe1G092700.1.p
OG0000147	Dm_00012154-RA	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p
OG0000147	Dm_00004214-RA	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p
OG0000148	Dm_00003748-RA, Dm_00012196-RA, Dm_00014512-RA	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p
OG0000149	Dm_00013011-RA	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p
OG0000152	Dm_00019913-RA, Dm_00003386-RA, Dm_00006856-RA	Aqcoe3G149900.1.p
OG0000152	Dm_00004775-RA	Aqcoe1G487200.1.p, Aqcoe6G012700.1.p
OG0000152	Dm_00020320-RA, Dm_00016601-RA	Aqcoe7G298400.1.p, Aqcoe1G411800.1.p, Aqcoe1G412400.1.p, Aqcoe1G430600.1.p, Aqcoe3G407600.1.p
OG0000153	Dm_00003098-RA	Aqcoe1G489000.1.p
OG0000153	Dm_00019288-RA, Dm_00004902-RA, Dm_00004472-RA	Aqcoe1G489000.2.p
OG0000154	Dm_00006672-RA, Dm_00009628-RA	Aqcoe3G286800.1.p, Aqcoe3G124000.1.p, Aqcoe3G124000.2.p
OG0000156	Dm_00000763-RA	Aqcoe7G328900.1.p
OG0000156	Dm_00010080-RA, Dm_00011484-RA	Aqcoe2G205500.1.p, Aqcoe1G132600.1.p
OG0000159	Dm_00004560-RA	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p
OG0000159	Dm_00000193-RA	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p
OG0000160	Dm_00000160-RA	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p
OG0000160	Dm_00002270-RA, Dm_00012322-RA	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p
OG0000162	Dm_00020718-RA, Dm_00002774-RA	Aqcoe3G026900.1.p, Aqcoe3G027200.1.p
OG0000163	Dm_00002817-RA, Dm_00007859-RA	Aqcoe5G033700.1.p
OG0000163	Dm_00011806-RA	Aqcoe7G119200.1.p
OG0000163	Dm_00003550-RA	Aqcoe2G366600.2.p, Aqcoe2G366600.1.p
OG0000164	Dm_00019025-RA, Dm_00020584-RA, Dm_00020207-RA	Aqcoe3G009200.1.p
OG0000164	Dm_00014735-RA, Dm_00018986-RA	Aqcoe5G237200.1.p, Aqcoe5G237200.2.p, Aqcoe2G159700.1.p
OG0000164	Dm_00000108-RA	Aqcoe7G204100.3.p, Aqcoe7G204100.1.p, Aqcoe7G204100.2.p, Aqcoe7G204100.4.p, Aqcoe7G204100.5.p, Aqcoe7G204100.7.p, Aqcoe7G204100.6.p
OG0000168	Dm_00006284-RA, Dm_00004247-RA, Dm_00004248-RA	Aqcoe2G020200.1.p, Aqcoe2G019900.1.p, Aqcoe2G019900.2.p, Aqcoe2G019900.3.p, Aqcoe2G020100.2.p, Aqcoe2G020100.1.p
OG0000169	Dm_00001981-RA	Aqcoe2G386200.1.p, Aqcoe4G262600.1.p, Aqcoe2G385900.1.p
OG0000169	Dm_00003996-RA	Aqcoe2G287500.1.p, Aqcoe5G093300.1.p
OG0000170	Dm_00008657-RA	Aqcoe1G096000.1.p
OG0000170	Dm_00018535-RA	Aqcoe2G072300.1.p
OG0000170	Dm_00015271-RA	Aqcoe7G023200.1.p, Aqcoe5G436900.2.p, Aqcoe5G436900.1.p
OG0000170	Dm_00003497-RA, Dm_00003545-RA	Aqcoe5G026300.1.p
OG0000171	Dm_00017813-RA, Dm_00000656-RA, Dm_00009503-RA	Aqcoe7G159800.1.p
OG0000171	Dm_00018421-RA, Dm_00000880-RA, Dm_00010899-RA	Aqcoe5G406400.1.p
OG0000172	Dm_00001563-RA, Dm_00000012-RA	Aqcoe1G499700.3.p, Aqcoe1G499700.6.p, Aqcoe1G499700.4.p, Aqcoe1G499700.1.p, Aqcoe1G499700.5.p, Aqcoe1G499700.2.p, Aqcoe1G499700.7.p
OG0000177	Dm_00019227-RA, Dm_00020982-RA, Dm_00009719-RA, Dm_00016291-RA, Dm_00004728-RA, Dm_00019228-RA, Dm_00019442-RA, Dm_00016281-RA, Dm_00020983-RA, Dm_00019890-RA, Dm_00007208-RA, Dm_00018824-RA, Dm_00016432-RA, Dm_00015122-RA, Dm_00021066-RA, Dm_00012276-RA, Dm_00014136-RA	Aqcoe7G252400.1.p
OG0000177	Dm_00010514-RA, Dm_00013960-RA, Dm_00010115-RA, Dm_00016280-RA, Dm_00012777-RA, Dm_00010930-RA, Dm_00010994-RA, Dm_00011905-RA, Dm_00008355-RA, Dm_00012657-RA, Dm_00018961-RA, Dm_00004421-RA, Dm_00014838-RA, Dm_00011950-RA, Dm_00019450-RA, Dm_00020091-RA, Dm_00016289-RA, Dm_00013842-RA, Dm_00014350-RA, Dm_00016290-RA, Dm_00019873-RA, Dm_00004243-RA, Dm_00008581-RA, Dm_00018642-RA, Dm_00018746-RA, Dm_00014625-RA, Dm_00010664-RA, Dm_00006659-RA, Dm_00016321-RA, Dm_00019401-RA, Dm_00019225-RA	Aqcoe2G171900.1.p, Aqcoe0085s0001.1.p
OG0000177	Dm_00012001-RA	Aqcoe1G347200.1.p
OG0000177	Dm_00015040-RA, Dm_00012339-RA, Dm_00014146-RA, Dm_00016451-RA, Dm_00012360-RA, Dm_00007995-RA, Dm_00017622-RA	Aqcoe1G407700.1.p, Aqcoe2G133400.1.p, Aqcoe2G133600.1.p, Aqcoe3G109600.1.p, Aqcoe2G133900.1.p, Aqcoe6G001800.1.p
OG0000179	Dm_00013947-RA, Dm_00016891-RA	Aqcoe6G285900.1.p, Aqcoe1G482500.1.p, Aqcoe1G482500.2.p
OG0000179	Dm_00017688-RA, Dm_00018639-RA	Aqcoe2G269100.2.p, Aqcoe2G269100.1.p
OG0000180	Dm_00014427-RA	Aqcoe7G438900.3.p, Aqcoe7G438900.2.p, Aqcoe7G438900.1.p, Aqcoe7G438900.4.p
OG0000180	Dm_00015134-RA	Aqcoe2G299800.2.p, Aqcoe2G299800.1.p
OG0000181	Dm_00001869-RA	Aqcoe6G022900.4.p, Aqcoe6G022900.5.p, Aqcoe6G022900.6.p, Aqcoe6G022900.3.p, Aqcoe6G022900.1.p, Aqcoe6G022900.2.p
OG0000182	Dm_00013542-RA, Dm_00004694-RA	Aqcoe1G144000.1.p
OG0000182	Dm_00003411-RA	Aqcoe1G144000.2.p
OG0000183	Dm_00000721-RA	Aqcoe1G253500.1.p
OG0000185	Dm_00008201-RA	Aqcoe2G345900.4.p, Aqcoe2G345900.3.p, Aqcoe2G345900.2.p, Aqcoe2G345900.1.p
OG0000185	Dm_00019609-RA	Aqcoe2G434000.1.p
OG0000186	Dm_00012498-RA	Aqcoe5G325800.2.p, Aqcoe5G325800.1.p, Aqcoe4G193800.1.p, Aqcoe5G325800.3.p, Aqcoe3G205100.1.p
OG0000187	Dm_00000289-RA	Aqcoe3G197700.1.p
OG0000188	Dm_00013309-RA, Dm_00006026-RA, Dm_00004072-RA, Dm_00020166-RA	Aqcoe5G437800.1.p
OG0000189	Dm_00009083-RA, Dm_00005825-RA	Aqcoe3G111100.1.p, Aqcoe3G111400.1.p, Aqcoe3G111000.1.p, Aqcoe3G111000.2.p, Aqcoe3G111000.3.p, Aqcoe3G110900.1.p
OG0000189	Dm_00009082-RA	Aqcoe3G169100.1.p
OG0000190	Dm_00016775-RA	Aqcoe2G233900.1.p
OG0000191	Dm_00013133-RA, Dm_00020682-RA, Dm_00017204-RA, Dm_00008634-RA, Dm_00012017-RA, Dm_00008636-RA, Dm_00017241-RA, Dm_00010364-RA	Aqcoe5G406700.1.p, Aqcoe7G087400.1.p, Aqcoe4G097000.1.p, Aqcoe4G096700.1.p, Aqcoe4G096900.1.p, Aqcoe1G036800.1.p, Aqcoe2G007800.1.p, Aqcoe6G166000.1.p
OG0000192	Dm_00001966-RA, Dm_00007600-RA, Dm_00018084-RA	Aqcoe7G361800.1.p, Aqcoe5G418800.1.p, Aqcoe5G249100.1.p, Aqcoe5G249800.1.p
OG0000198	Dm_00011593-RA, Dm_00017623-RA	Aqcoe2G183800.1.p, Aqcoe1G251900.1.p
OG0000199	Dm_00014546-RA	Aqcoe2G350800.1.p
OG0000199	Dm_00002428-RA	Aqcoe5G171700.1.p, Aqcoe6G099500.1.p
OG0000199	Dm_00009341-RA	Aqcoe7G248100.1.p
OG0000199	Dm_00000116-RA, Dm_00001028-RA	Aqcoe7G395400.1.p, Aqcoe7G189400.1.p
OG0000200	Dm_00018449-RA	Aqcoe5G233200.1.p, Aqcoe5G173200.1.p, Aqcoe5G233000.1.p, Aqcoe5G173500.1.p
