Orthogroup	A_thaliana.proteins	L_sativa.proteins
OG0000071	AT5G04310.1, AT5G04310.2, AT5G04310.3	Lsat_1_v5_gn_2_111980.3, Lsat_1_v5_gn_2_111980.1, Lsat_1_v5_gn_9_71760.3, Lsat_1_v5_gn_9_71760.1
OG0000071	AT4G13710.2, AT4G13710.1	Lsat_1_v5_gn_2_43400.1, Lsat_1_v5_gn_0_4881.2, Lsat_1_v5_gn_0_4881.1
OG0000071	AT3G07010.1, AT3G07010.2, AT5G48900.1, AT4G13210.2, AT4G13210.1, AT3G24670.1	Lsat_1_v5_gn_8_90220.1, Lsat_1_v5_gn_9_12800.1
OG0000071	AT1G67750.1	Lsat_1_v5_gn_8_154380.2, Lsat_1_v5_gn_8_154380.1
OG0000072	AT4G40030.1	Lsat_1_v5_gn_1_16160.1, Lsat_1_v5_gn_1_3221.2
OG0000072	AT4G40040.2, AT4G40030.4	Lsat_1_v5_gn_9_73101.1
OG0000077	AT2G21100.1, AT2G21100.2	Lsat_1_v5_gn_8_126040.1
OG0000077	AT3G58090.1	Lsat_1_v5_gn_1_60200.1, Lsat_1_v5_gn_1_60340.3, Lsat_1_v5_gn_1_67920.1, Lsat_1_v5_gn_1_67920.3
OG0000077	AT5G42500.1, AT5G42510.1, AT1G22900.1, AT1G65870.1	Lsat_1_v5_gn_1_60240.1, Lsat_1_v5_gn_1_60140.1, Lsat_1_v5_gn_1_60140.2, Lsat_1_v5_gn_1_60240.2, Lsat_1_v5_gn_6_36221.1, Lsat_1_v5_gn_6_36240.1, Lsat_1_v5_gn_1_60340.1
OG0000078	AT4G16295.1, AT4G29035.1, AT5G06020.1, AT5G06030.1, AT5G06040.1	Lsat_1_v5_gn_6_63141.1, Lsat_1_v5_gn_6_61461.1, Lsat_1_v5_gn_0_4660.1
OG0000079	AT4G16740.3, AT4G16740.4, AT4G16740.2, AT4G16740.1, AT4G16730.1, AT4G16730.2, AT2G24210.1, AT3G25820.4, AT3G25820.3, AT3G25820.2, AT3G25830.1, AT3G25820.1, AT3G25810.1	Lsat_1_v5_gn_6_32141.2, Lsat_1_v5_gn_6_32141.1, Lsat_1_v5_gn_2_30961.1, Lsat_1_v5_gn_2_30961.2, Lsat_1_v5_gn_2_30320.1, Lsat_1_v5_gn_2_30320.2, Lsat_1_v5_gn_8_143701.1, Lsat_1_v5_gn_8_143701.3, Lsat_1_v5_gn_8_142860.1, Lsat_1_v5_gn_8_142801.3, Lsat_1_v5_gn_8_142801.1, Lsat_1_v5_gn_8_143440.1, Lsat_1_v5_gn_8_143440.3, Lsat_1_v5_gn_6_32320.2, Lsat_1_v5_gn_6_32320.3, Lsat_1_v5_gn_6_32320.1, Lsat_1_v5_gn_8_142841.1, Lsat_1_v5_gn_8_143560.2, Lsat_1_v5_gn_6_33381.1, Lsat_1_v5_gn_6_33321.1, Lsat_1_v5_gn_6_33321.4, Lsat_1_v5_gn_2_110381.2, Lsat_1_v5_gn_2_110381.1, Lsat_1_v5_gn_2_110381.4
OG0000085	AT5G35580.2, AT5G35580.1, AT2G05940.1	Lsat_1_v5_gn_5_140541.1, Lsat_1_v5_gn_8_85560.1
OG0000085	AT1G72540.1	Lsat_1_v5_gn_4_93421.2, Lsat_1_v5_gn_4_93421.1, Lsat_1_v5_gn_4_94081.1
OG0000085	AT5G01020.1	Lsat_1_v5_gn_5_153541.1, Lsat_1_v5_gn_5_153541.3
OG0000085	AT2G07180.1, AT2G07180.2	Lsat_1_v5_gn_5_80941.2, Lsat_1_v5_gn_5_80941.1, Lsat_1_v5_gn_5_80941.3, Lsat_1_v5_gn_7_57420.2, Lsat_1_v5_gn_7_57420.5, Lsat_1_v5_gn_7_57420.1, Lsat_1_v5_gn_5_80560.1
OG0000085	AT5G56460.1	Lsat_1_v5_gn_2_50401.1
OG0000085	AT1G61590.1	Lsat_1_v5_gn_3_20560.1, Lsat_1_v5_gn_6_75341.1
OG0000087	AT3G57040.1, AT3G57040.2, AT2G07440.1, AT2G41310.1	Lsat_1_v5_gn_5_159621.1
OG0000087	AT2G40670.2, AT2G40670.1, AT3G56380.2, AT3G56380.1	Lsat_1_v5_gn_2_126340.1, Lsat_1_v5_gn_9_13781.2, Lsat_1_v5_gn_9_13781.1, Lsat_1_v5_gn_9_13781.3
OG0000087	AT3G48100.1, AT5G62920.1, AT1G19050.1, AT1G74890.1	Lsat_1_v5_gn_4_74061.1, Lsat_1_v5_gn_5_18120.3, Lsat_1_v5_gn_5_18120.1
OG0000088	AT1G53440.1, AT1G53430.1, AT1G53430.2	Lsat_1_v5_gn_7_102080.1, Lsat_1_v5_gn_7_102080.3, Lsat_1_v5_gn_7_102060.2, Lsat_1_v5_gn_7_102060.1, Lsat_1_v5_gn_5_125941.3, Lsat_1_v5_gn_5_125941.1
OG0000088	AT1G29720.1	Lsat_1_v5_gn_4_37761.1, Lsat_1_v5_gn_4_37780.1
OG0000088	AT1G07650.2, AT1G07650.1, AT1G07650.3, AT1G07650.4	Lsat_1_v5_gn_4_26820.2, Lsat_1_v5_gn_4_26820.1
OG0000089	AT1G15520.2, AT1G15520.1	Lsat_1_v5_gn_5_133321.1, Lsat_1_v5_gn_5_133301.1, Lsat_1_v5_gn_5_133301.2, Lsat_1_v5_gn_1_33901.1, Lsat_1_v5_gn_1_33901.2, Lsat_1_v5_gn_1_34040.1, Lsat_1_v5_gn_1_33941.1, Lsat_1_v5_gn_4_104160.1, Lsat_1_v5_gn_5_133361.1, Lsat_1_v5_gn_5_133361.3, Lsat_1_v5_gn_5_132941.1
OG0000089	AT3G30842.1	Lsat_1_v5_gn_5_32461.1, Lsat_1_v5_gn_5_32481.2, Lsat_1_v5_gn_5_32481.1, Lsat_1_v5_gn_5_32481.3, Lsat_1_v5_gn_5_32461.2, Lsat_1_v5_gn_5_32461.3, Lsat_1_v5_gn_6_22800.1
OG0000090	AT5G14420.1, AT5G14420.4, AT5G14420.2, AT5G14420.3, AT3G01650.1, AT3G01650.2	Lsat_1_v5_gn_2_91101.2, Lsat_1_v5_gn_2_91101.1, Lsat_1_v5_gn_0_22040.1, Lsat_1_v5_gn_0_22040.3
OG0000090	AT1G67800.2, AT1G67800.5, AT1G67800.4, AT1G67800.6, AT1G67800.3, AT1G67800.1	Lsat_1_v5_gn_5_13881.3, Lsat_1_v5_gn_5_13881.1, Lsat_1_v5_gn_1_28580.4
OG0000091	AT4G14130.1, AT3G23730.1	Lsat_1_v5_gn_2_45920.2, Lsat_1_v5_gn_2_45920.1
OG0000093	AT2G44450.2, AT2G44450.1, AT2G25630.1, AT5G44640.1, AT5G42260.1, AT2G44480.4, AT2G44480.3, AT2G44480.1, AT2G44480.5, AT2G44480.2	Lsat_1_v5_gn_6_49701.3, Lsat_1_v5_gn_6_49701.4, Lsat_1_v5_gn_6_49701.1
OG0000095	AT3G22170.1, AT3G22170.2	Lsat_1_v5_gn_8_33061.2, Lsat_1_v5_gn_8_33061.1
OG0000095	AT4G15090.1, AT4G15090.4, AT4G15090.3, AT4G15090.5, AT4G15090.2	Lsat_1_v5_gn_4_9780.1
OG0000096	AT3G21800.1, AT3G21790.1, AT3G21780.1, AT4G15280.1, AT4G15260.1, AT3G21760.1, AT3G21750.1	Lsat_1_v5_gn_2_83360.1, Lsat_1_v5_gn_5_65600.1, Lsat_1_v5_gn_5_64321.1, Lsat_1_v5_gn_3_119721.1, Lsat_1_v5_gn_3_119740.1, Lsat_1_v5_gn_3_119441.1, Lsat_1_v5_gn_3_119441.3, Lsat_1_v5_gn_3_119700.5, Lsat_1_v5_gn_3_119700.1, Lsat_1_v5_gn_3_119900.1, Lsat_1_v5_gn_3_119861.1, Lsat_1_v5_gn_3_118940.1, Lsat_1_v5_gn_3_118880.1, Lsat_1_v5_gn_3_119381.2, Lsat_1_v5_gn_3_119381.1
OG0000098	AT1G20010.1, AT1G75780.1	Lsat_1_v5_gn_9_46981.1, Lsat_1_v5_gn_9_46981.2, Lsat_1_v5_gn_8_30681.1, Lsat_1_v5_gn_2_9641.3, Lsat_1_v5_gn_2_9641.1
OG0000098	AT5G62690.1, AT5G62700.1	Lsat_1_v5_gn_9_25361.3, Lsat_1_v5_gn_9_25361.1, Lsat_1_v5_gn_5_171060.1, Lsat_1_v5_gn_5_171060.3, Lsat_1_v5_gn_8_72280.1, Lsat_1_v5_gn_8_72280.3
OG0000098	AT2G29550.1	Lsat_1_v5_gn_6_5880.1
OG0000098	AT5G23860.2, AT5G23860.1	Lsat_1_v5_gn_9_33260.1, Lsat_1_v5_gn_5_111360.1
OG0000099	AT4G39490.1, AT4G39480.1, AT2G23180.1, AT4G32170.1, AT4G39500.1, AT4G39500.2, AT5G51900.1, AT4G39510.1, AT5G02900.1, AT1G66030.1, AT1G47620.1, AT2G21910.1, AT1G65340.1, AT5G52320.2, AT5G52320.1	Lsat_1_v5_gn_4_137760.1, Lsat_1_v5_gn_4_137860.1, Lsat_1_v5_gn_8_27980.3, Lsat_1_v5_gn_8_27980.1, Lsat_1_v5_gn_8_27841.1, Lsat_1_v5_gn_8_27841.3, Lsat_1_v5_gn_9_70380.2, Lsat_1_v5_gn_9_70380.1, Lsat_1_v5_gn_8_26161.2, Lsat_1_v5_gn_8_26101.1, Lsat_1_v5_gn_8_26101.3, Lsat_1_v5_gn_5_90700.1, Lsat_1_v5_gn_5_90700.3, Lsat_1_v5_gn_7_70361.2, Lsat_1_v5_gn_7_70361.1, Lsat_1_v5_gn_7_70581.1, Lsat_1_v5_gn_4_129940.1, Lsat_1_v5_gn_4_129940.2, Lsat_1_v5_gn_9_92240.2, Lsat_1_v5_gn_9_92240.1, Lsat_1_v5_gn_9_92340.3, Lsat_1_v5_gn_9_92340.1, Lsat_1_v5_gn_8_26161.1
OG0000102	AT2G22160.1, AT3G49340.1, AT2G27420.1, AT5G45890.1	Lsat_1_v5_gn_7_22980.1, Lsat_1_v5_gn_8_116441.1, Lsat_1_v5_gn_8_116481.1, Lsat_1_v5_gn_8_116461.1, Lsat_1_v5_gn_8_116441.2, Lsat_1_v5_gn_8_116461.2, Lsat_1_v5_gn_4_158581.1, Lsat_1_v5_gn_8_63680.1, Lsat_1_v5_gn_3_42561.1
OG0000103	AT1G16670.1	Lsat_1_v5_gn_7_116101.1, Lsat_1_v5_gn_7_116101.2
OG0000105	AT3G27580.2, AT3G27580.1	Lsat_1_v5_gn_0_11801.1, Lsat_1_v5_gn_2_91441.1
OG0000105	AT5G47750.1	Lsat_1_v5_gn_4_64081.1
OG0000105	AT3G52890.2, AT3G52890.4, AT3G52890.1, AT3G52890.3, AT2G36350.1	Lsat_1_v5_gn_1_48520.5, Lsat_1_v5_gn_1_48520.1
OG0000106	AT1G29510.1, AT5G27780.1, AT1G29430.1, AT1G29440.1, AT1G29450.2, AT1G29450.1, AT1G29500.1, AT1G29460.1, AT1G29460.2, AT1G29420.2, AT1G29420.1, AT1G29490.1	Lsat_1_v5_gn_8_122340.1
OG0000107	AT1G15080.1	Lsat_1_v5_gn_3_62240.3, Lsat_1_v5_gn_3_62240.1
OG0000107	AT3G02600.7, AT3G02600.11, AT3G02600.9, AT3G02600.5, AT3G02600.3, AT3G02600.8, AT3G02600.10, AT3G02600.6, AT3G02600.12, AT3G02600.4, AT3G02600.1, AT3G02600.2	Lsat_1_v5_gn_4_155521.1, Lsat_1_v5_gn_4_155521.2, Lsat_1_v5_gn_2_80941.2, Lsat_1_v5_gn_2_80941.1
OG0000107	AT2G01180.7, AT2G01180.3, AT2G01180.6, AT2G01180.8, AT2G01180.1, AT2G01180.4, AT2G01180.5, AT2G01180.2	Lsat_1_v5_gn_4_14740.3, Lsat_1_v5_gn_8_42381.1, Lsat_1_v5_gn_8_42381.2
OG0000107	AT3G18220.1	Lsat_1_v5_gn_2_42521.1, Lsat_1_v5_gn_0_21401.2, Lsat_1_v5_gn_0_21401.3, Lsat_1_v5_gn_0_21401.1
OG0000108	AT4G01830.1, AT4G01830.2, AT4G01820.1, AT1G02520.2, AT1G02520.1, AT1G02520.3, AT1G02530.1, AT2G47000.1, AT2G47000.7, AT2G47000.3, AT2G47000.4, AT2G47000.2, AT2G47000.6, AT2G47000.5, AT3G62150.1, AT3G62150.2, AT3G62150.3	Lsat_1_v5_gn_9_6621.1
OG0000109	AT2G21300.3, AT2G21300.2, AT2G21300.1, AT2G21300.5, AT2G21300.4, AT4G38950.5, AT4G38950.4, AT4G38950.2, AT4G38950.3, AT4G38950.1	Lsat_1_v5_gn_8_127960.2, Lsat_1_v5_gn_8_127960.1
OG0000109	AT3G51150.2, AT3G51150.3, AT3G51150.5, AT3G51150.4, AT3G51150.1, AT5G66310.1, AT5G66310.2, AT5G66310.3	Lsat_1_v5_gn_2_78600.1
OG0000110	AT5G48100.1	Lsat_1_v5_gn_6_100980.1, Lsat_1_v5_gn_6_100980.3, Lsat_1_v5_gn_6_100980.4, Lsat_1_v5_gn_6_100940.2, Lsat_1_v5_gn_6_100940.3, Lsat_1_v5_gn_6_100940.1
OG0000110	AT5G09360.1	Lsat_1_v5_gn_1_5581.3, Lsat_1_v5_gn_9_42801.3, Lsat_1_v5_gn_9_42801.1, Lsat_1_v5_gn_1_5581.1, Lsat_1_v5_gn_1_5621.2, Lsat_1_v5_gn_1_5621.1
OG0000112	ATCG00860.1, ATCG01280.1	Lsat_1_v5_gn_8_26500.1, Lsat_1_v5_gn_9_42020.1, Lsat_1_v5_gn_9_18701.1, Lsat_1_v5_gn_3_105620.1, Lsat_1_v5_gn_0_15540.1, Lsat_1_v5_gn_7_82600.1, Lsat_1_v5_gn_7_67161.1, Lsat_1_v5_gn_3_13441.1
OG0000113	AT4G00165.1, AT4G00165.2	Lsat_1_v5_gn_4_44640.1
OG0000113	AT2G45180.1	Lsat_1_v5_gn_3_1560.1, Lsat_1_v5_gn_1_127541.1, Lsat_1_v5_gn_1_127541.5, Lsat_1_v5_gn_1_127541.2, Lsat_1_v5_gn_3_320.1, Lsat_1_v5_gn_3_221.1, Lsat_1_v5_gn_7_47621.1
OG0000113	AT1G62510.1, AT1G12090.1, AT4G12520.1, AT4G12510.1, AT1G12100.1	Lsat_1_v5_gn_3_1500.2, Lsat_1_v5_gn_3_1500.1, Lsat_1_v5_gn_1_47561.1, Lsat_1_v5_gn_1_47941.1
OG0000114	AT1G11350.1, AT1G11330.3, AT1G11330.2, AT1G11330.1, AT1G11300.2, AT1G11300.1, AT1G11303.1	Lsat_1_v5_gn_7_20181.2, Lsat_1_v5_gn_7_20181.1, Lsat_1_v5_gn_7_20220.1, Lsat_1_v5_gn_7_20200.1
OG0000114	AT4G21390.2, AT4G21390.1, AT1G61610.2, AT1G61610.1	Lsat_1_v5_gn_1_122540.3, Lsat_1_v5_gn_1_122540.1
OG0000115	AT5G48350.1, AT3G62320.1	Lsat_1_v5_gn_9_55720.3, Lsat_1_v5_gn_9_55720.1, Lsat_1_v5_gn_5_111240.3, Lsat_1_v5_gn_5_111240.1, Lsat_1_v5_gn_5_111280.2, Lsat_1_v5_gn_5_111280.1, Lsat_1_v5_gn_9_55780.1, Lsat_1_v5_gn_9_55760.1, Lsat_1_v5_gn_9_55820.1, Lsat_1_v5_gn_6_27021.1, Lsat_1_v5_gn_6_27021.2, Lsat_1_v5_gn_9_55800.1
OG0000116	AT1G07820.1	Lsat_1_v5_gn_5_89181.1, Lsat_1_v5_gn_7_36021.1, Lsat_1_v5_gn_5_89261.1
OG0000116	AT5G59970.2	Lsat_1_v5_gn_1_129381.1
OG0000116	AT3G45930.1	Lsat_1_v5_gn_8_78880.1
OG0000116	AT1G07820.2	Lsat_1_v5_gn_1_129540.1
OG0000116	AT5G59690.1	Lsat_1_v5_gn_5_89241.1
OG0000116	AT3G46320.1	Lsat_1_v5_gn_8_77961.1
OG0000116	AT1G07660.1	Lsat_1_v5_gn_7_54561.1
OG0000117	AT1G70850.3, AT1G70850.1, AT1G70830.1, AT1G70830.4, AT1G70830.2, AT1G70850.2, AT1G70830.3, AT1G70830.5, AT1G70860.1, AT1G70880.1, AT1G70890.1, AT1G70840.1, AT1G23130.1, AT1G35310.1, AT1G35260.1, AT5G28010.1, AT5G28010.2, AT5G28000.1	Lsat_1_v5_gn_8_44921.1, Lsat_1_v5_gn_2_45181.2, Lsat_1_v5_gn_2_45181.1, Lsat_1_v5_gn_4_27960.1, Lsat_1_v5_gn_4_144140.1, Lsat_1_v5_gn_4_63260.1, Lsat_1_v5_gn_1_120281.1
OG0000118	AT3G08690.1, AT3G08690.2, AT5G56150.1	Lsat_1_v5_gn_7_116161.1
OG0000118	AT2G16740.1	Lsat_1_v5_gn_4_145581.1, Lsat_1_v5_gn_9_13560.1, Lsat_1_v5_gn_5_177320.1
OG0000119	AT3G23880.1	Lsat_1_v5_gn_6_61400.1, Lsat_1_v5_gn_6_61500.1
OG0000119	AT4G22390.1, AT4G22390.2, AT4G12560.1, AT4G12560.3, AT4G12560.2	Lsat_1_v5_gn_5_101640.3, Lsat_1_v5_gn_5_101640.1
OG0000120	AT3G57880.4, AT3G57880.1, AT3G57880.2, AT3G57880.3, AT1G51570.1	Lsat_1_v5_gn_5_164121.1, Lsat_1_v5_gn_8_75640.3, Lsat_1_v5_gn_8_75640.1
OG0000120	AT5G06850.1	Lsat_1_v5_gn_8_79201.3, Lsat_1_v5_gn_8_79201.1
OG0000120	AT4G11610.2, AT4G11610.1, AT4G11610.3	Lsat_1_v5_gn_6_6340.1
OG0000121	AT5G04885.3, AT5G04885.1, AT5G04885.2	Lsat_1_v5_gn_4_133320.1, Lsat_1_v5_gn_4_133320.3
OG0000121	AT5G20950.1, AT5G20950.2, AT5G20950.3, AT5G20940.1	Lsat_1_v5_gn_6_31901.1, Lsat_1_v5_gn_2_103761.2, Lsat_1_v5_gn_2_103761.1
OG0000122	ATCG00350.1	Lsat_1_v5_gn_8_105461.4, Lsat_1_v5_gn_8_105461.2, Lsat_1_v5_gn_7_38301.3, Lsat_1_v5_gn_7_38301.1, Lsat_1_v5_gn_8_5981.1, Lsat_1_v5_gn_1_88121.1, Lsat_1_v5_gn_4_147740.1
OG0000122	ATCG00340.1	Lsat_1_v5_gn_4_147760.1, Lsat_1_v5_gn_1_5820.1, Lsat_1_v5_gn_1_88101.1
OG0000123	AT5G13930.1	Lsat_1_v5_gn_2_76880.1
OG0000124	AT3G48700.1, AT3G48690.1, AT2G03550.1, AT1G19190.1	Lsat_1_v5_gn_9_110161.2, Lsat_1_v5_gn_9_110161.1, Lsat_1_v5_gn_5_113081.2, Lsat_1_v5_gn_7_87201.1, Lsat_1_v5_gn_7_87241.1, Lsat_1_v5_gn_7_87261.1, Lsat_1_v5_gn_7_87261.2, Lsat_1_v5_gn_3_102200.1, Lsat_1_v5_gn_5_112981.1, Lsat_1_v5_gn_5_112981.3, Lsat_1_v5_gn_5_113041.2, Lsat_1_v5_gn_5_113041.1, Lsat_1_v5_gn_5_113081.5, Lsat_1_v5_gn_5_113081.1, Lsat_1_v5_gn_6_10780.1, Lsat_1_v5_gn_7_87281.1
OG0000124	AT1G47480.1	Lsat_1_v5_gn_1_20141.1
OG0000125	AT2G48020.4, AT2G48020.3, AT2G48020.1, AT2G48020.2	Lsat_1_v5_gn_5_188520.1, Lsat_1_v5_gn_5_188520.4, Lsat_1_v5_gn_9_1760.2, Lsat_1_v5_gn_5_188500.1, Lsat_1_v5_gn_5_188500.3
OG0000125	AT1G54730.2, AT1G54730.10, AT1G54730.6, AT1G54730.11, AT1G54730.7, AT1G54730.9, AT1G54730.8, AT1G54730.3, AT1G54730.4, AT1G54730.5, AT1G54730.1	Lsat_1_v5_gn_5_39240.4, Lsat_1_v5_gn_5_39240.1, Lsat_1_v5_gn_5_39260.1
OG0000125	AT5G18840.1	Lsat_1_v5_gn_3_26081.1
OG0000127	AT2G39060.1	Lsat_1_v5_gn_8_77860.1, Lsat_1_v5_gn_8_77860.2
OG0000127	AT5G50790.1	Lsat_1_v5_gn_5_11161.2, Lsat_1_v5_gn_5_11161.1, Lsat_1_v5_gn_5_11161.3, Lsat_1_v5_gn_1_32600.1, Lsat_1_v5_gn_1_32600.3, Lsat_1_v5_gn_1_32600.2, Lsat_1_v5_gn_4_83301.1, Lsat_1_v5_gn_4_82321.1, Lsat_1_v5_gn_4_82980.1, Lsat_1_v5_gn_4_83181.1
OG0000128	AT1G78950.2, AT1G78950.1, AT1G78955.5, AT1G78955.4, AT1G78955.2, AT1G78955.3, AT1G78955.1, AT1G66960.3, AT1G66960.4, AT1G66960.2, AT1G66960.1, AT1G78960.5, AT1G78960.2, AT1G78960.3, AT1G78960.1, AT1G78960.4, AT1G78970.2, AT1G78970.1, AT1G78970.3	Lsat_1_v5_gn_6_80201.3, Lsat_1_v5_gn_8_41000.1, Lsat_1_v5_gn_6_80160.6, Lsat_1_v5_gn_6_80160.1, Lsat_1_v5_gn_6_80160.2, Lsat_1_v5_gn_6_80160.4, Lsat_1_v5_gn_6_80201.2, Lsat_1_v5_gn_6_80201.1, Lsat_1_v5_gn_4_74600.1, Lsat_1_v5_gn_3_19140.1, Lsat_1_v5_gn_3_19140.3
OG0000129	AT5G11210.8, AT5G11210.6, AT5G11210.7, AT5G11210.3, AT5G11210.10, AT5G11210.2, AT5G11210.4, AT5G11210.5, AT5G11210.1, AT5G11210.9, AT5G11210.11, AT5G11180.1, AT5G11180.2, AT2G24720.1, AT2G24710.1, AT2G24710.3, AT2G24710.2, AT5G27100.1, AT4G31710.2, AT4G31710.1, AT2G29100.2, AT2G29100.1, AT2G29110.1, AT2G29110.2, AT2G29120.1	Lsat_1_v5_gn_6_99401.1, Lsat_1_v5_gn_6_99280.1, Lsat_1_v5_gn_6_99280.5, Lsat_1_v5_gn_6_99320.2, Lsat_1_v5_gn_6_99320.1
OG0000131	AT5G20630.1	Lsat_1_v5_gn_5_141001.3, Lsat_1_v5_gn_5_141001.2, Lsat_1_v5_gn_5_141001.1, Lsat_1_v5_gn_5_140821.1
OG0000134	AT4G37070.2, AT4G37070.3, AT4G37070.1, AT4G37070.4, AT4G37060.2, AT4G37060.1, AT4G37050.1	Lsat_1_v5_gn_4_167960.1, Lsat_1_v5_gn_4_167960.2, Lsat_1_v5_gn_4_167900.1, Lsat_1_v5_gn_4_167920.1
OG0000134	AT2G26560.1	Lsat_1_v5_gn_1_20861.1, Lsat_1_v5_gn_1_20721.1, Lsat_1_v5_gn_1_20721.3, Lsat_1_v5_gn_1_20661.1, Lsat_1_v5_gn_1_20761.1, Lsat_1_v5_gn_1_20761.2, Lsat_1_v5_gn_4_123961.1, Lsat_1_v5_gn_4_123961.2, Lsat_1_v5_gn_1_105701.1, Lsat_1_v5_gn_1_105701.2
OG0000135	AT1G78940.1, AT1G78940.3, AT1G78940.2, AT1G16760.2, AT1G16760.1	Lsat_1_v5_gn_8_23180.1, Lsat_1_v5_gn_2_102701.1, Lsat_1_v5_gn_2_102701.2
OG0000135	AT4G31230.2, AT4G31230.1, AT2G24370.1	Lsat_1_v5_gn_3_26781.1
OG0000136	AT5G62880.2, AT3G48040.2, AT5G62880.1, AT3G48040.1	Lsat_1_v5_gn_4_72861.1, Lsat_1_v5_gn_4_72861.2
OG0000136	AT3G51300.1, AT4G35950.1, AT2G17800.1, AT2G17800.2	Lsat_1_v5_gn_3_72061.1, Lsat_1_v5_gn_2_75721.3, Lsat_1_v5_gn_2_75721.1
OG0000138	AT4G35783.1	Lsat_1_v5_gn_4_141861.1
OG0000138	AT4G13395.1	Lsat_1_v5_gn_5_100260.1, Lsat_1_v5_gn_5_100260.3
OG0000138	AT2G39705.1	Lsat_1_v5_gn_9_64901.1, Lsat_1_v5_gn_2_118460.1
OG0000138	AT2G36985.1, AT3G53232.1	Lsat_1_v5_gn_2_106661.3, Lsat_1_v5_gn_2_106661.1, Lsat_1_v5_gn_6_25220.1
OG0000138	AT2G29125.1	Lsat_1_v5_gn_5_169241.1, Lsat_1_v5_gn_9_24441.1
OG0000139	AT3G46680.1, AT3G46650.1, AT3G46720.1, AT3G46700.1, AT3G46690.1, AT5G59590.1, AT5G59580.1, AT5G37950.1, AT5G37950.2, AT5G38010.1, AT5G38040.1, AT3G46660.1, AT3G46670.1	Lsat_1_v5_gn_5_168241.3, Lsat_1_v5_gn_4_83561.1, Lsat_1_v5_gn_6_49780.3, Lsat_1_v5_gn_6_49780.1, Lsat_1_v5_gn_5_168241.2, Lsat_1_v5_gn_5_168241.5, Lsat_1_v5_gn_5_168241.1, Lsat_1_v5_gn_5_168261.1, Lsat_1_v5_gn_5_168261.2, Lsat_1_v5_gn_9_24940.1, Lsat_1_v5_gn_4_18640.2, Lsat_1_v5_gn_4_18640.1, Lsat_1_v5_gn_9_25060.1, Lsat_1_v5_gn_9_25020.3, Lsat_1_v5_gn_9_25020.1
OG0000139	AT3G11340.1, AT5G05900.1, AT5G05880.1, AT5G05890.1, AT5G05870.1, AT5G05860.1	Lsat_1_v5_gn_2_116741.2, Lsat_1_v5_gn_2_116741.1, Lsat_1_v5_gn_2_116801.1, Lsat_1_v5_gn_2_116801.3, Lsat_1_v5_gn_2_116781.3, Lsat_1_v5_gn_2_116781.1, Lsat_1_v5_gn_2_119780.1, Lsat_1_v5_gn_2_116861.1, Lsat_1_v5_gn_9_40541.1, Lsat_1_v5_gn_9_40541.3, Lsat_1_v5_gn_2_119980.1, Lsat_1_v5_gn_2_119880.4
OG0000143	AT1G22370.2, AT1G22370.1, AT1G22380.1, AT1G22400.1, AT1G22360.2, AT1G22360.1, AT1G22340.1	Lsat_1_v5_gn_1_3740.1, Lsat_1_v5_gn_1_3821.3, Lsat_1_v5_gn_1_3821.1, Lsat_1_v5_gn_4_129720.1
OG0000144	AT1G60940.1, AT1G60940.2, AT1G10940.2, AT1G10940.1	Lsat_1_v5_gn_7_79141.3, Lsat_1_v5_gn_7_79141.1, Lsat_1_v5_gn_5_105721.1
OG0000144	AT1G78290.3, AT1G78290.2	Lsat_1_v5_gn_6_104420.1, Lsat_1_v5_gn_6_104420.3
OG0000144	AT4G40010.1	Lsat_1_v5_gn_5_47341.1, Lsat_1_v5_gn_5_47341.3, Lsat_1_v5_gn_4_143260.1
OG0000145	AT2G24190.2, AT2G24190.1, AT3G61220.3, AT3G61220.2, AT3G61220.1, AT1G01800.1, AT1G01800.2	Lsat_1_v5_gn_4_36561.2, Lsat_1_v5_gn_4_36561.1, Lsat_1_v5_gn_4_36541.1
OG0000146	AT1G53540.1, AT3G46230.1, AT5G59720.1	Lsat_1_v5_gn_2_28000.3, Lsat_1_v5_gn_2_28100.1, Lsat_1_v5_gn_2_28120.1, Lsat_1_v5_gn_2_28120.2, Lsat_1_v5_gn_2_28080.3, Lsat_1_v5_gn_2_28100.2, Lsat_1_v5_gn_2_120060.3, Lsat_1_v5_gn_2_120060.1
OG0000146	AT2G29500.1	Lsat_1_v5_gn_5_168220.1, Lsat_1_v5_gn_5_168220.5, Lsat_1_v5_gn_8_72460.1, Lsat_1_v5_gn_8_72460.3, Lsat_1_v5_gn_8_72420.1
OG0000147	AT3G27470.3, AT3G27470.2, AT3G27470.5, AT3G27470.4, AT3G27470.1	Lsat_1_v5_gn_0_18260.1, Lsat_1_v5_gn_0_18260.3, Lsat_1_v5_gn_0_18260.2
OG0000147	AT1G67850.2, AT1G67850.1, AT1G67850.6, AT1G67850.7, AT1G67850.3, AT1G67850.5, AT1G67850.4	Lsat_1_v5_gn_3_30420.1
OG0000147	AT2G28310.3, AT2G28310.2, AT2G28310.1, AT1G08040.1, AT1G08040.2, AT1G08040.4, AT1G08040.3	Lsat_1_v5_gn_6_45560.1, Lsat_1_v5_gn_6_45560.2, Lsat_1_v5_gn_6_45560.3, Lsat_1_v5_gn_2_100461.1, Lsat_1_v5_gn_2_100461.3, Lsat_1_v5_gn_2_100461.2
