Orthogroup	A_thaliana.proteins	V_vinifera.proteins
OG0000099	AT4G39490.1, AT4G39480.1, AT2G23180.1, AT4G32170.1, AT4G39500.1, AT4G39500.2, AT5G51900.1, AT4G39510.1, AT5G02900.1, AT1G66030.1, AT1G47620.1, AT2G21910.1, AT1G65340.1, AT5G52320.2, AT5G52320.1	VIT_207s0031g01680.1, VIT_207s0031g01670.1, VIT_207s0031g01660.1, VIT_214s0006g01680.1
OG0000102	AT2G22160.1, AT3G49340.1, AT2G27420.1, AT5G45890.1	VIT_212s0028g02250.1, VIT_212s0028g02300.1, VIT_212s0028g02290.1, VIT_212s0028g02260.2, VIT_212s0028g02260.1, VIT_212s0028g02260.3
OG0000103	AT1G16670.1	VIT_219s0027g00390.1
OG0000103	AT3G09010.2, AT3G09010.1	VIT_208s0007g02150.8
OG0000105	AT3G27580.2, AT3G27580.1	VIT_214s0066g00460.2, VIT_214s0066g00460.1
OG0000105	AT5G47750.1	VIT_210s0116g00440.1, VIT_219s0015g00770.6, VIT_219s0015g00770.4, VIT_219s0015g00770.3, VIT_219s0015g00770.5, VIT_219s0015g00770.2, VIT_219s0015g00770.1
OG0000105	AT3G52890.2, AT3G52890.4, AT3G52890.1, AT3G52890.3, AT2G36350.1	VIT_208s0007g03600.1, VIT_208s0007g03600.2
OG0000106	AT1G29510.1, AT5G27780.1, AT1G29430.1, AT1G29440.1, AT1G29450.2, AT1G29450.1, AT1G29500.1, AT1G29460.1, AT1G29460.2, AT1G29420.2, AT1G29420.1, AT1G29490.1	VIT_203s0038g03490.1, VIT_203s0038g03510.1, VIT_203s0038g03780.1, VIT_203s0038g03790.1, VIT_203s0038g03485.1, VIT_203s0038g03770.1, VIT_203s0038g03756.1, VIT_203s0038g03760.1, VIT_203s0038g03465.1, VIT_203s0038g03480.1, VIT_203s0038g03470.1, VIT_203s0038g03500.1, VIT_203s0038g03520.1
OG0000107	AT1G15080.1	VIT_201s0011g04180.1
OG0000107	AT3G02600.7, AT3G02600.11, AT3G02600.9, AT3G02600.5, AT3G02600.3, AT3G02600.8, AT3G02600.10, AT3G02600.6, AT3G02600.12, AT3G02600.4, AT3G02600.1, AT3G02600.2	VIT_214s0006g02480.3, VIT_214s0006g02480.2, VIT_214s0006g02480.1, VIT_214s0006g02480.4, VIT_214s0006g02480.6, VIT_214s0006g02480.5
OG0000107	AT3G18220.1	VIT_217s0000g03170.2, VIT_217s0000g03170.1
OG0000108	AT4G01830.1, AT4G01830.2, AT4G01820.1, AT1G02520.2, AT1G02520.1, AT1G02520.3, AT1G02530.1, AT2G47000.1, AT2G47000.7, AT2G47000.3, AT2G47000.4, AT2G47000.2, AT2G47000.6, AT2G47000.5, AT3G62150.1, AT3G62150.2, AT3G62150.3	VIT_207s0005g02660.7, VIT_207s0005g02660.3, VIT_207s0005g02660.8, VIT_207s0005g02660.4, VIT_207s0005g02660.1
OG0000108	AT5G46540.1, AT4G18050.1, AT4G18050.2	VIT_210s0003g02540.1, VIT_210s0003g02570.1, VIT_210s0003g02580.1
OG0000109	AT2G21300.3, AT2G21300.2, AT2G21300.1, AT2G21300.5, AT2G21300.4, AT4G38950.5, AT4G38950.4, AT4G38950.2, AT4G38950.3, AT4G38950.1	VIT_203s0038g00700.1
OG0000109	AT3G51150.2, AT3G51150.3, AT3G51150.5, AT3G51150.4, AT3G51150.1, AT5G66310.1, AT5G66310.2, AT5G66310.3	VIT_204s0023g03060.2, VIT_204s0023g03060.3, VIT_204s0023g03060.4, VIT_204s0023g03060.1
OG0000110	AT5G48100.1	VIT_218s0122g00420.1, VIT_218s0122g00520.1
OG0000110	AT5G09360.1	VIT_218s0122g00370.1, VIT_218s0075g00700.1, VIT_218s0117g00600.1, VIT_218s0117g00480.1, VIT_218s0075g00590.1, VIT_218s0117g00610.1, VIT_218s0117g00610.2, VIT_218s0075g00630.1, VIT_218s0075g00620.2, VIT_218s0075g00620.3, VIT_218s0075g00620.4, VIT_218s0075g00620.1, VIT_218s0075g01090.1, VIT_200s2280g00010.1, VIT_200s1212g00020.1, VIT_218s0001g02360.1, VIT_218s0075g00950.1, VIT_218s0001g00680.1, VIT_200s0444g00010.1, VIT_218s0001g00340.1, VIT_218s0001g01010.1, VIT_218s0001g00400.1, VIT_200s0731g00010.1, VIT_218s0001g00930.1, VIT_218s0075g00670.3, VIT_218s0117g00450.1, VIT_218s0075g00530.2, VIT_218s0001g00850.1, VIT_218s0075g00810.2, VIT_218s0001g01280.1, VIT_218s0001g00730.1, VIT_200s0481g00020.1, VIT_218s0001g00790.1, VIT_218s0001g00080.1, VIT_218s0111g00027.1, VIT_218s0001g00310.1, VIT_218s0122g01150.1, VIT_218s0117g00550.1, VIT_200s0413g00010.1, VIT_218s0075g00530.1, VIT_218s0075g00670.2, VIT_218s0075g00670.4, VIT_218s0075g00670.5, VIT_218s0075g00670.1, VIT_218s0117g00590.1, VIT_218s0075g00810.1, VIT_218s0075g00780.1, VIT_218s0075g00540.1, VIT_218s0075g00530.3, VIT_218s0075g00230.1, VIT_218s0075g00230.2, VIT_218s0122g00250.1, VIT_218s0001g02290.1, VIT_218s0001g02350.1, VIT_218s0164g00110.4, VIT_218s0164g00110.3, VIT_218s0164g00110.2, VIT_218s0164g00110.1, VIT_218s0164g00170.1, VIT_218s0164g00100.2, VIT_218s0164g00100.1, VIT_218s0122g00170.1, VIT_218s0164g00090.1, VIT_212s0121g00055.1
OG0000112	ATCG00860.1, ATCG01280.1	VIT_219s0027g00800.1
OG0000113	AT4G00165.1, AT4G00165.2	VIT_215s0048g00630.1
OG0000113	AT2G45180.1	VIT_212s0035g02000.1, VIT_202s0154g00320.1
OG0000113	AT1G12100.1	VIT_202s0154g00280.1, VIT_202s0154g00290.1
OG0000114	AT1G11350.1, AT1G11330.3, AT1G11330.2, AT1G11330.1, AT1G11300.2, AT1G11300.1, AT1G11303.1	VIT_200s0347g00060.1, VIT_200s0743g00020.1, VIT_200s0353g00020.1, VIT_200s0420g00030.1, VIT_200s0420g00010.1
OG0000114	AT4G21390.2, AT4G21390.1, AT1G61610.2, AT1G61610.1	VIT_200s0420g00005.1, VIT_200s0353g00050.2, VIT_200s0353g00050.1
OG0000115	AT5G48350.1, AT3G62320.1	VIT_208s0040g00710.1, VIT_208s0040g00715.1
OG0000116	AT3G53730.1, AT1G07820.1, AT5G59970.2, AT3G45930.1, AT1G07820.2	VIT_206s0004g04370.1
OG0000116	AT1G07660.1	VIT_206s0004g03890.1
OG0000117	AT1G70850.3, AT1G70850.1, AT1G70830.1, AT1G70830.4, AT1G70830.2, AT1G70850.2, AT1G70830.3, AT1G70830.5, AT1G70860.1, AT1G70880.1, AT1G70890.1, AT1G70840.1, AT1G23130.1, AT1G35310.1, AT1G35260.1, AT5G28010.1, AT5G28010.2, AT5G28000.1	VIT_201s0011g05150.1, VIT_201s0011g05180.1, VIT_201s0011g05190.1, VIT_201s0011g05170.1
OG0000118	AT3G08690.1, AT3G08690.2, AT5G56150.1	VIT_219s0015g01190.1
OG0000118	AT2G16740.1	VIT_203s0038g02390.1
OG0000119	AT3G23880.1	VIT_218s0041g01090.1, VIT_218s0041g01100.1
OG0000120	AT3G57880.4, AT3G57880.1, AT3G57880.2, AT3G57880.3, AT1G51570.1	VIT_208s0007g06170.2, VIT_208s0007g06170.1, VIT_208s0007g06170.4, VIT_208s0007g06170.3
OG0000120	AT5G06850.1	VIT_208s0007g06140.1
OG0000120	AT4G11610.2, AT4G11610.1, AT4G11610.3	VIT_215s0046g03030.1, VIT_215s0046g03030.2
OG0000121	AT5G20950.1, AT5G20950.2, AT5G20950.3, AT5G20940.1	VIT_206s0009g00810.1, VIT_206s0009g00810.5, VIT_206s0009g00810.2, VIT_206s0009g00810.6, VIT_206s0009g00810.4, VIT_206s0009g00810.3
OG0000123	AT5G13930.1	VIT_214s0068g00920.2, VIT_214s0068g00920.3, VIT_214s0068g00920.1
OG0000124	AT3G48700.1, AT3G48690.1, AT2G03550.1, AT1G19190.1	VIT_203s0063g00830.1, VIT_203s0063g00820.1, VIT_203s0063g00730.1, VIT_203s0063g00710.1, VIT_203s0063g00700.1, VIT_203s0063g00720.1, VIT_203s0063g00750.1, VIT_203s0063g00740.1
OG0000124	AT1G47480.1	VIT_218s0001g10810.1
OG0000125	AT2G48020.4, AT2G48020.3, AT2G48020.1, AT2G48020.2	VIT_207s0104g00830.1
OG0000125	AT3G05150.2, AT3G05150.3, AT3G05150.1	VIT_214s0030g00330.1, VIT_214s0030g00340.1
OG0000125	AT1G54730.2, AT1G54730.10, AT1G54730.6, AT1G54730.11, AT1G54730.7, AT1G54730.9, AT1G54730.8, AT1G54730.3, AT1G54730.4, AT1G54730.5, AT1G54730.1	VIT_214s0030g00210.1, VIT_214s0030g00210.3, VIT_214s0030g00210.2, VIT_214s0030g00320.1, VIT_214s0030g00200.1, VIT_214s0030g00230.1, VIT_214s0030g00230.2, VIT_214s0030g00240.1, VIT_214s0030g00260.1, VIT_214s0030g00280.1, VIT_214s0030g00250.1
OG0000125	AT5G18840.1	VIT_205s0020g02170.1
OG0000127	AT2G39060.1	VIT_207s0104g01340.1
OG0000127	AT5G50790.1	VIT_217s0000g00830.3, VIT_217s0000g00830.2, VIT_217s0000g00830.4, VIT_217s0000g00830.1, VIT_204s0043g00980.1
OG0000127	AT3G48740.1, AT5G23660.1	VIT_217s0000g00820.1
OG0000127	AT5G13170.1	VIT_201s0146g00260.1, VIT_201s0146g00260.2, VIT_201s0146g00260.3
OG0000128	AT1G78950.2, AT1G78950.1, AT1G78955.5, AT1G78955.4, AT1G78955.2, AT1G78955.3, AT1G78955.1, AT1G66960.3, AT1G66960.4, AT1G66960.2, AT1G66960.1, AT1G78960.5, AT1G78960.2, AT1G78960.3, AT1G78960.1, AT1G78960.4, AT1G78970.2, AT1G78970.1, AT1G78970.3	VIT_209s0054g01280.1, VIT_209s0054g01390.1, VIT_209s0054g01520.1, VIT_209s0054g01230.2, VIT_209s0054g01230.1, VIT_209s0054g01410.1, VIT_209s0054g01220.1, VIT_209s0054g01210.1, VIT_204s0008g03000.1, VIT_209s0054g01480.1, VIT_209s0054g01470.1, VIT_209s0054g01340.2, VIT_209s0054g01340.3, VIT_209s0054g01340.1, VIT_209s0054g01360.1
OG0000129	AT5G11210.8, AT5G11210.6, AT5G11210.7, AT5G11210.3, AT5G11210.10, AT5G11210.2, AT5G11210.4, AT5G11210.5, AT5G11210.1, AT5G11210.9, AT5G11210.11, AT5G11180.1, AT5G11180.2, AT2G24720.1, AT2G24710.1, AT2G24710.3, AT2G24710.2, AT5G27100.1, AT4G31710.2, AT4G31710.1, AT2G29100.2, AT2G29100.1, AT2G29110.1, AT2G29110.2, AT2G29120.1	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1, VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3
OG0000131	AT1G72610.1, AT5G20630.1	VIT_211s0016g01220.1
OG0000134	AT4G37070.2, AT4G37070.3, AT4G37070.1, AT4G37070.4, AT4G37060.2, AT4G37060.1, AT4G37050.1	VIT_207s0031g00850.2, VIT_207s0031g00850.1, VIT_207s0031g00870.1
OG0000134	AT2G26560.1	VIT_218s0001g10910.1, VIT_218s0001g10870.1, VIT_218s0001g10870.2, VIT_218s0001g10830.1, VIT_218s0001g10830.2, VIT_218s0001g10830.3
OG0000135	AT5G12000.1, AT5G12000.2, AT5G26150.1, AT5G26150.2	VIT_204s0008g01360.1
OG0000135	AT1G78940.1, AT1G78940.3, AT1G78940.2, AT1G16760.2, AT1G16760.1	VIT_209s0054g01060.1
OG0000135	AT4G31230.2, AT4G31230.1, AT2G24370.1	VIT_204s0008g02910.1
OG0000135	AT2G07020.1, AT5G35380.1	VIT_211s0065g00390.1
OG0000136	AT5G62880.2, AT3G48040.2, AT5G62880.1, AT3G48040.1	VIT_217s0000g07890.1
OG0000136	AT5G45970.1	VIT_210s0003g00570.1
OG0000136	AT4G35020.2, AT4G35020.1, AT4G35020.3	VIT_203s0038g02380.1
OG0000136	AT3G51300.1, AT4G35950.1, AT2G17800.1, AT2G17800.2	VIT_204s0023g03860.3, VIT_204s0023g03860.1, VIT_204s0023g03860.2
OG0000138	AT4G35783.1	VIT_212s0059g00650.1
OG0000138	AT2G39705.1	VIT_213s0019g01890.1
OG0000138	AT2G36985.1, AT3G53232.1	VIT_208s0040g01490.1
OG0000138	AT2G29125.1	VIT_206s0004g05065.1
OG0000139	AT3G46680.1, AT3G46650.1, AT3G46720.1, AT3G46700.1, AT3G46690.1, AT5G59590.1, AT5G59580.1, AT5G37950.1, AT5G37950.2, AT5G38010.1, AT5G38040.1, AT3G46660.1, AT3G46670.1	VIT_206s0004g05780.1
OG0000139	AT3G11340.1, AT5G05900.1, AT5G05880.1, AT5G05890.1, AT5G05870.1, AT5G05860.1	VIT_213s0019g02960.1
OG0000139	AT3G55710.1, AT3G55700.1	VIT_213s0019g02860.1, VIT_213s0019g02795.1, VIT_213s0019g02810.1, VIT_213s0019g02880.1
OG0000140	AT5G23370.1, AT5G23350.1, AT5G23360.1, AT5G08350.1	VIT_210s0071g00480.1, VIT_210s0071g00420.1, VIT_210s0071g00590.3, VIT_210s0071g00500.1, VIT_203s0091g00935.1, VIT_210s0071g00390.1, VIT_210s0071g00550.1, VIT_210s0071g00430.1, VIT_204s0023g00230.1, VIT_210s0071g00590.1, VIT_210s0071g00590.2, VIT_203s0091g00930.1, VIT_204s0023g00210.1, VIT_210s0071g00470.1, VIT_210s0071g00360.1, VIT_210s0071g00350.1, VIT_210s0071g00330.3, VIT_210s0071g00330.1, VIT_210s0071g00330.2, VIT_210s0071g00375.1, VIT_210s0071g00370.1, VIT_210s0071g00343.1, VIT_210s0071g00355.1, VIT_210s0071g00365.1, VIT_204s0023g00250.1, VIT_204s0023g00240.1, VIT_210s0071g00340.1, VIT_210s0071g00320.1
OG0000142	AT1G61180.2, AT1G61310.1, AT1G61300.1, AT1G61300.2, AT1G61190.4, AT1G61190.1, AT1G61190.3, AT1G61190.2, AT1G61180.1, AT5G63020.1, AT1G12290.1, AT1G12290.2, AT1G12290.4, AT1G12290.3, AT1G12210.2, AT1G12210.3, AT1G12210.1, AT1G12280.1, AT1G12280.2, AT1G12220.3, AT1G12220.1, AT1G12220.2, AT4G10780.1, AT4G10780.2, AT1G63350.3, AT1G63360.1, AT1G63360.2, AT1G62630.1, AT1G63350.4, AT1G63350.2, AT1G63350.1	VIT_209s0002g06202.1, VIT_209s0002g06210.2, VIT_209s0002g06210.1, VIT_209s0002g06136.1, VIT_209s0002g06136.2, VIT_209s0002g00190.1, VIT_209s0002g00250.1, VIT_209s0096g00200.1, VIT_209s0096g00760.1, VIT_209s0096g00420.1, VIT_209s0002g06140.1, VIT_209s0002g06260.1, VIT_209s0002g06240.2, VIT_209s0002g06240.1, VIT_209s0096g00390.1, VIT_209s0002g06230.1, VIT_209s0096g00840.1, VIT_209s0018g00480.1, VIT_209s0002g06133.1, VIT_209s0002g06152.1, VIT_209s0002g00270.1, VIT_209s0096g00830.1, VIT_211s0037g01270.1
OG0000142	AT4G26090.1	VIT_211s0016g01860.1
OG0000143	AT1G22370.2, AT1G22370.1, AT1G22380.1, AT1G22400.1, AT1G22360.2, AT1G22360.1, AT1G22340.1	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1
OG0000144	AT1G60940.1, AT1G60940.2, AT1G10940.2, AT1G10940.1	VIT_212s0035g00310.1
OG0000144	AT5G63650.1, AT5G08590.1, AT5G08590.2	VIT_212s0035g00310.2
OG0000144	AT1G78290.3, AT1G78290.2	VIT_218s0001g06310.2, VIT_218s0001g06310.1, VIT_207s0191g00070.1, VIT_207s0191g00070.7, VIT_200s0710g00020.2
OG0000145	AT2G24190.2, AT2G24190.1, AT3G61220.3, AT3G61220.2, AT3G61220.1, AT1G01800.1, AT1G01800.2	VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1
OG0000146	AT1G53540.1, AT3G46230.1, AT5G59720.1	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1
OG0000147	AT3G27470.3, AT3G27470.2, AT3G27470.5, AT3G27470.4, AT3G27470.1	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1
OG0000147	AT1G67850.2, AT1G67850.1, AT1G67850.6, AT1G67850.7, AT1G67850.3, AT1G67850.5, AT1G67850.4	VIT_201s0137g00770.1, VIT_200s0187g00030.1
OG0000147	AT2G28310.3, AT2G28310.2, AT2G28310.1, AT1G08040.1, AT1G08040.2, AT1G08040.4, AT1G08040.3	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6
OG0000148	AT3G46600.2, AT3G46600.3, AT3G46600.1, AT5G59450.1	VIT_206s0004g04990.1, VIT_206s0004g04980.1, VIT_206s0004g04970.1
OG0000148	AT1G07530.1, AT2G29060.1, AT2G29060.2	VIT_206s0004g04960.1, VIT_206s0004g04950.1
OG0000148	AT2G37650.1, AT2G37650.2	VIT_208s0007g00510.1, VIT_208s0007g00510.2, VIT_208s0007g00510.3
OG0000149	AT4G31810.1	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1
OG0000149	AT2G30660.1, AT2G30660.2, AT2G30650.2, AT2G30650.1, AT5G65940.2, AT5G65940.3, AT5G65940.1, AT5G65940.4	VIT_209s0002g07160.1, VIT_215s0045g01190.1
OG0000152	AT3G09480.1	VIT_206s0061g00870.1
OG0000152	AT5G59910.1, AT3G45980.1, AT3G46030.1, AT2G28720.1	VIT_206s0004g04250.1
OG0000153	AT3G53340.4, AT3G53340.3, AT3G53340.2, AT2G37060.3, AT2G37060.1, AT2G37060.2, AT3G53340.5, AT3G53340.1	VIT_206s0004g03490.1
OG0000153	AT5G47640.1	VIT_200s0259g00180.1, VIT_200s1287g00010.1, VIT_219s0015g00440.2, VIT_219s0015g00440.1
OG0000154	AT5G14670.1, AT5G14670.2, AT5G14670.3	VIT_214s0066g01080.3, VIT_214s0066g01080.4
OG0000154	AT3G62290.2, AT3G62290.3, AT3G62290.1	VIT_207s0129g01090.5, VIT_207s0129g01090.4, VIT_207s0129g01090.2, VIT_207s0129g01090.1, VIT_207s0129g01090.3
OG0000155	AT3G62930.1, AT1G03020.1	VIT_207s0104g01420.1
OG0000155	AT5G18600.1, AT4G15670.1, AT4G15660.1, AT4G15680.1, AT4G15690.1, AT4G15700.1	VIT_205s0020g01750.1
OG0000156	AT5G65790.1, AT3G49690.1	VIT_218s0001g08470.1, VIT_200s1352g00010.2, VIT_200s1352g00010.1
OG0000156	AT5G57620.1	VIT_211s0052g01490.1
OG0000156	AT2G36890.1, AT2G36890.2	VIT_204s0008g00620.1
OG0000157	AT3G42170.1, AT3G42170.2	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1
OG0000159	AT5G54160.1	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1
OG0000160	AT1G42540.4, AT1G42540.1, AT1G42540.2	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5
OG0000160	AT3G51480.4, AT3G51480.1, AT3G51480.2, AT3G51480.3	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5
OG0000160	AT2G17260.1, AT4G35290.3, AT4G35290.4, AT4G35290.2, AT4G35290.5, AT4G35290.1, AT4G35290.6	VIT_203s0038g03920.1, VIT_203s0038g03920.2
OG0000161	AT5G65600.1, AT5G10530.1	VIT_200s0211g00155.1, VIT_200s0211g00190.1
OG0000162	AT1G18390.2, AT1G18390.1	VIT_217s0000g03340.1
OG0000162	AT1G66880.1, AT1G66880.2, AT1G66880.3, AT5G38210.3, AT5G38210.2, AT5G38210.1	VIT_214s0006g02600.2, VIT_214s0006g02600.1, VIT_214s0006g02600.3, VIT_214s0006g02600.5, VIT_214s0006g02600.4, VIT_214s0006g02600.6
OG0000163	AT3G58160.3, AT3G58160.4, AT3G58160.1, AT3G58160.5, AT3G58160.2	VIT_207s0005g02970.1
OG0000163	AT1G17580.1	VIT_209s0002g01910.5, VIT_209s0002g01910.6, VIT_209s0002g01910.8, VIT_209s0002g01910.7, VIT_209s0002g01910.10, VIT_209s0002g01910.3, VIT_209s0002g01910.2, VIT_209s0002g01910.4, VIT_209s0002g01910.1
OG0000163	AT5G20490.2, AT5G20490.1, AT5G20490.3	VIT_211s0016g01710.1
OG0000163	AT1G54560.1, AT1G54560.2, AT1G08730.1, AT1G08730.2	VIT_214s0081g00160.2
OG0000164	AT1G48410.2, AT1G48410.3, AT1G48410.1	VIT_219s0014g01840.1, VIT_217s0053g00680.1
OG0000164	AT2G27880.1	VIT_206s0061g01040.1
OG0000164	AT5G43810.2, AT5G43810.4, AT5G43810.1, AT5G43810.3	VIT_211s0016g04620.1, VIT_205s0020g04190.1, VIT_205s0020g04190.2
OG0000168	AT3G43790.1, AT3G43790.3, AT3G43790.2, AT3G43790.5, AT3G43790.4	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4
OG0000168	AT5G13740.1, AT5G13740.2, AT5G13750.3, AT5G13750.4, AT5G13750.1, AT5G13750.2	VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3
OG0000169	AT1G80110.1	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1
OG0000169	AT1G56240.1, AT1G56250.1, AT1G09155.1	VIT_214s0060g02020.1, VIT_214s0060g02000.1
OG0000170	AT2G39840.1	VIT_213s0019g02410.1
OG0000170	AT2G29400.1, AT5G59160.3, AT5G59160.1, AT5G59160.2, AT3G46820.1	VIT_206s0004g05530.1
OG0000170	AT4G11240.1, AT1G64040.1	VIT_202s0025g00480.1
OG0000171	AT5G25810.1, AT5G11590.1	VIT_211s0016g03350.1, VIT_204s0008g03400.1
OG0000171	AT3G60490.1	VIT_215s0021g02110.1
OG0000172	AT5G58300.3, AT5G58300.1, AT5G58300.2	VIT_206s0004g08210.4, VIT_206s0004g08210.2, VIT_206s0004g08210.1, VIT_206s0004g08210.3
OG0000172	AT3G08680.2, AT3G08680.1	VIT_208s0040g00060.2, VIT_208s0040g00060.1
OG0000178	AT3G46730.1, AT3G46710.1, AT3G46530.1	VIT_203s0038g01620.1, VIT_203s0038g01750.1, VIT_203s0038g01740.1, VIT_203s0038g01590.1, VIT_203s0038g01670.1, VIT_203s0038g01670.3, VIT_203s0038g01670.4, VIT_203s0038g01630.1, VIT_203s0038g01670.2, VIT_203s0038g01610.1, VIT_203s0038g01520.1, VIT_203s0038g01530.1, VIT_203s0038g01550.1, VIT_203s0038g01580.1, VIT_203s0038g01540.1, VIT_203s0038g01760.1, VIT_202s0033g01113.1, VIT_215s0046g02720.1
OG0000179	AT3G55050.1, AT3G55050.2, AT3G12620.2, AT3G12620.1	VIT_213s0067g03500.1
OG0000180	AT3G43190.1, AT3G43190.2, AT5G20830.2, AT5G20830.3, AT5G20830.1	VIT_211s0016g00470.1
OG0000180	AT4G02280.1, AT5G49190.1, AT5G49190.2, AT5G49190.3	VIT_205s0077g01930.1, VIT_207s0005g00750.1, VIT_207s0005g00750.3, VIT_207s0005g00750.2
OG0000181	AT1G21810.2, AT1G21810.1, AT1G21810.3	VIT_218s0001g02730.5, VIT_218s0001g02730.4, VIT_218s0001g02730.10, VIT_218s0001g02730.6, VIT_218s0001g02730.1, VIT_218s0001g02730.2, VIT_218s0001g02730.8, VIT_218s0001g02730.3, VIT_218s0001g02730.9, VIT_218s0001g02730.7
OG0000181	AT3G05270.2, AT3G05270.1, AT3G05270.3	VIT_207s0031g02720.4, VIT_207s0031g02720.2, VIT_207s0031g02720.3, VIT_207s0031g02720.8, VIT_207s0031g02720.9, VIT_207s0031g02720.1, VIT_207s0031g02720.5, VIT_207s0031g02720.7, VIT_207s0031g02720.6
OG0000182	AT3G54820.1, AT2G39010.1	VIT_208s0040g01890.1
OG0000182	AT2G39010.2	VIT_203s0038g02520.1, VIT_203s0038g02520.3, VIT_203s0038g02520.4, VIT_203s0038g02520.2, VIT_206s0004g02850.2, VIT_208s0040g01890.2
OG0000184	AT2G32830.1	VIT_205s0049g00920.3, VIT_205s0049g00920.2, VIT_205s0049g00920.4, VIT_205s0049g00920.1, VIT_205s0049g00920.5, VIT_205s0049g00930.1
OG0000184	AT2G38940.1, AT3G54700.2, AT3G54700.1	VIT_207s0005g03290.1
OG0000185	AT4G14880.2, AT4G14880.3, AT4G14880.1, AT4G14880.4, AT4G14880.5, AT3G22460.1	VIT_214s0030g01560.1
OG0000185	AT2G43750.2, AT2G43750.1, AT3G59760.3	VIT_205s0094g00780.1
OG0000185	AT5G28020.4, AT5G28020.1, AT5G28020.2, AT5G28020.6, AT5G28020.3, AT5G28030.5, AT5G28030.2, AT5G28030.3, AT5G28030.4, AT5G28030.1, AT3G04940.2, AT3G04940.1	VIT_214s0030g01520.1, VIT_214s0030g01550.1
OG0000185	AT3G22460.2	VIT_214s0030g01540.5, VIT_214s0030g01540.1, VIT_214s0030g01540.8, VIT_214s0030g01540.3, VIT_214s0030g01540.4, VIT_214s0030g01540.6, VIT_214s0030g01540.10, VIT_214s0030g01540.9, VIT_214s0030g01540.7, VIT_214s0030g01540.2, VIT_214s0030g01540.11
OG0000186	AT5G61960.10, AT5G61960.2, AT5G61960.6, AT5G61960.4, AT5G61960.5, AT5G61960.9, AT5G61960.11, AT5G61960.7, AT5G61960.8, AT5G61960.3, AT5G61960.1, AT5G07290.1	VIT_217s0000g00240.1, VIT_217s0000g00240.5, VIT_217s0000g00240.3, VIT_217s0000g00240.2, VIT_217s0000g00240.7, VIT_217s0000g00240.4, VIT_217s0000g00240.6
OG0000187	AT5G63500.1, AT3G48660.1	VIT_214s0068g01820.1, VIT_217s0000g01210.1
OG0000187	AT3G27027.1, AT5G40980.1	VIT_214s0068g01830.1
OG0000187	AT3G01940.1	VIT_201s0010g03860.1, VIT_201s0010g03870.1
