Orthogroup	A_thaliana.proteins	D_muscipula.proteins
OG0000221	AT3G17980.1, AT1G48590.1, AT1G48590.4, AT1G48590.2, AT1G48590.3, AT1G73580.1	Dm_00019483-RA
OG0000222	AT4G38190.1	Dm_00007034-RA
OG0000222	AT1G02730.1	Dm_00020094-RA
OG0000222	AT2G33100.2, AT2G33100.1	Dm_00010493-RA
OG0000224	AT4G03510.3, AT4G03510.1, AT4G03510.2, AT4G03510.4, AT4G28270.1	Dm_00007961-RA, Dm_00003159-RA
OG0000227	AT2G39660.1	Dm_00005804-RA, Dm_00008810-RA
OG0000228	AT1G22050.1, AT1G77870.1, AT3G01050.2, AT3G01050.3, AT3G01050.1, AT3G01050.4, AT3G01050.5, AT5G15460.1, AT5G15460.3, AT5G15460.2, AT5G15460.4	Dm_00018952-RA
OG0000228	AT4G24990.1, AT4G24990.2	Dm_00000277-RA, Dm_00000967-RA
OG0000229	AT4G34580.2, AT4G34580.1, AT2G21540.4, AT2G21540.2, AT2G21540.6, AT2G21540.1, AT2G21540.5, AT2G21540.3, AT4G39180.3, AT4G39180.2, AT4G39180.1, AT2G18180.4, AT2G18180.3, AT2G18180.5, AT2G18180.2, AT2G18180.1, AT4G36490.1	Dm_00005607-RA
OG0000230	AT4G34860.1, AT4G34860.2, AT4G34860.3	Dm_00003037-RA
OG0000230	AT1G35580.2, AT1G35580.1, AT4G09510.1	Dm_00010795-RA, Dm_00008107-RA
OG0000231	AT2G18700.1	Dm_00010742-RA, Dm_00004433-RA
OG0000231	AT1G60140.5, AT1G60140.6, AT1G60140.2, AT1G60140.4, AT1G60140.1, AT1G60140.3, AT1G70290.1, AT1G23870.1	Dm_00003957-RA
OG0000232	AT2G14070.1, AT4G33560.1	Dm_00017329-RA, Dm_00008795-RA, Dm_00006467-RA
OG0000235	AT5G13020.3, AT5G13020.2, AT5G13020.1	Dm_00007259-RA, Dm_00014092-RA
OG0000235	AT3G12140.2, AT3G12140.1, AT3G12140.3, AT5G06780.1, AT5G06780.2	Dm_00019411-RA, Dm_00008269-RA
OG0000236	AT4G38530.1, AT5G58670.1	Dm_00018982-RA, Dm_00017997-RA
OG0000236	AT2G40116.1	Dm_00014567-RA
OG0000237	ATMG00300.1	Dm_00018021-RA
OG0000238	AT4G03495.1	Dm_00011911-RA
OG0000240	AT5G22740.1	Dm_00007397-RA, Dm_00010486-RA
OG0000241	AT2G35160.3, AT2G35160.1, AT2G35160.2, AT2G35160.4, AT2G35160.5, AT2G22740.1, AT2G22740.2	Dm_00008568-RA
OG0000241	AT5G47150.1, AT5G47160.3, AT5G47160.2, AT5G47160.1	Dm_00004181-RA
OG0000242	AT1G22540.1, AT1G72130.1, AT1G72130.2, AT1G72130.3, AT1G72140.1, AT1G22570.1, AT1G22570.2, AT1G22550.1, AT1G72125.1, AT1G72120.1	Dm_00012845-RA, Dm_00002713-RA
OG0000243	AT4G12334.1	Dm_00017507-RA
OG0000244	AT1G23200.1	Dm_00003192-RA
OG0000245	AT5G60100.3, AT5G60100.5, AT5G60100.2, AT5G60100.1, AT5G60100.6, AT5G60100.4, AT5G60100.7	Dm_00007470-RA, Dm_00005273-RA, Dm_00007469-RA
OG0000247	AT3G62760.1	Dm_00012774-RA
OG0000248	AT2G43840.1, AT2G43840.2, AT2G43820.1	Dm_00014126-RA
OG0000248	AT1G24100.1	Dm_00006793-RA
OG0000249	AT5G19770.1, AT5G19780.1	Dm_00007674-RA, Dm_00006387-RA
OG0000249	AT1G64740.1	Dm_00018649-RA
OG0000249	AT1G04820.1, AT1G50010.1, AT4G14960.2	Dm_00010765-RA, Dm_00011243-RA
OG0000250	AT3G05840.2, AT3G05840.1, AT5G26751.1	Dm_00013845-RA
OG0000250	AT4G00720.1	Dm_00014769-RA, Dm_00017039-RA
OG0000251	AT5G53940.1	Dm_00015938-RA
OG0000251	AT2G40110.4, AT2G40110.3	Dm_00009500-RA, Dm_00001044-RA
OG0000252	AT5G03330.1, AT5G03330.2, AT5G03330.3, AT5G03330.4, AT5G04250.2, AT5G04250.1	Dm_00012978-RA
OG0000254	AT1G17720.1, AT1G17720.2	Dm_00014114-RA, Dm_00007185-RA
OG0000256	AT5G23850.1, AT3G48980.1, AT3G48980.2	Dm_00011654-RA
OG0000257	AT1G70410.3, AT1G70410.1, AT1G70410.2, AT1G23730.2, AT1G23730.1	Dm_00020715-RA
OG0000257	AT3G01500.1, AT3G01500.2, AT3G01500.3, AT3G01500.4, AT5G14740.9, AT5G14740.5, AT5G14740.3, AT5G14740.4, AT5G14740.1, AT5G14740.6, AT5G14740.7, AT5G14740.2, AT5G14740.8	Dm_00011295-RA
OG0000262	AT4G15800.1, AT3G16570.2, AT3G16570.3, AT3G16570.1, AT1G02900.1	Dm_00000608-RA
OG0000262	AT3G05490.1	Dm_00000606-RA, Dm_00000607-RA
OG0000262	AT4G14010.1	Dm_00002554-RA
OG0000262	AT2G33775.1, AT1G28270.1	Dm_00014915-RA
OG0000264	AT4G18960.1	Dm_00010481-RA
OG0000265	AT5G53970.1	Dm_00012299-RA
OG0000265	AT5G36160.1, AT4G28420.2, AT4G28420.1, AT2G20610.1, AT2G20610.2, AT4G28410.2, AT4G28410.1, AT2G24850.1	Dm_00006575-RA
OG0000266	AT4G21750.1, AT4G21750.2, AT4G21750.4, AT4G21750.3, AT4G04890.2, AT4G04890.1	Dm_00005517-RA, Dm_00006442-RA
OG0000266	AT1G05230.9, AT1G05230.8, AT1G05230.2, AT1G05230.11, AT1G05230.1, AT1G05230.12, AT1G05230.3, AT1G05230.10, AT1G05230.7, AT1G05230.6, AT1G05230.5, AT1G05230.4	Dm_00011348-RA
OG0000269	AT4G32850.12, AT4G32850.11, AT4G32850.15, AT4G32850.4, AT4G32850.14, AT4G32850.16, AT4G32850.2, AT4G32850.6, AT4G32850.3, AT4G32850.8, AT4G32850.10, AT4G32850.1, AT4G32850.5, AT4G32850.9, AT4G32850.7, AT4G32850.17, AT4G32850.13, AT2G25850.9, AT2G25850.1, AT2G25850.2, AT2G25850.4, AT2G25850.3, AT2G25850.8, AT2G25850.6, AT2G25850.7, AT2G25850.5	Dm_00014933-RA
OG0000270	AT3G13790.4, AT3G13790.5, AT3G13790.3, AT3G13790.2, AT3G13790.1, AT1G55120.3, AT1G55120.2, AT1G55120.4, AT1G55120.1	Dm_00004263-RA, Dm_00006561-RA
OG0000271	AT3G48060.2, AT3G48060.1, AT3G48060.3, AT3G48050.2, AT3G48050.1	Dm_00002603-RA, Dm_00010741-RA
OG0000273	AT5G53670.1	Dm_00009879-RA
OG0000276	AT1G19900.1, AT1G75620.1	Dm_00003012-RA
OG0000276	AT1G14430.1	Dm_00010885-RA
OG0000276	AT3G57620.1	Dm_00001832-RA, Dm_00008973-RA
OG0000276	AT1G67290.1, AT5G19580.1	Dm_00012068-RA
OG0000277	AT1G08290.1	Dm_00019863-RA
OG0000277	AT1G34790.1	Dm_00007324-RA
OG0000277	AT1G13290.1	Dm_00014198-RA
OG0000278	AT4G10010.1, AT4G10010.2, AT1G33770.1, AT1G71530.3, AT1G71530.4, AT1G71530.2, AT1G71530.1	Dm_00012892-RA
OG0000278	AT1G53050.1, AT1G53050.2	Dm_00020573-RA, Dm_00013316-RA
OG0000279	AT1G32790.1, AT1G32790.2, AT4G10610.1, AT4G10610.2, AT3G49390.2, AT3G49390.3, AT3G49390.1	Dm_00000183-RA, Dm_00000424-RA
OG0000280	AT2G33490.3, AT2G33490.1, AT2G33490.2, AT2G33490.4	Dm_00017167-RA
OG0000280	AT3G26910.1, AT3G26910.3, AT3G26910.2, AT5G41100.2, AT5G41100.1	Dm_00018855-RA
OG0000286	AT4G12050.1, AT4G22810.1, AT3G60870.1, AT2G45430.1	Dm_00014786-RA
OG0000286	AT2G35270.1, AT4G17800.1	Dm_00016645-RA
OG0000286	AT4G35390.1	Dm_00004678-RA
OG0000287	AT4G26080.1, AT5G57050.1, AT5G57050.3, AT5G57050.2	Dm_00002547-RA
OG0000288	AT1G55200.1, AT1G55200.2, AT1G55200.3, AT1G55200.4, AT3G13690.2, AT3G13690.1, AT3G13690.3	Dm_00009045-RA, Dm_00007848-RA, Dm_00015338-RA, Dm_00014124-RA
OG0000291	AT1G26850.1, AT1G26850.2, AT1G26850.3	Dm_00005703-RA, Dm_00007812-RA
OG0000291	AT4G18030.1	Dm_00019892-RA
OG0000292	AT3G29630.1, AT3G29630.2, AT1G50580.1, AT4G09500.2, AT4G09500.1, AT2G22930.2, AT2G22930.1, AT1G64920.1, AT1G64910.1, AT5G53990.1, AT4G27560.1, AT4G27570.1, AT5G54010.1, AT5G54060.1	Dm_00012302-RA
OG0000293	AT2G36880.1, AT2G36880.2	Dm_00003378-RA, Dm_00004559-RA
OG0000294	AT4G28610.1, AT3G04450.1, AT3G04450.2, AT3G04450.4, AT3G04450.3, AT5G29000.2, AT5G29000.1, AT5G29000.3, AT5G29000.4	Dm_00004717-RA, Dm_00002020-RA
OG0000295	AT5G18190.1, AT5G18190.2, AT3G03940.1	Dm_00013292-RA
OG0000295	AT3G13670.1	Dm_00015064-RA, Dm_00006049-RA
OG0000295	AT2G25760.1, AT2G25760.2	Dm_00015056-RA, Dm_00013889-RA
OG0000298	AT5G65230.1, AT5G10280.1	Dm_00014690-RA
OG0000299	AT3G01190.1, AT5G15180.1	Dm_00013770-RA
OG0000300	AT3G45140.1, AT3G45140.2	Dm_00010178-RA, Dm_00007263-RA, Dm_00007264-RA
OG0000301	AT5G60170.2, AT5G60170.1, AT3G45630.2, AT3G45630.1	Dm_00006222-RA, Dm_00009188-RA
OG0000302	AT3G30380.2, AT3G30380.1	Dm_00019668-RA
OG0000302	AT5G38220.3, AT5G38220.1, AT5G38220.2, AT1G66900.1	Dm_00008092-RA
OG0000302	AT4G24760.1	Dm_00001686-RA, Dm_00001435-RA
OG0000303	AT1G24190.3, AT1G24190.1, AT1G24190.2, AT1G70060.1, AT1G70060.2	Dm_00002850-RA
OG0000303	AT3G01320.1, AT3G01320.2, AT5G15020.1, AT5G15020.2	Dm_00012297-RA, Dm_00012106-RA
OG0000308	AT3G57260.2, AT3G57260.1, AT3G57240.1, AT3G57270.1	Dm_00001180-RA
OG0000309	AT4G37980.1, AT4G37980.2, AT4G37990.1	Dm_00018400-RA
OG0000310	AT2G16040.1, AT2G06500.1, AT2G19960.1	Dm_00010325-RA
OG0000310	AT4G10200.1, AT4G10200.2, AT3G29794.1	Dm_00015521-RA
OG0000313	AT1G60030.1	Dm_00009065-RA
OG0000314	AT3G53450.1, AT2G37210.2, AT2G37210.1	Dm_00020898-RA, Dm_00006997-RA
OG0000315	AT5G17540.1	Dm_00019004-RA, Dm_00008452-RA
OG0000316	AT2G19160.2, AT2G19160.1	Dm_00002256-RA, Dm_00012303-RA
OG0000317	AT3G15880.3, AT3G15880.1, AT3G15880.4, AT3G15880.2	Dm_00002506-RA
OG0000318	AT5G59710.3, AT5G59710.2, AT5G59710.1	Dm_00005871-RA, Dm_00010653-RA, Dm_00018451-RA
OG0000319	AT1G14170.2, AT1G14170.1, AT1G14170.3, AT5G15270.3, AT5G15270.2, AT5G15270.1	Dm_00010310-RA, Dm_00018644-RA
OG0000321	AT3G04510.1, AT5G28490.1	Dm_00020388-RA
OG0000321	AT2G31160.1	Dm_00002472-RA, Dm_00014714-RA
OG0000322	AT1G60270.2	Dm_00011581-RA, Dm_00015483-RA, Dm_00004798-RA
OG0000323	AT3G07030.4, AT3G07030.2, AT3G07030.3, AT3G07030.1	Dm_00013088-RA, Dm_00000936-RA
OG0000323	AT1G20220.1, AT1G76010.2, AT1G76010.1	Dm_00001236-RA, Dm_00000120-RA
OG0000325	AT1G47530.1, AT1G47530.2	Dm_00001140-RA
OG0000325	AT1G23300.1, AT3G26590.2, AT3G26590.1, AT5G38030.1, AT1G12950.1	Dm_00016822-RA, Dm_00019810-RA
OG0000326	AT3G51070.1, AT3G51070.2	Dm_00009995-RA, Dm_00009994-RA, Dm_00003688-RA
OG0000327	AT3G50330.1, AT5G67060.2, AT5G67060.1	Dm_00003392-RA
OG0000327	AT4G00120.1, AT5G09750.1	Dm_00017836-RA
OG0000327	AT3G21330.1	Dm_00008930-RA
OG0000329	AT3G16180.1, AT1G52190.1	Dm_00006010-RA
OG0000330	AT4G32790.3, AT4G32790.2, AT4G32790.1, AT5G25820.1, AT5G11610.3, AT5G11610.2, AT5G11610.1	Dm_00000655-RA
OG0000331	AT2G36750.1, AT2G36790.1, AT2G36800.1, AT2G36770.1, AT2G36780.1, AT2G36760.1, AT3G53160.1	Dm_00006123-RA
OG0000332	AT5G37160.1	Dm_00017820-RA
OG0000335	AT1G68640.1	Dm_00013058-RA
OG0000335	AT3G12250.6, AT3G12250.1, AT3G12250.7, AT3G12250.2, AT3G12250.4, AT3G12250.5, AT3G12250.3, AT5G06950.4, AT5G06950.1, AT5G06950.3, AT5G06950.2, AT5G06950.5, AT5G06960.2, AT5G06960.1, AT5G06960.3	Dm_00001281-RA, Dm_00003124-RA
OG0000336	AT3G46860.1	Dm_00013584-RA
OG0000337	AT1G78550.1, AT1G78550.2, AT1G17020.1, AT1G17010.1, AT4G25300.1, AT4G25300.2, AT4G25310.2, AT4G25310.1	Dm_00015744-RA, Dm_00015296-RA, Dm_00018254-RA
OG0000338	AT2G18328.1	Dm_00020377-RA
OG0000339	AT1G71830.1, AT1G34210.1, AT1G34210.2	Dm_00018377-RA
OG0000339	AT2G13790.1, AT2G13800.4, AT2G13800.2, AT2G13800.3, AT2G13800.1, AT4G33430.1, AT4G33430.2	Dm_00006106-RA
OG0000340	AT1G49390.1, AT1G49390.2, AT5G20400.1, AT5G20550.1, AT5G54000.2, AT5G54000.1	Dm_00015365-RA, Dm_00003784-RA, Dm_00003330-RA
OG0000342	AT2G19900.1, AT2G19900.2	Dm_00012035-RA
OG0000342	AT1G79750.1	Dm_00008210-RA
OG0000343	AT1G21610.4, AT1G21610.5, AT1G21610.6, AT1G21610.2, AT1G21610.1, AT1G21610.3, AT1G77310.2, AT1G77310.1	Dm_00007266-RA
OG0000345	AT4G25434.9, AT4G25434.11, AT4G25434.12, AT4G25434.6, AT4G25434.7, AT4G25434.2, AT4G25434.13, AT4G25434.5, AT4G25434.3, AT4G25434.4, AT4G25434.8, AT4G25434.1, AT4G25434.10, AT5G47650.4, AT5G47650.2, AT5G47650.1, AT5G47650.5, AT5G47650.3	Dm_00001528-RA
OG0000346	AT1G67580.2, AT1G67580.1	Dm_00020511-RA, Dm_00011367-RA
OG0000346	AT5G63370.5, AT5G63370.10, AT5G63370.4, AT5G63370.1, AT5G63370.7, AT5G63370.6, AT5G63370.8, AT5G63370.9, AT5G63370.3, AT5G63370.2	Dm_00000311-RA
OG0000347	AT5G22410.1	Dm_00003875-RA
OG0000348	AT1G30700.1	Dm_00009785-RA
OG0000349	AT2G38300.1	Dm_00017301-RA
OG0000351	AT1G77810.1, AT1G77810.2, AT1G22015.1	Dm_00005528-RA
OG0000351	AT1G32930.1	Dm_00001473-RA
OG0000351	AT1G33430.2, AT1G33430.3, AT1G33430.1	Dm_00020897-RA
OG0000352	AT1G41830.1, AT1G76160.1, AT1G21850.1, AT1G21860.1	Dm_00000134-RA, Dm_00001251-RA
OG0000352	AT4G22010.1	Dm_00011971-RA
OG0000354	AT2G44890.1, AT2G44890.2, AT2G45510.1	Dm_00018530-RA, Dm_00016625-RA, Dm_00018867-RA, Dm_00017327-RA, Dm_00015970-RA, Dm_00015786-RA
OG0000362	AT5G21150.1, AT2G27040.2, AT2G27040.1	Dm_00014459-RA, Dm_00019016-RA
OG0000362	AT2G32940.1	Dm_00004806-RA
OG0000363	AT2G32750.2, AT2G32750.1	Dm_00003744-RA, Dm_00010037-RA
OG0000363	AT2G20370.1	Dm_00010753-RA
OG0000364	AT1G69770.1	Dm_00006053-RA
OG0000366	AT2G14820.1, AT2G14820.2	Dm_00014040-RA
OG0000366	AT4G37590.1	Dm_00009975-RA, Dm_00018120-RA
OG0000367	AT1G07350.2, AT1G07350.3, AT1G07350.6, AT1G07350.4, AT1G07350.1, AT1G07350.5	Dm_00003532-RA
OG0000367	AT4G35785.2, AT4G35785.6, AT4G35785.3, AT4G35785.5, AT4G35785.1, AT4G35785.4	Dm_00001245-RA
OG0000368	AT1G19680.1, AT1G75400.1	Dm_00012697-RA
OG0000368	AT4G39140.5, AT4G39140.2, AT4G39140.1, AT4G39140.3, AT4G39140.4, AT2G21500.1, AT2G21500.2	Dm_00005604-RA
OG0000369	AT4G27565.1	Dm_00007998-RA
OG0000370	AT2G24120.2, AT2G24120.1	Dm_00001007-RA
OG0000370	AT5G15700.2, AT5G15700.1	Dm_00009521-RA
OG0000371	AT3G09710.1, AT3G09710.2, AT5G03040.1, AT5G03040.3, AT5G03040.2	Dm_00014543-RA
OG0000372	AT5G63320.3, AT5G63320.2, AT5G63320.1	Dm_00000312-RA, Dm_00001861-RA
OG0000375	AT2G46860.1, AT1G01050.1, AT1G01050.2, AT4G01480.2, AT4G01480.1	Dm_00007769-RA
OG0000375	AT3G53620.1	Dm_00016395-RA, Dm_00019912-RA
OG0000377	AT3G05600.1	Dm_00003998-RA
OG0000378	AT4G09640.1, AT1G34470.1, AT1G71900.2, AT1G71900.1	Dm_00008423-RA, Dm_00013171-RA
OG0000379	AT4G14350.3, AT4G14350.2, AT4G14350.1, AT4G14350.4	Dm_00018817-RA
OG0000379	AT1G03920.2, AT1G03920.3, AT1G03920.1	Dm_00005397-RA
OG0000379	AT2G20470.3, AT2G20470.2, AT2G20470.1	Dm_00004454-RA, Dm_00006527-RA
OG0000380	AT4G16143.1, AT4G16143.2, AT3G06720.1, AT3G06720.2	Dm_00010109-RA, Dm_00019915-RA
OG0000380	AT1G32880.1	Dm_00010065-RA, Dm_00021091-RA, Dm_00019914-RA
OG0000381	AT4G18530.2, AT4G18530.3, AT4G18530.1	Dm_00017194-RA
OG0000381	AT4G12840.2, AT4G12840.1, AT4G12840.3	Dm_00008202-RA
OG0000382	AT1G79820.3, AT1G79820.5, AT1G79820.1, AT1G79820.2, AT1G79820.4	Dm_00006014-RA
OG0000384	AT5G01810.2, AT5G01810.1, AT5G01810.3	Dm_00013403-RA
OG0000384	AT5G07070.1, AT5G58380.1	Dm_00020415-RA
OG0000385	AT1G15170.2, AT1G15180.2, AT1G15180.1, AT1G15170.1	Dm_00001589-RA
OG0000387	AT4G05460.1, AT4G05490.1, AT4G05497.1, AT5G52480.2, AT5G52480.1, AT4G03630.1, AT4G05470.1, AT4G05475.1	Dm_00019118-RA, Dm_00016663-RA
OG0000388	AT1G04430.3, AT1G04430.2, AT1G04430.1, AT3G23300.1, AT3G23300.2, AT4G14360.2, AT4G14360.1	Dm_00010450-RA, Dm_00011527-RA, Dm_00019218-RA
OG0000389	AT1G54610.2, AT1G54610.3, AT1G54610.1	Dm_00013157-RA, Dm_00000539-RA
OG0000389	AT5G50860.1, AT5G50860.2	Dm_00000965-RA
OG0000390	AT3G23150.2, AT3G23150.1	Dm_00006095-RA
OG0000391	AT3G26040.1	Dm_00001584-RA, Dm_00001583-RA
OG0000392	AT2G33620.4, AT2G33620.3, AT2G33620.2, AT2G33620.1	Dm_00000166-RA, Dm_00003055-RA
OG0000392	AT4G17950.1, AT5G46640.1	Dm_00008716-RA
OG0000394	AT1G01580.1, AT1G01580.2, AT1G23020.7, AT1G23020.3, AT1G23020.4, AT1G23020.6, AT1G23020.1, AT1G23020.5, AT1G23020.2, AT1G01590.1	Dm_00012359-RA
OG0000395	AT4G00710.2, AT4G00710.1	Dm_00006809-RA
OG0000395	AT5G41260.1, AT1G63500.1	Dm_00015456-RA
OG0000396	AT5G20060.4, AT5G20060.3, AT5G20060.2, AT5G20060.1	Dm_00001062-RA
OG0000397	AT3G25150.1, AT3G25150.2	Dm_00015189-RA, Dm_00013394-RA
OG0000398	AT5G15230.1, AT5G15230.2	Dm_00019575-RA
OG0000399	AT1G03220.1, AT1G03230.1	Dm_00012462-RA
OG0000400	AT1G56210.1	Dm_00014340-RA, Dm_00000604-RA
OG0000400	AT5G19090.1, AT5G19090.4, AT5G19090.5, AT5G19090.2, AT5G19090.3, AT3G06130.2, AT3G06130.1	Dm_00006244-RA, Dm_00014085-RA
OG0000401	AT2G44065.2, AT2G44065.1, AT2G44065.3	Dm_00005633-RA
OG0000403	AT1G76680.2, AT1G76680.1, AT1G76690.1	Dm_00016245-RA
OG0000404	AT4G02020.3, AT4G02020.2, AT4G02020.4, AT4G02020.1	Dm_00006434-RA
OG0000404	AT2G23380.2, AT2G23380.1	Dm_00017843-RA
OG0000405	AT4G11410.2, AT4G11410.1, AT4G23430.3, AT4G23430.4, AT4G23430.1, AT4G23430.2, AT4G23420.1, AT4G23420.2, AT4G23420.3, AT4G23420.4, AT4G23420.5	Dm_00002957-RA, Dm_00006683-RA
OG0000406	AT5G65700.2, AT5G65700.1, AT3G49670.1	Dm_00019188-RA, Dm_00016678-RA
OG0000406	AT4G20270.1	Dm_00013478-RA
OG0000406	AT1G75820.1	Dm_00018951-RA
OG0000407	AT4G17230.1, AT4G17230.2	Dm_00007275-RA, Dm_00014961-RA
OG0000407	AT2G04890.1	Dm_00003911-RA
OG0000407	AT5G48150.1, AT5G48150.2, AT5G48150.4, AT5G48150.3	Dm_00004119-RA
OG0000408	AT4G32600.2, AT4G32600.1	Dm_00009615-RA, Dm_00000627-RA
OG0000409	AT4G32551.2, AT4G32551.1	Dm_00014642-RA
OG0000410	AT3G21180.1	Dm_00005472-RA
OG0000410	AT4G29900.1, AT4G29900.2, AT5G57110.3, AT5G57110.1, AT5G57110.2	Dm_00009018-RA
OG0000411	AT4G14760.4, AT4G14760.2, AT4G14760.1, AT4G14760.3, AT3G22790.1, AT3G22790.2, AT3G22790.3	Dm_00016235-RA, Dm_00014754-RA
OG0000412	AT4G33450.1	Dm_00015020-RA
OG0000412	AT1G69560.1, AT1G69560.2, AT1G26780.1, AT1G26780.2	Dm_00001992-RA
OG0000412	AT5G17800.1	Dm_00016817-RA
OG0000413	AT2G21050.1	Dm_00018215-RA
OG0000413	AT1G77690.1	Dm_00011833-RA
OG0000414	AT2G17150.4, AT2G17150.2, AT2G17150.3, AT2G17150.5, AT2G17150.6, AT2G17150.1, AT4G35270.1, AT4G35270.2, AT4G35270.4, AT4G35270.3	Dm_00004969-RA
OG0000415	AT4G35300.10, AT4G35300.6, AT4G35300.1, AT4G35300.9, AT4G35300.2, AT4G35300.3, AT4G35300.11, AT4G35300.8, AT4G35300.7, AT4G35300.5, AT4G35300.4	Dm_00020242-RA, Dm_00020241-RA
OG0000416	AT5G10030.3, AT5G10030.2, AT5G10030.5, AT5G10030.4, AT5G10030.1, AT5G65210.7, AT5G65210.4, AT5G65210.2, AT5G65210.1, AT5G65210.3, AT5G65210.5, AT5G65210.6	Dm_00018076-RA
OG0000417	AT4G09810.3, AT4G09810.1, AT4G09810.2, AT1G34020.3, AT1G34020.2, AT1G34020.1	Dm_00003571-RA
OG0000417	AT4G39390.1, AT4G39390.2, AT4G39390.3	Dm_00016567-RA, Dm_00003207-RA
OG0000418	AT5G66150.3, AT5G66150.1, AT5G66150.2	Dm_00007427-RA
OG0000418	AT5G13980.2, AT5G13980.1, AT5G13980.3	Dm_00008812-RA
OG0000418	AT3G26720.2, AT3G26720.3, AT3G26720.4, AT3G26720.5, AT3G26720.1	Dm_00009695-RA
OG0000419	AT5G64560.2, AT5G64560.1, AT5G09690.2, AT5G09690.4, AT5G09690.1, AT5G09690.12, AT5G09690.5, AT5G09690.14, AT5G09690.6, AT5G09690.10, AT5G09690.13, AT5G09690.3, AT5G09690.11, AT5G09690.8, AT5G09690.7, AT5G09690.9	Dm_00019043-RA, Dm_00008019-RA
OG0000420	AT5G14620.1, AT5G15380.1	Dm_00012136-RA
OG0000421	AT5G24090.1	Dm_00005157-RA, Dm_00002043-RA
OG0000422	AT5G19640.1	Dm_00007254-RA, Dm_00005888-RA
OG0000423	AT4G00200.1, AT4G00200.2	Dm_00010161-RA, Dm_00011998-RA
OG0000423	AT4G22770.1, AT4G22770.2, AT4G12080.1	Dm_00004267-RA, Dm_00008010-RA
OG0000424	AT3G14010.2, AT3G14010.3, AT3G14010.1, AT3G14010.5, AT3G14010.4, AT1G54170.1	Dm_00010029-RA, Dm_00011771-RA
OG0000425	AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1, AT1G64900.1, AT5G61320.1, AT3G03470.1	Dm_00012655-RA, Dm_00006822-RA, Dm_00007155-RA, Dm_00019597-RA, Dm_00018593-RA, Dm_00015375-RA
OG0000426	AT1G11170.7, AT1G11170.5, AT1G11170.1, AT1G11170.6, AT1G11170.3, AT1G11170.4, AT1G11170.8, AT1G11170.9, AT1G11170.2, AT1G61240.7, AT1G61240.3, AT1G61240.1, AT1G61240.4, AT1G61240.6, AT1G61240.5, AT1G61240.8, AT1G61240.2	Dm_00001467-RA, Dm_00002902-RA
OG0000427	AT3G01680.1	Dm_00011906-RA
OG0000428	AT1G03890.1, AT1G03880.1, AT5G44120.3, AT5G44120.2, AT5G44120.1	Dm_00021064-RA, Dm_00016097-RA
OG0000434	AT3G24840.3, AT3G24840.7, AT3G24840.5, AT3G24840.2, AT3G24840.6, AT3G24840.1, AT3G24840.4	Dm_00019767-RA
OG0000437	AT2G18500.1	Dm_00020483-RA
OG0000437	AT3G52525.1, AT2G36026.1	Dm_00000065-RA
OG0000437	AT5G19650.1	Dm_00015528-RA, Dm_00016380-RA
OG0000438	AT1G45180.4, AT1G45180.2, AT1G45180.1, AT1G45180.3, AT5G42940.1, AT5G42940.2	Dm_00003400-RA, Dm_00001651-RA
OG0000439	AT1G26480.1	Dm_00006067-RA
OG0000439	AT1G34760.2	Dm_00000676-RA
OG0000441	AT3G07810.1, AT3G07810.2	Dm_00004122-RA, Dm_00003588-RA, Dm_00009195-RA, Dm_00015371-RA, Dm_00009953-RA, Dm_00003915-RA
OG0000442	AT4G16520.3	Dm_00002098-RA
OG0000442	AT1G62040.1, AT4G21980.1	Dm_00017121-RA
OG0000443	AT2G04410.1, AT5G55850.2, AT5G55850.1, AT5G55850.3	Dm_00001525-RA, Dm_00002665-RA
OG0000443	AT4G35655.1, AT2G17660.1, AT5G40645.1	Dm_00016872-RA
OG0000444	AT1G17710.2, AT1G17710.1	Dm_00014761-RA
OG0000445	AT1G08465.1	Dm_00018301-RA
OG0000446	AT1G26230.1, AT1G26230.4, AT1G26230.3, AT1G26230.5, AT1G26230.2	Dm_00010015-RA
OG0000446	AT5G56500.2, AT5G56500.1, AT3G13470.1, AT1G55490.4, AT1G55490.2, AT1G55490.1, AT1G55490.5, AT1G55490.3	Dm_00016714-RA, Dm_00006114-RA
OG0000448	AT3G08040.1, AT3G08040.2	Dm_00020551-RA, Dm_00004087-RA
OG0000449	AT5G06120.6, AT5G06120.2, AT5G06120.10, AT5G06120.9, AT5G06120.7, AT5G06120.8, AT5G06120.4, AT5G06120.1, AT5G06120.5, AT5G06120.3	Dm_00003415-RA
OG0000450	AT2G30990.1, AT2G30990.5, AT2G30990.3, AT2G30990.2, AT2G30990.4	Dm_00014182-RA
OG0000453	AT5G60020.2, AT5G60020.1, AT5G60020.3	Dm_00014651-RA
OG0000453	AT2G29130.1	Dm_00010945-RA, Dm_00009890-RA
OG0000454	AT1G08320.2, AT1G08320.5, AT1G08320.1, AT1G08320.3, AT1G08320.4	Dm_00009161-RA
OG0000455	AT1G76800.1, AT3G43660.1, AT3G43630.1, AT1G21140.1	Dm_00005846-RA, Dm_00007189-RA
OG0000456	AT1G14970.2, AT1G14970.3, AT1G14970.1, AT2G01480.2, AT2G01480.1	Dm_00003202-RA
OG0000456	AT1G35510.1	Dm_00008105-RA
OG0000457	AT1G19270.1, AT1G19270.2	Dm_00001141-RA
