Orthogroup	A_thaliana.proteins	A_vesiculosa.proteins
OG0000216	AT5G35700.1, AT2G04750.1	Av_00011937-RA, Av_00019820-RA
OG0000217	AT1G56130.1, AT1G56130.3, AT1G56130.2, AT1G56140.1, AT1G56120.3, AT1G56120.2, AT1G56120.1, AT1G56145.1, AT1G56145.2, AT1G56145.3	Av_00020112-RA, Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA, Av_00018235-RA
OG0000218	AT1G68020.3, AT1G68020.2, AT1G68020.1	Av_00012318-RA
OG0000218	AT4G17770.1, AT4G17770.2	Av_00022649-RA, Av_00022097-RA
OG0000220	AT5G25030.1, AT5G56060.1, AT2G11045.1, AT5G56075.1, AT4G26485.1	Av_00018653-RA
OG0000220	AT1G55800.1	Av_00003043-RA
OG0000221	AT5G37740.2, AT5G37740.1	Av_00006316-RA
OG0000221	AT3G17980.1, AT1G48590.1, AT1G48590.4, AT1G48590.2, AT1G48590.3, AT1G73580.1	Av_00012451-RA, Av_00009342-RA
OG0000222	AT4G38190.1	Av_00005942-RA, Av_00005628-RA
OG0000222	AT1G02730.1	Av_00019951-RA, Av_00001491-RA
OG0000222	AT2G33100.2, AT2G33100.1	Av_00020751-RA, Av_00023020-RA
OG0000224	AT4G03510.3, AT4G03510.1, AT4G03510.2, AT4G03510.4, AT4G28270.1	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA
OG0000227	AT2G39660.1	Av_00004995-RA, Av_00003894-RA, Av_00005737-RA, Av_00016728-RA, Av_00016727-RA, Av_00022907-RA, Av_00022213-RA
OG0000228	AT1G22050.1, AT1G77870.1, AT3G01050.2, AT3G01050.3, AT3G01050.1, AT3G01050.4, AT3G01050.5, AT5G15460.1, AT5G15460.3, AT5G15460.2, AT5G15460.4	Av_00010669-RA
OG0000228	AT4G24990.1, AT4G24990.2	Av_00011221-RA, Av_00009247-RA, Av_00015029-RA
OG0000229	AT4G34580.2, AT4G34580.1, AT2G21540.4, AT2G21540.2, AT2G21540.6, AT2G21540.1, AT2G21540.5, AT2G21540.3, AT4G39180.3, AT4G39180.2, AT4G39180.1, AT2G18180.4, AT2G18180.3, AT2G18180.5, AT2G18180.2, AT2G18180.1, AT4G36490.1	Av_00011159-RA, Av_00004437-RA
OG0000230	AT1G35580.2, AT1G35580.1, AT4G09510.1	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA
OG0000231	AT2G18700.1	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA, Av_00009817-RA
OG0000231	AT1G60140.5, AT1G60140.6, AT1G60140.2, AT1G60140.4, AT1G60140.1, AT1G60140.3, AT1G70290.1, AT1G23870.1	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA
OG0000232	AT2G14070.1, AT4G33560.1	Av_00020262-RA, Av_00004826-RA, Av_00002446-RA, Av_00015772-RA, Av_00022924-RA, Av_00018687-RA
OG0000235	AT5G13020.3, AT5G13020.2, AT5G13020.1	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA
OG0000235	AT3G12140.2, AT3G12140.1, AT3G12140.3, AT5G06780.1, AT5G06780.2	Av_00018801-RA
OG0000235	AT2G44440.1	Av_00009078-RA
OG0000236	AT3G08510.1, AT3G08510.2, AT3G08510.3, AT3G08510.4, AT3G55940.1	Av_00003858-RA, Av_00005021-RA
OG0000236	AT4G38530.1, AT5G58670.1	Av_00021788-RA
OG0000236	AT2G40116.1	Av_00005695-RA
OG0000237	ATMG00300.1	Av_00015911-RA
OG0000240	AT5G03760.1	Av_00003810-RA
OG0000240	AT5G22740.1	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA, Av_00023888-RA
OG0000241	AT2G35160.3, AT2G35160.1, AT2G35160.2, AT2G35160.4, AT2G35160.5, AT2G22740.1, AT2G22740.2	Av_00023851-RA
OG0000241	AT5G47150.1, AT5G47160.3, AT5G47160.2, AT5G47160.1	Av_00006049-RA
OG0000242	AT1G22540.1, AT1G72130.1, AT1G72130.2, AT1G72130.3, AT1G72140.1, AT1G22570.1, AT1G22570.2, AT1G22550.1, AT1G72125.1, AT1G72120.1	Av_00014620-RA, Av_00019581-RA
OG0000243	AT4G12334.1	Av_00010707-RA
OG0000244	AT1G23200.1	Av_00018452-RA
OG0000245	AT5G60100.3, AT5G60100.5, AT5G60100.2, AT5G60100.1, AT5G60100.6, AT5G60100.4, AT5G60100.7	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA
OG0000247	AT3G62760.1	Av_00013519-RA
OG0000248	AT1G24100.1	Av_00002684-RA, Av_00005308-RA
OG0000249	AT5G19770.1, AT5G19780.1	Av_00004340-RA, Av_00008162-RA, Av_00014387-RA
OG0000249	AT1G64740.1	Av_00012069-RA
OG0000249	AT1G04820.1, AT1G50010.1, AT4G14960.2	Av_00008847-RA, Av_00007310-RA, Av_00013871-RA, Av_00011265-RA
OG0000250	AT3G05840.2, AT3G05840.1, AT5G26751.1	Av_00022983-RA, Av_00006637-RA
OG0000250	AT4G00720.1	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA
OG0000251	AT5G53940.1	Av_00002368-RA
OG0000251	AT2G40110.1, AT2G40110.2, AT2G40110.4, AT2G40110.3, AT3G11230.2, AT3G11230.4, AT3G11230.3, AT3G11230.1	Av_00005020-RA, Av_00017267-RA
OG0000252	AT5G03330.1, AT5G03330.2, AT5G03330.3, AT5G03330.4, AT5G04250.2, AT5G04250.1	Av_00011935-RA, Av_00014355-RA, Av_00001163-RA
OG0000254	AT1G17720.1, AT1G17720.2	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA
OG0000256	AT5G23850.1, AT3G48980.1, AT3G48980.2	Av_00009404-RA
OG0000257	AT1G70410.3, AT1G70410.1, AT1G70410.2, AT1G23730.2, AT1G23730.1	Av_00022012-RA, Av_00015478-RA
OG0000262	AT4G15800.1, AT3G16570.2, AT3G16570.3, AT3G16570.1, AT1G02900.1	Av_00015108-RA, Av_00001317-RA, Av_00016799-RA
OG0000262	AT4G14010.1	Av_00008068-RA
OG0000262	AT2G33775.1, AT1G28270.1	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA
OG0000264	AT4G09960.1, AT4G09960.6, AT4G09960.2, AT4G09960.4, AT4G09960.5, AT4G09960.3	Av_00008916-RA
OG0000264	AT4G18960.1	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA
OG0000265	AT5G53970.1	Av_00017215-RA, Av_00002364-RA
OG0000266	AT4G21750.1, AT4G21750.2, AT4G21750.4, AT4G21750.3, AT4G04890.2, AT4G04890.1	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA
OG0000266	AT1G05230.9, AT1G05230.8, AT1G05230.2, AT1G05230.11, AT1G05230.1, AT1G05230.12, AT1G05230.3, AT1G05230.10, AT1G05230.7, AT1G05230.6, AT1G05230.5, AT1G05230.4	Av_00017739-RA, Av_00004775-RA
OG0000267	AT3G47560.1, AT3G47560.3, AT3G47560.2, AT3G47560.5, AT3G47560.4, AT1G29840.1, AT3G47590.1, AT3G47590.2, AT2G19550.1	Av_00000949-RA, Av_00011354-RA
OG0000269	AT4G32850.12, AT4G32850.11, AT4G32850.15, AT4G32850.4, AT4G32850.14, AT4G32850.16, AT4G32850.2, AT4G32850.6, AT4G32850.3, AT4G32850.8, AT4G32850.10, AT4G32850.1, AT4G32850.5, AT4G32850.9, AT4G32850.7, AT4G32850.17, AT4G32850.13, AT2G25850.9, AT2G25850.1, AT2G25850.2, AT2G25850.4, AT2G25850.3, AT2G25850.8, AT2G25850.6, AT2G25850.7, AT2G25850.5	Av_00021444-RA
OG0000270	AT3G13790.4, AT3G13790.5, AT3G13790.3, AT3G13790.2, AT3G13790.1, AT1G55120.3, AT1G55120.2, AT1G55120.4, AT1G55120.1	Av_00018108-RA
OG0000271	AT3G48060.2, AT3G48060.1, AT3G48060.3, AT3G48050.2, AT3G48050.1	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA
OG0000273	AT5G53670.1	Av_00017882-RA
OG0000276	AT1G19900.1, AT1G75620.1	Av_00009904-RA
OG0000276	AT1G14430.1	Av_00005283-RA
OG0000276	AT3G57620.1	Av_00001287-RA
OG0000276	AT1G67290.1, AT5G19580.1	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA
OG0000277	AT1G08290.1	Av_00017356-RA, Av_00008487-RA
OG0000277	AT1G34790.1	Av_00008677-RA
OG0000277	AT1G13290.1	Av_00005392-RA, Av_00006367-RA, Av_00005393-RA, Av_00002614-RA
OG0000278	AT4G10010.1, AT4G10010.2, AT1G33770.1, AT1G71530.3, AT1G71530.4, AT1G71530.2, AT1G71530.1	Av_00008364-RA
OG0000278	AT1G09600.1, AT1G57700.1	Av_00020086-RA
OG0000278	AT1G53050.1, AT1G53050.2	Av_00016433-RA, Av_00011211-RA, Av_00007857-RA, Av_00000205-RA
OG0000279	AT1G32790.1, AT1G32790.2, AT4G10610.1, AT4G10610.2, AT3G49390.2, AT3G49390.3, AT3G49390.1	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA, Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA
OG0000280	AT2G33490.3, AT2G33490.1, AT2G33490.2, AT2G33490.4	Av_00005204-RA, Av_00002761-RA
OG0000280	AT3G26910.1, AT3G26910.3, AT3G26910.2, AT5G41100.2, AT5G41100.1	Av_00023876-RA
OG0000286	AT4G12050.1, AT4G22810.1, AT3G60870.1, AT2G45430.1	Av_00003033-RA, Av_00005457-RA
OG0000286	AT4G35390.1	Av_00009768-RA
OG0000288	AT1G55200.1, AT1G55200.2, AT1G55200.3, AT1G55200.4, AT3G13690.2, AT3G13690.1, AT3G13690.3	Av_00022477-RA, Av_00004118-RA, Av_00008025-RA, Av_00008899-RA
OG0000291	AT1G26850.1, AT1G26850.2, AT1G26850.3	Av_00015510-RA, Av_00016961-RA
OG0000291	AT4G18030.1	Av_00020641-RA, Av_00020797-RA
OG0000292	AT3G29630.1, AT3G29630.2, AT1G50580.1, AT4G09500.2, AT4G09500.1, AT2G22930.2, AT2G22930.1, AT1G64920.1, AT1G64910.1, AT5G53990.1, AT4G27560.1, AT4G27570.1, AT5G54010.1, AT5G54060.1	Av_00011948-RA, Av_00011651-RA
OG0000293	AT4G01850.2, AT4G01850.1, AT1G02500.1, AT1G02500.2	Av_00002259-RA
OG0000293	AT2G36880.1, AT2G36880.2	Av_00015703-RA, Av_00021177-RA, Av_00002893-RA
OG0000294	AT4G28610.1, AT3G04450.1, AT3G04450.2, AT3G04450.4, AT3G04450.3, AT5G29000.2, AT5G29000.1, AT5G29000.3, AT5G29000.4	Av_00016133-RA, Av_00016751-RA
OG0000295	AT5G18190.1, AT5G18190.2, AT3G03940.1	Av_00013205-RA, Av_00018795-RA
OG0000295	AT2G25760.1, AT2G25760.2	Av_00010750-RA, Av_00004640-RA, Av_00019262-RA, Av_00024759-RA
OG0000296	AT4G02900.1, AT4G02900.2, AT4G02900.3, AT4G02900.4	Av_00017187-RA, Av_00012645-RA
OG0000296	AT4G22120.3, AT4G22120.4, AT4G22120.1, AT4G22120.6, AT4G22120.5, AT4G22120.2, AT4G04340.3, AT4G04340.1, AT4G04340.2, AT1G62320.1, AT1G62320.4, AT1G62320.5, AT1G62320.3, AT1G11960.1, AT1G11960.3, AT1G11960.2	Av_00014149-RA, Av_00005603-RA, Av_00005975-RA
OG0000299	AT3G01190.1, AT5G15180.1	Av_00005627-RA
OG0000299	AT1G05250.1, AT1G05240.1	Av_00023775-RA
OG0000300	AT3G45140.1, AT3G45140.2	Av_00007014-RA, Av_00011871-RA, Av_00016564-RA, Av_00014394-RA
OG0000301	AT5G60170.2, AT5G60170.1, AT3G45630.2, AT3G45630.1	Av_00012772-RA, Av_00018519-RA, Av_00012701-RA, Av_00006224-RA, Av_00012771-RA
OG0000302	AT3G30380.2, AT3G30380.1	Av_00005789-RA, Av_00004954-RA
OG0000302	AT5G38220.3, AT5G38220.1, AT5G38220.2, AT1G66900.1	Av_00004974-RA
OG0000302	AT4G24760.1	Av_00001688-RA, Av_00017656-RA
OG0000302	AT3G01690.1, AT5G14390.1	Av_00001995-RA
OG0000303	AT1G24190.3, AT1G24190.1, AT1G24190.2, AT1G70060.1, AT1G70060.2	Av_00006444-RA, Av_00007518-RA
OG0000303	AT3G01320.1, AT3G01320.2, AT5G15020.1, AT5G15020.2	Av_00005745-RA, Av_00017301-RA, Av_00021390-RA, Av_00023774-RA, Av_00009132-RA
OG0000309	AT4G37980.1, AT4G37980.2, AT4G37990.1	Av_00014221-RA, Av_00011662-RA
OG0000310	AT2G16040.1, AT2G06500.1, AT2G19960.1	Av_00018709-RA
OG0000310	AT4G10200.1, AT4G10200.2, AT3G29794.1	Av_00021463-RA
OG0000313	AT1G49960.1	Av_00007312-RA
OG0000313	AT1G60030.1	Av_00020737-RA
OG0000313	AT5G49990.1, AT5G49990.2, AT5G49990.4, AT5G49990.3, AT5G62890.3, AT5G62890.2, AT5G62890.1	Av_00012410-RA, Av_00011285-RA
OG0000314	AT3G53450.1, AT2G37210.2, AT2G37210.1	Av_00020896-RA, Av_00013471-RA
OG0000315	AT5G17540.1	Av_00023261-RA
OG0000316	AT2G19160.2, AT2G19160.1	Av_00001032-RA, Av_00018224-RA
OG0000316	AT4G31350.2, AT4G31350.1, AT4G31350.3, AT4G31350.4	Av_00004406-RA, Av_00001087-RA
OG0000318	AT5G59710.3, AT5G59710.2, AT5G59710.1	Av_00016108-RA, Av_00023640-RA
OG0000321	AT1G07090.1	Av_00022737-RA
OG0000321	AT2G31160.1	Av_00003437-RA, Av_00004792-RA
OG0000322	AT1G60270.2	Av_00010529-RA
OG0000323	AT3G07030.4, AT3G07030.2, AT3G07030.3, AT3G07030.1	Av_00009642-RA, Av_00002228-RA, Av_00024035-RA, Av_00001478-RA
OG0000323	AT1G20220.1, AT1G76010.2, AT1G76010.1	Av_00007405-RA, Av_00009030-RA, Av_00004878-RA, Av_00003773-RA, Av_00021623-RA
OG0000324	ATCG00270.1	Av_00023714-RA, Av_00015157-RA
OG0000324	ATCG00280.1	Av_00015158-RA
OG0000325	AT1G47530.1, AT1G47530.2	Av_00016435-RA
OG0000325	AT1G23300.1, AT3G26590.2, AT3G26590.1, AT5G38030.1, AT1G12950.1	Av_00020995-RA
OG0000326	AT3G51070.1, AT3G51070.2	Av_00021579-RA, Av_00019248-RA
OG0000327	AT3G50330.1, AT5G67060.2, AT5G67060.1	Av_00010005-RA, Av_00007907-RA
OG0000327	AT4G00120.1, AT5G09750.1	Av_00014198-RA
OG0000327	AT3G21330.1	Av_00008017-RA
OG0000329	AT3G16180.1, AT1G52190.1	Av_00007998-RA, Av_00006804-RA
OG0000330	AT4G32790.3, AT4G32790.2, AT4G32790.1, AT5G25820.1, AT5G11610.3, AT5G11610.2, AT5G11610.1	Av_00004644-RA, Av_00018236-RA
OG0000331	AT2G36750.1, AT2G36790.1, AT2G36800.1, AT2G36770.1, AT2G36780.1, AT2G36760.1, AT3G53160.1	Av_00020033-RA, Av_00002903-RA
OG0000332	AT5G52090.1, AT5G37150.1, AT5G37140.1, AT5G37165.1, AT4G05540.1, AT5G37030.1	Av_00017967-RA
OG0000332	AT5G37160.1	Av_00021251-RA, Av_00001092-RA
OG0000335	AT1G68640.1	Av_00005401-RA, Av_00003312-RA, Av_00017008-RA, Av_00011573-RA
OG0000335	AT3G12250.6, AT3G12250.1, AT3G12250.7, AT3G12250.2, AT3G12250.4, AT3G12250.5, AT3G12250.3, AT5G06950.4, AT5G06950.1, AT5G06950.3, AT5G06950.2, AT5G06950.5, AT5G06960.2, AT5G06960.1, AT5G06960.3	Av_00023550-RA, Av_00024206-RA, Av_00000699-RA
OG0000336	AT3G46860.1	Av_00014559-RA, Av_00010397-RA, Av_00006603-RA
OG0000337	AT1G78550.1, AT1G78550.2, AT1G17020.1, AT1G17010.1, AT4G25300.1, AT4G25300.2, AT4G25310.2, AT4G25310.1	Av_00003729-RA
OG0000338	AT4G39250.1, AT2G21650.1	Av_00011169-RA, Av_00022467-RA
OG0000338	AT2G18328.1	Av_00004443-RA, Av_00012269-RA
OG0000339	AT1G71830.1, AT1G34210.1, AT1G34210.2	Av_00019345-RA
OG0000339	AT2G13790.1, AT2G13800.4, AT2G13800.2, AT2G13800.3, AT2G13800.1, AT4G33430.1, AT4G33430.2	Av_00017230-RA, Av_00015810-RA
OG0000340	AT1G49390.1, AT1G49390.2, AT5G20400.1, AT5G20550.1, AT5G54000.2, AT5G54000.1	Av_00019542-RA, Av_00010470-RA, Av_00015561-RA
OG0000342	AT2G19900.1, AT2G19900.2	Av_00016032-RA, Av_00004234-RA
OG0000342	AT1G79750.1	Av_00008007-RA
OG0000343	AT1G21610.4, AT1G21610.5, AT1G21610.6, AT1G21610.2, AT1G21610.1, AT1G21610.3, AT1G77310.2, AT1G77310.1	Av_00015853-RA
OG0000345	AT4G25434.9, AT4G25434.11, AT4G25434.12, AT4G25434.6, AT4G25434.7, AT4G25434.2, AT4G25434.13, AT4G25434.5, AT4G25434.3, AT4G25434.4, AT4G25434.8, AT4G25434.1, AT4G25434.10, AT5G47650.4, AT5G47650.2, AT5G47650.1, AT5G47650.5, AT5G47650.3	Av_00000142-RA
OG0000346	AT1G67580.2, AT1G67580.1	Av_00012233-RA, Av_00018606-RA, Av_00000281-RA, Av_00007742-RA
OG0000346	AT5G63370.5, AT5G63370.10, AT5G63370.4, AT5G63370.1, AT5G63370.7, AT5G63370.6, AT5G63370.8, AT5G63370.9, AT5G63370.3, AT5G63370.2	Av_00011191-RA
OG0000347	AT5G22410.1	Av_00017348-RA
OG0000351	AT1G77810.1, AT1G77810.2, AT1G22015.1	Av_00024277-RA
OG0000351	AT1G32930.1	Av_00014509-RA
OG0000351	AT1G33430.2, AT1G33430.3, AT1G33430.1	Av_00003145-RA
OG0000352	AT1G41830.1, AT1G76160.1, AT1G21850.1, AT1G21860.1	Av_00021617-RA, Av_00009020-RA, Av_00019437-RA, Av_00012111-RA
OG0000352	AT4G22010.1	Av_00008963-RA
OG0000354	AT2G44890.1, AT2G44890.2, AT2G45510.1	Av_00010908-RA, Av_00013892-RA
OG0000360	AT4G20990.1, AT4G21000.1	Av_00003534-RA, Av_00022134-RA
OG0000361	ATCG00170.1	Av_00023718-RA, Av_00019400-RA, Av_00021346-RA, Av_00023690-RA, Av_00022877-RA, Av_00024933-RA, Av_00015195-RA, Av_00024781-RA, Av_00019401-RA, Av_00024811-RA
OG0000362	AT5G21150.1, AT2G27040.2, AT2G27040.1	Av_00004741-RA, Av_00016934-RA
OG0000362	AT2G32940.1	Av_00019128-RA
OG0000363	AT2G32750.2, AT2G32750.1	Av_00019674-RA, Av_00024067-RA, Av_00024642-RA
OG0000363	AT2G20370.1	Av_00002209-RA, Av_00009620-RA
OG0000364	AT1G69770.1	Av_00006508-RA
OG0000364	AT1G80740.1	Av_00002917-RA
OG0000364	AT4G19020.2, AT4G19020.1	Av_00013052-RA
OG0000366	AT4G37590.1	Av_00001981-RA, Av_00017920-RA, Av_00012503-RA, Av_00016349-RA
OG0000367	AT1G07350.2, AT1G07350.3, AT1G07350.6, AT1G07350.4, AT1G07350.1, AT1G07350.5	Av_00007364-RA
OG0000367	AT4G35785.2, AT4G35785.6, AT4G35785.3, AT4G35785.5, AT4G35785.1, AT4G35785.4	Av_00004059-RA
OG0000368	AT1G19680.1, AT1G75400.1	Av_00011097-RA, Av_00009896-RA
OG0000368	AT4G39140.5, AT4G39140.2, AT4G39140.1, AT4G39140.3, AT4G39140.4, AT2G21500.1, AT2G21500.2	Av_00009934-RA, Av_00011156-RA
OG0000369	AT1G78580.1, AT1G78580.3, AT1G78580.4, AT1G78580.2	Av_00012648-RA, Av_00020230-RA
OG0000370	AT2G24120.2, AT2G24120.1	Av_00017123-RA
OG0000370	AT5G15700.2, AT5G15700.1	Av_00012191-RA
OG0000371	AT3G09710.1, AT3G09710.2, AT5G03040.1, AT5G03040.3, AT5G03040.2	Av_00001143-RA, Av_00001144-RA, Av_00024768-RA
OG0000372	AT5G63320.3, AT5G63320.2, AT5G63320.1	Av_00011192-RA, Av_00013832-RA, Av_00011013-RA, Av_00017715-RA
OG0000375	AT2G46860.1, AT1G01050.1, AT1G01050.2, AT4G01480.2, AT4G01480.1	Av_00014625-RA, Av_00008584-RA
OG0000375	AT3G53620.1	Av_00002849-RA, Av_00012541-RA, Av_00013422-RA
OG0000377	AT3G05600.1	Av_00016201-RA, Av_00006664-RA
OG0000378	AT4G09640.1, AT1G34470.1, AT1G71900.2, AT1G71900.1	Av_00013736-RA, Av_00011625-RA, Av_00016298-RA
OG0000378	AT4G13800.9, AT4G13800.7, AT4G13800.4, AT4G13800.3, AT4G13800.2, AT4G13800.6, AT4G13800.1, AT4G13800.8, AT4G13800.5, AT4G13800.10, AT3G23870.1, AT3G23870.4, AT3G23870.5, AT3G23870.2, AT3G23870.3	Av_00024365-RA, Av_00000732-RA
OG0000379	AT4G14350.3, AT4G14350.2, AT4G14350.1, AT4G14350.4	Av_00002118-RA, Av_00012963-RA, Av_00000580-RA
OG0000379	AT2G20470.3, AT2G20470.2, AT2G20470.1	Av_00000796-RA
OG0000380	AT4G16143.1, AT4G16143.2, AT3G06720.1, AT3G06720.2	Av_00001538-RA
OG0000380	AT1G32880.1	Av_00018421-RA, Av_00017060-RA, Av_00002191-RA, Av_00000750-RA
OG0000381	AT4G18530.2, AT4G18530.3, AT4G18530.1	Av_00007799-RA
OG0000381	AT4G12840.2, AT4G12840.1, AT4G12840.3	Av_00023846-RA
OG0000382	AT1G67300.7, AT1G67300.6, AT1G67300.4, AT1G67300.5, AT1G67300.3, AT1G67300.1, AT1G67300.2	Av_00016037-RA
OG0000384	AT5G45820.1	Av_00005878-RA
OG0000384	AT5G01810.2, AT5G01810.1, AT5G01810.3	Av_00003840-RA
OG0000385	AT1G15170.2, AT1G15180.2, AT1G15180.1, AT1G15170.1	Av_00006347-RA, Av_00007632-RA
OG0000387	AT4G05460.1, AT4G05490.1, AT4G05497.1, AT5G52480.2, AT5G52480.1, AT4G03630.1, AT4G05470.1, AT4G05475.1	Av_00012220-RA
OG0000388	AT1G04430.3, AT1G04430.2, AT1G04430.1, AT3G23300.1, AT3G23300.2, AT4G14360.2, AT4G14360.1	Av_00000808-RA, Av_00023862-RA
OG0000389	AT1G54610.2, AT1G54610.3, AT1G54610.1	Av_00015093-RA, Av_00016261-RA, Av_00016165-RA
OG0000389	AT5G50860.1, AT5G50860.2	Av_00024404-RA, Av_00011222-RA
OG0000390	AT3G04580.2, AT3G04580.1	Av_00006695-RA, Av_00016148-RA, Av_00016149-RA
OG0000390	AT3G23150.2, AT3G23150.1	Av_00022306-RA
OG0000391	AT3G26040.1	Av_00022964-RA, Av_00012691-RA
OG0000392	AT2G33620.4, AT2G33620.3, AT2G33620.2, AT2G33620.1	Av_00007421-RA, Av_00003751-RA, Av_00009005-RA, Av_00021607-RA
OG0000392	AT4G17950.1, AT5G46640.1	Av_00019844-RA, Av_00021980-RA
OG0000394	AT1G01580.1, AT1G01580.2, AT1G23020.7, AT1G23020.3, AT1G23020.4, AT1G23020.6, AT1G23020.1, AT1G23020.5, AT1G23020.2, AT1G01590.1	Av_00013931-RA
OG0000395	AT4G00710.2, AT4G00710.1	Av_00000045-RA, Av_00011437-RA, Av_00008632-RA
OG0000395	AT5G41260.1, AT1G63500.1	Av_00010420-RA
OG0000396	AT5G20060.4, AT5G20060.3, AT5G20060.2, AT5G20060.1	Av_00004039-RA, Av_00004895-RA
OG0000396	AT3G15650.1, AT3G15650.2, AT3G15650.3, AT1G52700.4, AT1G52700.5, AT1G52700.2, AT1G52700.3, AT1G52700.6, AT1G52700.1	Av_00006819-RA
OG0000397	AT3G25150.1, AT3G25150.2	Av_00003400-RA
OG0000398	AT3G10185.1	Av_00019797-RA
OG0000398	AT2G30810.1	Av_00024559-RA
OG0000398	AT5G15230.1, AT5G15230.2	Av_00019143-RA
OG0000399	AT5G19120.1	Av_00022605-RA
OG0000400	AT1G56210.1	Av_00001315-RA, Av_00016797-RA, Av_00015107-RA
OG0000400	AT5G37860.1	Av_00022596-RA, Av_00015596-RA
OG0000400	AT5G19090.1, AT5G19090.4, AT5G19090.5, AT5G19090.2, AT5G19090.3, AT3G06130.2, AT3G06130.1	Av_00017891-RA, Av_00024282-RA, Av_00013230-RA
OG0000401	AT2G44065.2, AT2G44065.1, AT2G44065.3	Av_00017706-RA
OG0000401	ATCG01310.1, ATCG00830.1	Av_00005763-RA
OG0000401	ATCG00820.1	Av_00024708-RA, Av_00024333-RA, Av_00015154-RA, Av_00024952-RA, Av_00023673-RA, Av_00024748-RA, Av_00011103-RA
OG0000403	AT1G76680.2, AT1G76680.1, AT1G76690.1	Av_00016020-RA
OG0000403	AT1G17990.2, AT1G17990.1, AT1G18020.1	Av_00004215-RA
OG0000404	AT4G02020.3, AT4G02020.2, AT4G02020.4, AT4G02020.1	Av_00000784-RA
OG0000404	AT2G23380.2, AT2G23380.1	Av_00000305-RA, Av_00007714-RA
OG0000405	AT4G11410.2, AT4G11410.1, AT4G23430.3, AT4G23430.4, AT4G23430.1, AT4G23430.2, AT4G23420.1, AT4G23420.2, AT4G23420.3, AT4G23420.4, AT4G23420.5	Av_00009412-RA, Av_00010455-RA, Av_00002091-RA
OG0000406	AT5G65700.2, AT5G65700.1, AT3G49670.1	Av_00015352-RA, Av_00000411-RA
OG0000406	AT4G20270.1	Av_00000852-RA
OG0000406	AT1G75820.1	Av_00002289-RA
OG0000407	AT4G17230.1, AT4G17230.2	Av_00014164-RA, Av_00010629-RA, Av_00007457-RA, Av_00003713-RA
OG0000407	AT2G04890.1	Av_00006206-RA, Av_00012753-RA
OG0000407	AT5G48150.1, AT5G48150.2, AT5G48150.4, AT5G48150.3	Av_00002541-RA, Av_00015729-RA
OG0000408	AT4G32600.2, AT4G32600.1	Av_00022572-RA, Av_00012791-RA, Av_00004652-RA
OG0000409	AT4G32551.2, AT4G32551.1	Av_00004653-RA, Av_00014316-RA
OG0000410	AT4G29900.1, AT4G29900.2, AT5G57110.3, AT5G57110.1, AT5G57110.2	Av_00009844-RA, Av_00011055-RA, Av_00021898-RA, Av_00011056-RA
OG0000411	AT4G14760.4, AT4G14760.2, AT4G14760.1, AT4G14760.3, AT3G22790.1, AT3G22790.2, AT3G22790.3	Av_00018425-RA, Av_00018426-RA, Av_00018354-RA, Av_00005138-RA
OG0000412	AT4G33450.1	Av_00019579-RA, Av_00019348-RA
OG0000412	AT1G73410.2, AT1G73410.1, AT1G17950.1	Av_00022628-RA
OG0000412	AT1G69560.1, AT1G69560.2, AT1G26780.1, AT1G26780.2	Av_00024384-RA, Av_00024557-RA, Av_00007552-RA, Av_00005264-RA, Av_00002706-RA
OG0000412	AT5G17800.1	Av_00014051-RA
OG0000413	AT2G21050.1	Av_00007273-RA
OG0000413	AT1G77690.1	Av_00003189-RA
OG0000414	AT2G17150.4, AT2G17150.2, AT2G17150.3, AT2G17150.5, AT2G17150.6, AT2G17150.1, AT4G35270.1, AT4G35270.2, AT4G35270.4, AT4G35270.3	Av_00023660-RA
