Orthogroup	A_thaliana.proteins	A_hypochondriacus.proteins
OG0000208	AT3G14225.2, AT3G14225.1, AT1G53940.1, AT1G53940.2, AT5G40990.1, AT1G53990.1	AH013416-RA, AH022322-RA, AH013411-RA
OG0000211	AT1G26770.2, AT1G26770.1, AT1G69530.2, AT1G69530.1, AT2G03090.1	AH005036-RA, AH004370-RA
OG0000212	AT4G25590.2, AT4G25590.1, AT5G52360.1	AH019579-RA, AH012403-RA
OG0000213	AT4G04460.1, AT4G04460.2, AT1G62290.1, AT1G62290.6, AT1G62290.4, AT1G62290.3, AT1G62290.5, AT1G62290.2, AT1G11910.2, AT1G11910.1	AH021488-RA, AH014963-RA
OG0000216	AT4G26700.5, AT4G26700.6, AT4G26700.3, AT4G26700.2, AT4G26700.1, AT4G26700.4, AT4G26700.7, AT5G55400.2, AT5G55400.1, AT5G55400.3	AH008260-RA
OG0000216	AT5G48460.1	AH002574-RA
OG0000216	AT5G35700.1, AT2G04750.1	AH000038-RA
OG0000217	AT1G56130.1, AT1G56130.3, AT1G56130.2, AT1G56140.1, AT1G56120.3, AT1G56120.2, AT1G56120.1, AT1G56145.1, AT1G56145.2, AT1G56145.3	AH006817-RA, AH006820-RA
OG0000218	AT1G68020.3, AT1G68020.2, AT1G68020.1	AH021003-RA
OG0000218	AT4G17770.1, AT4G17770.2	AH018419-RA
OG0000220	AT5G25030.1, AT5G56060.1, AT2G11045.1, AT5G56075.1, AT4G26485.1	AH018373-RA
OG0000220	AT1G55800.1	AH018372-RA
OG0000221	AT1G70800.1, AT1G70810.1, AT1G23140.1	AH005356-RA
OG0000221	AT5G37740.2, AT5G37740.1	AH015847-RA, AH019151-RA
OG0000222	AT4G38190.1	AH019420-RA, AH010384-RA, AH019521-RA
OG0000222	AT1G02730.1	AH012987-RA
OG0000222	AT2G33100.2, AT2G33100.1	AH012396-RA
OG0000224	AT4G27470.1	AH010030-RA, AH008072-RA
OG0000224	AT4G03510.3, AT4G03510.1, AT4G03510.2, AT4G03510.4, AT4G28270.1	AH000336-RA, AH001344-RA
OG0000227	AT2G28930.3, AT2G28930.2, AT2G28930.1, AT1G07570.2, AT1G07570.5, AT1G07570.1, AT1G07570.3	AH013692-RA, AH022541-RA
OG0000227	AT2G39660.1	AH022956-RA, AH016463-RA
OG0000228	AT3G26980.1	AH006396-RA
OG0000228	AT4G24990.1, AT4G24990.2	AH002970-RA, AH017354-RA
OG0000230	AT4G34860.1, AT4G34860.2, AT4G34860.3	AH000872-RA, AH002204-RA, AH016753-RA
OG0000230	AT1G35580.2, AT1G35580.1, AT4G09510.1	AH009416-RA
OG0000231	AT1G60140.5, AT1G60140.6, AT1G60140.2, AT1G60140.4, AT1G60140.1, AT1G60140.3, AT1G70290.1, AT1G23870.1	AH004765-RA
OG0000232	AT2G14070.1, AT4G33560.1	AH009986-RA, AH009984-RA, AH009983-RA, AH009981-RA, AH009982-RA, AH008127-RA
OG0000235	AT5G13020.3, AT5G13020.2, AT5G13020.1	AH007677-RA, AH010905-RA
OG0000235	AT3G12140.2, AT3G12140.1, AT3G12140.3, AT5G06780.1, AT5G06780.2	AH020331-RA, AH006874-RA, AH006856-RA
OG0000236	AT3G08510.1, AT3G08510.2, AT3G08510.3, AT3G08510.4, AT3G55940.1	AH023101-RA, AH016378-RA
OG0000236	AT4G38530.1, AT5G58670.1	AH013818-RA
OG0000236	AT2G40116.1	AH023094-RA
OG0000236	AT5G58700.2, AT5G58700.3, AT5G58700.1	AH022662-RA
OG0000238	AT4G03495.1	AH002211-RA, AH002223-RA, AH002216-RA, AH013971-RA, AH002218-RA, AH000864-RA, AH005582-RA
OG0000240	AT5G03760.1	AH012669-RA
OG0000240	AT5G22740.1	AH001498-RA, AH000378-RA
OG0000241	AT2G35160.3, AT2G35160.1, AT2G35160.2, AT2G35160.4, AT2G35160.5, AT2G22740.1, AT2G22740.2	AH011397-RA, AH018288-RA, AH018263-RA
OG0000241	AT5G47150.1, AT5G47160.3, AT5G47160.2, AT5G47160.1	AH001165-RA, AH016129-RA, AH018322-RA
OG0000242	AT1G22540.1, AT1G72130.1, AT1G72130.2, AT1G72130.3, AT1G72140.1, AT1G22570.1, AT1G22570.2, AT1G22550.1, AT1G72125.1, AT1G72120.1	AH009443-RA
OG0000243	AT4G12334.1	AH003233-RA
OG0000244	AT1G23200.1	AH013016-RA
OG0000244	AT5G51500.1, AT5G51490.1, AT3G47400.1	AH019455-RA, AH012210-RA
OG0000244	AT2G45220.1	AH001048-RA
OG0000245	AT5G02810.1, AT5G02810.2	AH015960-RA
OG0000245	AT5G60100.3, AT5G60100.5, AT5G60100.2, AT5G60100.1, AT5G60100.6, AT5G60100.4, AT5G60100.7	AH021950-RA
OG0000247	AT3G62760.1	AH022128-RA
OG0000247	AT1G02920.1, AT1G02930.2, AT1G02930.1, AT2G02930.1, AT4G02520.1	AH022491-RA, AH010176-RA, AH010177-RA
OG0000248	AT1G24100.1	AH004731-RA, AH004633-RA
OG0000248	AT2G31790.1, AT1G05675.1, AT1G05680.1	AH020026-RA, AH011726-RA
OG0000249	AT5G19770.1, AT5G19780.1	AH007643-RA
OG0000249	AT1G64740.1	AH006900-RA
OG0000249	AT1G04820.1, AT1G50010.1, AT4G14960.2	AH002805-RA
OG0000250	AT4G00720.1	AH009230-RA
OG0000251	AT5G53940.1	AH010082-RA
OG0000251	AT2G40110.1, AT2G40110.2, AT2G40110.4, AT2G40110.3, AT3G11230.2, AT3G11230.4, AT3G11230.3, AT3G11230.1	AH023083-RA
OG0000253	AT1G50560.1, AT1G50520.1, AT5G42580.1, AT2G14100.1, AT3G32047.1, AT3G20100.1, AT2G05180.1, AT4G15360.1, AT3G20960.2, AT3G20090.2, AT3G20120.4, AT3G20110.1, AT2G27000.1, AT2G27010.1, AT1G28430.1, AT4G15330.1, AT4G15330.2, AT3G20130.2, AT3G20130.1, AT5G47990.1, AT3G20940.1, AT3G20950.1, AT3G20120.1, AT3G20120.3, AT3G20120.2, AT3G20960.1, AT3G20090.1, AT3G20935.1, AT4G15350.1, AT3G20080.1, AT3G20080.2, AT3G20080.6, AT3G20080.5, AT3G20080.4, AT3G20080.3, AT4G15380.1, AT3G20140.1	AH019047-RA
OG0000254	AT1G51690.2, AT1G51690.1, AT1G51690.4, AT1G51690.5, AT1G51690.3	AH001522-RA, AH000357-RA
OG0000254	AT1G17720.1, AT1G17720.2	AH016102-RA
OG0000255	AT1G78370.1, AT1G78380.1, AT1G78340.1, AT1G17190.1, AT1G17170.1, AT1G17180.1, AT1G78360.1	AH002933-RA, AH017418-RA
OG0000256	AT5G23850.1, AT3G48980.1, AT3G48980.2	AH012393-RA
OG0000257	AT1G70410.3, AT1G70410.1, AT1G70410.2, AT1G23730.2, AT1G23730.1	AH004421-RA
OG0000257	AT3G01500.1, AT3G01500.2, AT3G01500.3, AT3G01500.4, AT5G14740.9, AT5G14740.5, AT5G14740.3, AT5G14740.4, AT5G14740.1, AT5G14740.6, AT5G14740.7, AT5G14740.2, AT5G14740.8	AH020706-RA
OG0000262	AT3G05490.1	AH006972-RA, AH007602-RA, AH010501-RA
OG0000262	AT4G14010.1	AH020567-RA, AH006502-RA
OG0000262	AT2G33775.1, AT1G28270.1	AH008056-RA
OG0000263	AT3G07040.1	AH014844-RA, AH014846-RA, AH011899-RA, AH017033-RA
OG0000264	AT4G18960.1	AH021353-RA, AH014775-RA
OG0000265	AT5G53970.1	AH010088-RA
OG0000265	AT5G36160.1, AT4G28420.2, AT4G28420.1, AT2G20610.1, AT2G20610.2, AT4G28410.2, AT4G28410.1, AT2G24850.1	AH001360-RA, AH001361-RA, AH018443-RA
OG0000266	AT4G21750.1, AT4G21750.2, AT4G21750.4, AT4G21750.3, AT4G04890.2, AT4G04890.1	AH021514-RA, AH015026-RA
OG0000267	AT3G47560.1, AT3G47560.3, AT3G47560.2, AT3G47560.5, AT3G47560.4, AT1G29840.1, AT3G47590.1, AT3G47590.2, AT2G19550.1	AH016079-RA
OG0000268	AT3G15770.1, AT3G15770.2, AT1G15350.6, AT1G15350.5, AT1G15350.4, AT1G15350.3, AT1G15350.1, AT1G15350.2	AH000603-RA
OG0000269	AT4G32850.12, AT4G32850.11, AT4G32850.15, AT4G32850.4, AT4G32850.14, AT4G32850.16, AT4G32850.2, AT4G32850.6, AT4G32850.3, AT4G32850.8, AT4G32850.10, AT4G32850.1, AT4G32850.5, AT4G32850.9, AT4G32850.7, AT4G32850.17, AT4G32850.13, AT2G25850.9, AT2G25850.1, AT2G25850.2, AT2G25850.4, AT2G25850.3, AT2G25850.8, AT2G25850.6, AT2G25850.7, AT2G25850.5	AH017112-RA
OG0000270	AT3G13790.4, AT3G13790.5, AT3G13790.3, AT3G13790.2, AT3G13790.1, AT1G55120.3, AT1G55120.2, AT1G55120.4, AT1G55120.1	AH013316-RA
OG0000271	AT3G48060.2, AT3G48060.1, AT3G48060.3, AT3G48050.2, AT3G48050.1	AH017307-RA, AH002751-RA
OG0000276	AT1G19900.1, AT1G75620.1	AH023560-RA, AH008937-RA
OG0000276	AT1G14430.1	AH015150-RA
OG0000276	AT3G57620.1	AH010847-RA
OG0000276	AT1G67290.1, AT5G19580.1	AH014503-RA, AH020889-RA
OG0000277	AT1G08290.1	AH013259-RA, AH022403-RA
OG0000277	AT1G34790.1	AH016190-RA
OG0000277	AT3G57670.1	AH020366-RA, AH010939-RA
OG0000278	AT4G10010.1, AT4G10010.2, AT1G33770.1, AT1G71530.3, AT1G71530.4, AT1G71530.2, AT1G71530.1	AH008601-RA
OG0000278	AT1G53050.1, AT1G53050.2	AH008064-RA
OG0000279	AT1G32790.1, AT1G32790.2, AT4G10610.1, AT4G10610.2, AT3G49390.2, AT3G49390.3, AT3G49390.1	AH011909-RA
OG0000279	AT1G53650.1, AT1G53650.2, AT3G14450.1	AH007947-RA, AH007948-RA
OG0000280	AT2G33490.3, AT2G33490.1, AT2G33490.2, AT2G33490.4	AH004575-RA, AH005224-RA
OG0000280	AT3G26910.1, AT3G26910.3, AT3G26910.2, AT5G41100.2, AT5G41100.1	AH006406-RA
OG0000285	AT1G20925.1, AT1G76520.2, AT1G76520.1, AT1G76530.2, AT1G76530.3, AT1G76530.1	AH005940-RA, AH003613-RA
OG0000286	AT4G12050.1, AT4G22810.1, AT3G60870.1, AT2G45430.1	AH009150-RA, AH018733-RA
OG0000286	AT2G35270.1, AT4G17800.1	AH018383-RA
OG0000286	AT4G35390.1	AH001609-RA
OG0000287	AT4G26080.1, AT5G57050.1, AT5G57050.3, AT5G57050.2	AH014543-RA
OG0000288	AT1G55200.1, AT1G55200.2, AT1G55200.3, AT1G55200.4, AT3G13690.2, AT3G13690.1, AT3G13690.3	AH013288-RA, AH014662-RA, AH021166-RA, AH014663-RA
OG0000289	AT3G03620.2, AT3G03620.1, AT5G17700.3, AT5G17700.2, AT5G17700.1	AH019082-RA
OG0000291	AT1G26850.1, AT1G26850.2, AT1G26850.3	AH005068-RA, AH004389-RA
OG0000291	AT4G18030.1	AH018325-RA
OG0000292	AT3G29630.1, AT3G29630.2, AT1G50580.1, AT4G09500.2, AT4G09500.1, AT2G22930.2, AT2G22930.1, AT1G64920.1, AT1G64910.1, AT5G53990.1, AT4G27560.1, AT4G27570.1, AT5G54010.1, AT5G54060.1	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA
OG0000293	AT4G01850.2, AT4G01850.1, AT1G02500.1, AT1G02500.2	AH017285-RA, AH002742-RA
OG0000294	AT4G28610.1, AT3G04450.1, AT3G04450.2, AT3G04450.4, AT3G04450.3, AT5G29000.2, AT5G29000.1, AT5G29000.3, AT5G29000.4	AH007875-RA
OG0000295	AT5G18190.1, AT5G18190.2, AT3G03940.1	AH006922-RA
OG0000295	AT3G13670.1	AH007665-RA, AH010890-RA
OG0000295	AT2G25760.1, AT2G25760.2	AH016162-RA, AH015966-RA
OG0000296	AT4G02900.1, AT4G02900.2, AT4G02900.3, AT4G02900.4	AH012909-RA
OG0000296	AT4G22120.3, AT4G22120.4, AT4G22120.1, AT4G22120.6, AT4G22120.5, AT4G22120.2, AT4G04340.3, AT4G04340.1, AT4G04340.2, AT1G62320.1, AT1G62320.4, AT1G62320.5, AT1G62320.3, AT1G11960.1, AT1G11960.3, AT1G11960.2	AH021481-RA
OG0000297	AT5G36140.1, AT5G36110.1, AT5G36110.2	AH017004-RA
OG0000299	AT3G21770.1, AT1G05260.1, AT4G11290.1	AH015115-RA
OG0000299	AT3G01190.1, AT5G15180.1	AH003820-RA
OG0000300	AT3G45140.1, AT3G45140.2	AH010916-RA, AH010919-RA
OG0000301	AT5G60170.2, AT5G60170.1, AT3G45630.2, AT3G45630.1	AH000104-RA, AH001296-RA
OG0000302	AT3G30380.2, AT3G30380.1	AH022753-RA, AH016603-RA
OG0000302	AT5G38220.3, AT5G38220.1, AT5G38220.2, AT1G66900.1	AH016519-RA, AH022864-RA
OG0000302	AT4G24760.1	AH022373-RA, AH013565-RA
OG0000303	AT1G24190.3, AT1G24190.1, AT1G24190.2, AT1G70060.1, AT1G70060.2	AH004650-RA, AH004696-RA
OG0000309	AT2G21890.1, AT2G21730.1, AT4G39330.1, AT4G39330.2	AH005682-RA
OG0000309	AT4G37980.1, AT4G37980.2, AT4G37990.1	AH003628-RA, AH005931-RA, AH005930-RA
OG0000313	AT1G49960.1	AH002470-RA
OG0000313	AT1G60030.1	AH004628-RA
OG0000313	AT5G49990.1, AT5G49990.2, AT5G49990.4, AT5G49990.3, AT5G62890.3, AT5G62890.2, AT5G62890.1	AH017309-RA, AH002753-RA
OG0000314	AT5G06300.1	AH021771-RA
OG0000314	AT3G53450.1, AT2G37210.2, AT2G37210.1	AH022007-RA
OG0000314	AT2G28305.2	AH012551-RA, AH012762-RA, AH016066-RA
OG0000315	AT5G17540.1	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA, AH000220-RA
OG0000316	AT2G19160.2, AT2G19160.1	AH021048-RA, AH014278-RA
OG0000316	AT4G31350.2, AT4G31350.1, AT4G31350.3, AT4G31350.4	AH017043-RA
OG0000317	AT1G80490.1, AT1G80490.3, AT1G80490.2, AT1G15750.2, AT1G15750.1, AT1G15750.3, AT1G15750.4	AH001932-RA, AH001931-RA
OG0000318	AT5G59710.3, AT5G59710.2, AT5G59710.1	AH012025-RA
OG0000321	AT5G58500.1, AT1G07090.1	AH013195-RA, AH022459-RA
OG0000321	AT2G31160.1	AH017716-RA
OG0000323	AT3G07030.4, AT3G07030.2, AT3G07030.3, AT3G07030.1	AH013038-RA
OG0000323	AT1G20220.1, AT1G76010.2, AT1G76010.1	AH023711-RA
OG0000325	AT1G47530.1, AT1G47530.2	AH016984-RA
OG0000325	AT1G23300.1, AT3G26590.2, AT3G26590.1, AT5G38030.1, AT1G12950.1	AH004827-RA
OG0000326	AT3G51070.1, AT3G51070.2	AH003788-RA
OG0000326	AT1G29470.1, AT1G29470.2, AT2G34300.2, AT2G34300.1, AT2G34300.3	AH008652-RA, AH008654-RA
OG0000327	AT3G50330.1, AT5G67060.2, AT5G67060.1	AH009341-RA
OG0000327	AT4G00120.1	AH006219-RA
OG0000327	AT3G21330.1	AH001541-RA
OG0000328	AT4G05030.2, AT4G05030.1	AH019353-RA
OG0000329	AT3G16180.1, AT1G52190.1	AH002112-RA, AH000479-RA
OG0000330	AT4G32790.3, AT4G32790.2, AT4G32790.1, AT5G25820.1, AT5G11610.3, AT5G11610.2, AT5G11610.1	AH023349-RA
OG0000330	AT5G19670.2, AT5G19670.1	AH014493-RA, AH020895-RA
OG0000330	AT5G37000.1	AH020894-RA
OG0000331	AT2G36750.1, AT2G36790.1, AT2G36800.1, AT2G36770.1, AT2G36780.1, AT2G36760.1, AT3G53160.1	AH012723-RA
OG0000332	AT1G65780.1, AT1G65810.3, AT1G65810.1, AT1G65810.2	AH017079-RA
OG0000332	AT5G52090.1, AT5G37150.1, AT5G37140.1, AT5G37165.1, AT4G05540.1, AT5G37030.1	AH019776-RA
OG0000332	AT5G37160.1	AH019773-RA, AH019774-RA, AH019775-RA
OG0000335	AT1G68640.1	AH005409-RA
OG0000335	AT3G12250.6, AT3G12250.1, AT3G12250.7, AT3G12250.2, AT3G12250.4, AT3G12250.5, AT3G12250.3, AT5G06950.4, AT5G06950.1, AT5G06950.3, AT5G06950.2, AT5G06950.5, AT5G06960.2, AT5G06960.1, AT5G06960.3	AH018964-RA, AH015659-RA, AH020444-RA
OG0000336	AT3G46860.1	AH018414-RA
OG0000336	AT2G38900.1, AT2G38900.2, AT2G38870.1	AH002632-RA
OG0000337	AT1G78550.1, AT1G78550.2, AT1G17020.1, AT1G17010.1, AT4G25300.1, AT4G25300.2, AT4G25310.2, AT4G25310.1	AH021340-RA, AH014760-RA
OG0000338	AT4G39250.1, AT2G21650.1	AH001812-RA, AH000571-RA
OG0000339	AT2G13790.1, AT2G13800.4, AT2G13800.2, AT2G13800.3, AT2G13800.1, AT4G33430.1, AT4G33430.2	AH008319-RA, AH016741-RA, AH008318-RA
OG0000340	AT1G49390.1, AT1G49390.2, AT5G20400.1, AT5G20550.1, AT5G54000.2, AT5G54000.1	AH011389-RA, AH005873-RA, AH005874-RA, AH017008-RA, AH011390-RA, AH020675-RA, AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA
OG0000342	AT2G19900.1, AT2G19900.2	AH020914-RA, AH014483-RA
OG0000342	AT1G79750.1	AH002162-RA
OG0000343	AT1G21610.4, AT1G21610.5, AT1G21610.6, AT1G21610.2, AT1G21610.1, AT1G21610.3, AT1G77310.2, AT1G77310.1	AH008645-RA
OG0000345	AT4G25434.9, AT4G25434.11, AT4G25434.12, AT4G25434.6, AT4G25434.7, AT4G25434.2, AT4G25434.13, AT4G25434.5, AT4G25434.3, AT4G25434.4, AT4G25434.8, AT4G25434.1, AT4G25434.10, AT5G47650.4, AT5G47650.2, AT5G47650.1, AT5G47650.5, AT5G47650.3	AH009779-RA
OG0000346	AT1G67580.2, AT1G67580.1	AH004921-RA, AH004507-RA
OG0000346	AT5G63370.5, AT5G63370.10, AT5G63370.4, AT5G63370.1, AT5G63370.7, AT5G63370.6, AT5G63370.8, AT5G63370.9, AT5G63370.3, AT5G63370.2	AH017181-RA
OG0000347	AT1G34510.1, AT4G26010.2, AT4G26010.1, AT5G17820.2, AT5G17820.1, AT3G03670.1	AH019069-RA, AH003104-RA
OG0000347	AT5G22410.1	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA
OG0000348	AT1G30700.1	AH000329-RA
OG0000348	AT1G34575.1, AT1G30710.1	AH022326-RA, AH020820-RA, AH001939-RA, AH013396-RA
OG0000349	AT2G38300.1	AH023123-RA, AH016347-RA, AH016346-RA
OG0000350	AT4G34138.1, AT2G15490.1, AT2G15490.2, AT2G15490.3, AT2G15480.1, AT2G15480.2, AT4G34135.1, AT4G34135.2, AT4G34131.1	AH001642-RA, AH001643-RA, AH001644-RA, AH000964-RA, AH000963-RA, AH001640-RA
OG0000351	AT1G77810.1, AT1G77810.2, AT1G22015.1	AH023606-RA, AH009021-RA
OG0000351	AT1G32930.1	AH018197-RA
OG0000352	AT1G41830.1, AT1G76160.1, AT1G21850.1, AT1G21860.1	AH023686-RA
OG0000352	AT4G22010.1	AH014980-RA
OG0000353	AT3G13080.2, AT3G13080.4, AT3G13080.3, AT3G13080.5, AT3G13080.1, AT3G13100.1, AT3G13100.2, AT3G13090.1	AH002006-RA, AH017339-RA
OG0000354	AT2G44890.1, AT2G44890.2, AT2G45510.1	AH022147-RA, AH009167-RA
OG0000360	AT5G04180.1	AH012733-RA, AH012731-RA, AH018642-RA, AH012732-RA
OG0000361	ATCG00170.1	AH006418-RA
OG0000362	AT5G21150.1, AT2G27040.2, AT2G27040.1	AH001289-RA, AH001290-RA
OG0000362	AT2G32940.1	AH020962-RA
OG0000363	AT2G32750.2, AT2G32750.1	AH013696-RA, AH006525-RA, AH006524-RA
OG0000363	AT2G20370.1	AH022035-RA, AH012997-RA, AH012996-RA
OG0000364	AT1G69770.1	AH010889-RA
OG0000364	AT1G80740.1	AH003426-RA
OG0000364	AT4G19020.2, AT4G19020.1	AH018462-RA
OG0000366	AT2G14820.1, AT2G14820.2	AH014632-RA
OG0000367	AT1G07350.2, AT1G07350.3, AT1G07350.6, AT1G07350.4, AT1G07350.1, AT1G07350.5	AH022705-RA, AH022706-RA
OG0000367	AT4G35785.2, AT4G35785.6, AT4G35785.3, AT4G35785.5, AT4G35785.1, AT4G35785.4	AH023697-RA
OG0000368	AT1G19680.1, AT1G75400.1	AH009713-RA
OG0000368	AT4G39140.5, AT4G39140.2, AT4G39140.1, AT4G39140.3, AT4G39140.4, AT2G21500.1, AT2G21500.2	AH001782-RA
OG0000369	AT1G78580.1, AT1G78580.3, AT1G78580.4, AT1G78580.2	AH007971-RA, AH010212-RA
OG0000370	AT2G24120.2, AT2G24120.1	AH021050-RA
OG0000370	AT5G15700.2, AT5G15700.1	AH022752-RA
OG0000371	AT3G09710.1, AT3G09710.2, AT5G03040.1, AT5G03040.3, AT5G03040.2	AH012790-RA, AH021968-RA
OG0000372	AT5G63320.3, AT5G63320.2, AT5G63320.1	AH017178-RA
OG0000375	AT2G46860.1, AT1G01050.1, AT1G01050.2, AT4G01480.2, AT4G01480.1	AH011374-RA, AH018202-RA
OG0000375	AT3G53620.1	AH021923-RA
OG0000377	AT3G05600.1	AH010530-RA, AH007629-RA
OG0000377	AT4G02340.1	AH012949-RA
OG0000378	AT4G09640.1, AT1G34470.1, AT1G71900.2, AT1G71900.1	AH004051-RA, AH005334-RA
OG0000378	AT4G13800.9, AT4G13800.7, AT4G13800.4, AT4G13800.3, AT4G13800.2, AT4G13800.6, AT4G13800.1, AT4G13800.8, AT4G13800.5, AT4G13800.10, AT3G23870.1, AT3G23870.4, AT3G23870.5, AT3G23870.2, AT3G23870.3	AH006488-RA
OG0000379	AT4G14350.3, AT4G14350.2, AT4G14350.1, AT4G14350.4	AH019914-RA
OG0000379	AT1G03920.2, AT1G03920.3, AT1G03920.1	AH002659-RA
OG0000379	AT2G20470.3, AT2G20470.2, AT2G20470.1	AH017726-RA
OG0000380	AT4G16143.1, AT4G16143.2, AT3G06720.1, AT3G06720.2	AH007141-RA
OG0000380	AT1G09270.2, AT1G09270.1, AT1G09270.3	AH011233-RA
OG0000381	AT4G18530.2, AT4G18530.3, AT4G18530.1	AH004215-RA
OG0000381	AT4G12840.2, AT4G12840.1, AT4G12840.3	AH002560-RA
OG0000382	AT1G79820.3, AT1G79820.5, AT1G79820.1, AT1G79820.2, AT1G79820.4	AH000476-RA
OG0000382	AT1G67300.7, AT1G67300.6, AT1G67300.4, AT1G67300.5, AT1G67300.3, AT1G67300.1, AT1G67300.2	AH011965-RA
OG0000383	AT5G20230.1	AH014030-RA, AH014034-RA
OG0000384	AT5G01810.2, AT5G01810.1, AT5G01810.3	AH023182-RA
OG0000384	AT5G07070.1, AT5G58380.1	AH013217-RA
OG0000385	AT1G15170.2, AT1G15180.2, AT1G15180.1, AT1G15170.1	AH001773-RA, AH016113-RA, AH005500-RA, AH005501-RA, AH004183-RA
OG0000385	AT2G04080.2, AT2G04080.1, AT2G04070.1, AT2G04050.1, AT2G04040.1	AH002029-RA
OG0000387	AT4G05460.1, AT4G05490.1, AT4G05497.1, AT5G52480.2, AT5G52480.1, AT4G03630.1, AT4G05470.1, AT4G05475.1	AH014692-RA, AH014693-RA
OG0000388	AT1G04430.3, AT1G04430.2, AT1G04430.1, AT3G23300.1, AT3G23300.2, AT4G14360.2, AT4G14360.1	AH017719-RA, AH019913-RA, AH007197-RA
OG0000389	AT1G54610.2, AT1G54610.3, AT1G54610.1	AH007543-RA, AH010863-RA
OG0000389	AT5G50860.1, AT5G50860.2	AH017363-RA
OG0000390	AT3G04580.2, AT3G04580.1	AH010760-RA, AH007888-RA
OG0000391	AT3G26040.1	AH004904-RA
OG0000392	AT2G33620.4, AT2G33620.3, AT2G33620.2, AT2G33620.1	AH016899-RA
OG0000392	AT4G17950.1, AT5G46640.1	AH018381-RA
OG0000393	AT4G37940.4, AT4G37940.2, AT4G37940.1, AT4G37940.3, AT2G22630.2, AT2G22630.1	AH004976-RA
OG0000393	AT3G57230.5, AT3G57230.3, AT3G57230.1, AT3G57230.4, AT3G57230.2	AH002385-RA, AH002382-RA, AH000707-RA, AH008923-RA, AH008926-RA
OG0000394	AT5G23990.2, AT5G23980.1, AT5G23990.1, AT5G23990.3	AH012120-RA, AH012117-RA, AH012118-RA, AH019595-RA
OG0000394	AT1G01580.1, AT1G01580.2, AT1G23020.7, AT1G23020.3, AT1G23020.4, AT1G23020.6, AT1G23020.1, AT1G23020.5, AT1G23020.2, AT1G01590.1	AH009654-RA
OG0000395	AT4G00710.2, AT4G00710.1	AH009701-RA
OG0000395	AT5G41260.1, AT1G63500.1	AH003176-RA
OG0000395	AT3G54030.1, AT5G59010.1, AT5G59010.2	AH013761-RA, AH023835-RA
OG0000396	AT5G20060.4, AT5G20060.3, AT5G20060.2, AT5G20060.1	AH014052-RA
OG0000397	AT3G25150.1, AT3G25150.2	AH013120-RA
OG0000397	AT5G60980.4, AT5G60980.3, AT5G60980.2, AT5G60980.1	AH002891-RA, AH017492-RA
OG0000398	AT3G10185.1	AH007712-RA
OG0000398	AT2G30810.1	AH005974-RA, AH002824-RA, AH013086-RA
OG0000398	AT5G15230.1, AT5G15230.2	AH017579-RA, AH017580-RA
OG0000398	AT1G74670.1	AH002823-RA, AH002822-RA
OG0000399	AT5G19120.1	AH020127-RA
OG0000400	AT1G56210.1	AH007598-RA
OG0000400	AT5G37860.1	AH022831-RA
OG0000400	AT5G19090.1, AT5G19090.4, AT5G19090.5, AT5G19090.2, AT5G19090.3, AT3G06130.2, AT3G06130.1	AH010438-RA, AH015481-RA, AH020133-RA, AH020134-RA, AH011820-RA
OG0000401	AT2G44065.2, AT2G44065.1, AT2G44065.3	AH002938-RA
OG0000401	ATCG01310.1, ATCG00830.1	AH015420-RA
OG0000402	AT2G03760.1	AH005514-RA
OG0000402	AT3G51210.1	AH019325-RA, AH019328-RA
OG0000403	AT1G17990.2, AT1G17990.1, AT1G18020.1	AH008595-RA
OG0000403	AT1G09400.2, AT1G09400.1	AH017171-RA
OG0000404	AT4G02020.3, AT4G02020.2, AT4G02020.4, AT4G02020.1	AH017683-RA
OG0000404	AT2G23380.2, AT2G23380.1	AH018426-RA
OG0000405	AT4G11410.2, AT4G11410.1, AT4G23430.3, AT4G23430.4, AT4G23430.1, AT4G23430.2, AT4G23420.1, AT4G23420.2, AT4G23420.3, AT4G23420.4, AT4G23420.5	AH012141-RA, AH012142-RA, AH019585-RA, AH012140-RA
OG0000406	AT5G65700.2, AT5G65700.1, AT3G49670.1	AH004991-RA
OG0000406	AT1G75820.1	AH016772-RA, AH023662-RA
OG0000407	AT4G17230.1, AT4G17230.2	AH021441-RA, AH014885-RA
OG0000407	AT2G04890.1	AH001177-RA
OG0000407	AT5G48150.1, AT5G48150.2, AT5G48150.4, AT5G48150.3	AH008275-RA, AH009751-RA
OG0000408	AT4G32600.2, AT4G32600.1	AH015360-RA
OG0000409	AT4G32551.2, AT4G32551.1	AH019214-RA
OG0000410	AT4G29900.1, AT4G29900.2, AT5G57110.3, AT5G57110.1, AT5G57110.2	AH014262-RA, AH013472-RA
OG0000411	AT4G14760.4, AT4G14760.2, AT4G14760.1, AT4G14760.3, AT3G22790.1, AT3G22790.2, AT3G22790.3	AH011849-RA
OG0000412	AT4G33450.1	AH008669-RA
OG0000412	AT1G69560.1, AT1G69560.2, AT1G26780.1, AT1G26780.2	AH005041-RA
OG0000412	AT5G17800.1	AH019070-RA
OG0000413	AT2G38120.2, AT2G38120.1	AH008315-RA
