Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
OG0034139	Aqcoe6G134400.1.p											
OG0034140	Aqcoe6G247600.1.p											
OG0034141	Aqcoe6G237000.1.p											
OG0034142	Aqcoe6G270700.1.p											
OG0034143	Aqcoe6G064500.1.p											
OG0034144	Aqcoe6G262200.1.p											
OG0034145	Aqcoe6G075500.1.p											
OG0034146	Aqcoe6G129300.1.p											
OG0034147	Aqcoe6G205100.1.p											
OG0034148	Aqcoe6G098600.1.p											
OG0034149	Aqcoe6G322300.1.p											
OG0034150	Aqcoe6G214200.1.p											
OG0034151	Aqcoe6G047600.1.p											
OG0034152	Aqcoe6G265300.1.p											
OG0034153	Aqcoe6G235700.1.p											
OG0034154	Aqcoe6G074700.1.p											
OG0034155	Aqcoe6G258600.1.p											
OG0034156	Aqcoe6G167500.1.p											
OG0034157	Aqcoe6G048700.1.p											
OG0034158	Aqcoe6G304100.1.p											
OG0034159	Aqcoe6G109400.1.p											
OG0034160	Aqcoe6G301900.1.p											
OG0034161	Aqcoe6G153800.1.p											
OG0034162	Aqcoe6G006300.1.p											
OG0034163	Aqcoe6G276400.1.p											
OG0034164	Aqcoe6G023700.1.p											
OG0034165	Aqcoe6G210800.1.p											
OG0034166	Aqcoe6G118400.1.p											
OG0034167	Aqcoe6G219200.1.p											
OG0034168	Aqcoe6G026400.1.p											
OG0034169	Aqcoe6G208200.1.p											
OG0034170	Aqcoe6G248800.1.p											
OG0034171	Aqcoe6G252400.1.p											
OG0034172	Aqcoe6G239900.1.p											
OG0034173	Aqcoe6G064700.1.p											
OG0034174	Aqcoe6G212600.1.p											
OG0034175	Aqcoe6G261000.1.p											
OG0034176	Aqcoe6G280500.1.p											
OG0034177	Aqcoe6G173300.1.p											
OG0034178	Aqcoe6G055200.1.p											
OG0034179	Aqcoe6G076700.1.p											
OG0034180	Aqcoe6G279900.1.p											
OG0034181	Aqcoe6G219300.1.p											
OG0034182	Aqcoe6G166900.1.p											
OG0034183	Aqcoe6G246700.1.p											
OG0034184	Aqcoe6G262000.1.p											
OG0034185	Aqcoe6G097600.1.p											
OG0034186	Aqcoe6G251100.1.p											
OG0034187	Aqcoe6G276800.1.p											
OG0034188	Aqcoe6G128500.1.p											
OG0034189	Aqcoe6G115200.1.p											
OG0034190	Aqcoe6G120900.1.p											
OG0034191	Aqcoe6G215300.1.p											
OG0034192	Aqcoe6G114700.1.p											
OG0034193	Aqcoe6G275300.1.p											
OG0034194	Aqcoe6G126800.1.p											
OG0034195	Aqcoe6G113300.1.p											
OG0034196	Aqcoe6G018300.1.p											
OG0034197	Aqcoe6G299600.1.p											
OG0034198	Aqcoe6G278300.1.p											
OG0034199	Aqcoe6G237200.1.p											
OG0034200	Aqcoe6G217100.1.p											
OG0034201	Aqcoe6G092000.1.p											
OG0034202	Aqcoe6G009000.1.p											
OG0034203	Aqcoe6G026300.1.p											
OG0034204	Aqcoe6G113000.1.p											
OG0034205	Aqcoe6G040900.1.p											
OG0034206	Aqcoe6G280900.1.p											
OG0034207	Aqcoe6G254400.1.p											
OG0034208	Aqcoe6G045200.1.p											
OG0034209	Aqcoe6G124500.1.p											
OG0034210	Aqcoe6G247500.1.p											
OG0034211	Aqcoe6G270500.1.p											
OG0034212	Aqcoe6G011300.1.p											
OG0034213	Aqcoe6G322800.1.p											
OG0034214	Aqcoe6G296100.1.p											
OG0034215	Aqcoe6G226200.1.p											
OG0034216	Aqcoe6G079800.1.p											
OG0034217	Aqcoe6G004100.1.p											
OG0034218	Aqcoe6G324900.1.p											
OG0034219	Aqcoe6G274500.1.p											
OG0034220	Aqcoe6G201400.1.p											
OG0034221	Aqcoe6G058800.1.p											
OG0034222	Aqcoe6G287200.1.p											
OG0034223	Aqcoe6G008900.1.p											
OG0034224	Aqcoe6G110100.1.p											
OG0034225	Aqcoe6G173100.1.p											
OG0034226	Aqcoe6G148500.1.p											
OG0034227	Aqcoe6G000200.1.p											
OG0034228	Aqcoe6G201000.1.p											
OG0034229	Aqcoe6G262700.1.p											
OG0034230	Aqcoe6G200200.1.p											
OG0034231	Aqcoe6G256600.1.p											
OG0034232	Aqcoe6G135200.1.p											
OG0034233	Aqcoe6G018800.1.p											
OG0034234	Aqcoe6G089900.1.p											
OG0034235	Aqcoe6G251500.1.p											
OG0034236	Aqcoe6G252100.1.p											
OG0034237	Aqcoe6G249600.1.p											
OG0034238	Aqcoe6G246800.1.p											
OG0034239	Aqcoe6G214700.1.p											
OG0034240	Aqcoe6G200900.1.p											
OG0034241	Aqcoe6G068800.1.p											
OG0034242	Aqcoe6G073100.1.p											
OG0034243	Aqcoe6G227900.1.p											
OG0034244	Aqcoe6G035800.1.p											
OG0034245	Aqcoe6G238200.1.p											
OG0034246	Aqcoe6G065800.1.p											
OG0034247	Aqcoe6G086600.1.p											
OG0034248	Aqcoe6G316400.1.p											
OG0034249	Aqcoe6G172300.1.p											
OG0034250	Aqcoe6G308200.1.p											
OG0034251	Aqcoe6G290000.1.p											
OG0034252	Aqcoe6G229200.1.p											
OG0034253	Aqcoe6G200400.1.p											
OG0034254	Aqcoe6G273200.1.p											
OG0034255	Aqcoe6G206000.1.p											
OG0034256	Aqcoe6G214500.1.p											
OG0034257	Aqcoe6G251600.1.p											
OG0034258	Aqcoe6G240400.1.p											
OG0034259	Aqcoe6G305900.1.p											
OG0034260	Aqcoe6G240200.1.p											
OG0034261	Aqcoe6G050100.1.p											
OG0034262	Aqcoe6G252600.1.p											
OG0034263	Aqcoe6G160800.1.p											
OG0034264	Aqcoe6G269600.1.p											
OG0034265	Aqcoe6G327200.1.p											
OG0034266	Aqcoe6G202700.1.p											
OG0034267	Aqcoe6G240700.1.p											
OG0034268	Aqcoe6G306400.1.p											
OG0034269	Aqcoe6G247800.1.p											
OG0034270	Aqcoe6G273700.1.p											
OG0034271	Aqcoe6G019000.1.p											
OG0034272	Aqcoe6G163000.1.p											
OG0034273	Aqcoe6G164400.1.p											
OG0034274	Aqcoe6G177600.1.p											
OG0034275	Aqcoe6G240100.1.p											
OG0034276	Aqcoe6G143000.1.p											
OG0034277	Aqcoe6G194200.1.p											
OG0034278	Aqcoe6G071800.1.p											
OG0034279	Aqcoe6G151400.1.p											
OG0034280	Aqcoe6G023600.1.p											
OG0034281	Aqcoe6G209600.1.p											
OG0034282	Aqcoe6G160600.1.p											
OG0034283	Aqcoe6G139500.1.p											
OG0034284	Aqcoe6G262600.1.p											
OG0034285	Aqcoe6G295400.1.p											
OG0034286	Aqcoe6G158200.1.p											
OG0034287	Aqcoe6G059300.1.p											
OG0034288	Aqcoe6G222200.1.p											
OG0034289	Aqcoe6G192500.1.p											
OG0034290	Aqcoe6G042700.1.p											
OG0034291	Aqcoe6G166500.1.p											
OG0034292	Aqcoe6G076300.1.p											
OG0034293	Aqcoe6G219400.1.p											
OG0034294	Aqcoe6G139300.1.p											
OG0034295	Aqcoe6G181000.1.p											
OG0034296	Aqcoe6G231400.1.p											
OG0034297	Aqcoe6G254900.1.p											
OG0034298	Aqcoe6G275100.1.p											
OG0034299	Aqcoe6G075900.1.p											
OG0034300	Aqcoe6G094000.1.p											
OG0034301	Aqcoe6G277700.1.p											
OG0034302	Aqcoe6G234000.1.p											
OG0034303	Aqcoe6G199200.1.p											
OG0034304	Aqcoe6G054000.1.p											
OG0034305	Aqcoe6G251200.1.p											
OG0034306	Aqcoe6G088400.1.p											
OG0034307	Aqcoe6G229300.1.p											
OG0034308	Aqcoe6G145600.1.p											
OG0034309	Aqcoe6G067700.1.p											
OG0034310	Aqcoe6G270400.1.p											
OG0034311	Aqcoe6G056700.1.p											
OG0034312	Aqcoe6G042800.1.p											
OG0034313	Aqcoe6G210700.1.p											
OG0034314	Aqcoe6G262500.1.p											
OG0034315	Aqcoe6G195400.1.p											
OG0034316	Aqcoe6G252900.1.p											
OG0034317	Aqcoe6G008000.1.p											
OG0034318	Aqcoe6G267700.1.p											
OG0034319	Aqcoe6G236300.1.p											
OG0034320	Aqcoe6G114500.1.p											
OG0034321	Aqcoe6G214400.1.p											
OG0034322	Aqcoe6G319500.1.p											
OG0034323	Aqcoe6G136100.1.p											
OG0034324	Aqcoe6G202400.1.p											
OG0034325	Aqcoe6G189500.1.p											
OG0034326	Aqcoe6G189500.2.p											
OG0034327	Aqcoe6G052700.1.p											
OG0034328	Aqcoe6G037500.1.p											
OG0034329	Aqcoe6G073300.1.p											
OG0034330	Aqcoe6G068500.1.p											
OG0034331	Aqcoe6G183400.1.p											
OG0034332	Aqcoe6G053700.1.p											
OG0034333	Aqcoe6G323100.1.p											
OG0034334	Aqcoe6G182400.1.p											
OG0034335	Aqcoe6G142900.1.p											
OG0034336	Aqcoe6G267000.1.p											
OG0034337	Aqcoe6G271900.1.p											
OG0034338	Aqcoe6G255900.1.p											
OG0034339	Aqcoe6G114400.1.p											
OG0034340	Aqcoe6G210600.1.p											
OG0034341	Aqcoe6G248300.1.p											
OG0034342	Aqcoe6G291500.1.p											
OG0034343	Aqcoe6G218900.1.p											
OG0034344	Aqcoe6G026900.1.p											
OG0034345	Aqcoe6G153200.1.p											
OG0034346	Aqcoe6G168100.1.p											
OG0034347	Aqcoe6G187800.1.p											
OG0034348	Aqcoe6G293500.2.p											
OG0034349	Aqcoe6G149100.1.p											
OG0034350	Aqcoe6G208800.1.p											
OG0034351	Aqcoe6G173700.1.p											
OG0034352	Aqcoe6G274000.1.p											
OG0034353	Aqcoe6G084100.4.p											
OG0034354	Aqcoe6G060500.1.p											
OG0034355	Aqcoe6G222000.1.p											
OG0034356	Aqcoe6G114000.1.p											
OG0034357	Aqcoe6G247300.1.p											
OG0034358	Aqcoe6G035500.1.p											
OG0034359	Aqcoe6G192400.1.p											
OG0034360	Aqcoe6G069800.1.p											
OG0034361	Aqcoe6G117700.1.p											
OG0034362	Aqcoe6G077200.1.p											
OG0034363	Aqcoe6G203100.1.p											
OG0034364	Aqcoe6G139000.1.p											
OG0034365	Aqcoe6G171400.1.p											
OG0034366	Aqcoe6G204500.2.p											
OG0034367	Aqcoe6G168200.1.p											
OG0034368	Aqcoe6G250700.1.p											
OG0034369	Aqcoe6G263200.1.p											
OG0034370	Aqcoe6G248200.1.p											
OG0034371	Aqcoe6G311600.1.p											
OG0034372	Aqcoe6G246400.1.p											
OG0034373	Aqcoe6G212400.1.p											
OG0034374	Aqcoe6G091900.1.p											
OG0034375	Aqcoe6G245600.1.p											
OG0034376	Aqcoe6G087700.1.p											
OG0034377	Aqcoe6G298400.1.p											
OG0034378	Aqcoe6G169400.3.p											
OG0034379	Aqcoe6G013800.1.p											
OG0034380	Aqcoe6G058900.1.p											
OG0034381	Aqcoe6G327500.1.p											
OG0034382	Aqcoe6G286000.1.p											
OG0034383	Aqcoe6G260100.1.p											
OG0034384	Aqcoe6G197900.1.p											
OG0034385	Aqcoe6G204000.1.p											
OG0034386	Aqcoe6G161400.1.p											
OG0034387	Aqcoe6G118300.1.p											
OG0034388	Aqcoe6G176300.1.p											
OG0034389	Aqcoe6G213600.1.p											
OG0034390	Aqcoe6G171000.1.p											
OG0034391	Aqcoe6G135800.1.p											
OG0034392	Aqcoe6G120700.1.p											
OG0034393	Aqcoe6G286700.1.p											
OG0034394	Aqcoe6G315900.1.p											
OG0034395	Aqcoe6G312600.1.p											
OG0034396	Aqcoe6G185100.1.p											
OG0034397	Aqcoe6G298200.1.p											
OG0034398	Aqcoe6G204900.1.p											
OG0034399	Aqcoe6G273600.1.p											
OG0034400	Aqcoe6G202600.1.p											
OG0034401	Aqcoe6G156800.1.p											
OG0034402	Aqcoe6G216500.1.p											
OG0034403	Aqcoe6G223200.1.p											
OG0034404	Aqcoe6G058600.1.p											
OG0034405	Aqcoe6G291600.1.p											
OG0034406	Aqcoe6G192300.1.p											
OG0034407	Aqcoe6G225700.1.p											
OG0034408	Aqcoe6G209900.1.p											
OG0034409	Aqcoe6G061900.1.p											
OG0034410	Aqcoe6G311400.1.p											
OG0034411	Aqcoe6G299900.1.p											
OG0034412	Aqcoe6G117100.1.p											
OG0034413	Aqcoe6G191000.1.p											
OG0034414	Aqcoe6G276300.1.p											
OG0034415	Aqcoe6G314900.1.p											
OG0034416	Aqcoe6G177700.1.p											
OG0034417	Aqcoe6G038200.1.p											
OG0034418	Aqcoe6G190600.1.p											
OG0034419	Aqcoe6G095700.1.p											
OG0034420	Aqcoe6G313900.1.p											
OG0034421	Aqcoe6G325900.1.p											
OG0034422	Aqcoe6G231100.1.p											
OG0034423	Aqcoe6G224700.1.p											
OG0034424	Aqcoe6G224500.1.p											
OG0034425	Aqcoe6G079600.1.p											
OG0034426	Aqcoe6G233200.1.p											
OG0034427	Aqcoe6G119100.1.p											
OG0034428	Aqcoe6G308400.1.p											
OG0034429	Aqcoe6G207100.1.p											
OG0034430	Aqcoe6G081700.1.p											
OG0034431	Aqcoe6G247700.1.p											
OG0034432	Aqcoe6G238000.1.p											
OG0034433	Aqcoe6G201100.1.p											
OG0034434	Aqcoe6G242400.1.p											
OG0034435	Aqcoe6G110600.1.p											
OG0034436	Aqcoe6G010200.1.p											
OG0034437	Aqcoe6G055800.1.p											
OG0034438	Aqcoe6G306500.1.p											
OG0034439	Aqcoe6G020000.1.p											
OG0034440	Aqcoe6G154500.1.p											
OG0034441	Aqcoe6G260500.1.p											
OG0034442	Aqcoe6G253400.1.p											
OG0034443	Aqcoe6G030300.1.p											
OG0034444	Aqcoe6G283000.1.p											
OG0034445	Aqcoe6G234400.3.p											
OG0034446	Aqcoe6G185500.1.p											
OG0034447	Aqcoe6G250600.1.p											
OG0034448	Aqcoe6G247400.1.p											
OG0034449	Aqcoe6G258500.1.p											
OG0034450	Aqcoe6G165100.1.p											
OG0034451	Aqcoe6G140100.1.p											
OG0034452	Aqcoe6G167900.1.p											
OG0034453	Aqcoe6G300900.1.p											
OG0034454	Aqcoe6G178400.1.p											
OG0034455	Aqcoe6G178400.2.p											
OG0034456	Aqcoe6G013100.1.p											
OG0034457	Aqcoe6G086900.1.p											
OG0034458	Aqcoe6G228700.1.p											
OG0034459	Aqcoe6G288800.1.p											
OG0034460	Aqcoe6G307500.1.p											
OG0034461	Aqcoe6G293400.1.p											
OG0034462	Aqcoe6G103600.1.p											
OG0034463	Aqcoe6G208300.1.p											
OG0034464	Aqcoe6G122200.1.p											
OG0034465	Aqcoe6G160000.1.p											
OG0034466	Aqcoe6G233400.1.p											
OG0034467	Aqcoe0031s0003.1.p											
OG0034468	Aqcoe0396s0001.1.p											
OG0034469	Aqcoe0024s0001.1.p											
OG0034470	Aqcoe0024s0008.1.p											
OG0034471	Aqcoe0017s0004.1.p											
OG0034472	Aqcoe0017s0011.1.p											
OG0034473	Aqcoe0356s0001.1.p											
OG0034474	Aqcoe1368s0001.1.p											
OG0034475	Aqcoe0267s0001.1.p											
OG0034476	Aqcoe0764s0001.1.p											
OG0034477	Aqcoe2029s0001.1.p											
OG0034478	Aqcoe0872s0001.1.p											
OG0034479	Aqcoe0291s0001.1.p											
OG0034480	Aqcoe0609s0002.1.p											
OG0034481	Aqcoe0216s0001.1.p											
OG0034482	Aqcoe1330s0001.1.p											
OG0034483	Aqcoe4G126200.1.p											
OG0034484	Aqcoe4G159300.1.p											
OG0034485	Aqcoe4G297000.1.p											
OG0034486	Aqcoe4G284800.1.p											
OG0034487	Aqcoe4G094300.1.p											
OG0034488	Aqcoe4G152400.1.p											
OG0034489	Aqcoe4G212800.1.p											
OG0034490	Aqcoe4G194000.1.p											
OG0034491	Aqcoe4G296900.1.p											
OG0034492	Aqcoe4G181600.1.p											
OG0034493	Aqcoe4G158100.1.p											
OG0034494	Aqcoe4G099500.1.p											
OG0034495	Aqcoe4G306000.1.p											
OG0034496	Aqcoe4G220100.1.p											
OG0034497	Aqcoe4G283900.1.p											
OG0034498	Aqcoe4G197400.1.p											
OG0034499	Aqcoe4G292800.1.p											
OG0034500	Aqcoe4G264700.1.p											
OG0034501	Aqcoe4G190700.1.p											
OG0034502	Aqcoe4G285500.1.p											
OG0034503	Aqcoe4G058100.1.p											
OG0034504	Aqcoe4G049100.1.p											
OG0034505	Aqcoe4G186200.1.p											
OG0034506	Aqcoe4G259700.1.p											
OG0034507	Aqcoe4G087600.1.p											
OG0034508	Aqcoe4G256800.1.p											
OG0034509	Aqcoe4G107700.1.p											
OG0034510	Aqcoe4G150700.1.p											
OG0034511	Aqcoe4G103400.1.p											
OG0034512	Aqcoe4G220400.1.p											
OG0034513	Aqcoe4G239900.1.p											
OG0034514	Aqcoe4G145700.1.p											
OG0034515	Aqcoe4G012000.1.p											
OG0034516	Aqcoe4G104500.1.p											
OG0034517	Aqcoe4G038100.1.p											
OG0034518	Aqcoe4G189800.1.p											
OG0034519	Aqcoe4G116200.1.p											
OG0034520	Aqcoe4G209300.1.p											
OG0034521	Aqcoe4G161300.1.p											
OG0034522	Aqcoe4G196900.1.p											
OG0034523	Aqcoe4G043300.1.p											
OG0034524	Aqcoe4G054800.1.p											
OG0034525	Aqcoe4G198200.1.p											
OG0034526	Aqcoe4G176000.1.p											
OG0034527	Aqcoe4G254700.1.p											
OG0034528	Aqcoe4G214100.1.p											
OG0034529	Aqcoe4G125400.1.p											
OG0034530	Aqcoe4G170600.1.p											
OG0034531	Aqcoe4G254200.1.p											
OG0034532	Aqcoe4G088600.1.p											
OG0034533	Aqcoe4G078100.1.p											
OG0034534	Aqcoe4G182500.1.p											
OG0034535	Aqcoe4G167400.1.p											
OG0034536	Aqcoe4G006800.1.p											
OG0034537	Aqcoe4G172900.1.p											
OG0034538	Aqcoe4G193600.1.p											
OG0034539	Aqcoe4G189700.1.p											
OG0034540	Aqcoe4G186400.1.p											
OG0034541	Aqcoe4G001000.1.p											
OG0034542	Aqcoe4G198900.1.p											
OG0034543	Aqcoe4G017800.1.p											
OG0034544	Aqcoe4G245900.1.p											
OG0034545	Aqcoe4G067200.1.p											
OG0034546	Aqcoe4G081200.1.p											
OG0034547	Aqcoe4G286900.1.p											
OG0034548	Aqcoe4G237500.1.p											
OG0034549	Aqcoe4G125800.1.p											
OG0034550	Aqcoe4G257700.1.p											
OG0034551	Aqcoe4G073600.1.p											
OG0034552	Aqcoe4G062300.1.p											
OG0034553	Aqcoe4G314700.1.p											
OG0034554	Aqcoe4G085700.1.p											
OG0034555	Aqcoe4G306500.1.p											
OG0034556	Aqcoe4G156100.1.p											
OG0034557	Aqcoe4G311000.1.p											
OG0034558	Aqcoe4G276000.1.p											
OG0034559	Aqcoe4G207900.1.p											
OG0034560	Aqcoe4G036100.1.p											
OG0034561	Aqcoe4G113200.1.p											
OG0034562	Aqcoe4G121500.1.p											
OG0034563	Aqcoe4G093500.1.p											
OG0034564	Aqcoe4G191500.1.p											
OG0034565	Aqcoe4G084000.1.p											
OG0034566	Aqcoe4G081900.1.p											
OG0034567	Aqcoe4G029700.1.p											
OG0034568	Aqcoe4G296500.1.p											
OG0034569	Aqcoe4G003100.1.p											
OG0034570	Aqcoe4G307600.1.p											
OG0034571	Aqcoe4G241100.1.p											
OG0034572	Aqcoe4G220500.1.p											
OG0034573	Aqcoe4G116600.1.p											
OG0034574	Aqcoe4G225400.1.p											
OG0034575	Aqcoe4G027600.1.p											
OG0034576	Aqcoe4G227400.1.p											
OG0034577	Aqcoe4G062400.1.p											
OG0034578	Aqcoe4G025000.1.p											
OG0034579	Aqcoe4G035200.1.p											
OG0034580	Aqcoe4G252900.1.p											
OG0034581	Aqcoe4G289200.1.p											
OG0034582	Aqcoe4G106400.1.p											
OG0034583	Aqcoe4G253000.1.p											
OG0034584	Aqcoe4G115500.1.p											
OG0034585	Aqcoe4G255800.1.p											
OG0034586	Aqcoe4G171100.1.p											
OG0034587	Aqcoe4G261500.1.p											
OG0034588	Aqcoe4G145900.1.p											
OG0034589	Aqcoe4G301000.1.p											
OG0034590	Aqcoe4G252500.1.p											
OG0034591	Aqcoe4G136700.1.p											
OG0034592	Aqcoe4G093900.1.p											
OG0034593	Aqcoe4G154100.1.p											
OG0034594	Aqcoe4G280500.1.p											
OG0034595	Aqcoe4G274700.1.p											
OG0034596	Aqcoe4G223300.1.p											
OG0034597	Aqcoe4G187300.1.p											
OG0034598	Aqcoe4G017700.1.p											
OG0034599	Aqcoe4G144200.1.p											
OG0034600	Aqcoe4G125100.1.p											
OG0034601	Aqcoe4G017900.1.p											
OG0034602	Aqcoe4G046000.1.p											
OG0034603	Aqcoe4G215200.1.p											
OG0034604	Aqcoe4G150200.1.p											
OG0034605	Aqcoe4G143800.1.p											
OG0034606	Aqcoe4G089400.1.p											
OG0034607	Aqcoe4G038900.1.p											
OG0034608	Aqcoe4G138300.1.p											
OG0034609	Aqcoe4G145600.1.p											
OG0034610	Aqcoe4G081000.1.p											
OG0034611	Aqcoe4G087300.1.p											
OG0034612	Aqcoe4G222300.1.p											
OG0034613	Aqcoe4G076100.1.p											
OG0034614	Aqcoe4G138500.1.p											
OG0034615	Aqcoe4G141300.1.p											
OG0034616	Aqcoe4G219600.1.p											
OG0034617	Aqcoe4G298200.1.p											
OG0034618	Aqcoe4G189000.1.p											
OG0034619	Aqcoe4G138600.1.p											
OG0034620	Aqcoe4G137000.1.p											
OG0034621	Aqcoe4G314900.1.p											
OG0034622	Aqcoe4G311400.1.p											
OG0034623	Aqcoe4G166000.1.p											
OG0034624	Aqcoe4G038200.1.p											
OG0034625	Aqcoe4G206700.2.p											
OG0034626	Aqcoe4G130500.1.p											
OG0034627	Aqcoe4G003200.1.p											
OG0034628	Aqcoe4G122500.1.p											
OG0034629	Aqcoe4G190300.1.p											
OG0034630	Aqcoe4G055400.1.p											
OG0034631	Aqcoe4G156700.1.p											
OG0034632	Aqcoe4G291600.1.p											
OG0034633	Aqcoe4G184000.1.p											
OG0034634	Aqcoe4G107200.1.p											
