Orthogroup	A_vesiculosa.proteins	A_coerulea.proteins
OG0000129	Av_00001105-RA, Av_00008320-RA, Av_00008319-RA, Av_00017954-RA, Av_00024632-RA, Av_00003603-RA	Aqcoe0018s0008.3.p, Aqcoe0018s0008.1.p, Aqcoe0018s0008.2.p, Aqcoe0018s0007.1.p, Aqcoe1G239100.1.p, Aqcoe1G239100.2.p, Aqcoe7G330700.1.p, Aqcoe0018s0003.3.p, Aqcoe0018s0003.2.p, Aqcoe0018s0003.1.p, Aqcoe7G330300.1.p, Aqcoe7G330300.2.p, Aqcoe7G330000.1.p, Aqcoe4G109900.1.p, Aqcoe4G109600.1.p, Aqcoe7G256400.1.p, Aqcoe4G123000.1.p, Aqcoe7G256300.1.p
OG0000131	Av_00008767-RA	Aqcoe7G437600.1.p
OG0000134	Av_00001044-RA, Av_00022546-RA, Av_00018234-RA	Aqcoe6G146600.1.p, Aqcoe6G146900.1.p, Aqcoe6G147000.1.p, Aqcoe6G146700.1.p, Aqcoe6G146800.1.p, Aqcoe4G235500.1.p
OG0000135	Av_00023049-RA	Aqcoe7G122400.1.p
OG0000135	Av_00021246-RA, Av_00023855-RA, Av_00017571-RA, Av_00013077-RA, Av_00018331-RA, Av_00017962-RA, Av_00001097-RA	Aqcoe7G240700.1.p
OG0000136	Av_00023894-RA, Av_00014249-RA, Av_00022366-RA	Aqcoe5G212600.2.p, Aqcoe5G212600.4.p
OG0000137	Av_00012426-RA, Av_00009313-RA, Av_00015913-RA, Av_00010531-RA, Av_00010516-RA	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p
OG0000138	Av_00011570-RA	Aqcoe3G050100.1.p, Aqcoe3G396300.1.p
OG0000138	Av_00005734-RA, Av_00017291-RA	Aqcoe1G106200.1.p, Aqcoe2G224400.1.p
OG0000139	Av_00011998-RA, Av_00005008-RA, Av_00005715-RA	Aqcoe1G233500.1.p
OG0000140	Av_00019737-RA	Aqcoe3G439600.1.p
OG0000145	Av_00008637-RA, Av_00011445-RA	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p
OG0000146	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA	Aqcoe1G092700.1.p
OG0000146	Av_00011999-RA	Aqcoe1G092200.1.p
OG0000147	Av_00021851-RA	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p
OG0000147	Av_00012705-RA, Av_00020525-RA	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p
OG0000148	Av_00022736-RA, Av_00019670-RA, Av_00006146-RA, Av_00020556-RA, Av_00014073-RA	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p
OG0000149	Av_00001613-RA	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p
OG0000152	Av_00023873-RA, Av_00012587-RA, Av_00015693-RA, Av_00005098-RA	Aqcoe3G149900.1.p
OG0000152	Av_00013353-RA	Aqcoe7G298400.1.p, Aqcoe1G411800.1.p, Aqcoe1G412400.1.p, Aqcoe1G430600.1.p, Aqcoe3G407600.1.p
OG0000153	Av_00013452-RA, Av_00020182-RA, Av_00021340-RA	Aqcoe1G489000.1.p
OG0000153	Av_00000144-RA, Av_00016947-RA, Av_00001271-RA, Av_00015076-RA	Aqcoe1G489000.2.p
OG0000156	Av_00019326-RA, Av_00011725-RA	Aqcoe2G205500.1.p, Aqcoe1G132600.1.p
OG0000159	Av_00008586-RA	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p
OG0000159	Av_00009492-RA	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p
OG0000160	Av_00007416-RA	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p
OG0000160	Av_00022355-RA, Av_00022827-RA	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p
OG0000161	Av_00019011-RA, Av_00019010-RA, Av_00019007-RA	Aqcoe6G070400.1.p
OG0000162	Av_00004972-RA, Av_00007787-RA	Aqcoe3G026900.1.p, Aqcoe3G027200.1.p
OG0000163	Av_00006762-RA, Av_00008041-RA	Aqcoe7G119200.1.p
OG0000163	Av_00004788-RA, Av_00020340-RA	Aqcoe2G366600.2.p, Aqcoe2G366600.1.p
OG0000164	Av_00009562-RA, Av_00022631-RA	Aqcoe3G009200.1.p
OG0000164	Av_00014947-RA	Aqcoe5G237200.1.p, Aqcoe5G237200.2.p, Aqcoe2G159700.1.p
OG0000164	Av_00009037-RA, Av_00021627-RA	Aqcoe7G204100.3.p, Aqcoe7G204100.1.p, Aqcoe7G204100.2.p, Aqcoe7G204100.4.p, Aqcoe7G204100.5.p, Aqcoe7G204100.7.p, Aqcoe7G204100.6.p
OG0000164	Av_00018348-RA, Av_00005134-RA	Aqcoe5G046400.1.p
OG0000165	Av_00019188-RA, Av_00015760-RA, Av_00002391-RA, Av_00002550-RA, Av_00021320-RA, Av_00002530-RA, Av_00021319-RA, Av_00021315-RA, Av_00002513-RA, Av_00000168-RA, Av_00002380-RA, Av_00019187-RA, Av_00021324-RA, Av_00002427-RA, Av_00002419-RA, Av_00002468-RA, Av_00002421-RA, Av_00002422-RA, Av_00002471-RA, Av_00002345-RA, Av_00002347-RA, Av_00002408-RA, Av_00015759-RA, Av_00002434-RA, Av_00002438-RA, Av_00002374-RA, Av_00002433-RA, Av_00002449-RA, Av_00002429-RA, Av_00002411-RA, Av_00002418-RA, Av_00002375-RA, Av_00015756-RA, Av_00002452-RA, Av_00002455-RA, Av_00002495-RA, Av_00002413-RA, Av_00002409-RA, Av_00002524-RA, Av_00002371-RA, Av_00002435-RA, Av_00002546-RA, Av_00002497-RA, Av_00002431-RA, Av_00002426-RA, Av_00002412-RA, Av_00015758-RA, Av_00021323-RA, Av_00002512-RA, Av_00002549-RA, Av_00000167-RA, Av_00015762-RA, Av_00021312-RA, Av_00002516-RA, Av_00002547-RA, Av_00021317-RA, Av_00002417-RA, Av_00002527-RA, Av_00002533-RA, Av_00002511-RA, Av_00002448-RA, Av_00019533-RA, Av_00002442-RA, Av_00002494-RA, Av_00002447-RA, Av_00002430-RA, Av_00021318-RA, Av_00002543-RA, Av_00002454-RA, Av_00002373-RA	Aqcoe4G046600.1.p, Aqcoe6G280100.1.p
OG0000168	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA	Aqcoe2G020200.1.p, Aqcoe2G019900.1.p, Aqcoe2G019900.2.p, Aqcoe2G019900.3.p, Aqcoe2G020100.2.p, Aqcoe2G020100.1.p
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	Aqcoe2G386200.1.p, Aqcoe4G262600.1.p, Aqcoe2G385900.1.p
OG0000170	Av_00005721-RA	Aqcoe1G096000.1.p
OG0000170	Av_00005038-RA, Av_00003834-RA	Aqcoe2G072300.1.p
OG0000170	Av_00005502-RA, Av_00024526-RA	Aqcoe7G023200.1.p, Aqcoe5G436900.2.p, Aqcoe5G436900.1.p
OG0000170	Av_00015134-RA, Av_00006691-RA, Av_00016145-RA	Aqcoe5G026300.1.p
OG0000171	Av_00010251-RA, Av_00010250-RA, Av_00010069-RA, Av_00004643-RA, Av_00024165-RA, Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA	Aqcoe7G159800.1.p
OG0000171	Av_00010342-RA, Av_00014519-RA, Av_00023216-RA, Av_00010986-RA	Aqcoe5G406400.1.p
OG0000172	Av_00019965-RA, Av_00003826-RA, Av_00005047-RA, Av_00005416-RA, Av_00002975-RA, Av_00010320-RA, Av_00017991-RA	Aqcoe1G499700.3.p, Aqcoe1G499700.6.p, Aqcoe1G499700.4.p, Aqcoe1G499700.1.p, Aqcoe1G499700.5.p, Aqcoe1G499700.2.p, Aqcoe1G499700.7.p
OG0000179	Av_00013630-RA, Av_00008250-RA, Av_00008208-RA	Aqcoe6G285900.1.p, Aqcoe1G482500.1.p, Aqcoe1G482500.2.p
OG0000179	Av_00020630-RA, Av_00014246-RA, Av_00011691-RA	Aqcoe2G269100.2.p, Aqcoe2G269100.1.p
OG0000180	Av_00007137-RA, Av_00017139-RA, Av_00021970-RA	Aqcoe7G438900.3.p, Aqcoe7G438900.2.p, Aqcoe7G438900.1.p, Aqcoe7G438900.4.p
OG0000180	Av_00002186-RA	Aqcoe2G299800.2.p, Aqcoe2G299800.1.p
OG0000181	Av_00020506-RA, Av_00008380-RA, Av_00008381-RA, Av_00011783-RA, Av_00006948-RA, Av_00016639-RA, Av_00014853-RA, Av_00011782-RA	Aqcoe6G022900.4.p, Aqcoe6G022900.5.p, Aqcoe6G022900.6.p, Aqcoe6G022900.3.p, Aqcoe6G022900.1.p, Aqcoe6G022900.2.p
OG0000182	Av_00013467-RA, Av_00013640-RA, Av_00023400-RA	Aqcoe1G144000.1.p
OG0000182	Av_00004288-RA, Av_00009862-RA, Av_00011072-RA, Av_00018316-RA, Av_00007261-RA	Aqcoe1G144000.2.p
OG0000183	Av_00014103-RA	Aqcoe1G253500.1.p
OG0000185	Av_00020648-RA, Av_00000618-RA	Aqcoe2G345900.4.p, Aqcoe2G345900.3.p, Aqcoe2G345900.2.p, Aqcoe2G345900.1.p
OG0000185	Av_00020843-RA	Aqcoe2G434000.1.p
OG0000186	Av_00002766-RA, Av_00005199-RA, Av_00000877-RA, Av_00022484-RA, Av_00000876-RA	Aqcoe5G325800.2.p, Aqcoe5G325800.1.p, Aqcoe4G193800.1.p, Aqcoe5G325800.3.p, Aqcoe3G205100.1.p
OG0000187	Av_00004735-RA	Aqcoe3G198000.1.p
OG0000187	Av_00020489-RA	Aqcoe5G352800.1.p
OG0000187	Av_00018686-RA	Aqcoe3G198100.1.p
OG0000187	Av_00000886-RA	Aqcoe5G352900.1.p
OG0000188	Av_00014599-RA, Av_00005503-RA, Av_00024529-RA, Av_00008619-RA, Av_00014654-RA	Aqcoe5G437800.1.p
OG0000189	Av_00008267-RA, Av_00020740-RA	Aqcoe3G111100.1.p, Aqcoe3G111400.1.p, Aqcoe3G111000.1.p, Aqcoe3G111000.2.p, Aqcoe3G111000.3.p, Aqcoe3G110900.1.p
OG0000189	Av_00003581-RA, Av_00008268-RA	Aqcoe3G169100.1.p
OG0000191	Av_00021883-RA, Av_00021882-RA	Aqcoe5G406700.1.p, Aqcoe7G087400.1.p, Aqcoe4G097000.1.p, Aqcoe4G096700.1.p, Aqcoe4G096900.1.p, Aqcoe1G036800.1.p, Aqcoe2G007800.1.p, Aqcoe6G166000.1.p
OG0000192	Av_00019192-RA, Av_00011814-RA, Av_00010659-RA, Av_00014755-RA	Aqcoe7G361800.1.p, Aqcoe5G418800.1.p, Aqcoe5G249100.1.p, Aqcoe5G249800.1.p
OG0000193	Av_00004616-RA	Aqcoe1G440500.1.p, Aqcoe1G440300.1.p, Aqcoe0064s0001.1.p, Aqcoe1G440400.1.p, Aqcoe1G440800.1.p, Aqcoe1G440200.1.p
OG0000198	Av_00016396-RA, Av_00013419-RA	Aqcoe2G183800.1.p, Aqcoe1G251900.1.p
OG0000199	Av_00003513-RA	Aqcoe2G350800.1.p
OG0000199	Av_00024249-RA	Aqcoe5G171700.1.p, Aqcoe6G099500.1.p
OG0000199	Av_00009032-RA, Av_00003777-RA, Av_00007403-RA, Av_00019446-RA	Aqcoe7G395400.1.p, Aqcoe7G189400.1.p
OG0000200	Av_00001956-RA	Aqcoe5G173700.1.p, Aqcoe5G230700.1.p, Aqcoe5G174000.1.p, Aqcoe5G191000.1.p, Aqcoe5G174100.1.p, Aqcoe5G230600.1.p
OG0000201	Av_00006563-RA	Aqcoe5G008700.2.p, Aqcoe5G008700.1.p
OG0000201	Av_00009141-RA, Av_00002041-RA	Aqcoe2G438000.1.p, Aqcoe7G154900.1.p, Aqcoe6G281900.1.p, Aqcoe7G154200.1.p, Aqcoe2G437800.1.p
OG0000203	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA	Aqcoe7G030700.1.p
OG0000206	Av_00007012-RA, Av_00014917-RA, Av_00008149-RA	Aqcoe5G214000.1.p
OG0000207	Av_00001416-RA	Aqcoe5G031800.1.p, Aqcoe2G369000.1.p
OG0000207	Av_00012253-RA	Aqcoe1G063700.1.p
OG0000207	Av_00010915-RA, Av_00015240-RA	Aqcoe7G065100.1.p
OG0000207	Av_00000060-RA	Aqcoe7G065300.1.p
OG0000211	Av_00003836-RA, Av_00005037-RA, Av_00021376-RA	Aqcoe2G075300.1.p, Aqcoe1G402700.1.p
OG0000211	Av_00006413-RA, Av_00007555-RA, Av_00015516-RA, Av_00016968-RA	Aqcoe3G343800.1.p
OG0000212	Av_00009181-RA, Av_00022867-RA, Av_00001625-RA, Av_00012930-RA, Av_00009405-RA, Av_00002082-RA	Aqcoe6G208200.2.p
OG0000212	Av_00018708-RA, Av_00023788-RA	Aqcoe2G180300.1.p, Aqcoe2G180300.2.p
OG0000213	Av_00007469-RA, Av_00005967-RA	Aqcoe4G211100.1.p, Aqcoe4G211100.2.p
OG0000213	Av_00017744-RA, Av_00019827-RA	Aqcoe2G246500.3.p, Aqcoe2G246500.2.p, Aqcoe2G246500.4.p, Aqcoe2G246500.1.p
OG0000214	Av_00001794-RA	Aqcoe3G362400.1.p, Aqcoe3G362300.1.p, Aqcoe3G362500.1.p, Aqcoe3G363000.1.p, Aqcoe3G363200.1.p, Aqcoe3G363200.2.p, Aqcoe3G363100.1.p, Aqcoe3G362900.1.p, Aqcoe3G362200.1.p, Aqcoe3G362100.1.p, Aqcoe3G062000.1.p, Aqcoe3G062400.2.p, Aqcoe3G062400.3.p, Aqcoe3G062400.1.p, Aqcoe3G062400.4.p, Aqcoe3G062200.1.p, Aqcoe1303s0001.1.p, Aqcoe3G062300.1.p, Aqcoe4G111600.2.p, Aqcoe4G111600.1.p, Aqcoe4G111600.4.p, Aqcoe4G111600.3.p, Aqcoe3G061900.1.p, Aqcoe3G062100.1.p, Aqcoe3G062500.1.p
OG0000216	Av_00002521-RA, Av_00003068-RA, Av_00025005-RA, Av_00001398-RA, Av_00011937-RA, Av_00019820-RA	Aqcoe4G281200.1.p, Aqcoe4G281200.2.p, Aqcoe1G333800.1.p, Aqcoe4G196300.1.p, Aqcoe4G196300.2.p
OG0000217	Av_00020112-RA, Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA, Av_00018235-RA	Aqcoe1G167400.1.p
OG0000218	Av_00012318-RA	Aqcoe3G415600.1.p
OG0000218	Av_00022649-RA, Av_00022097-RA	Aqcoe3G165200.4.p, Aqcoe3G165200.1.p, Aqcoe3G165200.2.p, Aqcoe3G165200.3.p, Aqcoe5G337500.1.p
OG0000219	Av_00012929-RA	Aqcoe3G294400.1.p, Aqcoe4G127700.1.p, Aqcoe5G077400.1.p, Aqcoe4G140100.1.p, Aqcoe7G214800.1.p, Aqcoe3G127800.1.p
OG0000220	Av_00018653-RA	Aqcoe4G211900.1.p, Aqcoe4G209000.1.p, Aqcoe7G066500.3.p, Aqcoe7G066500.2.p, Aqcoe7G066500.1.p, Aqcoe7G066600.1.p, Aqcoe7G066400.1.p
OG0000220	Av_00003043-RA	Aqcoe5G169500.1.p
OG0000220	Av_00000133-RA	Aqcoe1G286600.1.p, Aqcoe1G287100.1.p, Aqcoe1G286800.1.p, Aqcoe1G286900.1.p, Aqcoe1G286700.1.p, Aqcoe1G287000.1.p, Aqcoe1G287300.1.p, Aqcoe1G287500.1.p
OG0000221	Av_00012992-RA	Aqcoe3G417800.1.p
OG0000221	Av_00006316-RA, Av_00012451-RA, Av_00009342-RA	Aqcoe3G417900.1.p, Aqcoe1G048200.1.p
OG0000222	Av_00005942-RA, Av_00005628-RA	Aqcoe5G113400.1.p
OG0000222	Av_00019951-RA, Av_00001491-RA	Aqcoe2G282400.1.p
OG0000222	Av_00020751-RA, Av_00023020-RA	Aqcoe4G093700.1.p
OG0000224	Av_00008716-RA, Av_00003651-RA, Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA	Aqcoe1G269800.1.p, Aqcoe4G110300.1.p, Aqcoe4G110300.2.p
OG0000227	Av_00022148-RA, Av_00004995-RA, Av_00003894-RA, Av_00005737-RA, Av_00016728-RA, Av_00016727-RA, Av_00022907-RA, Av_00022213-RA	Aqcoe2G151700.1.p, Aqcoe2G151700.2.p, Aqcoe1G458700.2.p, Aqcoe1G458700.1.p
OG0000228	Av_00010669-RA	Aqcoe5G081600.1.p, Aqcoe6G056600.1.p, Aqcoe3G358700.1.p
OG0000228	Av_00011221-RA, Av_00009247-RA, Av_00015029-RA	Aqcoe3G159900.1.p
OG0000229	Av_00019979-RA, Av_00012518-RA, Av_00017907-RA, Av_00001955-RA, Av_00011159-RA, Av_00004437-RA	Aqcoe6G127000.4.p, Aqcoe6G127000.2.p, Aqcoe6G127000.1.p, Aqcoe6G127000.3.p, Aqcoe5G174900.1.p, Aqcoe5G174900.4.p, Aqcoe5G174900.3.p, Aqcoe5G174900.2.p
OG0000230	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA	Aqcoe5G270200.1.p, Aqcoe5G270200.3.p, Aqcoe5G270200.2.p
OG0000231	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA, Av_00009817-RA, Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA	Aqcoe3G114000.3.p, Aqcoe3G114000.1.p, Aqcoe3G114000.2.p
OG0000232	Av_00020262-RA, Av_00004826-RA, Av_00002446-RA, Av_00015772-RA, Av_00022924-RA, Av_00018687-RA	Aqcoe3G363600.1.p, Aqcoe3G363800.1.p, Aqcoe3G363700.1.p
OG0000235	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA	Aqcoe1G018300.3.p, Aqcoe1G018300.1.p, Aqcoe1G018300.2.p
OG0000235	Av_00009078-RA	Aqcoe2G008800.3.p, Aqcoe2G008800.1.p, Aqcoe2G008800.2.p, Aqcoe2G008800.4.p, Aqcoe2G008800.5.p, Aqcoe2G008800.6.p, Aqcoe2G008800.7.p
OG0000236	Av_00003858-RA, Av_00005021-RA, Av_00021788-RA	Aqcoe1G420100.1.p, Aqcoe1G420100.2.p, Aqcoe1G420100.3.p
OG0000236	Av_00005695-RA	Aqcoe1G420200.1.p, Aqcoe2G094500.1.p
OG0000237	Av_00015911-RA, Av_00010141-RA, Av_00023952-RA, Av_00016573-RA, Av_00015689-RA, Av_00021605-RA, Av_00010140-RA, Av_00023303-RA, Av_00021603-RA, Av_00022727-RA, Av_00015690-RA	Aqcoe7G344700.1.p
OG0000240	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA, Av_00023888-RA	Aqcoe2G219000.1.p, Aqcoe2G219100.1.p
OG0000241	Av_00023851-RA	Aqcoe3G318300.1.p, Aqcoe3G164800.1.p, Aqcoe1G214500.1.p, Aqcoe3G217700.1.p, Aqcoe7G150400.2.p, Aqcoe7G150400.1.p, Aqcoe4G299800.1.p
OG0000241	Av_00006049-RA	Aqcoe5G434600.1.p, Aqcoe2G181700.1.p, Aqcoe7G269600.1.p
OG0000242	Av_00014620-RA, Av_00019581-RA	Aqcoe6G006500.1.p
OG0000243	Av_00010707-RA, Av_00010705-RA	Aqcoe3G240800.1.p, Aqcoe3G240900.1.p
OG0000245	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA	Aqcoe1G486600.2.p, Aqcoe1G486600.1.p
OG0000247	Av_00013519-RA	Aqcoe2G185600.1.p, Aqcoe6G311000.1.p, Aqcoe6G236700.1.p, Aqcoe6G312000.1.p, Aqcoe6G237100.1.p, Aqcoe3G195200.1.p, Aqcoe6G237800.1.p, Aqcoe6G237600.1.p, Aqcoe6G237300.1.p, Aqcoe6G310900.1.p, Aqcoe6G296400.1.p, Aqcoe7G206300.1.p, Aqcoe6G310700.1.p, Aqcoe0191s0001.1.p, Aqcoe6G311100.1.p, Aqcoe6G310300.1.p, Aqcoe6G310600.1.p, Aqcoe6G312200.1.p, Aqcoe6G237400.1.p, Aqcoe6G236800.1.p, Aqcoe6G310500.1.p, Aqcoe6G310500.2.p, Aqcoe5G083300.1.p, Aqcoe6G310400.1.p, Aqcoe5G083400.1.p, Aqcoe2G303700.1.p, Aqcoe2G303700.2.p
OG0000248	Av_00002684-RA, Av_00005308-RA	Aqcoe3G305300.1.p
OG0000249	Av_00004340-RA, Av_00008162-RA, Av_00014387-RA	Aqcoe1G056100.1.p, Aqcoe2G057100.1.p
OG0000249	Av_00008847-RA, Av_00007310-RA	Aqcoe6G159000.1.p
OG0000250	Av_00022983-RA, Av_00006637-RA	Aqcoe2G260000.3.p, Aqcoe2G260000.1.p, Aqcoe2G260000.2.p, Aqcoe2G260000.4.p
OG0000250	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA	Aqcoe7G043900.1.p
OG0000251	Av_00002368-RA	Aqcoe1G254300.1.p, Aqcoe1G254300.2.p
OG0000251	Av_00005020-RA, Av_00017267-RA	Aqcoe2G098300.1.p
OG0000252	Av_00021364-RA, Av_00011935-RA, Av_00014355-RA, Av_00001163-RA	Aqcoe6G300000.1.p, Aqcoe6G300000.3.p, Aqcoe6G300000.2.p, Aqcoe6G300000.4.p, Aqcoe1G137300.5.p, Aqcoe1G137300.6.p, Aqcoe1G137300.1.p, Aqcoe1G137300.2.p, Aqcoe1G137300.4.p, Aqcoe1G137300.3.p
OG0000254	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA	Aqcoe5G172900.4.p, Aqcoe5G172900.3.p, Aqcoe5G172900.1.p, Aqcoe5G172900.2.p
OG0000256	Av_00009404-RA, Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA	Aqcoe5G428800.2.p, Aqcoe5G428800.3.p, Aqcoe5G428800.1.p
OG0000257	Av_00022012-RA, Av_00015478-RA	Aqcoe3G122000.1.p, Aqcoe3G122000.2.p, Aqcoe3G122000.6.p, Aqcoe3G122000.7.p, Aqcoe3G122000.3.p, Aqcoe3G122000.5.p, Aqcoe3G122000.9.p, Aqcoe3G122000.4.p, Aqcoe3G122000.10.p, Aqcoe3G122000.8.p
OG0000262	Av_00015108-RA, Av_00001317-RA, Av_00016799-RA	Aqcoe5G084600.1.p, Aqcoe2G297700.1.p
OG0000262	Av_00008068-RA	Aqcoe2G404300.1.p
OG0000262	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA	Aqcoe1G260300.1.p
OG0000263	Av_00003040-RA	Aqcoe7G391300.1.p
OG0000264	Av_00008916-RA	Aqcoe1G209900.1.p, Aqcoe1G209900.2.p
OG0000264	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA	Aqcoe4G024000.6.p, Aqcoe4G024100.2.p, Aqcoe0708s0001.1.p, Aqcoe4G024100.1.p, Aqcoe4G024000.3.p, Aqcoe4G024000.2.p, Aqcoe4G024000.7.p, Aqcoe4G024000.4.p, Aqcoe4G024000.1.p, Aqcoe4G024000.5.p, Aqcoe4G024100.3.p
OG0000265	Av_00017215-RA, Av_00002364-RA	Aqcoe1G253900.1.p, Aqcoe4G089000.1.p, Aqcoe4G088900.1.p
OG0000266	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA	Aqcoe4G229400.1.p
OG0000266	Av_00017739-RA, Av_00004775-RA	Aqcoe1G352400.1.p
OG0000267	Av_00000949-RA, Av_00011354-RA	Aqcoe5G240200.4.p, Aqcoe5G240200.5.p, Aqcoe5G240200.7.p, Aqcoe5G240200.1.p, Aqcoe5G240200.2.p, Aqcoe5G240200.3.p, Aqcoe5G240200.6.p, Aqcoe3G098200.1.p, Aqcoe5G240900.1.p, Aqcoe5G241000.1.p
OG0000269	Av_00021511-RA, Av_00004127-RA, Av_00021444-RA	Aqcoe7G152300.1.p, Aqcoe7G152300.2.p
OG0000270	Av_00018108-RA	Aqcoe1G439600.1.p
OG0000271	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA	Aqcoe3G109700.2.p, Aqcoe3G109700.1.p, Aqcoe3G109500.1.p
OG0000276	Av_00009904-RA	Aqcoe4G197200.1.p
OG0000276	Av_00005283-RA	Aqcoe3G326000.1.p
OG0000276	Av_00001287-RA	Aqcoe2G241800.1.p
OG0000276	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA	Aqcoe7G407000.1.p
OG0000277	Av_00017356-RA, Av_00008487-RA	Aqcoe6G214800.1.p, Aqcoe2G140100.1.p
OG0000277	Av_00008677-RA	Aqcoe6G082100.1.p
OG0000277	Av_00005392-RA, Av_00006367-RA, Av_00005393-RA, Av_00002614-RA	Aqcoe3G046600.1.p
OG0000278	Av_00008364-RA, Av_00020085-RA, Av_00020086-RA	Aqcoe6G008500.2.p, Aqcoe6G008500.1.p
OG0000278	Av_00016433-RA, Av_00011211-RA, Av_00007857-RA, Av_00000205-RA	Aqcoe1G262700.2.p, Aqcoe1G262700.1.p
OG0000279	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA, Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA	Aqcoe5G471000.1.p
OG0000280	Av_00005204-RA, Av_00002761-RA, Av_00023876-RA	Aqcoe5G343400.1.p, Aqcoe5G343400.3.p, Aqcoe5G343400.2.p, Aqcoe5G343400.4.p
OG0000286	Av_00003033-RA, Av_00005457-RA	Aqcoe7G064300.1.p
OG0000286	Av_00009768-RA	Aqcoe6G324000.1.p
OG0000287	Av_00018628-RA, Av_00018815-RA	Aqcoe7G122100.3.p, Aqcoe7G122100.4.p, Aqcoe7G122100.1.p, Aqcoe7G122100.2.p
OG0000288	Av_00022477-RA, Av_00004118-RA, Av_00008025-RA, Av_00008899-RA	Aqcoe7G429500.2.p, Aqcoe7G429500.1.p
OG0000290	Av_00005822-RA	Aqcoe5G173300.1.p
OG0000291	Av_00015510-RA, Av_00016961-RA	Aqcoe3G336700.2.p, Aqcoe3G336700.1.p, Aqcoe3G079800.1.p
OG0000291	Av_00001758-RA, Av_00015912-RA, Av_00010518-RA, Av_00020641-RA, Av_00020797-RA	Aqcoe3G249600.1.p
