Orthogroup	A_vesiculosa.proteins	G_max.proteins
OG0000078	Av_00010544-RA, Av_00010545-RA, Av_00022246-RA, Av_00022245-RA, Av_00022244-RA, Av_00013117-RA, Av_00013118-RA, Av_00001791-RA, Av_00001793-RA, Av_00001792-RA	GmISU01.13G088700.1.p, GmISU01.01G107400.1.p, GmISU01.01G107300.1.p, GmISU01.01G107000.1.p, GmISU01.01G106800.1.p, GmISU01.03G022300.1.p, GmISU01.03G022200.1.p, GmISU01.03G022100.1.p, GmISU01.01G107100.1.p, GmISU01.01G107200.1.p, GmISU01.01G107700.1.p
OG0000085	Av_00009790-RA, Av_00008760-RA	GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p
OG0000085	Av_00021920-RA, Av_00004097-RA	GmISU01.07G036800.1.p, GmISU01.16G006900.1.p
OG0000085	Av_00005421-RA, Av_00002984-RA	GmISU01.18G167400.1.p, GmISU01.09G225200.1.p
OG0000085	Av_00001099-RA, Av_00004396-RA, Av_00008240-RA	GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p
OG0000085	Av_00018975-RA	GmISU01.08G115200.1.p, GmISU01.05G140100.1.p
OG0000087	Av_00020511-RA, Av_00000692-RA, Av_00020453-RA, Av_00013146-RA	GmISU01.03G097000.1.p, GmISU01.19G100600.1.p
OG0000087	Av_00020186-RA	GmISU01.06G105300.1.p, GmISU01.04G204100.1.p, GmISU01.13G052700.2.p
OG0000087	Av_00000897-RA, Av_00006442-RA, Av_00007520-RA	GmISU01.18G106700.1.p, GmISU01.08G261500.1.p
OG0000088	Av_00002335-RA, Av_00019465-RA	GmISU01.06G198400.1.p, GmISU01.12G127900.3.p, GmISU01.12G127900.2.p, GmISU01.12G127900.1.p, GmISU01.12G196400.1.p, GmISU01.12G196400.2.p, GmISU01.12G196220.1.p, GmISU01.12G195300.1.p, GmISU01.13G229800.1.p, GmISU01.17G168800.1.p, GmISU01.17G163400.1.p
OG0000089	Av_00023663-RA, Av_00018159-RA, Av_00004150-RA	GmISU01.15G011300.1.p, GmISU01.13G319600.1.p, GmISU01.15G011200.1.p, GmISU01.07G030900.3.p, GmISU01.07G030900.4.p, GmISU01.07G030900.2.p, GmISU01.07G030900.1.p
OG0000090	Av_00025073-RA, Av_00025074-RA, Av_00016490-RA, Av_00022968-RA, Av_00016491-RA	GmISU01.04G171200.1.p, GmISU01.04G171200.3.p, GmISU01.04G171200.4.p, GmISU01.04G171200.2.p, GmISU01.06G141850.1.p, GmISU01.08G000966.1.p, GmISU01.05G163900.1.p
OG0000090	Av_00007702-RA, Av_00000317-RA, Av_00001990-RA	GmISU01.05G093800.1.p, GmISU01.05G093800.2.p, GmISU01.05G093800.3.p, GmISU01.19G042200.2.p, GmISU01.19G042200.3.p, GmISU01.19G042200.4.p, GmISU01.19G060000.2.p, GmISU01.19G060000.3.p, GmISU01.19G060000.1.p, GmISU01.16G061400.1.p
OG0000091	Av_00024182-RA, Av_00022189-RA	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p
OG0000091	Av_00011058-RA, Av_00016851-RA	GmISU01.13G075800.1.p, GmISU01.09G057100.1.p
OG0000091	Av_00007950-RA, Av_00006833-RA, Av_00010055-RA	GmISU01.13G067800.1.p
OG0000095	Av_00016560-RA	GmISU01.15G031000.2.p, GmISU01.15G031000.3.p, GmISU01.15G031000.1.p, GmISU01.13G300800.1.p, GmISU01.13G300800.2.p, GmISU01.13G300800.4.p
OG0000095	Av_00022745-RA, Av_00014819-RA	GmISU01.04G104900.5.p, GmISU01.04G104900.8.p, GmISU01.04G104900.6.p, GmISU01.04G104900.2.p, GmISU01.04G104900.4.p, GmISU01.04G104900.10.p, GmISU01.04G104900.1.p, GmISU01.04G104900.9.p, GmISU01.04G104900.3.p, GmISU01.06G268400.1.p, GmISU01.06G268400.3.p
OG0000095	Av_00015892-RA, Av_00013399-RA	GmISU01.10G219500.3.p, GmISU01.10G219500.1.p, GmISU01.10G219500.2.p, GmISU01.20G098700.2.p, GmISU01.20G098700.5.p, GmISU01.20G098700.1.p, GmISU01.20G098700.9.p, GmISU01.20G098700.6.p, GmISU01.20G098700.10.p, GmISU01.20G098700.7.p, GmISU01.20G098700.8.p, GmISU01.20G098700.3.p, GmISU01.20G098700.4.p
OG0000096	Av_00015889-RA	GmISU01.02G268000.1.p
OG0000096	Av_00006885-RA, Av_00009973-RA	GmISU01.02G190100.1.p, GmISU01.02G190000.1.p, GmISU01.14G158700.1.p
OG0000097	Av_00021109-RA	GmISU01.11G001000.1.p, GmISU01.11G105400.1.p, GmISU01.08G190700.1.p
OG0000098	Av_00009967-RA	GmISU01.17G224800.1.p, GmISU01.14G183100.1.p, GmISU01.06G021100.1.p, GmISU01.04G023000.1.p
OG0000098	Av_00000865-RA, Av_00023933-RA, Av_00002780-RA	GmISU01.08G074200.1.p, GmISU01.05G102100.1.p, GmISU01.09G024900.1.p, GmISU01.15G122800.1.p
OG0000098	Av_00020806-RA, Av_00006102-RA	GmISU01.05G176100.1.p, GmISU01.08G012800.1.p, GmISU01.05G211600.1.p, GmISU01.08G049400.1.p
OG0000098	Av_00020288-RA, Av_00020594-RA, Av_00006724-RA, Av_00013130-RA, Av_00020473-RA, Av_00003512-RA	GmISU01.19G096500.2.p, GmISU01.19G096500.1.p, GmISU01.03G092100.1.p
OG0000098	Av_00006162-RA, Av_00008431-RA	GmISU01.03G057700.1.p, GmISU01.01G084400.1.p
OG0000098	Av_00010415-RA, Av_00005476-RA, Av_00018555-RA, Av_00023364-RA	GmISU01.20G123200.1.p, GmISU01.10G197000.1.p
OG0000099	Av_00015329-RA, Av_00014232-RA	GmISU01.19G003400.1.p, GmISU01.19G004100.1.p, GmISU01.05G003100.1.p, GmISU01.05G003000.1.p, GmISU01.05G002900.1.p, GmISU01.19G003300.1.p, GmISU01.19G046300.1.p
OG0000102	Av_00005016-RA, Av_00021401-RA, Av_00014100-RA, Av_00014101-RA, Av_00010561-RA, Av_00025037-RA, Av_00025035-RA	GmISU01.06G235700.1.p, GmISU01.06G236300.1.p, GmISU01.06G234100.1.p, GmISU01.06G235100.1.p, GmISU01.06G240200.1.p, GmISU01.12G106700.1.p, GmISU01.12G108800.1.p, GmISU01.06G235350.1.p, GmISU01.06G234200.1.p, GmISU01.12G106900.1.p, GmISU01.12G106800.1.p, GmISU01.12G108700.1.p, GmISU01.06G240100.1.p, GmISU01.12G069900.1.p, GmISU01.11G158000.1.p
OG0000103	Av_00007835-RA, Av_00000217-RA	GmISU01.12G131100.2.p, GmISU01.12G131100.3.p, GmISU01.12G131100.1.p, GmISU01.06G200900.2.p, GmISU01.06G200900.1.p, GmISU01.08G161300.3.p, GmISU01.08G161300.2.p, GmISU01.08G161300.1.p, GmISU01.15G210100.1.p, GmISU01.08G218000.1.p, GmISU01.15G181800.1.p
OG0000104	Av_00018015-RA	GmISU01.19G161300.1.p
OG0000105	Av_00010637-RA, Av_00014174-RA, Av_00007451-RA, Av_00003719-RA, Av_00003052-RA, Av_00015716-RA	GmISU01.09G014500.2.p, GmISU01.15G112300.4.p, GmISU01.15G112300.5.p, GmISU01.15G112300.3.p, GmISU01.15G112300.2.p
OG0000105	Av_00015656-RA, Av_00022221-RA, Av_00020946-RA	GmISU01.13G123300.1.p, GmISU01.10G061000.5.p, GmISU01.10G061000.2.p, GmISU01.10G061000.3.p, GmISU01.10G061000.1.p, GmISU01.19G156200.13.p, GmISU01.19G156200.1.p, GmISU01.19G156200.5.p, GmISU01.19G156200.9.p, GmISU01.19G156200.8.p, GmISU01.19G156200.4.p, GmISU01.19G156200.3.p, GmISU01.19G156200.6.p, GmISU01.19G156200.10.p, GmISU01.19G156200.7.p, GmISU01.19G156200.14.p, GmISU01.19G156200.11.p, GmISU01.19G156200.12.p, GmISU01.19G156200.15.p, GmISU01.19G156200.2.p, GmISU01.03G153600.1.p
OG0000106	Av_00011369-RA, Av_00004576-RA, Av_00004300-RA, Av_00013001-RA, Av_00011131-RA, Av_00024896-RA, Av_00025104-RA, Av_00004577-RA, Av_00000933-RA, Av_00004301-RA, Av_00007250-RA, Av_00023239-RA, Av_00011132-RA	GmISU01.12G021100.1.p, GmISU01.11G088800.1.p
OG0000107	Av_00000247-RA, Av_00006353-RA	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p
OG0000107	Av_00007784-RA	GmISU01.18G235500.5.p, GmISU01.18G235500.3.p, GmISU01.18G235500.1.p, GmISU01.18G235500.2.p, GmISU01.02G080300.1.p, GmISU01.10G228900.3.p, GmISU01.10G228900.1.p, GmISU01.10G228900.2.p, GmISU01.20G088800.1.p, GmISU01.20G088800.2.p, GmISU01.20G088800.5.p
OG0000108	Av_00010829-RA, Av_00005367-RA	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p
OG0000108	Av_00003730-RA	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p
OG0000109	Av_00018758-RA, Av_00008820-RA	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p
OG0000109	Av_00021187-RA, Av_00001943-RA	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p
OG0000110	Av_00020501-RA, Av_00008377-RA	GmISU01.10G182000.1.p, GmISU01.20G135300.1.p, GmISU01.20G135200.1.p, GmISU01.10G182100.1.p, GmISU01.16G130700.1.p
OG0000110	Av_00011529-RA	GmISU01.11G215200.3.p, GmISU01.11G215200.4.p, GmISU01.11G215200.1.p
OG0000113	Av_00023507-RA	GmISU01.04G060700.1.p, GmISU01.17G183200.1.p, GmISU01.14G105500.1.p
OG0000113	Av_00006065-RA, Av_00014534-RA, Av_00018581-RA	GmISU01.17G128800.1.p, GmISU01.17G128900.1.p, GmISU01.05G053200.1.p, GmISU01.05G053100.1.p, GmISU01.17G128700.1.p, GmISU01.05G053000.1.p
OG0000114	Av_00003668-RA, Av_00015326-RA	GmISU01.08G314100.5.p, GmISU01.08G314100.6.p, GmISU01.08G314100.7.p, GmISU01.08G314100.3.p, GmISU01.08G314100.4.p, GmISU01.08G314100.2.p, GmISU01.08G314100.1.p, GmISU01.08G314400.1.p, GmISU01.08G314300.1.p, GmISU01.13G214600.1.p, GmISU01.13G214600.2.p, GmISU01.03G061200.2.p, GmISU01.03G061200.1.p, GmISU01.16G081700.2.p, GmISU01.16G081700.1.p
OG0000115	Av_00020146-RA	GmISU01.07G126100.1.p, GmISU01.18G145300.1.p, GmISU01.18G145400.1.p, GmISU01.18G145200.1.p, GmISU01.07G125600.1.p
OG0000116	Av_00016395-RA, Av_00017765-RA, Av_00007169-RA, Av_00013351-RA, Av_00012531-RA, Av_00009763-RA, Av_00002841-RA, Av_00013418-RA	GmISU01.11G182200.1.p
OG0000118	Av_00017992-RA, Av_00017242-RA	GmISU01.08G243200.1.p
OG0000118	Av_00022902-RA, Av_00012860-RA, Av_00001648-RA, Av_00009432-RA	GmISU01.11G185000.1.p
OG0000118	Av_00013942-RA	GmISU01.18G163900.2.p, GmISU01.09G227900.1.p, GmISU01.18G163900.3.p, GmISU01.02G199900.1.p, GmISU01.14G170600.1.p, GmISU01.02G199900.3.p, GmISU01.02G199900.2.p, GmISU01.09G227900.3.p
OG0000120	Av_00014461-RA, Av_00022346-RA	GmISU01.03G107300.3.p, GmISU01.03G107300.5.p, GmISU01.03G107300.2.p, GmISU01.03G107300.4.p, GmISU01.19G111900.4.p, GmISU01.19G111900.5.p, GmISU01.19G111900.3.p, GmISU01.19G111900.6.p
OG0000120	Av_00021880-RA	GmISU01.10G078200.1.p
OG0000120	Av_00022290-RA	GmISU01.15G224800.2.p, GmISU01.15G224800.1.p
OG0000120	Av_00020803-RA	GmISU01.01G177300.4.p, GmISU01.01G177300.6.p, GmISU01.01G177300.5.p, GmISU01.01G177300.2.p, GmISU01.01G177300.7.p, GmISU01.01G177300.1.p, GmISU01.11G022000.1.p
OG0000121	Av_00001370-RA	GmISU01.15G120100.5.p, GmISU01.15G120100.2.p, GmISU01.15G120100.4.p, GmISU01.15G120100.1.p, GmISU01.09G022200.2.p, GmISU01.09G022200.4.p, GmISU01.09G022200.3.p, GmISU01.09G022200.1.p
OG0000121	Av_00013289-RA	GmISU01.10G087000.2.p, GmISU01.10G087000.5.p, GmISU01.10G087000.6.p, GmISU01.10G087000.4.p, GmISU01.10G087000.3.p, GmISU01.02G232200.2.p, GmISU01.02G232200.1.p, GmISU01.14G041600.2.p
OG0000122	Av_00015184-RA	GmISU01.04G123101.1.p
OG0000122	Av_00022651-RA, Av_00014602-RA, Av_00015420-RA	GmISU01.19G072400.3.p, GmISU01.19G072400.2.p, GmISU01.19G072400.4.p
OG0000123	Av_00020305-RA, Av_00003479-RA, Av_00006755-RA, Av_00023019-RA	GmISU01.05G127400.1.p, GmISU01.08G100300.1.p, GmISU01.08G101800.2.p, GmISU01.08G101100.2.p, GmISU01.08G100000.1.p, GmISU01.08G101600.1.p, GmISU01.08G101401.1.p, GmISU01.08G100200.1.p, GmISU01.08G102000.1.p, GmISU01.08G101500.1.p, GmISU01.08G101000.1.p, GmISU01.08G100100.1.p, GmISU01.01G072900.1.p, GmISU01.09G067000.1.p, GmISU01.02G115100.1.p, GmISU01.11G010500.1.p, GmISU01.01G187100.1.p
OG0000125	Av_00006820-RA	GmISU01.19G118500.1.p, GmISU01.03G113500.1.p
OG0000125	Av_00020356-RA	GmISU01.03G198600.5.p, GmISU01.03G198600.1.p, GmISU01.03G198600.3.p, GmISU01.03G198600.2.p, GmISU01.19G199700.1.p, GmISU01.19G200200.1.p, GmISU01.19G200200.2.p, GmISU01.03G199100.1.p
OG0000126	Av_00024260-RA	GmISU01.07G219000.1.p, GmISU01.02G128400.1.p
OG0000127	Av_00014440-RA, Av_00001249-RA	GmISU01.02G079500.1.p, GmISU01.18G236100.1.p
OG0000127	Av_00009246-RA, Av_00015031-RA, Av_00000921-RA, Av_00000920-RA	GmISU01.08G008800.1.p, GmISU01.05G172000.1.p, GmISU01.06G153300.1.p, GmISU01.04G160400.1.p, GmISU01.06G153200.1.p, GmISU01.04G160500.1.p
OG0000129	Av_00001105-RA, Av_00008320-RA, Av_00008319-RA, Av_00017954-RA, Av_00024632-RA, Av_00003603-RA	GmISU01.07G192300.1.p, GmISU01.07G192300.3.p, GmISU01.07G192300.2.p, GmISU01.07G192400.1.p
OG0000131	Av_00008767-RA	GmISU01.07G036000.1.p, GmISU01.07G036200.1.p, GmISU01.07G035800.1.p, GmISU01.07G035900.1.p, GmISU01.16G006200.1.p, GmISU01.07G035700.1.p
OG0000134	Av_00001044-RA, Av_00022546-RA, Av_00018234-RA	GmISU01.17G212300.1.p, GmISU01.14G076300.1.p, GmISU01.14G076100.1.p, GmISU01.06G034400.1.p, GmISU01.14G076200.1.p, GmISU01.17G212100.1.p, GmISU01.17G212200.1.p
OG0000135	Av_00015825-RA	GmISU01.15G025400.1.p, GmISU01.07G032600.1.p
OG0000135	Av_00023049-RA	GmISU01.04G049400.3.p, GmISU01.04G049400.2.p
OG0000135	Av_00017571-RA, Av_00013077-RA, Av_00018331-RA	GmISU01.15G000500.2.p, GmISU01.15G000500.3.p, GmISU01.13G330000.1.p, GmISU01.13G330000.3.p, GmISU01.19G017566.1.p
OG0000135	Av_00017962-RA, Av_00001097-RA	GmISU01.08G025100.1.p, GmISU01.05G188900.1.p
OG0000136	Av_00023894-RA, Av_00014249-RA, Av_00022366-RA	GmISU01.02G042600.1.p, GmISU01.16G102100.1.p, GmISU01.11G072000.2.p, GmISU01.11G072000.1.p, GmISU01.01G127100.3.p, GmISU01.01G127100.1.p, GmISU01.01G127100.2.p
OG0000137	Av_00012426-RA, Av_00009313-RA, Av_00015913-RA, Av_00010531-RA, Av_00010516-RA	GmISU01.15G134400.1.p, GmISU01.17G026700.1.p, GmISU01.07G206800.1.p
OG0000138	Av_00011570-RA	GmISU01.14G125200.1.p, GmISU01.20G147300.1.p, GmISU01.10G168700.1.p, GmISU01.02G089500.1.p, GmISU01.01G070500.1.p
OG0000138	Av_00005734-RA, Av_00017291-RA	GmISU01.02G210800.1.p, GmISU01.14G063200.1.p
OG0000139	Av_00011998-RA, Av_00005008-RA, Av_00005715-RA	GmISU01.18G029700.1.p
OG0000140	Av_00019737-RA	GmISU01.09G087300.1.p, GmISU01.09G087300.3.p, GmISU01.09G087300.2.p
OG0000143	Av_00008537-RA, Av_00017945-RA, Av_00002008-RA	GmISU01.13G063200.1.p, GmISU01.14G144700.1.p, GmISU01.14G144500.2.p, GmISU01.14G144500.1.p, GmISU01.14G144600.1.p, GmISU01.14G144800.1.p, GmISU01.06G093400.2.p, GmISU01.06G093400.1.p, GmISU01.06G093400.3.p, GmISU01.13G037100.1.p, GmISU01.15G051100.1.p
OG0000145	Av_00008637-RA, Av_00011445-RA	GmISU01.09G218200.1.p, GmISU01.03G012300.1.p, GmISU01.07G067400.1.p, GmISU01.18G176100.1.p, GmISU01.03G012400.1.p, GmISU01.07G067600.1.p, GmISU01.18G175800.1.p, GmISU01.09G218400.1.p, GmISU01.03G012200.2.p, GmISU01.03G012200.3.p, GmISU01.03G012200.1.p, GmISU01.07G067900.3.p, GmISU01.07G067900.1.p, GmISU01.07G067900.2.p, GmISU01.07G067300.3.p, GmISU01.07G067300.1.p, GmISU01.07G067700.4.p
OG0000146	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA	GmISU01.14G059100.1.p, GmISU01.02G214800.1.p
OG0000146	Av_00011999-RA	GmISU01.13G147600.1.p, GmISU01.07G169700.1.p, GmISU01.07G170000.1.p, GmISU01.07G169800.1.p, GmISU01.07G169600.1.p, GmISU01.07G170200.1.p, GmISU01.13G147300.1.p, GmISU01.13G147100.1.p, GmISU01.13G147500.1.p, GmISU01.08G062900.1.p, GmISU01.08G062800.1.p, GmISU01.08G063100.1.p, GmISU01.06G144500.1.p
OG0000147	Av_00021851-RA	GmISU01.19G045500.1.p
OG0000147	Av_00012705-RA, Av_00020525-RA	GmISU01.12G143700.1.p
OG0000148	Av_00019670-RA, Av_00006146-RA	GmISU01.12G056800.5.p, GmISU01.12G056800.2.p, GmISU01.11G126100.1.p
OG0000148	Av_00020556-RA, Av_00014073-RA	GmISU01.03G049300.2.p, GmISU01.03G049300.3.p, GmISU01.07G117200.3.p, GmISU01.07G117200.2.p, GmISU01.07G117200.6.p, GmISU01.07G117200.1.p, GmISU01.07G117200.4.p, GmISU01.07G117200.5.p, GmISU01.07G117200.8.p, GmISU01.18G136500.13.p, GmISU01.18G136500.6.p, GmISU01.18G136500.9.p, GmISU01.18G136500.11.p, GmISU01.18G136500.2.p, GmISU01.18G136500.10.p
OG0000149	Av_00001613-RA	GmISU01.17G191700.4.p, GmISU01.17G191700.5.p, GmISU01.17G191700.6.p, GmISU01.17G191700.1.p, GmISU01.17G191700.3.p, GmISU01.14G096900.1.p, GmISU01.14G096900.2.p
OG0000149	Av_00011501-RA	GmISU01.03G086300.1.p, GmISU01.03G086300.2.p
OG0000149	Av_00016214-RA	GmISU01.16G178000.2.p, GmISU01.16G178000.3.p, GmISU01.16G178000.4.p, GmISU01.16G178000.1.p
OG0000153	Av_00013452-RA, Av_00020182-RA, Av_00021340-RA	GmISU01.10G045200.1.p, GmISU01.10G045200.2.p, GmISU01.19G142800.1.p, GmISU01.19G142800.3.p
OG0000153	Av_00000144-RA	GmISU01.02G258800.1.p, GmISU01.18G069600.1.p, GmISU01.08G293500.1.p, GmISU01.03G070300.1.p
OG0000153	Av_00001271-RA, Av_00015076-RA	GmISU01.05G163700.1.p, GmISU01.08G000900.1.p
OG0000154	Av_00006639-RA	GmISU01.05G005700.2.p, GmISU01.05G005700.3.p
OG0000154	Av_00006929-RA, Av_00021050-RA	GmISU01.19G006100.1.p
OG0000155	Av_00001520-RA, Av_00013491-RA, Av_00024885-RA, Av_00001519-RA	GmISU01.10G019300.1.p, GmISU01.02G138100.1.p, GmISU01.03G169800.1.p, GmISU01.19G171600.1.p, GmISU01.02G138000.1.p, GmISU01.10G019500.1.p, GmISU01.19G171500.1.p, GmISU01.03G169700.1.p, GmISU01.10G019400.1.p
OG0000156	Av_00024913-RA	GmISU01.01G004700.1.p, GmISU01.07G111600.1.p, GmISU01.05G191900.1.p
OG0000156	Av_00019326-RA, Av_00011725-RA	GmISU01.18G121700.1.p, GmISU01.03G145000.1.p, GmISU01.19G148400.1.p, GmISU01.10G049900.1.p, GmISU01.13G113600.1.p, GmISU01.12G146000.1.p, GmISU01.13G282800.1.p, GmISU01.11G155100.1.p, GmISU01.12G072600.1.p
OG0000157	Av_00024921-RA	GmISU01.15G180900.9.p, GmISU01.15G180900.16.p, GmISU01.15G180900.17.p, GmISU01.15G180900.3.p, GmISU01.15G180900.4.p, GmISU01.15G180900.15.p, GmISU01.15G180900.5.p, GmISU01.15G180900.11.p, GmISU01.15G180900.14.p, GmISU01.15G180900.13.p, GmISU01.15G180900.18.p, GmISU01.15G180900.6.p, GmISU01.09G083600.3.p, GmISU01.09G083600.4.p, GmISU01.09G083600.5.p, GmISU01.09G083600.2.p
OG0000157	Av_00010056-RA, Av_00007953-RA	GmISU01.07G026700.1.p, GmISU01.13G324400.1.p, GmISU01.13G324400.2.p, GmISU01.15G006000.1.p
OG0000157	Av_00005838-RA, Av_00007384-RA, Av_00003795-RA, Av_00021642-RA	GmISU01.13G132200.11.p, GmISU01.13G132200.12.p, GmISU01.13G132200.13.p, GmISU01.13G132200.9.p, GmISU01.13G132200.6.p, GmISU01.13G132200.7.p, GmISU01.13G132200.1.p, GmISU01.13G132200.8.p, GmISU01.13G132200.5.p, GmISU01.13G132200.10.p, GmISU01.13G132200.4.p, GmISU01.17G102400.6.p, GmISU01.17G102400.2.p, GmISU01.17G102400.4.p, GmISU01.17G102400.1.p, GmISU01.13G132500.10.p, GmISU01.13G132500.5.p, GmISU01.13G132500.1.p, GmISU01.13G132500.7.p, GmISU01.13G132500.6.p, GmISU01.13G132500.8.p, GmISU01.13G132500.9.p, GmISU01.13G132500.2.p
OG0000159	Av_00008586-RA	GmISU01.07G045500.1.p, GmISU01.07G045400.1.p, GmISU01.19G219700.1.p
OG0000159	Av_00009492-RA	GmISU01.06G125600.1.p, GmISU01.06G125700.1.p, GmISU01.04G186000.1.p, GmISU01.06G125800.1.p
OG0000160	Av_00007416-RA	GmISU01.06G014200.2.p, GmISU01.06G014200.7.p, GmISU01.06G014200.4.p, GmISU01.06G014200.1.p, GmISU01.04G015500.1.p
OG0000160	Av_00022355-RA, Av_00022827-RA	GmISU01.16G093600.7.p, GmISU01.16G093600.2.p, GmISU01.16G093600.3.p, GmISU01.16G093600.5.p, GmISU01.16G093600.6.p, GmISU01.16G093600.8.p, GmISU01.16G093600.4.p, GmISU01.16G093600.9.p, GmISU01.16G093600.1.p, GmISU01.09G157700.7.p, GmISU01.09G157700.4.p, GmISU01.09G157700.5.p, GmISU01.09G157700.2.p, GmISU01.09G157700.8.p
OG0000161	Av_00019011-RA, Av_00019010-RA, Av_00019007-RA	GmISU01.18G117200.1.p, GmISU01.08G248400.1.p
OG0000162	Av_00004972-RA	GmISU01.18G235850.3.p, GmISU01.02G079800.1.p, GmISU01.18G235850.2.p, GmISU01.18G235850.1.p
OG0000162	Av_00007787-RA	GmISU01.19G056400.3.p, GmISU01.19G056400.4.p, GmISU01.19G056400.2.p, GmISU01.19G056400.1.p, GmISU01.09G094200.1.p
OG0000163	Av_00020340-RA	GmISU01.20G185300.1.p, GmISU01.20G185300.3.p, GmISU01.10G132000.1.p, GmISU01.10G132000.2.p, GmISU01.03G206100.1.p
OG0000164	Av_00009562-RA, Av_00022631-RA	GmISU01.09G131700.3.p, GmISU01.16G185200.2.p, GmISU01.16G185200.1.p
OG0000164	Av_00014947-RA	GmISU01.11G152200.1.p, GmISU01.12G075700.1.p
OG0000164	Av_00009037-RA, Av_00021627-RA	GmISU01.04G122300.2.p, GmISU01.06G190100.1.p, GmISU01.05G010100.3.p, GmISU01.05G010100.19.p, GmISU01.05G010100.2.p, GmISU01.05G010100.20.p, GmISU01.05G010100.21.p, GmISU01.05G010100.6.p, GmISU01.17G109900.1.p
OG0000164	Av_00018348-RA, Av_00005134-RA	GmISU01.02G002500.7.p, GmISU01.02G002500.6.p, GmISU01.10G002500.3.p, GmISU01.10G002500.1.p, GmISU01.02G002500.4.p, GmISU01.02G002500.1.p, GmISU01.02G002500.2.p, GmISU01.02G002500.3.p, GmISU01.20G116100.3.p, GmISU01.10G204300.3.p, GmISU01.10G204300.1.p, GmISU01.10G204300.2.p
OG0000165	Av_00019533-RA	GmISU01.12G183500.2.p, GmISU01.12G183500.1.p
OG0000168	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA	GmISU01.13G156300.1.p, GmISU01.13G156300.6.p, GmISU01.13G156300.5.p, GmISU01.13G156300.3.p, GmISU01.13G156300.2.p, GmISU01.15G190100.1.p, GmISU01.13G156500.2.p, GmISU01.13G156500.1.p, GmISU01.13G156500.3.p, GmISU01.13G156500.6.p, GmISU01.13G156500.4.p, GmISU01.13G156500.5.p, GmISU01.13G156400.2.p, GmISU01.13G156400.4.p, GmISU01.13G156400.5.p, GmISU01.13G156400.3.p, GmISU01.13G156400.1.p, GmISU01.13G156600.2.p, GmISU01.13G156600.1.p, GmISU01.04G105100.3.p, GmISU01.04G105100.1.p, GmISU01.04G105100.2.p, GmISU01.06G267600.1.p, GmISU01.06G267700.1.p, GmISU01.06G267500.1.p
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	GmISU01.10G136900.1.p, GmISU01.03G210400.1.p, GmISU01.20G179400.1.p
