Orthogroup	A_vesiculosa.proteins	D_spatulata.proteins
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	Ds_00004019-RA
OG0000170	Av_00023969-RA	Ds_00015508-RA
OG0000170	Av_00005502-RA, Av_00024526-RA	Ds_00016912-RA
OG0000170	Av_00015134-RA	Ds_00006258-RA
OG0000170	Av_00006691-RA, Av_00016145-RA	Ds_00006960-RA
OG0000171	Av_00010251-RA, Av_00010250-RA, Av_00010069-RA, Av_00004643-RA, Av_00024165-RA	Ds_00014598-RA
OG0000171	Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA	Ds_00002404-RA, Ds_00000753-RA
OG0000172	Av_00003826-RA, Av_00005047-RA	Ds_00015990-RA
OG0000172	Av_00005416-RA, Av_00002975-RA, Av_00010320-RA, Av_00017991-RA	Ds_00014297-RA
OG0000173	Av_00019958-RA, Av_00016476-RA, Av_00019368-RA	Ds_00002665-RA, Ds_00008632-RA, Ds_00003688-RA, Ds_00014613-RA, Ds_00000348-RA, Ds_00014043-RA, Ds_00016468-RA, Ds_00004217-RA, Ds_00006630-RA
OG0000179	Av_00013630-RA, Av_00008250-RA, Av_00008208-RA	Ds_00005952-RA
OG0000179	Av_00012567-RA	Ds_00010315-RA
OG0000179	Av_00015976-RA, Av_00011377-RA	Ds_00008850-RA
OG0000179	Av_00020630-RA, Av_00014246-RA, Av_00011691-RA	Ds_00001438-RA
OG0000180	Av_00002186-RA	Ds_00017730-RA
OG0000181	Av_00020506-RA, Av_00008380-RA, Av_00008381-RA	Ds_00017542-RA
OG0000181	Av_00011783-RA, Av_00006948-RA, Av_00016639-RA, Av_00014853-RA, Av_00011782-RA	Ds_00014418-RA
OG0000182	Av_00013467-RA	Ds_00010282-RA
OG0000182	Av_00013640-RA, Av_00023400-RA	Ds_00005977-RA
OG0000182	Av_00004288-RA	Ds_00008849-RA
OG0000182	Av_00009862-RA, Av_00011072-RA, Av_00018316-RA, Av_00007261-RA	Ds_00013004-RA
OG0000183	Av_00017849-RA, Av_00022898-RA	Ds_00012303-RA
OG0000183	Av_00006175-RA, Av_00008439-RA	Ds_00001174-RA
OG0000183	Av_00014103-RA	Ds_00011530-RA
OG0000184	Av_00002027-RA	Ds_00003186-RA
OG0000184	Av_00017044-RA	Ds_00006449-RA
OG0000184	Av_00012870-RA, Av_00012869-RA, Av_00012866-RA	Ds_00006448-RA
OG0000185	Av_00020648-RA, Av_00000618-RA	Ds_00003146-RA
OG0000185	Av_00020843-RA	Ds_00003193-RA
OG0000186	Av_00000877-RA, Av_00022484-RA	Ds_00004773-RA
OG0000187	Av_00004735-RA	Ds_00008058-RA
OG0000187	Av_00018686-RA	Ds_00008057-RA
OG0000187	Av_00000886-RA	Ds_00006661-RA
OG0000188	Av_00014599-RA, Av_00005503-RA, Av_00024529-RA	Ds_00001285-RA, Ds_00001284-RA
OG0000188	Av_00008619-RA	Ds_00015932-RA
OG0000188	Av_00014654-RA	Ds_00008381-RA
OG0000189	Av_00008267-RA	Ds_00014158-RA
OG0000189	Av_00003581-RA, Av_00008268-RA	Ds_00003762-RA
OG0000191	Av_00021882-RA	Ds_00009562-RA, Ds_00007625-RA
OG0000192	Av_00019192-RA, Av_00011814-RA	Ds_00004053-RA
OG0000192	Av_00014755-RA	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA
OG0000193	Av_00015944-RA	Ds_00013537-RA, Ds_00014382-RA
OG0000193	Av_00004616-RA	Ds_00012193-RA
OG0000198	Av_00013347-RA	Ds_00010071-RA
OG0000198	Av_00013618-RA	Ds_00009620-RA
OG0000198	Av_00016396-RA, Av_00013419-RA	Ds_00010353-RA
OG0000199	Av_00003513-RA	Ds_00014671-RA
OG0000199	Av_00024249-RA	Ds_00007893-RA, Ds_00015747-RA
OG0000199	Av_00004418-RA, Av_00012295-RA, Av_00021266-RA	Ds_00004356-RA
OG0000199	Av_00009032-RA, Av_00003777-RA, Av_00007403-RA	Ds_00012859-RA
OG0000199	Av_00019446-RA	Ds_00014801-RA
OG0000201	Av_00006563-RA	Ds_00016810-RA, Ds_00008360-RA
OG0000201	Av_00002041-RA	Ds_00015640-RA, Ds_00009309-RA
OG0000203	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA	Ds_00003582-RA
OG0000206	Av_00007012-RA	Ds_00005530-RA
OG0000206	Av_00004740-RA, Av_00016933-RA	Ds_00004104-RA, Ds_00004103-RA
OG0000206	Av_00023641-RA	Ds_00007448-RA
OG0000207	Av_00001416-RA	Ds_00007817-RA, Ds_00001074-RA
OG0000207	Av_00012253-RA	Ds_00000933-RA
OG0000207	Av_00010915-RA, Av_00015240-RA	Ds_00001632-RA, Ds_00008813-RA
OG0000207	Av_00000060-RA	Ds_00008814-RA
OG0000208	Av_00015817-RA	Ds_00002327-RA
OG0000211	Av_00003836-RA	Ds_00012462-RA
OG0000211	Av_00005037-RA	Ds_00007175-RA, Ds_00000439-RA
OG0000211	Av_00021376-RA	Ds_00012459-RA
OG0000211	Av_00006413-RA, Av_00007555-RA	Ds_00010559-RA
OG0000212	Av_00009181-RA, Av_00022867-RA, Av_00001625-RA, Av_00012930-RA, Av_00009405-RA, Av_00002082-RA	Ds_00012990-RA
OG0000213	Av_00007469-RA, Av_00005967-RA	Ds_00004488-RA
OG0000213	Av_00017744-RA, Av_00019827-RA	Ds_00009515-RA
OG0000214	Av_00001794-RA	Ds_00005326-RA
OG0000216	Av_00002521-RA, Av_00003068-RA	Ds_00014036-RA
OG0000216	Av_00025005-RA, Av_00001398-RA	Ds_00006476-RA
OG0000216	Av_00011937-RA, Av_00019820-RA	Ds_00005269-RA
OG0000217	Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA	Ds_00007309-RA
OG0000217	Av_00018235-RA	Ds_00007311-RA
OG0000218	Av_00012318-RA	Ds_00009872-RA
OG0000218	Av_00022649-RA, Av_00022097-RA	Ds_00005113-RA
OG0000219	Av_00012929-RA	Ds_00003099-RA, Ds_00007306-RA, Ds_00009965-RA, Ds_00007304-RA, Ds_00009970-RA
OG0000220	Av_00018653-RA	Ds_00005279-RA
OG0000221	Av_00012992-RA	Ds_00011265-RA
OG0000221	Av_00006316-RA	Ds_00005941-RA, Ds_00007739-RA
OG0000221	Av_00012451-RA, Av_00009342-RA	Ds_00016123-RA, Ds_00014147-RA
OG0000222	Av_00018681-RA	Ds_00011130-RA
OG0000222	Av_00005942-RA, Av_00005628-RA	Ds_00015918-RA
OG0000222	Av_00019951-RA, Av_00001491-RA	Ds_00000960-RA
OG0000222	Av_00020751-RA, Av_00023020-RA	Ds_00005548-RA
OG0000224	Av_00008716-RA, Av_00003651-RA	Ds_00015113-RA
OG0000224	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA	Ds_00001155-RA, Ds_00017987-RA
OG0000227	Av_00022148-RA	Ds_00010370-RA, Ds_00015277-RA
OG0000227	Av_00004995-RA, Av_00003894-RA, Av_00005737-RA	Ds_00008521-RA, Ds_00015271-RA, Ds_00012771-RA
OG0000228	Av_00011221-RA, Av_00009247-RA, Av_00015029-RA	Ds_00007084-RA
OG0000229	Av_00019979-RA, Av_00012518-RA, Av_00017907-RA, Av_00001955-RA	Ds_00013197-RA, Ds_00016620-RA
OG0000229	Av_00011159-RA, Av_00004437-RA	Ds_00007857-RA
OG0000230	Av_00012766-RA	Ds_00010011-RA
OG0000230	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA	Ds_00002902-RA, Ds_00005465-RA
OG0000231	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA	Ds_00016273-RA
OG0000231	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA	Ds_00015462-RA
OG0000232	Av_00020262-RA, Av_00004826-RA, Av_00002446-RA, Av_00015772-RA, Av_00022924-RA, Av_00018687-RA	Ds_00014009-RA
OG0000235	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA	Ds_00006097-RA
OG0000235	Av_00018801-RA	Ds_00014038-RA
OG0000235	Av_00009078-RA	Ds_00017558-RA
OG0000236	Av_00003858-RA, Av_00005021-RA	Ds_00015612-RA
OG0000236	Av_00021788-RA	Ds_00008273-RA
OG0000236	Av_00005695-RA	Ds_00015613-RA
OG0000237	Av_00015911-RA	Ds_00015067-RA
OG0000237	Av_00021605-RA	Ds_00015066-RA, Ds_00018036-RA
OG0000237	Av_00021603-RA, Av_00022727-RA, Av_00015690-RA	Ds_00008137-RA
OG0000238	Av_00022313-RA	Ds_00001150-RA
OG0000238	Av_00002315-RA, Av_00002314-RA, Av_00002308-RA, Av_00008054-RA	Ds_00003093-RA, Ds_00014408-RA, Ds_00012626-RA, Ds_00003094-RA, Ds_00014409-RA, Ds_00017800-RA, Ds_00014105-RA
OG0000238	Av_00016331-RA, Av_00012514-RA	Ds_00009909-RA, Ds_00012113-RA, Ds_00014947-RA
OG0000240	Av_00011911-RA	Ds_00005490-RA
OG0000240	Av_00003810-RA	Ds_00002050-RA
OG0000240	Av_00023888-RA	Ds_00008338-RA
OG0000241	Av_00023851-RA	Ds_00015289-RA, Ds_00005132-RA
OG0000241	Av_00006049-RA	Ds_00009206-RA
OG0000242	Av_00014620-RA	Ds_00012553-RA
OG0000242	Av_00019581-RA	Ds_00002892-RA
OG0000243	Av_00010707-RA	Ds_00002144-RA
OG0000244	Av_00013571-RA, Av_00001585-RA	Ds_00015624-RA
OG0000244	Av_00009146-RA	Ds_00012931-RA
OG0000244	Av_00018452-RA	Ds_00005926-RA
OG0000245	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA	Ds_00010310-RA
OG0000246	Av_00023306-RA, Av_00013509-RA	Ds_00008159-RA, Ds_00007380-RA, Ds_00011966-RA
OG0000247	Av_00013519-RA	Ds_00003230-RA
OG0000249	Av_00004340-RA, Av_00008162-RA	Ds_00017955-RA
OG0000249	Av_00014387-RA	Ds_00006075-RA
OG0000249	Av_00012069-RA	Ds_00002711-RA
OG0000249	Av_00000409-RA, Av_00015354-RA	Ds_00013388-RA, Ds_00003611-RA
OG0000249	Av_00013871-RA, Av_00011265-RA	Ds_00017247-RA
OG0000250	Av_00022983-RA, Av_00006637-RA	Ds_00003938-RA, Ds_00014446-RA
OG0000250	Av_00000774-RA, Av_00004835-RA	Ds_00012078-RA
OG0000250	Av_00003217-RA	Ds_00004610-RA
OG0000250	Av_00008640-RA, Av_00000049-RA	Ds_00016483-RA
OG0000251	Av_00002368-RA	Ds_00013459-RA
OG0000251	Av_00005020-RA, Av_00017267-RA	Ds_00006599-RA
OG0000252	Av_00021364-RA	Ds_00017779-RA
OG0000252	Av_00011935-RA, Av_00014355-RA, Av_00001163-RA	Ds_00006002-RA
OG0000254	Av_00024772-RA, Av_00004119-RA	Ds_00002367-RA
OG0000254	Av_00008022-RA, Av_00006776-RA, Av_00018116-RA	Ds_00000795-RA
OG0000256	Av_00009404-RA	Ds_00012988-RA
OG0000256	Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA	Ds_00016497-RA
OG0000257	Av_00022012-RA, Av_00015478-RA	Ds_00009045-RA
OG0000262	Av_00015108-RA, Av_00001317-RA, Av_00016799-RA	Ds_00003887-RA
OG0000262	Av_00008068-RA	Ds_00009337-RA
OG0000262	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA	Ds_00002158-RA, Ds_00007580-RA
OG0000263	Av_00003042-RA, Av_00003041-RA	Ds_00004934-RA
OG0000264	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA	Ds_00004404-RA
OG0000265	Av_00017215-RA, Av_00002364-RA	Ds_00001790-RA
OG0000266	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA	Ds_00010221-RA
OG0000266	Av_00005949-RA	Ds_00017447-RA
OG0000266	Av_00017739-RA, Av_00004775-RA	Ds_00016228-RA
OG0000267	Av_00000949-RA, Av_00011354-RA	Ds_00016004-RA
OG0000268	Av_00006823-RA	Ds_00000669-RA
OG0000269	Av_00021511-RA, Av_00004127-RA	Ds_00000770-RA
OG0000269	Av_00021444-RA	Ds_00009079-RA
OG0000270	Av_00018108-RA	Ds_00013290-RA
OG0000271	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA	Ds_00011411-RA, Ds_00011409-RA
OG0000276	Av_00009904-RA	Ds_00000122-RA
OG0000276	Av_00005283-RA	Ds_00015826-RA
OG0000276	Av_00001287-RA	Ds_00006180-RA
OG0000276	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA	Ds_00014383-RA
OG0000277	Av_00017356-RA, Av_00008487-RA	Ds_00001265-RA
OG0000277	Av_00008677-RA	Ds_00001588-RA
OG0000277	Av_00005392-RA, Av_00006367-RA, Av_00005393-RA, Av_00002614-RA	Ds_00009985-RA, Ds_00008597-RA
OG0000277	Av_00011866-RA, Av_00007006-RA, Av_00001198-RA	Ds_00013965-RA
OG0000278	Av_00008364-RA	Ds_00011940-RA
OG0000278	Av_00020085-RA	Ds_00017939-RA
OG0000278	Av_00016433-RA, Av_00011211-RA	Ds_00002166-RA
OG0000279	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA	Ds_00007694-RA, Ds_00005605-RA
OG0000279	Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA	Ds_00004534-RA
OG0000280	Av_00005204-RA, Av_00002761-RA	Ds_00010589-RA
OG0000280	Av_00023876-RA	Ds_00014355-RA
OG0000285	Av_00015324-RA	Ds_00016717-RA
OG0000286	Av_00011458-RA	Ds_00001636-RA
OG0000286	Av_00009768-RA	Ds_00017034-RA
OG0000287	Av_00018628-RA, Av_00018815-RA	Ds_00003445-RA
OG0000288	Av_00022477-RA, Av_00004118-RA, Av_00008025-RA	Ds_00002369-RA, Ds_00000797-RA
OG0000288	Av_00008899-RA	Ds_00000200-RA
OG0000291	Av_00015510-RA, Av_00016961-RA	Ds_00010576-RA
OG0000291	Av_00001758-RA	Ds_00012421-RA
OG0000291	Av_00015912-RA, Av_00010518-RA	Ds_00012419-RA
OG0000291	Av_00020641-RA, Av_00020797-RA	Ds_00004904-RA
OG0000292	Av_00011948-RA, Av_00011651-RA	Ds_00013450-RA, Ds_00008121-RA
OG0000293	Av_00021177-RA, Av_00002893-RA	Ds_00002024-RA, Ds_00013705-RA
OG0000293	Av_00022981-RA, Av_00001335-RA, Av_00015129-RA, Av_00021052-RA	Ds_00014444-RA, Ds_00003940-RA
OG0000294	Av_00016133-RA, Av_00016751-RA	Ds_00006252-RA, Ds_00006973-RA
OG0000295	Av_00013205-RA, Av_00018795-RA	Ds_00007144-RA
OG0000295	Av_00004641-RA	Ds_00009141-RA
OG0000295	Av_00010750-RA	Ds_00002400-RA
OG0000295	Av_00004640-RA, Av_00019262-RA, Av_00024759-RA	Ds_00003456-RA
OG0000296	Av_00017187-RA	Ds_00017519-RA
OG0000296	Av_00012645-RA	Ds_00001817-RA
OG0000296	Av_00014149-RA, Av_00005603-RA, Av_00005975-RA	Ds_00004478-RA
OG0000296	Av_00013087-RA, Av_00004769-RA, Av_00017746-RA	Ds_00012248-RA
OG0000297	Av_00008335-RA, Av_00008328-RA	Ds_00016377-RA, Ds_00016375-RA, Ds_00004895-RA
OG0000298	Av_00022919-RA, Av_00018105-RA	Ds_00012811-RA
OG0000299	Av_00023775-RA	Ds_00009227-RA, Ds_00003147-RA
OG0000300	Av_00014394-RA	Ds_00005528-RA
OG0000301	Av_00018519-RA, Av_00012701-RA, Av_00006224-RA, Av_00012771-RA	Ds_00014589-RA
OG0000302	Av_00006379-RA	Ds_00012373-RA
OG0000302	Av_00005789-RA, Av_00004954-RA	Ds_00011067-RA
OG0000302	Av_00004974-RA	Ds_00006710-RA
OG0000302	Av_00001688-RA, Av_00017656-RA	Ds_00003824-RA
OG0000302	Av_00001995-RA	Ds_00001976-RA
OG0000303	Av_00006444-RA, Av_00007518-RA	Ds_00008984-RA
OG0000303	Av_00005745-RA, Av_00017301-RA	Ds_00008507-RA
OG0000303	Av_00021390-RA, Av_00023774-RA, Av_00009132-RA	Ds_00012101-RA
OG0000309	Av_00014221-RA, Av_00011662-RA	Ds_00011241-RA
OG0000311	Av_00013165-RA, Av_00021723-RA, Av_00013166-RA	Ds_00010988-RA
OG0000313	Av_00007312-RA	Ds_00014371-RA
OG0000313	Av_00020737-RA	Ds_00015470-RA
OG0000313	Av_00012410-RA	Ds_00011412-RA
OG0000313	Av_00011285-RA	Ds_00003755-RA
OG0000314	Av_00020896-RA, Av_00013471-RA	Ds_00008768-RA, Ds_00010276-RA
OG0000315	Av_00023261-RA	Ds_00003348-RA, Ds_00003347-RA
OG0000316	Av_00001032-RA, Av_00018224-RA	Ds_00009824-RA
OG0000316	Av_00004406-RA, Av_00001087-RA	Ds_00013630-RA, Ds_00003417-RA
OG0000317	Av_00005842-RA, Av_00003793-RA, Av_00007385-RA, Av_00021641-RA, Av_00009053-RA	Ds_00007242-RA, Ds_00009632-RA
OG0000318	Av_00016108-RA, Av_00023640-RA	Ds_00007027-RA
OG0000321	Av_00022737-RA	Ds_00010037-RA
OG0000321	Av_00024697-RA, Av_00015135-RA, Av_00001344-RA	Ds_00006963-RA
OG0000321	Av_00003437-RA, Av_00004792-RA	Ds_00007828-RA
OG0000322	Av_00010517-RA, Av_00019167-RA	Ds_00011799-RA
OG0000322	Av_00010529-RA	Ds_00011797-RA
OG0000323	Av_00009642-RA, Av_00002228-RA, Av_00024035-RA, Av_00001478-RA	Ds_00006563-RA
OG0000323	Av_00007405-RA, Av_00009030-RA, Av_00004878-RA, Av_00003773-RA, Av_00021623-RA	Ds_00014812-RA, Ds_00015051-RA
OG0000324	Av_00023714-RA, Av_00015157-RA, Av_00023687-RA	Ds_00016941-RA
OG0000324	Av_00015158-RA	Ds_00016942-RA
OG0000324	Av_00023887-RA	Ds_00002748-RA
OG0000325	Av_00016435-RA	Ds_00009803-RA
OG0000325	Av_00020995-RA	Ds_00003081-RA, Ds_00017068-RA
OG0000326	Av_00021579-RA, Av_00019248-RA	Ds_00013206-RA
OG0000326	Av_00006618-RA	Ds_00003958-RA
OG0000326	Av_00015077-RA	Ds_00003708-RA
OG0000327	Av_00010005-RA, Av_00007907-RA	Ds_00000569-RA
OG0000327	Av_00014198-RA	Ds_00003627-RA, Ds_00010932-RA
OG0000327	Av_00008017-RA	Ds_00002360-RA
OG0000327	Av_00012497-RA, Av_00022034-RA, Av_00024141-RA	Ds_00006770-RA
OG0000329	Av_00007998-RA, Av_00006804-RA	Ds_00016932-RA
OG0000330	Av_00004644-RA, Av_00018236-RA	Ds_00007533-RA
OG0000331	Av_00020033-RA, Av_00002903-RA	Ds_00008749-RA, Ds_00013684-RA
OG0000332	Av_00017967-RA	Ds_00008518-RA
OG0000332	Av_00021251-RA, Av_00001092-RA	Ds_00008519-RA, Ds_00007758-RA
OG0000335	Av_00005401-RA	Ds_00006490-RA
OG0000335	Av_00003312-RA, Av_00017008-RA, Av_00011573-RA	Ds_00008589-RA
OG0000335	Av_00023550-RA, Av_00024206-RA	Ds_00010332-RA
OG0000335	Av_00000699-RA	Ds_00005765-RA
OG0000336	Av_00014559-RA, Av_00010397-RA, Av_00006603-RA	Ds_00017897-RA, Ds_00005025-RA
OG0000337	Av_00003729-RA	Ds_00004397-RA
OG0000338	Av_00000459-RA, Av_00021592-RA	Ds_00016605-RA, Ds_00006734-RA
OG0000338	Av_00004443-RA, Av_00012269-RA	Ds_00007862-RA
OG0000339	Av_00019345-RA	Ds_00001519-RA
OG0000339	Av_00017230-RA, Av_00015810-RA	Ds_00000284-RA
OG0000340	Av_00010470-RA	Ds_00013796-RA
OG0000342	Av_00012047-RA	Ds_00009078-RA
OG0000342	Av_00016032-RA, Av_00004234-RA	Ds_00007632-RA
OG0000342	Av_00008007-RA	Ds_00000765-RA
OG0000343	Av_00015853-RA	Ds_00010877-RA
OG0000345	Av_00000142-RA	Ds_00001691-RA
OG0000345	Av_00003714-RA	Ds_00011179-RA
OG0000346	Av_00012233-RA, Av_00018606-RA, Av_00000281-RA, Av_00007742-RA	Ds_00010753-RA
OG0000346	Av_00011191-RA	Ds_00003847-RA
OG0000347	Av_00017348-RA	Ds_00001258-RA
OG0000348	Av_00005175-RA, Av_00018384-RA	Ds_00004257-RA
OG0000349	Av_00014816-RA	Ds_00005441-RA
OG0000349	Av_00005608-RA, Av_00005965-RA	Ds_00015379-RA
OG0000350	Av_00016002-RA	Ds_00000555-RA
OG0000350	Av_00007168-RA	Ds_00000290-RA, Ds_00017039-RA
OG0000351	Av_00024277-RA	Ds_00013667-RA
OG0000351	Av_00014509-RA	Ds_00001389-RA
OG0000351	Av_00003145-RA	Ds_00001573-RA
OG0000352	Av_00021617-RA, Av_00009020-RA	Ds_00011986-RA
OG0000352	Av_00019437-RA, Av_00012111-RA	Ds_00017864-RA
OG0000352	Av_00008963-RA	Ds_00004494-RA
OG0000352	Av_00011951-RA, Av_00013097-RA	Ds_00005292-RA
OG0000353	Av_00017109-RA	Ds_00016869-RA
OG0000354	Av_00010908-RA	Ds_00003544-RA, Ds_00003546-RA
OG0000354	Av_00013892-RA	Ds_00007164-RA, Ds_00008804-RA
OG0000360	Av_00003534-RA, Av_00022134-RA	Ds_00009599-RA
OG0000361	Av_00024780-RA, Av_00022878-RA, Av_00024934-RA, Av_00015196-RA, Av_00019402-RA, Av_00010001-RA	Ds_00016279-RA
OG0000361	Av_00023690-RA	Ds_00016952-RA
OG0000361	Av_00022877-RA, Av_00024933-RA, Av_00015195-RA, Av_00024781-RA, Av_00019401-RA, Av_00024811-RA	Ds_00016280-RA, Ds_00002078-RA
OG0000362	Av_00004741-RA, Av_00016934-RA	Ds_00010002-RA, Ds_00005195-RA
OG0000362	Av_00019128-RA	Ds_00009530-RA
OG0000363	Av_00019674-RA	Ds_00011624-RA, Ds_00011629-RA
OG0000363	Av_00024067-RA, Av_00024642-RA	Ds_00012120-RA
OG0000363	Av_00002209-RA, Av_00009620-RA	Ds_00000994-RA
OG0000364	Av_00006508-RA	Ds_00007473-RA
OG0000364	Av_00002917-RA	Ds_00002052-RA, Ds_00006393-RA
OG0000364	Av_00013052-RA	Ds_00004874-RA
OG0000366	Av_00001981-RA, Av_00017920-RA	Ds_00009404-RA, Ds_00006744-RA
OG0000367	Av_00007364-RA	Ds_00010107-RA
OG0000367	Av_00004059-RA	Ds_00011990-RA, Ds_00017563-RA
OG0000368	Av_00011097-RA, Av_00009896-RA	Ds_00000361-RA
OG0000368	Av_00009934-RA, Av_00011156-RA	Ds_00017983-RA, Ds_00004980-RA, Ds_00007859-RA
OG0000369	Av_00012648-RA, Av_00020230-RA	Ds_00014524-RA
OG0000370	Av_00017123-RA	Ds_00016457-RA
OG0000370	Av_00012191-RA	Ds_00015244-RA
OG0000370	Av_00002743-RA, Av_00002742-RA, Av_00005226-RA	Ds_00009120-RA, Ds_00008421-RA
OG0000371	Av_00001143-RA, Av_00001144-RA, Av_00024768-RA	Ds_00010290-RA
OG0000371	Av_00013634-RA, Av_00008245-RA, Av_00003550-RA	Ds_00005963-RA
OG0000372	Av_00011192-RA, Av_00013832-RA, Av_00011013-RA, Av_00017715-RA	Ds_00013765-RA, Ds_00003846-RA
OG0000375	Av_00014625-RA, Av_00008584-RA	Ds_00012542-RA, Ds_00002880-RA
OG0000375	Av_00001963-RA	Ds_00001468-RA, Ds_00013192-RA
OG0000375	Av_00002849-RA, Av_00012541-RA	Ds_00010344-RA
OG0000375	Av_00013422-RA	Ds_00016766-RA
OG0000377	Av_00016201-RA, Av_00006664-RA	Ds_00006331-RA
OG0000377	Av_00018501-RA	Ds_00003057-RA, Ds_00003055-RA
OG0000378	Av_00013736-RA, Av_00011625-RA, Av_00016298-RA	Ds_00001951-RA
OG0000378	Av_00024824-RA, Av_00024825-RA, Av_00021110-RA	Ds_00005456-RA
OG0000378	Av_00024365-RA, Av_00000732-RA	Ds_00005711-RA
OG0000379	Av_00002118-RA, Av_00012963-RA, Av_00000580-RA	Ds_00003196-RA
OG0000379	Av_00000796-RA	Ds_00012327-RA
OG0000380	Av_00001538-RA	Ds_00005075-RA
OG0000380	Av_00018421-RA, Av_00017060-RA, Av_00002191-RA, Av_00000750-RA	Ds_00006812-RA, Ds_00000972-RA, Ds_00006811-RA, Ds_00000971-RA
OG0000381	Av_00007799-RA	Ds_00008956-RA
OG0000381	Av_00023846-RA	Ds_00007779-RA
OG0000381	Av_00016519-RA, Av_00011815-RA	Ds_00013738-RA
OG0000382	Av_00004237-RA	Ds_00013048-RA
OG0000383	Av_00005847-RA	Ds_00012892-RA, Ds_00009631-RA, Ds_00007245-RA
OG0000384	Av_00022965-RA, Av_00005409-RA, Av_00002964-RA	Ds_00015976-RA, Ds_00014321-RA
OG0000385	Av_00006347-RA, Av_00007632-RA	Ds_00008553-RA
OG0000387	Av_00012220-RA	Ds_00000894-RA
OG0000388	Av_00000808-RA, Av_00023862-RA	Ds_00012319-RA
OG0000389	Av_00019654-RA	Ds_00003069-RA
OG0000389	Av_00015093-RA, Av_00016261-RA, Av_00016165-RA	Ds_00006928-RA
OG0000389	Av_00024404-RA, Av_00011222-RA	Ds_00007086-RA
OG0000390	Av_00006695-RA, Av_00016148-RA	Ds_00006261-RA
OG0000390	Av_00016149-RA	Ds_00006947-RA
OG0000390	Av_00022306-RA	Ds_00004625-RA, Ds_00003179-RA
OG0000391	Av_00022964-RA	Ds_00012003-RA, Ds_00012002-RA, Ds_00012004-RA, Ds_00012006-RA, Ds_00012057-RA, Ds_00012007-RA, Ds_00012008-RA, Ds_00012009-RA, Ds_00005800-RA, Ds_00012005-RA, Ds_00014320-RA
OG0000391	Av_00012691-RA	Ds_00011256-RA
OG0000392	Av_00007421-RA, Av_00003751-RA, Av_00009005-RA, Av_00021607-RA	Ds_00003044-RA
OG0000392	Av_00019844-RA, Av_00021980-RA	Ds_00013139-RA
OG0000394	Av_00013931-RA	Ds_00012488-RA, Ds_00008392-RA
OG0000395	Av_00000045-RA, Av_00011437-RA, Av_00008632-RA	Ds_00016500-RA
OG0000395	Av_00010420-RA	Ds_00001305-RA
OG0000396	Av_00004039-RA, Av_00004895-RA	Ds_00015710-RA
OG0000396	Av_00006819-RA	Ds_00000684-RA
OG0000397	Av_00003400-RA	Ds_00007437-RA
OG0000397	Av_00024048-RA, Av_00001381-RA	Ds_00005936-RA
OG0000398	Av_00001209-RA, Av_00014406-RA	Ds_00013937-RA
OG0000398	Av_00019797-RA	Ds_00010974-RA
OG0000398	Av_00024559-RA	Ds_00000327-RA
OG0000399	Av_00022605-RA	Ds_00003126-RA
OG0000399	Av_00016784-RA	Ds_00003863-RA
OG0000400	Av_00001315-RA, Av_00016797-RA, Av_00015107-RA	Ds_00003886-RA
OG0000400	Av_00022596-RA, Av_00015596-RA	Ds_00011055-RA
OG0000400	Av_00017891-RA, Av_00024282-RA, Av_00013230-RA	Ds_00004646-RA
OG0000401	Av_00017706-RA	Ds_00011008-RA
OG0000401	Av_00018539-RA, Av_00022333-RA, Av_00022498-RA, Av_00005763-RA, Av_00024708-RA, Av_00024333-RA, Av_00015154-RA, Av_00024952-RA, Av_00023673-RA, Av_00024748-RA, Av_00011103-RA, Av_00023694-RA	Ds_00014974-RA
