Orthogroup	A_vesiculosa.proteins	B_vulgaris.proteins
OG0000146	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA	Bevul.7G207800.1.p
OG0000146	Av_00011999-RA	Bevul.2G223800.1.p, Bevul.6G087300.1.p, Bevul.2G222800.1.p, Bevul.2G234100.1.p, Bevul.2G239000.1.p
OG0000147	Av_00021851-RA	Bevul.7G065100.1.p
OG0000147	Av_00012705-RA, Av_00020525-RA	Bevul.9G048300.1.p
OG0000148	Av_00022736-RA	Bevul.7G203500.1.p, Bevul.7G203700.1.p, Bevul.7G203600.1.p, Bevul.7G203800.1.p, Bevul.2G192100.1.p, Bevul.7G203300.1.p
OG0000148	Av_00019670-RA, Av_00006146-RA	Bevul.7G204000.1.p
OG0000149	Av_00001613-RA	Bevul.2G168000.1.p
OG0000149	Av_00011501-RA	Bevul.1G138700.1.p
OG0000152	Av_00023873-RA	Bevul.2G056700.1.p
OG0000152	Av_00006096-RA, Av_00005508-RA, Av_00013353-RA	Bevul.7G211300.1.p, Bevul.7G211500.1.p, Bevul.7G211400.1.p, Bevul.7G211000.1.p
OG0000153	Av_00013452-RA, Av_00020182-RA, Av_00021340-RA	Bevul.7G062900.2.p, Bevul.7G062900.1.p
OG0000153	Av_00000144-RA	Bevul.4G008900.1.p
OG0000153	Av_00016947-RA	Bevul.9G035000.1.p
OG0000153	Av_00001271-RA, Av_00015076-RA	Bevul.4G177400.1.p
OG0000154	Av_00006639-RA	Bevul.4G170100.1.p
OG0000154	Av_00006929-RA, Av_00021050-RA	Bevul.3G128500.1.p
OG0000155	Av_00001520-RA, Av_00013491-RA	Bevul.7G090100.1.p
OG0000155	Av_00024885-RA, Av_00001519-RA	Bevul.4G034200.1.p, Bevul.7G089100.1.p, Bevul.7G089300.1.p
OG0000156	Av_00024913-RA	Bevul.2G151900.1.p
OG0000156	Av_00019326-RA, Av_00011725-RA	Bevul.7G050500.1.p
OG0000157	Av_00024921-RA	Bevul.4G083400.1.p
OG0000157	Av_00010056-RA, Av_00007953-RA	Bevul.9G189900.1.p
OG0000157	Av_00005838-RA, Av_00007384-RA, Av_00003795-RA, Av_00021642-RA	Bevul.8G171800.1.p
OG0000159	Av_00008586-RA	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p, Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p
OG0000159	Av_00009492-RA	Bevul.3G025700.1.p
OG0000160	Av_00007416-RA	Bevul.1G045000.1.p
OG0000160	Av_00022355-RA, Av_00022827-RA	Bevul.6G075500.1.p, Bevul.6G075600.1.p
OG0000161	Av_00019011-RA, Av_00019010-RA, Av_00019007-RA	Bevul.4G059000.1.p, Bevul.4G058200.1.p, Bevul.4G001700.1.p
OG0000162	Av_00004972-RA	Bevul.2G210000.1.p
OG0000162	Av_00007787-RA	Bevul.6G132800.1.p
OG0000163	Av_00000797-RA, Av_00003444-RA	Bevul.8G133500.1.p
OG0000163	Av_00006762-RA, Av_00008041-RA	Bevul.7G172600.1.p
OG0000163	Av_00004788-RA	Bevul.5G245100.1.p
OG0000163	Av_00020340-RA	Bevul.4G129500.1.p
OG0000164	Av_00009562-RA, Av_00022631-RA	Bevul.8G102300.1.p
OG0000164	Av_00014947-RA	Bevul.9G101700.1.p
OG0000164	Av_00009037-RA, Av_00021627-RA	Bevul.8G185900.1.p
OG0000165	Av_00019533-RA	Bevul.4G053100.1.p
OG0000168	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA	Bevul.4G112700.1.p
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p
OG0000170	Av_00005721-RA	Bevul.2G225800.2.p, Bevul.2G225800.3.p, Bevul.2G225800.1.p
OG0000170	Av_00023969-RA	Bevul.7G199000.1.p
OG0000170	Av_00005502-RA, Av_00024526-RA	Bevul.5G024800.1.p
OG0000170	Av_00015134-RA, Av_00006691-RA, Av_00016145-RA	Bevul.3G010800.1.p, Bevul.4G131200.1.p
OG0000171	Av_00010251-RA, Av_00010250-RA, Av_00010069-RA, Av_00004643-RA, Av_00024165-RA, Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA	Bevul.9G215000.1.p
OG0000171	Av_00023216-RA, Av_00010986-RA	Bevul.5G069700.1.p, Bevul.1G140100.1.p
OG0000172	Av_00019965-RA	Bevul.2G030800.1.p
OG0000172	Av_00003826-RA, Av_00005047-RA, Av_00005416-RA, Av_00002975-RA, Av_00010320-RA, Av_00017991-RA	Bevul.7G001900.2.p, Bevul.7G001900.6.p, Bevul.7G001900.11.p, Bevul.7G001900.5.p, Bevul.7G001900.4.p, Bevul.7G001900.10.p, Bevul.7G001900.1.p, Bevul.7G001900.12.p, Bevul.7G001900.9.p, Bevul.7G001900.8.p, Bevul.7G001900.3.p, Bevul.7G001900.7.p
OG0000173	Av_00017532-RA, Av_00015909-RA, Av_00019958-RA, Av_00016476-RA, Av_00019368-RA	Bevul.4G162300.1.p, Bevul.1G005600.1.p, Bevul.2G079700.1.p, Bevul.5G046300.1.p, Bevul.4G157200.1.p, Bevul.9G109800.1.p, Bevul.7G133800.1.p
OG0000179	Av_00013630-RA, Av_00008250-RA, Av_00008208-RA	Bevul.2G110200.2.p, Bevul.2G110200.8.p, Bevul.2G110200.1.p, Bevul.2G110200.6.p, Bevul.2G110200.7.p, Bevul.2G110200.3.p, Bevul.2G110200.5.p, Bevul.2G110200.4.p
OG0000179	Av_00012567-RA	Bevul.7G070800.1.p
OG0000179	Av_00020630-RA, Av_00014246-RA, Av_00011691-RA	Bevul.6G223700.1.p
OG0000180	Av_00007137-RA, Av_00017139-RA, Av_00021970-RA	Bevul.8G146900.1.p
OG0000180	Av_00002186-RA	Bevul.7G102400.1.p
OG0000181	Av_00020506-RA, Av_00008380-RA, Av_00008381-RA	Bevul.1G117700.1.p
OG0000181	Av_00011782-RA	Bevul.4G182800.1.p
OG0000182	Av_00013467-RA, Av_00013640-RA, Av_00023400-RA	Bevul.9G050000.1.p, Bevul.9G050400.1.p, Bevul.7G057200.1.p
OG0000183	Av_00017849-RA, Av_00022898-RA, Av_00019892-RA, Av_00021012-RA, Av_00006175-RA, Av_00008439-RA	Bevul.9G079300.1.p, Bevul.9G079300.2.p, Bevul.9G079400.3.p, Bevul.9G079400.2.p, Bevul.9G079400.5.p, Bevul.9G079400.1.p, Bevul.9G079400.6.p, Bevul.9G079400.4.p
OG0000183	Av_00014103-RA	Bevul.8G021800.1.p
OG0000184	Av_00002027-RA, Av_00017044-RA	Bevul.5G055500.1.p, Bevul.5G006400.1.p, Bevul.3G009900.1.p, Bevul.3G009800.1.p
OG0000184	Av_00012870-RA, Av_00012869-RA, Av_00012866-RA	Bevul.3G010600.1.p, Bevul.3G010700.1.p, Bevul.3G010400.1.p, Bevul.3G010500.1.p, Bevul.3G010100.1.p, Bevul.9G036100.4.p, Bevul.9G036100.2.p, Bevul.9G036100.5.p, Bevul.9G036100.3.p, Bevul.9G036100.1.p, Bevul.9G036100.6.p, Bevul.3G010300.1.p, Bevul.3G010200.1.p, Bevul.3G010000.1.p, Bevul.3G207900.1.p
OG0000185	Av_00020648-RA, Av_00000618-RA	Bevul.4G141300.1.p
OG0000185	Av_00020843-RA	Bevul.3G113800.1.p
OG0000186	Av_00002766-RA, Av_00005199-RA, Av_00000877-RA, Av_00022484-RA, Av_00000876-RA	Bevul.6G197200.1.p
OG0000187	Av_00004735-RA	Bevul.6G040600.1.p
OG0000187	Av_00000886-RA	Bevul.6G205400.1.p, Bevul.1G089900.1.p
OG0000188	Av_00008619-RA, Av_00014654-RA	Bevul.1G182700.1.p
OG0000189	Av_00020740-RA	Bevul.6G195200.1.p
OG0000189	Av_00003581-RA, Av_00008268-RA	Bevul.2G095900.6.p, Bevul.2G095900.9.p, Bevul.2G095900.7.p, Bevul.2G095900.3.p, Bevul.2G095900.8.p, Bevul.2G095900.4.p, Bevul.2G095900.10.p, Bevul.2G095900.2.p, Bevul.2G095900.5.p, Bevul.2G095900.1.p
OG0000192	Av_00019192-RA, Av_00011814-RA	Bevul.4G209900.1.p
OG0000192	Av_00010659-RA	Bevul.4G215700.1.p
OG0000192	Av_00014755-RA	Bevul.3G117400.1.p, Bevul.6G182700.1.p, Bevul.3G116900.1.p, Bevul.3G117300.1.p, Bevul.3G117000.1.p
OG0000193	Av_00015944-RA, Av_00004616-RA	Bevul.9G221000.1.p
OG0000198	Av_00013347-RA	Bevul.7G208800.1.p
OG0000198	Av_00016396-RA, Av_00013419-RA	Bevul.2G099600.1.p
OG0000199	Av_00003513-RA	Bevul.3G145500.1.p
OG0000199	Av_00004418-RA, Av_00012295-RA, Av_00021266-RA, Av_00001076-RA	Bevul.9G180000.1.p
OG0000199	Av_00009032-RA, Av_00003777-RA, Av_00007403-RA, Av_00019446-RA	Bevul.8G190400.1.p
OG0000200	Av_00001956-RA	Bevul.6G023500.1.p
OG0000201	Av_00006563-RA	Bevul.4G215600.1.p
OG0000201	Av_00009141-RA	Bevul.3G116700.1.p, Bevul.3G116600.1.p
OG0000203	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA	Bevul.1G178500.1.p
OG0000206	Av_00014917-RA, Av_00008149-RA	Bevul.8G198400.1.p
OG0000206	Av_00018524-RA, Av_00012695-RA, Av_00004740-RA, Av_00016933-RA	Bevul.9G063000.1.p, Bevul.9G063000.2.p
OG0000206	Av_00023641-RA	Bevul.4G248800.1.p
OG0000207	Av_00001416-RA	Bevul.5G245900.1.p
OG0000207	Av_00012253-RA	Bevul.5G121000.1.p
OG0000207	Av_00010915-RA, Av_00015240-RA	Bevul.1G128900.1.p
OG0000207	Av_00000060-RA	Bevul.1G129000.1.p
OG0000208	Av_00015817-RA	Bevul.7G163900.1.p, Bevul.7G164000.1.p, Bevul.7G164100.1.p
OG0000211	Av_00006413-RA, Av_00007555-RA, Av_00015516-RA, Av_00016968-RA	Bevul.6G233100.1.p
OG0000213	Av_00007469-RA, Av_00005967-RA	Bevul.8G051200.1.p
OG0000213	Av_00017744-RA, Av_00019827-RA	Bevul.3G124000.1.p, Bevul.4G174400.1.p, Bevul.1G059600.1.p
OG0000216	Av_00002521-RA, Av_00003068-RA	Bevul.4G014500.1.p
OG0000216	Av_00025005-RA, Av_00001398-RA	Bevul.5G223900.1.p
OG0000216	Av_00011937-RA, Av_00019820-RA	Bevul.3G072500.1.p
OG0000218	Av_00012318-RA	Bevul.8G158900.1.p
OG0000218	Av_00022649-RA, Av_00022097-RA	Bevul.5G093100.1.p
OG0000220	Av_00018653-RA	Bevul.1G011000.1.p
OG0000220	Av_00003043-RA	Bevul.4G054200.1.p
OG0000220	Av_00000133-RA	Bevul.5G254800.1.p, Bevul.4G039300.1.p, Bevul.4G039700.1.p, Bevul.4G039100.1.p, Bevul.4G039200.1.p, Bevul.4G040000.1.p, Bevul.4G039600.1.p
OG0000221	Av_00012992-RA	Bevul.1G039400.1.p
OG0000221	Av_00006316-RA	Bevul.2G076500.1.p, Bevul.2G076400.2.p, Bevul.2G076400.1.p, Bevul.2G076400.3.p, Bevul.2G076100.1.p, Bevul.2G076200.1.p, Bevul.2G076300.1.p
OG0000221	Av_00012451-RA, Av_00009342-RA	Bevul.5G137400.1.p
OG0000222	Av_00018681-RA	Bevul.5G097700.1.p
OG0000222	Av_00005942-RA, Av_00005628-RA	Bevul.3G093600.1.p
OG0000222	Av_00019951-RA, Av_00001491-RA	Bevul.7G106100.1.p
OG0000222	Av_00020751-RA, Av_00023020-RA	Bevul.3G235800.1.p
OG0000224	Av_00008716-RA, Av_00003651-RA	Bevul.8G027100.1.p
OG0000224	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA	Bevul.9G074900.1.p
OG0000227	Av_00022148-RA	Bevul.5G133900.1.p
OG0000227	Av_00004995-RA, Av_00003894-RA, Av_00005737-RA, Av_00016728-RA, Av_00016727-RA, Av_00022907-RA, Av_00022213-RA	Bevul.2G232500.1.p
OG0000228	Av_00011221-RA, Av_00009247-RA, Av_00015029-RA	Bevul.5G158400.1.p
OG0000229	Av_00019979-RA, Av_00012518-RA, Av_00017907-RA, Av_00001955-RA	Bevul.6G023700.1.p
OG0000229	Av_00011159-RA, Av_00004437-RA	Bevul.9G167400.1.p
OG0000230	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA	Bevul.1G208600.1.p
OG0000231	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA, Av_00009817-RA	Bevul.5G209400.1.p
OG0000231	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA	Bevul.6G193600.1.p
OG0000232	Av_00002446-RA, Av_00015772-RA, Av_00022924-RA	Bevul.4G050800.1.p
OG0000235	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA	Bevul.4G242500.1.p
OG0000235	Av_00018801-RA	Bevul.3G183600.1.p, Bevul.3G183600.2.p
OG0000236	Av_00003858-RA, Av_00005021-RA	Bevul.2G242600.1.p
OG0000236	Av_00021788-RA	Bevul.7G189400.1.p, Bevul.7G189300.1.p
OG0000236	Av_00005695-RA	Bevul.2G242400.1.p
OG0000237	Av_00015911-RA	Bevul.5G123200.1.p
OG0000237	Av_00010141-RA, Av_00023952-RA, Av_00016573-RA	Bevul.9G082800.1.p
OG0000238	Av_00016331-RA, Av_00012514-RA	Bevul.4G016400.1.p
OG0000240	Av_00011911-RA	Bevul.4G101100.1.p
OG0000240	Av_00003810-RA	Bevul.7G035900.1.p
OG0000240	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA, Av_00023888-RA	Bevul.9G104300.1.p
OG0000241	Av_00023851-RA	Bevul.3G200600.1.p, Bevul.3G200500.1.p
OG0000241	Av_00006049-RA	Bevul.9G027900.1.p, Bevul.5G072900.1.p, Bevul.2G153100.1.p, Bevul.5G073000.1.p, Bevul.5G072500.1.p, Bevul.5G072600.1.p
OG0000242	Av_00014620-RA	Bevul.1G205000.1.p
OG0000242	Av_00019581-RA	Bevul.1G204800.1.p, Bevul.1G204900.1.p
OG0000243	Av_00010707-RA	Bevul.5G010600.1.p
OG0000244	Av_00013571-RA, Av_00001585-RA, Av_00009146-RA, Av_00014759-RA	Bevul.3G089600.1.p
OG0000244	Av_00018452-RA	Bevul.7G117300.1.p
OG0000245	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA	Bevul.7G065600.1.p
OG0000248	Av_00002684-RA, Av_00005308-RA	Bevul.6G185800.1.p, Bevul.2G214800.1.p
OG0000249	Av_00004340-RA, Av_00008162-RA, Av_00014387-RA	Bevul.4G249800.1.p
OG0000249	Av_00012069-RA	Bevul.3G175400.1.p
OG0000249	Av_00013871-RA, Av_00011265-RA	Bevul.5G193200.1.p
OG0000250	Av_00022983-RA, Av_00006637-RA	Bevul.4G171700.1.p
OG0000250	Av_00000774-RA, Av_00004835-RA	Bevul.5G259900.1.p
OG0000250	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA	Bevul.1G168100.1.p
OG0000251	Av_00002368-RA	Bevul.4G067500.1.p
OG0000251	Av_00005020-RA, Av_00017267-RA	Bevul.2G240900.1.p, Bevul.2G240900.2.p
OG0000251	Av_00003859-RA	Bevul.8G187400.1.p
OG0000252	Av_00021364-RA	Bevul.6G013200.1.p
OG0000254	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA	Bevul.2G148400.1.p, Bevul.2G148400.2.p
OG0000256	Av_00009404-RA	Bevul.3G070300.1.p
OG0000256	Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA	Bevul.1G164900.1.p, Bevul.1G165000.1.p, Bevul.1G164800.1.p, Bevul.1G164700.1.p
OG0000257	Av_00022012-RA, Av_00015478-RA	Bevul.6G190700.1.p
OG0000262	Av_00008068-RA	Bevul.3G231200.1.p
OG0000262	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA	Bevul.4G064100.1.p
OG0000264	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA	Bevul.8G075700.1.p
OG0000265	Av_00017215-RA, Av_00002364-RA	Bevul.4G068500.1.p
OG0000266	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA	Bevul.8G059100.1.p
OG0000267	Av_00012985-RA	Bevul.8G130400.1.p
OG0000268	Av_00004669-RA	Bevul.2G179700.1.p
OG0000268	Av_00006823-RA	Bevul.9G193100.1.p
OG0000269	Av_00021511-RA, Av_00004127-RA	Bevul.9G116500.3.p, Bevul.9G116500.1.p, Bevul.9G116500.2.p
OG0000269	Av_00021444-RA	Bevul.2G153900.6.p, Bevul.2G153900.1.p, Bevul.2G153900.2.p, Bevul.2G153900.3.p, Bevul.2G153900.4.p, Bevul.2G153900.5.p
OG0000270	Av_00018108-RA	Bevul.7G175400.1.p, Bevul.7G175500.1.p
OG0000271	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA	Bevul.5G207400.1.p, Bevul.2G155000.1.p, Bevul.2G154900.1.p
OG0000273	Av_00024264-RA, Av_00024807-RA, Av_00017882-RA, Av_00006455-RA	Bevul.5G112500.1.p
OG0000276	Av_00009904-RA	Bevul.1G173900.1.p, Bevul.1G174100.1.p, Bevul.1G174000.1.p
OG0000276	Av_00001287-RA	Bevul.4G141800.1.p
OG0000276	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA	Bevul.8G198000.1.p
OG0000277	Av_00017356-RA, Av_00008487-RA	Bevul.7G228400.1.p
OG0000277	Av_00008677-RA	Bevul.1G102600.1.p
OG0000277	Av_00005392-RA, Av_00006367-RA, Av_00005393-RA, Av_00002614-RA	Bevul.6G122700.1.p
OG0000277	Av_00011866-RA, Av_00007006-RA, Av_00001198-RA	Bevul.4G239700.1.p
OG0000278	Av_00008364-RA	Bevul.1G065400.1.p
OG0000278	Av_00016433-RA, Av_00011211-RA, Av_00007857-RA, Av_00000205-RA	Bevul.4G062500.1.p
OG0000279	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA, Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA	Bevul.3G028400.1.p
OG0000280	Av_00005204-RA, Av_00002761-RA	Bevul.6G200700.1.p
OG0000280	Av_00023876-RA	Bevul.6G037100.1.p
OG0000286	Av_00003033-RA, Av_00005457-RA	Bevul.5G042200.1.p
OG0000286	Av_00009768-RA	Bevul.9G152900.1.p
OG0000288	Av_00022477-RA, Av_00004118-RA, Av_00008025-RA	Bevul.7G231800.1.p
OG0000288	Av_00008899-RA	Bevul.8G119500.1.p
OG0000291	Av_00015510-RA, Av_00016961-RA	Bevul.6G237600.1.p
OG0000291	Av_00001758-RA, Av_00015912-RA, Av_00010518-RA	Bevul.5G191500.1.p
OG0000291	Av_00020641-RA, Av_00020797-RA	Bevul.5G083700.1.p
OG0000292	Av_00011948-RA, Av_00011651-RA	Bevul.6G247100.1.p, Bevul.6G247200.1.p, Bevul.6G246900.1.p, Bevul.4G069200.1.p, Bevul.4G069300.1.p, Bevul.4G202700.1.p
OG0000293	Av_00002259-RA	Bevul.5G261600.1.p
OG0000293	Av_00022981-RA, Av_00001335-RA, Av_00015129-RA, Av_00021052-RA	Bevul.4G172700.1.p
OG0000294	Av_00016133-RA, Av_00016751-RA	Bevul.4G126500.1.p
OG0000295	Av_00013205-RA, Av_00018795-RA	Bevul.3G173400.1.p
OG0000295	Av_00004640-RA, Av_00019262-RA, Av_00024759-RA	Bevul.2G155500.3.p, Bevul.2G155500.1.p, Bevul.2G155500.2.p
OG0000296	Av_00017187-RA, Av_00012645-RA	Bevul.7G076500.1.p
OG0000296	Av_00014149-RA, Av_00005603-RA, Av_00005975-RA	Bevul.8G049400.1.p
OG0000298	Av_00022919-RA, Av_00018105-RA	Bevul.7G174400.1.p, Bevul.7G174200.1.p
OG0000299	Av_00005627-RA	Bevul.6G021000.1.p, Bevul.6G020900.1.p
OG0000299	Av_00023775-RA	Bevul.9G052800.1.p
OG0000301	Av_00012772-RA, Av_00018519-RA, Av_00012701-RA, Av_00006224-RA, Av_00012771-RA	Bevul.9G059500.5.p, Bevul.9G059500.7.p, Bevul.9G059500.1.p, Bevul.9G059500.2.p, Bevul.9G059500.3.p, Bevul.9G059500.6.p, Bevul.9G059500.4.p
OG0000302	Av_00006379-RA	Bevul.6G109800.1.p
OG0000302	Av_00005789-RA, Av_00004954-RA	Bevul.2G197700.1.p
OG0000302	Av_00004974-RA	Bevul.2G210600.1.p
OG0000302	Av_00001688-RA, Av_00017656-RA	Bevul.7G141500.1.p
OG0000303	Av_00006444-RA, Av_00007518-RA	Bevul.6G247600.1.p
OG0000303	Av_00005745-RA, Av_00017301-RA, Av_00021390-RA, Av_00023774-RA, Av_00009132-RA	Bevul.2G221300.1.p
OG0000310	Av_00018710-RA	Bevul.4G113900.1.p, Bevul.3G125700.1.p, Bevul.2G076800.1.p, Bevul.1G082400.1.p, Bevul.5G099800.1.p, Bevul.4G075800.1.p, Bevul.2G068900.1.p
OG0000310	Av_00021463-RA	Bevul.1G092900.1.p, Bevul.7G124600.1.p, Bevul.3G148200.1.p, Bevul.9G045700.1.p, Bevul.3G155900.1.p, Bevul.7G132400.1.p, Bevul.2G136600.1.p, Bevul.9G081000.1.p, Bevul.2G068500.1.p, Bevul.3G166700.1.p, Bevul.6G075400.1.p, Bevul.4G050300.1.p, Bevul.6G176300.1.p, Bevul.6G176200.1.p, Bevul.6G153300.1.p, Bevul.2G077000.1.p, Bevul.4G113800.1.p, Bevul.6G159200.1.p, Bevul.5G174300.1.p, Bevul.7G140300.1.p, Bevul.8G110100.1.p, Bevul.8G058200.1.p, Bevul.5G146000.1.p, Bevul.6G145500.1.p, Bevul.5G140200.1.p, Bevul.7G110000.1.p, Bevul.1G107400.1.p, Bevul.4G112000.1.p, Bevul.2G124200.1.p, Bevul.9G093900.1.p
OG0000311	Av_00013165-RA	Bevul.3G197600.1.p
OG0000311	Av_00021723-RA, Av_00013166-RA	Bevul.3G198600.1.p, Bevul.3G198800.1.p, Bevul.3G198700.1.p, Bevul.3G198400.1.p, Bevul.3G198300.1.p, Bevul.3G198500.1.p, Bevul.3G198900.1.p, Bevul.3G199000.1.p, Bevul.3G198000.1.p, Bevul.3G197800.1.p, Bevul.3G040400.1.p, Bevul.3G197900.1.p
OG0000313	Av_00007312-RA	Bevul.9G224100.1.p
OG0000313	Av_00020737-RA	Bevul.6G196100.1.p
OG0000313	Av_00012410-RA, Av_00011285-RA	Bevul.5G207100.1.p
OG0000314	Av_00020896-RA, Av_00013471-RA	Bevul.7G053600.1.p
OG0000315	Av_00023261-RA	Bevul.3G189600.1.p, Bevul.9G158600.1.p, Bevul.9G158500.1.p, Bevul.9G158800.1.p
OG0000316	Av_00001032-RA, Av_00018224-RA	Bevul.8G152600.1.p
OG0000316	Av_00004406-RA, Av_00001087-RA	Bevul.2G130200.5.p, Bevul.2G130200.8.p, Bevul.2G130200.2.p, Bevul.2G130200.10.p, Bevul.2G130200.4.p, Bevul.2G130200.7.p, Bevul.2G130200.3.p, Bevul.2G130200.9.p, Bevul.2G130200.6.p, Bevul.2G130200.1.p
OG0000317	Av_00005842-RA, Av_00003793-RA, Av_00007385-RA, Av_00021641-RA, Av_00009053-RA	Bevul.8G172700.1.p
OG0000318	Av_00016108-RA, Av_00023640-RA	Bevul.3G042500.1.p
OG0000319	Av_00018339-RA	Bevul.2G063500.7.p, Bevul.2G063500.11.p, Bevul.2G063500.12.p, Bevul.2G063500.13.p, Bevul.2G063500.6.p, Bevul.2G063500.1.p, Bevul.2G063500.8.p, Bevul.2G063500.10.p, Bevul.2G063500.3.p, Bevul.2G063500.2.p, Bevul.2G063500.5.p, Bevul.2G063500.4.p, Bevul.2G063500.9.p
OG0000321	Av_00022737-RA	Bevul.7G219300.1.p
OG0000321	Av_00024697-RA, Av_00015135-RA, Av_00001344-RA	Bevul.4G127000.1.p
OG0000321	Av_00003437-RA, Av_00004792-RA	Bevul.5G250400.1.p
OG0000322	Av_00010517-RA, Av_00019167-RA	Bevul.6G212400.1.p, Bevul.6G212300.1.p
OG0000322	Av_00010529-RA	Bevul.7G097400.1.p, Bevul.7G097400.2.p, Bevul.7G097400.3.p, Bevul.7G097400.4.p, Bevul.7G097200.1.p, Bevul.7G097900.17.p, Bevul.7G097900.13.p, Bevul.7G097900.15.p, Bevul.7G097900.14.p, Bevul.7G097900.9.p, Bevul.7G097900.16.p, Bevul.7G097900.10.p, Bevul.7G097900.18.p, Bevul.7G097900.12.p, Bevul.7G097900.11.p, Bevul.7G097900.4.p, Bevul.7G097900.5.p, Bevul.7G097900.7.p, Bevul.7G097900.3.p, Bevul.7G097900.2.p, Bevul.7G097900.8.p, Bevul.7G097900.1.p, Bevul.7G097900.6.p
OG0000323	Av_00009642-RA, Av_00002228-RA, Av_00024035-RA, Av_00001478-RA	Bevul.7G120600.1.p
OG0000323	Av_00007405-RA, Av_00009030-RA	Bevul.6G056800.1.p
OG0000323	Av_00004878-RA, Av_00003773-RA, Av_00021623-RA	Bevul.1G028700.1.p
OG0000324	Av_00023687-RA	Bevul.5G153900.1.p
OG0000324	Av_00015158-RA	Bevul.4G039900.1.p
OG0000325	Av_00016435-RA	Bevul.1G052900.1.p
OG0000325	Av_00020995-RA	Bevul.6G180200.1.p, Bevul.6G180300.1.p
OG0000326	Av_00021579-RA, Av_00019248-RA	Bevul.6G026900.1.p
OG0000327	Av_00010005-RA, Av_00007907-RA	Bevul.1G001100.1.p
OG0000327	Av_00014198-RA	Bevul.6G053100.1.p
OG0000327	Av_00008017-RA	Bevul.9G113600.1.p, Bevul.9G113600.3.p, Bevul.9G113600.2.p
OG0000329	Av_00007998-RA, Av_00006804-RA	Bevul.9G209600.1.p
OG0000330	Av_00004644-RA, Av_00018236-RA	Bevul.2G159300.3.p, Bevul.2G159300.2.p, Bevul.2G159300.1.p
OG0000331	Av_00020033-RA, Av_00002903-RA	Bevul.7G044200.1.p
OG0000332	Av_00021251-RA, Av_00001092-RA	Bevul.3G020000.1.p, Bevul.3G019900.1.p
OG0000335	Av_00005401-RA, Av_00003312-RA, Av_00017008-RA, Av_00011573-RA	Bevul.6G123900.1.p
OG0000335	Av_00000699-RA	Bevul.3G209800.1.p
OG0000337	Av_00003729-RA	Bevul.8G078700.1.p, Bevul.8G078500.1.p, Bevul.8G078400.1.p
OG0000338	Av_00000459-RA, Av_00021592-RA	Bevul.6G020300.1.p
OG0000338	Av_00011169-RA, Av_00022467-RA	Bevul.9G170600.1.p
OG0000339	Av_00019345-RA	Bevul.1G060900.1.p
OG0000339	Av_00017230-RA, Av_00015810-RA	Bevul.1G018600.1.p, Bevul.1G018700.1.p, Bevul.1G018800.1.p
OG0000340	Av_00019542-RA	Bevul.8G167500.1.p, Bevul.8G167400.1.p
OG0000340	Av_00010470-RA	Bevul.7G026700.1.p, Bevul.7G021900.1.p, Bevul.7G022100.1.p, Bevul.7G021000.1.p, Bevul.7G021400.1.p, Bevul.7G021500.1.p, Bevul.7G021800.1.p, Bevul.7G021600.1.p, Bevul.7G021100.1.p, Bevul.7G021700.1.p, Bevul.7G021300.1.p, Bevul.8G167200.1.p, Bevul.6G115800.1.p, Bevul.6G211600.1.p
OG0000342	Av_00012047-RA	Bevul.2G155200.2.p, Bevul.2G155200.1.p
