Orthogroup	D_muscipula.proteins	B_vulgaris.proteins
OG0000096	Dm_00002220-RA	Bevul.6G093700.1.p, Bevul.6G094300.1.p, Bevul.6G093800.1.p, Bevul.6G093900.1.p, Bevul.6G094200.1.p, Bevul.6G094400.1.p, Bevul.6G094500.1.p, Bevul.6G120200.1.p
OG0000097	Dm_00005636-RA, Dm_00005630-RA	Bevul.5G215500.1.p
OG0000097	Dm_00006030-RA	Bevul.4G007500.1.p, Bevul.4G009100.1.p, Bevul.4G009300.1.p, Bevul.4G009200.1.p, Bevul.4G006500.1.p, Bevul.4G008300.1.p, Bevul.4G008400.1.p, Bevul.4G008500.1.p, Bevul.7G126500.1.p
OG0000098	Dm_00003034-RA	Bevul.1G023300.1.p
OG0000098	Dm_00015457-RA	Bevul.5G002300.1.p
OG0000098	Dm_00004482-RA, Dm_00015844-RA	Bevul.3G212800.1.p
OG0000098	Dm_00003528-RA	Bevul.7G197100.1.p
OG0000098	Dm_00013312-RA, Dm_00006029-RA	Bevul.5G030900.1.p
OG0000101	Dm_00005058-RA	Bevul.9G147500.1.p, Bevul.3G108700.1.p, Bevul.1G020800.1.p
OG0000101	Dm_00012329-RA	Bevul.9G102800.1.p
OG0000101	Dm_00017960-RA, Dm_00019229-RA, Dm_00011937-RA, Dm_00005564-RA, Dm_00020741-RA, Dm_00012123-RA	Bevul.9G113100.1.p, Bevul.2G059600.1.p, Bevul.7G077300.1.p, Bevul.4G099000.1.p, Bevul.1G205800.1.p, Bevul.2G065000.1.p, Bevul.4G142100.1.p, Bevul.5G108000.1.p, Bevul.8G146200.1.p, Bevul.3G140200.1.p, Bevul.7G057600.1.p, Bevul.7G100000.1.p, Bevul.6G125200.1.p, Bevul.7G113700.1.p, Bevul.2G128600.1.p, Bevul.8G100400.1.p, Bevul.1G095300.1.p, Bevul.8G071600.1.p, Bevul.8G119000.1.p, Bevul.8G055900.1.p, Bevul.9G046400.1.p, Bevul.7G074800.1.p, Bevul.8G032100.1.p, Bevul.4G088500.1.p, Bevul.9G059600.1.p, Bevul.6G179000.1.p, Bevul.9G001300.1.p, Bevul.9G022700.1.p, Bevul.4G134400.1.p, Bevul.4G091700.1.p, Bevul.6G180800.1.p, Bevul.5G090600.1.p, Bevul.1G020700.1.p, Bevul.6G130500.1.p, Bevul.7G010300.1.p, Bevul.7G149100.1.p
OG0000102	Dm_00021072-RA, Dm_00017323-RA, Dm_00018155-RA	Bevul.1G039700.1.p, Bevul.8G011800.1.p, Bevul.8G011900.1.p, Bevul.8G012000.1.p
OG0000102	Dm_00000680-RA, Dm_00013767-RA, Dm_00001451-RA	Bevul.8G011700.1.p
OG0000103	Dm_00020702-RA	Bevul.4G072400.1.p, Bevul.4G093400.1.p
OG0000103	Dm_00001448-RA	Bevul.8G030200.1.p
OG0000103	Dm_00020247-RA	Bevul.3G111000.1.p
OG0000104	Dm_00012898-RA	Bevul.7G018600.1.p
OG0000104	Dm_00001406-RA	Bevul.7G018700.1.p
OG0000105	Dm_00012589-RA	Bevul.6G149400.1.p
OG0000105	Dm_00013721-RA	Bevul.8G035800.1.p
OG0000105	Dm_00001881-RA	Bevul.4G003500.1.p
OG0000105	Dm_00000769-RA, Dm_00001787-RA	Bevul.7G031800.2.p, Bevul.7G031800.1.p
OG0000105	Dm_00006766-RA	Bevul.7G230900.1.p
OG0000106	Dm_00014066-RA, Dm_00019398-RA, Dm_00003375-RA, Dm_00016346-RA, Dm_00019397-RA, Dm_00014065-RA, Dm_00017534-RA, Dm_00020809-RA	Bevul.9G126800.1.p, Bevul.9G127200.1.p, Bevul.9G127500.1.p, Bevul.9G126400.1.p, Bevul.9G126500.1.p, Bevul.9G127300.1.p, Bevul.9G127000.1.p, Bevul.9G127600.1.p, Bevul.9G127100.1.p, Bevul.9G127400.1.p, Bevul.9G126600.1.p, Bevul.9G126300.1.p, Bevul.9G126900.1.p, Bevul.9G126700.1.p, Bevul.9G127700.1.p, Bevul.9G127800.1.p, Bevul.9G126200.1.p
OG0000107	Dm_00002832-RA, Dm_00001602-RA	Bevul.6G135200.1.p
OG0000107	Dm_00001603-RA	Bevul.6G135100.1.p
OG0000108	Dm_00018091-RA, Dm_00012144-RA, Dm_00009382-RA	Bevul.8G206000.1.p, Bevul.4G117300.1.p, Bevul.9G172600.1.p
OG0000108	Dm_00014168-RA	Bevul.8G078900.1.p
OG0000109	Dm_00003433-RA	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p
OG0000109	Dm_00007914-RA	Bevul.6G028900.1.p
OG0000109	Dm_00012182-RA	Bevul.1G164200.1.p
OG0000110	Dm_00010771-RA	Bevul.3G149500.1.p
OG0000110	Dm_00016846-RA	Bevul.1G060000.1.p
OG0000113	Dm_00016399-RA	Bevul.2G177100.1.p
OG0000113	Dm_00006694-RA, Dm_00006695-RA	Bevul.5G004000.1.p
OG0000113	Dm_00006693-RA	Bevul.5G004200.1.p, Bevul.5G004300.1.p
OG0000114	Dm_00013880-RA	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p, Bevul.8G062400.1.p, Bevul.8G062300.1.p, Bevul.8G062100.1.p, Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p, Bevul.9G088300.1.p
OG0000115	Dm_00005936-RA, Dm_00005937-RA	Bevul.3G216700.1.p
OG0000116	Dm_00014421-RA, Dm_00016555-RA, Dm_00004779-RA, Dm_00008694-RA	Bevul.5G013500.1.p
OG0000118	Dm_00001565-RA	Bevul.5G021700.1.p, Bevul.7G094000.1.p
OG0000118	Dm_00002039-RA, Dm_00015779-RA	Bevul.3G044400.1.p
OG0000118	Dm_00006495-RA	Bevul.6G031600.1.p, Bevul.9G136500.1.p, Bevul.1G187100.1.p
OG0000120	Dm_00019247-RA	Bevul.3G185900.1.p
OG0000120	Dm_00008637-RA	Bevul.3G186500.1.p
OG0000120	Dm_00001877-RA	Bevul.6G188900.1.p
OG0000120	Dm_00017614-RA	Bevul.1G164500.1.p
OG0000120	Dm_00017973-RA	Bevul.1G158600.1.p, Bevul.5G000300.1.p
OG0000121	Dm_00018618-RA	Bevul.4G108700.1.p
OG0000121	Dm_00014597-RA	Bevul.5G117700.1.p
OG0000122	Dm_00016543-RA	Bevul.3G142300.1.p
OG0000123	Dm_00013069-RA, Dm_00000436-RA	Bevul.2G026700.1.p
OG0000123	Dm_00020844-RA	Bevul.6G168100.1.p, Bevul.6G215400.1.p, Bevul.6G220300.1.p, Bevul.1G134500.1.p, Bevul.1G134800.1.p, Bevul.1G134700.1.p, Bevul.1G134600.1.p
OG0000124	Dm_00007112-RA	Bevul.5G072700.1.p, Bevul.9G009700.1.p, Bevul.3G141000.1.p
OG0000125	Dm_00004819-RA	Bevul.7G078600.1.p
OG0000125	Dm_00000561-RA	Bevul.4G149700.1.p, Bevul.4G149400.1.p, Bevul.4G149500.1.p, Bevul.4G149600.1.p
OG0000125	Dm_00019657-RA	Bevul.3G150600.1.p
OG0000126	Dm_00013494-RA, Dm_00013054-RA, Dm_00015159-RA, Dm_00003938-RA, Dm_00018601-RA, Dm_00016736-RA, Dm_00013187-RA	Bevul.8G088900.1.p, Bevul.2G070700.1.p, Bevul.6G164800.1.p, Bevul.9G102100.1.p
OG0000126	Dm_00013615-RA, Dm_00008989-RA, Dm_00019585-RA, Dm_00014582-RA, Dm_00013055-RA, Dm_00019584-RA, Dm_00015158-RA, Dm_00010317-RA, Dm_00008656-RA, Dm_00019799-RA, Dm_00018600-RA, Dm_00011437-RA, Dm_00016504-RA	Bevul.2G098000.1.p, Bevul.9G103400.1.p
OG0000127	Dm_00001228-RA	Bevul.4G194200.1.p
OG0000127	Dm_00006084-RA	Bevul.7G087800.1.p
OG0000129	Dm_00018929-RA, Dm_00010360-RA	Bevul.2G003900.1.p, Bevul.2G004000.1.p
OG0000129	Dm_00019326-RA	Bevul.2G004200.1.p
OG0000131	Dm_00020931-RA, Dm_00002070-RA	Bevul.2G009600.1.p, Bevul.2G008900.1.p, Bevul.8G138700.1.p, Bevul.8G138600.1.p, Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p, Bevul.1G041300.1.p, Bevul.8G138100.1.p, Bevul.8G138300.1.p, Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p, Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p, Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p
OG0000135	Dm_00020801-RA	Bevul.7G173200.1.p, Bevul.7G173300.1.p
OG0000135	Dm_00015604-RA	Bevul.2G140100.1.p
OG0000135	Dm_00010230-RA	Bevul.2G126000.1.p
OG0000135	Dm_00006540-RA, Dm_00009257-RA	Bevul.7G150000.1.p
OG0000135	Dm_00010456-RA, Dm_00019007-RA	Bevul.2G120400.1.p
OG0000136	Dm_00009414-RA	Bevul.1G025900.1.p
OG0000136	Dm_00005806-RA	Bevul.6G031700.1.p
OG0000137	Dm_00020784-RA, Dm_00016612-RA, Dm_00005256-RA, Dm_00006644-RA, Dm_00015272-RA, Dm_00020969-RA, Dm_00020646-RA	Bevul.3G085500.1.p
OG0000138	Dm_00008855-RA	Bevul.6G121200.1.p
OG0000138	Dm_00019040-RA	Bevul.2G230200.1.p
OG0000139	Dm_00010302-RA, Dm_00016348-RA, Dm_00002446-RA	Bevul.2G223600.2.p, Bevul.2G223600.1.p, Bevul.2G223700.1.p, Bevul.2G223000.1.p
OG0000139	Dm_00018590-RA	Bevul.2G223200.1.p, Bevul.2G223300.1.p, Bevul.2G223500.1.p, Bevul.2G223100.1.p
OG0000140	Dm_00010965-RA	Bevul.9G004400.1.p, Bevul.1G171700.1.p, Bevul.9G004300.1.p, Bevul.9G004100.1.p, Bevul.1G171600.1.p
OG0000143	Dm_00008555-RA	Bevul.9G147700.1.p
OG0000143	Dm_00003928-RA	Bevul.1G103500.1.p, Bevul.1G103700.1.p
OG0000144	Dm_00009755-RA	Bevul.6G096000.1.p
OG0000145	Dm_00017523-RA	Bevul.1G166900.1.p
OG0000146	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA	Bevul.7G207800.1.p
OG0000147	Dm_00012154-RA	Bevul.7G065100.1.p
OG0000147	Dm_00004214-RA	Bevul.9G048300.1.p
OG0000148	Dm_00003748-RA	Bevul.7G204000.1.p
OG0000148	Dm_00012196-RA	Bevul.2G230800.4.p, Bevul.2G230800.3.p, Bevul.2G230800.1.p, Bevul.2G230800.2.p, Bevul.2G230800.5.p
OG0000149	Dm_00013011-RA	Bevul.2G168000.1.p
OG0000152	Dm_00019913-RA	Bevul.2G056700.1.p
OG0000152	Dm_00004775-RA	Bevul.4G146800.1.p, Bevul.7G045900.1.p
OG0000152	Dm_00014149-RA, Dm_00020320-RA, Dm_00016601-RA	Bevul.7G211300.1.p, Bevul.7G211500.1.p, Bevul.7G211400.1.p, Bevul.7G211000.1.p
OG0000153	Dm_00003098-RA	Bevul.7G062900.2.p, Bevul.7G062900.1.p
OG0000153	Dm_00019288-RA	Bevul.9G035000.1.p
OG0000153	Dm_00004902-RA, Dm_00004472-RA	Bevul.4G177400.1.p
OG0000155	Dm_00014490-RA	Bevul.7G090100.1.p
OG0000155	Dm_00017503-RA	Bevul.4G034200.1.p, Bevul.7G089100.1.p, Bevul.7G089300.1.p
OG0000156	Dm_00000763-RA	Bevul.8G213200.1.p
OG0000156	Dm_00015627-RA	Bevul.2G151900.1.p
OG0000156	Dm_00010080-RA, Dm_00011484-RA	Bevul.7G050500.1.p
OG0000157	Dm_00015255-RA	Bevul.5G108100.1.p
OG0000157	Dm_00017223-RA	Bevul.4G083400.1.p
OG0000157	Dm_00002335-RA	Bevul.9G189900.1.p
OG0000157	Dm_00004388-RA	Bevul.8G171800.1.p
OG0000159	Dm_00004560-RA	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p, Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p
OG0000159	Dm_00000193-RA	Bevul.3G025700.1.p
OG0000160	Dm_00000160-RA	Bevul.1G045000.1.p
OG0000160	Dm_00002270-RA, Dm_00012322-RA	Bevul.6G075500.1.p, Bevul.6G075600.1.p
OG0000162	Dm_00020718-RA, Dm_00002774-RA	Bevul.6G132800.1.p
OG0000163	Dm_00005033-RA, Dm_00013005-RA, Dm_00002817-RA, Dm_00007859-RA	Bevul.8G133500.1.p
OG0000163	Dm_00011806-RA	Bevul.7G172600.1.p
OG0000163	Dm_00003550-RA	Bevul.4G129500.1.p
OG0000164	Dm_00019025-RA, Dm_00020584-RA, Dm_00020207-RA	Bevul.8G102300.1.p
OG0000164	Dm_00014735-RA, Dm_00018986-RA	Bevul.9G101700.1.p
OG0000164	Dm_00000108-RA	Bevul.8G185900.1.p
OG0000168	Dm_00004247-RA, Dm_00004248-RA	Bevul.4G112700.1.p
OG0000169	Dm_00001981-RA	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p
OG0000169	Dm_00003996-RA	Bevul.4G161600.1.p, Bevul.4G200900.1.p
OG0000170	Dm_00008657-RA	Bevul.2G225800.2.p, Bevul.2G225800.3.p, Bevul.2G225800.1.p
OG0000170	Dm_00013647-RA	Bevul.7G199000.1.p
OG0000170	Dm_00015271-RA	Bevul.5G024800.1.p
OG0000170	Dm_00003497-RA, Dm_00003545-RA	Bevul.3G010800.1.p, Bevul.4G131200.1.p
OG0000171	Dm_00017813-RA, Dm_00000656-RA, Dm_00009503-RA	Bevul.9G215000.1.p
OG0000171	Dm_00018421-RA	Bevul.8G199500.1.p
OG0000171	Dm_00010899-RA	Bevul.5G069700.1.p, Bevul.1G140100.1.p
OG0000172	Dm_00001563-RA, Dm_00000012-RA	Bevul.7G001900.2.p, Bevul.7G001900.6.p, Bevul.7G001900.11.p, Bevul.7G001900.5.p, Bevul.7G001900.4.p, Bevul.7G001900.10.p, Bevul.7G001900.1.p, Bevul.7G001900.12.p, Bevul.7G001900.9.p, Bevul.7G001900.8.p, Bevul.7G001900.3.p, Bevul.7G001900.7.p
OG0000173	Dm_00013472-RA, Dm_00002263-RA, Dm_00011528-RA	Bevul.4G162300.1.p, Bevul.1G005600.1.p, Bevul.2G079700.1.p, Bevul.5G046300.1.p, Bevul.4G157200.1.p, Bevul.9G109800.1.p, Bevul.7G133800.1.p
OG0000179	Dm_00013947-RA, Dm_00016891-RA	Bevul.2G110200.2.p, Bevul.2G110200.8.p, Bevul.2G110200.1.p, Bevul.2G110200.6.p, Bevul.2G110200.7.p, Bevul.2G110200.3.p, Bevul.2G110200.5.p, Bevul.2G110200.4.p
OG0000179	Dm_00014782-RA	Bevul.7G070800.1.p
OG0000179	Dm_00017688-RA, Dm_00018639-RA	Bevul.6G223700.1.p
OG0000180	Dm_00014427-RA	Bevul.8G146900.1.p
OG0000180	Dm_00015134-RA	Bevul.7G102400.1.p
OG0000181	Dm_00001869-RA	Bevul.4G182800.1.p
OG0000182	Dm_00013542-RA, Dm_00004694-RA	Bevul.9G050000.1.p, Bevul.9G050400.1.p, Bevul.7G057200.1.p
OG0000183	Dm_00006578-RA, Dm_00003753-RA	Bevul.9G079300.1.p, Bevul.9G079300.2.p, Bevul.9G079400.3.p, Bevul.9G079400.2.p, Bevul.9G079400.5.p, Bevul.9G079400.1.p, Bevul.9G079400.6.p, Bevul.9G079400.4.p
OG0000183	Dm_00000721-RA	Bevul.8G021800.1.p
OG0000184	Dm_00010841-RA	Bevul.5G055500.1.p, Bevul.5G006400.1.p, Bevul.3G009900.1.p, Bevul.3G009800.1.p
OG0000184	Dm_00009564-RA	Bevul.3G010600.1.p, Bevul.3G010700.1.p, Bevul.3G010400.1.p, Bevul.3G010500.1.p, Bevul.3G010100.1.p, Bevul.9G036100.4.p, Bevul.9G036100.2.p, Bevul.9G036100.5.p, Bevul.9G036100.3.p, Bevul.9G036100.1.p, Bevul.9G036100.6.p, Bevul.3G010300.1.p, Bevul.3G010200.1.p, Bevul.3G010000.1.p, Bevul.3G207900.1.p
OG0000185	Dm_00008201-RA	Bevul.4G141300.1.p
OG0000185	Dm_00019609-RA	Bevul.3G113800.1.p
OG0000186	Dm_00012498-RA	Bevul.6G197200.1.p
OG0000187	Dm_00000289-RA	Bevul.6G205300.1.p, Bevul.5G156700.1.p
OG0000188	Dm_00004072-RA, Dm_00020166-RA	Bevul.1G182700.1.p
OG0000189	Dm_00005825-RA	Bevul.6G195200.1.p
OG0000189	Dm_00009082-RA	Bevul.2G095900.6.p, Bevul.2G095900.9.p, Bevul.2G095900.7.p, Bevul.2G095900.3.p, Bevul.2G095900.8.p, Bevul.2G095900.4.p, Bevul.2G095900.10.p, Bevul.2G095900.2.p, Bevul.2G095900.5.p, Bevul.2G095900.1.p
OG0000191	Dm_00020682-RA	Bevul.4G032100.1.p
OG0000191	Dm_00017204-RA, Dm_00008634-RA, Dm_00012017-RA, Dm_00008636-RA, Dm_00017241-RA, Dm_00010364-RA	Bevul.3G186600.1.p
OG0000192	Dm_00001966-RA	Bevul.4G209900.1.p
OG0000192	Dm_00007600-RA	Bevul.4G215700.1.p
OG0000193	Dm_00019935-RA	Bevul.9G221000.1.p
OG0000198	Dm_00010685-RA	Bevul.7G208800.1.p
OG0000198	Dm_00011593-RA, Dm_00017623-RA	Bevul.2G099600.1.p
OG0000199	Dm_00014546-RA	Bevul.3G145500.1.p
OG0000199	Dm_00013937-RA, Dm_00001731-RA	Bevul.9G180000.1.p
OG0000199	Dm_00000116-RA, Dm_00001028-RA	Bevul.8G190400.1.p
OG0000200	Dm_00018449-RA	Bevul.6G023300.1.p, Bevul.6G023400.1.p
OG0000200	Dm_00011732-RA	Bevul.6G023500.1.p
OG0000201	Dm_00010307-RA	Bevul.4G215600.1.p
OG0000203	Dm_00016637-RA	Bevul.1G178500.1.p
OG0000206	Dm_00018567-RA	Bevul.8G198400.1.p
OG0000206	Dm_00006201-RA, Dm_00020951-RA	Bevul.9G063000.1.p, Bevul.9G063000.2.p
OG0000206	Dm_00018450-RA	Bevul.4G248800.1.p
OG0000207	Dm_00008540-RA, Dm_00012316-RA	Bevul.5G245900.1.p
OG0000207	Dm_00012138-RA, Dm_00009219-RA	Bevul.2G228300.1.p
OG0000207	Dm_00020776-RA	Bevul.5G121000.1.p
OG0000207	Dm_00005362-RA	Bevul.1G129000.1.p
OG0000208	Dm_00010303-RA	Bevul.7G163900.1.p, Bevul.7G164000.1.p, Bevul.7G164100.1.p
OG0000211	Dm_00010386-RA	Bevul.5G186400.1.p
OG0000211	Dm_00001989-RA, Dm_00005372-RA	Bevul.6G233100.1.p
OG0000213	Dm_00011152-RA, Dm_00001766-RA	Bevul.3G124000.1.p, Bevul.4G174400.1.p, Bevul.1G059600.1.p
OG0000216	Dm_00003598-RA, Dm_00004133-RA	Bevul.4G014500.1.p
OG0000216	Dm_00001128-RA, Dm_00015348-RA	Bevul.5G223900.1.p
OG0000216	Dm_00004892-RA	Bevul.3G072500.1.p
OG0000218	Dm_00015495-RA	Bevul.5G093100.1.p
OG0000220	Dm_00001513-RA, Dm_00001514-RA, Dm_00020024-RA, Dm_00014687-RA, Dm_00017640-RA	Bevul.5G254800.1.p, Bevul.4G039300.1.p, Bevul.4G039700.1.p, Bevul.4G039100.1.p, Bevul.4G039200.1.p, Bevul.4G040000.1.p, Bevul.4G039600.1.p
OG0000221	Dm_00003470-RA	Bevul.1G039400.1.p
OG0000221	Dm_00006083-RA	Bevul.2G076500.1.p, Bevul.2G076400.2.p, Bevul.2G076400.1.p, Bevul.2G076400.3.p, Bevul.2G076100.1.p, Bevul.2G076200.1.p, Bevul.2G076300.1.p
OG0000221	Dm_00019483-RA	Bevul.5G137400.1.p
OG0000222	Dm_00007071-RA	Bevul.5G097700.1.p
OG0000222	Dm_00007034-RA	Bevul.3G093600.1.p
OG0000222	Dm_00020094-RA	Bevul.7G106100.1.p
OG0000222	Dm_00010493-RA	Bevul.3G235800.1.p
OG0000224	Dm_00004529-RA	Bevul.8G027100.1.p
OG0000224	Dm_00007961-RA, Dm_00003159-RA	Bevul.9G074900.1.p
OG0000227	Dm_00015659-RA	Bevul.5G133900.1.p
OG0000227	Dm_00005804-RA, Dm_00008810-RA	Bevul.2G232500.1.p
OG0000228	Dm_00000277-RA, Dm_00000967-RA	Bevul.5G158400.1.p
OG0000229	Dm_00007169-RA	Bevul.6G023700.1.p
OG0000229	Dm_00005607-RA	Bevul.9G167400.1.p
OG0000230	Dm_00003037-RA	Bevul.1G021600.1.p
OG0000230	Dm_00003240-RA	Bevul.1G193800.1.p
OG0000230	Dm_00010795-RA, Dm_00008107-RA	Bevul.1G208600.1.p
OG0000231	Dm_00010742-RA, Dm_00004433-RA	Bevul.5G209400.1.p
OG0000231	Dm_00003957-RA	Bevul.6G193600.1.p
OG0000232	Dm_00006467-RA	Bevul.4G050800.1.p
OG0000235	Dm_00007259-RA, Dm_00014092-RA	Bevul.4G242500.1.p
OG0000235	Dm_00019411-RA, Dm_00008269-RA	Bevul.3G183600.1.p, Bevul.3G183600.2.p
OG0000236	Dm_00018982-RA, Dm_00017997-RA	Bevul.7G189400.1.p, Bevul.7G189300.1.p
OG0000236	Dm_00014567-RA	Bevul.2G242400.1.p
OG0000237	Dm_00018021-RA	Bevul.5G123200.1.p
OG0000237	Dm_00020449-RA, Dm_00012499-RA, Dm_00016086-RA, Dm_00020474-RA, Dm_00003780-RA, Dm_00020796-RA, Dm_00013456-RA, Dm_00019147-RA, Dm_00017112-RA, Dm_00021042-RA, Dm_00017255-RA, Dm_00020870-RA, Dm_00019186-RA, Dm_00016681-RA, Dm_00016905-RA, Dm_00017807-RA, Dm_00018027-RA, Dm_00011144-RA, Dm_00018367-RA, Dm_00016384-RA, Dm_00017872-RA, Dm_00014800-RA, Dm_00020892-RA, Dm_00020251-RA, Dm_00010168-RA, Dm_00013681-RA, Dm_00020234-RA, Dm_00015063-RA, Dm_00017531-RA, Dm_00015894-RA, Dm_00019345-RA, Dm_00020861-RA, Dm_00011777-RA, Dm_00019894-RA, Dm_00015369-RA, Dm_00012980-RA, Dm_00019841-RA, Dm_00006609-RA, Dm_00003703-RA, Dm_00014383-RA, Dm_00014038-RA, Dm_00013368-RA	Bevul.9G082800.1.p
OG0000238	Dm_00007192-RA, Dm_00008221-RA, Dm_00008223-RA, Dm_00008222-RA	Bevul.4G016400.1.p
OG0000238	Dm_00011911-RA	Bevul.6G088400.1.p, Bevul.6G088500.1.p, Bevul.6G088700.1.p
OG0000240	Dm_00003698-RA	Bevul.4G101100.1.p
OG0000240	Dm_00007397-RA, Dm_00010486-RA	Bevul.9G104300.1.p
OG0000241	Dm_00008568-RA	Bevul.3G200600.1.p, Bevul.3G200500.1.p
OG0000241	Dm_00004181-RA	Bevul.9G027900.1.p, Bevul.5G072900.1.p, Bevul.2G153100.1.p, Bevul.5G073000.1.p, Bevul.5G072500.1.p, Bevul.5G072600.1.p
OG0000242	Dm_00012845-RA	Bevul.1G205000.1.p
OG0000242	Dm_00002713-RA	Bevul.1G204800.1.p, Bevul.1G204900.1.p
OG0000243	Dm_00017507-RA	Bevul.5G010600.1.p
OG0000244	Dm_00010726-RA	Bevul.3G089600.1.p
OG0000244	Dm_00003192-RA	Bevul.7G117300.1.p
OG0000244	Dm_00004109-RA, Dm_00003980-RA, Dm_00005516-RA	Bevul.1G134200.1.p
OG0000245	Dm_00007470-RA, Dm_00005273-RA, Dm_00007469-RA	Bevul.7G065600.1.p
OG0000246	Dm_00002182-RA, Dm_00016375-RA, Dm_00020254-RA	Bevul.5G134400.1.p, Bevul.9G063900.1.p, Bevul.2G086400.1.p, Bevul.2G066500.1.p, Bevul.8G055100.1.p, Bevul.4G125400.1.p, Bevul.4G015800.1.p, Bevul.3G093800.1.p, Bevul.5G115000.1.p, Bevul.1G168400.1.p, Bevul.7G003400.1.p, Bevul.5G188200.1.p, Bevul.9G185100.1.p
OG0000248	Dm_00014126-RA	Bevul.3G115500.1.p
OG0000248	Dm_00006793-RA	Bevul.6G185800.1.p, Bevul.2G214800.1.p
OG0000249	Dm_00007674-RA, Dm_00006387-RA	Bevul.4G249800.1.p
OG0000249	Dm_00018649-RA	Bevul.3G175400.1.p
OG0000249	Dm_00010765-RA	Bevul.5G193200.1.p
OG0000250	Dm_00013845-RA	Bevul.4G171700.1.p
OG0000250	Dm_00012773-RA	Bevul.5G259900.1.p
OG0000250	Dm_00014769-RA, Dm_00017039-RA	Bevul.1G168100.1.p
OG0000251	Dm_00015938-RA	Bevul.4G067500.1.p
OG0000251	Dm_00009500-RA, Dm_00001044-RA	Bevul.2G240900.1.p, Bevul.2G240900.2.p
OG0000252	Dm_00011892-RA	Bevul.6G013200.1.p
OG0000254	Dm_00014114-RA, Dm_00007185-RA	Bevul.2G148400.1.p, Bevul.2G148400.2.p
OG0000256	Dm_00011654-RA	Bevul.3G070300.1.p
OG0000256	Dm_00020630-RA, Dm_00020395-RA, Dm_00004520-RA	Bevul.1G164900.1.p, Bevul.1G165000.1.p, Bevul.1G164800.1.p, Bevul.1G164700.1.p
OG0000257	Dm_00020715-RA	Bevul.6G190700.1.p
OG0000257	Dm_00011295-RA	Bevul.8G177000.1.p
OG0000262	Dm_00000606-RA, Dm_00000607-RA	Bevul.4G204200.1.p
OG0000262	Dm_00002554-RA	Bevul.3G231200.1.p
OG0000262	Dm_00014915-RA	Bevul.4G064100.1.p
OG0000264	Dm_00010481-RA	Bevul.8G075700.1.p
OG0000265	Dm_00012299-RA	Bevul.4G068500.1.p
OG0000265	Dm_00006575-RA	Bevul.9G079000.1.p, Bevul.5G096700.1.p, Bevul.9G078900.1.p
OG0000266	Dm_00005517-RA, Dm_00006442-RA	Bevul.8G059100.1.p
OG0000267	Dm_00003016-RA	Bevul.8G130400.1.p
OG0000268	Dm_00019727-RA	Bevul.2G179700.1.p
OG0000268	Dm_00004823-RA	Bevul.9G193100.1.p
OG0000269	Dm_00013579-RA	Bevul.9G116500.3.p, Bevul.9G116500.1.p, Bevul.9G116500.2.p
OG0000269	Dm_00014933-RA	Bevul.2G153900.6.p, Bevul.2G153900.1.p, Bevul.2G153900.2.p, Bevul.2G153900.3.p, Bevul.2G153900.4.p, Bevul.2G153900.5.p
OG0000270	Dm_00004263-RA, Dm_00006561-RA	Bevul.7G175400.1.p, Bevul.7G175500.1.p
OG0000271	Dm_00002603-RA, Dm_00010741-RA	Bevul.5G207400.1.p, Bevul.2G155000.1.p, Bevul.2G154900.1.p
