Orthogroup	D_muscipula.proteins	V_vinifera.proteins
OG0000129	Dm_00019326-RA	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1, VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3
OG0000131	Dm_00020931-RA, Dm_00002070-RA	VIT_209s0002g01320.1, VIT_218s0086g00410.1, VIT_207s0005g05920.1, VIT_207s0005g05910.1, VIT_207s0005g05930.1, VIT_207s0005g05985.1, VIT_212s0059g00740.1, VIT_218s0086g00590.1, VIT_209s0002g01330.1, VIT_209s0002g01340.1
OG0000134	Dm_00002439-RA, Dm_00009619-RA, Dm_00002440-RA	VIT_218s0001g10930.1, VIT_218s0001g10910.1, VIT_218s0001g10870.1, VIT_218s0001g10870.2, VIT_218s0001g10830.1, VIT_218s0001g10830.2, VIT_218s0001g10830.3, VIT_218s0001g10940.1, VIT_218s0001g10970.1, VIT_218s0001g10950.1, VIT_218s0001g11010.3, VIT_218s0001g11010.1, VIT_218s0001g11010.2, VIT_218s0001g10880.1, VIT_218s0001g10920.1
OG0000135	Dm_00015604-RA	VIT_204s0008g01360.1
OG0000135	Dm_00006540-RA, Dm_00009257-RA	VIT_209s0054g01060.1
OG0000135	Dm_00010456-RA, Dm_00019007-RA	VIT_211s0065g00390.1
OG0000136	Dm_00005806-RA	VIT_204s0023g03860.3, VIT_204s0023g03860.1, VIT_204s0023g03860.2
OG0000137	Dm_00020784-RA, Dm_00016612-RA, Dm_00005256-RA, Dm_00006644-RA, Dm_00015272-RA, Dm_00020969-RA, Dm_00020646-RA	VIT_205s0077g01690.1, VIT_205s0077g01520.1, VIT_205s0077g01680.1, VIT_207s0005g00930.1
OG0000138	Dm_00019040-RA	VIT_213s0019g01890.1
OG0000139	Dm_00010302-RA, Dm_00016348-RA, Dm_00002446-RA	VIT_213s0019g02960.1
OG0000140	Dm_00010965-RA	VIT_210s0071g00380.1, VIT_210s0071g00560.1, VIT_210s0071g00510.1
OG0000142	Dm_00012078-RA, Dm_00012077-RA	VIT_209s0002g06202.1, VIT_209s0002g06210.2, VIT_209s0002g06210.1, VIT_209s0002g06136.1, VIT_209s0002g06136.2, VIT_209s0002g00190.1, VIT_209s0002g00250.1, VIT_209s0096g00200.1, VIT_209s0096g00760.1, VIT_209s0096g00420.1, VIT_209s0002g06140.1, VIT_209s0002g06260.1, VIT_209s0002g06240.2, VIT_209s0002g06240.1, VIT_209s0096g00390.1, VIT_209s0002g06230.1, VIT_209s0096g00840.1, VIT_209s0018g00480.1, VIT_209s0002g06133.1, VIT_209s0002g06152.1, VIT_209s0002g00270.1, VIT_209s0096g00830.1, VIT_211s0037g01270.1
OG0000143	Dm_00003928-RA	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1
OG0000144	Dm_00009698-RA, Dm_00010190-RA	VIT_212s0035g00310.1
OG0000144	Dm_00011268-RA	VIT_212s0035g00310.2
OG0000145	Dm_00017523-RA	VIT_206s0061g00620.1, VIT_206s0061g00670.1, VIT_206s0061g00670.2, VIT_206s0061g00640.1, VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1, VIT_202s0025g04510.1
OG0000146	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1
OG0000147	Dm_00012154-RA	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1
OG0000147	Dm_00004214-RA	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6
OG0000148	Dm_00003748-RA	VIT_206s0004g04960.1, VIT_206s0004g04950.1
OG0000148	Dm_00012196-RA	VIT_213s0019g01710.2, VIT_213s0019g01710.1, VIT_213s0019g01810.2, VIT_213s0019g01810.1, VIT_213s0019g01780.1, VIT_213s0019g01790.1, VIT_213s0019g01700.1
OG0000148	Dm_00014512-RA	VIT_208s0007g00510.1, VIT_208s0007g00510.2, VIT_208s0007g00510.3
OG0000149	Dm_00013011-RA	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1
OG0000149	Dm_00002696-RA	VIT_213s0047g00371.1, VIT_213s0047g00372.1, VIT_215s0021g02430.1
OG0000152	Dm_00019913-RA	VIT_206s0061g00870.1
OG0000152	Dm_00014149-RA, Dm_00020320-RA, Dm_00016601-RA	VIT_206s0004g04250.1
OG0000153	Dm_00003098-RA	VIT_206s0004g03490.1
OG0000154	Dm_00006672-RA, Dm_00009628-RA, Dm_00005408-RA	VIT_201s0127g00440.1, VIT_201s0127g00440.4, VIT_201s0127g00440.3, VIT_201s0127g00440.5, VIT_201s0127g00440.2
OG0000155	Dm_00014490-RA, Dm_00017503-RA	VIT_207s0104g01420.1
OG0000156	Dm_00000763-RA	VIT_211s0052g01490.1
OG0000156	Dm_00010080-RA, Dm_00011484-RA	VIT_208s0007g05030.1, VIT_206s0061g00470.1
OG0000157	Dm_00017223-RA	VIT_219s0014g00320.6, VIT_219s0014g00320.7, VIT_219s0014g00320.2, VIT_219s0014g00320.1, VIT_219s0014g00320.4, VIT_219s0014g00320.3, VIT_219s0014g00320.5
OG0000157	Dm_00002335-RA	VIT_209s0002g07340.1
OG0000157	Dm_00004388-RA	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1
OG0000159	Dm_00004560-RA	VIT_215s0048g02450.1, VIT_215s0048g02490.2, VIT_215s0048g02490.1, VIT_215s0048g02480.1
OG0000159	Dm_00000193-RA	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1
OG0000160	Dm_00000160-RA	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5
OG0000160	Dm_00002270-RA, Dm_00012322-RA	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5
OG0000162	Dm_00020718-RA, Dm_00002774-RA	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1
OG0000163	Dm_00013005-RA	VIT_207s0005g04785.1, VIT_216s0013g01295.1
OG0000163	Dm_00002817-RA, Dm_00007859-RA	VIT_207s0005g02970.1
OG0000163	Dm_00011806-RA	VIT_209s0002g01910.5, VIT_209s0002g01910.6, VIT_209s0002g01910.8, VIT_209s0002g01910.7, VIT_209s0002g01910.10, VIT_209s0002g01910.3, VIT_209s0002g01910.2, VIT_209s0002g01910.4, VIT_209s0002g01910.1
OG0000163	Dm_00003550-RA	VIT_214s0081g00160.2
OG0000164	Dm_00019025-RA, Dm_00020584-RA, Dm_00020207-RA	VIT_219s0014g01840.1, VIT_217s0053g00680.1
OG0000164	Dm_00014735-RA, Dm_00018986-RA	VIT_208s0007g04360.1, VIT_206s0061g01040.1
OG0000164	Dm_00000108-RA	VIT_211s0016g04620.1
OG0000168	Dm_00006284-RA	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4
OG0000168	Dm_00004247-RA, Dm_00004248-RA	VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3
OG0000169	Dm_00001981-RA	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1
OG0000169	Dm_00003996-RA	VIT_214s0060g02020.1, VIT_214s0060g02000.1
OG0000170	Dm_00013647-RA	VIT_206s0004g05530.1
OG0000170	Dm_00018535-RA	VIT_208s0056g00220.1
OG0000170	Dm_00015271-RA	VIT_202s0025g00480.1
OG0000170	Dm_00003497-RA, Dm_00003545-RA	VIT_205s0049g00890.1, VIT_205s0049g00890.2, VIT_214s0036g00370.1, VIT_214s0036g00370.2
OG0000171	Dm_00017813-RA, Dm_00000656-RA, Dm_00009503-RA	VIT_211s0016g03350.1, VIT_204s0008g03400.1, VIT_209s0002g03940.1
OG0000171	Dm_00010899-RA	VIT_215s0021g02110.1, VIT_200s0341g00080.1, VIT_200s0632g00010.1, VIT_200s0341g00070.1, VIT_214s0006g02290.1
OG0000172	Dm_00001563-RA, Dm_00000012-RA	VIT_208s0040g00060.2, VIT_208s0040g00060.1
OG0000179	Dm_00013947-RA, Dm_00016891-RA	VIT_213s0067g03500.1
OG0000179	Dm_00014782-RA	VIT_208s0040g02970.1
OG0000180	Dm_00014427-RA	VIT_211s0016g00470.1
OG0000180	Dm_00015134-RA	VIT_205s0077g01930.1, VIT_207s0005g00750.1, VIT_207s0005g00750.3, VIT_207s0005g00750.2
OG0000181	Dm_00001869-RA	VIT_207s0031g02720.4, VIT_207s0031g02720.2, VIT_207s0031g02720.3, VIT_207s0031g02720.8, VIT_207s0031g02720.9, VIT_207s0031g02720.1, VIT_207s0031g02720.5, VIT_207s0031g02720.7, VIT_207s0031g02720.6
OG0000182	Dm_00013542-RA, Dm_00004694-RA	VIT_213s0019g04280.1, VIT_208s0040g01890.1, VIT_206s0004g02850.1
OG0000182	Dm_00003411-RA	VIT_203s0038g02520.1, VIT_203s0038g02520.3, VIT_203s0038g02520.4, VIT_203s0038g02520.2, VIT_206s0004g02850.2, VIT_208s0040g01890.2
OG0000184	Dm_00010841-RA	VIT_205s0049g00920.3, VIT_205s0049g00920.2, VIT_205s0049g00920.4, VIT_205s0049g00920.1, VIT_205s0049g00920.5, VIT_205s0049g00930.1
OG0000185	Dm_00008201-RA	VIT_214s0030g01560.1
OG0000185	Dm_00019609-RA	VIT_205s0094g00780.1
OG0000186	Dm_00012498-RA	VIT_201s0150g00090.7, VIT_201s0150g00090.15, VIT_201s0150g00090.3, VIT_201s0150g00090.10, VIT_201s0150g00090.12, VIT_201s0150g00090.1, VIT_201s0150g00090.8, VIT_201s0150g00090.4, VIT_201s0150g00090.13, VIT_201s0150g00090.2, VIT_201s0150g00090.14, VIT_201s0150g00090.5, VIT_201s0150g00090.11, VIT_201s0150g00090.6, VIT_201s0150g00090.9
OG0000187	Dm_00000289-RA	VIT_217s0000g01210.1
OG0000188	Dm_00004072-RA, Dm_00020166-RA	VIT_215s0046g02230.2, VIT_215s0046g02230.3, VIT_215s0046g02230.1
OG0000189	Dm_00009083-RA	VIT_214s0066g01650.2, VIT_214s0066g01650.3, VIT_214s0066g01650.1
OG0000189	Dm_00005825-RA	VIT_201s0026g00540.4, VIT_201s0026g00540.3, VIT_201s0026g00540.5, VIT_201s0026g00540.6, VIT_201s0026g00540.2, VIT_201s0026g00540.1
OG0000189	Dm_00009082-RA	VIT_217s0000g07910.1, VIT_217s0000g07930.1
OG0000190	Dm_00016775-RA	VIT_205s0062g01423.1, VIT_205s0124g00010.1, VIT_205s0062g01400.1, VIT_205s0062g01395.1, VIT_205s0062g01390.1, VIT_205s0124g00230.1
OG0000191	Dm_00013133-RA, Dm_00020682-RA, Dm_00017204-RA, Dm_00008634-RA, Dm_00012017-RA, Dm_00008636-RA, Dm_00017241-RA, Dm_00010364-RA	VIT_208s0007g07690.1
OG0000192	Dm_00007600-RA	VIT_200s0220g00150.1, VIT_200s0220g00140.1
OG0000192	Dm_00018084-RA	VIT_205s0094g01300.1, VIT_205s0094g01300.2
OG0000193	Dm_00019935-RA	VIT_203s0088g00910.1
OG0000198	Dm_00016861-RA, Dm_00019359-RA	VIT_208s0007g00130.1, VIT_213s0019g01430.1
OG0000198	Dm_00011593-RA, Dm_00017623-RA	VIT_206s0004g04510.1
OG0000199	Dm_00014546-RA	VIT_205s0020g03910.1
OG0000199	Dm_00002428-RA	VIT_203s0063g01370.1
OG0000199	Dm_00000116-RA, Dm_00001028-RA	VIT_211s0016g04190.1
OG0000200	Dm_00018449-RA	VIT_204s0023g02360.1
OG0000201	Dm_00010307-RA	VIT_200s0220g00130.1
OG0000201	Dm_00001383-RA	VIT_205s0094g01120.2
OG0000201	Dm_00001382-RA	VIT_205s0094g01260.2, VIT_205s0094g01260.1
OG0000203	Dm_00016637-RA	VIT_215s0046g02450.8, VIT_215s0046g02450.9, VIT_215s0046g02450.6, VIT_215s0046g02450.7, VIT_215s0046g02450.2, VIT_215s0046g02450.5, VIT_215s0046g02450.3, VIT_215s0046g02450.4, VIT_215s0046g02450.1
OG0000206	Dm_00010176-RA, Dm_00018567-RA	VIT_206s0004g01610.1
OG0000206	Dm_00006201-RA, Dm_00020951-RA	VIT_206s0009g01380.1
OG0000206	Dm_00018450-RA	VIT_200s0357g00120.1
OG0000207	Dm_00008540-RA, Dm_00012316-RA	VIT_207s0005g03030.1
OG0000207	Dm_00012138-RA, Dm_00009219-RA	VIT_213s0019g02060.1
OG0000207	Dm_00020776-RA	VIT_208s0056g01650.1
OG0000207	Dm_00005362-RA	VIT_215s0048g00840.1
OG0000208	Dm_00010303-RA	VIT_209s0002g00580.1
OG0000211	Dm_00017798-RA, Dm_00019243-RA	VIT_213s0067g02930.1
OG0000211	Dm_00010386-RA	VIT_217s0000g06360.1, VIT_217s0000g06360.2
OG0000211	Dm_00001989-RA, Dm_00005372-RA	VIT_217s0053g00990.3, VIT_217s0053g00990.1, VIT_201s0026g02620.1, VIT_201s0026g02620.3, VIT_201s0026g02620.2, VIT_214s0108g01020.1, VIT_214s0108g01020.2
OG0000212	Dm_00003314-RA, Dm_00011656-RA	VIT_216s0050g00220.1
OG0000212	Dm_00004774-RA, Dm_00004773-RA	VIT_206s0004g04280.1, VIT_208s0040g03360.1, VIT_208s0040g03360.2, VIT_206s0004g04280.2, VIT_213s0019g00550.1, VIT_213s0019g00550.3, VIT_213s0019g00550.2, VIT_208s0040g03360.3, VIT_208s0040g03360.4
OG0000213	Dm_00011152-RA, Dm_00001766-RA	VIT_214s0060g00330.1, VIT_214s0060g00330.2, VIT_205s0020g00950.3, VIT_205s0020g00950.1, VIT_205s0020g00950.2
OG0000214	Dm_00007920-RA, Dm_00011105-RA	VIT_202s0012g02830.1, VIT_214s0068g00440.1, VIT_214s0068g00450.1, VIT_214s0068g00460.1, VIT_214s0068g00500.1, VIT_214s0068g00480.1, VIT_214s0068g00490.1, VIT_217s0000g07015.1, VIT_214s0068g00470.1, VIT_217s0000g07030.1, VIT_217s0000g07080.1, VIT_217s0000g07015.2, VIT_217s0000g07015.3, VIT_217s0000g07060.1, VIT_217s0000g07020.1, VIT_217s0000g07070.1, VIT_217s0000g07100.1, VIT_217s0000g07110.1
OG0000216	Dm_00003598-RA, Dm_00004133-RA	VIT_219s0090g01440.2, VIT_219s0090g01440.1
OG0000216	Dm_00001128-RA, Dm_00015348-RA	VIT_200s1365g00010.1
OG0000216	Dm_00004892-RA	VIT_212s0059g00560.1
OG0000217	Dm_00018926-RA	VIT_212s0055g00640.1
OG0000218	Dm_00015495-RA	VIT_202s0012g01680.3
OG0000220	Dm_00020025-RA	VIT_219s0015g01635.1
OG0000220	Dm_00001513-RA, Dm_00001514-RA, Dm_00020024-RA, Dm_00014687-RA, Dm_00017640-RA	VIT_200s0194g00010.1
OG0000221	Dm_00006083-RA	VIT_214s0006g01250.1
OG0000221	Dm_00019483-RA	VIT_217s0000g02290.2, VIT_217s0000g02290.1
OG0000222	Dm_00007034-RA	VIT_203s0038g04120.1
OG0000222	Dm_00020094-RA	VIT_207s0005g01030.1
OG0000222	Dm_00010493-RA	VIT_214s0030g02140.1
OG0000224	Dm_00004529-RA	VIT_200s0916g00010.2, VIT_200s0916g00010.1, VIT_200s0916g00010.3, VIT_200s0916g00010.4
OG0000224	Dm_00007961-RA, Dm_00003159-RA	VIT_212s0028g03860.3, VIT_212s0028g03860.2, VIT_212s0028g03860.1
OG0000227	Dm_00015659-RA, Dm_00005804-RA, Dm_00008810-RA	VIT_213s0019g01080.1, VIT_213s0019g01080.2, VIT_213s0019g01080.4, VIT_213s0019g01080.3
OG0000228	Dm_00018952-RA	VIT_207s0104g01380.2, VIT_207s0104g01380.4, VIT_207s0104g01380.1, VIT_207s0104g01380.3, VIT_218s0001g04700.1, VIT_214s0108g01510.3, VIT_214s0108g01510.2, VIT_214s0108g01510.1, VIT_214s0108g01510.6, VIT_214s0108g01510.5, VIT_214s0108g01510.4, VIT_214s0108g01510.7, VIT_214s0108g01510.8
OG0000228	Dm_00000277-RA, Dm_00000967-RA	VIT_217s0000g00890.2, VIT_217s0000g00890.1
OG0000229	Dm_00007169-RA	VIT_204s0023g02400.1
OG0000229	Dm_00005607-RA	VIT_203s0038g04480.2, VIT_203s0038g04480.1
OG0000230	Dm_00003037-RA	VIT_203s0038g01480.1
OG0000230	Dm_00006279-RA, Dm_00003240-RA	VIT_206s0009g01820.1
OG0000230	Dm_00010795-RA, Dm_00008107-RA	VIT_218s0072g01040.2, VIT_218s0072g01040.4
OG0000231	Dm_00003957-RA	VIT_201s0026g00280.4, VIT_201s0026g00280.7, VIT_201s0026g00280.5, VIT_201s0026g00280.11, VIT_201s0026g00280.10, VIT_201s0026g00280.2, VIT_201s0026g00280.8, VIT_201s0026g00280.3, VIT_201s0026g00280.9, VIT_201s0026g00280.1, VIT_201s0026g00280.6
OG0000232	Dm_00017329-RA, Dm_00008795-RA, Dm_00006467-RA	VIT_212s0057g00070.1, VIT_212s0057g00140.1, VIT_212s0057g00120.1, VIT_212s0057g00150.1, VIT_212s0057g00170.1, VIT_212s0057g00090.1, VIT_212s0057g00080.1, VIT_212s0057g00110.1, VIT_212s0057g00180.1, VIT_212s0057g00190.1
OG0000235	Dm_00007259-RA, Dm_00014092-RA	VIT_206s0004g01350.4, VIT_206s0004g01350.2, VIT_206s0004g01350.7, VIT_206s0004g01350.3, VIT_206s0004g01350.6, VIT_206s0004g01350.1, VIT_206s0004g01350.5
OG0000236	Dm_00018982-RA, Dm_00017997-RA	VIT_206s0004g06670.1
OG0000236	Dm_00014567-RA	VIT_213s0067g00890.1
OG0000237	Dm_00020449-RA, Dm_00012499-RA, Dm_00016086-RA, Dm_00020474-RA, Dm_00003780-RA, Dm_00020796-RA, Dm_00013456-RA, Dm_00019147-RA, Dm_00017112-RA, Dm_00021042-RA, Dm_00017255-RA, Dm_00020870-RA, Dm_00019186-RA, Dm_00016681-RA, Dm_00016905-RA, Dm_00017807-RA, Dm_00018027-RA, Dm_00011144-RA, Dm_00018367-RA, Dm_00016384-RA, Dm_00017872-RA, Dm_00014800-RA, Dm_00020892-RA, Dm_00020251-RA, Dm_00010168-RA, Dm_00013681-RA, Dm_00020234-RA, Dm_00015063-RA, Dm_00017531-RA, Dm_00015894-RA, Dm_00019345-RA, Dm_00020861-RA, Dm_00011777-RA, Dm_00019894-RA, Dm_00015369-RA, Dm_00012980-RA, Dm_00019841-RA, Dm_00006609-RA, Dm_00003703-RA, Dm_00014383-RA, Dm_00014038-RA, Dm_00013368-RA	VIT_206s0009g02650.1
OG0000238	Dm_00007963-RA	VIT_212s0028g03920.1
OG0000238	Dm_00007192-RA, Dm_00008221-RA, Dm_00008223-RA, Dm_00008222-RA, Dm_00011911-RA	VIT_212s0028g03950.1, VIT_212s0028g04015.1, VIT_212s0028g03990.1, VIT_212s0028g04030.1, VIT_212s0028g04000.1, VIT_212s0059g00100.1, VIT_212s0059g00140.1, VIT_212s0028g04000.2, VIT_212s0059g00050.1, VIT_212s0059g00080.1, VIT_212s0059g00060.1, VIT_212s0028g04010.1, VIT_212s0059g00120.1, VIT_212s0059g00160.1, VIT_212s0028g04040.1, VIT_212s0028g03960.1, VIT_212s0059g00130.1, VIT_212s0028g04020.1, VIT_212s0059g00110.1, VIT_212s0059g00150.1
OG0000240	Dm_00003698-RA	VIT_213s0074g00500.6, VIT_213s0074g00500.2, VIT_213s0074g00500.1
OG0000240	Dm_00007397-RA, Dm_00010486-RA	VIT_206s0061g01230.1
OG0000241	Dm_00008568-RA	VIT_200s0309g00020.1
OG0000241	Dm_00004181-RA	VIT_216s0013g00310.1, VIT_216s0013g00650.1
OG0000242	Dm_00012845-RA	VIT_218s0041g00500.1
OG0000242	Dm_00002713-RA	VIT_218s0041g00550.1, VIT_218s0041g00560.3, VIT_218s0041g00560.2, VIT_218s0041g00560.1, VIT_218s0041g00640.2, VIT_218s0041g00640.1, VIT_218s0041g00605.1, VIT_218s0041g00580.1, VIT_218s0041g00630.2, VIT_218s0041g00600.2, VIT_218s0041g00600.1, VIT_218s0041g00630.1, VIT_218s0041g00590.1, VIT_218s0041g00590.2, VIT_218s0041g00590.3, VIT_218s0041g00490.2, VIT_218s0041g00490.1, VIT_218s0041g00520.1, VIT_218s0041g00465.1, VIT_218s0041g00660.1, VIT_218s0041g00670.5, VIT_218s0041g00670.3, VIT_218s0041g00670.2, VIT_218s0041g00670.1, VIT_218s0041g00650.1
OG0000243	Dm_00017507-RA	VIT_205s0094g01200.1, VIT_213s0067g01040.1
OG0000243	Dm_00017506-RA, Dm_00020004-RA	VIT_205s0094g01180.1
OG0000244	Dm_00003192-RA	VIT_201s0011g05380.1
OG0000244	Dm_00004109-RA, Dm_00003980-RA, Dm_00005516-RA	VIT_206s0009g02600.1
OG0000245	Dm_00007470-RA, Dm_00005273-RA, Dm_00007469-RA	VIT_208s0040g03120.1
OG0000246	Dm_00015392-RA, Dm_00015799-RA, Dm_00018996-RA, Dm_00010772-RA, Dm_00019664-RA, Dm_00010970-RA, Dm_00007590-RA, Dm_00018698-RA, Dm_00019045-RA, Dm_00011739-RA, Dm_00008536-RA, Dm_00015596-RA, Dm_00007659-RA, Dm_00009389-RA, Dm_00015800-RA, Dm_00001055-RA, Dm_00009432-RA, Dm_00016564-RA, Dm_00017658-RA, Dm_00010969-RA	VIT_219s0015g00720.1
OG0000246	Dm_00002182-RA, Dm_00016375-RA, Dm_00020254-RA	VIT_213s0084g00095.1, VIT_207s0031g02450.1
OG0000247	Dm_00012774-RA	VIT_207s0104g01810.1, VIT_207s0104g01800.2, VIT_206s0009g00965.1, VIT_202s0033g00615.1, VIT_207s0104g01800.1
OG0000248	Dm_00014126-RA	VIT_205s0094g00960.1, VIT_205s0094g00990.1
OG0000248	Dm_00006793-RA	VIT_201s0026g00630.1
OG0000249	Dm_00007674-RA	VIT_206s0004g00480.2, VIT_206s0004g00480.1, VIT_206s0004g00480.3
OG0000249	Dm_00006387-RA	VIT_200s1322g00010.1
OG0000249	Dm_00011243-RA	VIT_214s0108g00440.1, VIT_203s0088g00380.1
OG0000250	Dm_00013845-RA	VIT_214s0060g00600.4, VIT_214s0060g00600.3, VIT_214s0060g00600.2, VIT_214s0060g00600.5, VIT_214s0060g00600.1
OG0000250	Dm_00014769-RA, Dm_00017039-RA	VIT_214s0066g01050.1, VIT_215s0048g02010.3, VIT_215s0048g02010.1
OG0000251	Dm_00015938-RA	VIT_219s0014g02250.1, VIT_219s0014g02250.2, VIT_219s0014g02250.3, VIT_219s0014g02250.4
OG0000251	Dm_00001044-RA	VIT_208s0007g02170.3
OG0000252	Dm_00011892-RA	VIT_208s0040g01590.2, VIT_208s0040g01590.5, VIT_208s0040g01590.1, VIT_208s0040g01590.7, VIT_208s0040g01590.11, VIT_208s0040g01590.8, VIT_208s0040g01590.17, VIT_208s0040g01590.16, VIT_208s0040g01590.14, VIT_208s0040g01590.9, VIT_208s0040g01590.10, VIT_208s0040g01590.13, VIT_208s0040g01590.12, VIT_208s0040g01590.15, VIT_208s0040g01590.4, VIT_208s0040g01590.3, VIT_208s0040g01590.6
OG0000252	Dm_00012978-RA	VIT_209s0018g00050.1, VIT_213s0019g04620.2, VIT_213s0019g04620.3, VIT_213s0019g04620.6, VIT_213s0019g04620.5, VIT_213s0019g04620.4, VIT_213s0019g04620.1
OG0000254	Dm_00014114-RA, Dm_00007185-RA	VIT_217s0000g08730.12, VIT_217s0000g08730.2
OG0000256	Dm_00011654-RA	VIT_202s0025g03710.3, VIT_202s0025g03710.2, VIT_202s0025g03710.1, VIT_216s0050g00160.1
OG0000256	Dm_00020630-RA, Dm_00020395-RA, Dm_00004520-RA	VIT_215s0046g03120.1, VIT_215s0046g03070.1, VIT_215s0046g03050.5, VIT_215s0046g03050.6, VIT_215s0046g03050.4, VIT_215s0046g03050.3, VIT_215s0046g03050.2, VIT_215s0046g03050.1, VIT_215s0046g03080.1
OG0000257	Dm_00020715-RA	VIT_201s0127g00720.4, VIT_201s0127g00720.3, VIT_201s0127g00720.1, VIT_201s0127g00720.2
OG0000257	Dm_00011295-RA	VIT_214s0066g01210.3, VIT_214s0066g01210.1, VIT_214s0066g01210.2
OG0000262	Dm_00000608-RA	VIT_214s0060g02150.1, VIT_205s0020g01490.1, VIT_207s0005g00110.1
OG0000262	Dm_00014915-RA	VIT_212s0028g03460.1, VIT_200s0527g00015.1
OG0000264	Dm_00010481-RA	VIT_210s0003g02070.4, VIT_210s0003g02070.1, VIT_210s0003g02070.3, VIT_210s0003g02070.2, VIT_210s0003g02070.5, VIT_210s0003g02070.7, VIT_210s0003g02070.6
OG0000265	Dm_00012299-RA	VIT_219s0014g02190.1
OG0000266	Dm_00005517-RA, Dm_00006442-RA	VIT_210s0116g00680.3, VIT_210s0116g00680.2, VIT_210s0116g00680.1
OG0000266	Dm_00011348-RA	VIT_212s0059g02310.8, VIT_212s0059g02310.3, VIT_212s0059g02310.6, VIT_212s0059g02310.5, VIT_212s0059g02310.4, VIT_212s0059g02310.7, VIT_212s0059g02310.2, VIT_212s0059g02310.1
OG0000268	Dm_00004823-RA	VIT_209s0002g06780.1
OG0000269	Dm_00013579-RA	VIT_211s0016g03040.1
OG0000269	Dm_00014933-RA	VIT_209s0002g03380.1
OG0000270	Dm_00004263-RA, Dm_00006561-RA	VIT_209s0002g02320.2, VIT_209s0002g02320.3, VIT_209s0002g02320.1
OG0000271	Dm_00002603-RA, Dm_00010741-RA	VIT_201s0026g00400.1, VIT_201s0026g00410.1, VIT_205s0136g00080.1, VIT_215s0024g01980.1, VIT_217s0000g07880.2, VIT_217s0000g07880.1
