Orthogroup	D_muscipula.proteins	S_lycopersicum.proteins
OG0000177	Dm_00013843-RA, Dm_00017680-RA, Dm_00010995-RA, Dm_00019403-RA, Dm_00015462-RA, Dm_00014352-RA, Dm_00005291-RA, Dm_00016292-RA, Dm_00019227-RA, Dm_00020982-RA, Dm_00009719-RA, Dm_00016291-RA, Dm_00004728-RA, Dm_00019228-RA, Dm_00019442-RA, Dm_00016281-RA, Dm_00020983-RA, Dm_00019890-RA, Dm_00007208-RA, Dm_00018824-RA, Dm_00016432-RA, Dm_00015122-RA, Dm_00021066-RA, Dm_00012276-RA, Dm_00014136-RA, Dm_00020886-RA, Dm_00017267-RA, Dm_00010514-RA, Dm_00013960-RA, Dm_00010115-RA, Dm_00016280-RA, Dm_00012777-RA, Dm_00010930-RA, Dm_00010994-RA, Dm_00011905-RA, Dm_00008355-RA, Dm_00012657-RA, Dm_00018961-RA, Dm_00004421-RA, Dm_00014838-RA, Dm_00011950-RA, Dm_00019450-RA, Dm_00020091-RA, Dm_00016289-RA, Dm_00013842-RA, Dm_00014350-RA, Dm_00016290-RA, Dm_00019873-RA, Dm_00004243-RA, Dm_00008581-RA, Dm_00018642-RA, Dm_00018746-RA, Dm_00014625-RA, Dm_00010664-RA, Dm_00006659-RA, Dm_00016321-RA, Dm_00019401-RA, Dm_00019225-RA, Dm_00012001-RA, Dm_00015040-RA, Dm_00012339-RA, Dm_00014146-RA, Dm_00016451-RA, Dm_00012360-RA, Dm_00007995-RA, Dm_00017622-RA, Dm_00018278-RA, Dm_00009224-RA, Dm_00008074-RA, Dm_00020092-RA, Dm_00018962-RA, Dm_00015041-RA, Dm_00019874-RA, Dm_00019131-RA, Dm_00019226-RA, Dm_00011773-RA, Dm_00016320-RA, Dm_00019441-RA, Dm_00014540-RA, Dm_00009720-RA, Dm_00012275-RA	Solyc07g042600.2.1, Solyc01g066650.1.1
OG0000179	Dm_00013947-RA, Dm_00016891-RA	Solyc05g055980.3.1
OG0000179	Dm_00014782-RA	Solyc09g007080.3.1, Solyc10g084410.2.1
OG0000179	Dm_00017688-RA, Dm_00018639-RA	Solyc02g083420.3.1, Solyc03g033340.3.1
OG0000180	Dm_00014427-RA	Solyc12g009300.3.1, Solyc07g042550.3.1
OG0000181	Dm_00001869-RA	Solyc12g068070.2.1
OG0000182	Dm_00013542-RA, Dm_00004694-RA	Solyc06g011350.3.1, Solyc11g069430.2.1, Solyc10g084120.2.1, Solyc09g007765.1.1, Solyc09g007770.2.1, Solyc09g007760.3.1
OG0000183	Dm_00006578-RA, Dm_00003753-RA	Solyc07g053670.3.1
OG0000184	Dm_00009564-RA	Solyc03g005530.1.1, Solyc03g005537.1.1
OG0000185	Dm_00008201-RA	Solyc09g082060.3.1
OG0000185	Dm_00019609-RA	Solyc08g014340.3.1
OG0000186	Dm_00012498-RA	Solyc05g023740.3.1
OG0000187	Dm_00000289-RA	Solyc03g019700.1.1, Solyc06g072070.2.1
OG0000188	Dm_00013309-RA, Dm_00006026-RA, Dm_00004072-RA, Dm_00020166-RA	Solyc10g011960.2.1, Solyc05g049990.3.1
OG0000189	Dm_00009083-RA	Solyc05g005830.3.1
OG0000189	Dm_00005825-RA	Solyc05g005860.2.1, Solyc05g005850.3.1
OG0000189	Dm_00009082-RA	Solyc02g087060.3.1, Solyc02g087050.2.1
OG0000191	Dm_00013133-RA, Dm_00020682-RA, Dm_00017204-RA, Dm_00008634-RA, Dm_00012017-RA, Dm_00008636-RA, Dm_00017241-RA, Dm_00010364-RA	Solyc07g065090.2.1
OG0000192	Dm_00018084-RA	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1
OG0000198	Dm_00010685-RA	Solyc04g011440.4.1, Solyc11g066100.2.1
OG0000199	Dm_00014546-RA	Solyc09g082530.2.1
OG0000199	Dm_00013937-RA, Dm_00001731-RA	Solyc12g088950.2.1
OG0000199	Dm_00009341-RA	Solyc11g005150.2.1
OG0000199	Dm_00000116-RA, Dm_00001028-RA	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1
OG0000200	Dm_00018449-RA	Solyc03g033790.3.1, Solyc03g033840.3.1, Solyc03g033820.1.1, Solyc02g062550.3.1, Solyc10g079630.1.1
OG0000200	Dm_00011732-RA	Solyc02g084910.3.1
OG0000201	Dm_00010307-RA	Solyc05g055700.3.1
OG0000201	Dm_00001383-RA	Solyc01g080030.2.1
OG0000203	Dm_00016637-RA	Solyc06g036070.3.1, Solyc03g025420.3.1
OG0000206	Dm_00010176-RA, Dm_00018567-RA	Solyc01g014480.3.1, Solyc01g006650.2.1
OG0000206	Dm_00006201-RA, Dm_00020951-RA	Solyc06g073720.2.1, Solyc06g073730.2.1, Solyc01g009170.3.1
OG0000206	Dm_00018450-RA	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1
OG0000207	Dm_00008540-RA, Dm_00012316-RA	Solyc09g066260.3.1, Solyc06g083930.2.1
OG0000207	Dm_00020776-RA	Solyc01g098220.2.1
OG0000207	Dm_00005362-RA	Solyc01g091400.3.1
OG0000208	Dm_00010303-RA	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1
OG0000211	Dm_00017798-RA, Dm_00019243-RA	Solyc09g018020.3.1, Solyc05g052245.1.1, Solyc05g052250.3.1, Solyc06g049050.3.1
OG0000211	Dm_00010386-RA	Solyc03g115890.3.1
OG0000211	Dm_00001989-RA, Dm_00005372-RA	Solyc05g007830.3.1, Solyc01g010890.3.1, Solyc02g088100.3.1
OG0000212	Dm_00003314-RA, Dm_00011656-RA	Solyc01g094400.3.1, Solyc10g017550.3.1
OG0000212	Dm_00019158-RA	Solyc09g010440.3.1
OG0000212	Dm_00010728-RA	Solyc06g005360.3.1
OG0000213	Dm_00011152-RA, Dm_00001766-RA	Solyc07g051850.3.1, Solyc01g101240.3.1, Solyc09g082760.3.1, Solyc03g005280.3.1, Solyc09g082930.1.1, Solyc03g005290.2.1
OG0000214	Dm_00007920-RA, Dm_00011105-RA	Solyc02g066960.3.1, Solyc02g088750.2.1
OG0000216	Dm_00003598-RA, Dm_00004133-RA	Solyc07g065080.4.1
OG0000216	Dm_00001128-RA, Dm_00015348-RA	Solyc06g083070.3.1, Solyc09g056170.3.1
OG0000216	Dm_00004892-RA	Solyc07g049600.3.1, Solyc12g005920.2.1
OG0000217	Dm_00018926-RA	Solyc07g066550.3.1
OG0000218	Dm_00015495-RA	Solyc08g076650.3.1
OG0000221	Dm_00006083-RA	Solyc02g091520.3.1, Solyc02g063370.2.1
OG0000221	Dm_00019483-RA	Solyc12g040800.2.1, Solyc06g068940.3.1, Solyc03g118710.3.1, Solyc03g118720.3.1
OG0000222	Dm_00007071-RA	Solyc08g005280.2.1, Solyc08g076320.3.1
OG0000222	Dm_00007034-RA	Solyc01g067520.3.1, Solyc10g074620.2.1
OG0000222	Dm_00020094-RA	Solyc09g075550.3.1
OG0000224	Dm_00004529-RA	Solyc02g078320.2.1
OG0000224	Dm_00007961-RA, Dm_00003159-RA	Solyc07g054080.2.1, Solyc12g010670.1.1, Solyc10g008410.1.1, Solyc10g008400.1.1
OG0000227	Dm_00015659-RA, Dm_00005804-RA, Dm_00008810-RA	Solyc04g011520.3.1
OG0000228	Dm_00018952-RA	Solyc12g056900.2.1, Solyc04g072640.3.1, Solyc02g088620.3.1
OG0000229	Dm_00005607-RA	Solyc01g109860.3.1, Solyc11g040280.2.1, Solyc10g053900.2.1
OG0000230	Dm_00003037-RA	Solyc04g081440.3.1
OG0000230	Dm_00010795-RA, Dm_00008107-RA	Solyc06g065210.4.1, Solyc11g020610.3.1
OG0000231	Dm_00010742-RA, Dm_00004433-RA	Solyc07g006500.3.1
OG0000231	Dm_00003957-RA	Solyc04g025940.3.1, Solyc05g005750.3.1
OG0000235	Dm_00019411-RA, Dm_00008269-RA	Solyc03g063280.3.1
OG0000236	Dm_00018982-RA, Dm_00017997-RA	Solyc06g082000.3.1
OG0000236	Dm_00014567-RA	Solyc03g096070.3.1, Solyc06g051630.4.1
OG0000240	Dm_00003698-RA	Solyc10g083670.2.1, Solyc05g055410.2.1
OG0000240	Dm_00007397-RA, Dm_00010486-RA	Solyc11g066820.2.1, Solyc06g074630.3.1
OG0000241	Dm_00008568-RA	Solyc08g077940.2.1, Solyc06g060960.2.1
OG0000241	Dm_00004181-RA	Solyc03g093700.2.1, Solyc03g093710.1.1, Solyc03g093760.1.1, Solyc06g017863.1.1, Solyc03g093715.1.1, Solyc03g093770.1.1, Solyc03g093730.1.1, Solyc06g017870.1.1, Solyc06g017867.1.1
OG0000243	Dm_00017506-RA, Dm_00020004-RA	Solyc08g079355.1.1, Solyc08g079317.1.1
OG0000245	Dm_00007470-RA, Dm_00005273-RA, Dm_00007469-RA	Solyc10g086000.2.1
OG0000247	Dm_00012774-RA	Solyc09g074850.3.1, Solyc06g009040.3.1, Solyc06g009020.2.1
OG0000248	Dm_00014126-RA	Solyc08g062220.3.1
OG0000249	Dm_00006387-RA	Solyc12g088180.1.1
OG0000250	Dm_00013845-RA	Solyc01g101000.3.1
OG0000250	Dm_00014769-RA, Dm_00017039-RA	Solyc01g091620.3.1, Solyc05g051050.3.1
OG0000251	Dm_00015938-RA	Solyc12g013920.2.1, Solyc07g062880.3.1
OG0000251	Dm_00009500-RA, Dm_00001044-RA	Solyc03g096130.2.1, Solyc03g096260.2.1, Solyc03g096250.3.1
OG0000252	Dm_00011892-RA	Solyc09g008020.3.1
OG0000252	Dm_00012978-RA	Solyc04g024710.3.1
OG0000254	Dm_00014114-RA, Dm_00007185-RA	Solyc06g071560.3.1
OG0000256	Dm_00011654-RA	Solyc03g025770.3.1, Solyc03g025760.3.1
OG0000256	Dm_00020630-RA, Dm_00020395-RA, Dm_00004520-RA	Solyc01g094390.2.1
OG0000257	Dm_00020715-RA	Solyc05g005490.3.1
OG0000257	Dm_00011295-RA	Solyc02g086820.3.1
OG0000262	Dm_00000608-RA	Solyc01g099520.3.1, Solyc09g074890.1.1
OG0000262	Dm_00002554-RA, Dm_00014915-RA	Solyc12g005460.1.1
OG0000264	Dm_00010481-RA	Solyc02g071730.3.1
OG0000265	Dm_00012299-RA	Solyc12g088000.2.1, Solyc12g096240.2.1, Solyc10g007110.3.1
OG0000265	Dm_00006575-RA	Solyc07g053720.3.1, Solyc07g053710.3.1
OG0000266	Dm_00005517-RA, Dm_00006442-RA	Solyc03g031760.3.1, Solyc10g005330.3.1, Solyc02g080260.3.1
OG0000268	Dm_00019727-RA, Dm_00004823-RA	Solyc03g116640.3.1, Solyc06g009695.1.1
OG0000269	Dm_00014933-RA	Solyc08g066200.3.1, Solyc12g095890.2.1
OG0000270	Dm_00004263-RA, Dm_00006561-RA	Solyc06g064620.3.1, Solyc03g121680.2.1
OG0000271	Dm_00002603-RA, Dm_00010741-RA	Solyc06g071350.3.1, Solyc03g114060.3.1
OG0000276	Dm_00003012-RA	Solyc04g081120.1.1, Solyc04g081130.1.1, Solyc04g081110.1.1, Solyc04g081140.1.1, Solyc12g089250.1.1
OG0000276	Dm_00010885-RA	Solyc04g005780.1.1, Solyc05g007010.2.1
OG0000276	Dm_00001832-RA, Dm_00008973-RA	Solyc07g006660.1.1
OG0000276	Dm_00012068-RA	Solyc07g021020.3.1
OG0000277	Dm_00019863-RA	Solyc06g074360.3.1
OG0000277	Dm_00007324-RA	Solyc04g074320.2.1
OG0000277	Dm_00014198-RA	Solyc05g009770.2.1
OG0000277	Dm_00008273-RA, Dm_00016211-RA	Solyc03g059270.3.1
OG0000278	Dm_00012892-RA	Solyc06g064660.3.1, Solyc11g045610.2.1
OG0000278	Dm_00020573-RA, Dm_00013316-RA	Solyc07g063130.3.1
OG0000279	Dm_00000183-RA, Dm_00000424-RA	Solyc06g053300.3.1, Solyc03g082395.1.1, Solyc03g082390.3.1, Solyc03g082400.3.1
OG0000280	Dm_00017167-RA	Solyc01g009820.3.1
OG0000280	Dm_00018855-RA	Solyc02g094410.3.1
OG0000286	Dm_00014786-RA	Solyc01g091470.3.1, Solyc08g007560.2.1, Solyc08g079720.3.1, Solyc06g060500.1.1
OG0000286	Dm_00016645-RA	Solyc01g080960.3.1, Solyc08g077010.1.1
OG0000287	Dm_00002547-RA	Solyc07g040990.3.1, Solyc08g062640.3.1
OG0000287	Dm_00018378-RA	Solyc12g096020.2.1, Solyc08g062650.2.1
OG0000288	Dm_00015338-RA	Solyc08g074355.1.1
OG0000288	Dm_00014124-RA	Solyc07g027025.1.1
OG0000291	Dm_00005703-RA, Dm_00007812-RA	Solyc05g007490.3.1, Solyc03g078060.3.1, Solyc01g010870.3.1
OG0000291	Dm_00018461-RA	Solyc03g116150.3.1, Solyc06g069870.3.1
OG0000291	Dm_00019892-RA	Solyc08g077240.3.1
OG0000292	Dm_00012302-RA	Solyc04g010110.3.1
OG0000293	Dm_00003378-RA, Dm_00004559-RA	Solyc09g008280.2.1, Solyc10g083970.1.1
OG0000293	Dm_00002608-RA, Dm_00008435-RA, Dm_00020939-RA	Solyc12g099000.2.1, Solyc01g101060.3.1
OG0000294	Dm_00004717-RA, Dm_00002020-RA	Solyc04g050070.2.1, Solyc05g055940.3.1
OG0000295	Dm_00013292-RA	Solyc10g080700.2.1
OG0000295	Dm_00015064-RA, Dm_00006049-RA	Solyc12g100310.2.1, Solyc01g006120.3.1
OG0000295	Dm_00013889-RA	Solyc12g095830.2.1, Solyc11g070170.2.1
OG0000296	Dm_00005188-RA	Solyc07g048110.3.1
OG0000297	Dm_00006116-RA	Solyc01g028805.1.1
OG0000298	Dm_00012021-RA	Solyc10g005550.2.1
OG0000298	Dm_00014690-RA	Solyc05g051550.2.1, Solyc04g056310.3.1
OG0000299	Dm_00013770-RA	Solyc12g005370.2.1
OG0000300	Dm_00010178-RA, Dm_00007263-RA	Solyc01g006560.3.1, Solyc12g011040.2.1
OG0000300	Dm_00007264-RA	Solyc01g006540.3.1, Solyc01g006565.1.1
OG0000301	Dm_00006222-RA, Dm_00009188-RA	Solyc11g072590.2.1, Solyc06g005190.3.1
OG0000302	Dm_00019668-RA	Solyc02g089320.3.1, Solyc02g065700.3.1
OG0000302	Dm_00008092-RA	Solyc03g034270.3.1, Solyc02g086220.3.1
OG0000302	Dm_00001686-RA, Dm_00001435-RA	Solyc03g111770.3.1
OG0000303	Dm_00002850-RA	Solyc05g006540.3.1
OG0000303	Dm_00012297-RA, Dm_00012106-RA	Solyc02g087360.3.1, Solyc02g067570.3.1
OG0000304	Dm_00015125-RA, Dm_00013420-RA	Solyc09g057637.1.1, Solyc04g026057.1.1, Solyc05g016077.1.1, Solyc08g041664.1.1, Solyc08g041666.1.1, Solyc08g014065.1.1, Solyc09g060187.1.1, Solyc08g041668.1.1, Solyc00g006483.1.1, Solyc05g016075.1.1, Solyc04g026055.1.1, Solyc08g041661.1.1, Solyc09g057633.1.1, Solyc12g049235.1.1, Solyc10g080395.1.1, Solyc07g042035.1.1, Solyc09g065615.1.1, Solyc09g064775.1.1, Solyc08g029205.1.1, Solyc11g020157.1.1
OG0000304	Dm_00003720-RA	Solyc04g057787.1.1, Solyc09g058977.1.1, Solyc03g078515.1.1, Solyc05g042128.1.1, Solyc08g065947.1.1, Solyc08g041665.1.1, Solyc11g020153.1.1, Solyc08g041663.1.1, Solyc10g080397.1.1, Solyc11g050938.1.1, Solyc07g032493.1.1, Solyc11g017073.1.1, Solyc08g062625.1.1, Solyc04g054157.1.1, Solyc07g044895.1.1, Solyc06g053635.1.1, Solyc05g014656.1.1, Solyc08g061105.1.1, Solyc08g065943.1.1, Solyc12g015865.1.1, Solyc01g010937.1.1, Solyc08g061323.1.1, Solyc05g042126.1.1, Solyc05g014658.1.1, Solyc08g061107.1.1, Solyc07g032497.1.1, Solyc04g051427.1.1, Solyc11g040105.1.1, Solyc08g065265.1.1, Solyc05g015847.1.1, Solyc06g051835.1.1, Solyc09g064365.1.1, Solyc09g056185.1.1, Solyc12g010233.1.1, Solyc09g074185.1.1, Solyc04g051283.1.1, Solyc11g040177.1.1, Solyc10g012005.1.1, Solyc04g049185.1.1, Solyc12g062223.1.1, Solyc05g018525.1.1, Solyc00g007225.1.1, Solyc04g054385.1.1, Solyc08g062623.1.1, Solyc04g051423.1.1, Solyc05g042124.1.1, Solyc08g061103.1.1, Solyc09g072725.1.1
OG0000308	Dm_00001180-RA	Solyc04g016470.3.1, Solyc10g079860.2.1
OG0000309	Dm_00018400-RA	Solyc11g010990.2.1, Solyc11g010980.2.1, Solyc11g010960.2.1, Solyc11g011340.2.1, Solyc11g011330.2.1
OG0000310	Dm_00015520-RA	Solyc08g062130.1.1
OG0000310	Dm_00015521-RA	Solyc05g018360.1.1, Solyc11g061950.1.1
OG0000313	Dm_00009065-RA	Solyc05g006020.3.1
OG0000314	Dm_00020898-RA, Dm_00006997-RA	Solyc09g007830.3.1, Solyc10g084150.2.1
OG0000315	Dm_00019004-RA	Solyc07g049670.3.1
OG0000315	Dm_00008452-RA	Solyc11g020640.2.1, Solyc08g005760.1.1, Solyc05g015810.2.1, Solyc08g005770.3.1, Solyc05g015800.3.1, Solyc05g015795.1.1, Solyc08g005750.2.1, Solyc08g005755.1.1
OG0000316	Dm_00002256-RA, Dm_00012303-RA	Solyc07g008940.3.1
OG0000317	Dm_00002506-RA	Solyc03g116750.3.1
OG0000317	Dm_00003620-RA, Dm_00004391-RA	Solyc07g008040.3.1
OG0000318	Dm_00005871-RA, Dm_00010653-RA, Dm_00018451-RA	Solyc11g072940.2.1, Solyc06g075590.3.1
OG0000319	Dm_00018970-RA	Solyc02g088120.3.1, Solyc02g067210.3.1
OG0000319	Dm_00010310-RA, Dm_00018644-RA	Solyc05g007810.3.1
OG0000321	Dm_00020388-RA	Solyc04g009980.3.1, Solyc05g055020.3.1
OG0000321	Dm_00002472-RA, Dm_00014714-RA	Solyc06g083860.2.1
OG0000322	Dm_00011581-RA, Dm_00015483-RA, Dm_00004798-RA	Solyc09g075060.3.1, Solyc09g075070.3.1
OG0000323	Dm_00013088-RA, Dm_00000936-RA	Solyc09g061710.3.1
OG0000323	Dm_00001236-RA, Dm_00000120-RA	Solyc04g081880.3.1
OG0000325	Dm_00016822-RA, Dm_00019810-RA	Solyc05g013450.3.1, Solyc05g013470.3.1, Solyc05g013460.3.1, Solyc07g008410.3.1, Solyc12g019330.2.1, Solyc12g019320.2.1
OG0000326	Dm_00009995-RA, Dm_00009994-RA, Dm_00003688-RA	Solyc02g084670.3.1
OG0000326	Dm_00004473-RA, Dm_00004903-RA	Solyc05g056580.3.1
OG0000327	Dm_00003392-RA	Solyc12g088790.2.1, Solyc04g078790.3.1
OG0000327	Dm_00017836-RA	Solyc11g005780.2.1
OG0000327	Dm_00008930-RA	Solyc06g062460.3.1, Solyc03g121240.1.1
OG0000327	Dm_00002653-RA	Solyc03g044460.1.1, Solyc02g090950.1.1
OG0000329	Dm_00006010-RA	Solyc12g044310.2.1, Solyc03g120560.3.1, Solyc03g120550.2.1, Solyc03g120590.3.1, Solyc03g120570.3.1
OG0000330	Dm_00000655-RA	Solyc08g066670.3.1, Solyc08g066680.3.1
OG0000331	Dm_00006123-RA	Solyc06g072860.2.1, Solyc06g072870.1.1, Solyc06g072880.2.1, Solyc10g083860.2.1, Solyc12g042620.1.1, Solyc12g042600.2.1, Solyc12g042605.1.1, Solyc10g085870.1.1, Solyc10g085880.1.1
OG0000335	Dm_00013058-RA	Solyc05g009660.3.1
OG0000335	Dm_00019336-RA	Solyc11g064950.2.1
OG0000335	Dm_00001281-RA	Solyc11g064953.1.1
OG0000335	Dm_00003124-RA	Solyc10g080770.2.1
OG0000336	Dm_00013584-RA	Solyc08g080020.1.1, Solyc11g007050.1.1
OG0000337	Dm_00015744-RA, Dm_00015296-RA, Dm_00018254-RA	Solyc02g071430.3.1, Solyc02g071400.3.1, Solyc02g071360.3.1, Solyc02g071380.2.1
OG0000338	Dm_00010813-RA	Solyc10g080920.2.1, Solyc04g080500.3.1, Solyc12g089190.1.1, Solyc04g080435.1.1
OG0000338	Dm_00002736-RA, Dm_00005600-RA	Solyc05g014570.1.1, Solyc12g089170.2.1
OG0000338	Dm_00020377-RA	Solyc01g109690.1.1
OG0000339	Dm_00018377-RA	Solyc04g072570.3.1
OG0000339	Dm_00006106-RA	Solyc01g104970.3.1, Solyc10g047140.2.1
OG0000340	Dm_00015365-RA, Dm_00003784-RA, Dm_00003330-RA	Solyc10g076845.1.1, Solyc10g076840.2.1, Solyc10g086780.2.1
OG0000342	Dm_00013986-RA	Solyc12g008430.2.1, Solyc05g050120.3.1
OG0000342	Dm_00008210-RA	Solyc03g120990.3.1, Solyc12g044600.3.1
OG0000343	Dm_00007266-RA	Solyc11g005130.2.1
OG0000345	Dm_00001528-RA	Solyc12g015700.2.1, Solyc10g005950.3.1
OG0000345	Dm_00009781-RA	Solyc05g016690.3.1, Solyc05g016622.1.1
OG0000346	Dm_00020511-RA, Dm_00011367-RA	Solyc05g014760.3.1
OG0000347	Dm_00003875-RA	Solyc01g009400.3.1, Solyc01g009410.3.1
OG0000348	Dm_00009785-RA	Solyc02g070090.1.1
OG0000348	Dm_00009021-RA	Solyc02g081220.2.1
OG0000349	Dm_00007959-RA	Solyc04g008480.2.1
OG0000349	Dm_00017301-RA	Solyc09g005030.2.1, Solyc10g076460.2.1
OG0000349	Dm_00005172-RA	Solyc02g080860.2.1
OG0000350	Dm_00001656-RA, Dm_00008693-RA	Solyc01g107830.3.1, Solyc01g107810.2.1, Solyc01g107820.2.1, Solyc01g107853.1.1
OG0000351	Dm_00005528-RA	Solyc11g013490.2.1
OG0000351	Dm_00001473-RA, Dm_00020897-RA	Solyc11g042810.2.1
OG0000352	Dm_00000134-RA, Dm_00001251-RA	Solyc04g082140.3.1, Solyc12g094470.2.1, Solyc12g094460.2.1
OG0000352	Dm_00011971-RA	Solyc02g080670.3.1
OG0000354	Dm_00018530-RA, Dm_00016625-RA, Dm_00018867-RA, Dm_00017327-RA, Dm_00015970-RA, Dm_00015786-RA	Solyc01g094120.3.1, Solyc01g094100.2.1, Solyc01g094080.3.1
OG0000362	Dm_00014459-RA, Dm_00019016-RA	Solyc06g073540.3.1, Solyc06g073530.2.1, Solyc01g008960.3.1
OG0000362	Dm_00004806-RA	Solyc07g049500.3.1
OG0000363	Dm_00003744-RA, Dm_00010037-RA	Solyc03g115750.1.1
OG0000363	Dm_00010753-RA	Solyc09g064480.1.1
OG0000364	Dm_00006053-RA	Solyc01g006100.3.1, Solyc12g100330.2.1
OG0000364	Dm_00000218-RA	Solyc08g005400.3.1
OG0000366	Dm_00014040-RA	Solyc10g049660.2.1, Solyc01g107180.3.1
OG0000366	Dm_00009975-RA, Dm_00018120-RA	Solyc02g092480.3.1, Solyc03g044090.3.1
OG0000367	Dm_00003532-RA	Solyc06g076670.3.1
OG0000367	Dm_00001245-RA	Solyc02g061840.3.1, Solyc02g083320.3.1, Solyc03g033310.3.1
OG0000368	Dm_00005604-RA	Solyc10g054030.2.1, Solyc01g109910.3.1
OG0000370	Dm_00001007-RA	Solyc07g005930.3.1
OG0000370	Dm_00009900-RA	Solyc05g010660.3.1
OG0000371	Dm_00014543-RA	Solyc09g007410.3.1, Solyc10g084280.2.1, Solyc10g086060.2.1
OG0000371	Dm_00014763-RA, Dm_00007194-RA	Solyc04g050050.3.1
OG0000372	Dm_00000312-RA, Dm_00001861-RA	Solyc03g111090.3.1
OG0000375	Dm_00007769-RA	Solyc08g013680.3.1, Solyc08g083370.3.1, Solyc12g055830.2.1
OG0000375	Dm_00003452-RA	Solyc02g085050.3.1
OG0000375	Dm_00016395-RA, Dm_00019912-RA	Solyc09g010380.3.1
OG0000377	Dm_00003998-RA	Solyc01g099910.3.1
OG0000377	Dm_00019032-RA	Solyc12g099430.2.1, Solyc01g066450.3.1, Solyc01g066457.1.1, Solyc05g054320.3.1, Solyc05g054330.3.1, Solyc05g054350.3.1
OG0000378	Dm_00008423-RA, Dm_00013171-RA	Solyc10g044640.2.1, Solyc01g103760.3.1
OG0000379	Dm_00018817-RA	Solyc09g090200.3.1
OG0000379	Dm_00004454-RA, Dm_00006527-RA	Solyc06g008330.2.1
OG0000380	Dm_00010109-RA, Dm_00019915-RA	Solyc08g041890.3.1, Solyc01g060470.3.1
OG0000381	Dm_00017194-RA	Solyc11g008920.1.1
OG0000381	Dm_00008202-RA	Solyc09g047910.3.1
OG0000381	Dm_00001965-RA	Solyc11g008930.2.1
OG0000382	Dm_00006014-RA	Solyc06g066600.3.1
OG0000382	Dm_00006243-RA	Solyc07g020790.3.1
OG0000384	Dm_00013403-RA	Solyc06g050300.2.1, Solyc06g050270.1.1, Solyc06g050290.1.1, Solyc06g050280.1.1, Solyc05g052270.2.1
OG0000384	Dm_00001577-RA, Dm_00000036-RA	Solyc09g042660.3.1
OG0000385	Dm_00001589-RA	Solyc05g008510.3.1, Solyc05g008500.2.1, Solyc04g007530.3.1
OG0000387	Dm_00019118-RA, Dm_00016663-RA	Solyc08g006940.3.1
OG0000388	Dm_00010450-RA, Dm_00011527-RA, Dm_00019218-RA	Solyc09g090190.3.1, Solyc03g005600.3.1
OG0000389	Dm_00013881-RA	Solyc01g067640.3.1
OG0000389	Dm_00013157-RA, Dm_00000539-RA	Solyc01g098160.3.1
OG0000389	Dm_00000965-RA	Solyc03g097690.3.1
OG0000390	Dm_00006095-RA	Solyc09g089610.3.1, Solyc06g053710.3.1
OG0000391	Dm_00001584-RA, Dm_00001583-RA	Solyc06g051320.3.1
OG0000392	Dm_00008716-RA	Solyc08g077030.3.1
OG0000394	Dm_00012359-RA	Solyc01g094910.3.1, Solyc01g094900.1.1
OG0000395	Dm_00015456-RA	Solyc11g064890.2.1, Solyc12g099830.2.1
OG0000396	Dm_00001062-RA	Solyc12g006870.2.1
OG0000397	Dm_00015189-RA, Dm_00013394-RA	Solyc06g007780.3.1, Solyc09g059310.3.1, Solyc06g083300.3.1
OG0000397	Dm_00000371-RA	Solyc02g088920.3.1, Solyc02g066830.3.1
OG0000399	Dm_00012462-RA	Solyc01g080010.2.1
OG0000400	Dm_00014340-RA, Dm_00000604-RA	Solyc01g099600.3.1, Solyc01g066880.3.1
OG0000401	Dm_00005633-RA	Solyc08g075410.3.1
OG0000403	Dm_00016245-RA	Solyc11g032230.2.1
OG0000404	Dm_00006434-RA	Solyc01g079390.3.1
OG0000404	Dm_00017843-RA	Solyc02g093190.3.1
OG0000405	Dm_00002957-RA	Solyc03g025400.3.1, Solyc03g025390.3.1
OG0000405	Dm_00006683-RA	Solyc08g081200.3.1, Solyc08g008060.1.1
OG0000406	Dm_00019188-RA, Dm_00016678-RA	Solyc03g043770.3.1, Solyc02g091840.3.1
OG0000406	Dm_00013122-RA	Solyc01g103530.3.1
OG0000406	Dm_00013478-RA	Solyc01g080770.3.1
OG0000406	Dm_00018951-RA	Solyc04g081590.3.1
OG0000407	Dm_00007275-RA, Dm_00014961-RA	Solyc05g054170.3.1, Solyc04g014830.2.1, Solyc11g012510.2.1
OG0000407	Dm_00003911-RA	Solyc07g047950.1.1
OG0000407	Dm_00004119-RA	Solyc07g065270.1.1
OG0000408	Dm_00001042-RA	Solyc12g006940.2.1
OG0000408	Dm_00009615-RA, Dm_00000627-RA	Solyc08g067770.3.1
OG0000409	Dm_00014642-RA	Solyc06g065640.3.1
OG0000410	Dm_00005472-RA	Solyc03g123890.3.1
OG0000410	Dm_00009018-RA	Solyc07g008320.3.1
