Orthogroup	D_muscipula.proteins	D_spatulata.proteins
OG0000028	Dm_00006419-RA, Dm_00006416-RA, Dm_00006418-RA, Dm_00001425-RA, Dm_00020344-RA, Dm_00016376-RA, Dm_00001424-RA, Dm_00006415-RA, Dm_00001427-RA	Ds_00011383-RA, Ds_00011387-RA, Ds_00011371-RA, Ds_00011381-RA, Ds_00011382-RA, Ds_00011384-RA, Ds_00007266-RA, Ds_00017487-RA, Ds_00017857-RA, Ds_00017485-RA, Ds_00011376-RA, Ds_00017484-RA, Ds_00017856-RA, Ds_00017796-RA
OG0000028	Dm_00006417-RA	Ds_00003798-RA
OG0000028	Dm_00006321-RA	Ds_00011377-RA, Ds_00011385-RA
OG0000028	Dm_00001442-RA, Dm_00001444-RA	Ds_00011386-RA
OG0000030	Dm_00000141-RA	Ds_00015041-RA
OG0000031	Dm_00013082-RA	Ds_00009778-RA, Ds_00017965-RA, Ds_00017922-RA, Ds_00002506-RA
OG0000031	Dm_00002750-RA	Ds_00004984-RA
OG0000031	Dm_00019538-RA, Dm_00005346-RA	Ds_00004983-RA, Ds_00004982-RA
OG0000031	Dm_00010642-RA	Ds_00013161-RA
OG0000034	Dm_00017791-RA	Ds_00010208-RA, Ds_00015077-RA
OG0000034	Dm_00013221-RA	Ds_00015914-RA
OG0000037	Dm_00015941-RA, Dm_00016029-RA	Ds_00009807-RA
OG0000038	Dm_00001430-RA	Ds_00013786-RA
OG0000038	Dm_00018034-RA	Ds_00017774-RA
OG0000038	Dm_00001698-RA	Ds_00003815-RA
OG0000038	Dm_00001431-RA, Dm_00001432-RA	Ds_00005791-RA, Ds_00009691-RA
OG0000038	Dm_00001695-RA	Ds_00013784-RA, Ds_00013785-RA
OG0000038	Dm_00019675-RA, Dm_00001701-RA, Dm_00001700-RA	Ds_00003814-RA, Ds_00013787-RA, Ds_00015024-RA
OG0000040	Dm_00008090-RA, Dm_00014922-RA	Ds_00008461-RA, Ds_00008462-RA
OG0000041	Dm_00005610-RA	Ds_00000048-RA
OG0000041	Dm_00016090-RA	Ds_00013581-RA
OG0000041	Dm_00017104-RA, Dm_00020901-RA	Ds_00006251-RA
OG0000041	Dm_00004417-RA	Ds_00008539-RA, Ds_00005900-RA
OG0000041	Dm_00003625-RA, Dm_00015625-RA	Ds_00009329-RA
OG0000041	Dm_00009275-RA	Ds_00012521-RA
OG0000041	Dm_00004200-RA	Ds_00002853-RA
OG0000041	Dm_00010326-RA	Ds_00003435-RA
OG0000041	Dm_00010291-RA	Ds_00016022-RA, Ds_00000091-RA
OG0000041	Dm_00006869-RA, Dm_00012805-RA, Dm_00020049-RA	Ds_00006077-RA
OG0000042	Dm_00000170-RA, Dm_00003840-RA, Dm_00003839-RA	Ds_00007701-RA
OG0000044	Dm_00020841-RA	Ds_00010910-RA, Ds_00011206-RA
OG0000044	Dm_00001157-RA	Ds_00007873-RA
OG0000044	Dm_00020338-RA	Ds_00005440-RA
OG0000044	Dm_00010828-RA, Dm_00013428-RA, Dm_00006961-RA	Ds_00008781-RA
OG0000044	Dm_00009532-RA, Dm_00014819-RA	Ds_00012803-RA
OG0000044	Dm_00016520-RA	Ds_00008624-RA
OG0000045	Dm_00003941-RA, Dm_00017951-RA, Dm_00010500-RA, Dm_00020997-RA, Dm_00015551-RA, Dm_00015968-RA, Dm_00012029-RA, Dm_00019438-RA, Dm_00019641-RA, Dm_00016661-RA, Dm_00010691-RA, Dm_00014811-RA, Dm_00019124-RA, Dm_00018192-RA, Dm_00018028-RA, Dm_00019303-RA, Dm_00011471-RA, Dm_00007268-RA, Dm_00016925-RA, Dm_00018031-RA, Dm_00005668-RA, Dm_00011085-RA, Dm_00010390-RA, Dm_00017821-RA, Dm_00010392-RA, Dm_00021107-RA, Dm_00020930-RA, Dm_00018381-RA, Dm_00019838-RA, Dm_00016114-RA, Dm_00020627-RA, Dm_00016899-RA, Dm_00018290-RA, Dm_00007212-RA, Dm_00014648-RA, Dm_00015474-RA, Dm_00018246-RA, Dm_00020736-RA, Dm_00017038-RA, Dm_00015554-RA, Dm_00012391-RA, Dm_00010733-RA, Dm_00006544-RA, Dm_00021071-RA, Dm_00019653-RA, Dm_00016657-RA, Dm_00017273-RA, Dm_00011682-RA, Dm_00017977-RA, Dm_00017380-RA, Dm_00018364-RA, Dm_00009096-RA, Dm_00020542-RA, Dm_00005255-RA, Dm_00014013-RA, Dm_00015817-RA, Dm_00018288-RA, Dm_00005813-RA, Dm_00005889-RA, Dm_00017926-RA, Dm_00013050-RA, Dm_00017429-RA, Dm_00019439-RA, Dm_00019495-RA, Dm_00019561-RA, Dm_00019642-RA, Dm_00021053-RA, Dm_00019753-RA, Dm_00007028-RA, Dm_00011084-RA, Dm_00018527-RA, Dm_00019911-RA, Dm_00020316-RA, Dm_00019042-RA, Dm_00020834-RA, Dm_00019819-RA, Dm_00015749-RA, Dm_00015454-RA, Dm_00017126-RA, Dm_00020504-RA, Dm_00021092-RA, Dm_00020223-RA, Dm_00016318-RA, Dm_00016125-RA, Dm_00018294-RA, Dm_00011261-RA, Dm_00012227-RA, Dm_00014889-RA, Dm_00008878-RA, Dm_00019576-RA, Dm_00016410-RA, Dm_00019927-RA, Dm_00018689-RA, Dm_00020112-RA, Dm_00018289-RA, Dm_00021131-RA, Dm_00010191-RA, Dm_00019506-RA, Dm_00020629-RA, Dm_00010096-RA, Dm_00020932-RA, Dm_00012052-RA, Dm_00005969-RA, Dm_00013726-RA, Dm_00012264-RA, Dm_00011978-RA, Dm_00019316-RA, Dm_00014689-RA, Dm_00016933-RA, Dm_00017382-RA, Dm_00002868-RA, Dm_00017428-RA, Dm_00018949-RA, Dm_00015496-RA, Dm_00015129-RA, Dm_00013351-RA, Dm_00012031-RA, Dm_00011977-RA, Dm_00014643-RA, Dm_00011172-RA, Dm_00020302-RA, Dm_00019489-RA, Dm_00016639-RA, Dm_00012331-RA, Dm_00020625-RA, Dm_00014200-RA, Dm_00017250-RA, Dm_00020660-RA, Dm_00013502-RA, Dm_00013999-RA, Dm_00019058-RA, Dm_00016499-RA, Dm_00012009-RA, Dm_00018350-RA, Dm_00019273-RA, Dm_00018145-RA, Dm_00011265-RA, Dm_00020583-RA, Dm_00016928-RA, Dm_00016590-RA, Dm_00019437-RA, Dm_00017119-RA, Dm_00020593-RA, Dm_00020404-RA, Dm_00016634-RA, Dm_00011317-RA, Dm_00014613-RA, Dm_00006890-RA, Dm_00020787-RA, Dm_00009319-RA, Dm_00015856-RA, Dm_00019627-RA, Dm_00020628-RA, Dm_00012639-RA, Dm_00010786-RA, Dm_00020380-RA, Dm_00018365-RA, Dm_00016660-RA, Dm_00011947-RA, Dm_00011206-RA	Ds_00009752-RA
OG0000046	Dm_00007088-RA, Dm_00001752-RA	Ds_00016515-RA, Ds_00004346-RA
OG0000046	Dm_00020179-RA, Dm_00012741-RA	Ds_00010906-RA, Ds_00011215-RA
OG0000046	Dm_00006378-RA, Dm_00013509-RA	Ds_00013053-RA
OG0000046	Dm_00003891-RA	Ds_00008610-RA
OG0000046	Dm_00014024-RA	Ds_00008496-RA
OG0000046	Dm_00012683-RA	Ds_00012090-RA
OG0000046	Dm_00007080-RA	Ds_00000726-RA
OG0000047	Dm_00007969-RA, Dm_00020823-RA	Ds_00001929-RA
OG0000047	Dm_00015896-RA	Ds_00000182-RA
OG0000047	Dm_00005670-RA, Dm_00012951-RA	Ds_00013036-RA
OG0000047	Dm_00004056-RA	Ds_00005948-RA
OG0000047	Dm_00008069-RA	Ds_00000942-RA
OG0000047	Dm_00016600-RA	Ds_00011058-RA
OG0000047	Dm_00010754-RA	Ds_00008795-RA, Ds_00012963-RA, Ds_00012019-RA, Ds_00012017-RA
OG0000047	Dm_00001976-RA	Ds_00004014-RA
OG0000048	Dm_00001249-RA	Ds_00014049-RA, Ds_00014050-RA, Ds_00014051-RA
OG0000048	Dm_00001576-RA	Ds_00014304-RA
OG0000050	Dm_00016824-RA, Dm_00012378-RA, Dm_00019415-RA, Dm_00019277-RA	Ds_00011184-RA
OG0000050	Dm_00012380-RA, Dm_00020915-RA	Ds_00006666-RA, Ds_00008163-RA
OG0000050	Dm_00020295-RA	Ds_00008162-RA, Ds_00014906-RA, Ds_00017061-RA, Ds_00010616-RA, Ds_00007525-RA, Ds_00014948-RA
OG0000050	Dm_00020895-RA	Ds_00016172-RA
OG0000051	Dm_00016762-RA, Dm_00014170-RA, Dm_00018202-RA, Dm_00007687-RA, Dm_00005613-RA, Dm_00019029-RA, Dm_00011734-RA, Dm_00016407-RA, Dm_00020926-RA, Dm_00012246-RA, Dm_00013138-RA, Dm_00017035-RA, Dm_00002397-RA, Dm_00017030-RA	Ds_00002936-RA, Ds_00016530-RA
OG0000051	Dm_00012248-RA, Dm_00016219-RA, Dm_00000875-RA, Dm_00005213-RA, Dm_00000437-RA, Dm_00008487-RA, Dm_00002944-RA	Ds_00017962-RA, Ds_00009669-RA
OG0000051	Dm_00013787-RA	Ds_00007321-RA
OG0000052	Dm_00019556-RA	Ds_00016909-RA, Ds_00003004-RA, Ds_00016200-RA, Ds_00008947-RA
OG0000055	Dm_00019791-RA	Ds_00010593-RA
OG0000055	Dm_00013087-RA, Dm_00006640-RA	Ds_00014521-RA
OG0000055	Dm_00000927-RA	Ds_00001014-RA
OG0000055	Dm_00000848-RA	Ds_00002955-RA
OG0000055	Dm_00011186-RA	Ds_00001660-RA
OG0000058	Dm_00001789-RA	Ds_00002065-RA
OG0000058	Dm_00000773-RA	Ds_00002073-RA
OG0000059	Dm_00007673-RA	Ds_00009643-RA
OG0000060	Dm_00006664-RA, Dm_00009640-RA, Dm_00017358-RA, Dm_00010891-RA	Ds_00008503-RA
OG0000063	Dm_00017284-RA	Ds_00001207-RA
OG0000063	Dm_00001327-RA	Ds_00010181-RA
OG0000063	Dm_00016579-RA, Dm_00009436-RA	Ds_00014318-RA
OG0000065	Dm_00018921-RA	Ds_00009318-RA, Ds_00016604-RA
OG0000067	Dm_00004643-RA	Ds_00004112-RA
OG0000067	Dm_00004223-RA	Ds_00014586-RA, Ds_00005210-RA
OG0000067	Dm_00011275-RA	Ds_00010296-RA
OG0000070	Dm_00019678-RA	Ds_00003633-RA
OG0000070	Dm_00017292-RA	Ds_00016135-RA
OG0000070	Dm_00008155-RA, Dm_00013287-RA	Ds_00010078-RA
OG0000070	Dm_00004547-RA	Ds_00014701-RA
OG0000071	Dm_00001685-RA	Ds_00003826-RA
OG0000071	Dm_00016304-RA	Ds_00002033-RA
OG0000071	Dm_00019310-RA	Ds_00007141-RA
OG0000071	Dm_00008368-RA	Ds_00006568-RA
OG0000072	Dm_00012063-RA	Ds_00003598-RA
OG0000072	Dm_00019149-RA, Dm_00019072-RA, Dm_00016885-RA, Dm_00019242-RA, Dm_00003864-RA, Dm_00019612-RA	Ds_00000109-RA
OG0000075	Dm_00016096-RA, Dm_00020819-RA, Dm_00020574-RA, Dm_00019027-RA, Dm_00009838-RA, Dm_00018522-RA, Dm_00015436-RA, Dm_00004793-RA, Dm_00020283-RA, Dm_00004994-RA, Dm_00004792-RA, Dm_00007807-RA, Dm_00020772-RA	Ds_00016342-RA, Ds_00015171-RA, Ds_00010696-RA, Ds_00013861-RA, Ds_00012461-RA, Ds_00015170-RA
OG0000075	Dm_00001719-RA	Ds_00012460-RA, Ds_00010695-RA
OG0000075	Dm_00004888-RA, Dm_00016814-RA, Dm_00020623-RA, Dm_00014099-RA, Dm_00001815-RA, Dm_00012928-RA	Ds_00017316-RA
OG0000075	Dm_00018467-RA, Dm_00012245-RA	Ds_00013821-RA
OG0000077	Dm_00004852-RA, Dm_00021132-RA	Ds_00000030-RA, Ds_00000031-RA
OG0000077	Dm_00009375-RA	Ds_00006087-RA
OG0000078	Dm_00012444-RA, Dm_00015818-RA, Dm_00020707-RA	Ds_00009998-RA, Ds_00009997-RA
OG0000078	Dm_00020663-RA, Dm_00009495-RA	Ds_00004156-RA, Ds_00004162-RA, Ds_00004160-RA, Ds_00004159-RA, Ds_00004158-RA, Ds_00000902-RA, Ds_00004157-RA
OG0000078	Dm_00001317-RA	Ds_00011063-RA, Ds_00016100-RA, Ds_00004153-RA, Ds_00004152-RA
OG0000078	Dm_00014938-RA	Ds_00006350-RA, Ds_00006352-RA, Ds_00006351-RA, Ds_00006353-RA, Ds_00010422-RA, Ds_00002738-RA, Ds_00002733-RA
OG0000078	Dm_00001318-RA	Ds_00004155-RA, Ds_00004164-RA, Ds_00004163-RA, Ds_00004161-RA, Ds_00009996-RA
OG0000085	Dm_00002079-RA, Dm_00008755-RA	Ds_00013315-RA
OG0000085	Dm_00018382-RA, Dm_00014711-RA	Ds_00002345-RA
OG0000085	Dm_00000001-RA	Ds_00006817-RA
OG0000085	Dm_00021097-RA	Ds_00003374-RA
OG0000085	Dm_00020301-RA	Ds_00013221-RA, Ds_00016552-RA
OG0000085	Dm_00003226-RA	Ds_00013323-RA, Ds_00013219-RA
OG0000085	Dm_00011328-RA	Ds_00007391-RA
OG0000087	Dm_00009408-RA	Ds_00000857-RA
OG0000087	Dm_00012409-RA	Ds_00012134-RA, Ds_00012132-RA
OG0000087	Dm_00020143-RA	Ds_00015816-RA
OG0000087	Dm_00002856-RA	Ds_00008978-RA
OG0000088	Dm_00006025-RA	Ds_00006864-RA, Ds_00001827-RA, Ds_00001826-RA
OG0000088	Dm_00016161-RA	Ds_00011160-RA
OG0000089	Dm_00005049-RA, Dm_00005048-RA	Ds_00000919-RA
OG0000089	Dm_00012672-RA	Ds_00000698-RA
OG0000089	Dm_00000623-RA	Ds_00014281-RA, Ds_00009910-RA
OG0000089	Dm_00005052-RA	Ds_00000701-RA
OG0000089	Dm_00008000-RA, Dm_00005053-RA	Ds_00002433-RA
OG0000089	Dm_00014697-RA	Ds_00000381-RA, Ds_00012823-RA, Ds_00010374-RA, Ds_00017162-RA, Ds_00002430-RA
OG0000090	Dm_00017037-RA	Ds_00004417-RA
OG0000090	Dm_00004995-RA	Ds_00008033-RA, Ds_00010488-RA
OG0000091	Dm_00002549-RA, Dm_00011577-RA	Ds_00005720-RA, Ds_00012613-RA
OG0000091	Dm_00004862-RA	Ds_00007917-RA
OG0000091	Dm_00000624-RA, Dm_00001319-RA	Ds_00009911-RA
OG0000091	Dm_00002331-RA	Ds_00000663-RA
OG0000092	Dm_00010933-RA, Dm_00009686-RA, Dm_00002757-RA, Dm_00016581-RA	Ds_00007208-RA
OG0000092	Dm_00003364-RA	Ds_00013212-RA
OG0000092	Dm_00016580-RA, Dm_00003219-RA, Dm_00009722-RA, Dm_00019429-RA, Dm_00019543-RA	Ds_00013213-RA, Ds_00006795-RA
OG0000093	Dm_00008970-RA	Ds_00017546-RA, Ds_00017926-RA
OG0000093	Dm_00008253-RA	Ds_00002167-RA
OG0000093	Dm_00011309-RA	Ds_00007179-RA
OG0000093	Dm_00014861-RA, Dm_00016946-RA	Ds_00017793-RA
OG0000093	Dm_00008254-RA, Dm_00012465-RA	Ds_00016133-RA
OG0000095	Dm_00013674-RA	Ds_00016626-RA
OG0000095	Dm_00001105-RA	Ds_00005415-RA
OG0000096	Dm_00002220-RA	Ds_00011884-RA, Ds_00011885-RA
OG0000096	Dm_00002364-RA	Ds_00002543-RA
OG0000096	Dm_00001356-RA	Ds_00000525-RA
OG0000096	Dm_00001357-RA	Ds_00009255-RA
OG0000097	Dm_00005636-RA, Dm_00005630-RA	Ds_00008970-RA
OG0000097	Dm_00006030-RA	Ds_00011731-RA
OG0000098	Dm_00003034-RA	Ds_00000511-RA
OG0000098	Dm_00021020-RA	Ds_00004278-RA, Ds_00000887-RA
OG0000098	Dm_00015457-RA	Ds_00001304-RA
OG0000098	Dm_00015844-RA	Ds_00005755-RA, Ds_00009375-RA
OG0000098	Dm_00003528-RA	Ds_00010103-RA
OG0000101	Dm_00005058-RA	Ds_00017680-RA, Ds_00013692-RA
OG0000101	Dm_00007144-RA	Ds_00013443-RA, Ds_00013823-RA
OG0000101	Dm_00005941-RA, Dm_00007145-RA, Dm_00012329-RA	Ds_00011724-RA, Ds_00010688-RA, Ds_00017679-RA, Ds_00012684-RA, Ds_00011199-RA, Ds_00013442-RA
OG0000102	Dm_00001450-RA	Ds_00011097-RA, Ds_00000392-RA
OG0000102	Dm_00018156-RA, Dm_00001449-RA	Ds_00010889-RA, Ds_00017309-RA, Ds_00001972-RA
OG0000102	Dm_00018155-RA	Ds_00015393-RA, Ds_00006880-RA, Ds_00006881-RA
OG0000102	Dm_00000680-RA	Ds_00011502-RA
OG0000102	Dm_00013767-RA, Dm_00001451-RA	Ds_00015916-RA
OG0000103	Dm_00020702-RA	Ds_00007541-RA
OG0000103	Dm_00001448-RA	Ds_00015206-RA, Ds_00015118-RA
OG0000104	Dm_00012898-RA	Ds_00015579-RA
OG0000104	Dm_00001406-RA	Ds_00015800-RA, Ds_00015801-RA
OG0000104	Dm_00000071-RA	Ds_00002094-RA, Ds_00015578-RA, Ds_00015804-RA, Ds_00002093-RA
OG0000105	Dm_00012589-RA	Ds_00016593-RA, Ds_00001973-RA
OG0000105	Dm_00013721-RA	Ds_00004427-RA
OG0000105	Dm_00001881-RA	Ds_00014085-RA
OG0000105	Dm_00000769-RA	Ds_00008720-RA
OG0000105	Dm_00001787-RA	Ds_00016969-RA
OG0000105	Dm_00006766-RA	Ds_00015702-RA
OG0000106	Dm_00014066-RA, Dm_00019398-RA, Dm_00003375-RA, Dm_00016346-RA, Dm_00019397-RA, Dm_00014065-RA, Dm_00017534-RA, Dm_00020809-RA	Ds_00012991-RA
OG0000107	Dm_00002832-RA	Ds_00008559-RA
OG0000108	Dm_00018091-RA	Ds_00017400-RA
OG0000108	Dm_00012144-RA	Ds_00010757-RA
OG0000108	Dm_00009382-RA	Ds_00015423-RA, Ds_00012364-RA
OG0000108	Dm_00014168-RA	Ds_00004396-RA
OG0000109	Dm_00003433-RA	Ds_00000324-RA
OG0000109	Dm_00007914-RA	Ds_00013208-RA
OG0000109	Dm_00012182-RA	Ds_00000125-RA
OG0000110	Dm_00010771-RA	Ds_00010855-RA
OG0000110	Dm_00016846-RA	Ds_00011944-RA
OG0000110	Dm_00017526-RA	Ds_00016825-RA
OG0000110	Dm_00018936-RA, Dm_00009959-RA, Dm_00005480-RA, Dm_00014565-RA	Ds_00005164-RA
OG0000113	Dm_00016399-RA	Ds_00004232-RA, Ds_00002603-RA
OG0000113	Dm_00006694-RA, Dm_00006695-RA	Ds_00011325-RA
OG0000114	Dm_00013880-RA	Ds_00015893-RA, Ds_00015892-RA
OG0000115	Dm_00005936-RA, Dm_00005937-RA	Ds_00012650-RA
OG0000115	Dm_00013370-RA	Ds_00011785-RA
OG0000115	Dm_00015940-RA, Dm_00015939-RA, Dm_00008526-RA, Dm_00005665-RA, Dm_00005666-RA	Ds_00003924-RA
OG0000116	Dm_00014421-RA, Dm_00016555-RA	Ds_00014709-RA, Ds_00000291-RA
OG0000116	Dm_00008694-RA	Ds_00010358-RA
OG0000118	Dm_00001565-RA	Ds_00011668-RA, Ds_00006827-RA, Ds_00004923-RA
OG0000118	Dm_00002039-RA	Ds_00012570-RA
OG0000118	Dm_00015779-RA	Ds_00015851-RA, Ds_00005679-RA
OG0000118	Dm_00006495-RA	Ds_00002816-RA
OG0000120	Dm_00019247-RA	Ds_00011028-RA
OG0000120	Dm_00019570-RA	Ds_00005529-RA
OG0000120	Dm_00010177-RA	Ds_00006102-RA
OG0000120	Dm_00008637-RA	Ds_00011026-RA
OG0000120	Dm_00001877-RA	Ds_00014982-RA
OG0000120	Dm_00017614-RA	Ds_00004593-RA
OG0000120	Dm_00017973-RA	Ds_00015941-RA
OG0000121	Dm_00018618-RA	Ds_00007035-RA
OG0000121	Dm_00014597-RA	Ds_00014897-RA
OG0000122	Dm_00016543-RA, Dm_00009338-RA, Dm_00020293-RA	Ds_00016938-RA, Ds_00018075-RA
OG0000123	Dm_00013069-RA	Ds_00017692-RA
OG0000123	Dm_00000436-RA	Ds_00004523-RA
OG0000123	Dm_00006567-RA, Dm_00005134-RA	Ds_00005553-RA
OG0000124	Dm_00007112-RA	Ds_00003136-RA
OG0000125	Dm_00010601-RA	Ds_00000896-RA
OG0000125	Dm_00004819-RA	Ds_00004719-RA
OG0000125	Dm_00000561-RA	Ds_00006911-RA
OG0000126	Dm_00000361-RA, Dm_00016740-RA, Dm_00011436-RA, Dm_00008990-RA, Dm_00016735-RA	Ds_00012722-RA
OG0000126	Dm_00019691-RA, Dm_00020193-RA, Dm_00009923-RA, Dm_00006520-RA, Dm_00016739-RA, Dm_00005718-RA, Dm_00010318-RA, Dm_00014553-RA, Dm_00015759-RA, Dm_00017083-RA, Dm_00015758-RA, Dm_00011850-RA, Dm_00014574-RA, Dm_00015445-RA, Dm_00017871-RA, Dm_00008377-RA, Dm_00016693-RA, Dm_00020194-RA, Dm_00011129-RA, Dm_00014575-RA, Dm_00014905-RA, Dm_00009924-RA, Dm_00010640-RA, Dm_00000360-RA	Ds_00013847-RA, Ds_00012723-RA, Ds_00009887-RA, Ds_00012111-RA, Ds_00006203-RA
OG0000126	Dm_00013494-RA, Dm_00013054-RA, Dm_00015159-RA, Dm_00003938-RA, Dm_00018601-RA, Dm_00016736-RA, Dm_00013187-RA	Ds_00012110-RA
OG0000127	Dm_00006084-RA	Ds_00000390-RA, Ds_00012730-RA
OG0000127	Dm_00000969-RA, Dm_00000275-RA, Dm_00000966-RA, Dm_00015587-RA	Ds_00017651-RA
OG0000129	Dm_00018929-RA, Dm_00010360-RA	Ds_00008115-RA
OG0000129	Dm_00019326-RA	Ds_00014831-RA, Ds_00009085-RA
OG0000131	Dm_00020931-RA	Ds_00008212-RA
OG0000131	Dm_00002070-RA	Ds_00013324-RA
OG0000134	Dm_00009619-RA	Ds_00015753-RA, Ds_00003473-RA, Ds_00007908-RA
OG0000135	Dm_00015604-RA	Ds_00011844-RA
OG0000135	Dm_00010230-RA	Ds_00002569-RA
OG0000135	Dm_00006540-RA	Ds_00000458-RA
OG0000135	Dm_00009257-RA	Ds_00012779-RA
OG0000135	Dm_00010456-RA	Ds_00003378-RA
OG0000135	Dm_00019007-RA	Ds_00002564-RA
OG0000136	Dm_00018695-RA	Ds_00000277-RA
OG0000137	Dm_00020784-RA, Dm_00016612-RA, Dm_00005256-RA, Dm_00006644-RA, Dm_00015272-RA, Dm_00020969-RA, Dm_00020646-RA	Ds_00001512-RA, Ds_00014384-RA, Ds_00014967-RA, Ds_00014968-RA
OG0000138	Dm_00019040-RA	Ds_00015264-RA
OG0000139	Dm_00010302-RA	Ds_00013858-RA, Ds_00013856-RA
OG0000140	Dm_00010965-RA	Ds_00002651-RA
OG0000142	Dm_00012078-RA, Dm_00012077-RA	Ds_00016529-RA, Ds_00015657-RA, Ds_00017015-RA
OG0000143	Dm_00008555-RA	Ds_00007320-RA
OG0000143	Dm_00003928-RA	Ds_00009459-RA, Ds_00005378-RA, Ds_00009460-RA
OG0000144	Dm_00009698-RA, Dm_00010190-RA	Ds_00008018-RA
OG0000144	Dm_00009755-RA	Ds_00010956-RA, Ds_00003597-RA
OG0000145	Dm_00017523-RA	Ds_00004600-RA
OG0000146	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA
OG0000147	Dm_00005818-RA	Ds_00010706-RA
OG0000147	Dm_00004214-RA	Ds_00005844-RA
OG0000148	Dm_00003748-RA	Ds_00010086-RA
OG0000148	Dm_00012196-RA	Ds_00017699-RA
OG0000148	Dm_00014512-RA	Ds_00010778-RA
OG0000149	Dm_00013011-RA	Ds_00012034-RA
OG0000149	Dm_00002696-RA	Ds_00006233-RA
OG0000152	Dm_00019913-RA, Dm_00003386-RA, Dm_00006856-RA	Ds_00013693-RA
OG0000152	Dm_00004775-RA	Ds_00014713-RA
OG0000152	Dm_00014149-RA, Dm_00020320-RA, Dm_00016601-RA	Ds_00007505-RA
OG0000153	Dm_00003098-RA	Ds_00010298-RA
OG0000153	Dm_00019288-RA	Ds_00005175-RA
OG0000153	Dm_00004902-RA, Dm_00004472-RA	Ds_00014432-RA
OG0000154	Dm_00006672-RA, Dm_00009628-RA	Ds_00009050-RA
OG0000155	Dm_00014490-RA	Ds_00014910-RA
OG0000155	Dm_00017503-RA	Ds_00004721-RA
OG0000156	Dm_00008341-RA	Ds_00000597-RA, Ds_00002488-RA
OG0000156	Dm_00000763-RA	Ds_00007972-RA
OG0000156	Dm_00015627-RA	Ds_00003462-RA
OG0000156	Dm_00010080-RA, Dm_00011484-RA	Ds_00013706-RA, Ds_00008760-RA
OG0000157	Dm_00017223-RA	Ds_00011121-RA
OG0000157	Dm_00002335-RA	Ds_00000657-RA
OG0000157	Dm_00004388-RA	Ds_00009636-RA
OG0000159	Dm_00004560-RA	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA
OG0000159	Dm_00000193-RA	Ds_00004538-RA
OG0000160	Dm_00000160-RA	Ds_00007481-RA
OG0000160	Dm_00002270-RA, Dm_00012322-RA	Ds_00013430-RA
OG0000162	Dm_00020718-RA, Dm_00002774-RA	Ds_00006516-RA
OG0000163	Dm_00013005-RA	Ds_00011543-RA
OG0000163	Dm_00003550-RA	Ds_00006949-RA
OG0000164	Dm_00019025-RA	Ds_00016899-RA
OG0000164	Dm_00020584-RA, Dm_00020207-RA	Ds_00000385-RA
OG0000164	Dm_00014735-RA, Dm_00018986-RA	Ds_00001238-RA
OG0000164	Dm_00000108-RA	Ds_00007283-RA
OG0000168	Dm_00006284-RA	Ds_00010005-RA
OG0000168	Dm_00004247-RA, Dm_00004248-RA	Ds_00006112-RA
OG0000169	Dm_00001981-RA	Ds_00004019-RA
OG0000169	Dm_00003996-RA	Ds_00003898-RA
OG0000170	Dm_00013647-RA	Ds_00015508-RA
OG0000170	Dm_00015271-RA	Ds_00016912-RA
OG0000170	Dm_00003497-RA	Ds_00006960-RA
OG0000171	Dm_00017813-RA, Dm_00000656-RA	Ds_00014598-RA
OG0000171	Dm_00009503-RA	Ds_00002404-RA, Ds_00000753-RA
OG0000172	Dm_00001563-RA	Ds_00015990-RA
OG0000172	Dm_00000012-RA	Ds_00014297-RA
OG0000173	Dm_00013472-RA	Ds_00008498-RA, Ds_00018001-RA, Ds_00000349-RA, Ds_00010973-RA, Ds_00006728-RA, Ds_00007195-RA, Ds_00015053-RA, Ds_00008450-RA, Ds_00014042-RA, Ds_00017268-RA, Ds_00006674-RA, Ds_00012604-RA
OG0000173	Dm_00002263-RA	Ds_00010484-RA
OG0000173	Dm_00011528-RA	Ds_00004262-RA, Ds_00005822-RA, Ds_00012915-RA, Ds_00002664-RA, Ds_00008699-RA
OG0000179	Dm_00013947-RA, Dm_00016891-RA	Ds_00005952-RA
OG0000179	Dm_00014782-RA	Ds_00010315-RA
OG0000179	Dm_00006661-RA	Ds_00012998-RA, Ds_00000068-RA, Ds_00011414-RA
OG0000179	Dm_00020368-RA	Ds_00008850-RA
OG0000179	Dm_00017688-RA	Ds_00001438-RA
OG0000179	Dm_00018639-RA	Ds_00013435-RA
OG0000180	Dm_00015134-RA	Ds_00017730-RA
OG0000181	Dm_00001869-RA	Ds_00014418-RA
OG0000182	Dm_00013542-RA	Ds_00010282-RA
OG0000182	Dm_00004694-RA	Ds_00005977-RA
OG0000182	Dm_00003411-RA	Ds_00008849-RA, Ds_00013004-RA
OG0000183	Dm_00003753-RA	Ds_00001174-RA
OG0000183	Dm_00000721-RA	Ds_00011530-RA
OG0000184	Dm_00010841-RA	Ds_00003186-RA
OG0000184	Dm_00009564-RA	Ds_00006448-RA
OG0000185	Dm_00008201-RA	Ds_00003146-RA
OG0000185	Dm_00019609-RA	Ds_00003193-RA
OG0000187	Dm_00000289-RA	Ds_00009726-RA
