Orthogroup	A_hypochondriacus.proteins	A_vesiculosa.proteins
OG0000236	AH023101-RA, AH016378-RA	Av_00003858-RA, Av_00005021-RA
OG0000236	AH013818-RA	Av_00021788-RA
OG0000236	AH023094-RA	Av_00005695-RA
OG0000238	AH022168-RA, AH022166-RA, AH022167-RA, AH004972-RA	Av_00016331-RA, Av_00012514-RA
OG0000240	AH007927-RA	Av_00011911-RA
OG0000240	AH012669-RA	Av_00003810-RA
OG0000240	AH001498-RA, AH000378-RA	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA, Av_00023888-RA
OG0000241	AH011397-RA, AH018288-RA, AH018263-RA	Av_00023851-RA
OG0000241	AH001165-RA, AH016129-RA, AH018322-RA	Av_00006049-RA
OG0000242	AH009443-RA	Av_00014620-RA
OG0000243	AH003233-RA	Av_00010707-RA
OG0000244	AH012219-RA	Av_00013571-RA, Av_00001585-RA, Av_00009146-RA, Av_00014759-RA
OG0000244	AH013016-RA	Av_00018452-RA
OG0000245	AH021950-RA	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA
OG0000247	AH022128-RA	Av_00013519-RA
OG0000248	AH004731-RA, AH004633-RA	Av_00002684-RA, Av_00005308-RA
OG0000249	AH007643-RA	Av_00004340-RA, Av_00008162-RA, Av_00014387-RA
OG0000249	AH006900-RA	Av_00012069-RA
OG0000249	AH002805-RA	Av_00013871-RA, Av_00011265-RA
OG0000250	AH002733-RA	Av_00000774-RA, Av_00004835-RA
OG0000250	AH009230-RA	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA
OG0000251	AH010082-RA	Av_00002368-RA
OG0000251	AH023083-RA	Av_00005020-RA, Av_00017267-RA
OG0000252	AH005701-RA, AH003872-RA	Av_00021364-RA
OG0000254	AH016102-RA	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA
OG0000256	AH012393-RA	Av_00009404-RA
OG0000256	AH015599-RA, AH015603-RA	Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA
OG0000257	AH004421-RA	Av_00022012-RA, Av_00015478-RA
OG0000262	AH020567-RA, AH006502-RA	Av_00008068-RA
OG0000262	AH010069-RA, AH008056-RA	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA
OG0000264	AH021353-RA, AH014775-RA	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA
OG0000265	AH010088-RA	Av_00017215-RA, Av_00002364-RA
OG0000266	AH021514-RA, AH015026-RA	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA
OG0000267	AH014219-RA	Av_00012985-RA
OG0000267	AH016079-RA	Av_00000949-RA, Av_00011354-RA
OG0000268	AH016282-RA, AH023211-RA	Av_00004669-RA
OG0000268	AH001979-RA	Av_00006823-RA
OG0000269	AH000502-RA	Av_00021511-RA, Av_00004127-RA
OG0000269	AH017112-RA	Av_00021444-RA
OG0000270	AH013316-RA	Av_00018108-RA
OG0000271	AH017307-RA, AH002751-RA	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA
OG0000276	AH023560-RA, AH008937-RA	Av_00009904-RA
OG0000276	AH015150-RA	Av_00005283-RA
OG0000276	AH010847-RA	Av_00001287-RA
OG0000276	AH014503-RA, AH020889-RA	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA
OG0000277	AH013259-RA, AH022403-RA	Av_00017356-RA, Av_00008487-RA
OG0000277	AH016190-RA	Av_00008677-RA
OG0000277	AH020366-RA, AH010939-RA	Av_00011866-RA, Av_00007006-RA, Av_00001198-RA
OG0000278	AH008601-RA	Av_00008364-RA
OG0000278	AH008064-RA	Av_00016433-RA, Av_00011211-RA, Av_00007857-RA, Av_00000205-RA
OG0000279	AH011909-RA	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA, Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA
OG0000280	AH004575-RA, AH005224-RA	Av_00005204-RA, Av_00002761-RA
OG0000280	AH006406-RA	Av_00023876-RA
OG0000286	AH018733-RA	Av_00003033-RA, Av_00005457-RA
OG0000286	AH001609-RA	Av_00009768-RA
OG0000288	AH013288-RA	Av_00022477-RA, Av_00004118-RA, Av_00008025-RA
OG0000288	AH021166-RA, AH014663-RA	Av_00008899-RA
OG0000290	AH020981-RA	Av_00005822-RA
OG0000291	AH005068-RA, AH004389-RA	Av_00015510-RA, Av_00016961-RA
OG0000291	AH002812-RA	Av_00001758-RA, Av_00015912-RA, Av_00010518-RA
OG0000291	AH018325-RA	Av_00020641-RA, Av_00020797-RA
OG0000292	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA	Av_00011948-RA, Av_00011651-RA
OG0000293	AH017285-RA, AH002742-RA	Av_00002259-RA
OG0000293	AH015410-RA	Av_00022981-RA, Av_00001335-RA, Av_00015129-RA, Av_00021052-RA
OG0000294	AH007875-RA	Av_00016133-RA, Av_00016751-RA
OG0000295	AH006922-RA	Av_00013205-RA, Av_00018795-RA
OG0000295	AH016162-RA, AH015966-RA	Av_00004640-RA, Av_00019262-RA, Av_00024759-RA
OG0000296	AH012909-RA	Av_00017187-RA, Av_00012645-RA
OG0000296	AH021481-RA	Av_00014149-RA, Av_00005603-RA, Av_00005975-RA
OG0000299	AH003820-RA	Av_00005627-RA
OG0000300	AH010916-RA	Av_00007014-RA, Av_00011871-RA, Av_00016564-RA, Av_00014394-RA
OG0000301	AH000104-RA, AH001296-RA	Av_00012772-RA, Av_00018519-RA, Av_00012701-RA, Av_00006224-RA, Av_00012771-RA
OG0000302	AH003593-RA	Av_00006379-RA
OG0000302	AH022753-RA, AH016603-RA	Av_00005789-RA, Av_00004954-RA
OG0000302	AH016519-RA, AH022864-RA	Av_00004974-RA
OG0000302	AH022373-RA, AH013565-RA	Av_00001688-RA, Av_00017656-RA
OG0000303	AH004650-RA, AH004696-RA	Av_00006444-RA, Av_00007518-RA
OG0000309	AH005931-RA, AH005930-RA	Av_00014221-RA, Av_00011662-RA
OG0000310	AH006104-RA	Av_00018710-RA
OG0000311	AH012009-RA	Av_00013165-RA
OG0000311	AH006751-RA, AH020405-RA, AH020404-RA, AH020406-RA, AH007133-RA	Av_00021723-RA, Av_00013166-RA
OG0000313	AH002470-RA	Av_00007312-RA
OG0000313	AH004628-RA	Av_00020737-RA
OG0000313	AH017309-RA, AH002753-RA	Av_00012410-RA, Av_00011285-RA
OG0000314	AH022007-RA	Av_00020896-RA, Av_00013471-RA
OG0000315	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA	Av_00023261-RA
OG0000316	AH021048-RA, AH014278-RA	Av_00001032-RA, Av_00018224-RA
OG0000316	AH017043-RA	Av_00004406-RA, Av_00001087-RA
OG0000318	AH012025-RA	Av_00016108-RA, Av_00023640-RA
OG0000321	AH013195-RA, AH022459-RA	Av_00022737-RA
OG0000321	AH010741-RA	Av_00024697-RA, Av_00015135-RA, Av_00001344-RA
OG0000321	AH017716-RA	Av_00003437-RA, Av_00004792-RA
OG0000322	AH006382-RA	Av_00010517-RA, Av_00019167-RA
OG0000323	AH013038-RA	Av_00009642-RA, Av_00002228-RA, Av_00024035-RA, Av_00001478-RA
OG0000323	AH023711-RA	Av_00004878-RA, Av_00003773-RA, Av_00021623-RA
OG0000325	AH016984-RA	Av_00016435-RA
OG0000325	AH004827-RA	Av_00020995-RA
OG0000326	AH003788-RA	Av_00021579-RA, Av_00019248-RA
OG0000326	AH010638-RA, AH007369-RA	Av_00006618-RA, Av_00015077-RA
OG0000327	AH009341-RA	Av_00010005-RA, Av_00007907-RA
OG0000327	AH006219-RA	Av_00014198-RA
OG0000327	AH001541-RA	Av_00008017-RA
OG0000329	AH002112-RA, AH000479-RA	Av_00007998-RA, Av_00006804-RA
OG0000330	AH023349-RA	Av_00004644-RA, Av_00018236-RA
OG0000331	AH012723-RA	Av_00020033-RA, Av_00002903-RA
OG0000332	AH019776-RA	Av_00017967-RA
OG0000332	AH019773-RA, AH019774-RA, AH019775-RA	Av_00021251-RA, Av_00001092-RA
OG0000335	AH005409-RA	Av_00005401-RA, Av_00003312-RA, Av_00017008-RA, Av_00011573-RA
OG0000335	AH020444-RA	Av_00000699-RA
OG0000336	AH018414-RA	Av_00014559-RA, Av_00010397-RA, Av_00006603-RA
OG0000337	AH021340-RA, AH014760-RA	Av_00003729-RA
OG0000338	AH003825-RA, AH005754-RA	Av_00000459-RA, Av_00021592-RA
OG0000338	AH001812-RA, AH000571-RA	Av_00011169-RA, Av_00022467-RA
OG0000339	AH008319-RA, AH016741-RA, AH008318-RA	Av_00017230-RA, Av_00015810-RA
OG0000340	AH011389-RA, AH005873-RA, AH005874-RA	Av_00019542-RA
OG0000340	AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA	Av_00010470-RA
OG0000342	AH016160-RA	Av_00012047-RA
OG0000342	AH020914-RA, AH014483-RA	Av_00016032-RA, Av_00004234-RA
OG0000342	AH002162-RA	Av_00008007-RA
OG0000343	AH008645-RA	Av_00015853-RA
OG0000345	AH009779-RA	Av_00000142-RA
OG0000345	AH014864-RA	Av_00003714-RA
OG0000346	AH004921-RA, AH004507-RA	Av_00012233-RA, Av_00018606-RA, Av_00000281-RA, Av_00007742-RA
OG0000346	AH017181-RA	Av_00011191-RA
OG0000347	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA	Av_00017348-RA
OG0000348	AH008485-RA	Av_00005175-RA, Av_00018384-RA
OG0000349	AH006258-RA	Av_00014816-RA
OG0000349	AH014979-RA	Av_00005608-RA, Av_00005965-RA
OG0000350	AH023607-RA	Av_00016002-RA
OG0000350	AH004101-RA	Av_00007168-RA
OG0000351	AH023606-RA, AH009021-RA	Av_00024277-RA
OG0000351	AH018197-RA	Av_00014509-RA
OG0000352	AH023686-RA	Av_00021617-RA, Av_00009020-RA, Av_00019437-RA, Av_00012111-RA
OG0000352	AH000771-RA	Av_00007251-RA
OG0000352	AH014980-RA	Av_00008963-RA
OG0000352	AH000236-RA	Av_00011951-RA, Av_00013097-RA
OG0000353	AH003480-RA, AH000122-RA	Av_00017109-RA
OG0000354	AH022147-RA	Av_00010908-RA, Av_00013892-RA
OG0000361	AH015525-RA	Av_00024780-RA, Av_00022878-RA, Av_00024934-RA, Av_00015196-RA, Av_00019402-RA, Av_00010001-RA
OG0000362	AH001289-RA, AH001290-RA	Av_00004741-RA, Av_00016934-RA
OG0000362	AH000302-RA	Av_00001367-RA
OG0000362	AH020962-RA	Av_00019128-RA
OG0000363	AH013696-RA	Av_00019674-RA
OG0000363	AH006525-RA, AH006524-RA	Av_00024067-RA, Av_00024642-RA
OG0000363	AH012996-RA	Av_00002209-RA, Av_00009620-RA
OG0000364	AH010889-RA	Av_00006508-RA
OG0000364	AH003426-RA	Av_00002917-RA
OG0000364	AH018462-RA	Av_00013052-RA
OG0000367	AH022705-RA, AH022706-RA	Av_00007364-RA
OG0000367	AH023697-RA	Av_00004876-RA, Av_00004059-RA
OG0000368	AH009713-RA	Av_00011097-RA, Av_00009896-RA
OG0000368	AH001782-RA	Av_00009934-RA, Av_00011156-RA
OG0000369	AH007971-RA, AH010212-RA	Av_00012648-RA, Av_00020230-RA
OG0000370	AH021050-RA	Av_00017123-RA
OG0000370	AH022752-RA	Av_00012191-RA
OG0000370	AH005377-RA	Av_00002743-RA, Av_00002742-RA, Av_00005226-RA
OG0000371	AH012790-RA	Av_00001143-RA, Av_00001144-RA
OG0000371	AH015920-RA	Av_00008203-RA, Av_00004369-RA, Av_00013634-RA, Av_00008245-RA, Av_00003550-RA
OG0000372	AH017178-RA	Av_00011192-RA, Av_00013832-RA, Av_00011013-RA, Av_00017715-RA
OG0000375	AH005764-RA	Av_00001963-RA
OG0000375	AH021923-RA	Av_00002849-RA, Av_00012541-RA, Av_00013422-RA
OG0000377	AH010530-RA, AH007629-RA	Av_00016201-RA, Av_00006664-RA
OG0000377	AH020202-RA, AH020203-RA	Av_00018501-RA
OG0000378	AH004051-RA, AH005334-RA	Av_00013736-RA, Av_00011625-RA, Av_00016298-RA
OG0000378	AH009393-RA	Av_00024824-RA, Av_00024825-RA, Av_00021110-RA
OG0000378	AH006488-RA	Av_00024365-RA, Av_00000732-RA
OG0000379	AH019914-RA	Av_00002118-RA, Av_00012963-RA, Av_00000580-RA
OG0000379	AH017726-RA	Av_00000796-RA
OG0000381	AH004215-RA	Av_00007799-RA
OG0000381	AH002560-RA	Av_00023846-RA
OG0000381	AH007438-RA	Av_00016519-RA, Av_00011815-RA
OG0000382	AH011965-RA	Av_00016037-RA, Av_00004237-RA
OG0000383	AH020719-RA, AH014029-RA	Av_00005847-RA
OG0000384	AH023182-RA	Av_00003840-RA
OG0000384	AH021734-RA	Av_00022965-RA, Av_00005409-RA, Av_00002964-RA
OG0000385	AH001773-RA, AH016113-RA, AH005500-RA, AH005501-RA, AH004183-RA	Av_00006347-RA, Av_00007632-RA
OG0000387	AH014692-RA, AH014693-RA	Av_00012220-RA
OG0000388	AH017719-RA	Av_00000808-RA, Av_00023862-RA
OG0000389	AH020166-RA	Av_00019654-RA
OG0000389	AH007543-RA, AH010863-RA	Av_00015093-RA, Av_00016261-RA, Av_00016165-RA
OG0000389	AH017363-RA	Av_00024404-RA, Av_00011222-RA
OG0000390	AH010760-RA, AH007888-RA	Av_00006695-RA, Av_00016148-RA, Av_00016149-RA
OG0000392	AH016899-RA	Av_00007421-RA, Av_00003751-RA, Av_00009005-RA, Av_00021607-RA
OG0000392	AH018381-RA	Av_00019844-RA, Av_00021980-RA
OG0000394	AH009654-RA	Av_00013931-RA
OG0000395	AH009701-RA	Av_00000045-RA, Av_00011437-RA, Av_00008632-RA
OG0000395	AH003176-RA	Av_00010420-RA
OG0000396	AH014052-RA	Av_00004039-RA, Av_00004895-RA
OG0000397	AH013120-RA	Av_00003400-RA
OG0000397	AH015841-RA	Av_00024048-RA, Av_00001381-RA
OG0000398	AH007712-RA	Av_00019797-RA
OG0000398	AH013086-RA	Av_00024559-RA
OG0000398	AH017580-RA	Av_00019143-RA
OG0000399	AH020127-RA	Av_00022605-RA
OG0000399	AH011271-RA	Av_00016784-RA
OG0000400	AH007598-RA	Av_00001315-RA, Av_00016797-RA, Av_00015107-RA
OG0000400	AH022831-RA	Av_00022596-RA, Av_00015596-RA
OG0000400	AH020133-RA	Av_00017891-RA, Av_00024282-RA, Av_00013230-RA
OG0000401	AH002938-RA	Av_00017706-RA
OG0000401	AH015544-RA	Av_00018539-RA
OG0000401	AH015420-RA	Av_00005763-RA
OG0000403	AH008595-RA	Av_00004215-RA
OG0000404	AH017683-RA	Av_00000784-RA
OG0000404	AH018426-RA	Av_00000305-RA, Av_00007714-RA
OG0000405	AH012141-RA, AH012142-RA, AH019585-RA	Av_00009412-RA
OG0000405	AH012140-RA	Av_00010455-RA, Av_00002091-RA
OG0000406	AH004991-RA	Av_00015352-RA, Av_00000411-RA
OG0000406	AH013968-RA	Av_00001814-RA, Av_00013745-RA
OG0000406	AH016772-RA, AH023662-RA	Av_00002289-RA
OG0000407	AH021441-RA, AH014885-RA	Av_00014164-RA, Av_00010629-RA, Av_00007457-RA, Av_00003713-RA
OG0000407	AH001177-RA	Av_00006206-RA, Av_00012753-RA
OG0000407	AH008275-RA, AH009751-RA	Av_00002541-RA, Av_00015729-RA
OG0000408	AH020819-RA	Av_00004045-RA
OG0000408	AH015360-RA	Av_00022572-RA, Av_00012791-RA, Av_00004652-RA
OG0000409	AH019214-RA	Av_00004653-RA, Av_00014316-RA
OG0000409	AH020812-RA, AH014162-RA	Av_00005870-RA, Av_00012128-RA
OG0000410	AH013472-RA	Av_00011055-RA
OG0000411	AH011849-RA	Av_00018425-RA, Av_00018426-RA, Av_00018354-RA, Av_00005138-RA
OG0000412	AH008669-RA	Av_00019579-RA, Av_00019348-RA
OG0000412	AH005041-RA	Av_00024384-RA, Av_00024557-RA, Av_00007552-RA, Av_00005264-RA, Av_00002706-RA
OG0000412	AH019070-RA	Av_00014051-RA
OG0000413	AH016370-RA	Av_00011987-RA
OG0000414	AH000732-RA, AH002375-RA	Av_00023660-RA
OG0000415	AH003601-RA	Av_00014240-RA, Av_00011684-RA
OG0000415	AH016906-RA	Av_00012099-RA, Av_00024061-RA
OG0000416	AH003586-RA, AH005962-RA	Av_00001836-RA, Av_00013723-RA, Av_00000347-RA, Av_00021679-RA
OG0000417	AH005072-RA, AH004584-RA, AH004585-RA	Av_00017434-RA, Av_00003251-RA, Av_00013951-RA
OG0000417	AH003664-RA, AH005665-RA	Av_00001898-RA, Av_00019003-RA
OG0000418	AH006447-RA, AH006448-RA	Av_00022368-RA
OG0000419	AH017762-RA	Av_00000812-RA, Av_00002309-RA
OG0000419	AH007953-RA	Av_00005117-RA
OG0000419	AH010289-RA	Av_00005118-RA
OG0000420	AH015836-RA, AH019150-RA	Av_00011604-RA
OG0000421	AH011892-RA	Av_00012898-RA, Av_00001599-RA
OG0000422	AH007673-RA	Av_00014393-RA, Av_00006512-RA
OG0000423	AH009097-RA	Av_00023320-RA
OG0000423	AH012278-RA	Av_00012895-RA, Av_00002058-RA, Av_00009366-RA
OG0000423	AH018739-RA	Av_00014552-RA, Av_00010389-RA
OG0000424	AH002000-RA	Av_00004101-RA, Av_00016817-RA
OG0000425	AH006275-RA, AH003409-RA, AH003407-RA	Av_00002685-RA, Av_00015489-RA
OG0000426	AH021612-RA, AH015105-RA	Av_00005645-RA, Av_00005927-RA, Av_00022093-RA
OG0000427	AH004471-RA	Av_00003347-RA, Av_00010822-RA
OG0000428	AH007202-RA	Av_00002181-RA, Av_00009603-RA, Av_00002183-RA, Av_00000582-RA
OG0000428	AH017742-RA	Av_00009686-RA, Av_00002296-RA
OG0000431	AH007017-RA	Av_00021772-RA
OG0000432	AH013953-RA, AH009116-RA, AH011606-RA	Av_00019727-RA
OG0000433	AH022631-RA, AH013864-RA	Av_00013288-RA, Av_00021064-RA, Av_00008511-RA, Av_00021924-RA
OG0000434	AH022194-RA, AH013078-RA	Av_00001463-RA, Av_00002248-RA
OG0000435	AH018824-RA, AH018384-RA, AH016436-RA, AH002640-RA	Av_00002304-RA
OG0000436	AH002988-RA	Av_00013819-RA
OG0000437	AH005598-RA	Av_00001879-RA
OG0000437	AH012556-RA	Av_00012626-RA, Av_00024237-RA, Av_00022960-RA
OG0000437	AH020855-RA, AH014536-RA	Av_00004250-RA, Av_00008867-RA, Av_00019303-RA, Av_00020931-RA, Av_00018696-RA
OG0000438	AH016674-RA, AH016673-RA, AH016672-RA, AH016675-RA, AH016671-RA	Av_00016005-RA, Av_00004190-RA, Av_00010804-RA, Av_00010218-RA
OG0000440	AH008959-RA	Av_00007222-RA, Av_00011099-RA
OG0000440	AH001752-RA	Av_00000964-RA
OG0000441	AH008273-RA	Av_00015730-RA, Av_00002542-RA, Av_00000151-RA, Av_00011558-RA
OG0000441	AH014891-RA, AH021447-RA	Av_00021925-RA, Av_00008973-RA, Av_00003711-RA, Av_00007458-RA
OG0000442	AH010184-RA, AH014989-RA	Av_00011953-RA, Av_00012730-RA, Av_00013099-RA
OG0000443	AH018886-RA, AH022083-RA	Av_00021849-RA
OG0000444	AH001514-RA, AH000362-RA	Av_00006775-RA
OG0000445	AH014040-RA	Av_00009049-RA, Av_00021639-RA, Av_00003792-RA, Av_00004904-RA, Av_00004021-RA, Av_00012145-RA
OG0000446	AH020072-RA, AH013526-RA, AH000493-RA	Av_00021504-RA
OG0000446	AH020584-RA, AH020073-RA, AH020071-RA, AH007010-RA	Av_00004346-RA, Av_00013676-RA, Av_00006496-RA
OG0000450	AH001415-RA, AH000253-RA	Av_00008457-RA, Av_00021514-RA, Av_00017393-RA
OG0000450	AH014791-RA, AH021385-RA	Av_00008706-RA, Av_00023114-RA
OG0000453	AH006807-RA, AH016424-RA	Av_00017840-RA
OG0000453	AH012658-RA	Av_00014071-RA
OG0000454	AH013254-RA	Av_00017352-RA, Av_00008491-RA
OG0000455	AH000803-RA	Av_00011074-RA, Av_00007262-RA, Av_00018315-RA
OG0000456	AH009422-RA	Av_00014616-RA, Av_00008579-RA
OG0000457	AH005915-RA	Av_00012490-RA, Av_00016375-RA
OG0000458	AH003961-RA, AH005868-RA, AH008715-RA	Av_00010950-RA, Av_00015271-RA, Av_00013989-RA, Av_00003163-RA
OG0000458	AH022894-RA, AH004063-RA, AH005410-RA	Av_00008833-RA, Av_00009123-RA, Av_00005399-RA, Av_00007607-RA
OG0000459	AH000343-RA, AH001353-RA	Av_00021434-RA
OG0000460	AH023765-RA	Av_00021304-RA
OG0000460	AH015876-RA	Av_00011607-RA
OG0000461	AH019636-RA, AH012039-RA	Av_00001649-RA, Av_00022254-RA, Av_00022901-RA, Av_00009199-RA
OG0000461	AH011300-RA, AH018052-RA	Av_00005496-RA, Av_00020832-RA, Av_00010442-RA
OG0000462	AH012763-RA, AH022008-RA	Av_00021350-RA, Av_00018395-RA, Av_00012568-RA, Av_00002881-RA
OG0000462	AH015887-RA	Av_00001156-RA, Av_00014351-RA
OG0000463	AH019649-RA, AH012023-RA	Av_00001653-RA, Av_00009439-RA
OG0000463	AH005188-RA	Av_00021832-RA, Av_00012240-RA
OG0000466	AH022060-RA, AH012974-RA	Av_00000747-RA, Av_00014722-RA, Av_00003475-RA, Av_00004856-RA
OG0000467	AH007696-RA, AH010945-RA	Av_00011864-RA, Av_00007003-RA, Av_00014912-RA
OG0000467	AH000314-RA	Av_00017440-RA, Av_00023240-RA
OG0000469	AH017842-RA	Av_00021799-RA
OG0000471	AH021823-RA, AH021822-RA, AH012613-RA	Av_00015662-RA
OG0000472	AH007908-RA	Av_00011761-RA, Av_00022832-RA
OG0000472	AH019978-RA	Av_00013542-RA, Av_00001562-RA
OG0000473	AH007806-RA	Av_00020704-RA, Av_00012711-RA
OG0000474	AH000468-RA, AH002091-RA	Av_00018140-RA
OG0000475	AH010820-RA	Av_00024012-RA, Av_00013033-RA, Av_00015720-RA
OG0000476	AH008705-RA, AH008706-RA, AH008710-RA, AH008707-RA, AH008711-RA	Av_00010175-RA, Av_00004762-RA
OG0000477	AH020628-RA	Av_00009071-RA
OG0000477	AH008263-RA, AH009733-RA	Av_00000154-RA, Av_00011561-RA, Av_00002519-RA, Av_00003066-RA
OG0000480	AH002144-RA, AH002143-RA, AH002142-RA, AH000511-RA	Av_00018127-RA, Av_00024727-RA, Av_00004131-RA
OG0000481	AH020928-RA, AH014444-RA	Av_00019078-RA, Av_00006297-RA, Av_00019287-RA, Av_00008891-RA
OG0000481	AH023063-RA	Av_00018125-RA
OG0000482	AH017608-RA	Av_00009306-RA
OG0000483	AH021958-RA	Av_00016417-RA, Av_00013450-RA
OG0000483	AH015957-RA, AH023515-RA	Av_00007071-RA, Av_00003554-RA
OG0000484	AH012780-RA, AH021984-RA	Av_00002868-RA, Av_00021347-RA, Av_00019338-RA, Av_00011735-RA
OG0000484	AH000165-RA	Av_00004733-RA, Av_00016926-RA
OG0000485	AH005444-RA	Av_00006371-RA, Av_00003296-RA, Av_00016997-RA
OG0000485	AH010261-RA	Av_00007812-RA
OG0000488	AH015456-RA, AH015453-RA, AH015449-RA	Av_00023886-RA
OG0000488	AH015495-RA	Av_00012665-RA
OG0000489	AH009455-RA	Av_00014623-RA
OG0000490	AH002590-RA, AH017821-RA	Av_00002325-RA, Av_00000819-RA, Av_00004807-RA, Av_00003422-RA, Av_00001434-RA
OG0000491	AH017235-RA	Av_00009261-RA, Av_00011012-RA, Av_00011199-RA, Av_00013816-RA
OG0000492	AH016393-RA, AH023048-RA	Av_00003867-RA, Av_00005014-RA
OG0000494	AH000797-RA, AH002283-RA	Av_00009860-RA, Av_00011070-RA, Av_00018319-RA, Av_00024395-RA, Av_00001880-RA
OG0000495	AH018574-RA, AH003207-RA	Av_00018580-RA, Av_00010693-RA, Av_00005451-RA, Av_00003025-RA
OG0000495	AH023224-RA, AH016267-RA	Av_00022684-RA
OG0000496	AH013024-RA, AH022133-RA	Av_00004847-RA, Av_00000763-RA
OG0000497	AH019518-RA, AH012345-RA	Av_00009164-RA, Av_00009383-RA
OG0000497	AH018690-RA	Av_00018560-RA, Av_00010404-RA, Av_00005511-RA, Av_00006092-RA, Av_00014564-RA
OG0000498	AH020868-RA, AH014520-RA	Av_00020929-RA, Av_00008871-RA
OG0000498	AH003529-RA	Av_00001896-RA
OG0000499	AH014554-RA	Av_00007240-RA, Av_00012974-RA
OG0000499	AH004234-RA, AH004235-RA, AH005267-RA	Av_00023108-RA, Av_00019995-RA
OG0000500	AH019167-RA, AH015696-RA	Av_00003741-RA, Av_00007433-RA
OG0000501	AH005128-RA	Av_00002764-RA
OG0000501	AH022069-RA	Av_00016263-RA
OG0000501	AH017381-RA, AH002959-RA, AH017382-RA	Av_00009242-RA, Av_00015034-RA
OG0000502	AH003981-RA	Av_00024904-RA
OG0000503	AH002797-RA	Av_00013797-RA, Av_00001752-RA
OG0000503	AH015754-RA, AH019379-RA	Av_00024052-RA, Av_00023343-RA
OG0000504	AH004796-RA	Av_00021476-RA, Av_00002662-RA
OG0000504	AH002498-RA, AH017967-RA	Av_00010557-RA, Av_00013849-RA, Av_00011301-RA
OG0000508	AH015916-RA, AH015913-RA, AH015911-RA, AH015912-RA, AH015915-RA	Av_00012714-RA, Av_00020701-RA, Av_00001146-RA, Av_00008201-RA, Av_00004367-RA
OG0000509	AH015903-RA	Av_00013647-RA, Av_00023393-RA
OG0000509	AH012774-RA	Av_00015708-RA, Av_00018389-RA, Av_00018706-RA
OG0000511	AH006535-RA	Av_00003497-RA
OG0000511	AH006529-RA, AH006527-RA	Av_00020569-RA
OG0000512	AH006046-RA	Av_00017950-RA, Av_00002018-RA, Av_00007732-RA, Av_00000288-RA
OG0000514	AH021163-RA	Av_00019428-RA, Av_00012106-RA, Av_00004866-RA, Av_00004069-RA
OG0000515	AH018482-RA, AH021174-RA	Av_00019050-RA
OG0000516	AH008008-RA	Av_00002344-RA, Av_00012646-RA, Av_00015306-RA, Av_00022288-RA
OG0000517	AH021592-RA	Av_00003664-RA
OG0000517	AH000446-RA	Av_00013112-RA
OG0000519	AH000536-RA	Av_00022838-RA, Av_00018150-RA
OG0000520	AH017893-RA	Av_00009728-RA
OG0000520	AH012229-RA	Av_00001583-RA, Av_00013569-RA
OG0000520	AH003214-RA	Av_00006071-RA, Av_00010697-RA, Av_00010374-RA
OG0000521	AH009558-RA, AH009559-RA	Av_00008601-RA, Av_00014643-RA
OG0000521	AH019670-RA, AH012001-RA	Av_00001658-RA, Av_00009453-RA, Av_00009206-RA
OG0000522	AH004675-RA	Av_00006440-RA, Av_00015499-RA, Av_00016954-RA
OG0000523	AH004117-RA	Av_00015534-RA
OG0000523	AH016608-RA	Av_00005791-RA, Av_00005792-RA
OG0000528	AH016977-RA, AH022515-RA, AH013622-RA	Av_00018633-RA, Av_00022455-RA
OG0000529	AH018237-RA, AH011472-RA	Av_00023558-RA, Av_00021194-RA
OG0000530	AH007737-RA, AH010770-RA	Av_00016242-RA
OG0000531	AH000231-RA	Av_00023468-RA, Av_00020292-RA, Av_00003499-RA
OG0000532	AH017734-RA, AH017735-RA, AH002651-RA	Av_00002299-RA, Av_00009691-RA
OG0000534	AH012618-RA, AH021826-RA	Av_00005079-RA, Av_00015660-RA, Av_00002930-RA, Av_00012609-RA, Av_00010280-RA, Av_00018031-RA
OG0000534	AH003117-RA, AH018731-RA	Av_00014556-RA
OG0000535	AH005486-RA	Av_00006352-RA, Av_00010868-RA
OG0000535	AH007353-RA	Av_00006936-RA, Av_00006938-RA
OG0000536	AH000208-RA	Av_00022874-RA, Av_00010137-RA, Av_00010136-RA
