Orthogroup	A_hypochondriacus.proteins	V_vinifera.proteins
OG0000124	AH015148-RA	VIT_218s0001g10810.1
OG0000125	AH012890-RA	VIT_207s0104g00830.1
OG0000125	AH010561-RA	VIT_214s0030g00210.1, VIT_214s0030g00210.3, VIT_214s0030g00210.2
OG0000125	AH010565-RA, AH010563-RA	VIT_214s0030g00320.1, VIT_214s0030g00200.1, VIT_214s0030g00230.1, VIT_214s0030g00230.2, VIT_214s0030g00240.1, VIT_214s0030g00260.1, VIT_214s0030g00280.1, VIT_214s0030g00250.1
OG0000127	AH010397-RA, AH022171-RA, AH012869-RA	VIT_207s0104g01340.1
OG0000127	AH002969-RA, AH017357-RA	VIT_204s0043g00980.1
OG0000127	AH017358-RA, AH002968-RA	VIT_217s0000g00820.1
OG0000128	AH013509-RA, AH013505-RA	VIT_204s0008g03000.1, VIT_209s0054g01480.1
OG0000128	AH013510-RA	VIT_209s0054g01470.1, VIT_209s0054g01340.2, VIT_209s0054g01340.3, VIT_209s0054g01340.1, VIT_209s0054g01360.1
OG0000129	AH019248-RA	VIT_204s0069g00740.1
OG0000129	AH019249-RA	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1, VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3
OG0000131	AH014578-RA	VIT_211s0016g01220.1
OG0000131	AH016864-RA, AH016862-RA, AH003876-RA, AH018991-RA, AH013318-RA, AH003875-RA, AH016865-RA, AH013320-RA, AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA, AH016833-RA, AH016845-RA, AH016868-RA, AH014582-RA, AH014583-RA, AH014581-RA, AH014580-RA, AH014579-RA, AH009123-RA, AH009120-RA, AH014365-RA, AH014364-RA, AH020779-RA, AH020778-RA, AH014066-RA, AH020774-RA	VIT_209s0002g01320.1, VIT_218s0086g00410.1, VIT_207s0005g05920.1, VIT_207s0005g05910.1, VIT_207s0005g05930.1, VIT_207s0005g05985.1, VIT_212s0059g00740.1, VIT_218s0086g00590.1, VIT_209s0002g01330.1, VIT_209s0002g01340.1
OG0000134	AH006080-RA	VIT_200s0567g00040.1
OG0000134	AH001790-RA, AH001791-RA	VIT_218s0001g10930.1, VIT_218s0001g10910.1, VIT_218s0001g10870.1, VIT_218s0001g10870.2, VIT_218s0001g10830.1, VIT_218s0001g10830.2, VIT_218s0001g10830.3, VIT_218s0001g10940.1, VIT_218s0001g10970.1, VIT_218s0001g10950.1, VIT_218s0001g11010.3, VIT_218s0001g11010.1, VIT_218s0001g11010.2, VIT_218s0001g10880.1, VIT_218s0001g10920.1
OG0000135	AH016059-RA	VIT_204s0008g01360.1
OG0000135	AH013502-RA	VIT_209s0054g01060.1
OG0000135	AH015896-RA	VIT_211s0065g00390.1
OG0000136	AH017306-RA	VIT_217s0000g07890.1
OG0000136	AH000810-RA, AH002265-RA	VIT_203s0038g02380.1
OG0000137	AH022076-RA, AH022075-RA, AH014193-RA, AH012283-RA, AH019476-RA, AH019481-RA, AH014194-RA, AH019421-RA, AH011697-RA, AH012282-RA	VIT_205s0077g01690.1, VIT_205s0077g01520.1, VIT_205s0077g01680.1, VIT_207s0005g00930.1
OG0000138	AH013724-RA, AH022574-RA	VIT_206s0004g05065.1
OG0000139	AH023020-RA	VIT_213s0019g02960.1
OG0000140	AH001068-RA, AH001070-RA, AH003302-RA, AH014008-RA	VIT_210s0071g00380.1, VIT_210s0071g00560.1, VIT_210s0071g00510.1
OG0000142	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA	VIT_209s0002g06202.1, VIT_209s0002g06210.2, VIT_209s0002g06210.1, VIT_209s0002g06136.1, VIT_209s0002g06136.2, VIT_209s0002g00190.1, VIT_209s0002g00250.1, VIT_209s0096g00200.1, VIT_209s0096g00760.1, VIT_209s0096g00420.1, VIT_209s0002g06140.1, VIT_209s0002g06260.1, VIT_209s0002g06240.2, VIT_209s0002g06240.1, VIT_209s0096g00390.1, VIT_209s0002g06230.1, VIT_209s0096g00840.1, VIT_209s0018g00480.1, VIT_209s0002g06133.1, VIT_209s0002g06152.1, VIT_209s0002g00270.1, VIT_209s0096g00830.1, VIT_211s0037g01270.1, VIT_211s0016g01860.1, VIT_209s0002g05830.1, VIT_209s0096g00740.1, VIT_209s0002g00240.1, VIT_209s0070g00350.1, VIT_209s0002g03980.1, VIT_209s0002g03270.1, VIT_209s0002g03300.1, VIT_219s0027g01631.1
OG0000143	AH016191-RA, AH008728-RA, AH008727-RA	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1
OG0000144	AH005332-RA	VIT_212s0035g00310.1
OG0000144	AH004163-RA	VIT_212s0035g00310.2
OG0000144	AH011428-RA	VIT_202s0236g00130.2, VIT_202s0236g00130.4, VIT_202s0236g00130.3, VIT_202s0236g00130.1
OG0000145	AH013887-RA	VIT_206s0009g01450.6, VIT_206s0009g01450.2, VIT_206s0009g01450.1, VIT_206s0009g01450.4, VIT_206s0009g01450.5, VIT_206s0009g01450.3
OG0000145	AH009242-RA	VIT_206s0061g00620.1, VIT_206s0061g00670.1, VIT_206s0061g00670.2, VIT_206s0061g00640.1, VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1, VIT_202s0025g04510.1
OG0000146	AH013670-RA, AH013668-RA	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1
OG0000146	AH019053-RA, AH016411-RA, AH023019-RA, AH023024-RA, AH008823-RA	VIT_213s0019g03170.1
OG0000147	AH021952-RA	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1
OG0000147	AH000183-RA	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6
OG0000148	AH022555-RA, AH013718-RA, AH013719-RA, AH013714-RA	VIT_206s0004g04990.1, VIT_206s0004g04980.1, VIT_206s0004g04970.1
OG0000148	AH022552-RA	VIT_206s0004g04960.1, VIT_206s0004g04950.1
OG0000148	AH022967-RA	VIT_213s0019g01710.2, VIT_213s0019g01710.1, VIT_213s0019g01810.2, VIT_213s0019g01810.1, VIT_213s0019g01780.1, VIT_213s0019g01790.1, VIT_213s0019g01700.1
OG0000149	AH016220-RA	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1
OG0000149	AH022324-RA	VIT_215s0021g02240.4, VIT_215s0021g02240.3, VIT_215s0021g02240.2, VIT_215s0021g02240.1
OG0000149	AH018906-RA	VIT_215s0045g01190.1
OG0000152	AH000407-RA	VIT_206s0061g00870.1
OG0000152	AH022508-RA, AH013637-RA, AH016497-RA, AH022506-RA	VIT_206s0004g04250.1
OG0000153	AH021960-RA	VIT_206s0004g03490.1
OG0000153	AH008291-RA	VIT_200s0259g00180.1, VIT_200s1287g00010.1, VIT_219s0015g00440.2, VIT_219s0015g00440.1
OG0000155	AH012856-RA, AH012857-RA, AH012863-RA, AH012861-RA, AH012858-RA, AH012846-RA, AH012847-RA, AH012848-RA, AH022179-RA, AH012859-RA, AH012860-RA, AH012864-RA, AH012865-RA, AH012862-RA, AH010202-RA, AH022174-RA, AH010200-RA, AH012855-RA	VIT_207s0104g01420.1
OG0000157	AH001951-RA	VIT_209s0002g07340.1
OG0000157	AH019804-RA	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1
OG0000159	AH009478-RA, AH009480-RA	VIT_215s0048g02450.1, VIT_215s0048g02490.2, VIT_215s0048g02490.1, VIT_215s0048g02480.1
OG0000159	AH020974-RA, AH011882-RA	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1
OG0000160	AH016892-RA, AH023753-RA	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5
OG0000160	AH005973-RA	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5
OG0000160	AH001592-RA, AH000928-RA	VIT_203s0038g03920.1, VIT_203s0038g03920.2
OG0000161	AH010020-RA	VIT_200s0346g00040.1
OG0000162	AH017198-RA, AH002995-RA	VIT_217s0000g03340.1
OG0000162	AH022861-RA, AH022859-RA	VIT_214s0006g02600.2, VIT_214s0006g02600.1, VIT_214s0006g02600.3, VIT_214s0006g02600.5, VIT_214s0006g02600.4, VIT_214s0006g02600.6
OG0000162	AH005478-RA, AH004130-RA	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1
OG0000163	AH014552-RA	VIT_209s0002g01910.9, VIT_207s0005g04785.1, VIT_216s0013g01295.1, VIT_207s0005g02970.1
OG0000163	AH013346-RA	VIT_209s0002g01910.5, VIT_209s0002g01910.6, VIT_209s0002g01910.8, VIT_209s0002g01910.7, VIT_209s0002g01910.10, VIT_209s0002g01910.3, VIT_209s0002g01910.2, VIT_209s0002g01910.4, VIT_209s0002g01910.1
OG0000164	AH021228-RA, AH014343-RA	VIT_219s0014g01840.1, VIT_217s0053g00680.1
OG0000164	AH001454-RA, AH000392-RA	VIT_208s0007g04360.1, VIT_206s0061g01040.1
OG0000164	AH020804-RA, AH014173-RA	VIT_211s0016g04620.1
OG0000165	AH001450-RA, AH009997-RA, AH010091-RA	VIT_219s0014g00900.1, VIT_219s0014g00870.1, VIT_219s0014g00920.1
OG0000168	AH020524-RA	VIT_213s0047g00020.1, VIT_213s0047g00030.1
OG0000168	AH020525-RA, AH006562-RA, AH006510-RA	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4
OG0000168	AH007811-RA	VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3
OG0000169	AH003317-RA	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1
OG0000169	AH014133-RA, AH023348-RA	VIT_200s0214g00110.1
OG0000169	AH010535-RA	VIT_214s0060g02020.1, VIT_214s0060g02000.1
OG0000170	AH013750-RA	VIT_205s0049g00890.3
OG0000170	AH011283-RA	VIT_202s0025g00480.1
OG0000170	AH007222-RA, AH010754-RA	VIT_205s0049g00890.1, VIT_205s0049g00890.2, VIT_214s0036g00370.1, VIT_214s0036g00370.2
OG0000171	AH000491-RA, AH002132-RA	VIT_211s0016g03350.1, VIT_204s0008g03400.1, VIT_209s0002g03940.1
OG0000171	AH018302-RA	VIT_200s0341g00080.1, VIT_200s0632g00010.1, VIT_200s0341g00070.1, VIT_214s0006g02290.1
OG0000172	AH019304-RA, AH015622-RA	VIT_208s0040g00060.2, VIT_208s0040g00060.1
OG0000179	AH015938-RA	VIT_213s0067g03500.1
OG0000179	AH012805-RA	VIT_208s0040g02970.1
OG0000180	AH014306-RA, AH021076-RA	VIT_211s0016g00470.1
OG0000180	AH022087-RA	VIT_205s0077g01930.1, VIT_207s0005g00750.1, VIT_207s0005g00750.3, VIT_207s0005g00750.2
OG0000181	AH008868-RA	VIT_218s0001g02730.5, VIT_218s0001g02730.4, VIT_218s0001g02730.10, VIT_218s0001g02730.6, VIT_218s0001g02730.1, VIT_218s0001g02730.2, VIT_218s0001g02730.8, VIT_218s0001g02730.3, VIT_218s0001g02730.9, VIT_218s0001g02730.7
OG0000181	AH010377-RA, AH003266-RA	VIT_207s0031g02720.4, VIT_207s0031g02720.2, VIT_207s0031g02720.3, VIT_207s0031g02720.8, VIT_207s0031g02720.9, VIT_207s0031g02720.1, VIT_207s0031g02720.5, VIT_207s0031g02720.7, VIT_207s0031g02720.6
OG0000182	AH021993-RA	VIT_213s0019g04280.1, VIT_208s0040g01890.1
OG0000182	AH012779-RA	VIT_203s0038g02520.1, VIT_203s0038g02520.3, VIT_203s0038g02520.4, VIT_203s0038g02520.2, VIT_206s0004g02850.2, VIT_208s0040g01890.2
OG0000184	AH007212-RA	VIT_205s0049g00920.3, VIT_205s0049g00920.2, VIT_205s0049g00920.4, VIT_205s0049g00920.1, VIT_205s0049g00920.5, VIT_205s0049g00930.1
OG0000184	AH017737-RA	VIT_207s0005g03290.1
OG0000185	AH007772-RA	VIT_214s0030g01560.1
OG0000185	AH020040-RA	VIT_205s0094g00780.1
OG0000185	AH010844-RA, AH007773-RA, AH010845-RA	VIT_214s0030g01520.1, VIT_214s0030g01550.1
OG0000186	AH004613-RA	VIT_201s0150g00090.7, VIT_201s0150g00090.15, VIT_201s0150g00090.3, VIT_201s0150g00090.10, VIT_201s0150g00090.12, VIT_201s0150g00090.1, VIT_201s0150g00090.8, VIT_201s0150g00090.4, VIT_201s0150g00090.13, VIT_201s0150g00090.2, VIT_201s0150g00090.14, VIT_201s0150g00090.5, VIT_201s0150g00090.11, VIT_201s0150g00090.6, VIT_201s0150g00090.9
OG0000187	AH006377-RA	VIT_214s0068g01830.1
OG0000187	AH006242-RA	VIT_214s0068g01850.1
OG0000187	AH003378-RA, AH006240-RA	VIT_214s0068g01840.1
OG0000187	AH003380-RA	VIT_214s0068g01860.1
OG0000187	AH004538-RA, AH005195-RA	VIT_201s0010g03850.1
OG0000188	AH018007-RA	VIT_202s0025g00350.2, VIT_202s0025g00350.3, VIT_202s0025g00350.1
OG0000188	AH019606-RA, AH012098-RA	VIT_216s0050g01250.1, VIT_216s0050g01190.1, VIT_216s0050g01240.1, VIT_216s0050g01220.1
OG0000188	AH009637-RA	VIT_215s0046g02230.2, VIT_215s0046g02230.3, VIT_215s0046g02230.1
OG0000189	AH004583-RA	VIT_201s0026g00540.4, VIT_201s0026g00540.3, VIT_201s0026g00540.5, VIT_201s0026g00540.6, VIT_201s0026g00540.2, VIT_201s0026g00540.1
OG0000190	AH021202-RA	VIT_205s0062g01423.1, VIT_205s0124g00010.1, VIT_205s0062g01400.1, VIT_205s0062g01395.1, VIT_205s0062g01390.1, VIT_205s0124g00230.1
OG0000191	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA, AH006833-RA	VIT_208s0007g07690.1
OG0000192	AH007480-RA, AH011104-RA	VIT_200s0220g00150.1, VIT_200s0220g00140.1
OG0000192	AH011736-RA, AH020017-RA	VIT_205s0094g01300.1, VIT_205s0094g01300.2
OG0000193	AH010169-RA, AH002456-RA, AH002454-RA	VIT_203s0097g00700.1, VIT_203s0088g00890.1, VIT_203s0088g00810.1, VIT_203s0088g00690.1, VIT_203s0088g00700.1, VIT_203s0088g00710.1, VIT_203s0088g00750.1, VIT_203s0088g00780.1
OG0000193	AH002455-RA	VIT_203s0088g00910.1
OG0000198	AH009407-RA	VIT_211s0037g00510.1
OG0000199	AH011848-RA	VIT_205s0020g03910.1
OG0000199	AH000315-RA	VIT_212s0028g03390.1
OG0000199	AH015573-RA	VIT_211s0016g04190.1
OG0000200	AH005777-RA	VIT_204s0023g02360.1
OG0000200	AH014501-RA	VIT_209s0054g00910.1, VIT_209s0054g00900.1
OG0000201	AH011734-RA	VIT_205s0094g01120.2
OG0000201	AH020018-RA	VIT_205s0094g01260.2, VIT_205s0094g01260.1
OG0000202	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA	VIT_218s0001g13820.1, VIT_218s0001g13830.1, VIT_218s0001g13850.1, VIT_218s0001g13770.1, VIT_218s0001g13780.1, VIT_218s0001g13790.1
OG0000206	AH010923-RA	VIT_206s0004g01610.1
OG0000206	AH010673-RA	VIT_213s0047g00250.1, VIT_213s0047g00250.3, VIT_213s0047g00250.2
OG0000206	AH022824-RA, AH007651-RA	VIT_200s0357g00120.1
OG0000207	AH002648-RA	VIT_207s0005g03030.1
OG0000207	AH022984-RA	VIT_213s0019g02060.1
OG0000207	AH018948-RA	VIT_208s0056g01650.1
OG0000207	AH009147-RA	VIT_215s0048g00840.1
OG0000208	AH013419-RA, AH022318-RA	VIT_209s0002g00490.1, VIT_209s0002g00490.2
OG0000208	AH013416-RA, AH022322-RA, AH013411-RA	VIT_209s0002g00580.1
OG0000211	AH017571-RA	VIT_217s0000g06360.1, VIT_217s0000g06360.2
OG0000211	AH005036-RA, AH004370-RA	VIT_217s0053g00990.3, VIT_217s0053g00990.1, VIT_201s0026g02620.1, VIT_201s0026g02620.3, VIT_201s0026g02620.2, VIT_214s0108g01020.1, VIT_214s0108g01020.2
OG0000212	AH019579-RA, AH012403-RA	VIT_216s0050g00220.1
OG0000212	AH013636-RA	VIT_206s0004g04280.1, VIT_208s0040g03360.1, VIT_208s0040g03360.2, VIT_206s0004g04280.2, VIT_213s0019g00550.1, VIT_213s0019g00550.3, VIT_213s0019g00550.2, VIT_208s0040g03360.3, VIT_208s0040g03360.4
OG0000213	AH021488-RA, AH014963-RA	VIT_210s0116g01210.1
OG0000213	AH011769-RA	VIT_205s0020g00950.3, VIT_205s0020g00950.1, VIT_205s0020g00950.2
OG0000216	AH008260-RA	VIT_219s0090g01440.2, VIT_219s0090g01440.1
OG0000216	AH002574-RA	VIT_200s1365g00010.1
OG0000216	AH000038-RA	VIT_212s0059g00560.1
OG0000217	AH006817-RA, AH006820-RA	VIT_212s0055g00580.1, VIT_210s0092g00520.1, VIT_210s0092g00470.1, VIT_210s0092g00590.1, VIT_200s0125g00210.4, VIT_200s0125g00210.2, VIT_200s0125g00210.3, VIT_200s0125g00210.1, VIT_200s0125g00210.5, VIT_210s0092g00570.1, VIT_200s0125g00140.1, VIT_212s0055g00600.1, VIT_212s0055g00640.1, VIT_212s0055g00660.1
OG0000218	AH021003-RA	VIT_201s0011g05960.1
OG0000218	AH018419-RA	VIT_202s0012g01680.3
OG0000219	AH012080-RA	VIT_216s0022g02220.1, VIT_216s0050g01740.1, VIT_216s0022g00110.1, VIT_216s0022g00170.1
OG0000219	AH012060-RA	VIT_205s0029g01000.1
OG0000220	AH018373-RA	VIT_203s0038g01050.1
OG0000220	AH018372-RA	VIT_219s0015g01630.1, VIT_219s0015g01660.1, VIT_219s0015g01590.1, VIT_219s0015g01560.1
OG0000220	AH018371-RA	VIT_219s0015g01635.1
OG0000220	AH002688-RA	VIT_200s0194g00010.1
OG0000221	AH015847-RA, AH019151-RA	VIT_214s0006g01250.1
OG0000222	AH019420-RA, AH010384-RA, AH019521-RA	VIT_203s0038g04120.1
OG0000222	AH012987-RA	VIT_207s0005g01030.1
OG0000222	AH012396-RA	VIT_214s0030g02140.1
OG0000223	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA	VIT_212s0028g02885.1, VIT_212s0028g02870.1, VIT_215s0045g01490.1, VIT_212s0028g02860.1, VIT_212s0028g02700.1, VIT_212s0028g02830.4, VIT_212s0028g02830.6, VIT_212s0028g02740.1, VIT_212s0028g02950.1, VIT_212s0028g02920.1, VIT_212s0028g02880.1, VIT_212s0028g01940.1, VIT_212s0028g01880.1, VIT_212s0028g02710.1, VIT_212s0028g02810.1, VIT_212s0028g02830.1, VIT_212s0028g02830.2, VIT_212s0028g02850.2, VIT_212s0028g02850.3, VIT_212s0028g02850.1, VIT_212s0028g02850.4, VIT_212s0028g02830.5, VIT_212s0028g02830.3, VIT_210s0003g00480.1, VIT_210s0003g00440.1, VIT_210s0003g00460.1, VIT_210s0003g00470.1
OG0000224	AH010030-RA, AH008072-RA	VIT_219s0014g02900.1
OG0000224	AH021647-RA, AH015222-RA	VIT_200s0916g00010.2, VIT_200s0916g00010.1, VIT_200s0916g00010.3, VIT_200s0916g00010.4
OG0000224	AH000336-RA, AH001344-RA	VIT_212s0028g03860.3, VIT_212s0028g03860.2, VIT_212s0028g03860.1
OG0000227	AH013692-RA, AH022541-RA	VIT_206s0004g04810.1, VIT_206s0004g04810.3, VIT_206s0004g04810.2, VIT_206s0004g04810.5
OG0000227	AH019119-RA, AH022956-RA, AH016463-RA	VIT_213s0019g01080.1, VIT_213s0019g01080.2, VIT_213s0019g01080.4, VIT_213s0019g01080.3
OG0000228	AH003360-RA	VIT_214s0068g01590.3
OG0000228	AH006396-RA	VIT_214s0068g01590.2, VIT_214s0068g01590.1
OG0000228	AH002970-RA, AH017354-RA	VIT_217s0000g00890.2, VIT_217s0000g00890.1
OG0000229	AH003810-RA, AH005782-RA	VIT_204s0023g02400.1
OG0000230	AH016753-RA	VIT_203s0038g01480.1
OG0000230	AH023644-RA	VIT_206s0009g01820.1
OG0000230	AH009416-RA	VIT_218s0072g01040.2, VIT_218s0072g01040.4
OG0000231	AH004765-RA	VIT_201s0026g00280.4, VIT_201s0026g00280.7, VIT_201s0026g00280.5, VIT_201s0026g00280.11, VIT_201s0026g00280.10, VIT_201s0026g00280.2, VIT_201s0026g00280.8, VIT_201s0026g00280.3, VIT_201s0026g00280.9, VIT_201s0026g00280.1, VIT_201s0026g00280.6
OG0000232	AH009986-RA, AH009984-RA, AH009983-RA, AH009981-RA, AH009982-RA, AH008127-RA	VIT_212s0057g00070.1, VIT_212s0057g00140.1, VIT_212s0057g00120.1, VIT_212s0057g00150.1, VIT_212s0057g00170.1, VIT_212s0057g00090.1, VIT_212s0057g00080.1, VIT_212s0057g00110.1, VIT_212s0057g00180.1, VIT_212s0057g00190.1
OG0000235	AH007677-RA, AH010905-RA	VIT_206s0004g01350.4, VIT_206s0004g01350.2, VIT_206s0004g01350.7, VIT_206s0004g01350.3, VIT_206s0004g01350.6, VIT_206s0004g01350.1, VIT_206s0004g01350.5
OG0000236	AH023101-RA, AH016378-RA	VIT_213s0067g00900.1
OG0000236	AH013818-RA	VIT_206s0004g06670.1
OG0000236	AH023094-RA	VIT_213s0067g00890.1
OG0000236	AH022662-RA	VIT_206s0004g06660.2, VIT_206s0004g06660.3, VIT_206s0004g06660.5, VIT_206s0004g06660.6, VIT_206s0004g06660.1, VIT_206s0004g06660.4
OG0000238	AH022168-RA, AH022166-RA, AH022167-RA, AH004972-RA, AH002211-RA, AH002223-RA, AH002216-RA, AH013971-RA, AH002218-RA, AH000864-RA, AH005582-RA	VIT_212s0028g03950.1, VIT_212s0028g04015.1, VIT_212s0028g03990.1, VIT_212s0028g04030.1, VIT_212s0028g04000.1, VIT_212s0059g00100.1, VIT_212s0059g00140.1, VIT_212s0028g04000.2, VIT_212s0059g00050.1, VIT_212s0059g00080.1, VIT_212s0059g00060.1, VIT_212s0028g04010.1, VIT_212s0059g00120.1, VIT_212s0059g00160.1, VIT_212s0028g04040.1, VIT_212s0028g03960.1, VIT_212s0059g00130.1, VIT_212s0028g04020.1, VIT_212s0059g00110.1, VIT_212s0059g00150.1
OG0000240	AH007927-RA	VIT_213s0074g00500.6, VIT_213s0074g00500.2, VIT_213s0074g00500.1
OG0000240	AH012669-RA	VIT_213s0074g00500.3, VIT_213s0074g00500.5, VIT_213s0074g00500.4
OG0000240	AH001498-RA, AH000378-RA	VIT_206s0061g01230.1
OG0000241	AH011397-RA, AH018288-RA, AH018263-RA	VIT_200s0309g00020.1
OG0000241	AH001165-RA, AH016129-RA, AH018322-RA, AH018264-RA, AH011413-RA	VIT_216s0013g00310.1, VIT_216s0013g00650.1
OG0000242	AH009443-RA	VIT_218s0041g00500.1
OG0000243	AH003233-RA	VIT_205s0094g01200.1, VIT_213s0067g01040.1
OG0000243	AH018529-RA	VIT_216s0022g01390.1, VIT_205s0094g01190.1, VIT_200s1682g00020.1, VIT_216s0022g01510.1, VIT_216s0022g01500.1, VIT_216s0022g01540.1
OG0000244	AH013016-RA	VIT_201s0011g05380.1
OG0000244	AH019455-RA, AH012210-RA	VIT_214s0108g00900.1, VIT_216s0022g00700.1, VIT_216s0022g00710.1
OG0000244	AH001048-RA	VIT_215s0048g00510.1, VIT_206s0009g02590.1, VIT_206s0009g02630.1, VIT_206s0009g02560.1, VIT_206s0009g02570.1
OG0000244	AH001047-RA, AH001046-RA	VIT_206s0009g02600.1
OG0000245	AH015960-RA	VIT_213s0067g03390.2, VIT_213s0067g03390.3, VIT_213s0067g03390.1
OG0000245	AH021950-RA	VIT_208s0040g03120.1
OG0000246	AH014183-RA, AH013911-RA, AH014182-RA	VIT_213s0084g00095.1, VIT_207s0031g02450.1
OG0000247	AH022128-RA	VIT_207s0104g01810.1, VIT_207s0104g01800.2, VIT_206s0009g00965.1, VIT_202s0033g00615.1, VIT_207s0104g01800.1
OG0000247	AH022491-RA, AH010176-RA, AH010177-RA	VIT_207s0104g01820.1, VIT_207s0104g01830.2, VIT_207s0104g01830.1
OG0000248	AH017874-RA, AH002559-RA, AH017875-RA	VIT_207s0151g00540.1, VIT_207s0289g00060.2, VIT_207s0289g00060.1, VIT_207s0289g00050.1
OG0000248	AH004731-RA, AH004633-RA	VIT_201s0026g00630.1
OG0000248	AH020026-RA, AH011726-RA	VIT_205s0094g01000.1, VIT_205s0094g01000.2, VIT_205s0094g01060.1, VIT_205s0094g01030.1, VIT_205s0094g01040.1, VIT_205s0094g01050.1
OG0000249	AH007643-RA	VIT_206s0004g00480.2, VIT_206s0004g00480.1, VIT_206s0004g00480.3, VIT_200s1322g00010.1
OG0000250	AH009230-RA	VIT_215s0048g02010.3, VIT_215s0048g02010.1
OG0000251	AH010082-RA	VIT_219s0014g02250.1, VIT_219s0014g02250.2, VIT_219s0014g02250.3, VIT_219s0014g02250.4
OG0000251	AH023083-RA	VIT_213s0067g00610.2, VIT_213s0067g00610.1, VIT_213s0067g00610.5, VIT_213s0067g00610.4, VIT_213s0067g00610.3, VIT_213s0067g00630.1, VIT_213s0067g00630.2, VIT_213s0067g00610.6, VIT_208s0007g02170.3
OG0000252	AH005701-RA, AH003872-RA	VIT_208s0040g01590.2, VIT_208s0040g01590.5, VIT_208s0040g01590.1, VIT_208s0040g01590.7, VIT_208s0040g01590.11, VIT_208s0040g01590.8, VIT_208s0040g01590.17, VIT_208s0040g01590.16, VIT_208s0040g01590.14, VIT_208s0040g01590.9, VIT_208s0040g01590.10, VIT_208s0040g01590.13, VIT_208s0040g01590.12, VIT_208s0040g01590.15, VIT_208s0040g01590.4, VIT_208s0040g01590.3, VIT_208s0040g01590.6
OG0000253	AH019047-RA	VIT_213s0064g01320.1
