Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins	Total
OG0000428	5	5	5	7	5	2	10	6	9	7	5	4	70
OG0000429	0	0	0	0	0	0	0	0	0	70	0	0	70
OG0000430	69	0	0	0	0	0	0	0	0	0	0	0	69
OG0000431	2	2	9	1	3	0	1	32	7	2	2	8	69
OG0000432	2	5	0	1	7	34	8	2	1	3	0	6	69
OG0000433	5	2	7	4	2	2	3	25	8	3	4	4	69
OG0000434	4	2	7	2	1	1	1	32	5	3	1	10	69
OG0000435	3	4	8	2	5	0	2	16	10	6	6	7	69
OG0000436	4	4	4	1	4	2	3	17	12	9	5	4	69
OG0000437	3	6	4	9	3	5	6	8	8	5	7	5	69
OG0000438	6	5	6	4	1	2	1	24	5	1	5	9	69
OG0000439	5	5	4	4	3	3	2	12	12	5	4	10	69
OG0000440	3	4	10	8	3	3	6	10	6	7	6	3	69
OG0000441	6	3	2	9	3	6	3	16	6	2	6	7	69
OG0000442	3	3	9	6	3	4	6	14	5	2	3	11	69
OG0000443	5	2	7	8	3	3	4	12	8	2	4	11	69
OG0000444	14	4	4	1	9	1	2	8	6	5	5	10	69
OG0000445	10	2	3	6	2	1	2	15	6	3	4	15	69
OG0000446	4	7	13	4	5	3	2	8	7	7	3	6	69
OG0000447	8	3	10	0	3	0	0	20	10	4	5	6	69
OG0000448	6	1	7	1	4	3	3	17	8	3	3	13	69
OG0000449	27	1	10	2	2	2	1	14	2	5	1	2	69
OG0000450	3	4	5	5	5	3	3	24	2	6	3	6	69
OG0000451	0	0	0	0	0	0	0	0	0	69	0	0	69
OG0000452	22	0	0	0	0	0	0	31	1	0	11	3	68
OG0000453	7	5	4	2	7	3	4	10	7	3	4	12	68
OG0000454	5	1	5	2	1	1	1	41	1	1	2	7	68
OG0000455	5	2	5	3	4	2	1	14	17	5	6	4	68
OG0000456	3	3	9	5	3	2	2	11	9	6	4	11	68
OG0000457	8	1	5	5	1	2	2	16	6	2	2	18	68
OG0000458	3	6	8	8	5	6	4	6	7	4	6	5	68
OG0000459	7	2	4	2	14	3	2	20	5	5	2	2	68
OG0000460	3	2	16	3	2	2	2	12	5	9	4	8	68
OG0000461	2	4	7	13	3	5	3	9	8	7	4	3	68
OG0000462	2	3	3	6	5	3	4	16	8	1	4	13	68
OG0000463	1	3	7	7	3	5	4	25	4	3	2	4	68
OG0000464	0	0	0	0	0	0	0	0	0	68	0	0	68
OG0000465	0	0	0	0	0	0	0	0	0	68	0	0	68
OG0000466	10	6	13	4	3	2	2	6	4	7	6	4	67
OG0000467	9	3	6	5	2	4	1	13	7	5	4	8	67
OG0000468	31	2	0	0	1	1	1	7	9	8	1	6	67
OG0000469	4	3	8	1	3	1	1	4	21	3	9	9	67
OG0000470	8	5	0	6	8	4	3	9	6	5	6	7	67
OG0000471	2	4	7	1	6	1	2	10	9	10	9	6	67
OG0000472	6	2	13	4	3	3	3	6	5	4	3	15	67
OG0000473	1	1	5	2	5	1	1	42	4	2	1	2	67
OG0000474	3	5	2	1	5	1	1	10	7	12	5	15	67
OG0000475	18	1	1	3	2	3	2	9	8	0	2	18	67
OG0000476	5	5	6	2	8	2	1	10	8	7	3	10	67
OG0000477	2	3	8	5	3	3	4	12	8	10	4	5	67
OG0000478	8	0	0	0	0	0	0	0	42	8	4	5	67
OG0000479	2	1	25	2	2	0	1	12	7	4	8	3	67
OG0000480	6	5	3	3	5	2	1	9	14	9	7	3	67
OG0000481	2	3	6	6	3	3	3	10	7	9	6	9	67
OG0000482	5	2	19	1	1	0	1	13	9	4	4	8	67
OG0000483	3	3	7	4	8	2	2	18	7	5	4	4	67
OG0000484	4	3	5	6	13	2	4	3	8	4	2	13	67
OG0000485	8	2	11	5	3	3	4	12	5	6	3	5	67
OG0000486	0	0	0	0	3	0	2	3	41	1	1	16	67
OG0000487	0	0	0	0	0	0	0	0	0	67	0	0	67
OG0000488	3	6	3	9	5	1	1	0	21	2	10	5	66
OG0000489	9	6	4	1	3	3	1	11	8	8	5	7	66
OG0000490	3	2	4	5	1	2	2	42	1	2	1	1	66
OG0000491	4	2	3	4	3	2	1	26	7	2	5	7	66
OG0000492	4	3	6	5	2	3	4	19	7	3	5	5	66
OG0000493	4	9	10	0	2	1	2	13	6	9	7	3	66
OG0000494	8	3	5	5	3	4	4	2	5	12	3	12	66
OG0000495	3	5	9	5	2	3	4	12	5	4	2	12	66
OG0000496	5	2	4	6	2	2	4	22	8	6	5	0	66
OG0000497	5	3	7	7	2	5	3	5	20	4	3	2	66
OG0000498	4	3	7	3	3	4	4	5	12	6	5	10	66
OG0000499	4	5	5	6	3	4	4	14	7	4	5	5	66
OG0000500	3	2	8	2	21	0	1	20	3	1	1	4	66
OG0000501	10	5	7	4	3	3	3	6	9	5	3	8	66
OG0000502	8	1	6	1	1	1	1	34	3	2	1	7	66
OG0000503	2	6	4	5	4	13	3	7	3	7	8	4	66
OG0000504	5	3	10	5	2	3	2	11	1	8	3	13	66
OG0000505	0	0	57	0	0	0	0	9	0	0	0	0	66
OG0000506	0	0	0	0	0	0	0	0	66	0	0	0	66
OG0000507	0	0	0	0	0	0	0	0	66	0	0	0	66
OG0000508	6	5	10	5	5	3	3	7	6	4	3	8	65
OG0000509	3	2	4	6	13	3	3	10	7	3	3	8	65
OG0000510	2	6	6	1	9	3	7	13	5	4	4	5	65
OG0000511	3	4	5	4	5	2	2	4	14	12	4	6	65
OG0000512	4	2	6	4	6	2	1	22	6	5	3	4	65
OG0000513	16	0	1	1	1	2	3	9	2	2	19	9	65
OG0000514	2	1	8	7	1	2	3	10	24	3	2	2	65
OG0000515	6	3	11	1	2	1	1	23	7	2	3	5	65
OG0000516	6	3	8	4	2	3	2	16	5	4	4	8	65
OG0000517	8	2	7	2	5	3	2	14	11	5	4	2	65
OG0000518	1	1	27	0	1	0	0	8	3	0	4	20	65
OG0000519	6	1	12	2	2	1	2	21	6	2	3	7	65
OG0000520	4	3	7	6	3	5	4	11	9	7	3	3	65
OG0000521	1	4	5	5	3	2	12	4	3	12	4	10	65
OG0000522	6	1	8	3	4	7	10	5	9	3	5	4	65
OG0000523	7	2	4	3	2	2	2	22	5	7	2	7	65
OG0000524	0	0	0	3	0	62	0	0	0	0	0	0	65
OG0000525	0	0	0	0	0	0	0	65	0	0	0	0	65
OG0000526	0	0	0	0	0	0	0	0	0	65	0	0	65
OG0000527	0	0	0	0	0	0	0	0	0	65	0	0	65
OG0000528	3	3	7	4	2	1	4	20	9	4	5	2	64
OG0000529	3	2	2	3	2	2	2	4	2	5	36	1	64
OG0000530	2	3	12	1	2	3	2	23	6	3	3	4	64
OG0000531	4	1	12	7	1	3	5	9	8	4	7	3	64
OG0000532	3	5	4	2	3	4	4	15	4	6	8	6	64
OG0000533	1	2	0	1	2	1	3	11	12	6	12	13	64
OG0000534	6	4	5	7	2	3	5	11	9	3	5	4	64
OG0000535	14	2	2	4	3	4	4	12	3	5	1	10	64
OG0000536	4	2	4	8	2	4	3	12	13	3	6	3	64
OG0000537	6	5	3	7	2	6	3	10	10	3	2	7	64
OG0000538	3	4	10	7	3	2	4	6	8	6	4	7	64
OG0000539	7	7	3	4	6	2	6	3	6	9	4	7	64
OG0000540	4	1	6	5	2	3	5	8	9	1	4	16	64
OG0000541	6	4	10	5	5	3	4	9	4	3	6	5	64
OG0000542	6	2	13	4	6	5	4	4	3	8	7	2	64
OG0000543	3	2	4	3	23	2	2	11	5	3	1	5	64
OG0000544	7	4	9	4	2	3	3	14	6	3	3	6	64
OG0000545	3	2	12	3	3	1	3	9	8	11	2	7	64
OG0000546	7	6	3	0	7	0	0	9	8	2	1	21	64
OG0000547	10	2	3	0	5	1	1	9	22	4	2	5	64
OG0000548	11	2	5	3	4	3	2	8	7	1	1	17	64
OG0000549	2	0	0	0	0	0	0	3	2	1	34	22	64
OG0000550	6	3	10	2	2	2	1	17	6	3	3	9	64
OG0000551	5	5	2	2	8	3	4	4	5	10	4	12	64
OG0000552	4	3	12	5	2	2	3	12	7	2	4	8	64
OG0000553	0	1	0	0	0	0	0	0	0	63	0	0	64
OG0000554	0	2	11	2	1	1	1	32	3	4	1	6	64
OG0000555	0	0	0	4	1	31	18	2	0	8	0	0	64
OG0000556	0	0	0	0	0	0	0	1	0	63	0	0	64
OG0000557	0	0	0	0	0	0	0	0	0	64	0	0	64
OG0000558	5	3	8	6	2	3	3	19	6	4	3	1	63
OG0000559	1	1	8	1	1	0	0	34	6	2	3	6	63
OG0000560	6	2	4	6	2	2	3	8	10	4	7	9	63
OG0000561	8	2	5	6	2	2	3	5	13	1	11	5	63
OG0000562	9	2	6	5	2	3	3	10	6	4	3	10	63
OG0000563	6	8	1	15	1	1	4	1	8	2	12	4	63
OG0000564	4	2	8	5	7	2	2	10	7	3	3	10	63
OG0000565	2	2	5	5	2	3	2	22	4	2	2	12	63
OG0000566	7	3	16	5	2	3	2	6	6	3	5	5	63
OG0000567	3	3	8	7	3	4	5	5	9	8	4	4	63
OG0000568	3	2	7	2	2	2	2	22	6	3	7	5	63
OG0000569	7	2	8	3	1	2	1	11	10	3	2	13	63
OG0000570	6	3	17	3	3	2	3	13	5	5	1	2	63
OG0000571	2	3	7	5	1	2	1	35	1	3	2	1	63
OG0000572	8	3	4	4	1	2	2	11	5	10	2	11	63
OG0000573	3	2	7	6	2	4	3	8	1	6	1	20	63
OG0000574	5	3	3	2	4	1	5	5	7	6	4	18	63
OG0000575	5	2	8	4	2	3	2	8	8	6	4	11	63
OG0000576	3	1	13	8	2	4	3	10	6	5	4	4	63
OG0000577	10	1	28	1	1	1	0	7	2	2	1	9	63
OG0000578	3	2	8	6	2	4	2	14	6	5	5	6	63
OG0000579	24	2	3	3	1	2	1	6	3	5	2	11	63
OG0000580	3	5	3	4	6	5	4	8	6	10	6	3	63
OG0000581	2	1	9	7	3	3	2	10	5	5	4	12	63
OG0000582	2	1	10	3	1	1	1	25	1	6	2	10	63
OG0000583	3	2	6	4	4	3	3	9	13	4	5	7	63
OG0000584	6	2	4	4	3	2	3	14	4	5	5	11	63
OG0000585	1	2	4	7	2	7	12	14	3	2	6	3	63
OG0000586	4	1	5	3	1	2	1	8	28	4	2	4	63
OG0000587	0	1	0	0	6	1	3	0	0	1	51	0	63
OG0000588	0	0	0	0	0	0	0	0	63	0	0	0	63
OG0000589	0	0	0	0	0	0	0	0	0	63	0	0	63
OG0000590	0	0	0	0	0	0	0	0	0	63	0	0	63
OG0000591	0	0	0	0	0	0	0	0	0	63	0	0	63
OG0000592	0	0	0	0	0	0	0	0	0	63	0	0	63
OG0000593	9	8	0	0	9	0	2	2	11	14	6	1	62
OG0000594	11	1	6	0	2	5	11	9	4	3	3	7	62
OG0000595	7	5	5	5	7	2	2	14	4	4	4	3	62
OG0000596	5	3	11	3	1	3	3	11	5	2	3	12	62
OG0000597	2	4	8	2	3	3	3	7	6	5	4	15	62
OG0000598	5	1	3	0	1	0	0	18	25	2	4	3	62
OG0000599	1	4	12	6	2	3	2	17	4	3	3	5	62
OG0000600	2	7	6	4	6	5	4	7	6	5	7	3	62
OG0000601	6	2	6	5	4	2	2	9	10	3	4	9	62
OG0000602	6	1	1	1	5	3	5	5	5	4	15	11	62
OG0000603	2	4	3	4	8	3	2	8	9	12	4	3	62
OG0000604	2	8	2	3	4	2	3	13	6	4	8	7	62
OG0000605	3	2	1	7	3	5	4	22	4	3	4	4	62
OG0000606	15	1	8	2	1	1	1	15	7	3	2	6	62
OG0000607	3	5	11	7	2	3	3	3	12	2	4	7	62
OG0000608	14	4	10	2	1	2	1	11	7	3	4	3	62
OG0000609	5	2	11	2	2	1	1	17	1	6	1	13	62
OG0000610	7	1	2	0	0	0	2	12	20	2	7	9	62
OG0000611	2	2	4	4	1	2	3	5	6	3	28	2	62
OG0000612	1	2	14	1	1	1	2	25	1	1	2	11	62
OG0000613	3	2	5	4	2	2	1	19	4	3	2	15	62
OG0000614	3	2	5	2	2	3	1	28	5	5	2	4	62
OG0000615	0	0	0	0	0	0	0	60	1	0	0	1	62
OG0000616	0	0	0	0	0	0	0	0	0	62	0	0	62
OG0000617	0	0	0	0	0	0	0	0	0	62	0	0	62
OG0000618	0	0	0	0	0	0	0	0	0	62	0	0	62
OG0000619	0	0	0	0	0	0	0	0	0	62	0	0	62
OG0000620	10	2	18	1	2	0	0	12	4	2	5	5	61
OG0000621	5	3	2	3	4	2	2	20	4	4	3	9	61
OG0000622	14	2	5	1	4	4	4	10	5	5	2	5	61
OG0000623	2	5	4	10	4	4	4	10	8	3	4	3	61
OG0000624	2	2	0	7	2	2	3	19	2	4	2	16	61
OG0000625	5	4	6	4	2	0	2	22	4	8	2	2	61
OG0000626	3	2	0	0	29	1	16	4	0	6	0	0	61
OG0000627	4	4	4	5	6	3	5	7	11	4	4	4	61
OG0000628	8	3	3	2	3	2	2	9	8	10	2	9	61
OG0000629	2	2	2	3	1	2	4	14	8	9	8	6	61
OG0000630	3	2	5	4	4	4	4	8	10	6	3	8	61
OG0000631	5	1	11	6	1	2	3	15	4	2	2	9	61
OG0000632	11	2	3	7	2	3	5	2	7	5	9	5	61
OG0000633	6	3	5	12	4	3	4	12	3	4	3	2	61
OG0000634	11	2	10	1	5	1	6	11	5	3	1	5	61
OG0000635	2	4	3	7	3	5	4	16	6	2	5	4	61
OG0000636	3	3	6	3	6	1	3	7	10	5	11	3	61
OG0000637	8	4	9	4	6	3	2	9	7	3	4	2	61
OG0000638	2	5	2	0	8	0	0	2	18	3	3	18	61
OG0000639	2	0	0	0	59	0	0	0	0	0	0	0	61
OG0000640	10	3	5	5	3	2	3	7	5	7	5	6	61
OG0000641	7	3	6	2	3	2	2	7	8	5	3	13	61
OG0000642	6	2	11	2	2	2	1	11	9	2	6	7	61
OG0000643	2	6	4	2	10	2	1	4	11	4	2	13	61
OG0000644	3	2	8	2	1	1	2	35	2	3	1	1	61
OG0000645	3	3	12	2	3	2	2	11	4	7	3	9	61
OG0000646	2	3	15	2	2	2	2	11	5	7	1	9	61
OG0000647	3	3	8	4	2	4	3	15	5	6	5	3	61
OG0000648	4	2	11	1	1	1	1	22	4	10	2	2	61
OG0000649	3	4	5	3	6	8	1	6	7	9	2	7	61
OG0000650	1	1	7	2	3	6	5	7	12	6	5	6	61
OG0000651	0	0	0	1	0	0	0	0	0	60	0	0	61
OG0000652	0	0	0	0	0	0	0	0	61	0	0	0	61
OG0000653	0	0	0	0	0	0	0	0	61	0	0	0	61
OG0000654	0	0	0	0	0	0	0	0	0	61	0	0	61
OG0000655	0	0	0	0	0	0	0	0	0	61	0	0	61
OG0000656	0	0	0	0	0	0	0	0	0	61	0	0	61
OG0000657	0	0	0	0	0	0	0	0	0	61	0	0	61
OG0000658	0	0	0	0	0	0	0	0	0	61	0	0	61
OG0000659	3	4	5	8	2	5	4	10	7	3	6	3	60
OG0000660	2	3	6	5	2	4	3	12	9	8	3	3	60
OG0000661	5	1	7	4	2	1	2	13	8	8	2	7	60
OG0000662	2	4	4	5	3	4	3	18	3	6	6	2	60
OG0000663	7	4	8	8	3	2	4	9	5	5	2	3	60
OG0000664	9	3	13	2	2	1	4	5	6	11	3	1	60
OG0000665	2	3	6	5	3	4	3	10	4	6	5	9	60
OG0000666	3	1	4	9	3	4	3	11	9	2	7	4	60
OG0000667	7	5	5	7	4	4	4	10	2	6	3	3	60
OG0000668	2	2	1	4	5	1	2	28	5	4	3	3	60
OG0000669	4	3	4	3	2	2	2	12	7	10	3	8	60
OG0000670	5	8	3	1	9	3	4	17	0	5	0	5	60
OG0000671	2	3	6	5	2	4	4	10	12	3	4	5	60
OG0000672	7	2	6	3	2	3	2	24	4	2	2	3	60
OG0000673	1	2	17	2	1	1	1	19	5	3	1	7	60
OG0000674	5	2	8	5	2	1	2	20	5	4	3	3	60
OG0000675	4	2	5	5	2	2	3	20	6	4	4	3	60
OG0000676	5	2	5	4	0	2	1	0	10	3	2	26	60
OG0000677	3	3	6	4	2	2	4	3	12	6	11	4	60
OG0000678	5	2	4	2	4	2	1	14	4	2	3	17	60
OG0000679	2	2	15	3	3	2	3	24	2	1	1	2	60
OG0000680	5	3	9	3	1	2	2	14	6	6	2	7	60
OG0000681	0	2	0	0	58	0	0	0	0	0	0	0	60
OG0000682	0	0	0	0	0	0	0	0	60	0	0	0	60
OG0000683	0	0	0	0	0	0	0	0	0	60	0	0	60
OG0000684	3	5	7	1	3	3	3	11	6	5	7	5	59
OG0000685	4	5	2	4	3	2	2	7	12	3	3	12	59
OG0000686	10	4	4	4	7	4	2	6	5	4	2	7	59
OG0000687	8	2	7	5	2	3	3	9	4	4	2	10	59
OG0000688	15	2	7	3	4	2	2	8	5	4	2	5	59
OG0000689	2	4	4	5	2	3	3	9	1	5	4	17	59
OG0000690	4	3	4	10	4	3	4	2	11	1	7	6	59
OG0000691	2	2	10	5	3	3	3	7	2	6	4	12	59
OG0000692	4	3	3	1	1	3	2	18	5	3	3	13	59
OG0000693	1	9	3	2	5	4	7	3	10	6	5	4	59
OG0000694	5	7	0	0	5	1	4	8	6	7	5	11	59
OG0000695	2	2	7	5	2	4	2	27	4	2	1	1	59
OG0000696	39	2	8	0	2	0	0	3	1	0	4	0	59
OG0000697	5	1	7	2	1	1	2	11	4	6	1	18	59
OG0000698	3	2	13	2	2	2	1	18	4	1	2	9	59
OG0000699	4	2	3	1	2	2	1	16	7	6	2	13	59
OG0000700	3	2	5	5	2	3	3	20	4	4	3	5	59
OG0000701	3	3	4	5	3	2	3	7	17	3	5	4	59
OG0000702	1	2	5	2	1	1	1	16	8	2	5	15	59
OG0000703	5	1	6	4	1	1	2	25	6	4	1	3	59
OG0000704	4	2	6	6	2	2	3	21	3	2	2	6	59
OG0000705	2	2	5	4	8	3	5	6	8	4	4	8	59
OG0000706	1	3	3	8	2	2	3	13	9	5	6	4	59
OG0000707	1	5	4	6	6	4	4	8	10	3	5	3	59
OG0000708	2	2	7	1	1	1	3	21	3	3	6	9	59
OG0000709	8	1	4	2	1	1	1	10	8	7	1	15	59
OG0000710	6	1	8	2	3	2	2	18	6	4	2	5	59
OG0000711	2	1	0	7	1	2	2	16	2	1	2	23	59
OG0000712	2	4	6	7	3	4	4	8	4	5	5	7	59
OG0000713	4	2	8	2	6	3	3	9	5	5	3	9	59
OG0000714	2	3	5	2	3	2	3	28	3	2	4	2	59
OG0000715	3	2	0	2	1	2	1	22	2	5	3	16	59
OG0000716	0	3	2	3	2	2	3	32	2	3	1	6	59
OG0000717	0	1	0	4	1	1	52	0	0	0	0	0	59
OG0000718	0	1	0	0	0	0	0	0	58	0	0	0	59
OG0000719	0	0	59	0	0	0	0	0	0	0	0	0	59
OG0000720	0	0	0	0	0	0	0	0	0	59	0	0	59
OG0000721	0	0	0	0	0	0	0	0	0	59	0	0	59
OG0000722	5	2	2	5	6	3	2	7	7	6	7	6	58
OG0000723	5	4	7	3	3	2	3	11	8	4	5	3	58
OG0000724	2	3	6	8	2	4	5	7	5	3	7	6	58
OG0000725	6	4	11	3	3	1	3	11	5	7	3	1	58
OG0000726	4	5	3	7	3	4	3	4	7	5	5	8	58
OG0000727	10	1	1	0	0	0	0	6	13	0	2	25	58
OG0000728	3	6	2	7	6	1	6	5	3	6	1	12	58
OG0000729	3	4	3	5	4	2	2	10	8	6	4	7	58
OG0000730	8	1	0	1	3	1	1	8	5	1	3	26	58
OG0000731	3	3	13	4	3	4	4	7	6	4	3	4	58
OG0000732	31	0	1	0	0	2	1	8	0	0	1	14	58
OG0000733	8	2	1	0	2	2	1	7	8	6	7	14	58
OG0000734	2	2	6	1	1	21	3	0	2	2	1	17	58
OG0000735	3	3	8	3	2	1	2	11	4	3	3	15	58
OG0000736	3	2	7	1	6	1	1	23	2	3	2	7	58
OG0000737	4	0	1	0	3	1	1	7	9	8	6	18	58
OG0000738	3	3	8	1	2	2	1	21	2	4	5	6	58
OG0000739	3	2	6	3	2	2	2	14	4	7	2	11	58
OG0000740	6	3	7	3	1	3	2	5	17	5	1	5	58
OG0000741	2	3	10	1	4	2	2	11	6	6	6	5	58
OG0000742	4	4	4	2	8	1	2	13	8	6	3	3	58
OG0000743	4	1	7	0	1	0	0	8	22	1	5	9	58
OG0000744	5	1	12	2	3	1	1	14	8	4	1	6	58
OG0000745	1	2	1	4	2	2	1	26	2	6	1	10	58
OG0000746	5	1	4	5	1	4	6	4	8	7	3	10	58
OG0000747	4	3	5	0	1	1	0	0	14	3	2	25	58
OG0000748	17	1	7	1	1	3	6	2	4	9	3	4	58
OG0000749	4	3	3	3	4	4	5	8	9	4	5	6	58
OG0000750	0	0	0	0	0	1	2	0	0	49	6	0	58
OG0000751	0	0	0	0	0	0	0	58	0	0	0	0	58
OG0000752	0	0	0	0	0	0	0	0	0	58	0	0	58
OG0000753	3	2	4	3	2	2	3	7	14	3	4	10	57
OG0000754	6	4	4	9	3	5	2	7	4	3	4	6	57
OG0000755	8	3	8	3	7	1	4	6	4	7	3	3	57
OG0000756	2	2	3	2	2	1	1	16	12	2	8	6	57
OG0000757	5	3	6	0	4	2	1	9	13	6	6	2	57
OG0000758	6	4	3	2	2	4	3	7	0	11	8	7	57
OG0000759	2	1	6	5	3	2	3	15	4	9	3	4	57
OG0000760	3	1	14	2	0	0	1	17	3	0	6	10	57
OG0000761	4	2	6	5	3	3	3	9	6	5	5	6	57
OG0000762	6	2	15	2	2	2	1	12	2	4	2	7	57
OG0000763	4	4	8	4	2	2	2	9	5	4	5	8	57
OG0000764	2	4	11	4	2	2	2	15	5	3	2	5	57
OG0000765	6	2	9	3	2	2	2	15	7	5	2	2	57
OG0000766	7	3	5	6	3	5	1	10	7	5	5	0	57
OG0000767	1	2	12	4	2	2	4	14	5	3	3	5	57
OG0000768	4	3	8	2	2	1	3	14	8	3	2	7	57
OG0000769	4	1	6	5	3	6	2	11	7	5	3	4	57
OG0000770	4	3	4	1	1	1	1	29	2	4	2	5	57
OG0000771	2	1	10	3	2	2	5	10	4	8	2	8	57
OG0000772	9	1	13	3	2	2	2	14	3	3	1	4	57
OG0000773	3	5	1	6	3	3	11	9	7	3	4	2	57
OG0000774	1	0	0	2	0	52	1	0	0	1	0	0	57
OG0000775	1	3	2	2	3	1	1	15	3	4	3	19	57
OG0000776	6	2	9	7	5	3	4	7	4	3	4	3	57
OG0000777	11	3	9	2	3	2	2	7	2	5	2	9	57
OG0000778	2	4	7	6	3	3	3	11	6	4	5	3	57
OG0000779	4	5	6	5	2	3	3	11	6	2	7	3	57
OG0000780	4	2	4	4	2	2	2	15	7	5	4	6	57
OG0000781	4	2	6	3	2	2	2	10	7	7	2	10	57
OG0000782	6	2	3	4	1	2	1	12	4	2	2	18	57
OG0000783	2	2	2	1	5	6	1	9	12	3	3	11	57
OG0000784	8	3	2	2	2	0	3	3	7	4	5	18	57
OG0000785	3	3	3	2	5	3	3	11	8	6	3	7	57
OG0000786	5	2	7	4	5	2	3	8	8	4	4	5	57
OG0000787	3	4	2	5	2	1	3	21	4	5	1	6	57
OG0000788	2	1	4	3	1	2	1	25	5	1	2	10	57
OG0000789	2	4	8	2	4	2	2	10	4	7	3	9	57
OG0000790	0	7	4	0	28	0	0	0	0	10	3	5	57
OG0000791	0	1	3	0	6	2	3	21	4	4	2	11	57
OG0000792	0	0	0	0	4	0	1	36	0	0	1	15	57
OG0000793	0	0	0	0	0	0	0	0	57	0	0	0	57
OG0000794	0	0	0	0	0	0	0	0	0	57	0	0	57
OG0000795	0	0	0	0	0	0	0	0	0	57	0	0	57
OG0000796	0	0	0	0	0	0	0	0	0	57	0	0	57
OG0000797	6	1	12	2	1	2	1	14	7	3	4	3	56
OG0000798	3	7	7	3	3	1	2	7	6	9	3	5	56
OG0000799	4	4	3	2	11	2	2	8	10	3	4	3	56
OG0000800	4	1	9	3	1	1	3	21	2	3	3	5	56
OG0000801	4	4	2	6	4	0	6	1	8	0	20	1	56
OG0000802	3	2	7	3	3	3	3	7	6	2	4	13	56
OG0000803	2	1	9	5	2	2	3	12	6	5	3	6	56
OG0000804	4	3	3	6	3	2	5	14	4	4	2	6	56
OG0000805	1	3	6	1	2	2	1	13	8	6	2	11	56
OG0000806	3	2	2	1	22	1	2	5	9	3	1	5	56
OG0000807	4	1	3	3	2	3	2	20	3	3	3	9	56
OG0000808	9	2	4	0	1	1	21	6	2	5	5	0	56
OG0000809	18	4	2	3	4	3	5	4	3	3	4	3	56
OG0000810	15	3	4	2	2	1	1	7	8	5	2	6	56
OG0000811	3	6	5	5	4	4	4	8	4	8	3	2	56
OG0000812	2	3	6	9	3	3	3	9	7	4	4	3	56
OG0000813	2	4	8	2	2	2	3	13	5	5	4	6	56
OG0000814	4	1	3	5	2	3	2	14	7	6	5	4	56
OG0000815	3	3	4	5	2	2	4	7	7	4	4	11	56
OG0000816	10	2	6	5	5	2	2	11	9	1	1	2	56
OG0000817	3	2	8	1	1	1	2	13	3	2	3	17	56
OG0000818	3	2	13	5	2	2	1	10	5	1	2	10	56
OG0000819	2	4	3	4	4	4	3	10	5	5	8	4	56
OG0000820	29	3	2	1	2	1	1	9	3	1	2	2	56
OG0000821	9	2	13	3	1	2	2	12	4	2	2	4	56
OG0000822	8	1	4	3	3	2	3	17	7	3	3	2	56
OG0000823	3	2	18	2	2	4	1	8	8	2	2	4	56
OG0000824	1	5	7	5	2	3	3	8	6	7	5	4	56
OG0000825	6	1	2	0	1	0	0	34	2	2	1	7	56
OG0000826	2	3	18	4	2	3	3	6	4	3	5	3	56
OG0000827	2	2	10	2	1	2	2	17	4	2	3	9	56
OG0000828	2	1	4	4	1	1	1	27	4	3	3	5	56
OG0000829	1	7	4	0	11	0	2	5	0	12	4	10	56
OG0000830	0	36	0	0	17	1	0	0	0	2	0	0	56
OG0000831	0	1	0	0	1	0	0	0	52	0	0	2	56
OG0000832	0	0	0	0	9	0	0	0	0	42	5	0	56
OG0000833	0	0	0	0	0	0	0	0	56	0	0	0	56
OG0000834	0	0	0	0	0	0	0	0	0	56	0	0	56
OG0000835	7	3	3	6	5	5	3	6	3	4	4	6	55
OG0000836	6	0	3	1	2	1	0	6	11	3	5	17	55
OG0000837	5	7	5	1	7	1	2	7	5	8	4	3	55
OG0000838	3	1	3	3	1	1	1	22	5	1	2	12	55
OG0000839	3	4	4	5	2	3	3	12	3	9	4	3	55
OG0000840	3	2	3	3	3	2	1	5	22	4	4	3	55
OG0000841	2	3	5	4	4	2	1	5	1	9	15	4	55
OG0000842	7	4	3	2	8	1	2	16	2	3	2	5	55
OG0000843	3	2	2	5	4	2	6	7	7	9	4	4	55
OG0000844	2	1	8	1	1	2	1	32	1	2	1	3	55
OG0000845	2	2	5	4	4	2	2	10	7	6	4	7	55
OG0000846	3	2	8	4	0	2	2	9	7	5	3	10	55
OG0000847	1	2	9	3	4	3	2	9	7	7	4	4	55
OG0000848	6	3	15	3	1	1	2	10	4	2	2	6	55
OG0000849	3	3	8	4	2	2	2	12	2	6	4	7	55
OG0000850	3	5	5	6	3	2	3	12	4	6	2	4	55
OG0000851	4	2	6	3	3	2	2	12	6	5	4	6	55
OG0000852	14	2	10	1	1	1	0	15	4	3	1	3	55
OG0000853	6	4	6	4	3	3	5	7	2	7	4	4	55
OG0000854	3	1	5	6	2	3	3	7	4	6	3	12	55
OG0000855	2	4	4	1	2	1	2	12	5	5	4	13	55
OG0000856	3	2	5	5	2	1	2	14	4	3	1	13	55
OG0000857	2	2	3	4	1	2	2	20	5	3	3	8	55
OG0000858	3	1	3	1	1	1	1	20	2	3	2	17	55
OG0000859	4	5	4	3	5	3	3	10	8	3	5	2	55
