Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins
OG0000131	Aqcoe7G437600.1.p	AH014578-RA, AH016864-RA, AH016862-RA, AH003876-RA, AH018991-RA, AH013318-RA, AH003875-RA, AH016865-RA, AH013320-RA, AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA, AH016833-RA, AH016845-RA, AH016868-RA, AH014582-RA, AH014583-RA, AH014581-RA, AH014580-RA, AH014579-RA, AH009123-RA, AH009120-RA, AH014365-RA, AH014364-RA, AH020779-RA, AH020778-RA, AH014066-RA, AH020774-RA
OG0000134	Aqcoe6G152200.1.p, Aqcoe6G152100.1.p	AH006080-RA
OG0000134	Aqcoe6G146600.1.p, Aqcoe6G146900.1.p, Aqcoe6G147000.1.p, Aqcoe6G146700.1.p, Aqcoe6G146800.1.p, Aqcoe4G235500.1.p	AH001790-RA, AH001791-RA
OG0000135	Aqcoe7G122400.1.p	AH016059-RA
OG0000135	Aqcoe7G240700.1.p	AH013502-RA, AH015896-RA
OG0000136	Aqcoe3G301500.2.p, Aqcoe3G301500.1.p	AH017306-RA
OG0000136	Aqcoe6G221600.1.p, Aqcoe6G221600.2.p	AH000810-RA, AH002265-RA
OG0000137	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p	AH022076-RA, AH022075-RA, AH014193-RA, AH012283-RA, AH019476-RA, AH019481-RA, AH014194-RA, AH019421-RA, AH011697-RA, AH012282-RA
OG0000138	Aqcoe3G050100.1.p, Aqcoe3G396300.1.p	AH005424-RA
OG0000138	Aqcoe2G051000.1.p, Aqcoe7G192300.1.p	AH014147-RA, AH014146-RA
OG0000138	Aqcoe7G443700.1.p	AH022294-RA, AH013450-RA
OG0000139	Aqcoe1G233500.1.p	AH023020-RA, AH016410-RA
OG0000140	Aqcoe3G439600.1.p	AH001067-RA, AH001066-RA, AH001068-RA, AH001070-RA, AH003302-RA, AH014008-RA
OG0000142	Aqcoe4G041600.1.p, Aqcoe4G049300.1.p, Aqcoe3G044000.1.p, Aqcoe4G046900.1.p, Aqcoe4G042800.2.p, Aqcoe4G042800.1.p, Aqcoe4G046700.1.p, Aqcoe4G047400.1.p, Aqcoe4G054100.1.p, Aqcoe4G053500.1.p, Aqcoe4G003300.1.p, Aqcoe4G112700.1.p, Aqcoe4G140700.1.p, Aqcoe2G046000.1.p, Aqcoe5G319200.1.p, Aqcoe4G069400.2.p, Aqcoe4G069400.1.p, Aqcoe4G167300.1.p, Aqcoe4G050300.1.p, Aqcoe4G050300.3.p, Aqcoe4G050300.2.p, Aqcoe3G272500.1.p	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA
OG0000143	Aqcoe4G190000.1.p	AH002172-RA
OG0000144	Aqcoe5G299000.1.p	AH005332-RA
OG0000144	Aqcoe4G072200.1.p, Aqcoe5G190800.1.p, Aqcoe3G244400.1.p, Aqcoe3G244500.1.p	AH011428-RA
OG0000145	Aqcoe5G342300.1.p	AH013887-RA
OG0000145	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p	AH009242-RA
OG0000146	Aqcoe1G092700.1.p	AH013670-RA, AH013668-RA
OG0000146	Aqcoe1G092200.1.p	AH019053-RA, AH016411-RA, AH023019-RA, AH023024-RA, AH008823-RA
OG0000147	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p	AH021952-RA
OG0000147	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p	AH000183-RA
OG0000148	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p	AH022555-RA, AH013718-RA, AH013719-RA, AH013714-RA, AH022552-RA, AH022967-RA
OG0000149	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p	AH016220-RA
OG0000152	Aqcoe3G149900.1.p	AH000407-RA, AH022513-RA
OG0000152	Aqcoe7G298400.1.p, Aqcoe1G411800.1.p, Aqcoe1G412400.1.p, Aqcoe1G430600.1.p, Aqcoe3G407600.1.p	AH022506-RA
OG0000153	Aqcoe1G489000.1.p	AH021960-RA
OG0000153	Aqcoe1G489000.2.p	AH008291-RA, AH007368-RA
OG0000159	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p	AH009478-RA, AH009480-RA
OG0000159	Aqcoe6G153900.1.p	AH020974-RA
OG0000159	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p	AH011882-RA
OG0000160	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p	AH016892-RA, AH023753-RA
OG0000160	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p	AH005973-RA, AH001592-RA, AH000928-RA
OG0000161	Aqcoe6G070400.1.p	AH010020-RA
OG0000162	Aqcoe3G026900.1.p, Aqcoe3G027200.1.p	AH017198-RA, AH002995-RA, AH022861-RA, AH022859-RA, AH005478-RA, AH004130-RA, AH000903-RA
OG0000163	Aqcoe5G033700.1.p	AH014552-RA
OG0000163	Aqcoe7G119200.1.p	AH013346-RA
OG0000163	Aqcoe2G366600.2.p, Aqcoe2G366600.1.p	AH002639-RA, AH017756-RA
OG0000164	Aqcoe3G009200.1.p	AH021228-RA, AH014343-RA
OG0000164	Aqcoe5G237200.1.p, Aqcoe5G237200.2.p, Aqcoe2G159700.1.p	AH001454-RA, AH000392-RA
OG0000164	Aqcoe7G204100.3.p, Aqcoe7G204100.1.p, Aqcoe7G204100.2.p, Aqcoe7G204100.4.p, Aqcoe7G204100.5.p, Aqcoe7G204100.7.p, Aqcoe7G204100.6.p	AH020804-RA, AH014173-RA
OG0000165	Aqcoe4G046600.1.p, Aqcoe6G280100.1.p	AH001450-RA, AH009997-RA, AH010091-RA
OG0000168	Aqcoe2G019300.1.p	AH020524-RA
OG0000168	Aqcoe2G020200.1.p, Aqcoe2G019900.1.p, Aqcoe2G019900.2.p, Aqcoe2G019900.3.p, Aqcoe2G020100.2.p, Aqcoe2G020100.1.p	AH020525-RA, AH006562-RA, AH006510-RA, AH007811-RA
OG0000169	Aqcoe2G386200.1.p, Aqcoe4G262600.1.p, Aqcoe2G385900.1.p	AH003317-RA
OG0000169	Aqcoe2G287500.1.p, Aqcoe5G093300.1.p	AH010535-RA
OG0000170	Aqcoe1G096000.2.p	AH013750-RA
OG0000170	Aqcoe1G096000.1.p	AH022999-RA, AH016450-RA
OG0000170	Aqcoe7G023200.1.p, Aqcoe5G436900.2.p, Aqcoe5G436900.1.p	AH011283-RA
OG0000170	Aqcoe5G026300.1.p	AH007222-RA
OG0000171	Aqcoe7G159800.1.p	AH000491-RA, AH002132-RA
OG0000171	Aqcoe5G406400.1.p	AH023351-RA, AH016179-RA, AH020896-RA, AH014491-RA, AH018302-RA, AH009054-RA
OG0000172	Aqcoe1G499700.3.p, Aqcoe1G499700.6.p, Aqcoe1G499700.4.p, Aqcoe1G499700.1.p, Aqcoe1G499700.5.p, Aqcoe1G499700.2.p, Aqcoe1G499700.7.p	AH019304-RA, AH015622-RA
OG0000179	Aqcoe6G285900.1.p, Aqcoe1G482500.1.p, Aqcoe1G482500.2.p	AH015938-RA
OG0000179	Aqcoe2G269100.2.p, Aqcoe2G269100.1.p	AH004307-RA
OG0000180	Aqcoe7G438900.3.p, Aqcoe7G438900.2.p, Aqcoe7G438900.1.p, Aqcoe7G438900.4.p	AH013715-RA, AH014306-RA, AH021076-RA
OG0000180	Aqcoe2G299800.2.p, Aqcoe2G299800.1.p	AH022087-RA
OG0000181	Aqcoe6G022900.4.p, Aqcoe6G022900.5.p, Aqcoe6G022900.6.p, Aqcoe6G022900.3.p, Aqcoe6G022900.1.p, Aqcoe6G022900.2.p	AH008868-RA, AH010377-RA, AH003266-RA
OG0000182	Aqcoe1G144000.1.p	AH021993-RA
OG0000182	Aqcoe6G216100.1.p	AH002277-RA, AH000801-RA
OG0000182	Aqcoe1G144000.2.p	AH012779-RA
OG0000183	Aqcoe1G253500.1.p	AH015254-RA
OG0000184	Aqcoe2G372300.1.p, Aqcoe2G372300.2.p, Aqcoe2G029400.1.p	AH017737-RA
OG0000185	Aqcoe2G345900.4.p, Aqcoe2G345900.3.p, Aqcoe2G345900.2.p, Aqcoe2G345900.1.p	AH007772-RA
OG0000185	Aqcoe2G434000.1.p	AH020040-RA
OG0000186	Aqcoe5G325800.2.p, Aqcoe5G325800.1.p, Aqcoe4G193800.1.p, Aqcoe5G325800.3.p, Aqcoe3G205100.1.p	AH004613-RA
OG0000187	Aqcoe3G197800.1.p	AH006377-RA
OG0000187	Aqcoe3G198000.1.p	AH006242-RA
OG0000187	Aqcoe5G352800.1.p	AH003378-RA, AH006240-RA
OG0000187	Aqcoe3G198100.1.p	AH003380-RA
OG0000187	Aqcoe5G352900.1.p	AH004538-RA, AH005195-RA
OG0000188	Aqcoe5G437800.1.p	AH018007-RA, AH019606-RA, AH012098-RA, AH009637-RA
OG0000189	Aqcoe3G111100.1.p, Aqcoe3G111400.1.p, Aqcoe3G111000.1.p, Aqcoe3G111000.2.p, Aqcoe3G111000.3.p, Aqcoe3G110900.1.p	AH004583-RA
OG0000191	Aqcoe5G406700.1.p, Aqcoe7G087400.1.p, Aqcoe4G097000.1.p, Aqcoe4G096700.1.p, Aqcoe4G096900.1.p, Aqcoe1G036800.1.p, Aqcoe2G007800.1.p, Aqcoe6G166000.1.p	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA, AH006833-RA
OG0000192	Aqcoe6G035300.1.p, Aqcoe6G035200.1.p	AH011738-RA
OG0000192	Aqcoe7G361800.1.p, Aqcoe5G418800.1.p, Aqcoe5G249100.1.p, Aqcoe5G249800.1.p	AH011160-RA, AH011162-RA, AH011161-RA, AH007480-RA, AH011104-RA, AH011736-RA, AH020017-RA
OG0000193	Aqcoe6G318300.1.p, Aqcoe6G318200.1.p	AH010169-RA, AH002456-RA, AH002454-RA
OG0000198	Aqcoe7G218700.1.p	AH009407-RA
OG0000198	Aqcoe7G347000.1.p, Aqcoe7G267000.1.p, Aqcoe3G106400.1.p	AH006665-RA, AH004318-RA
OG0000198	Aqcoe2G183800.1.p, Aqcoe1G251900.1.p	AH015977-RA, AH015978-RA
OG0000199	Aqcoe2G350800.1.p	AH011848-RA
OG0000199	Aqcoe1G259300.1.p	AH000315-RA
OG0000199	Aqcoe7G395400.1.p, Aqcoe7G189400.1.p	AH015573-RA
OG0000200	Aqcoe5G233200.1.p, Aqcoe5G173200.1.p, Aqcoe5G233000.1.p, Aqcoe5G173500.1.p	AH005777-RA
OG0000200	Aqcoe5G173700.1.p, Aqcoe5G230700.1.p, Aqcoe5G174000.1.p, Aqcoe5G191000.1.p, Aqcoe5G174100.1.p, Aqcoe5G230600.1.p	AH005778-RA
OG0000201	Aqcoe2G438000.1.p, Aqcoe7G154900.1.p, Aqcoe6G281900.1.p, Aqcoe7G154200.1.p, Aqcoe2G437800.1.p	AH011734-RA, AH020018-RA
OG0000202	Aqcoe4G204600.1.p, Aqcoe4G289100.1.p, Aqcoe4G265100.1.p, Aqcoe6G184100.1.p, Aqcoe5G392400.1.p, Aqcoe5G392800.1.p, Aqcoe5G392300.1.p	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA
OG0000203	Aqcoe7G030700.1.p	AH019586-RA
OG0000206	Aqcoe5G214000.1.p	AH010923-RA
OG0000206	Aqcoe2G002000.2.p, Aqcoe2G002000.1.p	AH010673-RA
OG0000207	Aqcoe5G031800.1.p, Aqcoe2G369000.1.p	AH002648-RA
OG0000207	Aqcoe2G227500.1.p	AH022984-RA
OG0000207	Aqcoe1G063700.1.p	AH018948-RA
OG0000207	Aqcoe7G065100.1.p	AH009146-RA
OG0000207	Aqcoe7G065300.1.p	AH009147-RA
OG0000211	Aqcoe3G343800.1.p	AH005036-RA, AH004370-RA
OG0000212	Aqcoe6G208200.2.p	AH019579-RA, AH012403-RA
OG0000212	Aqcoe1G470500.1.p, Aqcoe1G470400.1.p	AH015971-RA, AH015969-RA
OG0000213	Aqcoe4G211100.1.p, Aqcoe4G211100.2.p	AH021488-RA, AH014963-RA
OG0000213	Aqcoe2G246500.3.p, Aqcoe2G246500.2.p, Aqcoe2G246500.4.p, Aqcoe2G246500.1.p	AH011769-RA, AH007383-RA, AH010611-RA, AH000276-RA
OG0000216	Aqcoe4G281200.1.p, Aqcoe4G281200.2.p, Aqcoe1G333800.1.p, Aqcoe4G196300.1.p, Aqcoe4G196300.2.p	AH008260-RA, AH002574-RA, AH000038-RA
OG0000217	Aqcoe1G167400.1.p	AH006817-RA, AH006820-RA
OG0000218	Aqcoe3G415600.1.p	AH021003-RA
OG0000218	Aqcoe3G165200.4.p	AH018419-RA
OG0000219	Aqcoe3G294400.1.p, Aqcoe4G127700.1.p, Aqcoe5G077400.1.p, Aqcoe4G140100.1.p, Aqcoe7G214800.1.p, Aqcoe3G127800.1.p	AH012080-RA, AH013539-RA, AH012060-RA, AH012401-RA, AH012400-RA, AH011920-RA, AH012402-RA, AH012399-RA, AH012398-RA, AH022145-RA, AH022146-RA, AH022143-RA, AH011868-RA, AH011866-RA, AH011867-RA
OG0000220	Aqcoe4G211900.1.p, Aqcoe4G209000.1.p, Aqcoe7G066500.3.p, Aqcoe7G066500.2.p, Aqcoe7G066500.1.p, Aqcoe7G066600.1.p, Aqcoe7G066400.1.p	AH018373-RA
OG0000220	Aqcoe5G169500.1.p	AH018372-RA
OG0000221	Aqcoe3G417800.1.p	AH016860-RA, AH004140-RA, AH005356-RA
OG0000221	Aqcoe3G417900.1.p, Aqcoe1G048200.1.p	AH015847-RA, AH019151-RA
OG0000222	Aqcoe5G113400.1.p	AH019420-RA, AH010384-RA, AH019521-RA
OG0000222	Aqcoe2G282400.1.p	AH012987-RA
OG0000222	Aqcoe4G093700.1.p	AH012396-RA
OG0000223	Aqcoe1G249300.1.p, Aqcoe1G247300.1.p, Aqcoe1G247400.1.p, Aqcoe4G221300.1.p, Aqcoe1G249400.1.p	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA
OG0000224	Aqcoe1G269800.1.p, Aqcoe4G110300.1.p, Aqcoe4G110300.2.p	AH010030-RA, AH008072-RA, AH021647-RA, AH015222-RA, AH000336-RA, AH001344-RA
OG0000227	Aqcoe2G151700.1.p, Aqcoe2G151700.2.p, Aqcoe1G458700.2.p, Aqcoe1G458700.1.p	AH013692-RA, AH022541-RA, AH019119-RA, AH022956-RA, AH016463-RA
OG0000228	Aqcoe3G159900.1.p	AH006396-RA, AH002970-RA, AH017354-RA
OG0000229	Aqcoe6G127000.4.p, Aqcoe6G127000.2.p, Aqcoe6G127000.1.p, Aqcoe6G127000.3.p, Aqcoe5G174900.1.p, Aqcoe5G174900.4.p, Aqcoe5G174900.3.p, Aqcoe5G174900.2.p	AH003810-RA, AH005782-RA
OG0000230	Aqcoe4G139200.2.p, Aqcoe4G139200.1.p, Aqcoe4G139200.3.p	AH000872-RA, AH002204-RA, AH016753-RA
OG0000230	Aqcoe5G270200.1.p, Aqcoe5G270200.3.p, Aqcoe5G270200.2.p	AH009416-RA
OG0000231	Aqcoe3G114000.3.p, Aqcoe3G114000.1.p, Aqcoe3G114000.2.p	AH004765-RA
OG0000232	Aqcoe3G363600.1.p, Aqcoe3G363800.1.p, Aqcoe3G363700.1.p	AH009986-RA, AH009984-RA, AH009983-RA, AH009981-RA, AH009982-RA, AH008127-RA
OG0000235	Aqcoe1G018300.3.p, Aqcoe1G018300.1.p, Aqcoe1G018300.2.p	AH007677-RA, AH010905-RA
OG0000236	Aqcoe1G420100.1.p, Aqcoe1G420100.2.p, Aqcoe1G420100.3.p	AH023101-RA, AH016378-RA, AH013818-RA
OG0000236	Aqcoe1G420200.1.p, Aqcoe2G094500.1.p	AH023094-RA, AH022662-RA
OG0000240	Aqcoe2G219000.1.p, Aqcoe2G219100.1.p	AH001498-RA, AH000378-RA
OG0000241	Aqcoe3G318300.1.p, Aqcoe3G164800.1.p, Aqcoe1G214500.1.p, Aqcoe3G217700.1.p, Aqcoe7G150400.2.p, Aqcoe7G150400.1.p, Aqcoe4G299800.1.p	AH011397-RA, AH018288-RA, AH018263-RA
OG0000241	Aqcoe5G434600.1.p, Aqcoe2G181700.1.p, Aqcoe7G269600.1.p	AH001165-RA, AH016129-RA, AH018322-RA
OG0000242	Aqcoe6G006500.1.p	AH009443-RA
OG0000243	Aqcoe3G240800.1.p, Aqcoe3G240900.1.p	AH003232-RA, AH003233-RA
OG0000243	Aqcoe7G073700.1.p, Aqcoe1G235500.1.p, Aqcoe1G211600.2.p, Aqcoe1G211600.1.p, Aqcoe5G432800.1.p, Aqcoe4G249900.1.p, Aqcoe4G249700.1.p, Aqcoe7G073600.1.p, Aqcoe7G072200.1.p	AH018529-RA
OG0000244	Aqcoe7G077500.1.p	AH019455-RA, AH012210-RA
OG0000244	Aqcoe7G077600.1.p	AH001048-RA, AH001047-RA, AH001046-RA
OG0000245	Aqcoe1G486600.2.p, Aqcoe1G486600.1.p	AH015960-RA, AH021950-RA
OG0000247	Aqcoe2G185600.1.p, Aqcoe6G311000.1.p, Aqcoe6G236700.1.p, Aqcoe6G312000.1.p, Aqcoe6G237100.1.p, Aqcoe3G195200.1.p, Aqcoe6G237800.1.p, Aqcoe6G237600.1.p, Aqcoe6G237300.1.p, Aqcoe6G310900.1.p, Aqcoe6G296400.1.p, Aqcoe7G206300.1.p, Aqcoe6G310700.1.p, Aqcoe0191s0001.1.p, Aqcoe6G311100.1.p, Aqcoe6G310300.1.p, Aqcoe6G310600.1.p, Aqcoe6G312200.1.p, Aqcoe6G237400.1.p, Aqcoe6G236800.1.p, Aqcoe6G310500.1.p, Aqcoe6G310500.2.p, Aqcoe5G083300.1.p, Aqcoe6G310400.1.p, Aqcoe5G083400.1.p, Aqcoe2G303700.1.p, Aqcoe2G303700.2.p	AH022128-RA
OG0000247	Aqcoe3G238600.1.p, Aqcoe2G303100.1.p, Aqcoe2G302800.1.p, Aqcoe4G053700.1.p, Aqcoe4G054300.1.p	AH022491-RA, AH010176-RA, AH010177-RA
OG0000248	Aqcoe3G282200.1.p, Aqcoe3G281800.1.p	AH017874-RA, AH002559-RA, AH017875-RA
OG0000248	Aqcoe3G305300.1.p	AH004731-RA, AH004633-RA
OG0000248	Aqcoe6G020800.1.p	AH020026-RA, AH011726-RA
OG0000249	Aqcoe1G056100.1.p, Aqcoe2G057100.1.p	AH007643-RA
OG0000250	Aqcoe7G043900.1.p	AH009230-RA
OG0000251	Aqcoe1G254300.1.p, Aqcoe1G254300.2.p	AH010082-RA
OG0000251	Aqcoe2G098300.1.p	AH023083-RA
OG0000252	Aqcoe6G300000.1.p, Aqcoe6G300000.3.p, Aqcoe6G300000.2.p, Aqcoe6G300000.4.p, Aqcoe1G137300.5.p, Aqcoe1G137300.6.p, Aqcoe1G137300.1.p, Aqcoe1G137300.2.p, Aqcoe1G137300.4.p, Aqcoe1G137300.3.p	AH005701-RA, AH003872-RA
OG0000253	Aqcoe1G023800.1.p	AH019047-RA
OG0000254	Aqcoe7G429900.1.p, Aqcoe7G429900.2.p, Aqcoe7G133400.1.p, Aqcoe7G133400.2.p	AH001522-RA, AH000357-RA
OG0000254	Aqcoe5G172900.4.p, Aqcoe5G172900.3.p, Aqcoe5G172900.1.p, Aqcoe5G172900.2.p	AH016102-RA
OG0000255	Aqcoe1G188400.1.p, Aqcoe1G188200.1.p, Aqcoe1G188100.1.p	AH010280-RA, AH002933-RA, AH017418-RA, AH000042-RA, AH010279-RA, AH001023-RA, AH001025-RA
OG0000256	Aqcoe5G428800.2.p, Aqcoe5G428800.3.p, Aqcoe5G428800.1.p	AH012393-RA, AH015599-RA, AH015603-RA
OG0000257	Aqcoe3G122000.1.p, Aqcoe3G122000.2.p, Aqcoe3G122000.6.p, Aqcoe3G122000.7.p, Aqcoe3G122000.3.p, Aqcoe3G122000.5.p, Aqcoe3G122000.9.p, Aqcoe3G122000.4.p, Aqcoe3G122000.10.p, Aqcoe3G122000.8.p	AH004421-RA, AH020706-RA
OG0000262	Aqcoe2G404300.1.p	AH020567-RA, AH006502-RA
OG0000262	Aqcoe1G260300.1.p	AH010069-RA, AH008056-RA
OG0000263	Aqcoe5G105200.1.p, Aqcoe2G121300.1.p, Aqcoe7G180300.1.p, Aqcoe7G406800.1.p	AH014844-RA, AH014846-RA, AH011899-RA, AH017033-RA
OG0000264	Aqcoe4G024000.6.p, Aqcoe4G024100.2.p, Aqcoe0708s0001.1.p, Aqcoe4G024100.1.p, Aqcoe4G024000.3.p, Aqcoe4G024000.2.p, Aqcoe4G024000.7.p, Aqcoe4G024000.4.p, Aqcoe4G024000.1.p, Aqcoe4G024000.5.p, Aqcoe4G024100.3.p	AH021353-RA, AH014775-RA
OG0000265	Aqcoe1G253900.1.p, Aqcoe4G089000.1.p, Aqcoe4G088900.1.p	AH010088-RA, AH001360-RA, AH001361-RA, AH018443-RA
OG0000266	Aqcoe4G229400.1.p	AH021514-RA, AH015026-RA
OG0000267	Aqcoe5G240200.4.p, Aqcoe5G240200.5.p, Aqcoe5G240200.7.p, Aqcoe5G240200.1.p, Aqcoe5G240200.2.p, Aqcoe5G240200.3.p, Aqcoe5G240200.6.p, Aqcoe3G098200.1.p, Aqcoe5G240900.1.p, Aqcoe5G241000.1.p	AH016079-RA
OG0000268	Aqcoe7G265700.1.p	AH014098-RA, AH020709-RA
OG0000269	Aqcoe7G152300.1.p, Aqcoe7G152300.2.p	AH000502-RA, AH017112-RA
OG0000270	Aqcoe1G439600.1.p	AH013321-RA, AH016076-RA, AH013316-RA, AH013322-RA
OG0000271	Aqcoe3G109700.2.p, Aqcoe3G109700.1.p, Aqcoe3G109500.1.p	AH017307-RA, AH002751-RA
OG0000276	Aqcoe4G197200.1.p	AH023560-RA, AH008937-RA
OG0000276	Aqcoe3G326000.1.p	AH015150-RA
OG0000276	Aqcoe2G241800.1.p	AH010847-RA
OG0000276	Aqcoe7G407000.1.p	AH014503-RA, AH020889-RA
OG0000277	Aqcoe6G214800.1.p, Aqcoe2G140100.1.p	AH013259-RA, AH022403-RA
OG0000277	Aqcoe6G082100.1.p	AH016190-RA
OG0000278	Aqcoe6G008500.2.p, Aqcoe6G008500.1.p	AH008601-RA
OG0000278	Aqcoe1G262700.2.p, Aqcoe1G262700.1.p	AH008064-RA
OG0000279	Aqcoe5G471000.1.p	AH011909-RA
OG0000279	Aqcoe1G189500.1.p, Aqcoe1G189500.2.p	AH007947-RA, AH007948-RA
OG0000280	Aqcoe5G343400.1.p, Aqcoe5G343400.3.p, Aqcoe5G343400.2.p, Aqcoe5G343400.4.p	AH004575-RA, AH005224-RA, AH006406-RA
OG0000285	Aqcoe6G324800.2.p, Aqcoe6G324800.1.p	AH005940-RA, AH003613-RA
OG0000286	Aqcoe7G064300.1.p	AH009150-RA, AH018733-RA
OG0000286	Aqcoe3G230700.1.p	AH018383-RA
OG0000286	Aqcoe6G324000.1.p	AH001609-RA
OG0000287	Aqcoe7G122100.3.p, Aqcoe7G122100.4.p, Aqcoe7G122100.1.p, Aqcoe7G122100.2.p	AH014543-RA
OG0000288	Aqcoe7G429500.2.p, Aqcoe7G429500.1.p	AH013288-RA, AH014662-RA, AH021166-RA, AH014663-RA
OG0000289	Aqcoe1G213600.1.p, Aqcoe1G213600.2.p, Aqcoe1G213600.3.p, Aqcoe1G213600.4.p	AH019082-RA
OG0000290	Aqcoe5G173300.1.p	AH020981-RA
OG0000291	Aqcoe3G336700.2.p, Aqcoe3G336700.1.p, Aqcoe3G079800.1.p	AH005068-RA, AH004389-RA
OG0000291	Aqcoe3G249600.1.p	AH002812-RA, AH018325-RA
OG0000292	Aqcoe1G246800.1.p	AH008346-RA, AH018794-RA, AH018629-RA, AH018628-RA, AH018627-RA
OG0000292	Aqcoe4G066200.1.p, Aqcoe4G066400.1.p, Aqcoe4G066300.1.p, Aqcoe4G066600.1.p, Aqcoe4G066100.1.p, Aqcoe5G303700.1.p, Aqcoe5G409700.1.p, Aqcoe5G408100.1.p, Aqcoe5G245900.1.p, Aqcoe4G261700.1.p, Aqcoe2G160500.1.p, Aqcoe4G066700.1.p	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA
OG0000293	Aqcoe5G294300.1.p, Aqcoe5G249400.1.p	AH015410-RA
OG0000294	Aqcoe5G018400.1.p, Aqcoe5G018400.5.p, Aqcoe5G018400.4.p, Aqcoe5G018400.3.p, Aqcoe5G018400.2.p, Aqcoe2G381900.1.p, Aqcoe2G381900.2.p	AH013546-RA
OG0000295	Aqcoe2G060200.1.p, Aqcoe2G060200.4.p, Aqcoe2G060200.3.p, Aqcoe2G060200.5.p, Aqcoe2G060200.2.p	AH006922-RA
OG0000295	Aqcoe2G009900.1.p, Aqcoe1G016000.1.p	AH007665-RA, AH010890-RA
OG0000295	Aqcoe7G156600.1.p	AH016162-RA, AH015966-RA
OG0000296	Aqcoe0041s0005.1.p	AH012909-RA
OG0000296	Aqcoe4G222400.2.p, Aqcoe4G222400.1.p	AH021481-RA
OG0000297	Aqcoe6G110300.1.p, Aqcoe4G068600.1.p, Aqcoe6G110000.1.p	AH005900-RA
OG0000299	Aqcoe1G356200.1.p, Aqcoe6G135100.1.p, Aqcoe1G356100.1.p, Aqcoe1G356300.1.p, Aqcoe1G356400.1.p	AH015115-RA, AH003820-RA
OG0000300	Aqcoe1G020300.1.p, Aqcoe1G020100.1.p, Aqcoe5G377600.1.p, Aqcoe1G020400.1.p	AH010916-RA, AH010919-RA
OG0000301	Aqcoe1G487800.2.p, Aqcoe1G487800.1.p	AH000104-RA, AH001296-RA
OG0000302	Aqcoe3G381800.1.p	AH003593-RA, AH022753-RA, AH016603-RA
OG0000302	Aqcoe3G027500.1.p	AH016519-RA, AH022864-RA
OG0000303	Aqcoe3G103000.2.p, Aqcoe3G103000.3.p, Aqcoe3G103000.1.p, Aqcoe3G312100.1.p, Aqcoe3G312100.2.p, Aqcoe3G312100.3.p, Aqcoe3G312100.4.p, Aqcoe3G312100.5.p	AH004650-RA, AH004696-RA
OG0000308	Aqcoe1G281300.1.p, Aqcoe2G028000.1.p, Aqcoe2G027700.1.p, Aqcoe2G027600.1.p, Aqcoe2G027800.1.p	AH010961-RA, AH007718-RA, AH007720-RA, AH007717-RA
OG0000309	Aqcoe5G250700.2.p, Aqcoe5G250700.1.p, Aqcoe5G250600.1.p	AH005682-RA
OG0000309	Aqcoe6G071400.1.p, Aqcoe2G329400.1.p, Aqcoe2G329300.3.p, Aqcoe2G329300.2.p, Aqcoe2G329300.1.p	AH003628-RA
OG0000309	Aqcoe6G071100.1.p	AH005931-RA, AH005930-RA
