Orthogroup	A_coerulea.proteins	D_spatulata.proteins
OG0000108	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p	Ds_00017400-RA, Ds_00010757-RA, Ds_00015423-RA, Ds_00012364-RA
OG0000108	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p	Ds_00004396-RA
OG0000109	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p	Ds_00000324-RA
OG0000109	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p	Ds_00013208-RA, Ds_00000125-RA
OG0000112	Aqcoe4G301500.1.p, Aqcoe7G225300.1.p, Aqcoe3G207100.1.p	Ds_00016959-RA, Ds_00016949-RA
OG0000113	Aqcoe6G315000.1.p	Ds_00004232-RA, Ds_00002603-RA
OG0000113	Aqcoe7G080200.1.p	Ds_00016297-RA
OG0000113	Aqcoe5G161300.1.p	Ds_00011325-RA
OG0000114	Aqcoe1G244900.2.p, Aqcoe1G244900.5.p, Aqcoe1G244900.1.p, Aqcoe1G244900.3.p, Aqcoe1G244900.4.p, Aqcoe1G272500.1.p, Aqcoe1G272500.3.p, Aqcoe1G272500.2.p, Aqcoe4G031600.1.p, Aqcoe4G031600.2.p, Aqcoe4G031600.3.p, Aqcoe1G245000.3.p, Aqcoe1G245000.4.p, Aqcoe1G245000.2.p, Aqcoe1G245000.1.p	Ds_00015893-RA, Ds_00015892-RA
OG0000115	Aqcoe5G137100.1.p, Aqcoe5G137500.1.p, Aqcoe5G136900.1.p, Aqcoe5G137000.1.p, Aqcoe5G136700.1.p, Aqcoe5G137300.1.p, Aqcoe5G137400.1.p	Ds_00009366-RA
OG0000115	Aqcoe7G428900.1.p	Ds_00011785-RA
OG0000116	Aqcoe7G324500.1.p	Ds_00014709-RA, Ds_00000291-RA, Ds_00010066-RA, Ds_00010358-RA
OG0000117	Aqcoe1G501500.1.p	Ds_00008529-RA, Ds_00008532-RA, Ds_00008530-RA, Ds_00008531-RA
OG0000118	Aqcoe7G258200.1.p	Ds_00011668-RA, Ds_00006827-RA, Ds_00004923-RA
OG0000118	Aqcoe5G212800.1.p, Aqcoe6G221500.1.p	Ds_00002816-RA
OG0000119	Aqcoe2G359900.1.p	Ds_00011765-RA
OG0000119	Aqcoe5G401000.1.p, Aqcoe2G359600.1.p, Aqcoe4G152700.1.p, Aqcoe4G139900.1.p, Aqcoe4G140200.1.p, Aqcoe2G358000.1.p, Aqcoe2G358100.1.p, Aqcoe2G357900.1.p, Aqcoe4G278600.1.p	Ds_00017833-RA
OG0000120	Aqcoe2G011200.1.p, Aqcoe1G018900.1.p	Ds_00011028-RA
OG0000120	Aqcoe1G020800.1.p, Aqcoe1G020800.2.p	Ds_00011026-RA
OG0000120	Aqcoe2G011900.5.p, Aqcoe2G011900.3.p, Aqcoe2G011900.4.p, Aqcoe2G011900.6.p, Aqcoe2G011900.2.p, Aqcoe2G011900.1.p	Ds_00014982-RA
OG0000120	Aqcoe7G036400.1.p	Ds_00015941-RA
OG0000121	Aqcoe1G068600.1.p	Ds_00007035-RA, Ds_00010128-RA
OG0000122	Aqcoe2G193600.1.p	Ds_00007977-RA
OG0000122	Aqcoe2G192300.1.p, Aqcoe5G272900.1.p, Aqcoe2G146000.1.p	Ds_00006648-RA
OG0000123	Aqcoe2G387500.1.p, Aqcoe2G118400.1.p, Aqcoe3G357100.1.p	Ds_00017692-RA, Ds_00004523-RA
OG0000124	Aqcoe6G146500.2.p, Aqcoe6G146500.1.p, Aqcoe4G288300.1.p, Aqcoe6G145700.1.p, Aqcoe6G146400.1.p, Aqcoe6G152400.1.p	Ds_00009554-RA, Ds_00015312-RA
OG0000124	Aqcoe2G339400.1.p	Ds_00003136-RA
OG0000125	Aqcoe2G321200.1.p	Ds_00004719-RA
OG0000125	Aqcoe2G321300.1.p	Ds_00006202-RA
OG0000126	Aqcoe3G408100.1.p, Aqcoe2G141300.1.p, Aqcoe7G251000.1.p	Ds_00013847-RA, Ds_00012723-RA, Ds_00009887-RA, Ds_00012111-RA, Ds_00006203-RA, Ds_00012110-RA, Ds_00006204-RA
OG0000127	Aqcoe2G313000.1.p	Ds_00000390-RA, Ds_00012730-RA
OG0000127	Aqcoe3G159400.1.p, Aqcoe5G345400.2.p, Aqcoe5G345400.1.p	Ds_00017651-RA
OG0000128	Aqcoe7G249400.1.p, Aqcoe5G410100.1.p	Ds_00011307-RA
OG0000129	Aqcoe7G330100.1.p	Ds_00008115-RA
OG0000129	Aqcoe0018s0008.3.p, Aqcoe0018s0008.1.p, Aqcoe0018s0008.2.p, Aqcoe0018s0007.1.p, Aqcoe1G239100.1.p, Aqcoe1G239100.2.p, Aqcoe7G330700.1.p, Aqcoe0018s0003.3.p, Aqcoe0018s0003.2.p, Aqcoe0018s0003.1.p, Aqcoe7G330300.1.p, Aqcoe7G330300.2.p, Aqcoe7G330000.1.p, Aqcoe4G109900.1.p, Aqcoe4G109600.1.p, Aqcoe7G256400.1.p, Aqcoe4G123000.1.p, Aqcoe7G256300.1.p	Ds_00014831-RA, Ds_00009085-RA
OG0000131	Aqcoe7G437600.1.p	Ds_00008212-RA, Ds_00013324-RA
OG0000134	Aqcoe6G146600.1.p, Aqcoe6G146900.1.p, Aqcoe6G147000.1.p, Aqcoe6G146700.1.p, Aqcoe6G146800.1.p, Aqcoe4G235500.1.p	Ds_00015753-RA, Ds_00003473-RA, Ds_00007908-RA
OG0000135	Aqcoe7G122400.1.p	Ds_00011844-RA
OG0000135	Aqcoe7G240700.1.p	Ds_00002569-RA, Ds_00000458-RA, Ds_00012779-RA, Ds_00003378-RA, Ds_00002564-RA
OG0000136	Aqcoe5G212600.3.p, Aqcoe5G212600.1.p, Aqcoe3G301500.2.p, Aqcoe3G301500.1.p, Aqcoe3G257500.1.p, Aqcoe1G245600.3.p, Aqcoe1G245600.2.p, Aqcoe1G245600.1.p	Ds_00012310-RA
OG0000137	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p	Ds_00001512-RA, Ds_00014384-RA, Ds_00014967-RA, Ds_00014968-RA
OG0000138	Aqcoe2G224400.1.p	Ds_00015264-RA
OG0000139	Aqcoe1G233500.1.p	Ds_00013858-RA, Ds_00013856-RA
OG0000140	Aqcoe3G439600.1.p	Ds_00002651-RA
OG0000142	Aqcoe4G041600.1.p, Aqcoe4G049300.1.p, Aqcoe3G044000.1.p, Aqcoe4G046900.1.p, Aqcoe4G042800.2.p, Aqcoe4G042800.1.p, Aqcoe4G046700.1.p, Aqcoe4G047400.1.p, Aqcoe4G054100.1.p, Aqcoe4G053500.1.p, Aqcoe4G003300.1.p, Aqcoe4G112700.1.p, Aqcoe4G140700.1.p, Aqcoe2G046000.1.p, Aqcoe5G319200.1.p, Aqcoe4G069400.2.p, Aqcoe4G069400.1.p, Aqcoe4G167300.1.p, Aqcoe4G050300.1.p, Aqcoe4G050300.3.p, Aqcoe4G050300.2.p, Aqcoe3G272500.1.p	Ds_00016529-RA, Ds_00015657-RA, Ds_00017015-RA
OG0000143	Aqcoe4G190000.1.p	Ds_00007320-RA
OG0000144	Aqcoe5G299000.1.p	Ds_00008018-RA
OG0000144	Aqcoe6G078400.1.p	Ds_00008164-RA
OG0000145	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p	Ds_00004600-RA
OG0000146	Aqcoe1G092700.1.p	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA, Ds_00008350-RA
OG0000146	Aqcoe1G092200.1.p	Ds_00006085-RA
OG0000147	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p	Ds_00005844-RA
OG0000148	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p	Ds_00010086-RA, Ds_00017699-RA, Ds_00010778-RA
OG0000149	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p	Ds_00012034-RA
OG0000149	Aqcoe3G228300.1.p	Ds_00003858-RA
OG0000152	Aqcoe3G149900.1.p	Ds_00013693-RA
OG0000152	Aqcoe1G487200.1.p, Aqcoe6G012700.1.p	Ds_00014713-RA
OG0000152	Aqcoe7G298400.1.p, Aqcoe1G411800.1.p, Aqcoe1G412400.1.p, Aqcoe1G430600.1.p, Aqcoe3G407600.1.p	Ds_00007505-RA
OG0000153	Aqcoe1G489000.1.p	Ds_00010298-RA
OG0000153	Aqcoe1G489000.2.p	Ds_00005175-RA, Ds_00014432-RA
OG0000154	Aqcoe5G140900.2.p, Aqcoe5G140900.1.p	Ds_00009433-RA
OG0000154	Aqcoe5G298100.2.p	Ds_00003935-RA
OG0000156	Aqcoe7G328900.1.p	Ds_00007972-RA
OG0000156	Aqcoe2G205500.1.p, Aqcoe1G132600.1.p	Ds_00013706-RA, Ds_00008760-RA
OG0000159	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA
OG0000159	Aqcoe6G153900.1.p	Ds_00007405-RA
OG0000159	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p	Ds_00004538-RA, Ds_00004525-RA, Ds_00004526-RA
OG0000160	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p	Ds_00007481-RA
OG0000160	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p	Ds_00013430-RA
OG0000161	Aqcoe6G070400.1.p	Ds_00008227-RA, Ds_00008230-RA, Ds_00004514-RA, Ds_00013396-RA
OG0000162	Aqcoe3G026900.1.p, Aqcoe3G027200.1.p	Ds_00008464-RA, Ds_00006516-RA, Ds_00005880-RA
OG0000163	Aqcoe2G366600.2.p, Aqcoe2G366600.1.p	Ds_00001076-RA, Ds_00007815-RA, Ds_00006949-RA
OG0000164	Aqcoe3G009200.1.p	Ds_00016899-RA, Ds_00000385-RA
OG0000164	Aqcoe5G237200.1.p, Aqcoe5G237200.2.p, Aqcoe2G159700.1.p	Ds_00001238-RA
OG0000164	Aqcoe7G204100.3.p, Aqcoe7G204100.1.p, Aqcoe7G204100.2.p, Aqcoe7G204100.4.p, Aqcoe7G204100.5.p, Aqcoe7G204100.7.p, Aqcoe7G204100.6.p	Ds_00007283-RA
OG0000165	Aqcoe4G046600.1.p, Aqcoe6G280100.1.p	Ds_00001766-RA, Ds_00010669-RA, Ds_00016594-RA, Ds_00017009-RA, Ds_00010643-RA, Ds_00010670-RA, Ds_00010647-RA
OG0000168	Aqcoe2G020200.1.p, Aqcoe2G019900.1.p, Aqcoe2G019900.2.p, Aqcoe2G019900.3.p, Aqcoe2G020100.2.p, Aqcoe2G020100.1.p	Ds_00010005-RA, Ds_00006112-RA
OG0000169	Aqcoe2G386200.1.p, Aqcoe4G262600.1.p, Aqcoe2G385900.1.p	Ds_00004019-RA
OG0000169	Aqcoe2G287500.1.p, Aqcoe5G093300.1.p	Ds_00003898-RA
OG0000170	Aqcoe7G023200.1.p, Aqcoe5G436900.2.p, Aqcoe5G436900.1.p	Ds_00016912-RA
OG0000170	Aqcoe5G026300.1.p	Ds_00006258-RA, Ds_00006960-RA
OG0000171	Aqcoe7G159800.1.p	Ds_00014598-RA, Ds_00002404-RA, Ds_00000753-RA
OG0000172	Aqcoe1G499700.3.p, Aqcoe1G499700.6.p, Aqcoe1G499700.4.p, Aqcoe1G499700.1.p, Aqcoe1G499700.5.p, Aqcoe1G499700.2.p, Aqcoe1G499700.7.p	Ds_00015990-RA, Ds_00014297-RA
OG0000178	Aqcoe1G253200.1.p	Ds_00014079-RA
OG0000179	Aqcoe6G285900.1.p, Aqcoe1G482500.1.p, Aqcoe1G482500.2.p	Ds_00005952-RA
OG0000179	Aqcoe2G269100.2.p, Aqcoe2G269100.1.p	Ds_00001438-RA, Ds_00013435-RA
OG0000180	Aqcoe7G438900.3.p, Aqcoe7G438900.2.p, Aqcoe7G438900.1.p, Aqcoe7G438900.4.p	Ds_00016983-RA
OG0000180	Aqcoe2G299800.2.p, Aqcoe2G299800.1.p	Ds_00017730-RA
OG0000181	Aqcoe6G022900.4.p, Aqcoe6G022900.5.p, Aqcoe6G022900.6.p, Aqcoe6G022900.3.p, Aqcoe6G022900.1.p, Aqcoe6G022900.2.p	Ds_00017542-RA, Ds_00014418-RA
OG0000182	Aqcoe1G144000.1.p	Ds_00010282-RA, Ds_00005977-RA
OG0000182	Aqcoe1G144000.2.p	Ds_00008849-RA, Ds_00013004-RA
OG0000183	Aqcoe1G253500.1.p	Ds_00011530-RA
OG0000184	Aqcoe2G372300.1.p, Aqcoe2G372300.2.p, Aqcoe2G029400.1.p	Ds_00014554-RA
OG0000185	Aqcoe2G345900.4.p, Aqcoe2G345900.3.p, Aqcoe2G345900.2.p, Aqcoe2G345900.1.p	Ds_00003146-RA
OG0000185	Aqcoe2G434000.1.p	Ds_00003193-RA
OG0000185	Aqcoe1G363700.1.p	Ds_00006933-RA
OG0000186	Aqcoe5G325800.2.p, Aqcoe5G325800.1.p, Aqcoe4G193800.1.p, Aqcoe5G325800.3.p, Aqcoe3G205100.1.p	Ds_00004773-RA
OG0000187	Aqcoe3G197700.1.p	Ds_00009726-RA
OG0000187	Aqcoe3G198000.1.p	Ds_00008058-RA
OG0000187	Aqcoe3G198100.1.p	Ds_00008057-RA
OG0000187	Aqcoe5G352900.1.p	Ds_00006661-RA
OG0000188	Aqcoe5G437800.1.p	Ds_00001285-RA, Ds_00001284-RA, Ds_00015932-RA, Ds_00008381-RA
OG0000189	Aqcoe3G111100.1.p, Aqcoe3G111400.1.p, Aqcoe3G111000.1.p, Aqcoe3G111000.2.p, Aqcoe3G111000.3.p, Aqcoe3G110900.1.p	Ds_00014158-RA
OG0000189	Aqcoe3G169100.1.p	Ds_00003762-RA
OG0000191	Aqcoe5G406700.1.p, Aqcoe7G087400.1.p, Aqcoe4G097000.1.p, Aqcoe4G096700.1.p, Aqcoe4G096900.1.p, Aqcoe1G036800.1.p, Aqcoe2G007800.1.p, Aqcoe6G166000.1.p	Ds_00002682-RA, Ds_00009564-RA, Ds_00017337-RA, Ds_00009562-RA, Ds_00007625-RA, Ds_00009563-RA, Ds_00000808-RA, Ds_00011024-RA
OG0000192	Aqcoe7G361800.1.p, Aqcoe5G418800.1.p, Aqcoe5G249100.1.p, Aqcoe5G249800.1.p	Ds_00004053-RA, Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA
OG0000193	Aqcoe1G440500.1.p, Aqcoe1G440300.1.p, Aqcoe0064s0001.1.p, Aqcoe1G440400.1.p, Aqcoe1G440800.1.p, Aqcoe1G440200.1.p	Ds_00012193-RA
OG0000198	Aqcoe7G218700.1.p	Ds_00009858-RA
OG0000198	Aqcoe7G347000.1.p, Aqcoe7G267000.1.p, Aqcoe3G106400.1.p	Ds_00001079-RA
OG0000198	Aqcoe2G183800.1.p, Aqcoe1G251900.1.p	Ds_00003282-RA, Ds_00010353-RA, Ds_00017805-RA
OG0000199	Aqcoe2G350800.1.p	Ds_00014671-RA
OG0000199	Aqcoe5G171700.1.p, Aqcoe6G099500.1.p	Ds_00007893-RA, Ds_00015747-RA
OG0000199	Aqcoe7G248100.1.p	Ds_00003361-RA
OG0000199	Aqcoe7G395400.1.p, Aqcoe7G189400.1.p	Ds_00012859-RA, Ds_00014801-RA
OG0000200	Aqcoe5G233200.1.p, Aqcoe5G173200.1.p, Aqcoe5G233000.1.p, Aqcoe5G173500.1.p	Ds_00016619-RA
OG0000200	Aqcoe5G174300.1.p, Aqcoe5G174500.1.p, Aqcoe5G174200.1.p, Aqcoe5G174400.1.p, Aqcoe5G174700.1.p	Ds_00009185-RA, Ds_00009184-RA, Ds_00009183-RA
OG0000201	Aqcoe5G008700.2.p, Aqcoe5G008700.1.p	Ds_00016810-RA, Ds_00008360-RA
OG0000201	Aqcoe2G438000.1.p, Aqcoe7G154900.1.p, Aqcoe6G281900.1.p, Aqcoe7G154200.1.p, Aqcoe2G437800.1.p	Ds_00015640-RA, Ds_00009309-RA
OG0000203	Aqcoe7G030700.1.p	Ds_00003582-RA
OG0000206	Aqcoe5G214000.1.p	Ds_00005530-RA
OG0000207	Aqcoe5G031800.1.p, Aqcoe2G369000.1.p	Ds_00007817-RA, Ds_00001074-RA
OG0000207	Aqcoe2G227500.1.p	Ds_00009946-RA
OG0000207	Aqcoe1G063700.1.p	Ds_00000933-RA
OG0000207	Aqcoe7G065100.1.p	Ds_00001632-RA, Ds_00008813-RA
OG0000207	Aqcoe7G065300.1.p	Ds_00008814-RA
OG0000211	Aqcoe2G075300.1.p, Aqcoe1G402700.1.p	Ds_00012122-RA, Ds_00012463-RA, Ds_00012462-RA, Ds_00007175-RA, Ds_00000439-RA, Ds_00012459-RA
OG0000211	Aqcoe3G343800.1.p	Ds_00010559-RA
OG0000212	Aqcoe6G208200.2.p	Ds_00012990-RA
OG0000213	Aqcoe4G211100.1.p, Aqcoe4G211100.2.p	Ds_00004488-RA
OG0000213	Aqcoe2G246500.3.p, Aqcoe2G246500.2.p, Aqcoe2G246500.4.p, Aqcoe2G246500.1.p	Ds_00009515-RA
OG0000214	Aqcoe3G362400.1.p, Aqcoe3G362300.1.p, Aqcoe3G362500.1.p, Aqcoe3G363000.1.p, Aqcoe3G363200.1.p, Aqcoe3G363200.2.p, Aqcoe3G363100.1.p, Aqcoe3G362900.1.p, Aqcoe3G362200.1.p, Aqcoe3G362100.1.p, Aqcoe3G062000.1.p, Aqcoe3G062400.2.p, Aqcoe3G062400.3.p, Aqcoe3G062400.1.p, Aqcoe3G062400.4.p, Aqcoe3G062200.1.p, Aqcoe1303s0001.1.p, Aqcoe3G062300.1.p, Aqcoe4G111600.2.p, Aqcoe4G111600.1.p, Aqcoe4G111600.4.p, Aqcoe4G111600.3.p, Aqcoe3G061900.1.p, Aqcoe3G062100.1.p, Aqcoe3G062500.1.p	Ds_00005326-RA
OG0000216	Aqcoe4G281200.1.p, Aqcoe4G281200.2.p, Aqcoe1G333800.1.p, Aqcoe4G196300.1.p, Aqcoe4G196300.2.p	Ds_00014036-RA, Ds_00006476-RA, Ds_00005269-RA
OG0000217	Aqcoe1G167400.1.p	Ds_00007309-RA, Ds_00007311-RA
OG0000218	Aqcoe3G415600.1.p	Ds_00009872-RA
OG0000218	Aqcoe3G165200.4.p, Aqcoe3G165200.1.p, Aqcoe3G165200.2.p, Aqcoe3G165200.3.p, Aqcoe5G337500.1.p	Ds_00005113-RA
OG0000219	Aqcoe3G294400.1.p, Aqcoe4G127700.1.p, Aqcoe5G077400.1.p, Aqcoe4G140100.1.p, Aqcoe7G214800.1.p, Aqcoe3G127800.1.p	Ds_00003099-RA, Ds_00007306-RA, Ds_00009965-RA, Ds_00007304-RA, Ds_00009970-RA, Ds_00007308-RA, Ds_00003100-RA, Ds_00009967-RA, Ds_00009968-RA, Ds_00009180-RA, Ds_00007307-RA, Ds_00007305-RA, Ds_00009969-RA, Ds_00009950-RA, Ds_00010404-RA, Ds_00003104-RA, Ds_00009949-RA, Ds_00009181-RA
OG0000220	Aqcoe4G211900.1.p, Aqcoe4G209000.1.p, Aqcoe7G066500.3.p, Aqcoe7G066500.2.p, Aqcoe7G066500.1.p, Aqcoe7G066600.1.p, Aqcoe7G066400.1.p	Ds_00005279-RA
OG0000221	Aqcoe3G417800.1.p	Ds_00011265-RA
OG0000221	Aqcoe3G417900.1.p, Aqcoe1G048200.1.p	Ds_00005941-RA, Ds_00007739-RA, Ds_00016123-RA, Ds_00014147-RA
OG0000222	Aqcoe5G113400.1.p	Ds_00015918-RA
OG0000222	Aqcoe2G282400.1.p	Ds_00000960-RA
OG0000222	Aqcoe4G093700.1.p	Ds_00005548-RA
OG0000224	Aqcoe1G269800.1.p, Aqcoe4G110300.1.p, Aqcoe4G110300.2.p	Ds_00015113-RA, Ds_00001155-RA, Ds_00017987-RA
OG0000227	Aqcoe2G151700.1.p, Aqcoe2G151700.2.p, Aqcoe1G458700.2.p, Aqcoe1G458700.1.p	Ds_00010370-RA, Ds_00015277-RA, Ds_00008521-RA, Ds_00015271-RA, Ds_00012771-RA
OG0000228	Aqcoe3G159900.1.p	Ds_00007084-RA
OG0000229	Aqcoe6G127000.4.p, Aqcoe6G127000.2.p, Aqcoe6G127000.1.p, Aqcoe6G127000.3.p, Aqcoe5G174900.1.p, Aqcoe5G174900.4.p, Aqcoe5G174900.3.p, Aqcoe5G174900.2.p	Ds_00013197-RA, Ds_00016620-RA, Ds_00007857-RA
OG0000230	Aqcoe4G139200.2.p, Aqcoe4G139200.1.p, Aqcoe4G139200.3.p	Ds_00002554-RA
OG0000230	Aqcoe5G270200.1.p, Aqcoe5G270200.3.p, Aqcoe5G270200.2.p	Ds_00002902-RA, Ds_00005465-RA
OG0000231	Aqcoe3G114000.3.p, Aqcoe3G114000.1.p, Aqcoe3G114000.2.p	Ds_00016273-RA, Ds_00015462-RA
OG0000232	Aqcoe3G363600.1.p, Aqcoe3G363800.1.p, Aqcoe3G363700.1.p	Ds_00014009-RA
OG0000235	Aqcoe1G018300.3.p, Aqcoe1G018300.1.p, Aqcoe1G018300.2.p	Ds_00006097-RA
OG0000235	Aqcoe2G008800.3.p, Aqcoe2G008800.1.p, Aqcoe2G008800.2.p, Aqcoe2G008800.4.p, Aqcoe2G008800.5.p, Aqcoe2G008800.6.p, Aqcoe2G008800.7.p	Ds_00017558-RA
OG0000236	Aqcoe1G420100.1.p, Aqcoe1G420100.2.p, Aqcoe1G420100.3.p	Ds_00015612-RA, Ds_00008273-RA
OG0000236	Aqcoe1G420200.1.p, Aqcoe2G094500.1.p	Ds_00015613-RA
OG0000237	Aqcoe7G344700.1.p	Ds_00015067-RA, Ds_00015066-RA, Ds_00018036-RA, Ds_00008137-RA
OG0000240	Aqcoe2G219000.1.p, Aqcoe2G219100.1.p	Ds_00008338-RA
OG0000241	Aqcoe3G318300.1.p, Aqcoe3G164800.1.p, Aqcoe1G214500.1.p, Aqcoe3G217700.1.p, Aqcoe7G150400.2.p, Aqcoe7G150400.1.p, Aqcoe4G299800.1.p	Ds_00015289-RA, Ds_00005132-RA
OG0000241	Aqcoe5G434600.1.p, Aqcoe2G181700.1.p, Aqcoe7G269600.1.p	Ds_00009206-RA
OG0000242	Aqcoe6G006500.1.p	Ds_00012553-RA, Ds_00002892-RA
OG0000243	Aqcoe3G240800.1.p, Aqcoe3G240900.1.p	Ds_00001346-RA, Ds_00002144-RA
OG0000244	Aqcoe7G077600.1.p	Ds_00016294-RA, Ds_00006368-RA
OG0000245	Aqcoe1G486600.2.p, Aqcoe1G486600.1.p	Ds_00010310-RA
OG0000247	Aqcoe2G185600.1.p, Aqcoe6G311000.1.p, Aqcoe6G236700.1.p, Aqcoe6G312000.1.p, Aqcoe6G237100.1.p, Aqcoe3G195200.1.p, Aqcoe6G237800.1.p, Aqcoe6G237600.1.p, Aqcoe6G237300.1.p, Aqcoe6G310900.1.p, Aqcoe6G296400.1.p, Aqcoe7G206300.1.p, Aqcoe6G310700.1.p, Aqcoe0191s0001.1.p, Aqcoe6G311100.1.p, Aqcoe6G310300.1.p, Aqcoe6G310600.1.p, Aqcoe6G312200.1.p, Aqcoe6G237400.1.p, Aqcoe6G236800.1.p, Aqcoe6G310500.1.p, Aqcoe6G310500.2.p, Aqcoe5G083300.1.p, Aqcoe6G310400.1.p, Aqcoe5G083400.1.p, Aqcoe2G303700.1.p, Aqcoe2G303700.2.p	Ds_00003230-RA
OG0000247	Aqcoe3G238600.1.p	Ds_00004686-RA
OG0000247	Aqcoe2G303100.1.p, Aqcoe2G302800.1.p, Aqcoe4G053700.1.p, Aqcoe4G054300.1.p	Ds_00001094-RA
OG0000248	Aqcoe2G437600.1.p	Ds_00009307-RA, Ds_00009308-RA
OG0000249	Aqcoe1G056100.1.p, Aqcoe2G057100.1.p	Ds_00017955-RA, Ds_00006075-RA, Ds_00005512-RA
OG0000250	Aqcoe2G260000.3.p, Aqcoe2G260000.1.p, Aqcoe2G260000.2.p, Aqcoe2G260000.4.p	Ds_00003938-RA, Ds_00014446-RA
OG0000250	Aqcoe7G043900.1.p	Ds_00004610-RA, Ds_00016483-RA
OG0000251	Aqcoe1G254300.1.p, Aqcoe1G254300.2.p	Ds_00013459-RA
OG0000251	Aqcoe2G098300.1.p	Ds_00006599-RA
OG0000252	Aqcoe6G300000.1.p, Aqcoe6G300000.3.p, Aqcoe6G300000.2.p, Aqcoe6G300000.4.p, Aqcoe1G137300.5.p, Aqcoe1G137300.6.p, Aqcoe1G137300.1.p, Aqcoe1G137300.2.p, Aqcoe1G137300.4.p, Aqcoe1G137300.3.p	Ds_00017779-RA, Ds_00006002-RA
OG0000254	Aqcoe5G172900.4.p, Aqcoe5G172900.3.p, Aqcoe5G172900.1.p, Aqcoe5G172900.2.p	Ds_00002367-RA, Ds_00000795-RA, Ds_00016930-RA
OG0000256	Aqcoe5G428800.2.p, Aqcoe5G428800.3.p, Aqcoe5G428800.1.p	Ds_00012988-RA, Ds_00016497-RA
OG0000257	Aqcoe3G122000.1.p, Aqcoe3G122000.2.p, Aqcoe3G122000.6.p, Aqcoe3G122000.7.p, Aqcoe3G122000.3.p, Aqcoe3G122000.5.p, Aqcoe3G122000.9.p, Aqcoe3G122000.4.p, Aqcoe3G122000.10.p, Aqcoe3G122000.8.p	Ds_00009045-RA, Ds_00009046-RA, Ds_00001881-RA
OG0000262	Aqcoe5G084600.1.p, Aqcoe2G297700.1.p	Ds_00003887-RA
OG0000262	Aqcoe2G404300.1.p	Ds_00009337-RA
OG0000262	Aqcoe1G260300.1.p	Ds_00002158-RA, Ds_00007580-RA
OG0000263	Aqcoe5G105200.1.p, Aqcoe2G121300.1.p, Aqcoe7G180300.1.p, Aqcoe7G406800.1.p	Ds_00007557-RA, Ds_00014080-RA
OG0000264	Aqcoe4G024000.6.p, Aqcoe4G024100.2.p, Aqcoe0708s0001.1.p, Aqcoe4G024100.1.p, Aqcoe4G024000.3.p, Aqcoe4G024000.2.p, Aqcoe4G024000.7.p, Aqcoe4G024000.4.p, Aqcoe4G024000.1.p, Aqcoe4G024000.5.p, Aqcoe4G024100.3.p	Ds_00004404-RA
OG0000265	Aqcoe1G253900.1.p, Aqcoe4G089000.1.p, Aqcoe4G088900.1.p	Ds_00001790-RA, Ds_00001172-RA
OG0000266	Aqcoe4G229400.1.p	Ds_00010221-RA, Ds_00017447-RA
OG0000266	Aqcoe1G352400.1.p	Ds_00016228-RA
