Orthogroup	B_vulgaris.proteins	A_coerulea.proteins
OG0000075	Bevul.5G109300.1.p, Bevul.5G141900.1.p	Aqcoe0093s0001.2.p, Aqcoe0093s0001.1.p, Aqcoe5G237800.1.p
OG0000075	Bevul.7G079700.1.p, Bevul.6G120700.1.p	Aqcoe2G104800.1.p
OG0000077	Bevul.9G139900.1.p, Bevul.9G140100.1.p, Bevul.9G140000.1.p, Bevul.9G139800.1.p	Aqcoe4G087900.1.p, Aqcoe4G179500.1.p, Aqcoe4G178900.1.p, Aqcoe0403s0001.1.p, Aqcoe0403s0002.1.p, Aqcoe4G127100.1.p, Aqcoe4G088100.1.p, Aqcoe4G178600.1.p, Aqcoe4G179400.1.p, Aqcoe4G126100.1.p, Aqcoe4G127000.1.p, Aqcoe4G126000.1.p
OG0000077	Bevul.2G047300.1.p	Aqcoe2G031900.1.p, Aqcoe2G031800.1.p
OG0000077	Bevul.4G245600.1.p	Aqcoe1G007000.1.p, Aqcoe1G007200.1.p, Aqcoe1G007200.2.p, Aqcoe6G314700.1.p
OG0000078	Bevul.7G129900.1.p, Bevul.4G007900.1.p, Bevul.2G061000.1.p, Bevul.2G060900.1.p, Bevul.4G008000.1.p	Aqcoe5G097200.1.p, Aqcoe2G156200.1.p, Aqcoe2G252100.1.p, Aqcoe4G127300.1.p, Aqcoe5G017600.1.p, Aqcoe2G131700.1.p, Aqcoe2G131600.1.p
OG0000079	Bevul.8G067100.1.p	Aqcoe1G370000.1.p, Aqcoe1G370200.1.p, Aqcoe1G371200.1.p, Aqcoe1G371100.1.p, Aqcoe1G371000.1.p
OG0000079	Bevul.4G110500.1.p	Aqcoe1G370800.1.p, Aqcoe4G238800.1.p
OG0000084	Bevul.6G022100.1.p, Bevul.8G147200.1.p, Bevul.8G147600.1.p, Bevul.8G147500.1.p, Bevul.8G147400.1.p, Bevul.8G147300.1.p, Bevul.8G191300.1.p	Aqcoe4G200700.1.p, Aqcoe4G269900.1.p, Aqcoe4G255600.1.p, Aqcoe4G270200.1.p, Aqcoe4G292300.1.p, Aqcoe4G204300.1.p, Aqcoe1G276500.1.p, Aqcoe4G243100.1.p, Aqcoe2G126900.1.p, Aqcoe4G264900.1.p, Aqcoe4G280800.1.p, Aqcoe4G267400.1.p, Aqcoe1G280700.1.p, Aqcoe1G386000.1.p, Aqcoe1G230100.1.p, Aqcoe1G380700.1.p, Aqcoe1G380800.1.p, Aqcoe1G385900.1.p, Aqcoe1G385800.1.p, Aqcoe1G386100.1.p, Aqcoe1G386500.1.p, Aqcoe1G394400.1.p, Aqcoe4G236800.1.p, Aqcoe1G386300.1.p, Aqcoe1G385600.1.p, Aqcoe1G386200.1.p, Aqcoe1G385400.1.p
OG0000085	Bevul.8G140500.1.p	Aqcoe7G428500.1.p
OG0000085	Bevul.2G000300.1.p	Aqcoe2G069700.1.p
OG0000085	Bevul.2G120700.1.p	Aqcoe7G239100.1.p
OG0000085	Bevul.4G250700.1.p	Aqcoe1G060400.1.p, Aqcoe1G060400.2.p
OG0000085	Bevul.5G108500.1.p	Aqcoe5G241700.1.p
OG0000087	Bevul.3G206400.1.p	Aqcoe1G041400.1.p, Aqcoe2G039200.1.p
OG0000087	Bevul.1G116200.1.p	Aqcoe6G024800.1.p
OG0000087	Bevul.2G027900.1.p	Aqcoe1G147000.1.p
OG0000087	Bevul.5G203900.1.p	Aqcoe3G311200.1.p
OG0000088	Bevul.4G082000.1.p, Bevul.4G081800.1.p, Bevul.4G081700.1.p, Bevul.4G081900.1.p	Aqcoe1G425600.1.p
OG0000089	Bevul.9G199700.1.p	Aqcoe7G202700.8.p, Aqcoe7G202700.9.p, Aqcoe7G202700.10.p, Aqcoe7G202700.4.p, Aqcoe7G202700.3.p, Aqcoe7G202700.5.p, Aqcoe7G202700.1.p, Aqcoe7G202700.2.p, Aqcoe3G215000.1.p, Aqcoe7G202900.1.p, Aqcoe7G202400.1.p, Aqcoe7G202400.2.p, Aqcoe7G202600.1.p, Aqcoe7G202600.2.p, Aqcoe1G185700.1.p
OG0000089	Bevul.2G018800.1.p, Bevul.8G186400.1.p	Aqcoe7G202300.2.p, Aqcoe7G202300.1.p, Aqcoe7G202200.1.p
OG0000090	Bevul.4G177600.1.p	Aqcoe5G263600.3.p, Aqcoe5G263600.1.p, Aqcoe5G263600.2.p
OG0000091	Bevul.3G230400.1.p, Bevul.3G229900.1.p, Bevul.3G229800.1.p	Aqcoe1G208000.1.p
OG0000091	Bevul.8G117100.1.p	Aqcoe5G474700.1.p
OG0000091	Bevul.7G053900.1.p, Bevul.1G098700.1.p, Bevul.1G099000.1.p, Bevul.1G098800.1.p, Bevul.5G151700.1.p, Bevul.5G151600.1.p, Bevul.2G055300.1.p, Bevul.2G055200.1.p	Aqcoe6G159700.1.p, Aqcoe6G159600.1.p, Aqcoe6G232900.1.p, Aqcoe6G232700.1.p
OG0000092	Bevul.5G086700.1.p, Bevul.5G086500.1.p, Bevul.5G086600.1.p, Bevul.2G192400.1.p, Bevul.9G149200.1.p, Bevul.9G105100.1.p, Bevul.3G109600.1.p, Bevul.3G088400.1.p, Bevul.9G185400.1.p, Bevul.9G185600.1.p, Bevul.5G086800.1.p, Bevul.2G014200.1.p, Bevul.2G012200.1.p	Aqcoe4G221400.1.p, Aqcoe1G272600.1.p, Aqcoe1G317600.1.p, Aqcoe1G317400.1.p
OG0000095	Bevul.7G228500.1.p, Bevul.6G047300.1.p, Bevul.4G035700.1.p	Aqcoe6G022200.2.p, Aqcoe6G022200.3.p, Aqcoe6G022200.4.p, Aqcoe6G022200.1.p, Aqcoe7G165300.4.p, Aqcoe7G165300.1.p, Aqcoe7G165300.3.p, Aqcoe7G165300.2.p, Aqcoe7G165300.5.p, Aqcoe7G165300.7.p, Aqcoe7G165300.6.p
OG0000096	Bevul.6G093700.1.p, Bevul.6G094300.1.p, Bevul.6G093800.1.p, Bevul.6G093900.1.p, Bevul.6G094200.1.p, Bevul.6G094400.1.p, Bevul.6G094500.1.p, Bevul.6G120200.1.p	Aqcoe4G273300.1.p, Aqcoe7G439300.1.p, Aqcoe4G135000.1.p, Aqcoe4G135100.1.p
OG0000097	Bevul.5G215500.1.p	Aqcoe3G278900.1.p
OG0000098	Bevul.1G023300.1.p	Aqcoe5G210900.1.p
OG0000098	Bevul.5G002300.1.p	Aqcoe5G427300.1.p
OG0000098	Bevul.3G212800.1.p	Aqcoe3G000700.1.p, Aqcoe2G055200.1.p, Aqcoe2G055300.1.p
OG0000098	Bevul.7G197100.1.p	Aqcoe7G037100.1.p
OG0000098	Bevul.5G030900.1.p	Aqcoe1G090000.1.p
OG0000099	Bevul.6G102400.1.p, Bevul.6G246400.1.p, Bevul.6G101900.1.p, Bevul.6G101800.1.p, Bevul.6G102100.1.p, Bevul.6G102000.1.p, Bevul.6G102500.1.p, Bevul.7G136600.1.p, Bevul.6G080300.1.p, Bevul.6G080100.1.p, Bevul.6G080000.1.p, Bevul.7G136500.1.p	Aqcoe6G049600.1.p, Aqcoe6G049500.1.p, Aqcoe6G049400.1.p, Aqcoe6G049300.1.p
OG0000101	Bevul.1G020800.1.p	Aqcoe3G302000.1.p
OG0000101	Bevul.9G102800.1.p	Aqcoe4G169800.1.p
OG0000101	Bevul.9G113100.1.p, Bevul.2G059600.1.p, Bevul.7G077300.1.p, Bevul.4G099000.1.p, Bevul.1G205800.1.p, Bevul.2G065000.1.p, Bevul.4G142100.1.p, Bevul.5G108000.1.p, Bevul.8G146200.1.p, Bevul.3G140200.1.p, Bevul.7G057600.1.p, Bevul.7G100000.1.p, Bevul.6G125200.1.p, Bevul.7G113700.1.p, Bevul.2G128600.1.p, Bevul.8G100400.1.p, Bevul.1G095300.1.p, Bevul.8G071600.1.p, Bevul.8G119000.1.p, Bevul.8G055900.1.p, Bevul.9G046400.1.p, Bevul.7G074800.1.p, Bevul.8G032100.1.p, Bevul.4G088500.1.p, Bevul.9G059600.1.p, Bevul.6G179000.1.p, Bevul.9G001300.1.p, Bevul.9G022700.1.p, Bevul.4G134400.1.p, Bevul.4G091700.1.p, Bevul.6G180800.1.p, Bevul.5G090600.1.p, Bevul.1G020700.1.p, Bevul.6G130500.1.p, Bevul.7G010300.1.p, Bevul.7G149100.1.p	Aqcoe4G215700.1.p, Aqcoe7G326600.1.p, Aqcoe7G192800.1.p, Aqcoe2G000100.1.p, Aqcoe4G290500.1.p
OG0000101	Bevul.6G178800.1.p, Bevul.5G136700.1.p, Bevul.8G101500.1.p, Bevul.3G168900.1.p	Aqcoe7G060000.1.p, Aqcoe5G247500.1.p, Aqcoe4G175000.1.p, Aqcoe3G097700.1.p, Aqcoe3G161800.1.p, Aqcoe2G164400.1.p, Aqcoe3G192000.1.p, Aqcoe2G138900.1.p, Aqcoe1G373800.1.p, Aqcoe2G175300.1.p, Aqcoe7G331000.1.p
OG0000101	Bevul.8G134600.1.p, Bevul.6G002800.1.p, Bevul.1G107900.1.p, Bevul.4G032200.1.p	Aqcoe2G168400.1.p
OG0000102	Bevul.1G039700.1.p, Bevul.8G011800.1.p, Bevul.8G011900.1.p, Bevul.8G012000.1.p, Bevul.8G011700.1.p	Aqcoe1G229600.2.p, Aqcoe1G229600.1.p, Aqcoe1G229500.1.p, Aqcoe1G144900.1.p, Aqcoe2G016700.1.p, Aqcoe7G350300.1.p, Aqcoe2G016600.1.p
OG0000103	Bevul.4G093400.1.p	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p
OG0000103	Bevul.8G030200.1.p	Aqcoe7G153000.2.p, Aqcoe7G153000.1.p, Aqcoe7G153000.3.p, Aqcoe7G153000.4.p, Aqcoe1G314500.1.p
OG0000104	Bevul.7G018600.1.p	Aqcoe1G436200.1.p
OG0000104	Bevul.7G018700.1.p	Aqcoe1G436600.1.p
OG0000104	Bevul.9G234500.4.p, Bevul.9G234500.1.p, Bevul.9G234500.6.p, Bevul.9G234500.2.p, Bevul.9G234500.7.p, Bevul.9G234500.3.p, Bevul.9G234500.5.p, Bevul.9G234700.1.p, Bevul.9G234800.1.p	Aqcoe2G117900.1.p
OG0000105	Bevul.6G149400.1.p	Aqcoe3G145000.1.p, Aqcoe5G400800.1.p
OG0000105	Bevul.8G035800.1.p, Bevul.4G003500.1.p	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p
OG0000105	Bevul.7G031800.2.p, Bevul.7G031800.1.p, Bevul.7G230900.1.p	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p
OG0000106	Bevul.9G126800.1.p, Bevul.9G127200.1.p, Bevul.9G127500.1.p, Bevul.9G126400.1.p, Bevul.9G126500.1.p, Bevul.9G127300.1.p, Bevul.9G127000.1.p, Bevul.9G127600.1.p, Bevul.9G127100.1.p, Bevul.9G127400.1.p, Bevul.9G126600.1.p, Bevul.9G126300.1.p, Bevul.9G126900.1.p, Bevul.9G126700.1.p, Bevul.9G127700.1.p, Bevul.9G127800.1.p, Bevul.9G126200.1.p	Aqcoe6G197100.1.p
OG0000107	Bevul.6G135200.1.p	Aqcoe3G024000.1.p, Aqcoe2G152900.1.p
OG0000107	Bevul.6G135100.1.p	Aqcoe2G153000.12.p, Aqcoe2G153000.13.p, Aqcoe2G153000.5.p, Aqcoe2G153000.3.p, Aqcoe2G153000.1.p, Aqcoe2G153000.8.p, Aqcoe2G153000.6.p, Aqcoe2G153000.2.p, Aqcoe2G153000.4.p, Aqcoe2G153000.7.p, Aqcoe2G153000.10.p, Aqcoe2G153000.11.p, Aqcoe2G153000.9.p, Aqcoe3G024100.2.p, Aqcoe3G024100.8.p, Aqcoe3G024100.3.p, Aqcoe3G024100.5.p, Aqcoe3G024100.1.p, Aqcoe3G024100.7.p, Aqcoe3G024100.6.p, Aqcoe3G024100.9.p, Aqcoe3G024100.4.p
OG0000108	Bevul.8G206000.1.p, Bevul.4G117300.1.p, Bevul.9G172600.1.p	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p
OG0000108	Bevul.8G078900.1.p	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p
OG0000109	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p
OG0000109	Bevul.6G028900.1.p, Bevul.1G164200.1.p	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p
OG0000112	Bevul.2G077600.1.p	Aqcoe4G301500.1.p, Aqcoe7G225300.1.p, Aqcoe3G207100.1.p
OG0000113	Bevul.2G177100.1.p	Aqcoe6G315000.1.p
OG0000113	Bevul.1G135600.1.p	Aqcoe7G080200.1.p
OG0000113	Bevul.5G004000.1.p	Aqcoe5G161300.1.p
OG0000113	Bevul.5G005300.1.p	Aqcoe7G077900.1.p
OG0000114	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p, Bevul.8G062400.1.p, Bevul.8G062300.1.p, Bevul.8G062100.1.p, Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p, Bevul.9G088300.1.p	Aqcoe1G244900.2.p, Aqcoe1G244900.5.p, Aqcoe1G244900.1.p, Aqcoe1G244900.3.p, Aqcoe1G244900.4.p, Aqcoe1G272500.1.p, Aqcoe1G272500.3.p, Aqcoe1G272500.2.p, Aqcoe4G031600.1.p, Aqcoe4G031600.2.p, Aqcoe4G031600.3.p, Aqcoe1G245000.3.p, Aqcoe1G245000.4.p, Aqcoe1G245000.2.p, Aqcoe1G245000.1.p
OG0000114	Bevul.8G062500.1.p	Aqcoe1G279800.2.p, Aqcoe1G279800.1.p
OG0000115	Bevul.5G258000.1.p	Aqcoe5G137100.1.p
OG0000115	Bevul.3G216400.1.p	Aqcoe5G136900.1.p, Aqcoe5G137000.1.p, Aqcoe5G136700.1.p, Aqcoe5G137300.1.p, Aqcoe5G137400.1.p
OG0000115	Bevul.3G061200.1.p	Aqcoe5G136400.2.p, Aqcoe5G136400.1.p, Aqcoe5G136500.1.p
OG0000115	Bevul.3G061100.1.p	Aqcoe7G392900.1.p
OG0000116	Bevul.7G210000.1.p	Aqcoe1G480100.1.p, Aqcoe7G321900.1.p
OG0000116	Bevul.5G013500.1.p	Aqcoe7G408800.1.p, Aqcoe7G324500.1.p, Aqcoe1G451600.1.p
OG0000117	Bevul.5G006500.1.p, Bevul.5G006800.1.p, Bevul.4G042900.1.p, Bevul.4G042700.1.p, Bevul.4G042800.1.p, Bevul.4G043000.1.p, Bevul.3G100300.1.p, Bevul.8G125200.1.p, Bevul.8G125100.1.p, Bevul.8G194200.1.p, Bevul.2G080700.1.p, Bevul.7G058300.1.p, Bevul.7G058400.1.p	Aqcoe1G501500.1.p
OG0000118	Bevul.5G021700.1.p, Bevul.7G094000.1.p	Aqcoe7G258200.1.p
OG0000118	Bevul.6G031600.1.p	Aqcoe5G212800.1.p, Aqcoe6G221500.1.p
OG0000119	Bevul.8G042200.1.p, Bevul.8G041400.1.p, Bevul.3G163100.1.p, Bevul.3G163000.1.p, Bevul.8G008200.1.p, Bevul.7G023800.1.p, Bevul.5G076300.1.p, Bevul.8G066300.1.p, Bevul.8G066400.1.p, Bevul.8G007500.1.p, Bevul.8G064300.1.p, Bevul.8G064400.1.p	Aqcoe5G401000.1.p, Aqcoe2G359600.1.p, Aqcoe4G152700.1.p, Aqcoe4G139900.1.p, Aqcoe4G140200.1.p, Aqcoe2G358000.1.p, Aqcoe2G358100.1.p, Aqcoe2G357900.1.p, Aqcoe4G278600.1.p
OG0000120	Bevul.3G185900.1.p	Aqcoe2G011200.1.p, Aqcoe1G018900.1.p
OG0000120	Bevul.3G186500.1.p	Aqcoe1G020800.1.p, Aqcoe1G020800.2.p
OG0000120	Bevul.6G188900.1.p	Aqcoe2G011900.5.p, Aqcoe2G011900.3.p, Aqcoe2G011900.4.p, Aqcoe2G011900.6.p, Aqcoe2G011900.2.p, Aqcoe2G011900.1.p
OG0000120	Bevul.1G158600.1.p, Bevul.5G000300.1.p	Aqcoe7G036400.1.p
OG0000121	Bevul.4G108700.1.p, Bevul.8G003400.1.p, Bevul.6G014900.1.p, Bevul.5G234100.1.p	Aqcoe1G068600.1.p
OG0000121	Bevul.7G184000.1.p	Aqcoe1G069000.4.p, Aqcoe1G069000.1.p, Aqcoe1G069000.2.p, Aqcoe1G069000.5.p, Aqcoe1G069000.6.p, Aqcoe1G069000.7.p, Aqcoe1G069000.3.p, Aqcoe1G068800.1.p, Aqcoe1G069100.1.p
OG0000122	Bevul.8G023100.1.p	Aqcoe2G193600.1.p, Aqcoe2G187900.1.p
OG0000122	Bevul.7G084500.1.p	Aqcoe7G230600.1.p
OG0000122	Bevul.5G126200.1.p	Aqcoe6G262300.1.p
OG0000122	Bevul.1G016700.1.p	Aqcoe2G146000.1.p
OG0000123	Bevul.2G026700.1.p	Aqcoe2G387500.1.p, Aqcoe2G118400.1.p, Aqcoe3G357100.1.p
OG0000123	Bevul.6G168100.1.p, Bevul.6G215400.1.p, Bevul.6G220300.1.p, Bevul.1G134500.1.p, Bevul.1G134800.1.p, Bevul.1G134700.1.p, Bevul.1G134600.1.p	Aqcoe5G334300.1.p
OG0000124	Bevul.9G182900.1.p, Bevul.9G081400.1.p, Bevul.3G002000.1.p, Bevul.3G004500.1.p, Bevul.9G183000.1.p	Aqcoe6G146500.2.p, Aqcoe6G146500.1.p, Aqcoe4G288300.1.p, Aqcoe6G145700.1.p, Aqcoe6G146400.1.p, Aqcoe6G152400.1.p
OG0000124	Bevul.8G010600.1.p	Aqcoe5G156300.1.p
OG0000124	Bevul.5G072700.1.p, Bevul.9G009700.1.p, Bevul.3G141000.1.p	Aqcoe2G339400.1.p
OG0000125	Bevul.7G078600.1.p	Aqcoe2G321200.1.p
OG0000125	Bevul.4G149800.1.p	Aqcoe2G321300.1.p
OG0000125	Bevul.3G150600.1.p	Aqcoe2G319500.1.p
OG0000126	Bevul.8G088900.1.p, Bevul.2G070700.1.p, Bevul.6G164800.1.p, Bevul.9G102100.1.p, Bevul.2G098000.1.p, Bevul.9G103400.1.p	Aqcoe3G408100.1.p, Aqcoe2G141300.1.p, Aqcoe7G251000.1.p
OG0000127	Bevul.4G194200.1.p, Bevul.7G087800.1.p	Aqcoe2G313000.1.p
OG0000127	Bevul.5G158900.1.p	Aqcoe3G159400.1.p, Aqcoe5G345400.2.p, Aqcoe5G345400.1.p
OG0000128	Bevul.7G149700.1.p	Aqcoe5G394000.2.p, Aqcoe5G394000.3.p, Aqcoe5G394000.7.p, Aqcoe5G394000.8.p, Aqcoe5G394000.6.p, Aqcoe5G394000.5.p, Aqcoe5G394000.4.p, Aqcoe5G394000.1.p, Aqcoe4G283000.5.p, Aqcoe4G282400.1.p, Aqcoe4G283000.4.p, Aqcoe4G282800.4.p, Aqcoe4G282800.5.p, Aqcoe4G282200.2.p, Aqcoe4G282800.3.p, Aqcoe4G283000.3.p, Aqcoe4G282800.2.p, Aqcoe4G282800.1.p, Aqcoe4G283000.1.p, Aqcoe4G283000.2.p, Aqcoe4G282200.1.p, Aqcoe7G249400.1.p, Aqcoe5G410100.1.p
OG0000129	Bevul.2G003900.1.p, Bevul.2G004000.1.p	Aqcoe7G330100.1.p
OG0000129	Bevul.2G004200.1.p	Aqcoe0018s0008.3.p, Aqcoe0018s0008.1.p, Aqcoe0018s0008.2.p, Aqcoe0018s0007.1.p, Aqcoe1G239100.1.p, Aqcoe1G239100.2.p, Aqcoe7G330700.1.p, Aqcoe0018s0003.3.p, Aqcoe0018s0003.2.p, Aqcoe0018s0003.1.p, Aqcoe7G330300.1.p, Aqcoe7G330300.2.p, Aqcoe7G330000.1.p, Aqcoe4G109900.1.p, Aqcoe4G109600.1.p, Aqcoe7G256400.1.p, Aqcoe4G123000.1.p, Aqcoe7G256300.1.p
OG0000131	Bevul.8G137700.1.p, Bevul.2G009600.1.p, Bevul.2G008900.1.p, Bevul.8G138700.1.p, Bevul.8G138600.1.p, Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p, Bevul.1G041300.1.p, Bevul.8G138100.1.p, Bevul.8G138300.1.p, Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p, Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p, Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p	Aqcoe7G437600.1.p
OG0000135	Bevul.2G140100.1.p	Aqcoe7G122400.1.p
OG0000135	Bevul.2G126000.1.p, Bevul.7G150000.1.p, Bevul.2G120400.1.p	Aqcoe7G240700.1.p
OG0000136	Bevul.5G207500.1.p	Aqcoe3G301500.2.p, Aqcoe3G301500.1.p
OG0000136	Bevul.9G136600.1.p	Aqcoe6G221600.1.p, Aqcoe6G221600.2.p
OG0000136	Bevul.6G031700.1.p	Aqcoe5G212600.2.p, Aqcoe5G212600.4.p
OG0000137	Bevul.2G100000.1.p, Bevul.2G100400.1.p, Bevul.7G104400.1.p, Bevul.8G104700.1.p, Bevul.7G104700.1.p, Bevul.3G085500.1.p	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p
OG0000138	Bevul.6G121200.1.p	Aqcoe3G050100.1.p, Aqcoe3G396300.1.p
OG0000138	Bevul.8G188600.1.p	Aqcoe2G051000.1.p, Aqcoe7G192300.1.p
OG0000138	Bevul.7G159500.1.p	Aqcoe7G443700.1.p
OG0000138	Bevul.2G230200.1.p	Aqcoe2G224400.1.p
OG0000139	Bevul.2G223600.2.p, Bevul.2G223600.1.p, Bevul.2G223700.1.p, Bevul.2G223000.1.p, Bevul.2G223200.1.p, Bevul.2G223300.1.p, Bevul.2G223500.1.p, Bevul.2G223100.1.p	Aqcoe1G233500.1.p
OG0000140	Bevul.9G004400.1.p, Bevul.1G171700.1.p, Bevul.9G004300.1.p, Bevul.9G004100.1.p, Bevul.1G171600.1.p	Aqcoe3G439600.1.p
OG0000142	Bevul.8G131900.1.p	Aqcoe4G041600.1.p, Aqcoe4G049300.1.p, Aqcoe3G044000.1.p, Aqcoe4G046900.1.p, Aqcoe4G042800.2.p, Aqcoe4G042800.1.p, Aqcoe4G046700.1.p, Aqcoe4G047400.1.p, Aqcoe4G054100.1.p, Aqcoe4G053500.1.p, Aqcoe4G003300.1.p, Aqcoe4G112700.1.p, Aqcoe4G140700.1.p, Aqcoe2G046000.1.p, Aqcoe5G319200.1.p, Aqcoe4G069400.2.p, Aqcoe4G069400.1.p, Aqcoe4G167300.1.p, Aqcoe4G050300.1.p, Aqcoe4G050300.3.p, Aqcoe4G050300.2.p, Aqcoe3G272500.1.p
OG0000143	Bevul.9G147700.1.p	Aqcoe4G190000.1.p
OG0000144	Bevul.1G105300.1.p	Aqcoe6G078400.1.p
OG0000144	Bevul.5G076800.1.p	Aqcoe4G072200.1.p, Aqcoe5G190800.1.p, Aqcoe3G244400.1.p, Aqcoe3G244500.1.p
OG0000145	Bevul.7G185900.1.p	Aqcoe5G342300.1.p
OG0000145	Bevul.1G166900.1.p	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p
OG0000146	Bevul.7G207800.1.p	Aqcoe1G092700.1.p
OG0000146	Bevul.2G223800.1.p, Bevul.6G087300.1.p, Bevul.2G222800.1.p, Bevul.2G234100.1.p, Bevul.2G239000.1.p	Aqcoe1G092200.1.p
OG0000147	Bevul.7G065100.1.p	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p
OG0000147	Bevul.9G048300.1.p	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p
OG0000148	Bevul.7G203500.1.p, Bevul.7G203700.1.p, Bevul.7G203600.1.p, Bevul.7G203800.1.p, Bevul.2G192100.1.p, Bevul.7G203300.1.p, Bevul.7G204000.1.p, Bevul.2G230800.4.p, Bevul.2G230800.3.p, Bevul.2G230800.1.p, Bevul.2G230800.2.p, Bevul.2G230800.5.p	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p
OG0000149	Bevul.2G168000.1.p	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p
OG0000152	Bevul.2G056700.1.p	Aqcoe3G149900.1.p
OG0000152	Bevul.4G146800.1.p, Bevul.7G045900.1.p	Aqcoe1G487200.1.p, Aqcoe6G012700.1.p
OG0000152	Bevul.7G211300.1.p, Bevul.7G211500.1.p, Bevul.7G211400.1.p, Bevul.7G211000.1.p	Aqcoe7G298400.1.p, Aqcoe1G411800.1.p, Aqcoe1G412400.1.p, Aqcoe1G430600.1.p, Aqcoe3G407600.1.p
OG0000153	Bevul.7G062900.2.p, Bevul.7G062900.1.p	Aqcoe1G489000.1.p
OG0000153	Bevul.4G008900.1.p, Bevul.9G035000.1.p, Bevul.4G177400.1.p	Aqcoe1G489000.2.p
OG0000154	Bevul.6G007200.1.p	Aqcoe5G140900.2.p, Aqcoe5G140900.1.p
OG0000156	Bevul.1G012000.1.p	Aqcoe7G150600.1.p
OG0000156	Bevul.8G213200.1.p	Aqcoe7G328900.1.p
OG0000156	Bevul.7G050500.1.p	Aqcoe2G205500.1.p, Aqcoe1G132600.1.p
OG0000159	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p, Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p
OG0000159	Bevul.7G078300.1.p	Aqcoe6G153900.1.p
OG0000159	Bevul.1G116800.1.p, Bevul.3G025700.1.p	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p
OG0000160	Bevul.1G045000.1.p	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p
OG0000160	Bevul.6G075500.1.p, Bevul.6G075600.1.p, Bevul.9G150300.2.p, Bevul.9G150300.1.p, Bevul.9G150200.1.p, Bevul.9G150200.3.p, Bevul.9G150200.2.p	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p
OG0000161	Bevul.4G059000.1.p, Bevul.4G058200.1.p, Bevul.4G001700.1.p	Aqcoe6G070400.1.p
