Orthogroup	B_vulgaris.proteins	A_thaliana.proteins
OG0000129	Bevul.2G004200.1.p	AT5G11210.8, AT5G11210.6, AT5G11210.7, AT5G11210.3, AT5G11210.10, AT5G11210.2, AT5G11210.4, AT5G11210.5, AT5G11210.1, AT5G11210.9, AT5G11210.11, AT5G11180.1, AT5G11180.2, AT2G24720.1, AT2G24710.1, AT2G24710.3, AT2G24710.2, AT5G27100.1, AT4G31710.2, AT4G31710.1, AT2G29100.2, AT2G29100.1, AT2G29110.1, AT2G29110.2, AT2G29120.1
OG0000131	Bevul.8G137700.1.p	AT1G72610.1, AT5G20630.1
OG0000134	Bevul.6G064200.1.p, Bevul.6G047900.1.p, Bevul.6G064300.1.p	AT4G37070.2, AT4G37070.3, AT4G37070.1, AT4G37070.4, AT4G37060.2, AT4G37060.1, AT4G37050.1
OG0000135	Bevul.2G140100.1.p	AT5G12000.1, AT5G12000.2, AT5G26150.1, AT5G26150.2
OG0000135	Bevul.7G150000.1.p	AT1G78940.1, AT1G78940.3, AT1G78940.2, AT1G16760.2, AT1G16760.1
OG0000135	Bevul.2G120400.1.p	AT2G07020.1, AT5G35380.1
OG0000136	Bevul.5G207500.1.p	AT5G62880.2, AT3G48040.2, AT5G62880.1, AT3G48040.1
OG0000136	Bevul.8G017700.1.p	AT5G45970.1
OG0000136	Bevul.1G025900.1.p	AT1G20090.1, AT1G75840.1
OG0000136	Bevul.9G136600.1.p	AT4G35020.2, AT4G35020.1, AT4G35020.3
OG0000136	Bevul.6G031700.1.p	AT3G51300.1, AT4G35950.1, AT2G17800.1, AT2G17800.2
OG0000138	Bevul.6G121200.1.p	AT1G68825.2, AT1G68825.1
OG0000138	Bevul.2G217300.1.p	AT5G16023.1, AT3G02493.1
OG0000138	Bevul.8G188600.1.p	AT4G13395.1
OG0000138	Bevul.7G159500.1.p	AT1G53708.1, AT3G14362.1
OG0000138	Bevul.2G230200.1.p	AT2G39705.1
OG0000138	Bevul.7G202500.1.p	AT2G29125.1
OG0000139	Bevul.2G223600.2.p, Bevul.2G223600.1.p, Bevul.2G223700.1.p, Bevul.2G223000.1.p, Bevul.2G223200.1.p, Bevul.2G223300.1.p, Bevul.2G223500.1.p, Bevul.2G223100.1.p	AT3G11340.1, AT5G05900.1, AT5G05880.1, AT5G05890.1, AT5G05870.1, AT5G05860.1
OG0000142	Bevul.8G131900.1.p	AT4G26090.1
OG0000143	Bevul.1G102700.1.p, Bevul.1G103300.1.p, Bevul.1G103200.1.p, Bevul.1G103500.1.p, Bevul.1G103700.1.p	AT1G22370.2, AT1G22370.1, AT1G22380.1, AT1G22400.1, AT1G22360.2, AT1G22360.1, AT1G22340.1
OG0000144	Bevul.1G105300.1.p	AT1G78290.3, AT1G78290.2
OG0000144	Bevul.6G096000.1.p	AT4G40010.1
OG0000145	Bevul.1G166900.1.p	AT2G24190.2, AT2G24190.1, AT3G61220.3, AT3G61220.2, AT3G61220.1, AT1G01800.1, AT1G01800.2
OG0000146	Bevul.2G223800.1.p, Bevul.6G087300.1.p, Bevul.2G222800.1.p, Bevul.2G234100.1.p, Bevul.2G239000.1.p	AT2G29500.1
OG0000147	Bevul.7G065100.1.p	AT3G27470.3, AT3G27470.2, AT3G27470.5, AT3G27470.4, AT3G27470.1
OG0000147	Bevul.9G048300.1.p	AT2G28310.3, AT2G28310.2, AT2G28310.1, AT1G08040.1, AT1G08040.2, AT1G08040.4, AT1G08040.3
OG0000148	Bevul.7G203500.1.p, Bevul.7G203700.1.p, Bevul.7G203600.1.p, Bevul.7G203800.1.p, Bevul.2G192100.1.p, Bevul.7G203300.1.p	AT3G46600.2, AT3G46600.3, AT3G46600.1, AT5G59450.1
OG0000148	Bevul.7G204000.1.p	AT1G07530.1, AT2G29060.1, AT2G29060.2
OG0000149	Bevul.2G168000.1.p	AT4G31810.1
OG0000149	Bevul.2G086000.2.p, Bevul.2G086000.1.p	AT2G30660.1, AT2G30660.2, AT2G30650.2, AT2G30650.1, AT5G65940.2, AT5G65940.3, AT5G65940.1, AT5G65940.4
OG0000152	Bevul.2G056700.1.p	AT3G09480.1
OG0000153	Bevul.7G062900.2.p, Bevul.7G062900.1.p	AT3G53340.4, AT3G53340.3, AT3G53340.2, AT2G37060.3, AT2G37060.1, AT2G37060.2, AT3G53340.5, AT3G53340.1
OG0000153	Bevul.4G008900.1.p	AT5G47640.1
OG0000153	Bevul.4G177400.1.p	AT2G13570.1
OG0000154	Bevul.2G193200.2.p, Bevul.2G193200.1.p	AT2G47170.1, AT2G47170.3, AT2G47170.2
OG0000154	Bevul.6G007200.1.p	AT3G62290.2, AT3G62290.3, AT3G62290.1
OG0000155	Bevul.3G125200.1.p, Bevul.3G125000.1.p, Bevul.3G125100.1.p, Bevul.3G124900.1.p, Bevul.1G147500.1.p, Bevul.7G089200.1.p, Bevul.7G090100.1.p, Bevul.4G034200.1.p, Bevul.7G089100.1.p, Bevul.7G089300.1.p	AT3G62930.1, AT1G03020.1
OG0000156	Bevul.1G012000.1.p, Bevul.6G018100.1.p	AT5G65790.1, AT3G49690.1
OG0000156	Bevul.8G213200.1.p	AT5G57620.1
OG0000156	Bevul.8G206500.1.p	AT5G23000.1
OG0000156	Bevul.2G151900.1.p	AT2G36890.1, AT2G36890.2
OG0000157	Bevul.8G171800.1.p	AT3G42170.1, AT3G42170.2
OG0000159	Bevul.3G025700.1.p	AT5G54160.1
OG0000160	Bevul.1G045000.1.p	AT1G42540.4, AT1G42540.1, AT1G42540.2
OG0000160	Bevul.6G075500.1.p, Bevul.6G075600.1.p	AT3G51480.4, AT3G51480.1, AT3G51480.2, AT3G51480.3
OG0000160	Bevul.9G150300.2.p, Bevul.9G150300.1.p, Bevul.9G150200.1.p, Bevul.9G150200.3.p, Bevul.9G150200.2.p	AT2G17260.1, AT4G35290.3, AT4G35290.4, AT4G35290.2, AT4G35290.5, AT4G35290.1, AT4G35290.6
OG0000161	Bevul.9G042400.1.p, Bevul.9G042300.1.p, Bevul.9G044100.1.p, Bevul.9G042500.1.p, Bevul.9G042600.1.p	AT5G65600.1, AT5G10530.1
OG0000162	Bevul.5G145600.1.p	AT1G18390.2, AT1G18390.1
OG0000162	Bevul.2G210000.1.p	AT1G66880.1, AT1G66880.2, AT1G66880.3, AT5G38210.3, AT5G38210.2, AT5G38210.1
OG0000162	Bevul.3G181700.1.p, Bevul.9G146300.1.p, Bevul.9G146100.3.p, Bevul.9G146100.2.p, Bevul.9G146100.1.p, Bevul.6G132700.1.p	AT1G25390.2, AT1G25390.1
OG0000163	Bevul.8G133500.1.p	AT3G58160.3, AT3G58160.4, AT3G58160.1, AT3G58160.5, AT3G58160.2
OG0000163	Bevul.7G172600.1.p	AT1G17580.1
OG0000163	Bevul.4G129500.1.p	AT1G54560.1, AT1G54560.2, AT1G08730.1, AT1G08730.2
OG0000164	Bevul.8G102300.1.p	AT1G48410.2, AT1G48410.3, AT1G48410.1
OG0000164	Bevul.9G101700.1.p	AT2G27880.1
OG0000164	Bevul.8G185900.1.p	AT5G43810.2, AT5G43810.4, AT5G43810.1, AT5G43810.3
OG0000168	Bevul.3G223400.1.p	AT3G43790.1, AT3G43790.3, AT3G43790.2, AT3G43790.5, AT3G43790.4
OG0000168	Bevul.4G112700.1.p	AT5G13740.1, AT5G13740.2, AT5G13750.3, AT5G13750.4, AT5G13750.1, AT5G13750.2
OG0000169	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p	AT2G02250.1, AT2G02240.1, AT2G02300.1, AT2G02310.1, AT2G02360.1, AT2G02350.2, AT2G02350.1, AT2G02320.1, AT2G02340.1, AT2G02230.1, AT5G24560.1, AT1G80110.1
OG0000169	Bevul.4G161600.1.p, Bevul.4G200900.1.p	AT1G56240.1, AT1G56250.1, AT1G09155.1
OG0000170	Bevul.7G199000.1.p	AT2G29400.1, AT5G59160.3, AT5G59160.1, AT5G59160.2, AT3G46820.1
OG0000170	Bevul.5G024800.1.p	AT4G11240.1, AT1G64040.1
OG0000171	Bevul.9G215000.1.p	AT5G25810.1, AT5G11590.1
OG0000172	Bevul.7G001900.2.p, Bevul.7G001900.6.p, Bevul.7G001900.11.p, Bevul.7G001900.5.p, Bevul.7G001900.4.p, Bevul.7G001900.10.p, Bevul.7G001900.1.p, Bevul.7G001900.12.p, Bevul.7G001900.9.p, Bevul.7G001900.8.p, Bevul.7G001900.3.p, Bevul.7G001900.7.p	AT3G08680.2, AT3G08680.1
OG0000173	Bevul.4G162300.1.p, Bevul.1G005600.1.p, Bevul.2G079700.1.p, Bevul.5G046300.1.p, Bevul.4G157200.1.p, Bevul.9G109800.1.p, Bevul.7G133800.1.p	AT3G29785.1
OG0000178	Bevul.4G080500.1.p	AT3G46730.1, AT3G46710.1, AT3G46530.1
OG0000179	Bevul.2G110200.2.p, Bevul.2G110200.8.p, Bevul.2G110200.1.p, Bevul.2G110200.6.p, Bevul.2G110200.7.p, Bevul.2G110200.3.p, Bevul.2G110200.5.p, Bevul.2G110200.4.p	AT3G55050.1, AT3G55050.2, AT3G12620.2, AT3G12620.1
OG0000179	Bevul.9G132900.1.p, Bevul.9G132900.3.p, Bevul.9G132900.2.p, Bevul.9G132900.4.p, Bevul.9G132900.5.p	AT4G38520.2, AT4G38520.1
OG0000179	Bevul.6G223700.1.p	AT3G51370.3, AT3G51370.1, AT5G66080.1
OG0000180	Bevul.8G146900.1.p	AT3G43190.1, AT3G43190.2, AT5G20830.2, AT5G20830.3, AT5G20830.1
OG0000180	Bevul.7G102400.1.p	AT4G02280.1, AT5G49190.1, AT5G49190.2, AT5G49190.3
OG0000181	Bevul.1G117700.1.p	AT1G21810.2, AT1G21810.1, AT1G21810.3
OG0000181	Bevul.4G182800.1.p	AT3G05270.2, AT3G05270.1, AT3G05270.3
OG0000182	Bevul.9G050000.1.p, Bevul.9G050400.1.p	AT2G37180.1, AT2G37170.1, AT2G37170.2, AT3G53420.2, AT3G53420.1, AT5G60660.1
OG0000182	Bevul.7G057200.1.p	AT3G54820.1, AT2G39010.1
OG0000182	Bevul.9G135000.1.p	AT2G16850.1, AT4G35100.2, AT4G35100.1
OG0000184	Bevul.5G055500.1.p, Bevul.5G006400.1.p, Bevul.3G009900.1.p, Bevul.3G009800.1.p	AT2G32830.1
OG0000184	Bevul.3G010600.1.p, Bevul.3G010700.1.p, Bevul.3G010400.1.p, Bevul.3G010500.1.p, Bevul.3G010100.1.p, Bevul.9G036100.4.p, Bevul.9G036100.2.p, Bevul.9G036100.5.p, Bevul.9G036100.3.p, Bevul.9G036100.1.p, Bevul.9G036100.6.p, Bevul.3G010300.1.p, Bevul.3G010200.1.p, Bevul.3G010000.1.p, Bevul.3G207900.1.p	AT5G43350.1, AT5G43370.2, AT5G43370.1, AT5G43360.1
OG0000184	Bevul.5G247900.1.p	AT2G38940.1, AT3G54700.2, AT3G54700.1
OG0000185	Bevul.4G141300.1.p	AT4G14880.2, AT4G14880.3, AT4G14880.1, AT4G14880.4, AT4G14880.5, AT3G22460.1
OG0000185	Bevul.3G113800.1.p	AT2G43750.2, AT2G43750.1, AT3G59760.3
OG0000185	Bevul.4G141500.1.p	AT5G28020.4, AT5G28020.1, AT5G28020.2, AT5G28020.6, AT5G28020.3, AT5G28030.5, AT5G28030.2, AT5G28030.3, AT5G28030.4, AT5G28030.1, AT3G04940.2, AT3G04940.1
OG0000187	Bevul.6G039900.1.p, Bevul.6G205300.1.p, Bevul.5G156700.1.p	AT5G63500.1, AT3G48660.1
OG0000187	Bevul.6G040000.1.p	AT3G27027.1, AT5G40980.1
OG0000187	Bevul.6G040600.1.p	AT5G40960.1
OG0000187	Bevul.6G205400.1.p, Bevul.1G089900.1.p	AT5G08391.1
OG0000188	Bevul.3G050000.1.p, Bevul.3G050300.1.p, Bevul.3G050100.1.p, Bevul.3G050200.1.p, Bevul.4G145100.1.p	AT5G52740.1, AT5G52740.2
OG0000188	Bevul.1G182700.1.p	AT1G01490.1, AT1G01490.2, AT1G01490.3, AT1G01490.4
OG0000190	Bevul.2G132400.1.p, Bevul.2G132600.2.p, Bevul.2G132600.1.p, Bevul.2G132500.1.p	AT3G06240.1
OG0000191	Bevul.3G186700.1.p, Bevul.3G186800.1.p, Bevul.3G186900.1.p, Bevul.3G187400.1.p, Bevul.3G187500.1.p, Bevul.4G032100.1.p, Bevul.3G186600.1.p	AT5G06860.1, AT5G06870.1
OG0000192	Bevul.3G117700.1.p, Bevul.3G117600.1.p	AT2G43880.1, AT2G43880.2
OG0000192	Bevul.4G215700.1.p	AT1G65570.1
OG0000192	Bevul.3G117400.1.p, Bevul.6G182700.1.p, Bevul.3G116900.1.p, Bevul.3G117300.1.p, Bevul.3G117000.1.p, Bevul.3G116800.1.p	AT2G43860.1, AT2G43870.1, AT3G59850.2, AT3G59850.1
OG0000193	Bevul.8G170100.1.p, Bevul.9G221500.1.p, Bevul.9G221400.1.p, Bevul.9G221200.1.p, Bevul.9G221300.1.p, Bevul.9G221100.1.p	AT1G50060.1
OG0000193	Bevul.9G221000.1.p	AT4G33720.1, AT3G19690.1, AT2G14580.1, AT2G14610.1, AT4G33730.1
OG0000198	Bevul.7G208800.1.p	AT3G12580.1
OG0000198	Bevul.1G209700.1.p	AT1G16030.1
OG0000198	Bevul.1G091500.1.p, Bevul.1G092400.1.p, Bevul.1G090500.1.p	AT1G56410.1
OG0000198	Bevul.2G099800.1.p	AT3G09440.2, AT3G09440.1, AT3G09440.3, AT3G09440.4, AT5G02500.1, AT5G02490.1
OG0000199	Bevul.3G145500.1.p	AT3G22800.1
OG0000199	Bevul.9G078100.1.p	AT4G28380.1
OG0000199	Bevul.8G190400.1.p	AT3G24480.1, AT4G13340.1
OG0000200	Bevul.6G023300.1.p, Bevul.6G023400.1.p	AT3G50930.1, AT3G50940.1
OG0000200	Bevul.6G023500.1.p	AT5G17730.1, AT5G17740.1, AT5G17760.1
OG0000201	Bevul.4G215600.1.p	AT1G65560.2, AT1G65560.1
OG0000202	Bevul.1G173200.1.p, Bevul.1G172400.1.p, Bevul.1G172900.1.p, Bevul.1G172800.1.p, Bevul.1G172700.1.p, Bevul.1G090300.1.p, Bevul.1G173100.1.p, Bevul.1G173000.1.p, Bevul.1G172500.1.p, Bevul.1G172600.1.p	AT4G31500.1, AT4G13770.1
OG0000203	Bevul.3G066500.1.p, Bevul.1G178500.1.p	AT2G45950.1, AT2G45950.3, AT2G45950.4, AT2G45950.2, AT2G45950.5, AT3G61415.1, AT3G61415.2
OG0000206	Bevul.8G198400.1.p	AT1G73730.2, AT1G73730.1
OG0000206	Bevul.9G063000.1.p, Bevul.9G063000.2.p	AT3G20770.1, AT2G27050.1
OG0000206	Bevul.4G112100.1.p	AT5G21120.2, AT5G21120.1, AT5G21120.3
OG0000206	Bevul.4G248800.1.p	AT5G10120.1, AT5G65100.1
OG0000207	Bevul.5G245900.1.p	AT2G42430.1
OG0000207	Bevul.2G228300.1.p	AT5G06080.1
OG0000207	Bevul.5G121000.1.p	AT3G03760.1
OG0000207	Bevul.1G128900.1.p	AT2G45420.1
OG0000207	Bevul.1G129000.1.p	AT2G45410.1, AT4G00210.1
OG0000208	Bevul.7G163400.1.p, Bevul.7G163500.1.p, Bevul.7G163200.1.p	AT1G53920.1
OG0000208	Bevul.7G163900.1.p, Bevul.7G164000.1.p, Bevul.7G164100.1.p	AT3G14225.2, AT3G14225.1, AT1G53940.1, AT1G53940.2, AT5G40990.1, AT1G53990.1
OG0000211	Bevul.6G233100.1.p	AT1G26770.2, AT1G26770.1, AT1G69530.2, AT1G69530.1, AT2G03090.1
OG0000212	Bevul.1G164600.1.p	AT4G00680.2, AT4G00680.1, AT1G01750.2, AT1G01750.1
OG0000213	Bevul.8G051200.1.p	AT4G04460.1, AT4G04460.2, AT1G62290.1, AT1G62290.6, AT1G62290.4, AT1G62290.3, AT1G62290.5, AT1G62290.2, AT1G11910.2, AT1G11910.1
OG0000215	Bevul.8G028300.1.p	AT1G55060.1
OG0000215	Bevul.7G059500.1.p, Bevul.7G059500.3.p, Bevul.7G059500.2.p, Bevul.7G059500.4.p	AT4G05320.5, AT4G02890.4, AT4G05320.8, AT4G02890.3
OG0000215	Bevul.4G043100.1.p	AT4G05320.1
OG0000215	Bevul.1G188900.1.p	AT4G05320.2, AT4G05320.4
OG0000216	Bevul.4G014500.1.p	AT4G26700.5, AT4G26700.6, AT4G26700.3, AT4G26700.2, AT4G26700.1, AT4G26700.4, AT4G26700.7, AT5G55400.2, AT5G55400.1, AT5G55400.3
OG0000216	Bevul.5G223900.1.p	AT5G48460.1
OG0000216	Bevul.3G072500.1.p	AT5G35700.1, AT2G04750.1
OG0000217	Bevul.7G119200.1.p, Bevul.7G119400.1.p, Bevul.2G033100.1.p	AT1G56130.1, AT1G56130.3, AT1G56130.2, AT1G56140.1, AT1G56120.3, AT1G56120.2, AT1G56120.1, AT1G56145.1, AT1G56145.2, AT1G56145.3
OG0000218	Bevul.8G158900.1.p	AT1G68020.3, AT1G68020.2, AT1G68020.1
OG0000218	Bevul.5G093100.1.p	AT4G17770.1, AT4G17770.2
OG0000220	Bevul.1G011000.1.p	AT5G25030.1, AT5G56060.1, AT2G11045.1, AT5G56075.1, AT4G26485.1
OG0000220	Bevul.4G054200.1.p	AT1G55800.1
OG0000220	Bevul.8G001000.1.p	AT1G55790.1, AT1G55803.1
OG0000221	Bevul.2G076500.1.p, Bevul.2G076400.2.p, Bevul.2G076400.1.p, Bevul.2G076400.3.p, Bevul.2G076100.1.p, Bevul.2G076200.1.p, Bevul.2G076300.1.p	AT5G37740.2, AT5G37740.1
OG0000221	Bevul.5G137400.1.p	AT3G17980.1, AT1G48590.1, AT1G48590.4, AT1G48590.2, AT1G48590.3, AT1G73580.1
OG0000222	Bevul.3G016300.1.p	AT5G16910.1, AT3G03050.1
OG0000222	Bevul.3G093600.1.p	AT4G38190.1
OG0000222	Bevul.7G106100.1.p	AT1G02730.1
OG0000222	Bevul.3G235800.1.p	AT2G33100.2, AT2G33100.1
OG0000224	Bevul.4G060000.1.p	AT4G27470.1
OG0000224	Bevul.9G074900.1.p	AT4G03510.3, AT4G03510.1, AT4G03510.2, AT4G03510.4, AT4G28270.1
OG0000227	Bevul.7G205400.1.p	AT2G28930.3, AT2G28930.2, AT2G28930.1, AT1G07570.2, AT1G07570.5, AT1G07570.1, AT1G07570.3
OG0000227	Bevul.2G232500.1.p	AT2G39660.1
OG0000228	Bevul.6G037900.1.p	AT3G26980.1
OG0000228	Bevul.5G158400.1.p	AT4G24990.1, AT4G24990.2
OG0000229	Bevul.9G167400.1.p	AT4G34580.2, AT4G34580.1, AT2G21540.4, AT2G21540.2, AT2G21540.6, AT2G21540.1, AT2G21540.5, AT2G21540.3, AT4G39180.3, AT4G39180.2, AT4G39180.1, AT2G18180.4, AT2G18180.3, AT2G18180.5, AT2G18180.2, AT2G18180.1, AT4G36490.1
OG0000230	Bevul.9G142900.1.p, Bevul.9G142900.3.p, Bevul.9G142900.7.p, Bevul.9G142900.6.p, Bevul.9G142900.2.p, Bevul.9G142900.8.p, Bevul.9G142900.5.p, Bevul.9G142900.4.p, Bevul.1G021600.1.p	AT4G34860.1, AT4G34860.2, AT4G34860.3
OG0000230	Bevul.1G208600.1.p	AT1G35580.2, AT1G35580.1, AT4G09510.1
OG0000231	Bevul.5G209400.1.p	AT2G18700.1
OG0000231	Bevul.6G193600.1.p	AT1G60140.5, AT1G60140.6, AT1G60140.2, AT1G60140.4, AT1G60140.1, AT1G60140.3, AT1G70290.1, AT1G23870.1
OG0000232	Bevul.4G050900.1.p, Bevul.4G050200.1.p, Bevul.4G049900.1.p, Bevul.4G050400.1.p, Bevul.4G050000.1.p, Bevul.4G050500.1.p, Bevul.4G050600.1.p, Bevul.4G050700.1.p, Bevul.4G050800.1.p	AT2G14070.1, AT4G33560.1
OG0000235	Bevul.4G242500.1.p	AT5G13020.3, AT5G13020.2, AT5G13020.1
OG0000235	Bevul.3G183600.1.p, Bevul.3G183600.2.p	AT3G12140.2, AT3G12140.1, AT3G12140.3, AT5G06780.1, AT5G06780.2
OG0000236	Bevul.2G242600.1.p	AT3G08510.1, AT3G08510.2, AT3G08510.3, AT3G08510.4, AT3G55940.1
OG0000236	Bevul.7G189400.1.p, Bevul.7G189300.1.p	AT4G38530.1, AT5G58670.1
OG0000236	Bevul.2G242400.1.p	AT2G40116.1
OG0000236	Bevul.7G189500.1.p, Bevul.7G189600.1.p	AT5G58700.2, AT5G58700.3, AT5G58700.1
OG0000237	Bevul.5G123200.1.p	ATMG00300.1
OG0000238	Bevul.6G088400.1.p, Bevul.6G088500.1.p, Bevul.6G088700.1.p	AT4G03495.1
OG0000240	Bevul.7G035900.1.p	AT5G03760.1
OG0000240	Bevul.9G104300.1.p	AT5G22740.1
OG0000241	Bevul.3G200600.1.p, Bevul.3G200500.1.p	AT2G35160.3, AT2G35160.1, AT2G35160.2, AT2G35160.4, AT2G35160.5, AT2G22740.1, AT2G22740.2
OG0000241	Bevul.9G027900.1.p, Bevul.5G072900.1.p, Bevul.2G153100.1.p, Bevul.5G073000.1.p, Bevul.5G072500.1.p, Bevul.5G072600.1.p	AT5G47150.1, AT5G47160.3, AT5G47160.2, AT5G47160.1
OG0000242	Bevul.1G205000.1.p, Bevul.1G204800.1.p, Bevul.1G204900.1.p	AT1G22540.1, AT1G72130.1, AT1G72130.2, AT1G72130.3, AT1G72140.1, AT1G22570.1, AT1G22570.2, AT1G22550.1, AT1G72125.1, AT1G72120.1
OG0000243	Bevul.5G010600.1.p	AT4G12334.1
OG0000244	Bevul.7G117300.1.p	AT1G23200.1
OG0000244	Bevul.3G089100.1.p	AT5G51500.1, AT5G51490.1, AT3G47400.1
OG0000244	Bevul.1G134200.1.p	AT2G45220.1
OG0000245	Bevul.2G112000.1.p	AT5G02810.1, AT5G02810.2
OG0000245	Bevul.7G065600.1.p	AT5G60100.3, AT5G60100.5, AT5G60100.2, AT5G60100.1, AT5G60100.6, AT5G60100.4, AT5G60100.7
OG0000247	Bevul.9G037300.1.p, Bevul.7G054000.1.p, Bevul.8G126600.1.p, Bevul.3G193100.1.p, Bevul.7G095600.1.p, Bevul.8G064600.1.p	AT2G47730.2, AT2G47730.1, AT1G02920.1, AT1G02930.2, AT1G02930.1, AT2G02930.1, AT4G02520.1
OG0000248	Bevul.3G115500.1.p	AT2G43840.1, AT2G43840.2, AT2G43820.1
OG0000248	Bevul.6G185800.1.p, Bevul.2G214800.1.p	AT1G24100.1
OG0000248	Bevul.3G116100.1.p, Bevul.3G115700.1.p, Bevul.3G115800.1.p	AT2G31790.1, AT1G05675.1, AT1G05680.1
OG0000249	Bevul.4G249800.1.p	AT5G19770.1, AT5G19780.1
OG0000249	Bevul.3G175400.1.p	AT1G64740.1
OG0000249	Bevul.5G193200.1.p	AT1G04820.1, AT1G50010.1, AT4G14960.2
OG0000250	Bevul.4G171700.1.p	AT3G05840.2, AT3G05840.1, AT5G26751.1
OG0000250	Bevul.1G168100.1.p	AT4G00720.1
OG0000251	Bevul.4G067500.1.p	AT5G53940.1
OG0000251	Bevul.2G240900.1.p, Bevul.2G240900.2.p	AT2G40110.1, AT2G40110.2, AT2G40110.4, AT2G40110.3, AT3G11230.2, AT3G11230.4, AT3G11230.3, AT3G11230.1
OG0000254	Bevul.9G108100.2.p, Bevul.9G108100.1.p	AT1G51690.2, AT1G51690.1, AT1G51690.4, AT1G51690.5, AT1G51690.3
OG0000254	Bevul.2G148400.1.p, Bevul.2G148400.2.p	AT1G17720.1, AT1G17720.2
OG0000255	Bevul.6G215500.1.p	AT1G53680.1
OG0000255	Bevul.4G091300.1.p	AT1G78370.1, AT1G78380.1, AT1G78340.1, AT1G17190.1, AT1G17170.1, AT1G17180.1, AT1G78360.1
OG0000256	Bevul.3G070300.1.p	AT5G23850.1, AT3G48980.1, AT3G48980.2
OG0000257	Bevul.6G190700.1.p	AT1G70410.3, AT1G70410.1, AT1G70410.2, AT1G23730.2, AT1G23730.1
OG0000257	Bevul.8G177000.1.p	AT3G01500.1, AT3G01500.2, AT3G01500.3, AT3G01500.4, AT5G14740.9, AT5G14740.5, AT5G14740.3, AT5G14740.4, AT5G14740.1, AT5G14740.6, AT5G14740.7, AT5G14740.2, AT5G14740.8
OG0000262	Bevul.4G204200.1.p	AT3G05490.1
OG0000262	Bevul.3G231200.1.p	AT4G14010.1
OG0000263	Bevul.4G002900.1.p, Bevul.4G139300.1.p, Bevul.4G139400.1.p, Bevul.4G138000.1.p, Bevul.4G139500.1.p, Bevul.4G137700.1.p, Bevul.4G139600.1.p	AT3G07040.1
OG0000264	Bevul.8G075700.1.p	AT4G18960.1
OG0000265	Bevul.4G068500.1.p	AT5G53970.1
OG0000265	Bevul.9G079000.1.p, Bevul.5G096700.1.p, Bevul.9G078900.1.p	AT5G36160.1, AT4G28420.2, AT4G28420.1, AT2G20610.1, AT2G20610.2, AT4G28410.2, AT4G28410.1, AT2G24850.1
OG0000266	Bevul.8G059100.1.p	AT4G21750.1, AT4G21750.2, AT4G21750.4, AT4G21750.3, AT4G04890.2, AT4G04890.1
OG0000269	Bevul.2G153900.6.p, Bevul.2G153900.1.p, Bevul.2G153900.2.p, Bevul.2G153900.3.p, Bevul.2G153900.4.p, Bevul.2G153900.5.p	AT4G32850.12, AT4G32850.11, AT4G32850.15, AT4G32850.4, AT4G32850.14, AT4G32850.16, AT4G32850.2, AT4G32850.6, AT4G32850.3, AT4G32850.8, AT4G32850.10, AT4G32850.1, AT4G32850.5, AT4G32850.9, AT4G32850.7, AT4G32850.17, AT4G32850.13, AT2G25850.9, AT2G25850.1, AT2G25850.2, AT2G25850.4, AT2G25850.3, AT2G25850.8, AT2G25850.6, AT2G25850.7, AT2G25850.5
OG0000270	Bevul.7G175400.1.p, Bevul.7G175500.1.p	AT3G13790.4, AT3G13790.5, AT3G13790.3, AT3G13790.2, AT3G13790.1, AT1G55120.3, AT1G55120.2, AT1G55120.4, AT1G55120.1
OG0000271	Bevul.5G207400.1.p, Bevul.2G155000.1.p, Bevul.2G154900.1.p	AT3G48060.2, AT3G48060.1, AT3G48060.3, AT3G48050.2, AT3G48050.1
OG0000273	Bevul.5G112500.1.p	AT5G53670.1
OG0000276	Bevul.1G173900.1.p, Bevul.1G174100.1.p, Bevul.1G174000.1.p	AT1G19900.1, AT1G75620.1
OG0000276	Bevul.4G141800.1.p	AT3G57620.1
OG0000276	Bevul.8G198000.1.p	AT1G67290.1, AT5G19580.1
OG0000277	Bevul.7G228400.1.p	AT1G08290.1
OG0000277	Bevul.1G102600.1.p	AT1G34790.1
OG0000277	Bevul.6G122700.1.p	AT1G13290.1
OG0000277	Bevul.3G190100.1.p	AT3G57670.1
OG0000278	Bevul.1G065400.1.p	AT4G10010.1, AT4G10010.2, AT1G33770.1, AT1G71530.3, AT1G71530.4, AT1G71530.2, AT1G71530.1
OG0000278	Bevul.4G062500.1.p	AT1G53050.1, AT1G53050.2
OG0000279	Bevul.3G028400.1.p	AT1G32790.1, AT1G32790.2, AT4G10610.1, AT4G10610.2, AT3G49390.2, AT3G49390.3, AT3G49390.1
OG0000279	Bevul.4G089900.1.p	AT1G53650.1, AT1G53650.2, AT3G14450.1
OG0000280	Bevul.6G200700.1.p	AT2G33490.3, AT2G33490.1, AT2G33490.2, AT2G33490.4
OG0000280	Bevul.6G037100.1.p	AT3G26910.1, AT3G26910.3, AT3G26910.2, AT5G41100.2, AT5G41100.1
OG0000285	Bevul.6G063900.1.p	AT1G20925.1, AT1G76520.2, AT1G76520.1, AT1G76530.2, AT1G76530.3, AT1G76530.1
OG0000286	Bevul.1G128500.1.p, Bevul.5G042200.1.p	AT4G12050.1, AT4G22810.1, AT3G60870.1, AT2G45430.1
