Orthogroup	B_vulgaris.proteins	L_sativa.proteins
OG0000077	Bevul.4G245600.1.p	Lsat_1_v5_gn_1_67980.1, Lsat_1_v5_gn_1_67800.1, Lsat_1_v5_gn_1_67980.2, Lsat_1_v5_gn_1_67980.3, Lsat_1_v5_gn_1_60200.1, Lsat_1_v5_gn_1_60340.3, Lsat_1_v5_gn_1_67920.1, Lsat_1_v5_gn_1_67920.3
OG0000077	Bevul.3G177700.1.p, Bevul.3G177600.1.p	Lsat_1_v5_gn_1_60240.1, Lsat_1_v5_gn_1_60140.1, Lsat_1_v5_gn_1_60140.2, Lsat_1_v5_gn_1_60240.2, Lsat_1_v5_gn_6_36221.1, Lsat_1_v5_gn_6_36240.1, Lsat_1_v5_gn_1_60340.1
OG0000078	Bevul.7G129900.1.p, Bevul.4G007900.1.p, Bevul.2G061000.1.p, Bevul.2G060900.1.p, Bevul.4G008000.1.p	Lsat_1_v5_gn_6_63141.1, Lsat_1_v5_gn_6_61461.1, Lsat_1_v5_gn_0_4660.1
OG0000079	Bevul.8G067100.1.p	Lsat_1_v5_gn_4_58020.1, Lsat_1_v5_gn_4_58020.2
OG0000079	Bevul.4G110500.1.p	Lsat_1_v5_gn_4_145381.3, Lsat_1_v5_gn_4_145200.1
OG0000080	Bevul.5G085800.1.p	Lsat_1_v5_gn_1_77301.1, Lsat_1_v5_gn_3_3540.3, Lsat_1_v5_gn_3_3540.1, Lsat_1_v5_gn_3_3540.2, Lsat_1_v5_gn_9_97620.2, Lsat_1_v5_gn_9_97620.1, Lsat_1_v5_gn_5_163421.1, Lsat_1_v5_gn_8_34680.1, Lsat_1_v5_gn_3_8220.1, Lsat_1_v5_gn_5_106280.1, Lsat_1_v5_gn_5_106280.3, Lsat_1_v5_gn_1_62220.3, Lsat_1_v5_gn_7_110161.1, Lsat_1_v5_gn_3_8120.1, Lsat_1_v5_gn_4_66161.1, Lsat_1_v5_gn_4_66161.3, Lsat_1_v5_gn_1_18341.1, Lsat_1_v5_gn_0_7661.1, Lsat_1_v5_gn_1_77321.1, Lsat_1_v5_gn_9_110860.1, Lsat_1_v5_gn_4_39501.1, Lsat_1_v5_gn_1_17840.2, Lsat_1_v5_gn_4_180461.1, Lsat_1_v5_gn_3_3520.1, Lsat_1_v5_gn_5_69840.1, Lsat_1_v5_gn_1_17840.1, Lsat_1_v5_gn_4_129521.1, Lsat_1_v5_gn_1_62220.1, Lsat_1_v5_gn_1_21581.1, Lsat_1_v5_gn_1_9880.1, Lsat_1_v5_gn_1_59601.1, Lsat_1_v5_gn_2_135660.1, Lsat_1_v5_gn_8_34680.3, Lsat_1_v5_gn_1_17860.1, Lsat_1_v5_gn_0_7641.1, Lsat_1_v5_gn_0_21600.1, Lsat_1_v5_gn_5_68040.1, Lsat_1_v5_gn_3_13460.1, Lsat_1_v5_gn_4_113081.1, Lsat_1_v5_gn_5_69900.1, Lsat_1_v5_gn_5_69900.2, Lsat_1_v5_gn_8_44320.2, Lsat_1_v5_gn_5_166541.1, Lsat_1_v5_gn_4_129501.2, Lsat_1_v5_gn_8_34680.2, Lsat_1_v5_gn_2_135660.2, Lsat_1_v5_gn_5_55300.1, Lsat_1_v5_gn_3_13460.3, Lsat_1_v5_gn_3_13460.2, Lsat_1_v5_gn_7_57660.3, Lsat_1_v5_gn_4_129501.1, Lsat_1_v5_gn_7_57660.1, Lsat_1_v5_gn_6_86360.1, Lsat_1_v5_gn_6_86360.2, Lsat_1_v5_gn_8_44320.1, Lsat_1_v5_gn_5_69860.1, Lsat_1_v5_gn_1_18321.3, Lsat_1_v5_gn_6_54740.2, Lsat_1_v5_gn_0_21600.5, Lsat_1_v5_gn_5_69860.3, Lsat_1_v5_gn_5_68040.3, Lsat_1_v5_gn_4_66161.2, Lsat_1_v5_gn_5_166541.3, Lsat_1_v5_gn_1_18321.1, Lsat_1_v5_gn_5_181440.2, Lsat_1_v5_gn_5_181440.1, Lsat_1_v5_gn_6_54740.1, Lsat_1_v5_gn_5_106280.2, Lsat_1_v5_gn_7_110161.2, Lsat_1_v5_gn_3_8220.2, Lsat_1_v5_gn_1_59601.2, Lsat_1_v5_gn_1_62220.2, Lsat_1_v5_gn_2_20760.1, Lsat_1_v5_gn_2_20760.2, Lsat_1_v5_gn_7_38140.1, Lsat_1_v5_gn_1_9880.3, Lsat_1_v5_gn_2_21120.1, Lsat_1_v5_gn_1_46620.1, Lsat_1_v5_gn_2_61740.1, Lsat_1_v5_gn_6_79181.2, Lsat_1_v5_gn_6_79181.1, Lsat_1_v5_gn_4_101220.1, Lsat_1_v5_gn_5_19940.2, Lsat_1_v5_gn_5_19940.1, Lsat_1_v5_gn_8_139400.1, Lsat_1_v5_gn_4_43960.1, Lsat_1_v5_gn_5_154181.1, Lsat_1_v5_gn_7_56220.1, Lsat_1_v5_gn_1_73180.1, Lsat_1_v5_gn_2_21300.1, Lsat_1_v5_gn_2_21300.2, Lsat_1_v5_gn_8_135141.1, Lsat_1_v5_gn_7_112501.1, Lsat_1_v5_gn_5_174920.1, Lsat_1_v5_gn_3_33141.1, Lsat_1_v5_gn_9_66881.1, Lsat_1_v5_gn_5_34300.1, Lsat_1_v5_gn_5_34300.2, Lsat_1_v5_gn_4_61420.1, Lsat_1_v5_gn_4_61420.2, Lsat_1_v5_gn_8_158100.2, Lsat_1_v5_gn_8_158100.1, Lsat_1_v5_gn_8_88860.1, Lsat_1_v5_gn_3_28201.1, Lsat_1_v5_gn_4_82060.1, Lsat_1_v5_gn_4_37240.1, Lsat_1_v5_gn_4_65560.1, Lsat_1_v5_gn_7_32781.1, Lsat_1_v5_gn_1_117620.1, Lsat_1_v5_gn_1_117620.2, Lsat_1_v5_gn_6_91100.1, Lsat_1_v5_gn_6_91100.2, Lsat_1_v5_gn_5_47180.5, Lsat_1_v5_gn_8_44740.1, Lsat_1_v5_gn_4_60840.2, Lsat_1_v5_gn_4_60840.1, Lsat_1_v5_gn_6_93140.1, Lsat_1_v5_gn_5_47200.1, Lsat_1_v5_gn_4_52700.1, Lsat_1_v5_gn_9_18280.1, Lsat_1_v5_gn_5_42101.1, Lsat_1_v5_gn_4_159080.1, Lsat_1_v5_gn_4_159080.2, Lsat_1_v5_gn_5_113260.1, Lsat_1_v5_gn_6_47161.1, Lsat_1_v5_gn_4_113101.1, Lsat_1_v5_gn_2_21180.1, Lsat_1_v5_gn_4_115680.1, Lsat_1_v5_gn_4_182201.1, Lsat_1_v5_gn_2_61760.1
OG0000084	Bevul.6G022100.1.p, Bevul.8G147200.1.p, Bevul.8G147600.1.p, Bevul.8G147500.1.p, Bevul.8G147400.1.p, Bevul.8G147300.1.p, Bevul.8G191300.1.p	Lsat_1_v5_gn_7_113201.3, Lsat_1_v5_gn_7_113201.1, Lsat_1_v5_gn_5_1540.3, Lsat_1_v5_gn_5_1540.6, Lsat_1_v5_gn_5_1540.7
OG0000085	Bevul.8G140500.1.p	Lsat_1_v5_gn_5_140541.1, Lsat_1_v5_gn_8_85560.1
OG0000085	Bevul.7G169300.1.p, Bevul.7G169200.1.p	Lsat_1_v5_gn_4_93421.2, Lsat_1_v5_gn_4_93421.1, Lsat_1_v5_gn_4_94081.1
OG0000085	Bevul.2G000300.1.p	Lsat_1_v5_gn_5_153541.1, Lsat_1_v5_gn_5_153541.3
OG0000085	Bevul.2G120700.1.p	Lsat_1_v5_gn_5_80941.2, Lsat_1_v5_gn_5_80941.1, Lsat_1_v5_gn_5_80941.3, Lsat_1_v5_gn_7_57420.2, Lsat_1_v5_gn_7_57420.5, Lsat_1_v5_gn_7_57420.1, Lsat_1_v5_gn_5_80560.1
OG0000085	Bevul.4G250700.1.p	Lsat_1_v5_gn_2_50401.1
OG0000085	Bevul.5G108500.1.p	Lsat_1_v5_gn_3_20560.1, Lsat_1_v5_gn_6_75341.1
OG0000087	Bevul.3G206400.1.p	Lsat_1_v5_gn_5_159621.1
OG0000087	Bevul.2G043100.1.p, Bevul.2G042900.1.p, Bevul.2G042800.1.p	Lsat_1_v5_gn_1_115501.1
OG0000087	Bevul.2G027900.1.p	Lsat_1_v5_gn_2_126340.1, Lsat_1_v5_gn_9_13781.2, Lsat_1_v5_gn_9_13781.1, Lsat_1_v5_gn_9_13781.3
OG0000087	Bevul.5G203900.1.p	Lsat_1_v5_gn_4_74061.1, Lsat_1_v5_gn_5_18120.3, Lsat_1_v5_gn_5_18120.1
OG0000088	Bevul.4G082000.1.p, Bevul.4G081800.1.p, Bevul.4G081700.1.p, Bevul.4G081900.1.p	Lsat_1_v5_gn_7_102080.1, Lsat_1_v5_gn_7_102080.3, Lsat_1_v5_gn_7_102060.2, Lsat_1_v5_gn_7_102060.1, Lsat_1_v5_gn_5_125941.3, Lsat_1_v5_gn_5_125941.1
OG0000088	Bevul.9G197700.2.p, Bevul.9G197700.3.p, Bevul.9G197700.1.p, Bevul.9G197700.4.p, Bevul.9G197700.5.p, Bevul.9G197700.6.p, Bevul.9G197700.7.p, Bevul.8G074400.1.p	Lsat_1_v5_gn_4_37761.1, Lsat_1_v5_gn_4_37780.1
OG0000089	Bevul.9G199700.1.p	Lsat_1_v5_gn_5_133321.1, Lsat_1_v5_gn_5_133301.1, Lsat_1_v5_gn_5_133301.2, Lsat_1_v5_gn_1_33901.1, Lsat_1_v5_gn_1_33901.2, Lsat_1_v5_gn_1_34040.1, Lsat_1_v5_gn_1_33941.1, Lsat_1_v5_gn_4_104160.1, Lsat_1_v5_gn_5_133361.1, Lsat_1_v5_gn_5_133361.3, Lsat_1_v5_gn_5_132941.1
OG0000089	Bevul.2G018800.1.p, Bevul.8G186400.1.p	Lsat_1_v5_gn_5_32461.1, Lsat_1_v5_gn_5_32481.2, Lsat_1_v5_gn_5_32481.1, Lsat_1_v5_gn_5_32481.3, Lsat_1_v5_gn_5_32461.2, Lsat_1_v5_gn_5_32461.3, Lsat_1_v5_gn_6_22800.1
OG0000090	Bevul.6G147700.1.p	Lsat_1_v5_gn_2_91101.2, Lsat_1_v5_gn_2_91101.1, Lsat_1_v5_gn_0_22040.1, Lsat_1_v5_gn_0_22040.3
OG0000091	Bevul.3G230400.1.p, Bevul.3G229900.1.p, Bevul.3G229800.1.p	Lsat_1_v5_gn_2_45920.2, Lsat_1_v5_gn_2_45920.1
OG0000091	Bevul.8G117100.1.p	Lsat_1_v5_gn_7_56941.1
OG0000095	Bevul.6G047300.1.p	Lsat_1_v5_gn_8_33061.2, Lsat_1_v5_gn_8_33061.1
OG0000095	Bevul.4G035700.1.p	Lsat_1_v5_gn_4_9780.1
OG0000096	Bevul.6G093700.1.p, Bevul.6G094300.1.p, Bevul.6G093800.1.p, Bevul.6G093900.1.p, Bevul.6G094200.1.p, Bevul.6G094400.1.p, Bevul.6G094500.1.p, Bevul.6G120200.1.p	Lsat_1_v5_gn_2_83360.1, Lsat_1_v5_gn_5_65600.1, Lsat_1_v5_gn_5_64321.1, Lsat_1_v5_gn_3_119721.1, Lsat_1_v5_gn_3_119740.1, Lsat_1_v5_gn_3_119441.1, Lsat_1_v5_gn_3_119441.3, Lsat_1_v5_gn_3_119700.5, Lsat_1_v5_gn_3_119700.1, Lsat_1_v5_gn_3_119900.1, Lsat_1_v5_gn_3_119861.1, Lsat_1_v5_gn_3_118940.1, Lsat_1_v5_gn_3_118880.1, Lsat_1_v5_gn_3_119381.2, Lsat_1_v5_gn_3_119381.1
OG0000097	Bevul.5G215500.1.p	Lsat_1_v5_gn_4_75740.1
OG0000097	Bevul.8G067300.1.p	Lsat_1_v5_gn_8_30160.1
OG0000097	Bevul.4G007500.1.p, Bevul.4G009100.1.p, Bevul.4G009300.1.p, Bevul.4G009200.1.p, Bevul.4G006500.1.p, Bevul.4G008300.1.p, Bevul.4G008400.1.p, Bevul.4G008500.1.p, Bevul.7G126500.1.p	Lsat_1_v5_gn_9_10221.1
OG0000098	Bevul.1G023300.1.p	Lsat_1_v5_gn_9_46981.1, Lsat_1_v5_gn_9_46981.2, Lsat_1_v5_gn_8_30681.1, Lsat_1_v5_gn_2_9641.3, Lsat_1_v5_gn_2_9641.1
OG0000098	Bevul.5G002300.1.p	Lsat_1_v5_gn_3_7300.2, Lsat_1_v5_gn_3_7300.1, Lsat_1_v5_gn_6_6441.1
OG0000098	Bevul.5G030900.1.p	Lsat_1_v5_gn_9_25361.3, Lsat_1_v5_gn_9_25361.1, Lsat_1_v5_gn_5_171060.1, Lsat_1_v5_gn_5_171060.3, Lsat_1_v5_gn_8_72280.1, Lsat_1_v5_gn_8_72280.3, Lsat_1_v5_gn_6_5880.1, Lsat_1_v5_gn_9_33260.1, Lsat_1_v5_gn_5_111360.1
OG0000099	Bevul.6G102400.1.p	Lsat_1_v5_gn_4_137760.1, Lsat_1_v5_gn_4_137860.1
OG0000099	Bevul.6G102500.1.p	Lsat_1_v5_gn_8_26161.1
OG0000102	Bevul.1G039700.1.p, Bevul.8G011800.1.p, Bevul.8G011900.1.p, Bevul.8G012000.1.p, Bevul.8G011700.1.p	Lsat_1_v5_gn_7_22980.1, Lsat_1_v5_gn_8_116441.1, Lsat_1_v5_gn_8_116481.1, Lsat_1_v5_gn_8_116461.1, Lsat_1_v5_gn_8_116441.2, Lsat_1_v5_gn_8_116461.2, Lsat_1_v5_gn_4_158581.1, Lsat_1_v5_gn_8_63680.1, Lsat_1_v5_gn_3_42561.1
OG0000103	Bevul.4G093400.1.p	Lsat_1_v5_gn_7_116101.1, Lsat_1_v5_gn_7_116101.2
OG0000103	Bevul.7G057800.1.p	Lsat_1_v5_gn_2_108880.2, Lsat_1_v5_gn_2_108880.1
OG0000103	Bevul.8G030200.1.p	Lsat_1_v5_gn_7_19020.3, Lsat_1_v5_gn_7_19020.1
OG0000104	Bevul.7G018600.1.p	Lsat_1_v5_gn_6_35741.3, Lsat_1_v5_gn_6_35741.2, Lsat_1_v5_gn_6_35741.1
OG0000104	Bevul.9G234500.4.p, Bevul.9G234500.1.p, Bevul.9G234500.6.p, Bevul.9G234500.2.p, Bevul.9G234500.7.p, Bevul.9G234500.3.p, Bevul.9G234500.5.p, Bevul.9G234700.1.p, Bevul.9G234800.1.p	Lsat_1_v5_gn_4_50200.1, Lsat_1_v5_gn_4_50280.1, Lsat_1_v5_gn_4_50280.2, Lsat_1_v5_gn_4_50280.3, Lsat_1_v5_gn_4_50160.1, Lsat_1_v5_gn_4_50160.2, Lsat_1_v5_gn_1_57981.3, Lsat_1_v5_gn_1_57981.1, Lsat_1_v5_gn_1_57981.2, Lsat_1_v5_gn_1_57941.1, Lsat_1_v5_gn_1_57941.2, Lsat_1_v5_gn_1_57941.3, Lsat_1_v5_gn_1_57701.2, Lsat_1_v5_gn_1_57701.1, Lsat_1_v5_gn_1_57741.3, Lsat_1_v5_gn_1_57741.2, Lsat_1_v5_gn_1_57741.1, Lsat_1_v5_gn_1_57801.2, Lsat_1_v5_gn_1_57801.1, Lsat_1_v5_gn_1_57801.3, Lsat_1_v5_gn_1_57901.1, Lsat_1_v5_gn_1_57901.2
OG0000105	Bevul.6G149400.1.p	Lsat_1_v5_gn_0_11801.1, Lsat_1_v5_gn_2_91441.1
OG0000105	Bevul.8G035800.1.p	Lsat_1_v5_gn_4_64081.1
OG0000105	Bevul.4G003500.1.p	Lsat_1_v5_gn_5_1921.1, Lsat_1_v5_gn_7_114220.1
OG0000105	Bevul.7G031800.2.p, Bevul.7G031800.1.p	Lsat_1_v5_gn_1_48520.5, Lsat_1_v5_gn_1_48520.1
OG0000106	Bevul.9G126800.1.p, Bevul.9G127200.1.p, Bevul.9G127500.1.p, Bevul.9G126400.1.p, Bevul.9G126500.1.p, Bevul.9G127300.1.p, Bevul.9G127000.1.p, Bevul.9G127600.1.p, Bevul.9G127100.1.p, Bevul.9G127400.1.p, Bevul.9G126600.1.p, Bevul.9G126300.1.p, Bevul.9G126900.1.p, Bevul.9G126700.1.p, Bevul.9G127700.1.p, Bevul.9G127800.1.p, Bevul.9G126200.1.p	Lsat_1_v5_gn_8_122340.1
OG0000107	Bevul.6G135200.1.p	Lsat_1_v5_gn_3_62240.3, Lsat_1_v5_gn_3_62240.1
OG0000107	Bevul.6G135100.1.p	Lsat_1_v5_gn_4_155521.1, Lsat_1_v5_gn_4_155521.2, Lsat_1_v5_gn_2_80941.2, Lsat_1_v5_gn_2_80941.1, Lsat_1_v5_gn_4_14740.3, Lsat_1_v5_gn_8_42381.1, Lsat_1_v5_gn_8_42381.2
OG0000108	Bevul.8G206000.1.p, Bevul.4G117300.1.p, Bevul.9G172600.1.p	Lsat_1_v5_gn_9_6621.1
OG0000109	Bevul.9G160500.4.p, Bevul.9G160500.1.p, Bevul.9G160500.3.p, Bevul.9G160500.2.p	Lsat_1_v5_gn_8_127960.2, Lsat_1_v5_gn_8_127960.1
OG0000109	Bevul.6G028900.1.p	Lsat_1_v5_gn_2_78600.1
OG0000110	Bevul.3G149500.1.p	Lsat_1_v5_gn_6_100980.1, Lsat_1_v5_gn_6_100980.3, Lsat_1_v5_gn_6_100980.4, Lsat_1_v5_gn_6_100940.2, Lsat_1_v5_gn_6_100940.3, Lsat_1_v5_gn_6_100940.1
OG0000110	Bevul.1G060000.1.p	Lsat_1_v5_gn_1_5581.3, Lsat_1_v5_gn_9_42801.3, Lsat_1_v5_gn_9_42801.1, Lsat_1_v5_gn_1_5581.1, Lsat_1_v5_gn_1_5621.2, Lsat_1_v5_gn_1_5621.1
OG0000112	Bevul.2G077600.1.p	Lsat_1_v5_gn_9_18701.1, Lsat_1_v5_gn_3_105620.1
OG0000113	Bevul.2G177100.1.p	Lsat_1_v5_gn_6_21140.1
OG0000113	Bevul.1G135600.1.p	Lsat_1_v5_gn_4_44640.1
OG0000113	Bevul.5G004000.1.p	Lsat_1_v5_gn_3_1560.1, Lsat_1_v5_gn_1_127541.1, Lsat_1_v5_gn_1_127541.5, Lsat_1_v5_gn_1_127541.2, Lsat_1_v5_gn_3_320.1, Lsat_1_v5_gn_3_221.1, Lsat_1_v5_gn_7_47621.1
OG0000113	Bevul.5G005400.1.p	Lsat_1_v5_gn_3_1500.2, Lsat_1_v5_gn_3_1500.1, Lsat_1_v5_gn_1_47561.1, Lsat_1_v5_gn_1_47941.1
OG0000114	Bevul.8G061700.1.p, Bevul.3G151300.1.p, Bevul.8G062000.1.p, Bevul.8G062400.1.p, Bevul.8G062300.1.p, Bevul.8G062100.1.p, Bevul.7G070200.3.p, Bevul.7G070200.1.p, Bevul.7G070200.2.p, Bevul.7G070100.2.p, Bevul.7G070100.1.p, Bevul.9G088300.1.p	Lsat_1_v5_gn_7_20181.2, Lsat_1_v5_gn_7_20181.1, Lsat_1_v5_gn_7_20220.1, Lsat_1_v5_gn_7_20200.1
OG0000114	Bevul.8G062500.1.p	Lsat_1_v5_gn_1_122540.3, Lsat_1_v5_gn_1_122540.1
OG0000115	Bevul.5G258000.1.p	Lsat_1_v5_gn_9_55720.3, Lsat_1_v5_gn_9_55720.1, Lsat_1_v5_gn_5_111240.3, Lsat_1_v5_gn_5_111240.1, Lsat_1_v5_gn_5_111280.2, Lsat_1_v5_gn_5_111280.1, Lsat_1_v5_gn_9_55780.1, Lsat_1_v5_gn_9_55760.1, Lsat_1_v5_gn_9_55820.1, Lsat_1_v5_gn_6_27021.1, Lsat_1_v5_gn_6_27021.2, Lsat_1_v5_gn_9_55800.1
OG0000115	Bevul.3G216400.1.p	Lsat_1_v5_gn_5_161580.3, Lsat_1_v5_gn_5_161580.1, Lsat_1_v5_gn_5_161560.2, Lsat_1_v5_gn_5_161560.1
OG0000115	Bevul.4G166300.1.p, Bevul.4G166200.1.p	Lsat_1_v5_gn_4_21321.1, Lsat_1_v5_gn_4_20821.1, Lsat_1_v5_gn_4_20821.3
OG0000116	Bevul.7G210000.1.p	Lsat_1_v5_gn_5_89181.1, Lsat_1_v5_gn_7_36021.1, Lsat_1_v5_gn_5_89261.1
OG0000116	Bevul.5G013500.1.p	Lsat_1_v5_gn_1_129421.1, Lsat_1_v5_gn_7_54561.1, Lsat_1_v5_gn_5_168841.1
OG0000116	Bevul.3G175000.1.p	Lsat_1_v5_gn_1_74341.1
OG0000117	Bevul.5G006500.1.p, Bevul.5G006800.1.p, Bevul.4G042900.1.p, Bevul.4G042700.1.p, Bevul.4G042800.1.p, Bevul.4G043000.1.p, Bevul.3G100300.1.p, Bevul.8G125200.1.p, Bevul.8G125100.1.p, Bevul.8G194200.1.p, Bevul.2G080700.1.p, Bevul.7G058300.1.p, Bevul.7G058400.1.p	Lsat_1_v5_gn_8_44921.1, Lsat_1_v5_gn_2_45181.2, Lsat_1_v5_gn_2_45181.1, Lsat_1_v5_gn_4_27960.1, Lsat_1_v5_gn_4_144140.1, Lsat_1_v5_gn_4_63260.1, Lsat_1_v5_gn_1_120281.1
OG0000118	Bevul.5G021700.1.p, Bevul.7G094000.1.p	Lsat_1_v5_gn_7_116161.1
OG0000118	Bevul.3G044400.1.p	Lsat_1_v5_gn_6_86061.3
OG0000118	Bevul.6G031600.1.p	Lsat_1_v5_gn_4_145581.1
OG0000118	Bevul.9G136500.1.p	Lsat_1_v5_gn_9_13560.1, Lsat_1_v5_gn_5_177320.1
OG0000119	Bevul.8G066300.1.p, Bevul.8G066400.1.p, Bevul.8G007500.1.p, Bevul.8G064300.1.p, Bevul.8G064400.1.p	Lsat_1_v5_gn_5_101640.3, Lsat_1_v5_gn_5_101640.1
OG0000120	Bevul.3G185900.1.p	Lsat_1_v5_gn_5_164121.1, Lsat_1_v5_gn_8_75640.3, Lsat_1_v5_gn_8_75640.1
OG0000120	Bevul.3G186500.1.p	Lsat_1_v5_gn_8_79201.3, Lsat_1_v5_gn_8_79201.1
OG0000120	Bevul.6G188900.1.p	Lsat_1_v5_gn_4_46240.1
OG0000120	Bevul.1G158600.1.p, Bevul.5G000300.1.p	Lsat_1_v5_gn_6_6340.1
OG0000121	Bevul.4G108700.1.p	Lsat_1_v5_gn_4_133320.1, Lsat_1_v5_gn_4_133320.3
OG0000121	Bevul.7G184000.1.p	Lsat_1_v5_gn_6_31901.1, Lsat_1_v5_gn_2_103761.2, Lsat_1_v5_gn_2_103761.1
OG0000122	Bevul.8G023100.1.p	Lsat_1_v5_gn_7_38301.3
OG0000122	Bevul.5G126200.1.p	Lsat_1_v5_gn_8_5981.1
OG0000122	Bevul.1G016700.1.p	Lsat_1_v5_gn_4_44821.1, Lsat_1_v5_gn_1_5820.4, Lsat_1_v5_gn_5_152620.1, Lsat_1_v5_gn_1_110681.1
OG0000122	Bevul.1G016800.1.p	Lsat_1_v5_gn_4_147760.1, Lsat_1_v5_gn_1_5820.1, Lsat_1_v5_gn_1_88101.1
OG0000122	Bevul.7G084400.1.p	Lsat_1_v5_gn_5_152640.1, Lsat_1_v5_gn_8_6001.1, Lsat_1_v5_gn_8_6001.2, Lsat_1_v5_gn_1_110661.3, Lsat_1_v5_gn_1_110661.1
OG0000123	Bevul.2G026700.1.p	Lsat_1_v5_gn_4_147220.1
OG0000123	Bevul.6G168100.1.p, Bevul.6G215400.1.p, Bevul.6G220300.1.p, Bevul.1G134500.1.p, Bevul.1G134800.1.p, Bevul.1G134700.1.p, Bevul.1G134600.1.p	Lsat_1_v5_gn_2_76880.1
OG0000124	Bevul.9G182900.1.p	Lsat_1_v5_gn_9_110161.2, Lsat_1_v5_gn_9_110161.1
OG0000124	Bevul.9G081400.1.p	Lsat_1_v5_gn_5_113081.2
OG0000124	Bevul.3G002000.1.p, Bevul.3G004500.1.p, Bevul.9G183000.1.p	Lsat_1_v5_gn_7_87201.1, Lsat_1_v5_gn_7_87241.1, Lsat_1_v5_gn_7_87261.1, Lsat_1_v5_gn_7_87261.2, Lsat_1_v5_gn_3_102200.1, Lsat_1_v5_gn_5_112981.1, Lsat_1_v5_gn_5_112981.3, Lsat_1_v5_gn_5_113041.2, Lsat_1_v5_gn_5_113041.1, Lsat_1_v5_gn_5_113081.5, Lsat_1_v5_gn_5_113081.1, Lsat_1_v5_gn_6_10780.1, Lsat_1_v5_gn_7_87281.1
OG0000124	Bevul.8G010600.1.p	Lsat_1_v5_gn_1_20141.1
OG0000124	Bevul.5G072700.1.p, Bevul.9G009700.1.p, Bevul.3G141000.1.p	Lsat_1_v5_gn_7_67001.1
OG0000125	Bevul.7G078600.1.p	Lsat_1_v5_gn_5_188520.1, Lsat_1_v5_gn_5_188520.4, Lsat_1_v5_gn_9_1760.2, Lsat_1_v5_gn_5_188500.1, Lsat_1_v5_gn_5_188500.3
OG0000125	Bevul.4G149800.1.p	Lsat_1_v5_gn_5_39240.4, Lsat_1_v5_gn_5_39240.1, Lsat_1_v5_gn_5_39260.1
OG0000125	Bevul.3G150600.1.p	Lsat_1_v5_gn_3_26081.1
OG0000127	Bevul.4G194200.1.p	Lsat_1_v5_gn_8_77860.1, Lsat_1_v5_gn_8_77860.2
OG0000127	Bevul.7G087800.1.p	Lsat_1_v5_gn_9_4861.1
OG0000128	Bevul.7G149700.1.p	Lsat_1_v5_gn_6_80201.3, Lsat_1_v5_gn_8_41000.1, Lsat_1_v5_gn_6_80160.6, Lsat_1_v5_gn_6_80160.1, Lsat_1_v5_gn_6_80160.2, Lsat_1_v5_gn_6_80160.4, Lsat_1_v5_gn_6_80201.2, Lsat_1_v5_gn_6_80201.1, Lsat_1_v5_gn_4_74600.1, Lsat_1_v5_gn_3_19140.1, Lsat_1_v5_gn_3_19140.3
OG0000129	Bevul.2G003900.1.p, Bevul.2G004000.1.p	Lsat_1_v5_gn_6_99280.3
OG0000129	Bevul.2G004200.1.p	Lsat_1_v5_gn_6_99401.1, Lsat_1_v5_gn_6_99280.1, Lsat_1_v5_gn_6_99280.5, Lsat_1_v5_gn_6_99320.2, Lsat_1_v5_gn_6_99320.1
OG0000131	Bevul.8G137700.1.p	Lsat_1_v5_gn_5_141001.3, Lsat_1_v5_gn_5_141001.2, Lsat_1_v5_gn_5_141001.1, Lsat_1_v5_gn_5_140821.1
OG0000131	Bevul.2G009600.1.p, Bevul.2G008900.1.p, Bevul.8G138700.1.p, Bevul.8G138600.1.p, Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p, Bevul.1G041300.1.p, Bevul.8G138100.1.p, Bevul.8G138300.1.p, Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p, Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p, Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p	Lsat_1_v5_gn_5_136060.1
OG0000134	Bevul.6G064200.1.p, Bevul.6G047900.1.p, Bevul.6G064300.1.p	Lsat_1_v5_gn_4_167960.1, Lsat_1_v5_gn_4_167960.2, Lsat_1_v5_gn_4_167900.1, Lsat_1_v5_gn_4_167920.1
OG0000135	Bevul.7G173200.1.p, Bevul.7G173300.1.p	Lsat_1_v5_gn_4_94760.1
OG0000135	Bevul.7G150000.1.p	Lsat_1_v5_gn_8_23180.1, Lsat_1_v5_gn_2_102701.1, Lsat_1_v5_gn_2_102701.2
OG0000136	Bevul.5G207500.1.p	Lsat_1_v5_gn_4_72861.1, Lsat_1_v5_gn_4_72861.2
OG0000136	Bevul.6G031700.1.p	Lsat_1_v5_gn_3_72061.1, Lsat_1_v5_gn_2_75721.3, Lsat_1_v5_gn_2_75721.1
OG0000138	Bevul.8G188600.1.p	Lsat_1_v5_gn_5_100260.1, Lsat_1_v5_gn_5_100260.3
OG0000138	Bevul.2G230200.1.p	Lsat_1_v5_gn_2_118460.1
OG0000138	Bevul.7G202500.1.p	Lsat_1_v5_gn_5_169241.1, Lsat_1_v5_gn_9_24441.1
