Orthogroup	B_vulgaris.proteins	A_hypochondriacus.proteins
OG0000118	Bevul.9G136500.1.p	AH002266-RA
OG0000119	Bevul.8G042200.1.p	AH021449-RA
OG0000119	Bevul.8G066300.1.p, Bevul.8G066400.1.p	AH017345-RA
OG0000119	Bevul.8G007500.1.p	AH002923-RA
OG0000120	Bevul.3G185900.1.p	AH020337-RA, AH006837-RA
OG0000120	Bevul.4G241800.1.p	AH010921-RA
OG0000120	Bevul.3G186500.1.p	AH020344-RA
OG0000120	Bevul.1G164500.1.p	AH009707-RA
OG0000120	Bevul.1G158600.1.p, Bevul.5G000300.1.p	AH018632-RA
OG0000121	Bevul.4G108700.1.p	AH010321-RA
OG0000121	Bevul.8G003400.1.p, Bevul.6G014900.1.p, Bevul.5G234100.1.p	AH003861-RA
OG0000121	Bevul.7G184000.1.p	AH022634-RA
OG0000121	Bevul.5G117700.1.p	AH003011-RA
OG0000122	Bevul.8G023100.1.p, Bevul.7G084500.1.p, Bevul.5G126200.1.p	AH015608-RA
OG0000122	Bevul.3G142300.1.p	AH003330-RA
OG0000123	Bevul.6G215400.1.p	AH004264-RA, AH005234-RA
OG0000124	Bevul.9G182900.1.p	AH001904-RA
OG0000124	Bevul.9G081400.1.p	AH001376-RA
OG0000124	Bevul.3G002000.1.p, Bevul.3G004500.1.p	AH019891-RA, AH004745-RA
OG0000124	Bevul.9G183000.1.p	AH000628-RA
OG0000124	Bevul.8G010600.1.p	AH015148-RA
OG0000125	Bevul.7G078600.1.p	AH012890-RA
OG0000125	Bevul.4G149800.1.p	AH010561-RA
OG0000125	Bevul.4G149500.1.p, Bevul.4G149600.1.p	AH010563-RA
OG0000127	Bevul.4G194200.1.p	AH010397-RA
OG0000127	Bevul.7G087800.1.p	AH022171-RA, AH012869-RA
OG0000127	Bevul.5G158900.1.p	AH017358-RA, AH002968-RA
OG0000128	Bevul.7G149700.1.p	AH013509-RA, AH013505-RA, AH013510-RA, AH013513-RA
OG0000129	Bevul.2G003900.1.p, Bevul.2G004000.1.p	AH019248-RA
OG0000129	Bevul.2G004200.1.p	AH019249-RA
OG0000131	Bevul.8G137700.1.p	AH014578-RA
OG0000131	Bevul.2G009600.1.p, Bevul.2G008900.1.p	AH013318-RA, AH003875-RA
OG0000131	Bevul.8G138700.1.p, Bevul.8G138600.1.p	AH016865-RA
OG0000131	Bevul.2G008700.1.p, Bevul.2G008600.1.p, Bevul.2G008300.1.p	AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA
OG0000131	Bevul.1G041300.1.p	AH016868-RA
OG0000131	Bevul.8G138100.1.p, Bevul.8G138300.1.p	AH014582-RA, AH014583-RA
OG0000131	Bevul.8G137800.1.p, Bevul.8G137900.1.p, Bevul.8G138000.1.p, Bevul.8G158500.1.p, Bevul.8G138200.1.p	AH014581-RA, AH014580-RA, AH014579-RA
OG0000131	Bevul.3G107900.1.p, Bevul.3G107800.1.p, Bevul.8G181800.1.p	AH020779-RA
OG0000131	Bevul.8G181900.1.p, Bevul.8G182000.1.p, Bevul.8G145900.1.p, Bevul.8G146000.1.p	AH020778-RA
OG0000135	Bevul.7G173200.1.p, Bevul.7G173300.1.p	AH022214-RA
OG0000135	Bevul.2G140100.1.p	AH016059-RA
OG0000135	Bevul.7G150000.1.p	AH013502-RA
OG0000135	Bevul.2G120400.1.p	AH015896-RA
OG0000136	Bevul.5G207500.1.p	AH017306-RA
OG0000136	Bevul.1G025900.1.p	AH016776-RA, AH023665-RA
OG0000136	Bevul.9G136600.1.p	AH000810-RA, AH002265-RA
OG0000137	Bevul.7G104400.1.p	AH022076-RA
OG0000137	Bevul.8G104700.1.p, Bevul.7G104700.1.p	AH022075-RA
OG0000137	Bevul.3G085500.1.p	AH014193-RA, AH012283-RA, AH019476-RA, AH019481-RA, AH014194-RA, AH019421-RA, AH011697-RA, AH012282-RA
OG0000138	Bevul.6G121200.1.p	AH005424-RA
OG0000138	Bevul.2G217300.1.p	AH022914-RA, AH016501-RA
OG0000138	Bevul.8G188600.1.p	AH014147-RA, AH014146-RA
OG0000138	Bevul.7G159500.1.p	AH022294-RA, AH013450-RA
OG0000138	Bevul.7G202500.1.p	AH013724-RA, AH022574-RA
OG0000139	Bevul.2G223600.2.p, Bevul.2G223600.1.p, Bevul.2G223700.1.p, Bevul.2G223000.1.p	AH023020-RA
OG0000139	Bevul.2G223500.1.p, Bevul.2G223100.1.p	AH016410-RA
OG0000140	Bevul.9G004400.1.p, Bevul.1G171700.1.p, Bevul.9G004300.1.p	AH001067-RA, AH001066-RA
OG0000142	Bevul.8G131900.1.p	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA
OG0000143	Bevul.9G147700.1.p	AH002172-RA
OG0000143	Bevul.1G102700.1.p	AH016191-RA, AH008728-RA
OG0000143	Bevul.1G103500.1.p, Bevul.1G103700.1.p	AH008727-RA
OG0000144	Bevul.4G125600.1.p	AH010736-RA
OG0000144	Bevul.5G076800.1.p	AH011428-RA
OG0000145	Bevul.7G185900.1.p	AH013887-RA
OG0000145	Bevul.1G166900.1.p	AH009242-RA
OG0000146	Bevul.7G207800.1.p	AH013670-RA, AH013668-RA
OG0000146	Bevul.2G223800.1.p	AH019053-RA, AH016411-RA, AH023019-RA
OG0000146	Bevul.6G087300.1.p, Bevul.2G222800.1.p, Bevul.2G234100.1.p, Bevul.2G239000.1.p	AH008823-RA
OG0000147	Bevul.7G065100.1.p	AH021952-RA
OG0000147	Bevul.6G177100.1.p	AH004457-RA
OG0000147	Bevul.9G048300.1.p	AH000183-RA
OG0000148	Bevul.7G203500.1.p, Bevul.7G203700.1.p, Bevul.7G203600.1.p	AH022555-RA, AH013718-RA
OG0000148	Bevul.7G203800.1.p	AH013719-RA
OG0000148	Bevul.7G204000.1.p	AH022552-RA
OG0000148	Bevul.2G230800.4.p, Bevul.2G230800.3.p, Bevul.2G230800.1.p, Bevul.2G230800.2.p, Bevul.2G230800.5.p	AH022967-RA
OG0000149	Bevul.2G168000.1.p	AH016220-RA
OG0000149	Bevul.1G138700.1.p	AH022324-RA
OG0000149	Bevul.2G086000.2.p, Bevul.2G086000.1.p	AH018906-RA
OG0000152	Bevul.2G056700.1.p	AH000407-RA
OG0000152	Bevul.7G211300.1.p, Bevul.7G211500.1.p, Bevul.7G211400.1.p, Bevul.7G211000.1.p	AH022506-RA
OG0000153	Bevul.7G062900.2.p, Bevul.7G062900.1.p	AH021960-RA
OG0000153	Bevul.4G008900.1.p	AH008291-RA
OG0000153	Bevul.4G177400.1.p	AH007368-RA
OG0000154	Bevul.4G170100.1.p	AH019982-RA
OG0000154	Bevul.3G128500.1.p	AH017268-RA
OG0000155	Bevul.3G125200.1.p, Bevul.3G125000.1.p, Bevul.3G125100.1.p, Bevul.3G124900.1.p, Bevul.1G147500.1.p	AH012856-RA, AH012857-RA, AH012863-RA, AH012861-RA, AH012858-RA
OG0000155	Bevul.7G090100.1.p	AH012846-RA, AH012847-RA, AH012848-RA, AH022179-RA
OG0000155	Bevul.4G034200.1.p	AH012859-RA, AH012860-RA, AH012864-RA, AH012865-RA, AH012862-RA, AH010202-RA, AH022174-RA, AH010200-RA
OG0000155	Bevul.7G089300.1.p	AH012855-RA
OG0000157	Bevul.6G139400.1.p	AH009232-RA
OG0000157	Bevul.9G189900.1.p	AH001951-RA
OG0000157	Bevul.8G171800.1.p	AH019804-RA
OG0000159	Bevul.1G200800.1.p, Bevul.1G200700.1.p, Bevul.1G200900.1.p	AH009478-RA
OG0000159	Bevul.1G200600.1.p, Bevul.1G200300.1.p, Bevul.6G220200.1.p, Bevul.1G200400.1.p, Bevul.1G200500.1.p	AH009480-RA
OG0000159	Bevul.7G078300.1.p	AH020974-RA
OG0000159	Bevul.3G025700.1.p	AH011882-RA
OG0000160	Bevul.1G045000.1.p	AH016892-RA, AH023753-RA
OG0000160	Bevul.6G075500.1.p, Bevul.6G075600.1.p	AH005973-RA
OG0000160	Bevul.9G150300.2.p, Bevul.9G150300.1.p, Bevul.9G150200.1.p, Bevul.9G150200.3.p, Bevul.9G150200.2.p	AH001592-RA
OG0000161	Bevul.4G059000.1.p, Bevul.4G058200.1.p	AH010020-RA
OG0000162	Bevul.5G145600.1.p	AH017198-RA, AH002995-RA
OG0000162	Bevul.2G210000.1.p	AH022861-RA, AH022859-RA
OG0000162	Bevul.6G132800.1.p	AH005478-RA, AH004130-RA
OG0000162	Bevul.3G181700.1.p, Bevul.9G146300.1.p, Bevul.9G146100.3.p, Bevul.9G146100.2.p, Bevul.9G146100.1.p, Bevul.6G132700.1.p	AH000903-RA
OG0000163	Bevul.8G133500.1.p	AH014552-RA
OG0000163	Bevul.7G172600.1.p	AH013346-RA
OG0000163	Bevul.5G245100.1.p	AH002639-RA, AH017756-RA
OG0000164	Bevul.8G102300.1.p	AH021228-RA, AH014343-RA
OG0000164	Bevul.9G101700.1.p	AH001454-RA, AH000392-RA
OG0000164	Bevul.8G185900.1.p	AH020804-RA, AH014173-RA
OG0000165	Bevul.4G053100.1.p	AH009997-RA
OG0000165	Bevul.4G056500.1.p, Bevul.4G056600.1.p, Bevul.4G056400.1.p, Bevul.4G056800.1.p, Bevul.5G170000.1.p	AH010091-RA
OG0000168	Bevul.3G223400.1.p	AH020525-RA, AH006562-RA, AH006510-RA
OG0000168	Bevul.4G112700.1.p	AH007811-RA
OG0000169	Bevul.9G120200.1.p, Bevul.9G120200.4.p, Bevul.9G120200.2.p, Bevul.9G120200.3.p, Bevul.4G194700.1.p	AH003317-RA
OG0000169	Bevul.5G195600.1.p, Bevul.2G195200.1.p, Bevul.3G185200.1.p	AH014133-RA, AH023348-RA
OG0000169	Bevul.4G161600.1.p, Bevul.4G200900.1.p	AH010535-RA
OG0000170	Bevul.2G225800.2.p, Bevul.2G225800.3.p, Bevul.2G225800.1.p	AH022999-RA, AH016450-RA
OG0000170	Bevul.5G024800.1.p	AH011283-RA
OG0000170	Bevul.3G010800.1.p	AH007222-RA
OG0000170	Bevul.4G131200.1.p	AH010754-RA
OG0000171	Bevul.9G215000.1.p	AH000491-RA, AH002132-RA
OG0000171	Bevul.2G159100.1.p	AH023351-RA
OG0000171	Bevul.8G199500.1.p	AH020896-RA, AH014491-RA
OG0000171	Bevul.5G069700.1.p	AH018302-RA
OG0000171	Bevul.1G140100.1.p	AH009054-RA
OG0000172	Bevul.2G030800.1.p	AH019304-RA, AH015622-RA
OG0000179	Bevul.2G110200.2.p, Bevul.2G110200.8.p, Bevul.2G110200.1.p, Bevul.2G110200.6.p, Bevul.2G110200.7.p, Bevul.2G110200.3.p, Bevul.2G110200.5.p, Bevul.2G110200.4.p	AH015938-RA
OG0000179	Bevul.7G070800.1.p	AH012805-RA
OG0000179	Bevul.9G132900.1.p, Bevul.9G132900.3.p, Bevul.9G132900.2.p, Bevul.9G132900.4.p, Bevul.9G132900.5.p	AH000794-RA, AH002289-RA
OG0000179	Bevul.6G223700.1.p	AH004307-RA
OG0000180	Bevul.7G203400.1.p	AH013715-RA
OG0000180	Bevul.8G146900.1.p	AH014306-RA, AH021076-RA
OG0000180	Bevul.7G102400.1.p	AH022087-RA
OG0000181	Bevul.1G117700.1.p	AH008868-RA
OG0000181	Bevul.4G182800.1.p	AH010377-RA, AH003266-RA
OG0000182	Bevul.9G050000.1.p, Bevul.9G050400.1.p	AH001251-RA, AH000172-RA
OG0000182	Bevul.7G057200.1.p	AH021993-RA
OG0000182	Bevul.9G135000.1.p	AH002277-RA, AH000801-RA
OG0000183	Bevul.9G079300.1.p, Bevul.9G079300.2.p, Bevul.9G079400.3.p, Bevul.9G079400.2.p, Bevul.9G079400.5.p, Bevul.9G079400.1.p, Bevul.9G079400.6.p, Bevul.9G079400.4.p	AH000308-RA, AH001363-RA
OG0000183	Bevul.8G021800.1.p	AH015254-RA
OG0000184	Bevul.5G055500.1.p, Bevul.5G006400.1.p, Bevul.3G009900.1.p, Bevul.3G009800.1.p	AH007212-RA
OG0000184	Bevul.3G010600.1.p, Bevul.3G010700.1.p, Bevul.3G010400.1.p, Bevul.3G010500.1.p, Bevul.3G010100.1.p, Bevul.9G036100.4.p, Bevul.9G036100.2.p, Bevul.9G036100.5.p, Bevul.9G036100.3.p, Bevul.9G036100.1.p, Bevul.9G036100.6.p, Bevul.3G010300.1.p, Bevul.3G010200.1.p	AH019907-RA
OG0000184	Bevul.3G010000.1.p, Bevul.3G207900.1.p	AH007213-RA
OG0000184	Bevul.5G247900.1.p	AH017737-RA
OG0000185	Bevul.4G141300.1.p	AH007772-RA
OG0000185	Bevul.3G113800.1.p	AH020040-RA
OG0000185	Bevul.4G141500.1.p	AH010844-RA, AH007773-RA, AH010845-RA
OG0000186	Bevul.6G197200.1.p	AH004613-RA
OG0000187	Bevul.6G040000.1.p	AH006377-RA
OG0000187	Bevul.6G040600.1.p	AH006242-RA
OG0000187	Bevul.6G205400.1.p, Bevul.1G089900.1.p	AH004538-RA, AH005195-RA
OG0000188	Bevul.5G025900.1.p	AH018007-RA
OG0000188	Bevul.3G050000.1.p	AH019606-RA
OG0000188	Bevul.3G050300.1.p, Bevul.3G050100.1.p, Bevul.3G050200.1.p, Bevul.4G145100.1.p	AH012098-RA
OG0000188	Bevul.1G182700.1.p	AH009637-RA
OG0000189	Bevul.6G195200.1.p	AH004583-RA
OG0000190	Bevul.2G132600.2.p, Bevul.2G132600.1.p, Bevul.2G132500.1.p	AH021202-RA
OG0000191	Bevul.3G186900.1.p	AH006828-RA, AH010151-RA
OG0000191	Bevul.3G187400.1.p, Bevul.3G187500.1.p	AH006832-RA
OG0000191	Bevul.4G032100.1.p	AH020345-RA
OG0000191	Bevul.3G186600.1.p	AH006833-RA
OG0000192	Bevul.3G117700.1.p, Bevul.3G117600.1.p	AH011738-RA
OG0000192	Bevul.4G209900.1.p	AH011160-RA, AH011162-RA, AH011161-RA
OG0000192	Bevul.4G215700.1.p	AH007480-RA, AH011104-RA
OG0000192	Bevul.3G117400.1.p, Bevul.6G182700.1.p, Bevul.3G116900.1.p, Bevul.3G117300.1.p, Bevul.3G117000.1.p	AH011736-RA
OG0000192	Bevul.3G116800.1.p	AH020017-RA
OG0000193	Bevul.8G170100.1.p, Bevul.9G221500.1.p, Bevul.9G221400.1.p, Bevul.9G221200.1.p, Bevul.9G221300.1.p, Bevul.9G221100.1.p	AH010169-RA, AH002456-RA, AH002454-RA
OG0000193	Bevul.9G221000.1.p	AH002455-RA
OG0000198	Bevul.7G208800.1.p	AH013656-RA
OG0000198	Bevul.1G209700.1.p	AH009407-RA
OG0000198	Bevul.1G091500.1.p, Bevul.1G092400.1.p	AH006665-RA
OG0000198	Bevul.1G090500.1.p	AH004318-RA
OG0000198	Bevul.2G099800.1.p	AH015977-RA, AH015978-RA
OG0000199	Bevul.3G145500.1.p	AH011848-RA
OG0000199	Bevul.7G141800.1.p	AH013563-RA
OG0000199	Bevul.9G078100.1.p	AH000315-RA
OG0000199	Bevul.9G180000.1.p	AH001884-RA
OG0000199	Bevul.8G190400.1.p	AH015573-RA
OG0000200	Bevul.6G023300.1.p, Bevul.6G023400.1.p	AH005777-RA
OG0000200	Bevul.6G023500.1.p	AH005778-RA
OG0000202	Bevul.1G172400.1.p	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA
OG0000203	Bevul.3G066500.1.p	AH019586-RA
OG0000204	Bevul.9G117900.1.p	AH002160-RA
OG0000206	Bevul.8G198400.1.p	AH010923-RA
OG0000206	Bevul.4G112100.1.p	AH010673-RA
OG0000206	Bevul.4G248800.1.p	AH022824-RA, AH007651-RA
OG0000207	Bevul.5G245900.1.p	AH002648-RA
OG0000207	Bevul.2G228300.1.p	AH022984-RA
OG0000207	Bevul.5G121000.1.p	AH018948-RA
OG0000207	Bevul.1G128900.1.p	AH009146-RA
OG0000207	Bevul.1G129000.1.p	AH009147-RA
OG0000208	Bevul.7G163400.1.p, Bevul.7G163500.1.p	AH013419-RA
OG0000208	Bevul.7G163200.1.p	AH022318-RA
OG0000208	Bevul.7G163900.1.p, Bevul.7G164000.1.p	AH013416-RA
OG0000208	Bevul.7G164100.1.p	AH022322-RA, AH013411-RA
OG0000211	Bevul.5G186400.1.p	AH017571-RA
OG0000211	Bevul.6G233100.1.p	AH005036-RA, AH004370-RA
OG0000212	Bevul.2G102100.1.p, Bevul.2G102400.1.p	AH015971-RA, AH015969-RA
OG0000213	Bevul.8G051200.1.p	AH021488-RA, AH014963-RA
OG0000213	Bevul.3G124000.1.p	AH011769-RA
OG0000213	Bevul.4G174400.1.p	AH007383-RA, AH010611-RA
OG0000213	Bevul.1G059600.1.p	AH000276-RA
OG0000216	Bevul.4G014500.1.p	AH008260-RA
OG0000216	Bevul.5G223900.1.p	AH002574-RA
OG0000216	Bevul.3G072500.1.p	AH000038-RA
OG0000217	Bevul.7G119200.1.p, Bevul.7G119400.1.p, Bevul.2G033100.1.p	AH006817-RA, AH006820-RA
OG0000218	Bevul.8G158900.1.p	AH021003-RA
OG0000218	Bevul.5G093100.1.p	AH018419-RA
OG0000219	Bevul.3G023400.1.p	AH011868-RA, AH011866-RA, AH011867-RA
OG0000220	Bevul.1G011000.1.p	AH018373-RA
OG0000220	Bevul.4G054200.1.p	AH018372-RA
OG0000220	Bevul.5G254800.1.p	AH002688-RA
OG0000221	Bevul.1G039400.1.p	AH016860-RA
OG0000221	Bevul.2G076500.1.p	AH015847-RA
OG0000221	Bevul.2G076400.2.p, Bevul.2G076400.1.p, Bevul.2G076400.3.p, Bevul.2G076100.1.p, Bevul.2G076200.1.p, Bevul.2G076300.1.p	AH019151-RA
OG0000222	Bevul.5G097700.1.p	AH018451-RA, AH011549-RA
OG0000222	Bevul.3G093600.1.p	AH019420-RA, AH010384-RA, AH019521-RA
OG0000222	Bevul.7G106100.1.p	AH012987-RA
OG0000222	Bevul.3G235800.1.p	AH012396-RA
OG0000223	Bevul.7G006500.1.p	AH021714-RA
OG0000223	Bevul.4G085400.1.p	AH012461-RA
OG0000223	Bevul.6G084000.1.p	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA
OG0000224	Bevul.4G060000.1.p	AH010030-RA, AH008072-RA
OG0000224	Bevul.8G027100.1.p	AH021647-RA, AH015222-RA
OG0000224	Bevul.9G074900.1.p	AH000336-RA, AH001344-RA
OG0000227	Bevul.7G205400.1.p	AH013692-RA, AH022541-RA
OG0000227	Bevul.5G133900.1.p	AH019119-RA
OG0000227	Bevul.2G232500.1.p	AH022956-RA, AH016463-RA
OG0000228	Bevul.6G037900.1.p	AH006396-RA
OG0000228	Bevul.5G158400.1.p	AH002970-RA, AH017354-RA
OG0000229	Bevul.6G023700.1.p	AH003810-RA, AH005782-RA
OG0000230	Bevul.9G142900.1.p, Bevul.9G142900.3.p, Bevul.9G142900.7.p, Bevul.9G142900.6.p, Bevul.9G142900.2.p, Bevul.9G142900.8.p, Bevul.9G142900.5.p, Bevul.9G142900.4.p	AH000872-RA, AH002204-RA
OG0000230	Bevul.1G021600.1.p	AH016753-RA
OG0000230	Bevul.1G193800.1.p	AH023644-RA
OG0000230	Bevul.1G208600.1.p	AH009416-RA
OG0000231	Bevul.6G193600.1.p	AH004765-RA
OG0000232	Bevul.4G050900.1.p	AH009986-RA
OG0000232	Bevul.4G050200.1.p, Bevul.4G049900.1.p, Bevul.4G050400.1.p	AH009984-RA
OG0000232	Bevul.4G050000.1.p, Bevul.4G050500.1.p, Bevul.4G050600.1.p, Bevul.4G050700.1.p	AH009983-RA, AH009981-RA, AH009982-RA
OG0000232	Bevul.4G050800.1.p	AH008127-RA
OG0000235	Bevul.4G242500.1.p	AH007677-RA, AH010905-RA
OG0000235	Bevul.3G183600.1.p, Bevul.3G183600.2.p	AH020331-RA, AH006874-RA, AH006856-RA
OG0000236	Bevul.2G242600.1.p	AH023101-RA, AH016378-RA
OG0000236	Bevul.7G189400.1.p, Bevul.7G189300.1.p	AH013818-RA
OG0000236	Bevul.2G242400.1.p	AH023094-RA
OG0000236	Bevul.7G189500.1.p, Bevul.7G189600.1.p	AH022662-RA
OG0000238	Bevul.4G016400.1.p	AH022168-RA, AH022166-RA, AH022167-RA, AH004972-RA
OG0000238	Bevul.6G088400.1.p	AH002211-RA, AH002223-RA, AH002216-RA, AH013971-RA, AH002218-RA, AH000864-RA
OG0000238	Bevul.6G088500.1.p, Bevul.6G088700.1.p	AH005582-RA
OG0000240	Bevul.4G101100.1.p	AH007927-RA
OG0000240	Bevul.7G035900.1.p	AH012669-RA
OG0000240	Bevul.9G104300.1.p	AH001498-RA, AH000378-RA
OG0000241	Bevul.3G200600.1.p, Bevul.3G200500.1.p	AH011397-RA, AH018288-RA
OG0000241	Bevul.9G027900.1.p	AH001165-RA
OG0000241	Bevul.5G072900.1.p, Bevul.2G153100.1.p	AH016129-RA
OG0000241	Bevul.5G072500.1.p, Bevul.5G072600.1.p	AH018322-RA
OG0000241	Bevul.5G075200.1.p	AH018264-RA, AH011413-RA
OG0000242	Bevul.1G205000.1.p	AH009443-RA
OG0000243	Bevul.5G010700.1.p	AH003232-RA
OG0000243	Bevul.5G010600.1.p	AH003233-RA
OG0000243	Bevul.5G010800.1.p, Bevul.2G037400.1.p, Bevul.2G037500.1.p	AH018529-RA
OG0000244	Bevul.3G089600.1.p	AH012219-RA
OG0000244	Bevul.7G117300.1.p	AH013016-RA
OG0000244	Bevul.3G089100.1.p	AH019455-RA, AH012210-RA
OG0000244	Bevul.1G134200.1.p	AH001048-RA, AH001047-RA, AH001046-RA
OG0000245	Bevul.2G112000.1.p	AH015960-RA
OG0000245	Bevul.7G065600.1.p	AH021950-RA
OG0000246	Bevul.3G093800.1.p, Bevul.5G115000.1.p, Bevul.1G168400.1.p, Bevul.7G003400.1.p	AH014183-RA, AH013911-RA
OG0000246	Bevul.5G188200.1.p, Bevul.9G185100.1.p	AH014182-RA
OG0000247	Bevul.9G037300.1.p, Bevul.7G054000.1.p, Bevul.8G126600.1.p, Bevul.3G193100.1.p, Bevul.7G095600.1.p, Bevul.8G064600.1.p	AH022491-RA, AH010176-RA, AH010177-RA
OG0000248	Bevul.5G229200.1.p	AH017874-RA
OG0000248	Bevul.5G228900.1.p, Bevul.5G229100.1.p, Bevul.5G229000.1.p	AH002559-RA
OG0000248	Bevul.6G185800.1.p, Bevul.2G214800.1.p	AH004731-RA, AH004633-RA
OG0000248	Bevul.3G115700.1.p	AH020026-RA
OG0000248	Bevul.3G115800.1.p	AH011726-RA
OG0000249	Bevul.4G249800.1.p	AH007643-RA
OG0000249	Bevul.3G175400.1.p	AH006900-RA
OG0000249	Bevul.5G193200.1.p	AH002805-RA
OG0000249	Bevul.6G083800.1.p	AH007993-RA
OG0000250	Bevul.5G259900.1.p	AH002733-RA
OG0000250	Bevul.1G168100.1.p	AH009230-RA
OG0000251	Bevul.4G067500.1.p	AH010082-RA
OG0000251	Bevul.8G022300.1.p	AH021673-RA
OG0000251	Bevul.2G240900.1.p, Bevul.2G240900.2.p	AH023083-RA
OG0000252	Bevul.6G013200.1.p	AH005701-RA, AH003872-RA
OG0000254	Bevul.9G108100.2.p, Bevul.9G108100.1.p	AH001522-RA, AH000357-RA
OG0000254	Bevul.2G148400.1.p, Bevul.2G148400.2.p	AH016102-RA
OG0000255	Bevul.4G091300.1.p	AH002933-RA, AH017418-RA
OG0000256	Bevul.3G070300.1.p	AH012393-RA
OG0000256	Bevul.1G164900.1.p	AH015599-RA
OG0000256	Bevul.1G164800.1.p, Bevul.1G164700.1.p	AH015603-RA
OG0000257	Bevul.6G190700.1.p	AH004421-RA
OG0000257	Bevul.8G177000.1.p	AH020706-RA
OG0000262	Bevul.4G204300.1.p	AH010500-RA, AH007601-RA
OG0000262	Bevul.4G204200.1.p	AH006972-RA, AH007602-RA, AH010501-RA
OG0000262	Bevul.3G231200.1.p	AH020567-RA, AH006502-RA
OG0000262	Bevul.4G064100.1.p	AH010069-RA
OG0000263	Bevul.4G002900.1.p	AH014844-RA, AH014846-RA
OG0000263	Bevul.4G139300.1.p, Bevul.4G139400.1.p, Bevul.4G138000.1.p, Bevul.4G139500.1.p, Bevul.4G137700.1.p, Bevul.4G139600.1.p	AH017033-RA
OG0000264	Bevul.8G075700.1.p	AH021353-RA, AH014775-RA
OG0000265	Bevul.4G068500.1.p	AH010088-RA
OG0000265	Bevul.9G079000.1.p	AH001360-RA, AH001361-RA
OG0000265	Bevul.5G096700.1.p	AH018443-RA
OG0000266	Bevul.8G059100.1.p	AH021514-RA, AH015026-RA
OG0000267	Bevul.8G130400.1.p	AH014219-RA
OG0000268	Bevul.8G176000.1.p	AH014098-RA, AH020709-RA
OG0000268	Bevul.2G179700.1.p	AH016282-RA, AH023211-RA
OG0000268	Bevul.9G193100.1.p	AH001979-RA
OG0000269	Bevul.9G116500.3.p, Bevul.9G116500.1.p, Bevul.9G116500.2.p	AH000502-RA
OG0000269	Bevul.2G153900.6.p, Bevul.2G153900.1.p, Bevul.2G153900.2.p, Bevul.2G153900.3.p, Bevul.2G153900.4.p, Bevul.2G153900.5.p	AH017112-RA
OG0000270	Bevul.8G047600.1.p, Bevul.8G047700.1.p, Bevul.8G132400.1.p, Bevul.7G175300.1.p	AH013321-RA
OG0000270	Bevul.2G142000.1.p, Bevul.2G142000.3.p, Bevul.2G142000.2.p, Bevul.2G142000.4.p	AH016076-RA
OG0000270	Bevul.7G175400.1.p, Bevul.7G175500.1.p	AH013316-RA
OG0000271	Bevul.5G207400.1.p, Bevul.2G155000.1.p, Bevul.2G154900.1.p	AH017307-RA, AH002751-RA
OG0000276	Bevul.1G173900.1.p	AH023560-RA
OG0000276	Bevul.1G174100.1.p, Bevul.1G174000.1.p	AH008937-RA
OG0000276	Bevul.4G141800.1.p	AH010847-RA
OG0000276	Bevul.8G198000.1.p	AH014503-RA, AH020889-RA
OG0000277	Bevul.7G228400.1.p	AH013259-RA, AH022403-RA
OG0000277	Bevul.1G102600.1.p	AH016190-RA
OG0000277	Bevul.3G190100.1.p, Bevul.4G239700.1.p	AH020366-RA, AH010939-RA
OG0000278	Bevul.1G065400.1.p	AH008601-RA
OG0000278	Bevul.4G062500.1.p	AH008064-RA
OG0000279	Bevul.3G028400.1.p	AH011909-RA
OG0000279	Bevul.5G064100.1.p	AH018190-RA, AH011370-RA
OG0000279	Bevul.4G089900.1.p	AH007947-RA, AH007948-RA
OG0000280	Bevul.6G200700.1.p	AH004575-RA, AH005224-RA
OG0000280	Bevul.6G037100.1.p	AH006406-RA
OG0000285	Bevul.6G063900.1.p	AH005940-RA, AH003613-RA
OG0000285	Bevul.6G030700.1.p, Bevul.6G105800.1.p	AH006470-RA, AH006345-RA
OG0000286	Bevul.1G128500.1.p	AH009150-RA
OG0000286	Bevul.5G042200.1.p	AH018733-RA
OG0000286	Bevul.5G088200.1.p	AH018383-RA
OG0000286	Bevul.9G152900.1.p	AH001609-RA
OG0000287	Bevul.8G132600.1.p	AH014543-RA
OG0000288	Bevul.7G231800.1.p	AH013288-RA
OG0000288	Bevul.8G119500.1.p	AH021166-RA, AH014663-RA
OG0000289	Bevul.8G097100.1.p, Bevul.5G130000.1.p	AH019082-RA
OG0000290	Bevul.2G054300.1.p	AH015739-RA, AH015740-RA
OG0000290	Bevul.2G054200.1.p	AH015738-RA
OG0000290	Bevul.2G054500.1.p	AH019369-RA
OG0000291	Bevul.6G237600.1.p	AH005068-RA, AH004389-RA
OG0000291	Bevul.5G191500.1.p	AH002812-RA
OG0000291	Bevul.5G083700.1.p	AH018325-RA
OG0000292	Bevul.8G018600.1.p	AH008346-RA
OG0000292	Bevul.6G186600.1.p	AH018794-RA, AH018629-RA, AH018628-RA, AH018627-RA
