Orthogroup	S_lycopersicum.proteins	A_hypochondriacus.proteins
OG0000171	Solyc08g078410.1.1, Solyc08g078420.1.1	AH018302-RA
OG0000172	Solyc06g048560.1.1, Solyc03g095490.3.1	AH019304-RA, AH015622-RA
OG0000179	Solyc05g055980.3.1	AH015938-RA
OG0000179	Solyc09g007080.3.1, Solyc10g084410.2.1	AH012805-RA
OG0000179	Solyc02g083420.3.1, Solyc03g033340.3.1	AH004307-RA
OG0000180	Solyc07g042520.3.1	AH013715-RA
OG0000180	Solyc12g009300.3.1, Solyc07g042550.3.1	AH014306-RA, AH021076-RA
OG0000181	Solyc11g012860.2.1, Solyc06g060320.3.1	AH008868-RA
OG0000181	Solyc12g068070.2.1	AH010377-RA, AH003266-RA
OG0000182	Solyc06g011350.3.1, Solyc11g069430.2.1	AH001251-RA, AH000172-RA
OG0000182	Solyc01g111660.3.1, Solyc10g055630.2.1	AH002277-RA, AH000801-RA
OG0000183	Solyc07g053670.3.1	AH000308-RA, AH001363-RA
OG0000184	Solyc03g005530.1.1, Solyc03g005537.1.1	AH019907-RA, AH007213-RA
OG0000184	Solyc06g034200.1.1, Solyc09g066410.2.1	AH017737-RA
OG0000185	Solyc09g082060.3.1	AH007772-RA
OG0000185	Solyc08g014340.3.1	AH020040-RA
OG0000185	Solyc01g097930.3.1, Solyc01g097950.3.1, Solyc01g097920.3.1	AH010844-RA, AH007773-RA, AH010845-RA
OG0000186	Solyc05g023740.3.1	AH004613-RA
OG0000187	Solyc02g068160.1.1	AH006377-RA
OG0000187	Solyc02g094220.2.1	AH003378-RA, AH006240-RA
OG0000187	Solyc02g094210.1.1	AH003380-RA
OG0000188	Solyc06g036310.3.1, Solyc03g007870.3.1	AH019606-RA, AH012098-RA
OG0000188	Solyc10g011960.2.1, Solyc05g049990.3.1	AH009637-RA
OG0000189	Solyc05g005860.2.1, Solyc05g005850.3.1	AH004583-RA
OG0000191	Solyc07g065090.2.1	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA, AH006833-RA
OG0000192	Solyc08g014560.2.1, Solyc12g019140.2.1, Solyc12g019130.2.1	AH011738-RA
OG0000192	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1	AH011736-RA, AH020017-RA
OG0000193	Solyc01g106620.2.1, Solyc01g106610.2.1, Solyc00g174330.3.1, Solyc00g174340.2.1, Solyc09g007010.1.1, Solyc09g007020.1.1, Solyc09g006010.2.1, Solyc01g106640.2.1	AH010169-RA, AH002456-RA, AH002454-RA
OG0000198	Solyc04g011440.4.1, Solyc11g066100.2.1	AH013656-RA
OG0000198	Solyc03g117630.1.1	AH009407-RA
OG0000199	Solyc09g082530.2.1	AH011848-RA
OG0000199	Solyc07g053840.1.1	AH000315-RA
OG0000199	Solyc12g088950.2.1	AH001884-RA
OG0000199	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1	AH015573-RA
OG0000200	Solyc03g033790.3.1, Solyc03g033840.3.1, Solyc03g033820.1.1, Solyc02g062550.3.1, Solyc10g079630.1.1	AH005777-RA
OG0000200	Solyc04g080680.3.1, Solyc10g007280.3.1	AH014501-RA
OG0000200	Solyc02g084910.3.1	AH005778-RA
OG0000201	Solyc01g080030.2.1	AH011734-RA
OG0000202	Solyc09g092580.3.1, Solyc09g092560.3.1, Solyc09g092600.3.1, Solyc11g006593.1.1, Solyc11g006590.2.1, Solyc09g092640.3.1, Solyc09g092620.3.1, Solyc09g092670.3.1, Solyc09g092590.2.1	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA
OG0000203	Solyc06g036070.3.1, Solyc03g025420.3.1	AH019586-RA
OG0000206	Solyc01g014480.3.1, Solyc01g006650.2.1	AH010923-RA
OG0000206	Solyc01g096810.3.1	AH010673-RA
OG0000206	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1	AH022824-RA, AH007651-RA
OG0000207	Solyc09g066260.3.1, Solyc06g083930.2.1	AH002648-RA
OG0000207	Solyc01g098220.2.1	AH018948-RA
OG0000207	Solyc01g091420.2.1	AH009146-RA
OG0000207	Solyc01g091400.3.1	AH009147-RA
OG0000208	Solyc12g049550.2.1	AH013419-RA, AH022318-RA
OG0000208	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1	AH013416-RA, AH022322-RA, AH013411-RA
OG0000211	Solyc03g115890.3.1	AH017571-RA
OG0000211	Solyc05g007830.3.1, Solyc01g010890.3.1, Solyc02g088100.3.1	AH005036-RA, AH004370-RA
OG0000212	Solyc01g094400.3.1, Solyc10g017550.3.1	AH019579-RA, AH012403-RA
OG0000212	Solyc09g010440.3.1	AH013636-RA
OG0000213	Solyc02g080880.3.1, Solyc02g032940.3.1	AH021488-RA, AH014963-RA
OG0000213	Solyc09g082760.3.1, Solyc03g005280.3.1, Solyc09g082930.1.1, Solyc03g005290.2.1	AH011769-RA
OG0000216	Solyc07g065080.4.1	AH008260-RA
OG0000216	Solyc06g083070.3.1, Solyc09g056170.3.1	AH002574-RA
OG0000216	Solyc07g049600.3.1, Solyc12g005920.2.1	AH000038-RA
OG0000217	Solyc07g066550.3.1	AH006817-RA, AH006820-RA
OG0000218	Solyc01g005210.3.1	AH021003-RA
OG0000218	Solyc08g076650.3.1	AH018419-RA
OG0000219	Solyc07g020720.1.1, Solyc03g045080.2.1	AH012080-RA
OG0000219	Solyc12g005620.1.1	AH013539-RA, AH012060-RA
OG0000220	Solyc07g065920.3.1	AH018372-RA
OG0000221	Solyc02g091520.3.1, Solyc02g063370.2.1	AH015847-RA, AH019151-RA
OG0000222	Solyc08g005280.2.1, Solyc08g076320.3.1	AH018451-RA, AH011549-RA
OG0000222	Solyc01g067520.3.1, Solyc10g074620.2.1	AH019420-RA, AH010384-RA, AH019521-RA
OG0000222	Solyc09g075550.3.1	AH012987-RA
OG0000223	Solyc02g077530.2.1, Solyc02g077510.3.1, Solyc02g077520.3.1, Solyc10g008120.3.1, Solyc12g041960.2.1, Solyc03g097700.3.1, Solyc00g005285.1.1	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA
OG0000224	Solyc07g063200.2.1, Solyc10g006960.2.1, Solyc12g013800.2.1	AH010030-RA, AH008072-RA
OG0000224	Solyc02g078320.2.1	AH021647-RA, AH015222-RA
OG0000224	Solyc07g054080.2.1, Solyc12g010670.1.1, Solyc10g008410.1.1, Solyc10g008400.1.1	AH000336-RA, AH001344-RA
OG0000227	Solyc06g005500.3.1	AH013692-RA, AH022541-RA
OG0000227	Solyc04g011520.3.1	AH019119-RA, AH022956-RA, AH016463-RA
OG0000228	Solyc02g094350.3.1, Solyc02g068230.3.1	AH006396-RA
OG0000230	Solyc04g081440.3.1	AH016753-RA
OG0000230	Solyc06g065210.4.1, Solyc11g020610.3.1	AH009416-RA
OG0000231	Solyc04g025940.3.1, Solyc05g005750.3.1	AH004765-RA
OG0000235	Solyc03g063280.3.1	AH020331-RA, AH006874-RA, AH006856-RA
OG0000236	Solyc06g051620.3.1, Solyc05g052760.3.1	AH023101-RA, AH016378-RA
OG0000236	Solyc06g082000.3.1	AH013818-RA
OG0000236	Solyc03g096070.3.1, Solyc06g051630.4.1	AH023094-RA
OG0000236	Solyc06g007120.3.1	AH022662-RA
OG0000240	Solyc10g083670.2.1, Solyc05g055410.2.1	AH007927-RA
OG0000240	Solyc10g083675.1.1	AH012669-RA
OG0000240	Solyc11g066820.2.1, Solyc06g074630.3.1	AH001498-RA, AH000378-RA
OG0000241	Solyc08g077940.2.1, Solyc06g060960.2.1	AH011397-RA, AH018288-RA, AH018263-RA
OG0000241	Solyc03g093700.2.1, Solyc03g093710.1.1, Solyc03g093760.1.1, Solyc06g017863.1.1, Solyc03g093715.1.1, Solyc03g093770.1.1, Solyc03g093730.1.1, Solyc06g017870.1.1, Solyc06g017867.1.1	AH001165-RA, AH016129-RA, AH018322-RA
OG0000243	Solyc08g083505.1.1, Solyc08g079420.3.1	AH018529-RA
OG0000244	Solyc03g083870.3.1, Solyc03g083840.3.1, Solyc06g034360.2.1	AH019455-RA, AH012210-RA
OG0000244	Solyc01g091050.3.1	AH001048-RA
OG0000245	Solyc04g049670.3.1	AH015960-RA
OG0000245	Solyc10g086000.2.1	AH021950-RA
OG0000247	Solyc09g074850.3.1, Solyc06g009040.3.1, Solyc06g009020.2.1	AH022128-RA, AH022491-RA, AH010176-RA, AH010177-RA
OG0000248	Solyc08g006350.3.1, Solyc08g006330.3.1, Solyc08g006370.1.1, Solyc08g006390.1.1, Solyc08g006410.3.1, Solyc08g006380.3.1, Solyc08g006360.2.1, Solyc06g007650.2.1	AH017874-RA, AH002559-RA, AH017875-RA
OG0000248	Solyc12g096830.2.1, Solyc12g096820.1.1	AH020026-RA, AH011726-RA
OG0000249	Solyc12g088180.1.1	AH007643-RA
OG0000249	Solyc02g091870.3.1	AH007993-RA
OG0000250	Solyc01g091620.3.1, Solyc05g051050.3.1	AH009230-RA
OG0000251	Solyc12g013920.2.1, Solyc07g062880.3.1	AH010082-RA
OG0000251	Solyc03g096130.2.1, Solyc03g096260.2.1, Solyc03g096250.3.1	AH023083-RA
OG0000252	Solyc09g008020.3.1	AH005701-RA, AH003872-RA
OG0000254	Solyc12g044800.2.1, Solyc03g121410.3.1, Solyc06g062530.3.1	AH001522-RA, AH000357-RA
OG0000254	Solyc06g071560.3.1	AH016102-RA
OG0000255	Solyc07g056510.3.1	AH010280-RA
OG0000255	Solyc07g056450.3.1, Solyc12g011300.2.1, Solyc10g007640.3.1, Solyc10g007620.2.1, Solyc07g056420.4.1, Solyc07g056460.3.1, Solyc07g056470.3.1, Solyc07g056480.3.1, Solyc07g056430.3.1, Solyc07g056440.3.1, Solyc07g056500.3.1, Solyc07g056490.4.1, Solyc12g011310.2.1, Solyc12g011320.2.1	AH002933-RA, AH017418-RA
OG0000256	Solyc03g025770.3.1, Solyc03g025760.3.1	AH012393-RA
OG0000256	Solyc01g094390.2.1	AH015599-RA, AH015603-RA
OG0000257	Solyc05g005490.3.1	AH004421-RA
OG0000257	Solyc02g086820.3.1	AH020706-RA
OG0000262	Solyc01g067900.3.1	AH010500-RA, AH007601-RA
OG0000262	Solyc12g005460.1.1	AH020567-RA, AH006502-RA, AH010069-RA, AH008056-RA
OG0000263	Solyc08g005440.3.1	AH014844-RA, AH014846-RA, AH011899-RA, AH017033-RA
OG0000264	Solyc02g071730.3.1	AH021353-RA, AH014775-RA
OG0000265	Solyc12g088000.2.1, Solyc12g096240.2.1, Solyc10g007110.3.1	AH010088-RA
OG0000265	Solyc07g053720.3.1, Solyc07g053710.3.1	AH001360-RA, AH001361-RA, AH018443-RA
OG0000266	Solyc03g031760.3.1, Solyc10g005330.3.1, Solyc02g080260.3.1	AH021514-RA, AH015026-RA
OG0000267	Solyc07g039510.3.1, Solyc05g014110.3.1, Solyc05g018770.2.1, Solyc07g039530.1.1, Solyc07g039525.1.1, Solyc07g039520.1.1	AH016079-RA
OG0000268	Solyc07g008260.3.1	AH014098-RA, AH020709-RA
OG0000268	Solyc03g116640.3.1, Solyc06g009695.1.1	AH016282-RA, AH023211-RA, AH000603-RA, AH001979-RA
OG0000269	Solyc08g066200.3.1, Solyc12g095890.2.1	AH017112-RA
OG0000270	Solyc06g064620.3.1, Solyc03g121680.2.1	AH013316-RA
OG0000270	Solyc10g045590.1.1	AH013322-RA
OG0000271	Solyc06g071350.3.1, Solyc03g114060.3.1	AH017307-RA, AH002751-RA
OG0000276	Solyc04g081120.1.1, Solyc04g081130.1.1, Solyc04g081110.1.1, Solyc04g081140.1.1, Solyc12g089250.1.1	AH023560-RA, AH008937-RA
OG0000276	Solyc04g005780.1.1, Solyc05g007010.2.1	AH015150-RA
OG0000276	Solyc07g006660.1.1	AH010847-RA
OG0000276	Solyc07g021020.3.1	AH014503-RA, AH020889-RA
OG0000277	Solyc06g074360.3.1	AH013259-RA, AH022403-RA
OG0000277	Solyc04g074320.2.1	AH016190-RA
OG0000277	Solyc03g059270.3.1	AH020366-RA, AH010939-RA
OG0000277	Solyc01g087050.3.1	AH016659-RA
OG0000278	Solyc06g064660.3.1, Solyc11g045610.2.1	AH008601-RA
OG0000278	Solyc07g063130.3.1	AH008064-RA
OG0000279	Solyc06g053300.3.1, Solyc03g082395.1.1, Solyc03g082390.3.1, Solyc03g082400.3.1	AH011909-RA
OG0000279	Solyc10g007590.3.1, Solyc04g039700.1.1, Solyc12g011340.2.1, Solyc07g056590.3.1	AH007947-RA, AH007948-RA
OG0000280	Solyc01g009820.3.1	AH004575-RA, AH005224-RA
OG0000280	Solyc02g094410.3.1	AH006406-RA
OG0000285	Solyc02g037550.3.1, Solyc03g031990.3.1	AH005940-RA, AH003613-RA
OG0000286	Solyc01g091470.3.1, Solyc08g007560.2.1, Solyc08g079720.3.1, Solyc06g060500.1.1	AH009150-RA, AH018733-RA
OG0000286	Solyc01g080960.3.1, Solyc08g077010.1.1	AH018383-RA
OG0000287	Solyc07g040990.3.1, Solyc08g062640.3.1	AH014543-RA
OG0000288	Solyc08g074355.1.1	AH014662-RA
OG0000288	Solyc07g027025.1.1	AH021166-RA, AH014663-RA
OG0000289	Solyc10g081260.2.1	AH019082-RA
OG0000290	Solyc03g033813.1.1	AH020981-RA
OG0000291	Solyc05g007490.3.1, Solyc03g078060.3.1, Solyc01g010870.3.1	AH005068-RA, AH004389-RA
OG0000291	Solyc03g116150.3.1, Solyc06g069870.3.1	AH002812-RA
OG0000291	Solyc08g077240.3.1	AH018325-RA
OG0000292	Solyc10g008860.1.1	AH008346-RA, AH018794-RA, AH018629-RA, AH018628-RA, AH018627-RA
OG0000292	Solyc04g010110.3.1	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA
OG0000293	Solyc12g099000.2.1, Solyc01g101060.3.1	AH015410-RA
OG0000294	Solyc04g050070.2.1, Solyc05g055940.3.1	AH007875-RA
OG0000294	Solyc06g008200.3.1, Solyc09g072830.3.1	AH013546-RA
OG0000295	Solyc10g080700.2.1	AH006922-RA
OG0000295	Solyc12g100310.2.1, Solyc01g006120.3.1	AH007665-RA, AH010890-RA
OG0000295	Solyc12g095830.2.1, Solyc11g070170.2.1	AH016162-RA, AH015966-RA
OG0000296	Solyc06g084330.3.1, Solyc09g064810.3.1	AH012909-RA
OG0000296	Solyc02g036260.3.1, Solyc02g036210.1.1, Solyc02g081030.3.1	AH021481-RA
OG0000297	Solyc05g021390.3.1, Solyc07g042880.1.1	AH017004-RA, AH013503-RA, AH013504-RA
OG0000297	Solyc06g065430.3.1, Solyc06g065420.2.1	AH005900-RA
OG0000299	Solyc07g049240.3.1, Solyc07g047740.3.1, Solyc04g056420.1.1, Solyc07g052530.3.1, Solyc07g052540.3.1, Solyc07g052550.2.1, Solyc05g046030.3.1, Solyc05g046020.3.1, Solyc05g046010.3.1, Solyc07g052510.4.1	AH015115-RA
OG0000299	Solyc12g005370.2.1	AH003820-RA
OG0000300	Solyc01g006560.3.1, Solyc12g011040.2.1	AH010916-RA
OG0000300	Solyc01g006540.3.1, Solyc01g006565.1.1	AH010919-RA
OG0000301	Solyc11g072590.2.1, Solyc06g005190.3.1	AH000104-RA, AH001296-RA
OG0000302	Solyc02g089320.3.1, Solyc02g065700.3.1	AH003593-RA, AH022753-RA, AH016603-RA
OG0000302	Solyc03g034270.3.1, Solyc02g086220.3.1	AH016519-RA, AH022864-RA
OG0000302	Solyc03g111770.3.1	AH022373-RA, AH013565-RA
OG0000303	Solyc05g006540.3.1	AH004650-RA, AH004696-RA
OG0000304	Solyc09g057637.1.1, Solyc04g026057.1.1, Solyc05g016077.1.1, Solyc08g041664.1.1, Solyc08g041666.1.1, Solyc08g014065.1.1, Solyc09g060187.1.1, Solyc08g041668.1.1, Solyc00g006483.1.1, Solyc05g016075.1.1, Solyc04g026055.1.1, Solyc08g041661.1.1, Solyc09g057633.1.1, Solyc12g049235.1.1, Solyc10g080395.1.1, Solyc07g042035.1.1, Solyc09g065615.1.1, Solyc09g064775.1.1, Solyc08g029205.1.1, Solyc11g020157.1.1	AH016791-RA
OG0000308	Solyc01g008620.3.1, Solyc01g008610.3.1, Solyc02g086700.3.1	AH010961-RA, AH007718-RA, AH007720-RA, AH007717-RA
OG0000309	Solyc03g078440.3.1	AH005682-RA
OG0000309	Solyc11g010990.2.1, Solyc11g010980.2.1, Solyc11g010960.2.1, Solyc11g011340.2.1, Solyc11g011330.2.1	AH005931-RA, AH005930-RA
OG0000310	Solyc08g062130.1.1	AH006104-RA
OG0000311	Solyc10g079320.2.1, Solyc04g016190.1.1, Solyc10g079980.1.1, Solyc10g079330.1.1	AH012009-RA, AH006751-RA, AH020405-RA, AH020404-RA, AH020406-RA, AH007133-RA
OG0000313	Solyc10g049280.2.1, Solyc01g106920.3.1	AH002470-RA
OG0000313	Solyc05g006020.3.1	AH004628-RA
OG0000313	Solyc12g026430.2.1, Solyc03g114030.3.1, Solyc06g071330.3.1	AH017309-RA, AH002753-RA
OG0000314	Solyc10g082020.2.1	AH021771-RA
OG0000314	Solyc09g007830.3.1, Solyc10g084150.2.1	AH022007-RA
OG0000314	Solyc06g075090.3.1	AH012551-RA, AH012762-RA, AH016066-RA
OG0000315	Solyc07g049670.3.1	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA
OG0000315	Solyc11g020640.2.1, Solyc08g005760.1.1, Solyc05g015810.2.1, Solyc08g005770.3.1, Solyc05g015800.3.1, Solyc05g015795.1.1, Solyc08g005750.2.1, Solyc08g005755.1.1	AH000220-RA
OG0000316	Solyc07g008940.3.1	AH021048-RA, AH014278-RA
OG0000317	Solyc03g117360.3.1	AH001932-RA, AH001931-RA
OG0000318	Solyc11g072940.2.1, Solyc06g075590.3.1	AH012025-RA
OG0000321	Solyc06g082210.1.1	AH013195-RA, AH022459-RA
OG0000321	Solyc09g090180.1.1	AH007198-RA
OG0000321	Solyc06g083860.2.1	AH017716-RA
OG0000323	Solyc09g061710.3.1	AH013038-RA
OG0000323	Solyc04g081880.3.1	AH023711-RA
OG0000325	Solyc05g013450.3.1, Solyc05g013470.3.1, Solyc05g013460.3.1, Solyc07g008410.3.1, Solyc12g019330.2.1, Solyc12g019320.2.1	AH004827-RA
OG0000326	Solyc02g084670.3.1	AH003788-RA
OG0000326	Solyc05g056580.3.1	AH010638-RA, AH007369-RA
OG0000326	Solyc04g063230.3.1	AH008652-RA, AH008654-RA
OG0000327	Solyc12g088790.2.1, Solyc04g078790.3.1	AH009341-RA
OG0000327	Solyc11g005780.2.1	AH006219-RA
OG0000327	Solyc06g062460.3.1, Solyc03g121240.1.1	AH001541-RA
OG0000328	Solyc12g015655.1.1	AH019353-RA
OG0000329	Solyc12g044310.2.1, Solyc03g120560.3.1, Solyc03g120550.2.1, Solyc03g120590.3.1, Solyc03g120570.3.1	AH002112-RA, AH000479-RA
OG0000329	Solyc12g095810.2.1	AH023337-RA, AH023339-RA
OG0000329	Solyc05g005910.3.1, Solyc05g005980.3.1, Solyc05g005970.3.1, Solyc05g005920.3.1, Solyc05g005915.1.1, Solyc05g005960.3.1, Solyc05g005950.3.1, Solyc05g005940.3.1, Solyc05g005990.3.1, Solyc05g006000.2.1, Solyc05g006010.3.1, Solyc04g005070.3.1, Solyc08g066940.3.1	AH023334-RA, AH023335-RA
OG0000330	Solyc08g066670.3.1, Solyc08g066680.3.1	AH023349-RA
OG0000330	Solyc12g008340.2.1	AH014493-RA, AH020895-RA
OG0000330	Solyc06g064480.3.1	AH020894-RA
OG0000331	Solyc09g008510.1.1	AH012705-RA
OG0000331	Solyc06g072860.2.1, Solyc06g072870.1.1, Solyc06g072880.2.1, Solyc10g083860.2.1, Solyc12g042620.1.1, Solyc12g042600.2.1, Solyc12g042605.1.1, Solyc10g085870.1.1, Solyc10g085880.1.1	AH012723-RA
OG0000332	Solyc02g081420.3.1	AH017079-RA
OG0000332	Solyc06g010110.1.1, Solyc06g010100.2.1	AH019776-RA
OG0000335	Solyc05g009660.3.1	AH005409-RA
OG0000335	Solyc10g080770.2.1	AH020444-RA
OG0000336	Solyc08g080020.1.1, Solyc11g007050.1.1	AH018414-RA
OG0000336	Solyc01g108390.3.1, Solyc01g108380.2.1	AH002632-RA
OG0000336	Solyc10g086100.2.1	AH002627-RA, AH002630-RA, AH002629-RA, AH002628-RA
OG0000337	Solyc02g071430.3.1, Solyc02g071400.3.1, Solyc02g071360.3.1, Solyc02g071380.2.1	AH021340-RA, AH014760-RA
OG0000338	Solyc10g052470.1.1	AH001812-RA, AH000571-RA
OG0000339	Solyc01g104970.3.1, Solyc10g047140.2.1	AH008319-RA, AH016741-RA, AH008318-RA
OG0000340	Solyc10g076845.1.1, Solyc10g076840.2.1, Solyc10g086780.2.1	AH011389-RA, AH005873-RA, AH005874-RA, AH017008-RA, AH011390-RA, AH020675-RA, AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA
OG0000342	Solyc12g008430.2.1, Solyc05g050120.3.1	AH016160-RA
OG0000342	Solyc03g120990.3.1, Solyc12g044600.3.1	AH002162-RA
OG0000344	Solyc03g078710.2.1	AH001121-RA, AH018764-RA, AH000083-RA
OG0000345	Solyc12g015700.2.1, Solyc10g005950.3.1	AH009779-RA
OG0000345	Solyc05g016690.3.1, Solyc05g016622.1.1	AH014864-RA
OG0000346	Solyc05g014760.3.1	AH004921-RA, AH004507-RA
OG0000347	Solyc11g039570.2.1, Solyc10g084200.2.1, Solyc09g072700.3.1, Solyc12g009950.1.1	AH019069-RA, AH003104-RA
OG0000347	Solyc01g009400.3.1, Solyc01g009410.3.1	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA
OG0000348	Solyc02g070090.1.1	AH000329-RA
OG0000348	Solyc02g081220.2.1	AH008485-RA
OG0000349	Solyc04g008480.2.1	AH006258-RA
OG0000349	Solyc09g005030.2.1, Solyc10g076460.2.1	AH023123-RA, AH016347-RA, AH016346-RA
OG0000349	Solyc02g080860.2.1	AH014979-RA
OG0000350	Solyc01g107830.3.1, Solyc01g107810.2.1, Solyc01g107820.2.1, Solyc01g107853.1.1	AH023607-RA, AH013570-RA, AH001629-RA, AH001642-RA, AH001643-RA, AH001644-RA, AH000964-RA, AH000963-RA, AH001640-RA, AH004101-RA
OG0000351	Solyc11g013490.2.1	AH023606-RA, AH009021-RA
OG0000351	Solyc11g042810.2.1	AH018197-RA
OG0000352	Solyc04g082140.3.1, Solyc12g094470.2.1, Solyc12g094460.2.1	AH023686-RA
OG0000352	Solyc01g111970.3.1	AH000771-RA
OG0000352	Solyc02g080670.3.1	AH014980-RA
OG0000352	Solyc07g052240.3.1, Solyc07g052230.3.1	AH000236-RA
OG0000354	Solyc01g094120.3.1, Solyc01g094100.2.1, Solyc01g094080.3.1	AH022147-RA
OG0000354	Solyc01g094140.3.1, Solyc01g094130.2.1	AH009167-RA
OG0000355	Solyc11g020492.1.1, Solyc11g020352.1.1, Solyc08g061744.1.1, Solyc08g061771.1.1, Solyc11g028187.1.1, Solyc11g028183.1.1, Solyc11g063695.1.1, Solyc08g061742.1.1, Solyc11g028201.1.1, Solyc08g061692.1.1, Solyc11g020494.1.1, Solyc08g061746.1.1, Solyc11g027981.1.1, Solyc11g061812.1.1, Solyc11g020491.1.1, Solyc11g020351.1.1, Solyc11g027982.1.1, Solyc11g028202.1.1, Solyc11g030647.1.1, Solyc11g061917.1.1, Solyc11g061772.1.1, Solyc11g061895.1.1, Solyc11g020493.1.1, Solyc11g063693.1.1, Solyc11g020357.1.1, Solyc08g061690.2.1, Solyc11g063465.1.1, Solyc11g063740.2.1, Solyc11g028206.1.1, Solyc11g019895.1.1, Solyc11g019890.2.1, Solyc08g061680.2.1, Solyc11g063690.2.1, Solyc11g063697.1.1, Solyc08g061698.1.1, Solyc11g063665.1.1, Solyc11g028204.1.1, Solyc11g061811.1.1, Solyc11g061776.1.1, Solyc08g061772.1.1, Solyc11g027983.1.1, Solyc11g020353.1.1, Solyc11g061913.1.1, Solyc11g027984.1.1, Solyc08g061696.1.1, Solyc11g020354.1.1, Solyc11g061890.2.1, Solyc11g020355.1.1, Solyc11g061818.1.1, Solyc11g018853.1.1, Solyc08g061748.1.1, Solyc11g018857.1.1, Solyc11g061814.1.1, Solyc11g020358.1.1, Solyc08g061691.1.1, Solyc11g019860.2.1, Solyc11g019880.2.1, Solyc11g020410.1.1, Solyc11g020400.1.1, Solyc11g061870.2.1, Solyc08g061700.2.1, Solyc11g061810.2.1, Solyc08g061776.1.1, Solyc11g020380.2.1, Solyc11g028185.1.1, Solyc11g020356.1.1, Solyc11g030643.1.1, Solyc11g020498.1.1, Solyc08g061694.1.1, Solyc11g020496.1.1, Solyc11g061816.1.1, Solyc08g061774.1.1, Solyc11g061778.1.1, Solyc08g061773.1.1	AH011980-RA
OG0000360	Solyc09g008420.3.1, Solyc09g008415.1.1, Solyc10g083890.2.1	AH012733-RA, AH012731-RA, AH018642-RA, AH012732-RA
OG0000361	Solyc08g028900.1.1	AH015525-RA
OG0000361	Solyc10g031550.1.1	AH006418-RA
OG0000362	Solyc06g073540.3.1, Solyc06g073530.2.1, Solyc01g008960.3.1	AH001289-RA, AH001290-RA
OG0000362	Solyc01g096750.1.1	AH000302-RA
OG0000362	Solyc07g049500.3.1	AH020962-RA
OG0000363	Solyc03g115750.1.1	AH013696-RA, AH006525-RA, AH006524-RA
OG0000363	Solyc09g064470.3.1	AH022035-RA, AH012997-RA
OG0000363	Solyc09g064480.1.1	AH012996-RA
OG0000364	Solyc01g006100.3.1, Solyc12g100330.2.1	AH010889-RA
OG0000364	Solyc08g005405.1.1	AH018462-RA
OG0000364	Solyc08g005400.3.1	AH007324-RA
OG0000366	Solyc10g049660.2.1, Solyc01g107180.3.1	AH014632-RA
OG0000367	Solyc06g076670.3.1	AH022706-RA
OG0000367	Solyc02g061840.3.1, Solyc02g083320.3.1, Solyc03g033310.3.1	AH023697-RA
OG0000368	Solyc10g054030.2.1, Solyc01g109910.3.1	AH001782-RA
OG0000369	Solyc07g062140.3.1	AH007971-RA, AH010212-RA
OG0000370	Solyc07g005930.3.1	AH021050-RA
OG0000370	Solyc05g010660.3.1	AH005377-RA
OG0000371	Solyc09g007410.3.1, Solyc10g084280.2.1, Solyc10g086060.2.1	AH012790-RA, AH021968-RA
OG0000371	Solyc04g050050.3.1	AH015920-RA
OG0000372	Solyc03g111090.3.1	AH017178-RA
OG0000373	Solyc12g005610.2.1	AH017649-RA, AH016083-RA, AH007183-RA
OG0000373	Solyc07g054120.2.1, Solyc07g008630.1.1, Solyc07g008620.1.1, Solyc07g008640.2.1, Solyc07g020730.1.1, Solyc07g008590.1.1, Solyc07g008600.1.1	AH012081-RA, AH022667-RA, AH019512-RA, AH019479-RA, AH019486-RA, AH013537-RA, AH019693-RA, AH013540-RA, AH012079-RA
OG0000375	Solyc08g013680.3.1, Solyc08g083370.3.1, Solyc12g055830.2.1	AH011374-RA, AH018202-RA
OG0000375	Solyc02g085050.3.1	AH005764-RA
OG0000375	Solyc09g010380.3.1	AH021923-RA
OG0000377	Solyc01g099910.3.1	AH010530-RA, AH007629-RA
OG0000377	Solyc12g099430.2.1, Solyc01g066450.3.1, Solyc01g066457.1.1, Solyc05g054320.3.1, Solyc05g054330.3.1, Solyc05g054350.3.1	AH020202-RA, AH020203-RA
OG0000377	Solyc09g075300.3.1, Solyc06g009170.3.1	AH012949-RA
