Orthogroup	S_lycopersicum.proteins	D_spatulata.proteins
OG0000149	Solyc10g085630.2.1	Ds_00012034-RA
OG0000149	Solyc01g090700.3.1	Ds_00009210-RA
OG0000149	Solyc01g108790.2.1	Ds_00006233-RA
OG0000149	Solyc01g094090.3.1, Solyc01g108800.3.1, Solyc01g080930.3.1	Ds_00003858-RA
OG0000152	Solyc06g074780.1.1, Solyc06g074790.1.1	Ds_00014713-RA
OG0000152	Solyc06g005390.1.1, Solyc11g007920.1.1, Solyc05g055440.1.1, Solyc03g071620.1.1	Ds_00007505-RA
OG0000152	Solyc12g013510.1.1, Solyc02g038690.1.1, Solyc12g011455.1.1, Solyc11g007930.1.1, Solyc11g066430.1.1	Ds_00010065-RA, Ds_00010062-RA, Ds_00007502-RA
OG0000153	Solyc09g007290.3.1	Ds_00010298-RA
OG0000153	Solyc12g006120.2.1, Solyc07g065500.2.1	Ds_00005175-RA
OG0000153	Solyc12g027650.1.1	Ds_00014432-RA
OG0000154	Solyc01g100860.3.1	Ds_00014448-RA
OG0000154	Solyc02g092970.3.1	Ds_00009433-RA
OG0000155	Solyc04g011800.1.1, Solyc04g011810.1.1, Solyc04g011790.1.1, Solyc04g011870.1.1, Solyc04g011850.1.1, Solyc04g011830.1.1, Solyc04g011840.1.1, Solyc04g011780.1.1, Solyc04g011860.1.1, Solyc04g011820.1.1, Solyc05g051730.1.1, Solyc05g051720.1.1, Solyc04g011880.1.1, Solyc04g053110.1.1, Solyc00g028960.1.1	Ds_00014910-RA, Ds_00004721-RA
OG0000156	Solyc07g006750.3.1	Ds_00007972-RA
OG0000156	Solyc08g065910.1.1, Solyc12g008670.2.1	Ds_00003462-RA
OG0000156	Solyc11g069030.2.1, Solyc06g074920.2.1, Solyc06g074910.3.1, Solyc09g008250.3.1	Ds_00013706-RA, Ds_00008760-RA
OG0000157	Solyc10g007470.3.1	Ds_00011121-RA
OG0000157	Solyc03g116840.2.1	Ds_00000657-RA
OG0000157	Solyc10g080090.2.1, Solyc12g009640.1.1	Ds_00015738-RA, Ds_00009636-RA
OG0000159	Solyc10g005060.3.1	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA
OG0000159	Solyc06g060220.1.1	Ds_00007405-RA
OG0000159	Solyc03g080180.3.1	Ds_00004538-RA, Ds_00004525-RA, Ds_00004526-RA
OG0000160	Solyc04g082610.3.1	Ds_00007481-RA
OG0000160	Solyc02g082480.3.1	Ds_00013430-RA
OG0000162	Solyc02g086270.3.1	Ds_00008464-RA
OG0000162	Solyc05g008930.3.1	Ds_00006516-RA
OG0000162	Solyc05g009000.3.1, Solyc05g008940.3.1, Solyc05g008990.3.1, Solyc05g008970.1.1, Solyc05g008980.2.1, Solyc05g008950.3.1, Solyc05g008960.3.1, Solyc04g007400.3.1, Solyc04g007390.3.1, Solyc05g010530.3.1, Solyc05g009010.1.1	Ds_00005880-RA
OG0000163	Solyc06g008530.2.1	Ds_00001076-RA, Ds_00007815-RA
OG0000163	Solyc11g006220.2.1	Ds_00006949-RA
OG0000164	Solyc03g098280.3.1, Solyc06g072300.3.1	Ds_00016899-RA, Ds_00000385-RA
OG0000164	Solyc06g074730.3.1	Ds_00001238-RA
OG0000164	Solyc12g006790.2.1	Ds_00007283-RA
OG0000165	Solyc11g007790.1.1, Solyc10g076440.1.1, Solyc02g037540.2.1	Ds_00001766-RA
OG0000168	Solyc10g076940.2.1	Ds_00010005-RA
OG0000168	Solyc01g096740.3.1	Ds_00006112-RA
OG0000169	Solyc05g055870.3.1, Solyc04g050990.3.1, Solyc12g098200.2.1, Solyc12g044930.2.1, Solyc12g098190.2.1, Solyc05g053620.3.1, Solyc04g056735.1.1, Solyc04g056710.2.1, Solyc04g056680.2.1, Solyc12g096890.1.1	Ds_00004019-RA
OG0000170	Solyc06g005800.3.1, Solyc06g076430.3.1	Ds_00015508-RA
OG0000170	Solyc05g055060.3.1, Solyc09g090060.3.1, Solyc06g053630.3.1	Ds_00006258-RA, Ds_00006960-RA
OG0000171	Solyc08g066660.1.1, Solyc03g120840.2.1, Solyc06g066540.1.1	Ds_00014598-RA, Ds_00002404-RA, Ds_00000753-RA
OG0000172	Solyc09g030450.3.1	Ds_00015990-RA, Ds_00014297-RA
OG0000178	Solyc04g009080.1.1, Solyc04g025820.1.1, Solyc04g025850.1.1, Solyc04g009100.1.1, Solyc04g009155.1.1, Solyc07g039388.1.1, Solyc07g039390.1.1, Solyc04g025860.1.1, Solyc04g009090.1.1, Solyc04g009240.2.1, Solyc07g039410.3.1, Solyc04g009157.1.1, Solyc04g009690.2.1, Solyc04g009660.2.1, Solyc04g009290.1.1, Solyc04g009150.1.1, Solyc04g009250.1.1, Solyc04g009110.1.1, Solyc04g009130.3.1, Solyc04g009153.1.1, Solyc07g039420.1.1, Solyc04g025840.2.1, Solyc07g039400.2.1, Solyc04g009070.1.1, Solyc07g039440.1.1, Solyc04g026110.3.1, Solyc04g009120.2.1, Solyc04g009135.1.1, Solyc07g039386.1.1	Ds_00014079-RA
OG0000179	Solyc05g055980.3.1	Ds_00005952-RA
OG0000179	Solyc09g007080.3.1, Solyc10g084410.2.1	Ds_00010315-RA
OG0000179	Solyc02g083420.3.1, Solyc03g033340.3.1	Ds_00001438-RA, Ds_00013435-RA
OG0000180	Solyc07g042520.3.1	Ds_00016983-RA
OG0000181	Solyc11g012860.2.1, Solyc06g060320.3.1	Ds_00017542-RA
OG0000181	Solyc12g068070.2.1	Ds_00014418-RA
OG0000182	Solyc06g011350.3.1, Solyc11g069430.2.1, Solyc10g084120.2.1, Solyc09g007765.1.1, Solyc09g007770.2.1, Solyc09g007760.3.1	Ds_00010282-RA, Ds_00005977-RA
OG0000183	Solyc07g053670.3.1	Ds_00012303-RA, Ds_00001174-RA
OG0000184	Solyc03g005530.1.1, Solyc03g005537.1.1	Ds_00006448-RA
OG0000184	Solyc06g034200.1.1, Solyc09g066410.2.1	Ds_00014554-RA
OG0000185	Solyc09g082060.3.1	Ds_00003146-RA
OG0000185	Solyc08g014340.3.1	Ds_00003193-RA
OG0000185	Solyc01g097940.1.1	Ds_00006933-RA
OG0000186	Solyc05g023740.3.1	Ds_00004773-RA
OG0000187	Solyc03g019700.1.1, Solyc06g072070.2.1	Ds_00009726-RA
OG0000187	Solyc02g094210.1.1	Ds_00008057-RA
OG0000188	Solyc10g011960.2.1, Solyc05g049990.3.1	Ds_00001285-RA, Ds_00001284-RA, Ds_00015932-RA, Ds_00008381-RA
OG0000189	Solyc05g005830.3.1	Ds_00014158-RA
OG0000189	Solyc02g087060.3.1, Solyc02g087050.2.1	Ds_00003762-RA
OG0000191	Solyc07g065090.2.1	Ds_00002682-RA, Ds_00009564-RA, Ds_00017337-RA, Ds_00009562-RA, Ds_00007625-RA, Ds_00009563-RA, Ds_00000808-RA, Ds_00011024-RA
OG0000192	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1	Ds_00004978-RA, Ds_00009310-RA, Ds_00015642-RA
OG0000198	Solyc04g011440.4.1, Solyc11g066100.2.1	Ds_00010071-RA
OG0000198	Solyc07g005820.3.1, Solyc03g117630.1.1	Ds_00009858-RA
OG0000199	Solyc09g082530.2.1	Ds_00014671-RA
OG0000199	Solyc12g088950.2.1	Ds_00004356-RA
OG0000199	Solyc11g005150.2.1	Ds_00003361-RA
OG0000199	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1	Ds_00012859-RA, Ds_00014801-RA
OG0000200	Solyc03g033790.3.1, Solyc03g033840.3.1, Solyc03g033820.1.1, Solyc02g062550.3.1, Solyc10g079630.1.1	Ds_00016619-RA
OG0000200	Solyc04g080680.3.1, Solyc10g007280.3.1	Ds_00006108-RA, Ds_00006110-RA
OG0000200	Solyc03g033815.1.1	Ds_00009185-RA, Ds_00009184-RA, Ds_00009183-RA
OG0000201	Solyc05g055700.3.1	Ds_00016810-RA, Ds_00008360-RA
OG0000203	Solyc06g036070.3.1, Solyc03g025420.3.1	Ds_00003582-RA
OG0000206	Solyc01g014480.3.1, Solyc01g006650.2.1	Ds_00005530-RA
OG0000206	Solyc06g073720.2.1, Solyc06g073730.2.1, Solyc01g009170.3.1	Ds_00004104-RA, Ds_00004103-RA
OG0000206	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1	Ds_00007448-RA
OG0000207	Solyc09g066260.3.1, Solyc06g083930.2.1	Ds_00007817-RA, Ds_00001074-RA
OG0000207	Solyc01g098220.2.1	Ds_00000933-RA
OG0000207	Solyc01g091420.2.1	Ds_00001632-RA, Ds_00008813-RA
OG0000207	Solyc01g091400.3.1	Ds_00008814-RA
OG0000208	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1	Ds_00002325-RA, Ds_00002326-RA, Ds_00002327-RA
OG0000211	Solyc09g018020.3.1, Solyc05g052245.1.1, Solyc05g052250.3.1, Solyc06g049050.3.1	Ds_00012122-RA, Ds_00012463-RA, Ds_00012462-RA, Ds_00007175-RA, Ds_00000439-RA, Ds_00012459-RA
OG0000211	Solyc03g115890.3.1	Ds_00005345-RA
OG0000211	Solyc05g007830.3.1, Solyc01g010890.3.1, Solyc02g088100.3.1	Ds_00010559-RA
OG0000212	Solyc01g094400.3.1, Solyc10g017550.3.1	Ds_00012990-RA
OG0000213	Solyc02g080880.3.1, Solyc02g032940.3.1	Ds_00004488-RA
OG0000213	Solyc07g051850.3.1, Solyc01g101240.3.1, Solyc09g082760.3.1, Solyc03g005280.3.1, Solyc09g082930.1.1, Solyc03g005290.2.1	Ds_00009515-RA
OG0000214	Solyc02g066960.3.1, Solyc02g088750.2.1	Ds_00005326-RA
OG0000216	Solyc07g065080.4.1	Ds_00014036-RA
OG0000216	Solyc06g083070.3.1, Solyc09g056170.3.1	Ds_00006476-RA
OG0000216	Solyc07g049600.3.1, Solyc12g005920.2.1	Ds_00005269-RA
OG0000217	Solyc07g066550.3.1	Ds_00007309-RA, Ds_00007311-RA
OG0000218	Solyc01g005210.3.1	Ds_00009872-RA
OG0000218	Solyc08g076650.3.1	Ds_00005113-RA
OG0000219	Solyc07g020720.1.1, Solyc03g045080.2.1	Ds_00003099-RA, Ds_00007306-RA, Ds_00009965-RA, Ds_00007304-RA, Ds_00009970-RA
OG0000221	Solyc02g091520.3.1, Solyc02g063370.2.1	Ds_00005941-RA, Ds_00007739-RA
OG0000221	Solyc12g040800.2.1, Solyc06g068940.3.1, Solyc03g118710.3.1, Solyc03g118720.3.1	Ds_00016123-RA, Ds_00014147-RA
OG0000222	Solyc08g005280.2.1, Solyc08g076320.3.1	Ds_00011130-RA
OG0000222	Solyc01g067520.3.1, Solyc10g074620.2.1	Ds_00015918-RA
OG0000222	Solyc09g075550.3.1	Ds_00000960-RA
OG0000224	Solyc02g078320.2.1	Ds_00015113-RA
OG0000224	Solyc07g054080.2.1, Solyc12g010670.1.1, Solyc10g008410.1.1, Solyc10g008400.1.1	Ds_00001155-RA, Ds_00017987-RA
OG0000227	Solyc04g011520.3.1	Ds_00010370-RA, Ds_00015277-RA, Ds_00008521-RA, Ds_00015271-RA, Ds_00012771-RA
OG0000229	Solyc01g109860.3.1, Solyc11g040280.2.1, Solyc10g053900.2.1	Ds_00007857-RA
OG0000230	Solyc04g081440.3.1	Ds_00002554-RA
OG0000230	Solyc06g065210.4.1, Solyc11g020610.3.1	Ds_00002902-RA, Ds_00005465-RA
OG0000231	Solyc07g006500.3.1	Ds_00016273-RA
OG0000231	Solyc04g025940.3.1, Solyc05g005750.3.1	Ds_00015462-RA
OG0000235	Solyc03g063280.3.1	Ds_00014038-RA
OG0000235	Solyc01g073960.3.1, Solyc06g009900.2.1, Solyc10g044960.2.1	Ds_00017558-RA
OG0000236	Solyc06g051620.3.1, Solyc05g052760.3.1	Ds_00015612-RA
OG0000236	Solyc06g082000.3.1	Ds_00008273-RA
OG0000236	Solyc03g096070.3.1, Solyc06g051630.4.1	Ds_00015613-RA
OG0000240	Solyc10g083670.2.1, Solyc05g055410.2.1	Ds_00005490-RA
OG0000240	Solyc10g083675.1.1	Ds_00002050-RA
OG0000240	Solyc11g066820.2.1, Solyc06g074630.3.1	Ds_00008338-RA
OG0000241	Solyc08g077940.2.1, Solyc06g060960.2.1	Ds_00015289-RA, Ds_00005132-RA
OG0000241	Solyc03g093700.2.1, Solyc03g093710.1.1, Solyc03g093760.1.1, Solyc06g017863.1.1, Solyc03g093715.1.1, Solyc03g093770.1.1, Solyc03g093730.1.1, Solyc06g017870.1.1, Solyc06g017867.1.1	Ds_00009206-RA
OG0000245	Solyc10g086000.2.1	Ds_00010310-RA
OG0000247	Solyc09g074850.3.1, Solyc06g009040.3.1, Solyc06g009020.2.1	Ds_00003230-RA, Ds_00004686-RA, Ds_00001094-RA
OG0000248	Solyc08g062220.3.1	Ds_00009307-RA, Ds_00009308-RA
OG0000250	Solyc01g101000.3.1	Ds_00003938-RA, Ds_00014446-RA
OG0000250	Solyc01g091620.3.1, Solyc05g051050.3.1	Ds_00004610-RA, Ds_00016483-RA
OG0000251	Solyc12g013920.2.1, Solyc07g062880.3.1	Ds_00013459-RA
OG0000251	Solyc03g096130.2.1, Solyc03g096260.2.1, Solyc03g096250.3.1	Ds_00006599-RA
OG0000252	Solyc09g008020.3.1	Ds_00017779-RA
OG0000252	Solyc04g024710.3.1	Ds_00006002-RA
OG0000254	Solyc06g071560.3.1	Ds_00002367-RA, Ds_00000795-RA, Ds_00016930-RA
OG0000256	Solyc03g025770.3.1, Solyc03g025760.3.1	Ds_00012988-RA
OG0000256	Solyc01g094390.2.1	Ds_00016497-RA
OG0000257	Solyc05g005490.3.1	Ds_00009045-RA
OG0000257	Solyc02g067750.3.1	Ds_00009046-RA
OG0000257	Solyc02g086820.3.1	Ds_00001881-RA
OG0000262	Solyc01g099520.3.1, Solyc09g074890.1.1	Ds_00003887-RA
OG0000262	Solyc12g005460.1.1	Ds_00009337-RA, Ds_00002158-RA, Ds_00007580-RA
OG0000263	Solyc08g005440.3.1	Ds_00007557-RA, Ds_00014080-RA
OG0000264	Solyc02g071730.3.1	Ds_00004404-RA
OG0000265	Solyc12g088000.2.1, Solyc12g096240.2.1, Solyc10g007110.3.1	Ds_00001790-RA
OG0000265	Solyc07g053720.3.1, Solyc07g053710.3.1	Ds_00001172-RA
OG0000266	Solyc03g031760.3.1, Solyc10g005330.3.1, Solyc02g080260.3.1	Ds_00010221-RA, Ds_00017447-RA
OG0000267	Solyc07g039510.3.1, Solyc05g014110.3.1, Solyc05g018770.2.1, Solyc07g039530.1.1, Solyc07g039525.1.1, Solyc07g039520.1.1	Ds_00016004-RA
OG0000268	Solyc07g008260.3.1	Ds_00007255-RA
OG0000268	Solyc03g116640.3.1, Solyc06g009695.1.1	Ds_00000669-RA
OG0000269	Solyc08g066200.3.1, Solyc12g095890.2.1	Ds_00009079-RA
OG0000270	Solyc06g064620.3.1, Solyc03g121680.2.1	Ds_00013290-RA
OG0000271	Solyc06g071350.3.1, Solyc03g114060.3.1	Ds_00011411-RA, Ds_00011409-RA
OG0000276	Solyc04g081120.1.1, Solyc04g081130.1.1, Solyc04g081110.1.1, Solyc04g081140.1.1, Solyc12g089250.1.1	Ds_00000122-RA
OG0000276	Solyc04g005780.1.1, Solyc05g007010.2.1	Ds_00015826-RA
OG0000276	Solyc07g006660.1.1	Ds_00006180-RA
OG0000276	Solyc07g021020.3.1	Ds_00014383-RA
OG0000277	Solyc06g074360.3.1	Ds_00001265-RA
OG0000277	Solyc04g074320.2.1	Ds_00001588-RA
OG0000277	Solyc05g009770.2.1	Ds_00009985-RA, Ds_00008597-RA
OG0000277	Solyc03g059270.3.1	Ds_00013965-RA
OG0000278	Solyc06g064660.3.1, Solyc11g045610.2.1	Ds_00011940-RA
OG0000278	Solyc07g063130.3.1	Ds_00002166-RA
OG0000279	Solyc06g053300.3.1, Solyc03g082395.1.1, Solyc03g082390.3.1, Solyc03g082400.3.1	Ds_00007694-RA, Ds_00005605-RA, Ds_00004534-RA
OG0000280	Solyc01g009820.3.1	Ds_00010589-RA
OG0000280	Solyc02g094410.3.1	Ds_00014355-RA
OG0000285	Solyc04g082830.3.1, Solyc12g095750.2.1	Ds_00003048-RA
OG0000286	Solyc01g080960.3.1, Solyc08g077010.1.1	Ds_00008101-RA
OG0000287	Solyc07g040990.3.1, Solyc08g062640.3.1	Ds_00016016-RA, Ds_00008874-RA
OG0000287	Solyc12g096020.2.1, Solyc08g062650.2.1	Ds_00003445-RA
OG0000288	Solyc07g027025.1.1	Ds_00000200-RA
OG0000289	Solyc10g081260.2.1	Ds_00010809-RA
OG0000290	Solyc02g087530.1.1, Solyc02g087540.2.1	Ds_00014989-RA
OG0000291	Solyc05g007490.3.1, Solyc03g078060.3.1, Solyc01g010870.3.1	Ds_00010576-RA
OG0000291	Solyc03g116150.3.1, Solyc06g069870.3.1	Ds_00012421-RA, Ds_00012419-RA
OG0000291	Solyc08g077240.3.1	Ds_00004904-RA
OG0000292	Solyc04g010110.3.1	Ds_00013450-RA, Ds_00008121-RA
OG0000293	Solyc09g008280.2.1, Solyc10g083970.1.1	Ds_00002024-RA, Ds_00013705-RA
OG0000293	Solyc12g099000.2.1, Solyc01g101060.3.1	Ds_00014444-RA, Ds_00003940-RA
OG0000294	Solyc04g050070.2.1, Solyc05g055940.3.1	Ds_00006252-RA, Ds_00006973-RA
OG0000295	Solyc10g080700.2.1	Ds_00007144-RA
OG0000295	Solyc12g100310.2.1, Solyc01g006120.3.1	Ds_00005521-RA
OG0000295	Solyc12g095830.2.1, Solyc11g070170.2.1	Ds_00003456-RA
OG0000296	Solyc06g084330.3.1, Solyc09g064810.3.1	Ds_00017519-RA, Ds_00001817-RA
OG0000296	Solyc02g036260.3.1, Solyc02g036210.1.1, Solyc02g081030.3.1	Ds_00004478-RA
OG0000296	Solyc07g048110.3.1	Ds_00012248-RA
OG0000297	Solyc01g028805.1.1	Ds_00006068-RA
OG0000297	Solyc05g021390.3.1, Solyc07g042880.1.1	Ds_00002561-RA
OG0000298	Solyc10g005550.2.1	Ds_00012811-RA
OG0000298	Solyc05g051550.2.1, Solyc04g056310.3.1	Ds_00012836-RA
OG0000298	Solyc08g076700.1.1, Solyc08g076710.3.1	Ds_00012069-RA, Ds_00007294-RA, Ds_00013510-RA
OG0000299	Solyc05g046000.3.1, Solyc12g005790.2.1, Solyc08g075830.3.1	Ds_00009227-RA, Ds_00003147-RA
OG0000300	Solyc01g006560.3.1, Solyc12g011040.2.1	Ds_00005528-RA, Ds_00001934-RA, Ds_00006100-RA
OG0000301	Solyc11g072590.2.1, Solyc06g005190.3.1	Ds_00014589-RA
OG0000302	Solyc02g089320.3.1, Solyc02g065700.3.1	Ds_00012373-RA, Ds_00011067-RA
OG0000302	Solyc03g034270.3.1, Solyc02g086220.3.1	Ds_00006710-RA
OG0000302	Solyc03g111770.3.1	Ds_00003824-RA
OG0000302	Solyc02g067925.1.1	Ds_00001976-RA
OG0000303	Solyc05g006540.3.1	Ds_00008984-RA
OG0000303	Solyc02g087360.3.1, Solyc02g067570.3.1	Ds_00008507-RA, Ds_00012101-RA
OG0000304	Solyc04g057787.1.1, Solyc09g058977.1.1, Solyc03g078515.1.1, Solyc05g042128.1.1, Solyc08g065947.1.1, Solyc08g041665.1.1, Solyc11g020153.1.1, Solyc08g041663.1.1, Solyc10g080397.1.1, Solyc11g050938.1.1, Solyc07g032493.1.1, Solyc11g017073.1.1, Solyc08g062625.1.1, Solyc04g054157.1.1, Solyc07g044895.1.1, Solyc06g053635.1.1, Solyc05g014656.1.1, Solyc08g061105.1.1, Solyc08g065943.1.1, Solyc12g015865.1.1, Solyc01g010937.1.1, Solyc08g061323.1.1, Solyc05g042126.1.1, Solyc05g014658.1.1, Solyc08g061107.1.1, Solyc07g032497.1.1, Solyc04g051427.1.1, Solyc11g040105.1.1, Solyc08g065265.1.1, Solyc05g015847.1.1, Solyc06g051835.1.1, Solyc09g064365.1.1, Solyc09g056185.1.1, Solyc12g010233.1.1, Solyc09g074185.1.1, Solyc04g051283.1.1, Solyc11g040177.1.1, Solyc10g012005.1.1, Solyc04g049185.1.1, Solyc12g062223.1.1, Solyc05g018525.1.1, Solyc00g007225.1.1, Solyc04g054385.1.1, Solyc08g062623.1.1, Solyc04g051423.1.1, Solyc05g042124.1.1, Solyc08g061103.1.1, Solyc09g072725.1.1	Ds_00017798-RA, Ds_00006592-RA, Ds_00005766-RA, Ds_00014352-RA, Ds_00002647-RA
OG0000308	Solyc04g016470.3.1, Solyc10g079860.2.1	Ds_00009977-RA
OG0000309	Solyc11g010990.2.1, Solyc11g010980.2.1, Solyc11g010960.2.1, Solyc11g011340.2.1, Solyc11g011330.2.1	Ds_00011241-RA
OG0000311	Solyc10g079320.2.1, Solyc04g016190.1.1, Solyc10g079980.1.1, Solyc10g079330.1.1	Ds_00010988-RA
OG0000313	Solyc10g049280.2.1, Solyc01g106920.3.1	Ds_00014371-RA
OG0000313	Solyc05g006020.3.1	Ds_00015470-RA
OG0000313	Solyc12g026430.2.1, Solyc03g114030.3.1, Solyc06g071330.3.1	Ds_00011412-RA, Ds_00003755-RA
OG0000314	Solyc10g082020.2.1	Ds_00015566-RA
OG0000314	Solyc09g007830.3.1, Solyc10g084150.2.1	Ds_00008768-RA, Ds_00010276-RA
OG0000315	Solyc07g049670.3.1	Ds_00003348-RA, Ds_00003347-RA
OG0000315	Solyc11g020640.2.1, Solyc08g005760.1.1, Solyc05g015810.2.1, Solyc08g005770.3.1, Solyc05g015800.3.1, Solyc05g015795.1.1, Solyc08g005750.2.1, Solyc08g005755.1.1	Ds_00009504-RA
OG0000316	Solyc07g008940.3.1	Ds_00009824-RA, Ds_00007937-RA
OG0000317	Solyc07g008040.3.1	Ds_00007242-RA, Ds_00009632-RA
OG0000318	Solyc11g072940.2.1, Solyc06g075590.3.1	Ds_00007027-RA
OG0000319	Solyc05g007810.3.1	Ds_00006895-RA
OG0000321	Solyc06g082210.1.1	Ds_00010037-RA
OG0000321	Solyc06g083860.2.1	Ds_00014160-RA, Ds_00007828-RA
OG0000322	Solyc09g075060.3.1, Solyc09g075070.3.1	Ds_00011797-RA
OG0000323	Solyc09g061710.3.1	Ds_00006563-RA
OG0000323	Solyc04g071690.3.1, Solyc04g081880.3.1	Ds_00014812-RA, Ds_00015051-RA
OG0000324	Solyc09g055950.1.1	Ds_00016941-RA
OG0000324	Solyc12g027550.1.1	Ds_00016942-RA
OG0000324	Solyc01g056470.1.1	Ds_00002750-RA
OG0000324	Solyc05g021190.2.1, Solyc07g008990.1.1, Solyc09g031730.1.1	Ds_00002748-RA
OG0000325	Solyc05g013450.3.1, Solyc05g013470.3.1, Solyc05g013460.3.1, Solyc07g008410.3.1, Solyc12g019330.2.1, Solyc12g019320.2.1	Ds_00003081-RA, Ds_00017068-RA
OG0000326	Solyc02g084670.3.1	Ds_00013206-RA
OG0000326	Solyc05g056580.3.1	Ds_00003958-RA, Ds_00003708-RA
OG0000327	Solyc12g088790.2.1, Solyc04g078790.3.1	Ds_00000569-RA
OG0000327	Solyc11g005780.2.1	Ds_00003627-RA, Ds_00010932-RA
OG0000327	Solyc06g062460.3.1, Solyc03g121240.1.1	Ds_00002360-RA
OG0000327	Solyc03g044460.1.1, Solyc02g090950.1.1	Ds_00006770-RA
OG0000328	Solyc12g015655.1.1	Ds_00014943-RA
OG0000329	Solyc12g044310.2.1, Solyc03g120560.3.1, Solyc03g120550.2.1, Solyc03g120590.3.1, Solyc03g120570.3.1	Ds_00016932-RA
OG0000330	Solyc08g066670.3.1, Solyc08g066680.3.1	Ds_00007533-RA
OG0000331	Solyc06g072860.2.1, Solyc06g072870.1.1, Solyc06g072880.2.1, Solyc10g083860.2.1, Solyc12g042620.1.1, Solyc12g042600.2.1, Solyc12g042605.1.1, Solyc10g085870.1.1, Solyc10g085880.1.1	Ds_00008749-RA, Ds_00013684-RA
OG0000332	Solyc06g010110.1.1, Solyc06g010100.2.1	Ds_00007759-RA, Ds_00008518-RA
OG0000335	Solyc05g009660.3.1	Ds_00006490-RA, Ds_00008589-RA
OG0000335	Solyc11g064953.1.1, Solyc10g080770.2.1	Ds_00005765-RA
OG0000336	Solyc08g080020.1.1, Solyc11g007050.1.1	Ds_00017897-RA, Ds_00005025-RA
OG0000337	Solyc02g071430.3.1, Solyc02g071400.3.1, Solyc02g071360.3.1, Solyc02g071380.2.1	Ds_00004397-RA
OG0000338	Solyc10g080920.2.1, Solyc04g080500.3.1, Solyc12g089190.1.1, Solyc04g080435.1.1	Ds_00016605-RA, Ds_00006734-RA
OG0000338	Solyc05g014570.1.1, Solyc12g089170.2.1	Ds_00009783-RA
OG0000338	Solyc01g109690.1.1	Ds_00007862-RA
OG0000339	Solyc04g072570.3.1	Ds_00001519-RA
OG0000339	Solyc01g104970.3.1, Solyc10g047140.2.1	Ds_00000284-RA
OG0000340	Solyc10g076845.1.1, Solyc10g076840.2.1, Solyc10g086780.2.1	Ds_00013796-RA
OG0000341	Solyc02g014330.1.1, Solyc07g026970.1.1, Solyc05g019990.1.1, Solyc06g034063.1.1, Solyc11g031990.1.1, Solyc10g054260.1.1, Solyc10g054210.1.1, Solyc10g050390.1.1, Solyc02g014420.1.1, Solyc10g054190.1.1, Solyc04g049030.1.1, Solyc10g054150.1.1, Solyc01g057710.1.1, Solyc02g055510.1.1, Solyc01g058367.1.1, Solyc01g058370.1.1, Solyc04g049040.1.1, Solyc05g018470.1.1, Solyc05g018453.1.1, Solyc09g042263.1.1, Solyc09g042270.1.1, Solyc12g038210.1.1, Solyc05g016010.1.1, Solyc10g050280.1.1, Solyc05g024150.1.1, Solyc10g074410.1.1, Solyc04g024410.1.1, Solyc10g050290.1.1, Solyc10g050380.1.1, Solyc10g050340.1.1, Solyc09g061220.1.1, Solyc11g032000.1.1, Solyc11g044593.1.1, Solyc08g028820.1.1	Ds_00010863-RA, Ds_00012900-RA
OG0000341	Solyc06g011640.1.1, Solyc10g054140.1.1, Solyc10g054180.1.1	Ds_00008660-RA
OG0000342	Solyc12g008430.2.1, Solyc05g050120.3.1	Ds_00009078-RA
OG0000342	Solyc03g120990.3.1, Solyc12g044600.3.1	Ds_00000765-RA
OG0000343	Solyc11g005130.2.1	Ds_00010877-RA
OG0000344	Solyc03g078710.2.1, Solyc00g006480.1.1, Solyc00g006560.1.1, Solyc03g083650.3.1, Solyc02g091370.2.1, Solyc02g091350.3.1, Solyc05g052870.3.1, Solyc03g078720.3.1, Solyc03g078770.3.1, Solyc03g078800.2.1	Ds_00008752-RA
OG0000345	Solyc12g015700.2.1, Solyc10g005950.3.1	Ds_00001691-RA
OG0000345	Solyc05g016690.3.1, Solyc05g016622.1.1	Ds_00011179-RA
OG0000346	Solyc05g014760.3.1	Ds_00010753-RA
OG0000347	Solyc01g009400.3.1, Solyc01g009410.3.1	Ds_00001258-RA
OG0000348	Solyc02g070090.1.1	Ds_00000882-RA
OG0000348	Solyc02g081220.2.1	Ds_00004257-RA
OG0000349	Solyc04g008480.2.1	Ds_00005441-RA
OG0000349	Solyc09g005030.2.1, Solyc10g076460.2.1	Ds_00008696-RA
OG0000349	Solyc02g080860.2.1	Ds_00015379-RA
OG0000350	Solyc01g107830.3.1, Solyc01g107810.2.1, Solyc01g107820.2.1, Solyc01g107853.1.1	Ds_00000555-RA, Ds_00000290-RA, Ds_00017039-RA
OG0000351	Solyc11g013490.2.1	Ds_00013667-RA
