Orthogroup	S_lycopersicum.proteins	A_thaliana.proteins
OG0000112	Solyc04g050840.1.1, Solyc02g011930.1.1, Solyc04g039760.2.1, Solyc09g031840.1.1, Solyc03g080130.1.1, Solyc08g045620.1.1, Solyc10g018980.2.1, Solyc04g050850.2.1, Solyc04g024540.1.1	ATCG00860.1, ATCG01280.1
OG0000113	Solyc01g090970.3.1	AT4G00165.1, AT4G00165.2
OG0000113	Solyc08g078920.2.1, Solyc08g079230.1.1, Solyc08g079190.1.1, Solyc08g079200.1.1, Solyc08g078870.2.1, Solyc06g060640.1.1, Solyc08g005960.2.1, Solyc08g074480.1.1	AT2G45180.1
OG0000113	Solyc08g078930.1.1, Solyc08g078910.1.1	AT1G62510.1, AT1G12090.1, AT4G12520.1, AT4G12510.1
OG0000113	Solyc08g078940.1.1, Solyc08g078890.2.1	AT1G12100.1
OG0000114	Solyc02g079580.3.1, Solyc03g006720.1.1, Solyc03g006730.2.1	AT1G11350.1, AT1G11330.3, AT1G11330.2, AT1G11330.1, AT1G11300.2, AT1G11300.1, AT1G11303.1
OG0000114	Solyc10g005440.2.1, Solyc02g079570.3.1	AT4G21390.2, AT4G21390.1, AT1G61610.2, AT1G61610.1
OG0000115	Solyc10g078200.1.1, Solyc12g042390.1.1, Solyc12g094540.1.1	AT5G48350.1, AT3G62320.1
OG0000115	Solyc08g078620.1.1, Solyc08g007350.2.1	AT3G12420.1, AT3G12410.1, AT3G12430.1, AT3G12460.1, AT3G12440.1, AT2G36110.1, AT3G12470.1
OG0000116	Solyc11g066160.1.1	AT1G07820.1
OG0000116	Solyc11g072840.1.1, Solyc04g011390.1.1, Solyc05g054610.1.1, Solyc06g075960.1.1, Solyc06g005420.1.1, Solyc06g005430.1.1, Solyc06g075930.1.1, Solyc06g075830.2.1, Solyc06g072240.1.1, Solyc11g072860.2.1	AT1G07660.1
OG0000117	Solyc09g005500.3.1, Solyc05g046210.2.1, Solyc05g046150.3.1, Solyc05g046145.1.1, Solyc05g046205.1.1, Solyc04g007795.1.1, Solyc05g046220.1.1, Solyc05g046160.1.1, Solyc04g007830.3.1, Solyc04g007825.1.1, Solyc05g046140.3.1, Solyc00g322635.1.1	AT1G70850.3, AT1G70850.1, AT1G70830.1, AT1G70830.4, AT1G70830.2, AT1G70850.2, AT1G70830.3, AT1G70830.5, AT1G70860.1, AT1G70880.1, AT1G70890.1, AT1G70840.1, AT1G23130.1, AT1G35310.1, AT1G35260.1, AT5G28010.1, AT5G28010.2, AT5G28000.1
OG0000118	Solyc07g066080.3.1	AT3G08690.1, AT3G08690.2, AT5G56150.1
OG0000118	Solyc08g008220.3.1, Solyc05g050230.3.1	AT5G53300.4, AT5G53300.2, AT5G53300.1, AT4G27960.1
OG0000118	Solyc02g083570.3.1	AT2G16740.1
OG0000119	Solyc10g008450.1.1, Solyc01g067010.3.1, Solyc09g091690.1.1, Solyc01g067030.2.1, Solyc00g016490.1.1, Solyc00g014960.1.1, Solyc00g018770.1.1	AT3G23880.1
OG0000119	Solyc01g008660.3.1	AT4G22390.1, AT4G22390.2, AT4G12560.1, AT4G12560.3, AT4G12560.2
OG0000120	Solyc10g080420.2.1, Solyc10g080430.1.1, Solyc10g078680.2.1	AT3G57880.4, AT3G57880.1, AT3G57880.2, AT3G57880.3, AT1G51570.1
OG0000120	Solyc03g077920.1.1	AT5G06850.1
OG0000120	Solyc08g008020.1.1	AT4G11610.2, AT4G11610.1, AT4G11610.3
OG0000121	Solyc01g097000.3.1	AT5G04885.3, AT5G04885.1, AT5G04885.2
OG0000121	Solyc06g073740.3.1, Solyc06g073760.3.1, Solyc06g073750.3.1, Solyc11g071640.2.1	AT5G20950.1, AT5G20950.2, AT5G20950.3, AT5G20940.1
OG0000122	Solyc09g015300.1.1, Solyc01g017300.1.1, Solyc09g018800.2.1, Solyc09g015290.1.1, Solyc10g017890.1.1, Solyc02g020960.2.1, Solyc01g017310.1.1, Solyc06g009940.1.1, Solyc01g017320.1.1	ATCG00350.1
OG0000124	Solyc10g050880.1.1, Solyc01g108530.3.1, Solyc01g108520.2.1, Solyc01g108540.3.1, Solyc01g108570.3.1, Solyc01g108560.4.1, Solyc01g108580.3.1	AT3G48700.1, AT3G48690.1, AT2G03550.1, AT1G19190.1
OG0000124	Solyc04g079190.3.1	AT1G47480.1
OG0000125	Solyc09g074230.3.1	AT2G48020.4, AT2G48020.3, AT2G48020.1, AT2G48020.2
OG0000125	Solyc01g098560.3.1, Solyc02g005180.3.1, Solyc01g098490.3.1, Solyc01g098500.3.1	AT1G54730.2, AT1G54730.10, AT1G54730.6, AT1G54730.11, AT1G54730.7, AT1G54730.9, AT1G54730.8, AT1G54730.3, AT1G54730.4, AT1G54730.5, AT1G54730.1
OG0000125	Solyc01g080680.3.1	AT5G18840.1
OG0000127	Solyc09g074530.3.1	AT2G39060.1
OG0000127	Solyc03g097560.3.1, Solyc06g072630.3.1, Solyc03g097870.3.1, Solyc03g097590.3.1, Solyc03g097600.3.1, Solyc03g097570.3.1, Solyc03g097585.1.1, Solyc06g072620.3.1, Solyc03g097580.3.1, Solyc03g097610.3.1, Solyc06g072640.1.1	AT5G50790.1
OG0000127	Solyc03g097620.1.1	AT3G48740.1, AT5G23660.1
OG0000127	Solyc05g024260.3.1	AT5G13170.1
OG0000128	Solyc12g035450.2.1, Solyc12g035460.2.1, Solyc12g006520.2.1, Solyc12g006510.2.1, Solyc12g006530.2.1	AT1G78950.2, AT1G78950.1, AT1G78955.5, AT1G78955.4, AT1G78955.2, AT1G78955.3, AT1G78955.1, AT1G66960.3, AT1G66960.4, AT1G66960.2, AT1G66960.1, AT1G78960.5, AT1G78960.2, AT1G78960.3, AT1G78960.1, AT1G78960.4, AT1G78970.2, AT1G78970.1, AT1G78970.3
OG0000129	Solyc08g006500.3.1, Solyc06g063210.3.1, Solyc06g063180.2.1, Solyc06g063200.2.1, Solyc06g063170.3.1, Solyc06g063190.3.1	AT5G11210.8, AT5G11210.6, AT5G11210.7, AT5G11210.3, AT5G11210.10, AT5G11210.2, AT5G11210.4, AT5G11210.5, AT5G11210.1, AT5G11210.9, AT5G11210.11, AT5G11180.1, AT5G11180.2, AT2G24720.1, AT2G24710.1, AT2G24710.3, AT2G24710.2, AT5G27100.1, AT4G31710.2, AT4G31710.1, AT2G29100.2, AT2G29100.1, AT2G29110.1, AT2G29110.2, AT2G29120.1
OG0000131	Solyc07g041720.1.1	AT1G72610.1, AT5G20630.1
OG0000135	Solyc04g049400.3.1	AT1G78940.1, AT1G78940.3, AT1G78940.2, AT1G16760.2, AT1G16760.1
OG0000135	Solyc08g069180.3.1	AT4G31230.2, AT4G31230.1, AT2G24370.1
OG0000135	Solyc05g047550.3.1	AT2G07020.1, AT5G35380.1
OG0000136	Solyc03g114070.3.1	AT5G62880.2, AT3G48040.2, AT5G62880.1, AT3G48040.1
OG0000136	Solyc02g077400.3.1	AT5G45970.1
OG0000136	Solyc01g111560.3.1	AT4G35020.2, AT4G35020.1, AT4G35020.3
OG0000136	Solyc02g083580.4.1, Solyc03g033420.3.1, Solyc02g062020.3.1	AT3G51300.1, AT4G35950.1, AT2G17800.1, AT2G17800.2
OG0000138	Solyc02g065570.1.1	AT1G67265.1, AT5G16023.1, AT3G02493.1
OG0000138	Solyc06g076320.1.1, Solyc06g005610.1.1	AT2G29125.1
OG0000139	Solyc06g076550.3.1	AT3G46680.1, AT3G46650.1, AT3G46720.1, AT3G46700.1, AT3G46690.1, AT5G59590.1, AT5G59580.1, AT5G37950.1, AT5G37950.2, AT5G38010.1, AT5G38040.1, AT3G46660.1, AT3G46670.1
OG0000139	Solyc03g078790.1.1, Solyc03g078780.2.1, Solyc03g078810.3.1	AT3G55710.1, AT3G55700.1
OG0000143	Solyc04g074340.3.1, Solyc04g074330.3.1, Solyc04g074390.3.1, Solyc04g074380.3.1, Solyc04g074350.3.1, Solyc04g074360.2.1, Solyc12g057060.2.1, Solyc12g057080.2.1, Solyc12g057070.2.1	AT1G22370.2, AT1G22370.1, AT1G22380.1, AT1G22400.1, AT1G22360.2, AT1G22360.1, AT1G22340.1
OG0000144	Solyc01g103940.3.1	AT1G60940.1, AT1G60940.2, AT1G10940.2, AT1G10940.1
OG0000144	Solyc04g074500.3.1	AT1G78290.3, AT1G78290.2
OG0000144	Solyc04g012160.3.1, Solyc11g010130.2.1	AT4G40010.1
OG0000145	Solyc01g094210.2.1, Solyc01g099560.3.1, Solyc01g094240.3.1, Solyc01g094250.3.1, Solyc01g094260.3.1, Solyc01g094270.3.1, Solyc10g017570.3.1, Solyc01g094220.3.1	AT2G24190.2, AT2G24190.1, AT3G61220.3, AT3G61220.2, AT3G61220.1, AT1G01800.1, AT1G01800.2
OG0000146	Solyc09g015020.1.1, Solyc09g015000.3.1	AT1G53540.1, AT3G46230.1, AT5G59720.1
OG0000146	Solyc06g076560.2.1, Solyc06g076520.1.1, Solyc06g076540.1.1, Solyc06g076570.3.1	AT2G29500.1
OG0000147	Solyc05g013650.2.1, Solyc05g013660.3.1	AT3G27470.3, AT3G27470.2, AT3G27470.5, AT3G27470.4, AT3G27470.1, AT1G67850.2, AT1G67850.1, AT1G67850.6, AT1G67850.7, AT1G67850.3, AT1G67850.5, AT1G67850.4
OG0000147	Solyc02g093480.3.1	AT3G26440.4
OG0000147	Solyc06g075110.3.1, Solyc11g069550.1.1, Solyc06g010170.3.1	AT2G28310.3, AT2G28310.2, AT2G28310.1, AT1G08040.1, AT1G08040.2, AT1G08040.4, AT1G08040.3
OG0000148	Solyc04g011640.3.1, Solyc01g100200.3.1	AT3G46600.2, AT3G46600.3, AT3G46600.1, AT5G59450.1
OG0000148	Solyc06g076280.2.1	AT1G07530.1, AT2G29060.1, AT2G29060.2
OG0000148	Solyc10g086530.1.1, Solyc09g010920.1.1	AT2G37650.1, AT2G37650.2
OG0000149	Solyc10g085630.2.1	AT4G31810.1
OG0000149	Solyc01g094090.3.1, Solyc01g108800.3.1, Solyc01g080930.3.1	AT2G30660.1, AT2G30660.2, AT2G30650.2, AT2G30650.1, AT5G65940.2, AT5G65940.3, AT5G65940.1, AT5G65940.4
OG0000149	Solyc06g054520.1.1	AT3G60510.3, AT3G60510.1, AT3G60510.2
OG0000152	Solyc06g005390.1.1	AT5G59910.1, AT3G45980.1, AT3G46030.1
OG0000152	Solyc05g055440.1.1, Solyc03g071620.1.1	AT2G28720.1
OG0000153	Solyc09g007290.3.1	AT3G53340.4, AT3G53340.3, AT3G53340.2, AT2G37060.3, AT2G37060.1, AT2G37060.2, AT3G53340.5, AT3G53340.1
OG0000153	Solyc12g006120.2.1	AT4G14540.1
OG0000153	Solyc12g027650.1.1	AT2G13570.1
OG0000154	Solyc01g100860.3.1	AT2G47170.1, AT2G47170.3, AT2G47170.2
OG0000154	Solyc02g092970.3.1	AT3G62290.2, AT3G62290.3, AT3G62290.1
OG0000155	Solyc04g011800.1.1, Solyc04g011810.1.1, Solyc04g011790.1.1, Solyc04g011870.1.1, Solyc04g011850.1.1, Solyc04g011830.1.1, Solyc04g011840.1.1, Solyc04g011780.1.1, Solyc04g011860.1.1, Solyc04g011820.1.1, Solyc05g051730.1.1, Solyc05g051720.1.1, Solyc04g011880.1.1, Solyc04g053110.1.1, Solyc00g028960.1.1	AT3G62930.1, AT1G03020.1
OG0000155	Solyc06g054570.1.1, Solyc01g067460.2.1	AT5G18600.1, AT4G15670.1, AT4G15660.1, AT4G15680.1, AT4G15690.1, AT4G15700.1
OG0000156	Solyc04g077260.3.1, Solyc02g091980.2.1	AT5G65790.1, AT3G49690.1
OG0000156	Solyc07g006750.3.1	AT5G57620.1
OG0000156	Solyc08g065910.1.1, Solyc12g008670.2.1	AT2G36890.1, AT2G36890.2
OG0000157	Solyc10g080090.2.1, Solyc12g009640.1.1	AT3G42170.1, AT3G42170.2
OG0000159	Solyc03g080180.3.1	AT5G54160.1
OG0000160	Solyc04g082610.3.1	AT1G42540.4, AT1G42540.1, AT1G42540.2
OG0000160	Solyc02g082480.3.1	AT3G51480.4, AT3G51480.1, AT3G51480.2, AT3G51480.3
OG0000161	Solyc03g043710.1.1	AT5G65600.1, AT5G10530.1
OG0000162	Solyc03g119240.3.1, Solyc12g036325.1.1	AT1G18390.2, AT1G18390.1
OG0000162	Solyc02g086270.3.1	AT1G66880.1, AT1G66880.2, AT1G66880.3, AT5G38210.3, AT5G38210.2, AT5G38210.1
OG0000162	Solyc05g009000.3.1, Solyc05g008940.3.1, Solyc05g008990.3.1, Solyc05g008970.1.1, Solyc05g008980.2.1, Solyc05g008950.3.1, Solyc05g008960.3.1, Solyc04g007400.3.1, Solyc04g007390.3.1, Solyc05g010530.3.1, Solyc05g009010.1.1	AT1G25390.2, AT1G25390.1
OG0000163	Solyc06g083960.2.1, Solyc07g041150.3.1	AT3G58160.3, AT3G58160.4, AT3G58160.1, AT3G58160.5, AT3G58160.2
OG0000163	Solyc11g006220.2.1	AT1G54560.1, AT1G54560.2, AT1G08730.1, AT1G08730.2
OG0000164	Solyc03g098280.3.1, Solyc06g072300.3.1	AT1G48410.2, AT1G48410.3, AT1G48410.1
OG0000164	Solyc06g074730.3.1	AT2G27880.1
OG0000164	Solyc12g006790.2.1, Solyc09g082830.3.1	AT5G43810.2, AT5G43810.4, AT5G43810.1, AT5G43810.3
OG0000166	Solyc03g116080.2.1, Solyc01g015030.1.1, Solyc06g008150.3.1, Solyc01g094420.3.1, Solyc03g064047.1.1, Solyc03g064043.1.1, Solyc08g016586.1.1, Solyc01g094725.1.1, Solyc05g015095.1.1, Solyc08g016584.1.1, Solyc01g056485.1.1, Solyc00g026905.1.1, Solyc08g016582.1.1, Solyc08g016581.1.1, Solyc09g020155.1.1, Solyc00g165195.1.1, Solyc08g044332.1.1, Solyc01g049845.1.1, Solyc10g076990.2.1, Solyc06g050725.1.1, Solyc09g020153.1.1, Solyc03g034335.1.1, Solyc01g066917.1.1, Solyc03g034204.1.1, Solyc00g026907.1.1, Solyc03g078655.1.1, Solyc11g044317.1.1, Solyc07g052275.1.1, Solyc09g056455.1.1, Solyc00g201165.1.1, Solyc10g076305.1.1, Solyc01g011370.1.1, Solyc04g011655.1.1, Solyc04g071363.1.1, Solyc01g010087.1.1, Solyc03g078675.1.1, Solyc06g010065.1.1, Solyc08g048233.1.1, Solyc03g034267.1.1, Solyc03g034263.1.1, Solyc09g066220.1.1, Solyc07g041810.1.1, Solyc00g032940.1.1, Solyc00g007305.1.1, Solyc09g059690.1.1, Solyc10g045560.2.1, Solyc08g048470.2.1, Solyc12g017670.2.1, Solyc01g049970.2.1, Solyc12g062875.1.1, Solyc07g041820.2.1, Solyc09g059700.2.1, Solyc00g249200.2.1, Solyc11g020345.1.1, Solyc12g049595.1.1, Solyc11g018555.1.1, Solyc08g029225.1.1, Solyc11g050980.2.1, Solyc07g017683.1.1, Solyc07g017687.1.1, Solyc08g061037.1.1, Solyc11g018837.1.1, Solyc10g044495.1.1, Solyc00g125275.1.1, Solyc09g055715.1.1, Solyc09g059477.1.1, Solyc02g032525.1.1, Solyc04g051513.1.1, Solyc05g015093.1.1, Solyc01g057854.1.1, Solyc10g047823.1.1, Solyc03g083843.1.1, Solyc00g212265.1.1, Solyc08g063093.1.1, Solyc11g020875.1.1, Solyc12g049483.1.1, Solyc01g057856.1.1, Solyc12g042355.1.1, Solyc03g083847.1.1, Solyc00g249205.1.1, Solyc07g021760.2.1, Solyc08g061033.1.1, Solyc08g028853.1.1, Solyc12g044955.1.1, Solyc07g017680.2.1, Solyc09g065497.1.1, Solyc10g044490.2.1, Solyc09g014340.2.1, Solyc07g037940.2.1, Solyc12g040816.1.1, Solyc11g039640.2.1, Solyc01g059760.2.1, Solyc08g044370.2.1, Solyc01g016475.1.1, Solyc12g049600.2.1, Solyc08g061030.3.1, Solyc11g018833.1.1	AT2G06420.1
OG0000168	Solyc10g076940.2.1	AT3G43790.1, AT3G43790.3, AT3G43790.2, AT3G43790.5, AT3G43790.4
OG0000168	Solyc01g096720.3.1, Solyc01g096730.2.1, Solyc01g096740.3.1	AT5G13740.1, AT5G13740.2, AT5G13750.3, AT5G13750.4, AT5G13750.1, AT5G13750.2
OG0000169	Solyc05g055870.3.1, Solyc04g050990.3.1	AT1G80110.1
OG0000170	Solyc06g030490.3.1	AT2G39840.1
OG0000170	Solyc06g005800.3.1, Solyc06g076430.3.1	AT2G29400.1, AT5G59160.3, AT5G59160.1, AT5G59160.2, AT3G46820.1
OG0000171	Solyc08g066660.1.1	AT5G25810.1, AT5G11590.1
OG0000171	Solyc12g008350.2.1	AT4G32800.1
OG0000171	Solyc05g050830.2.1, Solyc01g090560.3.1	AT3G60490.1
OG0000172	Solyc06g082610.3.1	AT5G58300.3, AT5G58300.1, AT5G58300.2
OG0000172	Solyc09g030450.3.1	AT3G08680.2, AT3G08680.1
OG0000178	Solyc04g009080.1.1, Solyc04g025820.1.1, Solyc04g025850.1.1, Solyc04g009100.1.1, Solyc04g009155.1.1, Solyc07g039388.1.1, Solyc07g039390.1.1, Solyc04g025860.1.1, Solyc04g009090.1.1, Solyc04g009240.2.1, Solyc07g039410.3.1, Solyc04g009157.1.1, Solyc04g009690.2.1, Solyc04g009660.2.1, Solyc04g009290.1.1, Solyc04g009150.1.1, Solyc04g009250.1.1, Solyc04g009110.1.1, Solyc04g009130.3.1, Solyc04g009153.1.1, Solyc07g039420.1.1, Solyc04g025840.2.1, Solyc07g039400.2.1, Solyc04g009070.1.1, Solyc07g039440.1.1, Solyc04g026110.3.1, Solyc04g009120.2.1, Solyc04g009135.1.1, Solyc07g039386.1.1	AT3G46730.1, AT3G46710.1, AT3G46530.1
OG0000179	Solyc05g055980.3.1	AT3G55050.1, AT3G55050.2, AT3G12620.2, AT3G12620.1
OG0000179	Solyc02g083420.3.1, Solyc03g033340.3.1	AT3G51370.3, AT3G51370.1, AT5G66080.1
OG0000180	Solyc12g009300.3.1, Solyc07g042550.3.1	AT3G43190.1, AT3G43190.2, AT5G20830.2, AT5G20830.3, AT5G20830.1
OG0000181	Solyc11g012860.2.1, Solyc06g060320.3.1	AT1G21810.2, AT1G21810.1, AT1G21810.3
OG0000181	Solyc12g068070.2.1	AT3G05270.2, AT3G05270.1, AT3G05270.3
OG0000182	Solyc06g011350.3.1, Solyc11g069430.2.1	AT2G37180.1, AT2G37170.1, AT2G37170.2, AT3G53420.2, AT3G53420.1, AT5G60660.1
OG0000182	Solyc01g111660.3.1, Solyc10g055630.2.1	AT2G16850.1, AT4G35100.2, AT4G35100.1
OG0000183	Solyc02g077730.3.1, Solyc10g009130.3.1, Solyc03g006310.3.1	AT1G28395.4, AT1G28395.6, AT1G28395.1, AT1G28395.2, AT1G28395.3, AT1G28395.5, AT2G33847.2, AT2G33847.1
OG0000184	Solyc03g005530.1.1, Solyc03g005537.1.1	AT5G43350.1, AT5G43370.2, AT5G43370.1, AT5G43360.1
OG0000184	Solyc06g034200.1.1, Solyc09g066410.2.1	AT2G38940.1, AT3G54700.2, AT3G54700.1
OG0000185	Solyc09g082060.3.1	AT4G14880.2, AT4G14880.3, AT4G14880.1, AT4G14880.4, AT4G14880.5, AT3G22460.1
OG0000185	Solyc08g014340.3.1	AT2G43750.2, AT2G43750.1, AT3G59760.3
OG0000185	Solyc01g097930.3.1, Solyc01g097950.3.1, Solyc01g097920.3.1	AT5G28020.4, AT5G28020.1, AT5G28020.2, AT5G28020.6, AT5G28020.3, AT5G28030.5, AT5G28030.2, AT5G28030.3, AT5G28030.4, AT5G28030.1, AT3G04940.2, AT3G04940.1
OG0000185	Solyc01g097940.1.1	AT3G22460.2
OG0000186	Solyc05g023740.3.1	AT5G61960.10, AT5G61960.2, AT5G61960.6, AT5G61960.4, AT5G61960.5, AT5G61960.9, AT5G61960.11, AT5G61960.7, AT5G61960.8, AT5G61960.3, AT5G61960.1, AT5G07290.1
OG0000187	Solyc03g019700.1.1, Solyc06g072070.2.1	AT5G63500.1, AT3G48660.1
OG0000187	Solyc02g068160.1.1	AT3G27027.1, AT5G40980.1
OG0000187	Solyc02g094220.2.1	AT3G27030.1
OG0000188	Solyc06g036310.3.1, Solyc03g007870.3.1	AT5G52740.1, AT5G52740.2
OG0000188	Solyc10g011960.2.1, Solyc05g049990.3.1	AT1G01490.1, AT1G01490.2, AT1G01490.3, AT1G01490.4
OG0000189	Solyc05g005830.3.1	AT5G40210.1, AT5G40240.2, AT5G40240.3, AT5G40240.1, AT5G40230.1, AT4G15540.1, AT4G15540.2, AT3G28050.1
OG0000191	Solyc07g065090.2.1	AT5G06860.1, AT5G06870.1
OG0000191	Solyc09g014480.2.1, Solyc09g014590.3.1	AT3G12145.1
OG0000192	Solyc08g014560.2.1, Solyc12g019140.2.1, Solyc12g019130.2.1	AT2G43880.1, AT2G43880.2
OG0000192	Solyc12g019120.2.1, Solyc08g014540.1.1	AT1G05660.1, AT1G05650.1, AT2G43890.1
OG0000192	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1	AT2G43860.1, AT2G43870.1, AT3G59850.2, AT3G59850.1
OG0000193	Solyc01g106640.2.1	AT1G50060.1
OG0000193	Solyc01g106600.2.1	AT4G33720.1
OG0000198	Solyc04g011440.4.1, Solyc11g066100.2.1	AT3G12580.1
OG0000198	Solyc03g117630.1.1	AT1G16030.1
OG0000199	Solyc09g082530.2.1	AT3G22800.1
OG0000199	Solyc07g053840.1.1	AT4G28380.1
OG0000199	Solyc11g005150.2.1	AT1G62440.1, AT1G12040.1
OG0000199	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1	AT3G24480.1, AT4G13340.1
OG0000200	Solyc03g033790.3.1, Solyc03g033840.3.1, Solyc03g033820.1.1, Solyc02g062550.3.1, Solyc10g079630.1.1	AT3G50930.1, AT3G50940.1
OG0000200	Solyc02g084910.3.1	AT5G17730.1, AT5G17740.1, AT5G17760.1
OG0000200	Solyc02g084900.2.1	AT2G18193.1, AT2G18190.1
OG0000201	Solyc05g055700.3.1	AT1G65560.2, AT1G65560.1
OG0000201	Solyc01g080030.2.1	AT5G16980.3, AT5G16980.1, AT5G16980.2
OG0000202	Solyc09g092580.3.1, Solyc09g092560.3.1, Solyc09g092600.3.1, Solyc11g006593.1.1, Solyc11g006590.2.1, Solyc09g092640.3.1, Solyc09g092620.3.1, Solyc09g092670.3.1, Solyc09g092590.2.1	AT4G31500.1, AT4G13770.1
OG0000202	Solyc01g010490.3.1	AT1G13080.2, AT1G13080.1
OG0000203	Solyc06g036070.3.1, Solyc03g025420.3.1	AT2G45950.1, AT2G45950.3, AT2G45950.4, AT2G45950.2, AT2G45950.5, AT3G61415.1, AT3G61415.2
OG0000206	Solyc01g014480.3.1, Solyc01g006650.2.1	AT1G73730.2, AT1G73730.1
OG0000206	Solyc06g073720.2.1, Solyc06g073730.2.1, Solyc01g009170.3.1	AT3G20770.1, AT2G27050.1
OG0000206	Solyc01g096810.3.1	AT5G21120.2, AT5G21120.1, AT5G21120.3
OG0000206	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1	AT5G10120.1, AT5G65100.1
OG0000207	Solyc09g066260.3.1, Solyc06g083930.2.1	AT2G42430.1
OG0000207	Solyc01g098220.2.1	AT3G03760.1
OG0000207	Solyc01g091420.2.1	AT2G45420.1
OG0000207	Solyc01g091400.3.1	AT2G45410.1, AT4G00210.1
OG0000208	Solyc12g049550.2.1	AT1G53920.1
OG0000208	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1	AT3G14225.2, AT3G14225.1, AT1G53940.1, AT1G53940.2, AT5G40990.1, AT1G53990.1
OG0000211	Solyc05g052245.1.1, Solyc05g052250.3.1, Solyc06g049050.3.1	AT2G40610.1
OG0000211	Solyc05g007830.3.1, Solyc01g010890.3.1, Solyc02g088100.3.1	AT1G26770.2, AT1G26770.1, AT1G69530.2, AT1G69530.1, AT2G03090.1
OG0000212	Solyc01g094400.3.1, Solyc10g017550.3.1	AT4G25590.2, AT4G25590.1, AT5G52360.1, AT4G00680.2, AT4G00680.1, AT1G01750.2, AT1G01750.1
OG0000212	Solyc10g084660.2.1	AT3G46010.1, AT3G46010.2, AT5G59890.3, AT5G59890.2, AT5G59890.1
OG0000212	Solyc06g005360.3.1	AT3G46000.3, AT3G46000.1
OG0000213	Solyc02g080880.3.1, Solyc02g032940.3.1	AT4G04460.1, AT4G04460.2, AT1G62290.1, AT1G62290.6, AT1G62290.4, AT1G62290.3, AT1G62290.5, AT1G62290.2, AT1G11910.2, AT1G11910.1
OG0000214	Solyc02g066960.3.1	AT3G02100.1
OG0000215	Solyc11g005640.2.1, Solyc10g086125.1.1, Solyc11g005650.1.1	AT1G55060.1
OG0000215	Solyc07g064130.2.1	AT4G05320.2, AT4G05320.4
OG0000216	Solyc07g065080.4.1	AT4G26700.5, AT4G26700.6, AT4G26700.3, AT4G26700.2, AT4G26700.1, AT4G26700.4, AT4G26700.7, AT5G55400.2, AT5G55400.1, AT5G55400.3
OG0000216	Solyc06g083070.3.1, Solyc09g056170.3.1	AT5G48460.1
OG0000216	Solyc07g049600.3.1, Solyc12g005920.2.1	AT5G35700.1, AT2G04750.1
OG0000217	Solyc07g066550.3.1	AT1G56130.1, AT1G56130.3, AT1G56130.2, AT1G56140.1, AT1G56120.3, AT1G56120.2, AT1G56120.1, AT1G56145.1, AT1G56145.2, AT1G56145.3
OG0000218	Solyc01g005210.3.1	AT1G68020.3, AT1G68020.2, AT1G68020.1
OG0000218	Solyc08g076650.3.1	AT4G17770.1, AT4G17770.2
OG0000220	Solyc07g065920.3.1	AT1G55800.1
OG0000221	Solyc06g053390.3.1	AT2G01540.1, AT1G70790.3, AT1G70790.4, AT1G70790.1, AT1G70790.2
OG0000221	Solyc02g091520.3.1, Solyc02g063370.2.1	AT5G37740.2, AT5G37740.1
OG0000221	Solyc12g040800.2.1, Solyc06g068940.3.1, Solyc03g118710.3.1, Solyc03g118720.3.1	AT3G17980.1, AT1G48590.1, AT1G48590.4, AT1G48590.2, AT1G48590.3, AT1G73580.1
OG0000222	Solyc03g097050.3.1	AT5G16910.1, AT3G03050.1
OG0000222	Solyc01g067520.3.1, Solyc10g074620.2.1	AT4G38190.1
OG0000222	Solyc09g075550.3.1	AT1G02730.1
OG0000222	Solyc00g027990.1.1	AT1G32180.1, AT1G32180.2
OG0000224	Solyc07g063200.2.1, Solyc10g006960.2.1, Solyc12g013800.2.1	AT4G27470.1
OG0000224	Solyc07g054080.2.1, Solyc12g010670.1.1, Solyc10g008410.1.1, Solyc10g008400.1.1	AT4G03510.3, AT4G03510.1, AT4G03510.2, AT4G03510.4, AT4G28270.1
OG0000227	Solyc06g005500.3.1	AT2G28930.3, AT2G28930.2, AT2G28930.1, AT1G07570.2, AT1G07570.5, AT1G07570.1, AT1G07570.3
OG0000227	Solyc04g011520.3.1	AT2G39660.1
OG0000228	Solyc12g056900.2.1, Solyc04g072640.3.1	AT1G22050.1, AT1G77870.1
OG0000228	Solyc02g088620.3.1	AT3G01050.2, AT3G01050.3, AT3G01050.1, AT3G01050.4, AT3G01050.5, AT5G15460.1, AT5G15460.3, AT5G15460.2, AT5G15460.4
OG0000228	Solyc02g094350.3.1, Solyc02g068230.3.1	AT3G26980.1
