Orthogroup	A_hypochondriacus.proteins	A_coerulea.proteins
OG0000131	AH014578-RA, AH016864-RA, AH016862-RA, AH003876-RA, AH018991-RA, AH013318-RA, AH003875-RA, AH016865-RA, AH013320-RA, AH016866-RA, AH016863-RA, AH014527-RA, AH003877-RA, AH016833-RA, AH016845-RA, AH016868-RA, AH014582-RA, AH014583-RA, AH014581-RA, AH014580-RA, AH014579-RA, AH009123-RA, AH009120-RA, AH014365-RA, AH014364-RA, AH020779-RA, AH020778-RA, AH014066-RA, AH020774-RA	Aqcoe7G437600.1.p
OG0000134	AH006080-RA	Aqcoe6G152200.1.p, Aqcoe6G152100.1.p
OG0000134	AH001790-RA, AH001791-RA	Aqcoe6G146600.1.p, Aqcoe6G146900.1.p, Aqcoe6G147000.1.p, Aqcoe6G146700.1.p, Aqcoe6G146800.1.p, Aqcoe4G235500.1.p
OG0000135	AH016059-RA	Aqcoe7G122400.1.p
OG0000135	AH013502-RA, AH015896-RA	Aqcoe7G240700.1.p
OG0000136	AH017306-RA	Aqcoe3G301500.2.p, Aqcoe3G301500.1.p
OG0000136	AH000810-RA, AH002265-RA	Aqcoe6G221600.1.p, Aqcoe6G221600.2.p
OG0000137	AH022076-RA, AH022075-RA, AH014193-RA, AH012283-RA, AH019476-RA, AH019481-RA, AH014194-RA, AH019421-RA, AH011697-RA, AH012282-RA	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p
OG0000138	AH005424-RA	Aqcoe3G050100.1.p, Aqcoe3G396300.1.p
OG0000138	AH014147-RA, AH014146-RA	Aqcoe2G051000.1.p, Aqcoe7G192300.1.p
OG0000138	AH022294-RA, AH013450-RA	Aqcoe7G443700.1.p
OG0000139	AH023020-RA, AH016410-RA	Aqcoe1G233500.1.p
OG0000140	AH001067-RA, AH001066-RA, AH001068-RA, AH001070-RA, AH003302-RA, AH014008-RA	Aqcoe3G439600.1.p
OG0000142	AH003498-RA, AH003496-RA, AH003495-RA, AH003497-RA	Aqcoe4G041600.1.p, Aqcoe4G049300.1.p, Aqcoe3G044000.1.p, Aqcoe4G046900.1.p, Aqcoe4G042800.2.p, Aqcoe4G042800.1.p, Aqcoe4G046700.1.p, Aqcoe4G047400.1.p, Aqcoe4G054100.1.p, Aqcoe4G053500.1.p, Aqcoe4G003300.1.p, Aqcoe4G112700.1.p, Aqcoe4G140700.1.p, Aqcoe2G046000.1.p, Aqcoe5G319200.1.p, Aqcoe4G069400.2.p, Aqcoe4G069400.1.p, Aqcoe4G167300.1.p, Aqcoe4G050300.1.p, Aqcoe4G050300.3.p, Aqcoe4G050300.2.p, Aqcoe3G272500.1.p
OG0000143	AH002172-RA	Aqcoe4G190000.1.p
OG0000144	AH005332-RA	Aqcoe5G299000.1.p
OG0000144	AH011428-RA	Aqcoe4G072200.1.p, Aqcoe5G190800.1.p, Aqcoe3G244400.1.p, Aqcoe3G244500.1.p
OG0000145	AH013887-RA	Aqcoe5G342300.1.p
OG0000145	AH009242-RA	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p
OG0000146	AH013670-RA, AH013668-RA	Aqcoe1G092700.1.p
OG0000146	AH019053-RA, AH016411-RA, AH023019-RA, AH023024-RA, AH008823-RA	Aqcoe1G092200.1.p
OG0000147	AH021952-RA	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p
OG0000147	AH000183-RA	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p
OG0000148	AH022555-RA, AH013718-RA, AH013719-RA, AH013714-RA, AH022552-RA, AH022967-RA	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p
OG0000149	AH016220-RA	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p
OG0000152	AH000407-RA, AH022513-RA	Aqcoe3G149900.1.p
OG0000152	AH022506-RA	Aqcoe7G298400.1.p, Aqcoe1G411800.1.p, Aqcoe1G412400.1.p, Aqcoe1G430600.1.p, Aqcoe3G407600.1.p
OG0000153	AH021960-RA	Aqcoe1G489000.1.p
OG0000153	AH008291-RA, AH007368-RA	Aqcoe1G489000.2.p
OG0000159	AH009478-RA, AH009480-RA	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p
OG0000159	AH020974-RA	Aqcoe6G153900.1.p
OG0000159	AH011882-RA	Aqcoe5G015700.2.p, Aqcoe5G015200.2.p, Aqcoe5G015200.1.p, Aqcoe5G015700.1.p, Aqcoe6G282000.2.p, Aqcoe7G154400.1.p, Aqcoe7G153800.1.p, Aqcoe6G282000.1.p, Aqcoe7G148200.1.p, Aqcoe7G278100.1.p, Aqcoe4G135300.1.p, Aqcoe5G014800.1.p, Aqcoe5G015900.1.p, Aqcoe2G285200.1.p, Aqcoe5G014700.1.p
OG0000160	AH016892-RA, AH023753-RA	Aqcoe6G170700.3.p, Aqcoe6G170700.2.p, Aqcoe6G170700.1.p, Aqcoe6G170700.4.p, Aqcoe6G170700.5.p
OG0000160	AH005973-RA, AH001592-RA, AH000928-RA	Aqcoe6G170600.1.p, Aqcoe6G170600.4.p
OG0000161	AH010020-RA	Aqcoe6G070400.1.p
OG0000162	AH017198-RA, AH002995-RA, AH022861-RA, AH022859-RA, AH005478-RA, AH004130-RA, AH000903-RA	Aqcoe3G026900.1.p, Aqcoe3G027200.1.p
OG0000163	AH014552-RA	Aqcoe5G033700.1.p
OG0000163	AH013346-RA	Aqcoe7G119200.1.p
OG0000163	AH002639-RA, AH017756-RA	Aqcoe2G366600.2.p, Aqcoe2G366600.1.p
OG0000164	AH021228-RA, AH014343-RA	Aqcoe3G009200.1.p
OG0000164	AH001454-RA, AH000392-RA	Aqcoe5G237200.1.p, Aqcoe5G237200.2.p, Aqcoe2G159700.1.p
OG0000164	AH020804-RA, AH014173-RA	Aqcoe7G204100.3.p, Aqcoe7G204100.1.p, Aqcoe7G204100.2.p, Aqcoe7G204100.4.p, Aqcoe7G204100.5.p, Aqcoe7G204100.7.p, Aqcoe7G204100.6.p
OG0000165	AH001450-RA, AH009997-RA, AH010091-RA	Aqcoe4G046600.1.p, Aqcoe6G280100.1.p
OG0000168	AH020524-RA	Aqcoe2G019300.1.p
OG0000168	AH020525-RA, AH006562-RA, AH006510-RA, AH007811-RA	Aqcoe2G020200.1.p, Aqcoe2G019900.1.p, Aqcoe2G019900.2.p, Aqcoe2G019900.3.p, Aqcoe2G020100.2.p, Aqcoe2G020100.1.p
OG0000169	AH003317-RA	Aqcoe2G386200.1.p, Aqcoe4G262600.1.p, Aqcoe2G385900.1.p
OG0000169	AH010535-RA	Aqcoe2G287500.1.p, Aqcoe5G093300.1.p
OG0000170	AH013750-RA	Aqcoe1G096000.2.p
OG0000170	AH022999-RA, AH016450-RA	Aqcoe1G096000.1.p
OG0000170	AH011283-RA	Aqcoe7G023200.1.p, Aqcoe5G436900.2.p, Aqcoe5G436900.1.p
OG0000170	AH007222-RA	Aqcoe5G026300.1.p
OG0000171	AH000491-RA, AH002132-RA	Aqcoe7G159800.1.p
OG0000171	AH023351-RA, AH016179-RA, AH020896-RA, AH014491-RA, AH018302-RA, AH009054-RA	Aqcoe5G406400.1.p
OG0000172	AH019304-RA, AH015622-RA	Aqcoe1G499700.3.p, Aqcoe1G499700.6.p, Aqcoe1G499700.4.p, Aqcoe1G499700.1.p, Aqcoe1G499700.5.p, Aqcoe1G499700.2.p, Aqcoe1G499700.7.p
OG0000179	AH015938-RA	Aqcoe6G285900.1.p, Aqcoe1G482500.1.p, Aqcoe1G482500.2.p
OG0000179	AH004307-RA	Aqcoe2G269100.2.p, Aqcoe2G269100.1.p
OG0000180	AH013715-RA, AH014306-RA, AH021076-RA	Aqcoe7G438900.3.p, Aqcoe7G438900.2.p, Aqcoe7G438900.1.p, Aqcoe7G438900.4.p
OG0000180	AH022087-RA	Aqcoe2G299800.2.p, Aqcoe2G299800.1.p
OG0000181	AH008868-RA, AH010377-RA, AH003266-RA	Aqcoe6G022900.4.p, Aqcoe6G022900.5.p, Aqcoe6G022900.6.p, Aqcoe6G022900.3.p, Aqcoe6G022900.1.p, Aqcoe6G022900.2.p
OG0000182	AH021993-RA	Aqcoe1G144000.1.p
OG0000182	AH002277-RA, AH000801-RA	Aqcoe6G216100.1.p
OG0000182	AH012779-RA	Aqcoe1G144000.2.p
OG0000183	AH015254-RA	Aqcoe1G253500.1.p
OG0000184	AH017737-RA	Aqcoe2G372300.1.p, Aqcoe2G372300.2.p, Aqcoe2G029400.1.p
OG0000185	AH007772-RA	Aqcoe2G345900.4.p, Aqcoe2G345900.3.p, Aqcoe2G345900.2.p, Aqcoe2G345900.1.p
OG0000185	AH020040-RA	Aqcoe2G434000.1.p
OG0000186	AH004613-RA	Aqcoe5G325800.2.p, Aqcoe5G325800.1.p, Aqcoe4G193800.1.p, Aqcoe5G325800.3.p, Aqcoe3G205100.1.p
OG0000187	AH006377-RA	Aqcoe3G197800.1.p
OG0000187	AH006242-RA	Aqcoe3G198000.1.p
OG0000187	AH003378-RA, AH006240-RA	Aqcoe5G352800.1.p
OG0000187	AH003380-RA	Aqcoe3G198100.1.p
OG0000187	AH004538-RA, AH005195-RA	Aqcoe5G352900.1.p
OG0000188	AH018007-RA, AH019606-RA, AH012098-RA, AH009637-RA	Aqcoe5G437800.1.p
OG0000189	AH004583-RA	Aqcoe3G111100.1.p, Aqcoe3G111400.1.p, Aqcoe3G111000.1.p, Aqcoe3G111000.2.p, Aqcoe3G111000.3.p, Aqcoe3G110900.1.p
OG0000191	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA, AH006833-RA	Aqcoe5G406700.1.p, Aqcoe7G087400.1.p, Aqcoe4G097000.1.p, Aqcoe4G096700.1.p, Aqcoe4G096900.1.p, Aqcoe1G036800.1.p, Aqcoe2G007800.1.p, Aqcoe6G166000.1.p
OG0000192	AH011738-RA	Aqcoe6G035300.1.p, Aqcoe6G035200.1.p
OG0000192	AH011160-RA, AH011162-RA, AH011161-RA, AH007480-RA, AH011104-RA, AH011736-RA, AH020017-RA	Aqcoe7G361800.1.p, Aqcoe5G418800.1.p, Aqcoe5G249100.1.p, Aqcoe5G249800.1.p
OG0000193	AH010169-RA, AH002456-RA, AH002454-RA	Aqcoe6G318300.1.p, Aqcoe6G318200.1.p
OG0000198	AH009407-RA	Aqcoe7G218700.1.p
OG0000198	AH006665-RA, AH004318-RA	Aqcoe7G347000.1.p, Aqcoe7G267000.1.p, Aqcoe3G106400.1.p
OG0000198	AH015977-RA, AH015978-RA	Aqcoe2G183800.1.p, Aqcoe1G251900.1.p
OG0000199	AH011848-RA	Aqcoe2G350800.1.p
OG0000199	AH000315-RA	Aqcoe1G259300.1.p
OG0000199	AH015573-RA	Aqcoe7G395400.1.p, Aqcoe7G189400.1.p
OG0000200	AH005777-RA	Aqcoe5G233200.1.p, Aqcoe5G173200.1.p, Aqcoe5G233000.1.p, Aqcoe5G173500.1.p
OG0000200	AH005778-RA	Aqcoe5G173700.1.p, Aqcoe5G230700.1.p, Aqcoe5G174000.1.p, Aqcoe5G191000.1.p, Aqcoe5G174100.1.p, Aqcoe5G230600.1.p
OG0000201	AH011734-RA, AH020018-RA	Aqcoe2G438000.1.p, Aqcoe7G154900.1.p, Aqcoe6G281900.1.p, Aqcoe7G154200.1.p, Aqcoe2G437800.1.p
OG0000202	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA	Aqcoe4G204600.1.p, Aqcoe4G289100.1.p, Aqcoe4G265100.1.p, Aqcoe6G184100.1.p, Aqcoe5G392400.1.p, Aqcoe5G392800.1.p, Aqcoe5G392300.1.p
OG0000203	AH019586-RA	Aqcoe7G030700.1.p
OG0000206	AH010923-RA	Aqcoe5G214000.1.p
OG0000206	AH010673-RA	Aqcoe2G002000.2.p, Aqcoe2G002000.1.p
OG0000207	AH002648-RA	Aqcoe5G031800.1.p, Aqcoe2G369000.1.p
OG0000207	AH022984-RA	Aqcoe2G227500.1.p
OG0000207	AH018948-RA	Aqcoe1G063700.1.p
OG0000207	AH009146-RA	Aqcoe7G065100.1.p
OG0000207	AH009147-RA	Aqcoe7G065300.1.p
OG0000211	AH005036-RA, AH004370-RA	Aqcoe3G343800.1.p
OG0000212	AH019579-RA, AH012403-RA	Aqcoe6G208200.2.p
OG0000212	AH015971-RA, AH015969-RA	Aqcoe1G470500.1.p, Aqcoe1G470400.1.p
OG0000213	AH021488-RA, AH014963-RA	Aqcoe4G211100.1.p, Aqcoe4G211100.2.p
OG0000213	AH011769-RA, AH007383-RA, AH010611-RA, AH000276-RA	Aqcoe2G246500.3.p, Aqcoe2G246500.2.p, Aqcoe2G246500.4.p, Aqcoe2G246500.1.p
OG0000216	AH008260-RA, AH002574-RA, AH000038-RA	Aqcoe4G281200.1.p, Aqcoe4G281200.2.p, Aqcoe1G333800.1.p, Aqcoe4G196300.1.p, Aqcoe4G196300.2.p
OG0000217	AH006817-RA, AH006820-RA	Aqcoe1G167400.1.p
OG0000218	AH021003-RA	Aqcoe3G415600.1.p
OG0000218	AH018419-RA	Aqcoe3G165200.4.p
OG0000219	AH012080-RA, AH013539-RA, AH012060-RA, AH012401-RA, AH012400-RA, AH011920-RA, AH012402-RA, AH012399-RA, AH012398-RA, AH022145-RA, AH022146-RA, AH022143-RA, AH011868-RA, AH011866-RA, AH011867-RA	Aqcoe3G294400.1.p, Aqcoe4G127700.1.p, Aqcoe5G077400.1.p, Aqcoe4G140100.1.p, Aqcoe7G214800.1.p, Aqcoe3G127800.1.p
OG0000220	AH018373-RA	Aqcoe4G211900.1.p, Aqcoe4G209000.1.p, Aqcoe7G066500.3.p, Aqcoe7G066500.2.p, Aqcoe7G066500.1.p, Aqcoe7G066600.1.p, Aqcoe7G066400.1.p
OG0000220	AH018372-RA	Aqcoe5G169500.1.p
OG0000221	AH016860-RA, AH004140-RA, AH005356-RA	Aqcoe3G417800.1.p
OG0000221	AH015847-RA, AH019151-RA	Aqcoe3G417900.1.p, Aqcoe1G048200.1.p
OG0000222	AH019420-RA, AH010384-RA, AH019521-RA	Aqcoe5G113400.1.p
OG0000222	AH012987-RA	Aqcoe2G282400.1.p
OG0000222	AH012396-RA	Aqcoe4G093700.1.p
OG0000223	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA	Aqcoe1G249300.1.p, Aqcoe1G247300.1.p, Aqcoe1G247400.1.p, Aqcoe4G221300.1.p, Aqcoe1G249400.1.p
OG0000224	AH010030-RA, AH008072-RA, AH021647-RA, AH015222-RA, AH000336-RA, AH001344-RA	Aqcoe1G269800.1.p, Aqcoe4G110300.1.p, Aqcoe4G110300.2.p
OG0000227	AH013692-RA, AH022541-RA, AH019119-RA, AH022956-RA, AH016463-RA	Aqcoe2G151700.1.p, Aqcoe2G151700.2.p, Aqcoe1G458700.2.p, Aqcoe1G458700.1.p
OG0000228	AH006396-RA, AH002970-RA, AH017354-RA	Aqcoe3G159900.1.p
OG0000229	AH003810-RA, AH005782-RA	Aqcoe6G127000.4.p, Aqcoe6G127000.2.p, Aqcoe6G127000.1.p, Aqcoe6G127000.3.p, Aqcoe5G174900.1.p, Aqcoe5G174900.4.p, Aqcoe5G174900.3.p, Aqcoe5G174900.2.p
OG0000230	AH000872-RA, AH002204-RA, AH016753-RA	Aqcoe4G139200.2.p, Aqcoe4G139200.1.p, Aqcoe4G139200.3.p
OG0000230	AH009416-RA	Aqcoe5G270200.1.p, Aqcoe5G270200.3.p, Aqcoe5G270200.2.p
OG0000231	AH004765-RA	Aqcoe3G114000.3.p, Aqcoe3G114000.1.p, Aqcoe3G114000.2.p
OG0000232	AH009986-RA, AH009984-RA, AH009983-RA, AH009981-RA, AH009982-RA, AH008127-RA	Aqcoe3G363600.1.p, Aqcoe3G363800.1.p, Aqcoe3G363700.1.p
OG0000235	AH007677-RA, AH010905-RA	Aqcoe1G018300.3.p, Aqcoe1G018300.1.p, Aqcoe1G018300.2.p
OG0000236	AH023101-RA, AH016378-RA, AH013818-RA	Aqcoe1G420100.1.p, Aqcoe1G420100.2.p, Aqcoe1G420100.3.p
OG0000236	AH023094-RA, AH022662-RA	Aqcoe1G420200.1.p, Aqcoe2G094500.1.p
OG0000240	AH001498-RA, AH000378-RA	Aqcoe2G219000.1.p, Aqcoe2G219100.1.p
OG0000241	AH011397-RA, AH018288-RA, AH018263-RA	Aqcoe3G318300.1.p, Aqcoe3G164800.1.p, Aqcoe1G214500.1.p, Aqcoe3G217700.1.p, Aqcoe7G150400.2.p, Aqcoe7G150400.1.p, Aqcoe4G299800.1.p
OG0000241	AH001165-RA, AH016129-RA, AH018322-RA	Aqcoe5G434600.1.p, Aqcoe2G181700.1.p, Aqcoe7G269600.1.p
OG0000242	AH009443-RA	Aqcoe6G006500.1.p
OG0000243	AH003232-RA, AH003233-RA	Aqcoe3G240800.1.p, Aqcoe3G240900.1.p
OG0000243	AH018529-RA	Aqcoe7G073700.1.p, Aqcoe1G235500.1.p, Aqcoe1G211600.2.p, Aqcoe1G211600.1.p, Aqcoe5G432800.1.p, Aqcoe4G249900.1.p, Aqcoe4G249700.1.p, Aqcoe7G073600.1.p, Aqcoe7G072200.1.p
OG0000244	AH019455-RA, AH012210-RA	Aqcoe7G077500.1.p
OG0000244	AH001048-RA, AH001047-RA, AH001046-RA	Aqcoe7G077600.1.p
OG0000245	AH015960-RA, AH021950-RA	Aqcoe1G486600.2.p, Aqcoe1G486600.1.p
OG0000247	AH022128-RA	Aqcoe2G185600.1.p, Aqcoe6G311000.1.p, Aqcoe6G236700.1.p, Aqcoe6G312000.1.p, Aqcoe6G237100.1.p, Aqcoe3G195200.1.p, Aqcoe6G237800.1.p, Aqcoe6G237600.1.p, Aqcoe6G237300.1.p, Aqcoe6G310900.1.p, Aqcoe6G296400.1.p, Aqcoe7G206300.1.p, Aqcoe6G310700.1.p, Aqcoe0191s0001.1.p, Aqcoe6G311100.1.p, Aqcoe6G310300.1.p, Aqcoe6G310600.1.p, Aqcoe6G312200.1.p, Aqcoe6G237400.1.p, Aqcoe6G236800.1.p, Aqcoe6G310500.1.p, Aqcoe6G310500.2.p, Aqcoe5G083300.1.p, Aqcoe6G310400.1.p, Aqcoe5G083400.1.p, Aqcoe2G303700.1.p, Aqcoe2G303700.2.p
OG0000247	AH022491-RA, AH010176-RA, AH010177-RA	Aqcoe3G238600.1.p, Aqcoe2G303100.1.p, Aqcoe2G302800.1.p, Aqcoe4G053700.1.p, Aqcoe4G054300.1.p
OG0000248	AH017874-RA, AH002559-RA, AH017875-RA	Aqcoe3G282200.1.p, Aqcoe3G281800.1.p
OG0000248	AH004731-RA, AH004633-RA	Aqcoe3G305300.1.p
OG0000248	AH020026-RA, AH011726-RA	Aqcoe6G020800.1.p
OG0000249	AH007643-RA	Aqcoe1G056100.1.p, Aqcoe2G057100.1.p
OG0000250	AH009230-RA	Aqcoe7G043900.1.p
OG0000251	AH010082-RA	Aqcoe1G254300.1.p, Aqcoe1G254300.2.p
OG0000251	AH023083-RA	Aqcoe2G098300.1.p
OG0000252	AH005701-RA, AH003872-RA	Aqcoe6G300000.1.p, Aqcoe6G300000.3.p, Aqcoe6G300000.2.p, Aqcoe6G300000.4.p, Aqcoe1G137300.5.p, Aqcoe1G137300.6.p, Aqcoe1G137300.1.p, Aqcoe1G137300.2.p, Aqcoe1G137300.4.p, Aqcoe1G137300.3.p
OG0000253	AH019047-RA	Aqcoe1G023800.1.p
OG0000254	AH001522-RA, AH000357-RA	Aqcoe7G429900.1.p, Aqcoe7G429900.2.p, Aqcoe7G133400.1.p, Aqcoe7G133400.2.p
OG0000254	AH016102-RA	Aqcoe5G172900.4.p, Aqcoe5G172900.3.p, Aqcoe5G172900.1.p, Aqcoe5G172900.2.p
OG0000255	AH010280-RA, AH002933-RA, AH017418-RA, AH000042-RA, AH010279-RA, AH001023-RA, AH001025-RA	Aqcoe1G188400.1.p, Aqcoe1G188200.1.p, Aqcoe1G188100.1.p
OG0000256	AH012393-RA, AH015599-RA, AH015603-RA	Aqcoe5G428800.2.p, Aqcoe5G428800.3.p, Aqcoe5G428800.1.p
OG0000257	AH004421-RA, AH020706-RA	Aqcoe3G122000.1.p, Aqcoe3G122000.2.p, Aqcoe3G122000.6.p, Aqcoe3G122000.7.p, Aqcoe3G122000.3.p, Aqcoe3G122000.5.p, Aqcoe3G122000.9.p, Aqcoe3G122000.4.p, Aqcoe3G122000.10.p, Aqcoe3G122000.8.p
OG0000262	AH020567-RA, AH006502-RA	Aqcoe2G404300.1.p
OG0000262	AH010069-RA, AH008056-RA	Aqcoe1G260300.1.p
OG0000263	AH014844-RA, AH014846-RA, AH011899-RA, AH017033-RA	Aqcoe5G105200.1.p, Aqcoe2G121300.1.p, Aqcoe7G180300.1.p, Aqcoe7G406800.1.p
OG0000264	AH021353-RA, AH014775-RA	Aqcoe4G024000.6.p, Aqcoe4G024100.2.p, Aqcoe0708s0001.1.p, Aqcoe4G024100.1.p, Aqcoe4G024000.3.p, Aqcoe4G024000.2.p, Aqcoe4G024000.7.p, Aqcoe4G024000.4.p, Aqcoe4G024000.1.p, Aqcoe4G024000.5.p, Aqcoe4G024100.3.p
OG0000265	AH010088-RA, AH001360-RA, AH001361-RA, AH018443-RA	Aqcoe1G253900.1.p, Aqcoe4G089000.1.p, Aqcoe4G088900.1.p
OG0000266	AH021514-RA, AH015026-RA	Aqcoe4G229400.1.p
OG0000267	AH016079-RA	Aqcoe5G240200.4.p, Aqcoe5G240200.5.p, Aqcoe5G240200.7.p, Aqcoe5G240200.1.p, Aqcoe5G240200.2.p, Aqcoe5G240200.3.p, Aqcoe5G240200.6.p, Aqcoe3G098200.1.p, Aqcoe5G240900.1.p, Aqcoe5G241000.1.p
OG0000268	AH014098-RA, AH020709-RA	Aqcoe7G265700.1.p
OG0000269	AH000502-RA, AH017112-RA	Aqcoe7G152300.1.p, Aqcoe7G152300.2.p
OG0000270	AH013321-RA, AH016076-RA, AH013316-RA, AH013322-RA	Aqcoe1G439600.1.p
OG0000271	AH017307-RA, AH002751-RA	Aqcoe3G109700.2.p, Aqcoe3G109700.1.p, Aqcoe3G109500.1.p
OG0000276	AH023560-RA, AH008937-RA	Aqcoe4G197200.1.p
OG0000276	AH015150-RA	Aqcoe3G326000.1.p
OG0000276	AH010847-RA	Aqcoe2G241800.1.p
OG0000276	AH014503-RA, AH020889-RA	Aqcoe7G407000.1.p
OG0000277	AH013259-RA, AH022403-RA	Aqcoe6G214800.1.p, Aqcoe2G140100.1.p
OG0000277	AH016190-RA	Aqcoe6G082100.1.p
OG0000278	AH008601-RA	Aqcoe6G008500.2.p, Aqcoe6G008500.1.p
OG0000278	AH008064-RA	Aqcoe1G262700.2.p, Aqcoe1G262700.1.p
OG0000279	AH011909-RA	Aqcoe5G471000.1.p
OG0000279	AH007947-RA, AH007948-RA	Aqcoe1G189500.1.p, Aqcoe1G189500.2.p
OG0000280	AH004575-RA, AH005224-RA, AH006406-RA	Aqcoe5G343400.1.p, Aqcoe5G343400.3.p, Aqcoe5G343400.2.p, Aqcoe5G343400.4.p
OG0000285	AH005940-RA, AH003613-RA	Aqcoe6G324800.2.p, Aqcoe6G324800.1.p
OG0000286	AH009150-RA, AH018733-RA	Aqcoe7G064300.1.p
OG0000286	AH018383-RA	Aqcoe3G230700.1.p
OG0000286	AH001609-RA	Aqcoe6G324000.1.p
OG0000287	AH014543-RA	Aqcoe7G122100.3.p, Aqcoe7G122100.4.p, Aqcoe7G122100.1.p, Aqcoe7G122100.2.p
OG0000288	AH013288-RA, AH014662-RA, AH021166-RA, AH014663-RA	Aqcoe7G429500.2.p, Aqcoe7G429500.1.p
OG0000289	AH019082-RA	Aqcoe1G213600.1.p, Aqcoe1G213600.2.p, Aqcoe1G213600.3.p, Aqcoe1G213600.4.p
OG0000290	AH020981-RA	Aqcoe5G173300.1.p
OG0000291	AH005068-RA, AH004389-RA	Aqcoe3G336700.2.p, Aqcoe3G336700.1.p, Aqcoe3G079800.1.p
OG0000291	AH002812-RA, AH018325-RA	Aqcoe3G249600.1.p
OG0000292	AH008346-RA, AH018794-RA, AH018629-RA, AH018628-RA, AH018627-RA	Aqcoe1G246800.1.p
OG0000292	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA	Aqcoe4G066200.1.p, Aqcoe4G066400.1.p, Aqcoe4G066300.1.p, Aqcoe4G066600.1.p, Aqcoe4G066100.1.p, Aqcoe5G303700.1.p, Aqcoe5G409700.1.p, Aqcoe5G408100.1.p, Aqcoe5G245900.1.p, Aqcoe4G261700.1.p, Aqcoe2G160500.1.p, Aqcoe4G066700.1.p
OG0000293	AH015410-RA	Aqcoe5G294300.1.p, Aqcoe5G249400.1.p
OG0000294	AH013546-RA	Aqcoe5G018400.1.p, Aqcoe5G018400.5.p, Aqcoe5G018400.4.p, Aqcoe5G018400.3.p, Aqcoe5G018400.2.p, Aqcoe2G381900.1.p, Aqcoe2G381900.2.p
OG0000295	AH006922-RA	Aqcoe2G060200.1.p, Aqcoe2G060200.4.p, Aqcoe2G060200.3.p, Aqcoe2G060200.5.p, Aqcoe2G060200.2.p
OG0000295	AH007665-RA, AH010890-RA	Aqcoe2G009900.1.p, Aqcoe1G016000.1.p
OG0000295	AH016162-RA, AH015966-RA	Aqcoe7G156600.1.p
OG0000296	AH012909-RA	Aqcoe0041s0005.1.p
OG0000296	AH021481-RA	Aqcoe4G222400.2.p, Aqcoe4G222400.1.p
OG0000297	AH005900-RA	Aqcoe6G110300.1.p, Aqcoe4G068600.1.p, Aqcoe6G110000.1.p
OG0000299	AH015115-RA, AH003820-RA	Aqcoe1G356200.1.p, Aqcoe6G135100.1.p, Aqcoe1G356100.1.p, Aqcoe1G356300.1.p, Aqcoe1G356400.1.p
OG0000300	AH010916-RA, AH010919-RA	Aqcoe1G020300.1.p, Aqcoe1G020100.1.p, Aqcoe5G377600.1.p, Aqcoe1G020400.1.p
OG0000301	AH000104-RA, AH001296-RA	Aqcoe1G487800.2.p, Aqcoe1G487800.1.p
OG0000302	AH003593-RA, AH022753-RA, AH016603-RA	Aqcoe3G381800.1.p
OG0000302	AH016519-RA, AH022864-RA	Aqcoe3G027500.1.p
OG0000303	AH004650-RA, AH004696-RA	Aqcoe3G103000.2.p, Aqcoe3G103000.3.p, Aqcoe3G103000.1.p, Aqcoe3G312100.1.p, Aqcoe3G312100.2.p, Aqcoe3G312100.3.p, Aqcoe3G312100.4.p, Aqcoe3G312100.5.p
OG0000308	AH010961-RA, AH007718-RA, AH007720-RA, AH007717-RA	Aqcoe1G281300.1.p, Aqcoe2G028000.1.p, Aqcoe2G027700.1.p, Aqcoe2G027600.1.p, Aqcoe2G027800.1.p
OG0000309	AH005682-RA	Aqcoe5G250700.2.p, Aqcoe5G250700.1.p, Aqcoe5G250600.1.p
OG0000309	AH003628-RA	Aqcoe6G071400.1.p, Aqcoe2G329400.1.p, Aqcoe2G329300.3.p, Aqcoe2G329300.2.p, Aqcoe2G329300.1.p
OG0000309	AH005931-RA, AH005930-RA	Aqcoe6G071100.1.p
