,target_id,AT_gene_id,Symbol,Description,Position
163,Dm_00016630-RA,AT1G70560.1," Symbols: CKRC1, WEI8, SAV3, TIR2, TAA1 "," tryptophan aminotransferase of Arabidopsis 1, SHADE AVOIDANCE 3, WEAK ETHYLENE INSENSITIVE 8, cytokinin induced root curling 1, TRANSPORT INHIBITOR RESPONSE 2 ", chr1:26604894-26607319 FORWARD LENGTH=391
164,Dm_00010723-RA,AT4G04350.1, Symbols: EMB2369 , EMBRYO DEFECTIVE 2369 , chr4:2128129-2133030 FORWARD LENGTH=973
165,Dm_00016921-RA,AT5G58330.2, Symbols: NADP-MDH , NADP-dependent Malate Dehydrogenase , chr5:23580010-23582287 REVERSE LENGTH=442
166,Dm_00000523-RA,AT3G04870.4," Symbols: PDE181, ZDS, SPC1 "," SPONTANEOUS CELL DEATH 1, PIGMENT DEFECTIVE EMBRYO 181, zeta-carotene desaturase ", chr3:1342842-1346189 FORWARD LENGTH=558
167,Dm_00000527-RA,AT3G04910.1," Symbols: ZIK4, WNK1, ATWNK1 ", with no lysine (K) kinase 1 , chr3:1355084-1358057 FORWARD LENGTH=700
168,Dm_00000687-RA,AT1G29070.1, Symbols: PRPL34 , plastid ribosomal proteins of the 50S subunit 34 , chr1:10149884-10151155 FORWARD LENGTH=157
169,Dm_00018895-RA,AT1G23740.1, Symbols: AOR , alkenal/one oxidoreductase , chr1:8398245-8399656 REVERSE LENGTH=386
170,Dm_00003521-RA,AT2G26975.1, Symbols: COPT6 , copper transporter 6 , chr2:11512992-11513429 FORWARD LENGTH=145
171,Dm_00002414-RA,AT3G50170.1, Symbols: no symbol available , no full name available , chr3:18601857-18603738 REVERSE LENGTH=541
172,Dm_00011260-RA,AT4G12830.1, Symbols: no symbol available , no full name available , chr4:7531189-7533327 FORWARD LENGTH=393
173,Dm_00010320-RA,AT1G12740.1, Symbols: CYP87A2 ," ""cytochrome P450, family 87, subfamily A, polypeptide 2"" ", chr1:4342462-4344569 FORWARD LENGTH=472
174,Dm_00008834-RA,AT3G56650.1, Symbols: PPD6 , PsbP-domain protein 6 , chr3:20984807-20985913 FORWARD LENGTH=262
175,Dm_00017683-RA,AT4G35840.1, Symbols: ATL26 , Arabidopsis T####xicos en Levadura 26 , chr4:16981083-16982266 FORWARD LENGTH=236
176,Dm_00000105-RA,AT1G03130.1, Symbols: PSAD-2 , photosystem I subunit D-2 , chr1:753528-754142 REVERSE LENGTH=204
177,Dm_00003358-RA,NA,,,
178,Dm_00011394-RA,AT4G28760.2, Symbols: TRM20 , TON1 Recruiting Motif 20 , chr4:14208640-14211811 FORWARD LENGTH=924
179,Dm_00001677-RA,AT3G48420.1, Symbols: no symbol available , no full name available , chr3:17929743-17931551 FORWARD LENGTH=319
180,Dm_00001816-RA,AT1G56500.1, Symbols: SOQ1 , suppressor of quenching 1 , chr1:21159775-21167092 FORWARD LENGTH=1055
181,Dm_00004221-RA,AT3G27230.1, Symbols: no symbol available , no full name available , chr3:10054224-10055456 FORWARD LENGTH=410
182,Dm_00001299-RA,AT2G41370.1, Symbols: BOP2 , BLADE ON PETIOLE2 , chr2:17238019-17240203 REVERSE LENGTH=491
183,Dm_00000737-RA,AT4G25910.1," Symbols: NFU3, ATCNFU3 ", NFU domain protein 3 , chr4:13164128-13165094 FORWARD LENGTH=236
184,Dm_00002543-RA,AT5G01740.1, Symbols: no symbol available , no full name available , chr5:280793-281281 FORWARD LENGTH=162
185,Dm_00005842-RA,AT5G64940.2," Symbols: OSA1, ATH13, ATOSA1, abc1k8, ATATH13 "," ABC2 homolog 13, ARABIDOPSIS THALIANA ABC2 HOMOLOG 13, OXIDATIVE STRESS-RELATED ABC1-LIKE PROTEIN 1, A. THALIANA OXIDATIVE STRESS-RELATED ABC1-LIKE PROTEIN 1 ", chr5:25949116-25953326 FORWARD LENGTH=761
186,Dm_00013984-RA,AT4G04770.1," Symbols: LAF6, ATABC1, ABC1, ABCI8, ATNAP1 "," LONG AFTER FR, ATP binding cassette protein 1, ATP-binding cassette I8, ARABIDOPSIS THALIANA NUCLEOSOME ASSEMBLY PROTEIN 1 ", chr4:2427998-2429785 REVERSE LENGTH=557
187,Dm_00015321-RA,AT1G63970.1," Symbols: ISPF, MECPS "," ""2C-METHYL-D-ERYTHRITOL 2,4-CYCLODIPHOSPHATE SYNTHASE"", isoprenoid F ", chr1:23738923-23740336 REVERSE LENGTH=231
188,Dm_00008185-RA,AT4G04640.1, Symbols: ATPC1 ,  , chr4:2350761-2351882 REVERSE LENGTH=373
189,Dm_00019031-RA,AT5G30510.1," Symbols: ARRPS1, RPS1, PRPS1 "," plastid ribosomal protein S1, ribosomal protein S1 ", chr5:11619262-11621223 REVERSE LENGTH=416
190,Dm_00002270-RA,AT3G51480.4," Symbols: GLR3.6, ATGLR3.6 ", glutamate receptor 3.6 , chr3:19101256-19104681 FORWARD LENGTH=903
191,Dm_00005067-RA,AT4G22590.1, Symbols: TPPG , trehalose-6-phosphate phosphatase G , chr4:11893707-11895371 REVERSE LENGTH=377
192,Dm_00014567-RA,AT2G40116.1, Symbols: no symbol available , no full name available , chr2:16751782-16754311 FORWARD LENGTH=613
193,Dm_00014623-RA,AT2G24090.1, Symbols: PRPL35 , plastid ribosomal protein L35 , chr2:10242038-10243416 FORWARD LENGTH=145
194,Dm_00007506-RA,AT3G52960.1, Symbols: PrxIIE , peroxiredoxin-II-E , chr3:19639699-19640403 FORWARD LENGTH=234
195,Dm_00001322-RA,AT2G43040.2, Symbols: NPG1 , no pollen germination 1 , chr2:17896049-17898524 REVERSE LENGTH=704
196,Dm_00006246-RA,AT3G01060.1, Symbols: no symbol available , no full name available , chr3:16831-18782 REVERSE LENGTH=455
197,Dm_00003238-RA,NA,,,
198,Dm_00010379-RA,AT5G33406.1, Symbols: no symbol available , no full name available , chr5:12676126-12678403 REVERSE LENGTH=509
199,Dm_00007786-RA,AT5G18570.1," Symbols: Obg A-2, CPSAR1, ATOBGL, OBGL, OBGC, EMB3138, EMB269, ATOBGC "," EMBRYO DEFECTIVE 269, chloroplastic SAR1, EMBRYO DEFECTIVE 3138, OBG-like protein ", chr5:6171839-6174823 REVERSE LENGTH=681
200,Dm_00014934-RA,AT5G52060.1," Symbols: BAG1, ATBAG1 ", BCL-2-associated athanogene 1 , chr5:21152449-21153741 REVERSE LENGTH=342
201,Dm_00003522-RA,AT2G26975.1, Symbols: COPT6 , copper transporter 6 , chr2:11512992-11513429 FORWARD LENGTH=145
202,Dm_00008856-RA,AT1G68830.1, Symbols: STN7 , STT7 homolog STN7 , chr1:25872654-25875473 REVERSE LENGTH=562
203,Dm_00010564-RA,AT2G35410.1, Symbols: no symbol available , no full name available , chr2:14898341-14899590 FORWARD LENGTH=308
204,Dm_00011008-RA,AT1G14520.4, Symbols: MIOX1 , myo-inositol oxygenase 1 , chr1:4968376-4969954 REVERSE LENGTH=311
205,Dm_00018142-RA,AT1G21640.1," Symbols: ATNADK2, NADK2 "," NAD kinase 2, NAD KINASE 2 ", chr1:7588726-7592669 FORWARD LENGTH=985
206,Dm_00020359-RA,AT3G27850.1, Symbols: RPL12-C , ribosomal protein L12-C , chr3:10324905-10325468 FORWARD LENGTH=187
207,Dm_00006939-RA,AT4G01100.1, Symbols: ADNT1 , adenine nucleotide transporter 1 , chr4:477411-479590 FORWARD LENGTH=352
208,Dm_00003878-RA,AT1G68800.1," Symbols: BRC2, TCP12 "," BRANCHED 2, TCP domain protein 12 ", chr1:25847306-25848471 REVERSE LENGTH=356
209,Dm_00013812-RA,AT4G30950.1," Symbols: FADC, SFD4, FAD6 "," FATTY ACID DESATURASE C, STEAROYL DESATURASE DEFICIENCY 4, fatty acid desaturase 6 ", chr4:15057278-15059673 REVERSE LENGTH=448
210,Dm_00012469-RA,AT1G62750.1," Symbols: ATSCO1/CPEF-G, ATSCO1, SCO1 ", SNOWY COTYLEDON 1 , chr1:23233622-23236321 REVERSE LENGTH=783
211,Dm_00019141-RA,AT5G61210.2," Symbols: ATSNAP33B, ATSNAP33, SNP33, SNAP33 ", soluble N-ethylmaleimide-sensitive factor adaptor protein 33 , chr5:24624027-24625366 FORWARD LENGTH=300
212,Dm_00013613-RA,AT2G43030.1, Symbols: PRPL3 , plastid ribosomal proteins of the 50S subunit , chr2:17894898-17895713 FORWARD LENGTH=271
213,Dm_00013432-RA,AT1G12110.1," Symbols: NRT1, AtNPF6.3, ATNRT1, B-1, NRT1.1, CHL1, NPF6.3, CHL1-1 "," CHLORINA 1, ARABIDOPSIS THALIANA NITRATE TRANSPORTER 1, nitrate transporter 1.1, NRT1/ PTR family 6.3, NITRATE TRANSPORTER 1 ", chr1:4105341-4109290 FORWARD LENGTH=590
214,Dm_00019628-RA,AT1G17870.1," Symbols: ATEGY3, EGY3 ", ETHYLENE-DEPENDENT GRAVITROPISM-DEFICIENT AND YELLOW-GREEN-LIKE 3 , chr1:6150036-6152185 REVERSE LENGTH=573
215,Dm_00017624-RA,AT1G53530.1, Symbols: AtIMP1a ,  , chr1:19978249-19979778 FORWARD LENGTH=168
216,Dm_00017671-RA,AT3G51970.1," Symbols: ATSAT1, ASAT1, ATASAT1 "," acyl-CoA sterol acyl transferase 1, ARABIDOPSIS THALIANA STEROL O-ACYLTRANSFERASE 1 ", chr3:19284420-19285457 FORWARD LENGTH=345
217,Dm_00020362-RA,AT3G51970.1," Symbols: ATSAT1, ASAT1, ATASAT1 "," acyl-CoA sterol acyl transferase 1, ARABIDOPSIS THALIANA STEROL O-ACYLTRANSFERASE 1 ", chr3:19284420-19285457 FORWARD LENGTH=345
218,Dm_00000834-RA,AT5G54770.1," Symbols: THI1, TZ, THI4 "," THIAZOLE REQUIRING, THIAMINE4 ", chr5:22246634-22247891 FORWARD LENGTH=349
219,Dm_00007117-RA,AT4G31780.2," Symbols: MGD1, EMB2797, UGT81A1, MGDA "," MONOGALACTOSYLDIACYLGLYCEROL SYNTHASE A, EMBRYO DEFECTIVE 2797, UDP-glycosyl transferase 81A1, monogalactosyl diacylglycerol synthase 1 ", chr4:15374222-15376961 FORWARD LENGTH=533
220,Dm_00011871-RA,AT1G28140.1, Symbols: no symbol available , no full name available , chr1:9833029-9834390 REVERSE LENGTH=280
221,Dm_00014614-RA,AT3G61490.4, Symbols: PGF9 , Polygalacturonase Clade F 9 , chr3:22757859-22760137 FORWARD LENGTH=589
222,Dm_00017484-RA,NA,,,
223,Dm_00011124-RA,AT4G35250.1, Symbols: HCF244 , high chlorophyll fluorescence phenotype 244 , chr4:16771401-16773269 REVERSE LENGTH=395
224,Dm_00005108-RA,AT4G03280.1," Symbols: PGR1, PETC "," PROTON GRADIENT REGULATION 1, photosynthetic electron transfer C ", chr4:1440314-1441717 FORWARD LENGTH=229
225,Dm_00006537-RA,AT4G02990.2," Symbols: BSM, RUG2 "," BELAYA SMERT, RUGOSA 2 ", chr4:1322158-1323783 FORWARD LENGTH=541
226,Dm_00008738-RA,AT4G33140.1, Symbols: no symbol available , no full name available , chr4:15981648-15984135 FORWARD LENGTH=353
227,Dm_00010415-RA,AT5G17230.4, Symbols: PSY , PHYTOENE SYNTHASE , chr5:5659839-5662087 REVERSE LENGTH=422
228,Dm_00016295-RA,NA,,,
229,Dm_00012921-RA,AT3G13050.4," Symbols: NiaP, AtNiaP ", nicotinate transporter , chr3:4176866-4178868 FORWARD LENGTH=500
230,Dm_00013864-RA,AT5G22340.1, Symbols: no symbol available , no full name available , chr5:7394509-7396554 FORWARD LENGTH=323
231,Dm_00000349-RA,NA,,,
232,Dm_00003301-RA,AT5G52440.1, Symbols: HCF106 , HIGH CHLOROPHYLL FLUORESCENCE 106 , chr5:21286896-21288613 FORWARD LENGTH=260
233,Dm_00012970-RA,AT5G62740.1," Symbols: AtHIR4, HIR4, HIR1, ATHIR1 "," hypersensitive induced reaction 4, HYPERSENSITIVE-INDUCED RESPONSE PROTEIN 1 ", chr5:25201320-25202535 FORWARD LENGTH=286
234,Dm_00000640-RA,AT5G11480.1, Symbols: EngB-2 ,  , chr5:3669350-3671471 REVERSE LENGTH=318
235,Dm_00003232-RA,AT1G01300.1, Symbols: no symbol available , no full name available , chr1:117065-118522 FORWARD LENGTH=485
236,Dm_00005513-RA,AT1G11545.1, Symbols: XTH8 , xyloglucan endotransglucosylase/hydrolase 8 , chr1:3878689-3880286 REVERSE LENGTH=305
237,Dm_00016303-RA,NA,,,
238,Dm_00006326-RA,AT5G50150.1, Symbols: LOTR1 , LORD OF THE RINGS 1 , chr5:20402444-20406375 REVERSE LENGTH=420
239,Dm_00003277-RA,AT1G70780.1, Symbols: no symbol available , no full name available , chr1:26695462-26695975 REVERSE LENGTH=140
240,Dm_00002030-RA,AT2G30390.1," Symbols: FC2, FC-II, ATFC-II ", ferrochelatase 2 , chr2:12951242-12953985 REVERSE LENGTH=512
241,Dm_00001387-RA,AT5G03880.1, Symbols: no symbol available , no full name available , chr5:1038674-1041453 REVERSE LENGTH=339
242,Dm_00004691-RA,AT5G43700.1," Symbols: IAA4, ATAUX2-11 "," indole-3-acetic acid inducible 4, AUXIN INDUCIBLE 2-11 ", chr5:17550465-17551206 FORWARD LENGTH=186
243,Dm_00010722-RA,AT4G04330.1," Symbols: AtRbcX1, RbcX1 ", homologue of cyanobacterial RbcX 1 , chr4:2116700-2118563 REVERSE LENGTH=174
244,Dm_00016975-RA,AT5G49030.3, Symbols: OVA2 , ovule abortion 2 , chr5:19875091-19883251 REVERSE LENGTH=1279
245,Dm_00021056-RA,AT5G46800.3, Symbols: BOU , A BOUT DE SOUFFLE , chr5:18988779-18989810 REVERSE LENGTH=300
246,Dm_00000465-RA,AT5G53170.1, Symbols: FTSH11 , FTSH protease 11 , chr5:21563023-21567922 REVERSE LENGTH=806
247,Dm_00001175-RA,AT3G10160.1," Symbols: ATDFC, DFC, FPGS2 "," DHFS-FPGS homolog C, A. THALIANA DHFS-FPGS HOMOLOG C, folylpolyglutamate synthetase 2 ", chr3:3139588-3143949 REVERSE LENGTH=625
248,Dm_00019059-RA,AT1G55480.1," Symbols: ZKT, MET1 "," ""protein containing PDZ domain, a K-box domain, and a TPR region"" ", chr1:20713822-20715351 FORWARD LENGTH=335
249,Dm_00001773-RA,AT2G32480.1, Symbols: ARASP , ARABIDOPSIS SERIN PROTEASE , chr2:13788679-13790022 REVERSE LENGTH=447
250,Dm_00007385-RA,NA,,,
251,Dm_00011293-RA,AT5G38510.3, Symbols: no symbol available , no full name available , chr5:15417839-15420002 REVERSE LENGTH=434
252,Dm_00015457-RA,AT5G12250.1, Symbols: TUB6 , beta-6 tubulin , chr5:3961317-3962971 REVERSE LENGTH=449
253,Dm_00016294-RA,AT1G07930.2, Symbols: no symbol available , no full name available , chr1:2459014-2460458 FORWARD LENGTH=372
254,Dm_00001852-RA,AT5G63420.1," Symbols: emb2746, RNJ, AtRNJ "," embryo defective 2746, Ribonuclease J ", chr5:25400515-25405807 FORWARD LENGTH=911
255,Dm_00008546-RA,AT1G75330.1, Symbols: OTC , ornithine carbamoyltransferase , chr1:28266457-28268383 REVERSE LENGTH=375
256,Dm_00001355-RA,AT4G37200.1, Symbols: HCF164 , HIGH CHLOROPHYLL FLUORESCENCE 164 , chr4:17509836-17511230 REVERSE LENGTH=261
257,Dm_00014710-RA,NA,,,
258,Dm_00010261-RA,AT4G18690.1, Symbols: no symbol available , no full name available , chr4:10282788-10283636 FORWARD LENGTH=282
259,Dm_00019774-RA,AT3G24050.1, Symbols: GATA1 , GATA transcription factor 1 , chr3:8686060-8687462 FORWARD LENGTH=274
260,Dm_00015745-RA,AT4G22890.2, Symbols: PGR5-LIKE A ,  , chr4:12007157-12009032 FORWARD LENGTH=302
261,Dm_00001235-RA,AT1G20200.1," Symbols: HAP15, EMB2719 "," HAPLESS 15, EMBRYO DEFECTIVE 2719 ", chr1:7001409-7004154 REVERSE LENGTH=488
262,Dm_00004052-RA,AT4G18240.1," Symbols: SS4, ATSS4, SSIV "," ARABIDOPSIS THALIANA STARCH SYNTHASE 4, starch synthase 4, STARCH SYNTHASE 4 ", chr4:10082221-10087044 FORWARD LENGTH=1040
263,Dm_00006000-RA,AT2G16600.1," Symbols: AtCYP19-1, ROC3, CYP19 "," rotamase CYP 3, cyclophilin 19 ", chr2:7200862-7201383 FORWARD LENGTH=173
264,Dm_00000528-RA,AT1G54520.1, Symbols: FLAP1 , Fluctuating-Light- Acclimation Protein1 , chr1:20363565-20365874 FORWARD LENGTH=391
265,Dm_00001208-RA,AT1G65260.1," Symbols: VIPP1, PTAC4, IM30 "," VESICLE-INDUCING PROTEIN IN PLASTIDS 1, plastid transcriptionally active 4 ", chr1:24236329-24240428 FORWARD LENGTH=330
266,Dm_00003929-RA,AT4G33985.1, Symbols: no symbol available , no full name available , chr4:16288301-16288857 REVERSE LENGTH=154
267,Dm_00004694-RA,AT3G54820.1," Symbols: PIP2D, PIP2;5 "," PLASMA MEMBRANE INTRINSIC PROTEIN 2D, plasma membrane intrinsic protein 2;5 ", chr3:20302117-20303738 FORWARD LENGTH=286
268,Dm_00005229-RA,AT5G17230.4, Symbols: PSY , PHYTOENE SYNTHASE , chr5:5659839-5662087 REVERSE LENGTH=422
269,Dm_00019538-RA,AT4G36470.1, Symbols: no symbol available , no full name available , chr4:17215128-17216475 REVERSE LENGTH=371
270,Dm_00009225-RA,AT3G15360.1," Symbols: ATM4, TRX-M4, ATHM4 "," ARABIDOPSIS THIOREDOXIN M-TYPE 4, thioredoxin M-type 4 ", chr3:5188448-5189457 FORWARD LENGTH=193
271,Dm_00011870-RA,AT1G01630.1, Symbols: no symbol available , no full name available , chr1:229206-230675 FORWARD LENGTH=255
272,Dm_00009027-RA,NA,,,
273,Dm_00018737-RA,AT5G60390.3, Symbols: EF1alpha ,  , chr5:24289226-24290675 FORWARD LENGTH=449
274,Dm_00008737-RA,NA,,,
275,Dm_00002750-RA,AT5G66430.1, Symbols: no symbol available , no full name available , chr5:26525410-26526799 REVERSE LENGTH=354
276,Dm_00010015-RA,AT3G13470.1," Symbols: CPNB2, Cpn60beta2 ", chaperonin-60beta2 , chr3:4389685-4392624 FORWARD LENGTH=596
277,Dm_00001821-RA,AT1G56580.1, Symbols: SVB , SMALLER WITH VARIABLE BRANCHES , chr1:21198402-21198902 REVERSE LENGTH=166
278,Dm_00004435-RA,AT1G53310.3," Symbols: PPC1, ATPEPC1, PEPC1, ATPPC1 "," phosphoenolpyruvate carboxylase 1, PEP(PHOSPHOENOLPYRUVATE) CARBOXYLASE 1 ", chr1:19884261-19888070 REVERSE LENGTH=967
279,Dm_00012244-RA,AT5G25840.1, Symbols: no symbol available , no full name available , chr5:9010909-9011430 REVERSE LENGTH=173
280,Dm_00017882-RA,AT2G35260.1, Symbols: BCM1 , BALANCE of CHLOROPHYLL METABOLISM 1 , chr2:14849642-14851601 FORWARD LENGTH=382
281,Dm_00000792-RA,AT5G03900.2, Symbols: no symbol available , no full name available , chr5:1048338-1051869 FORWARD LENGTH=523
282,Dm_00015757-RA,AT3G57520.1," Symbols: SIP2, RS2, AtSIP2 "," seed imbibition 2, raffinose synthase 2 ", chr3:21288982-21292694 REVERSE LENGTH=773
283,Dm_00017636-RA,AT4G39955.1, Symbols: no symbol available , no full name available , chr4:18530573-18532088 FORWARD LENGTH=328
284,Dm_00017850-RA,AT5G48600.2," Symbols: ATSMC4, SMC3, SMC4, ATCAP-C, ATSMC3 "," ARABIDOPSIS THALIANA STRUCTURAL MAINTENANCE OF CHROMOSOME 4, structural maintenance of chromosome 3, ARABIDOPSIS THALIANA CHROMOSOME ASSOCIATED PROTEIN-C ", chr5:19701908-19709091 FORWARD LENGTH=1244
285,Dm_00001740-RA,AT2G16050.1, Symbols: no symbol available , no full name available , chr2:6980450-6981939 FORWARD LENGTH=243
286,Dm_00003109-RA,AT1G01320.3," Symbols: REC1, FLL2 "," FLOURY ENDOSPERM LIKE 2, REDUCED CHLOROPLAST COVERAGE ", chr1:121582-130099 REVERSE LENGTH=1789
287,Dm_00004248-RA,AT5G13750.1, Symbols: ZIFL1 , zinc induced facilitator-like 1 , chr5:4438318-4441289 FORWARD LENGTH=478
288,Dm_00004598-RA,AT1G73060.1, Symbols: LPA3 , Low  PSII Accumulation 3 , chr1:27479027-27481258 FORWARD LENGTH=358
289,Dm_00004844-RA,AT5G40830.2, Symbols: ICA , INCREASED CAMBIAL ACTIVITY , chr5:16354611-16355855 REVERSE LENGTH=414
290,Dm_00009220-RA,AT2G39730.1, Symbols: RCA , rubisco activase , chr2:16570951-16573345 REVERSE LENGTH=474
291,Dm_00012405-RA,AT4G37930.1," Symbols: STM, SHMT1, SHM1 "," SERINE HYDROXYMETHYLTRANSFERASE 1, serine transhydroxymethyltransferase 1, SERINE TRANSHYDROXYMETHYLTRANSFERASE ", chr4:17831891-17834742 REVERSE LENGTH=517
292,Dm_00018940-RA,AT1G66200.1," Symbols: ATGSR2, GSR2, GLN1;2 "," glutamine synthetase 1;2, glutamine synthase clone F11 ", chr1:24655520-24657520 REVERSE LENGTH=356
293,Dm_00003296-RA,AT1G05750.2," Symbols: PDE247, CLB19 "," pigment defective 247, CHLOROPLAST BIOGENESIS 19 ", chr1:1721523-1723025 FORWARD LENGTH=500
294,Dm_00007469-RA,AT5G02810.1," Symbols: APRR7, PRR7 ", pseudo-response regulator 7 , chr5:638283-641461 REVERSE LENGTH=727
295,Dm_00005862-RA,AT4G05180.2," Symbols: PSBQ-2, PSBQ, PSII-Q "," photosystem II subunit Q-2, PHOTOSYSTEM II SUBUNIT Q ", chr4:2672093-2673170 REVERSE LENGTH=230
296,Dm_00018596-RA,AT4G01970.2," Symbols: RS4, AtSTS, STS "," raffinose synthase 4, stachyose synthase ", chr4:854073-857094 REVERSE LENGTH=923
297,Dm_00014464-RA,NA,,,
298,Dm_00020441-RA,NA,,,
299,Dm_00001489-RA,AT5G63050.2, Symbols: EMB2759 , embryo defective 2759 , chr5:25292645-25294799 FORWARD LENGTH=339
300,Dm_00001474-RA,AT1G64720.1, Symbols: CP5 , membrane related protein CP5 , chr1:24046887-24048537 REVERSE LENGTH=385
301,Dm_00001799-RA,AT1G56310.2, Symbols: ATRM2 , Atrimmer2 , chr1:21082863-21085564 FORWARD LENGTH=589
302,Dm_00009099-RA,AT1G70630.7, Symbols: RAY1 , REDUCED ARABINOSE YARIV 1 , chr1:26631460-26633991 FORWARD LENGTH=674
303,Dm_00006047-RA,AT1G51110.1, Symbols: FBN10 , FIBRILLIN10 , chr1:18935380-18937484 FORWARD LENGTH=409
304,Dm_00001117-RA,AT3G25290.2, Symbols: no symbol available , no full name available , chr3:9208955-9210353 FORWARD LENGTH=393
305,Dm_00014841-RA,AT5G17000.1, Symbols: no symbol available , no full name available , chr5:5584983-5586991 REVERSE LENGTH=345
306,Dm_00010233-RA,AT3G26900.3," Symbols: ATSKL1, SKL1 "," Arabidopsis thaliana shikimate kinase-like 1, shikimate kinase-like 1 ", chr3:9912314-9914424 REVERSE LENGTH=280
307,Dm_00019513-RA,AT5G43830.1, Symbols: no symbol available , no full name available , chr5:17622593-17624239 REVERSE LENGTH=251
308,Dm_00012028-RA,AT4G34020.1," Symbols: DJ-1c, AtDJ1C, DJ1C ", DJ-1 homolog C , chr4:16298553-16300897 REVERSE LENGTH=472
309,Dm_00010817-RA,AT3G08940.2, Symbols: LHCB4.2 , light harvesting complex photosystem II , chr3:2717717-2718665 FORWARD LENGTH=287
310,Dm_00010666-RA,AT5G50920.1," Symbols: DCA1, CLPC, ATHSP93-V, CLPC1, HSP93-V "," HEAT SHOCK PROTEIN 93-V, CLPC homologue 1, DE-REGULATED CAO ACCUMULATION 1 ", chr5:20715710-20719800 REVERSE LENGTH=929
311,Dm_00001217-RA,AT4G12800.2, Symbols: PSAL , photosystem I subunit l , chr4:7521283-7522493 FORWARD LENGTH=281
312,Dm_00010927-RA,AT3G06980.1, Symbols: no symbol available , no full name available , chr3:2201531-2204662 FORWARD LENGTH=781
313,Dm_00015960-RA,AT1G07320.2," Symbols: RPL4, PRPL4, EMB2784 "," plastid ribosomal protein L4, ribosomal protein L4, EMBRYO DEFECTIVE 2784 ", chr1:2249190-2250189 FORWARD LENGTH=280
314,Dm_00005151-RA,AT1G22450.1," Symbols: ATCOX6B2, COX6B "," cytochrome C oxidase 6B, CYTOCHROME C OXIDASE 6B2 ", chr1:7925447-7926918 FORWARD LENGTH=191
315,Dm_00001416-RA,AT3G11330.1, Symbols: PIRL9 , plant intracellular ras group-related LRR 9 , chr3:3552330-3554695 REVERSE LENGTH=499
316,Dm_00008176-RA,AT5G13770.1, Symbols: no symbol available , no full name available , chr5:4445461-4447290 FORWARD LENGTH=609
317,Dm_00011425-RA,NA,,,
318,Dm_00008689-RA,AT4G34090.1, Symbols: PAB , Protein in chloroplast Atpase Biogenesis , chr4:16328051-16330110 REVERSE LENGTH=330
319,Dm_00003357-RA,AT5G66590.1, Symbols: no symbol available , no full name available , chr5:26574255-26574812 FORWARD LENGTH=185
320,Dm_00005082-RA,AT5G64840.1, Symbols: ABCF5 , ATP-binding cassette F5 , chr5:25916956-25919693 REVERSE LENGTH=692
321,Dm_00006878-RA,AT1G05000.1," Symbols: PFA-DSP1, AtPFA-DSP1 ", plant and fungi atypical dual-speci&#64257;city phosphatase 1 , chr1:1425660-1428393 FORWARD LENGTH=215
322,Dm_00007915-RA,AT4G38970.1," Symbols: AtFBA2, FBA2 ", fructose-bisphosphate aldolase 2 , chr4:18163714-18165659 REVERSE LENGTH=398
323,Dm_00000344-RA,AT5G46230.1, Symbols: SVB3 ,  , chr5:18742593-18743024 REVERSE LENGTH=143
324,Dm_00002319-RA,AT1G80730.1," Symbols: ATZFP1, ZFP1 "," zinc-finger protein 1, ARABIDOPSIS THALIANA ZINC-FINGER PROTEIN 1 ", chr1:30339493-30340179 REVERSE LENGTH=228
325,Dm_00003843-RA,AT3G46780.1, Symbols: PTAC16 , plastid transcriptionally active 16 , chr3:17228766-17231021 FORWARD LENGTH=510
326,Dm_00011322-RA,AT1G60960.3," Symbols: IRT3, ATIRT3 "," iron regulated transporter 3, IRON REGULATED TRANSPORTER 3 ", chr1:22445410-22446756 REVERSE LENGTH=415
327,Dm_00006796-RA,AT1G48520.2, Symbols: GATB , GLU-ADT subunit B , chr1:17940185-17942075 FORWARD LENGTH=475
328,Dm_00002237-RA,AT4G35560.2," Symbols: TMS-like, DAW1 "," DUO1-activated WD40 1, Tomosyn-like ", chr4:16881562-16886878 FORWARD LENGTH=1050
329,Dm_00013341-RA,AT5G13650.1, Symbols: SVR3 , SUPPRESSOR OF VARIEGATION 3 , chr5:4397821-4402364 FORWARD LENGTH=675
330,Dm_00006673-RA,AT1G60470.1," Symbols: AtGolS4, GolS4 ", galactinol synthase 4 , chr1:22279181-22280454 REVERSE LENGTH=334
331,Dm_00013090-RA,AT3G63520.1," Symbols: ATNCED1, ATCCD1, CCD1, NCED1 "," carotenoid cleavage dioxygenase 1, CAROTENOID CLEAVAGE DIOXYGENASE 1 ", chr3:23452940-23455896 FORWARD LENGTH=538
